카테고리,경상남도 남해군,경상남도 남해군 남해읍,경상남도 남해군 이동면,경상남도 남해군 상주면,경상남도 남해군 삼동면,경상남도 남해군 미조면,경상남도 남해군 남면,경상남도 남해군 서면,경상남도 남해군 고현면,경상남도 남해군 설천면,경상남도 남해군 창선면
2020년09월_남_10~19세,"1,557",718,133,53,102,88,103,55,104,54,147
2020년09월_남_20~29세,"1,999",894,148,65,124,132,121,95,117,110,193
2020년09월_남_30~39세,"1,299",572,88,40,111,71,84,58,84,58,133
2020년09월_남_40~49세,"2,485",918,191,82,214,148,189,142,182,123,296
2020년09월_남_50~59세,"3,917","1,117",357,177,369,265,320,248,295,252,517
2020년09월_남_60~69세,"4,016",923,367,152,421,251,338,267,335,342,620
2020년09월_남_70~79세,"2,922",533,304,121,311,156,315,225,283,242,432
2020년09월_남_80~89세,"1,460",243,159,78,147,56,142,137,157,140,201
2020년09월_남_90~99세,148,16,23,5,16,5,18,10,24,16,15
2020년09월_남_100세 이상,1,0,0,0,1,0,0,0,0,0,0
2020년09월_여_총인구수,"22,248","6,686","1,965",834,"2,037","1,149","1,886","1,380","1,846","1,511","2,954"
2020년09월_여_연령구간인구수,"22,248","6,686","1,965",834,"2,037","1,149","1,886","1,380","1,846","1,511","2,954"
2020년09월_여_0~9세,739,423,42,15,53,48,25,23,33,20,57
2020년09월_여_10~19세,"1,377",666,88,46,79,88,108,39,65,61,137
2020년09월_여_20~29세,"1,256",596,89,39,83,56,72,38,101,56,126
2020년09월_여_30~39세,"1,187",584,74,34,93,60,69,41,71,53,108
2020년09월_여_40~49세,"2,123","1,005",152,63,164,111,135,91,116,88,198
2020년09월_여_50~59세,"3,481","1,092",281,136,304,225,264,182,281,226,490
2020년09월_여_60~69세,"4,184","1,013",403,161,424,245,373,273,350,321,621
2020년09월_여_70~79세,"3,828",692,403,159,392,166,387,304,373,308,644
2020년09월_여_80~89세,"3,374",505,369,153,358,119,384,327,372,297,490
2020년09월_여_90~99세,683,109,64,28,85,30,64,61,82,78,82
2020년09월_여_100세 이상,16,1,0,0,2,1,5,1,2,3,1
2020년10월_계_총인구수,"42,893","13,065","3,772","1,623","3,916","2,357","3,544","2,640","3,513","2,878","5,585"
2020년10월_계_연령구간인구수,"42,893","13,065","3,772","1,623","3,916","2,357","3,544","2,640","3,513","2,878","5,585"
2020년10월_계_0~9세,"1,569",860,76,35,124,87,69,53,85,48,132
2020년10월_계_10~19세,"2,940","1,379",236,96,183,175,209,92,178,115,277
2020년10월_계_20~29세,"3,243","1,486",231,109,201,192,191,129,220,169,315
2020년10월_계_30~39세,"2,483","1,156",158,74,203,130,153,100,162,111,236
2020년10월_계_40~49세,"4,605","1,928",343,142,376,258,317,230,303,212,496
2020년10월_계_50~59세,"7,390","2,210",634,313,676,484,584,432,576,477,"1,004"
2020년10월_계_60~69세,"8,252","1,942",776,316,846,497,713,541,695,667,"1,259"
2020년10월_계_70~79세,"6,720","1,222",703,273,699,324,699,526,655,549,"1,070"
2020년10월_계_80~89세,"4,848",753,529,232,507,173,525,468,528,435,698
2020년10월_계_90~99세,825,127,86,33,98,36,79,68,109,92,97
2020년10월_계_100세 이상,18,2,0,0,3,1,5,1,2,3,1
2020년10월_남_총인구수,"20,646","6,366","1,816",789,"1,881","1,212","1,668","1,262","1,641","1,365","2,646"
2020년10월_남_연령구간인구수,"20,646","6,366","1,816",789,"1,881","1,212","1,668","1,262","1,641","1,365","2,646"
2020년10월_남_0~9세,834,438,36,21,71,42,43,30,49,28,76
2020년10월_남_10~19세,"1,567",714,149,49,105,87,101,54,106,55,147
2020년10월_남_20~29세,"1,991",892,144,69,119,135,122,92,114,111,193
2020년10월_남_30~39세,"1,287",568,84,40,109,70,85,58,87,57,129
2020년10월_남_40~49세,"2,484",918,191,80,214,146,186,142,183,122,302
2020년10월_남_50~59세,"3,920","1,118",358,175,370,262,319,248,299,252,519
2020년10월_남_60~69세,"4,040",926,370,155,421,251,338,267,338,345,629
2020년10월_남_70~79세,"2,914",532,302,116,308,157,316,223,286,240,434
2020년10월_남_80~89세,"1,460",243,159,79,148,57,140,139,154,139,202
2020년10월_남_90~99세,148,17,23,5,15,5,18,9,25,16,15
2020년10월_남_100세 이상,1,0,0,0,1,0,0,0,0,0,0
2020년10월_여_총인구수,"22,247","6,699","1,956",834,"2,035","1,145","1,876","1,378","1,872","1,513","2,939"
2020년10월_여_연령구간인구수,"22,247","6,699","1,956",834,"2,035","1,145","1,876","1,378","1,872","1,513","2,939"
2020년10월_여_0~9세,735,422,40,14,53,45,26,23,36,20,56
2020년10월_여_10~19세,"1,373",665,87,47,78,88,108,38,72,60,130
2020년10월_여_20~29세,"1,252",594,87,40,82,57,69,37,106,58,122
2020년10월_여_30~39세,"1,196",588,74,34,94,60,68,42,75,54,107
2020년10월_여_40~49세,"2,121","1,010",152,62,162,112,131,88,120,90,194
2020년10월_여_50~59세,"3,470","1,092",276,138,306,222,265,184,277,225,485
2020년10월_여_60~69세,"4,212","1,016",406,161,425,246,375,274,357,322,630
2020년10월_여_70~79세,"3,806",690,401,157,391,167,383,303,369,309,636
2020년10월_여_80~89세,"3,388",510,370,153,359,116,385,329,374,296,496
2020년10월_여_90~99세,677,110,63,28,83,31,61,59,84,76,82
2020년10월_여_100세 이상,17,2,0,0,2,1,5,1,2,3,1
2020년11월_계_총인구수,"43,033","13,233","3,771","1,614","3,904","2,349","3,533","2,634","3,538","2,875","5,582"
2020년11월_계_연령구간인구수,"43,033","13,233","3,771","1,614","3,904","2,349","3,533","2,634","3,538","2,875","5,582"
2020년11월_계_0~9세,"1,587",865,78,35,123,89,65,50,100,47,135
2020년11월_계_10~19세,"2,984","1,445",233,94,177,175,206,92,174,114,274
2020년11월_계_20~29세,"3,301","1,541",233,107,203,191,193,131,224,161,317
2020년11월_계_30~39세,"2,480","1,147",163,74,202,130,154,99,162,113,236
2020년11월_계_40~49세,"4,617","1,951",339,137,377,259,316,226,311,207,494
2020년11월_계_50~59세,"7,376","2,226",633,312,670,478,577,431,579,474,996
2020년11월_계_60~69세,"8,277","1,947",776,319,844,497,714,542,700,675,"1,263"
2020년11월_계_70~79세,"6,703","1,225",697,272,702,323,700,525,646,546,"1,067"
2020년11월_계_80~89세,"4,865",759,534,230,506,171,523,468,530,442,702
2020년11월_계_90~99세,826,126,84,34,98,35,80,69,110,93,97
2020년11월_계_100세 이상,17,1,1,0,2,1,5,1,2,3,1
2020년11월_남_총인구수,"20,757","6,475","1,818",791,"1,877","1,213","1,665","1,260","1,650","1,361","2,647"
2020년11월_남_연령구간인구수,"20,757","6,475","1,818",791,"1,877","1,213","1,665","1,260","1,650","1,361","2,647"
2020년11월_남_0~9세,837,438,38,22,70,43,38,27,54,28,79
2020년11월_남_10~19세,"1,599",752,147,48,102,88,101,54,105,55,147
2020년11월_남_20~29세,"2,033",932,148,68,122,134,123,94,114,106,192
2020년11월_남_30~39세,"1,290",565,86,41,108,69,88,57,87,59,130
2020년11월_남_40~49세,"2,489",930,186,78,215,147,184,141,189,117,302
2020년11월_남_50~59세,"3,921","1,127",360,175,370,257,317,248,300,253,514
2020년11월_남_60~69세,"4,047",931,371,158,414,254,337,268,338,345,631
2020년11월_남_70~79세,"2,924",539,299,117,312,160,317,223,281,241,435
2020년11월_남_80~89세,"1,468",244,160,79,148,56,142,139,156,141,203
2020년11월_남_90~99세,147,17,22,5,15,5,18,9,26,16,14
2020년11월_남_100세 이상,2,0,1,0,1,0,0,0,0,0,0
2020년11월_여_총인구수,"22,276","6,758","1,953",823,"2,027","1,136","1,868","1,374","1,888","1,514","2,935"
2020년11월_여_연령구간인구수,"22,276","6,758","1,953",823,"2,027","1,136","1,868","1,374","1,888","1,514","2,935"
2020년11월_여_0~9세,750,427,40,13,53,46,27,23,46,19,56
2020년11월_여_10~19세,"1,385",693,86,46,75,87,105,38,69,59,127
2020년11월_여_20~29세,"1,268",609,85,39,81,57,70,37,110,55,125
2020년11월_여_30~39세,"1,190",582,77,33,94,61,66,42,75,54,106
2020년11월_여_40~49세,"2,128","1,021",153,59,162,112,132,85,122,90,192
2020년11월_여_50~59세,"3,455","1,099",273,137,300,221,260,183,279,221,482
2020년11월_여_60~69세,"4,230","1,016",405,161,430,243,377,274,362,330,632
2020년11월_여_70~79세,"3,779",686,398,155,390,163,383,302,365,305,632
2020년11월_여_80~89세,"3,397",515,374,151,358,115,381,329,374,301,499
2020년11월_여_90~99세,679,109,62,29,83,30,62,60,84,77,83
2020년11월_여_100세 이상,15,1,0,0,1,1,5,1,2,3,1
2020년12월_계_총인구수,"42,958","13,222","3,733","1,609","3,902","2,348","3,534","2,624","3,543","2,876","5,567"
2020년12월_계_연령구간인구수,"42,958","13,222","3,733","1,609","3,902","2,348","3,534","2,624","3,543","2,876","5,567"
2020년12월_계_0~9세,"1,591",864,76,35,123,89,64,49,110,48,133
2020년12월_계_10~19세,"2,937","1,415",234,93,176,176,197,88,175,113,270
2020년12월_계_20~29세,"3,314","1,566",220,106,204,189,195,132,219,165,318
2020년12월_계_30~39세,"2,467","1,142",157,74,196,130,156,102,166,110,234
2020년12월_계_40~49세,"4,596","1,948",337,137,383,259,313,216,311,204,488
2020년12월_계_50~59세,"7,345","2,218",623,310,672,471,582,433,572,473,991
2020년12월_계_60~69세,"8,314","1,955",776,319,843,503,713,545,708,679,"1,273"
2020년12월_계_70~79세,"6,673","1,220",691,272,698,325,701,523,644,540,"1,059"
2020년12월_계_80~89세,"4,875",766,533,229,508,170,526,466,526,447,704
2020년12월_계_90~99세,830,127,85,34,97,35,82,69,111,94,96
2020년12월_계_100세 이상,16,1,1,0,2,1,5,1,1,3,1
2020년12월_남_총인구수,"20,707","6,459","1,793",791,"1,873","1,216","1,666","1,256","1,655","1,358","2,640"
2020년12월_남_연령구간인구수,"20,707","6,459","1,793",791,"1,873","1,216","1,666","1,256","1,655","1,358","2,640"
2020년12월_남_0~9세,841,436,38,22,70,43,38,27,60,28,79
2020년12월_남_10~19세,"1,570",733,145,48,101,89,97,51,104,54,148
2020년12월_남_20~29세,"2,040",943,139,69,123,135,122,98,116,104,191
2020년12월_남_30~39세,"1,279",565,81,41,104,69,89,56,87,60,127
2020년12월_남_40~49세,"2,472",925,185,78,216,147,184,134,191,114,298
2020년12월_남_50~59세,"3,910","1,123",354,177,369,253,318,250,296,255,515
2020년12월_남_60~69세,"4,071",936,372,157,414,260,341,271,340,344,636
2020년12월_남_70~79세,"2,905",535,294,117,312,159,316,221,279,239,433
2020년12월_남_80~89세,"1,469",246,163,77,148,56,142,139,155,144,199
2020년12월_남_90~99세,148,17,21,5,15,5,19,9,27,16,14
2020년12월_남_100세 이상,2,0,1,0,1,0,0,0,0,0,0
2020년12월_여_총인구수,"22,251","6,763","1,940",818,"2,029","1,132","1,868","1,368","1,888","1,518","2,927"
2020년12월_여_연령구간인구수,"22,251","6,763","1,940",818,"2,029","1,132","1,868","1,368","1,888","1,518","2,927"
2020년12월_여_0~9세,750,428,38,13,53,46,26,22,50,20,54
2020년12월_여_10~19세,"1,367",682,89,45,75,87,100,37,71,59,122
2020년12월_여_20~29세,"1,274",623,81,37,81,54,73,34,103,61,127
2020년12월_여_30~39세,"1,188",577,76,33,92,61,67,46,79,50,107
2020년12월_여_40~49세,"2,124","1,023",152,59,167,112,129,82,120,90,190
2020년12월_여_50~59세,"3,435","1,095",269,133,303,218,264,183,276,218,476
2020년12월_여_60~69세,"4,243","1,019",404,162,429,243,372,274,368,335,637
2020년12월_여_70~79세,"3,768",685,397,155,386,166,385,302,365,301,626
2020년12월_여_80~89세,"3,406",520,370,152,360,114,384,327,371,303,505
2020년12월_여_90~99세,682,110,64,29,82,30,63,60,84,78,82
2020년12월_여_100세 이상,14,1,0,0,1,1,5,1,1,3,1
2021년01월_계_총인구수,"42,855","13,193","3,735","1,614","3,888","2,331","3,530","2,603","3,546","2,859","5,556"
2021년01월_계_연령구간인구수,"42,855","13,193","3,735","1,614","3,888","2,331","3,530","2,603","3,546","2,859","5,556"
2021년01월_계_0~9세,"1,586",860,75,36,125,85,62,50,115,46,132
2021년01월_계_10~19세,"2,919","1,390",235,92,173,176,205,85,181,112,270
2021년01월_계_20~29세,"3,266","1,554",216,107,201,181,192,125,214,161,315
2021년01월_계_30~39세,"2,447","1,129",156,77,198,131,149,100,167,107,233
2021년01월_계_40~49세,"4,577","1,952",340,134,373,252,316,214,310,199,487
2021년01월_계_50~59세,"7,297","2,208",622,310,664,467,584,427,570,468,977
2021년01월_계_60~69세,"8,360","1,978",783,320,852,505,707,542,707,681,"1,285"
2021년01월_계_70~79세,"6,670","1,223",690,273,694,328,704,519,648,544,"1,047"
2021년01월_계_80~89세,"4,874",768,532,231,509,170,520,467,523,441,713
2021년01월_계_90~99세,842,130,85,34,97,35,86,73,110,96,96
2021년01월_계_100세 이상,17,1,1,0,2,1,5,1,1,4,1
2021년01월_남_총인구수,"20,661","6,444","1,796",794,"1,873","1,208","1,666","1,247","1,658","1,345","2,630"
2021년01월_남_연령구간인구수,"20,661","6,444","1,796",794,"1,873","1,208","1,666","1,247","1,658","1,345","2,630"
2021년01월_남_0~9세,835,434,37,22,71,41,35,27,65,26,77
2021년01월_남_10~19세,"1,568",722,151,48,98,90,100,51,108,54,146
2021년01월_남_20~29세,"2,010",931,134,70,122,133,123,94,111,100,192
2021년01월_남_30~39세,"1,271",556,81,42,107,70,87,56,87,60,125
2021년01월_남_40~49세,"2,458",933,186,75,212,141,184,134,188,110,295
2021년01월_남_50~59세,"3,899","1,121",353,177,368,252,319,246,295,254,514
2021년01월_남_60~69세,"4,078",942,375,159,418,258,338,269,339,343,637
2021년01월_남_70~79세,"2,921",542,293,118,309,161,320,221,285,242,430
2021년01월_남_80~89세,"1,468",244,164,78,152,57,140,140,154,139,200
2021년01월_남_90~99세,151,19,21,5,15,5,20,9,26,17,14
2021년01월_남_100세 이상,2,0,1,0,1,0,0,0,0,0,0
2021년01월_여_총인구수,"22,194","6,749","1,939",820,"2,015","1,123","1,864","1,356","1,888","1,514","2,926"
2021년01월_여_연령구간인구수,"22,194","6,749","1,939",820,"2,015","1,123","1,864","1,356","1,888","1,514","2,926"
2021년01월_여_0~9세,751,426,38,14,54,44,27,23,50,20,55
2021년01월_여_10~19세,"1,351",668,84,44,75,86,105,34,73,58,124
2021년01월_여_20~29세,"1,256",623,82,37,79,48,69,31,103,61,123
2021년01월_여_30~39세,"1,176",573,75,35,91,61,62,44,80,47,108
2021년01월_여_40~49세,"2,119","1,019",154,59,161,111,132,80,122,89,192
2021년01월_여_50~59세,"3,398","1,087",269,133,296,215,265,181,275,214,463
2021년01월_여_60~69세,"4,282","1,036",408,161,434,247,369,273,368,338,648
2021년01월_여_70~79세,"3,749",681,397,155,385,167,384,298,363,302,617
2021년01월_여_80~89세,"3,406",524,368,153,357,113,380,327,369,302,513
2021년01월_여_90~99세,691,111,64,29,82,30,66,64,84,79,82
2021년01월_여_100세 이상,15,1,0,0,1,1,5,1,1,4,1
2021년02월_계_총인구수,"42,794","13,118","3,734","1,645","3,894","2,318","3,524","2,596","3,549","2,855","5,561"
2021년02월_계_연령구간인구수,"42,794","13,118","3,734","1,645","3,894","2,318","3,524","2,596","3,549","2,855","5,561"
2021년02월_계_0~9세,"1,586",856,76,46,127,80,60,50,113,45,133
2021년02월_계_10~19세,"2,903","1,359",240,104,174,177,199,84,181,114,271
2021년02월_계_20~29세,"3,221","1,526",210,98,206,178,191,123,214,157,318
2021년02월_계_30~39세,"2,430","1,117",151,81,196,130,144,98,169,104,240
2021년02월_계_40~49세,"4,581","1,949",340,141,379,249,320,207,311,199,486
2021년02월_계_50~59세,"7,277","2,204",621,314,661,464,577,425,572,472,967
2021년02월_계_60~69세,"8,387","1,987",790,323,846,504,714,547,710,678,"1,288"
2021년02월_계_70~79세,"6,637","1,217",682,271,692,332,705,512,643,542,"1,041"
2021년02월_계_80~89세,"4,897",769,533,233,512,167,523,474,524,444,718
2021년02월_계_90~99세,855,133,90,34,98,36,86,74,111,96,97
2021년02월_계_100세 이상,20,1,1,0,3,1,5,2,1,4,2
2021년02월_남_총인구수,"20,634","6,408","1,793",810,"1,884","1,201","1,664","1,240","1,661","1,342","2,631"
2021년02월_남_연령구간인구수,"20,634","6,408","1,793",810,"1,884","1,201","1,664","1,240","1,661","1,342","2,631"
2021년02월_남_0~9세,836,429,38,27,71,40,34,29,65,25,78
2021년02월_남_10~19세,"1,563",709,153,54,100,90,97,51,107,55,147
2021년02월_남_20~29세,"1,989",913,131,68,127,131,123,92,114,97,193
2021년02월_남_30~39세,"1,257",552,77,41,105,69,85,54,87,59,128
2021년02월_남_40~49세,"2,454",933,185,77,218,139,184,128,188,110,292
2021년02월_남_50~59세,"3,907","1,123",353,180,368,250,318,249,297,256,513
2021년02월_남_60~69세,"4,092",942,381,164,415,257,343,267,341,343,639
2021년02월_남_70~79세,"2,909",543,291,116,309,164,319,217,282,241,427
2021년02월_남_80~89세,"1,477",246,162,78,155,56,142,144,154,140,200
2021년02월_남_90~99세,148,18,21,5,15,5,19,9,26,16,14
2021년02월_남_100세 이상,2,0,1,0,1,0,0,0,0,0,0
2021년02월_여_총인구수,"22,160","6,710","1,941",835,"2,010","1,117","1,860","1,356","1,888","1,513","2,930"
2021년02월_여_연령구간인구수,"22,160","6,710","1,941",835,"2,010","1,117","1,860","1,356","1,888","1,513","2,930"
2021년02월_여_0~9세,750,427,38,19,56,40,26,21,48,20,55
2021년02월_여_10~19세,"1,340",650,87,50,74,87,102,33,74,59,124
2021년02월_여_20~29세,"1,232",613,79,30,79,47,68,31,100,60,125
2021년02월_여_30~39세,"1,173",565,74,40,91,61,59,44,82,45,112
2021년02월_여_40~49세,"2,127","1,016",155,64,161,110,136,79,123,89,194
2021년02월_여_50~59세,"3,370","1,081",268,134,293,214,259,176,275,216,454
2021년02월_여_60~69세,"4,295","1,045",409,159,431,247,371,280,369,335,649
2021년02월_여_70~79세,"3,728",674,391,155,383,168,386,295,361,301,614
2021년02월_여_80~89세,"3,420",523,371,155,357,111,381,330,370,304,518
2021년02월_여_90~99세,707,115,69,29,83,31,67,65,85,80,83
2021년02월_여_100세 이상,18,1,0,0,2,1,5,2,1,4,2
2021년03월_계_총인구수,"42,709","13,144","3,726","1,639","3,887","2,308","3,497","2,584","3,529","2,836","5,559"
2021년03월_계_연령구간인구수,"42,709","13,144","3,726","1,639","3,887","2,308","3,497","2,584","3,529","2,836","5,559"
2021년03월_계_0~9세,"1,579",853,75,47,122,80,60,51,114,43,134
2021년03월_계_10~19세,"2,934","1,401",241,103,177,175,197,85,178,112,265
2021년03월_계_20~29세,"3,194","1,526",210,96,204,174,187,117,207,155,318
2021년03월_계_30~39세,"2,404","1,114",147,80,192,125,135,100,167,104,240
2021년03월_계_40~49세,"4,541","1,928",340,138,378,255,315,202,309,193,483
2021년03월_계_50~59세,"7,224","2,200",623,308,651,456,580,418,562,467,959
2021년03월_계_60~69세,"8,416","1,994",784,331,854,506,708,550,715,678,"1,296"
2021년03월_계_70~79세,"6,632","1,222",679,269,700,333,705,510,634,537,"1,043"
2021년03월_계_80~89세,"4,908",771,536,231,512,168,518,474,528,450,720
2021년03월_계_90~99세,861,133,90,36,96,36,86,75,114,96,99
2021년03월_계_100세 이상,16,2,1,0,1,0,6,2,1,1,2
2021년03월_남_총인구수,"20,599","6,410","1,793",808,"1,879","1,196","1,658","1,235","1,650","1,340","2,630"
2021년03월_남_연령구간인구수,"20,599","6,410","1,793",808,"1,879","1,196","1,658","1,235","1,650","1,340","2,630"
2021년03월_남_0~9세,822,422,37,27,69,40,34,29,64,23,77
2021년03월_남_10~19세,"1,587",729,154,54,102,92,98,53,106,54,145
2021년03월_남_20~29세,"1,965",914,129,65,125,126,122,86,111,96,191
2021년03월_남_30~39세,"1,247",546,76,41,103,68,79,56,89,60,129
2021년03월_남_40~49세,"2,430",921,187,76,216,141,181,127,181,108,292
2021년03월_남_50~59세,"3,891","1,130",355,180,363,243,322,246,293,254,505
2021년03월_남_60~69세,"4,111",945,379,167,418,261,339,267,345,345,645
2021년03월_남_70~79세,"2,912",539,289,115,315,163,323,219,278,241,430
2021년03월_남_80~89세,"1,486",246,166,78,154,57,140,143,157,143,202
2021년03월_남_90~99세,147,18,20,5,14,5,20,9,26,16,14
2021년03월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"22,110","6,734","1,933",831,"2,008","1,112","1,839","1,349","1,879","1,496","2,929"
2021년03월_여_연령구간인구수,"22,110","6,734","1,933",831,"2,008","1,112","1,839","1,349","1,879","1,496","2,929"
2021년03월_여_0~9세,757,431,38,20,53,40,26,22,50,20,57
2021년03월_여_10~19세,"1,347",672,87,49,75,83,99,32,72,58,120
2021년03월_여_20~29세,"1,229",612,81,31,79,48,65,31,96,59,127
2021년03월_여_30~39세,"1,157",568,71,39,89,57,56,44,78,44,111
2021년03월_여_40~49세,"2,111","1,007",153,62,162,114,134,75,128,85,191
2021년03월_여_50~59세,"3,333","1,070",268,128,288,213,258,172,269,213,454
2021년03월_여_60~69세,"4,305","1,049",405,164,436,245,369,283,370,333,651
2021년03월_여_70~79세,"3,720",683,390,154,385,170,382,291,356,296,613
2021년03월_여_80~89세,"3,422",525,370,153,358,111,378,331,371,307,518
2021년03월_여_90~99세,714,115,70,31,82,31,66,66,88,80,85
2021년03월_여_100세 이상,15,2,0,0,1,0,6,2,1,1,2
2021년04월_계_총인구수,"42,688","13,158","3,711","1,642","3,884","2,298","3,484","2,584","3,524","2,849","5,554"
2021년04월_계_연령구간인구수,"42,688","13,158","3,711","1,642","3,884","2,298","3,484","2,584","3,524","2,849","5,554"
2021년04월_계_0~9세,"1,561",839,71,47,124,78,59,50,112,51,130
2021년04월_계_10~19세,"2,951","1,421",244,104,174,173,193,88,178,114,262
2021년04월_계_20~29세,"3,201","1,539",215,98,201,173,186,118,204,160,307
2021년04월_계_30~39세,"2,403","1,108",146,82,190,123,135,101,162,106,250
2021년04월_계_40~49세,"4,510","1,920",328,138,371,251,310,205,312,194,481
2021년04월_계_50~59세,"7,181","2,201",620,307,650,451,582,409,556,462,943
2021년04월_계_60~69세,"8,426","1,993",782,331,860,509,699,557,710,678,"1,307"
2021년04월_계_70~79세,"6,634","1,223",679,267,707,332,706,497,642,532,"1,049"
2021년04월_계_80~89세,"4,938",781,537,230,509,172,522,481,529,453,724
2021년04월_계_90~99세,868,131,88,38,97,36,86,76,118,98,100
2021년04월_계_100세 이상,15,2,1,0,1,0,6,2,1,1,1
2021년04월_남_총인구수,"20,629","6,439","1,781",807,"1,881","1,193","1,656","1,239","1,649","1,348","2,636"
2021년04월_남_연령구간인구수,"20,629","6,439","1,781",807,"1,881","1,193","1,656","1,239","1,649","1,348","2,636"
2021년04월_남_0~9세,811,416,35,27,70,38,33,29,63,25,75
2021년04월_남_10~19세,"1,611",751,155,54,100,92,99,54,106,57,143
2021년04월_남_20~29세,"1,976",924,131,66,124,124,120,87,109,101,190
2021년04월_남_30~39세,"1,245",543,76,40,102,67,79,55,88,60,135
2021년04월_남_40~49세,"2,421",921,179,76,213,140,182,129,180,110,291
2021년04월_남_50~59세,"3,869","1,129",355,180,362,243,320,242,295,248,495
2021년04월_남_60~69세,"4,114",945,373,166,421,261,337,271,337,347,656
2021년04월_남_70~79세,"2,928",544,291,115,322,163,324,213,286,236,434
2021년04월_남_80~89세,"1,504",250,165,78,153,60,141,150,157,147,203
2021년04월_남_90~99세,149,16,20,5,14,5,21,9,28,17,14
2021년04월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"22,059","6,719","1,930",835,"2,003","1,105","1,828","1,345","1,875","1,501","2,918"
2021년04월_여_연령구간인구수,"22,059","6,719","1,930",835,"2,003","1,105","1,828","1,345","1,875","1,501","2,918"
2021년04월_여_0~9세,750,423,36,20,54,40,26,21,49,26,55
2021년04월_여_10~19세,"1,340",670,89,50,74,81,94,34,72,57,119
2021년04월_여_20~29세,"1,225",615,84,32,77,49,66,31,95,59,117
2021년04월_여_30~39세,"1,158",565,70,42,88,56,56,46,74,46,115
2021년04월_여_40~49세,"2,089",999,149,62,158,111,128,76,132,84,190
2021년04월_여_50~59세,"3,312","1,072",265,127,288,208,262,167,261,214,448
2021년04월_여_60~69세,"4,312","1,048",409,165,439,248,362,286,373,331,651
2021년04월_여_70~79세,"3,706",679,388,152,385,169,382,284,356,296,615
2021년04월_여_80~89세,"3,434",531,372,152,356,112,381,331,372,306,521
2021년04월_여_90~99세,719,115,68,33,83,31,65,67,90,81,86
2021년04월_여_100세 이상,14,2,0,0,1,0,6,2,1,1,1
2021년05월_계_총인구수,"42,690","13,172","3,704","1,655","3,888","2,287","3,489","2,589","3,521","2,849","5,536"
2021년05월_계_연령구간인구수,"42,690","13,172","3,704","1,655","3,888","2,287","3,489","2,589","3,521","2,849","5,536"
2021년05월_계_0~9세,"1,551",841,69,46,122,77,57,51,110,50,128
2021년05월_계_10~19세,"2,921","1,407",243,105,178,167,191,84,175,113,258
2021년05월_계_20~29세,"3,195","1,539",209,99,197,174,193,120,205,156,303
2021년05월_계_30~39세,"2,399","1,107",145,82,188,122,136,103,164,106,246
2021년05월_계_40~49세,"4,506","1,912",333,139,375,241,311,208,313,192,482
2021년05월_계_50~59세,"7,154","2,211",614,311,652,456,573,402,548,465,922
2021년05월_계_60~69세,"8,471","2,013",786,337,861,502,703,561,712,680,"1,316"
2021년05월_계_70~79세,"6,654","1,224",684,268,705,338,711,497,642,533,"1,052"
2021년05월_계_80~89세,"4,932",784,530,228,509,172,521,480,530,454,724
2021년05월_계_90~99세,893,133,90,40,100,38,87,81,121,99,104
2021년05월_계_100세 이상,14,1,1,0,1,0,6,2,1,1,1
2021년05월_남_총인구수,"20,649","6,453","1,780",814,"1,888","1,189","1,666","1,240","1,644","1,347","2,628"
2021년05월_남_연령구간인구수,"20,649","6,453","1,780",814,"1,888","1,189","1,666","1,240","1,644","1,347","2,628"
2021년05월_남_0~9세,809,419,35,27,71,37,31,30,61,24,74
2021년05월_남_10~19세,"1,596",742,153,53,102,88,102,52,105,57,142
2021년05월_남_20~29세,"1,977",929,128,66,123,126,122,89,108,99,187
2021년05월_남_30~39세,"1,244",543,76,40,100,66,80,58,88,59,134
2021년05월_남_40~49세,"2,416",915,182,77,215,134,183,129,182,107,292
2021년05월_남_50~59세,"3,864","1,135",353,181,364,250,318,238,291,248,486
2021년05월_남_60~69세,"4,142",956,377,171,424,259,339,271,338,349,658
2021년05월_남_70~79세,"2,941",544,291,116,320,164,327,215,286,241,437
2021년05월_남_80~89세,"1,508",254,164,78,153,60,144,149,157,146,203
2021년05월_남_90~99세,151,16,20,5,16,5,20,9,28,17,15
2021년05월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"22,041","6,719","1,924",841,"2,000","1,098","1,823","1,349","1,877","1,502","2,908"
2021년05월_여_연령구간인구수,"22,041","6,719","1,924",841,"2,000","1,098","1,823","1,349","1,877","1,502","2,908"
2021년05월_여_0~9세,742,422,34,19,51,40,26,21,49,26,54
2021년05월_여_10~19세,"1,325",665,90,52,76,79,89,32,70,56,116
2021년05월_여_20~29세,"1,218",610,81,33,74,48,71,31,97,57,116
2021년05월_여_30~39세,"1,155",564,69,42,88,56,56,45,76,47,112
2021년05월_여_40~49세,"2,090",997,151,62,160,107,128,79,131,85,190
2021년05월_여_50~59세,"3,290","1,076",261,130,288,206,255,164,257,217,436
2021년05월_여_60~69세,"4,329","1,057",409,166,437,243,364,290,374,331,658
2021년05월_여_70~79세,"3,713",680,393,152,385,174,384,282,356,292,615
2021년05월_여_80~89세,"3,424",530,366,150,356,112,377,331,373,308,521
2021년05월_여_90~99세,742,117,70,35,84,33,67,72,93,82,89
