카테고리,인천광역시 옹진군,인천광역시 옹진군 북도면,인천광역시 옹진군 북도면장봉출장소,인천광역시 옹진군 백령면,인천광역시 옹진군 대청면,인천광역시 옹진군 대청면소청출장소,인천광역시 옹진군 덕적면,인천광역시 옹진군 영흥면,인천광역시 옹진군 자월면,인천광역시 옹진군 자월면이작출장소,인천광역시 옹진군 연평면
2020년02월_여_60~69세,"1,774",145,126,347,89,22,199,567,101,39,139
2020년02월_여_70~79세,"1,171",78,66,224,97,28,174,332,80,25,67
2020년02월_여_80~89세,725,54,41,169,36,8,109,174,51,28,55
2020년02월_여_90~99세,185,11,17,51,5,2,31,37,11,6,14
2020년02월_여_100세 이상,6,0,1,2,0,0,1,2,0,0,0
2020년03월_계_총인구수,"20,371","1,167","1,003","5,228","1,240",238,"1,915","6,220",920,380,"2,060"
2020년03월_계_연령구간인구수,"20,371","1,167","1,003","5,228","1,240",238,"1,915","6,220",920,380,"2,060"
2020년03월_계_0~9세,987,38,35,366,58,2,45,312,22,15,94
2020년03월_계_10~19세,"1,144",52,30,302,65,9,93,402,40,16,135
2020년03월_계_20~29세,"2,691",87,59,"1,047",198,44,133,566,79,25,453
2020년03월_계_30~39세,"1,968",85,64,641,118,19,95,633,47,23,243
2020년03월_계_40~49세,"2,451",113,127,662,119,15,198,808,99,36,274
2020년03월_계_50~59세,"3,675",225,205,739,238,35,364,"1,264",182,81,342
2020년03월_계_60~69세,"3,811",309,261,728,207,49,455,"1,224",211,82,285
2020년03월_계_70~79세,"2,289",158,147,426,162,48,321,697,142,59,129
2020년03월_계_80~89세,"1,115",85,56,248,67,15,170,265,86,36,87
2020년03월_계_90~99세,230,14,17,66,8,2,40,46,12,7,18
2020년03월_계_100세 이상,10,1,2,3,0,0,1,3,0,0,0
2020년03월_남_총인구수,"11,592",617,535,"3,099",714,151,"1,041","3,462",481,192,"1,300"
2020년03월_남_연령구간인구수,"11,592",617,535,"3,099",714,151,"1,041","3,462",481,192,"1,300"
2020년03월_남_0~9세,504,18,17,188,29,0,21,172,12,8,39
2020년03월_남_10~19세,627,27,19,149,37,8,48,229,23,8,79
2020년03월_남_20~29세,"1,955",48,33,833,142,38,80,368,41,10,362
2020년03월_남_30~39세,"1,237",48,38,391,78,16,59,393,28,15,171
2020년03월_남_40~49세,"1,567",64,78,439,80,11,129,489,67,20,190
2020년03월_남_50~59세,"2,109",136,121,422,129,24,230,682,104,47,214
2020년03월_남_60~69세,"2,031",161,132,380,119,27,257,662,108,41,144
2020년03월_남_70~79세,"1,119",80,80,201,66,21,148,364,63,34,62
2020년03월_남_80~89세,391,31,16,80,31,6,59,93,33,8,34
2020년03월_남_90~99세,48,3,0,15,3,0,10,9,2,1,5
2020년03월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년03월_여_총인구수,"8,779",550,468,"2,129",526,87,874,"2,758",439,188,760
2020년03월_여_연령구간인구수,"8,779",550,468,"2,129",526,87,874,"2,758",439,188,760
2020년03월_여_0~9세,483,20,18,178,29,2,24,140,10,7,55
2020년03월_여_10~19세,517,25,11,153,28,1,45,173,17,8,56
2020년03월_여_20~29세,736,39,26,214,56,6,53,198,38,15,91
2020년03월_여_30~39세,731,37,26,250,40,3,36,240,19,8,72
2020년03월_여_40~49세,884,49,49,223,39,4,69,319,32,16,84
2020년03월_여_50~59세,"1,566",89,84,317,109,11,134,582,78,34,128
2020년03월_여_60~69세,"1,780",148,129,348,88,22,198,562,103,41,141
2020년03월_여_70~79세,"1,170",78,67,225,96,27,173,333,79,25,67
2020년03월_여_80~89세,724,54,40,168,36,9,111,172,53,28,53
2020년03월_여_90~99세,182,11,17,51,5,2,30,37,10,6,13
2020년03월_여_100세 이상,6,0,1,2,0,0,1,2,0,0,0
2020년04월_계_총인구수,"20,355","1,162","1,000","5,203","1,234",237,"1,909","6,256",917,379,"2,058"
2020년04월_계_연령구간인구수,"20,355","1,162","1,000","5,203","1,234",237,"1,909","6,256",917,379,"2,058"
2020년04월_계_0~9세,976,38,33,364,57,2,41,311,21,15,94
2020년04월_계_10~19세,"1,140",52,29,302,65,9,93,402,38,16,134
2020년04월_계_20~29세,"2,678",84,58,"1,043",192,43,136,566,78,25,453
2020년04월_계_30~39세,"1,953",85,59,625,123,19,87,644,45,23,243
2020년04월_계_40~49세,"2,435",112,130,655,113,15,199,808,98,36,269
2020년04월_계_50~59세,"3,662",216,204,737,238,31,365,"1,269",181,78,343
2020년04월_계_60~69세,"3,844",312,265,737,207,51,459,"1,231",211,84,287
2020년04월_계_70~79세,"2,311",161,147,426,164,50,319,708,147,59,130
2020년04월_계_80~89세,"1,115",87,55,247,67,15,169,266,86,36,87
2020년04월_계_90~99세,231,14,18,64,8,2,40,48,12,7,18
2020년04월_계_100세 이상,10,1,2,3,0,0,1,3,0,0,0
2020년04월_남_총인구수,"11,575",612,534,"3,085",712,150,"1,040","3,481",481,192,"1,288"
2020년04월_남_연령구간인구수,"11,575",612,534,"3,085",712,150,"1,040","3,481",481,192,"1,288"
2020년04월_남_0~9세,499,18,17,188,28,0,19,171,12,8,38
2020년04월_남_10~19세,628,27,19,148,38,8,48,231,21,8,80
2020년04월_남_20~29세,"1,940",44,32,824,137,37,84,366,43,10,363
2020년04월_남_30~39세,"1,228",47,35,387,82,16,55,399,27,15,165
2020년04월_남_40~49세,"1,550",64,80,433,76,11,129,487,66,20,184
2020년04월_남_50~59세,"2,108",132,120,419,130,22,233,690,104,47,211
2020년04월_남_60~69세,"2,048",164,135,388,118,28,257,662,109,41,146
2020년04월_남_70~79세,"1,129",81,80,200,68,22,147,371,64,34,62
2020년04월_남_80~89세,393,31,15,82,32,6,58,94,33,8,34
2020년04월_남_90~99세,48,3,0,15,3,0,10,9,2,1,5
2020년04월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년04월_여_총인구수,"8,780",550,466,"2,118",522,87,869,"2,775",436,187,770
2020년04월_여_연령구간인구수,"8,780",550,466,"2,118",522,87,869,"2,775",436,187,770
2020년04월_여_0~9세,477,20,16,176,29,2,22,140,9,7,56
2020년04월_여_10~19세,512,25,10,154,27,1,45,171,17,8,54
2020년04월_여_20~29세,738,40,26,219,55,6,52,200,35,15,90
2020년04월_여_30~39세,725,38,24,238,41,3,32,245,18,8,78
2020년04월_여_40~49세,885,48,50,222,37,4,70,321,32,16,85
2020년04월_여_50~59세,"1,554",84,84,318,108,9,132,579,77,31,132
2020년04월_여_60~69세,"1,796",148,130,349,89,23,202,569,102,43,141
2020년04월_여_70~79세,"1,182",80,67,226,96,28,172,337,83,25,68
2020년04월_여_80~89세,722,56,40,165,35,9,111,172,53,28,53
2020년04월_여_90~99세,183,11,18,49,5,2,30,39,10,6,13
2020년04월_여_100세 이상,6,0,1,2,0,0,1,2,0,0,0
2020년05월_계_총인구수,"20,390","1,162",994,"5,200","1,242",237,"1,921","6,258",935,378,"2,063"
2020년05월_계_연령구간인구수,"20,390","1,162",994,"5,200","1,242",237,"1,921","6,258",935,378,"2,063"
2020년05월_계_0~9세,979,38,31,367,58,2,44,306,22,15,96
2020년05월_계_10~19세,"1,139",52,30,302,64,9,94,400,40,16,132
2020년05월_계_20~29세,"2,685",85,55,"1,041",192,43,135,562,83,24,465
2020년05월_계_30~39세,"1,948",84,59,627,126,19,88,633,47,23,242
2020년05월_계_40~49세,"2,425",112,128,653,115,15,197,804,96,37,268
2020년05월_계_50~59세,"3,649",213,203,730,238,31,363,"1,280",182,77,332
2020년05월_계_60~69세,"3,874",316,266,740,209,51,466,"1,233",218,83,292
2020년05월_계_70~79세,"2,329",157,146,428,164,50,324,717,149,61,133
2020년05월_계_80~89세,"1,118",90,56,245,68,14,169,271,85,35,85
2020년05월_계_90~99세,233,14,18,64,8,3,40,48,13,7,18
2020년05월_계_100세 이상,11,1,2,3,0,0,1,4,0,0,0
2020년05월_남_총인구수,"11,602",610,529,"3,091",716,150,"1,042","3,479",492,193,"1,300"
2020년05월_남_연령구간인구수,"11,602",610,529,"3,091",716,150,"1,042","3,479",492,193,"1,300"
2020년05월_남_0~9세,502,17,17,194,28,0,19,166,13,8,40
2020년05월_남_10~19세,631,27,19,149,37,8,50,231,22,8,80
2020년05월_남_20~29세,"1,952",46,30,824,137,37,81,366,47,10,374
2020년05월_남_30~39세,"1,214",46,34,386,84,16,54,389,27,15,163
2020년05월_남_40~49세,"1,547",65,79,431,77,11,128,488,63,20,185
2020년05월_남_50~59세,"2,099",129,120,415,131,22,231,694,106,47,204
2020년05월_남_60~69세,"2,064",165,134,391,119,28,262,660,113,40,152
2020년05월_남_70~79세,"1,145",79,79,203,68,22,149,378,67,36,64
2020년05월_남_80~89세,396,32,16,82,32,6,58,97,32,8,33
2020년05월_남_90~99세,48,3,0,15,3,0,10,9,2,1,5
2020년05월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년05월_여_총인구수,"8,788",552,465,"2,109",526,87,879,"2,779",443,185,763
2020년05월_여_연령구간인구수,"8,788",552,465,"2,109",526,87,879,"2,779",443,185,763
2020년05월_여_0~9세,477,21,14,173,30,2,25,140,9,7,56
2020년05월_여_10~19세,508,25,11,153,27,1,44,169,18,8,52
2020년05월_여_20~29세,733,39,25,217,55,6,54,196,36,14,91
2020년05월_여_30~39세,734,38,25,241,42,3,34,244,20,8,79
2020년05월_여_40~49세,878,47,49,222,38,4,69,316,33,17,83
2020년05월_여_50~59세,"1,550",84,83,315,107,9,132,586,76,30,128
2020년05월_여_60~69세,"1,810",151,132,349,90,23,204,573,105,43,140
2020년05월_여_70~79세,"1,184",78,67,225,96,28,175,339,82,25,69
2020년05월_여_80~89세,722,58,40,163,36,8,111,174,53,27,52
2020년05월_여_90~99세,185,11,18,49,5,3,30,39,11,6,13
2020년05월_여_100세 이상,7,0,1,2,0,0,1,3,0,0,0
2020년06월_계_총인구수,"20,367","1,170",999,"5,188","1,229",238,"1,924","6,247",941,380,"2,051"
2020년06월_계_연령구간인구수,"20,367","1,170",999,"5,188","1,229",238,"1,924","6,247",941,380,"2,051"
2020년06월_계_0~9세,965,38,32,363,55,2,46,297,22,15,95
2020년06월_계_10~19세,"1,140",52,30,299,66,9,95,399,41,16,133
2020년06월_계_20~29세,"2,653",86,53,"1,033",185,43,135,558,81,24,455
2020년06월_계_30~39세,"1,928",84,58,622,121,19,87,628,45,23,241
2020년06월_계_40~49세,"2,424",112,129,660,114,16,192,802,100,36,263
2020년06월_계_50~59세,"3,650",213,208,725,238,31,365,"1,278",182,79,331
2020년06월_계_60~69세,"3,884",321,265,742,211,49,466,"1,234",221,84,291
2020년06월_계_70~79세,"2,351",157,147,430,162,52,329,722,152,61,139
2020년06월_계_80~89세,"1,124",92,57,245,68,14,168,275,84,35,86
2020년06월_계_90~99세,237,14,18,66,9,3,40,50,13,7,17
2020년06월_계_100세 이상,11,1,2,3,0,0,1,4,0,0,0
2020년06월_남_총인구수,"11,580",614,531,"3,080",707,151,"1,043","3,470",498,195,"1,291"
2020년06월_남_연령구간인구수,"11,580",614,531,"3,080",707,151,"1,043","3,470",498,195,"1,291"
2020년06월_남_0~9세,494,17,18,191,27,0,20,160,13,8,40
2020년06월_남_10~19세,630,27,19,145,37,8,52,231,22,8,81
2020년06월_남_20~29세,"1,927",47,29,817,132,37,81,366,46,10,362
2020년06월_남_30~39세,"1,196",45,33,383,79,16,52,382,27,15,164
2020년06월_남_40~49세,"1,543",64,79,438,79,12,123,484,64,20,180
2020년06월_남_50~59세,"2,101",128,124,409,129,22,231,695,108,48,207
2020년06월_남_60~69세,"2,078",169,132,396,121,28,265,660,114,41,152
2020년06월_남_70~79세,"1,158",81,79,203,68,22,151,381,70,36,67
2020년06월_남_80~89세,401,32,17,82,32,6,58,101,32,8,33
2020년06월_남_90~99세,48,3,0,15,3,0,10,9,2,1,5
2020년06월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년06월_여_총인구수,"8,787",556,468,"2,108",522,87,881,"2,777",443,185,760
2020년06월_여_연령구간인구수,"8,787",556,468,"2,108",522,87,881,"2,777",443,185,760
2020년06월_여_0~9세,471,21,14,172,28,2,26,137,9,7,55
2020년06월_여_10~19세,510,25,11,154,29,1,43,168,19,8,52
2020년06월_여_20~29세,726,39,24,216,53,6,54,192,35,14,93
2020년06월_여_30~39세,732,39,25,239,42,3,35,246,18,8,77
2020년06월_여_40~49세,881,48,50,222,35,4,69,318,36,16,83
2020년06월_여_50~59세,"1,549",85,84,316,109,9,134,583,74,31,124
2020년06월_여_60~69세,"1,806",152,133,346,90,21,201,574,107,43,139
2020년06월_여_70~79세,"1,193",76,68,227,94,30,178,341,82,25,72
2020년06월_여_80~89세,723,60,40,163,36,8,110,174,52,27,53
2020년06월_여_90~99세,189,11,18,51,6,3,30,41,11,6,12
2020년06월_여_100세 이상,7,0,1,2,0,0,1,3,0,0,0
2020년07월_계_총인구수,"20,433","1,164",998,"5,216","1,235",237,"1,930","6,258",948,380,"2,067"
2020년07월_계_연령구간인구수,"20,433","1,164",998,"5,216","1,235",237,"1,930","6,258",948,380,"2,067"
2020년07월_계_0~9세,967,37,32,368,55,2,45,296,22,15,95
2020년07월_계_10~19세,"1,134",52,29,299,65,9,93,397,40,16,134
2020년07월_계_20~29세,"2,670",84,54,"1,045",185,42,137,548,81,24,470
2020년07월_계_30~39세,"1,915",79,58,621,123,18,88,624,44,22,238
2020년07월_계_40~49세,"2,451",114,127,667,117,16,191,815,100,37,267
2020년07월_계_50~59세,"3,658",214,202,726,234,31,371,"1,286",188,78,328
2020년07월_계_60~69세,"3,899",319,270,743,216,49,467,"1,238",222,83,292
2020년07월_계_70~79세,"2,364",159,150,432,164,52,330,722,153,63,139
2020년07월_계_80~89세,"1,126",91,56,245,67,15,169,278,85,34,86
2020년07월_계_90~99세,238,14,18,67,9,3,38,50,13,8,18
2020년07월_계_100세 이상,11,1,2,3,0,0,1,4,0,0,0
2020년07월_남_총인구수,"11,619",611,529,"3,098",711,150,"1,045","3,470",503,195,"1,307"
2020년07월_남_연령구간인구수,"11,619",611,529,"3,098",711,150,"1,045","3,470",503,195,"1,307"
2020년07월_남_0~9세,496,17,18,194,26,0,19,159,14,8,41
2020년07월_남_10~19세,623,27,18,143,36,8,50,230,20,8,83
2020년07월_남_20~29세,"1,941",46,30,825,133,36,84,358,45,10,374
2020년07월_남_30~39세,"1,190",43,33,380,80,15,53,382,26,15,163
2020년07월_남_40~49세,"1,554",65,78,442,81,12,122,488,64,20,182
2020년07월_남_50~59세,"2,109",128,120,409,127,22,233,700,115,47,208
2020년07월_남_60~69세,"2,092",169,134,402,125,29,265,663,114,41,150
2020년07월_남_70~79세,"1,166",81,81,205,68,22,152,381,71,37,68
2020년07월_남_80~89세,397,31,16,82,32,6,58,99,32,8,33
2020년07월_남_90~99세,47,3,0,15,3,0,9,9,2,1,5
2020년07월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년07월_여_총인구수,"8,814",553,469,"2,118",524,87,885,"2,788",445,185,760
2020년07월_여_연령구간인구수,"8,814",553,469,"2,118",524,87,885,"2,788",445,185,760
2020년07월_여_0~9세,471,20,14,174,29,2,26,137,8,7,54
2020년07월_여_10~19세,511,25,11,156,29,1,43,167,20,8,51
2020년07월_여_20~29세,729,38,24,220,52,6,53,190,36,14,96
2020년07월_여_30~39세,725,36,25,241,43,3,35,242,18,7,75
2020년07월_여_40~49세,897,49,49,225,36,4,69,327,36,17,85
2020년07월_여_50~59세,"1,549",86,82,317,107,9,138,586,73,31,120
2020년07월_여_60~69세,"1,807",150,136,341,91,20,202,575,108,42,142
2020년07월_여_70~79세,"1,198",78,69,227,96,30,178,341,82,26,71
2020년07월_여_80~89세,729,60,40,163,35,9,111,179,53,26,53
2020년07월_여_90~99세,191,11,18,52,6,3,29,41,11,7,13
2020년07월_여_100세 이상,7,0,1,2,0,0,1,3,0,0,0
2020년08월_계_총인구수,"20,432","1,163",999,"5,200","1,245",237,"1,932","6,265",943,380,"2,068"
2020년08월_계_연령구간인구수,"20,432","1,163",999,"5,200","1,245",237,"1,932","6,265",943,380,"2,068"
2020년08월_계_0~9세,971,38,31,365,58,2,48,292,22,15,100
2020년08월_계_10~19세,"1,129",51,29,299,65,8,93,400,38,15,131
2020년08월_계_20~29세,"2,648",82,54,"1,029",185,42,135,548,79,24,470
2020년08월_계_30~39세,"1,914",78,59,621,123,19,91,618,43,22,240
2020년08월_계_40~49세,"2,449",116,125,669,118,17,192,817,96,37,262
2020년08월_계_50~59세,"3,648",212,201,719,238,30,369,"1,288",189,77,325
2020년08월_계_60~69세,"3,927",323,274,747,217,47,467,"1,244",227,85,296
2020년08월_계_70~79세,"2,366",158,150,435,164,54,329,722,151,62,141
2020년08월_계_80~89세,"1,129",89,55,247,68,15,169,283,84,34,85
2020년08월_계_90~99세,238,14,19,66,9,3,38,49,13,9,18
2020년08월_계_100세 이상,13,2,2,3,0,0,1,4,1,0,0
2020년08월_남_총인구수,"11,619",615,527,"3,086",716,151,"1,041","3,476",502,195,"1,310"
2020년08월_남_연령구간인구수,"11,619",615,527,"3,086",716,151,"1,041","3,476",502,195,"1,310"
2020년08월_남_0~9세,503,18,17,193,29,0,20,159,14,8,45
2020년08월_남_10~19세,610,26,18,140,35,7,50,229,19,7,79
2020년08월_남_20~29세,"1,935",47,30,817,135,36,80,357,44,10,379
2020년08월_남_30~39세,"1,190",42,33,378,77,16,56,383,26,15,164
2020년08월_남_40~49세,"1,550",66,78,441,81,14,120,488,63,20,179
2020년08월_남_50~59세,"2,095",126,116,407,129,21,232,699,113,47,205
2020년08월_남_60~69세,"2,113",173,137,402,127,27,266,668,118,42,153
2020년08월_남_70~79세,"1,166",81,81,208,68,24,149,378,71,37,69
2020년08월_남_80~89세,406,32,16,84,32,6,59,105,32,8,32
2020년08월_남_90~99세,47,3,0,15,3,0,9,9,2,1,5
2020년08월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년08월_여_총인구수,"8,813",548,472,"2,114",529,86,891,"2,789",441,185,758
2020년08월_여_연령구간인구수,"8,813",548,472,"2,114",529,86,891,"2,789",441,185,758
2020년08월_여_0~9세,468,20,14,172,29,2,28,133,8,7,55
2020년08월_여_10~19세,519,25,11,159,30,1,43,171,19,8,52
2020년08월_여_20~29세,713,35,24,212,50,6,55,191,35,14,91
2020년08월_여_30~39세,724,36,26,243,46,3,35,235,17,7,76
2020년08월_여_40~49세,899,50,47,228,37,3,72,329,33,17,83
2020년08월_여_50~59세,"1,553",86,85,312,109,9,137,589,76,30,120
2020년08월_여_60~69세,"1,814",150,137,345,90,20,201,576,109,43,143
2020년08월_여_70~79세,"1,200",77,69,227,96,30,180,344,80,25,72
2020년08월_여_80~89세,723,57,39,163,36,9,110,178,52,26,53
2020년08월_여_90~99세,191,11,19,51,6,3,29,40,11,8,13
2020년08월_여_100세 이상,9,1,1,2,0,0,1,3,1,0,0
2020년09월_계_총인구수,"20,425","1,160",995,"5,205","1,249",238,"1,929","6,272",937,382,"2,058"
2020년09월_계_연령구간인구수,"20,425","1,160",995,"5,205","1,249",238,"1,929","6,272",937,382,"2,058"
2020년09월_계_0~9세,964,38,30,362,57,2,48,292,23,15,97
2020년09월_계_10~19세,"1,121",49,30,297,65,6,92,406,35,15,126
2020년09월_계_20~29세,"2,666",84,54,"1,036",193,44,133,550,78,24,470
2020년09월_계_30~39세,"1,914",76,58,628,125,19,92,613,45,22,236
2020년09월_계_40~49세,"2,444",115,121,671,118,18,183,822,94,38,264
2020년09월_계_50~59세,"3,624",212,202,709,236,29,373,"1,275",190,77,321
2020년09월_계_60~69세,"3,938",322,271,753,215,48,466,"1,255",222,86,300
2020년09월_계_70~79세,"2,369",160,153,429,163,54,332,722,153,62,141
2020년09월_계_80~89세,"1,127",84,55,250,68,15,170,284,83,34,84
2020년09월_계_90~99세,245,18,19,67,9,3,39,49,13,9,19
2020년09월_계_100세 이상,13,2,2,3,0,0,1,4,1,0,0
2020년09월_남_총인구수,"11,630",613,526,"3,083",725,152,"1,039","3,485",502,199,"1,306"
2020년09월_남_연령구간인구수,"11,630",613,526,"3,083",725,152,"1,039","3,485",502,199,"1,306"
2020년09월_남_0~9세,499,18,16,191,29,0,20,159,15,8,43
2020년09월_남_10~19세,602,24,19,137,34,5,48,234,18,7,76
2020년09월_남_20~29세,"1,963",49,30,824,143,38,81,362,45,11,380
2020년09월_남_30~39세,"1,188",40,32,381,80,16,57,380,27,15,160
2020년09월_남_40~49세,"1,542",66,76,440,83,15,111,487,62,21,181
2020년09월_남_50~59세,"2,088",126,117,400,128,20,236,696,115,48,202
2020년09월_남_60~69세,"2,122",172,138,404,125,28,265,676,115,43,156
2020년09월_남_70~79세,"1,165",83,81,204,67,24,151,378,71,37,69
2020년09월_남_80~89세,409,30,16,86,33,6,61,103,32,8,34
2020년09월_남_90~99세,48,4,0,15,3,0,9,9,2,1,5
2020년09월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년09월_여_총인구수,"8,795",547,469,"2,122",524,86,890,"2,787",435,183,752
2020년09월_여_연령구간인구수,"8,795",547,469,"2,122",524,86,890,"2,787",435,183,752
2020년09월_여_0~9세,465,20,14,171,28,2,28,133,8,7,54
2020년09월_여_10~19세,519,25,11,160,31,1,44,172,17,8,50
2020년09월_여_20~29세,703,35,24,212,50,6,52,188,33,13,90
2020년09월_여_30~39세,726,36,26,247,45,3,35,233,18,7,76
2020년09월_여_40~49세,902,49,45,231,35,3,72,335,32,17,83
2020년09월_여_50~59세,"1,536",86,85,309,108,9,137,579,75,29,119
2020년09월_여_60~69세,"1,816",150,133,349,90,20,201,579,107,43,144
2020년09월_여_70~79세,"1,204",77,72,225,96,30,181,344,82,25,72
