카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년03월_여_60~69세,"28,333","1,057","1,424",799,"1,153","1,376",777,973,"1,160","1,761","1,192","1,921","1,764","1,064","2,418","1,822","1,328","1,510","1,130","1,076","2,628"
2020년03월_여_70~79세,"18,875",805,"1,083",634,707,831,603,611,787,"1,108",872,"1,225","1,168",633,"1,666","1,175",894,929,801,592,"1,751"
2020년03월_여_80~89세,"8,395",387,486,262,348,418,271,291,353,458,403,495,515,270,892,477,414,423,325,227,680
2020년03월_여_90~99세,"1,449",90,76,48,45,80,43,58,55,80,86,83,93,42,162,78,72,56,63,39,100
2020년03월_여_100세 이상,276,7,26,12,8,8,9,10,11,16,7,19,20,14,28,18,10,9,24,11,9
2020년04월_계_총인구수,"442,174","17,031","24,182","15,533","15,661","24,802","15,487","16,179","18,948","23,548","15,629","26,103","36,708","17,090","40,034","27,139","20,161","20,336","13,898","17,916","35,789"
2020년04월_계_연령구간인구수,"442,174","17,031","24,182","15,533","15,661","24,802","15,487","16,179","18,948","23,548","15,629","26,103","36,708","17,090","40,034","27,139","20,161","20,336","13,898","17,916","35,789"
2020년04월_계_0~9세,"30,342",829,"1,262",598,888,"2,161",491,"1,016","1,497","1,582",716,"1,820","4,215","1,512","2,863","2,221","1,200","1,005",597,"1,797","2,072"
2020년04월_계_10~19세,"38,710","1,256","2,048","1,045","1,445","2,903",986,"1,031","1,850","1,964","1,075","2,271","4,885","1,431","3,810","2,661","1,562","1,644",955,"1,522","2,366"
2020년04월_계_20~29세,"66,901","2,768","4,340","4,339","2,149","2,999","4,960","2,835","2,366","3,224","3,037","3,292","3,482","2,153","5,827","3,066","3,540","3,030","1,875","2,312","5,307"
2020년04월_계_30~39세,"61,363","2,534","3,456","2,510","2,047","3,160","2,112","2,746","2,749","3,142","1,950","3,475","5,035","2,613","5,348","3,649","2,843","2,436","1,627","2,896","5,035"
2020년04월_계_40~49세,"71,636","2,647","3,872","2,075","2,300","4,656","1,771","2,491","3,337","3,703","2,025","4,338","8,020","3,001","6,592","4,731","2,954","2,977","2,031","2,818","5,297"
2020년04월_계_50~59세,"69,943","2,752","3,747","1,896","2,800","4,040","2,136","2,606","2,899","3,773","2,384","4,206","4,843","2,697","6,391","4,292","3,061","3,916","2,552","2,857","6,095"
2020년04월_계_60~69세,"53,707","2,026","2,679","1,455","2,140","2,630","1,476","1,836","2,183","3,295","2,160","3,532","3,217","2,067","4,617","3,474","2,603","2,912","2,160","2,116","5,129"
2020년04월_계_70~79세,"33,494","1,415","1,851","1,096","1,262","1,450","1,033","1,074","1,395","1,959","1,499","2,196","2,070","1,115","2,896","2,129","1,611","1,648","1,452","1,145","3,198"
2020년04월_계_80~89세,"13,742",661,791,435,549,681,452,457,586,775,660,829,799,425,"1,421",793,679,675,544,386,"1,144"
2020년04월_계_90~99세,"1,961",129,101,66,68,111,56,71,74,113,113,122,115,57,227,97,97,80,79,54,131
2020년04월_계_100세 이상,375,14,35,18,13,11,14,16,12,18,10,22,27,19,42,26,11,13,26,13,15
2020년04월_남_총인구수,"213,743","8,000","11,523","6,569","7,337","11,850","7,846","7,819","9,173","11,446","7,772","12,616","17,489","8,266","19,703","13,135","9,722","9,937","6,883","8,924","17,733"
2020년04월_남_연령구간인구수,"213,743","8,000","11,523","6,569","7,337","11,850","7,846","7,819","9,173","11,446","7,772","12,616","17,489","8,266","19,703","13,135","9,722","9,937","6,883","8,924","17,733"
2020년04월_남_0~9세,"15,502",394,665,293,426,"1,111",251,515,789,818,364,942,"2,169",802,"1,469","1,115",623,490,289,905,"1,072"
2020년04월_남_10~19세,"19,669",670,"1,054",460,680,"1,459",520,510,924,"1,022",558,"1,202","2,376",763,"2,035","1,291",775,849,483,788,"1,250"
2020년04월_남_20~29세,"32,505","1,289","1,959","1,434","1,006","1,488","2,627","1,379","1,185","1,631","1,703","1,670","1,672","1,028","3,083","1,493","1,549","1,567",953,"1,161","2,628"
2020년04월_남_30~39세,"30,563","1,196","1,688","1,174","1,011","1,476","1,177","1,405","1,338","1,622","1,097","1,674","2,283","1,278","2,647","1,801","1,469","1,315",862,"1,419","2,631"
2020년04월_남_40~49세,"35,294","1,276","1,906",983,"1,084","2,205",904,"1,253","1,630","1,828","1,002","2,149","3,874","1,401","3,255","2,356","1,501","1,448","1,095","1,432","2,712"
2020년04월_남_50~59세,"34,423","1,301","1,878",918,"1,356","1,940","1,041","1,244","1,435","1,800","1,165","2,030","2,443","1,343","3,197","2,145","1,540","1,880","1,301","1,463","3,003"
2020년04월_남_60~69세,"25,285",952,"1,255",647,991,"1,260",698,867,"1,017","1,531",966,"1,615","1,457",993,"2,188","1,642","1,261","1,402","1,014","1,036","2,493"
2020년04월_남_70~79세,"14,609",607,781,465,553,613,436,461,609,847,631,966,900,478,"1,235",960,712,711,649,545,"1,450"
2020년04월_남_80~89세,"5,288",272,303,170,200,265,176,167,224,313,256,328,284,159,514,306,269,247,218,162,455
2020년04월_남_90~99세,513,36,26,20,25,30,12,13,21,32,28,37,24,16,66,20,22,24,17,11,33
2020년04월_남_100세 이상,92,7,8,5,5,3,4,5,1,2,2,3,7,5,14,6,1,4,2,2,6
2020년04월_여_총인구수,"228,431","9,031","12,659","8,964","8,324","12,952","7,641","8,360","9,775","12,102","7,857","13,487","19,219","8,824","20,331","14,004","10,439","10,399","7,015","8,992","18,056"
2020년04월_여_연령구간인구수,"228,431","9,031","12,659","8,964","8,324","12,952","7,641","8,360","9,775","12,102","7,857","13,487","19,219","8,824","20,331","14,004","10,439","10,399","7,015","8,992","18,056"
2020년04월_여_0~9세,"14,840",435,597,305,462,"1,050",240,501,708,764,352,878,"2,046",710,"1,394","1,106",577,515,308,892,"1,000"
2020년04월_여_10~19세,"19,041",586,994,585,765,"1,444",466,521,926,942,517,"1,069","2,509",668,"1,775","1,370",787,795,472,734,"1,116"
2020년04월_여_20~29세,"34,396","1,479","2,381","2,905","1,143","1,511","2,333","1,456","1,181","1,593","1,334","1,622","1,810","1,125","2,744","1,573","1,991","1,463",922,"1,151","2,679"
2020년04월_여_30~39세,"30,800","1,338","1,768","1,336","1,036","1,684",935,"1,341","1,411","1,520",853,"1,801","2,752","1,335","2,701","1,848","1,374","1,121",765,"1,477","2,404"
2020년04월_여_40~49세,"36,342","1,371","1,966","1,092","1,216","2,451",867,"1,238","1,707","1,875","1,023","2,189","4,146","1,600","3,337","2,375","1,453","1,529",936,"1,386","2,585"
2020년04월_여_50~59세,"35,520","1,451","1,869",978,"1,444","2,100","1,095","1,362","1,464","1,973","1,219","2,176","2,400","1,354","3,194","2,147","1,521","2,036","1,251","1,394","3,092"
2020년04월_여_60~69세,"28,422","1,074","1,424",808,"1,149","1,370",778,969,"1,166","1,764","1,194","1,917","1,760","1,074","2,429","1,832","1,342","1,510","1,146","1,080","2,636"
2020년04월_여_70~79세,"18,885",808,"1,070",631,709,837,597,613,786,"1,112",868,"1,230","1,170",637,"1,661","1,169",899,937,803,600,"1,748"
2020년04월_여_80~89세,"8,454",389,488,265,349,416,276,290,362,462,404,501,515,266,907,487,410,428,326,224,689
2020년04월_여_90~99세,"1,448",93,75,46,43,81,44,58,53,81,85,85,91,41,161,77,75,56,62,43,98
2020년04월_여_100세 이상,283,7,27,13,8,8,10,11,11,16,8,19,20,14,28,20,10,9,24,11,9
2020년05월_계_총인구수,"442,148","17,010","24,088","15,631","15,604","24,770","15,503","16,174","18,936","23,547","15,657","26,034","36,678","17,120","40,020","27,125","20,175","20,328","13,957","17,950","35,841"
2020년05월_계_연령구간인구수,"442,148","17,010","24,088","15,631","15,604","24,770","15,503","16,174","18,936","23,547","15,657","26,034","36,678","17,120","40,020","27,125","20,175","20,328","13,957","17,950","35,841"
2020년05월_계_0~9세,"30,189",823,"1,246",597,880,"2,165",486,"1,011","1,503","1,585",701,"1,805","4,187","1,508","2,842","2,207","1,192",999,597,"1,793","2,062"
2020년05월_계_10~19세,"38,579","1,254","2,029","1,036","1,431","2,876",974,"1,023","1,844","1,948","1,075","2,269","4,895","1,422","3,808","2,661","1,566","1,639",956,"1,517","2,356"
2020년05월_계_20~29세,"67,090","2,769","4,335","4,390","2,132","3,006","5,003","2,825","2,346","3,224","3,068","3,282","3,486","2,168","5,833","3,072","3,572","3,026","1,913","2,315","5,325"
2020년05월_계_30~39세,"61,348","2,529","3,434","2,541","2,035","3,144","2,101","2,747","2,754","3,154","1,939","3,467","5,003","2,587","5,349","3,648","2,827","2,435","1,667","2,915","5,072"
2020년05월_계_40~49세,"71,440","2,651","3,861","2,094","2,284","4,629","1,777","2,504","3,333","3,687","2,025","4,308","8,018","2,998","6,573","4,700","2,941","2,948","2,016","2,817","5,276"
2020년05월_계_50~59세,"69,958","2,739","3,720","1,892","2,791","4,043","2,130","2,593","2,895","3,781","2,395","4,209","4,871","2,726","6,385","4,304","3,072","3,920","2,534","2,862","6,096"
2020년05월_계_60~69세,"53,770","2,018","2,677","1,465","2,145","2,639","1,483","1,849","2,177","3,268","2,162","3,528","3,208","2,071","4,615","3,486","2,606","2,936","2,174","2,123","5,140"
2020년05월_계_70~79세,"33,615","1,416","1,855","1,090","1,271","1,465","1,029","1,083","1,408","1,981","1,498","2,189","2,078","1,132","2,919","2,126","1,615","1,649","1,451","1,152","3,208"
2020년05월_계_80~89세,"13,809",666,796,441,549,674,454,451,592,789,670,834,789,432,"1,423",802,677,679,543,387,"1,161"
2020년05월_계_90~99세,"1,973",131,100,67,73,118,52,72,72,112,114,120,116,57,232,93,96,83,80,56,129
2020년05월_계_100세 이상,377,14,35,18,13,11,14,16,12,18,10,23,27,19,41,26,11,14,26,13,16
2020년05월_남_총인구수,"213,614","7,969","11,451","6,613","7,310","11,836","7,860","7,823","9,158","11,438","7,777","12,580","17,472","8,290","19,699","13,114","9,715","9,932","6,902","8,914","17,761"
2020년05월_남_연령구간인구수,"213,614","7,969","11,451","6,613","7,310","11,836","7,860","7,823","9,158","11,438","7,777","12,580","17,472","8,290","19,699","13,114","9,715","9,932","6,902","8,914","17,761"
2020년05월_남_0~9세,"15,418",389,654,294,420,"1,114",244,514,787,818,354,940,"2,151",802,"1,461","1,107",618,487,291,904,"1,069"
2020년05월_남_10~19세,"19,592",673,"1,039",454,678,"1,446",521,500,916,"1,016",558,"1,197","2,386",755,"2,038","1,286",781,847,483,779,"1,239"
2020년05월_남_20~29세,"32,560","1,289","1,950","1,449","1,000","1,495","2,639","1,379","1,183","1,634","1,715","1,662","1,671","1,044","3,089","1,494","1,554","1,555",964,"1,155","2,639"
2020년05월_남_30~39세,"30,549","1,186","1,673","1,187","1,003","1,473","1,183","1,406","1,330","1,628","1,086","1,671","2,265","1,263","2,646","1,805","1,456","1,330",883,"1,425","2,650"
2020년05월_남_40~49세,"35,168","1,267","1,896","1,002","1,075","2,190",905,"1,268","1,629","1,816","1,006","2,130","3,867","1,406","3,237","2,333","1,502","1,431","1,081","1,423","2,704"
2020년05월_남_50~59세,"34,437","1,290","1,860",919,"1,355","1,942","1,041","1,232","1,439","1,802","1,167","2,040","2,461","1,356","3,200","2,151","1,544","1,883","1,291","1,469","2,995"
2020년05월_남_60~69세,"25,287",951,"1,257",645,985,"1,255",703,880,"1,012","1,517",968,"1,610","1,450",993,"2,186","1,644","1,258","1,412","1,018","1,034","2,509"
2020년05월_남_70~79세,"14,680",605,782,466,562,626,435,462,613,857,631,962,906,487,"1,251",959,709,710,654,547,"1,456"
2020년05월_남_80~89세,"5,319",277,305,172,199,262,175,166,227,317,260,331,283,162,513,309,270,248,218,164,461
2020년05월_남_90~99세,511,35,27,20,28,30,10,11,21,31,30,33,25,17,65,20,22,25,17,12,32
2020년05월_남_100세 이상,93,7,8,5,5,3,4,5,1,2,2,4,7,5,13,6,1,4,2,2,7
2020년05월_여_총인구수,"228,534","9,041","12,637","9,018","8,294","12,934","7,643","8,351","9,778","12,109","7,880","13,454","19,206","8,830","20,321","14,011","10,460","10,396","7,055","9,036","18,080"
2020년05월_여_연령구간인구수,"228,534","9,041","12,637","9,018","8,294","12,934","7,643","8,351","9,778","12,109","7,880","13,454","19,206","8,830","20,321","14,011","10,460","10,396","7,055","9,036","18,080"
2020년05월_여_0~9세,"14,771",434,592,303,460,"1,051",242,497,716,767,347,865,"2,036",706,"1,381","1,100",574,512,306,889,993
2020년05월_여_10~19세,"18,987",581,990,582,753,"1,430",453,523,928,932,517,"1,072","2,509",667,"1,770","1,375",785,792,473,738,"1,117"
2020년05월_여_20~29세,"34,530","1,480","2,385","2,941","1,132","1,511","2,364","1,446","1,163","1,590","1,353","1,620","1,815","1,124","2,744","1,578","2,018","1,471",949,"1,160","2,686"
2020년05월_여_30~39세,"30,799","1,343","1,761","1,354","1,032","1,671",918,"1,341","1,424","1,526",853,"1,796","2,738","1,324","2,703","1,843","1,371","1,105",784,"1,490","2,422"
2020년05월_여_40~49세,"36,272","1,384","1,965","1,092","1,209","2,439",872,"1,236","1,704","1,871","1,019","2,178","4,151","1,592","3,336","2,367","1,439","1,517",935,"1,394","2,572"
2020년05월_여_50~59세,"35,521","1,449","1,860",973,"1,436","2,101","1,089","1,361","1,456","1,979","1,228","2,169","2,410","1,370","3,185","2,153","1,528","2,037","1,243","1,393","3,101"
2020년05월_여_60~69세,"28,483","1,067","1,420",820,"1,160","1,384",780,969,"1,165","1,751","1,194","1,918","1,758","1,078","2,429","1,842","1,348","1,524","1,156","1,089","2,631"
2020년05월_여_70~79세,"18,935",811,"1,073",624,709,839,594,621,795,"1,124",867,"1,227","1,172",645,"1,668","1,167",906,939,797,605,"1,752"
2020년05월_여_80~89세,"8,490",389,491,269,350,412,279,285,365,472,410,503,506,270,910,493,407,431,325,223,700
2020년05월_여_90~99세,"1,462",96,73,47,45,88,42,61,51,81,84,87,91,40,167,73,74,58,63,44,97
2020년05월_여_100세 이상,284,7,27,13,8,8,10,11,11,16,8,19,20,14,28,20,10,10,24,11,9
2020년06월_계_총인구수,"441,812","16,986","24,000","15,673","15,561","24,742","15,489","16,156","18,932","23,526","15,654","25,946","36,603","17,156","40,013","27,107","20,130","20,352","14,036","17,951","35,799"
2020년06월_계_연령구간인구수,"441,812","16,986","24,000","15,673","15,561","24,742","15,489","16,156","18,932","23,526","15,654","25,946","36,603","17,156","40,013","27,107","20,130","20,352","14,036","17,951","35,799"
2020년06월_계_0~9세,"30,057",829,"1,221",584,871,"2,153",484,"1,019","1,506","1,563",696,"1,819","4,156","1,510","2,822","2,191","1,167",998,607,"1,801","2,060"
2020년06월_계_10~19세,"38,439","1,254","2,017","1,033","1,419","2,874",956,"1,023","1,846","1,945","1,058","2,252","4,878","1,427","3,805","2,660","1,542","1,639",962,"1,498","2,351"
2020년06월_계_20~29세,"67,142","2,757","4,314","4,436","2,124","3,008","5,032","2,806","2,335","3,215","3,089","3,273","3,484","2,170","5,834","3,073","3,600","3,023","1,927","2,336","5,306"
2020년06월_계_30~39세,"61,234","2,539","3,415","2,556","2,023","3,127","2,107","2,731","2,750","3,160","1,932","3,454","4,964","2,573","5,333","3,629","2,815","2,452","1,702","2,917","5,055"
2020년06월_계_40~49세,"71,370","2,627","3,825","2,081","2,284","4,621","1,763","2,502","3,335","3,679","2,035","4,302","8,003","3,004","6,603","4,703","2,925","2,955","2,028","2,817","5,278"
2020년06월_계_50~59세,"69,723","2,737","3,730","1,891","2,777","4,038","2,108","2,597","2,884","3,770","2,377","4,186","4,875","2,735","6,357","4,287","3,057","3,886","2,530","2,839","6,062"
2020년06월_계_60~69세,"53,944","2,019","2,672","1,473","2,154","2,647","1,495","1,862","2,179","3,280","2,170","3,519","3,220","2,074","4,632","3,497","2,620","2,959","2,184","2,129","5,159"
2020년06월_계_70~79세,"33,713","1,408","1,869","1,090","1,276","1,474","1,029","1,084","1,412","1,989","1,499","2,171","2,086","1,147","2,932","2,144","1,617","1,663","1,442","1,160","3,221"
2020년06월_계_80~89세,"13,832",667,801,445,548,668,448,446,595,795,673,828,795,439,"1,420",804,682,680,549,387,"1,162"
2020년06월_계_90~99세,"1,983",135,101,67,72,121,53,70,78,112,115,119,117,58,234,93,94,83,78,54,129
2020년06월_계_100세 이상,375,14,35,17,13,11,14,16,12,18,10,23,25,19,41,26,11,14,27,13,16
2020년06월_남_총인구수,"213,431","7,972","11,422","6,614","7,287","11,824","7,843","7,826","9,152","11,410","7,769","12,554","17,440","8,296","19,714","13,106","9,668","9,952","6,933","8,917","17,732"
2020년06월_남_연령구간인구수,"213,431","7,972","11,422","6,614","7,287","11,824","7,843","7,826","9,152","11,410","7,769","12,554","17,440","8,296","19,714","13,106","9,668","9,952","6,933","8,917","17,732"
2020년06월_남_0~9세,"15,349",390,639,285,414,"1,108",245,521,788,802,347,952,"2,143",806,"1,455","1,104",602,481,293,911,"1,063"
2020년06월_남_10~19세,"19,533",675,"1,037",452,678,"1,443",509,500,912,"1,018",542,"1,189","2,385",751,"2,043","1,290",777,848,487,765,"1,232"
2020년06월_남_20~29세,"32,508","1,284","1,941","1,447",996,"1,501","2,648","1,379","1,178","1,625","1,719","1,665","1,657","1,048","3,078","1,484","1,545","1,560",965,"1,167","2,621"
2020년06월_남_30~39세,"30,532","1,195","1,670","1,201",997,"1,462","1,184","1,395","1,332","1,628","1,087","1,670","2,251","1,247","2,652","1,803","1,447","1,337",902,"1,432","2,640"
2020년06월_남_40~49세,"35,146","1,263","1,874",995,"1,072","2,190",905,"1,261","1,632","1,805","1,010","2,133","3,850","1,423","3,249","2,338","1,496","1,440","1,084","1,415","2,711"
2020년06월_남_50~59세,"34,317","1,293","1,876",919,"1,342","1,934","1,022","1,242","1,427","1,802","1,159","2,019","2,464","1,353","3,192","2,134","1,538","1,868","1,295","1,461","2,977"
2020년06월_남_60~69세,"25,385",947,"1,254",655,995,"1,255",707,883,"1,022","1,515",980,"1,607","1,456",988,"2,196","1,655","1,261","1,427","1,022","1,037","2,523"
2020년06월_남_70~79세,"14,742",605,791,463,565,635,436,466,609,865,636,956,911,494,"1,257",964,708,714,648,552,"1,467"
2020년06월_남_80~89세,"5,320",278,305,172,196,264,172,164,230,317,258,328,290,163,512,308,272,249,218,164,460
2020년06월_남_90~99세,506,35,27,20,27,29,11,10,21,31,29,31,26,18,67,20,21,24,17,11,31
2020년06월_남_100세 이상,93,7,8,5,5,3,4,5,1,2,2,4,7,5,13,6,1,4,2,2,7
2020년06월_여_총인구수,"228,381","9,014","12,578","9,059","8,274","12,918","7,646","8,330","9,780","12,116","7,885","13,392","19,163","8,860","20,299","14,001","10,462","10,400","7,103","9,034","18,067"
2020년06월_여_연령구간인구수,"228,381","9,014","12,578","9,059","8,274","12,918","7,646","8,330","9,780","12,116","7,885","13,392","19,163","8,860","20,299","14,001","10,462","10,400","7,103","9,034","18,067"
2020년06월_여_0~9세,"14,708",439,582,299,457,"1,045",239,498,718,761,349,867,"2,013",704,"1,367","1,087",565,517,314,890,997
2020년06월_여_10~19세,"18,906",579,980,581,741,"1,431",447,523,934,927,516,"1,063","2,493",676,"1,762","1,370",765,791,475,733,"1,119"
2020년06월_여_20~29세,"34,634","1,473","2,373","2,989","1,128","1,507","2,384","1,427","1,157","1,590","1,370","1,608","1,827","1,122","2,756","1,589","2,055","1,463",962,"1,169","2,685"
2020년06월_여_30~39세,"30,702","1,344","1,745","1,355","1,026","1,665",923,"1,336","1,418","1,532",845,"1,784","2,713","1,326","2,681","1,826","1,368","1,115",800,"1,485","2,415"
2020년06월_여_40~49세,"36,224","1,364","1,951","1,086","1,212","2,431",858,"1,241","1,703","1,874","1,025","2,169","4,153","1,581","3,354","2,365","1,429","1,515",944,"1,402","2,567"
2020년06월_여_50~59세,"35,406","1,444","1,854",972,"1,435","2,104","1,086","1,355","1,457","1,968","1,218","2,167","2,411","1,382","3,165","2,153","1,519","2,018","1,235","1,378","3,085"
2020년06월_여_60~69세,"28,559","1,072","1,418",818,"1,159","1,392",788,979,"1,157","1,765","1,190","1,912","1,764","1,086","2,436","1,842","1,359","1,532","1,162","1,092","2,636"
2020년06월_여_70~79세,"18,971",803,"1,078",627,711,839,593,618,803,"1,124",863,"1,215","1,175",653,"1,675","1,180",909,949,794,608,"1,754"
2020년06월_여_80~89세,"8,512",389,496,273,352,404,276,282,365,478,415,500,505,276,908,496,410,431,331,223,702
2020년06월_여_90~99세,"1,477",100,74,47,45,92,42,60,57,81,86,88,91,40,167,73,73,59,61,43,98
2020년06월_여_100세 이상,282,7,27,12,8,8,10,11,11,16,8,19,18,14,28,20,10,10,25,11,9
