카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2020년04월_남_30~39세,"61,184","5,394","6,523","2,834","10,915","6,178","6,165","4,319","7,443","5,423","5,990"
2020년04월_남_40~49세,"66,377","5,385","7,391","3,225","9,934","7,389","6,428","4,011","8,706","6,784","7,124"
2020년04월_남_50~59세,"73,046","6,046","8,393","3,824","10,842","7,537","7,135","4,917","6,920","8,637","8,795"
2020년04월_남_60~69세,"52,178","4,504","6,092","2,803","7,894","4,328","5,736","4,146","5,308","5,697","5,670"
2020년04월_남_70~79세,"20,847","2,109","2,563","1,093","2,585","1,333","2,541","1,825","2,371","2,307","2,120"
2020년04월_남_80~89세,"6,322",590,787,318,752,378,821,511,765,773,627
2020년04월_남_90~99세,658,39,82,40,101,45,66,57,82,82,64
2020년04월_남_100세 이상,59,7,11,4,5,1,8,4,11,5,3
2020년04월_여_총인구수,"416,167","32,092","45,292","21,440","68,218","44,569","41,966","28,813","49,111","42,729","41,937"
2020년04월_여_연령구간인구수,"416,167","32,092","45,292","21,440","68,218","44,569","41,966","28,813","49,111","42,729","41,937"
2020년04월_여_0~9세,"29,414","1,543","2,914","1,409","5,006","4,127","2,406","1,869","5,077","2,438","2,625"
2020년04월_여_10~19세,"35,430","2,022","3,598","1,870","5,832","5,006","3,164","2,267","4,566","3,655","3,450"
2020년04월_여_20~29세,"57,643","5,067","6,140","3,095","10,045","6,100","5,730","3,825","5,579","6,013","6,049"
2020년04월_여_30~39세,"58,105","4,380","5,998","2,746","11,223","6,779","5,488","3,820","7,776","4,729","5,166"
2020년04월_여_40~49세,"65,529","4,535","6,821","3,325","10,930","8,273","6,286","4,035","8,342","6,646","6,336"
2020년04월_여_50~59세,"76,942","5,948","8,525","4,145","12,404","7,875","7,906","5,482","7,505","8,571","8,581"
2020년04월_여_60~69세,"53,157","4,917","6,399","2,825","7,615","3,858","6,250","4,437","5,739","5,674","5,443"
2020년04월_여_70~79세,"24,523","2,346","3,100","1,207","2,980","1,520","3,004","1,933","2,726","3,051","2,656"
2020년04월_여_80~89세,"12,916","1,114","1,530",675,"1,812",846,"1,433",951,"1,501","1,665","1,389"
2020년04월_여_90~99세,"2,325",194,245,134,356,182,276,172,276,265,225
2020년04월_여_100세 이상,183,26,22,9,15,3,23,22,24,22,17
2020년05월_계_총인구수,"826,093","64,977","90,868","42,305","132,464","87,470","82,987","56,965","96,889","85,363","85,805"
2020년05월_계_연령구간인구수,"826,093","64,977","90,868","42,305","132,464","87,470","82,987","56,965","96,889","85,363","85,805"
2020년05월_계_0~9세,"60,032","3,203","5,960","2,873","10,331","8,349","4,997","3,817","10,279","4,845","5,378"
2020년05월_계_10~19세,"72,698","4,083","7,508","3,967","11,775","10,186","6,557","4,549","9,218","7,536","7,319"
2020년05월_계_20~29세,"118,924","10,253","12,997","6,286","19,845","12,413","11,870","7,936","11,558","12,819","12,947"
2020년05월_계_30~39세,"119,007","9,705","12,433","5,561","22,124","12,919","11,638","8,156","15,270","10,058","11,143"
2020년05월_계_40~49세,"131,495","9,866","14,143","6,523","20,846","15,590","12,675","8,036","17,100","13,321","13,395"
2020년05월_계_50~59세,"149,944","11,957","16,878","7,945","23,273","15,437","15,011","10,391","14,521","17,204","17,327"
2020년05월_계_60~69세,"105,866","9,459","12,556","5,648","15,603","8,267","12,012","8,593","11,155","11,402","11,171"
2020년05월_계_70~79세,"45,581","4,479","5,709","2,318","5,606","2,863","5,584","3,766","5,111","5,358","4,787"
2020년05월_계_80~89세,"19,311","1,704","2,325",995,"2,579","1,214","2,267","1,468","2,281","2,453","2,025"
2020년05월_계_90~99세,"2,990",235,325,175,462,228,345,227,360,340,293
2020년05월_계_100세 이상,245,33,34,14,20,4,31,26,36,27,20
2020년05월_남_총인구수,"410,257","32,976","45,602","20,891","64,184","42,991","41,102","28,213","47,564","42,769","43,965"
2020년05월_남_연령구간인구수,"410,257","32,976","45,602","20,891","64,184","42,991","41,102","28,213","47,564","42,769","43,965"
2020년05월_남_0~9세,"30,772","1,679","3,062","1,477","5,324","4,247","2,602","1,956","5,216","2,429","2,780"
2020년05월_남_10~19세,"37,388","2,092","3,915","2,089","5,968","5,203","3,411","2,293","4,630","3,903","3,884"
2020년05월_남_20~29세,"61,401","5,181","6,843","3,192","9,799","6,347","6,187","4,143","5,950","6,821","6,938"
2020년05월_남_30~39세,"61,032","5,350","6,459","2,827","10,894","6,158","6,171","4,337","7,468","5,379","5,989"
2020년05월_남_40~49세,"66,184","5,356","7,372","3,208","9,922","7,367","6,415","4,001","8,743","6,722","7,078"
2020년05월_남_50~59세,"72,990","6,021","8,357","3,821","10,854","7,540","7,112","4,908","6,955","8,644","8,778"
2020년05월_남_60~69세,"52,442","4,528","6,115","2,812","7,947","4,362","5,749","4,166","5,361","5,705","5,697"
2020년05월_남_70~79세,"20,956","2,126","2,596","1,101","2,604","1,345","2,551","1,831","2,373","2,308","2,121"
2020년05월_남_80~89세,"6,370",599,789,319,768,376,828,516,772,773,630
2020년05월_남_90~99세,663,37,83,41,99,45,68,58,85,80,67
2020년05월_남_100세 이상,59,7,11,4,5,1,8,4,11,5,3
2020년05월_여_총인구수,"415,836","32,001","45,266","21,414","68,280","44,479","41,885","28,752","49,325","42,594","41,840"
2020년05월_여_연령구간인구수,"415,836","32,001","45,266","21,414","68,280","44,479","41,885","28,752","49,325","42,594","41,840"
2020년05월_여_0~9세,"29,260","1,524","2,898","1,396","5,007","4,102","2,395","1,861","5,063","2,416","2,598"
2020년05월_여_10~19세,"35,310","1,991","3,593","1,878","5,807","4,983","3,146","2,256","4,588","3,633","3,435"
2020년05월_여_20~29세,"57,523","5,072","6,154","3,094","10,046","6,066","5,683","3,793","5,608","5,998","6,009"
2020년05월_여_30~39세,"57,975","4,355","5,974","2,734","11,230","6,761","5,467","3,819","7,802","4,679","5,154"
2020년05월_여_40~49세,"65,311","4,510","6,771","3,315","10,924","8,223","6,260","4,035","8,357","6,599","6,317"
2020년05월_여_50~59세,"76,954","5,936","8,521","4,124","12,419","7,897","7,899","5,483","7,566","8,560","8,549"
2020년05월_여_60~69세,"53,424","4,931","6,441","2,836","7,656","3,905","6,263","4,427","5,794","5,697","5,474"
2020년05월_여_70~79세,"24,625","2,353","3,113","1,217","3,002","1,518","3,033","1,935","2,738","3,050","2,666"
2020년05월_여_80~89세,"12,941","1,105","1,536",676,"1,811",838,"1,439",952,"1,509","1,680","1,395"
2020년05월_여_90~99세,"2,327",198,242,134,363,183,277,169,275,260,226
2020년05월_여_100세 이상,186,26,23,10,15,3,23,22,25,22,17
2020년06월_계_총인구수,"825,700","64,845","90,754","42,264","132,495","87,450","82,856","57,227","97,134","85,163","85,512"
2020년06월_계_연령구간인구수,"825,700","64,845","90,754","42,264","132,495","87,450","82,856","57,227","97,134","85,163","85,512"
2020년06월_계_0~9세,"59,795","3,164","5,912","2,869","10,288","8,348","4,981","3,830","10,267","4,796","5,340"
2020년06월_계_10~19세,"72,434","4,082","7,451","3,968","11,747","10,161","6,503","4,546","9,203","7,495","7,278"
2020년06월_계_20~29세,"118,809","10,247","13,017","6,242","19,815","12,381","11,855","7,981","11,618","12,785","12,868"
2020년06월_계_30~39세,"118,715","9,676","12,339","5,554","22,097","12,924","11,540","8,223","15,283","9,988","11,091"
2020년06월_계_40~49세,"131,496","9,841","14,126","6,526","20,864","15,583","12,685","8,096","17,162","13,289","13,324"
2020년06월_계_50~59세,"149,453","11,885","16,853","7,903","23,199","15,389","14,949","10,388","14,524","17,135","17,228"
2020년06월_계_60~69세,"106,642","9,509","12,615","5,697","15,757","8,322","12,079","8,671","11,254","11,475","11,263"
2020년06월_계_70~79세,"45,785","4,473","5,758","2,325","5,662","2,894","5,604","3,787","5,129","5,373","4,780"
2020년06월_계_80~89세,"19,350","1,697","2,339",996,"2,578","1,215","2,283","1,459","2,294","2,458","2,031"
2020년06월_계_90~99세,"2,979",238,311,170,468,228,346,223,363,343,289
2020년06월_계_100세 이상,242,33,33,14,20,5,31,23,37,26,20
2020년06월_남_총인구수,"409,982","32,906","45,535","20,853","64,194","42,949","41,023","28,331","47,693","42,707","43,791"
2020년06월_남_연령구간인구수,"409,982","32,906","45,535","20,853","64,194","42,949","41,023","28,331","47,693","42,707","43,791"
2020년06월_남_0~9세,"30,639","1,658","3,045","1,470","5,300","4,241","2,590","1,958","5,212","2,408","2,757"
2020년06월_남_10~19세,"37,231","2,095","3,876","2,084","5,940","5,188","3,381","2,293","4,626","3,883","3,865"
2020년06월_남_20~29세,"61,334","5,184","6,863","3,159","9,786","6,312","6,175","4,166","5,987","6,799","6,903"
2020년06월_남_30~39세,"60,878","5,324","6,396","2,820","10,900","6,171","6,121","4,363","7,488","5,357","5,938"
2020년06월_남_40~49세,"66,188","5,351","7,371","3,213","9,919","7,358","6,411","4,030","8,772","6,713","7,050"
2020년06월_남_50~59세,"72,765","5,977","8,336","3,806","10,819","7,514","7,097","4,916","6,968","8,618","8,714"
2020년06월_남_60~69세,"52,777","4,554","6,137","2,832","8,025","4,384","5,783","4,188","5,392","5,745","5,737"
2020년06월_남_70~79세,"21,062","2,121","2,629","1,107","2,627","1,358","2,554","1,842","2,377","2,322","2,125"
2020년06월_남_80~89세,"6,378",596,790,317,773,377,836,512,771,774,632
2020년06월_남_90~99세,671,39,81,41,100,45,67,59,89,83,67
2020년06월_남_100세 이상,59,7,11,4,5,1,8,4,11,5,3
2020년06월_여_총인구수,"415,718","31,939","45,219","21,411","68,301","44,501","41,833","28,896","49,441","42,456","41,721"
2020년06월_여_연령구간인구수,"415,718","31,939","45,219","21,411","68,301","44,501","41,833","28,896","49,441","42,456","41,721"
2020년06월_여_0~9세,"29,156","1,506","2,867","1,399","4,988","4,107","2,391","1,872","5,055","2,388","2,583"
2020년06월_여_10~19세,"35,203","1,987","3,575","1,884","5,807","4,973","3,122","2,253","4,577","3,612","3,413"
2020년06월_여_20~29세,"57,475","5,063","6,154","3,083","10,029","6,069","5,680","3,815","5,631","5,986","5,965"
2020년06월_여_30~39세,"57,837","4,352","5,943","2,734","11,197","6,753","5,419","3,860","7,795","4,631","5,153"
2020년06월_여_40~49세,"65,308","4,490","6,755","3,313","10,945","8,225","6,274","4,066","8,390","6,576","6,274"
2020년06월_여_50~59세,"76,688","5,908","8,517","4,097","12,380","7,875","7,852","5,472","7,556","8,517","8,514"
2020년06월_여_60~69세,"53,865","4,955","6,478","2,865","7,732","3,938","6,296","4,483","5,862","5,730","5,526"
2020년06월_여_70~79세,"24,723","2,352","3,129","1,218","3,035","1,536","3,050","1,945","2,752","3,051","2,655"
2020년06월_여_80~89세,"12,972","1,101","1,549",679,"1,805",838,"1,447",947,"1,523","1,684","1,399"
2020년06월_여_90~99세,"2,308",199,230,129,368,183,279,164,274,260,222
2020년06월_여_100세 이상,183,26,22,10,15,4,23,19,26,21,17
2020년07월_계_총인구수,"824,675","64,827","90,622","42,252","132,404","87,316","82,732","57,403","96,800","84,917","85,402"
2020년07월_계_연령구간인구수,"824,675","64,827","90,622","42,252","132,404","87,316","82,732","57,403","96,800","84,917","85,402"
2020년07월_계_0~9세,"59,451","3,164","5,857","2,875","10,247","8,307","4,929","3,854","10,170","4,734","5,314"
2020년07월_계_10~19세,"72,142","4,059","7,436","3,955","11,675","10,122","6,481","4,525","9,216","7,427","7,246"
2020년07월_계_20~29세,"118,565","10,264","12,978","6,223","19,811","12,310","11,833","7,995","11,579","12,743","12,829"
2020년07월_계_30~39세,"118,350","9,642","12,279","5,554","22,038","12,885","11,507","8,280","15,117","9,968","11,080"
2020년07월_계_40~49세,"131,139","9,826","14,119","6,506","20,838","15,554","12,641","8,104","17,131","13,157","13,263"
2020년07월_계_50~59세,"149,234","11,871","16,806","7,871","23,157","15,406","14,924","10,376","14,521","17,116","17,186"
2020년07월_계_60~69세,"107,174","9,549","12,676","5,736","15,850","8,385","12,128","8,741","11,234","11,535","11,340"
2020년07월_계_70~79세,"45,993","4,483","5,786","2,342","5,718","2,897","5,630","3,808","5,136","5,396","4,797"
2020년07월_계_80~89세,"19,394","1,694","2,343","1,004","2,579","1,216","2,279","1,472","2,299","2,466","2,042"
2020년07월_계_90~99세,"2,992",242,310,172,471,231,349,225,359,349,284
2020년07월_계_100세 이상,241,33,32,14,20,3,31,23,38,26,21
2020년07월_남_총인구수,"409,371","32,890","45,456","20,852","64,158","42,861","40,957","28,383","47,520","42,593","43,701"
2020년07월_남_연령구간인구수,"409,371","32,890","45,456","20,852","64,158","42,861","40,957","28,383","47,520","42,593","43,701"
2020년07월_남_0~9세,"30,481","1,664","3,022","1,474","5,288","4,214","2,568","1,958","5,171","2,379","2,743"
2020년07월_남_10~19세,"37,091","2,082","3,878","2,085","5,918","5,167","3,356","2,282","4,630","3,852","3,841"
2020년07월_남_20~29세,"61,186","5,189","6,843","3,157","9,778","6,285","6,165","4,168","5,974","6,761","6,866"
2020년07월_남_30~39세,"60,690","5,321","6,358","2,827","10,861","6,150","6,111","4,392","7,376","5,347","5,947"
2020년07월_남_40~49세,"65,988","5,327","7,364","3,188","9,915","7,332","6,395","4,038","8,758","6,664","7,007"
2020년07월_남_50~59세,"72,643","5,972","8,315","3,786","10,776","7,523","7,088","4,906","6,976","8,616","8,685"
2020년07월_남_60~69세,"52,972","4,576","6,132","2,850","8,074","4,413","5,804","4,217","5,365","5,766","5,775"
2020년07월_남_70~79세,"21,175","2,121","2,656","1,120","2,668","1,352","2,557","1,838","2,388","2,339","2,136"
2020년07월_남_80~89세,"6,413",592,797,320,776,377,838,520,781,780,632
2020년07월_남_90~99세,672,39,80,41,99,47,67,60,89,84,66
2020년07월_남_100세 이상,60,7,11,4,5,1,8,4,12,5,3
2020년07월_여_총인구수,"415,304","31,937","45,166","21,400","68,246","44,455","41,775","29,020","49,280","42,324","41,701"
2020년07월_여_연령구간인구수,"415,304","31,937","45,166","21,400","68,246","44,455","41,775","29,020","49,280","42,324","41,701"
2020년07월_여_0~9세,"28,970","1,500","2,835","1,401","4,959","4,093","2,361","1,896","4,999","2,355","2,571"
2020년07월_여_10~19세,"35,051","1,977","3,558","1,870","5,757","4,955","3,125","2,243","4,586","3,575","3,405"
2020년07월_여_20~29세,"57,379","5,075","6,135","3,066","10,033","6,025","5,668","3,827","5,605","5,982","5,963"
2020년07월_여_30~39세,"57,660","4,321","5,921","2,727","11,177","6,735","5,396","3,888","7,741","4,621","5,133"
2020년07월_여_40~49세,"65,151","4,499","6,755","3,318","10,923","8,222","6,246","4,066","8,373","6,493","6,256"
2020년07월_여_50~59세,"76,591","5,899","8,491","4,085","12,381","7,883","7,836","5,470","7,545","8,500","8,501"
2020년07월_여_60~69세,"54,202","4,973","6,544","2,886","7,776","3,972","6,324","4,524","5,869","5,769","5,565"
2020년07월_여_70~79세,"24,818","2,362","3,130","1,222","3,050","1,545","3,073","1,970","2,748","3,057","2,661"
2020년07월_여_80~89세,"12,981","1,102","1,546",684,"1,803",839,"1,441",952,"1,518","1,686","1,410"
2020년07월_여_90~99세,"2,320",203,230,131,372,184,282,165,270,265,218
2020년07월_여_100세 이상,181,26,21,10,15,2,23,19,26,21,18
2020년08월_계_총인구수,"822,865","64,732","90,397","42,193","132,188","87,065","82,504","57,304","96,588","84,689","85,205"
2020년08월_계_연령구간인구수,"822,865","64,732","90,397","42,193","132,188","87,065","82,504","57,304","96,588","84,689","85,205"
2020년08월_계_0~9세,"58,859","3,139","5,816","2,851","10,188","8,213","4,863","3,822","10,039","4,690","5,238"
2020년08월_계_10~19세,"71,836","4,035","7,379","3,956","11,602","10,089","6,463","4,477","9,235","7,388","7,212"
2020년08월_계_20~29세,"118,205","10,218","12,936","6,210","19,787","12,290","11,768","7,952","11,547","12,683","12,814"
2020년08월_계_30~39세,"117,685","9,662","12,189","5,522","21,898","12,820","11,422","8,287","14,951","9,945","10,989"
2020년08월_계_40~49세,"130,764","9,808","14,094","6,494","20,797","15,470","12,593","8,070","17,163","13,062","13,213"
2020년08월_계_50~59세,"148,861","11,799","16,736","7,853","23,145","15,386","14,869","10,349","14,516","17,074","17,134"
2020년08월_계_60~69세,"107,827","9,600","12,752","5,766","15,956","8,436","12,206","8,789","11,283","11,613","11,426"
2020년08월_계_70~79세,"46,068","4,504","5,778","2,349","5,724","2,898","5,647","3,826","5,158","5,384","4,800"
2020년08월_계_80~89세,"19,502","1,689","2,376","1,002","2,588","1,232","2,293","1,487","2,296","2,474","2,065"
2020년08월_계_90~99세,"3,015",244,310,176,483,228,350,222,360,350,292
2020년08월_계_100세 이상,243,34,31,14,20,3,30,23,40,26,22
2020년08월_남_총인구수,"408,411","32,852","45,309","20,820","64,015","42,750","40,851","28,326","47,428","42,478","43,582"
2020년08월_남_연령구간인구수,"408,411","32,852","45,309","20,820","64,015","42,750","40,851","28,326","47,428","42,478","43,582"
2020년08월_남_0~9세,"30,163","1,660","2,988","1,456","5,263","4,165","2,524","1,948","5,109","2,355","2,695"
2020년08월_남_10~19세,"36,936","2,063","3,855","2,090","5,866","5,158","3,344","2,260","4,645","3,839","3,816"
2020년08월_남_20~29세,"60,995","5,171","6,812","3,153","9,741","6,277","6,149","4,155","5,958","6,715","6,864"
2020년08월_남_30~39세,"60,404","5,331","6,306","2,806","10,811","6,124","6,089","4,392","7,294","5,355","5,896"
2020년08월_남_40~49세,"65,756","5,326","7,345","3,178","9,889","7,268","6,370","4,019","8,773","6,601","6,987"
2020년08월_남_50~59세,"72,473","5,939","8,290","3,789","10,764","7,526","7,067","4,877","6,964","8,593","8,664"
2020년08월_남_60~69세,"53,250","4,593","6,165","2,860","8,119","4,438","5,825","4,236","5,400","5,810","5,804"
2020년08월_남_70~79세,"21,219","2,131","2,647","1,117","2,668","1,362","2,564","1,851","2,404","2,337","2,138"
2020년08월_남_80~89세,"6,479",592,809,324,788,382,846,526,780,786,646
2020년08월_남_90~99세,677,39,82,43,101,49,66,58,88,82,69
2020년08월_남_100세 이상,59,7,10,4,5,1,7,4,13,5,3
2020년08월_여_총인구수,"414,454","31,880","45,088","21,373","68,173","44,315","41,653","28,978","49,160","42,211","41,623"
2020년08월_여_연령구간인구수,"414,454","31,880","45,088","21,373","68,173","44,315","41,653","28,978","49,160","42,211","41,623"
2020년08월_여_0~9세,"28,696","1,479","2,828","1,395","4,925","4,048","2,339","1,874","4,930","2,335","2,543"
2020년08월_여_10~19세,"34,900","1,972","3,524","1,866","5,736","4,931","3,119","2,217","4,590","3,549","3,396"
2020년08월_여_20~29세,"57,210","5,047","6,124","3,057","10,046","6,013","5,619","3,797","5,589","5,968","5,950"
2020년08월_여_30~39세,"57,281","4,331","5,883","2,716","11,087","6,696","5,333","3,895","7,657","4,590","5,093"
2020년08월_여_40~49세,"65,008","4,482","6,749","3,316","10,908","8,202","6,223","4,051","8,390","6,461","6,226"
2020년08월_여_50~59세,"76,388","5,860","8,446","4,064","12,381","7,860","7,802","5,472","7,552","8,481","8,470"
2020년08월_여_60~69세,"54,577","5,007","6,587","2,906","7,837","3,998","6,381","4,553","5,883","5,803","5,622"
2020년08월_여_70~79세,"24,849","2,373","3,131","1,232","3,056","1,536","3,083","1,975","2,754","3,047","2,662"
2020년08월_여_80~89세,"13,023","1,097","1,567",678,"1,800",850,"1,447",961,"1,516","1,688","1,419"
2020년08월_여_90~99세,"2,338",205,228,133,382,179,284,164,272,268,223
2020년08월_여_100세 이상,184,27,21,10,15,2,23,19,27,21,19
2020년09월_계_총인구수,"822,000","64,618","90,315","42,102","132,186","87,025","82,338","57,319","96,619","84,512","84,966"
2020년09월_계_연령구간인구수,"822,000","64,618","90,315","42,102","132,186","87,025","82,338","57,319","96,619","84,512","84,966"
2020년09월_계_0~9세,"58,490","3,108","5,760","2,842","10,112","8,192","4,838","3,823","9,989","4,644","5,182"
2020년09월_계_10~19세,"71,585","4,020","7,346","3,934","11,603","10,058","6,444","4,459","9,227","7,323","7,171"
2020년09월_계_20~29세,"117,954","10,197","12,926","6,193","19,751","12,265","11,718","7,942","11,546","12,671","12,745"
2020년09월_계_30~39세,"117,319","9,596","12,135","5,492","21,844","12,806","11,390","8,307","14,931","9,878","10,940"
2020년09월_계_40~49세,"130,403","9,794","14,041","6,466","20,841","15,452","12,531","8,032","17,164","12,985","13,097"
2020년09월_계_50~59세,"148,558","11,760","16,717","7,836","23,053","15,367","14,831","10,326","14,510","17,060","17,098"
2020년09월_계_60~69세,"108,556","9,636","12,838","5,786","16,113","8,513","12,232","8,841","11,376","11,682","11,539"
2020년09월_계_70~79세,"46,215","4,519","5,802","2,358","5,756","2,897","5,682","3,838","5,163","5,403","4,797"
2020년09월_계_80~89세,"19,599","1,701","2,397",998,"2,596","1,240","2,296","1,503","2,306","2,484","2,078"
2020년09월_계_90~99세,"3,074",253,319,183,497,231,346,226,367,357,295
2020년09월_계_100세 이상,247,34,34,14,20,4,30,22,40,25,24
2020년09월_남_총인구수,"407,881","32,775","45,241","20,767","64,033","42,741","40,764","28,300","47,452","42,359","43,449"
