카테고리,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2020년03월_남_0~9세,"2,952",210,54,60,45,43,32,9,77,146,34,43,"1,373",340,85,268,133
2020년03월_남_10~19세,"3,684",301,89,87,56,48,51,17,92,126,81,44,"1,622",485,142,326,117
2020년03월_남_20~29세,"6,192",572,206,155,128,58,118,38,167,911,159,123,"2,010",638,281,374,254
2020년03월_남_30~39세,"5,244",471,192,134,114,55,98,28,133,289,161,132,"1,958",516,229,452,282
2020년03월_남_40~49세,"7,092",784,239,199,187,103,164,41,249,327,260,171,"2,414",754,332,558,310
2020년03월_남_50~59세,"9,716","1,301",438,375,345,226,320,144,405,470,466,335,"2,547",812,470,580,482
2020년03월_남_60~69세,"8,951","1,136",501,457,410,275,397,155,453,591,552,418,"1,694",630,454,457,371
2020년03월_남_70~79세,"5,425",702,334,294,269,176,267,91,395,419,390,225,702,315,296,299,251
2020년03월_남_80~89세,"2,238",268,132,138,122,91,110,60,171,175,176,94,260,138,103,111,89
2020년03월_남_90~99세,178,21,12,10,8,5,10,4,20,13,11,8,23,5,9,9,10
2020년03월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년03월_여_총인구수,"49,945","5,230","2,036","1,979","1,560","1,095","1,532",577,"2,088","2,672","2,149","1,436","15,005","4,683","2,454","3,470","1,979"
2020년03월_여_연령구간인구수,"49,945","5,230","2,036","1,979","1,560","1,095","1,532",577,"2,088","2,672","2,149","1,436","15,005","4,683","2,454","3,470","1,979"
2020년03월_여_0~9세,"2,874",191,50,50,36,23,34,5,67,133,41,37,"1,362",338,83,293,131
2020년03월_여_10~19세,"3,150",215,64,89,36,35,38,18,74,107,66,45,"1,422",439,147,251,104
2020년03월_여_20~29세,"4,198",425,134,95,62,46,87,29,104,206,103,81,"1,566",547,231,323,159
2020년03월_여_30~39세,"4,328",355,120,95,79,46,64,25,112,195,97,74,"1,813",485,164,411,193
2020년03월_여_40~49세,"5,850",551,131,145,110,65,88,24,159,189,165,91,"2,497",681,245,514,195
2020년03월_여_50~59세,"8,594",964,397,313,240,186,260,120,316,434,347,240,"2,660",820,439,542,316
2020년03월_여_60~69세,"8,960","1,088",482,467,349,261,398,118,481,513,511,388,"1,895",615,498,518,378
2020년03월_여_70~79세,"6,845",868,367,402,352,212,305,122,444,505,436,261,"1,042",466,383,398,282
2020년03월_여_80~89세,"4,552",514,250,287,266,191,225,100,291,346,334,196,678,250,236,205,183
2020년03월_여_90~99세,566,57,40,35,30,29,28,15,39,42,47,23,66,38,27,13,37
2020년03월_여_100세 이상,28,2,1,1,0,1,5,1,1,2,2,0,4,4,1,2,1
2020년04월_계_총인구수,"101,828","10,988","4,227","3,879","3,225","2,184","3,100","1,167","4,238","6,147","4,444","3,034","29,639","9,462","4,884","6,923","4,287"
2020년04월_계_연령구간인구수,"101,828","10,988","4,227","3,879","3,225","2,184","3,100","1,167","4,238","6,147","4,444","3,034","29,639","9,462","4,884","6,923","4,287"
2020년04월_계_0~9세,"5,841",407,105,107,76,66,68,14,141,284,74,85,"2,741",680,174,557,262
2020년04월_계_10~19세,"6,800",507,151,171,92,86,88,33,167,237,147,90,"3,014",927,287,586,217
2020년04월_계_20~29세,"10,416",982,337,248,188,107,194,71,269,"1,110",268,204,"3,583","1,233",508,699,415
2020년04월_계_30~39세,"9,579",823,304,232,188,98,160,53,246,487,256,206,"3,771","1,023",394,864,474
2020년04월_계_40~49세,"12,938","1,320",373,350,296,172,253,62,400,510,419,258,"4,907","1,464",582,"1,063",509
2020년04월_계_50~59세,"18,356","2,269",834,677,584,405,583,265,714,903,804,575,"5,219","1,662",922,"1,124",816
2020년04월_계_60~69세,"17,982","2,233",986,929,750,542,801,274,938,"1,104","1,069",799,"3,619","1,254",956,981,747
2020년04월_계_70~79세,"12,298","1,574",704,694,623,387,574,214,837,917,837,488,"1,757",786,682,701,523
2020년04월_계_80~89세,"6,828",793,379,424,387,286,333,161,469,534,507,295,932,388,342,321,277
2020년04월_계_90~99세,748,77,51,46,41,34,40,19,56,58,60,33,91,40,36,20,46
2020년04월_계_100세 이상,42,3,3,1,0,1,6,1,1,3,3,1,5,5,1,7,1
2020년04월_남_총인구수,"51,771","5,758","2,187","1,903","1,678","1,086","1,567",589,"2,153","3,460","2,296","1,594","14,600","4,732","2,410","3,449","2,309"
2020년04월_남_연령구간인구수,"51,771","5,758","2,187","1,903","1,678","1,086","1,567",589,"2,153","3,460","2,296","1,594","14,600","4,732","2,410","3,449","2,309"
2020년04월_남_0~9세,"2,968",214,55,59,42,44,32,9,75,149,34,47,"1,375",345,87,268,133
2020년04월_남_10~19세,"3,657",293,83,84,58,48,51,15,93,127,82,45,"1,605",487,142,330,114
2020년04월_남_20~29세,"6,189",564,205,157,130,60,109,41,166,907,162,121,"1,996",662,276,374,259
2020년04월_남_30~39세,"5,257",468,190,134,111,55,97,29,131,284,162,130,"1,969",536,226,454,281
2020년04월_남_40~49세,"7,086",772,238,200,184,105,164,39,247,325,255,169,"2,409",776,335,555,313
2020년04월_남_50~59세,"9,746","1,310",435,368,347,223,324,144,397,468,460,337,"2,553",826,484,577,493
2020년04월_남_60~69세,"8,968","1,136",502,460,403,277,399,156,455,589,556,413,"1,702",637,451,462,370
2020년04월_남_70~79세,"5,452",708,336,294,273,177,268,92,393,416,396,227,708,321,296,302,245
2020년04월_남_80~89세,"2,247",270,130,137,121,92,111,60,175,179,176,96,257,136,103,113,91
2020년04월_남_90~99세,188,22,12,10,9,5,11,4,21,15,12,8,25,5,10,9,10
2020년04월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년04월_여_총인구수,"50,057","5,230","2,040","1,976","1,547","1,098","1,533",578,"2,085","2,687","2,148","1,440","15,039","4,730","2,474","3,474","1,978"
2020년04월_여_연령구간인구수,"50,057","5,230","2,040","1,976","1,547","1,098","1,533",578,"2,085","2,687","2,148","1,440","15,039","4,730","2,474","3,474","1,978"
2020년04월_여_0~9세,"2,873",193,50,48,34,22,36,5,66,135,40,38,"1,366",335,87,289,129
2020년04월_여_10~19세,"3,143",214,68,87,34,38,37,18,74,110,65,45,"1,409",440,145,256,103
2020년04월_여_20~29세,"4,227",418,132,91,58,47,85,30,103,203,106,83,"1,587",571,232,325,156
2020년04월_여_30~39세,"4,322",355,114,98,77,43,63,24,115,203,94,76,"1,802",487,168,410,193
2020년04월_여_40~49세,"5,852",548,135,150,112,67,89,23,153,185,164,89,"2,498",688,247,508,196
2020년04월_여_50~59세,"8,610",959,399,309,237,182,259,121,317,435,344,238,"2,666",836,438,547,323
2020년04월_여_60~69세,"9,014","1,097",484,469,347,265,402,118,483,515,513,386,"1,917",617,505,519,377
2020년04월_여_70~79세,"6,846",866,368,400,350,210,306,122,444,501,441,261,"1,049",465,386,399,278
2020년04월_여_80~89세,"4,581",523,249,287,266,194,222,101,294,355,331,199,675,252,239,208,186
2020년04월_여_90~99세,560,55,39,36,32,29,29,15,35,43,48,25,66,35,26,11,36
2020년04월_여_100세 이상,29,2,2,1,0,1,5,1,1,2,2,0,4,4,1,2,1
2020년05월_계_총인구수,"101,758","10,966","4,215","3,871","3,228","2,179","3,109","1,168","4,241","6,139","4,449","3,037","29,587","9,501","4,853","6,929","4,286"
2020년05월_계_연령구간인구수,"101,758","10,966","4,215","3,871","3,228","2,179","3,109","1,168","4,241","6,139","4,449","3,037","29,587","9,501","4,853","6,929","4,286"
2020년05월_계_0~9세,"5,832",407,107,107,76,66,69,15,136,277,76,88,"2,733",682,173,558,262
2020년05월_계_10~19세,"6,743",500,147,173,88,85,89,33,164,234,147,89,"2,999",923,280,580,212
2020년05월_계_20~29세,"10,388",978,330,242,188,107,192,70,271,"1,117",269,203,"3,575","1,237",503,691,415
2020년05월_계_30~39세,"9,562",811,303,231,189,93,163,52,243,478,259,197,"3,762","1,034",403,864,480
2020년05월_계_40~49세,"12,866","1,299",372,348,286,172,253,61,403,515,415,258,"4,869","1,472",565,"1,070",508
2020년05월_계_50~59세,"18,373","2,282",817,676,593,403,590,262,708,908,804,576,"5,228","1,669",915,"1,124",818
2020년05월_계_60~69세,"17,996","2,234",996,924,750,541,794,277,947,"1,100","1,064",801,"3,623","1,261",954,988,742
2020년05월_계_70~79세,"12,338","1,568",705,701,628,388,576,216,838,920,841,494,"1,767",792,677,703,524
2020년05월_계_80~89세,"6,863",807,383,422,389,288,336,161,473,532,510,294,934,386,346,324,278
2020년05월_계_90~99세,755,77,52,46,41,35,41,20,57,55,61,36,92,40,36,20,46
2020년05월_계_100세 이상,42,3,3,1,0,1,6,1,1,3,3,1,5,5,1,7,1
2020년05월_남_총인구수,"51,745","5,744","2,185","1,899","1,681","1,080","1,571",586,"2,151","3,462","2,295","1,595","14,585","4,751","2,391","3,458","2,311"
2020년05월_남_연령구간인구수,"51,745","5,744","2,185","1,899","1,681","1,080","1,571",586,"2,151","3,462","2,295","1,595","14,585","4,751","2,391","3,458","2,311"
2020년05월_남_0~9세,"2,956",214,56,59,42,43,31,9,71,147,36,47,"1,367",342,85,273,134
2020년05월_남_10~19세,"3,628",288,81,85,55,47,52,15,91,125,81,45,"1,605",482,140,326,110
2020년05월_남_20~29세,"6,183",560,201,153,132,59,108,41,168,910,162,120,"1,992",675,272,374,256
2020년05월_남_30~39세,"5,238",456,188,131,111,52,98,28,131,280,162,124,"1,971",539,231,447,289
2020년05월_남_40~49세,"7,051",753,238,197,178,105,163,38,248,329,252,173,"2,393",783,326,564,311
2020년05월_남_50~59세,"9,768","1,323",432,369,353,220,331,141,395,471,459,339,"2,554",825,483,577,496
2020년05월_남_60~69세,"8,985","1,141",509,458,403,278,395,156,459,587,556,411,"1,705",638,450,471,368
2020년05월_남_70~79세,"5,472",711,336,300,277,178,269,94,392,417,397,229,715,324,292,296,245
2020년05월_남_80~89세,"2,260",275,130,137,121,93,112,60,174,180,177,98,256,137,102,116,92
2020년05월_남_90~99세,191,22,13,10,9,5,11,4,22,15,12,8,26,5,10,9,10
2020년05월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년05월_여_총인구수,"50,013","5,222","2,030","1,972","1,547","1,099","1,538",582,"2,090","2,677","2,154","1,442","15,002","4,750","2,462","3,471","1,975"
2020년05월_여_연령구간인구수,"50,013","5,222","2,030","1,972","1,547","1,099","1,538",582,"2,090","2,677","2,154","1,442","15,002","4,750","2,462","3,471","1,975"
2020년05월_여_0~9세,"2,876",193,51,48,34,23,38,6,65,130,40,41,"1,366",340,88,285,128
2020년05월_여_10~19세,"3,115",212,66,88,33,38,37,18,73,109,66,44,"1,394",441,140,254,102
2020년05월_여_20~29세,"4,205",418,129,89,56,48,84,29,103,207,107,83,"1,583",562,231,317,159
2020년05월_여_30~39세,"4,324",355,115,100,78,41,65,24,112,198,97,73,"1,791",495,172,417,191
2020년05월_여_40~49세,"5,815",546,134,151,108,67,90,23,155,186,163,85,"2,476",689,239,506,197
2020년05월_여_50~59세,"8,605",959,385,307,240,183,259,121,313,437,345,237,"2,674",844,432,547,322
2020년05월_여_60~69세,"9,011","1,093",487,466,347,263,399,121,488,513,508,390,"1,918",623,504,517,374
2020년05월_여_70~79세,"6,866",857,369,401,351,210,307,122,446,503,444,265,"1,052",468,385,407,279
2020년05월_여_80~89세,"4,603",532,253,285,268,195,224,101,299,352,333,196,678,249,244,208,186
2020년05월_여_90~99세,564,55,39,36,32,30,30,16,35,40,49,28,66,35,26,11,36
2020년05월_여_100세 이상,29,2,2,1,0,1,5,1,1,2,2,0,4,4,1,2,1
2020년06월_계_총인구수,"101,601","10,931","4,215","3,858","3,217","2,189","3,104","1,175","4,228","6,031","4,437","3,049","29,610","9,490","4,857","6,935","4,275"
2020년06월_계_연령구간인구수,"101,601","10,931","4,215","3,858","3,217","2,189","3,104","1,175","4,228","6,031","4,437","3,049","29,610","9,490","4,857","6,935","4,275"
2020년06월_계_0~9세,"5,818",401,101,108,72,68,70,17,132,271,77,85,"2,734",679,178,563,262
2020년06월_계_10~19세,"6,713",493,152,170,90,83,87,33,159,233,144,88,"2,998",918,283,573,209
2020년06월_계_20~29세,"10,285",965,334,239,184,109,186,69,267,"1,037",267,204,"3,560","1,241",502,701,420
2020년06월_계_30~39세,"9,495",807,298,229,184,97,162,51,238,473,255,194,"3,743","1,037",400,851,476
2020년06월_계_40~49세,"12,855","1,295",376,345,284,170,254,60,403,508,411,260,"4,884","1,455",565,"1,071",514
2020년06월_계_50~59세,"18,295","2,279",812,668,586,403,591,265,700,899,794,568,"5,223","1,670",913,"1,118",806
2020년06월_계_60~69세,"18,096","2,240",995,924,757,542,794,280,960,"1,108","1,071",815,"3,651","1,260",958,996,745
2020년06월_계_70~79세,"12,377","1,577",706,703,630,390,573,218,842,916,843,502,"1,773",799,680,709,516
2020년06월_계_80~89세,"6,868",795,385,426,385,291,341,160,468,528,511,296,947,386,342,325,282
2020년06월_계_90~99세,758,77,53,45,45,35,40,21,58,55,61,36,92,40,35,21,44
2020년06월_계_100세 이상,41,2,3,1,0,1,6,1,1,3,3,1,5,5,1,7,1
2020년06월_남_총인구수,"51,636","5,735","2,182","1,894","1,672","1,079","1,570",590,"2,148","3,365","2,283","1,596","14,617","4,744","2,393","3,453","2,315"
2020년06월_남_연령구간인구수,"51,636","5,735","2,182","1,894","1,672","1,079","1,570",590,"2,148","3,365","2,283","1,596","14,617","4,744","2,393","3,453","2,315"
2020년06월_남_0~9세,"2,946",209,53,60,39,41,31,11,68,142,36,47,"1,370",343,88,273,135
2020년06월_남_10~19세,"3,611",286,84,84,56,45,52,15,88,126,78,43,"1,605",479,144,318,108
2020년06월_남_20~29세,"6,110",551,200,150,129,60,104,41,166,840,161,122,"1,990",677,270,385,264
2020년06월_남_30~39세,"5,194",454,185,130,107,55,97,27,128,272,158,121,"1,967",545,228,434,286
2020년06월_남_40~49세,"7,053",757,241,195,178,102,164,36,248,322,251,172,"2,401",773,326,567,320
2020년06월_남_50~59세,"9,741","1,322",430,368,350,220,336,143,393,469,453,337,"2,562",819,486,565,488
2020년06월_남_60~69세,"9,029","1,148",507,457,411,277,394,159,466,585,557,416,"1,714",638,450,481,369
2020년06월_남_70~79세,"5,494",715,338,300,271,180,269,94,394,413,400,231,725,330,294,298,242
2020년06월_남_80~89세,"2,254",271,130,140,120,94,112,59,175,180,176,98,257,133,98,117,94
2020년06월_남_90~99세,191,21,13,10,11,5,10,5,22,15,12,8,25,6,9,10,9
2020년06월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년06월_여_총인구수,"49,965","5,196","2,033","1,964","1,545","1,110","1,534",585,"2,080","2,666","2,154","1,453","14,993","4,746","2,464","3,482","1,960"
2020년06월_여_연령구간인구수,"49,965","5,196","2,033","1,964","1,545","1,110","1,534",585,"2,080","2,666","2,154","1,453","14,993","4,746","2,464","3,482","1,960"
2020년06월_여_0~9세,"2,872",192,48,48,33,27,39,6,64,129,41,38,"1,364",336,90,290,127
2020년06월_여_10~19세,"3,102",207,68,86,34,38,35,18,71,107,66,45,"1,393",439,139,255,101
2020년06월_여_20~29세,"4,175",414,134,89,55,49,82,28,101,197,106,82,"1,570",564,232,316,156
2020년06월_여_30~39세,"4,301",353,113,99,77,42,65,24,110,201,97,73,"1,776",492,172,417,190
2020년06월_여_40~49세,"5,802",538,135,150,106,68,90,24,155,186,160,88,"2,483",682,239,504,194
2020년06월_여_50~59세,"8,554",957,382,300,236,183,255,122,307,430,341,231,"2,661",851,427,553,318
2020년06월_여_60~69세,"9,067","1,092",488,467,346,265,400,121,494,523,514,399,"1,937",622,508,515,376
2020년06월_여_70~79세,"6,883",862,368,403,359,210,304,124,448,503,443,271,"1,048",469,386,411,274
2020년06월_여_80~89세,"4,614",524,255,286,265,197,229,101,293,348,335,198,690,253,244,208,188
2020년06월_여_90~99세,567,56,40,35,34,30,30,16,36,40,49,28,67,34,26,11,35
2020년06월_여_100세 이상,28,1,2,1,0,1,5,1,1,2,2,0,4,4,1,2,1
2020년07월_계_총인구수,"101,515","10,928","4,209","3,849","3,198","2,185","3,109","1,166","4,234","5,968","4,451","3,052","29,584","9,535","4,846","6,927","4,274"
2020년07월_계_연령구간인구수,"101,515","10,928","4,209","3,849","3,198","2,185","3,109","1,166","4,234","5,968","4,451","3,052","29,584","9,535","4,846","6,927","4,274"
2020년07월_계_0~9세,"5,805",404,105,105,69,68,68,18,131,273,78,83,"2,708",686,182,565,262
2020년07월_계_10~19세,"6,691",481,150,170,90,87,88,33,154,232,140,93,"2,990",933,277,565,208
2020년07월_계_20~29세,"10,201",972,330,232,181,106,176,65,269,975,269,208,"3,552","1,244",498,702,422
2020년07월_계_30~39세,"9,453",794,299,224,179,97,166,49,237,469,254,193,"3,748","1,033",396,845,470
2020년07월_계_40~49세,"12,856","1,300",373,345,283,169,254,61,405,511,417,261,"4,865","1,461",567,"1,068",516
2020년07월_계_50~59세,"18,292","2,277",804,662,578,404,593,261,702,895,799,562,"5,242","1,677",903,"1,130",803
2020년07월_계_60~69세,"18,145","2,237",998,938,756,539,800,281,961,"1,108","1,072",819,"3,670","1,261",958,994,753
2020년07월_계_70~79세,"12,423","1,589",711,705,629,388,573,217,848,924,850,500,"1,783",808,678,706,514
2020년07월_계_80~89세,"6,842",795,382,421,390,292,344,159,465,524,506,296,931,386,349,323,279
2020년07월_계_90~99세,765,76,54,46,43,34,41,21,61,54,63,36,90,41,37,22,46
2020년07월_계_100세 이상,42,3,3,1,0,1,6,1,1,3,3,1,5,5,1,7,1
2020년07월_남_총인구수,"51,550","5,735","2,183","1,888","1,666","1,079","1,571",584,"2,152","3,297","2,291","1,598","14,603","4,750","2,387","3,449","2,317"
2020년07월_남_연령구간인구수,"51,550","5,735","2,183","1,888","1,666","1,079","1,571",584,"2,152","3,297","2,291","1,598","14,603","4,750","2,387","3,449","2,317"
2020년07월_남_0~9세,"2,930",210,54,59,38,40,29,11,67,146,36,45,"1,353",342,91,272,137
2020년07월_남_10~19세,"3,590",280,83,83,55,46,52,15,86,124,77,43,"1,597",486,143,313,107
2020년07월_남_20~29세,"6,030",555,197,146,126,61,99,38,166,774,161,125,"1,987",676,270,383,266
2020년07월_남_30~39세,"5,167",444,187,128,103,56,101,25,129,267,157,120,"1,970",539,221,436,284
2020년07월_남_40~49세,"7,057",760,242,192,180,100,162,36,249,322,253,172,"2,406",773,326,565,319
2020년07월_남_50~59세,"9,754","1,324",428,365,348,219,339,142,393,468,460,336,"2,572",820,481,572,487
2020년07월_남_60~69세,"9,066","1,149",509,465,411,279,395,160,472,586,560,420,"1,715",641,451,478,375
2020년07월_남_70~79세,"5,509",723,341,302,273,177,268,94,395,416,401,229,726,333,294,297,240
2020년07월_남_80~89세,"2,243",269,127,138,121,96,115,58,172,179,173,99,252,133,100,118,93
2020년07월_남_90~99세,191,20,14,10,11,5,10,5,23,14,12,8,24,6,10,10,9
2020년07월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년07월_여_총인구수,"49,965","5,193","2,026","1,961","1,532","1,106","1,538",582,"2,082","2,671","2,160","1,454","14,981","4,785","2,459","3,478","1,957"
2020년07월_여_연령구간인구수,"49,965","5,193","2,026","1,961","1,532","1,106","1,538",582,"2,082","2,671","2,160","1,454","14,981","4,785","2,459","3,478","1,957"
2020년07월_여_0~9세,"2,875",194,51,46,31,28,39,7,64,127,42,38,"1,355",344,91,293,125
2020년07월_여_10~19세,"3,101",201,67,87,35,41,36,18,68,108,63,50,"1,393",447,134,252,101
2020년07월_여_20~29세,"4,171",417,133,86,55,45,77,27,103,201,108,83,"1,565",568,228,319,156
2020년07월_여_30~39세,"4,286",350,112,96,76,41,65,24,108,202,97,73,"1,778",494,175,409,186
2020년07월_여_40~49세,"5,799",540,131,153,103,69,92,25,156,189,164,89,"2,459",688,241,503,197
2020년07월_여_50~59세,"8,538",953,376,297,230,185,254,119,309,427,339,226,"2,670",857,422,558,316
2020년07월_여_60~69세,"9,079","1,088",489,473,345,260,405,121,489,522,512,399,"1,955",620,507,516,378
2020년07월_여_70~79세,"6,914",866,370,403,356,211,305,123,453,508,449,271,"1,057",475,384,409,274
2020년07월_여_80~89세,"4,599",526,255,283,269,196,229,101,293,345,333,197,679,253,249,205,186
2020년07월_여_90~99세,574,56,40,36,32,29,31,16,38,40,51,28,66,35,27,12,37
2020년07월_여_100세 이상,29,2,2,1,0,1,5,1,1,2,2,0,4,4,1,2,1
2020년08월_계_총인구수,"101,523","10,915","4,213","3,854","3,195","2,192","3,112","1,168","4,224","5,947","4,452","3,059","29,574","9,584","4,821","6,957","4,256"
2020년08월_계_연령구간인구수,"101,523","10,915","4,213","3,854","3,195","2,192","3,112","1,168","4,224","5,947","4,452","3,059","29,574","9,584","4,821","6,957","4,256"
2020년08월_계_0~9세,"5,811",402,112,108,69,64,69,19,125,268,82,85,"2,702",693,181,576,256
2020년08월_계_10~19세,"6,655",480,152,166,89,82,83,33,153,229,139,90,"2,982",933,273,567,204
2020년08월_계_20~29세,"10,155",975,325,233,178,110,180,66,267,944,264,211,"3,542","1,248",487,705,420
2020년08월_계_30~39세,"9,426",791,298,224,179,97,167,48,230,473,250,192,"3,744","1,038",394,841,460
2020년08월_계_40~49세,"12,843","1,289",381,349,288,173,250,63,403,504,413,262,"4,856","1,466",553,"1,069",524
2020년08월_계_50~59세,"18,282","2,269",791,656,571,406,593,263,705,898,796,561,"5,252","1,689",901,"1,133",798
2020년08월_계_60~69세,"18,224","2,245","1,004",940,757,544,807,279,959,"1,127","1,083",819,"3,680","1,261",962,"1,004",753
2020년08월_계_70~79세,"12,445","1,585",713,708,627,388,573,215,848,925,850,506,"1,786",821,679,705,516
2020년08월_계_80~89세,"6,860",798,382,420,393,291,344,160,470,521,509,296,930,386,352,327,281
2020년08월_계_90~99세,780,78,52,49,44,36,40,21,63,55,63,36,95,44,38,23,43
2020년08월_계_100세 이상,42,3,3,1,0,1,6,1,1,3,3,1,5,5,1,7,1
2020년08월_남_총인구수,"51,571","5,732","2,196","1,893","1,666","1,086","1,574",587,"2,148","3,276","2,292","1,607","14,612","4,760","2,372","3,464","2,306"
2020년08월_남_연령구간인구수,"51,571","5,732","2,196","1,893","1,666","1,086","1,574",587,"2,148","3,276","2,292","1,607","14,612","4,760","2,372","3,464","2,306"
2020년08월_남_0~9세,"2,932",207,61,61,38,39,29,12,62,143,37,46,"1,353",345,91,274,134
2020년08월_남_10~19세,"3,565",279,84,80,54,43,49,15,87,122,76,41,"1,592",477,143,317,106
2020년08월_남_20~29세,"6,002",563,196,146,126,62,104,38,163,744,158,127,"1,990",677,261,384,263
2020년08월_남_30~39세,"5,165",451,188,128,102,56,101,27,127,271,155,119,"1,968",543,220,433,276
2020년08월_남_40~49세,"7,054",752,247,195,183,102,158,37,247,315,252,175,"2,405",775,318,569,324
2020년08월_남_50~59세,"9,755","1,322",425,361,347,221,337,142,397,476,454,338,"2,580",817,479,577,482
2020년08월_남_60~69세,"9,104","1,140",510,471,408,283,402,161,473,598,570,419,"1,718",643,452,479,377
2020년08월_남_70~79세,"5,545",724,345,304,276,177,267,92,396,417,406,233,732,340,296,297,243
2020년08월_남_80~89세,"2,242",271,125,137,120,98,115,58,173,175,172,100,251,135,102,119,91
2020년08월_남_90~99세,194,22,14,10,12,5,11,5,23,14,11,8,22,7,10,10,10
2020년08월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년08월_여_총인구수,"49,952","5,183","2,017","1,961","1,529","1,106","1,538",581,"2,076","2,671","2,160","1,452","14,962","4,824","2,449","3,493","1,950"
2020년08월_여_연령구간인구수,"49,952","5,183","2,017","1,961","1,529","1,106","1,538",581,"2,076","2,671","2,160","1,452","14,962","4,824","2,449","3,493","1,950"
2020년08월_여_0~9세,"2,879",195,51,47,31,25,40,7,63,125,45,39,"1,349",348,90,302,122
2020년08월_여_10~19세,"3,090",201,68,86,35,39,34,18,66,107,63,49,"1,390",456,130,250,98
2020년08월_여_20~29세,"4,153",412,129,87,52,48,76,28,104,200,106,84,"1,552",571,226,321,157
2020년08월_여_30~39세,"4,261",340,110,96,77,41,66,21,103,202,95,73,"1,776",495,174,408,184
2020년08월_여_40~49세,"5,789",537,134,154,105,71,92,26,156,189,161,87,"2,451",691,235,500,200
2020년08월_여_50~59세,"8,527",947,366,295,224,185,256,121,308,422,342,223,"2,672",872,422,556,316
2020년08월_여_60~69세,"9,120","1,105",494,469,349,261,405,118,486,529,513,400,"1,962",618,510,525,376
2020년08월_여_70~79세,"6,900",861,368,404,351,211,306,123,452,508,444,273,"1,054",481,383,408,273
2020년08월_여_80~89세,"4,618",527,257,283,273,193,229,102,297,346,337,196,679,251,250,208,190
2020년08월_여_90~99세,586,56,38,39,32,31,29,16,40,41,52,28,73,37,28,13,33
2020년08월_여_100세 이상,29,2,2,1,0,1,5,1,1,2,2,0,4,4,1,2,1
