카테고리,충청남도 청양군,충청남도 청양군 청양읍,충청남도 청양군 운곡면,충청남도 청양군 대치면,충청남도 청양군 정산면,충청남도 청양군 목면,충청남도 청양군 청남면,충청남도 청양군 장평면,충청남도 청양군 남양면,충청남도 청양군 화성면,충청남도 청양군 비봉면
2020년09월_남_80~89세,"1,181",219,110,105,121,76,78,120,144,114,94
2020년09월_남_90~99세,121,25,11,10,19,8,9,9,8,15,7
2020년09월_남_100세 이상,4,3,0,0,0,0,1,0,0,0,0
2020년09월_여_총인구수,"15,210","4,942","1,086","1,070","1,714",731,938,"1,176","1,378","1,102","1,073"
2020년09월_여_연령구간인구수,"15,210","4,942","1,086","1,070","1,714",731,938,"1,176","1,378","1,102","1,073"
2020년09월_여_0~9세,635,327,26,43,67,13,27,39,41,29,23
2020년09월_여_10~19세,954,470,40,32,125,36,50,60,42,54,45
2020년09월_여_20~29세,"1,101",522,69,60,122,41,45,66,76,54,46
2020년09월_여_30~39세,888,440,39,43,107,29,39,42,53,47,49
2020년09월_여_40~49세,"1,318",599,78,79,184,47,59,64,87,59,62
2020년09월_여_50~59세,"2,416",796,166,180,276,139,131,171,206,172,179
2020년09월_여_60~69세,"2,940",782,213,240,315,137,205,258,290,256,244
2020년09월_여_70~79세,"2,499",524,211,188,278,138,195,265,280,211,209
2020년09월_여_80~89세,"2,126",401,217,183,214,131,162,182,265,189,182
2020년09월_여_90~99세,319,78,27,21,24,20,24,26,38,30,31
2020년09월_여_100세 이상,14,3,0,1,2,0,1,3,0,1,3
2020년10월_계_총인구수,"30,823","9,949","2,166","2,257","3,577","1,521","1,925","2,355","2,746","2,213","2,114"
2020년10월_계_연령구간인구수,"30,823","9,949","2,166","2,257","3,577","1,521","1,925","2,355","2,746","2,213","2,114"
2020년10월_계_0~9세,"1,285",653,53,80,147,34,53,80,82,57,46
2020년10월_계_10~19세,"2,048",970,93,86,276,81,112,115,100,110,105
2020년10월_계_20~29세,"2,622","1,246",154,154,314,93,116,128,176,127,114
2020년10월_계_30~39세,"2,079",905,106,118,268,75,104,118,138,122,125
2020년10월_계_40~49세,"3,120","1,250",178,217,413,125,173,205,226,168,165
2020년10월_계_50~59세,"5,292","1,676",366,414,614,314,312,385,473,355,383
2020년10월_계_60~69세,"6,070","1,535",463,526,657,318,424,523,598,523,503
2020년10월_계_70~79세,"4,538",983,385,344,505,244,354,461,502,402,358
2020년10월_계_80~89세,"3,310",622,331,288,338,206,242,303,406,302,272
2020년10월_계_90~99세,440,102,37,29,43,31,33,35,45,46,39
2020년10월_계_100세 이상,19,7,0,1,2,0,2,2,0,1,4
2020년10월_남_총인구수,"15,616","4,995","1,077","1,189","1,855",793,988,"1,188","1,371","1,116","1,044"
2020년10월_남_연령구간인구수,"15,616","4,995","1,077","1,189","1,855",793,988,"1,188","1,371","1,116","1,044"
2020년10월_남_0~9세,654,332,27,36,78,22,26,41,42,27,23
2020년10월_남_10~19세,"1,078",484,55,53,150,45,62,55,57,57,60
2020년10월_남_20~29세,"1,514",717,86,93,193,51,70,63,100,74,67
2020년10월_남_30~39세,"1,193",469,64,75,160,47,65,74,86,77,76
2020년10월_남_40~49세,"1,824",660,101,140,231,78,114,144,142,109,105
2020년10월_남_50~59세,"2,885",881,199,238,333,176,180,217,270,187,204
2020년10월_남_60~69세,"3,109",745,245,281,344,179,222,265,304,265,259
2020년10월_남_70~79세,"2,047",459,176,158,224,110,160,199,220,192,149
2020년10월_남_80~89세,"1,184",220,113,105,123,76,79,121,142,112,93
2020년10월_남_90~99세,123,24,11,10,19,9,9,9,8,16,8
2020년10월_남_100세 이상,5,4,0,0,0,0,1,0,0,0,0
2020년10월_여_총인구수,"15,207","4,954","1,089","1,068","1,722",728,937,"1,167","1,375","1,097","1,070"
2020년10월_여_연령구간인구수,"15,207","4,954","1,089","1,068","1,722",728,937,"1,167","1,375","1,097","1,070"
2020년10월_여_0~9세,631,321,26,44,69,12,27,39,40,30,23
2020년10월_여_10~19세,970,486,38,33,126,36,50,60,43,53,45
2020년10월_여_20~29세,"1,108",529,68,61,121,42,46,65,76,53,47
2020년10월_여_30~39세,886,436,42,43,108,28,39,44,52,45,49
2020년10월_여_40~49세,"1,296",590,77,77,182,47,59,61,84,59,60
2020년10월_여_50~59세,"2,407",795,167,176,281,138,132,168,203,168,179
2020년10월_여_60~69세,"2,961",790,218,245,313,139,202,258,294,258,244
2020년10월_여_70~79세,"2,491",524,209,186,281,134,194,262,282,210,209
2020년10월_여_80~89세,"2,126",402,218,183,215,130,163,182,264,190,179
2020년10월_여_90~99세,317,78,26,19,24,22,24,26,37,30,31
2020년10월_여_100세 이상,14,3,0,1,2,0,1,2,0,1,4
2020년11월_계_총인구수,"30,816","9,965","2,160","2,266","3,575","1,518","1,930","2,336","2,744","2,206","2,116"
2020년11월_계_연령구간인구수,"30,816","9,965","2,160","2,266","3,575","1,518","1,930","2,336","2,744","2,206","2,116"
2020년11월_계_0~9세,"1,269",641,53,78,148,33,53,79,83,56,45
2020년11월_계_10~19세,"2,063","1,000",91,85,273,80,109,110,102,109,104
2020년11월_계_20~29세,"2,610","1,234",155,155,313,90,118,128,171,129,117
2020년11월_계_30~39세,"2,073",905,106,121,268,70,105,114,139,121,124
2020년11월_계_40~49세,"3,102","1,246",176,212,411,127,171,200,226,170,163
2020년11월_계_50~59세,"5,290","1,681",366,424,612,316,313,378,470,348,382
2020년11월_계_60~69세,"6,104","1,531",465,530,663,323,431,525,605,524,507
2020년11월_계_70~79세,"4,536",992,381,342,507,243,351,459,499,402,360
2020년11월_계_80~89세,"3,303",623,330,289,333,204,243,306,404,300,271
2020년11월_계_90~99세,447,105,37,29,45,32,34,35,45,46,39
2020년11월_계_100세 이상,19,7,0,1,2,0,2,2,0,1,4
2020년11월_남_총인구수,"15,624","5,015","1,075","1,192","1,851",794,993,"1,180","1,367","1,113","1,044"
2020년11월_남_연령구간인구수,"15,624","5,015","1,075","1,192","1,851",794,993,"1,180","1,367","1,113","1,044"
2020년11월_남_0~9세,644,324,27,36,77,21,25,42,42,27,23
2020년11월_남_10~19세,"1,097",514,53,53,146,45,61,53,58,55,59
2020년11월_남_20~29세,"1,510",709,90,93,193,50,71,62,98,76,68
2020년11월_남_30~39세,"1,190",471,64,76,161,42,66,72,86,77,75
2020년11월_남_40~49세,"1,810",655,99,137,230,81,114,141,141,109,103
2020년11월_남_50~59세,"2,896",886,201,243,333,179,181,215,269,186,203
2020년11월_남_60~69세,"3,115",742,245,281,345,181,227,264,305,264,261
2020년11월_남_70~79세,"2,049",463,171,160,228,109,159,198,218,192,151
2020년11월_남_80~89세,"1,180",220,114,103,117,77,79,124,142,111,93
2020년11월_남_90~99세,128,27,11,10,21,9,9,9,8,16,8
2020년11월_남_100세 이상,5,4,0,0,0,0,1,0,0,0,0
2020년11월_여_총인구수,"15,192","4,950","1,085","1,074","1,724",724,937,"1,156","1,377","1,093","1,072"
2020년11월_여_연령구간인구수,"15,192","4,950","1,085","1,074","1,724",724,937,"1,156","1,377","1,093","1,072"
2020년11월_여_0~9세,625,317,26,42,71,12,28,37,41,29,22
2020년11월_여_10~19세,966,486,38,32,127,35,48,57,44,54,45
2020년11월_여_20~29세,"1,100",525,65,62,120,40,47,66,73,53,49
2020년11월_여_30~39세,883,434,42,45,107,28,39,42,53,44,49
2020년11월_여_40~49세,"1,292",591,77,75,181,46,57,59,85,61,60
2020년11월_여_50~59세,"2,394",795,165,181,279,137,132,163,201,162,179
2020년11월_여_60~69세,"2,989",789,220,249,318,142,204,261,300,260,246
2020년11월_여_70~79세,"2,487",529,210,182,279,134,192,261,281,210,209
2020년11월_여_80~89세,"2,123",403,216,186,216,127,164,182,262,189,178
2020년11월_여_90~99세,319,78,26,19,24,23,25,26,37,30,31
2020년11월_여_100세 이상,14,3,0,1,2,0,1,2,0,1,4
2020년12월_계_총인구수,"30,948","10,023","2,162","2,276","3,598","1,532","1,927","2,335","2,767","2,200","2,128"
2020년12월_계_연령구간인구수,"30,948","10,023","2,162","2,276","3,598","1,532","1,927","2,335","2,767","2,200","2,128"
2020년12월_계_0~9세,"1,269",647,54,77,146,37,52,78,82,51,45
2020년12월_계_10~19세,"2,056",997,90,86,267,84,107,109,101,109,106
2020년12월_계_20~29세,"2,657","1,252",156,157,325,92,123,136,176,129,111
2020년12월_계_30~39세,"2,087",914,106,125,266,72,105,115,140,122,122
2020년12월_계_40~49세,"3,120","1,254",177,213,413,131,169,196,227,170,170
2020년12월_계_50~59세,"5,312","1,687",362,431,619,311,306,376,490,345,385
2020년12월_계_60~69세,"6,159","1,552",468,530,676,325,436,523,606,528,515
2020년12월_계_70~79세,"4,514",989,381,339,506,244,348,454,497,399,357
2020년12월_계_80~89세,"3,304",617,331,288,335,202,245,310,403,299,274
2020년12월_계_90~99세,451,107,37,29,43,34,34,36,45,47,39
2020년12월_계_100세 이상,19,7,0,1,2,0,2,2,0,1,4
2020년12월_남_총인구수,"15,691","5,035","1,080","1,197","1,868",800,991,"1,181","1,374","1,114","1,051"
2020년12월_남_연령구간인구수,"15,691","5,035","1,080","1,197","1,868",800,991,"1,181","1,374","1,114","1,051"
2020년12월_남_0~9세,648,326,28,36,76,24,25,41,43,26,23
2020년12월_남_10~19세,"1,093",509,53,52,146,49,59,52,58,55,60
2020년12월_남_20~29세,"1,539",721,91,95,201,51,73,66,97,78,66
2020년12월_남_30~39세,"1,198",474,64,81,160,41,65,74,89,78,72
2020년12월_남_40~49세,"1,818",655,101,136,234,85,114,138,138,111,106
2020년12월_남_50~59세,"2,899",886,199,246,331,176,179,215,279,183,205
2020년12월_남_60~69세,"3,145",750,248,277,357,180,229,263,305,267,269
2020년12월_남_70~79세,"2,043",467,171,163,225,110,156,197,217,190,147
2020년12월_남_80~89세,"1,176",216,115,102,118,74,81,125,140,110,95
2020년12월_남_90~99세,127,27,10,9,20,10,9,10,8,16,8
2020년12월_남_100세 이상,5,4,0,0,0,0,1,0,0,0,0
2020년12월_여_총인구수,"15,257","4,988","1,082","1,079","1,730",732,936,"1,154","1,393","1,086","1,077"
2020년12월_여_연령구간인구수,"15,257","4,988","1,082","1,079","1,730",732,936,"1,154","1,393","1,086","1,077"
2020년12월_여_0~9세,621,321,26,41,70,13,27,37,39,25,22
2020년12월_여_10~19세,963,488,37,34,121,35,48,57,43,54,46
2020년12월_여_20~29세,"1,118",531,65,62,124,41,50,70,79,51,45
2020년12월_여_30~39세,889,440,42,44,106,31,40,41,51,44,50
2020년12월_여_40~49세,"1,302",599,76,77,179,46,55,58,89,59,64
2020년12월_여_50~59세,"2,413",801,163,185,288,135,127,161,211,162,180
2020년12월_여_60~69세,"3,014",802,220,253,319,145,207,260,301,261,246
2020년12월_여_70~79세,"2,471",522,210,176,281,134,192,257,280,209,210
2020년12월_여_80~89세,"2,128",401,216,186,217,128,164,185,263,189,179
2020년12월_여_90~99세,324,80,27,20,23,24,25,26,37,31,31
2020년12월_여_100세 이상,14,3,0,1,2,0,1,2,0,1,4
2021년01월_계_총인구수,"30,840","9,991","2,156","2,249","3,587","1,540","1,918","2,327","2,752","2,200","2,120"
2021년01월_계_연령구간인구수,"30,840","9,991","2,156","2,249","3,587","1,540","1,918","2,327","2,752","2,200","2,120"
2021년01월_계_0~9세,"1,259",637,56,74,147,40,53,76,81,51,44
2021년01월_계_10~19세,"2,018",972,88,83,260,85,106,110,100,109,105
2021년01월_계_20~29세,"2,617","1,245",152,149,324,88,120,133,172,125,109
2021년01월_계_30~39세,"2,087",927,109,114,265,75,101,114,136,125,121
2021년01월_계_40~49세,"3,100","1,247",176,217,410,131,169,193,222,167,168
2021년01월_계_50~59세,"5,257","1,671",359,429,610,308,305,369,484,345,377
2021년01월_계_60~69세,"6,199","1,567",468,529,685,331,435,528,609,530,517
2021년01월_계_70~79세,"4,521",994,380,340,504,246,347,455,499,398,358
2021년01월_계_80~89세,"3,310",617,332,281,337,202,245,310,405,303,278
2021년01월_계_90~99세,453,107,36,32,43,34,35,37,44,46,39
2021년01월_계_100세 이상,19,7,0,1,2,0,2,2,0,1,4
2021년01월_남_총인구수,"15,632","5,017","1,078","1,182","1,865",808,986,"1,177","1,365","1,111","1,043"
2021년01월_남_연령구간인구수,"15,632","5,017","1,078","1,182","1,865",808,986,"1,177","1,365","1,111","1,043"
2021년01월_남_0~9세,643,322,30,36,75,27,25,40,41,26,21
2021년01월_남_10~19세,"1,067",491,51,49,144,50,58,53,57,55,59
2021년01월_남_20~29세,"1,518",716,88,89,201,52,71,66,94,75,66
2021년01월_남_30~39세,"1,197",484,65,74,159,42,61,74,87,79,72
2021년01월_남_40~49세,"1,816",658,101,139,234,84,114,134,137,111,104
2021년01월_남_50~59세,"2,864",873,197,246,325,178,180,212,272,182,199
2021년01월_남_60~69세,"3,159",755,248,274,363,181,227,265,309,266,271
2021년01월_남_70~79세,"2,053",472,170,166,225,110,156,198,219,187,150
2021년01월_남_80~89세,"1,183",215,118,100,119,74,83,125,141,115,93
2021년01월_남_90~99세,127,27,10,9,20,10,10,10,8,15,8
2021년01월_남_100세 이상,5,4,0,0,0,0,1,0,0,0,0
2021년01월_여_총인구수,"15,208","4,974","1,078","1,067","1,722",732,932,"1,150","1,387","1,089","1,077"
2021년01월_여_연령구간인구수,"15,208","4,974","1,078","1,067","1,722",732,932,"1,150","1,387","1,089","1,077"
2021년01월_여_0~9세,616,315,26,38,72,13,28,36,40,25,23
2021년01월_여_10~19세,951,481,37,34,116,35,48,57,43,54,46
2021년01월_여_20~29세,"1,099",529,64,60,123,36,49,67,78,50,43
2021년01월_여_30~39세,890,443,44,40,106,33,40,40,49,46,49
2021년01월_여_40~49세,"1,284",589,75,78,176,47,55,59,85,56,64
2021년01월_여_50~59세,"2,393",798,162,183,285,130,125,157,212,163,178
2021년01월_여_60~69세,"3,040",812,220,255,322,150,208,263,300,264,246
2021년01월_여_70~79세,"2,468",522,210,174,279,136,191,257,280,211,208
2021년01월_여_80~89세,"2,127",402,214,181,218,128,162,185,264,188,185
2021년01월_여_90~99세,326,80,26,23,23,24,25,27,36,31,31
2021년01월_여_100세 이상,14,3,0,1,2,0,1,2,0,1,4
2021년02월_계_총인구수,"30,750","9,948","2,140","2,250","3,572","1,533","1,914","2,322","2,747","2,207","2,117"
2021년02월_계_연령구간인구수,"30,750","9,948","2,140","2,250","3,572","1,533","1,914","2,322","2,747","2,207","2,117"
2021년02월_계_0~9세,"1,248",631,53,72,145,40,51,76,81,54,45
2021년02월_계_10~19세,"2,005",962,87,85,258,85,107,110,98,111,102
2021년02월_계_20~29세,"2,569","1,211",147,150,318,85,117,132,173,125,111
2021년02월_계_30~39세,"2,070",930,102,114,264,75,99,108,137,122,119
2021년02월_계_40~49세,"3,087","1,241",176,219,407,130,167,195,217,170,165
2021년02월_계_50~59세,"5,234","1,667",355,427,611,305,311,368,477,339,374
2021년02월_계_60~69세,"6,229","1,578",471,525,686,331,435,531,614,537,521
2021년02월_계_70~79세,"4,511",996,381,344,502,242,343,456,493,395,359
2021년02월_계_80~89세,"3,325",620,330,277,337,207,248,310,413,305,278
2021년02월_계_90~99세,453,105,38,36,42,33,34,34,44,48,39
2021년02월_계_100세 이상,19,7,0,1,2,0,2,2,0,1,4
2021년02월_남_총인구수,"15,572","4,990","1,070","1,184","1,855",804,986,"1,175","1,361","1,110","1,037"
2021년02월_남_연령구간인구수,"15,572","4,990","1,070","1,184","1,855",804,986,"1,175","1,361","1,110","1,037"
2021년02월_남_0~9세,636,321,28,36,74,27,23,39,41,27,20
2021년02월_남_10~19세,"1,059",485,52,49,142,51,58,54,56,55,57
2021년02월_남_20~29세,"1,489",696,85,90,196,49,71,65,94,76,67
2021년02월_남_30~39세,"1,181",486,62,73,159,41,61,68,86,76,69
2021년02월_남_40~49세,"1,802",646,100,139,234,83,114,140,133,111,102
2021년02월_남_50~59세,"2,859",878,194,246,325,177,183,210,271,178,197
2021년02월_남_60~69세,"3,183",761,250,273,364,182,227,268,314,270,274
2021년02월_남_70~79세,"2,047",471,171,169,223,106,155,198,214,187,153
2021년02월_남_80~89세,"1,186",215,118,99,119,78,83,125,144,115,90
2021년02월_남_90~99세,125,27,10,10,19,10,10,8,8,15,8
2021년02월_남_100세 이상,5,4,0,0,0,0,1,0,0,0,0
2021년02월_여_총인구수,"15,178","4,958","1,070","1,066","1,717",729,928,"1,147","1,386","1,097","1,080"
2021년02월_여_연령구간인구수,"15,178","4,958","1,070","1,066","1,717",729,928,"1,147","1,386","1,097","1,080"
2021년02월_여_0~9세,612,310,25,36,71,13,28,37,40,27,25
2021년02월_여_10~19세,946,477,35,36,116,34,49,56,42,56,45
2021년02월_여_20~29세,"1,080",515,62,60,122,36,46,67,79,49,44
2021년02월_여_30~39세,889,444,40,41,105,34,38,40,51,46,50
2021년02월_여_40~49세,"1,285",595,76,80,173,47,53,55,84,59,63
2021년02월_여_50~59세,"2,375",789,161,181,286,128,128,158,206,161,177
2021년02월_여_60~69세,"3,046",817,221,252,322,149,208,263,300,267,247
2021년02월_여_70~79세,"2,464",525,210,175,279,136,188,258,279,208,206
2021년02월_여_80~89세,"2,139",405,212,178,218,129,165,185,269,190,188
2021년02월_여_90~99세,328,78,28,26,23,23,24,26,36,33,31
2021년02월_여_100세 이상,14,3,0,1,2,0,1,2,0,1,4
2021년03월_계_총인구수,"30,625","9,974","2,138","2,232","3,541","1,516","1,903","2,297","2,737","2,189","2,098"
2021년03월_계_연령구간인구수,"30,625","9,974","2,138","2,232","3,541","1,516","1,903","2,297","2,737","2,189","2,098"
2021년03월_계_0~9세,"1,241",634,53,69,146,40,48,73,81,52,45
2021년03월_계_10~19세,"1,999",963,91,85,254,86,103,105,101,113,98
2021년03월_계_20~29세,"2,548","1,220",145,149,321,79,113,127,163,121,110
2021년03월_계_30~39세,"2,050",928,98,112,262,72,102,104,134,119,119
2021년03월_계_40~49세,"3,049","1,239",178,214,392,128,164,192,212,169,161
2021년03월_계_50~59세,"5,192","1,673",356,421,606,299,304,363,473,327,370
2021년03월_계_60~69세,"6,260","1,583",471,525,686,335,443,534,621,537,525
2021년03월_계_70~79세,"4,494","1,000",377,345,498,239,340,454,489,396,356
2021년03월_계_80~89세,"3,335",628,329,275,333,205,252,311,419,307,276
2021년03월_계_90~99세,450,104,40,36,43,33,33,34,44,47,36
2021년03월_계_100세 이상,7,2,0,1,0,0,1,0,0,1,2
2021년03월_남_총인구수,"15,544","5,008","1,073","1,174","1,847",800,980,"1,164","1,364","1,102","1,032"
2021년03월_남_연령구간인구수,"15,544","5,008","1,073","1,174","1,847",800,980,"1,164","1,364","1,102","1,032"
2021년03월_남_0~9세,634,324,27,36,74,28,21,37,41,26,20
2021년03월_남_10~19세,"1,054",483,55,47,141,51,56,52,58,56,55
2021년03월_남_20~29세,"1,486",702,85,89,199,47,67,62,93,75,67
2021년03월_남_30~39세,"1,164",483,59,71,158,38,62,66,85,73,69
2021년03월_남_40~49세,"1,787",649,101,136,225,82,113,138,128,113,102
2021년03월_남_50~59세,"2,846",884,194,242,326,175,181,209,271,168,196
2021년03월_남_60~69세,"3,206",761,254,275,366,186,232,269,319,271,273
2021년03월_남_70~79세,"2,048",478,168,169,220,105,154,198,213,189,154
2021년03월_남_80~89세,"1,191",215,120,98,118,78,83,125,148,116,90
2021년03월_남_90~99세,126,28,10,11,20,10,10,8,8,15,6
2021년03월_남_100세 이상,2,1,0,0,0,0,1,0,0,0,0
2021년03월_여_총인구수,"15,081","4,966","1,065","1,058","1,694",716,923,"1,133","1,373","1,087","1,066"
2021년03월_여_연령구간인구수,"15,081","4,966","1,065","1,058","1,694",716,923,"1,133","1,373","1,087","1,066"
2021년03월_여_0~9세,607,310,26,33,72,12,27,36,40,26,25
2021년03월_여_10~19세,945,480,36,38,113,35,47,53,43,57,43
2021년03월_여_20~29세,"1,062",518,60,60,122,32,46,65,70,46,43
2021년03월_여_30~39세,886,445,39,41,104,34,40,38,49,46,50
2021년03월_여_40~49세,"1,262",590,77,78,167,46,51,54,84,56,59
2021년03월_여_50~59세,"2,346",789,162,179,280,124,123,154,202,159,174
2021년03월_여_60~69세,"3,054",822,217,250,320,149,211,265,302,266,252
2021년03월_여_70~79세,"2,446",522,209,176,278,134,186,256,276,207,202
2021년03월_여_80~89세,"2,144",413,209,177,215,127,169,186,271,191,186
2021년03월_여_90~99세,324,76,30,25,23,23,23,26,36,32,30
2021년03월_여_100세 이상,5,1,0,1,0,0,0,0,0,1,2
2021년04월_계_총인구수,"30,658","10,006","2,134","2,220","3,560","1,514","1,907","2,300","2,736","2,182","2,099"
2021년04월_계_연령구간인구수,"30,658","10,006","2,134","2,220","3,560","1,514","1,907","2,300","2,736","2,182","2,099"
2021년04월_계_0~9세,"1,231",626,54,69,145,40,49,72,80,51,45
2021년04월_계_10~19세,"2,040","1,005",89,84,259,85,102,103,104,110,99
2021년04월_계_20~29세,"2,539","1,217",145,145,327,78,111,130,161,116,109
2021년04월_계_30~39세,"2,022",914,96,108,262,70,102,97,136,120,117
2021년04월_계_40~49세,"3,048","1,236",172,215,399,128,165,195,209,168,161
2021년04월_계_50~59세,"5,168","1,668",353,415,610,298,303,359,468,323,371
2021년04월_계_60~69세,"6,316","1,602",478,527,682,342,451,542,624,540,528
2021년04월_계_70~79세,"4,491","1,000",371,345,501,238,335,456,492,398,355
2021년04월_계_80~89세,"3,342",631,336,273,334,204,252,311,416,308,277
2021년04월_계_90~99세,454,105,40,38,41,31,36,35,46,47,35
2021년04월_계_100세 이상,7,2,0,1,0,0,1,0,0,1,2
2021년04월_남_총인구수,"15,569","5,028","1,071","1,168","1,865",800,984,"1,161","1,362","1,100","1,030"
2021년04월_남_연령구간인구수,"15,569","5,028","1,071","1,168","1,865",800,984,"1,161","1,362","1,100","1,030"
2021년04월_남_0~9세,626,320,28,36,73,27,21,36,39,26,20
2021년04월_남_10~19세,"1,073",505,55,46,143,50,56,48,60,54,56
2021년04월_남_20~29세,"1,493",704,85,87,209,48,66,65,91,72,66
2021년04월_남_30~39세,"1,144",476,57,68,158,38,62,60,85,74,66
2021년04월_남_40~49세,"1,779",646,96,137,229,80,113,140,125,111,102
2021년04월_남_50~59세,"2,837",880,193,240,329,176,180,208,269,166,196
2021년04월_남_60~69세,"3,242",771,258,277,362,192,237,273,325,273,274
2021년04월_남_70~79세,"2,053",482,167,168,224,103,152,198,213,193,153
2021년04월_남_80~89세,"1,194",215,122,97,119,77,85,124,147,116,92
2021년04월_남_90~99세,126,28,10,12,19,9,11,9,8,15,5
2021년04월_남_100세 이상,2,1,0,0,0,0,1,0,0,0,0
2021년04월_여_총인구수,"15,089","4,978","1,063","1,052","1,695",714,923,"1,139","1,374","1,082","1,069"
2021년04월_여_연령구간인구수,"15,089","4,978","1,063","1,052","1,695",714,923,"1,139","1,374","1,082","1,069"
2021년04월_여_0~9세,605,306,26,33,72,13,28,36,41,25,25
2021년04월_여_10~19세,967,500,34,38,116,35,46,55,44,56,43
2021년04월_여_20~29세,"1,046",513,60,58,118,30,45,65,70,44,43
2021년04월_여_30~39세,878,438,39,40,104,32,40,37,51,46,51
2021년04월_여_40~49세,"1,269",590,76,78,170,48,52,55,84,57,59
2021년04월_여_50~59세,"2,331",788,160,175,281,122,123,151,199,157,175
2021년04월_여_60~69세,"3,074",831,220,250,320,150,214,269,299,267,254
2021년04월_여_70~79세,"2,438",518,204,177,277,135,183,258,279,205,202
2021년04월_여_80~89세,"2,148",416,214,176,215,127,167,187,269,192,185
2021년04월_여_90~99세,328,77,30,26,22,22,25,26,38,32,30
2021년04월_여_100세 이상,5,1,0,1,0,0,0,0,0,1,2
2021년05월_계_총인구수,"30,590","9,956","2,118","2,222","3,574","1,517","1,908","2,297","2,725","2,185","2,088"
2021년05월_계_연령구간인구수,"30,590","9,956","2,118","2,222","3,574","1,517","1,908","2,297","2,725","2,185","2,088"
2021년05월_계_0~9세,"1,219",624,52,69,143,39,49,71,75,49,48
2021년05월_계_10~19세,"2,015",992,88,84,257,85,102,104,100,106,97
2021년05월_계_20~29세,"2,544","1,209",137,150,340,81,110,128,166,118,105
2021년05월_계_30~39세,"1,986",894,94,105,256,69,101,95,136,119,117
2021년05월_계_40~49세,"3,042","1,244",170,214,397,127,163,193,204,169,161
2021년05월_계_50~59세,"5,136","1,661",352,415,612,298,302,358,465,315,358
2021년05월_계_60~69세,"6,372","1,604",480,534,690,345,459,546,631,552,531
2021년05월_계_70~79세,"4,477",996,368,340,502,239,334,452,488,401,357
2021년05월_계_80~89세,"3,332",630,337,273,332,201,251,314,411,308,275
2021년05월_계_90~99세,459,100,40,37,45,33,36,35,49,47,37
2021년05월_계_100세 이상,8,2,0,1,0,0,1,1,0,1,2
2021년05월_남_총인구수,"15,533","5,011","1,066","1,166","1,872",802,983,"1,157","1,355","1,097","1,024"
2021년05월_남_연령구간인구수,"15,533","5,011","1,066","1,166","1,872",802,983,"1,157","1,355","1,097","1,024"
2021년05월_남_0~9세,618,320,27,36,71,25,21,35,37,25,21
2021년05월_남_10~19세,"1,060",500,54,45,143,51,54,49,59,50,55
2021년05월_남_20~29세,"1,492",697,81,90,216,50,67,62,94,73,62
2021년05월_남_30~39세,"1,122",463,57,65,155,36,62,59,86,73,66
2021년05월_남_40~49세,"1,780",657,96,136,228,80,111,137,122,110,103
2021년05월_남_50~59세,"2,817",875,190,239,329,178,179,209,267,161,190
2021년05월_남_60~69세,"3,281",776,260,283,366,192,243,276,328,282,275
2021년05월_남_70~79세,"2,042",480,166,166,225,104,151,195,210,192,153
2021년05월_남_80~89세,"1,196",216,125,96,120,76,84,126,143,117,93
2021년05월_남_90~99세,123,26,10,10,19,10,10,9,9,14,6
2021년05월_남_100세 이상,2,1,0,0,0,0,1,0,0,0,0
2021년05월_여_총인구수,"15,057","4,945","1,052","1,056","1,702",715,925,"1,140","1,370","1,088","1,064"
2021년05월_여_연령구간인구수,"15,057","4,945","1,052","1,056","1,702",715,925,"1,140","1,370","1,088","1,064"
2021년05월_여_0~9세,601,304,25,33,72,14,28,36,38,24,27
2021년05월_여_10~19세,955,492,34,39,114,34,48,55,41,56,42
2021년05월_여_20~29세,"1,052",512,56,60,124,31,43,66,72,45,43
2021년05월_여_30~39세,864,431,37,40,101,33,39,36,50,46,51
2021년05월_여_40~49세,"1,262",587,74,78,169,47,52,56,82,59,58
2021년05월_여_50~59세,"2,319",786,162,176,283,120,123,149,198,154,168
2021년05월_여_60~69세,"3,091",828,220,251,324,153,216,270,303,270,256
2021년05월_여_70~79세,"2,435",516,202,174,277,135,183,257,278,209,204
2021년05월_여_80~89세,"2,136",414,212,177,212,125,167,188,268,191,182
2021년05월_여_90~99세,336,74,30,27,26,23,26,26,40,33,31
2021년05월_여_100세 이상,6,1,0,1,0,0,0,1,0,1,2
2021년06월_계_총인구수,"30,548","9,915","2,111","2,240","3,577","1,507","1,906","2,292","2,725","2,184","2,091"
2021년06월_계_연령구간인구수,"30,548","9,915","2,111","2,240","3,577","1,507","1,906","2,292","2,725","2,184","2,091"
2021년06월_계_0~9세,"1,209",618,51,71,141,39,47,70,75,48,49
2021년06월_계_10~19세,"2,004",976,88,83,260,84,101,104,102,108,98
2021년06월_계_20~29세,"2,532","1,207",134,155,333,80,109,128,167,115,104
2021년06월_계_30~39세,"1,980",887,95,104,259,66,102,95,137,117,118
2021년06월_계_40~49세,"3,029","1,235",169,217,395,126,162,191,202,172,160
2021년06월_계_50~59세,"5,100","1,649",346,419,608,295,299,357,464,310,353
2021년06월_계_60~69세,"6,409","1,615",485,535,704,344,460,546,631,555,534
2021년06월_계_70~79세,"4,469",994,368,341,501,238,333,449,484,403,358
2021년06월_계_80~89세,"3,348",629,336,278,331,203,256,316,415,306,278
2021년06월_계_90~99세,459,103,39,36,45,31,36,35,48,49,37
