카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년02월_여_총인구수,"175,032","59,987","17,445","1,654","6,502","4,035","5,317","17,653","10,684","4,598","13,943","10,130","15,877","7,207"
2020년02월_여_연령구간인구수,"175,032","59,987","17,445","1,654","6,502","4,035","5,317","17,653","10,684","4,598","13,943","10,130","15,877","7,207"
2020년02월_여_0~9세,"17,601","8,058","2,449",40,300,107,205,"1,408",734,386,"1,279",766,"1,308",561
2020년02월_여_10~19세,"16,640","5,882","1,336",59,460,248,280,"2,118",892,583,"1,610",880,"1,646",646
2020년02월_여_20~29세,"19,226","7,264","1,605",76,584,359,582,"2,234","1,383",489,"1,434","1,009","1,479",728
2020년02월_여_30~39세,"25,186","11,140","3,461",76,506,255,506,"1,915","1,351",534,"1,704","1,179","1,726",833
2020년02월_여_40~49세,"29,778","10,545","2,804",117,813,477,633,"3,522","1,738",843,"2,635","1,687","2,795","1,169"
2020년02월_여_50~59세,"28,789","8,421","2,472",296,"1,420",933,"1,201","3,057","2,303",744,"2,230","1,858","2,518","1,336"
2020년02월_여_60~69세,"20,387","5,095","1,962",448,"1,186",835,"1,087","1,753","1,288",544,"1,700","1,364","2,142",983
2020년02월_여_70~79세,"11,175","2,291",895,305,773,449,514,"1,109",642,292,889,885,"1,519",612
2020년02월_여_80~89세,"5,417","1,105",394,198,394,299,267,482,306,162,388,456,672,294
2020년02월_여_90~99세,786,179,65,37,61,66,34,54,46,21,65,44,69,45
2020년02월_여_100세 이상,47,7,2,2,5,7,8,1,1,0,9,2,3,0
2020년03월_계_총인구수,"351,496","118,823","35,418","3,412","13,210","8,504","11,428","34,172","22,382","9,184","28,889","20,205","31,104","14,765"
2020년03월_계_연령구간인구수,"351,496","118,823","35,418","3,412","13,210","8,504","11,428","34,172","22,382","9,184","28,889","20,205","31,104","14,765"
2020년03월_계_0~9세,"36,045","16,517","5,087",86,585,206,452,"2,847","1,482",784,"2,606","1,534","2,657","1,202"
2020년03월_계_10~19세,"34,188","12,073","2,711",110,907,518,652,"4,434","1,897","1,069","3,337","1,781","3,336","1,363"
2020년03월_계_20~29세,"41,217","14,429","3,506",188,"1,409",918,"1,427","4,684","3,239","1,037","3,287","2,227","3,197","1,669"
2020년03월_계_30~39세,"51,418","21,957","6,944",208,"1,165",624,"1,250","3,668","3,145","1,149","3,587","2,450","3,446","1,825"
2020년03월_계_40~49세,"60,391","21,144","6,096",290,"1,747","1,004","1,471","6,452","3,623","1,699","5,510","3,411","5,594","2,350"
2020년03월_계_50~59세,"58,322","16,549","4,848",656,"2,899","1,997","2,500","6,098","4,623","1,575","4,867","3,821","5,129","2,760"
2020년03월_계_60~69세,"40,295","10,076","3,786",912,"2,444","1,831","2,235","3,242","2,757","1,088","3,359","2,717","3,887","1,961"
2020년03월_계_70~79세,"20,246","4,225","1,764",615,"1,373",865,985,"1,904","1,113",534,"1,636","1,509","2,624","1,099"
2020년03월_계_80~89세,"8,299","1,617",592,296,593,450,399,773,433,227,614,692,"1,130",483
2020년03월_계_90~99세,"1,018",228,82,49,79,84,48,68,67,22,77,61,100,53
2020년03월_계_100세 이상,57,8,2,2,9,7,9,2,3,0,9,2,4,0
2020년03월_남_총인구수,"176,468","58,827","17,955","1,761","6,716","4,492","6,075","16,573","11,718","4,612","14,993","10,083","15,224","7,439"
2020년03월_남_연령구간인구수,"176,468","58,827","17,955","1,761","6,716","4,492","6,075","16,573","11,718","4,612","14,993","10,083","15,224","7,439"
2020년03월_남_0~9세,"18,450","8,446","2,623",47,290,101,241,"1,447",758,401,"1,346",771,"1,358",621
2020년03월_남_10~19세,"17,574","6,213","1,363",50,454,279,369,"2,329","1,004",490,"1,713",903,"1,701",706
2020년03월_남_20~29세,"22,073","7,186","1,904",114,827,559,842,"2,472","1,865",555,"1,860","1,230","1,733",926
2020년03월_남_30~39세,"26,331","10,851","3,496",134,661,374,742,"1,765","1,800",627,"1,909","1,281","1,724",967
2020년03월_남_40~49세,"30,717","10,597","3,306",173,932,536,839,"2,951","1,904",860,"2,899","1,728","2,818","1,174"
2020년03월_남_50~59세,"29,441","8,111","2,378",360,"1,484","1,065","1,286","3,034","2,328",828,"2,620","1,961","2,587","1,399"
2020년03월_남_60~69세,"19,823","4,962","1,812",467,"1,254",992,"1,146","1,479","1,451",544,"1,668","1,338","1,738",972
2020년03월_남_70~79세,"9,001","1,916",857,306,599,418,466,790,469,239,745,622,"1,091",483
2020년03월_남_80~89세,"2,835",507,199,99,196,150,128,291,118,67,221,233,444,182
2020년03월_남_90~99세,214,37,17,11,16,18,15,14,19,1,12,16,29,9
2020년03월_남_100세 이상,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020년03월_여_총인구수,"175,028","59,996","17,463","1,651","6,494","4,012","5,353","17,599","10,664","4,572","13,896","10,122","15,880","7,326"
2020년03월_여_연령구간인구수,"175,028","59,996","17,463","1,651","6,494","4,012","5,353","17,599","10,664","4,572","13,896","10,122","15,880","7,326"
2020년03월_여_0~9세,"17,595","8,071","2,464",39,295,105,211,"1,400",724,383,"1,260",763,"1,299",581
2020년03월_여_10~19세,"16,614","5,860","1,348",60,453,239,283,"2,105",893,579,"1,624",878,"1,635",657
2020년03월_여_20~29세,"19,144","7,243","1,602",74,582,359,585,"2,212","1,374",482,"1,427",997,"1,464",743
2020년03월_여_30~39세,"25,087","11,106","3,448",74,504,250,508,"1,903","1,345",522,"1,678","1,169","1,722",858
2020년03월_여_40~49세,"29,674","10,547","2,790",117,815,468,632,"3,501","1,719",839,"2,611","1,683","2,776","1,176"
2020년03월_여_50~59세,"28,881","8,438","2,470",296,"1,415",932,"1,214","3,064","2,295",747,"2,247","1,860","2,542","1,361"
2020년03월_여_60~69세,"20,472","5,114","1,974",445,"1,190",839,"1,089","1,763","1,306",544,"1,691","1,379","2,149",989
2020년03월_여_70~79세,"11,245","2,309",907,309,774,447,519,"1,114",644,295,891,887,"1,533",616
2020년03월_여_80~89세,"5,464","1,110",393,197,397,300,271,482,315,160,393,459,686,301
2020년03월_여_90~99세,804,191,65,38,63,66,33,54,48,21,65,45,71,44
2020년03월_여_100세 이상,48,7,2,2,6,7,8,1,1,0,9,2,3,0
2020년04월_계_총인구수,"351,383","118,927","35,404","3,387","13,156","8,462","11,464","34,087","22,364","9,176","28,811","20,152","31,048","14,945"
2020년04월_계_연령구간인구수,"351,383","118,927","35,404","3,387","13,156","8,462","11,464","34,087","22,364","9,176","28,811","20,152","31,048","14,945"
2020년04월_계_0~9세,"35,881","16,474","5,071",81,575,209,455,"2,814","1,463",788,"2,577","1,524","2,637","1,213"
2020년04월_계_10~19세,"34,146","12,083","2,720",107,902,507,652,"4,415","1,887","1,052","3,332","1,777","3,335","1,377"
2020년04월_계_20~29세,"41,134","14,451","3,474",188,"1,388",895,"1,431","4,676","3,246","1,041","3,268","2,197","3,187","1,692"
2020년04월_계_30~39세,"51,175","21,870","6,892",201,"1,156",631,"1,251","3,634","3,128","1,146","3,569","2,427","3,414","1,856"
2020년04월_계_40~49세,"60,360","21,213","6,144",290,"1,733",982,"1,462","6,401","3,619","1,698","5,463","3,407","5,568","2,380"
2020년04월_계_50~59세,"58,334","16,581","4,842",643,"2,882","1,987","2,515","6,114","4,606","1,571","4,875","3,819","5,117","2,782"
2020년04월_계_60~69세,"40,545","10,131","3,809",912,"2,466","1,833","2,255","3,253","2,790","1,091","3,378","2,729","3,905","1,993"
2020년04월_계_70~79세,"20,365","4,259","1,768",617,"1,369",871,985,"1,928","1,115",536,"1,640","1,510","2,656","1,111"
2020년04월_계_80~89세,"8,369","1,627",598,299,597,457,401,781,442,231,622,700,"1,126",488
2020년04월_계_90~99세,"1,017",230,84,47,79,83,48,69,65,22,78,60,99,53
2020년04월_계_100세 이상,57,8,2,2,9,7,9,2,3,0,9,2,4,0
2020년04월_남_총인구수,"176,363","58,876","17,925","1,748","6,693","4,467","6,084","16,522","11,705","4,602","14,978","10,052","15,189","7,522"
2020년04월_남_연령구간인구수,"176,363","58,876","17,925","1,748","6,693","4,467","6,084","16,522","11,705","4,602","14,978","10,052","15,189","7,522"
2020년04월_남_0~9세,"18,362","8,427","2,606",45,284,103,236,"1,438",749,400,"1,331",764,"1,348",631
2020년04월_남_10~19세,"17,557","6,227","1,365",48,452,274,367,"2,304",996,486,"1,712",908,"1,709",709
2020년04월_남_20~29세,"22,014","7,183","1,882",115,818,544,845,"2,467","1,869",559,"1,853","1,208","1,726",945
2020년04월_남_30~39세,"26,230","10,823","3,464",130,657,377,742,"1,755","1,789",622,"1,906","1,273","1,712",980
2020년04월_남_40~49세,"30,691","10,637","3,333",174,924,524,826,"2,931","1,911",851,"2,878","1,724","2,797","1,181"
2020년04월_남_50~59세,"29,440","8,127","2,382",350,"1,472","1,060","1,300","3,034","2,304",831,"2,628","1,957","2,584","1,411"
2020년04월_남_60~69세,"19,922","4,976","1,815",469,"1,271",990,"1,157","1,480","1,472",543,"1,684","1,341","1,741",983
2020년04월_남_70~79세,"9,060","1,931",858,306,600,423,465,802,474,240,748,626,"1,099",488
2020년04월_남_80~89세,"2,863",508,202,100,196,153,130,296,120,69,225,235,444,185
2020년04월_남_90~99세,215,36,18,11,16,19,15,14,19,1,13,16,28,9
2020년04월_남_100세 이상,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020년04월_여_총인구수,"175,020","60,051","17,479","1,639","6,463","3,995","5,380","17,565","10,659","4,574","13,833","10,100","15,859","7,423"
2020년04월_여_연령구간인구수,"175,020","60,051","17,479","1,639","6,463","3,995","5,380","17,565","10,659","4,574","13,833","10,100","15,859","7,423"
2020년04월_여_0~9세,"17,519","8,047","2,465",36,291,106,219,"1,376",714,388,"1,246",760,"1,289",582
2020년04월_여_10~19세,"16,589","5,856","1,355",59,450,233,285,"2,111",891,566,"1,620",869,"1,626",668
2020년04월_여_20~29세,"19,120","7,268","1,592",73,570,351,586,"2,209","1,377",482,"1,415",989,"1,461",747
2020년04월_여_30~39세,"24,945","11,047","3,428",71,499,254,509,"1,879","1,339",524,"1,663","1,154","1,702",876
2020년04월_여_40~49세,"29,669","10,576","2,811",116,809,458,636,"3,470","1,708",847,"2,585","1,683","2,771","1,199"
2020년04월_여_50~59세,"28,894","8,454","2,460",293,"1,410",927,"1,215","3,080","2,302",740,"2,247","1,862","2,533","1,371"
2020년04월_여_60~69세,"20,623","5,155","1,994",443,"1,195",843,"1,098","1,773","1,318",548,"1,694","1,388","2,164","1,010"
2020년04월_여_70~79세,"11,305","2,328",910,311,769,448,520,"1,126",641,296,892,884,"1,557",623
2020년04월_여_80~89세,"5,506","1,119",396,199,401,304,271,485,322,162,397,465,682,303
2020년04월_여_90~99세,802,194,66,36,63,64,33,55,46,21,65,44,71,44
2020년04월_여_100세 이상,48,7,2,2,6,7,8,1,1,0,9,2,3,0
2020년05월_계_총인구수,"351,373","118,972","35,418","3,386","13,123","8,410","11,542","34,004","22,344","9,153","28,836","20,108","31,017","15,060"
2020년05월_계_연령구간인구수,"351,373","118,972","35,418","3,386","13,123","8,410","11,542","34,004","22,344","9,153","28,836","20,108","31,017","15,060"
2020년05월_계_0~9세,"35,747","16,442","5,062",81,570,202,463,"2,776","1,458",781,"2,556","1,519","2,612","1,225"
2020년05월_계_10~19세,"34,115","12,111","2,731",105,899,500,663,"4,386","1,874","1,044","3,328","1,766","3,326","1,382"
2020년05월_계_20~29세,"41,056","14,382","3,448",183,"1,376",884,"1,460","4,651","3,269","1,035","3,261","2,209","3,192","1,706"
2020년05월_계_30~39세,"51,003","21,823","6,865",206,"1,146",612,"1,268","3,604","3,107","1,149","3,564","2,397","3,374","1,888"
2020년05월_계_40~49세,"60,307","21,258","6,187",287,"1,719",975,"1,463","6,355","3,583","1,676","5,477","3,396","5,557","2,374"
2020년05월_계_50~59세,"58,399","16,632","4,831",642,"2,871","1,976","2,500","6,138","4,611","1,572","4,895","3,792","5,121","2,818"
2020년05월_계_60~69세,"40,750","10,172","3,823",918,"2,480","1,838","2,271","3,281","2,805","1,099","3,387","2,740","3,930","2,006"
2020년05월_계_70~79세,"20,493","4,283","1,787",615,"1,373",874,994,"1,949","1,124",539,"1,652","1,517","2,671","1,115"
2020년05월_계_80~89세,"8,415","1,633",596,300,599,461,400,792,443,236,628,707,"1,129",491
2020년05월_계_90~99세,"1,031",227,86,47,81,81,52,70,67,22,79,63,101,55
2020년05월_계_100세 이상,57,9,2,2,9,7,8,2,3,0,9,2,4,0
2020년05월_남_총인구수,"176,340","58,851","17,944","1,748","6,678","4,436","6,145","16,484","11,696","4,601","14,997","10,018","15,174","7,568"
2020년05월_남_연령구간인구수,"176,340","58,851","17,944","1,748","6,678","4,436","6,145","16,484","11,696","4,601","14,997","10,018","15,174","7,568"
2020년05월_남_0~9세,"18,280","8,391","2,597",46,283,101,245,"1,416",750,396,"1,323",759,"1,338",635
2020년05월_남_10~19세,"17,537","6,233","1,366",47,451,268,383,"2,296",989,482,"1,699",902,"1,707",714
2020년05월_남_20~29세,"21,988","7,130","1,880",110,809,535,868,"2,452","1,888",556,"1,863","1,217","1,730",950
2020년05월_남_30~39세,"26,164","10,806","3,463",135,652,363,748,"1,748","1,773",627,"1,901","1,253","1,703",992
2020년05월_남_40~49세,"30,646","10,654","3,351",172,916,522,826,"2,905","1,889",847,"2,889","1,715","2,784","1,176"
2020년05월_남_50~59세,"29,471","8,156","2,377",348,"1,476","1,053","1,294","3,040","2,303",830,"2,646","1,939","2,584","1,425"
2020년05월_남_60~69세,"20,024","4,989","1,822",473,"1,277",999,"1,166","1,499","1,482",547,"1,687","1,344","1,745",994
2020년05월_남_70~79세,"9,121","1,944",868,304,597,424,469,810,481,244,752,634,"1,108",486
2020년05월_남_80~89세,"2,882",512,201,102,197,151,129,303,121,71,224,238,446,187
2020년05월_남_90~99세,218,35,19,11,17,20,16,14,18,1,13,17,28,9
2020년05월_남_100세 이상,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020년05월_여_총인구수,"175,033","60,121","17,474","1,638","6,445","3,974","5,397","17,520","10,648","4,552","13,839","10,090","15,843","7,492"
2020년05월_여_연령구간인구수,"175,033","60,121","17,474","1,638","6,445","3,974","5,397","17,520","10,648","4,552","13,839","10,090","15,843","7,492"
2020년05월_여_0~9세,"17,467","8,051","2,465",35,287,101,218,"1,360",708,385,"1,233",760,"1,274",590
2020년05월_여_10~19세,"16,578","5,878","1,365",58,448,232,280,"2,090",885,562,"1,629",864,"1,619",668
2020년05월_여_20~29세,"19,068","7,252","1,568",73,567,349,592,"2,199","1,381",479,"1,398",992,"1,462",756
2020년05월_여_30~39세,"24,839","11,017","3,402",71,494,249,520,"1,856","1,334",522,"1,663","1,144","1,671",896
2020년05월_여_40~49세,"29,661","10,604","2,836",115,803,453,637,"3,450","1,694",829,"2,588","1,681","2,773","1,198"
2020년05월_여_50~59세,"28,928","8,476","2,454",294,"1,395",923,"1,206","3,098","2,308",742,"2,249","1,853","2,537","1,393"
2020년05월_여_60~69세,"20,726","5,183","2,001",445,"1,203",839,"1,105","1,782","1,323",552,"1,700","1,396","2,185","1,012"
2020년05월_여_70~79세,"11,372","2,339",919,311,776,450,525,"1,139",643,295,900,883,"1,563",629
2020년05월_여_80~89세,"5,533","1,121",395,198,402,310,271,489,322,165,404,469,683,304
2020년05월_여_90~99세,813,192,67,36,64,61,36,56,49,21,66,46,73,46
2020년05월_여_100세 이상,48,8,2,2,6,7,7,1,1,0,9,2,3,0
2020년06월_계_총인구수,"351,596","119,162","35,398","3,382","13,093","8,523","11,572","33,950","22,346","9,124","28,826","20,061","31,037","15,122"
2020년06월_계_연령구간인구수,"351,596","119,162","35,398","3,382","13,093","8,523","11,572","33,950","22,346","9,124","28,826","20,061","31,037","15,122"
2020년06월_계_0~9세,"35,678","16,433","5,044",85,566,202,468,"2,761","1,457",774,"2,540","1,512","2,610","1,226"
2020년06월_계_10~19세,"34,236","12,150","2,751",109,896,604,661,"4,366","1,858","1,034","3,332","1,757","3,335","1,383"
2020년06월_계_20~29세,"40,924","14,377","3,423",171,"1,360",884,"1,463","4,636","3,261","1,025","3,242","2,185","3,186","1,711"
2020년06월_계_30~39세,"50,838","21,774","6,825",205,"1,133",616,"1,272","3,568","3,117","1,146","3,536","2,397","3,350","1,899"
2020년06월_계_40~49세,"60,368","21,347","6,201",292,"1,722",968,"1,472","6,344","3,561","1,665","5,487","3,384","5,547","2,378"
2020년06월_계_50~59세,"58,406","16,651","4,836",636,"2,841","1,978","2,496","6,156","4,609","1,567","4,897","3,779","5,134","2,826"
2020년06월_계_60~69세,"40,972","10,209","3,836",920,"2,510","1,849","2,286","3,289","2,833","1,109","3,403","2,753","3,951","2,024"
2020년06월_계_70~79세,"20,612","4,339","1,792",615,"1,377",877,990,"1,970","1,130",547,"1,665","1,516","2,670","1,124"
2020년06월_계_80~89세,"8,463","1,645",601,301,597,459,404,785,448,234,636,712,"1,145",496
2020년06월_계_90~99세,"1,040",228,87,46,82,79,52,73,69,23,78,64,104,55
2020년06월_계_100세 이상,59,9,2,2,9,7,8,2,3,0,10,2,5,0
2020년06월_남_총인구수,"176,445","58,966","17,925","1,737","6,661","4,500","6,168","16,449","11,692","4,590","15,005","9,988","15,168","7,596"
2020년06월_남_연령구간인구수,"176,445","58,966","17,925","1,737","6,661","4,500","6,168","16,449","11,692","4,590","15,005","9,988","15,168","7,596"
2020년06월_남_0~9세,"18,236","8,387","2,588",47,282,99,245,"1,415",743,388,"1,311",756,"1,336",639
2020년06월_남_10~19세,"17,632","6,271","1,376",48,449,334,385,"2,276",984,484,"1,711",899,"1,705",710
2020년06월_남_20~29세,"21,918","7,132","1,864",102,795,537,880,"2,444","1,884",548,"1,859","1,197","1,726",950
2020년06월_남_30~39세,"26,067","10,773","3,433",135,645,363,751,"1,732","1,780",627,"1,887","1,254","1,690",997
2020년06월_남_40~49세,"30,681","10,702","3,360",172,915,517,829,"2,897","1,884",841,"2,894","1,709","2,778","1,183"
2020년06월_남_50~59세,"29,441","8,152","2,380",344,"1,463","1,052","1,295","3,041","2,294",831,"2,653","1,925","2,587","1,424"
2020년06월_남_60~69세,"20,142","5,012","1,825",476,"1,298","1,006","1,169","1,501","1,497",554,"1,692","1,354","1,755","1,003"
2020년06월_남_70~79세,"9,197","1,984",880,301,596,423,463,823,485,245,758,637,"1,110",492
2020년06월_남_80~89세,"2,899",515,200,102,198,148,134,305,121,71,227,239,452,187
2020년06월_남_90~99세,222,37,19,10,17,21,16,14,18,1,13,18,27,11
2020년06월_남_100세 이상,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020년06월_여_총인구수,"175,151","60,196","17,473","1,645","6,432","4,023","5,404","17,501","10,654","4,534","13,821","10,073","15,869","7,526"
2020년06월_여_연령구간인구수,"175,151","60,196","17,473","1,645","6,432","4,023","5,404","17,501","10,654","4,534","13,821","10,073","15,869","7,526"
2020년06월_여_0~9세,"17,442","8,046","2,456",38,284,103,223,"1,346",714,386,"1,229",756,"1,274",587
2020년06월_여_10~19세,"16,604","5,879","1,375",61,447,270,276,"2,090",874,550,"1,621",858,"1,630",673
2020년06월_여_20~29세,"19,006","7,245","1,559",69,565,347,583,"2,192","1,377",477,"1,383",988,"1,460",761
2020년06월_여_30~39세,"24,771","11,001","3,392",70,488,253,521,"1,836","1,337",519,"1,649","1,143","1,660",902
