카테고리,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2020년05월_계_90~99세,613,50,47,32,24,35,63,57,76,62,56,41,12,58
2020년05월_계_100세 이상,56,4,2,2,6,3,24,3,1,2,4,2,1,2
2020년05월_남_총인구수,"111,885","5,278","9,129","4,575","2,455","5,713","7,103","10,173","17,088","11,941","11,566","10,503","5,565","10,796"
2020년05월_남_연령구간인구수,"111,885","5,278","9,129","4,575","2,455","5,713","7,103","10,173","17,088","11,941","11,566","10,503","5,565","10,796"
2020년05월_남_0~9세,"9,000",246,735,232,132,474,263,765,"1,933",581,760,"1,062",699,"1,118"
2020년05월_남_10~19세,"11,009",331,710,336,164,628,376,885,"1,934","1,246","1,307","1,049",687,"1,356"
2020년05월_남_20~29세,"15,434",619,"1,255",745,340,821,958,"1,408","2,277","1,847","1,743","1,334",738,"1,349"
2020년05월_남_30~39세,"14,427",619,"1,403",586,300,887,842,"1,311","2,236","1,212","1,247","1,504",845,"1,435"
2020년05월_남_40~49세,"17,766",812,"1,435",615,311,875,967,"1,517","2,961","1,818","1,674","1,745",878,"2,158"
2020년05월_남_50~59세,"20,983","1,027","1,816",905,485,"1,013","1,377","1,869","2,814","2,552","2,436","1,861","1,020","1,808"
2020년05월_남_60~69세,"15,020",939,"1,183",701,456,641,"1,417","1,546","1,990","1,686","1,595","1,330",495,"1,041"
2020년05월_남_70~79세,"6,394",526,473,364,199,295,668,637,763,773,635,480,156,425
2020년05월_남_80~89세,"1,741",153,112,84,57,74,216,221,170,213,163,131,45,102
2020년05월_남_90~99세,101,5,7,7,8,5,15,14,10,12,6,6,2,4
2020년05월_남_100세 이상,10,1,0,0,3,0,4,0,0,1,0,1,0,0
2020년05월_여_총인구수,"108,719","5,049","8,407","4,373","2,461","5,724","6,671","10,017","17,100","11,591","11,245","10,159","5,481","10,441"
2020년05월_여_연령구간인구수,"108,719","5,049","8,407","4,373","2,461","5,724","6,671","10,017","17,100","11,591","11,245","10,159","5,481","10,441"
2020년05월_여_0~9세,"8,393",229,697,198,105,483,239,656,"1,707",600,759,"1,040",641,"1,039"
2020년05월_여_10~19세,"9,524",320,630,301,161,514,338,764,"1,708",986,"1,070",866,633,"1,233"
2020년05월_여_20~29세,"12,329",476,"1,011",615,278,730,728,"1,122","1,751","1,438","1,356","1,055",647,"1,122"
2020년05월_여_30~39세,"13,039",449,"1,154",459,226,763,551,"1,238","2,374",994,"1,118","1,424",880,"1,409"
2020년05월_여_40~49세,"17,266",598,"1,243",576,302,917,787,"1,475","3,060","1,858","1,762","1,616",967,"2,105"
2020년05월_여_50~59세,"21,078",923,"1,741",903,530,"1,074","1,342","1,886","3,132","2,529","2,466","1,925",964,"1,663"
2020년05월_여_60~69세,"15,707","1,055","1,189",757,486,722,"1,382","1,621","2,108","1,760","1,695","1,361",468,"1,103"
2020년05월_여_70~79세,"7,539",677,488,384,262,323,866,825,834,921,700,583,189,487
2020년05월_여_80~89세,"3,286",274,212,153,92,165,370,384,359,454,265,253,81,224
2020년05월_여_90~99세,512,45,40,25,16,30,48,43,66,50,50,35,10,54
2020년05월_여_100세 이상,46,3,2,2,3,3,20,3,1,1,4,1,1,2
2020년06월_계_총인구수,"220,028","10,360","17,498","8,972","4,884","11,437","13,693","20,055","34,161","23,444","22,721","20,565","11,033","21,205"
2020년06월_계_연령구간인구수,"220,028","10,360","17,498","8,972","4,884","11,437","13,693","20,055","34,161","23,444","22,721","20,565","11,033","21,205"
2020년06월_계_0~9세,"17,279",474,"1,433",432,239,958,496,"1,405","3,620","1,172","1,511","2,067","1,333","2,139"
2020년06월_계_10~19세,"20,445",657,"1,332",633,323,"1,139",700,"1,639","3,644","2,203","2,353","1,914","1,316","2,592"
2020년06월_계_20~29세,"27,627","1,100","2,252","1,375",602,"1,546","1,659","2,496","4,025","3,285","3,070","2,368","1,381","2,468"
2020년06월_계_30~39세,"27,317","1,070","2,536","1,047",528,"1,647","1,393","2,521","4,603","2,178","2,346","2,916","1,719","2,813"
2020년06월_계_40~49세,"34,899","1,417","2,678","1,191",601,"1,790","1,727","2,970","6,002","3,649","3,423","3,342","1,856","4,253"
2020년06월_계_50~59세,"41,912","1,942","3,516","1,806","1,009","2,097","2,708","3,727","5,945","5,065","4,862","3,771","1,973","3,491"
2020년06월_계_60~69세,"30,913","2,014","2,412","1,464",948,"1,371","2,812","3,170","4,118","3,465","3,323","2,698",970,"2,148"
2020년06월_계_70~79세,"13,948","1,207",963,751,457,616,"1,524","1,464","1,598","1,699","1,338","1,068",346,917
2020년06월_계_80~89세,"5,026",426,327,239,148,236,586,603,531,664,436,382,126,322
2020년06월_계_90~99세,605,49,47,32,23,34,64,57,74,62,55,37,12,59
2020년06월_계_100세 이상,57,4,2,2,6,3,24,3,1,2,4,2,1,3
2020년06월_남_총인구수,"111,559","5,287","9,106","4,579","2,439","5,722","7,069","10,105","17,078","11,887","11,512","10,440","5,553","10,782"
2020년06월_남_연령구간인구수,"111,559","5,287","9,106","4,579","2,439","5,722","7,069","10,105","17,078","11,887","11,512","10,440","5,553","10,782"
2020년06월_남_0~9세,"8,938",245,735,234,137,473,260,756,"1,923",575,758,"1,041",694,"1,107"
2020년06월_남_10~19세,"10,944",333,705,332,161,628,372,880,"1,930","1,231","1,285","1,044",680,"1,363"
2020년06월_남_20~29세,"15,353",622,"1,246",748,330,827,935,"1,393","2,281","1,839","1,733","1,318",732,"1,349"
2020년06월_남_30~39세,"14,363",620,"1,396",590,302,884,850,"1,306","2,228","1,199","1,236","1,496",841,"1,415"
2020년06월_남_40~49세,"17,706",814,"1,431",615,306,879,957,"1,496","2,952","1,803","1,665","1,742",889,"2,157"
2020년06월_남_50~59세,"20,914","1,016","1,799",902,486,"1,017","1,373","1,860","2,814","2,550","2,416","1,847","1,014","1,820"
2020년06월_남_60~69세,"15,103",950,"1,202",704,452,645,"1,421","1,546","2,006","1,696","1,615","1,330",501,"1,035"
2020년06월_남_70~79세,"6,389",529,471,363,197,292,665,637,761,772,632,485,155,430
2020년06월_남_80~89세,"1,741",152,114,85,57,73,217,217,173,209,166,131,45,102
2020년06월_남_90~99세,97,5,7,6,8,4,15,14,10,12,6,5,2,3
2020년06월_남_100세 이상,11,1,0,0,3,0,4,0,0,1,0,1,0,1
2020년06월_여_총인구수,"108,469","5,073","8,392","4,393","2,445","5,715","6,624","9,950","17,083","11,557","11,209","10,125","5,480","10,423"
2020년06월_여_연령구간인구수,"108,469","5,073","8,392","4,393","2,445","5,715","6,624","9,950","17,083","11,557","11,209","10,125","5,480","10,423"
2020년06월_여_0~9세,"8,341",229,698,198,102,485,236,649,"1,697",597,753,"1,026",639,"1,032"
2020년06월_여_10~19세,"9,501",324,627,301,162,511,328,759,"1,714",972,"1,068",870,636,"1,229"
2020년06월_여_20~29세,"12,274",478,"1,006",627,272,719,724,"1,103","1,744","1,446","1,337","1,050",649,"1,119"
2020년06월_여_30~39세,"12,954",450,"1,140",457,226,763,543,"1,215","2,375",979,"1,110","1,420",878,"1,398"
2020년06월_여_40~49세,"17,193",603,"1,247",576,295,911,770,"1,474","3,050","1,846","1,758","1,600",967,"2,096"
2020년06월_여_50~59세,"20,998",926,"1,717",904,523,"1,080","1,335","1,867","3,131","2,515","2,446","1,924",959,"1,671"
2020년06월_여_60~69세,"15,810","1,064","1,210",760,496,726,"1,391","1,624","2,112","1,769","1,708","1,368",469,"1,113"
2020년06월_여_70~79세,"7,559",678,492,388,260,324,859,827,837,927,706,583,191,487
2020년06월_여_80~89세,"3,285",274,213,154,91,163,369,386,358,455,270,251,81,220
2020년06월_여_90~99세,508,44,40,26,15,30,49,43,64,50,49,32,10,56
2020년06월_여_100세 이상,46,3,2,2,3,3,20,3,1,1,4,1,1,2
2020년07월_계_총인구수,"219,635","10,388","17,477","8,970","4,888","11,410","13,633","19,950","34,115","23,382","22,689","20,518","11,022","21,193"
2020년07월_계_연령구간인구수,"219,635","10,388","17,477","8,970","4,888","11,410","13,633","19,950","34,115","23,382","22,689","20,518","11,022","21,193"
2020년07월_계_0~9세,"17,179",468,"1,419",431,242,945,491,"1,388","3,614","1,162","1,509","2,074","1,317","2,119"
2020년07월_계_10~19세,"20,406",655,"1,336",625,320,"1,137",689,"1,650","3,642","2,192","2,339","1,900","1,326","2,595"
2020년07월_계_20~29세,"27,463","1,117","2,235","1,364",610,"1,532","1,645","2,465","3,999","3,258","3,044","2,351","1,375","2,468"
2020년07월_계_30~39세,"27,214","1,069","2,533","1,050",527,"1,640","1,388","2,507","4,575","2,157","2,346","2,902","1,714","2,806"
2020년07월_계_40~49세,"34,820","1,416","2,675","1,184",594,"1,788","1,713","2,964","6,007","3,621","3,422","3,338","1,858","4,240"
2020년07월_계_50~59세,"41,815","1,943","3,503","1,813",999,"2,101","2,695","3,694","5,926","5,075","4,850","3,753","1,965","3,498"
2020년07월_계_60~69세,"31,013","2,016","2,432","1,474",953,"1,371","2,817","3,158","4,135","3,476","3,331","2,712",981,"2,157"
2020년07월_계_70~79세,"14,019","1,223",969,756,465,619,"1,523","1,463","1,606","1,709","1,350","1,061",349,926
2020년07월_계_80~89세,"5,039",427,327,240,149,238,583,601,535,669,438,387,123,322
2020년07월_계_90~99세,611,50,46,31,23,36,65,57,75,61,56,38,13,60
2020년07월_계_100세 이상,56,4,2,2,6,3,24,3,1,2,4,2,1,2
2020년07월_남_총인구수,"111,380","5,301","9,101","4,570","2,435","5,707","7,038","10,043","17,067","11,865","11,504","10,410","5,557","10,782"
2020년07월_남_연령구간인구수,"111,380","5,301","9,101","4,570","2,435","5,707","7,038","10,043","17,067","11,865","11,504","10,410","5,557","10,782"
2020년07월_남_0~9세,"8,889",240,729,236,138,464,256,751,"1,924",572,756,"1,041",684,"1,098"
2020년07월_남_10~19세,"10,925",332,702,326,163,625,364,884,"1,931","1,226","1,277","1,040",693,"1,362"
2020년07월_남_20~29세,"15,276",636,"1,239",740,332,827,926,"1,370","2,275","1,827","1,721","1,303",728,"1,352"
2020년07월_남_30~39세,"14,346",617,"1,399",589,302,883,847,"1,301","2,225","1,196","1,239","1,493",842,"1,413"
2020년07월_남_40~49세,"17,655",810,"1,439",611,300,874,951,"1,489","2,950","1,780","1,668","1,742",887,"2,154"
2020년07월_남_50~59세,"20,851","1,021","1,786",903,478,"1,014","1,370","1,845","2,799","2,555","2,411","1,839","1,011","1,819"
2020년07월_남_60~69세,"15,157",950,"1,213",708,455,646,"1,421","1,540","2,013","1,709","1,620","1,333",508,"1,041"
2020년07월_남_70~79세,"6,422",536,473,367,199,294,667,633,765,775,638,480,157,438
2020년07월_남_80~89세,"1,748",153,114,85,57,74,217,216,175,212,168,133,44,100
2020년07월_남_90~99세,100,5,7,5,8,6,15,14,10,12,6,5,3,4
2020년07월_남_100세 이상,11,1,0,0,3,0,4,0,0,1,0,1,0,1
2020년07월_여_총인구수,"108,255","5,087","8,376","4,400","2,453","5,703","6,595","9,907","17,048","11,517","11,185","10,108","5,465","10,411"
2020년07월_여_연령구간인구수,"108,255","5,087","8,376","4,400","2,453","5,703","6,595","9,907","17,048","11,517","11,185","10,108","5,465","10,411"
2020년07월_여_0~9세,"8,290",228,690,195,104,481,235,637,"1,690",590,753,"1,033",633,"1,021"
2020년07월_여_10~19세,"9,481",323,634,299,157,512,325,766,"1,711",966,"1,062",860,633,"1,233"
2020년07월_여_20~29세,"12,187",481,996,624,278,705,719,"1,095","1,724","1,431","1,323","1,048",647,"1,116"
2020년07월_여_30~39세,"12,868",452,"1,134",461,225,757,541,"1,206","2,350",961,"1,107","1,409",872,"1,393"
2020년07월_여_40~49세,"17,165",606,"1,236",573,294,914,762,"1,475","3,057","1,841","1,754","1,596",971,"2,086"
2020년07월_여_50~59세,"20,964",922,"1,717",910,521,"1,087","1,325","1,849","3,127","2,520","2,439","1,914",954,"1,679"
2020년07월_여_60~69세,"15,856","1,066","1,219",766,498,725,"1,396","1,618","2,122","1,767","1,711","1,379",473,"1,116"
2020년07월_여_70~79세,"7,597",687,496,389,266,325,856,830,841,934,712,581,192,488
2020년07월_여_80~89세,"3,291",274,213,155,92,164,366,385,360,457,270,254,79,222
2020년07월_여_90~99세,511,45,39,26,15,30,50,43,65,49,50,33,10,56
2020년07월_여_100세 이상,45,3,2,2,3,3,20,3,1,1,4,1,1,1
2020년08월_계_총인구수,"219,249","10,414","17,451","8,970","4,881","11,387","13,560","19,840","34,050","23,330","22,691","20,505","11,008","21,162"
2020년08월_계_연령구간인구수,"219,249","10,414","17,451","8,970","4,881","11,387","13,560","19,840","34,050","23,330","22,691","20,505","11,008","21,162"
2020년08월_계_0~9세,"17,063",466,"1,408",438,237,947,484,"1,374","3,584","1,138","1,502","2,054","1,336","2,095"
2020년08월_계_10~19세,"20,326",656,"1,335",616,322,"1,129",682,"1,641","3,639","2,181","2,347","1,892","1,300","2,586"
2020년08월_계_20~29세,"27,395","1,123","2,214","1,369",609,"1,523","1,632","2,457","3,986","3,244","3,043","2,357","1,365","2,473"
2020년08월_계_30~39세,"27,002","1,069","2,523","1,050",521,"1,634","1,374","2,482","4,524","2,131","2,333","2,883","1,729","2,749"
2020년08월_계_40~49세,"34,738","1,415","2,675","1,180",592,"1,784","1,696","2,930","6,009","3,605","3,412","3,343","1,848","4,249"
2020년08월_계_50~59세,"41,778","1,951","3,500","1,813",995,"2,089","2,677","3,690","5,921","5,065","4,853","3,747","1,953","3,524"
2020년08월_계_60~69세,"31,165","2,028","2,447","1,473",960,"1,380","2,828","3,147","4,154","3,508","3,348","2,733",991,"2,168"
2020년08월_계_70~79세,"14,052","1,229",973,755,466,623,"1,517","1,458","1,620","1,711","1,358","1,064",349,929
2020년08월_계_80~89세,"5,071",422,330,243,150,240,582,602,537,685,435,394,122,329
2020년08월_계_90~99세,605,51,44,31,23,35,65,57,75,60,56,36,14,58
2020년08월_계_100세 이상,54,4,2,2,6,3,23,2,1,2,4,2,1,2
2020년08월_남_총인구수,"111,137","5,315","9,073","4,571","2,443","5,689","6,995","9,978","17,018","11,839","11,502","10,399","5,541","10,774"
2020년08월_남_연령구간인구수,"111,137","5,315","9,073","4,571","2,443","5,689","6,995","9,978","17,018","11,839","11,502","10,399","5,541","10,774"
2020년08월_남_0~9세,"8,838",239,725,241,134,467,255,745,"1,905",557,753,"1,036",690,"1,091"
2020년08월_남_10~19세,"10,864",333,694,320,166,618,359,877,"1,929","1,219","1,281","1,029",678,"1,361"
2020년08월_남_20~29세,"15,249",643,"1,229",745,333,821,917,"1,367","2,271","1,821","1,716","1,310",723,"1,353"
2020년08월_남_30~39세,"14,210",611,"1,391",590,301,884,839,"1,286","2,187","1,172","1,229","1,480",849,"1,391"
2020년08월_남_40~49세,"17,631",805,"1,431",608,305,868,945,"1,479","2,948","1,791","1,668","1,743",882,"2,158"
2020년08월_남_50~59세,"20,825","1,027","1,795",900,474,"1,005","1,353","1,842","2,803","2,542","2,410","1,839","1,006","1,829"
2020년08월_남_60~69세,"15,216",957,"1,212",709,460,648,"1,428","1,528","2,020","1,731","1,628","1,341",509,"1,045"
2020년08월_남_70~79세,"6,441",541,474,366,201,297,663,623,771,779,644,485,157,440
2020년08월_남_80~89세,"1,754",153,115,87,58,76,217,217,174,214,167,131,44,101
2020년08월_남_90~99세,98,5,7,5,8,5,15,14,10,12,6,4,3,4
2020년08월_남_100세 이상,11,1,0,0,3,0,4,0,0,1,0,1,0,1
2020년08월_여_총인구수,"108,112","5,099","8,378","4,399","2,438","5,698","6,565","9,862","17,032","11,491","11,189","10,106","5,467","10,388"
2020년08월_여_연령구간인구수,"108,112","5,099","8,378","4,399","2,438","5,698","6,565","9,862","17,032","11,491","11,189","10,106","5,467","10,388"
2020년08월_여_0~9세,"8,225",227,683,197,103,480,229,629,"1,679",581,749,"1,018",646,"1,004"
2020년08월_여_10~19세,"9,462",323,641,296,156,511,323,764,"1,710",962,"1,066",863,622,"1,225"
2020년08월_여_20~29세,"12,146",480,985,624,276,702,715,"1,090","1,715","1,423","1,327","1,047",642,"1,120"
2020년08월_여_30~39세,"12,792",458,"1,132",460,220,750,535,"1,196","2,337",959,"1,104","1,403",880,"1,358"
2020년08월_여_40~49세,"17,107",610,"1,244",572,287,916,751,"1,451","3,061","1,814","1,744","1,600",966,"2,091"
2020년08월_여_50~59세,"20,953",924,"1,705",913,521,"1,084","1,324","1,848","3,118","2,523","2,443","1,908",947,"1,695"
2020년08월_여_60~69세,"15,949","1,071","1,235",764,500,732,"1,400","1,619","2,134","1,777","1,720","1,392",482,"1,123"
