카테고리,대구광역시 중구,대구광역시 중구 동인동,대구광역시 중구 삼덕동,대구광역시 중구 성내1동,대구광역시 중구 성내2동,대구광역시 중구 성내3동,대구광역시 중구 대신동,대구광역시 중구 남산1동,대구광역시 중구 남산2동,대구광역시 중구 남산3동,대구광역시 중구 남산4동,대구광역시 중구 대봉1동,대구광역시 중구 대봉2동
2020년06월_계_60~69세,"10,126","1,261",574,571,796,659,"1,060",701,521,948,"1,685",945,405
2020년06월_계_70~79세,"7,373",961,374,441,566,409,654,541,433,697,"1,144",743,410
2020년06월_계_80~89세,"3,324",421,182,193,226,167,273,247,204,307,557,395,152
2020년06월_계_90~99세,469,68,30,43,41,28,35,18,31,35,64,55,21
2020년06월_계_100세 이상,101,13,7,7,15,5,11,2,14,4,9,8,6
2020년06월_남_총인구수,"37,036","4,341","3,186","2,394","2,328","2,611","3,986","2,465","1,941","3,277","5,684","3,598","1,225"
2020년06월_남_연령구간인구수,"37,036","4,341","3,186","2,394","2,328","2,611","3,986","2,465","1,941","3,277","5,684","3,598","1,225"
2020년06월_남_0~9세,"2,755",166,247,90,73,283,436,153,103,342,519,303,40
2020년06월_남_10~19세,"2,600",244,182,113,98,124,312,149,135,268,581,299,95
2020년06월_남_20~29세,"5,690",738,825,576,401,326,436,415,298,340,700,500,135
2020년06월_남_30~39세,"5,693",653,641,440,323,542,707,329,291,491,705,451,120
2020년06월_남_40~49세,"5,534",633,475,288,274,373,609,352,271,556,940,567,196
2020년06월_남_50~59세,"5,624",704,333,347,397,374,593,415,330,505,840,575,211
2020년06월_남_60~69세,"4,680",622,246,287,407,329,509,329,238,385,710,429,189
2020년06월_남_70~79세,"3,108",404,160,175,254,194,269,237,192,277,485,287,174
2020년06월_남_80~89세,"1,218",159,70,62,88,57,107,80,77,105,187,166,60
2020년06월_남_90~99세,112,16,6,12,9,8,7,5,3,8,14,19,5
2020년06월_남_100세 이상,22,2,1,4,4,1,1,1,3,0,3,2,0
2020년06월_여_총인구수,"39,948","4,414","3,547","2,639","2,276","2,607","4,226","2,659","2,098","3,793","6,365","4,045","1,279"
2020년06월_여_연령구간인구수,"39,948","4,414","3,547","2,639","2,276","2,607","4,226","2,659","2,098","3,793","6,365","4,045","1,279"
2020년06월_여_0~9세,"2,587",180,256,79,61,287,478,126,107,271,451,253,38
2020년06월_여_10~19세,"2,497",251,198,127,99,111,252,164,130,263,509,324,69
2020년06월_여_20~29세,"6,176",770,"1,020",824,437,328,393,445,316,381,644,496,122
2020년06월_여_30~39세,"5,348",527,602,329,212,516,743,351,263,502,717,490,96
2020년06월_여_40~49세,"5,279",518,409,277,224,324,567,305,282,580,"1,001",608,184
2020년06월_여_50~59세,"5,808",647,378,288,361,362,653,411,310,580,983,631,204
2020년06월_여_60~69세,"5,446",639,328,284,389,330,551,372,283,563,975,516,216
2020년06월_여_70~79세,"4,265",557,214,266,312,215,385,304,241,420,659,456,236
2020년06월_여_80~89세,"2,106",262,112,131,138,110,166,167,127,202,370,229,92
2020년06월_여_90~99세,357,52,24,31,32,20,28,13,28,27,50,36,16
2020년06월_여_100세 이상,79,11,6,3,11,4,10,1,11,4,6,6,6
2020년07월_계_총인구수,"77,062","8,701","6,726","5,042","4,610","5,230","8,213","5,082","4,211","7,090","12,015","7,656","2,486"
2020년07월_계_연령구간인구수,"77,062","8,701","6,726","5,042","4,610","5,230","8,213","5,082","4,211","7,090","12,015","7,656","2,486"
2020년07월_계_0~9세,"5,331",345,490,167,129,576,908,274,237,611,959,556,79
2020년07월_계_10~19세,"5,109",492,378,241,199,235,564,312,284,526,"1,090",626,162
2020년07월_계_20~29세,"11,933","1,507","1,857","1,422",850,651,838,840,636,724,"1,349","1,003",256
2020년07월_계_30~39세,"11,018","1,165","1,245",761,537,"1,052","1,447",676,589,986,"1,412",937,211
2020년07월_계_40~49세,"10,807","1,140",878,565,495,704,"1,172",659,579,"1,134","1,923","1,182",376
2020년07월_계_50~59세,"11,436","1,349",708,625,757,740,"1,240",811,662,"1,105","1,823","1,202",414
2020년07월_계_60~69세,"10,135","1,240",576,580,792,658,"1,070",700,525,953,"1,693",946,402
2020년07월_계_70~79세,"7,379",955,376,438,566,412,652,545,445,701,"1,137",744,408
2020년07월_계_80~89세,"3,337",428,180,195,230,169,274,245,206,307,556,397,150
2020년07월_계_90~99세,476,68,30,41,41,28,37,18,34,38,64,55,22
2020년07월_계_100세 이상,101,12,8,7,14,5,11,2,14,5,9,8,6
2020년07월_남_총인구수,"37,082","4,317","3,184","2,395","2,335","2,616","3,994","2,442","2,026","3,291","5,667","3,603","1,212"
2020년07월_남_연령구간인구수,"37,082","4,317","3,184","2,395","2,335","2,616","3,994","2,442","2,026","3,291","5,667","3,603","1,212"
2020년07월_남_0~9세,"2,754",166,244,88,71,286,437,150,117,339,514,301,41
2020년07월_남_10~19세,"2,612",244,185,115,99,125,310,150,144,267,581,299,93
2020년07월_남_20~29세,"5,722",739,828,585,411,323,445,399,307,343,703,505,134
2020년07월_남_30~39세,"5,692",647,642,436,324,537,704,330,311,493,700,453,115
2020년07월_남_40~49세,"5,508",621,468,286,271,377,608,352,285,554,926,567,193
2020년07월_남_50~59세,"5,638",707,334,344,396,375,593,408,343,512,844,570,212
2020년07월_남_60~69세,"4,686",608,245,288,407,330,514,330,238,389,718,432,187
2020년07월_남_70~79세,"3,111",405,160,173,255,198,267,237,195,281,479,288,173
2020년07월_남_80~89세,"1,224",162,71,64,90,56,107,80,79,103,185,168,59
2020년07월_남_90~99세,114,16,6,12,8,8,8,5,4,10,14,18,5
2020년07월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년07월_여_총인구수,"39,980","4,384","3,542","2,647","2,275","2,614","4,219","2,640","2,185","3,799","6,348","4,053","1,274"
2020년07월_여_연령구간인구수,"39,980","4,384","3,542","2,647","2,275","2,614","4,219","2,640","2,185","3,799","6,348","4,053","1,274"
2020년07월_여_0~9세,"2,577",179,246,79,58,290,471,124,120,272,445,255,38
2020년07월_여_10~19세,"2,497",248,193,126,100,110,254,162,140,259,509,327,69
2020년07월_여_20~29세,"6,211",768,"1,029",837,439,328,393,441,329,381,646,498,122
2020년07월_여_30~39세,"5,326",518,603,325,213,515,743,346,278,493,712,484,96
2020년07월_여_40~49세,"5,299",519,410,279,224,327,564,307,294,580,997,615,183
2020년07월_여_50~59세,"5,798",642,374,281,361,365,647,403,319,593,979,632,202
2020년07월_여_60~69세,"5,449",632,331,292,385,328,556,370,287,564,975,514,215
2020년07월_여_70~79세,"4,268",550,216,265,311,214,385,308,250,420,658,456,235
2020년07월_여_80~89세,"2,113",266,109,131,140,113,167,165,127,204,371,229,91
2020년07월_여_90~99세,362,52,24,29,33,20,29,13,30,28,50,37,17
2020년07월_여_100세 이상,80,10,7,3,11,4,10,1,11,5,6,6,6
2020년08월_계_총인구수,"77,120","8,680","6,739","5,097","4,609","5,234","8,194","5,074","4,262","7,085","12,001","7,658","2,487"
2020년08월_계_연령구간인구수,"77,120","8,680","6,739","5,097","4,609","5,234","8,194","5,074","4,262","7,085","12,001","7,658","2,487"
2020년08월_계_0~9세,"5,305",344,480,168,130,581,905,274,244,602,946,548,83
2020년08월_계_10~19세,"5,104",489,379,241,201,232,561,308,280,530,"1,097",626,160
2020년08월_계_20~29세,"11,995","1,500","1,868","1,448",850,651,844,855,645,713,"1,345","1,020",256
2020년08월_계_30~39세,"11,012","1,166","1,248",776,534,"1,060","1,420",666,607,976,"1,413",935,211
2020년08월_계_40~49세,"10,798","1,135",886,571,491,699,"1,176",653,590,"1,141","1,917","1,166",373
2020년08월_계_50~59세,"11,448","1,348",712,620,758,738,"1,253",813,670,"1,102","1,821","1,204",409
2020년08월_계_60~69세,"10,154","1,241",574,589,791,660,"1,064",700,525,966,"1,692",945,407
2020년08월_계_70~79세,"7,364",949,372,439,567,412,650,541,441,700,"1,137",750,406
2020년08월_계_80~89세,"3,365",428,184,196,232,169,272,245,213,313,559,399,155
2020년08월_계_90~99세,474,68,28,42,41,27,38,17,33,37,65,57,21
2020년08월_계_100세 이상,101,12,8,7,14,5,11,2,14,5,9,8,6
