카테고리,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2020년08월_남_10~19세,"11,849","1,459","1,872",607,150,133,55,82,67,320,232,"1,097","1,996","1,142",443,"2,194"
2020년08월_남_20~29세,"19,649","2,138","3,017","1,746",318,280,140,161,164,838,555,"1,137","2,337","2,016","2,027","2,775"
2020년08월_남_30~39세,"17,885","1,423","2,240","2,374",284,266,138,140,109,626,402,"1,449","2,015","2,247","1,721","2,451"
2020년08월_남_40~49세,"21,258","2,003","3,325","1,732",396,384,177,240,175,649,434,"1,773","3,195","2,205","1,298","3,272"
2020년08월_남_50~59세,"22,432","2,182","3,696","1,462",684,539,351,420,329,913,654,"1,473","3,026","2,341","1,275","3,087"
2020년08월_남_60~69세,"16,569","1,557","2,008","1,149",735,641,463,464,342,824,532,"1,152","2,210","1,620",872,"2,000"
2020년08월_남_70~79세,"8,422",863,949,554,393,370,278,261,228,355,256,635,"1,083",858,442,897
2020년08월_남_80~89세,"3,113",362,381,205,146,142,121,114,69,97,104,226,410,296,133,307
2020년08월_남_90~99세,230,22,31,16,10,9,8,13,12,7,9,17,32,22,6,16
2020년08월_남_100세 이상,12,2,0,0,4,0,0,0,2,0,0,2,0,1,1,0
2020년08월_여_총인구수,"130,228","12,837","17,315","9,834","2,828","2,734","1,590","1,815","1,481","5,225","3,355","10,350","19,308","15,549","7,361","18,646"
2020년08월_여_연령구간인구수,"130,228","12,837","17,315","9,834","2,828","2,734","1,590","1,815","1,481","5,225","3,355","10,350","19,308","15,549","7,361","18,646"
2020년08월_여_0~9세,"10,228",811,"1,215","1,136",79,73,37,56,43,316,111,"1,038","1,527","1,673",510,"1,603"
2020년08월_여_10~19세,"10,957","1,317","1,778",564,143,121,49,76,48,289,186,919,"2,073","1,136",376,"1,882"
2020년08월_여_20~29세,"16,094","1,692","2,295","1,387",218,198,72,111,102,763,468,977,"2,169","1,774","1,633","2,235"
2020년08월_여_30~39세,"15,508","1,194","1,713","1,846",222,155,73,95,85,592,294,"1,400","2,118","2,324","1,103","2,294"
2020년08월_여_40~49세,"20,281","2,099","3,116","1,268",255,244,95,164,116,704,420,"1,775","3,387","2,352",951,"3,335"
2020년08월_여_50~59세,"22,173","2,058","3,156","1,383",525,540,282,320,278,"1,025",653,"1,587","3,273","2,767","1,156","3,170"
2020년08월_여_60~69세,"17,385","1,683","1,896","1,117",633,604,372,379,351,884,570,"1,358","2,486","1,940",910,"2,202"
2020년08월_여_70~79세,"10,755","1,219","1,302",675,414,453,317,297,251,412,392,863,"1,467","1,066",432,"1,195"
2020년08월_여_80~89세,"5,981",672,766,402,291,302,247,270,172,210,233,373,700,453,253,637
2020년08월_여_90~99세,810,82,71,52,45,42,44,44,35,28,25,53,102,61,36,90
2020년08월_여_100세 이상,56,10,7,4,3,2,2,3,0,2,3,7,6,3,1,3
2020년09월_계_총인구수,"262,311","25,726","36,037","20,937","6,059","5,576","3,365","3,758","3,026","10,156","6,638","20,224","36,958","29,871","16,211","37,769"
2020년09월_계_연령구간인구수,"262,311","25,726","36,037","20,937","6,059","5,576","3,365","3,758","3,026","10,156","6,638","20,224","36,958","29,871","16,211","37,769"
2020년09월_계_0~9세,"20,751","1,714","2,469","2,384",188,148,79,111,87,622,246,"2,060","2,946","3,308","1,076","3,313"
2020년09월_계_10~19세,"22,742","2,777","3,614","1,173",296,248,107,158,115,604,406,"2,007","4,061","2,257",813,"4,106"
2020년09월_계_20~29세,"35,769","3,790","5,298","3,144",536,486,211,273,263,"1,610","1,018","2,090","4,484","3,774","3,688","5,104"
2020년09월_계_30~39세,"33,211","2,611","3,924","4,201",495,417,212,228,196,"1,212",695,"2,794","4,087","4,528","2,815","4,796"
2020년09월_계_40~49세,"41,558","4,098","6,417","2,998",654,624,267,408,292,"1,353",840,"3,540","6,559","4,565","2,263","6,680"
2020년09월_계_50~59세,"44,617","4,243","6,867","2,838","1,214","1,073",635,735,604,"1,934","1,301","3,049","6,269","5,085","2,441","6,329"
2020년09월_계_60~69세,"34,143","3,251","3,924","2,281","1,370","1,254",835,849,693,"1,708","1,109","2,510","4,720","3,577","1,801","4,261"
2020년09월_계_70~79세,"19,252","2,090","2,259","1,237",808,828,594,554,483,770,651,"1,496","2,560","1,931",879,"2,112"
2020년09월_계_80~89세,"9,143","1,035","1,151",609,436,442,370,382,242,305,335,600,"1,131",757,391,957
2020년09월_계_90~99세,"1,057",105,107,68,55,53,53,57,49,36,34,69,136,85,42,108
2020년09월_계_100세 이상,68,12,7,4,7,3,2,3,2,2,3,9,5,4,2,3
2020년09월_남_총인구수,"132,085","12,924","18,766","11,083","3,238","2,831","1,763","1,948","1,540","4,938","3,298","9,958","17,711","14,360","8,818","18,909"
2020년09월_남_연령구간인구수,"132,085","12,924","18,766","11,083","3,238","2,831","1,763","1,948","1,540","4,938","3,298","9,958","17,711","14,360","8,818","18,909"
2020년09월_남_0~9세,"10,595",916,"1,266","1,247",109,73,40,54,46,305,135,"1,042","1,442","1,641",558,"1,721"
2020년09월_남_10~19세,"11,797","1,451","1,841",610,154,131,56,83,65,317,226,"1,090","2,000","1,137",442,"2,194"
2020년09월_남_20~29세,"19,655","2,128","3,024","1,742",319,278,139,165,164,841,547,"1,127","2,325","2,006","2,035","2,815"
2020년09월_남_30~39세,"17,800","1,419","2,224","2,365",278,263,136,134,110,625,405,"1,419","1,988","2,224","1,718","2,492"
2020년09월_남_40~49세,"21,264","2,002","3,316","1,727",396,381,174,244,174,652,426,"1,772","3,183","2,209","1,310","3,298"
2020년09월_남_50~59세,"22,449","2,186","3,702","1,454",693,533,351,414,328,918,653,"1,475","3,009","2,324","1,283","3,126"
2020년09월_남_60~69세,"16,674","1,566","2,025","1,160",733,649,462,470,340,818,533,"1,151","2,225","1,630",883,"2,029"
2020년09월_남_70~79세,"8,474",867,955,559,394,372,277,260,228,358,262,640,"1,087",864,446,905
2020년09월_남_80~89세,"3,136",364,382,203,148,142,120,111,71,97,103,224,420,301,137,313
2020년09월_남_90~99세,229,23,31,16,10,9,8,13,12,7,8,16,32,23,5,16
2020년09월_남_100세 이상,12,2,0,0,4,0,0,0,2,0,0,2,0,1,1,0
2020년09월_여_총인구수,"130,226","12,802","17,271","9,854","2,821","2,745","1,602","1,810","1,486","5,218","3,340","10,266","19,247","15,511","7,393","18,860"
2020년09월_여_연령구간인구수,"130,226","12,802","17,271","9,854","2,821","2,745","1,602","1,810","1,486","5,218","3,340","10,266","19,247","15,511","7,393","18,860"
2020년09월_여_0~9세,"10,156",798,"1,203","1,137",79,75,39,57,41,317,111,"1,018","1,504","1,667",518,"1,592"
2020년09월_여_10~19세,"10,945","1,326","1,773",563,142,117,51,75,50,287,180,917,"2,061","1,120",371,"1,912"
2020년09월_여_20~29세,"16,114","1,662","2,274","1,402",217,208,72,108,99,769,471,963,"2,159","1,768","1,653","2,289"
2020년09월_여_30~39세,"15,411","1,192","1,700","1,836",217,154,76,94,86,587,290,"1,375","2,099","2,304","1,097","2,304"
2020년09월_여_40~49세,"20,294","2,096","3,101","1,271",258,243,93,164,118,701,414,"1,768","3,376","2,356",953,"3,382"
2020년09월_여_50~59세,"22,168","2,057","3,165","1,384",521,540,284,321,276,"1,016",648,"1,574","3,260","2,761","1,158","3,203"
2020년09월_여_60~69세,"17,469","1,685","1,899","1,121",637,605,373,379,353,890,576,"1,359","2,495","1,947",918,"2,232"
2020년09월_여_70~79세,"10,778","1,223","1,304",678,414,456,317,294,255,412,389,856,"1,473","1,067",433,"1,207"
2020년09월_여_80~89세,"6,007",671,769,406,288,300,250,271,171,208,232,376,711,456,254,644
2020년09월_여_90~99세,828,82,76,52,45,44,45,44,37,29,26,53,104,62,37,92
2020년09월_여_100세 이상,56,10,7,4,3,3,2,3,0,2,3,7,5,3,1,3
2020년10월_계_총인구수,"262,566","25,754","36,007","20,955","6,019","5,575","3,358","3,746","3,027","10,130","6,645","20,177","36,835","29,822","16,234","38,282"
2020년10월_계_연령구간인구수,"262,566","25,754","36,007","20,955","6,019","5,575","3,358","3,746","3,027","10,130","6,645","20,177","36,835","29,822","16,234","38,282"
2020년10월_계_0~9세,"20,629","1,700","2,437","2,370",188,151,78,110,90,610,245,"2,041","2,900","3,294","1,077","3,338"
2020년10월_계_10~19세,"22,716","2,774","3,590","1,184",289,247,107,160,114,610,404,"2,005","4,036","2,234",808,"4,154"
2020년10월_계_20~29세,"35,844","3,811","5,328","3,151",525,484,205,273,261,"1,608","1,009","2,086","4,478","3,766","3,678","5,181"
2020년10월_계_30~39세,"33,155","2,595","3,915","4,195",501,418,207,214,195,"1,204",702,"2,764","4,042","4,491","2,830","4,882"
2020년10월_계_40~49세,"41,549","4,098","6,391","3,006",631,621,272,400,289,"1,341",831,"3,536","6,521","4,574","2,276","6,762"
2020년10월_계_50~59세,"44,664","4,250","6,861","2,833","1,203","1,068",621,734,607,"1,935","1,304","3,033","6,280","5,074","2,435","6,426"
2020년10월_계_60~69세,"34,414","3,274","3,956","2,296","1,375","1,259",852,860,698,"1,709","1,124","2,533","4,734","3,603","1,810","4,331"
2020년10월_계_70~79세,"19,286","2,090","2,267","1,226",807,834,594,553,484,769,650,"1,497","2,563","1,939",884,"2,129"
2020년10월_계_80~89세,"9,167","1,045","1,146",618,439,438,367,380,240,307,337,599,"1,138",759,391,963
2020년10월_계_90~99세,"1,075",105,109,72,54,52,53,59,47,35,36,74,138,85,43,113
2020년10월_계_100세 이상,67,12,7,4,7,3,2,3,2,2,3,9,5,3,2,3
2020년10월_남_총인구수,"132,200","12,929","18,749","11,109","3,220","2,829","1,765","1,940","1,534","4,929","3,297","9,925","17,649","14,324","8,840","19,161"
2020년10월_남_연령구간인구수,"132,200","12,929","18,749","11,109","3,220","2,829","1,765","1,940","1,534","4,929","3,297","9,925","17,649","14,324","8,840","19,161"
2020년10월_남_0~9세,"10,544",910,"1,249","1,246",108,75,38,54,47,303,132,"1,029","1,423","1,637",559,"1,734"
2020년10월_남_10~19세,"11,780","1,450","1,831",617,150,130,55,84,64,320,226,"1,084","1,983","1,123",440,"2,223"
2020년10월_남_20~29세,"19,678","2,129","3,042","1,740",317,276,139,165,159,844,544,"1,122","2,319","2,000","2,039","2,843"
2020년10월_남_30~39세,"17,780","1,416","2,216","2,370",281,264,132,129,107,621,408,"1,403","1,971","2,205","1,722","2,535"
2020년10월_남_40~49세,"21,257","1,998","3,298","1,730",386,382,176,237,169,644,421,"1,770","3,170","2,215","1,317","3,344"
2020년10월_남_50~59세,"22,458","2,185","3,701","1,458",689,525,347,410,332,914,655,"1,472","3,009","2,309","1,279","3,173"
2020년10월_남_60~69세,"16,803","1,574","2,045","1,164",733,653,471,476,344,818,538,"1,162","2,229","1,644",889,"2,063"
2020년10월_남_70~79세,"8,516",875,954,559,394,375,280,262,228,360,262,641,"1,092",867,453,914
2020년10월_남_80~89세,"3,135",366,379,208,149,140,119,111,70,98,102,224,419,300,135,315
2020년10월_남_90~99세,237,24,34,17,9,9,8,12,12,7,9,16,34,23,6,17
2020년10월_남_100세 이상,12,2,0,0,4,0,0,0,2,0,0,2,0,1,1,0
2020년10월_여_총인구수,"130,366","12,825","17,258","9,846","2,799","2,746","1,593","1,806","1,493","5,201","3,348","10,252","19,186","15,498","7,394","19,121"
2020년10월_여_연령구간인구수,"130,366","12,825","17,258","9,846","2,799","2,746","1,593","1,806","1,493","5,201","3,348","10,252","19,186","15,498","7,394","19,121"
2020년10월_여_0~9세,"10,085",790,"1,188","1,124",80,76,40,56,43,307,113,"1,012","1,477","1,657",518,"1,604"
2020년10월_여_10~19세,"10,936","1,324","1,759",567,139,117,52,76,50,290,178,921,"2,053","1,111",368,"1,931"
2020년10월_여_20~29세,"16,166","1,682","2,286","1,411",208,208,66,108,102,764,465,964,"2,159","1,766","1,639","2,338"
2020년10월_여_30~39세,"15,375","1,179","1,699","1,825",220,154,75,85,88,583,294,"1,361","2,071","2,286","1,108","2,347"
2020년10월_여_40~49세,"20,292","2,100","3,093","1,276",245,239,96,163,120,697,410,"1,766","3,351","2,359",959,"3,418"
2020년10월_여_50~59세,"22,206","2,065","3,160","1,375",514,543,274,324,275,"1,021",649,"1,561","3,271","2,765","1,156","3,253"
2020년10월_여_60~69세,"17,611","1,700","1,911","1,132",642,606,381,384,354,891,586,"1,371","2,505","1,959",921,"2,268"
2020년10월_여_70~79세,"10,770","1,215","1,313",667,413,459,314,291,256,409,388,856,"1,471","1,072",431,"1,215"
2020년10월_여_80~89세,"6,032",679,767,410,290,298,248,269,170,209,235,375,719,459,256,648
2020년10월_여_90~99세,838,81,75,55,45,43,45,47,35,28,27,58,104,62,37,96
2020년10월_여_100세 이상,55,10,7,4,3,3,2,3,0,2,3,7,5,2,1,3
2020년11월_계_총인구수,"262,988","25,655","36,273","20,926","6,005","5,569","3,338","3,766","3,033","10,086","6,643","20,175","36,810","29,850","16,298","38,561"
2020년11월_계_연령구간인구수,"262,988","25,655","36,273","20,926","6,005","5,569","3,338","3,766","3,033","10,086","6,643","20,175","36,810","29,850","16,298","38,561"
2020년11월_계_0~9세,"20,546","1,681","2,430","2,357",183,146,73,119,93,600,242,"2,051","2,870","3,293","1,064","3,344"
2020년11월_계_10~19세,"22,665","2,750","3,594","1,178",285,248,105,157,113,602,403,"1,981","4,043","2,245",797,"4,164"
2020년11월_계_20~29세,"35,989","3,818","5,386","3,149",520,473,204,276,260,"1,601","1,009","2,088","4,487","3,763","3,718","5,237"
2020년11월_계_30~39세,"33,148","2,559","3,973","4,182",504,409,206,215,196,"1,183",697,"2,761","4,018","4,486","2,841","4,918"
2020년11월_계_40~49세,"41,536","4,075","6,402","2,994",627,614,271,405,288,"1,330",829,"3,526","6,502","4,592","2,255","6,826"
2020년11월_계_50~59세,"44,759","4,233","6,937","2,831","1,205","1,073",612,726,609,"1,930","1,306","3,030","6,272","5,068","2,461","6,466"
2020년11월_계_60~69세,"34,639","3,280","4,004","2,311","1,384","1,276",861,863,696,"1,720","1,124","2,546","4,765","3,598","1,837","4,374"
2020년11월_계_70~79세,"19,366","2,100","2,281","1,224",802,836,593,558,485,775,658,"1,505","2,564","1,953",890,"2,142"
2020년11월_계_80~89세,"9,190","1,043","1,149",623,438,438,360,379,243,309,336,599,"1,147",765,390,971
2020년11월_계_90~99세,"1,084",104,110,73,51,53,51,65,48,34,36,79,137,84,43,116
2020년11월_계_100세 이상,66,12,7,4,6,3,2,3,2,2,3,9,5,3,2,3
2020년11월_남_총인구수,"132,410","12,878","18,904","11,105","3,223","2,826","1,757","1,950","1,542","4,890","3,302","9,931","17,627","14,333","8,860","19,282"
2020년11월_남_연령구간인구수,"132,410","12,878","18,904","11,105","3,223","2,826","1,757","1,950","1,542","4,890","3,302","9,931","17,627","14,333","8,860","19,282"
2020년11월_남_0~9세,"10,502",896,"1,249","1,238",104,71,36,58,49,291,130,"1,037","1,413","1,631",552,"1,747"
2020년11월_남_10~19세,"11,757","1,439","1,834",616,152,132,52,82,63,314,226,"1,074","1,980","1,128",433,"2,232"
2020년11월_남_20~29세,"19,758","2,138","3,083","1,743",316,274,139,168,156,831,546,"1,119","2,325","2,010","2,056","2,854"
2020년11월_남_30~39세,"17,766","1,402","2,254","2,367",287,252,131,128,108,613,404,"1,407","1,954","2,187","1,721","2,551"
2020년11월_남_40~49세,"21,268","1,986","3,303","1,723",383,381,178,240,173,645,422,"1,764","3,162","2,232","1,303","3,373"
2020년11월_남_50~59세,"22,472","2,167","3,731","1,457",691,528,343,405,333,908,659,"1,475","2,994","2,309","1,293","3,179"
2020년11월_남_60~69세,"16,922","1,578","2,073","1,174",738,661,473,478,346,819,536,"1,167","2,254","1,633",908,"2,084"
2020년11월_남_70~79세,"8,572",883,964,560,392,379,279,266,228,363,268,643,"1,091",878,453,925
2020년11월_남_80~89세,"3,143",362,379,210,148,139,118,111,72,99,102,226,421,301,135,320
2020년11월_남_90~99세,239,25,34,17,9,9,8,14,12,7,9,17,33,23,5,17
2020년11월_남_100세 이상,11,2,0,0,3,0,0,0,2,0,0,2,0,1,1,0
2020년11월_여_총인구수,"130,578","12,777","17,369","9,821","2,782","2,743","1,581","1,816","1,491","5,196","3,341","10,244","19,183","15,517","7,438","19,279"
2020년11월_여_연령구간인구수,"130,578","12,777","17,369","9,821","2,782","2,743","1,581","1,816","1,491","5,196","3,341","10,244","19,183","15,517","7,438","19,279"
2020년11월_여_0~9세,"10,044",785,"1,181","1,119",79,75,37,61,44,309,112,"1,014","1,457","1,662",512,"1,597"
2020년11월_여_10~19세,"10,908","1,311","1,760",562,133,116,53,75,50,288,177,907,"2,063","1,117",364,"1,932"
2020년11월_여_20~29세,"16,231","1,680","2,303","1,406",204,199,65,108,104,770,463,969,"2,162","1,753","1,662","2,383"
2020년11월_여_30~39세,"15,382","1,157","1,719","1,815",217,157,75,87,88,570,293,"1,354","2,064","2,299","1,120","2,367"
2020년11월_여_40~49세,"20,268","2,089","3,099","1,271",244,233,93,165,115,685,407,"1,762","3,340","2,360",952,"3,453"
2020년11월_여_50~59세,"22,287","2,066","3,206","1,374",514,545,269,321,276,"1,022",647,"1,555","3,278","2,759","1,168","3,287"
2020년11월_여_60~69세,"17,717","1,702","1,931","1,137",646,615,388,385,350,901,588,"1,379","2,511","1,965",929,"2,290"
2020년11월_여_70~79세,"10,794","1,217","1,317",664,410,457,314,292,257,412,390,862,"1,473","1,075",437,"1,217"
2020년11월_여_80~89세,"6,047",681,770,413,290,299,242,268,171,210,234,373,726,464,255,651
2020년11월_여_90~99세,845,79,76,56,42,44,43,51,36,27,27,62,104,61,38,99
2020년11월_여_100세 이상,55,10,7,4,3,3,2,3,0,2,3,7,5,2,1,3
2020년12월_계_총인구수,"263,728","25,619","36,335","20,912","5,985","5,558","3,346","3,760","3,034","10,015","6,620","20,107","36,652","30,723","16,272","38,790"
2020년12월_계_연령구간인구수,"263,728","25,619","36,335","20,912","5,985","5,558","3,346","3,760","3,034","10,015","6,620","20,107","36,652","30,723","16,272","38,790"
2020년12월_계_0~9세,"20,476","1,660","2,409","2,329",182,141,76,115,98,582,233,"2,031","2,836","3,398","1,056","3,330"
2020년12월_계_10~19세,"22,700","2,758","3,569","1,171",283,247,106,158,108,605,400,"1,977","4,009","2,318",790,"4,201"
2020년12월_계_20~29세,"36,229","3,803","5,424","3,185",509,478,209,277,261,"1,580","1,008","2,075","4,504","3,917","3,726","5,273"
2020년12월_계_30~39세,"33,192","2,552","3,975","4,137",503,402,206,214,198,"1,167",699,"2,725","3,989","4,642","2,826","4,957"
2020년12월_계_40~49세,"41,568","4,067","6,389","3,013",626,605,270,396,285,"1,321",818,"3,525","6,429","4,733","2,242","6,849"
2020년12월_계_50~59세,"44,853","4,232","6,967","2,830","1,191","1,061",610,720,603,"1,920","1,299","3,014","6,252","5,193","2,458","6,503"
2020년12월_계_60~69세,"34,901","3,284","4,049","2,324","1,390","1,281",855,874,698,"1,722","1,127","2,554","4,783","3,679","1,844","4,437"
2020년12월_계_70~79세,"19,395","2,096","2,288","1,213",801,844,604,560,486,772,658,"1,517","2,552","1,976",890,"2,138"
2020년12월_계_80~89세,"9,254","1,052","1,147",634,441,442,358,377,247,310,337,599,"1,154",782,394,980
2020년12월_계_90~99세,"1,095",103,111,72,53,54,51,66,48,34,38,81,139,82,44,119
2020년12월_계_100세 이상,65,12,7,4,6,3,1,3,2,2,3,9,5,3,2,3
2020년12월_남_총인구수,"132,805","12,869","18,930","11,113","3,217","2,821","1,763","1,951","1,550","4,863","3,287","9,895","17,517","14,768","8,853","19,408"
2020년12월_남_연령구간인구수,"132,805","12,869","18,930","11,113","3,217","2,821","1,763","1,951","1,550","4,863","3,287","9,895","17,517","14,768","8,853","19,408"
2020년12월_남_0~9세,"10,441",882,"1,241","1,226",103,68,38,55,53,279,127,"1,032","1,383","1,681",546,"1,727"
2020년12월_남_10~19세,"11,778","1,446","1,805",614,150,133,53,85,60,315,222,"1,066","1,966","1,167",435,"2,261"
2020년12월_남_20~29세,"19,914","2,143","3,103","1,768",311,276,140,172,159,829,548,"1,110","2,330","2,081","2,065","2,879"
2020년12월_남_30~39세,"17,799","1,397","2,248","2,344",286,250,130,131,113,603,405,"1,400","1,934","2,275","1,717","2,566"
2020년12월_남_40~49세,"21,315","1,981","3,312","1,740",389,372,175,235,169,647,421,"1,753","3,130","2,298","1,297","3,396"
2020년12월_남_50~59세,"22,490","2,163","3,745","1,454",681,526,343,400,330,899,651,"1,472","2,972","2,375","1,286","3,193"
2020년12월_남_60~69세,"17,045","1,582","2,091","1,186",737,663,474,481,348,824,535,"1,168","2,261","1,667",909,"2,119"
2020년12월_남_70~79세,"8,599",876,974,553,397,384,283,267,230,360,264,652,"1,085",891,455,928
2020년12월_남_80~89세,"3,168",370,377,210,150,139,119,112,74,100,104,223,424,309,136,321
2020년12월_남_90~99세,245,27,34,18,10,10,8,13,12,7,10,17,32,23,6,18
2020년12월_남_100세 이상,11,2,0,0,3,0,0,0,2,0,0,2,0,1,1,0
2020년12월_여_총인구수,"130,923","12,750","17,405","9,799","2,768","2,737","1,583","1,809","1,484","5,152","3,333","10,212","19,135","15,955","7,419","19,382"
2020년12월_여_연령구간인구수,"130,923","12,750","17,405","9,799","2,768","2,737","1,583","1,809","1,484","5,152","3,333","10,212","19,135","15,955","7,419","19,382"
2020년12월_여_0~9세,"10,035",778,"1,168","1,103",79,73,38,60,45,303,106,999,"1,453","1,717",510,"1,603"
2020년12월_여_10~19세,"10,922","1,312","1,764",557,133,114,53,73,48,290,178,911,"2,043","1,151",355,"1,940"
2020년12월_여_20~29세,"16,315","1,660","2,321","1,417",198,202,69,105,102,751,460,965,"2,174","1,836","1,661","2,394"
2020년12월_여_30~39세,"15,393","1,155","1,727","1,793",217,152,76,83,85,564,294,"1,325","2,055","2,367","1,109","2,391"
2020년12월_여_40~49세,"20,253","2,086","3,077","1,273",237,233,95,161,116,674,397,"1,772","3,299","2,435",945,"3,453"
2020년12월_여_50~59세,"22,363","2,069","3,222","1,376",510,535,267,320,273,"1,021",648,"1,542","3,280","2,818","1,172","3,310"
2020년12월_여_60~69세,"17,856","1,702","1,958","1,138",653,618,381,393,350,898,592,"1,386","2,522","2,012",935,"2,318"
2020년12월_여_70~79세,"10,796","1,220","1,314",660,404,460,321,293,256,412,394,865,"1,467","1,085",435,"1,210"
2020년12월_여_80~89세,"6,086",682,770,424,291,303,239,265,173,210,233,376,730,473,258,659
2020년12월_여_90~99세,850,76,77,54,43,44,43,53,36,27,28,64,107,59,38,101
2020년12월_여_100세 이상,54,10,7,4,3,3,1,3,0,2,3,7,5,2,1,3
2021년01월_계_총인구수,"264,150","25,583","36,356","20,869","5,949","5,533","3,346","3,744","3,024","9,998","6,605","20,072","36,498","31,529","16,218","38,826"
2021년01월_계_연령구간인구수,"264,150","25,583","36,356","20,869","5,949","5,533","3,346","3,744","3,024","9,998","6,605","20,072","36,498","31,529","16,218","38,826"
2021년01월_계_0~9세,"20,310","1,631","2,394","2,303",174,133,77,112,101,572,226,"2,018","2,795","3,450","1,038","3,286"
2021년01월_계_10~19세,"22,726","2,748","3,549","1,170",284,248,106,156,106,608,397,"1,977","3,986","2,426",779,"4,186"
2021년01월_계_20~29세,"36,199","3,822","5,404","3,164",494,471,206,277,255,"1,564","1,004","2,069","4,469","4,008","3,698","5,294"
2021년01월_계_30~39세,"33,146","2,539","3,969","4,104",486,393,200,215,197,"1,176",696,"2,685","3,963","4,777","2,812","4,934"
2021년01월_계_40~49세,"41,517","4,046","6,380","3,017",621,605,270,381,284,"1,310",823,"3,532","6,332","4,858","2,214","6,844"
2021년01월_계_50~59세,"45,038","4,218","6,995","2,855","1,189","1,049",605,719,598,"1,893","1,283","3,015","6,261","5,364","2,466","6,528"
2021년01월_계_60~69세,"35,198","3,289","4,094","2,318","1,392","1,292",856,870,700,"1,742","1,136","2,562","4,824","3,763","1,871","4,489"
2021년01월_계_70~79세,"19,520","2,121","2,289","1,222",803,840,613,569,487,781,660,"1,516","2,566","1,998",893,"2,162"
2021년01월_계_80~89세,"9,322","1,055","1,161",639,443,445,360,375,246,315,341,609,"1,157",798,397,981
2021년01월_계_90~99세,"1,108",102,114,73,57,54,52,66,48,35,36,80,140,84,48,119
2021년01월_계_100세 이상,66,12,7,4,6,3,1,4,2,2,3,9,5,3,2,3
2021년01월_남_총인구수,"132,986","12,855","18,961","11,079","3,193","2,802","1,765","1,940","1,543","4,859","3,281","9,875","17,443","15,146","8,834","19,410"
2021년01월_남_연령구간인구수,"132,986","12,855","18,961","11,079","3,193","2,802","1,765","1,940","1,543","4,859","3,281","9,875","17,443","15,146","8,834","19,410"
2021년01월_남_0~9세,"10,354",863,"1,242","1,211",97,64,39,55,53,274,126,"1,029","1,357","1,701",543,"1,700"
2021년01월_남_10~19세,"11,795","1,442","1,788",619,154,134,52,84,59,321,222,"1,072","1,956","1,222",424,"2,246"
2021년01월_남_20~29세,"19,862","2,161","3,104","1,748",298,267,140,170,155,822,539,"1,099","2,299","2,121","2,049","2,890"
2021년01월_남_30~39세,"17,795","1,398","2,242","2,327",278,241,127,132,115,608,407,"1,378","1,937","2,349","1,709","2,547"
2021년01월_남_40~49세,"21,271","1,965","3,312","1,743",380,370,174,223,167,642,424,"1,754","3,082","2,351","1,287","3,397"
2021년01월_남_50~59세,"22,566","2,155","3,760","1,462",680,523,340,396,326,884,644,"1,474","2,985","2,448","1,292","3,197"
2021년01월_남_60~69세,"17,226","1,582","2,128","1,181",743,670,477,482,351,834,536,"1,166","2,279","1,715",930,"2,152"
2021년01월_남_70~79세,"8,671",890,971,558,396,384,289,273,229,365,267,660,"1,088",902,457,942
2021년01월_남_80~89세,"3,188",371,379,212,154,139,118,112,74,102,107,225,429,311,135,320
2021년01월_남_90~99세,247,26,35,18,10,10,9,13,12,7,9,16,31,25,7,19
2021년01월_남_100세 이상,11,2,0,0,3,0,0,0,2,0,0,2,0,1,1,0
2021년01월_여_총인구수,"131,164","12,728","17,395","9,790","2,756","2,731","1,581","1,804","1,481","5,139","3,324","10,197","19,055","16,383","7,384","19,416"
2021년01월_여_연령구간인구수,"131,164","12,728","17,395","9,790","2,756","2,731","1,581","1,804","1,481","5,139","3,324","10,197","19,055","16,383","7,384","19,416"
2021년01월_여_0~9세,"9,956",768,"1,152","1,092",77,69,38,57,48,298,100,989,"1,438","1,749",495,"1,586"
2021년01월_여_10~19세,"10,931","1,306","1,761",551,130,114,54,72,47,287,175,905,"2,030","1,204",355,"1,940"
2021년01월_여_20~29세,"16,337","1,661","2,300","1,416",196,204,66,107,100,742,465,970,"2,170","1,887","1,649","2,404"
2021년01월_여_30~39세,"15,351","1,141","1,727","1,777",208,152,73,83,82,568,289,"1,307","2,026","2,428","1,103","2,387"
2021년01월_여_40~49세,"20,246","2,081","3,068","1,274",241,235,96,158,117,668,399,"1,778","3,250","2,507",927,"3,447"
2021년01월_여_50~59세,"22,472","2,063","3,235","1,393",509,526,265,323,272,"1,009",639,"1,541","3,276","2,916","1,174","3,331"
2021년01월_여_60~69세,"17,972","1,707","1,966","1,137",649,622,379,388,349,908,600,"1,396","2,545","2,048",941,"2,337"
2021년01월_여_70~79세,"10,849","1,231","1,318",664,407,456,324,296,258,416,393,856,"1,478","1,096",436,"1,220"
2021년01월_여_80~89세,"6,134",684,782,427,289,306,242,263,172,213,234,384,728,487,262,661
2021년01월_여_90~99세,861,76,79,55,47,44,43,53,36,28,27,64,109,59,41,100
