카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년03월_남_10~19세,"173,123","53,672","12,770","12,787","7,308","9,932","10,875","18,987","6,753","5,398","32,653","4,258","14,795","17,574",858,"3,248","2,285","2,234","1,671","1,621","1,142","1,570","3,052","1,352"
2020년03월_남_20~29세,"212,541","73,509","20,188","18,476","10,685","12,623","11,537","24,706","6,352","6,555","37,461","5,379","13,895","22,073","1,173","3,284","2,951","2,368","1,964","2,233","1,466","1,851","3,488","1,833"
2020년03월_남_30~39세,"217,165","72,853","18,807","16,103","11,202","11,996","14,745","21,485","7,804","6,633","36,984","4,859","20,883","26,331","1,001","3,134","2,983","2,305","1,381","1,665","1,242","1,409","2,669","1,544"
2020년03월_남_40~49세,"279,663","86,094","20,860","17,635","13,508","15,656","18,435","27,395","11,784","9,579","49,542","7,010","25,939","30,717","1,726","5,239","4,075","3,725","2,581","3,017","2,023","2,508","4,133","2,576"
2020년03월_남_50~59세,"298,005","93,656","25,118","21,736","14,788","17,543","14,471","28,514","11,639","9,729","49,243","9,744","20,459","29,441","2,595","6,255","5,913","5,009","3,960","4,719","3,583","3,713","5,476","4,357"
2020년03월_남_60~69세,"217,712","66,548","16,354","11,771","13,773","13,743","10,907","20,831","9,563","7,606","27,689","9,789","12,941","19,823","2,673","5,429","5,791","4,640","3,898","4,370","3,589","3,452","4,710","4,370"
2020년03월_남_70~79세,"105,500","28,023","6,092","3,108","7,140","6,510","5,173","10,952","4,904","4,453","10,992","5,320","4,896","9,001","1,653","2,868","3,408","2,970","2,933","2,728","2,276","2,259","2,930","2,934"
2020년03월_남_80~89세,"37,254","8,199","1,691",807,"2,197","1,757","1,747","3,585","1,402","1,721","3,354","2,058","1,449","2,835",848,"1,158","1,461","1,249","1,423","1,306","1,045","1,128","1,492","1,541"
2020년03월_남_90~99세,"3,155",633,129,87,182,109,126,314,107,123,263,162,123,214,89,110,107,114,146,141,111,114,149,135
2020년03월_남_100세 이상,153,40,6,6,15,8,5,21,8,6,23,5,5,9,2,3,2,4,1,4,1,7,8,4
2020년03월_여_총인구수,"1,666,204","514,120","128,745","106,730","88,382","96,140","94,123","175,506","64,838","55,280","268,241","53,738","117,508","175,028","13,838","32,125","31,133","25,888","22,500","23,059","17,996","20,413","31,691","23,302"
2020년03월_여_연령구간인구수,"1,666,204","514,120","128,745","106,730","88,382","96,140","94,123","175,506","64,838","55,280","268,241","53,738","117,508","175,028","13,838","32,125","31,133","25,888","22,500","23,059","17,996","20,413","31,691","23,302"
2020년03월_여_0~9세,"136,569","41,867","10,693","8,552","6,154","6,716","9,752","14,009","5,229","4,103","25,251","2,883","13,665","17,595",556,"2,231","1,695","1,395",763,967,703,947,"1,881",829
2020년03월_여_10~19세,"157,100","48,518","11,453","11,253","6,728","8,946","10,138","17,007","6,209","5,056","29,847","3,834","13,267","16,614",731,"2,839","1,966","1,888","1,436","1,424","1,025","1,488","2,723","1,228"
2020년03월_여_20~29세,"171,120","59,048","16,232","14,926","8,673","10,321","8,896","20,097","5,290","4,405","31,764","3,979","11,017","19,144",922,"2,432","2,179","1,637","1,317","1,518","1,113","1,383","2,490","1,385"
2020년03월_여_30~39세,"199,115","65,407","16,959","14,182","9,940","10,703","13,623","20,826","7,264","5,826","35,086","4,350","18,303","25,087",880,"2,973","2,441","1,921","1,239","1,345","1,056","1,314","2,555","1,242"
2020년03월_여_40~49세,"262,633","83,747","20,548","19,394","12,226","15,251","16,328","27,521","9,905","8,321","49,999","6,227","21,522","29,674","1,237","4,413","3,135","2,918","2,171","2,385","1,613","2,055","3,858","1,932"
2020년03월_여_50~59세,"286,725","94,723","25,732","22,361","15,147","17,692","13,791","29,381","11,232","8,829","46,257","9,523","18,215","28,881","2,138","5,195","5,285","4,289","3,525","3,988","3,125","3,300","5,178","3,661"
2020년03월_여_60~69세,"220,289","67,579","15,803","10,092","15,215","15,018","11,451","22,663","9,962","8,135","26,733","10,419","11,826","20,472","2,493","5,093","5,849","4,646","4,096","4,145","3,351","3,522","4,981","4,324"
2020년03월_여_70~79세,"135,445","33,328","6,810","3,541","8,943","7,735","6,299","14,260","6,058","6,097","14,596","7,057","5,585","11,245","2,421","3,767","4,598","3,833","3,883","3,719","3,038","3,324","4,215","4,421"
2020년03월_여_80~89세,"83,445","17,175","3,874","2,079","4,574","3,290","3,358","8,319","3,184","3,834","7,582","4,716","3,427","5,464","2,111","2,771","3,451","2,857","3,377","3,000","2,553","2,630","3,259","3,735"
2020년03월_여_90~99세,"13,162","2,592",613,336,733,438,472,"1,354",488,656,"1,069",714,648,804,343,404,511,494,676,549,406,423,518,513
2020년03월_여_100세 이상,601,136,28,14,49,30,15,69,17,18,57,36,33,48,6,7,23,10,17,19,13,27,33,32
2020년04월_계_총인구수,"3,353,380","1,041,553","262,241","217,948","175,504","193,101","192,759","347,578","130,221","111,365","542,929","105,201","247,427","351,383","26,979","64,959","61,889","51,918","43,223","45,753","35,223","39,377","61,700","44,702"
2020년04월_계_연령구간인구수,"3,353,380","1,041,553","262,241","217,948","175,504","193,101","192,759","347,578","130,221","111,365","542,929","105,201","247,427","351,383","26,979","64,959","61,889","51,918","43,223","45,753","35,223","39,377","61,700","44,702"
2020년04월_계_0~9세,"280,160","86,425","22,018","17,464","12,791","13,980","20,172","29,152","10,411","8,514","51,299","5,840","28,122","35,881","1,134","4,429","3,513","2,806","1,639","2,013","1,479","1,914","3,892","1,697"
2020년04월_계_10~19세,"329,243","101,793","24,139","23,916","13,964","18,759","21,015","35,905","12,959","10,434","62,379","8,071","28,038","34,146","1,579","6,058","4,210","4,113","3,062","3,022","2,164","3,036","5,717","2,557"
2020년04월_계_20~29세,"382,928","132,311","36,408","33,280","19,277","22,880","20,466","44,845","11,595","10,884","69,240","9,318","24,833","41,134","2,068","5,694","5,109","4,006","3,271","3,716","2,557","3,228","5,940","3,179"
2020년04월_계_30~39세,"414,972","137,962","35,759","30,305","20,981","22,678","28,239","42,245","14,946","12,418","71,961","9,167","39,038","51,175","1,866","6,052","5,399","4,210","2,580","2,968","2,291","2,727","5,199","2,768"
2020년04월_계_40~49세,"541,189","169,453","41,347","36,882","25,640","30,794","34,790","54,820","21,627","17,829","99,405","13,188","47,480","60,360","2,955","9,622","7,198","6,613","4,722","5,336","3,619","4,519","7,968","4,475"
2020년04월_계_50~59세,"584,228","188,058","50,770","44,029","29,855","35,120","28,284","57,842","22,837","18,551","95,696","19,196","38,724","58,334","4,705","11,402","11,208","9,255","7,469","8,647","6,683","7,032","10,611","7,978"
2020년04월_계_60~69세,"440,377","134,979","32,478","22,067","29,047","28,889","22,498","43,677","19,608","15,752","54,819","20,265","24,937","40,545","5,191","10,576","11,665","9,353","8,010","8,563","6,963","6,992","9,758","8,724"
2020년04월_계_70~79세,"241,728","61,660","12,952","6,664","16,179","14,330","11,535","25,293","10,998","10,610","25,705","12,414","10,537","20,365","4,071","6,646","8,011","6,808","6,799","6,431","5,329","5,578","7,139","7,334"
2020년04월_계_80~89세,"121,360","25,494","5,593","2,891","6,787","5,085","5,138","12,026","4,605","5,565","11,019","6,806","4,900","8,369","2,970","3,947","4,921","4,133","4,822","4,342","3,601","3,779","4,759","5,302"
2020년04월_계_90~99세,"16,435","3,243",743,430,919,548,603,"1,682",609,782,"1,328",895,777,"1,017",432,522,630,607,832,691,521,538,677,652
2020년04월_계_100세 이상,760,175,34,20,64,38,19,91,26,26,78,41,41,57,8,11,25,14,17,24,16,34,40,36
2020년04월_남_총인구수,"1,688,178","527,820","133,498","111,389","87,317","96,996","98,620","172,050","65,470","56,119","274,576","51,541","129,950","176,363","13,173","32,912","30,770","26,053","20,795","22,788","17,276","18,986","30,067","21,469"
2020년04월_남_연령구간인구수,"1,688,178","527,820","133,498","111,389","87,317","96,996","98,620","172,050","65,470","56,119","274,576","51,541","129,950","176,363","13,173","32,912","30,770","26,053","20,795","22,788","17,276","18,986","30,067","21,469"
2020년04월_남_0~9세,"144,164","44,728","11,374","8,931","6,667","7,273","10,483","15,176","5,236","4,422","26,139","2,975","14,506","18,362",579,"2,218","1,816","1,421",884,"1,063",782,973,"2,018",866
2020년04월_남_10~19세,"172,578","53,440","12,725","12,707","7,266","9,858","10,884","18,949","6,739","5,382","32,587","4,243","14,785","17,557",851,"3,237","2,265","2,235","1,643","1,605","1,143","1,556","3,019","1,342"
2020년04월_남_20~29세,"212,272","73,448","20,204","18,457","10,672","12,574","11,541","24,764","6,341","6,497","37,463","5,369","13,871","22,014","1,160","3,273","2,934","2,365","1,967","2,213","1,459","1,857","3,458","1,819"
2020년04월_남_30~39세,"216,549","72,733","18,803","16,132","11,104","11,982","14,712","21,456","7,734","6,605","36,965","4,831","20,775","26,230",996,"3,098","2,976","2,298","1,360","1,645","1,244","1,412","2,658","1,533"
2020년04월_남_40~49세,"279,024","85,910","20,832","17,571","13,466","15,609","18,432","27,349","11,731","9,542","49,440","6,995","25,951","30,691","1,720","5,214","4,053","3,706","2,559","2,986","2,016","2,476","4,129","2,556"
2020년04월_남_50~59세,"297,854","93,506","25,077","21,666","14,762","17,492","14,509","28,474","11,631","9,732","49,323","9,714","20,529","29,440","2,581","6,251","5,941","4,989","3,953","4,694","3,580","3,722","5,442","4,352"
2020년04월_남_60~69세,"218,853","66,932","16,521","11,887","13,793","13,770","10,961","20,929","9,591","7,606","27,917","9,809","13,008","19,922","2,693","5,460","5,808","4,684","3,908","4,390","3,598","3,466","4,753","4,379"
2020년04월_남_70~79세,"106,000","28,185","6,118","3,137","7,184","6,545","5,201","10,987","4,935","4,488","11,060","5,355","4,932","9,060","1,648","2,884","3,406","2,976","2,938","2,725","2,290","2,267","2,935","2,929"
2020년04월_남_80~89세,"37,566","8,265","1,712",808,"2,204","1,778","1,763","3,633","1,412","1,715","3,396","2,084","1,465","2,863",852,"1,165","1,462","1,262","1,434","1,320","1,055","1,135","1,494","1,554"
2020년04월_남_90~99세,"3,164",633,126,87,184,107,129,312,112,124,263,161,123,215,91,109,107,113,148,143,107,115,153,135
2020년04월_남_100세 이상,154,40,6,6,15,8,5,21,8,6,23,5,5,9,2,3,2,4,1,4,2,7,8,4
2020년04월_여_총인구수,"1,665,202","513,733","128,743","106,559","88,187","96,105","94,139","175,528","64,751","55,246","268,353","53,660","117,477","175,020","13,806","32,047","31,119","25,865","22,428","22,965","17,947","20,391","31,633","23,233"
2020년04월_여_연령구간인구수,"1,665,202","513,733","128,743","106,559","88,187","96,105","94,139","175,528","64,751","55,246","268,353","53,660","117,477","175,020","13,806","32,047","31,119","25,865","22,428","22,965","17,947","20,391","31,633","23,233"
2020년04월_여_0~9세,"135,996","41,697","10,644","8,533","6,124","6,707","9,689","13,976","5,175","4,092","25,160","2,865","13,616","17,519",555,"2,211","1,697","1,385",755,950,697,941,"1,874",831
2020년04월_여_10~19세,"156,665","48,353","11,414","11,209","6,698","8,901","10,131","16,956","6,220","5,052","29,792","3,828","13,253","16,589",728,"2,821","1,945","1,878","1,419","1,417","1,021","1,480","2,698","1,215"
2020년04월_여_20~29세,"170,656","58,863","16,204","14,823","8,605","10,306","8,925","20,081","5,254","4,387","31,777","3,949","10,962","19,120",908,"2,421","2,175","1,641","1,304","1,503","1,098","1,371","2,482","1,360"
2020년04월_여_30~39세,"198,423","65,229","16,956","14,173","9,877","10,696","13,527","20,789","7,212","5,813","34,996","4,336","18,263","24,945",870,"2,954","2,423","1,912","1,220","1,323","1,047","1,315","2,541","1,235"
2020년04월_여_40~49세,"262,165","83,543","20,515","19,311","12,174","15,185","16,358","27,471","9,896","8,287","49,965","6,193","21,529","29,669","1,235","4,408","3,145","2,907","2,163","2,350","1,603","2,043","3,839","1,919"
2020년04월_여_50~59세,"286,374","94,552","25,693","22,363","15,093","17,628","13,775","29,368","11,206","8,819","46,373","9,482","18,195","28,894","2,124","5,151","5,267","4,266","3,516","3,953","3,103","3,310","5,169","3,626"
2020년04월_여_60~69세,"221,524","68,047","15,957","10,180","15,254","15,119","11,537","22,748","10,017","8,146","26,902","10,456","11,929","20,623","2,498","5,116","5,857","4,669","4,102","4,173","3,365","3,526","5,005","4,345"
2020년04월_여_70~79세,"135,728","33,475","6,834","3,527","8,995","7,785","6,334","14,306","6,063","6,122","14,645","7,059","5,605","11,305","2,423","3,762","4,605","3,832","3,861","3,706","3,039","3,311","4,204","4,405"
2020년04월_여_80~89세,"83,794","17,229","3,881","2,083","4,583","3,307","3,375","8,393","3,193","3,850","7,623","4,722","3,435","5,506","2,118","2,782","3,459","2,871","3,388","3,022","2,546","2,644","3,265","3,748"
2020년04월_여_90~99세,"13,271","2,610",617,343,735,441,474,"1,370",497,658,"1,065",734,654,802,341,413,523,494,684,548,414,423,524,517
2020년04월_여_100세 이상,606,135,28,14,49,30,14,70,18,20,55,36,36,48,6,8,23,10,16,20,14,27,32,32
2020년05월_계_총인구수,"3,351,347","1,040,773","262,729","217,430","175,239","192,751","192,624","347,519","129,997","111,268","543,072","105,139","247,096","351,373","26,954","64,775","61,873","51,876","43,149","45,628","35,152","39,353","61,729","44,621"
2020년05월_계_연령구간인구수,"3,351,347","1,040,773","262,729","217,430","175,239","192,751","192,624","347,519","129,997","111,268","543,072","105,139","247,096","351,373","26,954","64,775","61,873","51,876","43,149","45,628","35,152","39,353","61,729","44,621"
2020년05월_계_0~9세,"278,992","86,079","22,031","17,354","12,691","13,921","20,082","29,055","10,343","8,478","51,151","5,819","27,979","35,747","1,135","4,381","3,496","2,780","1,626","2,003","1,464","1,912","3,861","1,683"
2020년05월_계_10~19세,"328,148","101,411","24,096","23,771","13,892","18,668","20,984","35,793","12,941","10,403","62,130","8,025","27,969","34,115","1,576","6,008","4,203","4,111","3,016","3,004","2,152","3,013","5,740","2,538"
2020년05월_계_20~29세,"382,204","132,030","36,432","33,160","19,262","22,756","20,420","44,840","11,494","10,844","69,270","9,279","24,770","41,056","2,059","5,650","5,067","4,005","3,273","3,671","2,528","3,217","5,994","3,157"
2020년05월_계_30~39세,"413,442","137,557","35,880","30,221","20,803","22,589","28,064","42,221","14,829","12,367","71,794","9,137","38,752","51,003","1,844","5,995","5,366","4,174","2,562","2,934","2,276","2,723","5,163","2,745"
2020년05월_계_40~49세,"540,178","169,124","41,325","36,675","25,605","30,672","34,847","54,667","21,616","17,807","99,343","13,152","47,480","60,307","2,935","9,546","7,185","6,578","4,687","5,273","3,604","4,502","7,937","4,435"
2020년05월_계_50~59세,"584,327","188,082","50,907","43,970","29,826","35,063","28,316","57,852","22,829","18,520","95,858","19,159","38,780","58,399","4,692","11,391","11,195","9,244","7,463","8,631","6,658","7,015","10,614","7,945"
2020년05월_계_60~69세,"442,255","135,480","32,654","22,249","29,081","28,954","22,542","43,899","19,630","15,788","55,184","20,336","25,048","40,750","5,220","10,624","11,716","9,385","8,022","8,597","6,981","7,032","9,795","8,768"
2020년05월_계_70~79세,"242,664","62,000","13,035","6,695","16,266","14,413","11,591","25,348","11,065","10,670","25,797","12,467","10,594","20,493","4,068","6,660","8,047","6,824","6,820","6,441","5,323","5,570","7,128","7,349"
2020년05월_계_80~89세,"121,840","25,559","5,588","2,884","6,811","5,118","5,158","12,067","4,607","5,581","11,136","6,835","4,906","8,415","2,980","3,979","4,936","4,146","4,838","4,357","3,618","3,795","4,775","5,310"
2020년05월_계_90~99세,"16,527","3,273",747,430,936,559,601,"1,685",616,784,"1,332",888,777,"1,031",436,530,636,613,824,693,531,541,681,656
2020년05월_계_100세 이상,770,178,34,21,66,38,19,92,27,26,77,42,41,57,9,11,26,16,18,24,17,33,41,35
2020년05월_남_총인구수,"1,687,289","527,377","133,709","111,068","87,221","96,813","98,566","172,037","65,363","56,099","274,740","51,488","129,761","176,340","13,180","32,826","30,755","26,048","20,747","22,723","17,246","18,973","30,135","21,451"
2020년05월_남_연령구간인구수,"1,687,289","527,377","133,709","111,068","87,221","96,813","98,566","172,037","65,363","56,099","274,740","51,488","129,761","176,340","13,180","32,826","30,755","26,048","20,747","22,723","17,246","18,973","30,135","21,451"
2020년05월_남_0~9세,"143,574","44,533","11,363","8,865","6,614","7,231","10,460","15,114","5,203","4,420","26,104","2,964","14,434","18,280",577,"2,194","1,802","1,407",875,"1,057",776,972,"2,000",862
2020년05월_남_10~19세,"171,960","53,229","12,697","12,613","7,235","9,811","10,873","18,894","6,712","5,364","32,422","4,224","14,713","17,537",850,"3,213","2,262","2,240","1,614","1,597","1,142","1,552","3,068","1,327"
2020년05월_남_20~29세,"212,058","73,297","20,220","18,379","10,669","12,506","11,523","24,744","6,318","6,479","37,545","5,342","13,882","21,988","1,165","3,252","2,920","2,369","1,970","2,181","1,444","1,840","3,503","1,819"
2020년05월_남_30~39세,"215,883","72,551","18,850","16,089","11,033","11,950","14,629","21,489","7,673","6,579","36,918","4,813","20,614","26,164",984,"3,066","2,961","2,287","1,338","1,629","1,235","1,414","2,647","1,521"
2020년05월_남_40~49세,"278,340","85,735","20,818","17,470","13,451","15,554","18,442","27,263","11,707","9,532","49,373","6,973","25,933","30,646","1,708","5,182","4,016","3,688","2,542","2,945","2,009","2,460","4,101","2,527"
2020년05월_남_50~59세,"297,968","93,532","25,136","21,620","14,766","17,476","14,534","28,480","11,630","9,734","49,401","9,684","20,572","29,471","2,569","6,242","5,929","4,997","3,950","4,691","3,579","3,713","5,447","4,347"
2020년05월_남_60~69세,"219,855","67,146","16,624","11,964","13,793","13,797","10,968","21,030","9,607","7,610","28,127","9,866","13,053","20,024","2,729","5,494","5,859","4,695","3,910","4,417","3,602","3,492","4,784","4,410"
2020년05월_남_70~79세,"106,545","28,368","6,148","3,174","7,239","6,575","5,232","11,038","4,978","4,530","11,121","5,372","4,967","9,121","1,649","2,878","3,433","2,983","2,954","2,738","2,285","2,269","2,921","2,940"
2020년05월_남_80~89세,"37,787","8,305","1,721",803,"2,217","1,793","1,771","3,656","1,415","1,722","3,443","2,085","1,466","2,882",854,"1,191","1,465","1,265","1,450","1,322","1,063","1,140","1,505","1,558"
2020년05월_남_90~99세,"3,163",640,126,85,188,112,129,308,112,123,263,160,122,218,93,111,106,113,143,142,109,114,150,136
2020년05월_남_100세 이상,156,41,6,6,16,8,5,21,8,6,23,5,5,9,2,3,2,4,1,4,2,7,9,4
2020년05월_여_총인구수,"1,664,058","513,396","129,020","106,362","88,018","95,938","94,058","175,482","64,634","55,169","268,332","53,651","117,335","175,033","13,774","31,949","31,118","25,828","22,402","22,905","17,906","20,380","31,594","23,170"
2020년05월_여_연령구간인구수,"1,664,058","513,396","129,020","106,362","88,018","95,938","94,058","175,482","64,634","55,169","268,332","53,651","117,335","175,033","13,774","31,949","31,118","25,828","22,402","22,905","17,906","20,380","31,594","23,170"
2020년05월_여_0~9세,"135,418","41,546","10,668","8,489","6,077","6,690","9,622","13,941","5,140","4,058","25,047","2,855","13,545","17,467",558,"2,187","1,694","1,373",751,946,688,940,"1,861",821
2020년05월_여_10~19세,"156,188","48,182","11,399","11,158","6,657","8,857","10,111","16,899","6,229","5,039","29,708","3,801","13,256","16,578",726,"2,795","1,941","1,871","1,402","1,407","1,010","1,461","2,672","1,211"
2020년05월_여_20~29세,"170,146","58,733","16,212","14,781","8,593","10,250","8,897","20,096","5,176","4,365","31,725","3,937","10,888","19,068",894,"2,398","2,147","1,636","1,303","1,490","1,084","1,377","2,491","1,338"
2020년05월_여_30~39세,"197,559","65,006","17,030","14,132","9,770","10,639","13,435","20,732","7,156","5,788","34,876","4,324","18,138","24,839",860,"2,929","2,405","1,887","1,224","1,305","1,041","1,309","2,516","1,224"
2020년05월_여_40~49세,"261,838","83,389","20,507","19,205","12,154","15,118","16,405","27,404","9,909","8,275","49,970","6,179","21,547","29,661","1,227","4,364","3,169","2,890","2,145","2,328","1,595","2,042","3,836","1,908"
2020년05월_여_50~59세,"286,359","94,550","25,771","22,350","15,060","17,587","13,782","29,372","11,199","8,786","46,457","9,475","18,208","28,928","2,123","5,149","5,266","4,247","3,513","3,940","3,079","3,302","5,167","3,598"
2020년05월_여_60~69세,"222,400","68,334","16,030","10,285","15,288","15,157","11,574","22,869","10,023","8,178","27,057","10,470","11,995","20,726","2,491","5,130","5,857","4,690","4,112","4,180","3,379","3,540","5,011","4,358"
2020년05월_여_70~79세,"136,119","33,632","6,887","3,521","9,027","7,838","6,359","14,310","6,087","6,140","14,676","7,095","5,627","11,372","2,419","3,782","4,614","3,841","3,866","3,703","3,038","3,301","4,207","4,409"
2020년05월_여_80~89세,"84,053","17,254","3,867","2,081","4,594","3,325","3,387","8,411","3,192","3,859","7,693","4,750","3,440","5,533","2,126","2,788","3,471","2,881","3,388","3,035","2,555","2,655","3,270","3,752"
2020년05월_여_90~99세,"13,364","2,633",621,345,748,447,472,"1,377",504,661,"1,069",728,655,813,343,419,530,500,681,551,422,427,531,520
2020년05월_여_100세 이상,614,137,28,15,50,30,14,71,19,20,54,37,36,48,7,8,24,12,17,20,15,26,32,31
2020년06월_계_총인구수,"3,349,454","1,040,118","263,184","216,982","174,956","192,433","192,563","347,462","129,711","111,184","542,842","105,133","246,878","351,596","26,957","64,724","61,825","51,811","43,102","45,454","35,140","39,321","61,681","44,515"
2020년06월_계_연령구간인구수,"3,349,454","1,040,118","263,184","216,982","174,956","192,433","192,563","347,462","129,711","111,184","542,842","105,133","246,878","351,596","26,957","64,724","61,825","51,811","43,102","45,454","35,140","39,321","61,681","44,515"
2020년06월_계_0~9세,"277,878","85,822","22,105","17,246","12,635","13,844","19,992","28,958","10,251","8,434","50,948","5,809","27,837","35,678","1,138","4,345","3,459","2,755","1,614","1,982","1,442","1,893","3,845","1,668"
2020년06월_계_10~19세,"327,569","101,118","23,993","23,700","13,865","18,603","20,957","35,693","12,922","10,368","61,997","7,996","27,948","34,236","1,577","6,025","4,200","4,128","2,995","2,966","2,157","3,010","5,711","2,522"
2020년06월_계_20~29세,"381,057","131,642","36,487","32,973","19,126","22,677","20,379","44,781","11,433","10,852","69,089","9,225","24,666","40,924","2,061","5,608","5,052","3,991","3,278","3,639","2,514","3,194","5,989","3,119"
2020년06월_계_30~39세,"411,941","137,263","35,951","30,150","20,706","22,489","27,967","42,182","14,689","12,260","71,595","9,117","38,498","50,838","1,817","5,935","5,319","4,123","2,547","2,912","2,260","2,714","5,150","2,722"
2020년06월_계_40~49세,"539,898","168,978","41,361","36,574","25,617","30,541","34,885","54,675","21,587","17,789","99,301","13,133","47,519","60,368","2,940","9,544","7,177","6,572","4,673","5,230","3,580","4,501","7,918","4,413"
2020년06월_계_50~59세,"583,173","187,510","50,807","43,786","29,665","34,971","28,281","57,794","22,779","18,511","95,719","19,056","38,792","58,406","4,679","11,374","11,155","9,217","7,465","8,579","6,666","6,970","10,592","7,909"
2020년06월_계_60~69세,"445,112","136,410","33,016","22,479","29,171","29,062","22,682","44,060","19,706","15,862","55,719","20,522","25,262","40,972","5,256","10,682","11,793","9,435","8,050","8,643","7,024","7,089","9,843","8,784"
2020년06월_계_70~79세,"243,549","62,309","13,072","6,728","16,362","14,504","11,643","25,437","11,090","10,721","25,911","12,510","10,645","20,612","4,060","6,688","8,075","6,812","6,827","6,435","5,336","5,580","7,129","7,372"
2020년06월_계_80~89세,"121,988","25,634","5,611","2,897","6,812","5,146","5,168","12,108","4,613","5,580","11,133","6,842","4,897","8,463","2,981","3,986","4,935","4,149","4,816","4,347","3,613","3,794","4,783","5,314"
2020년06월_계_90~99세,"16,512","3,255",748,428,932,557,590,"1,683",614,780,"1,352",879,770,"1,040",439,526,634,613,820,697,530,544,680,656
