카테고리,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2020년03월_여_0~9세,"2,004",105,75,417,111,104,209,59,86,217,194,238,189
2020년03월_여_10~19세,"2,581",119,130,284,201,168,329,115,192,341,348,231,123
2020년03월_여_20~29세,"5,206",338,336,847,296,231,626,168,271,644,648,577,224
2020년03월_여_30~39세,"4,855",247,243,972,239,196,518,137,223,600,543,591,346
2020년03월_여_40~49세,"5,628",302,351,718,426,301,643,233,355,701,672,599,327
2020년03월_여_50~59세,"7,452",379,486,683,543,358,896,337,526,985,"1,122",811,326
2020년03월_여_60~69세,"8,229",452,669,569,650,411,968,435,589,"1,055","1,296",777,358
2020년03월_여_70~79세,"6,133",326,460,328,564,321,714,459,487,854,904,434,282
2020년03월_여_80~89세,"2,884",150,210,176,281,118,334,196,231,387,477,186,138
2020년03월_여_90~99세,404,19,34,42,43,15,30,26,40,45,58,22,30
2020년03월_여_100세 이상,69,3,5,3,8,5,12,2,2,9,10,6,4
2020년04월_계_총인구수,"89,673","4,888","5,899","10,590","6,537","4,305","10,174","4,304","5,741","11,301","12,297","9,005","4,632"
2020년04월_계_연령구간인구수,"89,673","4,888","5,899","10,590","6,537","4,305","10,174","4,304","5,741","11,301","12,297","9,005","4,632"
2020년04월_계_0~9세,"4,268",193,173,933,223,193,422,136,201,484,418,508,384
2020년04월_계_10~19세,"5,357",278,272,663,442,336,642,259,378,678,667,473,269
2020년04월_계_20~29세,"10,658",682,668,"1,576",669,497,"1,253",388,612,"1,344","1,364","1,171",434
2020년04월_계_30~39세,"10,586",537,564,"2,185",554,417,"1,175",323,474,"1,229","1,193","1,210",725
2020년04월_계_40~49세,"12,257",709,790,"1,627",874,625,"1,345",528,749,"1,489","1,510","1,297",714
2020년04월_계_50~59세,"15,056",790,"1,036","1,465","1,080",715,"1,733",754,"1,011","1,917","2,238","1,673",644
2020년04월_계_60~69세,"15,757",855,"1,220","1,175","1,223",739,"1,814",826,"1,075","2,009","2,534","1,537",750
2020년04월_계_70~79세,"10,622",588,797,629,957,549,"1,231",742,844,"1,473","1,568",778,466
2020년04월_계_80~89세,"4,445",225,319,267,444,205,495,308,342,606,715,315,204
2020년04월_계_90~99세,568,25,51,62,58,24,49,38,53,59,77,35,37
2020년04월_계_100세 이상,99,6,9,8,13,5,15,2,2,13,13,8,5
2020년04월_남_총인구수,"44,003","2,448","2,912","5,220","3,184","2,087","4,887","2,150","2,758","5,479","6,058","4,541","2,279"
2020년04월_남_연령구간인구수,"44,003","2,448","2,912","5,220","3,184","2,087","4,887","2,150","2,758","5,479","6,058","4,541","2,279"
2020년04월_남_0~9세,"2,263",89,101,492,114,97,212,79,117,270,225,275,192
2020년04월_남_10~19세,"2,777",157,143,359,244,163,319,146,190,336,324,247,149
2020년04월_남_20~29세,"5,405",347,337,663,375,266,626,222,338,701,728,596,206
2020년04월_남_30~39세,"5,677",288,325,"1,138",313,228,650,188,255,634,648,631,379
2020년04월_남_40~49세,"6,573",403,442,832,454,329,700,293,401,800,845,687,387
2020년04월_남_50~59세,"7,620",419,542,757,549,358,841,419,488,942,"1,126",857,322
2020년04월_남_60~69세,"7,468",402,558,586,563,330,836,397,487,939,"1,232",751,387
2020년04월_남_70~79세,"4,492",261,334,281,393,227,519,288,358,623,668,357,183
2020년04월_남_80~89세,"1,543",71,110,90,161,80,163,107,110,218,242,125,66
2020년04월_남_90~99세,155,8,16,17,13,9,18,11,14,12,17,13,7
2020년04월_남_100세 이상,30,3,4,5,5,0,3,0,0,4,3,2,1
2020년04월_여_총인구수,"45,670","2,440","2,987","5,370","3,353","2,218","5,287","2,154","2,983","5,822","6,239","4,464","2,353"
2020년04월_여_연령구간인구수,"45,670","2,440","2,987","5,370","3,353","2,218","5,287","2,154","2,983","5,822","6,239","4,464","2,353"
2020년04월_여_0~9세,"2,005",104,72,441,109,96,210,57,84,214,193,233,192
2020년04월_여_10~19세,"2,580",121,129,304,198,173,323,113,188,342,343,226,120
2020년04월_여_20~29세,"5,253",335,331,913,294,231,627,166,274,643,636,575,228
2020년04월_여_30~39세,"4,909",249,239,"1,047",241,189,525,135,219,595,545,579,346
2020년04월_여_40~49세,"5,684",306,348,795,420,296,645,235,348,689,665,610,327
2020년04월_여_50~59세,"7,436",371,494,708,531,357,892,335,523,975,"1,112",816,322
2020년04월_여_60~69세,"8,289",453,662,589,660,409,978,429,588,"1,070","1,302",786,363
2020년04월_여_70~79세,"6,130",327,463,348,564,322,712,454,486,850,900,421,283
2020년04월_여_80~89세,"2,902",154,209,177,283,125,332,201,232,388,473,190,138
2020년04월_여_90~99세,413,17,35,45,45,15,31,27,39,47,60,22,30
2020년04월_여_100세 이상,69,3,5,3,8,5,12,2,2,9,10,6,4
2020년05월_계_총인구수,"89,710","4,855","5,895","10,898","6,505","4,283","10,154","4,284","5,729","11,252","12,255","8,979","4,621"
2020년05월_계_연령구간인구수,"89,710","4,855","5,895","10,898","6,505","4,283","10,154","4,284","5,729","11,252","12,255","8,979","4,621"
2020년05월_계_0~9세,"4,248",187,166,954,218,193,416,139,201,482,414,501,377
2020년05월_계_10~19세,"5,322",270,275,676,440,323,638,254,380,666,666,463,271
2020년05월_계_20~29세,"10,678",683,658,"1,640",667,502,"1,246",384,606,"1,329","1,360","1,169",434
2020년05월_계_30~39세,"10,588",521,566,"2,251",548,415,"1,163",320,463,"1,224","1,193","1,207",717
2020년05월_계_40~49세,"12,254",710,790,"1,673",875,613,"1,344",522,756,"1,479","1,493","1,292",707
2020년05월_계_50~59세,"15,062",794,"1,036","1,514","1,070",717,"1,722",747,"1,005","1,912","2,231","1,666",648
2020년05월_계_60~69세,"15,786",849,"1,220","1,200","1,224",734,"1,822",825,"1,074","2,003","2,532","1,547",756
2020년05월_계_70~79세,"10,636",587,802,646,950,549,"1,235",744,847,"1,476","1,565",773,462
2020년05월_계_80~89세,"4,465",222,319,276,442,208,502,308,342,607,713,319,207
2020년05월_계_90~99세,572,26,54,60,58,24,51,39,53,61,75,34,37
2020년05월_계_100세 이상,99,6,9,8,13,5,15,2,2,13,13,8,5
2020년05월_남_총인구수,"44,007","2,426","2,914","5,358","3,175","2,078","4,877","2,137","2,747","5,456","6,047","4,518","2,274"
2020년05월_남_연령구간인구수,"44,007","2,426","2,914","5,358","3,175","2,078","4,877","2,137","2,747","5,456","6,047","4,518","2,274"
2020년05월_남_0~9세,"2,245",80,99,500,117,97,211,79,115,268,222,268,189
2020년05월_남_10~19세,"2,764",151,142,365,243,160,318,147,191,331,324,243,149
2020년05월_남_20~29세,"5,389",344,332,682,371,265,621,219,337,694,731,589,204
2020년05월_남_30~39세,"5,696",284,327,"1,167",311,231,642,187,249,636,651,633,378
2020년05월_남_40~49세,"6,570",403,442,862,454,324,696,290,405,795,835,678,386
2020년05월_남_50~59세,"7,626",422,545,782,546,355,838,413,482,941,"1,124",853,325
2020년05월_남_60~69세,"7,490",400,559,597,561,327,844,399,487,930,"1,234",762,390
2020년05월_남_70~79세,"4,494",260,338,288,394,228,522,285,357,623,668,351,180
2020년05월_남_80~89세,"1,547",71,109,94,160,82,164,106,110,221,238,127,65
2020년05월_남_90~99세,156,8,17,16,13,9,18,12,14,13,17,12,7
2020년05월_남_100세 이상,30,3,4,5,5,0,3,0,0,4,3,2,1
2020년05월_여_총인구수,"45,703","2,429","2,981","5,540","3,330","2,205","5,277","2,147","2,982","5,796","6,208","4,461","2,347"
2020년05월_여_연령구간인구수,"45,703","2,429","2,981","5,540","3,330","2,205","5,277","2,147","2,982","5,796","6,208","4,461","2,347"
2020년05월_여_0~9세,"2,003",107,67,454,101,96,205,60,86,214,192,233,188
2020년05월_여_10~19세,"2,558",119,133,311,197,163,320,107,189,335,342,220,122
2020년05월_여_20~29세,"5,289",339,326,958,296,237,625,165,269,635,629,580,230
2020년05월_여_30~39세,"4,892",237,239,"1,084",237,184,521,133,214,588,542,574,339
2020년05월_여_40~49세,"5,684",307,348,811,421,289,648,232,351,684,658,614,321
2020년05월_여_50~59세,"7,436",372,491,732,524,362,884,334,523,971,"1,107",813,323
2020년05월_여_60~69세,"8,296",449,661,603,663,407,978,426,587,"1,073","1,298",785,366
2020년05월_여_70~79세,"6,142",327,464,358,556,321,713,459,490,853,897,422,282
2020년05월_여_80~89세,"2,918",151,210,182,282,126,338,202,232,386,475,192,142
2020년05월_여_90~99세,416,18,37,44,45,15,33,27,39,48,58,22,30
2020년05월_여_100세 이상,69,3,5,3,8,5,12,2,2,9,10,6,4
2020년06월_계_총인구수,"89,698","4,852","5,852","11,108","6,481","4,274","10,155","4,256","5,703","11,229","12,225","8,942","4,621"
2020년06월_계_연령구간인구수,"89,698","4,852","5,852","11,108","6,481","4,274","10,155","4,256","5,703","11,229","12,225","8,942","4,621"
2020년06월_계_0~9세,"4,230",187,164,977,216,195,417,126,197,478,408,486,379
2020년06월_계_10~19세,"5,283",272,272,684,428,323,631,248,373,658,668,456,270
2020년06월_계_20~29세,"10,686",686,647,"1,682",674,500,"1,251",380,604,"1,326","1,351","1,152",433
2020년06월_계_30~39세,"10,576",524,561,"2,287",543,410,"1,166",314,455,"1,209","1,183","1,205",719
2020년06월_계_40~49세,"12,218",699,782,"1,697",867,613,"1,344",517,750,"1,477","1,486","1,281",705
2020년06월_계_50~59세,"15,027",791,"1,030","1,567","1,066",718,"1,707",744,"1,000","1,900","2,205","1,654",645
2020년06월_계_60~69세,"15,879",853,"1,220","1,216","1,228",733,"1,830",826,"1,072","2,023","2,548","1,572",758
2020년06월_계_70~79세,"10,671",590,799,658,952,548,"1,234",747,854,"1,475","1,569",779,466
2020년06월_계_80~89세,"4,451",219,315,274,435,205,507,313,342,609,715,314,203
2020년06월_계_90~99세,577,25,53,58,59,24,52,39,54,61,79,35,38
2020년06월_계_100세 이상,100,6,9,8,13,5,16,2,2,13,13,8,5
2020년06월_남_총인구수,"44,003","2,427","2,895","5,464","3,159","2,078","4,869","2,128","2,740","5,453","6,017","4,498","2,275"
2020년06월_남_연령구간인구수,"44,003","2,427","2,895","5,464","3,159","2,078","4,869","2,128","2,740","5,453","6,017","4,498","2,275"
2020년06월_남_0~9세,"2,240",78,98,512,118,100,210,71,112,270,219,260,192
2020년06월_남_10~19세,"2,741",153,141,370,234,158,314,146,188,324,326,240,147
2020년06월_남_20~29세,"5,401",348,327,704,371,269,621,220,340,698,723,577,203
2020년06월_남_30~39세,"5,694",286,322,"1,180",308,227,646,187,244,634,645,636,379
2020년06월_남_40~49세,"6,540",394,440,872,453,324,695,289,402,792,822,671,386
2020년06월_남_50~59세,"7,616",421,542,809,544,354,828,409,482,938,"1,121",846,322
2020년06월_남_60~69세,"7,544",406,560,612,564,327,843,400,486,941,"1,236",779,390
2020년06월_남_70~79세,"4,504",262,336,290,392,229,526,288,360,619,669,350,183
2020년06월_남_80~89세,"1,539",69,107,95,158,81,165,106,112,221,235,125,65
2020년06월_남_90~99세,154,7,18,15,12,9,18,12,14,12,18,12,7
2020년06월_남_100세 이상,30,3,4,5,5,0,3,0,0,4,3,2,1
2020년06월_여_총인구수,"45,695","2,425","2,957","5,644","3,322","2,196","5,286","2,128","2,963","5,776","6,208","4,444","2,346"
2020년06월_여_연령구간인구수,"45,695","2,425","2,957","5,644","3,322","2,196","5,286","2,128","2,963","5,776","6,208","4,444","2,346"
2020년06월_여_0~9세,"1,990",109,66,465,98,95,207,55,85,208,189,226,187
2020년06월_여_10~19세,"2,542",119,131,314,194,165,317,102,185,334,342,216,123
2020년06월_여_20~29세,"5,285",338,320,978,303,231,630,160,264,628,628,575,230
2020년06월_여_30~39세,"4,882",238,239,"1,107",235,183,520,127,211,575,538,569,340
2020년06월_여_40~49세,"5,678",305,342,825,414,289,649,228,348,685,664,610,319
2020년06월_여_50~59세,"7,411",370,488,758,522,364,879,335,518,962,"1,084",808,323
2020년06월_여_60~69세,"8,335",447,660,604,664,406,987,426,586,"1,082","1,312",793,368
2020년06월_여_70~79세,"6,167",328,463,368,560,319,708,459,494,856,900,429,283
2020년06월_여_80~89세,"2,912",150,208,179,277,124,342,207,230,388,480,189,138
2020년06월_여_90~99세,423,18,35,43,47,15,34,27,40,49,61,23,31
2020년06월_여_100세 이상,70,3,5,3,8,5,13,2,2,9,10,6,4
2020년07월_계_총인구수,"89,721","4,848","5,845","11,249","6,461","4,270","10,165","4,252","5,680","11,223","12,199","8,904","4,625"
2020년07월_계_연령구간인구수,"89,721","4,848","5,845","11,249","6,461","4,270","10,165","4,252","5,680","11,223","12,199","8,904","4,625"
2020년07월_계_0~9세,"4,219",179,165,998,215,192,412,125,196,476,402,484,375
2020년07월_계_10~19세,"5,255",274,269,693,420,321,622,247,371,657,658,449,274
2020년07월_계_20~29세,"10,702",676,657,"1,689",681,504,"1,261",384,598,"1,335","1,346","1,140",431
2020년07월_계_30~39세,"10,604",523,561,"2,320",542,398,"1,172",316,453,"1,206","1,192","1,207",714
2020년07월_계_40~49세,"12,168",703,776,"1,713",858,611,"1,335",513,739,"1,472","1,467","1,271",710
2020년07월_계_50~59세,"15,031",800,"1,031","1,589","1,060",722,"1,714",747,999,"1,894","2,188","1,643",644
2020년07월_계_60~69세,"15,882",848,"1,201","1,238","1,232",731,"1,832",819,"1,073","2,016","2,556","1,576",760
2020년07월_계_70~79세,"10,701",590,806,666,945,554,"1,241",745,849,"1,482","1,578",778,467
2020년07월_계_80~89세,"4,486",224,316,279,437,207,509,314,346,611,721,315,207
2020년07월_계_90~99세,574,26,54,56,58,25,51,40,54,61,78,33,38
2020년07월_계_100세 이상,99,5,9,8,13,5,16,2,2,13,13,8,5
2020년07월_남_총인구수,"44,016","2,427","2,894","5,537","3,145","2,076","4,877","2,132","2,719","5,452","5,995","4,483","2,279"
2020년07월_남_연령구간인구수,"44,016","2,427","2,894","5,537","3,145","2,076","4,877","2,132","2,719","5,452","5,995","4,483","2,279"
2020년07월_남_0~9세,"2,242",74,99,523,119,100,208,72,109,271,214,260,193
2020년07월_남_10~19세,"2,718",154,140,375,229,157,308,145,187,320,320,238,145
2020년07월_남_20~29세,"5,418",346,338,715,373,272,626,220,336,703,718,571,200
2020년07월_남_30~39세,"5,705",289,321,"1,198",301,221,648,189,241,636,649,633,379
2020년07월_남_40~49세,"6,498",392,434,879,450,320,693,289,393,785,810,665,388
2020년07월_남_50~59세,"7,628",427,543,818,540,359,835,411,481,932,"1,117",841,324
2020년07월_남_60~69세,"7,550",401,549,619,571,322,844,400,486,943,"1,240",784,391
2020년07월_남_70~79세,"4,527",264,340,294,389,234,528,289,359,624,671,350,185
2020년07월_남_80~89세,"1,548",71,108,96,156,82,166,105,113,223,235,127,66
2020년07월_남_90~99세,153,7,18,15,12,9,18,12,14,11,18,12,7
2020년07월_남_100세 이상,29,2,4,5,5,0,3,0,0,4,3,2,1
2020년07월_여_총인구수,"45,705","2,421","2,951","5,712","3,316","2,194","5,288","2,120","2,961","5,771","6,204","4,421","2,346"
2020년07월_여_연령구간인구수,"45,705","2,421","2,951","5,712","3,316","2,194","5,288","2,120","2,961","5,771","6,204","4,421","2,346"
2020년07월_여_0~9세,"1,977",105,66,475,96,92,204,53,87,205,188,224,182
2020년07월_여_10~19세,"2,537",120,129,318,191,164,314,102,184,337,338,211,129
2020년07월_여_20~29세,"5,284",330,319,974,308,232,635,164,262,632,628,569,231
2020년07월_여_30~39세,"4,899",234,240,"1,122",241,177,524,127,212,570,543,574,335
2020년07월_여_40~49세,"5,670",311,342,834,408,291,642,224,346,687,657,606,322
2020년07월_여_50~59세,"7,403",373,488,771,520,363,879,336,518,962,"1,071",802,320
2020년07월_여_60~69세,"8,332",447,652,619,661,409,988,419,587,"1,073","1,316",792,369
2020년07월_여_70~79세,"6,174",326,466,372,556,320,713,456,490,858,907,428,282
2020년07월_여_80~89세,"2,938",153,208,183,281,125,343,209,233,388,486,188,141
2020년07월_여_90~99세,421,19,36,41,46,16,33,28,40,50,60,21,31
2020년07월_여_100세 이상,70,3,5,3,8,5,13,2,2,9,10,6,4
2020년08월_계_총인구수,"89,665","4,872","5,836","11,321","6,435","4,284","10,184","4,226","5,680","11,184","12,178","8,860","4,605"
2020년08월_계_연령구간인구수,"89,665","4,872","5,836","11,321","6,435","4,284","10,184","4,226","5,680","11,184","12,178","8,860","4,605"
2020년08월_계_0~9세,"4,203",179,160,"1,000",215,192,417,123,194,470,398,488,367
2020년08월_계_10~19세,"5,240",275,272,705,417,319,616,245,369,659,651,442,270
2020년08월_계_20~29세,"10,677",691,637,"1,717",676,507,"1,257",377,600,"1,324","1,330","1,121",440
2020년08월_계_30~39세,"10,569",522,561,"2,335",528,396,"1,181",318,449,"1,193","1,195","1,199",692
2020년08월_계_40~49세,"12,139",709,768,"1,728",854,609,"1,324",511,732,"1,470","1,459","1,259",716
2020년08월_계_50~59세,"14,998",798,"1,035","1,583","1,056",726,"1,705",734,997,"1,893","2,192","1,637",642
2020년08월_계_60~69세,"15,940",850,"1,208","1,243","1,234",739,"1,853",820,"1,086","2,016","2,551","1,580",760
2020년08월_계_70~79세,"10,717",589,815,666,939,555,"1,250",745,848,"1,477","1,582",784,467
2020년08월_계_80~89세,"4,503",226,316,283,441,213,514,313,347,611,723,308,208
2020년08월_계_90~99세,580,28,55,53,62,23,51,38,56,58,84,34,38
2020년08월_계_100세 이상,99,5,9,8,13,5,16,2,2,13,13,8,5
2020년08월_남_총인구수,"43,942","2,433","2,884","5,561","3,128","2,086","4,874","2,119","2,715","5,426","5,983","4,471","2,262"
2020년08월_남_연령구간인구수,"43,942","2,433","2,884","5,561","3,128","2,086","4,874","2,119","2,715","5,426","5,983","4,471","2,262"
2020년08월_남_0~9세,"2,235",74,97,520,118,101,208,70,108,272,213,265,189
2020년08월_남_10~19세,"2,698",152,140,382,228,157,303,144,186,318,315,232,141
2020년08월_남_20~29세,"5,406",353,329,729,367,272,628,216,336,697,708,564,207
2020년08월_남_30~39세,"5,670",284,319,"1,206",293,219,648,189,238,623,652,634,365
2020년08월_남_40~49세,"6,475",395,427,887,449,322,688,289,389,784,799,658,388
2020년08월_남_50~59세,"7,635",426,545,811,540,361,830,410,480,932,"1,131",844,325
2020년08월_남_60~69세,"7,554",401,553,619,573,326,845,399,493,942,"1,229",786,388
2020년08월_남_70~79세,"4,542",267,346,290,386,234,537,289,358,622,678,350,185
2020년08월_남_80~89세,"1,545",70,105,99,156,86,166,102,113,222,236,124,66
2020년08월_남_90~99세,153,9,19,13,13,8,18,11,14,10,19,12,7
2020년08월_남_100세 이상,29,2,4,5,5,0,3,0,0,4,3,2,1
2020년08월_여_총인구수,"45,723","2,439","2,952","5,760","3,307","2,198","5,310","2,107","2,965","5,758","6,195","4,389","2,343"
2020년08월_여_연령구간인구수,"45,723","2,439","2,952","5,760","3,307","2,198","5,310","2,107","2,965","5,758","6,195","4,389","2,343"
2020년08월_여_0~9세,"1,968",105,63,480,97,91,209,53,86,198,185,223,178
2020년08월_여_10~19세,"2,542",123,132,323,189,162,313,101,183,341,336,210,129
2020년08월_여_20~29세,"5,271",338,308,988,309,235,629,161,264,627,622,557,233
2020년08월_여_30~39세,"4,899",238,242,"1,129",235,177,533,129,211,570,543,565,327
2020년08월_여_40~49세,"5,664",314,341,841,405,287,636,222,343,686,660,601,328
2020년08월_여_50~59세,"7,363",372,490,772,516,365,875,324,517,961,"1,061",793,317
2020년08월_여_60~69세,"8,386",449,655,624,661,413,"1,008",421,593,"1,074","1,322",794,372
2020년08월_여_70~79세,"6,175",322,469,376,553,321,713,456,490,855,904,434,282
2020년08월_여_80~89세,"2,958",156,211,184,285,127,348,211,234,389,487,184,142
2020년08월_여_90~99세,427,19,36,40,49,15,33,27,42,48,65,22,31
2020년08월_여_100세 이상,70,3,5,3,8,5,13,2,2,9,10,6,4
2020년09월_계_총인구수,"89,410","4,862","5,840","11,347","6,394","4,245","10,149","4,212","5,641","11,131","12,151","8,838","4,600"
2020년09월_계_연령구간인구수,"89,410","4,862","5,840","11,347","6,394","4,245","10,149","4,212","5,641","11,131","12,151","8,838","4,600"
2020년09월_계_0~9세,"4,180",177,161,"1,003",200,178,420,127,189,460,398,492,375
2020년09월_계_10~19세,"5,220",276,276,706,418,319,611,245,365,655,647,433,269
2020년09월_계_20~29세,"10,589",684,639,"1,727",665,506,"1,234",375,589,"1,310","1,315","1,111",434
2020년09월_계_30~39세,"10,503",516,553,"2,330",524,392,"1,173",317,452,"1,173","1,186","1,194",693
2020년09월_계_40~49세,"12,075",707,768,"1,730",845,597,"1,316",511,722,"1,451","1,456","1,258",714
2020년09월_계_50~59세,"14,904",797,"1,029","1,573","1,055",719,"1,693",725,985,"1,889","2,170","1,630",639
2020년09월_계_60~69세,"16,011",855,"1,214","1,264","1,233",733,"1,868",820,"1,081","2,028","2,574","1,583",758
2020년09월_계_70~79세,"10,695",589,812,667,935,553,"1,247",741,847,"1,473","1,579",786,466
2020년09월_계_80~89세,"4,548",228,324,285,443,219,518,312,353,621,728,309,208
2020년09월_계_90~99세,584,28,55,54,63,24,53,37,56,56,85,34,39
2020년09월_계_100세 이상,101,5,9,8,13,5,16,2,2,15,13,8,5
2020년09월_남_총인구수,"43,821","2,430","2,891","5,570","3,099","2,069","4,857","2,103","2,699","5,391","5,988","4,467","2,257"
2020년09월_남_연령구간인구수,"43,821","2,430","2,891","5,570","3,099","2,069","4,857","2,103","2,699","5,391","5,988","4,467","2,257"
2020년09월_남_0~9세,"2,213",75,96,520,109,95,208,72,106,261,212,264,195
2020년09월_남_10~19세,"2,698",152,143,380,226,159,300,144,184,319,317,234,140
2020년09월_남_20~29세,"5,364",349,328,734,361,271,619,212,336,688,702,559,205
2020년09월_남_30~39세,"5,637",279,319,"1,204",293,218,645,188,240,614,646,630,361
2020년09월_남_40~49세,"6,446",395,430,889,442,317,680,290,382,768,806,661,386
2020년09월_남_50~59세,"7,583",429,541,804,539,356,823,401,474,929,"1,125",840,322
2020년09월_남_60~69세,"7,594",400,557,630,570,323,854,399,490,951,"1,245",787,388
2020년09월_남_70~79세,"4,548",268,347,292,385,234,543,287,358,619,676,354,185
2020년09월_남_80~89세,"1,553",72,107,98,156,88,163,99,115,228,236,124,67
2020년09월_남_90~99세,154,9,19,14,13,8,19,11,14,8,20,12,7
2020년09월_남_100세 이상,31,2,4,5,5,0,3,0,0,6,3,2,1
2020년09월_여_총인구수,"45,589","2,432","2,949","5,777","3,295","2,176","5,292","2,109","2,942","5,740","6,163","4,371","2,343"
2020년09월_여_연령구간인구수,"45,589","2,432","2,949","5,777","3,295","2,176","5,292","2,109","2,942","5,740","6,163","4,371","2,343"
2020년09월_여_0~9세,"1,967",102,65,483,91,83,212,55,83,199,186,228,180
2020년09월_여_10~19세,"2,522",124,133,326,192,160,311,101,181,336,330,199,129
2020년09월_여_20~29세,"5,225",335,311,993,304,235,615,163,253,622,613,552,229
2020년09월_여_30~39세,"4,866",237,234,"1,126",231,174,528,129,212,559,540,564,332
2020년09월_여_40~49세,"5,629",312,338,841,403,280,636,221,340,683,650,597,328
2020년09월_여_50~59세,"7,321",368,488,769,516,363,870,324,511,960,"1,045",790,317
2020년09월_여_60~69세,"8,417",455,657,634,663,410,"1,014",421,591,"1,077","1,329",796,370
2020년09월_여_70~79세,"6,147",321,465,375,550,319,704,454,489,854,903,432,281
2020년09월_여_80~89세,"2,995",156,217,187,287,131,355,213,238,393,492,185,141
2020년09월_여_90~99세,430,19,36,40,50,16,34,26,42,48,65,22,32
2020년09월_여_100세 이상,70,3,5,3,8,5,13,2,2,9,10,6,4
2020년10월_계_총인구수,"89,205","4,853","5,849","11,373","6,389","4,243","10,106","4,186","5,626","11,117","12,086","8,808","4,569"
2020년10월_계_연령구간인구수,"89,205","4,853","5,849","11,373","6,389","4,243","10,106","4,186","5,626","11,117","12,086","8,808","4,569"
2020년10월_계_0~9세,"4,144",176,166,992,202,178,410,123,188,458,390,483,378
2020년10월_계_10~19세,"5,190",270,281,712,416,318,612,242,360,647,634,435,263
2020년10월_계_20~29세,"10,581",679,634,"1,739",664,511,"1,217",371,584,"1,325","1,311","1,112",434
2020년10월_계_30~39세,"10,456",522,557,"2,331",521,393,"1,159",317,455,"1,157","1,177","1,188",679
2020년10월_계_40~49세,"12,003",697,778,"1,723",843,584,"1,308",502,710,"1,465","1,436","1,245",712
