카테고리,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2020년02월_계_20~29세,"11,728",535,255,192,359,358,467,304,438,199,182,616,956,769,934,"3,264","1,900"
2020년02월_계_30~39세,"10,052",529,218,188,342,335,406,283,367,161,204,400,887,521,770,"2,390","2,051"
2020년02월_계_40~49세,"13,767",829,279,239,536,514,597,440,570,280,319,614,"1,189",811,"1,045","3,093","2,412"
2020년02월_계_50~59세,"18,872","1,410",638,521,"1,071","1,001",943,870,984,548,658,825,"1,473",875,"1,579","3,230","2,246"
2020년02월_계_60~69세,"17,597","1,691",738,645,"1,344",915,809,"1,072","1,058",642,844,801,"1,339",799,"1,407","2,208","1,285"
2020년02월_계_70~79세,"11,283","1,096",544,518,875,479,504,733,817,506,513,584,861,435,987,"1,161",670
2020년02월_계_80~89세,"7,016",704,400,418,597,254,320,585,568,384,342,319,427,242,475,556,425
2020년02월_계_90~99세,953,83,53,57,80,42,53,80,74,43,50,51,59,32,43,79,74
2020년02월_계_100세 이상,59,7,5,3,5,1,1,4,7,4,3,2,6,1,2,5,3
2020년02월_남_총인구수,"53,161","3,837","1,721","1,538","2,892","2,264","2,435","2,463","2,786","1,511","1,476","2,406","4,155","2,744","4,121","9,605","7,207"
2020년02월_남_연령구간인구수,"53,161","3,837","1,721","1,538","2,892","2,264","2,435","2,463","2,786","1,511","1,476","2,406","4,155","2,744","4,121","9,605","7,207"
2020년02월_남_0~9세,"3,189",154,54,41,86,106,99,73,91,43,44,95,237,199,184,780,903
2020년02월_남_10~19세,"4,458",229,89,66,162,124,192,132,145,80,49,211,388,290,314,"1,066",921
2020년02월_남_20~29세,"6,489",328,138,115,187,205,295,186,276,102,104,341,536,384,540,"1,720","1,032"
2020년02월_남_30~39세,"5,392",320,127,109,198,196,219,170,219,106,105,237,492,275,439,"1,211",969
2020년02월_남_40~49세,"7,258",460,177,152,321,279,354,288,356,163,140,316,610,420,569,"1,511","1,142"
2020년02월_남_50~59세,"9,787",709,360,305,607,528,501,457,563,315,290,432,748,465,808,"1,561","1,138"
2020년02월_남_60~69세,"8,767",855,384,346,688,489,425,570,542,322,370,389,617,413,679,"1,028",650
2020년02월_남_70~79세,"5,112",502,252,242,412,224,234,337,384,229,233,254,364,214,417,515,299
2020년02월_남_80~89세,"2,447",257,120,151,208,102,105,229,187,142,120,117,146,78,162,192,131
2020년02월_남_90~99세,250,19,20,11,21,11,11,21,23,8,21,14,16,6,9,18,21
2020년02월_남_100세 이상,12,4,0,0,2,0,0,0,0,1,0,0,1,0,0,3,1
2020년02월_여_총인구수,"52,937","3,773","1,664","1,455","2,802","2,033","2,247","2,265","2,575","1,497","1,817","2,373","4,272","2,706","4,054","10,031","7,373"
2020년02월_여_연령구간인구수,"52,937","3,773","1,664","1,455","2,802","2,033","2,247","2,265","2,575","1,497","1,817","2,373","4,272","2,706","4,054","10,031","7,373"
2020년02월_여_0~9세,"2,955",128,62,34,95,74,107,47,79,37,40,96,215,185,162,732,862
2020년02월_여_10~19세,"4,169",215,50,71,142,94,184,105,163,81,45,165,390,291,273,"1,072",828
2020년02월_여_20~29세,"5,239",207,117,77,172,153,172,118,162,97,78,275,420,385,394,"1,544",868
2020년02월_여_30~39세,"4,660",209,91,79,144,139,187,113,148,55,99,163,395,246,331,"1,179","1,082"
2020년02월_여_40~49세,"6,509",369,102,87,215,235,243,152,214,117,179,298,579,391,476,"1,582","1,270"
2020년02월_여_50~59세,"9,085",701,278,216,464,473,442,413,421,233,368,393,725,410,771,"1,669","1,108"
2020년02월_여_60~69세,"8,830",836,354,299,656,426,384,502,516,320,474,412,722,386,728,"1,180",635
2020년02월_여_70~79세,"6,171",594,292,276,463,255,270,396,433,277,280,330,497,221,570,646,371
2020년02월_여_80~89세,"4,569",447,280,267,389,152,215,356,381,242,222,202,281,164,313,364,294
2020년02월_여_90~99세,703,64,33,46,59,31,42,59,51,35,29,37,43,26,34,61,53
2020년02월_여_100세 이상,47,3,5,3,3,1,1,4,7,3,3,2,5,1,2,2,2
2020년03월_계_총인구수,"105,895","7,590","3,377","2,988","5,691","4,288","4,692","4,719","5,357","3,006","3,277","4,782","8,334","5,453","8,139","19,637","14,565"
2020년03월_계_연령구간인구수,"105,895","7,590","3,377","2,988","5,691","4,288","4,692","4,719","5,357","3,006","3,277","4,782","8,334","5,453","8,139","19,637","14,565"
2020년03월_계_0~9세,"6,141",281,115,74,179,179,213,126,173,81,84,198,453,388,343,"1,514","1,740"
2020년03월_계_10~19세,"8,582",435,140,135,300,219,378,237,305,160,94,375,755,582,581,"2,133","1,753"
2020년03월_계_20~29세,"11,646",532,247,187,355,360,469,294,434,200,180,606,940,758,923,"3,250","1,911"
2020년03월_계_30~39세,"10,018",528,218,187,348,322,401,283,361,161,199,401,877,522,764,"2,393","2,053"
2020년03월_계_40~49세,"13,691",826,278,238,536,511,588,433,567,282,315,616,"1,175",806,"1,039","3,081","2,400"
2020년03월_계_50~59세,"18,813","1,399",639,518,"1,062",996,947,866,985,549,649,831,"1,435",887,"1,566","3,236","2,248"
2020년03월_계_60~69세,"17,610","1,694",733,638,"1,349",920,804,"1,072","1,059",639,841,792,"1,353",800,"1,410","2,215","1,291"
2020년03월_계_70~79세,"11,351","1,101",553,532,873,484,515,740,823,504,519,594,853,438,983,"1,167",672
2020년03월_계_80~89세,"7,028",706,399,419,599,255,322,584,568,383,342,314,428,241,483,564,421
2020년03월_계_90~99세,957,81,50,57,85,41,54,80,75,43,51,53,59,31,45,79,73
2020년03월_계_100세 이상,58,7,5,3,5,1,1,4,7,4,3,2,6,0,2,5,3
2020년03월_남_총인구수,"53,074","3,828","1,716","1,542","2,899","2,267","2,432","2,453","2,782","1,509","1,467","2,403","4,126","2,744","4,098","9,609","7,199"
2020년03월_남_연령구간인구수,"53,074","3,828","1,716","1,542","2,899","2,267","2,432","2,453","2,782","1,509","1,467","2,403","4,126","2,744","4,098","9,609","7,199"
2020년03월_남_0~9세,"3,190",154,54,41,86,107,100,75,91,43,44,101,241,201,183,780,889
2020년03월_남_10~19세,"4,429",223,90,66,157,125,193,131,145,79,48,208,374,291,312,"1,068",919
2020년03월_남_20~29세,"6,468",327,131,114,189,210,296,181,272,104,103,337,534,382,537,"1,714","1,037"
2020년03월_남_30~39세,"5,361",320,127,109,197,193,210,169,214,105,104,233,491,273,432,"1,210",974
2020년03월_남_40~49세,"7,212",460,175,153,323,274,349,279,352,167,135,318,604,420,564,"1,504","1,135"
2020년03월_남_50~59세,"9,766",701,365,303,609,526,503,457,563,314,285,434,739,468,799,"1,563","1,137"
2020년03월_남_60~69세,"8,774",860,377,339,690,493,428,568,545,319,372,381,616,411,681,"1,036",658
2020년03월_남_70~79세,"5,157",503,257,254,418,228,237,344,384,226,233,262,362,214,416,520,299
2020년03월_남_80~89세,"2,447",256,120,152,206,101,105,227,191,141,122,115,147,78,165,192,129
2020년03월_남_90~99세,258,20,20,11,22,10,11,22,25,10,21,14,17,6,9,19,21
2020년03월_남_100세 이상,12,4,0,0,2,0,0,0,0,1,0,0,1,0,0,3,1
2020년03월_여_총인구수,"52,821","3,762","1,661","1,446","2,792","2,021","2,260","2,266","2,575","1,497","1,810","2,379","4,208","2,709","4,041","10,028","7,366"
2020년03월_여_연령구간인구수,"52,821","3,762","1,661","1,446","2,792","2,021","2,260","2,266","2,575","1,497","1,810","2,379","4,208","2,709","4,041","10,028","7,366"
2020년03월_여_0~9세,"2,951",127,61,33,93,72,113,51,82,38,40,97,212,187,160,734,851
2020년03월_여_10~19세,"4,153",212,50,69,143,94,185,106,160,81,46,167,381,291,269,"1,065",834
2020년03월_여_20~29세,"5,178",205,116,73,166,150,173,113,162,96,77,269,406,376,386,"1,536",874
2020년03월_여_30~39세,"4,657",208,91,78,151,129,191,114,147,56,95,168,386,249,332,"1,183","1,079"
2020년03월_여_40~49세,"6,479",366,103,85,213,237,239,154,215,115,180,298,571,386,475,"1,577","1,265"
2020년03월_여_50~59세,"9,047",698,274,215,453,470,444,409,422,235,364,397,696,419,767,"1,673","1,111"
2020년03월_여_60~69세,"8,836",834,356,299,659,427,376,504,514,320,469,411,737,389,729,"1,179",633
2020년03월_여_70~79세,"6,194",598,296,278,455,256,278,396,439,278,286,332,491,224,567,647,373
2020년03월_여_80~89세,"4,581",450,279,267,393,154,217,357,377,242,220,199,281,163,318,372,292
2020년03월_여_90~99세,699,61,30,46,63,31,43,58,50,33,30,39,42,25,36,60,52
2020년03월_여_100세 이상,46,3,5,3,3,1,1,4,7,3,3,2,5,0,2,2,2
2020년04월_계_총인구수,"105,743","7,568","3,375","2,980","5,676","4,276","4,701","4,721","5,341","2,998","3,270","4,753","8,332","5,475","8,102","19,598","14,577"
2020년04월_계_연령구간인구수,"105,743","7,568","3,375","2,980","5,676","4,276","4,701","4,721","5,341","2,998","3,270","4,753","8,332","5,475","8,102","19,598","14,577"
2020년04월_계_0~9세,"6,115",276,115,71,184,177,212,129,168,83,85,193,455,389,346,"1,509","1,723"
2020년04월_계_10~19세,"8,541",437,141,136,294,220,379,235,306,162,90,360,748,592,577,"2,123","1,741"
2020년04월_계_20~29세,"11,580",528,243,186,353,350,459,296,418,197,179,600,934,761,922,"3,234","1,920"
2020년04월_계_30~39세,"9,932",517,214,188,336,315,406,283,356,161,198,399,878,520,743,"2,367","2,051"
2020년04월_계_40~49세,"13,662",822,284,235,536,501,590,436,568,279,314,609,"1,170",806,"1,032","3,067","2,413"
2020년04월_계_50~59세,"18,764","1,391",632,513,"1,058",994,951,853,977,544,647,828,"1,436",894,"1,560","3,240","2,246"
2020년04월_계_60~69세,"17,700","1,698",735,637,"1,348",932,810,"1,081","1,074",641,842,795,"1,354",805,"1,409","2,237","1,302"
2020년04월_계_70~79세,"11,375","1,104",557,534,879,489,512,736,820,500,522,595,859,436,978,"1,168",686
2020년04월_계_80~89세,"7,046",706,397,419,596,257,327,587,569,385,339,320,430,240,487,567,420
2020년04월_계_90~99세,969,81,52,58,87,40,54,81,78,42,51,52,62,32,46,81,72
2020년04월_계_100세 이상,59,8,5,3,5,1,1,4,7,4,3,2,6,0,2,5,3
2020년04월_남_총인구수,"53,019","3,827","1,720","1,539","2,891","2,264","2,440","2,452","2,772","1,508","1,461","2,384","4,110","2,746","4,081","9,607","7,217"
2020년04월_남_연령구간인구수,"53,019","3,827","1,720","1,539","2,891","2,264","2,440","2,452","2,772","1,508","1,461","2,384","4,110","2,746","4,081","9,607","7,217"
2020년04월_남_0~9세,"3,186",153,53,39,91,104,99,74,89,44,45,99,240,203,185,784,884
2020년04월_남_10~19세,"4,415",223,91,66,153,127,191,130,145,80,45,198,367,297,312,"1,075",915
2020년04월_남_20~29세,"6,430",327,131,116,190,204,289,183,266,104,105,332,523,378,535,"1,707","1,040"
2020년04월_남_30~39세,"5,327",319,123,110,186,192,215,169,212,104,104,236,492,268,421,"1,193",983
2020년04월_남_40~49세,"7,199",459,181,150,325,271,351,279,350,165,134,311,605,419,559,"1,499","1,141"
2020년04월_남_50~59세,"9,745",693,363,301,604,524,508,449,561,311,285,434,736,473,800,"1,567","1,136"
2020년04월_남_60~69세,"8,819",869,378,338,694,498,431,573,550,323,370,380,617,410,678,"1,044",666
2020년04월_남_70~79세,"5,172",507,260,253,417,230,236,345,381,226,235,264,364,213,414,524,303
2020년04월_남_80~89세,"2,457",254,119,154,207,104,109,228,192,141,118,117,147,79,168,194,126
2020년04월_남_90~99세,257,19,21,12,22,10,11,22,26,9,20,13,18,6,9,17,22
2020년04월_남_100세 이상,12,4,0,0,2,0,0,0,0,1,0,0,1,0,0,3,1
2020년04월_여_총인구수,"52,724","3,741","1,655","1,441","2,785","2,012","2,261","2,269","2,569","1,490","1,809","2,369","4,222","2,729","4,021","9,991","7,360"
2020년04월_여_연령구간인구수,"52,724","3,741","1,655","1,441","2,785","2,012","2,261","2,269","2,569","1,490","1,809","2,369","4,222","2,729","4,021","9,991","7,360"
2020년04월_여_0~9세,"2,929",123,62,32,93,73,113,55,79,39,40,94,215,186,161,725,839
2020년04월_여_10~19세,"4,126",214,50,70,141,93,188,105,161,82,45,162,381,295,265,"1,048",826
2020년04월_여_20~29세,"5,150",201,112,70,163,146,170,113,152,93,74,268,411,383,387,"1,527",880
2020년04월_여_30~39세,"4,605",198,91,78,150,123,191,114,144,57,94,163,386,252,322,"1,174","1,068"
2020년04월_여_40~49세,"6,463",363,103,85,211,230,239,157,218,114,180,298,565,387,473,"1,568","1,272"
2020년04월_여_50~59세,"9,019",698,269,212,454,470,443,404,416,233,362,394,700,421,760,"1,673","1,110"
2020년04월_여_60~69세,"8,881",829,357,299,654,434,379,508,524,318,472,415,737,395,731,"1,193",636
2020년04월_여_70~79세,"6,203",597,297,281,462,259,276,391,439,274,287,331,495,223,564,644,383
2020년04월_여_80~89세,"4,589",452,278,265,389,153,218,359,377,244,221,203,283,161,319,373,294
2020년04월_여_90~99세,712,62,31,46,65,30,43,59,52,33,31,39,44,26,37,64,50
2020년04월_여_100세 이상,47,4,5,3,3,1,1,4,7,3,3,2,5,0,2,2,2
2020년05월_계_총인구수,"105,611","7,565","3,363","2,984","5,681","4,278","4,705","4,714","5,325","2,984","3,264","4,731","8,296","5,470","8,084","19,614","14,553"
2020년05월_계_연령구간인구수,"105,611","7,565","3,363","2,984","5,681","4,278","4,705","4,714","5,325","2,984","3,264","4,731","8,296","5,470","8,084","19,614","14,553"
2020년05월_계_0~9세,"6,095",278,115,70,189,177,215,128,166,83,86,193,450,388,336,"1,510","1,711"
2020년05월_계_10~19세,"8,489",429,143,135,293,216,378,231,300,158,89,358,739,577,581,"2,119","1,743"
2020년05월_계_20~29세,"11,508",521,230,186,353,353,454,290,412,194,182,588,922,760,907,"3,246","1,910"
2020년05월_계_30~39세,"9,884",520,212,187,332,316,411,280,352,156,196,401,869,517,737,"2,360","2,038"
2020년05월_계_40~49세,"13,613",821,288,232,537,498,594,439,571,273,310,599,"1,166",795,"1,022","3,072","2,396"
2020년05월_계_50~59세,"18,775","1,389",632,518,"1,063",982,955,847,976,546,642,825,"1,429",908,"1,566","3,247","2,250"
2020년05월_계_60~69세,"17,719","1,700",730,636,"1,337",940,803,"1,088","1,070",640,846,792,"1,360",813,"1,417","2,232","1,315"
2020년05월_계_70~79세,"11,416","1,106",558,536,886,495,514,736,820,499,522,600,859,436,978,"1,178",693
2020년05월_계_80~89세,"7,076",711,399,423,603,260,327,588,571,388,337,320,434,242,486,567,420
2020년05월_계_90~99세,976,83,51,57,83,40,53,83,80,43,51,53,62,33,52,78,74
2020년05월_계_100세 이상,60,7,5,4,5,1,1,4,7,4,3,2,6,1,2,5,3
2020년05월_남_총인구수,"52,952","3,823","1,711","1,544","2,891","2,264","2,448","2,441","2,764","1,497","1,455","2,370","4,098","2,746","4,079","9,614","7,207"
2020년05월_남_연령구간인구수,"52,952","3,823","1,711","1,544","2,891","2,264","2,448","2,441","2,764","1,497","1,455","2,370","4,098","2,746","4,079","9,614","7,207"
2020년05월_남_0~9세,"3,174",157,52,38,94,105,102,70,89,44,45,98,241,205,183,776,875
2020년05월_남_10~19세,"4,390",219,91,65,151,124,191,126,144,77,44,194,361,290,312,"1,079",922
2020년05월_남_20~29세,"6,388",324,125,117,189,209,285,182,261,103,107,332,515,373,528,"1,711","1,027"
2020년05월_남_30~39세,"5,308",316,122,114,184,190,221,168,208,100,103,235,491,274,414,"1,190",978
2020년05월_남_40~49세,"7,174",457,183,147,326,269,351,280,352,161,133,307,604,414,556,"1,499","1,135"
2020년05월_남_50~59세,"9,742",690,363,304,605,518,513,443,559,310,280,427,730,478,811,"1,572","1,139"
2020년05월_남_60~69세,"8,838",869,377,338,688,500,427,577,549,326,372,381,621,415,680,"1,045",673
2020년05월_남_70~79세,"5,200",510,258,256,420,233,239,348,384,224,235,265,363,213,416,528,308
2020년05월_남_80~89세,"2,463",257,119,153,210,106,109,224,190,141,116,118,152,79,168,194,127
2020년05월_남_90~99세,262,20,21,12,22,10,10,23,28,10,20,13,19,4,11,17,22
2020년05월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년05월_여_총인구수,"52,659","3,742","1,652","1,440","2,790","2,014","2,257","2,273","2,561","1,487","1,809","2,361","4,198","2,724","4,005","10,000","7,346"
2020년05월_여_연령구간인구수,"52,659","3,742","1,652","1,440","2,790","2,014","2,257","2,273","2,561","1,487","1,809","2,361","4,198","2,724","4,005","10,000","7,346"
2020년05월_여_0~9세,"2,921",121,63,32,95,72,113,58,77,39,41,95,209,183,153,734,836
2020년05월_여_10~19세,"4,099",210,52,70,142,92,187,105,156,81,45,164,378,287,269,"1,040",821
2020년05월_여_20~29세,"5,120",197,105,69,164,144,169,108,151,91,75,256,407,387,379,"1,535",883
2020년05월_여_30~39세,"4,576",204,90,73,148,126,190,112,144,56,93,166,378,243,323,"1,170","1,060"
2020년05월_여_40~49세,"6,439",364,105,85,211,229,243,159,219,112,177,292,562,381,466,"1,573","1,261"
2020년05월_여_50~59세,"9,033",699,269,214,458,464,442,404,417,236,362,398,699,430,755,"1,675","1,111"
2020년05월_여_60~69세,"8,881",831,353,298,649,440,376,511,521,314,474,411,739,398,737,"1,187",642
2020년05월_여_70~79세,"6,216",596,300,280,466,262,275,388,436,275,287,335,496,223,562,650,385
2020년05월_여_80~89세,"4,613",454,280,270,393,154,218,364,381,247,221,202,282,163,318,373,293
2020년05월_여_90~99세,714,63,30,45,61,30,43,60,52,33,31,40,43,29,41,61,52
2020년05월_여_100세 이상,47,3,5,4,3,1,1,4,7,3,3,2,5,0,2,2,2
2020년06월_계_총인구수,"105,440","7,535","3,345","2,980","5,687","4,260","4,676","4,704","5,307","2,971","3,268","4,740","8,301","5,484","8,080","19,556","14,546"
2020년06월_계_연령구간인구수,"105,440","7,535","3,345","2,980","5,687","4,260","4,676","4,704","5,307","2,971","3,268","4,740","8,301","5,484","8,080","19,556","14,546"
2020년06월_계_0~9세,"6,069",271,111,67,193,172,211,129,165,81,87,196,452,385,336,"1,504","1,709"
2020년06월_계_10~19세,"8,446",423,142,132,294,210,371,229,305,157,89,358,736,581,574,"2,110","1,735"
2020년06월_계_20~29세,"11,475",512,223,194,352,354,449,294,401,193,178,584,921,767,906,"3,246","1,901"
2020년06월_계_30~39세,"9,806",506,214,186,336,310,399,276,353,157,197,403,870,521,725,"2,323","2,030"
2020년06월_계_40~49세,"13,590",825,286,231,532,491,592,430,570,268,309,603,"1,168",793,"1,028","3,061","2,403"
2020년06월_계_50~59세,"18,700","1,376",619,511,"1,058",980,960,849,963,542,641,818,"1,414",906,"1,563","3,245","2,255"
2020년06월_계_60~69세,"17,815","1,712",736,632,"1,350",947,802,"1,091","1,077",641,848,799,"1,382",820,"1,427","2,239","1,312"
2020년06월_계_70~79세,"11,430","1,108",559,537,884,496,514,735,822,499,528,601,856,436,974,"1,174",707
2020년06월_계_80~89세,"7,075",713,400,427,601,258,325,585,565,386,336,322,437,241,493,570,416
2020년06월_계_90~99세,973,82,50,59,82,41,52,82,79,43,51,54,59,33,52,79,75
2020년06월_계_100세 이상,61,7,5,4,5,1,1,4,7,4,4,2,6,1,2,5,3
2020년06월_남_총인구수,"52,838","3,805","1,702","1,547","2,892","2,256","2,431","2,434","2,757","1,491","1,458","2,372","4,090","2,749","4,077","9,589","7,188"
2020년06월_남_연령구간인구수,"52,838","3,805","1,702","1,547","2,892","2,256","2,431","2,434","2,757","1,491","1,458","2,372","4,090","2,749","4,077","9,589","7,188"
2020년06월_남_0~9세,"3,155",152,49,36,96,104,102,70,87,44,45,99,245,202,181,772,871
2020년06월_남_10~19세,"4,362",214,92,64,153,122,187,124,149,77,44,194,355,292,302,"1,074",919
2020년06월_남_20~29세,"6,390",321,122,124,189,211,280,188,254,103,105,329,509,376,532,"1,727","1,020"
2020년06월_남_30~39세,"5,252",307,123,114,183,184,214,165,208,100,105,238,491,275,411,"1,161",973
2020년06월_남_40~49세,"7,164",463,183,145,321,266,347,270,353,160,132,307,606,415,563,"1,500","1,133"
2020년06월_남_50~59세,"9,676",683,354,302,604,516,515,445,551,305,280,422,718,472,806,"1,564","1,139"
2020년06월_남_60~69세,"8,893",873,382,336,692,503,423,578,556,327,374,385,631,423,686,"1,053",671
2020년06월_남_70~79세,"5,207",511,258,256,420,234,244,348,386,224,237,266,362,213,412,521,315
2020년06월_남_80~89세,"2,466",257,119,157,211,105,108,222,186,140,117,118,154,76,173,198,125
2020년06월_남_90~99세,260,20,20,13,21,11,11,24,27,10,19,14,18,4,11,16,21
2020년06월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년06월_여_총인구수,"52,602","3,730","1,643","1,433","2,795","2,004","2,245","2,270","2,550","1,480","1,810","2,368","4,211","2,735","4,003","9,967","7,358"
2020년06월_여_연령구간인구수,"52,602","3,730","1,643","1,433","2,795","2,004","2,245","2,270","2,550","1,480","1,810","2,368","4,211","2,735","4,003","9,967","7,358"
2020년06월_여_0~9세,"2,914",119,62,31,97,68,109,59,78,37,42,97,207,183,155,732,838
2020년06월_여_10~19세,"4,084",209,50,68,141,88,184,105,156,80,45,164,381,289,272,"1,036",816
2020년06월_여_20~29세,"5,085",191,101,70,163,143,169,106,147,90,73,255,412,391,374,"1,519",881
2020년06월_여_30~39세,"4,554",199,91,72,153,126,185,111,145,57,92,165,379,246,314,"1,162","1,057"
2020년06월_여_40~49세,"6,426",362,103,86,211,225,245,160,217,108,177,296,562,378,465,"1,561","1,270"
2020년06월_여_50~59세,"9,024",693,265,209,454,464,445,404,412,237,361,396,696,434,757,"1,681","1,116"
2020년06월_여_60~69세,"8,922",839,354,296,658,444,379,513,521,314,474,414,751,397,741,"1,186",641
2020년06월_여_70~79세,"6,223",597,301,281,464,262,270,387,436,275,291,335,494,223,562,653,392
