카테고리,경기도 의왕시,경기도 의왕시 고천동,경기도 의왕시 부곡동,경기도 의왕시 오전동,경기도 의왕시 내손1동,경기도 의왕시 내손2동,경기도 의왕시 청계동
2020년02월_남_10~19세,"7,858",497,"1,290","2,109","1,160","1,265","1,537"
2020년02월_남_20~29세,"12,182",824,"2,205","2,689","1,660","2,237","2,567"
2020년02월_남_30~39세,"11,664",857,"2,285","2,538","1,243","2,106","2,635"
2020년02월_남_40~49세,"12,487",870,"2,261","3,015","1,543","2,115","2,683"
2020년02월_남_50~59세,"14,593",973,"2,493","3,378","2,051","2,609","3,089"
2020년02월_남_60~69세,"10,191",970,"1,730","2,507","1,239","1,695","2,050"
2020년02월_남_70~79세,"4,183",451,882,"1,022",438,579,811
2020년02월_남_80~89세,"1,393",123,349,287,181,223,230
2020년02월_남_90~99세,170,16,38,30,23,25,38
2020년02월_남_100세 이상,14,2,4,2,0,2,4
2020년02월_여_총인구수,"82,273","5,890","14,169","19,221","10,860","14,452","17,681"
2020년02월_여_연령구간인구수,"82,273","5,890","14,169","19,221","10,860","14,452","17,681"
2020년02월_여_0~9세,"6,484",384,"1,053","1,486",788,"1,264","1,509"
2020년02월_여_10~19세,"7,374",490,"1,246","1,962","1,006","1,133","1,537"
2020년02월_여_20~29세,"10,855",668,"1,834","2,372","1,630","2,043","2,308"
2020년02월_여_30~39세,"11,035",743,"1,887","2,479","1,292","2,102","2,532"
2020년02월_여_40~49세,"12,864",824,"2,063","3,210","1,757","2,164","2,846"
2020년02월_여_50~59세,"15,468","1,087","2,558","3,479","2,241","2,734","3,369"
2020년02월_여_60~69세,"10,102",928,"1,717","2,514","1,177","1,659","2,107"
2020년02월_여_70~79세,"4,775",458,"1,073","1,076",544,775,849
2020년02월_여_80~89세,"2,742",251,626,520,351,476,518
2020년02월_여_90~99세,541,56,104,120,63,98,100
2020년02월_여_100세 이상,33,1,8,3,11,4,6
2020년03월_계_총인구수,"164,602","11,938","29,358","38,381","21,283","27,935","35,707"
2020년03월_계_연령구간인구수,"164,602","11,938","29,358","38,381","21,283","27,935","35,707"
2020년03월_계_0~9세,"13,544",814,"2,280","3,015","1,622","2,553","3,260"
2020년03월_계_10~19세,"15,160",985,"2,537","4,036","2,153","2,332","3,117"
2020년03월_계_20~29세,"23,184","1,504","4,128","5,098","3,314","4,165","4,975"
2020년03월_계_30~39세,"22,849","1,588","4,278","5,042","2,537","4,142","5,262"
2020년03월_계_40~49세,"25,375","1,701","4,400","6,192","3,281","4,187","5,614"
2020년03월_계_50~59세,"30,033","2,063","5,098","6,843","4,279","5,149","6,601"
2020년03월_계_60~69세,"20,520","1,922","3,504","5,075","2,466","3,286","4,267"
2020년03월_계_70~79세,"9,015",911,"1,987","2,110",993,"1,320","1,694"
2020년03월_계_80~89세,"4,155",372,989,813,538,678,765
2020년03월_계_90~99세,718,74,145,152,88,117,142
2020년03월_계_100세 이상,49,4,12,5,12,6,10
2020년03월_남_총인구수,"82,016","6,046","14,965","19,105","10,417","13,828","17,655"
2020년03월_남_연령구간인구수,"82,016","6,046","14,965","19,105","10,417","13,828","17,655"
2020년03월_남_0~9세,"7,022",438,"1,203","1,517",842,"1,306","1,716"
2020년03월_남_10~19세,"7,836",499,"1,297","2,104","1,148","1,233","1,555"
2020년03월_남_20~29세,"12,267",831,"2,259","2,697","1,681","2,186","2,613"
2020년03월_남_30~39세,"11,734",852,"2,338","2,546","1,250","2,064","2,684"
2020년03월_남_40~49세,"12,483",874,"2,299","2,987","1,531","2,068","2,724"
2020년03월_남_50~59세,"14,563",977,"2,514","3,366","2,049","2,509","3,148"
2020년03월_남_60~69세,"10,310",980,"1,762","2,545","1,269","1,645","2,109"
2020년03월_남_70~79세,"4,219",453,896,"1,025",445,572,828
2020년03월_남_80~89세,"1,402",124,355,287,180,219,237
2020년03월_남_90~99세,166,16,38,29,22,24,37
2020년03월_남_100세 이상,14,2,4,2,0,2,4
2020년03월_여_총인구수,"82,586","5,892","14,393","19,276","10,866","14,107","18,052"
2020년03월_여_연령구간인구수,"82,586","5,892","14,393","19,276","10,866","14,107","18,052"
2020년03월_여_0~9세,"6,522",376,"1,077","1,498",780,"1,247","1,544"
2020년03월_여_10~19세,"7,324",486,"1,240","1,932","1,005","1,099","1,562"
2020년03월_여_20~29세,"10,917",673,"1,869","2,401","1,633","1,979","2,362"
2020년03월_여_30~39세,"11,115",736,"1,940","2,496","1,287","2,078","2,578"
2020년03월_여_40~49세,"12,892",827,"2,101","3,205","1,750","2,119","2,890"
2020년03월_여_50~59세,"15,470","1,086","2,584","3,477","2,230","2,640","3,453"
2020년03월_여_60~69세,"10,210",942,"1,742","2,530","1,197","1,641","2,158"
2020년03월_여_70~79세,"4,796",458,"1,091","1,085",548,748,866
2020년03월_여_80~89세,"2,753",248,634,526,358,459,528
2020년03월_여_90~99세,552,58,107,123,66,93,105
2020년03월_여_100세 이상,35,2,8,3,12,4,6
2020년04월_계_총인구수,"164,701","11,977","29,501","38,376","21,312","27,303","36,232"
2020년04월_계_연령구간인구수,"164,701","11,977","29,501","38,376","21,312","27,303","36,232"
2020년04월_계_0~9세,"13,545",807,"2,277","3,015","1,604","2,549","3,293"
2020년04월_계_10~19세,"15,092",977,"2,532","4,011","2,135","2,296","3,141"
2020년04월_계_20~29세,"23,268","1,520","4,171","5,115","3,351","4,047","5,064"
2020년04월_계_30~39세,"22,905","1,603","4,298","5,023","2,517","4,069","5,395"
2020년04월_계_40~49세,"25,318","1,702","4,429","6,181","3,274","4,095","5,637"
2020년04월_계_50~59세,"29,980","2,065","5,098","6,832","4,297","4,985","6,703"
2020년04월_계_60~69세,"20,637","1,946","3,548","5,098","2,489","3,209","4,347"
2020년04월_계_70~79세,"9,012",906,"1,989","2,122","1,003","1,275","1,717"
2020년04월_계_80~89세,"4,181",373,"1,001",826,540,661,780
2020년04월_계_90~99세,711,74,146,147,88,111,145
2020년04월_계_100세 이상,52,4,12,6,14,6,10
2020년04월_남_총인구수,"82,049","6,068","15,025","19,116","10,427","13,494","17,919"
2020년04월_남_연령구간인구수,"82,049","6,068","15,025","19,116","10,427","13,494","17,919"
2020년04월_남_0~9세,"7,023",436,"1,202","1,528",828,"1,301","1,728"
2020년04월_남_10~19세,"7,796",496,"1,297","2,087","1,144","1,213","1,559"
2020년04월_남_20~29세,"12,314",838,"2,272","2,703","1,705","2,119","2,677"
2020년04월_남_30~39세,"11,763",859,"2,354","2,541","1,232","2,030","2,747"
2020년04월_남_40~49세,"12,460",874,"2,307","2,982","1,537","2,018","2,742"
2020년04월_남_50~59세,"14,514",983,"2,509","3,357","2,049","2,417","3,199"
2020년04월_남_60~69세,"10,373",988,"1,789","2,568","1,277","1,606","2,145"
2020년04월_남_70~79세,"4,214",454,891,"1,028",450,551,840
2020년04월_남_80~89세,"1,414",125,361,292,182,213,241
2020년04월_남_90~99세,162,13,39,28,21,24,37
2020년04월_남_100세 이상,16,2,4,2,2,2,4
2020년04월_여_총인구수,"82,652","5,909","14,476","19,260","10,885","13,809","18,313"
2020년04월_여_연령구간인구수,"82,652","5,909","14,476","19,260","10,885","13,809","18,313"
2020년04월_여_0~9세,"6,522",371,"1,075","1,487",776,"1,248","1,565"
2020년04월_여_10~19세,"7,296",481,"1,235","1,924",991,"1,083","1,582"
2020년04월_여_20~29세,"10,954",682,"1,899","2,412","1,646","1,928","2,387"
2020년04월_여_30~39세,"11,142",744,"1,944","2,482","1,285","2,039","2,648"
2020년04월_여_40~49세,"12,858",828,"2,122","3,199","1,737","2,077","2,895"
2020년04월_여_50~59세,"15,466","1,082","2,589","3,475","2,248","2,568","3,504"
2020년04월_여_60~69세,"10,264",958,"1,759","2,530","1,212","1,603","2,202"
2020년04월_여_70~79세,"4,798",452,"1,098","1,094",553,724,877
2020년04월_여_80~89세,"2,767",248,640,534,358,448,539
2020년04월_여_90~99세,549,61,107,119,67,87,108
2020년04월_여_100세 이상,36,2,8,4,12,4,6
2020년05월_계_총인구수,"164,150","11,999","29,572","38,352","21,402","26,248","36,577"
2020년05월_계_연령구간인구수,"164,150","11,999","29,572","38,352","21,402","26,248","36,577"
2020년05월_계_0~9세,"13,493",801,"2,263","2,991","1,610","2,510","3,318"
2020년05월_계_10~19세,"15,012",975,"2,516","4,009","2,115","2,237","3,160"
2020년05월_계_20~29세,"23,119","1,519","4,190","5,101","3,356","3,845","5,108"
2020년05월_계_30~39세,"22,856","1,604","4,288","5,011","2,546","3,941","5,466"
2020년05월_계_40~49세,"25,158","1,700","4,437","6,128","3,277","3,963","5,653"
2020년05월_계_50~59세,"29,887","2,062","5,125","6,846","4,293","4,777","6,784"
2020년05월_계_60~69세,"20,671","1,979","3,590","5,143","2,532","3,026","4,401"
2020년05월_계_70~79세,"9,028",915,"1,995","2,137","1,023","1,219","1,739"
2020년05월_계_80~89세,"4,174",366,"1,014",834,549,624,787
2020년05월_계_90~99세,700,73,142,146,86,102,151
2020년05월_계_100세 이상,52,5,12,6,15,4,10
2020년05월_남_총인구수,"81,782","6,084","15,061","19,119","10,478","12,942","18,098"
2020년05월_남_연령구간인구수,"81,782","6,084","15,061","19,119","10,478","12,942","18,098"
2020년05월_남_0~9세,"7,005",431,"1,203","1,517",833,"1,279","1,742"
2020년05월_남_10~19세,"7,738",497,"1,283","2,081","1,131","1,182","1,564"
2020년05월_남_20~29세,"12,236",841,"2,287","2,706","1,707","1,992","2,703"
2020년05월_남_30~39세,"11,737",860,"2,346","2,543","1,253","1,950","2,785"
2020년05월_남_40~49세,"12,377",875,"2,304","2,961","1,538","1,948","2,751"
2020년05월_남_50~59세,"14,450",977,"2,517","3,358","2,048","2,312","3,238"
2020년05월_남_60~69세,"10,418","1,005","1,820","2,591","1,300","1,526","2,176"
2020년05월_남_70~79세,"4,227",460,890,"1,038",459,528,852
2020년05월_남_80~89세,"1,421",123,368,294,187,204,245
2020년05월_남_90~99세,157,12,39,28,20,20,38
2020년05월_남_100세 이상,16,3,4,2,2,1,4
2020년05월_여_총인구수,"82,368","5,915","14,511","19,233","10,924","13,306","18,479"
2020년05월_여_연령구간인구수,"82,368","5,915","14,511","19,233","10,924","13,306","18,479"
2020년05월_여_0~9세,"6,488",370,"1,060","1,474",777,"1,231","1,576"
2020년05월_여_10~19세,"7,274",478,"1,233","1,928",984,"1,055","1,596"
2020년05월_여_20~29세,"10,883",678,"1,903","2,395","1,649","1,853","2,405"
2020년05월_여_30~39세,"11,119",744,"1,942","2,468","1,293","1,991","2,681"
2020년05월_여_40~49세,"12,781",825,"2,133","3,167","1,739","2,015","2,902"
2020년05월_여_50~59세,"15,437","1,085","2,608","3,488","2,245","2,465","3,546"
2020년05월_여_60~69세,"10,253",974,"1,770","2,552","1,232","1,500","2,225"
2020년05월_여_70~79세,"4,801",455,"1,105","1,099",564,691,887
2020년05월_여_80~89세,"2,753",243,646,540,362,420,542
2020년05월_여_90~99세,543,61,103,118,66,82,113
2020년05월_여_100세 이상,36,2,8,4,13,3,6
2020년06월_계_총인구수,"163,622","12,032","29,616","38,345","21,426","25,406","36,797"
2020년06월_계_연령구간인구수,"163,622","12,032","29,616","38,345","21,426","25,406","36,797"
2020년06월_계_0~9세,"13,449",797,"2,261","2,968","1,599","2,485","3,339"
2020년06월_계_10~19세,"14,959",987,"2,505","4,009","2,099","2,197","3,162"
2020년06월_계_20~29세,"23,046","1,515","4,185","5,106","3,382","3,692","5,166"
2020년06월_계_30~39세,"22,750","1,610","4,316","4,978","2,525","3,831","5,490"
2020년06월_계_40~49세,"25,058","1,703","4,432","6,113","3,272","3,862","5,676"
2020년06월_계_50~59세,"29,742","2,064","5,117","6,838","4,299","4,606","6,818"
2020년06월_계_60~69세,"20,716","1,986","3,637","5,208","2,561","2,869","4,455"
2020년06월_계_70~79세,"9,004",921,"1,996","2,135","1,039","1,166","1,747"
2020년06월_계_80~89세,"4,154",371,"1,017",838,551,595,782
2020년06월_계_90~99세,691,73,137,146,85,98,152
2020년06월_계_100세 이상,53,5,13,6,14,5,10
2020년06월_남_총인구수,"81,480","6,102","15,071","19,101","10,494","12,504","18,208"
2020년06월_남_연령구간인구수,"81,480","6,102","15,071","19,101","10,494","12,504","18,208"
2020년06월_남_0~9세,"6,986",428,"1,196","1,502",835,"1,270","1,755"
2020년06월_남_10~19세,"7,711",507,"1,282","2,083","1,116","1,164","1,559"
2020년06월_남_20~29세,"12,178",838,"2,273","2,692","1,721","1,909","2,745"
2020년06월_남_30~39세,"11,664",862,"2,365","2,526","1,248","1,872","2,791"
2020년06월_남_40~49세,"12,321",877,"2,299","2,962","1,543","1,887","2,753"
2020년06월_남_50~59세,"14,394",983,"2,523","3,350","2,050","2,227","3,261"
2020년06월_남_60~69세,"10,422","1,002","1,837","2,617","1,310","1,452","2,204"
2020년06월_남_70~79세,"4,216",464,884,"1,040",466,505,857
2020년06월_남_80~89세,"1,418",126,369,298,185,198,242
2020년06월_남_90~99세,154,12,39,29,18,19,37
2020년06월_남_100세 이상,16,3,4,2,2,1,4
2020년06월_여_총인구수,"82,142","5,930","14,545","19,244","10,932","12,902","18,589"
2020년06월_여_연령구간인구수,"82,142","5,930","14,545","19,244","10,932","12,902","18,589"
2020년06월_여_0~9세,"6,463",369,"1,065","1,466",764,"1,215","1,584"
2020년06월_여_10~19세,"7,248",480,"1,223","1,926",983,"1,033","1,603"
2020년06월_여_20~29세,"10,868",677,"1,912","2,414","1,661","1,783","2,421"
2020년06월_여_30~39세,"11,086",748,"1,951","2,452","1,277","1,959","2,699"
2020년06월_여_40~49세,"12,737",826,"2,133","3,151","1,729","1,975","2,923"
2020년06월_여_50~59세,"15,348","1,081","2,594","3,488","2,249","2,379","3,557"
2020년06월_여_60~69세,"10,294",984,"1,800","2,591","1,251","1,417","2,251"
2020년06월_여_70~79세,"4,788",457,"1,112","1,095",573,661,890
2020년06월_여_80~89세,"2,736",245,648,540,366,397,540
2020년06월_여_90~99세,537,61,98,117,67,79,115
2020년06월_여_100세 이상,37,2,9,4,12,4,6
2020년07월_계_총인구수,"163,049","12,027","29,638","38,298","21,411","24,752","36,923"
2020년07월_계_연령구간인구수,"163,049","12,027","29,638","38,298","21,411","24,752","36,923"
2020년07월_계_0~9세,"13,368",791,"2,249","2,943","1,598","2,443","3,344"
2020년07월_계_10~19세,"14,899",993,"2,497","3,988","2,098","2,162","3,161"
2020년07월_계_20~29세,"22,962","1,502","4,200","5,110","3,376","3,579","5,195"
2020년07월_계_30~39세,"22,575","1,611","4,292","4,939","2,508","3,745","5,480"
2020년07월_계_40~49세,"24,926","1,696","4,430","6,099","3,272","3,752","5,677"
2020년07월_계_50~59세,"29,638","2,058","5,135","6,833","4,276","4,484","6,852"
2020년07월_계_60~69세,"20,761","1,997","3,656","5,240","2,576","2,798","4,494"
2020년07월_계_70~79세,"9,034",927,"2,009","2,155","1,053","1,117","1,773"
2020년07월_계_80~89세,"4,136",371,"1,018",836,556,570,785
2020년07월_계_90~99세,698,77,139,149,84,97,152
2020년07월_계_100세 이상,52,4,13,6,14,5,10
2020년07월_남_총인구수,"81,175","6,092","15,084","19,080","10,491","12,171","18,257"
2020년07월_남_연령구간인구수,"81,175","6,092","15,084","19,080","10,491","12,171","18,257"
2020년07월_남_0~9세,"6,939",424,"1,185","1,482",836,"1,251","1,761"
2020년07월_남_10~19세,"7,680",511,"1,282","2,075","1,111","1,144","1,557"
2020년07월_남_20~29세,"12,132",832,"2,288","2,698","1,721","1,840","2,753"
2020년07월_남_30~39세,"11,563",858,"2,345","2,513","1,241","1,818","2,788"
2020년07월_남_40~49세,"12,253",876,"2,301","2,949","1,543","1,846","2,738"
2020년07월_남_50~59세,"14,354",981,"2,537","3,344","2,046","2,158","3,288"
2020년07월_남_60~69세,"10,434","1,003","1,847","2,634","1,317","1,417","2,216"
2020년07월_남_70~79세,"4,238",467,887,"1,055",471,487,871
2020년07월_남_80~89세,"1,410",126,368,298,185,188,245
2020년07월_남_90~99세,157,12,40,30,18,21,36
2020년07월_남_100세 이상,15,2,4,2,2,1,4
2020년07월_여_총인구수,"81,874","5,935","14,554","19,218","10,920","12,581","18,666"
2020년07월_여_연령구간인구수,"81,874","5,935","14,554","19,218","10,920","12,581","18,666"
2020년07월_여_0~9세,"6,429",367,"1,064","1,461",762,"1,192","1,583"
2020년07월_여_10~19세,"7,219",482,"1,215","1,913",987,"1,018","1,604"
2020년07월_여_20~29세,"10,830",670,"1,912","2,412","1,655","1,739","2,442"
2020년07월_여_30~39세,"11,012",753,"1,947","2,426","1,267","1,927","2,692"
2020년07월_여_40~49세,"12,673",820,"2,129","3,150","1,729","1,906","2,939"
2020년07월_여_50~59세,"15,284","1,077","2,598","3,489","2,230","2,326","3,564"
2020년07월_여_60~69세,"10,327",994,"1,809","2,606","1,259","1,381","2,278"
2020년07월_여_70~79세,"4,796",460,"1,122","1,100",582,630,902
2020년07월_여_80~89세,"2,726",245,650,538,371,382,540
2020년07월_여_90~99세,541,65,99,119,66,76,116
2020년07월_여_100세 이상,37,2,9,4,12,4,6
2020년08월_계_총인구수,"162,751","12,209","29,658","38,243","21,406","24,237","36,998"
2020년08월_계_연령구간인구수,"162,751","12,209","29,658","38,243","21,406","24,237","36,998"
2020년08월_계_0~9세,"13,334",802,"2,247","2,919","1,598","2,427","3,341"
2020년08월_계_10~19세,"14,802",983,"2,491","3,958","2,076","2,135","3,159"
2020년08월_계_20~29세,"22,945","1,599","4,193","5,105","3,391","3,474","5,183"
2020년08월_계_30~39세,"22,485","1,647","4,260","4,924","2,503","3,687","5,464"
2020년08월_계_40~49세,"24,810","1,712","4,420","6,078","3,252","3,680","5,668"
2020년08월_계_50~59세,"29,585","2,055","5,154","6,845","4,293","4,358","6,880"
2020년08월_계_60~69세,"20,882","2,020","3,709","5,264","2,583","2,741","4,565"
2020년08월_계_70~79세,"9,018",932,"2,011","2,152","1,055","1,085","1,783"
2020년08월_계_80~89세,"4,130",375,"1,019",841,555,550,790
2020년08월_계_90~99세,708,80,142,150,86,95,155
2020년08월_계_100세 이상,52,4,12,7,14,5,10
2020년08월_남_총인구수,"81,006","6,187","15,083","19,053","10,489","11,920","18,274"
2020년08월_남_연령구간인구수,"81,006","6,187","15,083","19,053","10,489","11,920","18,274"
2020년08월_남_0~9세,"6,919",432,"1,177","1,465",839,"1,240","1,766"
2020년08월_남_10~19세,"7,624",508,"1,275","2,060","1,092","1,137","1,552"
2020년08월_남_20~29세,"12,120",881,"2,291","2,692","1,731","1,783","2,742"
2020년08월_남_30~39세,"11,514",880,"2,320","2,509","1,244","1,782","2,779"
2020년08월_남_40~49세,"12,205",881,"2,301","2,947","1,537","1,814","2,725"
2020년08월_남_50~59세,"14,308",981,"2,549","3,342","2,046","2,097","3,293"
2020년08월_남_60~69세,"10,498","1,011","1,870","2,653","1,325","1,386","2,253"
2020년08월_남_70~79세,"4,226",471,881,"1,051",471,476,876
2020년08월_남_80~89세,"1,419",128,373,302,185,183,248
2020년08월_남_90~99세,158,12,42,30,17,21,36
2020년08월_남_100세 이상,15,2,4,2,2,1,4
2020년08월_여_총인구수,"81,745","6,022","14,575","19,190","10,917","12,317","18,724"
2020년08월_여_연령구간인구수,"81,745","6,022","14,575","19,190","10,917","12,317","18,724"
2020년08월_여_0~9세,"6,415",370,"1,070","1,454",759,"1,187","1,575"
2020년08월_여_10~19세,"7,178",475,"1,216","1,898",984,998,"1,607"
2020년08월_여_20~29세,"10,825",718,"1,902","2,413","1,660","1,691","2,441"
2020년08월_여_30~39세,"10,971",767,"1,940","2,415","1,259","1,905","2,685"
2020년08월_여_40~49세,"12,605",831,"2,119","3,131","1,715","1,866","2,943"
2020년08월_여_50~59세,"15,277","1,074","2,605","3,503","2,247","2,261","3,587"
2020년08월_여_60~69세,"10,384","1,009","1,839","2,611","1,258","1,355","2,312"
2020년08월_여_70~79세,"4,792",461,"1,130","1,101",584,609,907
2020년08월_여_80~89세,"2,711",247,646,539,370,367,542
2020년08월_여_90~99세,550,68,100,120,69,74,119
2020년08월_여_100세 이상,37,2,8,5,12,4,6
2020년09월_계_총인구수,"163,720","13,926","29,547","38,025","21,361","23,849","37,012"
2020년09월_계_연령구간인구수,"163,720","13,926","29,547","38,025","21,361","23,849","37,012"
2020년09월_계_0~9세,"13,321",874,"2,231","2,892","1,580","2,415","3,329"
2020년09월_계_10~19세,"14,826",993,"2,490","3,939","2,085","2,145","3,174"
2020년09월_계_20~29세,"23,375","2,281","4,154","5,046","3,378","3,366","5,150"
2020년09월_계_30~39세,"22,867","2,315","4,198","4,816","2,468","3,644","5,426"
2020년09월_계_40~49세,"24,779","1,779","4,427","6,058","3,252","3,619","5,644"
2020년09월_계_50~59세,"29,533","2,093","5,138","6,837","4,270","4,295","6,900"
2020년09월_계_60~69세,"21,099","2,098","3,742","5,310","2,620","2,695","4,634"
2020년09월_계_70~79세,"8,990",996,"1,997","2,126","1,047","1,035","1,789"
2020년09월_계_80~89세,"4,157",408,"1,015",841,560,536,797
2020년09월_계_90~99세,722,85,143,153,88,94,159
2020년09월_계_100세 이상,51,4,12,7,13,5,10
2020년09월_남_총인구수,"81,504","7,087","15,040","18,916","10,479","11,718","18,264"
2020년09월_남_연령구간인구수,"81,504","7,087","15,040","18,916","10,479","11,718","18,264"
2020년09월_남_0~9세,"6,917",477,"1,165","1,450",827,"1,236","1,762"
2020년09월_남_10~19세,"7,642",513,"1,286","2,047","1,099","1,140","1,557"
2020년09월_남_20~29세,"12,306","1,209","2,262","2,659","1,730","1,724","2,722"
2020년09월_남_30~39세,"11,745","1,275","2,282","2,450","1,228","1,754","2,756"
2020년09월_남_40~49세,"12,212",921,"2,307","2,929","1,543","1,789","2,723"
2020년09월_남_50~59세,"14,261",996,"2,551","3,337","2,034","2,056","3,287"
2020년09월_남_60~69세,"10,608","1,043","1,892","2,673","1,346","1,359","2,295"
2020년09월_남_70~79세,"4,211",496,877,"1,038",466,460,874
2020년09월_남_80~89세,"1,429",143,372,300,188,177,249
2020년09월_남_90~99세,159,12,42,31,17,22,35
2020년09월_남_100세 이상,14,2,4,2,1,1,4
2020년09월_여_총인구수,"82,216","6,839","14,507","19,109","10,882","12,131","18,748"
2020년09월_여_연령구간인구수,"82,216","6,839","14,507","19,109","10,882","12,131","18,748"
2020년09월_여_0~9세,"6,404",397,"1,066","1,442",753,"1,179","1,567"
2020년09월_여_10~19세,"7,184",480,"1,204","1,892",986,"1,005","1,617"
2020년09월_여_20~29세,"11,069","1,072","1,892","2,387","1,648","1,642","2,428"
2020년09월_여_30~39세,"11,122","1,040","1,916","2,366","1,240","1,890","2,670"
2020년09월_여_40~49세,"12,567",858,"2,120","3,129","1,709","1,830","2,921"
2020년09월_여_50~59세,"15,272","1,097","2,587","3,500","2,236","2,239","3,613"
2020년09월_여_60~69세,"10,491","1,055","1,850","2,637","1,274","1,336","2,339"
2020년09월_여_70~79세,"4,779",500,"1,120","1,088",581,575,915
2020년09월_여_80~89세,"2,728",265,643,541,372,359,548
2020년09월_여_90~99세,563,73,101,122,71,72,124
2020년09월_여_100세 이상,37,2,8,5,12,4,6
2020년10월_계_총인구수,"163,960","14,449","29,570","37,921","21,348","23,655","37,017"
2020년10월_계_연령구간인구수,"163,960","14,449","29,570","37,921","21,348","23,655","37,017"
2020년10월_계_0~9세,"13,281",897,"2,238","2,849","1,581","2,392","3,324"
