카테고리,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2020년03월_여_60~69세,"15,389","1,184","1,017","1,617","2,747","1,091","1,991","1,459",906,980,"2,397"
2020년03월_여_70~79세,"9,198",745,556,"1,044","1,554",647,"1,167","1,000",588,624,"1,273"
2020년03월_여_80~89세,"4,021",381,221,463,748,246,491,392,239,312,528
2020년03월_여_90~99세,642,64,66,60,127,40,77,47,33,42,86
2020년03월_여_100세 이상,51,6,6,4,8,4,4,6,5,5,3
2020년04월_계_총인구수,"176,984","14,128","12,475","15,162","28,349","11,864","26,230","18,860","10,342","11,098","28,476"
2020년04월_계_연령구간인구수,"176,984","14,128","12,475","15,162","28,349","11,864","26,230","18,860","10,342","11,098","28,476"
2020년04월_계_0~9세,"10,578",727,893,679,"1,780",741,"1,415","1,205",356,530,"2,252"
2020년04월_계_10~19세,"12,228","1,223","1,239",706,"2,012",923,"1,704","1,313",510,754,"1,844"
2020년04월_계_20~29세,"24,247","1,906","1,450","1,820","3,267","1,311","4,950","2,813","1,880","1,503","3,347"
2020년04월_계_30~39세,"24,153","1,672","1,288","1,889","3,597","1,526","4,107","2,729","1,547","1,569","4,229"
2020년04월_계_40~49세,"25,700","2,054","2,038","1,949","3,808","1,811","3,742","2,933","1,354","1,671","4,340"
2020년04월_계_50~59세,"27,893","2,435","2,198","2,408","4,561","1,913","3,637","2,755","1,514","1,766","4,706"
2020년04월_계_60~69세,"27,927","2,100","1,868","2,939","5,005","1,974","3,599","2,627","1,691","1,660","4,464"
2020년04월_계_70~79세,"16,847","1,300","1,040","1,927","2,927","1,211","2,175","1,755","1,053","1,101","2,358"
2020년04월_계_80~89세,"6,484",604,373,758,"1,209",401,787,654,388,488,822
2020년04월_계_90~99세,863,101,79,82,173,49,107,68,44,51,109
2020년04월_계_100세 이상,64,6,9,5,10,4,7,8,5,5,5
2020년04월_남_총인구수,"83,743","6,527","5,812","7,261","13,634","5,819","12,325","8,796","4,906","4,950","13,713"
2020년04월_남_연령구간인구수,"83,743","6,527","5,812","7,261","13,634","5,819","12,325","8,796","4,906","4,950","13,713"
2020년04월_남_0~9세,"5,424",360,436,353,930,386,764,609,187,274,"1,125"
2020년04월_남_10~19세,"6,293",619,637,352,"1,038",498,890,661,263,393,942
2020년04월_남_20~29세,"11,898",971,749,912,"1,708",715,"2,223","1,321",836,702,"1,761"
2020년04월_남_30~39세,"12,050",821,608,995,"1,834",770,"2,060","1,324",802,729,"2,107"
2020년04월_남_40~49세,"12,624",920,920,"1,016","1,911",948,"1,832","1,443",715,740,"2,179"
2020년04월_남_50~59세,"12,701","1,120",962,"1,133","2,098",902,"1,623","1,246",704,769,"2,144"
2020년04월_남_60~69세,"12,470",907,853,"1,312","2,237",886,"1,597","1,161",781,682,"2,054"
2020년04월_남_70~79세,"7,614",551,484,871,"1,368",551,"1,009",750,465,477,"1,088"
2020년04월_남_80~89세,"2,445",224,147,296,460,155,296,259,143,175,290
2020년04월_남_90~99세,210,34,13,21,46,8,28,20,10,9,21
2020년04월_남_100세 이상,14,0,3,0,4,0,3,2,0,0,2
2020년04월_여_총인구수,"93,241","7,601","6,663","7,901","14,715","6,045","13,905","10,064","5,436","6,148","14,763"
2020년04월_여_연령구간인구수,"93,241","7,601","6,663","7,901","14,715","6,045","13,905","10,064","5,436","6,148","14,763"
2020년04월_여_0~9세,"5,154",367,457,326,850,355,651,596,169,256,"1,127"
2020년04월_여_10~19세,"5,935",604,602,354,974,425,814,652,247,361,902
2020년04월_여_20~29세,"12,349",935,701,908,"1,559",596,"2,727","1,492","1,044",801,"1,586"
2020년04월_여_30~39세,"12,103",851,680,894,"1,763",756,"2,047","1,405",745,840,"2,122"
2020년04월_여_40~49세,"13,076","1,134","1,118",933,"1,897",863,"1,910","1,490",639,931,"2,161"
2020년04월_여_50~59세,"15,192","1,315","1,236","1,275","2,463","1,011","2,014","1,509",810,997,"2,562"
2020년04월_여_60~69세,"15,457","1,193","1,015","1,627","2,768","1,088","2,002","1,466",910,978,"2,410"
2020년04월_여_70~79세,"9,233",749,556,"1,056","1,559",660,"1,166","1,005",588,624,"1,270"
2020년04월_여_80~89세,"4,039",380,226,462,749,246,491,395,245,313,532
2020년04월_여_90~99세,653,67,66,61,127,41,79,48,34,42,88
2020년04월_여_100세 이상,50,6,6,5,6,4,4,6,5,5,3
2020년05월_계_총인구수,"176,886","14,101","12,462","15,158","28,224","11,819","26,221","18,839","10,361","11,078","28,623"
2020년05월_계_연령구간인구수,"176,886","14,101","12,462","15,158","28,224","11,819","26,221","18,839","10,361","11,078","28,623"
2020년05월_계_0~9세,"10,538",722,899,673,"1,764",736,"1,401","1,199",357,523,"2,264"
2020년05월_계_10~19세,"12,130","1,216","1,226",695,"1,988",919,"1,696","1,299",499,745,"1,847"
2020년05월_계_20~29세,"24,226","1,899","1,445","1,822","3,244","1,306","4,953","2,805","1,901","1,501","3,350"
2020년05월_계_30~39세,"24,144","1,659","1,286","1,884","3,583","1,520","4,104","2,725","1,559","1,559","4,265"
2020년05월_계_40~49세,"25,650","2,052","2,032","1,949","3,778","1,796","3,747","2,938","1,335","1,671","4,352"
2020년05월_계_50~59세,"27,883","2,439","2,196","2,413","4,538","1,901","3,610","2,763","1,509","1,770","4,744"
2020년05월_계_60~69세,"27,915","2,098","1,859","2,929","5,006","1,970","3,618","2,622","1,693","1,655","4,465"
2020년05월_계_70~79세,"16,938","1,303","1,050","1,938","2,928","1,220","2,183","1,757","1,068","1,102","2,389"
2020년05월_계_80~89세,"6,528",606,380,767,"1,215",398,793,657,390,493,829
2020년05월_계_90~99세,871,101,80,83,171,49,109,66,45,54,113
2020년05월_계_100세 이상,63,6,9,5,9,4,7,8,5,5,5
2020년05월_남_총인구수,"83,672","6,512","5,788","7,259","13,565","5,799","12,310","8,788","4,919","4,931","13,801"
2020년05월_남_연령구간인구수,"83,672","6,512","5,788","7,259","13,565","5,799","12,310","8,788","4,919","4,931","13,801"
2020년05월_남_0~9세,"5,407",355,440,352,922,382,759,605,184,271,"1,137"
2020년05월_남_10~19세,"6,245",615,625,345,"1,029",495,896,655,258,385,942
2020년05월_남_20~29세,"11,842",964,741,918,"1,684",716,"2,208","1,310",842,702,"1,757"
2020년05월_남_30~39세,"12,050",813,606,989,"1,830",766,"2,056","1,327",811,725,"2,127"
2020년05월_남_40~49세,"12,612",921,916,"1,019","1,903",938,"1,834","1,446",704,742,"2,189"
2020년05월_남_50~59세,"12,706","1,126",956,"1,129","2,082",900,"1,606","1,257",708,771,"2,171"
2020년05월_남_60~69세,"12,479",908,850,"1,304","2,239",884,"1,614","1,161",785,673,"2,061"
2020년05월_남_70~79세,"7,641",551,487,884,"1,367",556,"1,008",745,472,476,"1,095"
2020년05월_남_80~89세,"2,470",226,151,300,461,154,297,260,145,177,299
2020년05월_남_90~99세,207,33,13,19,45,8,29,20,10,9,21
2020년05월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년05월_여_총인구수,"93,214","7,589","6,674","7,899","14,659","6,020","13,911","10,051","5,442","6,147","14,822"
2020년05월_여_연령구간인구수,"93,214","7,589","6,674","7,899","14,659","6,020","13,911","10,051","5,442","6,147","14,822"
2020년05월_여_0~9세,"5,131",367,459,321,842,354,642,594,173,252,"1,127"
2020년05월_여_10~19세,"5,885",601,601,350,959,424,800,644,241,360,905
2020년05월_여_20~29세,"12,384",935,704,904,"1,560",590,"2,745","1,495","1,059",799,"1,593"
2020년05월_여_30~39세,"12,094",846,680,895,"1,753",754,"2,048","1,398",748,834,"2,138"
2020년05월_여_40~49세,"13,038","1,131","1,116",930,"1,875",858,"1,913","1,492",631,929,"2,163"
2020년05월_여_50~59세,"15,177","1,313","1,240","1,284","2,456","1,001","2,004","1,506",801,999,"2,573"
2020년05월_여_60~69세,"15,436","1,190","1,009","1,625","2,767","1,086","2,004","1,461",908,982,"2,404"
2020년05월_여_70~79세,"9,297",752,563,"1,054","1,561",664,"1,175","1,012",596,626,"1,294"
2020년05월_여_80~89세,"4,058",380,229,467,754,244,496,397,245,316,530
2020년05월_여_90~99세,664,68,67,64,126,41,80,46,35,45,92
2020년05월_여_100세 이상,50,6,6,5,6,4,4,6,5,5,3
2020년06월_계_총인구수,"176,975","14,093","12,470","15,129","28,141","11,806","26,323","18,879","10,360","10,997","28,777"
2020년06월_계_연령구간인구수,"176,975","14,093","12,470","15,129","28,141","11,806","26,323","18,879","10,360","10,997","28,777"
2020년06월_계_0~9세,"10,518",723,889,664,"1,751",742,"1,400","1,192",358,524,"2,275"
2020년06월_계_10~19세,"12,070","1,211","1,220",693,"1,991",906,"1,692","1,278",487,729,"1,863"
2020년06월_계_20~29세,"24,274","1,904","1,444","1,821","3,200","1,295","5,010","2,853","1,913","1,479","3,355"
2020년06월_계_30~39세,"24,162","1,664","1,286","1,852","3,566","1,516","4,143","2,745","1,563","1,554","4,273"
2020년06월_계_40~49세,"25,638","2,038","2,021","1,959","3,779","1,781","3,750","2,924","1,338","1,662","4,386"
2020년06월_계_50~59세,"27,832","2,437","2,198","2,404","4,498","1,904","3,621","2,771","1,499","1,748","4,752"
2020년06월_계_60~69세,"28,009","2,100","1,876","2,933","5,023","1,982","3,613","2,621","1,697","1,652","4,512"
2020년06월_계_70~79세,"16,991","1,303","1,059","1,951","2,939","1,227","2,182","1,757","1,064","1,095","2,414"
2020년06월_계_80~89세,"6,541",605,389,762,"1,216",399,795,663,390,495,827
2020년06월_계_90~99세,877,102,79,84,171,50,110,68,45,53,115
2020년06월_계_100세 이상,63,6,9,6,7,4,7,7,6,6,5
2020년06월_남_총인구수,"83,688","6,487","5,796","7,243","13,528","5,793","12,370","8,788","4,920","4,885","13,878"
2020년06월_남_연령구간인구수,"83,688","6,487","5,796","7,243","13,528","5,793","12,370","8,788","4,920","4,885","13,878"
2020년06월_남_0~9세,"5,398",347,438,345,919,383,759,601,186,269,"1,151"
2020년06월_남_10~19세,"6,222",615,619,351,"1,031",485,898,650,248,374,951
2020년06월_남_20~29세,"11,840",957,744,913,"1,655",716,"2,235","1,325",848,688,"1,759"
2020년06월_남_30~39세,"12,032",807,601,971,"1,818",766,"2,073","1,327",817,726,"2,126"
2020년06월_남_40~49세,"12,611",921,914,"1,029","1,905",928,"1,834","1,443",701,732,"2,204"
2020년06월_남_50~59세,"12,707","1,116",959,"1,126","2,068",904,"1,624","1,259",702,764,"2,185"
2020년06월_남_60~69세,"12,514",914,858,"1,306","2,243",892,"1,607","1,154",791,672,"2,077"
2020년06월_남_70~79세,"7,659",551,496,885,"1,374",553,"1,007",746,472,473,"1,102"
2020년06월_남_80~89세,"2,479",226,151,298,467,157,299,259,145,178,299
2020년06월_남_90~99세,213,33,13,19,45,9,31,22,10,9,22
2020년06월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년06월_여_총인구수,"93,287","7,606","6,674","7,886","14,613","6,013","13,953","10,091","5,440","6,112","14,899"
2020년06월_여_연령구간인구수,"93,287","7,606","6,674","7,886","14,613","6,013","13,953","10,091","5,440","6,112","14,899"
2020년06월_여_0~9세,"5,120",376,451,319,832,359,641,591,172,255,"1,124"
2020년06월_여_10~19세,"5,848",596,601,342,960,421,794,628,239,355,912
2020년06월_여_20~29세,"12,434",947,700,908,"1,545",579,"2,775","1,528","1,065",791,"1,596"
2020년06월_여_30~39세,"12,130",857,685,881,"1,748",750,"2,070","1,418",746,828,"2,147"
2020년06월_여_40~49세,"13,027","1,117","1,107",930,"1,874",853,"1,916","1,481",637,930,"2,182"
2020년06월_여_50~59세,"15,125","1,321","1,239","1,278","2,430","1,000","1,997","1,512",797,984,"2,567"
2020년06월_여_60~69세,"15,495","1,186","1,018","1,627","2,780","1,090","2,006","1,467",906,980,"2,435"
2020년06월_여_70~79세,"9,332",752,563,"1,066","1,565",674,"1,175","1,011",592,622,"1,312"
2020년06월_여_80~89세,"4,062",379,238,464,749,242,496,404,245,317,528
2020년06월_여_90~99세,664,69,66,65,126,41,79,46,35,44,93
2020년06월_여_100세 이상,50,6,6,6,4,4,4,5,6,6,3
2020년07월_계_총인구수,"176,742","14,059","12,410","15,140","28,069","11,767","26,376","18,889","10,277","10,961","28,794"
2020년07월_계_연령구간인구수,"176,742","14,059","12,410","15,140","28,069","11,767","26,376","18,889","10,277","10,961","28,794"
2020년07월_계_0~9세,"10,458",720,873,656,"1,740",739,"1,391","1,190",348,513,"2,288"
2020년07월_계_10~19세,"11,997","1,195","1,209",684,"1,982",890,"1,695","1,276",475,734,"1,857"
2020년07월_계_20~29세,"24,273","1,891","1,434","1,829","3,170","1,296","5,046","2,852","1,932","1,468","3,355"
2020년07월_계_30~39세,"24,108","1,665","1,272","1,869","3,555","1,501","4,137","2,748","1,552","1,541","4,268"
2020년07월_계_40~49세,"25,589","2,034","2,002","1,952","3,759","1,774","3,767","2,914","1,326","1,671","4,390"
2020년07월_계_50~59세,"27,764","2,433","2,203","2,386","4,484","1,903","3,613","2,790","1,475","1,728","4,749"
2020년07월_계_60~69세,"28,035","2,106","1,877","2,949","5,023","1,984","3,616","2,622","1,671","1,666","4,521"
2020년07월_계_70~79세,"17,022","1,305","1,058","1,955","2,961","1,225","2,200","1,761","1,051","1,088","2,418"
2020년07월_계_80~89세,"6,560",604,391,770,"1,221",401,790,666,397,494,826
2020년07월_계_90~99세,873,100,82,84,167,50,114,63,44,52,117
2020년07월_계_100세 이상,63,6,9,6,7,4,7,7,6,6,5
2020년07월_남_총인구수,"83,573","6,482","5,771","7,245","13,484","5,788","12,396","8,791","4,868","4,873","13,875"
2020년07월_남_연령구간인구수,"83,573","6,482","5,771","7,245","13,484","5,788","12,396","8,791","4,868","4,873","13,875"
2020년07월_남_0~9세,"5,375",346,434,341,917,380,752,603,182,265,"1,155"
2020년07월_남_10~19세,"6,192",610,611,347,"1,027",482,901,649,241,373,951
2020년07월_남_20~29세,"11,837",953,741,907,"1,641",719,"2,248","1,328",856,684,"1,760"
2020년07월_남_30~39세,"11,996",808,595,986,"1,808",762,"2,067","1,333",802,720,"2,115"
2020년07월_남_40~49세,"12,581",919,905,"1,026","1,893",923,"1,847","1,433",695,735,"2,205"
2020년07월_남_50~59세,"12,693","1,115",962,"1,116","2,052",907,"1,631","1,272",695,754,"2,189"
2020년07월_남_60~69세,"12,512",920,855,"1,312","2,244",898,"1,608","1,148",774,682,"2,071"
2020년07월_남_70~79세,"7,679",555,498,888,"1,388",550,"1,010",745,467,473,"1,105"
2020년07월_남_80~89세,"2,487",223,153,302,468,159,297,259,148,178,300
2020년07월_남_90~99세,208,33,14,20,43,8,32,19,8,9,22
2020년07월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년07월_여_총인구수,"93,169","7,577","6,639","7,895","14,585","5,979","13,980","10,098","5,409","6,088","14,919"
2020년07월_여_연령구간인구수,"93,169","7,577","6,639","7,895","14,585","5,979","13,980","10,098","5,409","6,088","14,919"
2020년07월_여_0~9세,"5,083",374,439,315,823,359,639,587,166,248,"1,133"
2020년07월_여_10~19세,"5,805",585,598,337,955,408,794,627,234,361,906
2020년07월_여_20~29세,"12,436",938,693,922,"1,529",577,"2,798","1,524","1,076",784,"1,595"
2020년07월_여_30~39세,"12,112",857,677,883,"1,747",739,"2,070","1,415",750,821,"2,153"
2020년07월_여_40~49세,"13,008","1,115","1,097",926,"1,866",851,"1,920","1,481",631,936,"2,185"
2020년07월_여_50~59세,"15,071","1,318","1,241","1,270","2,432",996,"1,982","1,518",780,974,"2,560"
2020년07월_여_60~69세,"15,523","1,186","1,022","1,637","2,779","1,086","2,008","1,474",897,984,"2,450"
2020년07월_여_70~79세,"9,343",750,560,"1,067","1,573",675,"1,190","1,016",584,615,"1,313"
2020년07월_여_80~89세,"4,073",381,238,468,753,242,493,407,249,316,526
2020년07월_여_90~99세,665,67,68,64,124,42,82,44,36,43,95
2020년07월_여_100세 이상,50,6,6,6,4,4,4,5,6,6,3
2020년08월_계_총인구수,"176,937","14,046","12,378","15,057","27,971","11,710","26,313","18,821","10,130","11,751","28,760"
2020년08월_계_연령구간인구수,"176,937","14,046","12,378","15,057","27,971","11,710","26,313","18,821","10,130","11,751","28,760"
2020년08월_계_0~9세,"10,440",710,865,632,"1,736",729,"1,357","1,166",337,620,"2,288"
2020년08월_계_10~19세,"11,970","1,206","1,207",673,"1,970",878,"1,683","1,263",460,794,"1,836"
2020년08월_계_20~29세,"24,300","1,874","1,428","1,829","3,143","1,281","5,098","2,883","1,897","1,537","3,330"
2020년08월_계_30~39세,"24,114","1,662","1,259","1,860","3,525","1,485","4,115","2,715","1,539","1,697","4,257"
2020년08월_계_40~49세,"25,638","2,051","1,991","1,922","3,755","1,770","3,746","2,902","1,301","1,821","4,379"
2020년08월_계_50~59세,"27,717","2,423","2,187","2,362","4,468","1,898","3,596","2,771","1,440","1,842","4,730"
2020년08월_계_60~69세,"28,224","2,111","1,903","2,961","5,041","1,988","3,625","2,612","1,660","1,767","4,556"
2020년08월_계_70~79세,"17,006","1,300","1,046","1,953","2,938","1,228","2,184","1,767","1,053","1,108","2,429"
2020년08월_계_80~89세,"6,589",603,398,774,"1,223",399,790,671,393,506,832
2020년08월_계_90~99세,875,100,84,85,165,50,112,64,44,53,118
2020년08월_계_100세 이상,64,6,10,6,7,4,7,7,6,6,5
2020년08월_남_총인구수,"83,686","6,466","5,764","7,203","13,432","5,764","12,343","8,755","4,815","5,275","13,869"
2020년08월_남_연령구간인구수,"83,686","6,466","5,764","7,203","13,432","5,764","12,343","8,755","4,815","5,275","13,869"
2020년08월_남_0~9세,"5,365",338,433,326,911,378,730,593,179,323,"1,154"
2020년08월_남_10~19세,"6,153",610,610,340,"1,021",470,897,637,234,397,937
2020년08월_남_20~29세,"11,873",940,746,900,"1,627",714,"2,267","1,339",842,737,"1,761"
2020년08월_남_30~39세,"12,010",802,587,985,"1,793",762,"2,055","1,315",802,794,"2,115"
2020년08월_남_40~49세,"12,592",929,898,"1,011","1,890",920,"1,825","1,426",684,805,"2,204"
2020년08월_남_50~59세,"12,679","1,111",950,"1,107","2,045",901,"1,627","1,266",680,812,"2,180"
2020년08월_남_60~69세,"12,622",927,871,"1,321","2,252",901,"1,609","1,145",767,739,"2,090"
2020년08월_남_70~79세,"7,668",552,496,889,"1,381",550,"1,005",749,466,475,"1,105"
2020년08월_남_80~89세,"2,500",222,155,304,465,160,293,265,153,184,299
2020년08월_남_90~99세,211,35,15,20,44,8,32,18,8,9,22
2020년08월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년08월_여_총인구수,"93,251","7,580","6,614","7,854","14,539","5,946","13,970","10,066","5,315","6,476","14,891"
2020년08월_여_연령구간인구수,"93,251","7,580","6,614","7,854","14,539","5,946","13,970","10,066","5,315","6,476","14,891"
2020년08월_여_0~9세,"5,075",372,432,306,825,351,627,573,158,297,"1,134"
2020년08월_여_10~19세,"5,817",596,597,333,949,408,786,626,226,397,899
2020년08월_여_20~29세,"12,427",934,682,929,"1,516",567,"2,831","1,544","1,055",800,"1,569"
2020년08월_여_30~39세,"12,104",860,672,875,"1,732",723,"2,060","1,400",737,903,"2,142"
2020년08월_여_40~49세,"13,046","1,122","1,093",911,"1,865",850,"1,921","1,476",617,"1,016","2,175"
2020년08월_여_50~59세,"15,038","1,312","1,237","1,255","2,423",997,"1,969","1,505",760,"1,030","2,550"
2020년08월_여_60~69세,"15,602","1,184","1,032","1,640","2,789","1,087","2,016","1,467",893,"1,028","2,466"
2020년08월_여_70~79세,"9,338",748,550,"1,064","1,557",678,"1,179","1,018",587,633,"1,324"
2020년08월_여_80~89세,"4,089",381,243,470,758,239,497,406,240,322,533
2020년08월_여_90~99세,664,65,69,65,121,42,80,46,36,44,96
2020년08월_여_100세 이상,51,6,7,6,4,4,4,5,6,6,3
2020년09월_계_총인구수,"177,266","14,044","12,363","15,045","27,936","11,634","26,262","18,698","9,966","12,544","28,774"
2020년09월_계_연령구간인구수,"177,266","14,044","12,363","15,045","27,936","11,634","26,262","18,698","9,966","12,544","28,774"
2020년09월_계_0~9세,"10,452",710,867,625,"1,718",728,"1,341","1,137",329,709,"2,288"
2020년09월_계_10~19세,"11,978","1,206","1,205",680,"1,974",863,"1,677","1,269",437,827,"1,840"
2020년09월_계_20~29세,"24,394","1,873","1,424","1,820","3,152","1,260","5,112","2,895","1,896","1,632","3,330"
2020년09월_계_30~39세,"24,071","1,653","1,265","1,836","3,472","1,473","4,112","2,698","1,505","1,853","4,204"
2020년09월_계_40~49세,"25,669","2,051","1,987","1,920","3,747","1,752","3,732","2,869","1,275","1,908","4,428"
2020년09월_계_50~59세,"27,783","2,420","2,187","2,349","4,453","1,891","3,578","2,765","1,426","1,978","4,736"
2020년09월_계_60~69세,"28,309","2,120","1,889","2,972","5,071","1,979","3,604","2,579","1,625","1,915","4,555"
2020년09월_계_70~79세,"17,051","1,295","1,047","1,970","2,948","1,234","2,191","1,754","1,031","1,141","2,440"
2020년09월_계_80~89세,"6,619",610,399,782,"1,224",398,796,663,394,520,833
2020년09월_계_90~99세,876,100,83,85,169,52,112,62,42,56,115
2020년09월_계_100세 이상,64,6,10,6,8,4,7,7,6,5,5
2020년09월_남_총인구수,"83,830","6,463","5,765","7,200","13,417","5,716","12,323","8,709","4,726","5,655","13,856"
2020년09월_남_연령구간인구수,"83,830","6,463","5,765","7,200","13,417","5,716","12,323","8,709","4,726","5,655","13,856"
2020년09월_남_0~9세,"5,376",337,436,322,898,376,719,583,175,376,"1,154"
2020년09월_남_10~19세,"6,156",613,605,350,"1,033",460,897,636,220,407,935
2020년09월_남_20~29세,"11,910",934,743,894,"1,639",704,"2,263","1,344",841,784,"1,764"
2020년09월_남_30~39세,"11,992",803,598,972,"1,760",750,"2,074","1,316",782,863,"2,074"
2020년09월_남_40~49세,"12,589",924,894,"1,011","1,884",912,"1,815","1,406",664,852,"2,227"
2020년09월_남_50~59세,"12,738","1,113",954,"1,104","2,042",900,"1,620","1,265",675,874,"2,191"
2020년09월_남_60~69세,"12,653",929,865,"1,319","2,262",899,"1,601","1,133",758,803,"2,084"
2020년09월_남_70~79세,"7,673",548,495,898,"1,386",547,"1,002",743,454,495,"1,105"
2020년09월_남_80~89세,"2,514",227,158,310,464,160,296,264,149,188,298
2020년09월_남_90~99세,216,35,14,20,46,8,33,17,8,13,22
2020년09월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년09월_여_총인구수,"93,436","7,581","6,598","7,845","14,519","5,918","13,939","9,989","5,240","6,889","14,918"
2020년09월_여_연령구간인구수,"93,436","7,581","6,598","7,845","14,519","5,918","13,939","9,989","5,240","6,889","14,918"
2020년09월_여_0~9세,"5,076",373,431,303,820,352,622,554,154,333,"1,134"
2020년09월_여_10~19세,"5,822",593,600,330,941,403,780,633,217,420,905
2020년09월_여_20~29세,"12,484",939,681,926,"1,513",556,"2,849","1,551","1,055",848,"1,566"
2020년09월_여_30~39세,"12,079",850,667,864,"1,712",723,"2,038","1,382",723,990,"2,130"
2020년09월_여_40~49세,"13,080","1,127","1,093",909,"1,863",840,"1,917","1,463",611,"1,056","2,201"
2020년09월_여_50~59세,"15,045","1,307","1,233","1,245","2,411",991,"1,958","1,500",751,"1,104","2,545"
2020년09월_여_60~69세,"15,656","1,191","1,024","1,653","2,809","1,080","2,003","1,446",867,"1,112","2,471"
2020년09월_여_70~79세,"9,378",747,552,"1,072","1,562",687,"1,189","1,011",577,646,"1,335"
2020년09월_여_80~89세,"4,105",383,241,472,760,238,500,399,245,332,535
2020년09월_여_90~99세,660,65,69,65,123,44,79,45,34,43,93
2020년09월_여_100세 이상,51,6,7,6,5,4,4,5,6,5,3
2020년10월_계_총인구수,"177,085","14,020","12,331","14,958","27,861","11,611","26,193","18,696","9,862","12,842","28,711"
