카테고리,충청북도 괴산군,충청북도 괴산군 괴산읍,충청북도 괴산군 감물면,충청북도 괴산군 장연면,충청북도 괴산군 연풍면,충청북도 괴산군 칠성면,충청북도 괴산군 문광면,충청북도 괴산군 청천면,충청북도 괴산군 청안면,충청북도 괴산군 사리면,충청북도 괴산군 소수면,충청북도 괴산군 불정면
2020년02월_남_30~39세,"1,474",565,66,55,67,119,60,152,107,106,85,92
2020년02월_남_40~49세,"2,309",803,126,101,119,197,110,235,187,171,112,148
2020년02월_남_50~59세,"4,063",889,238,249,256,384,245,618,384,299,208,293
2020년02월_남_60~69세,"4,261",715,257,253,327,355,265,659,455,332,295,348
2020년02월_남_70~79세,"2,497",414,141,133,182,213,173,418,244,203,158,218
2020년02월_남_80~89세,"1,115",186,80,70,93,70,69,154,112,90,70,121
2020년02월_남_90~99세,94,13,9,5,7,5,9,15,13,6,6,6
2020년02월_남_100세 이상,7,0,0,0,1,0,0,2,1,1,0,2
2020년02월_여_총인구수,"18,685","5,043","1,003",950,"1,128","1,573","1,088","2,474","1,685","1,368","1,001","1,372"
2020년02월_여_연령구간인구수,"18,685","5,043","1,003",950,"1,128","1,573","1,088","2,474","1,685","1,368","1,001","1,372"
2020년02월_여_0~9세,673,334,26,15,20,51,30,67,44,32,21,33
2020년02월_여_10~19세,"1,076",499,63,30,42,78,54,102,56,71,29,52
2020년02월_여_20~29세,"1,341",605,54,43,57,115,57,114,90,96,47,63
2020년02월_여_30~39세,"1,144",516,41,40,40,81,46,106,85,83,42,64
2020년02월_여_40~49세,"1,669",685,74,66,79,132,91,171,106,113,62,90
2020년02월_여_50~59세,"3,479",770,194,201,224,332,221,513,329,233,200,262
2020년02월_여_60~69세,"3,909",719,234,229,276,302,239,609,412,287,264,338
2020년02월_여_70~79세,"2,963",566,165,167,213,266,168,448,278,258,169,265
2020년02월_여_80~89세,"2,080",309,132,134,150,193,152,285,243,176,132,174
2020년02월_여_90~99세,331,37,19,24,24,21,30,56,40,19,32,29
2020년02월_여_100세 이상,20,3,1,1,3,2,0,3,2,0,3,2
2020년03월_계_총인구수,"37,896","10,182","2,070","1,904","2,316","3,129","2,182","5,072","3,414","2,775","2,080","2,772"
2020년03월_계_연령구간인구수,"37,896","10,182","2,070","1,904","2,316","3,129","2,182","5,072","3,414","2,775","2,080","2,772"
2020년03월_계_0~9세,"1,329",672,52,32,35,91,55,123,83,70,44,72
2020년03월_계_10~19세,"2,145",973,129,53,97,150,104,215,127,118,66,113
2020년03월_계_20~29세,"3,111","1,363",130,110,134,223,141,286,218,222,129,155
2020년03월_계_30~39세,"2,557","1,057",104,94,105,198,110,255,185,176,125,148
2020년03월_계_40~49세,"3,960","1,487",198,162,193,323,200,409,295,280,180,233
2020년03월_계_50~59세,"7,458","1,665",421,439,468,705,464,"1,107",708,534,403,544
2020년03월_계_60~69세,"8,204","1,436",492,480,606,663,505,"1,291",864,619,558,690
2020년03월_계_70~79세,"5,445",976,302,300,393,484,341,866,519,455,333,476
2020년03월_계_80~89세,"3,230",500,211,205,247,265,225,444,358,272,201,302
2020년03월_계_90~99세,431,50,30,28,34,25,37,72,54,28,38,35
2020년03월_계_100세 이상,26,3,1,1,4,2,0,4,3,1,3,4
2020년03월_남_총인구수,"19,365","5,192","1,082",967,"1,203","1,563","1,094","2,605","1,739","1,426","1,074","1,420"
2020년03월_남_연령구간인구수,"19,365","5,192","1,082",967,"1,203","1,563","1,094","2,605","1,739","1,426","1,074","1,420"
2020년03월_남_0~9세,674,346,27,17,17,37,26,56,41,41,23,43
2020년03월_남_10~19세,"1,090",492,67,25,55,73,49,114,68,52,33,62
2020년03월_남_20~29세,"1,822",773,77,69,83,111,87,177,137,130,83,95
2020년03월_남_30~39세,"1,447",557,64,53,66,121,61,150,104,102,83,86
2020년03월_남_40~49세,"2,298",801,124,98,117,193,110,239,185,169,115,147
2020년03월_남_50~59세,"4,016",891,232,244,251,378,244,610,381,295,203,287
2020년03월_남_60~69세,"4,284",715,263,253,327,360,262,667,454,335,295,353
2020년03월_남_70~79세,"2,498",414,137,133,183,215,176,419,243,200,163,215
2020년03월_남_80~89세,"1,134",190,82,70,95,70,70,157,112,95,70,123
2020년03월_남_90~99세,96,13,9,5,8,5,9,15,13,6,6,7
2020년03월_남_100세 이상,6,0,0,0,1,0,0,1,1,1,0,2
2020년03월_여_총인구수,"18,531","4,990",988,937,"1,113","1,566","1,088","2,467","1,675","1,349","1,006","1,352"
2020년03월_여_연령구간인구수,"18,531","4,990",988,937,"1,113","1,566","1,088","2,467","1,675","1,349","1,006","1,352"
2020년03월_여_0~9세,655,326,25,15,18,54,29,67,42,29,21,29
2020년03월_여_10~19세,"1,055",481,62,28,42,77,55,101,59,66,33,51
2020년03월_여_20~29세,"1,289",590,53,41,51,112,54,109,81,92,46,60
2020년03월_여_30~39세,"1,110",500,40,41,39,77,49,105,81,74,42,62
2020년03월_여_40~49세,"1,662",686,74,64,76,130,90,170,110,111,65,86
2020년03월_여_50~59세,"3,442",774,189,195,217,327,220,497,327,239,200,257
2020년03월_여_60~69세,"3,920",721,229,227,279,303,243,624,410,284,263,337
2020년03월_여_70~79세,"2,947",562,165,167,210,269,165,447,276,255,170,261
2020년03월_여_80~89세,"2,096",310,129,135,152,195,155,287,246,177,131,179
2020년03월_여_90~99세,335,37,21,23,26,20,28,57,41,22,32,28
2020년03월_여_100세 이상,20,3,1,1,3,2,0,3,2,0,3,2
2020년04월_계_총인구수,"37,694","10,123","2,049","1,894","2,312","3,119","2,168","5,055","3,400","2,761","2,065","2,748"
2020년04월_계_연령구간인구수,"37,694","10,123","2,049","1,894","2,312","3,119","2,168","5,055","3,400","2,761","2,065","2,748"
2020년04월_계_0~9세,"1,311",660,51,33,34,92,54,121,83,68,46,69
2020년04월_계_10~19세,"2,117",965,128,53,94,151,99,211,122,120,64,110
2020년04월_계_20~29세,"3,028","1,323",122,107,134,217,141,279,214,217,123,151
2020년04월_계_30~39세,"2,519","1,049",105,94,99,193,109,251,183,170,123,143
2020년04월_계_40~49세,"3,935","1,493",188,162,193,324,195,406,290,280,179,225
2020년04월_계_50~59세,"7,420","1,663",418,435,466,697,462,"1,102",705,529,399,544
2020년04월_계_60~69세,"8,236","1,442",494,480,614,669,506,"1,294",870,621,557,689
2020년04월_계_70~79세,"5,429",976,300,294,392,478,341,863,516,454,337,478
2020년04월_계_80~89세,"3,239",499,210,208,247,271,224,452,360,272,197,299
2020년04월_계_90~99세,434,50,32,27,35,25,37,71,54,29,37,37
2020년04월_계_100세 이상,26,3,1,1,4,2,0,5,3,1,3,3
2020년04월_남_총인구수,"19,271","5,166","1,072",964,"1,201","1,554","1,085","2,596","1,732","1,420","1,066","1,415"
2020년04월_남_연령구간인구수,"19,271","5,166","1,072",964,"1,201","1,554","1,085","2,596","1,732","1,420","1,066","1,415"
2020년04월_남_0~9세,663,340,27,17,17,38,25,55,41,39,23,41
2020년04월_남_10~19세,"1,073",487,66,25,53,73,44,112,65,54,32,62
2020년04월_남_20~29세,"1,785",751,74,68,83,106,90,173,140,127,78,95
2020년04월_남_30~39세,"1,428",554,64,54,64,117,60,147,102,100,82,84
2020년04월_남_40~49세,"2,271",802,119,98,115,192,108,236,178,167,116,140
2020년04월_남_50~59세,"4,004",895,232,240,252,377,241,606,378,295,200,288
2020년04월_남_60~69세,"4,305",716,263,255,330,361,263,673,457,335,298,354
2020년04월_남_70~79세,"2,502",418,136,130,183,213,177,417,246,200,163,219
2020년04월_남_80~89세,"1,136",190,82,73,94,71,68,161,111,95,68,123
2020년04월_남_90~99세,98,13,9,4,9,6,9,15,13,7,6,7
2020년04월_남_100세 이상,6,0,0,0,1,0,0,1,1,1,0,2
2020년04월_여_총인구수,"18,423","4,957",977,930,"1,111","1,565","1,083","2,459","1,668","1,341",999,"1,333"
2020년04월_여_연령구간인구수,"18,423","4,957",977,930,"1,111","1,565","1,083","2,459","1,668","1,341",999,"1,333"
2020년04월_여_0~9세,648,320,24,16,17,54,29,66,42,29,23,28
2020년04월_여_10~19세,"1,044",478,62,28,41,78,55,99,57,66,32,48
2020년04월_여_20~29세,"1,243",572,48,39,51,111,51,106,74,90,45,56
2020년04월_여_30~39세,"1,091",495,41,40,35,76,49,104,81,70,41,59
2020년04월_여_40~49세,"1,664",691,69,64,78,132,87,170,112,113,63,85
2020년04월_여_50~59세,"3,416",768,186,195,214,320,221,496,327,234,199,256
2020년04월_여_60~69세,"3,931",726,231,225,284,308,243,621,413,286,259,335
2020년04월_여_70~79세,"2,927",558,164,164,209,265,164,446,270,254,174,259
2020년04월_여_80~89세,"2,103",309,128,135,153,200,156,291,249,177,129,176
2020년04월_여_90~99세,336,37,23,23,26,19,28,56,41,22,31,30
2020년04월_여_100세 이상,20,3,1,1,3,2,0,4,2,0,3,1
2020년05월_계_총인구수,"37,566","10,055","2,043","1,892","2,310","3,110","2,162","5,063","3,398","2,743","2,060","2,730"
2020년05월_계_연령구간인구수,"37,566","10,055","2,043","1,892","2,310","3,110","2,162","5,063","3,398","2,743","2,060","2,730"
2020년05월_계_0~9세,"1,296",649,49,32,35,90,54,124,84,64,48,67
2020년05월_계_10~19세,"2,086",952,124,50,92,149,98,210,121,117,62,111
2020년05월_계_20~29세,"2,963","1,292",124,108,133,216,139,275,203,210,121,142
2020년05월_계_30~39세,"2,490","1,036",102,91,98,192,112,242,188,167,121,141
2020년05월_계_40~49세,"3,914","1,495",188,162,193,315,193,406,291,275,173,223
2020년05월_계_50~59세,"7,403","1,652",411,435,461,700,458,"1,105",704,529,405,543
2020년05월_계_60~69세,"8,263","1,450",497,483,617,668,507,"1,304",872,623,555,687
2020년05월_계_70~79세,"5,437",974,301,294,395,480,339,865,517,450,341,481
2020년05월_계_80~89세,"3,250",501,213,208,247,272,226,453,363,278,194,295
2020년05월_계_90~99세,436,50,33,28,35,26,36,74,51,29,37,37
2020년05월_계_100세 이상,28,4,1,1,4,2,0,5,4,1,3,3
2020년05월_남_총인구수,"19,207","5,139","1,069",964,"1,194","1,550","1,080","2,602","1,733","1,411","1,060","1,405"
2020년05월_남_연령구간인구수,"19,207","5,139","1,069",964,"1,194","1,550","1,080","2,602","1,733","1,411","1,060","1,405"
2020년05월_남_0~9세,658,338,25,16,17,36,25,58,41,38,24,40
2020년05월_남_10~19세,"1,063",480,64,25,53,74,43,111,65,53,32,63
2020년05월_남_20~29세,"1,752",742,74,67,80,109,88,169,134,126,74,89
2020년05월_남_30~39세,"1,409",547,64,54,64,114,62,140,106,99,79,80
2020년05월_남_40~49세,"2,249",799,120,97,114,186,107,237,178,163,111,137
2020년05월_남_50~59세,"4,002",898,228,238,249,379,240,607,378,292,205,288
2020년05월_남_60~69세,"4,318",715,264,260,330,360,263,680,457,334,298,357
2020년05월_남_70~79세,"2,517",417,138,131,184,215,176,422,248,201,165,220
2020년05월_남_80~89세,"1,135",190,83,72,93,71,68,162,112,97,65,122
2020년05월_남_90~99세,97,12,9,4,9,6,8,15,13,7,7,7
2020년05월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년05월_여_총인구수,"18,359","4,916",974,928,"1,116","1,560","1,082","2,461","1,665","1,332","1,000","1,325"
2020년05월_여_연령구간인구수,"18,359","4,916",974,928,"1,116","1,560","1,082","2,461","1,665","1,332","1,000","1,325"
2020년05월_여_0~9세,638,311,24,16,18,54,29,66,43,26,24,27
2020년05월_여_10~19세,"1,023",472,60,25,39,75,55,99,56,64,30,48
2020년05월_여_20~29세,"1,211",550,50,41,53,107,51,106,69,84,47,53
2020년05월_여_30~39세,"1,081",489,38,37,34,78,50,102,82,68,42,61
2020년05월_여_40~49세,"1,665",696,68,65,79,129,86,169,113,112,62,86
2020년05월_여_50~59세,"3,401",754,183,197,212,321,218,498,326,237,200,255
2020년05월_여_60~69세,"3,945",735,233,223,287,308,244,624,415,289,257,330
2020년05월_여_70~79세,"2,920",557,163,163,211,265,163,443,269,249,176,261
2020년05월_여_80~89세,"2,115",311,130,136,154,201,158,291,251,181,129,173
2020년05월_여_90~99세,339,38,24,24,26,20,28,59,38,22,30,30
2020년05월_여_100세 이상,21,3,1,1,3,2,0,4,3,0,3,1
2020년06월_계_총인구수,"37,493","10,006","2,057","1,886","2,299","3,095","2,158","5,079","3,400","2,733","2,054","2,726"
2020년06월_계_연령구간인구수,"37,493","10,006","2,057","1,886","2,299","3,095","2,158","5,079","3,400","2,733","2,054","2,726"
2020년06월_계_0~9세,"1,294",648,50,33,33,89,53,128,82,65,46,67
2020년06월_계_10~19세,"2,072",946,126,50,92,145,99,210,121,113,62,108
2020년06월_계_20~29세,"2,924","1,267",121,109,131,213,139,274,201,212,118,139
2020년06월_계_30~39세,"2,492","1,029",106,91,99,191,113,248,189,164,121,141
2020년06월_계_40~49세,"3,876","1,485",183,155,188,310,194,406,290,269,176,220
2020년06월_계_50~59세,"7,375","1,646",420,429,460,696,447,"1,100",704,525,400,548
2020년06월_계_60~69세,"8,322","1,463",503,489,618,669,512,"1,317",883,626,557,685
2020년06월_계_70~79세,"5,424",964,300,295,396,479,341,866,512,449,341,481
2020년06월_계_80~89세,"3,250",504,213,205,244,276,225,453,361,280,193,296
2020년06월_계_90~99세,436,50,34,29,35,25,35,72,53,28,37,38
2020년06월_계_100세 이상,28,4,1,1,3,2,0,5,4,2,3,3
2020년06월_남_총인구수,"19,202","5,127","1,075",964,"1,190","1,546","1,078","2,613","1,738","1,410","1,058","1,403"
2020년06월_남_연령구간인구수,"19,202","5,127","1,075",964,"1,190","1,546","1,078","2,613","1,738","1,410","1,058","1,403"
2020년06월_남_0~9세,660,338,26,17,16,35,25,61,40,38,24,40
2020년06월_남_10~19세,"1,064",482,65,25,54,74,43,111,66,51,32,61
2020년06월_남_20~29세,"1,736",729,73,68,81,107,87,167,134,132,70,88
2020년06월_남_30~39세,"1,407",543,65,55,63,115,64,140,104,97,82,79
2020년06월_남_40~49세,"2,229",796,117,92,110,181,108,237,178,161,112,137
2020년06월_남_50~59세,"3,989",895,233,235,249,381,238,609,374,289,201,285
2020년06월_남_60~69세,"4,358",724,266,264,332,360,261,689,468,336,300,358
2020년06월_남_70~79세,"2,515",415,138,133,184,212,178,419,246,200,166,224
2020년06월_남_80~89세,"1,140",192,83,71,91,75,68,164,112,98,63,123
2020년06월_남_90~99세,97,12,9,4,9,6,6,15,15,7,8,6
2020년06월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년06월_여_총인구수,"18,291","4,879",982,922,"1,109","1,549","1,080","2,466","1,662","1,323",996,"1,323"
2020년06월_여_연령구간인구수,"18,291","4,879",982,922,"1,109","1,549","1,080","2,466","1,662","1,323",996,"1,323"
2020년06월_여_0~9세,634,310,24,16,17,54,28,67,42,27,22,27
2020년06월_여_10~19세,"1,008",464,61,25,38,71,56,99,55,62,30,47
2020년06월_여_20~29세,"1,188",538,48,41,50,106,52,107,67,80,48,51
2020년06월_여_30~39세,"1,085",486,41,36,36,76,49,108,85,67,39,62
2020년06월_여_40~49세,"1,647",689,66,63,78,129,86,169,112,108,64,83
2020년06월_여_50~59세,"3,386",751,187,194,211,315,209,491,330,236,199,263
2020년06월_여_60~69세,"3,964",739,237,225,286,309,251,628,415,290,257,327
2020년06월_여_70~79세,"2,909",549,162,162,212,267,163,447,266,249,175,257
2020년06월_여_80~89세,"2,110",312,130,134,153,201,157,289,249,182,130,173
2020년06월_여_90~99세,339,38,25,25,26,19,29,57,38,21,29,32
2020년06월_여_100세 이상,21,3,1,1,2,2,0,4,3,1,3,1
2020년07월_계_총인구수,"37,357","9,952","2,059","1,879","2,295","3,083","2,141","5,068","3,385","2,716","2,055","2,724"
2020년07월_계_연령구간인구수,"37,357","9,952","2,059","1,879","2,295","3,083","2,141","5,068","3,385","2,716","2,055","2,724"
2020년07월_계_0~9세,"1,276",640,51,33,34,84,52,125,81,63,46,67
2020년07월_계_10~19세,"2,061",940,128,50,92,143,99,210,121,112,62,104
2020년07월_계_20~29세,"2,896","1,254",119,108,132,209,135,267,200,211,121,140
2020년07월_계_30~39세,"2,447","1,007",100,88,98,193,112,245,186,159,118,141
2020년07월_계_40~49세,"3,873","1,486",187,154,187,309,192,401,291,267,176,223
2020년07월_계_50~59세,"7,324","1,642",417,427,455,687,440,"1,095",693,523,400,545
2020년07월_계_60~69세,"8,333","1,465",506,488,615,674,510,"1,325",885,622,558,685
2020년07월_계_70~79세,"5,429",959,301,295,399,480,344,869,509,450,342,481
2020년07월_계_80~89세,"3,250",504,215,206,246,275,222,455,360,279,191,297
2020년07월_계_90~99세,439,51,34,29,34,27,35,70,55,28,38,38
2020년07월_계_100세 이상,29,4,1,1,3,2,0,6,4,2,3,3
2020년07월_남_총인구수,"19,143","5,105","1,078",962,"1,190","1,539","1,072","2,605","1,728","1,401","1,058","1,405"
2020년07월_남_연령구간인구수,"19,143","5,105","1,078",962,"1,190","1,539","1,072","2,605","1,728","1,401","1,058","1,405"
2020년07월_남_0~9세,650,334,26,17,16,31,25,61,39,37,24,40
2020년07월_남_10~19세,"1,065",483,67,25,54,73,44,111,66,51,32,59
2020년07월_남_20~29세,"1,723",724,73,66,80,108,85,165,132,131,71,88
2020년07월_남_30~39세,"1,381",527,61,54,64,115,63,140,104,93,79,81
2020년07월_남_40~49세,"2,227",798,120,89,110,180,108,232,177,160,113,140
2020년07월_남_50~59세,"3,970",894,233,239,244,374,235,606,371,289,202,283
2020년07월_남_60~69세,"4,363",729,266,264,333,362,257,691,470,334,299,358
2020년07월_남_70~79세,"2,523",415,139,132,188,214,181,420,242,201,168,223
2020년07월_남_80~89세,"1,135",188,84,71,91,76,68,163,110,97,62,125
2020년07월_남_90~99세,99,12,9,5,9,6,6,15,16,7,8,6
2020년07월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년07월_여_총인구수,"18,214","4,847",981,917,"1,105","1,544","1,069","2,463","1,657","1,315",997,"1,319"
2020년07월_여_연령구간인구수,"18,214","4,847",981,917,"1,105","1,544","1,069","2,463","1,657","1,315",997,"1,319"
2020년07월_여_0~9세,626,306,25,16,18,53,27,64,42,26,22,27
2020년07월_여_10~19세,996,457,61,25,38,70,55,99,55,61,30,45
2020년07월_여_20~29세,"1,173",530,46,42,52,101,50,102,68,80,50,52
2020년07월_여_30~39세,"1,066",480,39,34,34,78,49,105,82,66,39,60
2020년07월_여_40~49세,"1,646",688,67,65,77,129,84,169,114,107,63,83
2020년07월_여_50~59세,"3,354",748,184,188,211,313,205,489,322,234,198,262
2020년07월_여_60~69세,"3,970",736,240,224,282,312,253,634,415,288,259,327
2020년07월_여_70~79세,"2,906",544,162,163,211,266,163,449,267,249,174,258
2020년07월_여_80~89세,"2,115",316,131,135,155,199,154,292,250,182,129,172
2020년07월_여_90~99세,340,39,25,24,25,21,29,55,39,21,30,32
2020년07월_여_100세 이상,22,3,1,1,2,2,0,5,3,1,3,1
2020년08월_계_총인구수,"37,354","9,940","2,061","1,878","2,300","3,087","2,146","5,068","3,388","2,710","2,049","2,727"
2020년08월_계_연령구간인구수,"37,354","9,940","2,061","1,878","2,300","3,087","2,146","5,068","3,388","2,710","2,049","2,727"
2020년08월_계_0~9세,"1,266",630,51,33,33,83,50,125,82,65,45,69
2020년08월_계_10~19세,"2,044",933,126,50,93,142,98,206,120,111,62,103
2020년08월_계_20~29세,"2,905","1,270",121,106,129,214,132,267,198,211,116,141
2020년08월_계_30~39세,"2,411",985,100,87,95,189,119,240,185,156,119,136
2020년08월_계_40~49세,"3,884","1,504",183,155,194,308,194,399,292,264,171,220
2020년08월_계_50~59세,"7,296","1,635",416,424,448,685,439,"1,087",691,522,402,547
2020년08월_계_60~69세,"8,381","1,458",517,494,619,678,517,"1,337",889,619,558,695
2020년08월_계_70~79세,"5,418",958,298,294,399,480,340,874,510,450,341,474
2020년08월_계_80~89세,"3,278",511,214,206,252,277,222,456,363,282,193,302
2020년08월_계_90~99세,443,52,35,28,35,29,35,71,54,28,39,37
2020년08월_계_100세 이상,28,4,0,1,3,2,0,6,4,2,3,3
2020년08월_남_총인구수,"19,136","5,095","1,081",961,"1,191","1,544","1,076","2,604","1,727","1,397","1,054","1,406"
2020년08월_남_연령구간인구수,"19,136","5,095","1,081",961,"1,191","1,544","1,076","2,604","1,727","1,397","1,054","1,406"
2020년08월_남_0~9세,642,328,26,17,15,30,23,61,40,37,24,41
2020년08월_남_10~19세,"1,059",479,67,25,55,72,44,109,64,53,32,59
2020년08월_남_20~29세,"1,720",729,75,63,78,115,81,164,129,131,67,88
2020년08월_남_30~39세,"1,358",517,61,53,61,111,68,137,103,90,80,77
2020년08월_남_40~49세,"2,237",808,116,89,114,182,112,233,176,159,108,140
2020년08월_남_50~59세,"3,951",890,231,239,240,373,233,597,374,286,205,283
2020년08월_남_60~69세,"4,390",722,273,268,335,363,262,703,470,333,299,362
2020년08월_남_70~79세,"2,519",418,138,130,187,215,177,421,241,203,167,222
2020년08월_남_80~89세,"1,149",190,85,72,96,75,70,163,112,97,63,126
2020년08월_남_90~99세,104,13,9,5,9,8,6,15,17,7,9,6
2020년08월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년08월_여_총인구수,"18,218","4,845",980,917,"1,109","1,543","1,070","2,464","1,661","1,313",995,"1,321"
2020년08월_여_연령구간인구수,"18,218","4,845",980,917,"1,109","1,543","1,070","2,464","1,661","1,313",995,"1,321"
2020년08월_여_0~9세,624,302,25,16,18,53,27,64,42,28,21,28
2020년08월_여_10~19세,985,454,59,25,38,70,54,97,56,58,30,44
2020년08월_여_20~29세,"1,185",541,46,43,51,99,51,103,69,80,49,53
2020년08월_여_30~39세,"1,053",468,39,34,34,78,51,103,82,66,39,59
2020년08월_여_40~49세,"1,647",696,67,66,80,126,82,166,116,105,63,80
2020년08월_여_50~59세,"3,345",745,185,185,208,312,206,490,317,236,197,264
2020년08월_여_60~69세,"3,991",736,244,226,284,315,255,634,419,286,259,333
2020년08월_여_70~79세,"2,899",540,160,164,212,265,163,453,269,247,174,252
2020년08월_여_80~89세,"2,129",321,129,134,156,202,152,293,251,185,130,176
2020년08월_여_90~99세,339,39,26,23,26,21,29,56,37,21,30,31
2020년08월_여_100세 이상,21,3,0,1,2,2,0,5,3,1,3,1
2020년09월_계_총인구수,"37,368","9,956","2,060","1,866","2,307","3,095","2,157","5,066","3,379","2,714","2,042","2,726"
