카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년01월_남_0~9세,"15,359",367,221,392,26,21,54,20,17,16,45,"1,263",149,9,80,11,35,927,287,232,406,625,841,404,"1,929","1,180",393,423,"1,426","1,135","2,425"
2020년01월_남_10~19세,"19,048",384,236,233,67,32,106,38,27,38,94,"1,563",221,42,121,31,64,"1,520",419,385,623,943,"1,471",575,"2,283","1,989",620,771,"1,474","1,307","1,371"
2020년01월_남_20~29세,"24,702",509,220,480,100,83,140,49,51,71,154,"1,352",255,49,205,64,67,"2,375",756,684,"1,030","1,656","2,242",899,"1,882","2,255",915,991,"1,297","2,491","1,380"
2020년01월_남_30~39세,"21,553",516,210,690,90,77,104,48,49,53,106,"1,289",217,39,159,28,61,"1,531",743,564,782,"1,237","1,552",816,"1,840","1,506",648,599,"1,330","1,875","2,794"
2020년01월_남_40~49세,"27,522",599,355,489,125,103,190,82,117,103,209,"2,000",380,83,251,66,161,"2,129",869,831,"1,108","1,559","1,928","1,004","2,504","2,225",806,900,"2,011","1,891","2,444"
2020년01월_남_50~59세,"28,483",784,363,525,229,203,261,185,127,148,338,"1,673",483,179,421,111,249,"2,292",894,"1,056","1,365","1,799","2,461","1,094","1,999","2,528","1,010","1,185","1,612","1,711","1,198"
2020년01월_남_60~69세,"20,558",695,301,443,221,238,250,205,171,144,320,"1,081",404,189,487,123,232,"1,733",818,"1,063","1,092","1,411","1,641",869,899,"1,267",839,851,926,"1,059",586
2020년01월_남_70~79세,"10,837",334,157,193,161,124,151,125,136,132,266,517,221,139,250,71,146,"1,195",483,697,665,809,655,426,342,532,442,434,389,453,192
2020년01월_남_80~89세,"3,528",117,50,59,78,77,56,66,60,42,121,180,89,62,98,29,73,372,166,189,210,232,165,116,101,221,152,98,104,118,27
2020년01월_남_90~99세,307,13,3,5,7,7,6,7,3,5,15,12,6,7,9,4,8,38,12,23,11,14,14,10,8,20,12,15,6,5,2
2020년01월_남_100세 이상,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년01월_여_총인구수,"175,572","4,220","2,117","3,382","1,221","1,024","1,383",825,773,756,"1,696","10,865","2,441",848,"2,102",591,"1,155","14,567","5,595","6,046","7,551","10,478","12,884","5,999","13,383","14,819","6,393","6,399","11,520","11,973","12,566"
2020년01월_여_연령구간인구수,"175,572","4,220","2,117","3,382","1,221","1,024","1,383",825,773,756,"1,696","10,865","2,441",848,"2,102",591,"1,155","14,567","5,595","6,046","7,551","10,478","12,884","5,999","13,383","14,819","6,393","6,399","11,520","11,973","12,566"
2020년01월_여_0~9세,"14,132",312,190,388,22,25,56,9,18,25,34,"1,153",148,14,84,17,23,836,248,180,302,600,733,437,"1,643","1,138",343,364,"1,349","1,055","2,386"
2020년01월_여_10~19세,"17,075",338,244,197,59,36,92,17,21,38,75,"1,406",202,24,97,25,48,"1,223",377,326,547,861,"1,318",593,"1,787","1,820",577,623,"1,569","1,246","1,289"
2020년01월_여_20~29세,"20,184",386,192,386,69,71,92,26,36,41,90,968,204,36,183,52,74,"1,973",678,517,954,"1,362","1,750",692,"1,478","1,959",825,719,"1,170","1,815","1,386"
2020년01월_여_30~39세,"21,013",481,237,607,61,58,108,32,35,29,87,"1,384",202,25,117,27,52,"1,391",633,417,680,"1,125","1,264",708,"2,116","1,631",637,598,"1,592","1,668","3,011"
2020년01월_여_40~49세,"27,682",531,355,429,71,63,134,41,43,53,116,"2,047",318,49,203,42,79,"2,172",777,673,975,"1,512","2,144",880,"2,831","2,837",895,"1,026","2,186","2,011","2,189"
2020년01월_여_50~59세,"29,403",694,319,566,191,170,243,129,101,111,263,"1,696",407,127,383,99,190,"2,431",978,"1,076","1,440","2,040","2,738","1,087","1,926","2,702","1,203","1,278","1,660","1,865","1,290"
2020년01월_여_60~69세,"22,305",631,265,368,232,228,233,174,169,150,331,"1,135",379,158,447,107,222,"2,142",971,"1,332","1,287","1,615","1,664",898,872,"1,334","1,023",948,"1,080","1,255",655
2020년01월_여_70~79세,"14,196",459,167,240,268,173,220,196,175,133,351,621,323,197,324,100,243,"1,517",580,992,856,932,789,483,438,835,553,526,582,705,218
2020년01월_여_80~89세,"8,208",324,128,163,207,173,182,174,155,140,300,391,219,188,225,98,204,755,296,458,443,380,424,183,258,488,287,264,288,299,114
2020년01월_여_90~99세,"1,311",61,18,34,41,25,23,27,20,35,48,62,38,29,38,22,19,118,52,63,65,50,58,36,32,75,50,50,42,53,27
2020년01월_여_100세 이상,63,3,2,4,0,2,0,0,0,1,1,2,1,1,1,2,1,9,5,12,2,1,2,2,2,0,0,3,2,1,1
2020년02월_계_총인구수,"347,417","8,491","4,205","6,901","2,307","1,991","2,680","1,640","1,530","1,499","3,355","21,677","4,844","1,653","4,174","1,127","2,255","28,453","11,010","11,737","14,738","20,694","25,819","12,181","27,176","28,486","12,231","12,629","21,992","24,866","25,076"
2020년02월_계_연령구간인구수,"347,417","8,491","4,205","6,901","2,307","1,991","2,680","1,640","1,530","1,499","3,355","21,677","4,844","1,653","4,174","1,127","2,255","28,453","11,010","11,737","14,738","20,694","25,819","12,181","27,176","28,486","12,231","12,629","21,992","24,866","25,076"
2020년02월_계_0~9세,"29,395",665,404,784,48,47,107,29,36,39,80,"2,378",284,20,163,28,58,"1,732",528,411,701,"1,208","1,570",836,"3,563","2,297",721,787,"2,767","2,304","4,800"
2020년02월_계_10~19세,"36,047",712,475,423,122,69,195,52,48,78,168,"2,923",426,66,221,57,108,"2,690",791,713,"1,163","1,783","2,784","1,162","4,072","3,795","1,201","1,369","3,028","2,643","2,710"
2020년02월_계_20~29세,"44,716",887,406,868,166,150,228,77,88,110,238,"2,325",450,86,379,115,146,"4,299","1,426","1,184","1,941","3,012","3,962","1,583","3,361","4,183","1,744","1,704","2,411","4,453","2,734"
2020년02월_계_30~39세,"42,451",983,449,"1,292",148,135,205,80,79,78,192,"2,636",417,65,272,56,113,"2,875","1,350",962,"1,439","2,332","2,815","1,503","3,947","3,136","1,275","1,185","2,902","3,732","5,798"
2020년02월_계_40~49세,"55,098","1,119",698,928,192,168,323,120,160,158,323,"4,015",691,133,452,109,243,"4,250","1,638","1,491","2,058","3,047","4,038","1,880","5,319","5,034","1,696","1,904","4,203","4,025","4,683"
2020년02월_계_50~59세,"57,888","1,478",682,"1,087",414,375,500,307,231,256,598,"3,368",892,308,801,211,430,"4,694","1,858","2,132","2,790","3,837","5,188","2,189","3,935","5,244","2,202","2,468","3,247","3,659","2,507"
2020년02월_계_60~69세,"43,162","1,329",563,817,456,459,479,378,340,291,650,"2,246",779,352,938,227,460,"3,891","1,802","2,391","2,391","3,038","3,342","1,768","1,790","2,625","1,890","1,808","2,025","2,381","1,256"
2020년02월_계_70~79세,"25,122",797,325,430,425,301,370,325,312,263,621,"1,127",541,338,575,171,389,"2,709","1,078","1,701","1,524","1,751","1,454",910,785,"1,374",989,971,969,"1,182",415
2020년02월_계_80~89세,"11,798",444,179,225,287,252,243,239,214,185,417,579,314,250,323,125,280,"1,139",466,648,653,622,586,300,359,703,447,363,389,424,143
2020년02월_계_90~99세,"1,654",74,21,43,49,33,29,33,22,40,66,78,49,34,48,26,27,158,67,89,76,63,76,48,40,95,65,66,49,61,29
2020년02월_계_100세 이상,86,3,3,4,0,2,1,0,0,1,2,2,1,1,2,2,1,16,6,15,2,1,4,2,5,0,1,4,2,2,1
2020년02월_남_총인구수,"171,942","4,289","2,103","3,525","1,095",968,"1,306",821,760,751,"1,668","10,879","2,412",804,"2,079",537,"1,095","14,009","5,421","5,709","7,241","10,257","12,956","6,190","13,784","13,702","5,830","6,249","10,541","12,494","12,467"
2020년02월_남_연령구간인구수,"171,942","4,289","2,103","3,525","1,095",968,"1,306",821,760,751,"1,668","10,879","2,412",804,"2,079",537,"1,095","14,009","5,421","5,709","7,241","10,257","12,956","6,190","13,784","13,702","5,830","6,249","10,541","12,494","12,467"
2020년02월_남_0~9세,"15,323",359,217,398,25,21,53,20,17,16,46,"1,244",141,9,81,11,34,903,284,229,402,627,838,397,"1,930","1,172",384,425,"1,416","1,197","2,427"
2020년02월_남_10~19세,"19,000",376,236,230,64,35,102,35,27,38,95,"1,550",224,40,120,30,59,"1,492",416,390,612,926,"1,466",572,"2,278","1,979",622,756,"1,468","1,354","1,408"
2020년02월_남_20~29세,"24,632",505,215,486,99,82,140,51,53,70,153,"1,350",251,50,202,64,71,"2,362",753,678,"1,017","1,652","2,224",898,"1,880","2,223",909,990,"1,280","2,574","1,350"
2020년02월_남_30~39세,"21,547",510,215,683,90,78,98,49,46,50,107,"1,284",214,41,158,27,60,"1,511",728,553,768,"1,233","1,559",800,"1,830","1,525",647,593,"1,319","1,972","2,799"
2020년02월_남_40~49세,"27,475",596,348,501,121,103,190,79,117,105,209,"1,982",378,84,250,64,162,"2,112",862,831,"1,092","1,543","1,911",999,"2,496","2,216",804,890,"2,013","1,962","2,455"
2020년02월_남_50~59세,"28,496",778,363,524,224,205,260,181,128,147,336,"1,673",486,176,422,112,245,"2,285",888,"1,055","1,357","1,800","2,455","1,098","2,006","2,533","1,005","1,190","1,607","1,750","1,207"
2020년02월_남_60~69세,"20,679",700,298,443,227,231,248,204,172,144,320,"1,087",401,194,484,124,237,"1,734",817,"1,055","1,104","1,409","1,657",873,906,"1,278",849,853,941,"1,092",597
2020년02월_남_70~79세,"10,898",332,157,196,155,129,151,129,137,131,269,514,216,141,253,71,146,"1,192",495,703,664,817,663,425,347,533,443,440,387,468,194
2020년02월_남_80~89세,"3,556",120,50,58,83,77,57,66,60,44,117,182,94,62,99,29,74,375,164,190,214,236,167,116,99,224,153,97,104,117,28
2020년02월_남_90~99세,315,13,3,6,7,7,6,7,3,6,15,13,7,7,9,5,7,37,13,23,11,14,14,12,9,19,13,14,6,7,2
2020년02월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년02월_여_총인구수,"175,475","4,202","2,102","3,376","1,212","1,023","1,374",819,770,748,"1,687","10,798","2,432",849,"2,095",590,"1,160","14,444","5,589","6,028","7,497","10,437","12,863","5,991","13,392","14,784","6,401","6,380","11,451","12,372","12,609"
2020년02월_여_연령구간인구수,"175,475","4,202","2,102","3,376","1,212","1,023","1,374",819,770,748,"1,687","10,798","2,432",849,"2,095",590,"1,160","14,444","5,589","6,028","7,497","10,437","12,863","5,991","13,392","14,784","6,401","6,380","11,451","12,372","12,609"
2020년02월_여_0~9세,"14,072",306,187,386,23,26,54,9,19,23,34,"1,134",143,11,82,17,24,829,244,182,299,581,732,439,"1,633","1,125",337,362,"1,351","1,107","2,373"
2020년02월_여_10~19세,"17,047",336,239,193,58,34,93,17,21,40,73,"1,373",202,26,101,27,49,"1,198",375,323,551,857,"1,318",590,"1,794","1,816",579,613,"1,560","1,289","1,302"
2020년02월_여_20~29세,"20,084",382,191,382,67,68,88,26,35,40,85,975,199,36,177,51,75,"1,937",673,506,924,"1,360","1,738",685,"1,481","1,960",835,714,"1,131","1,879","1,384"
2020년02월_여_30~39세,"20,904",473,234,609,58,57,107,31,33,28,85,"1,352",203,24,114,29,53,"1,364",622,409,671,"1,099","1,256",703,"2,117","1,611",628,592,"1,583","1,760","2,999"
2020년02월_여_40~49세,"27,623",523,350,427,71,65,133,41,43,53,114,"2,033",313,49,202,45,81,"2,138",776,660,966,"1,504","2,127",881,"2,823","2,818",892,"1,014","2,190","2,063","2,228"
2020년02월_여_50~59세,"29,392",700,319,563,190,170,240,126,103,109,262,"1,695",406,132,379,99,185,"2,409",970,"1,077","1,433","2,037","2,733","1,091","1,929","2,711","1,197","1,278","1,640","1,909","1,300"
2020년02월_여_60~69세,"22,483",629,265,374,229,228,231,174,168,147,330,"1,159",378,158,454,103,223,"2,157",985,"1,336","1,287","1,629","1,685",895,884,"1,347","1,041",955,"1,084","1,289",659
2020년02월_여_70~79세,"14,224",465,168,234,270,172,219,196,175,132,352,613,325,197,322,100,243,"1,517",583,998,860,934,791,485,438,841,546,531,582,714,221
2020년02월_여_80~89세,"8,242",324,129,167,204,175,186,173,154,141,300,397,220,188,224,96,206,764,302,458,439,386,419,184,260,479,294,266,285,307,115
2020년02월_여_90~99세,"1,339",61,18,37,42,26,23,26,19,34,51,65,42,27,39,21,20,121,54,66,65,49,62,36,31,76,52,52,43,54,27
2020년02월_여_100세 이상,65,3,2,4,0,2,0,0,0,1,1,2,1,1,1,2,1,10,5,13,2,1,2,2,2,0,0,3,2,1,1
2020년03월_계_총인구수,"347,546","8,447","4,217","7,059","2,303","1,982","2,672","1,641","1,526","1,494","3,340","21,633","4,844","1,658","4,161","1,114","2,248","28,347","11,014","11,709","14,647","20,594","25,793","12,140","27,179","28,494","12,198","12,554","21,922","25,390","25,226"
2020년03월_계_연령구간인구수,"347,546","8,447","4,217","7,059","2,303","1,982","2,672","1,641","1,526","1,494","3,340","21,633","4,844","1,658","4,161","1,114","2,248","28,347","11,014","11,709","14,647","20,594","25,793","12,140","27,179","28,494","12,198","12,554","21,922","25,390","25,226"
2020년03월_계_0~9세,"29,259",663,405,809,49,47,106,30,32,37,78,"2,348",288,19,159,27,56,"1,713",523,414,682,"1,171","1,556",838,"3,551","2,296",710,777,"2,732","2,343","4,800"
2020년03월_계_10~19세,"35,994",694,480,428,122,68,196,55,50,78,165,"2,913",421,66,215,53,110,"2,682",776,705,"1,163","1,755","2,769","1,147","4,077","3,759","1,203","1,357","3,023","2,704","2,760"
2020년03월_계_20~29세,"44,803",868,406,890,168,143,227,78,86,110,234,"2,310",448,93,380,112,148,"4,297","1,443","1,185","1,912","2,998","3,960","1,571","3,344","4,212","1,718","1,683","2,408","4,620","2,751"
2020년03월_계_30~39세,"42,311",983,447,"1,329",146,131,202,79,78,75,188,"2,619",424,64,268,56,110,"2,847","1,337",947,"1,416","2,306","2,814","1,491","3,924","3,120","1,261","1,177","2,855","3,818","5,799"
2020년03월_계_40~49세,"54,916","1,103",702,960,188,169,316,120,157,160,314,"3,991",684,134,445,108,240,"4,181","1,624","1,484","2,037","3,027","3,988","1,864","5,335","5,008","1,696","1,888","4,193","4,076","4,724"
2020년03월_계_50~59세,"57,895","1,473",684,"1,099",413,374,497,299,235,254,599,"3,384",882,310,809,203,423,"4,680","1,859","2,111","2,765","3,830","5,190","2,176","3,957","5,259","2,197","2,447","3,248","3,717","2,521"
2020년03월_계_60~69세,"43,494","1,338",560,834,456,461,485,385,341,294,655,"2,260",784,351,933,232,465,"3,913","1,825","2,393","2,404","3,058","3,365","1,786","1,785","2,658","1,902","1,816","2,048","2,425","1,282"
2020년03월_계_70~79세,"25,212",800,327,435,420,302,370,326,310,260,617,"1,144",548,336,572,169,383,"2,706","1,085","1,708","1,533","1,756","1,470",911,798,"1,373",992,978,976,"1,195",412
2020년03월_계_80~89세,"11,904",448,181,227,291,251,244,235,215,186,422,583,316,250,329,127,286,"1,151",470,658,657,627,598,309,362,706,452,361,387,429,146
2020년03월_계_90~99세,"1,668",74,22,44,50,34,28,34,22,39,65,79,48,34,49,25,26,161,66,89,76,65,79,44,40,103,66,65,50,61,30
2020년03월_계_100세 이상,90,3,3,4,0,2,1,0,0,1,3,2,1,1,2,2,1,16,6,15,2,1,4,3,6,0,1,5,2,2,1
2020년03월_남_총인구수,"172,040","4,273","2,106","3,627","1,087",963,"1,301",822,758,749,"1,656","10,861","2,415",807,"2,072",535,"1,089","13,930","5,439","5,701","7,176","10,236","12,925","6,174","13,785","13,709","5,826","6,216","10,497","12,761","12,544"
2020년03월_남_연령구간인구수,"172,040","4,273","2,106","3,627","1,087",963,"1,301",822,758,749,"1,656","10,861","2,415",807,"2,072",535,"1,089","13,930","5,439","5,701","7,176","10,236","12,925","6,174","13,785","13,709","5,826","6,216","10,497","12,761","12,544"
2020년03월_남_0~9세,"15,250",361,219,418,24,22,53,20,14,15,46,"1,234",144,8,79,11,32,888,280,227,388,612,823,399,"1,921","1,173",377,420,"1,390","1,223","2,429"
2020년03월_남_10~19세,"18,987",370,234,235,64,34,102,37,29,37,94,"1,542",219,40,115,28,62,"1,489",417,390,614,902,"1,460",575,"2,292","1,953",623,750,"1,468","1,383","1,429"
2020년03월_남_20~29세,"24,706",494,217,495,99,78,138,52,53,71,150,"1,341",254,55,206,64,74,"2,357",759,679,"1,003","1,661","2,221",892,"1,873","2,249",898,983,"1,273","2,655","1,362"
2020년03월_남_30~39세,"21,485",513,216,707,87,75,96,50,45,48,103,"1,281",217,39,156,26,57,"1,494",725,549,751,"1,227","1,557",792,"1,819","1,519",648,588,"1,294","2,007","2,799"
2020년03월_남_40~49세,"27,395",587,345,522,118,104,186,77,115,107,202,"1,969",374,86,248,63,160,"2,071",857,824,"1,084","1,536","1,891",991,"2,497","2,219",809,880,"2,010","1,990","2,473"
2020년03월_남_50~59세,"28,514",774,366,528,224,205,263,178,129,147,338,"1,682",481,175,424,111,241,"2,280",892,"1,048","1,347","1,810","2,454","1,087","2,012","2,523","1,004","1,180","1,607","1,788","1,216"
2020년03월_남_60~69세,"20,831",706,296,456,226,231,248,206,173,145,322,"1,093",402,195,480,127,240,"1,738",830,"1,061","1,104","1,414","1,663",881,908,"1,292",853,859,955,"1,116",611
2020년03월_남_70~79세,"10,952",335,158,199,156,129,151,131,138,128,268,522,223,138,254,70,142,"1,189",500,708,663,818,670,428,351,537,446,444,388,474,194
2020년03월_남_80~89세,"3,585",120,51,61,82,76,57,64,59,45,118,185,94,64,100,30,75,381,166,190,213,241,170,118,100,223,154,97,105,117,29
2020년03월_남_90~99세,314,13,3,6,7,9,6,7,3,6,14,12,7,7,9,5,6,37,12,23,9,15,14,11,9,21,13,14,7,7,2
2020년03월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년03월_여_총인구수,"175,506","4,174","2,111","3,432","1,216","1,019","1,371",819,768,745,"1,684","10,772","2,429",851,"2,089",579,"1,159","14,417","5,575","6,008","7,471","10,358","12,868","5,966","13,394","14,785","6,372","6,338","11,425","12,629","12,682"
2020년03월_여_연령구간인구수,"175,506","4,174","2,111","3,432","1,216","1,019","1,371",819,768,745,"1,684","10,772","2,429",851,"2,089",579,"1,159","14,417","5,575","6,008","7,471","10,358","12,868","5,966","13,394","14,785","6,372","6,338","11,425","12,629","12,682"
2020년03월_여_0~9세,"14,009",302,186,391,25,25,53,10,18,22,32,"1,114",144,11,80,16,24,825,243,187,294,559,733,439,"1,630","1,123",333,357,"1,342","1,120","2,371"
2020년03월_여_10~19세,"17,007",324,246,193,58,34,94,18,21,41,71,"1,371",202,26,100,25,48,"1,193",359,315,549,853,"1,309",572,"1,785","1,806",580,607,"1,555","1,321","1,331"
2020년03월_여_20~29세,"20,097",374,189,395,69,65,89,26,33,39,84,969,194,38,174,48,74,"1,940",684,506,909,"1,337","1,739",679,"1,471","1,963",820,700,"1,135","1,965","1,389"
2020년03월_여_30~39세,"20,826",470,231,622,59,56,106,29,33,27,85,"1,338",207,25,112,30,53,"1,353",612,398,665,"1,079","1,257",699,"2,105","1,601",613,589,"1,561","1,811","3,000"
2020년03월_여_40~49세,"27,521",516,357,438,70,65,130,43,42,53,112,"2,022",310,48,197,45,80,"2,110",767,660,953,"1,491","2,097",873,"2,838","2,789",887,"1,008","2,183","2,086","2,251"
2020년03월_여_50~59세,"29,381",699,318,571,189,169,234,121,106,107,261,"1,702",401,135,385,92,182,"2,400",967,"1,063","1,418","2,020","2,736","1,089","1,945","2,736","1,193","1,267","1,641","1,929","1,305"
2020년03월_여_60~69세,"22,663",632,264,378,230,230,237,179,168,149,333,"1,167",382,156,453,105,225,"2,175",995,"1,332","1,300","1,644","1,702",905,877,"1,366","1,049",957,"1,093","1,309",671
2020년03월_여_70~79세,"14,260",465,169,236,264,173,219,195,172,132,349,622,325,198,318,99,241,"1,517",585,"1,000",870,938,800,483,447,836,546,534,588,721,218
2020년03월_여_80~89세,"8,319",328,130,166,209,175,187,171,156,141,304,398,222,186,229,97,211,770,304,468,444,386,428,191,262,483,298,264,282,312,117
2020년03월_여_90~99세,"1,354",61,19,38,43,25,22,27,19,33,51,67,41,27,40,20,20,124,54,66,67,50,65,33,31,82,53,51,43,54,28
2020년03월_여_100세 이상,69,3,2,4,0,2,0,0,0,1,2,2,1,1,1,2,1,10,5,13,2,1,2,3,3,0,0,4,2,1,1
2020년04월_계_총인구수,"347,578","8,455","4,189","7,354","2,293","1,963","2,672","1,634","1,526","1,498","3,320","21,582","4,818","1,663","4,151","1,105","2,251","28,249","10,993","11,641","14,629","20,541","25,712","12,092","27,186","28,502","12,158","12,488","21,905","25,668","25,340"
2020년04월_계_연령구간인구수,"347,578","8,455","4,189","7,354","2,293","1,963","2,672","1,634","1,526","1,498","3,320","21,582","4,818","1,663","4,151","1,105","2,251","28,249","10,993","11,641","14,629","20,541","25,712","12,092","27,186","28,502","12,158","12,488","21,905","25,668","25,340"
2020년04월_계_0~9세,"29,152",672,400,836,46,46,106,28,34,37,70,"2,333",276,20,159,27,58,"1,696",516,403,684,"1,169","1,549",831,"3,527","2,291",695,761,"2,705","2,358","4,819"
2020년04월_계_10~19세,"35,905",692,469,453,122,63,197,55,52,76,163,"2,901",421,65,214,50,112,"2,665",766,700,"1,157","1,734","2,744","1,138","4,076","3,739","1,206","1,354","3,036","2,710","2,775"
2020년04월_계_20~29세,"44,845",855,414,934,172,138,226,75,81,112,233,"2,310",451,95,376,112,145,"4,277","1,446","1,160","1,908","3,000","3,930","1,554","3,362","4,234","1,724","1,661","2,424","4,699","2,737"
2020년04월_계_30~39세,"42,245",995,444,"1,386",141,130,203,76,82,71,183,"2,596",418,62,259,56,112,"2,821","1,339",937,"1,405","2,300","2,801","1,478","3,895","3,118","1,243","1,162","2,840","3,871","5,821"
2020년04월_계_40~49세,"54,820","1,106",689,"1,008",186,164,312,120,155,162,307,"3,976",672,134,450,101,236,"4,153","1,611","1,477","2,035","3,008","3,957","1,850","5,343","4,989","1,689","1,881","4,191","4,097","4,761"
2020년04월_계_50~59세,"57,842","1,464",683,"1,141",410,372,495,297,234,256,596,"3,375",889,306,801,203,420,"4,674","1,849","2,100","2,748","3,810","5,165","2,153","3,981","5,265","2,186","2,440","3,231","3,751","2,547"
2020년04월_계_60~69세,"43,677","1,340",554,868,455,458,491,388,337,294,662,"2,265",781,356,929,236,473,"3,916","1,837","2,381","2,419","3,069","3,378","1,815","1,784","2,672","1,896","1,808","2,069","2,461","1,285"
2020년04월_계_70~79세,"25,293",803,331,446,422,304,367,325,312,260,609,"1,167",544,335,582,164,378,"2,712","1,082","1,708","1,531","1,754","1,493",911,803,"1,376",997,985,967,"1,211",414
2020년04월_계_80~89세,"12,026",450,179,232,289,253,246,236,215,189,427,580,318,255,331,130,289,"1,158",470,672,663,631,613,314,364,711,457,370,391,443,150
