카테고리,전라북도 고창군,전라북도 고창군 고창읍,전라북도 고창군 고수면,전라북도 고창군 아산면,전라북도 고창군 무장면,전라북도 고창군 공음면,전라북도 고창군 상하면,전라북도 고창군 해리면,전라북도 고창군 성송면,전라북도 고창군 대산면,전라북도 고창군 심원면,전라북도 고창군 흥덕면,전라북도 고창군 성내면,전라북도 고창군 신림면,전라북도 고창군 부안면
2020년03월_여_30~39세,"1,883","1,121",50,59,60,61,61,58,38,73,65,78,50,57,52
2020년03월_여_40~49세,"2,766","1,609",60,94,96,87,103,82,60,116,87,132,60,77,103
2020년03월_여_50~59세,"4,236","1,737",167,205,213,187,202,202,117,271,221,258,136,162,158
2020년03월_여_60~69세,"4,773","1,397",223,268,267,266,234,321,210,318,255,316,201,216,281
2020년03월_여_70~79세,"4,827","1,021",228,299,354,288,284,337,203,409,271,328,215,246,344
2020년03월_여_80~89세,"3,522",633,211,214,210,226,196,263,208,281,174,252,181,211,262
2020년03월_여_90~99세,628,132,32,39,27,33,31,42,27,56,26,47,37,52,47
2020년03월_여_100세 이상,34,7,2,1,1,2,1,4,1,5,1,3,0,1,5
2020년04월_계_총인구수,"55,021","21,410","2,269","2,730","2,799","2,579","2,474","2,888","1,847","3,410","2,561","3,129","2,003","2,237","2,685"
2020년04월_계_연령구간인구수,"55,021","21,410","2,269","2,730","2,799","2,579","2,474","2,888","1,847","3,410","2,561","3,129","2,003","2,237","2,685"
2020년04월_계_0~9세,"2,805","1,868",56,92,87,76,59,85,54,85,74,79,54,58,78
2020년04월_계_10~19세,"4,284","2,648",109,104,206,128,153,125,58,161,112,145,81,113,141
2020년04월_계_20~29세,"4,426","2,392",149,177,165,149,182,160,79,203,162,217,132,132,127
2020년04월_계_30~39세,"4,036","2,201",124,153,141,146,128,140,103,175,171,176,109,126,143
2020년04월_계_40~49세,"6,440","3,258",199,266,254,226,261,241,168,313,262,315,190,216,271
2020년04월_계_50~59세,"9,239","3,418",419,522,476,435,448,463,299,611,503,563,313,373,396
2020년04월_계_60~69세,"9,410","2,691",468,526,519,524,441,633,403,667,524,637,418,433,526
2020년04월_계_70~79세,"8,383","1,778",416,518,593,514,487,614,341,696,467,557,391,433,578
2020년04월_계_80~89세,"5,189",986,286,321,322,334,274,374,304,424,255,382,271,293,363
2020년04월_계_90~99세,773,162,41,50,35,45,40,48,37,69,30,56,44,59,57
2020년04월_계_100세 이상,36,8,2,1,1,2,1,5,1,6,1,2,0,1,5
2020년04월_남_총인구수,"27,155","10,561","1,168","1,393","1,379","1,270","1,195","1,401",904,"1,683","1,299","1,506","1,019","1,076","1,301"
2020년04월_남_연령구간인구수,"27,155","10,561","1,168","1,393","1,379","1,270","1,195","1,401",904,"1,683","1,299","1,506","1,019","1,076","1,301"
2020년04월_남_0~9세,"1,482",975,29,48,43,44,37,46,26,45,44,41,25,34,45
2020년04월_남_10~19세,"2,305","1,416",60,62,122,61,88,57,36,85,56,68,56,53,85
2020년04월_남_20~29세,"2,490","1,319",97,102,96,88,94,87,49,121,88,121,83,73,72
2020년04월_남_30~39세,"2,170","1,083",75,92,81,88,71,85,64,104,103,99,63,72,90
2020년04월_남_40~49세,"3,685","1,650",138,171,160,136,157,159,109,199,178,184,130,136,178
2020년04월_남_50~59세,"5,027","1,693",253,319,264,251,250,266,181,336,281,301,177,212,243
2020년04월_남_60~69세,"4,638","1,292",245,262,252,255,210,308,192,350,271,326,217,216,242
2020년04월_남_70~79세,"3,562",755,188,219,243,229,201,276,144,289,193,227,175,188,235
2020년04월_남_80~89세,"1,656",349,78,108,110,105,78,110,93,140,81,131,86,84,103
2020년04월_남_90~99세,138,29,5,10,8,13,9,6,10,13,4,8,7,8,8
2020년04월_남_100세 이상,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020년04월_여_총인구수,"27,866","10,849","1,101","1,337","1,420","1,309","1,279","1,487",943,"1,727","1,262","1,623",984,"1,161","1,384"
2020년04월_여_연령구간인구수,"27,866","10,849","1,101","1,337","1,420","1,309","1,279","1,487",943,"1,727","1,262","1,623",984,"1,161","1,384"
2020년04월_여_0~9세,"1,323",893,27,44,44,32,22,39,28,40,30,38,29,24,33
2020년04월_여_10~19세,"1,979","1,232",49,42,84,67,65,68,22,76,56,77,25,60,56
2020년04월_여_20~29세,"1,936","1,073",52,75,69,61,88,73,30,82,74,96,49,59,55
2020년04월_여_30~39세,"1,866","1,118",49,61,60,58,57,55,39,71,68,77,46,54,53
2020년04월_여_40~49세,"2,755","1,608",61,95,94,90,104,82,59,114,84,131,60,80,93
2020년04월_여_50~59세,"4,212","1,725",166,203,212,184,198,197,118,275,222,262,136,161,153
2020년04월_여_60~69세,"4,772","1,399",223,264,267,269,231,325,211,317,253,311,201,217,284
2020년04월_여_70~79세,"4,821","1,023",228,299,350,285,286,338,197,407,274,330,216,245,343
2020년04월_여_80~89세,"3,533",637,208,213,212,229,196,264,211,284,174,251,185,209,260
2020년04월_여_90~99세,635,133,36,40,27,32,31,42,27,56,26,48,37,51,49
2020년04월_여_100세 이상,34,8,2,1,1,2,1,4,1,5,1,2,0,1,5
2020년05월_계_총인구수,"54,950","21,385","2,278","2,714","2,816","2,572","2,461","2,874","1,839","3,400","2,556","3,135","2,003","2,238","2,679"
2020년05월_계_연령구간인구수,"54,950","21,385","2,278","2,714","2,816","2,572","2,461","2,874","1,839","3,400","2,556","3,135","2,003","2,238","2,679"
2020년05월_계_0~9세,"2,793","1,856",58,90,89,76,59,84,54,87,71,81,52,60,76
2020년05월_계_10~19세,"4,263","2,630",110,103,212,127,149,125,58,159,113,146,82,112,137
2020년05월_계_20~29세,"4,391","2,386",147,173,163,144,180,157,78,201,163,217,129,128,125
2020년05월_계_30~39세,"4,032","2,203",127,150,145,146,128,139,100,171,167,176,111,128,141
2020년05월_계_40~49세,"6,396","3,243",197,259,256,223,256,238,166,311,264,312,189,215,267
2020년05월_계_50~59세,"9,253","3,426",418,520,474,437,445,465,294,616,502,569,315,374,398
2020년05월_계_60~69세,"9,436","2,703",472,529,526,520,439,633,405,665,522,637,412,439,534
2020년05월_계_70~79세,"8,380","1,784",419,523,593,515,484,608,339,693,466,559,396,427,574
2020년05월_계_80~89세,"5,191",985,286,319,321,337,278,372,307,424,254,380,271,295,362
2020년05월_계_90~99세,779,161,42,47,36,45,42,49,37,67,33,55,46,59,60
2020년05월_계_100세 이상,36,8,2,1,1,2,1,4,1,6,1,3,0,1,5
2020년05월_남_총인구수,"27,135","10,555","1,173","1,386","1,387","1,265","1,185","1,399",900,"1,677","1,299","1,513","1,016","1,078","1,302"
2020년05월_남_연령구간인구수,"27,135","10,555","1,173","1,386","1,387","1,265","1,185","1,399",900,"1,677","1,299","1,513","1,016","1,078","1,302"
2020년05월_남_0~9세,"1,483",973,31,46,46,43,36,46,27,48,42,43,24,35,43
2020년05월_남_10~19세,"2,299","1,409",61,61,125,62,86,56,36,84,57,70,57,53,82
2020년05월_남_20~29세,"2,474","1,313",95,102,96,84,94,87,48,119,89,122,81,70,74
2020년05월_남_30~39세,"2,166","1,087",78,89,80,89,69,86,63,102,99,100,63,72,89
2020년05월_남_40~49세,"3,655","1,644",134,167,161,133,152,159,107,197,183,181,128,136,173
2020년05월_남_50~59세,"5,034","1,698",251,319,262,251,249,267,178,338,279,304,179,212,247
2020년05월_남_60~69세,"4,654","1,292",250,264,256,252,210,310,194,348,271,325,214,221,247
2020년05월_남_70~79세,"3,568",760,190,222,243,232,200,275,142,289,192,229,176,184,234
2020년05월_남_80~89세,"1,663",351,78,107,110,106,80,106,95,138,81,132,87,87,105
2020년05월_남_90~99세,138,28,5,9,8,13,9,7,10,13,6,7,7,8,8
2020년05월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년05월_여_총인구수,"27,815","10,830","1,105","1,328","1,429","1,307","1,276","1,475",939,"1,723","1,257","1,622",987,"1,160","1,377"
2020년05월_여_연령구간인구수,"27,815","10,830","1,105","1,328","1,429","1,307","1,276","1,475",939,"1,723","1,257","1,622",987,"1,160","1,377"
2020년05월_여_0~9세,"1,310",883,27,44,43,33,23,38,27,39,29,38,28,25,33
2020년05월_여_10~19세,"1,964","1,221",49,42,87,65,63,69,22,75,56,76,25,59,55
2020년05월_여_20~29세,"1,917","1,073",52,71,67,60,86,70,30,82,74,95,48,58,51
2020년05월_여_30~39세,"1,866","1,116",49,61,65,57,59,53,37,69,68,76,48,56,52
2020년05월_여_40~49세,"2,741","1,599",63,92,95,90,104,79,59,114,81,131,61,79,94
2020년05월_여_50~59세,"4,219","1,728",167,201,212,186,196,198,116,278,223,265,136,162,151
2020년05월_여_60~69세,"4,782","1,411",222,265,270,268,229,323,211,317,251,312,198,218,287
2020년05월_여_70~79세,"4,812","1,024",229,301,350,283,284,333,197,404,274,330,220,243,340
2020년05월_여_80~89세,"3,528",634,208,212,211,231,198,266,212,286,173,248,184,208,257
2020년05월_여_90~99세,641,133,37,38,28,32,33,42,27,54,27,48,39,51,52
2020년05월_여_100세 이상,35,8,2,1,1,2,1,4,1,5,1,3,0,1,5
2020년06월_계_총인구수,"54,858","21,362","2,273","2,700","2,807","2,563","2,458","2,861","1,845","3,389","2,548","3,140","1,995","2,249","2,668"
2020년06월_계_연령구간인구수,"54,858","21,362","2,273","2,700","2,807","2,563","2,458","2,861","1,845","3,389","2,548","3,140","1,995","2,249","2,668"
2020년06월_계_0~9세,"2,770","1,849",54,86,88,71,62,84,53,85,73,81,50,61,73
2020년06월_계_10~19세,"4,249","2,627",110,100,205,128,148,123,58,160,110,146,82,116,136
2020년06월_계_20~29세,"4,348","2,358",148,178,162,145,178,151,79,199,160,214,125,129,122
2020년06월_계_30~39세,"4,013","2,199",130,144,143,144,131,142,101,167,164,176,109,126,137
2020년06월_계_40~49세,"6,370","3,239",196,263,253,222,252,235,167,309,263,314,182,215,260
2020년06월_계_50~59세,"9,223","3,420",420,506,474,434,441,463,291,612,500,564,319,379,400
2020년06월_계_60~69세,"9,480","2,722",473,530,526,523,442,634,409,666,522,648,419,434,532
2020년06월_계_70~79세,"8,381","1,792",416,526,595,513,480,609,338,686,464,557,395,434,576
2020년06월_계_80~89세,"5,209",989,281,320,321,337,281,368,311,433,259,381,267,295,366
2020년06월_계_90~99세,780,159,43,46,39,44,42,49,37,66,32,56,47,59,61
2020년06월_계_100세 이상,35,8,2,1,1,2,1,3,1,6,1,3,0,1,5
2020년06월_남_총인구수,"27,076","10,529","1,171","1,378","1,386","1,262","1,184","1,389",908,"1,666","1,293","1,518","1,010","1,086","1,296"
2020년06월_남_연령구간인구수,"27,076","10,529","1,171","1,378","1,386","1,262","1,184","1,389",908,"1,666","1,293","1,518","1,010","1,086","1,296"
2020년06월_남_0~9세,"1,469",964,28,46,46,41,39,46,26,47,43,43,23,36,41
2020년06월_남_10~19세,"2,285","1,404",62,59,123,62,86,54,36,84,54,70,55,55,81
2020년06월_남_20~29세,"2,458","1,303",95,105,96,86,92,85,50,116,88,121,78,70,73
2020년06월_남_30~39세,"2,147","1,076",81,86,82,86,70,86,63,99,97,98,64,71,88
2020년06월_남_40~49세,"3,634","1,639",133,167,158,133,149,158,108,195,183,185,124,136,166
2020년06월_남_50~59세,"5,028","1,698",253,310,263,251,249,264,179,335,278,303,179,216,250
2020년06월_남_60~69세,"4,685","1,302",253,264,259,250,211,310,197,349,271,330,223,219,247
2020년06월_남_70~79세,"3,572",763,187,225,241,234,199,274,143,287,192,229,174,187,237
2020년06월_남_80~89세,"1,659",352,75,107,111,107,79,105,96,140,81,132,82,88,104
2020년06월_남_90~99세,138,28,4,9,7,12,10,7,10,13,6,7,8,8,9
2020년06월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년06월_여_총인구수,"27,782","10,833","1,102","1,322","1,421","1,301","1,274","1,472",937,"1,723","1,255","1,622",985,"1,163","1,372"
2020년06월_여_연령구간인구수,"27,782","10,833","1,102","1,322","1,421","1,301","1,274","1,472",937,"1,723","1,255","1,622",985,"1,163","1,372"
2020년06월_여_0~9세,"1,301",885,26,40,42,30,23,38,27,38,30,38,27,25,32
2020년06월_여_10~19세,"1,964","1,223",48,41,82,66,62,69,22,76,56,76,27,61,55
2020년06월_여_20~29세,"1,890","1,055",53,73,66,59,86,66,29,83,72,93,47,59,49
2020년06월_여_30~39세,"1,866","1,123",49,58,61,58,61,56,38,68,67,78,45,55,49
2020년06월_여_40~49세,"2,736","1,600",63,96,95,89,103,77,59,114,80,129,58,79,94
2020년06월_여_50~59세,"4,195","1,722",167,196,211,183,192,199,112,277,222,261,140,163,150
2020년06월_여_60~69세,"4,795","1,420",220,266,267,273,231,324,212,317,251,318,196,215,285
2020년06월_여_70~79세,"4,809","1,029",229,301,354,279,281,335,195,399,272,328,221,247,339
2020년06월_여_80~89세,"3,550",637,206,213,210,230,202,263,215,293,178,249,185,207,262
2020년06월_여_90~99세,642,131,39,37,32,32,32,42,27,53,26,49,39,51,52
2020년06월_여_100세 이상,34,8,2,1,1,2,1,3,1,5,1,3,0,1,5
2020년07월_계_총인구수,"54,811","21,385","2,253","2,694","2,801","2,566","2,462","2,857","1,827","3,382","2,543","3,134","1,993","2,255","2,659"
2020년07월_계_연령구간인구수,"54,811","21,385","2,253","2,694","2,801","2,566","2,462","2,857","1,827","3,382","2,543","3,134","1,993","2,255","2,659"
2020년07월_계_0~9세,"2,769","1,858",55,86,86,71,63,87,48,82,72,81,49,61,70
2020년07월_계_10~19세,"4,222","2,617",108,96,206,130,150,121,53,160,111,147,73,115,135
2020년07월_계_20~29세,"4,350","2,373",144,177,168,141,177,146,77,199,160,206,129,133,120
2020년07월_계_30~39세,"3,996","2,187",130,144,139,143,131,143,99,167,162,176,114,124,137
2020년07월_계_40~49세,"6,346","3,238",193,260,248,216,251,241,166,308,260,313,180,217,255
2020년07월_계_50~59세,"9,215","3,430",417,509,470,437,442,461,286,610,499,560,316,375,403
2020년07월_계_60~69세,"9,497","2,725",468,528,531,525,445,634,409,667,523,650,422,439,531
2020년07월_계_70~79세,"8,398","1,798",417,527,597,519,479,607,341,678,465,559,397,438,576
2020년07월_계_80~89세,"5,208",989,277,320,317,338,283,366,310,440,258,384,266,293,367
2020년07월_계_90~99세,777,162,43,46,38,44,40,48,37,65,32,55,47,59,61
2020년07월_계_100세 이상,33,8,1,1,1,2,1,3,1,6,1,3,0,1,4
2020년07월_남_총인구수,"27,051","10,539","1,154","1,372","1,385","1,265","1,187","1,387",898,"1,667","1,289","1,518","1,008","1,090","1,292"
2020년07월_남_연령구간인구수,"27,051","10,539","1,154","1,372","1,385","1,265","1,187","1,387",898,"1,667","1,289","1,518","1,008","1,090","1,292"
2020년07월_남_0~9세,"1,462",968,27,45,44,42,40,48,22,46,42,43,23,34,38
2020년07월_남_10~19세,"2,279","1,403",60,57,125,63,86,54,34,84,54,70,50,56,83
2020년07월_남_20~29세,"2,456","1,306",91,103,100,84,94,82,47,119,89,116,80,71,74
2020년07월_남_30~39세,"2,128","1,068",81,84,79,85,70,85,61,99,96,98,67,69,86
2020년07월_남_40~49세,"3,631","1,646",129,166,156,130,147,161,109,194,182,184,123,139,165
2020년07월_남_50~59세,"5,026","1,701",251,312,261,255,251,264,177,333,275,306,174,215,251
2020년07월_남_60~69세,"4,692","1,298",251,263,262,251,213,309,197,352,272,330,227,222,245
2020년07월_남_70~79세,"3,580",769,186,226,241,236,197,274,145,284,194,231,174,188,235
2020년07월_남_80~89세,"1,657",352,74,107,110,107,79,103,96,141,79,134,82,88,105
2020년07월_남_90~99세,139,28,4,9,7,12,10,7,10,14,6,6,8,8,10
2020년07월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년07월_여_총인구수,"27,760","10,846","1,099","1,322","1,416","1,301","1,275","1,470",929,"1,715","1,254","1,616",985,"1,165","1,367"
2020년07월_여_연령구간인구수,"27,760","10,846","1,099","1,322","1,416","1,301","1,275","1,470",929,"1,715","1,254","1,616",985,"1,165","1,367"
2020년07월_여_0~9세,"1,307",890,28,41,42,29,23,39,26,36,30,38,26,27,32
2020년07월_여_10~19세,"1,943","1,214",48,39,81,67,64,67,19,76,57,77,23,59,52
2020년07월_여_20~29세,"1,894","1,067",53,74,68,57,83,64,30,80,71,90,49,62,46
2020년07월_여_30~39세,"1,868","1,119",49,60,60,58,61,58,38,68,66,78,47,55,51
2020년07월_여_40~49세,"2,715","1,592",64,94,92,86,104,80,57,114,78,129,57,78,90
2020년07월_여_50~59세,"4,189","1,729",166,197,209,182,191,197,109,277,224,254,142,160,152
2020년07월_여_60~69세,"4,805","1,427",217,265,269,274,232,325,212,315,251,320,195,217,286
2020년07월_여_70~79세,"4,818","1,029",231,301,356,283,282,333,196,394,271,328,223,250,341
2020년07월_여_80~89세,"3,551",637,203,213,207,231,204,263,214,299,179,250,184,205,262
2020년07월_여_90~99세,638,134,39,37,31,32,30,41,27,51,26,49,39,51,51
2020년07월_여_100세 이상,32,8,1,1,1,2,1,3,1,5,1,3,0,1,4
2020년08월_계_총인구수,"54,727","21,331","2,249","2,706","2,806","2,563","2,443","2,852","1,821","3,371","2,549","3,144","1,985","2,253","2,654"
2020년08월_계_연령구간인구수,"54,727","21,331","2,249","2,706","2,806","2,563","2,443","2,852","1,821","3,371","2,549","3,144","1,985","2,253","2,654"
2020년08월_계_0~9세,"2,755","1,840",57,85,89,69,64,87,47,82,73,83,47,61,71
2020년08월_계_10~19세,"4,206","2,598",109,100,209,127,149,117,54,158,112,154,73,114,132
2020년08월_계_20~29세,"4,344","2,380",144,176,167,141,173,148,75,195,160,206,128,134,117
2020년08월_계_30~39세,"3,972","2,173",128,143,138,142,130,144,99,166,163,175,114,123,134
2020년08월_계_40~49세,"6,286","3,206",190,259,248,213,245,239,161,305,261,313,177,215,254
2020년08월_계_50~59세,"9,200","3,439",412,506,468,436,439,457,285,606,502,556,312,375,407
2020년08월_계_60~69세,"9,545","2,739",473,540,533,531,444,638,413,667,519,654,423,437,534
2020년08월_계_70~79세,"8,393","1,802",415,526,596,519,480,604,338,681,465,560,399,438,570
2020년08월_계_80~89세,"5,206",979,276,320,319,338,280,367,310,439,259,383,266,296,374
2020년08월_계_90~99세,785,167,44,50,38,45,38,48,38,66,34,57,46,57,57
2020년08월_계_100세 이상,35,8,1,1,1,2,1,3,1,6,1,3,0,3,4
2020년08월_남_총인구수,"27,019","10,523","1,152","1,373","1,386","1,265","1,177","1,386",896,"1,664","1,294","1,523","1,004","1,088","1,288"
2020년08월_남_연령구간인구수,"27,019","10,523","1,152","1,373","1,386","1,265","1,177","1,386",896,"1,664","1,294","1,523","1,004","1,088","1,288"
2020년08월_남_0~9세,"1,454",960,28,44,46,42,39,48,21,46,44,42,22,34,38
2020년08월_남_10~19세,"2,270","1,393",61,58,127,61,86,52,35,86,54,73,50,54,80
2020년08월_남_20~29세,"2,457","1,310",92,101,99,84,93,81,46,117,91,118,79,73,73
2020년08월_남_30~39세,"2,128","1,068",79,84,78,87,70,86,61,100,98,99,66,68,84
2020년08월_남_40~49세,"3,595","1,631",127,164,156,128,143,162,107,192,180,183,122,137,163
2020년08월_남_50~59세,"5,026","1,709",246,309,260,258,248,262,178,330,278,305,173,215,255
2020년08월_남_60~69세,"4,703","1,299",255,270,260,251,215,310,198,352,268,330,226,222,247
2020년08월_남_70~79세,"3,584",775,185,226,242,235,196,273,143,285,195,233,177,188,231
2020년08월_남_80~89세,"1,660",347,75,107,111,107,78,105,97,140,81,133,82,89,108
2020년08월_남_90~99세,141,31,4,10,7,12,9,7,10,15,5,7,7,8,9
2020년08월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년08월_여_총인구수,"27,708","10,808","1,097","1,333","1,420","1,298","1,266","1,466",925,"1,707","1,255","1,621",981,"1,165","1,366"
2020년08월_여_연령구간인구수,"27,708","10,808","1,097","1,333","1,420","1,298","1,266","1,466",925,"1,707","1,255","1,621",981,"1,165","1,366"
2020년08월_여_0~9세,"1,301",880,29,41,43,27,25,39,26,36,29,41,25,27,33
2020년08월_여_10~19세,"1,936","1,205",48,42,82,66,63,65,19,72,58,81,23,60,52
2020년08월_여_20~29세,"1,887","1,070",52,75,68,57,80,67,29,78,69,88,49,61,44
2020년08월_여_30~39세,"1,844","1,105",49,59,60,55,60,58,38,66,65,76,48,55,50
2020년08월_여_40~49세,"2,691","1,575",63,95,92,85,102,77,54,113,81,130,55,78,91
2020년08월_여_50~59세,"4,174","1,730",166,197,208,178,191,195,107,276,224,251,139,160,152
2020년08월_여_60~69세,"4,842","1,440",218,270,273,280,229,328,215,315,251,324,197,215,287
2020년08월_여_70~79세,"4,809","1,027",230,300,354,284,284,331,195,396,270,327,222,250,339
2020년08월_여_80~89세,"3,546",632,201,213,208,231,202,262,213,299,178,250,184,207,266
2020년08월_여_90~99세,644,136,40,40,31,33,29,41,28,51,29,50,39,49,48
2020년08월_여_100세 이상,34,8,1,1,1,2,1,3,1,5,1,3,0,3,4
2020년09월_계_총인구수,"54,656","21,342","2,239","2,706","2,800","2,559","2,439","2,842","1,816","3,365","2,540","3,142","1,972","2,244","2,650"
2020년09월_계_연령구간인구수,"54,656","21,342","2,239","2,706","2,800","2,559","2,439","2,842","1,816","3,365","2,540","3,142","1,972","2,244","2,650"
2020년09월_계_0~9세,"2,739","1,836",58,81,89,68,63,86,47,80,74,84,45,58,70
2020년09월_계_10~19세,"4,187","2,595",106,102,212,124,151,115,54,157,108,152,74,108,129
2020년09월_계_20~29세,"4,349","2,389",141,176,165,139,170,146,76,196,164,210,120,137,120
2020년09월_계_30~39세,"3,945","2,162",125,146,139,140,129,141,96,162,161,176,113,121,134
2020년09월_계_40~49세,"6,248","3,190",190,255,245,211,249,238,157,303,257,307,175,216,255
2020년09월_계_50~59세,"9,157","3,444",413,505,461,432,433,455,284,598,497,550,308,368,409
2020년09월_계_60~69세,"9,591","2,754",471,543,534,541,445,633,417,679,519,662,423,438,532
2020년09월_계_70~79세,"8,386","1,815",412,524,592,514,480,608,338,677,464,552,399,444,567
2020년09월_계_80~89세,"5,226",977,279,321,325,344,279,369,307,441,260,389,269,294,372
2020년09월_계_90~99세,791,172,43,52,37,44,39,48,39,66,35,55,46,57,58
2020년09월_계_100세 이상,37,8,1,1,1,2,1,3,1,6,1,5,0,3,4
2020년09월_남_총인구수,"26,989","10,535","1,148","1,371","1,385","1,262","1,174","1,385",894,"1,661","1,289","1,524",997,"1,082","1,282"
2020년09월_남_연령구간인구수,"26,989","10,535","1,148","1,371","1,385","1,262","1,174","1,385",894,"1,661","1,289","1,524",997,"1,082","1,282"
2020년09월_남_0~9세,"1,440",956,27,40,47,42,38,48,21,46,45,42,20,31,37
2020년09월_남_10~19세,"2,269","1,399",59,60,130,59,87,51,35,86,52,73,51,50,77
2020년09월_남_20~29세,"2,462","1,309",93,102,99,81,91,81,48,117,95,121,73,76,76
2020년09월_남_30~39세,"2,128","1,072",79,86,78,86,71,85,58,99,96,100,66,68,84
2020년09월_남_40~49세,"3,565","1,620",126,162,153,127,143,161,104,192,178,180,121,136,162
2020년09월_남_50~59세,"4,989","1,706",248,305,257,257,246,260,177,326,272,298,173,210,254
2020년09월_남_60~69세,"4,740","1,312",253,272,261,256,216,307,202,357,269,338,225,225,247
2020년09월_남_70~79세,"3,584",784,183,225,239,233,196,280,143,282,195,228,178,190,228
2020년09월_남_80~89세,"1,670",346,76,109,114,109,77,105,96,141,82,137,83,88,107
2020년09월_남_90~99세,141,31,4,10,7,12,9,7,10,14,5,7,7,8,10
2020년09월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년09월_여_총인구수,"27,667","10,807","1,091","1,335","1,415","1,297","1,265","1,457",922,"1,704","1,251","1,618",975,"1,162","1,368"
2020년09월_여_연령구간인구수,"27,667","10,807","1,091","1,335","1,415","1,297","1,265","1,457",922,"1,704","1,251","1,618",975,"1,162","1,368"
2020년09월_여_0~9세,"1,299",880,31,41,42,26,25,38,26,34,29,42,25,27,33
2020년09월_여_10~19세,"1,918","1,196",47,42,82,65,64,64,19,71,56,79,23,58,52
