카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년04월_여_70~79세,"19,787","1,136",696,"1,409","1,108",506,"1,108","1,469",646,"1,019",682,794,851,818,884,485,672,629,706,"1,502","1,311","1,356"
2020년04월_여_80~89세,"7,337",419,332,575,364,201,345,506,245,340,190,295,320,312,306,156,270,256,278,622,497,508
2020년04월_여_90~99세,"1,261",71,44,91,68,32,57,94,29,56,50,39,64,64,49,32,48,45,48,127,65,88
2020년04월_여_100세 이상,244,8,19,26,11,8,13,11,8,6,3,8,8,18,10,14,7,9,9,23,15,10
2020년05월_계_총인구수,"499,431","24,880","15,866","30,550","29,645","17,084","34,033","34,442","15,637","26,633","18,646","23,220","18,517","23,797","22,956","21,783","16,051","17,576","23,688","24,716","31,736","27,975"
2020년05월_계_연령구간인구수,"499,431","24,880","15,866","30,550","29,645","17,084","34,033","34,442","15,637","26,633","18,646","23,220","18,517","23,797","22,956","21,783","16,051","17,576","23,688","24,716","31,736","27,975"
2020년05월_계_0~9세,"23,869","1,306","1,393","2,159","1,255",784,"1,273","2,293",458,"1,255","1,093",739,668,885,863,392,"1,270",737,767,988,"1,887","1,404"
2020년05월_계_10~19세,"30,010","1,532","1,190","3,029","1,453",905,"1,746","2,651",688,"1,691",863,923,912,"1,141","1,239",524,"1,507",857,"1,036","1,682","2,445","1,996"
2020년05월_계_20~29세,"109,054","4,697","1,951","3,944","7,545","5,472","10,761","5,562","4,504","5,841","3,936","6,514","4,398","5,740","5,695","8,321","1,724","4,001","6,253","3,085","4,942","4,168"
2020년05월_계_30~39세,"88,167","4,191","2,649","4,034","6,174","3,512","6,497","5,616","3,059","5,104","3,811","4,688","3,264","4,702","3,961","5,632","1,990","3,348","4,809","2,865","4,446","3,815"
2020년05월_계_40~49세,"69,911","3,490","2,571","5,206","3,717","2,041","3,971","5,376","1,784","3,763","2,384","2,854","2,391","3,282","3,122","2,454","3,056","2,285","3,580","3,585","4,870","4,129"
2020년05월_계_50~59세,"69,028","3,487","2,340","4,829","3,541","1,678","3,750","4,996","1,899","3,559","2,623","2,890","2,491","3,137","3,275","1,726","2,631","2,422","3,150","4,472","5,124","5,008"
2020년05월_계_60~69세,"58,123","3,283","1,953","3,795","3,153","1,359","3,192","4,229","1,621","2,897","2,184","2,506","2,212","2,702","2,520","1,446","2,067","2,167","2,209","4,114","4,540","3,974"
2020년05월_계_70~79세,"36,752","2,102","1,212","2,475","2,068",948,"2,087","2,707","1,164","1,833","1,308","1,515","1,558","1,561","1,653",943,"1,298","1,223","1,311","2,692","2,564","2,530"
2020년05월_계_80~89세,"12,540",687,520,918,633,330,649,887,409,605,380,529,533,550,549,287,429,464,502,"1,035",813,831
2020년05월_계_90~99세,"1,663",96,64,131,89,45,87,108,42,76,61,53,78,78,64,43,66,62,59,170,85,106
2020년05월_계_100세 이상,314,9,23,30,17,10,20,17,9,9,3,9,12,19,15,15,13,10,12,28,20,14
2020년05월_남_총인구수,"250,628","12,165","7,761","14,795","14,393","8,607","16,370","16,890","7,491","13,027","8,975","11,921","9,267","13,083","11,470","11,294","7,904","8,923","14,295","12,379","15,553","14,065"
2020년05월_남_연령구간인구수,"250,628","12,165","7,761","14,795","14,393","8,607","16,370","16,890","7,491","13,027","8,975","11,921","9,267","13,083","11,470","11,294","7,904","8,923","14,295","12,379","15,553","14,065"
2020년05월_남_0~9세,"12,260",668,727,"1,127",635,409,617,"1,223",257,652,571,390,319,448,457,199,639,372,386,523,946,695
2020년05월_남_10~19세,"15,388",800,620,"1,607",728,426,854,"1,342",327,873,399,493,462,597,685,256,770,440,532,884,"1,208","1,085"
2020년05월_남_20~29세,"53,275","2,251","1,025","1,954","3,375","2,635","4,739","2,685","1,899","2,749","1,762","3,306","2,225","3,214","2,666","4,021",899,"1,816","3,777","1,659","2,452","2,166"
2020년05월_남_30~39세,"48,579","2,267","1,330","2,009","3,307","1,954","3,429","2,882","1,661","2,707","2,015","2,698","1,855","2,897","2,218","3,193",977,"1,880","3,258","1,609","2,316","2,117"
2020년05월_남_40~49세,"37,228","1,767","1,307","2,570","1,942","1,086","2,084","2,799",956,"1,899","1,217","1,550","1,284","1,972","1,595","1,413","1,545","1,244","2,416","1,920","2,499","2,163"
2020년05월_남_50~59세,"34,389","1,644","1,141","2,355","1,706",865,"1,872","2,402",953,"1,744","1,208","1,376","1,207","1,676","1,640",938,"1,317","1,285","1,948","2,232","2,454","2,426"
2020년05월_남_60~69세,"27,006","1,514",881,"1,727","1,453",649,"1,481","1,926",749,"1,308",982,"1,141",983,"1,284","1,181",681,954,"1,065","1,139","1,908","2,096","1,904"
2020년05월_남_70~79세,"16,882",963,516,"1,064",954,438,973,"1,231",514,805,626,720,702,741,762,453,619,595,600,"1,190","1,247","1,169"
2020년05월_남_80~89세,"5,157",268,191,341,267,130,286,377,161,267,185,233,211,236,247,130,160,207,225,406,309,320
2020년05월_남_90~99세,397,22,20,37,20,13,28,17,13,21,10,13,15,17,14,9,18,18,11,43,21,17
2020년05월_남_100세 이상,67,1,3,4,6,2,7,6,1,2,0,1,4,1,5,1,6,1,3,5,5,3
2020년05월_여_총인구수,"248,803","12,715","8,105","15,755","15,252","8,477","17,663","17,552","8,146","13,606","9,671","11,299","9,250","10,714","11,486","10,489","8,147","8,653","9,393","12,337","16,183","13,910"
2020년05월_여_연령구간인구수,"248,803","12,715","8,105","15,755","15,252","8,477","17,663","17,552","8,146","13,606","9,671","11,299","9,250","10,714","11,486","10,489","8,147","8,653","9,393","12,337","16,183","13,910"
2020년05월_여_0~9세,"11,609",638,666,"1,032",620,375,656,"1,070",201,603,522,349,349,437,406,193,631,365,381,465,941,709
2020년05월_여_10~19세,"14,622",732,570,"1,422",725,479,892,"1,309",361,818,464,430,450,544,554,268,737,417,504,798,"1,237",911
2020년05월_여_20~29세,"55,779","2,446",926,"1,990","4,170","2,837","6,022","2,877","2,605","3,092","2,174","3,208","2,173","2,526","3,029","4,300",825,"2,185","2,476","1,426","2,490","2,002"
2020년05월_여_30~39세,"39,588","1,924","1,319","2,025","2,867","1,558","3,068","2,734","1,398","2,397","1,796","1,990","1,409","1,805","1,743","2,439","1,013","1,468","1,551","1,256","2,130","1,698"
2020년05월_여_40~49세,"32,683","1,723","1,264","2,636","1,775",955,"1,887","2,577",828,"1,864","1,167","1,304","1,107","1,310","1,527","1,041","1,511","1,041","1,164","1,665","2,371","1,966"
2020년05월_여_50~59세,"34,639","1,843","1,199","2,474","1,835",813,"1,878","2,594",946,"1,815","1,415","1,514","1,284","1,461","1,635",788,"1,314","1,137","1,202","2,240","2,670","2,582"
2020년05월_여_60~69세,"31,117","1,769","1,072","2,068","1,700",710,"1,711","2,303",872,"1,589","1,202","1,365","1,229","1,418","1,339",765,"1,113","1,102","1,070","2,206","2,444","2,070"
2020년05월_여_70~79세,"19,870","1,139",696,"1,411","1,114",510,"1,114","1,476",650,"1,028",682,795,856,820,891,490,679,628,711,"1,502","1,317","1,361"
2020년05월_여_80~89세,"7,383",419,329,577,366,200,363,510,248,338,195,296,322,314,302,157,269,257,277,629,504,511
2020년05월_여_90~99세,"1,266",74,44,94,69,32,59,91,29,55,51,40,63,61,50,34,48,44,48,127,64,89
2020년05월_여_100세 이상,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,15,11
2020년06월_계_총인구수,"499,740","24,848","15,876","30,510","29,690","17,153","34,470","34,353","15,617","26,565","18,601","23,214","18,487","23,845","22,999","21,924","16,034","17,596","23,769","24,676","31,643","27,870"
2020년06월_계_연령구간인구수,"499,740","24,848","15,876","30,510","29,690","17,153","34,470","34,353","15,617","26,565","18,601","23,214","18,487","23,845","22,999","21,924","16,034","17,596","23,769","24,676","31,643","27,870"
2020년06월_계_0~9세,"23,738","1,297","1,392","2,136","1,263",769,"1,280","2,273",457,"1,252","1,089",736,660,875,861,389,"1,264",726,768,990,"1,867","1,394"
2020년06월_계_10~19세,"29,841","1,526","1,186","3,017","1,446",901,"1,748","2,639",667,"1,680",857,917,913,"1,141","1,224",526,"1,495",855,"1,022","1,669","2,429","1,983"
2020년06월_계_20~29세,"109,702","4,711","1,944","3,947","7,583","5,509","10,926","5,591","4,521","5,867","3,927","6,518","4,409","5,789","5,765","8,421","1,736","4,059","6,337","3,079","4,917","4,146"
2020년06월_계_30~39세,"88,200","4,187","2,644","4,035","6,183","3,537","6,580","5,586","3,047","5,048","3,799","4,703","3,250","4,720","3,972","5,668","1,983","3,351","4,821","2,860","4,435","3,791"
2020년06월_계_40~49세,"69,777","3,476","2,580","5,191","3,707","2,042","4,023","5,340","1,786","3,753","2,372","2,860","2,381","3,273","3,110","2,447","3,044","2,276","3,575","3,571","4,854","4,116"
2020년06월_계_50~59세,"68,763","3,483","2,335","4,809","3,528","1,688","3,807","4,964","1,891","3,528","2,604","2,845","2,475","3,134","3,265","1,734","2,612","2,399","3,150","4,443","5,083","4,986"
2020년06월_계_60~69세,"58,318","3,278","1,968","3,811","3,152","1,364","3,233","4,243","1,631","2,909","2,192","2,518","2,224","2,708","2,522","1,445","2,092","2,168","2,215","4,126","4,546","3,973"
2020년06월_계_70~79세,"36,849","2,104","1,210","2,485","2,076",956,"2,101","2,701","1,159","1,837","1,318","1,523","1,548","1,559","1,654",951,"1,304","1,227","1,312","2,700","2,591","2,533"
2020년06월_계_80~89세,"12,571",684,528,920,643,331,665,889,407,607,379,532,537,551,545,284,428,461,499,"1,040",814,827
2020년06월_계_90~99세,"1,665",93,66,129,92,46,87,110,42,75,61,53,77,76,66,44,63,64,58,170,86,107
2020년06월_계_100세 이상,316,9,23,30,17,10,20,17,9,9,3,9,13,19,15,15,13,10,12,28,21,14
2020년06월_남_총인구수,"250,829","12,168","7,763","14,772","14,407","8,641","16,558","16,827","7,472","12,999","8,979","11,957","9,243","13,111","11,530","11,379","7,886","8,918","14,346","12,368","15,500","14,005"
2020년06월_남_연령구간인구수,"250,829","12,168","7,763","14,772","14,407","8,641","16,558","16,827","7,472","12,999","8,979","11,957","9,243","13,111","11,530","11,379","7,886","8,918","14,346","12,368","15,500","14,005"
2020년06월_남_0~9세,"12,206",661,721,"1,122",637,399,623,"1,215",256,645,574,386,317,445,459,199,640,364,388,526,937,692
2020년06월_남_10~19세,"15,275",799,615,"1,601",723,430,856,"1,330",317,870,399,482,463,589,671,257,755,442,525,881,"1,200","1,070"
2020년06월_남_20~29세,"53,610","2,261","1,019","1,953","3,394","2,646","4,785","2,696","1,893","2,777","1,770","3,320","2,214","3,245","2,730","4,089",904,"1,830","3,821","1,664","2,431","2,168"
2020년06월_남_30~39세,"48,613","2,264","1,328","2,006","3,308","1,967","3,480","2,866","1,661","2,675","2,015","2,730","1,845","2,896","2,230","3,213",976,"1,886","3,266","1,604","2,303","2,094"
2020년06월_남_40~49세,"37,192","1,772","1,314","2,561","1,935","1,090","2,120","2,771",955,"1,895","1,213","1,561","1,282","1,975","1,592","1,401","1,534","1,233","2,413","1,916","2,499","2,160"
2020년06월_남_50~59세,"34,260","1,640","1,142","2,346","1,708",868,"1,894","2,389",948,"1,728","1,203","1,357","1,201","1,676","1,637",953,"1,297","1,273","1,950","2,206","2,433","2,411"
2020년06월_남_60~69세,"27,108","1,520",887,"1,734","1,453",649,"1,490","1,927",757,"1,315",983,"1,148",988,"1,290","1,183",674,975,"1,064","1,145","1,929","2,099","1,898"
2020년06월_남_70~79세,"16,922",961,516,"1,067",952,446,980,"1,229",511,806,627,723,703,744,760,456,619,600,600,"1,187","1,261","1,174"
2020년06월_남_80~89세,"5,176",269,198,340,271,130,294,380,160,264,184,236,211,235,249,127,162,207,224,407,310,318
2020년06월_남_90~99세,398,20,20,38,20,14,29,18,13,22,11,13,14,15,14,9,18,18,11,43,21,17
2020년06월_남_100세 이상,69,1,3,4,6,2,7,6,1,2,0,1,5,1,5,1,6,1,3,5,6,3
2020년06월_여_총인구수,"248,911","12,680","8,113","15,738","15,283","8,512","17,912","17,526","8,145","13,566","9,622","11,257","9,244","10,734","11,469","10,545","8,148","8,678","9,423","12,308","16,143","13,865"
2020년06월_여_연령구간인구수,"248,911","12,680","8,113","15,738","15,283","8,512","17,912","17,526","8,145","13,566","9,622","11,257","9,244","10,734","11,469","10,545","8,148","8,678","9,423","12,308","16,143","13,865"
2020년06월_여_0~9세,"11,532",636,671,"1,014",626,370,657,"1,058",201,607,515,350,343,430,402,190,624,362,380,464,930,702
2020년06월_여_10~19세,"14,566",727,571,"1,416",723,471,892,"1,309",350,810,458,435,450,552,553,269,740,413,497,788,"1,229",913
2020년06월_여_20~29세,"56,092","2,450",925,"1,994","4,189","2,863","6,141","2,895","2,628","3,090","2,157","3,198","2,195","2,544","3,035","4,332",832,"2,229","2,516","1,415","2,486","1,978"
2020년06월_여_30~39세,"39,587","1,923","1,316","2,029","2,875","1,570","3,100","2,720","1,386","2,373","1,784","1,973","1,405","1,824","1,742","2,455","1,007","1,465","1,555","1,256","2,132","1,697"
2020년06월_여_40~49세,"32,585","1,704","1,266","2,630","1,772",952,"1,903","2,569",831,"1,858","1,159","1,299","1,099","1,298","1,518","1,046","1,510","1,043","1,162","1,655","2,355","1,956"
2020년06월_여_50~59세,"34,503","1,843","1,193","2,463","1,820",820,"1,913","2,575",943,"1,800","1,401","1,488","1,274","1,458","1,628",781,"1,315","1,126","1,200","2,237","2,650","2,575"
2020년06월_여_60~69세,"31,210","1,758","1,081","2,077","1,699",715,"1,743","2,316",874,"1,594","1,209","1,370","1,236","1,418","1,339",771,"1,117","1,104","1,070","2,197","2,447","2,075"
2020년06월_여_70~79세,"19,927","1,143",694,"1,418","1,124",510,"1,121","1,472",648,"1,031",691,800,845,815,894,495,685,627,712,"1,513","1,330","1,359"
2020년06월_여_80~89세,"7,395",415,330,580,372,201,371,509,247,343,195,296,326,316,296,157,266,254,275,633,504,509
2020년06월_여_90~99세,"1,267",73,46,91,72,32,58,92,29,53,50,40,63,61,52,35,45,46,47,127,65,90
2020년06월_여_100세 이상,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,15,11
2020년07월_계_총인구수,"499,729","24,803","15,860","30,486","29,641","17,132","34,744","34,311","15,630","26,532","18,584","23,166","18,546","23,913","22,978","21,947","16,012","17,595","23,774","24,643","31,594","27,838"
2020년07월_계_연령구간인구수,"499,729","24,803","15,860","30,486","29,641","17,132","34,744","34,311","15,630","26,532","18,584","23,166","18,546","23,913","22,978","21,947","16,012","17,595","23,774","24,643","31,594","27,838"
2020년07월_계_0~9세,"23,610","1,299","1,377","2,117","1,250",757,"1,295","2,253",454,"1,252","1,095",724,656,877,850,391,"1,264",706,761,998,"1,860","1,374"
2020년07월_계_10~19세,"29,649","1,513","1,175","3,017","1,431",885,"1,732","2,640",657,"1,672",848,908,895,"1,142","1,209",521,"1,485",856,"1,022","1,653","2,407","1,981"
2020년07월_계_20~29세,"109,885","4,694","1,935","3,978","7,578","5,526","11,056","5,585","4,545","5,862","3,913","6,528","4,460","5,766","5,746","8,414","1,745","4,089","6,302","3,080","4,929","4,154"
2020년07월_계_30~39세,"88,113","4,183","2,658","4,023","6,162","3,540","6,648","5,548","3,016","5,032","3,805","4,666","3,272","4,767","3,989","5,671","1,959","3,327","4,842","2,846","4,390","3,769"
2020년07월_계_40~49세,"69,715","3,485","2,575","5,178","3,704","2,020","4,057","5,324","1,796","3,754","2,353","2,856","2,376","3,270","3,097","2,462","3,047","2,281","3,574","3,566","4,846","4,094"
2020년07월_계_50~59세,"68,746","3,464","2,327","4,797","3,523","1,694","3,826","4,969","1,888","3,516","2,592","2,843","2,481","3,158","3,266","1,750","2,621","2,393","3,165","4,432","5,070","4,971"
2020년07월_계_60~69세,"58,392","3,254","1,978","3,816","3,147","1,360","3,234","4,246","1,646","2,909","2,213","2,526","2,219","2,711","2,532","1,436","2,078","2,167","2,220","4,137","4,551","4,012"
2020년07월_계_70~79세,"36,976","2,122","1,216","2,488","2,090",962,"2,118","2,718","1,165","1,836","1,319","1,514","1,556","1,566","1,658",956,"1,301","1,237","1,321","2,692","2,605","2,536"
2020년07월_계_80~89세,"12,645",687,529,914,644,332,664,901,410,613,381,540,541,560,551,285,433,464,497,"1,043",827,829
2020년07월_계_90~99세,"1,681",93,67,128,95,46,94,110,44,77,62,52,77,76,65,46,66,65,58,168,89,103
2020년07월_계_100세 이상,317,9,23,30,17,10,20,17,9,9,3,9,13,20,15,15,13,10,12,28,20,15
2020년07월_남_총인구수,"250,825","12,172","7,758","14,756","14,383","8,636","16,700","16,806","7,465","12,988","8,971","11,933","9,260","13,142","11,506","11,396","7,882","8,917","14,348","12,346","15,480","13,980"
2020년07월_남_연령구간인구수,"250,825","12,172","7,758","14,756","14,383","8,636","16,700","16,806","7,465","12,988","8,971","11,933","9,260","13,142","11,506","11,396","7,882","8,917","14,348","12,346","15,480","13,980"
2020년07월_남_0~9세,"12,138",661,712,"1,112",627,394,632,"1,207",253,655,580,375,316,447,451,201,642,352,381,529,933,678
2020년07월_남_10~19세,"15,187",796,612,"1,600",717,422,858,"1,332",313,867,396,476,446,584,658,257,752,442,525,870,"1,198","1,066"
2020년07월_남_20~29세,"53,670","2,272","1,016","1,963","3,398","2,654","4,834","2,682","1,889","2,775","1,763","3,333","2,235","3,225","2,721","4,077",902,"1,857","3,785","1,672","2,442","2,175"
2020년07월_남_30~39세,"48,556","2,264","1,337","2,003","3,291","1,970","3,520","2,847","1,646","2,659","2,013","2,707","1,856","2,928","2,232","3,218",973,"1,871","3,280","1,592","2,270","2,079"
2020년07월_남_40~49세,"37,204","1,785","1,309","2,557","1,935","1,076","2,131","2,762",959,"1,894","1,210","1,565","1,288","1,978","1,585","1,411","1,536","1,235","2,420","1,912","2,503","2,153"
2020년07월_남_50~59세,"34,239","1,628","1,139","2,334","1,707",875,"1,910","2,392",947,"1,722","1,187","1,355","1,195","1,681","1,638",966,"1,298","1,266","1,968","2,205","2,423","2,403"
2020년07월_남_60~69세,"27,157","1,502",889,"1,736","1,459",648,"1,496","1,936",767,"1,320",994,"1,151",986,"1,294","1,190",673,979,"1,060","1,146","1,924","2,099","1,908"
2020년07월_남_70~79세,"16,987",970,521,"1,069",948,451,992,"1,236",515,805,629,717,708,751,760,456,612,607,605,"1,188","1,267","1,180"
2020년07월_남_80~89세,"5,214",273,199,340,274,130,290,387,162,265,188,240,211,239,252,125,164,208,224,408,316,319
2020년07월_남_90~99세,403,20,21,38,21,14,30,19,13,24,11,13,14,13,14,11,18,18,11,41,23,16
2020년07월_남_100세 이상,70,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,1,3,5,6,3
2020년07월_여_총인구수,"248,904","12,631","8,102","15,730","15,258","8,496","18,044","17,505","8,165","13,544","9,613","11,233","9,286","10,771","11,472","10,551","8,130","8,678","9,426","12,297","16,114","13,858"
2020년07월_여_연령구간인구수,"248,904","12,631","8,102","15,730","15,258","8,496","18,044","17,505","8,165","13,544","9,613","11,233","9,286","10,771","11,472","10,551","8,130","8,678","9,426","12,297","16,114","13,858"
2020년07월_여_0~9세,"11,472",638,665,"1,005",623,363,663,"1,046",201,597,515,349,340,430,399,190,622,354,380,469,927,696
2020년07월_여_10~19세,"14,462",717,563,"1,417",714,463,874,"1,308",344,805,452,432,449,558,551,264,733,414,497,783,"1,209",915
2020년07월_여_20~29세,"56,215","2,422",919,"2,015","4,180","2,872","6,222","2,903","2,656","3,087","2,150","3,195","2,225","2,541","3,025","4,337",843,"2,232","2,517","1,408","2,487","1,979"
2020년07월_여_30~39세,"39,557","1,919","1,321","2,020","2,871","1,570","3,128","2,701","1,370","2,373","1,792","1,959","1,416","1,839","1,757","2,453",986,"1,456","1,562","1,254","2,120","1,690"
2020년07월_여_40~49세,"32,511","1,700","1,266","2,621","1,769",944,"1,926","2,562",837,"1,860","1,143","1,291","1,088","1,292","1,512","1,051","1,511","1,046","1,154","1,654","2,343","1,941"
2020년07월_여_50~59세,"34,507","1,836","1,188","2,463","1,816",819,"1,916","2,577",941,"1,794","1,405","1,488","1,286","1,477","1,628",784,"1,323","1,127","1,197","2,227","2,647","2,568"
2020년07월_여_60~69세,"31,235","1,752","1,089","2,080","1,688",712,"1,738","2,310",879,"1,589","1,219","1,375","1,233","1,417","1,342",763,"1,099","1,107","1,074","2,213","2,452","2,104"
2020년07월_여_70~79세,"19,989","1,152",695,"1,419","1,142",511,"1,126","1,482",650,"1,031",690,797,848,815,898,500,689,630,716,"1,504","1,338","1,356"
2020년07월_여_80~89세,"7,431",414,330,574,370,202,374,514,248,348,193,300,330,321,299,160,269,256,273,635,511,510
2020년07월_여_90~99세,"1,278",73,46,90,74,32,64,91,31,53,51,39,63,63,51,35,48,47,47,127,66,87
2020년07월_여_100세 이상,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,14,12
2020년08월_계_총인구수,"499,316","24,754","15,804","30,435","29,589","17,185","34,975","34,249","15,626","26,438","18,513","23,131","18,518","23,952","22,990","21,962","15,964","17,645","23,824","24,554","31,456","27,752"
2020년08월_계_연령구간인구수,"499,316","24,754","15,804","30,435","29,589","17,185","34,975","34,249","15,626","26,438","18,513","23,131","18,518","23,952","22,990","21,962","15,964","17,645","23,824","24,554","31,456","27,752"
2020년08월_계_0~9세,"23,353","1,279","1,351","2,099","1,238",745,"1,298","2,227",450,"1,239","1,064",709,647,870,835,389,"1,257",710,762,981,"1,838","1,365"
2020년08월_계_10~19세,"29,466","1,506","1,176","2,994","1,431",881,"1,734","2,624",643,"1,670",828,897,892,"1,151","1,201",507,"1,471",859,"1,014","1,635","2,392","1,960"
2020년08월_계_20~29세,"110,060","4,706","1,917","3,985","7,557","5,538","11,186","5,605","4,543","5,840","3,927","6,540","4,456","5,761","5,812","8,453","1,748","4,100","6,295","3,075","4,884","4,132"
2020년08월_계_30~39세,"87,904","4,144","2,643","4,016","6,122","3,572","6,701","5,495","3,032","5,004","3,766","4,660","3,269","4,772","3,977","5,659","1,940","3,332","4,866","2,820","4,363","3,751"
2020년08월_계_40~49세,"69,507","3,473","2,561","5,150","3,717","2,038","4,053","5,311","1,789","3,705","2,349","2,834","2,380","3,280","3,076","2,449","3,030","2,283","3,602","3,542","4,815","4,070"
2020년08월_계_50~59세,"68,639","3,453","2,330","4,785","3,503","1,699","3,847","4,973","1,877","3,536","2,573","2,845","2,463","3,147","3,264","1,754","2,620","2,389","3,163","4,421","5,047","4,950"
2020년08월_계_60~69세,"58,565","3,268","1,978","3,832","3,159","1,354","3,234","4,252","1,665","2,899","2,241","2,514","2,214","2,743","2,537","1,444","2,085","2,176","2,228","4,134","4,569","4,039"
2020년08월_계_70~79세,"37,065","2,129","1,218","2,498","2,107",967,"2,133","2,725","1,161","1,835","1,312","1,528","1,566","1,570","1,654",954,"1,296","1,254","1,324","2,698","2,607","2,529"
2020년08월_계_80~89세,"12,745",692,539,916,642,335,676,907,415,623,389,544,541,562,556,290,436,468,498,"1,050",828,838
2020년08월_계_90~99세,"1,697",95,68,130,96,46,93,113,42,79,61,51,77,76,63,48,68,64,60,171,93,103
2020년08월_계_100세 이상,315,9,23,30,17,10,20,17,9,8,3,9,13,20,15,15,13,10,12,27,20,15
2020년08월_남_총인구수,"250,520","12,134","7,743","14,730","14,359","8,676","16,786","16,760","7,452","12,917","8,947","11,904","9,263","13,158","11,505","11,420","7,867","8,923","14,385","12,281","15,399","13,911"
2020년08월_남_연령구간인구수,"250,520","12,134","7,743","14,730","14,359","8,676","16,786","16,760","7,452","12,917","8,947","11,904","9,263","13,158","11,505","11,420","7,867","8,923","14,385","12,281","15,399","13,911"
2020년08월_남_0~9세,"12,003",649,707,"1,102",624,391,634,"1,187",250,651,569,362,308,445,445,195,641,351,384,514,924,670
2020년08월_남_10~19세,"15,093",791,612,"1,591",705,415,866,"1,330",305,868,388,470,445,587,651,251,744,443,523,861,"1,188","1,059"
2020년08월_남_20~29세,"53,691","2,271","1,007","1,962","3,394","2,671","4,874","2,688","1,880","2,772","1,758","3,332","2,254","3,221","2,748","4,088",901,"1,861","3,791","1,659","2,411","2,148"
2020년08월_남_30~39세,"48,442","2,243","1,329","1,998","3,273","1,982","3,551","2,816","1,653","2,621","2,002","2,701","1,865","2,924","2,232","3,228",966,"1,866","3,284","1,575","2,276","2,057"
2020년08월_남_40~49세,"37,091","1,782","1,307","2,554","1,936","1,092","2,119","2,754",956,"1,865","1,215","1,547","1,282","1,992","1,585","1,410","1,529","1,226","2,435","1,900","2,466","2,139"
2020년08월_남_50~59세,"34,229","1,626","1,136","2,325","1,702",879,"1,923","2,399",941,"1,730","1,182","1,369","1,191","1,672","1,625",973,"1,307","1,267","1,970","2,205","2,408","2,399"
2020년08월_남_60~69세,"27,232","1,503",892,"1,737","1,469",650,"1,493","1,937",773,"1,316","1,008","1,147",979,"1,307","1,196",678,977,"1,066","1,150","1,923","2,110","1,921"
2020년08월_남_70~79세,"17,010",973,527,"1,074",955,448,999,"1,238",517,801,622,722,710,754,751,456,613,612,606,"1,185","1,271","1,176"
2020년08월_남_80~89세,"5,249",274,202,343,274,132,292,383,163,266,192,240,210,242,254,128,165,212,227,412,316,322
2020년08월_남_90~99세,411,21,21,40,21,14,28,22,13,25,11,13,14,12,13,12,18,18,12,42,23,18
2020년08월_남_100세 이상,69,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,1,3,5,6,2
2020년08월_여_총인구수,"248,796","12,620","8,061","15,705","15,230","8,509","18,189","17,489","8,174","13,521","9,566","11,227","9,255","10,794","11,485","10,542","8,097","8,722","9,439","12,273","16,057","13,841"
2020년08월_여_연령구간인구수,"248,796","12,620","8,061","15,705","15,230","8,509","18,189","17,489","8,174","13,521","9,566","11,227","9,255","10,794","11,485","10,542","8,097","8,722","9,439","12,273","16,057","13,841"
2020년08월_여_0~9세,"11,350",630,644,997,614,354,664,"1,040",200,588,495,347,339,425,390,194,616,359,378,467,914,695
2020년08월_여_10~19세,"14,373",715,564,"1,403",726,466,868,"1,294",338,802,440,427,447,564,550,256,727,416,491,774,"1,204",901
2020년08월_여_20~29세,"56,369","2,435",910,"2,023","4,163","2,867","6,312","2,917","2,663","3,068","2,169","3,208","2,202","2,540","3,064","4,365",847,"2,239","2,504","1,416","2,473","1,984"
2020년08월_여_30~39세,"39,462","1,901","1,314","2,018","2,849","1,590","3,150","2,679","1,379","2,383","1,764","1,959","1,404","1,848","1,745","2,431",974,"1,466","1,582","1,245","2,087","1,694"
2020년08월_여_40~49세,"32,416","1,691","1,254","2,596","1,781",946,"1,934","2,557",833,"1,840","1,134","1,287","1,098","1,288","1,491","1,039","1,501","1,057","1,167","1,642","2,349","1,931"
2020년08월_여_50~59세,"34,410","1,827","1,194","2,460","1,801",820,"1,924","2,574",936,"1,806","1,391","1,476","1,272","1,475","1,639",781,"1,313","1,122","1,193","2,216","2,639","2,551"
2020년08월_여_60~69세,"31,333","1,765","1,086","2,095","1,690",704,"1,741","2,315",892,"1,583","1,233","1,367","1,235","1,436","1,341",766,"1,108","1,110","1,078","2,211","2,459","2,118"
2020년08월_여_70~79세,"20,055","1,156",691,"1,424","1,152",519,"1,134","1,487",644,"1,034",690,806,856,816,903,498,683,642,718,"1,513","1,336","1,353"
