카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년05월_여_총인구수,"247,967","19,762","21,149","14,787","12,199","15,431","16,700","14,593","13,378","13,995","13,035","24,933","14,408","10,662","8,019","4,339","30,577"
2020년05월_여_연령구간인구수,"247,967","19,762","21,149","14,787","12,199","15,431","16,700","14,593","13,378","13,995","13,035","24,933","14,408","10,662","8,019","4,339","30,577"
2020년05월_여_0~9세,"14,913","1,306","1,234",620,506,838,985,609,766,"1,563",504,"1,482",876,580,398,213,"2,433"
2020년05월_여_10~19세,"19,400","1,228","1,341",945,852,"1,272","1,530",948,"1,130","1,095",829,"1,862","1,044",790,603,253,"3,678"
2020년05월_여_20~29세,"34,158","2,666","2,772","2,152","1,867","2,301","2,252","2,610","1,906","1,382","1,762","3,407","1,942","1,440","1,054",562,"4,083"
2020년05월_여_30~39세,"34,520","3,105","2,869","1,860","1,548","2,060","2,079","2,141","1,910","2,667","1,630","3,589","2,065","1,381","1,024",543,"4,049"
2020년05월_여_40~49세,"39,035","2,910","3,206","2,002","1,754","2,498","2,642","2,168","2,249","2,495","1,827","3,932","2,188","1,632","1,169",554,"5,809"
2020년05월_여_50~59세,"39,981","3,151","3,640","2,696","2,175","2,594","2,826","2,178","2,013","1,815","2,167","4,105","2,424","1,854","1,367",796,"4,180"
2020년05월_여_60~69세,"33,530","2,737","2,988","2,285","1,826","1,985","2,257","1,938","1,710","1,518","2,013","3,409","2,032","1,599","1,249",723,"3,261"
2020년05월_여_70~79세,"21,526","1,789","2,014","1,517","1,186","1,281","1,389","1,357","1,124",967,"1,518","2,117","1,243",918,790,444,"1,872"
2020년05월_여_80~89세,"9,090",718,930,608,399,508,611,549,479,419,675,872,512,405,302,214,889
2020년05월_여_90~99세,"1,479",134,133,94,73,83,118,80,82,61,96,137,73,55,57,34,169
2020년05월_여_100세 이상,335,18,22,8,13,11,11,15,9,13,14,21,9,8,6,3,154
2020년06월_계_총인구수,"479,524","37,680","40,123","28,764","23,720","29,334","33,182","27,368","28,210","27,398","25,435","47,308","27,907","21,250","15,678","8,657","57,510"
2020년06월_계_연령구간인구수,"479,524","37,680","40,123","28,764","23,720","29,334","33,182","27,368","28,210","27,398","25,435","47,308","27,907","21,250","15,678","8,657","57,510"
2020년06월_계_0~9세,"30,772","2,601","2,518","1,232","1,058","1,715","1,953","1,251","2,037","3,245","1,047","2,962","1,704","1,184",785,454,"5,026"
2020년06월_계_10~19세,"39,501","2,440","2,772","1,916","1,725","2,527","2,918","1,758","2,548","2,296","1,698","3,671","2,177","1,762","1,279",556,"7,458"
2020년06월_계_20~29세,"66,477","5,066","5,462","4,340","3,802","4,422","4,474","4,740","3,711","2,767","3,631","6,604","3,996","3,007","2,107","1,179","7,169"
2020년06월_계_30~39세,"69,113","6,183","5,583","3,969","3,204","4,093","4,241","4,268","4,500","5,134","3,438","6,989","4,195","2,889","2,084","1,173","7,170"
2020년06월_계_40~49세,"77,391","5,856","6,235","4,108","3,502","4,804","5,267","4,209","4,864","5,134","3,701","7,742","4,292","3,292","2,316","1,132","10,937"
2020년06월_계_50~59세,"77,074","5,962","6,781","5,003","4,053","4,855","5,708","4,191","4,220","3,560","4,313","7,691","4,555","3,570","2,665","1,593","8,354"
2020년06월_계_60~69세,"62,685","4,979","5,482","4,281","3,425","3,640","4,563","3,502","3,295","2,809","3,727","6,179","3,783","3,094","2,394","1,408","6,124"
2020년06월_계_70~79세,"38,790","3,178","3,531","2,749","2,141","2,266","2,769","2,364","2,083","1,685","2,630","3,828","2,254","1,674","1,442",779,"3,417"
2020년06월_계_80~89세,"15,235","1,215","1,532","1,024",691,878,"1,107",953,820,656,"1,100","1,442",840,675,525,335,"1,442"
2020년06월_계_90~99세,"2,072",177,194,130,105,115,162,110,122,92,131,175,101,91,72,43,252
2020년06월_계_100세 이상,414,23,33,12,14,19,20,22,10,20,19,25,10,12,9,5,161
2020년06월_남_총인구수,"230,640","18,017","19,015","14,010","11,559","13,961","16,522","12,808","13,443","13,333","12,448","22,427","13,511","10,606","7,682","4,320","26,978"
2020년06월_남_연령구간인구수,"230,640","18,017","19,015","14,010","11,559","13,961","16,522","12,808","13,443","13,333","12,448","22,427","13,511","10,606","7,682","4,320","26,978"
2020년06월_남_0~9세,"15,758","1,308","1,289",617,563,876,990,646,"1,066","1,685",549,"1,501",823,610,390,240,"2,605"
2020년06월_남_10~19세,"20,129","1,224","1,445",978,878,"1,264","1,390",832,"1,341","1,185",874,"1,835","1,138",977,676,305,"3,787"
2020년06월_남_20~29세,"32,183","2,407","2,696","2,188","1,930","2,131","2,227","2,094","1,689","1,384","1,869","3,178","2,059","1,558","1,055",619,"3,099"
2020년06월_남_30~39세,"34,375","3,104","2,735","2,112","1,676","2,045","2,160","2,145","2,240","2,455","1,804","3,399","2,140","1,523","1,069",626,"3,142"
2020년06월_남_40~49세,"38,262","2,950","3,020","2,119","1,762","2,309","2,641","2,068","2,379","2,622","1,903","3,837","2,111","1,671","1,148",582,"5,140"
2020년06월_남_50~59세,"37,090","2,853","3,156","2,322","1,890","2,279","2,887","2,024","2,046","1,740","2,156","3,614","2,139","1,712","1,308",794,"4,170"
2020년06월_남_60~69세,"28,927","2,236","2,487","1,992","1,583","1,657","2,314","1,554","1,437","1,273","1,719","2,755","1,740","1,495","1,142",690,"2,853"
2020년06월_남_70~79세,"17,149","1,391","1,514","1,227",955,984,"1,371","1,007",897,716,"1,110","1,696","1,009",754,650,331,"1,537"
2020년06월_남_80~89세,"6,106",494,602,416,287,377,491,401,309,240,424,569,324,271,223,120,558
2020년06월_남_90~99세,582,45,60,35,34,31,42,30,38,26,35,39,27,31,18,11,80
2020년06월_남_100세 이상,79,5,11,4,1,8,9,7,1,7,5,4,1,4,3,2,7
2020년06월_여_총인구수,"248,884","19,663","21,108","14,754","12,161","15,373","16,660","14,560","14,767","14,065","12,987","24,881","14,396","10,644","7,996","4,337","30,532"
2020년06월_여_연령구간인구수,"248,884","19,663","21,108","14,754","12,161","15,373","16,660","14,560","14,767","14,065","12,987","24,881","14,396","10,644","7,996","4,337","30,532"
2020년06월_여_0~9세,"15,014","1,293","1,229",615,495,839,963,605,971,"1,560",498,"1,461",881,574,395,214,"2,421"
2020년06월_여_10~19세,"19,372","1,216","1,327",938,847,"1,263","1,528",926,"1,207","1,111",824,"1,836","1,039",785,603,251,"3,671"
2020년06월_여_20~29세,"34,294","2,659","2,766","2,152","1,872","2,291","2,247","2,646","2,022","1,383","1,762","3,426","1,937","1,449","1,052",560,"4,070"
2020년06월_여_30~39세,"34,738","3,079","2,848","1,857","1,528","2,048","2,081","2,123","2,260","2,679","1,634","3,590","2,055","1,366","1,015",547,"4,028"
2020년06월_여_40~49세,"39,129","2,906","3,215","1,989","1,740","2,495","2,626","2,141","2,485","2,512","1,798","3,905","2,181","1,621","1,168",550,"5,797"
2020년06월_여_50~59세,"39,984","3,109","3,625","2,681","2,163","2,576","2,821","2,167","2,174","1,820","2,157","4,077","2,416","1,858","1,357",799,"4,184"
2020년06월_여_60~69세,"33,758","2,743","2,995","2,289","1,842","1,983","2,249","1,948","1,858","1,536","2,008","3,424","2,043","1,599","1,252",718,"3,271"
2020년06월_여_70~79세,"21,641","1,787","2,017","1,522","1,186","1,282","1,398","1,357","1,186",969,"1,520","2,132","1,245",920,792,448,"1,880"
2020년06월_여_80~89세,"9,129",721,930,608,404,501,616,552,511,416,676,873,516,404,302,215,884
2020년06월_여_90~99세,"1,490",132,134,95,71,84,120,80,84,66,96,136,74,60,54,32,172
2020년06월_여_100세 이상,335,18,22,8,13,11,11,15,9,13,14,21,9,8,6,3,154
2020년07월_계_총인구수,"481,184","37,462","40,013","28,683","23,639","29,240","33,164","27,350","29,892","27,403","25,392","47,107","27,865","21,113","15,590","9,890","57,381"
2020년07월_계_연령구간인구수,"481,184","37,462","40,013","28,683","23,639","29,240","33,164","27,350","29,892","27,403","25,392","47,107","27,865","21,113","15,590","9,890","57,381"
2020년07월_계_0~9세,"30,916","2,563","2,492","1,223","1,060","1,689","1,945","1,248","2,220","3,247","1,044","2,916","1,696","1,182",778,614,"4,999"
2020년07월_계_10~19세,"39,424","2,425","2,759","1,895","1,706","2,513","2,919","1,750","2,619","2,294","1,683","3,635","2,166","1,719","1,255",658,"7,428"
2020년07월_계_20~29세,"66,708","5,043","5,465","4,306","3,769","4,416","4,482","4,754","3,915","2,767","3,640","6,588","3,990","2,983","2,111","1,310","7,169"
2020년07월_계_30~39세,"69,516","6,133","5,553","3,976","3,198","4,073","4,235","4,259","4,948","5,113","3,434","6,924","4,185","2,887","2,084","1,429","7,085"
2020년07월_계_40~49세,"77,485","5,838","6,186","4,082","3,472","4,781","5,237","4,206","5,108","5,129","3,701","7,720","4,263","3,247","2,295","1,333","10,887"
2020년07월_계_50~59세,"77,331","5,921","6,774","4,988","4,047","4,843","5,707","4,180","4,448","3,568","4,287","7,663","4,580","3,544","2,631","1,772","8,378"
2020년07월_계_60~69세,"63,053","4,971","5,509","4,269","3,432","3,641","4,572","3,502","3,464","2,829","3,709","6,180","3,778","3,114","2,396","1,530","6,157"
2020년07월_계_70~79세,"38,942","3,153","3,526","2,767","2,139","2,277","2,778","2,363","2,182","1,686","2,630","3,829","2,260","1,662","1,438",829,"3,423"
2020년07월_계_80~89세,"15,316","1,215","1,521","1,036",694,875,"1,111",957,848,663,"1,109","1,452",839,672,522,362,"1,440"
2020년07월_계_90~99세,"2,078",177,195,129,108,113,158,109,130,87,136,175,98,91,71,48,253
2020년07월_계_100세 이상,415,23,33,12,14,19,20,22,10,20,19,25,10,12,9,5,162
2020년07월_남_총인구수,"231,384","17,893","18,979","13,946","11,536","13,921","16,511","12,788","14,230","13,326","12,409","22,338","13,480","10,533","7,649","4,918","26,927"
2020년07월_남_연령구간인구수,"231,384","17,893","18,979","13,946","11,536","13,921","16,511","12,788","14,230","13,326","12,409","22,338","13,480","10,533","7,649","4,918","26,927"
2020년07월_남_0~9세,"15,812","1,285","1,285",613,564,861,985,639,"1,147","1,686",554,"1,477",819,608,391,321,"2,577"
2020년07월_남_10~19세,"20,122","1,213","1,446",969,873,"1,257","1,399",828,"1,374","1,178",868,"1,822","1,133",954,665,358,"3,785"
2020년07월_남_20~29세,"32,222","2,388","2,688","2,161","1,912","2,132","2,218","2,088","1,780","1,389","1,860","3,171","2,057","1,533","1,063",672,"3,110"
2020년07월_남_30~39세,"34,609","3,078","2,716","2,110","1,686","2,049","2,160","2,144","2,463","2,439","1,799","3,389","2,117","1,527","1,068",754,"3,110"
2020년07월_남_40~49세,"38,296","2,948","3,007","2,102","1,745","2,293","2,622","2,067","2,496","2,623","1,898","3,827","2,090","1,657","1,137",683,"5,101"
2020년07월_남_50~59세,"37,225","2,819","3,157","2,308","1,894","2,276","2,886","2,022","2,165","1,742","2,144","3,594","2,162","1,701","1,294",884,"4,177"
2020년07월_남_60~69세,"29,077","2,239","2,500","1,984","1,581","1,658","2,322","1,551","1,500","1,278","1,707","2,744","1,745","1,500","1,143",750,"2,875"
2020년07월_남_70~79세,"17,212","1,379","1,510","1,240",956,983,"1,375","1,008",942,719,"1,109","1,694","1,004",752,643,354,"1,544"
2020년07월_남_80~89세,"6,153",498,600,420,290,373,494,404,321,241,431,577,326,265,224,127,562
2020년07월_남_90~99세,577,41,59,35,34,31,41,30,41,24,34,39,26,32,18,13,79
2020년07월_남_100세 이상,79,5,11,4,1,8,9,7,1,7,5,4,1,4,3,2,7
2020년07월_여_총인구수,"249,800","19,569","21,034","14,737","12,103","15,319","16,653","14,562","15,662","14,077","12,983","24,769","14,385","10,580","7,941","4,972","30,454"
2020년07월_여_연령구간인구수,"249,800","19,569","21,034","14,737","12,103","15,319","16,653","14,562","15,662","14,077","12,983","24,769","14,385","10,580","7,941","4,972","30,454"
2020년07월_여_0~9세,"15,104","1,278","1,207",610,496,828,960,609,"1,073","1,561",490,"1,439",877,574,387,293,"2,422"
2020년07월_여_10~19세,"19,302","1,212","1,313",926,833,"1,256","1,520",922,"1,245","1,116",815,"1,813","1,033",765,590,300,"3,643"
2020년07월_여_20~29세,"34,486","2,655","2,777","2,145","1,857","2,284","2,264","2,666","2,135","1,378","1,780","3,417","1,933","1,450","1,048",638,"4,059"
2020년07월_여_30~39세,"34,907","3,055","2,837","1,866","1,512","2,024","2,075","2,115","2,485","2,674","1,635","3,535","2,068","1,360","1,016",675,"3,975"
2020년07월_여_40~49세,"39,189","2,890","3,179","1,980","1,727","2,488","2,615","2,139","2,612","2,506","1,803","3,893","2,173","1,590","1,158",650,"5,786"
2020년07월_여_50~59세,"40,106","3,102","3,617","2,680","2,153","2,567","2,821","2,158","2,283","1,826","2,143","4,069","2,418","1,843","1,337",888,"4,201"
2020년07월_여_60~69세,"33,976","2,732","3,009","2,285","1,851","1,983","2,250","1,951","1,964","1,551","2,002","3,436","2,033","1,614","1,253",780,"3,282"
2020년07월_여_70~79세,"21,730","1,774","2,016","1,527","1,183","1,294","1,403","1,355","1,240",967,"1,521","2,135","1,256",910,795,475,"1,879"
2020년07월_여_80~89세,"9,163",717,921,616,404,502,617,553,527,422,678,875,513,407,298,235,878
2020년07월_여_90~99세,"1,501",136,136,94,74,82,117,79,89,63,102,136,72,59,53,35,174
2020년07월_여_100세 이상,336,18,22,8,13,11,11,15,9,13,14,21,9,8,6,3,155
2020년08월_계_총인구수,"481,729","37,404","39,937","28,638","23,525","29,124","33,080","27,364","30,386","27,459","25,383","47,013","27,787","21,042","15,516","10,721","57,350"
2020년08월_계_연령구간인구수,"481,729","37,404","39,937","28,638","23,525","29,124","33,080","27,364","30,386","27,459","25,383","47,013","27,787","21,042","15,516","10,721","57,350"
2020년08월_계_0~9세,"30,770","2,537","2,469","1,213","1,052","1,681","1,928","1,240","2,248","3,257","1,033","2,880","1,672","1,167",769,672,"4,952"
2020년08월_계_10~19세,"39,324","2,398","2,745","1,866","1,666","2,503","2,896","1,727","2,655","2,298","1,672","3,604","2,161","1,703","1,243",760,"7,427"
2020년08월_계_20~29세,"66,929","5,068","5,480","4,325","3,764","4,374","4,476","4,804","3,999","2,759","3,664","6,586","3,975","2,974","2,099","1,408","7,174"
2020년08월_계_30~39세,"69,477","6,106","5,515","3,957","3,177","4,028","4,201","4,268","5,033","5,115","3,429","6,882","4,153","2,863","2,070","1,597","7,083"
2020년08월_계_40~49세,"77,426","5,818","6,154","4,038","3,432","4,771","5,229","4,176","5,193","5,152","3,688","7,691","4,259","3,234","2,280","1,473","10,838"
2020년08월_계_50~59세,"77,422","5,898","6,747","4,978","4,038","4,820","5,712","4,173","4,515","3,584","4,278","7,672","4,570","3,540","2,620","1,898","8,379"
2020년08월_계_60~69세,"63,416","5,001","5,541","4,308","3,447","3,647","4,567","3,511","3,517","2,835","3,716","6,191","3,788","3,118","2,409","1,622","6,198"
2020년08월_계_70~79세,"39,004","3,149","3,520","2,765","2,131","2,288","2,767","2,364","2,225","1,688","2,624","3,851","2,261","1,660","1,425",866,"3,420"
2020년08월_계_80~89세,"15,459","1,232","1,532","1,048",697,881,"1,128",972,860,662,"1,119","1,457",843,678,518,369,"1,463"
2020년08월_계_90~99세,"2,087",172,201,128,107,112,155,107,131,89,141,175,96,93,74,51,255
2020년08월_계_100세 이상,415,25,33,12,14,19,21,22,10,20,19,24,9,12,9,5,161
2020년08월_남_총인구수,"231,508","17,848","18,928","13,909","11,486","13,857","16,481","12,783","14,442","13,337","12,412","22,265","13,430","10,496","7,603","5,321","26,910"
2020년08월_남_연령구간인구수,"231,508","17,848","18,928","13,909","11,486","13,857","16,481","12,783","14,442","13,337","12,412","22,265","13,430","10,496","7,603","5,321","26,910"
2020년08월_남_0~9세,"15,721","1,272","1,271",609,565,860,975,637,"1,151","1,679",551,"1,460",801,601,391,346,"2,552"
2020년08월_남_10~19세,"20,067","1,210","1,441",948,856,"1,253","1,391",811,"1,388","1,184",856,"1,805","1,132",942,650,411,"3,789"
2020년08월_남_20~29세,"32,323","2,385","2,693","2,167","1,917","2,118","2,219","2,108","1,828","1,382","1,868","3,165","2,038","1,537","1,054",719,"3,125"
2020년08월_남_30~39세,"34,529","3,058","2,696","2,089","1,676","2,013","2,158","2,150","2,493","2,435","1,799","3,353","2,104","1,509","1,066",833,"3,097"
2020년08월_남_40~49세,"38,268","2,932","2,980","2,084","1,721","2,290","2,624","2,053","2,536","2,642","1,894","3,823","2,088","1,651","1,128",745,"5,077"
2020년08월_남_50~59세,"37,273","2,812","3,156","2,299","1,882","2,267","2,879","2,013","2,200","1,745","2,142","3,591","2,157","1,702","1,286",962,"4,180"
2020년08월_남_60~69세,"29,230","2,250","2,504","2,012","1,591","1,654","2,307","1,561","1,522","1,283","1,716","2,752","1,747","1,499","1,147",793,"2,892"
2020년08월_남_70~79세,"17,240","1,374","1,515","1,235",952,990,"1,373","1,005",955,716,"1,111","1,698","1,008",752,639,369,"1,548"
2020년08월_남_80~89세,"6,195",510,598,428,292,373,504,408,326,240,433,575,329,266,221,128,564
2020년08월_남_90~99세,581,39,63,34,33,31,41,30,42,24,37,39,25,33,18,13,79
2020년08월_남_100세 이상,81,6,11,4,1,8,10,7,1,7,5,4,1,4,3,2,7
2020년08월_여_총인구수,"250,221","19,556","21,009","14,729","12,039","15,267","16,599","14,581","15,944","14,122","12,971","24,748","14,357","10,546","7,913","5,400","30,440"
2020년08월_여_연령구간인구수,"250,221","19,556","21,009","14,729","12,039","15,267","16,599","14,581","15,944","14,122","12,971","24,748","14,357","10,546","7,913","5,400","30,440"
2020년08월_여_0~9세,"15,049","1,265","1,198",604,487,821,953,603,"1,097","1,578",482,"1,420",871,566,378,326,"2,400"
2020년08월_여_10~19세,"19,257","1,188","1,304",918,810,"1,250","1,505",916,"1,267","1,114",816,"1,799","1,029",761,593,349,"3,638"
2020년08월_여_20~29세,"34,606","2,683","2,787","2,158","1,847","2,256","2,257","2,696","2,171","1,377","1,796","3,421","1,937","1,437","1,045",689,"4,049"
2020년08월_여_30~39세,"34,948","3,048","2,819","1,868","1,501","2,015","2,043","2,118","2,540","2,680","1,630","3,529","2,049","1,354","1,004",764,"3,986"
2020년08월_여_40~49세,"39,158","2,886","3,174","1,954","1,711","2,481","2,605","2,123","2,657","2,510","1,794","3,868","2,171","1,583","1,152",728,"5,761"
2020년08월_여_50~59세,"40,149","3,086","3,591","2,679","2,156","2,553","2,833","2,160","2,315","1,839","2,136","4,081","2,413","1,838","1,334",936,"4,199"
2020년08월_여_60~69세,"34,186","2,751","3,037","2,296","1,856","1,993","2,260","1,950","1,995","1,552","2,000","3,439","2,041","1,619","1,262",829,"3,306"
2020년08월_여_70~79세,"21,764","1,775","2,005","1,530","1,179","1,298","1,394","1,359","1,270",972,"1,513","2,153","1,253",908,786,497,"1,872"
2020년08월_여_80~89세,"9,264",722,934,620,405,508,624,564,534,422,686,882,514,412,297,241,899
2020년08월_여_90~99세,"1,506",133,138,94,74,81,114,77,89,65,104,136,71,60,56,38,176
2020년08월_여_100세 이상,334,19,22,8,13,11,11,15,9,13,14,20,8,8,6,3,154
2020년09월_계_총인구수,"481,546","37,467","39,851","28,613","23,399","29,125","33,016","27,306","30,535","27,604","25,328","46,830","27,759","20,976","15,482","10,993","57,262"
2020년09월_계_연령구간인구수,"481,546","37,467","39,851","28,613","23,399","29,125","33,016","27,306","30,535","27,604","25,328","46,830","27,759","20,976","15,482","10,993","57,262"
2020년09월_계_0~9세,"30,528","2,555","2,431","1,209","1,035","1,669","1,888","1,232","2,259","3,265","1,023","2,822","1,661","1,137",765,685,"4,892"
2020년09월_계_10~19세,"39,230","2,374","2,739","1,851","1,648","2,502","2,904","1,707","2,650","2,317","1,655","3,573","2,158","1,706","1,230",774,"7,442"
2020년09월_계_20~29세,"66,939","5,076","5,474","4,339","3,747","4,390","4,473","4,829","4,037","2,775","3,673","6,556","3,940","2,969","2,100","1,440","7,121"
2020년09월_계_30~39세,"69,264","6,133","5,465","3,941","3,138","4,009","4,153","4,260","5,042","5,115","3,395","6,817","4,176","2,834","2,064","1,660","7,062"
2020년09월_계_40~49세,"77,341","5,838","6,136","4,022","3,415","4,764","5,213","4,149","5,217","5,176","3,654","7,662","4,244","3,227","2,280","1,518","10,826"
2020년09월_계_50~59세,"77,485","5,873","6,779","4,966","4,018","4,831","5,699","4,156","4,544","3,615","4,286","7,677","4,562","3,519","2,610","1,952","8,398"
2020년09월_계_60~69세,"63,671","5,025","5,532","4,338","3,458","3,648","4,605","3,502","3,550","2,856","3,729","6,206","3,808","3,128","2,414","1,659","6,213"
2020년09월_계_70~79세,"39,003","3,154","3,530","2,749","2,118","2,294","2,770","2,362","2,226","1,691","2,621","3,855","2,260","1,661","1,416",875,"3,421"
2020년09월_계_80~89세,"15,569","1,243","1,532","1,055",701,884,"1,136",978,868,685,"1,130","1,460",844,689,520,373,"1,471"
2020년09월_계_90~99세,"2,099",171,200,131,107,115,154,109,132,88,143,178,97,93,74,52,255
2020년09월_계_100세 이상,417,25,33,12,14,19,21,22,10,21,19,24,9,13,9,5,161
2020년09월_남_총인구수,"231,364","17,872","18,869","13,892","11,420","13,850","16,441","12,745","14,509","13,385","12,398","22,170","13,410","10,476","7,580","5,465","26,882"
2020년09월_남_연령구간인구수,"231,364","17,872","18,869","13,892","11,420","13,850","16,441","12,745","14,509","13,385","12,398","22,170","13,410","10,476","7,580","5,465","26,882"
2020년09월_남_0~9세,"15,629","1,278","1,262",606,554,859,959,635,"1,154","1,686",546,"1,430",797,583,390,358,"2,532"
2020년09월_남_10~19세,"20,025","1,197","1,433",940,852,"1,255","1,403",802,"1,386","1,185",846,"1,797","1,124",956,641,417,"3,791"
2020년09월_남_20~29세,"32,277","2,394","2,666","2,174","1,907","2,116","2,210","2,112","1,849","1,387","1,866","3,149","2,027","1,534","1,051",737,"3,098"
2020년09월_남_30~39세,"34,379","3,054","2,681","2,073","1,653","2,008","2,123","2,140","2,489","2,431","1,795","3,310","2,105","1,499","1,059",863,"3,096"
2020년09월_남_40~49세,"38,262","2,950","2,973","2,084","1,707","2,290","2,622","2,037","2,553","2,651","1,879","3,818","2,086","1,654","1,128",771,"5,059"
2020년09월_남_50~59세,"37,305","2,801","3,166","2,290","1,874","2,264","2,868","2,006","2,223","1,759","2,151","3,601","2,147","1,691","1,278",985,"4,201"
2020년09월_남_60~69세,"29,343","2,263","2,495","2,026","1,601","1,655","2,332","1,553","1,532","1,290","1,723","2,742","1,757","1,499","1,150",817,"2,908"
2020년09월_남_70~79세,"17,236","1,369","1,524","1,230",945,989,"1,362","1,013",955,720,"1,108","1,702","1,005",754,642,376,"1,542"
2020년09월_남_80~89세,"6,242",521,595,429,293,374,511,409,325,244,441,578,336,269,221,126,570
2020년09월_남_90~99세,585,39,63,36,33,32,41,31,42,25,38,39,25,33,17,13,78
2020년09월_남_100세 이상,81,6,11,4,1,8,10,7,1,7,5,4,1,4,3,2,7
2020년09월_여_총인구수,"250,182","19,595","20,982","14,721","11,979","15,275","16,575","14,561","16,026","14,219","12,930","24,660","14,349","10,500","7,902","5,528","30,380"
2020년09월_여_연령구간인구수,"250,182","19,595","20,982","14,721","11,979","15,275","16,575","14,561","16,026","14,219","12,930","24,660","14,349","10,500","7,902","5,528","30,380"
2020년09월_여_0~9세,"14,899","1,277","1,169",603,481,810,929,597,"1,105","1,579",477,"1,392",864,554,375,327,"2,360"
2020년09월_여_10~19세,"19,205","1,177","1,306",911,796,"1,247","1,501",905,"1,264","1,132",809,"1,776","1,034",750,589,357,"3,651"
2020년09월_여_20~29세,"34,662","2,682","2,808","2,165","1,840","2,274","2,263","2,717","2,188","1,388","1,807","3,407","1,913","1,435","1,049",703,"4,023"
2020년09월_여_30~39세,"34,885","3,079","2,784","1,868","1,485","2,001","2,030","2,120","2,553","2,684","1,600","3,507","2,071","1,335","1,005",797,"3,966"
2020년09월_여_40~49세,"39,079","2,888","3,163","1,938","1,708","2,474","2,591","2,112","2,664","2,525","1,775","3,844","2,158","1,573","1,152",747,"5,767"
2020년09월_여_50~59세,"40,180","3,072","3,613","2,676","2,144","2,567","2,831","2,150","2,321","1,856","2,135","4,076","2,415","1,828","1,332",967,"4,197"
2020년09월_여_60~69세,"34,328","2,762","3,037","2,312","1,857","1,993","2,273","1,949","2,018","1,566","2,006","3,464","2,051","1,629","1,264",842,"3,305"
2020년09월_여_70~79세,"21,767","1,785","2,006","1,519","1,173","1,305","1,408","1,349","1,271",971,"1,513","2,153","1,255",907,774,499,"1,879"
2020년09월_여_80~89세,"9,327",722,937,626,408,510,625,569,543,441,689,882,508,420,299,247,901
2020년09월_여_90~99세,"1,514",132,137,95,74,83,113,78,90,63,105,139,72,60,57,39,177
2020년09월_여_100세 이상,336,19,22,8,13,11,11,15,9,14,14,20,8,9,6,3,154
2020년10월_계_총인구수,"481,165","37,476","39,798","28,552","23,340","29,041","32,971","27,269","30,701","27,587","25,291","46,771","27,720","20,923","15,446","11,104","57,175"
2020년10월_계_연령구간인구수,"481,165","37,476","39,798","28,552","23,340","29,041","32,971","27,269","30,701","27,587","25,291","46,771","27,720","20,923","15,446","11,104","57,175"
2020년10월_계_0~9세,"30,276","2,529","2,427","1,198","1,022","1,625","1,853","1,215","2,271","3,268","1,008","2,769","1,656","1,123",763,687,"4,862"
2020년10월_계_10~19세,"39,027","2,356","2,703","1,836","1,637","2,494","2,907","1,679","2,643","2,300","1,652","3,570","2,152","1,692","1,219",773,"7,414"
2020년10월_계_20~29세,"67,008","5,084","5,490","4,313","3,767","4,385","4,463","4,851","4,098","2,774","3,664","6,544","3,933","2,967","2,095","1,467","7,113"
2020년10월_계_30~39세,"69,007","6,112","5,457","3,912","3,111","3,996","4,133","4,237","5,080","5,084","3,369","6,779","4,152","2,822","2,057","1,697","7,009"
2020년10월_계_40~49세,"77,183","5,868","6,087","4,012","3,378","4,735","5,218","4,114","5,234","5,180","3,650","7,639","4,236","3,213","2,282","1,530","10,807"
2020년10월_계_50~59세,"77,457","5,881","6,786","4,952","4,021","4,844","5,678","4,156","4,556","3,619","4,264","7,691","4,557","3,515","2,582","1,952","8,403"
2020년10월_계_60~69세,"63,991","5,041","5,561","4,365","3,472","3,645","4,632","3,524","3,573","2,865","3,765","6,253","3,814","3,142","2,418","1,681","6,240"
2020년10월_계_70~79세,"39,001","3,155","3,513","2,758","2,112","2,292","2,767","2,376","2,234","1,697","2,607","3,849","2,261","1,650","1,427",883,"3,420"
2020년10월_계_80~89세,"15,684","1,253","1,543","1,061",697,891,"1,145",985,872,693,"1,144","1,469",854,693,520,376,"1,488"
2020년10월_계_90~99세,"2,106",171,197,133,109,115,153,110,129,85,149,183,96,92,73,53,258
2020년10월_계_100세 이상,425,26,34,12,14,19,22,22,11,22,19,25,9,14,10,5,161
2020년10월_남_총인구수,"231,163","17,881","18,853","13,851","11,402","13,793","16,434","12,718","14,578","13,372","12,369","22,128","13,398","10,452","7,556","5,508","26,870"
2020년10월_남_연령구간인구수,"231,163","17,881","18,853","13,851","11,402","13,793","16,434","12,718","14,578","13,372","12,369","22,128","13,398","10,452","7,556","5,508","26,870"
2020년10월_남_0~9세,"15,516","1,264","1,260",600,546,839,941,631,"1,152","1,688",538,"1,409",793,573,390,360,"2,532"
2020년10월_남_10~19세,"19,931","1,183","1,419",929,848,"1,252","1,407",786,"1,388","1,181",843,"1,800","1,124",948,635,417,"3,771"
