카테고리,부산광역시 강서구,부산광역시 강서구 대저1동,부산광역시 강서구 대저2동,부산광역시 강서구 강동동,부산광역시 강서구 명지1동,부산광역시 강서구 명지2동,부산광역시 강서구 가락동,부산광역시 강서구 녹산동,부산광역시 강서구 가덕도동
2020년04월_남_10~19세,"5,497",181,271,86,"1,629","2,073",38,"1,141",78
2020년04월_남_20~29세,"6,340",382,561,242,"1,794","1,273",124,"1,804",160
2020년04월_남_30~39세,"13,528",343,524,228,"5,706","2,441",113,"3,993",180
2020년04월_남_40~49세,"12,233",445,568,252,"3,970","3,362",145,"3,242",249
2020년04월_남_50~59세,"8,448",783,673,543,"1,944","1,682",287,"2,129",407
2020년04월_남_60~69세,"7,598",904,720,679,"1,636","1,152",328,"1,765",414
2020년04월_남_70~79세,"3,269",510,352,273,648,388,210,658,230
2020년04월_남_80~89세,859,148,114,91,142,92,52,155,65
2020년04월_남_90~99세,76,10,7,12,9,11,6,12,9
2020년04월_남_100세 이상,12,1,2,4,3,1,0,1,0
2020년04월_여_총인구수,"63,410","3,050","3,248","2,152","21,668","15,486","1,190","14,952","1,664"
2020년04월_여_연령구간인구수,"63,410","3,050","3,248","2,152","21,668","15,486","1,190","14,952","1,664"
2020년04월_여_0~9세,"9,440",91,253,49,"4,129","2,639",35,"2,188",56
2020년04월_여_10~19세,"5,260",130,217,71,"1,731","1,975",22,"1,043",71
2020년04월_여_20~29세,"5,521",262,292,159,"1,943","1,255",98,"1,399",113
2020년04월_여_30~39세,"12,959",235,383,140,"5,746","2,979",84,"3,273",119
2020년04월_여_40~49세,"9,556",295,364,152,"3,178","3,150",77,"2,179",161
2020년04월_여_50~59세,"8,004",531,508,470,"2,258","1,672",238,"1,978",349
2020년04월_여_60~69세,"7,262",727,598,568,"1,754","1,197",285,"1,722",411
2020년04월_여_70~79세,"3,320",493,356,322,588,409,205,735,212
2020년04월_여_80~89세,"1,704",238,221,173,273,177,122,366,134
2020년04월_여_90~99세,352,46,51,41,62,32,22,65,33
2020년04월_여_100세 이상,32,2,5,7,6,1,2,4,5
2020년05월_계_총인구수,"131,557","6,845","7,276","4,594","43,467","30,730","2,517","32,602","3,526"
2020년05월_계_연령구간인구수,"131,557","6,845","7,276","4,594","43,467","30,730","2,517","32,602","3,526"
2020년05월_계_0~9세,"19,397",184,518,94,"8,394","5,409",63,"4,618",117
2020년05월_계_10~19세,"10,799",304,485,154,"3,384","4,058",61,"2,208",145
2020년05월_계_20~29세,"11,890",654,849,390,"3,734","2,525",218,"3,244",276
2020년05월_계_30~39세,"26,427",577,903,364,"11,425","5,359",201,"7,294",304
2020년05월_계_40~49세,"21,895",728,932,397,"7,192","6,536",216,"5,489",405
2020년05월_계_50~59세,"16,510","1,311","1,166","1,015","4,201","3,368",523,"4,176",750
2020년05월_계_60~69세,"14,947","1,630","1,320","1,257","3,399","2,351",612,"3,544",834
2020년05월_계_70~79세,"6,626","1,005",707,593,"1,238",808,416,"1,414",445
2020년05월_계_80~89세,"2,590",392,334,266,418,273,175,531,201
2020년05월_계_90~99세,432,57,55,53,73,42,29,79,44
2020년05월_계_100세 이상,44,3,7,11,9,1,3,5,5
2020년05월_남_총인구수,"68,009","3,793","4,041","2,453","21,774","15,278","1,334","17,480","1,856"
2020년05월_남_연령구간인구수,"68,009","3,793","4,041","2,453","21,774","15,278","1,334","17,480","1,856"
2020년05월_남_0~9세,"9,975",93,269,46,"4,262","2,784",30,"2,429",62
2020년05월_남_10~19세,"5,510",178,268,86,"1,641","2,074",38,"1,150",75
2020년05월_남_20~29세,"6,369",388,556,239,"1,795","1,290",123,"1,813",165
2020년05월_남_30~39세,"13,518",340,524,222,"5,692","2,412",117,"4,030",181
2020년05월_남_40~49세,"12,276",440,565,249,"3,987","3,377",143,"3,269",246
2020년05월_남_50~59세,"8,480",779,665,546,"1,951","1,691",286,"2,162",400
2020년05월_남_60~69세,"7,630",902,718,683,"1,640","1,153",329,"1,784",421
2020년05월_남_70~79세,"3,291",512,353,275,649,390,209,672,231
2020년05월_남_80~89세,872,150,115,91,145,95,53,157,66
2020년05월_남_90~99세,76,10,6,12,9,11,6,13,9
2020년05월_남_100세 이상,12,1,2,4,3,1,0,1,0
2020년05월_여_총인구수,"63,548","3,052","3,235","2,141","21,693","15,452","1,183","15,122","1,670"
2020년05월_여_연령구간인구수,"63,548","3,052","3,235","2,141","21,693","15,452","1,183","15,122","1,670"
2020년05월_여_0~9세,"9,422",91,249,48,"4,132","2,625",33,"2,189",55
2020년05월_여_10~19세,"5,289",126,217,68,"1,743","1,984",23,"1,058",70
2020년05월_여_20~29세,"5,521",266,293,151,"1,939","1,235",95,"1,431",111
2020년05월_여_30~39세,"12,909",237,379,142,"5,733","2,947",84,"3,264",123
2020년05월_여_40~49세,"9,619",288,367,148,"3,205","3,159",73,"2,220",159
2020년05월_여_50~59세,"8,030",532,501,469,"2,250","1,677",237,"2,014",350
2020년05월_여_60~69세,"7,317",728,602,574,"1,759","1,198",283,"1,760",413
2020년05월_여_70~79세,"3,335",493,354,318,589,418,207,742,214
2020년05월_여_80~89세,"1,718",242,219,175,273,178,122,374,135
2020년05월_여_90~99세,356,47,49,41,64,31,23,66,35
2020년05월_여_100세 이상,32,2,5,7,6,0,3,4,5
2020년06월_계_총인구수,"131,779","6,842","7,262","4,577","43,529","30,780","2,507","32,735","3,547"
2020년06월_계_연령구간인구수,"131,779","6,842","7,262","4,577","43,529","30,780","2,507","32,735","3,547"
2020년06월_계_0~9세,"19,417",185,521,90,"8,439","5,397",61,"4,608",116
2020년06월_계_10~19세,"10,883",306,485,153,"3,407","4,081",64,"2,241",146
2020년06월_계_20~29세,"11,877",653,854,383,"3,697","2,543",210,"3,254",283
2020년06월_계_30~39세,"26,378",580,887,362,"11,413","5,332",205,"7,286",313
2020년06월_계_40~49세,"22,022",724,933,398,"7,251","6,564",211,"5,536",405
2020년06월_계_50~59세,"16,479","1,305","1,154","1,002","4,178","3,375",516,"4,198",751
2020년06월_계_60~69세,"15,042","1,631","1,331","1,270","3,402","2,364",614,"3,593",837
2020년06월_계_70~79세,"6,625","1,010",703,593,"1,241",805,419,"1,407",447
2020년06월_계_80~89세,"2,582",387,335,263,417,275,175,529,201
2020년06월_계_90~99세,431,58,52,52,76,43,29,78,43
2020년06월_계_100세 이상,43,3,7,11,8,1,3,5,5
2020년06월_남_총인구수,"68,116","3,788","4,023","2,440","21,816","15,306","1,333","17,539","1,871"
2020년06월_남_연령구간인구수,"68,116","3,788","4,023","2,440","21,816","15,306","1,333","17,539","1,871"
2020년06월_남_0~9세,"9,982",94,271,42,"4,281","2,787",29,"2,417",61
2020년06월_남_10~19세,"5,561",178,263,85,"1,664","2,079",41,"1,177",74
2020년06월_남_20~29세,"6,360",386,558,238,"1,779","1,298",120,"1,810",171
2020년06월_남_30~39세,"13,461",338,510,217,"5,665","2,403",119,"4,021",188
2020년06월_남_40~49세,"12,365",435,569,249,"4,039","3,384",141,"3,303",245
2020년06월_남_50~59세,"8,451",773,657,541,"1,933","1,700",282,"2,165",400
2020년06월_남_60~69세,"7,676",905,721,688,"1,643","1,156",331,"1,806",426
2020년06월_남_70~79세,"3,302",518,353,274,657,393,210,666,231
2020년06월_남_80~89세,869,150,113,90,143,93,54,160,66
2020년06월_남_90~99세,77,10,6,12,9,12,6,13,9
2020년06월_남_100세 이상,12,1,2,4,3,1,0,1,0
2020년06월_여_총인구수,"63,663","3,054","3,239","2,137","21,713","15,474","1,174","15,196","1,676"
2020년06월_여_연령구간인구수,"63,663","3,054","3,239","2,137","21,713","15,474","1,174","15,196","1,676"
2020년06월_여_0~9세,"9,435",91,250,48,"4,158","2,610",32,"2,191",55
2020년06월_여_10~19세,"5,322",128,222,68,"1,743","2,002",23,"1,064",72
2020년06월_여_20~29세,"5,517",267,296,145,"1,918","1,245",90,"1,444",112
2020년06월_여_30~39세,"12,917",242,377,145,"5,748","2,929",86,"3,265",125
2020년06월_여_40~49세,"9,657",289,364,149,"3,212","3,180",70,"2,233",160
2020년06월_여_50~59세,"8,028",532,497,461,"2,245","1,675",234,"2,033",351
2020년06월_여_60~69세,"7,366",726,610,582,"1,759","1,208",283,"1,787",411
2020년06월_여_70~79세,"3,323",492,350,319,584,412,209,741,216
2020년06월_여_80~89세,"1,713",237,222,173,274,182,121,369,135
2020년06월_여_90~99세,354,48,46,40,67,31,23,65,34
2020년06월_여_100세 이상,31,2,5,7,5,0,3,4,5
2020년07월_계_총인구수,"131,979","6,842","7,242","4,573","43,573","30,785","2,503","32,879","3,582"
2020년07월_계_연령구간인구수,"131,979","6,842","7,242","4,573","43,573","30,785","2,503","32,879","3,582"
2020년07월_계_0~9세,"19,392",188,514,91,"8,431","5,380",62,"4,608",118
2020년07월_계_10~19세,"10,949",305,488,150,"3,419","4,119",65,"2,257",146
2020년07월_계_20~29세,"11,868",655,853,385,"3,676","2,537",206,"3,263",293
2020년07월_계_30~39세,"26,310",580,889,364,"11,377","5,293",206,"7,292",309
2020년07월_계_40~49세,"22,183",716,930,393,"7,336","6,601",209,"5,583",415
2020년07월_계_50~59세,"16,473","1,311","1,143",999,"4,165","3,373",515,"4,215",752
2020년07월_계_60~69세,"15,094","1,631","1,329","1,274","3,410","2,360",615,"3,627",848
2020년07월_계_70~79세,"6,631","1,010",699,590,"1,247",801,418,"1,418",448
2020년07월_계_80~89세,"2,600",385,336,264,428,276,175,530,206
2020년07월_계_90~99세,435,58,54,52,75,44,29,81,42
2020년07월_계_100세 이상,44,3,7,11,9,1,3,5,5
2020년07월_남_총인구수,"68,208","3,786","4,016","2,435","21,819","15,304","1,327","17,631","1,890"
2020년07월_남_연령구간인구수,"68,208","3,786","4,016","2,435","21,819","15,304","1,327","17,631","1,890"
2020년07월_남_0~9세,"9,961",95,267,42,"4,263","2,779",29,"2,423",63
2020년07월_남_10~19세,"5,577",176,266,82,"1,661","2,093",43,"1,181",75
2020년07월_남_20~29세,"6,360",385,555,240,"1,773","1,297",116,"1,817",177
2020년07월_남_30~39세,"13,438",339,511,215,"5,653","2,392",120,"4,023",185
2020년07월_남_40~49세,"12,422",433,565,248,"4,068","3,387",139,"3,332",250
2020년07월_남_50~59세,"8,475",775,656,541,"1,941","1,705",282,"2,176",399
2020년07월_남_60~69세,"7,694",906,718,689,"1,640","1,151",327,"1,831",432
2020년07월_남_70~79세,"3,317",519,353,270,662,395,212,673,233
2020년07월_남_80~89세,876,147,117,93,146,92,53,161,67
2020년07월_남_90~99세,76,10,6,11,9,12,6,13,9
2020년07월_남_100세 이상,12,1,2,4,3,1,0,1,0
2020년07월_여_총인구수,"63,771","3,056","3,226","2,138","21,754","15,481","1,176","15,248","1,692"
2020년07월_여_연령구간인구수,"63,771","3,056","3,226","2,138","21,754","15,481","1,176","15,248","1,692"
2020년07월_여_0~9세,"9,431",93,247,49,"4,168","2,601",33,"2,185",55
2020년07월_여_10~19세,"5,372",129,222,68,"1,758","2,026",22,"1,076",71
2020년07월_여_20~29세,"5,508",270,298,145,"1,903","1,240",90,"1,446",116
2020년07월_여_30~39세,"12,872",241,378,149,"5,724","2,901",86,"3,269",124
2020년07월_여_40~49세,"9,761",283,365,145,"3,268","3,214",70,"2,251",165
2020년07월_여_50~59세,"7,998",536,487,458,"2,224","1,668",233,"2,039",353
2020년07월_여_60~69세,"7,400",725,611,585,"1,770","1,209",288,"1,796",416
2020년07월_여_70~79세,"3,314",491,346,320,585,406,206,745,215
2020년07월_여_80~89세,"1,724",238,219,171,282,184,122,369,139
2020년07월_여_90~99세,359,48,48,41,66,32,23,68,33
2020년07월_여_100세 이상,32,2,5,7,6,0,3,4,5
2020년08월_계_총인구수,"133,354","6,811","7,195","4,555","45,236","30,687","2,491","32,776","3,603"
2020년08월_계_연령구간인구수,"133,354","6,811","7,195","4,555","45,236","30,687","2,491","32,776","3,603"
2020년08월_계_0~9세,"19,629",184,503,91,"8,779","5,335",61,"4,559",117
2020년08월_계_10~19세,"11,141",299,481,150,"3,618","4,130",66,"2,252",145
2020년08월_계_20~29세,"11,939",661,849,376,"3,795","2,513",200,"3,254",291
2020년08월_계_30~39세,"26,631",571,885,362,"11,820","5,257",206,"7,220",310
2020년08월_계_40~49세,"22,518",715,916,388,"7,697","6,587",209,"5,588",418
2020년08월_계_50~59세,"16,525","1,290","1,137",984,"4,268","3,365",510,"4,221",750
2020년08월_계_60~69세,"15,207","1,635","1,333","1,278","3,473","2,368",612,"3,641",867
2020년08월_계_70~79세,"6,676","1,012",697,597,"1,268",812,416,"1,422",452
2020년08월_계_80~89세,"2,601",384,332,264,432,274,177,533,205
2020년08월_계_90~99세,443,57,55,54,77,45,31,81,43
2020년08월_계_100세 이상,44,3,7,11,9,1,3,5,5
2020년08월_남_총인구수,"68,912","3,768","4,000","2,419","22,660","15,259","1,322","17,581","1,903"
2020년08월_남_연령구간인구수,"68,912","3,768","4,000","2,419","22,660","15,259","1,322","17,581","1,903"
2020년08월_남_0~9세,"10,079",94,262,43,"4,427","2,765",28,"2,397",63
2020년08월_남_10~19세,"5,677",172,262,81,"1,768","2,092",44,"1,184",74
2020년08월_남_20~29세,"6,406",390,555,233,"1,838","1,285",115,"1,815",175
2020년08월_남_30~39세,"13,579",332,509,213,"5,863","2,370",121,"3,983",188
2020년08월_남_40~49세,"12,623",431,561,245,"4,274","3,388",139,"3,334",251
2020년08월_남_50~59세,"8,499",762,656,532,"1,993","1,702",276,"2,181",397
2020년08월_남_60~69세,"7,744",910,719,691,"1,669","1,150",327,"1,832",446
2020년08월_남_70~79세,"3,333",519,352,274,668,399,209,679,233
2020년08월_남_80~89세,881,147,116,92,147,94,56,162,67
2020년08월_남_90~99세,79,10,6,11,10,13,7,13,9
2020년08월_남_100세 이상,12,1,2,4,3,1,0,1,0
2020년08월_여_총인구수,"64,442","3,043","3,195","2,136","22,576","15,428","1,169","15,195","1,700"
2020년08월_여_연령구간인구수,"64,442","3,043","3,195","2,136","22,576","15,428","1,169","15,195","1,700"
2020년08월_여_0~9세,"9,550",90,241,48,"4,352","2,570",33,"2,162",54
2020년08월_여_10~19세,"5,464",127,219,69,"1,850","2,038",22,"1,068",71
2020년08월_여_20~29세,"5,533",271,294,143,"1,957","1,228",85,"1,439",116
2020년08월_여_30~39세,"13,052",239,376,149,"5,957","2,887",85,"3,237",122
2020년08월_여_40~49세,"9,895",284,355,143,"3,423","3,199",70,"2,254",167
2020년08월_여_50~59세,"8,026",528,481,452,"2,275","1,663",234,"2,040",353
2020년08월_여_60~69세,"7,463",725,614,587,"1,804","1,218",285,"1,809",421
2020년08월_여_70~79세,"3,343",493,345,323,600,413,207,743,219
2020년08월_여_80~89세,"1,720",237,216,172,285,180,121,371,138
2020년08월_여_90~99세,364,47,49,43,67,32,24,68,34
2020년08월_여_100세 이상,32,2,5,7,6,0,3,4,5
2020년09월_계_총인구수,"135,330","6,824","7,182","4,519","47,565","30,499","2,489","32,645","3,607"
2020년09월_계_연령구간인구수,"135,330","6,824","7,182","4,519","47,565","30,499","2,489","32,645","3,607"
2020년09월_계_0~9세,"19,959",184,505,89,"9,254","5,272",62,"4,478",115
2020년09월_계_10~19세,"11,330",302,482,146,"3,791","4,139",65,"2,261",144
2020년09월_계_20~29세,"12,115",660,837,366,"4,006","2,485",204,"3,268",289
2020년09월_계_30~39세,"27,059",584,880,359,"12,486","5,165",206,"7,064",315
2020년09월_계_40~49세,"22,882",715,916,377,"8,069","6,577",211,"5,603",414
2020년09월_계_50~59세,"16,692","1,279","1,118",975,"4,484","3,346",503,"4,238",749
2020년09월_계_60~69세,"15,447","1,643","1,351","1,280","3,622","2,379",614,"3,680",878
2020년09월_계_70~79세,"6,733","1,018",697,595,"1,317",813,411,"1,428",454
2020년09월_계_80~89세,"2,618",380,331,267,446,275,179,537,203
2020년09월_계_90~99세,450,56,58,53,81,47,31,83,41
2020년09월_계_100세 이상,45,3,7,12,9,1,3,5,5
2020년09월_남_총인구수,"69,941","3,772","4,001","2,400","23,860","15,154","1,327","17,524","1,903"
2020년09월_남_연령구간인구수,"69,941","3,772","4,001","2,400","23,860","15,154","1,327","17,524","1,903"
2020년09월_남_0~9세,"10,266",93,266,43,"4,687","2,729",29,"2,358",61
2020년09월_남_10~19세,"5,769",173,262,78,"1,855","2,097",43,"1,188",73
2020년09월_남_20~29세,"6,490",392,550,227,"1,949","1,264",118,"1,818",172
2020년09월_남_30~39세,"13,809",338,506,215,"6,208","2,322",120,"3,908",192
2020년09월_남_40~49세,"12,820",432,561,237,"4,463","3,388",140,"3,347",252
2020년09월_남_50~59세,"8,553",750,646,523,"2,092","1,687",276,"2,183",396
2020년09월_남_60~69세,"7,891",916,731,696,"1,755","1,158",327,"1,859",449
2020년09월_남_70~79세,"3,361",523,353,273,690,397,208,683,234
2020년09월_남_80~89세,892,145,117,93,149,98,59,166,65
2020년09월_남_90~99세,77,9,7,10,9,13,7,13,9
2020년09월_남_100세 이상,13,1,2,5,3,1,0,1,0
2020년09월_여_총인구수,"65,389","3,052","3,181","2,119","23,705","15,345","1,162","15,121","1,704"
2020년09월_여_연령구간인구수,"65,389","3,052","3,181","2,119","23,705","15,345","1,162","15,121","1,704"
2020년09월_여_0~9세,"9,693",91,239,46,"4,567","2,543",33,"2,120",54
2020년09월_여_10~19세,"5,561",129,220,68,"1,936","2,042",22,"1,073",71
2020년09월_여_20~29세,"5,625",268,287,139,"2,057","1,221",86,"1,450",117
2020년09월_여_30~39세,"13,250",246,374,144,"6,278","2,843",86,"3,156",123
2020년09월_여_40~49세,"10,062",283,355,140,"3,606","3,189",71,"2,256",162
2020년09월_여_50~59세,"8,139",529,472,452,"2,392","1,659",227,"2,055",353
2020년09월_여_60~69세,"7,556",727,620,584,"1,867","1,221",287,"1,821",429
2020년09월_여_70~79세,"3,372",495,344,322,627,416,203,745,220
2020년09월_여_80~89세,"1,726",235,214,174,297,177,120,371,138
2020년09월_여_90~99세,373,47,51,43,72,34,24,70,32
2020년09월_여_100세 이상,32,2,5,7,6,0,3,4,5
2020년10월_계_총인구수,"136,485","6,830","7,199","4,500","48,860","30,402","2,486","32,628","3,580"
2020년10월_계_연령구간인구수,"136,485","6,830","7,199","4,500","48,860","30,402","2,486","32,628","3,580"
2020년10월_계_0~9세,"20,074",181,514,91,"9,487","5,192",65,"4,434",110
2020년10월_계_10~19세,"11,479",300,476,147,"3,918","4,165",66,"2,268",139
2020년10월_계_20~29세,"12,174",664,839,356,"4,100","2,485",200,"3,246",284
2020년10월_계_30~39세,"27,261",584,895,360,"12,807","5,063",204,"7,033",315
2020년10월_계_40~49세,"23,199",721,907,374,"8,323","6,614",213,"5,636",411
2020년10월_계_50~59세,"16,817","1,283","1,120",955,"4,627","3,345",500,"4,247",740
2020년10월_계_60~69세,"15,565","1,645","1,347","1,275","3,724","2,396",615,"3,688",875
2020년10월_계_70~79세,"6,789","1,014",703,609,"1,330",819,409,"1,446",459
2020년10월_계_80~89세,"2,637",378,334,268,455,278,180,541,203
2020년10월_계_90~99세,445,57,57,53,80,44,31,84,39
2020년10월_계_100세 이상,45,3,7,12,9,1,3,5,5
2020년10월_남_총인구수,"70,513","3,767","4,010","2,390","24,503","15,115","1,326","17,518","1,884"
2020년10월_남_연령구간인구수,"70,513","3,767","4,010","2,390","24,503","15,115","1,326","17,518","1,884"
2020년10월_남_0~9세,"10,303",90,276,44,"4,790","2,682",31,"2,333",57
2020년10월_남_10~19세,"5,851",173,256,78,"1,919","2,112",44,"1,198",71
2020년10월_남_20~29세,"6,533",397,544,225,"2,003","1,269",116,"1,812",167
2020년10월_남_30~39세,"13,896",334,520,212,"6,355","2,285",119,"3,876",195
2020년10월_남_40~49세,"12,987",437,553,232,"4,608","3,394",140,"3,373",250
2020년10월_남_50~59세,"8,614",751,644,513,"2,160","1,693",276,"2,189",388
2020년10월_남_60~69세,"7,947",909,732,697,"1,810","1,164",327,"1,863",445
2020년10월_남_70~79세,"3,392",523,358,281,692,401,207,693,237
2020년10월_남_80~89세,900,142,118,93,154,101,59,167,66
2020년10월_남_90~99세,77,10,7,10,9,13,7,13,8
2020년10월_남_100세 이상,13,1,2,5,3,1,0,1,0
2020년10월_여_총인구수,"65,972","3,063","3,189","2,110","24,357","15,287","1,160","15,110","1,696"
2020년10월_여_연령구간인구수,"65,972","3,063","3,189","2,110","24,357","15,287","1,160","15,110","1,696"
2020년10월_여_0~9세,"9,771",91,238,47,"4,697","2,510",34,"2,101",53
2020년10월_여_10~19세,"5,628",127,220,69,"1,999","2,053",22,"1,070",68
2020년10월_여_20~29세,"5,641",267,295,131,"2,097","1,216",84,"1,434",117
2020년10월_여_30~39세,"13,365",250,375,148,"6,452","2,778",85,"3,157",120
2020년10월_여_40~49세,"10,212",284,354,142,"3,715","3,220",73,"2,263",161
2020년10월_여_50~59세,"8,203",532,476,442,"2,467","1,652",224,"2,058",352
2020년10월_여_60~69세,"7,618",736,615,578,"1,914","1,232",288,"1,825",430
2020년10월_여_70~79세,"3,397",491,345,328,638,418,202,753,222
2020년10월_여_80~89세,"1,737",236,216,175,301,177,121,374,137
2020년10월_여_90~99세,368,47,50,43,71,31,24,71,31
2020년10월_여_100세 이상,32,2,5,7,6,0,3,4,5
2020년11월_계_총인구수,"137,229","6,850","7,181","4,503","49,515","30,400","2,482","32,652","3,646"
2020년11월_계_연령구간인구수,"137,229","6,850","7,181","4,503","49,515","30,400","2,482","32,652","3,646"
2020년11월_계_0~9세,"20,113",178,517,85,"9,594","5,163",61,"4,407",108
2020년11월_계_10~19세,"11,607",303,473,144,"4,006","4,186",69,"2,282",144
2020년11월_계_20~29세,"12,254",669,835,350,"4,147","2,504",195,"3,260",294
2020년11월_계_30~39세,"27,263",591,883,360,"12,900","5,026",203,"6,980",320
2020년11월_계_40~49세,"23,412",715,891,373,"8,512","6,627",215,"5,662",417
2020년11월_계_50~59세,"16,892","1,282","1,118",947,"4,692","3,355",492,"4,247",759
2020년11월_계_60~69세,"15,737","1,658","1,359","1,298","3,777","2,389",624,"3,735",897
2020년11월_계_70~79세,"6,820","1,019",707,609,"1,340",828,408,"1,451",458
2020년11월_계_80~89세,"2,644",375,336,270,460,277,181,540,205
2020년11월_계_90~99세,441,57,56,53,78,44,31,83,39
2020년11월_계_100세 이상,46,3,6,14,9,1,3,5,5
2020년11월_남_총인구수,"70,896","3,782","4,007","2,393","24,833","15,110","1,325","17,531","1,915"
2020년11월_남_연령구간인구수,"70,896","3,782","4,007","2,393","24,833","15,110","1,325","17,531","1,915"
2020년11월_남_0~9세,"10,344",88,277,44,"4,852","2,671",30,"2,326",56
2020년11월_남_10~19세,"5,900",177,256,74,"1,957","2,119",45,"1,201",71
2020년11월_남_20~29세,"6,583",401,546,223,"2,019","1,280",117,"1,822",175
2020년11월_남_30~39세,"13,888",338,512,215,"6,399","2,263",118,"3,847",196
2020년11월_남_40~49세,"13,086",433,544,231,"4,705","3,399",142,"3,377",255
