카테고리,경상북도 청송군,경상북도 청송군 청송읍,경상북도 청송군 주왕산면,경상북도 청송군 부남면,경상북도 청송군 현동면,경상북도 청송군 현서면,경상북도 청송군 안덕면,경상북도 청송군 파천면,경상북도 청송군 진보면
2020년04월_계_연령구간인구수,"25,291","5,281","1,881","2,503","2,093","2,542","2,628","1,805","6,558"
2020년04월_계_0~9세,"1,014",301,46,69,77,62,79,58,322
2020년04월_계_10~19세,"1,264",362,62,100,99,100,93,48,400
2020년04월_계_20~29세,"1,810",502,105,134,141,132,125,104,567
2020년04월_계_30~39세,"1,772",500,128,111,113,127,116,111,566
2020년04월_계_40~49세,"2,468",637,153,167,201,204,208,137,761
2020년04월_계_50~59세,"4,829","1,019",377,511,418,500,503,295,"1,206"
2020년04월_계_60~69세,"5,342",890,453,623,432,673,616,422,"1,233"
2020년04월_계_70~79세,"4,039",637,346,464,348,445,518,339,942
2020년04월_계_80~89세,"2,425",377,192,284,237,261,316,246,512
2020년04월_계_90~99세,307,47,19,37,25,37,53,43,46
2020년04월_계_100세 이상,21,9,0,3,2,1,1,2,3
2020년04월_남_총인구수,"12,636","2,629",929,"1,229","1,058","1,257","1,255",892,"3,387"
2020년04월_남_연령구간인구수,"12,636","2,629",929,"1,229","1,058","1,257","1,255",892,"3,387"
2020년04월_남_0~9세,528,164,24,35,38,38,42,28,159
2020년04월_남_10~19세,678,180,38,56,55,52,54,21,222
2020년04월_남_20~29세,"1,080",293,58,81,87,70,74,61,356
2020년04월_남_30~39세,"1,047",269,82,70,70,76,65,74,341
2020년04월_남_40~49세,"1,415",348,96,86,125,116,118,84,442
2020년04월_남_50~59세,"2,526",536,189,264,220,246,250,163,658
2020년04월_남_60~69세,"2,674",436,235,304,222,333,318,229,597
2020년04월_남_70~79세,"1,759",270,145,206,146,210,213,150,419
2020년04월_남_80~89세,860,125,59,116,90,107,109,72,182
2020년04월_남_90~99세,64,6,3,10,5,9,12,9,10
2020년04월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년04월_여_총인구수,"12,655","2,652",952,"1,274","1,035","1,285","1,373",913,"3,171"
2020년04월_여_연령구간인구수,"12,655","2,652",952,"1,274","1,035","1,285","1,373",913,"3,171"
2020년04월_여_0~9세,486,137,22,34,39,24,37,30,163
2020년04월_여_10~19세,586,182,24,44,44,48,39,27,178
2020년04월_여_20~29세,730,209,47,53,54,62,51,43,211
2020년04월_여_30~39세,725,231,46,41,43,51,51,37,225
2020년04월_여_40~49세,"1,053",289,57,81,76,88,90,53,319
2020년04월_여_50~59세,"2,303",483,188,247,198,254,253,132,548
2020년04월_여_60~69세,"2,668",454,218,319,210,340,298,193,636
2020년04월_여_70~79세,"2,280",367,201,258,202,235,305,189,523
2020년04월_여_80~89세,"1,565",252,133,168,147,154,207,174,330
2020년04월_여_90~99세,243,41,16,27,20,28,41,34,36
2020년04월_여_100세 이상,16,7,0,2,2,1,1,1,2
2020년05월_계_총인구수,"25,264","5,267","1,872","2,510","2,095","2,542","2,623","1,805","6,550"
2020년05월_계_연령구간인구수,"25,264","5,267","1,872","2,510","2,095","2,542","2,623","1,805","6,550"
2020년05월_계_0~9세,"1,005",296,46,69,78,63,78,54,321
2020년05월_계_10~19세,"1,267",364,62,98,102,99,93,49,400
2020년05월_계_20~29세,"1,789",491,102,137,138,132,123,103,563
2020년05월_계_30~39세,"1,769",500,126,114,112,127,118,111,561
2020년05월_계_40~49세,"2,465",631,155,166,204,204,206,135,764
2020년05월_계_50~59세,"4,808","1,018",368,513,415,496,498,293,"1,207"
2020년05월_계_60~69세,"5,364",895,456,626,433,670,621,427,"1,236"
2020년05월_계_70~79세,"4,043",632,345,466,349,449,520,342,940
2020년05월_계_80~89세,"2,430",385,193,282,237,264,315,245,509
2020년05월_계_90~99세,303,46,19,36,25,37,50,44,46
2020년05월_계_100세 이상,21,9,0,3,2,1,1,2,3
2020년05월_남_총인구수,"12,631","2,624",927,"1,237","1,060","1,259","1,252",892,"3,380"
2020년05월_남_연령구간인구수,"12,631","2,624",927,"1,237","1,060","1,259","1,252",892,"3,380"
2020년05월_남_0~9세,525,160,23,36,40,38,41,27,160
2020년05월_남_10~19세,676,181,38,55,55,52,54,20,221
2020년05월_남_20~29세,"1,080",291,57,84,85,70,72,61,360
2020년05월_남_30~39세,"1,044",268,82,70,70,77,65,74,338
2020년05월_남_40~49세,"1,418",345,99,89,126,117,116,84,442
2020년05월_남_50~59세,"2,520",538,184,265,220,245,249,161,658
2020년05월_남_60~69세,"2,681",437,237,305,220,335,319,233,595
2020년05월_남_70~79세,"1,760",269,145,208,148,208,214,151,417
2020년05월_남_80~89세,857,127,59,115,90,108,110,71,177
2020년05월_남_90~99세,65,6,3,9,6,9,12,9,11
2020년05월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년05월_여_총인구수,"12,633","2,643",945,"1,273","1,035","1,283","1,371",913,"3,170"
2020년05월_여_연령구간인구수,"12,633","2,643",945,"1,273","1,035","1,283","1,371",913,"3,170"
2020년05월_여_0~9세,480,136,23,33,38,25,37,27,161
2020년05월_여_10~19세,591,183,24,43,47,47,39,29,179
2020년05월_여_20~29세,709,200,45,53,53,62,51,42,203
2020년05월_여_30~39세,725,232,44,44,42,50,53,37,223
2020년05월_여_40~49세,"1,047",286,56,77,78,87,90,51,322
2020년05월_여_50~59세,"2,288",480,184,248,195,251,249,132,549
2020년05월_여_60~69세,"2,683",458,219,321,213,335,302,194,641
2020년05월_여_70~79세,"2,283",363,200,258,201,241,306,191,523
2020년05월_여_80~89세,"1,573",258,134,167,147,156,205,174,332
2020년05월_여_90~99세,238,40,16,27,19,28,38,35,35
2020년05월_여_100세 이상,16,7,0,2,2,1,1,1,2
2020년06월_계_총인구수,"25,228","5,236","1,877","2,505","2,094","2,542","2,618","1,807","6,549"
2020년06월_계_연령구간인구수,"25,228","5,236","1,877","2,505","2,094","2,542","2,618","1,807","6,549"
2020년06월_계_0~9세,"1,007",295,47,69,78,64,77,51,326
2020년06월_계_10~19세,"1,264",366,62,98,104,100,92,51,391
2020년06월_계_20~29세,"1,766",479,104,134,134,132,124,98,561
2020년06월_계_30~39세,"1,760",490,125,112,110,129,117,108,569
2020년06월_계_40~49세,"2,456",631,154,160,209,204,204,138,756
2020년06월_계_50~59세,"4,779","1,002",368,510,414,493,497,290,"1,205"
2020년06월_계_60~69세,"5,389",904,462,631,432,668,623,435,"1,234"
2020년06월_계_70~79세,"4,055",633,343,469,350,452,516,343,949
2020년06월_계_80~89세,"2,424",381,193,284,235,261,316,246,508
2020년06월_계_90~99세,307,46,19,35,26,38,51,45,47
2020년06월_계_100세 이상,21,9,0,3,2,1,1,2,3
2020년06월_남_총인구수,"12,616","2,610",929,"1,232","1,055","1,259","1,254",895,"3,382"
2020년06월_남_연령구간인구수,"12,616","2,610",929,"1,232","1,055","1,259","1,254",895,"3,382"
2020년06월_남_0~9세,526,159,23,35,40,39,40,25,165
2020년06월_남_10~19세,671,182,38,55,56,53,53,20,214
2020년06월_남_20~29세,"1,071",285,58,82,83,68,74,59,362
2020년06월_남_30~39세,"1,039",261,82,68,68,78,66,74,342
2020년06월_남_40~49세,"1,411",348,97,85,128,116,117,84,436
2020년06월_남_50~59세,"2,521",530,186,264,218,247,252,161,663
2020년06월_남_60~69세,"2,687",443,239,307,219,331,316,238,594
2020년06월_남_70~79세,"1,766",269,144,210,148,209,214,153,419
2020년06월_남_80~89세,854,125,59,117,88,109,110,71,175
2020년06월_남_90~99세,65,6,3,8,7,9,12,9,11
2020년06월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년06월_여_총인구수,"12,612","2,626",948,"1,273","1,039","1,283","1,364",912,"3,167"
2020년06월_여_연령구간인구수,"12,612","2,626",948,"1,273","1,039","1,283","1,364",912,"3,167"
2020년06월_여_0~9세,481,136,24,34,38,25,37,26,161
2020년06월_여_10~19세,593,184,24,43,48,47,39,31,177
2020년06월_여_20~29세,695,194,46,52,51,64,50,39,199
2020년06월_여_30~39세,721,229,43,44,42,51,51,34,227
2020년06월_여_40~49세,"1,045",283,57,75,81,88,87,54,320
2020년06월_여_50~59세,"2,258",472,182,246,196,246,245,129,542
2020년06월_여_60~69세,"2,702",461,223,324,213,337,307,197,640
2020년06월_여_70~79세,"2,289",364,199,259,202,243,302,190,530
2020년06월_여_80~89세,"1,570",256,134,167,147,152,206,175,333
2020년06월_여_90~99세,242,40,16,27,19,29,39,36,36
2020년06월_여_100세 이상,16,7,0,2,2,1,1,1,2
2020년07월_계_총인구수,"25,161","5,226","1,874","2,509","2,091","2,534","2,608","1,801","6,518"
2020년07월_계_연령구간인구수,"25,161","5,226","1,874","2,509","2,091","2,534","2,608","1,801","6,518"
2020년07월_계_0~9세,"1,003",297,49,68,78,63,76,51,321
2020년07월_계_10~19세,"1,252",364,60,97,103,101,93,50,384
2020년07월_계_20~29세,"1,755",478,103,135,135,128,121,97,558
2020년07월_계_30~39세,"1,747",483,127,114,109,125,114,108,567
2020년07월_계_40~49세,"2,429",630,152,161,206,207,202,134,737
2020년07월_계_50~59세,"4,772","1,006",366,506,416,490,493,291,"1,204"
2020년07월_계_60~69세,"5,394",897,463,634,430,670,624,437,"1,239"
2020년07월_계_70~79세,"4,059",634,342,475,349,451,517,341,950
2020년07월_계_80~89세,"2,427",381,192,284,236,263,317,247,507
2020년07월_계_90~99세,302,47,20,32,27,35,50,43,48
2020년07월_계_100세 이상,21,9,0,3,2,1,1,2,3
2020년07월_남_총인구수,"12,580","2,605",930,"1,233","1,050","1,258","1,245",895,"3,364"
2020년07월_남_연령구간인구수,"12,580","2,605",930,"1,233","1,050","1,258","1,245",895,"3,364"
2020년07월_남_0~9세,522,161,24,34,40,38,39,25,161
2020년07월_남_10~19세,667,181,38,55,55,54,54,19,211
2020년07월_남_20~29세,"1,062",284,57,82,85,67,70,60,357
2020년07월_남_30~39세,"1,031",262,83,69,66,76,64,75,336
2020년07월_남_40~49세,"1,404",346,97,86,125,119,116,82,433
2020년07월_남_50~59세,"2,517",528,183,265,219,249,251,161,661
2020년07월_남_60~69세,"2,687",439,241,306,217,333,315,239,597
2020년07월_남_70~79세,"1,766",268,146,211,147,207,214,152,421
2020년07월_남_80~89세,856,127,58,118,89,108,110,72,174
2020년07월_남_90~99세,63,7,3,6,7,7,12,9,12
2020년07월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년07월_여_총인구수,"12,581","2,621",944,"1,276","1,041","1,276","1,363",906,"3,154"
2020년07월_여_연령구간인구수,"12,581","2,621",944,"1,276","1,041","1,276","1,363",906,"3,154"
2020년07월_여_0~9세,481,136,25,34,38,25,37,26,160
2020년07월_여_10~19세,585,183,22,42,48,47,39,31,173
2020년07월_여_20~29세,693,194,46,53,50,61,51,37,201
2020년07월_여_30~39세,716,221,44,45,43,49,50,33,231
2020년07월_여_40~49세,"1,025",284,55,75,81,88,86,52,304
2020년07월_여_50~59세,"2,255",478,183,241,197,241,242,130,543
2020년07월_여_60~69세,"2,707",458,222,328,213,337,309,198,642
2020년07월_여_70~79세,"2,293",366,196,264,202,244,303,189,529
2020년07월_여_80~89세,"1,571",254,134,166,147,155,207,175,333
2020년07월_여_90~99세,239,40,17,26,20,28,38,34,36
2020년07월_여_100세 이상,16,7,0,2,2,1,1,1,2
2020년08월_계_총인구수,"25,122","5,228","1,868","2,502","2,090","2,524","2,607","1,794","6,509"
2020년08월_계_연령구간인구수,"25,122","5,228","1,868","2,502","2,090","2,524","2,607","1,794","6,509"
2020년08월_계_0~9세,994,293,50,67,78,61,77,50,318
2020년08월_계_10~19세,"1,243",363,58,93,101,102,92,53,381
2020년08월_계_20~29세,"1,743",480,98,135,137,126,122,93,552
2020년08월_계_30~39세,"1,727",477,129,113,108,125,114,107,554
2020년08월_계_40~49세,"2,422",628,151,158,204,201,199,133,748
2020년08월_계_50~59세,"4,766","1,013",366,502,414,485,492,288,"1,206"
2020년08월_계_60~69세,"5,415",901,463,636,433,672,623,438,"1,249"
2020년08월_계_70~79세,"4,066",635,340,480,351,454,521,341,944
2020년08월_계_80~89세,"2,425",381,191,284,235,263,316,248,507
2020년08월_계_90~99세,300,48,22,32,27,34,49,41,47
2020년08월_계_100세 이상,21,9,0,2,2,1,2,2,3
2020년08월_남_총인구수,"12,558","2,608",927,"1,230","1,051","1,249","1,245",892,"3,356"
2020년08월_남_연령구간인구수,"12,558","2,608",927,"1,230","1,051","1,249","1,245",892,"3,356"
2020년08월_남_0~9세,514,158,24,34,41,36,39,24,158
2020년08월_남_10~19세,661,180,37,54,52,55,53,21,209
2020년08월_남_20~29세,"1,059",288,56,80,87,65,72,59,352
2020년08월_남_30~39세,"1,017",259,84,68,66,76,64,73,327
2020년08월_남_40~49세,"1,402",344,97,84,123,117,114,82,441
2020년08월_남_50~59세,"2,515",531,183,266,219,246,251,159,660
2020년08월_남_60~69세,"2,700",443,241,308,219,331,313,241,604
2020년08월_남_70~79세,"1,770",269,145,213,149,209,218,151,416
2020년08월_남_80~89세,853,127,56,116,88,107,110,73,176
2020년08월_남_90~99세,62,7,4,6,7,7,11,8,12
2020년08월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년08월_여_총인구수,"12,564","2,620",941,"1,272","1,039","1,275","1,362",902,"3,153"
2020년08월_여_연령구간인구수,"12,564","2,620",941,"1,272","1,039","1,275","1,362",902,"3,153"
2020년08월_여_0~9세,480,135,26,33,37,25,38,26,160
2020년08월_여_10~19세,582,183,21,39,49,47,39,32,172
2020년08월_여_20~29세,684,192,42,55,50,61,50,34,200
2020년08월_여_30~39세,710,218,45,45,42,49,50,34,227
2020년08월_여_40~49세,"1,020",284,54,74,81,84,85,51,307
2020년08월_여_50~59세,"2,251",482,183,236,195,239,241,129,546
2020년08월_여_60~69세,"2,715",458,222,328,214,341,310,197,645
2020년08월_여_70~79세,"2,296",366,195,267,202,245,303,190,528
2020년08월_여_80~89세,"1,572",254,135,168,147,156,206,175,331
2020년08월_여_90~99세,238,41,18,26,20,27,38,33,35
2020년08월_여_100세 이상,16,7,0,1,2,1,2,1,2
2020년09월_계_총인구수,"25,080","5,210","1,864","2,501","2,091","2,521","2,608","1,790","6,495"
2020년09월_계_연령구간인구수,"25,080","5,210","1,864","2,501","2,091","2,521","2,608","1,790","6,495"
2020년09월_계_0~9세,982,291,50,67,76,59,75,48,316
2020년09월_계_10~19세,"1,238",358,58,90,101,102,95,52,382
2020년09월_계_20~29세,"1,718",471,93,136,135,125,119,96,543
2020년09월_계_30~39세,"1,722",480,128,113,108,124,114,103,552
2020년09월_계_40~49세,"2,404",620,149,157,204,197,202,132,743
2020년09월_계_50~59세,"4,757","1,016",368,502,411,481,488,289,"1,202"
2020년09월_계_60~69세,"5,441",899,464,641,437,680,625,438,"1,257"
2020년09월_계_70~79세,"4,056",628,338,478,353,453,524,339,943
2020년09월_계_80~89세,"2,441",389,196,283,236,265,316,249,507
2020년09월_계_90~99세,300,49,20,32,28,34,48,42,47
2020년09월_계_100세 이상,21,9,0,2,2,1,2,2,3
2020년09월_남_총인구수,"12,523","2,602",924,"1,228","1,048","1,248","1,243",888,"3,342"
2020년09월_남_연령구간인구수,"12,523","2,602",924,"1,228","1,048","1,248","1,243",888,"3,342"
2020년09월_남_0~9세,506,160,24,34,39,34,37,22,156
2020년09월_남_10~19세,659,178,37,54,52,56,54,21,207
2020년09월_남_20~29세,"1,035",279,53,76,85,65,72,60,345
2020년09월_남_30~39세,"1,015",263,83,67,65,74,64,71,328
2020년09월_남_40~49세,"1,394",341,98,84,122,116,114,79,440
2020년09월_남_50~59세,"2,506",534,182,267,220,245,248,160,650
2020년09월_남_60~69세,"2,713",441,242,309,219,336,315,240,611
2020년09월_남_70~79세,"1,767",264,146,213,151,207,218,153,415
2020년09월_남_80~89세,861,133,56,117,87,108,110,73,177
2020년09월_남_90~99세,62,7,3,6,8,7,11,8,12
2020년09월_남_100세 이상,5,2,0,1,0,0,0,1,1
2020년09월_여_총인구수,"12,557","2,608",940,"1,273","1,043","1,273","1,365",902,"3,153"
2020년09월_여_연령구간인구수,"12,557","2,608",940,"1,273","1,043","1,273","1,365",902,"3,153"
2020년09월_여_0~9세,476,131,26,33,37,25,38,26,160
2020년09월_여_10~19세,579,180,21,36,49,46,41,31,175
2020년09월_여_20~29세,683,192,40,60,50,60,47,36,198
2020년09월_여_30~39세,707,217,45,46,43,50,50,32,224
2020년09월_여_40~49세,"1,010",279,51,73,82,81,88,53,303
2020년09월_여_50~59세,"2,251",482,186,235,191,236,240,129,552
2020년09월_여_60~69세,"2,728",458,222,332,218,344,310,198,646
2020년09월_여_70~79세,"2,289",364,192,265,202,246,306,186,528
2020년09월_여_80~89세,"1,580",256,140,166,149,157,206,176,330
2020년09월_여_90~99세,238,42,17,26,20,27,37,34,35
2020년09월_여_100세 이상,16,7,0,1,2,1,2,1,2
2020년10월_계_총인구수,"25,110","5,204","1,864","2,503","2,095","2,536","2,620","1,789","6,499"
2020년10월_계_연령구간인구수,"25,110","5,204","1,864","2,503","2,095","2,536","2,620","1,789","6,499"
2020년10월_계_0~9세,982,288,50,66,77,61,76,48,316
2020년10월_계_10~19세,"1,233",361,59,90,96,101,96,48,382
2020년10월_계_20~29세,"1,722",467,92,135,141,125,118,99,545
2020년10월_계_30~39세,"1,716",480,126,115,107,129,113,103,543
2020년10월_계_40~49세,"2,400",617,148,157,205,196,201,132,744
2020년10월_계_50~59세,"4,733","1,000",364,502,411,478,494,285,"1,199"
2020년10월_계_60~69세,"5,486",913,472,642,436,687,629,439,"1,268"
2020년10월_계_70~79세,"4,064",629,337,481,357,455,523,340,942
2020년10월_계_80~89세,"2,450",391,197,281,235,269,318,250,509
2020년10월_계_90~99세,302,49,19,32,28,34,50,43,47
2020년10월_계_100세 이상,22,9,0,2,2,1,2,2,4
2020년10월_남_총인구수,"12,541","2,599",925,"1,225","1,050","1,255","1,251",887,"3,349"
2020년10월_남_연령구간인구수,"12,541","2,599",925,"1,225","1,050","1,255","1,251",887,"3,349"
2020년10월_남_0~9세,504,159,23,34,39,34,38,21,156
2020년10월_남_10~19세,659,180,39,52,51,56,55,20,206
2020년10월_남_20~29세,"1,041",276,52,76,86,66,72,61,352
2020년10월_남_30~39세,"1,008",264,82,68,62,78,63,72,319
2020년10월_남_40~49세,"1,391",338,97,84,123,115,114,80,440
2020년10월_남_50~59세,"2,501",528,181,265,224,242,251,157,653
2020년10월_남_60~69세,"2,739",449,245,310,218,342,318,240,617
2020년10월_남_70~79세,"1,768",264,146,215,152,208,218,152,413
2020년10월_남_80~89세,863,133,57,114,87,107,111,75,179
2020년10월_남_90~99세,61,6,3,6,8,7,11,8,12
2020년10월_남_100세 이상,6,2,0,1,0,0,0,1,2
2020년10월_여_총인구수,"12,569","2,605",939,"1,278","1,045","1,281","1,369",902,"3,150"
2020년10월_여_연령구간인구수,"12,569","2,605",939,"1,278","1,045","1,281","1,369",902,"3,150"
2020년10월_여_0~9세,478,129,27,32,38,27,38,27,160
2020년10월_여_10~19세,574,181,20,38,45,45,41,28,176
