카테고리,서울특별시 금천구,서울특별시 금천구 가산동,서울특별시 금천구 독산제1동,서울특별시 금천구 독산제2동,서울특별시 금천구 독산제3동,서울특별시 금천구 독산제4동,서울특별시 금천구 시흥제1동,서울특별시 금천구 시흥제2동,서울특별시 금천구 시흥제3동,서울특별시 금천구 시흥제4동,서울특별시 금천구 시흥제5동
2020년03월_여_10~19세,"7,594",362,"1,192",613,743,522,"1,107","1,119",382,806,748
2020년03월_여_20~29세,"17,810","2,826","3,648","1,315","1,947","1,170","2,428","1,235",693,"1,330","1,218"
2020년03월_여_30~39세,"15,876","1,872","3,751","1,175","1,562",922,"2,249","1,317",672,"1,270","1,086"
2020년03월_여_40~49세,"16,210","1,019","2,842","1,362","1,694","1,142","2,527","1,864",777,"1,542","1,441"
2020년03월_여_50~59세,"20,433","1,252","3,061","1,947","2,483","1,640","3,065","2,019","1,070","2,068","1,828"
2020년03월_여_60~69세,"16,227","1,022","2,284","1,457","1,941","1,227","2,425","1,610",969,"1,680","1,612"
2020년03월_여_70~79세,"9,412",559,"1,383",784,"1,039",665,"1,486",962,532,933,"1,069"
2020년03월_여_80~89세,"3,712",205,510,292,404,233,584,406,206,374,498
2020년03월_여_90~99세,608,34,85,53,79,40,98,73,40,45,61
2020년03월_여_100세 이상,113,6,13,11,15,11,16,17,3,9,12
2020년04월_계_총인구수,"232,396","21,436","42,297","19,249","24,994","15,816","33,949","22,237","11,275","21,147","19,996"
2020년04월_계_연령구간인구수,"232,396","21,436","42,297","19,249","24,994","15,816","33,949","22,237","11,275","21,147","19,996"
2020년04월_계_0~9세,"13,319",740,"3,320",967,"1,123",674,"2,022","1,667",591,"1,210","1,005"
2020년04월_계_10~19세,"15,373",739,"2,363","1,301","1,474","1,040","2,389","2,216",759,"1,587","1,505"
2020년04월_계_20~29세,"36,555","5,578","7,448","2,839","3,917","2,347","4,945","2,580","1,482","2,814","2,605"
2020년04월_계_30~39세,"35,505","4,948","8,543","2,529","3,499","2,012","4,859","2,594","1,474","2,679","2,368"
2020년04월_계_40~49세,"33,810","2,682","6,237","2,733","3,490","2,262","5,146","3,599","1,602","3,076","2,983"
2020년04월_계_50~59세,"40,962","2,951","6,208","3,919","4,949","3,335","6,030","3,852","2,062","4,010","3,646"
2020년04월_계_60~69세,"32,020","2,267","4,658","2,899","3,769","2,408","4,664","3,140","1,873","3,293","3,049"
2020년04월_계_70~79세,"17,681","1,116","2,505","1,509","1,963","1,279","2,781","1,786","1,028","1,783","1,931"
2020년04월_계_80~89세,"6,194",360,895,470,685,393,949,668,353,614,807
2020년04월_계_90~99세,807,46,104,67,104,51,142,99,47,67,80
2020년04월_계_100세 이상,170,9,16,16,21,15,22,36,4,14,17
2020년04월_남_총인구수,"117,935","11,870","21,879","9,767","12,600","7,946","17,001","10,803","5,638","10,499","9,932"
2020년04월_남_연령구간인구수,"117,935","11,870","21,879","9,767","12,600","7,946","17,001","10,803","5,638","10,499","9,932"
2020년04월_남_0~9세,"6,807",366,"1,721",484,602,362,"1,022",839,297,597,517
2020년04월_남_10~19세,"7,796",374,"1,171",692,735,514,"1,288","1,096",376,798,752
2020년04월_남_20~29세,"18,706","2,714","3,785","1,518","1,977","1,179","2,524","1,350",788,"1,483","1,388"
2020년04월_남_30~39세,"19,686","3,078","4,791","1,363","1,934","1,098","2,622","1,275",808,"1,429","1,288"
2020년04월_남_40~49세,"17,640","1,660","3,385","1,379","1,811","1,129","2,630","1,754",831,"1,532","1,529"
2020년04월_남_50~59세,"20,625","1,721","3,143","1,980","2,485","1,702","2,974","1,837",992,"1,953","1,838"
2020년04월_남_60~69세,"15,720","1,236","2,360","1,428","1,824","1,178","2,238","1,532",899,"1,596","1,429"
2020년04월_남_70~79세,"8,253",556,"1,124",725,924,613,"1,293",814,495,845,864
2020년04월_남_80~89세,"2,446",152,373,176,277,157,361,263,144,239,304
2020년04월_남_90~99세,200,10,23,17,25,10,43,24,8,22,18
2020년04월_남_100세 이상,56,3,3,5,6,4,6,19,0,5,5
2020년04월_여_총인구수,"114,461","9,566","20,418","9,482","12,394","7,870","16,948","11,434","5,637","10,648","10,064"
2020년04월_여_연령구간인구수,"114,461","9,566","20,418","9,482","12,394","7,870","16,948","11,434","5,637","10,648","10,064"
2020년04월_여_0~9세,"6,512",374,"1,599",483,521,312,"1,000",828,294,613,488
2020년04월_여_10~19세,"7,577",365,"1,192",609,739,526,"1,101","1,120",383,789,753
2020년04월_여_20~29세,"17,849","2,864","3,663","1,321","1,940","1,168","2,421","1,230",694,"1,331","1,217"
2020년04월_여_30~39세,"15,819","1,870","3,752","1,166","1,565",914,"2,237","1,319",666,"1,250","1,080"
2020년04월_여_40~49세,"16,170","1,022","2,852","1,354","1,679","1,133","2,516","1,845",771,"1,544","1,454"
2020년04월_여_50~59세,"20,337","1,230","3,065","1,939","2,464","1,633","3,056","2,015","1,070","2,057","1,808"
2020년04월_여_60~69세,"16,300","1,031","2,298","1,471","1,945","1,230","2,426","1,608",974,"1,697","1,620"
2020년04월_여_70~79세,"9,428",560,"1,381",784,"1,039",666,"1,488",972,533,938,"1,067"
2020년04월_여_80~89세,"3,748",208,522,294,408,236,588,405,209,375,503
2020년04월_여_90~99세,607,36,81,50,79,41,99,75,39,45,62
2020년04월_여_100세 이상,114,6,13,11,15,11,16,17,4,9,12
2020년05월_계_총인구수,"232,425","21,557","42,422","19,204","24,903","15,826","33,968","22,209","11,285","21,111","19,940"
2020년05월_계_연령구간인구수,"232,425","21,557","42,422","19,204","24,903","15,826","33,968","22,209","11,285","21,111","19,940"
2020년05월_계_0~9세,"13,258",740,"3,327",962,"1,102",671,"2,010","1,659",595,"1,196",996
2020년05월_계_10~19세,"15,290",737,"2,366","1,287","1,456","1,036","2,386","2,200",751,"1,587","1,484"
2020년05월_계_20~29세,"36,586","5,606","7,501","2,813","3,895","2,362","4,964","2,572","1,483","2,805","2,585"
2020년05월_계_30~39세,"35,612","5,023","8,553","2,543","3,508","2,021","4,863","2,592","1,478","2,671","2,360"
2020년05월_계_40~49세,"33,610","2,688","6,230","2,701","3,432","2,245","5,128","3,572","1,601","3,057","2,956"
2020년05월_계_50~59세,"40,988","2,954","6,235","3,924","4,947","3,331","6,029","3,859","2,053","4,010","3,646"
2020년05월_계_60~69세,"32,088","2,256","4,670","2,911","3,774","2,411","4,671","3,143","1,872","3,300","3,080"
2020년05월_계_70~79세,"17,763","1,134","2,518","1,506","1,972","1,283","2,796","1,798","1,045","1,786","1,925"
2020년05월_계_80~89세,"6,249",364,906,473,693,398,952,677,357,620,809
2020년05월_계_90~99세,810,46,100,68,103,53,147,101,46,64,82
2020년05월_계_100세 이상,171,9,16,16,21,15,22,36,4,15,17
2020년05월_남_총인구수,"117,899","11,928","21,917","9,742","12,548","7,964","16,999","10,777","5,636","10,468","9,920"
2020년05월_남_연령구간인구수,"117,899","11,928","21,917","9,742","12,548","7,964","16,999","10,777","5,636","10,468","9,920"
2020년05월_남_0~9세,"6,783",365,"1,716",484,594,364,"1,022",832,301,592,513
2020년05월_남_10~19세,"7,746",376,"1,176",684,720,510,"1,283","1,086",373,802,736
2020년05월_남_20~29세,"18,701","2,718","3,804","1,496","1,975","1,192","2,536","1,344",780,"1,469","1,387"
2020년05월_남_30~39세,"19,713","3,117","4,787","1,367","1,937","1,101","2,613","1,278",809,"1,421","1,283"
2020년05월_남_40~49세,"17,541","1,668","3,381","1,359","1,779","1,124","2,619","1,745",828,"1,525","1,513"
2020년05월_남_50~59세,"20,643","1,716","3,153","1,993","2,477","1,700","2,977","1,835",989,"1,940","1,863"
2020년05월_남_60~69세,"15,746","1,235","2,363","1,436","1,825","1,181","2,235","1,535",897,"1,605","1,434"
2020년05월_남_70~79세,"8,293",565,"1,130",724,930,614,"1,303",814,504,842,867
2020년05월_남_80~89세,"2,472",155,381,177,280,162,359,265,147,246,300
2020년05월_남_90~99세,204,10,23,17,25,12,46,24,8,20,19
2020년05월_남_100세 이상,57,3,3,5,6,4,6,19,0,6,5
2020년05월_여_총인구수,"114,526","9,629","20,505","9,462","12,355","7,862","16,969","11,432","5,649","10,643","10,020"
2020년05월_여_연령구간인구수,"114,526","9,629","20,505","9,462","12,355","7,862","16,969","11,432","5,649","10,643","10,020"
2020년05월_여_0~9세,"6,475",375,"1,611",478,508,307,988,827,294,604,483
2020년05월_여_10~19세,"7,544",361,"1,190",603,736,526,"1,103","1,114",378,785,748
2020년05월_여_20~29세,"17,885","2,888","3,697","1,317","1,920","1,170","2,428","1,228",703,"1,336","1,198"
2020년05월_여_30~39세,"15,899","1,906","3,766","1,176","1,571",920,"2,250","1,314",669,"1,250","1,077"
2020년05월_여_40~49세,"16,069","1,020","2,849","1,342","1,653","1,121","2,509","1,827",773,"1,532","1,443"
2020년05월_여_50~59세,"20,345","1,238","3,082","1,931","2,470","1,631","3,052","2,024","1,064","2,070","1,783"
2020년05월_여_60~69세,"16,342","1,021","2,307","1,475","1,949","1,230","2,436","1,608",975,"1,695","1,646"
2020년05월_여_70~79세,"9,470",569,"1,388",782,"1,042",669,"1,493",984,541,944,"1,058"
2020년05월_여_80~89세,"3,777",209,525,296,413,236,593,412,210,374,509
2020년05월_여_90~99세,606,36,77,51,78,41,101,77,38,44,63
2020년05월_여_100세 이상,114,6,13,11,15,11,16,17,4,9,12
2020년06월_계_총인구수,"232,250","21,574","42,453","19,158","24,823","15,801","33,989","22,194","11,290","21,074","19,894"
2020년06월_계_연령구간인구수,"232,250","21,574","42,453","19,158","24,823","15,801","33,989","22,194","11,290","21,074","19,894"
2020년06월_계_0~9세,"13,177",726,"3,322",952,"1,090",669,"1,998","1,650",591,"1,187",992
2020년06월_계_10~19세,"15,184",722,"2,362","1,278","1,430","1,019","2,381","2,181",752,"1,584","1,475"
2020년06월_계_20~29세,"36,679","5,638","7,509","2,821","3,922","2,377","4,983","2,572","1,490","2,799","2,568"
2020년06월_계_30~39세,"35,545","5,020","8,580","2,536","3,490","2,002","4,868","2,575","1,482","2,636","2,356"
2020년06월_계_40~49세,"33,521","2,688","6,227","2,682","3,403","2,223","5,107","3,578","1,593","3,075","2,945"
2020년06월_계_50~59세,"40,764","2,938","6,209","3,890","4,920","3,325","6,016","3,836","2,038","3,980","3,612"
2020년06월_계_60~69세,"32,300","2,276","4,690","2,942","3,795","2,429","4,713","3,162","1,890","3,325","3,078"
2020년06월_계_70~79세,"17,830","1,148","2,529","1,501","1,965","1,290","2,794","1,826","1,046","1,786","1,945"
2020년06월_계_80~89세,"6,262",361,912,470,685,399,958,674,361,619,823
2020년06월_계_90~99세,815,48,96,70,102,53,149,103,43,68,83
2020년06월_계_100세 이상,173,9,17,16,21,15,22,37,4,15,17
2020년06월_남_총인구수,"117,762","11,917","21,930","9,706","12,510","7,942","17,022","10,765","5,645","10,442","9,883"
2020년06월_남_연령구간인구수,"117,762","11,917","21,930","9,706","12,510","7,942","17,022","10,765","5,645","10,442","9,883"
2020년06월_남_0~9세,"6,731",355,"1,711",473,588,363,"1,018",825,301,587,510
2020년06월_남_10~19세,"7,695",368,"1,173",681,710,503,"1,286","1,073",371,799,731
2020년06월_남_20~29세,"18,728","2,718","3,801","1,499","1,988","1,192","2,544","1,348",783,"1,471","1,384"
2020년06월_남_30~39세,"19,685","3,114","4,806","1,358","1,934","1,090","2,632","1,270",812,"1,403","1,266"
2020년06월_남_40~49세,"17,491","1,664","3,380","1,355","1,763","1,116","2,602","1,746",829,"1,532","1,504"
2020년06월_남_50~59세,"20,518","1,711","3,140","1,976","2,457","1,691","2,973","1,826",985,"1,922","1,837"
2020년06월_남_60~69세,"15,860","1,248","2,371","1,446","1,840","1,194","2,258","1,543",905,"1,613","1,442"
2020년06월_남_70~79세,"8,320",573,"1,139",720,924,612,"1,298",826,505,842,881
2020년06월_남_80~89세,"2,472",153,384,175,275,165,359,265,146,246,304
2020년06월_남_90~99세,205,10,22,18,25,12,46,24,8,21,19
2020년06월_남_100세 이상,57,3,3,5,6,4,6,19,0,6,5
2020년06월_여_총인구수,"114,488","9,657","20,523","9,452","12,313","7,859","16,967","11,429","5,645","10,632","10,011"
2020년06월_여_연령구간인구수,"114,488","9,657","20,523","9,452","12,313","7,859","16,967","11,429","5,645","10,632","10,011"
2020년06월_여_0~9세,"6,446",371,"1,611",479,502,306,980,825,290,600,482
2020년06월_여_10~19세,"7,489",354,"1,189",597,720,516,"1,095","1,108",381,785,744
2020년06월_여_20~29세,"17,951","2,920","3,708","1,322","1,934","1,185","2,439","1,224",707,"1,328","1,184"
2020년06월_여_30~39세,"15,860","1,906","3,774","1,178","1,556",912,"2,236","1,305",670,"1,233","1,090"
2020년06월_여_40~49세,"16,030","1,024","2,847","1,327","1,640","1,107","2,505","1,832",764,"1,543","1,441"
2020년06월_여_50~59세,"20,246","1,227","3,069","1,914","2,463","1,634","3,043","2,010","1,053","2,058","1,775"
2020년06월_여_60~69세,"16,440","1,028","2,319","1,496","1,955","1,235","2,455","1,619",985,"1,712","1,636"
2020년06월_여_70~79세,"9,510",575,"1,390",781,"1,041",678,"1,496","1,000",541,944,"1,064"
2020년06월_여_80~89세,"3,790",208,528,295,410,234,599,409,215,373,519
2020년06월_여_90~99세,610,38,74,52,77,41,103,79,35,47,64
2020년06월_여_100세 이상,116,6,14,11,15,11,16,18,4,9,12
2020년07월_계_총인구수,"231,939","21,615","42,431","19,146","24,751","15,755","33,959","22,135","11,262","21,034","19,851"
2020년07월_계_연령구간인구수,"231,939","21,615","42,431","19,146","24,751","15,755","33,959","22,135","11,262","21,034","19,851"
2020년07월_계_0~9세,"13,107",721,"3,312",940,"1,073",670,"1,989","1,642",586,"1,184",990
2020년07월_계_10~19세,"15,049",715,"2,340","1,266","1,410","1,006","2,365","2,168",750,"1,559","1,470"
2020년07월_계_20~29세,"36,615","5,634","7,496","2,831","3,907","2,366","4,987","2,552","1,478","2,801","2,563"
2020년07월_계_30~39세,"35,490","5,057","8,565","2,531","3,510","1,995","4,861","2,558","1,471","2,622","2,320"
2020년07월_계_40~49세,"33,435","2,682","6,238","2,687","3,365","2,218","5,092","3,565","1,587","3,070","2,931"
2020년07월_계_50~59세,"40,701","2,954","6,201","3,880","4,905","3,299","6,015","3,830","2,036","3,971","3,610"
2020년07월_계_60~69세,"32,362","2,274","4,714","2,942","3,806","2,438","4,717","3,176","1,893","3,323","3,079"
2020년07월_계_70~79세,"17,906","1,157","2,538","1,514","1,960","1,293","2,808","1,822","1,058","1,798","1,958"
2020년07월_계_80~89세,"6,290",365,916,471,691,403,956,681,357,623,827
2020년07월_계_90~99세,808,47,94,68,101,52,147,104,42,67,86
2020년07월_계_100세 이상,176,9,17,16,23,15,22,37,4,16,17
2020년07월_남_총인구수,"117,567","11,939","21,919","9,700","12,455","7,928","16,988","10,729","5,625","10,427","9,857"
2020년07월_남_연령구간인구수,"117,567","11,939","21,919","9,700","12,455","7,928","16,988","10,729","5,625","10,427","9,857"
2020년07월_남_0~9세,"6,704",351,"1,718",462,579,363,"1,013",825,296,590,507
2020년07월_남_10~19세,"7,621",362,"1,150",679,702,499,"1,277","1,067",369,785,731
2020년07월_남_20~29세,"18,655","2,697","3,798","1,499","1,975","1,186","2,537","1,334",776,"1,476","1,377"
2020년07월_남_30~39세,"19,674","3,154","4,784","1,361","1,939","1,091","2,631","1,262",809,"1,398","1,245"
2020년07월_남_40~49세,"17,462","1,663","3,392","1,360","1,748","1,116","2,588","1,743",823,"1,529","1,500"
2020년07월_남_50~59세,"20,481","1,726","3,143","1,972","2,442","1,677","2,973","1,815",987,"1,913","1,833"
2020년07월_남_60~69세,"15,874","1,244","2,377","1,440","1,845","1,200","2,259","1,546",904,"1,612","1,447"
2020년07월_남_70~79세,"8,355",576,"1,147",731,917,613,"1,300",830,511,848,882
2020년07월_남_80~89세,"2,477",154,384,173,277,167,359,264,143,248,308
2020년07월_남_90~99세,207,9,23,18,25,12,45,24,7,22,22
2020년07월_남_100세 이상,57,3,3,5,6,4,6,19,0,6,5
2020년07월_여_총인구수,"114,372","9,676","20,512","9,446","12,296","7,827","16,971","11,406","5,637","10,607","9,994"
2020년07월_여_연령구간인구수,"114,372","9,676","20,512","9,446","12,296","7,827","16,971","11,406","5,637","10,607","9,994"
2020년07월_여_0~9세,"6,403",370,"1,594",478,494,307,976,817,290,594,483
2020년07월_여_10~19세,"7,428",353,"1,190",587,708,507,"1,088","1,101",381,774,739
2020년07월_여_20~29세,"17,960","2,937","3,698","1,332","1,932","1,180","2,450","1,218",702,"1,325","1,186"
2020년07월_여_30~39세,"15,816","1,903","3,781","1,170","1,571",904,"2,230","1,296",662,"1,224","1,075"
2020년07월_여_40~49세,"15,973","1,019","2,846","1,327","1,617","1,102","2,504","1,822",764,"1,541","1,431"
2020년07월_여_50~59세,"20,220","1,228","3,058","1,908","2,463","1,622","3,042","2,015","1,049","2,058","1,777"
2020년07월_여_60~69세,"16,488","1,030","2,337","1,502","1,961","1,238","2,458","1,630",989,"1,711","1,632"
2020년07월_여_70~79세,"9,551",581,"1,391",783,"1,043",680,"1,508",992,547,950,"1,076"
2020년07월_여_80~89세,"3,813",211,532,298,414,236,597,417,214,375,519
2020년07월_여_90~99세,601,38,71,50,76,40,102,80,35,45,64
2020년07월_여_100세 이상,119,6,14,11,17,11,16,18,4,10,12
2020년08월_계_총인구수,"232,013","22,186","42,404","19,110","24,643","15,705","33,858","22,101","11,241","20,971","19,794"
2020년08월_계_연령구간인구수,"232,013","22,186","42,404","19,110","24,643","15,705","33,858","22,101","11,241","20,971","19,794"
2020년08월_계_0~9세,"12,972",722,"3,297",924,"1,054",672,"1,955","1,623",578,"1,169",978
2020년08월_계_10~19세,"14,966",721,"2,344","1,253","1,402",990,"2,343","2,158",740,"1,542","1,473"
2020년08월_계_20~29세,"36,878","6,004","7,461","2,827","3,867","2,349","5,003","2,546","1,481","2,785","2,555"
2020년08월_계_30~39세,"35,441","5,204","8,519","2,517","3,493","1,988","4,834","2,528","1,447","2,600","2,311"
2020년08월_계_40~49세,"33,345","2,703","6,246","2,659","3,349","2,209","5,053","3,562","1,591","3,056","2,917"
2020년08월_계_50~59세,"40,616","2,951","6,224","3,874","4,896","3,260","5,990","3,811","2,031","3,964","3,615"
2020년08월_계_60~69세,"32,511","2,292","4,736","2,974","3,809","2,464","4,738","3,208","1,904","3,331","3,055"
2020년08월_계_70~79세,"17,968","1,161","2,549","1,525","1,952","1,297","2,813","1,835","1,063","1,812","1,961"
2020년08월_계_80~89세,"6,324",371,917,473,695,408,961,687,360,626,826
2020년08월_계_90~99세,817,48,94,68,103,53,146,107,42,70,86
2020년08월_계_100세 이상,175,9,17,16,23,15,22,36,4,16,17
2020년08월_남_총인구수,"117,497","12,173","21,879","9,683","12,405","7,906","16,919","10,694","5,607","10,399","9,832"
2020년08월_남_연령구간인구수,"117,497","12,173","21,879","9,683","12,405","7,906","16,919","10,694","5,607","10,399","9,832"
2020년08월_남_0~9세,"6,640",350,"1,712",456,569,359,997,817,290,588,502
2020년08월_남_10~19세,"7,562",365,"1,158",673,694,486,"1,258","1,054",366,776,732
2020년08월_남_20~29세,"18,721","2,832","3,758","1,493","1,952","1,183","2,556","1,335",783,"1,465","1,364"
2020년08월_남_30~39세,"19,626","3,229","4,752","1,356","1,936","1,097","2,596","1,235",790,"1,388","1,247"
2020년08월_남_40~49세,"17,437","1,673","3,404","1,346","1,736","1,108","2,575","1,751",827,"1,526","1,491"
2020년08월_남_50~59세,"20,425","1,727","3,146","1,969","2,438","1,657","2,950","1,802",982,"1,911","1,843"
2020년08월_남_60~69세,"15,946","1,249","2,386","1,457","1,855","1,216","2,273","1,555",904,"1,615","1,436"
2020년08월_남_70~79세,"8,382",581,"1,153",735,914,613,"1,302",832,514,854,884
2020년08월_남_80~89세,"2,494",156,384,175,280,171,361,270,145,246,306
2020년08월_남_90~99세,207,8,23,18,25,12,45,24,6,24,22
2020년08월_남_100세 이상,57,3,3,5,6,4,6,19,0,6,5
2020년08월_여_총인구수,"114,516","10,013","20,525","9,427","12,238","7,799","16,939","11,407","5,634","10,572","9,962"
2020년08월_여_연령구간인구수,"114,516","10,013","20,525","9,427","12,238","7,799","16,939","11,407","5,634","10,572","9,962"
2020년08월_여_0~9세,"6,332",372,"1,585",468,485,313,958,806,288,581,476
2020년08월_여_10~19세,"7,404",356,"1,186",580,708,504,"1,085","1,104",374,766,741
2020년08월_여_20~29세,"18,157","3,172","3,703","1,334","1,915","1,166","2,447","1,211",698,"1,320","1,191"
2020년08월_여_30~39세,"15,815","1,975","3,767","1,161","1,557",891,"2,238","1,293",657,"1,212","1,064"
2020년08월_여_40~49세,"15,908","1,030","2,842","1,313","1,613","1,101","2,478","1,811",764,"1,530","1,426"
2020년08월_여_50~59세,"20,191","1,224","3,078","1,905","2,458","1,603","3,040","2,009","1,049","2,053","1,772"
2020년08월_여_60~69세,"16,565","1,043","2,350","1,517","1,954","1,248","2,465","1,653","1,000","1,716","1,619"
2020년08월_여_70~79세,"9,586",580,"1,396",790,"1,038",684,"1,511","1,003",549,958,"1,077"
2020년08월_여_80~89세,"3,830",215,533,298,415,237,600,417,215,380,520
2020년08월_여_90~99세,610,40,71,50,78,41,101,83,36,46,64
2020년08월_여_100세 이상,118,6,14,11,17,11,16,17,4,10,12
2020년09월_계_총인구수,"232,157","22,618","42,303","19,101","24,602","15,671","33,893","22,065","11,210","20,936","19,758"
2020년09월_계_연령구간인구수,"232,157","22,618","42,303","19,101","24,602","15,671","33,893","22,065","11,210","20,936","19,758"
2020년09월_계_0~9세,"12,889",719,"3,295",915,"1,040",671,"1,934","1,619",570,"1,156",970
2020년09월_계_10~19세,"14,894",717,"2,325","1,255","1,392",986,"2,342","2,145",733,"1,529","1,470"
2020년09월_계_20~29세,"37,077","6,288","7,404","2,828","3,867","2,331","5,032","2,543","1,462","2,772","2,550"
2020년09월_계_30~39세,"35,492","5,322","8,497","2,511","3,523","1,988","4,805","2,517","1,439","2,609","2,281"
2020년09월_계_40~49세,"33,264","2,732","6,245","2,648","3,325","2,183","5,071","3,534","1,582","3,038","2,906"
2020년09월_계_50~59세,"40,527","2,950","6,208","3,863","4,871","3,255","5,974","3,810","2,039","3,949","3,608"
2020년09월_계_60~69세,"32,664","2,301","4,744","2,988","3,813","2,479","4,780","3,228","1,911","3,351","3,069"
2020년09월_계_70~79세,"17,983","1,162","2,547","1,533","1,946","1,303","2,809","1,833","1,065","1,824","1,961"
2020년09월_계_80~89세,"6,355",367,925,474,698,406,974,694,360,618,839
2020년09월_계_90~99세,835,51,96,70,104,53,150,105,45,74,87
2020년09월_계_100세 이상,177,9,17,16,23,16,22,37,4,16,17
2020년09월_남_총인구수,"117,489","12,356","21,797","9,681","12,388","7,895","16,927","10,668","5,588","10,376","9,813"
2020년09월_남_연령구간인구수,"117,489","12,356","21,797","9,681","12,388","7,895","16,927","10,668","5,588","10,376","9,813"
2020년09월_남_0~9세,"6,593",345,"1,711",452,560,358,988,816,288,580,495
2020년09월_남_10~19세,"7,529",357,"1,145",672,693,484,"1,254","1,046",364,776,738
2020년09월_남_20~29세,"18,729","2,924","3,708","1,495","1,939","1,178","2,575","1,325",774,"1,456","1,355"
2020년09월_남_30~39세,"19,656","3,296","4,739","1,357","1,955","1,100","2,575","1,236",786,"1,390","1,222"
2020년09월_남_40~49세,"17,424","1,693","3,408","1,339","1,737","1,089","2,588","1,740",824,"1,513","1,493"
2020년09월_남_50~59세,"20,356","1,733","3,135","1,952","2,422","1,656","2,933","1,791",978,"1,906","1,850"
2020년09월_남_60~69세,"16,036","1,252","2,387","1,470","1,856","1,229","2,298","1,568",907,"1,624","1,445"
2020년09월_남_70~79세,"8,384",587,"1,150",740,917,614,"1,299",832,513,857,875
2020년09월_남_80~89세,"2,515",157,389,180,277,170,365,273,148,245,311
2020년09월_남_90~99세,209,9,22,19,26,13,46,21,6,23,24
2020년09월_남_100세 이상,58,3,3,5,6,4,6,20,0,6,5
2020년09월_여_총인구수,"114,668","10,262","20,506","9,420","12,214","7,776","16,966","11,397","5,622","10,560","9,945"
2020년09월_여_연령구간인구수,"114,668","10,262","20,506","9,420","12,214","7,776","16,966","11,397","5,622","10,560","9,945"
2020년09월_여_0~9세,"6,296",374,"1,584",463,480,313,946,803,282,576,475
2020년09월_여_10~19세,"7,365",360,"1,180",583,699,502,"1,088","1,099",369,753,732
