카테고리,전라남도 담양군,전라남도 담양군 담양읍,전라남도 담양군 봉산면,전라남도 담양군 고서면,전라남도 담양군 가사문학면,전라남도 담양군 창평면,전라남도 담양군 대덕면,전라남도 담양군 무정면,전라남도 담양군 금성면,전라남도 담양군 용면,전라남도 담양군 월산면,전라남도 담양군 수북면,전라남도 담양군 대전면
2020년01월_남_70~79세,"2,746",693,203,211,89,236,122,181,189,142,187,245,248
2020년01월_남_80~89세,"1,195",290,79,81,50,124,61,83,99,55,62,107,104
2020년01월_남_90~99세,123,28,9,8,9,8,6,8,11,6,4,17,9
2020년01월_남_100세 이상,4,1,0,0,0,1,0,1,0,0,0,1,0
2020년01월_여_총인구수,"22,777","7,065","1,430","1,617",645,"1,828",930,"1,237","1,354",969,"1,257","2,226","2,219"
2020년01월_여_연령구간인구수,"22,777","7,065","1,430","1,617",645,"1,828",930,"1,237","1,354",969,"1,257","2,226","2,219"
2020년01월_여_0~9세,"1,195",547,69,59,24,69,25,44,46,33,63,108,108
2020년01월_여_10~19세,"1,468",599,55,98,26,102,49,51,68,44,66,144,166
2020년01월_여_20~29세,"2,079",747,130,127,49,151,85,96,106,93,105,196,194
2020년01월_여_30~39세,"1,791",733,101,119,40,115,59,74,90,73,94,139,154
2020년01월_여_40~49세,"2,274",863,125,141,51,160,82,97,89,74,101,258,233
2020년01월_여_50~59세,"3,661","1,042",237,290,110,331,177,197,214,162,200,349,352
2020년01월_여_60~69세,"3,793","1,011",277,283,118,326,151,225,269,191,236,378,328
2020년01월_여_70~79세,"3,545",873,235,294,121,310,164,227,241,175,215,328,362
2020년01월_여_80~89세,"2,498",535,171,168,88,231,111,191,187,105,154,280,277
2020년01월_여_90~99세,446,106,29,35,18,28,26,33,43,17,22,44,45
2020년01월_여_100세 이상,27,9,1,3,0,5,1,2,1,2,1,2,0
2020년02월_계_총인구수,"46,367","14,348","2,882","3,275","1,305","3,739","1,919","2,901","2,707","1,915","2,501","4,493","4,382"
2020년02월_계_연령구간인구수,"46,367","14,348","2,882","3,275","1,305","3,739","1,919","2,901","2,707","1,915","2,501","4,493","4,382"
2020년02월_계_0~9세,"2,400","1,085",136,120,49,146,66,85,93,80,118,220,202
2020년02월_계_10~19세,"3,076","1,255",108,187,50,218,109,151,136,88,127,322,325
2020년02월_계_20~29세,"5,006","1,704",256,289,107,355,184,638,230,171,211,437,424
2020년02월_계_30~39세,"3,785","1,508",232,257,86,253,124,166,205,137,191,312,314
2020년02월_계_40~49세,"5,444","1,952",337,340,121,401,186,244,274,189,272,574,554
2020년02월_계_50~59세,"8,216","2,282",529,644,264,731,392,436,471,359,468,823,817
2020년02월_계_60~69세,"7,843","2,009",557,639,251,691,368,456,537,387,472,776,700
2020년02월_계_70~79세,"6,282","1,576",441,500,210,542,285,405,423,318,402,574,606
2020년02월_계_80~89세,"3,707",834,246,253,139,360,173,276,282,159,212,386,387
2020년02월_계_90~99세,577,133,39,43,28,36,31,41,55,25,27,66,53
2020년02월_계_100세 이상,31,10,1,3,0,6,1,3,1,2,1,3,0
2020년02월_남_총인구수,"23,619","7,292","1,445","1,663",657,"1,925",993,"1,664","1,354",945,"1,243","2,262","2,176"
2020년02월_남_연령구간인구수,"23,619","7,292","1,445","1,663",657,"1,925",993,"1,664","1,354",945,"1,243","2,262","2,176"
2020년02월_남_0~9세,"1,200",535,66,60,25,79,40,36,48,46,53,115,97
2020년02월_남_10~19세,"1,609",657,54,91,20,114,61,103,66,45,62,177,159
2020년02월_남_20~29세,"2,964",969,132,162,59,205,100,545,128,79,108,240,237
2020년02월_남_30~39세,"2,006",791,125,140,46,142,66,90,114,64,94,174,160
2020년02월_남_40~49세,"3,180","1,086",210,204,71,247,107,147,185,117,170,316,320
2020년02월_남_50~59세,"4,547","1,232",291,351,153,400,217,241,255,195,271,472,469
2020년02월_남_60~69세,"4,031",997,273,355,134,368,214,230,265,195,231,398,371
2020년02월_남_70~79세,"2,750",701,205,209,89,234,123,179,187,142,188,243,250
2020년02월_남_80~89세,"1,205",295,80,83,51,127,60,84,96,54,62,108,105
2020년02월_남_90~99세,123,28,9,8,9,8,5,8,10,8,4,18,8
2020년02월_남_100세 이상,4,1,0,0,0,1,0,1,0,0,0,1,0
2020년02월_여_총인구수,"22,748","7,056","1,437","1,612",648,"1,814",926,"1,237","1,353",970,"1,258","2,231","2,206"
2020년02월_여_연령구간인구수,"22,748","7,056","1,437","1,612",648,"1,814",926,"1,237","1,353",970,"1,258","2,231","2,206"
2020년02월_여_0~9세,"1,200",550,70,60,24,67,26,49,45,34,65,105,105
2020년02월_여_10~19세,"1,467",598,54,96,30,104,48,48,70,43,65,145,166
2020년02월_여_20~29세,"2,042",735,124,127,48,150,84,93,102,92,103,197,187
2020년02월_여_30~39세,"1,779",717,107,117,40,111,58,76,91,73,97,138,154
2020년02월_여_40~49세,"2,264",866,127,136,50,154,79,97,89,72,102,258,234
2020년02월_여_50~59세,"3,669","1,050",238,293,111,331,175,195,216,164,197,351,348
2020년02월_여_60~69세,"3,812","1,012",284,284,117,323,154,226,272,192,241,378,329
2020년02월_여_70~79세,"3,532",875,236,291,121,308,162,226,236,176,214,331,356
2020년02월_여_80~89세,"2,502",539,166,170,88,233,113,192,186,105,150,278,282
2020년02월_여_90~99세,454,105,30,35,19,28,26,33,45,17,23,48,45
2020년02월_여_100세 이상,27,9,1,3,0,5,1,2,1,2,1,2,0
2020년03월_계_총인구수,"46,265","14,322","2,891","3,273","1,299","3,707","1,930","2,900","2,687","1,900","2,482","4,490","4,384"
2020년03월_계_연령구간인구수,"46,265","14,322","2,891","3,273","1,299","3,707","1,930","2,900","2,687","1,900","2,482","4,490","4,384"
2020년03월_계_0~9세,"2,369","1,078",135,120,46,145,67,84,85,80,116,213,200
2020년03월_계_10~19세,"3,068","1,250",110,188,53,216,108,148,130,87,126,322,330
2020년03월_계_20~29세,"4,983","1,696",254,287,108,346,187,642,236,170,206,433,418
2020년03월_계_30~39세,"3,789","1,515",232,256,85,252,128,168,202,135,187,316,313
2020년03월_계_40~49세,"5,393","1,928",335,342,117,401,185,242,269,185,265,570,554
2020년03월_계_50~59세,"8,177","2,279",534,645,263,712,393,431,466,351,467,818,818
2020년03월_계_60~69세,"7,857","2,008",559,645,251,689,370,456,541,387,471,779,701
2020년03월_계_70~79세,"6,283","1,585",443,492,211,541,286,406,424,318,399,576,602
2020년03월_계_80~89세,"3,737",837,249,253,137,362,175,280,279,160,216,392,397
2020년03월_계_90~99세,577,136,39,42,27,37,30,41,53,25,28,68,51
2020년03월_계_100세 이상,32,10,1,3,1,6,1,2,2,2,1,3,0
2020년03월_남_총인구수,"23,562","7,283","1,450","1,661",649,"1,907",996,"1,665","1,354",936,"1,226","2,255","2,180"
2020년03월_남_연령구간인구수,"23,562","7,283","1,450","1,661",649,"1,907",996,"1,665","1,354",936,"1,226","2,255","2,180"
2020년03월_남_0~9세,"1,193",534,65,60,23,79,40,37,47,47,52,113,96
2020년03월_남_10~19세,"1,602",655,57,93,22,112,60,99,64,43,60,178,159
2020년03월_남_20~29세,"2,962",965,132,158,59,202,102,552,134,79,106,235,238
2020년03월_남_30~39세,"2,001",793,123,139,44,143,68,93,113,63,89,171,162
2020년03월_남_40~49세,"3,150","1,080",208,203,67,247,106,146,181,116,165,314,317
2020년03월_남_50~59세,"4,524","1,227",295,352,152,391,218,236,256,189,268,469,471
2020년03월_남_60~69세,"4,037",994,277,359,134,367,213,229,266,196,230,400,372
2020년03월_남_70~79세,"2,768",710,203,209,90,231,126,179,190,143,189,247,251
2020년03월_남_80~89세,"1,200",296,81,80,50,125,59,86,94,52,63,108,106
2020년03월_남_90~99세,122,28,9,8,8,9,4,8,9,8,4,19,8
2020년03월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년03월_여_총인구수,"22,703","7,039","1,441","1,612",650,"1,800",934,"1,235","1,333",964,"1,256","2,235","2,204"
2020년03월_여_연령구간인구수,"22,703","7,039","1,441","1,612",650,"1,800",934,"1,235","1,333",964,"1,256","2,235","2,204"
2020년03월_여_0~9세,"1,176",544,70,60,23,66,27,47,38,33,64,100,104
2020년03월_여_10~19세,"1,466",595,53,95,31,104,48,49,66,44,66,144,171
2020년03월_여_20~29세,"2,021",731,122,129,49,144,85,90,102,91,100,198,180
2020년03월_여_30~39세,"1,788",722,109,117,41,109,60,75,89,72,98,145,151
2020년03월_여_40~49세,"2,243",848,127,139,50,154,79,96,88,69,100,256,237
2020년03월_여_50~59세,"3,653","1,052",239,293,111,321,175,195,210,162,199,349,347
2020년03월_여_60~69세,"3,820","1,014",282,286,117,322,157,227,275,191,241,379,329
2020년03월_여_70~79세,"3,515",875,240,283,121,310,160,227,234,175,210,329,351
2020년03월_여_80~89세,"2,537",541,168,173,87,237,116,194,185,108,153,284,291
2020년03월_여_90~99세,455,108,30,34,19,28,26,33,44,17,24,49,43
2020년03월_여_100세 이상,29,9,1,3,1,5,1,2,2,2,1,2,0
2020년04월_계_총인구수,"46,122","14,284","2,882","3,256","1,281","3,697","1,932","2,872","2,676","1,902","2,469","4,488","4,383"
2020년04월_계_연령구간인구수,"46,122","14,284","2,882","3,256","1,281","3,697","1,932","2,872","2,676","1,902","2,469","4,488","4,383"
2020년04월_계_0~9세,"2,344","1,074",130,118,41,147,66,77,85,77,114,216,199
2020년04월_계_10~19세,"3,041","1,239",114,183,52,210,110,146,129,87,122,321,328
2020년04월_계_20~29세,"4,931","1,684",253,285,104,345,185,633,232,169,205,417,419
2020년04월_계_30~39세,"3,731","1,490",226,249,83,252,128,160,199,134,186,312,312
2020년04월_계_40~49세,"5,368","1,935",327,339,115,394,182,237,270,184,261,577,547
2020년04월_계_50~59세,"8,178","2,269",541,646,258,708,394,431,465,351,462,831,822
2020년04월_계_60~69세,"7,895","2,023",561,646,255,687,373,460,538,392,475,779,706
2020년04월_계_70~79세,"6,268","1,579",441,493,206,547,285,409,423,319,395,572,599
2020년04월_계_80~89세,"3,748",840,248,251,139,362,178,275,282,161,220,393,399
2020년04월_계_90~99세,584,140,40,43,27,39,30,42,50,26,28,67,52
2020년04월_계_100세 이상,34,11,1,3,1,6,1,2,3,2,1,3,0
2020년04월_남_총인구수,"23,501","7,244","1,450","1,654",643,"1,905",995,"1,650","1,354",942,"1,225","2,259","2,180"
2020년04월_남_연령구간인구수,"23,501","7,244","1,450","1,654",643,"1,905",995,"1,650","1,354",942,"1,225","2,259","2,180"
2020년04월_남_0~9세,"1,179",527,64,57,20,82,39,34,47,45,50,116,98
2020년04월_남_10~19세,"1,589",648,60,92,22,111,60,95,65,43,59,177,157
2020년04월_남_20~29세,"2,938",955,133,158,58,201,102,545,131,81,106,231,237
2020년04월_남_30~39세,"1,972",773,120,137,43,144,68,91,113,62,91,167,163
2020년04월_남_40~49세,"3,137","1,084",206,202,65,239,105,141,183,116,164,318,314
2020년04월_남_50~59세,"4,531","1,222",300,353,151,392,216,238,257,189,264,475,474
2020년04월_남_60~69세,"4,057","1,003",278,358,137,363,215,230,265,200,234,399,375
2020년04월_남_70~79세,"2,769",708,199,213,88,237,127,181,188,144,191,247,246
2020년04월_남_80~89세,"1,199",292,81,75,51,125,59,87,96,53,63,109,108
2020년04월_남_90~99세,127,31,9,9,8,10,4,8,9,9,3,19,8
2020년04월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년04월_여_총인구수,"22,621","7,040","1,432","1,602",638,"1,792",937,"1,222","1,322",960,"1,244","2,229","2,203"
2020년04월_여_연령구간인구수,"22,621","7,040","1,432","1,602",638,"1,792",937,"1,222","1,322",960,"1,244","2,229","2,203"
2020년04월_여_0~9세,"1,165",547,66,61,21,65,27,43,38,32,64,100,101
2020년04월_여_10~19세,"1,452",591,54,91,30,99,50,51,64,44,63,144,171
2020년04월_여_20~29세,"1,993",729,120,127,46,144,83,88,101,88,99,186,182
2020년04월_여_30~39세,"1,759",717,106,112,40,108,60,69,86,72,95,145,149
2020년04월_여_40~49세,"2,231",851,121,137,50,155,77,96,87,68,97,259,233
2020년04월_여_50~59세,"3,647","1,047",241,293,107,316,178,193,208,162,198,356,348
2020년04월_여_60~69세,"3,838","1,020",283,288,118,324,158,230,273,192,241,380,331
2020년04월_여_70~79세,"3,499",871,242,280,118,310,158,228,235,175,204,325,353
2020년04월_여_80~89세,"2,549",548,167,176,88,237,119,188,186,108,157,284,291
2020년04월_여_90~99세,457,109,31,34,19,29,26,34,41,17,25,48,44
2020년04월_여_100세 이상,31,10,1,3,1,5,1,2,3,2,1,2,0
2020년05월_계_총인구수,"46,077","14,271","2,879","3,253","1,271","3,675","1,933","2,869","2,665","1,902","2,466","4,497","4,396"
2020년05월_계_연령구간인구수,"46,077","14,271","2,879","3,253","1,271","3,675","1,933","2,869","2,665","1,902","2,466","4,497","4,396"
2020년05월_계_0~9세,"2,345","1,068",133,124,40,145,65,78,84,78,113,218,199
2020년05월_계_10~19세,"3,044","1,239",113,179,51,208,109,142,132,85,122,323,341
2020년05월_계_20~29세,"4,885","1,677",250,286,102,333,183,624,226,169,202,418,415
2020년05월_계_30~39세,"3,714","1,493",229,247,80,252,127,161,200,131,185,306,303
2020년05월_계_40~49세,"5,319","1,922",322,339,114,382,182,233,264,185,254,574,548
2020년05월_계_50~59세,"8,190","2,260",543,641,255,713,395,439,455,355,467,837,830
2020년05월_계_60~69세,"7,921","2,037",557,642,259,683,376,461,544,390,481,784,707
2020년05월_계_70~79세,"6,286","1,580",447,494,204,552,286,406,427,321,395,572,602
2020년05월_계_80~89세,"3,753",845,245,254,138,360,179,280,281,159,220,395,397
2020년05월_계_90~99세,588,141,39,44,27,41,30,43,49,27,26,67,54
2020년05월_계_100세 이상,32,9,1,3,1,6,1,2,3,2,1,3,0
2020년05월_남_총인구수,"23,463","7,241","1,451","1,654",640,"1,884",995,"1,639","1,353",938,"1,227","2,255","2,186"
2020년05월_남_연령구간인구수,"23,463","7,241","1,451","1,654",640,"1,884",995,"1,639","1,353",938,"1,227","2,255","2,186"
2020년05월_남_0~9세,"1,171",521,64,61,19,80,38,35,45,45,50,115,98
2020년05월_남_10~19세,"1,595",650,59,90,23,110,60,92,68,41,58,180,164
2020년05월_남_20~29세,"2,919",959,134,160,56,192,102,533,129,83,106,229,236
2020년05월_남_30~39세,"1,966",776,122,135,42,144,68,92,115,59,90,163,160
2020년05월_남_40~49세,"3,098","1,069",202,202,65,231,105,138,181,117,160,314,314
2020년05월_남_50~59세,"4,528","1,220",302,351,150,392,214,242,249,189,264,478,477
2020년05월_남_60~69세,"4,084","1,013",280,356,140,360,217,232,273,198,242,399,374
2020년05월_남_70~79세,"2,775",708,198,212,88,241,127,180,188,144,191,250,248
2020년05월_남_80~89세,"1,198",294,81,78,49,123,60,87,96,52,63,108,107
2020년05월_남_90~99세,126,30,9,9,8,10,4,8,9,10,3,18,8
2020년05월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년05월_여_총인구수,"22,614","7,030","1,428","1,599",631,"1,791",938,"1,230","1,312",964,"1,239","2,242","2,210"
2020년05월_여_연령구간인구수,"22,614","7,030","1,428","1,599",631,"1,791",938,"1,230","1,312",964,"1,239","2,242","2,210"
2020년05월_여_0~9세,"1,174",547,69,63,21,65,27,43,39,33,63,103,101
2020년05월_여_10~19세,"1,449",589,54,89,28,98,49,50,64,44,64,143,177
2020년05월_여_20~29세,"1,966",718,116,126,46,141,81,91,97,86,96,189,179
2020년05월_여_30~39세,"1,748",717,107,112,38,108,59,69,85,72,95,143,143
2020년05월_여_40~49세,"2,221",853,120,137,49,151,77,95,83,68,94,260,234
2020년05월_여_50~59세,"3,662","1,040",241,290,105,321,181,197,206,166,203,359,353
2020년05월_여_60~69세,"3,837","1,024",277,286,119,323,159,229,271,192,239,385,333
2020년05월_여_70~79세,"3,511",872,249,282,116,311,159,226,239,177,204,322,354
2020년05월_여_80~89세,"2,555",551,164,176,89,237,119,193,185,107,157,287,290
2020년05월_여_90~99세,462,111,30,35,19,31,26,35,40,17,23,49,46
2020년05월_여_100세 이상,29,8,1,3,1,5,1,2,3,2,1,2,0
2020년06월_계_총인구수,"46,045","14,269","2,866","3,243","1,268","3,668","1,927","2,873","2,674","1,904","2,453","4,503","4,397"
2020년06월_계_연령구간인구수,"46,045","14,269","2,866","3,243","1,268","3,668","1,927","2,873","2,674","1,904","2,453","4,503","4,397"
2020년06월_계_0~9세,"2,335","1,069",134,125,37,144,67,76,83,78,110,215,197
2020년06월_계_10~19세,"3,046","1,232",112,179,47,205,107,140,128,88,124,324,360
2020년06월_계_20~29세,"4,846","1,684",244,277,104,325,178,617,225,168,193,422,409
2020년06월_계_30~39세,"3,689","1,481",232,241,78,253,125,161,199,131,182,307,299
2020년06월_계_40~49세,"5,287","1,911",314,335,115,380,183,232,266,185,254,568,544
2020년06월_계_50~59세,"8,128","2,246",524,640,251,705,393,438,459,356,464,835,817
2020년06월_계_60~69세,"8,005","2,064",568,644,265,693,375,473,537,394,478,796,718
2020년06월_계_70~79세,"6,317","1,590",452,497,204,556,287,410,438,318,397,571,597
2020년06월_계_80~89세,"3,772",842,246,257,139,361,181,281,286,159,224,395,401
2020년06월_계_90~99세,589,141,39,45,27,40,30,44,50,25,26,67,55
2020년06월_계_100세 이상,31,9,1,3,1,6,1,1,3,2,1,3,0
2020년06월_남_총인구수,"23,431","7,244","1,451","1,646",641,"1,879",989,"1,638","1,358",941,"1,213","2,257","2,174"
2020년06월_남_연령구간인구수,"23,431","7,244","1,451","1,646",641,"1,879",989,"1,638","1,358",941,"1,213","2,257","2,174"
2020년06월_남_0~9세,"1,166",524,64,62,16,78,39,35,44,45,50,111,98
2020년06월_남_10~19세,"1,592",648,58,91,23,106,59,90,66,43,59,180,169
2020년06월_남_20~29세,"2,901",962,133,154,58,188,99,529,130,83,99,233,233
2020년06월_남_30~39세,"1,953",775,124,133,42,143,67,89,115,58,88,165,154
2020년06월_남_40~49세,"3,071","1,059",199,198,66,230,105,137,181,117,160,309,310
2020년06월_남_50~59세,"4,489","1,207",292,349,148,388,211,243,255,189,261,477,469
2020년06월_남_60~69세,"4,136","1,033",291,357,142,369,215,236,268,201,239,406,379
2020년06월_남_70~79세,"2,785",709,198,213,88,243,128,183,195,142,191,251,244
2020년06월_남_80~89세,"1,208",295,83,80,50,123,62,88,95,53,63,106,110
2020년06월_남_90~99세,127,31,9,9,8,10,4,8,9,10,3,18,8
2020년06월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년06월_여_총인구수,"22,614","7,025","1,415","1,597",627,"1,789",938,"1,235","1,316",963,"1,240","2,246","2,223"
2020년06월_여_연령구간인구수,"22,614","7,025","1,415","1,597",627,"1,789",938,"1,235","1,316",963,"1,240","2,246","2,223"
2020년06월_여_0~9세,"1,169",545,70,63,21,66,28,41,39,33,60,104,99
2020년06월_여_10~19세,"1,454",584,54,88,24,99,48,50,62,45,65,144,191
2020년06월_여_20~29세,"1,945",722,111,123,46,137,79,88,95,85,94,189,176
2020년06월_여_30~39세,"1,736",706,108,108,36,110,58,72,84,73,94,142,145
2020년06월_여_40~49세,"2,216",852,115,137,49,150,78,95,85,68,94,259,234
2020년06월_여_50~59세,"3,639","1,039",232,291,103,317,182,195,204,167,203,358,348
2020년06월_여_60~69세,"3,869","1,031",277,287,123,324,160,237,269,193,239,390,339
2020년06월_여_70~79세,"3,532",881,254,284,116,313,159,227,243,176,206,320,353
2020년06월_여_80~89세,"2,564",547,163,177,89,238,119,193,191,106,161,289,291
2020년06월_여_90~99세,462,110,30,36,19,30,26,36,41,15,23,49,47
2020년06월_여_100세 이상,28,8,1,3,1,5,1,1,3,2,1,2,0
2020년07월_계_총인구수,"46,040","14,297","2,846","3,237","1,276","3,669","1,931","2,853","2,661","1,899","2,444","4,533","4,394"
2020년07월_계_연령구간인구수,"46,040","14,297","2,846","3,237","1,276","3,669","1,931","2,853","2,661","1,899","2,444","4,533","4,394"
2020년07월_계_0~9세,"2,325","1,060",136,122,36,148,68,74,83,78,112,214,194
2020년07월_계_10~19세,"3,047","1,228",111,181,50,208,105,137,128,87,123,326,363
2020년07월_계_20~29세,"4,818","1,696",234,276,104,317,175,606,217,166,189,432,406
2020년07월_계_30~39세,"3,687","1,482",227,238,79,256,128,158,199,132,183,310,295
2020년07월_계_40~49세,"5,251","1,899",307,339,119,380,179,232,261,181,248,564,542
2020년07월_계_50~59세,"8,138","2,259",522,633,251,704,398,439,454,353,464,847,814
2020년07월_계_60~69세,"8,035","2,077",569,646,269,687,375,472,541,394,478,802,725
2020년07월_계_70~79세,"6,331","1,592",453,500,204,561,289,409,434,320,399,574,596
2020년07월_계_80~89세,"3,782",850,246,254,136,363,183,281,291,161,221,394,402
2020년07월_계_90~99세,595,144,40,45,27,40,30,44,50,25,26,67,57
2020년07월_계_100세 이상,31,10,1,3,1,5,1,1,3,2,1,3,0
2020년07월_남_총인구수,"23,422","7,255","1,442","1,644",642,"1,879",992,"1,624","1,349",939,"1,210","2,271","2,175"
2020년07월_남_연령구간인구수,"23,422","7,255","1,442","1,644",642,"1,879",992,"1,624","1,349",939,"1,210","2,271","2,175"
2020년07월_남_0~9세,"1,163",516,66,59,14,83,40,35,44,46,52,111,97
2020년07월_남_10~19세,"1,586",647,57,91,23,106,59,88,66,43,59,178,169
2020년07월_남_20~29세,"2,884",970,126,152,59,185,98,515,125,84,95,238,237
2020년07월_남_30~39세,"1,949",775,120,134,41,141,70,88,115,59,88,166,152
2020년07월_남_40~49세,"3,047","1,052",196,199,70,229,101,139,177,114,156,305,309
2020년07월_남_50~59세,"4,504","1,213",296,347,146,391,213,244,253,188,264,480,469
2020년07월_남_60~69세,"4,150","1,041",288,358,146,365,217,237,269,199,236,414,380
2020년07월_남_70~79세,"2,799",710,201,216,88,245,127,183,195,143,194,255,242
2020년07월_남_80~89세,"1,208",299,82,78,47,123,63,87,96,53,63,106,111
2020년07월_남_90~99세,129,31,10,10,8,10,4,8,9,10,3,17,9
2020년07월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년07월_여_총인구수,"22,618","7,042","1,404","1,593",634,"1,790",939,"1,229","1,312",960,"1,234","2,262","2,219"
2020년07월_여_연령구간인구수,"22,618","7,042","1,404","1,593",634,"1,790",939,"1,229","1,312",960,"1,234","2,262","2,219"
2020년07월_여_0~9세,"1,162",544,70,63,22,65,28,39,39,32,60,103,97
2020년07월_여_10~19세,"1,461",581,54,90,27,102,46,49,62,44,64,148,194
2020년07월_여_20~29세,"1,934",726,108,124,45,132,77,91,92,82,94,194,169
2020년07월_여_30~39세,"1,738",707,107,104,38,115,58,70,84,73,95,144,143
2020년07월_여_40~49세,"2,204",847,111,140,49,151,78,93,84,67,92,259,233
2020년07월_여_50~59세,"3,634","1,046",226,286,105,313,185,195,201,165,200,367,345
2020년07월_여_60~69세,"3,885","1,036",281,288,123,322,158,235,272,195,242,388,345
2020년07월_여_70~79세,"3,532",882,252,284,116,316,162,226,239,177,205,319,354
2020년07월_여_80~89세,"2,574",551,164,176,89,240,120,194,195,108,158,288,291
2020년07월_여_90~99세,466,113,30,35,19,30,26,36,41,15,23,50,48
2020년07월_여_100세 이상,28,9,1,3,1,4,1,1,3,2,1,2,0
2020년08월_계_총인구수,"45,980","14,274","2,838","3,208","1,276","3,672","1,927","2,848","2,654","1,887","2,457","4,525","4,414"
2020년08월_계_연령구간인구수,"45,980","14,274","2,838","3,208","1,276","3,672","1,927","2,848","2,654","1,887","2,457","4,525","4,414"
2020년08월_계_0~9세,"2,322","1,051",132,121,36,149,69,71,88,77,114,213,201
2020년08월_계_10~19세,"3,030","1,223",111,178,48,208,105,136,128,86,123,323,361
2020년08월_계_20~29세,"4,768","1,685",233,268,108,313,175,596,215,158,187,423,407
2020년08월_계_30~39세,"3,671","1,473",224,234,77,256,128,159,197,134,185,306,298
2020년08월_계_40~49세,"5,230","1,891",309,336,115,380,175,230,257,179,248,569,541
2020년08월_계_50~59세,"8,123","2,266",516,627,254,697,399,435,456,349,458,850,816
2020년08월_계_60~69세,"8,075","2,082",573,646,270,693,375,483,537,390,490,805,731
2020년08월_계_70~79세,"6,328","1,592",453,496,204,570,288,409,430,323,400,572,591
2020년08월_계_80~89세,"3,806",856,246,255,136,361,182,285,295,163,225,393,409
2020년08월_계_90~99세,595,146,40,44,27,40,29,43,47,26,26,68,59
2020년08월_계_100세 이상,32,9,1,3,1,5,2,1,4,2,1,3,0
2020년08월_남_총인구수,"23,373","7,230","1,436","1,626",642,"1,878",986,"1,619","1,346",938,"1,219","2,266","2,187"
2020년08월_남_연령구간인구수,"23,373","7,230","1,436","1,626",642,"1,878",986,"1,619","1,346",938,"1,219","2,266","2,187"
2020년08월_남_0~9세,"1,160",509,62,59,15,83,40,33,47,47,52,111,102
2020년08월_남_10~19세,"1,579",644,58,88,22,106,58,87,65,43,60,178,170
2020년08월_남_20~29세,"2,850",961,125,145,62,182,96,507,125,81,95,232,239
2020년08월_남_30~39세,"1,936",768,118,136,40,139,70,89,114,61,89,161,151
2020년08월_남_40~49세,"3,033","1,043",198,196,66,230,98,138,175,113,158,310,308
2020년08월_남_50~59세,"4,495","1,213",292,344,146,389,213,243,255,186,260,482,472
2020년08월_남_60~69세,"4,165","1,044",291,355,146,370,217,241,266,198,241,414,382
