카테고리,서울특별시 중구,서울특별시 중구 소공동,서울특별시 중구 회현동,서울특별시 중구 명동,서울특별시 중구 필동,서울특별시 중구 장충동,서울특별시 중구 광희동,서울특별시 중구 을지로동,서울특별시 중구 신당동,서울특별시 중구 다산동,서울특별시 중구 약수동,서울특별시 중구 청구동,서울특별시 중구 신당제5동,서울특별시 중구 동화동,서울특별시 중구 황학동,서울특별시 중구 중림동
2020년03월_여_100세 이상,131,4,23,6,6,3,9,6,5,10,6,4,11,11,9,18
2020년04월_계_총인구수,"126,126","2,117","5,219","2,975","3,948","4,696","4,971","1,825","7,538","14,494","17,454","14,146","10,625","10,798","12,725","12,595"
2020년04월_계_연령구간인구수,"126,126","2,117","5,219","2,975","3,948","4,696","4,971","1,825","7,538","14,494","17,454","14,146","10,625","10,798","12,725","12,595"
2020년04월_계_0~9세,"7,151",186,207,89,198,188,142,53,263,618,"1,186",807,620,782,753,"1,059"
2020년04월_계_10~19세,"7,225",118,214,154,174,337,200,36,304,901,"1,040",935,603,884,542,783
2020년04월_계_20~29세,"18,542",207,516,343,677,"1,206",727,208,"1,287","2,412","2,081","2,010","1,681","1,505","2,154","1,528"
2020년04월_계_30~39세,"20,384",441,552,397,605,663,755,280,"1,263","2,303","2,531","2,233","1,763","1,383","2,870","2,345"
2020년04월_계_40~49세,"18,457",456,686,436,495,609,618,197,"1,122","2,130","2,545","2,054","1,603","1,646","1,828","2,032"
2020년04월_계_50~59세,"20,990",310,"1,011",522,601,600,883,354,"1,361","2,369","2,924","2,378","1,871","1,977","1,825","2,004"
2020년04월_계_60~69세,"17,138",233,"1,054",525,610,507,867,395,989,"1,946","2,580","1,889","1,281","1,367","1,477","1,418"
2020년04월_계_70~79세,"10,516",106,573,333,355,375,521,194,644,"1,235","1,649","1,156",823,767,871,914
2020년04월_계_80~89세,"4,670",45,278,141,173,175,207,76,244,489,762,585,324,412,347,412
2020년04월_계_90~99세,856,10,85,26,51,33,37,22,53,78,145,91,45,60,49,71
2020년04월_계_100세 이상,197,5,43,9,9,3,14,10,8,13,11,8,11,15,9,29
2020년04월_남_총인구수,"61,770","1,022","2,805","1,258","2,025","2,387","2,627","1,102","3,751","7,078","8,208","6,720","5,181","5,202","6,102","6,302"
2020년04월_남_연령구간인구수,"61,770","1,022","2,805","1,258","2,025","2,387","2,627","1,102","3,751","7,078","8,208","6,720","5,181","5,202","6,102","6,302"
2020년04월_남_0~9세,"3,627",97,114,51,107,99,71,27,101,319,562,408,305,423,395,548
2020년04월_남_10~19세,"3,624",35,87,62,95,158,108,15,157,490,532,477,304,436,266,402
2020년04월_남_20~29세,"8,929",83,230,158,340,660,353,96,598,"1,184","1,044",991,790,747,904,751
2020년04월_남_30~39세,"10,209",209,274,193,331,349,418,163,657,"1,205","1,182","1,111",888,646,"1,438","1,145"
2020년04월_남_40~49세,"9,410",240,383,185,283,331,340,127,607,"1,070","1,281",982,825,808,898,"1,050"
2020년04월_남_50~59세,"10,678",157,610,217,330,305,502,249,719,"1,150","1,374","1,162",970,947,930,"1,056"
2020년04월_남_60~69세,"8,517",130,630,224,287,248,455,268,495,903,"1,200",896,624,691,722,744
2020년04월_남_70~79세,"4,731",51,294,120,173,163,276,108,302,556,722,452,351,339,411,413
2020년04월_남_80~89세,"1,721",16,129,37,61,64,83,37,97,182,267,211,111,143,124,159
2020년04월_남_90~99세,260,3,35,8,15,10,16,8,15,16,39,27,13,18,14,23
2020년04월_남_100세 이상,64,1,19,3,3,0,5,4,3,3,5,3,0,4,0,11
2020년04월_여_총인구수,"64,356","1,095","2,414","1,717","1,923","2,309","2,344",723,"3,787","7,416","9,246","7,426","5,444","5,596","6,623","6,293"
2020년04월_여_연령구간인구수,"64,356","1,095","2,414","1,717","1,923","2,309","2,344",723,"3,787","7,416","9,246","7,426","5,444","5,596","6,623","6,293"
2020년04월_여_0~9세,"3,524",89,93,38,91,89,71,26,162,299,624,399,315,359,358,511
2020년04월_여_10~19세,"3,601",83,127,92,79,179,92,21,147,411,508,458,299,448,276,381
2020년04월_여_20~29세,"9,613",124,286,185,337,546,374,112,689,"1,228","1,037","1,019",891,758,"1,250",777
2020년04월_여_30~39세,"10,175",232,278,204,274,314,337,117,606,"1,098","1,349","1,122",875,737,"1,432","1,200"
2020년04월_여_40~49세,"9,047",216,303,251,212,278,278,70,515,"1,060","1,264","1,072",778,838,930,982
2020년04월_여_50~59세,"10,312",153,401,305,271,295,381,105,642,"1,219","1,550","1,216",901,"1,030",895,948
2020년04월_여_60~69세,"8,621",103,424,301,323,259,412,127,494,"1,043","1,380",993,657,676,755,674
2020년04월_여_70~79세,"5,785",55,279,213,182,212,245,86,342,679,927,704,472,428,460,501
2020년04월_여_80~89세,"2,949",29,149,104,112,111,124,39,147,307,495,374,213,269,223,253
2020년04월_여_90~99세,596,7,50,18,36,23,21,14,38,62,106,64,32,42,35,48
2020년04월_여_100세 이상,133,4,24,6,6,3,9,6,5,10,6,5,11,11,9,18
2020년05월_계_총인구수,"126,120","2,110","5,222","2,999","3,968","4,692","5,011","1,830","7,552","14,451","17,400","14,157","10,656","10,796","12,708","12,568"
2020년05월_계_연령구간인구수,"126,120","2,110","5,222","2,999","3,968","4,692","5,011","1,830","7,552","14,451","17,400","14,157","10,656","10,796","12,708","12,568"
2020년05월_계_0~9세,"7,113",185,207,90,195,189,143,53,267,600,"1,172",799,621,777,757,"1,058"
2020년05월_계_10~19세,"7,188",116,207,158,176,340,210,36,302,889,"1,034",928,600,875,542,775
2020년05월_계_20~29세,"18,564",211,519,351,692,"1,213",745,208,"1,290","2,423","2,079","2,019","1,670","1,506","2,130","1,508"
2020년05월_계_30~39세,"20,356",432,558,397,607,664,760,285,"1,271","2,292","2,501","2,236","1,772","1,375","2,871","2,335"
2020년05월_계_40~49세,"18,453",459,678,444,486,596,621,196,"1,103","2,132","2,545","2,040","1,613","1,655","1,843","2,042"
2020년05월_계_50~59세,"20,973",310,"1,008",514,610,601,876,352,"1,368","2,365","2,911","2,388","1,875","1,981","1,809","2,005"
2020년05월_계_60~69세,"17,163",231,"1,063",534,608,507,867,396,996,"1,936","2,584","1,890","1,283","1,371","1,478","1,419"
2020년05월_계_70~79세,"10,570",106,573,332,359,373,531,197,649,"1,233","1,649","1,170",831,772,878,917
2020년05월_계_80~89세,"4,686",45,282,143,174,174,207,76,244,490,769,589,333,408,342,410
2020년05월_계_90~99세,858,10,84,27,52,32,36,21,54,78,147,90,46,62,50,69
2020년05월_계_100세 이상,196,5,43,9,9,3,15,10,8,13,9,8,12,14,8,30
2020년05월_남_총인구수,"61,747","1,020","2,806","1,273","2,037","2,384","2,646","1,106","3,750","7,047","8,204","6,715","5,193","5,197","6,086","6,283"
2020년05월_남_연령구간인구수,"61,747","1,020","2,806","1,273","2,037","2,384","2,646","1,106","3,750","7,047","8,204","6,715","5,193","5,197","6,086","6,283"
2020년05월_남_0~9세,"3,610",95,112,52,104,101,71,27,106,313,557,404,305,420,398,545
2020년05월_남_10~19세,"3,609",35,88,63,94,160,111,14,157,485,528,472,301,436,266,399
2020년05월_남_20~29세,"8,921",84,230,163,348,662,364,96,594,"1,180","1,053",988,778,746,894,741
2020년05월_남_30~39세,"10,208",210,276,195,333,349,418,170,656,"1,203","1,174","1,117",893,643,"1,430","1,141"
2020년05월_남_40~49세,"9,388",239,379,190,277,323,342,127,594,"1,072","1,274",971,836,809,903,"1,052"
2020년05월_남_50~59세,"10,678",157,610,210,340,306,498,245,726,"1,147","1,379","1,169",970,944,926,"1,051"
2020년05월_남_60~69세,"8,532",129,634,231,287,248,457,269,494,895,"1,200",897,630,695,720,746
2020년05월_남_70~79세,"4,744",51,292,121,173,162,281,109,308,552,725,452,350,341,412,415
2020년05월_남_80~89세,"1,730",16,132,37,62,63,81,37,97,181,271,215,117,140,122,159
2020년05월_남_90~99세,263,3,34,8,16,10,17,8,15,16,39,27,13,19,15,23
2020년05월_남_100세 이상,64,1,19,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년05월_여_총인구수,"64,373","1,090","2,416","1,726","1,931","2,308","2,365",724,"3,802","7,404","9,196","7,442","5,463","5,599","6,622","6,285"
2020년05월_여_연령구간인구수,"64,373","1,090","2,416","1,726","1,931","2,308","2,365",724,"3,802","7,404","9,196","7,442","5,463","5,599","6,622","6,285"
2020년05월_여_0~9세,"3,503",90,95,38,91,88,72,26,161,287,615,395,316,357,359,513
2020년05월_여_10~19세,"3,579",81,119,95,82,180,99,22,145,404,506,456,299,439,276,376
2020년05월_여_20~29세,"9,643",127,289,188,344,551,381,112,696,"1,243","1,026","1,031",892,760,"1,236",767
2020년05월_여_30~39세,"10,148",222,282,202,274,315,342,115,615,"1,089","1,327","1,119",879,732,"1,441","1,194"
2020년05월_여_40~49세,"9,065",220,299,254,209,273,279,69,509,"1,060","1,271","1,069",777,846,940,990
2020년05월_여_50~59세,"10,295",153,398,304,270,295,378,107,642,"1,218","1,532","1,219",905,"1,037",883,954
2020년05월_여_60~69세,"8,631",102,429,303,321,259,410,127,502,"1,041","1,384",993,653,676,758,673
2020년05월_여_70~79세,"5,826",55,281,211,186,211,250,88,341,681,924,718,481,431,466,502
2020년05월_여_80~89세,"2,956",29,150,106,112,111,126,39,147,309,498,374,216,268,220,251
2020년05월_여_90~99세,595,7,50,19,36,22,19,13,39,62,108,63,33,43,35,46
2020년05월_여_100세 이상,132,4,24,6,6,3,9,6,5,10,5,5,12,10,8,19
2020년06월_계_총인구수,"126,092","2,103","5,203","2,992","3,982","4,697","5,034","1,817","7,567","14,454","17,377","14,150","10,644","10,783","12,712","12,577"
2020년06월_계_연령구간인구수,"126,092","2,103","5,203","2,992","3,982","4,697","5,034","1,817","7,567","14,454","17,377","14,150","10,644","10,783","12,712","12,577"
2020년06월_계_0~9세,"7,097",180,202,91,196,189,142,54,265,600,"1,176",793,617,774,759,"1,059"
2020년06월_계_10~19세,"7,131",112,207,153,185,337,205,35,299,878,"1,015",930,592,878,531,774
2020년06월_계_20~29세,"18,565",209,513,355,697,"1,226",761,206,"1,310","2,420","2,071","2,019","1,654","1,492","2,135","1,497"
2020년06월_계_30~39세,"20,393",438,563,394,606,667,774,282,"1,277","2,310","2,498","2,232","1,780","1,373","2,875","2,324"
2020년06월_계_40~49세,"18,388",456,675,439,488,589,621,195,"1,086","2,127","2,525","2,022","1,602","1,665","1,846","2,052"
2020년06월_계_50~59세,"20,939",309,"1,000",513,611,602,878,342,"1,377","2,365","2,902","2,386","1,880","1,967","1,798","2,009"
2020년06월_계_60~69세,"17,228",233,"1,058",532,609,501,858,397,"1,003","1,926","2,610","1,906","1,298","1,384","1,488","1,425"
2020년06월_계_70~79세,"10,601",106,574,336,356,378,536,199,644,"1,243","1,645","1,172",832,769,887,924
2020년06월_계_80~89세,"4,695",45,283,142,175,173,207,76,245,494,779,591,330,407,336,412
2020년06월_계_90~99세,858,10,85,28,50,32,37,21,53,78,147,91,47,60,49,70
2020년06월_계_100세 이상,197,5,43,9,9,3,15,10,8,13,9,8,12,14,8,31
2020년06월_남_총인구수,"61,697","1,019","2,783","1,271","2,049","2,376","2,659","1,102","3,756","7,027","8,180","6,715","5,189","5,186","6,092","6,293"
2020년06월_남_연령구간인구수,"61,697","1,019","2,783","1,271","2,049","2,376","2,659","1,102","3,756","7,027","8,180","6,715","5,189","5,186","6,092","6,293"
2020년06월_남_0~9세,"3,601",92,112,54,103,99,71,28,107,311,562,399,302,419,399,543
2020년06월_남_10~19세,"3,571",32,88,59,97,162,109,12,155,474,519,473,296,434,262,399
2020년06월_남_20~29세,"8,911",84,226,164,357,657,369,98,603,"1,185","1,041",987,767,741,896,736
2020년06월_남_30~39세,"10,219",213,275,196,334,351,429,166,657,"1,208","1,169","1,118",906,642,"1,423","1,132"
2020년06월_남_40~49세,"9,351",239,376,188,277,314,341,127,587,"1,062","1,261",969,824,810,908,"1,068"
2020년06월_남_50~59세,"10,663",158,597,211,342,310,504,238,728,"1,145","1,377","1,166",976,940,923,"1,048"
2020년06월_남_60~69세,"8,568",130,632,230,288,243,448,274,499,887,"1,212",904,639,696,731,755
2020년06월_남_70~79세,"4,750",51,292,122,170,166,286,109,305,554,717,454,350,341,417,416
2020년06월_남_80~89세,"1,739",16,132,36,62,64,78,38,98,182,281,216,116,141,118,161
2020년06월_남_90~99세,260,3,34,8,16,10,18,8,14,16,37,26,13,18,15,24
2020년06월_남_100세 이상,64,1,19,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년06월_여_총인구수,"64,395","1,084","2,420","1,721","1,933","2,321","2,375",715,"3,811","7,427","9,197","7,435","5,455","5,597","6,620","6,284"
2020년06월_여_연령구간인구수,"64,395","1,084","2,420","1,721","1,933","2,321","2,375",715,"3,811","7,427","9,197","7,435","5,455","5,597","6,620","6,284"
2020년06월_여_0~9세,"3,496",88,90,37,93,90,71,26,158,289,614,394,315,355,360,516
2020년06월_여_10~19세,"3,560",80,119,94,88,175,96,23,144,404,496,457,296,444,269,375
2020년06월_여_20~29세,"9,654",125,287,191,340,569,392,108,707,"1,235","1,030","1,032",887,751,"1,239",761
2020년06월_여_30~39세,"10,174",225,288,198,272,316,345,116,620,"1,102","1,329","1,114",874,731,"1,452","1,192"
2020년06월_여_40~49세,"9,037",217,299,251,211,275,280,68,499,"1,065","1,264","1,053",778,855,938,984
2020년06월_여_50~59세,"10,276",151,403,302,269,292,374,104,649,"1,220","1,525","1,220",904,"1,027",875,961
2020년06월_여_60~69세,"8,660",103,426,302,321,258,410,123,504,"1,039","1,398","1,002",659,688,757,670
2020년06월_여_70~79세,"5,851",55,282,214,186,212,250,90,339,689,928,718,482,428,470,508
2020년06월_여_80~89세,"2,956",29,151,106,113,109,129,38,147,312,498,375,214,266,218,251
2020년06월_여_90~99세,598,7,51,20,34,22,19,13,39,62,110,65,34,42,34,46
2020년06월_여_100세 이상,133,4,24,6,6,3,9,6,5,10,5,5,12,10,8,20
2020년07월_계_총인구수,"125,970","2,092","5,200","2,976","3,998","4,694","5,037","1,837","7,596","14,388","17,332","14,130","10,648","10,762","12,703","12,577"
2020년07월_계_연령구간인구수,"125,970","2,092","5,200","2,976","3,998","4,694","5,037","1,837","7,596","14,388","17,332","14,130","10,648","10,762","12,703","12,577"
2020년07월_계_0~9세,"7,079",176,207,91,197,186,141,54,271,590,"1,173",786,615,774,751,"1,067"
2020년07월_계_10~19세,"7,097",112,211,148,185,329,203,34,298,864,"1,009",929,590,875,538,772
2020년07월_계_20~29세,"18,570",214,501,354,707,"1,230",774,203,"1,320","2,424","2,069","2,007","1,659","1,481","2,134","1,493"
2020년07월_계_30~39세,"20,323",427,566,397,607,671,774,293,"1,276","2,294","2,477","2,231","1,783","1,352","2,854","2,321"
2020년07월_계_40~49세,"18,363",456,683,440,492,588,619,200,"1,080","2,099","2,508","2,026","1,602","1,667","1,848","2,055"
2020년07월_계_50~59세,"20,922",312,988,506,610,599,873,342,"1,388","2,360","2,902","2,388","1,884","1,959","1,801","2,010"
2020년07월_계_60~69세,"17,221",231,"1,045",527,609,498,857,400,"1,008","1,928","2,611","1,901","1,301","1,394","1,489","1,422"
2020년07월_계_70~79세,"10,625",104,584,336,357,383,538,202,650,"1,245","1,642","1,171",826,773,893,921
2020년07월_계_80~89세,"4,710",45,286,141,176,175,206,78,243,493,781,593,328,413,337,415
2020년07월_계_90~99세,861,10,86,27,48,32,37,21,54,77,151,90,47,61,50,70
2020년07월_계_100세 이상,199,5,43,9,10,3,15,10,8,14,9,8,13,13,8,31
2020년07월_남_총인구수,"61,644","1,018","2,774","1,265","2,060","2,379","2,653","1,111","3,772","7,001","8,165","6,711","5,181","5,183","6,079","6,292"
2020년07월_남_연령구간인구수,"61,644","1,018","2,774","1,265","2,060","2,379","2,653","1,111","3,772","7,001","8,165","6,711","5,181","5,183","6,079","6,292"
2020년07월_남_0~9세,"3,591",91,114,53,104,99,70,27,111,304,564,395,297,420,395,547
2020년07월_남_10~19세,"3,555",31,91,57,98,160,106,12,153,467,517,472,298,434,265,394
2020년07월_남_20~29세,"8,903",87,220,163,361,657,371,92,611,"1,187","1,041",979,769,738,889,738
2020년07월_남_30~39세,"10,181",208,276,198,336,353,434,171,656,"1,202","1,158","1,124",904,627,"1,411","1,123"
2020년07월_남_40~49세,"9,354",239,382,189,279,317,341,130,583,"1,051","1,247",973,817,815,915,"1,076"
2020년07월_남_50~59세,"10,646",159,583,211,342,308,498,239,735,"1,143","1,377","1,167",983,937,917,"1,047"
2020년07월_남_60~69세,"8,573",130,624,226,287,240,450,278,499,889,"1,219",905,635,701,735,755
2020년07월_남_70~79세,"4,771",52,298,122,173,168,282,111,308,558,715,453,349,347,419,416
2020년07월_남_80~89세,"1,744",17,132,36,62,67,78,39,98,181,284,215,115,142,117,161
2020년07월_남_90~99세,262,3,35,7,15,10,17,8,15,16,39,25,14,18,16,24
2020년07월_남_100세 이상,64,1,19,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년07월_여_총인구수,"64,326","1,074","2,426","1,711","1,938","2,315","2,384",726,"3,824","7,387","9,167","7,419","5,467","5,579","6,624","6,285"
2020년07월_여_연령구간인구수,"64,326","1,074","2,426","1,711","1,938","2,315","2,384",726,"3,824","7,387","9,167","7,419","5,467","5,579","6,624","6,285"
2020년07월_여_0~9세,"3,488",85,93,38,93,87,71,27,160,286,609,391,318,354,356,520
2020년07월_여_10~19세,"3,542",81,120,91,87,169,97,22,145,397,492,457,292,441,273,378
2020년07월_여_20~29세,"9,667",127,281,191,346,573,403,111,709,"1,237","1,028","1,028",890,743,"1,245",755
2020년07월_여_30~39세,"10,142",219,290,199,271,318,340,122,620,"1,092","1,319","1,107",879,725,"1,443","1,198"
2020년07월_여_40~49세,"9,009",217,301,251,213,271,278,70,497,"1,048","1,261","1,053",785,852,933,979
2020년07월_여_50~59세,"10,276",153,405,295,268,291,375,103,653,"1,217","1,525","1,221",901,"1,022",884,963
2020년07월_여_60~69세,"8,648",101,421,301,322,258,407,122,509,"1,039","1,392",996,666,693,754,667
2020년07월_여_70~79세,"5,854",52,286,214,184,215,256,91,342,687,927,718,477,426,474,505
2020년07월_여_80~89세,"2,966",28,154,105,114,108,128,39,145,312,497,378,213,271,220,254
2020년07월_여_90~99세,599,7,51,20,33,22,20,13,39,61,112,65,33,43,34,46
2020년07월_여_100세 이상,135,4,24,6,7,3,9,6,5,11,5,5,13,9,8,20
2020년08월_계_총인구수,"125,990","2,095","5,190","2,964","4,019","4,686","5,064","1,837","7,617","14,412","17,291","14,117","10,647","10,776","12,673","12,602"
2020년08월_계_연령구간인구수,"125,990","2,095","5,190","2,964","4,019","4,686","5,064","1,837","7,617","14,412","17,291","14,117","10,647","10,776","12,673","12,602"
2020년08월_계_0~9세,"7,061",173,205,92,195,187,137,50,271,595,"1,169",781,610,775,751,"1,070"
2020년08월_계_10~19세,"7,041",112,204,144,183,322,202,34,296,864,997,921,576,873,537,776
2020년08월_계_20~29세,"18,572",222,499,348,707,"1,228",790,206,"1,324","2,422","2,065","2,008","1,673","1,481","2,125","1,474"
2020년08월_계_30~39세,"20,332",427,563,398,628,661,775,295,"1,291","2,289","2,463","2,227","1,788","1,350","2,841","2,336"
2020년08월_계_40~49세,"18,298",448,680,441,491,585,630,200,"1,066","2,104","2,501","2,005","1,586","1,665","1,845","2,051"
2020년08월_계_50~59세,"20,880",316,974,500,614,604,867,336,"1,392","2,363","2,882","2,387","1,882","1,955","1,795","2,013"
2020년08월_계_60~69세,"17,337",233,"1,056",533,609,502,865,399,"1,007","1,938","2,629","1,925","1,313","1,401","1,494","1,433"
2020년08월_계_70~79세,"10,650",104,589,330,358,381,538,207,659,"1,246","1,640","1,164",834,781,889,930
2020년08월_계_80~89세,"4,748",44,290,142,176,181,208,79,247,499,782,601,327,421,334,417
2020년08월_계_90~99세,871,11,86,27,48,32,37,21,56,78,154,90,45,61,54,71
2020년08월_계_100세 이상,200,5,44,9,10,3,15,10,8,14,9,8,13,13,8,31
2020년08월_남_총인구수,"61,651","1,029","2,762","1,269","2,072","2,366","2,671","1,109","3,800","7,009","8,147","6,693","5,176","5,192","6,054","6,302"
2020년08월_남_연령구간인구수,"61,651","1,029","2,762","1,269","2,072","2,366","2,671","1,109","3,800","7,009","8,147","6,693","5,176","5,192","6,054","6,302"
2020년08월_남_0~9세,"3,595",92,114,53,102,101,69,25,114,308,563,392,296,421,394,551
2020년08월_남_10~19세,"3,529",32,86,57,98,156,105,12,150,468,511,468,294,434,263,395
2020년08월_남_20~29세,"8,889",94,220,165,362,650,375,89,619,"1,177","1,043",976,764,739,888,728
2020년08월_남_30~39세,"10,173",206,273,200,346,346,438,173,666,"1,195","1,157","1,118",914,623,"1,389","1,129"
2020년08월_남_40~49세,"9,333",239,377,191,280,315,348,130,581,"1,056","1,239",962,805,813,920,"1,077"
2020년08월_남_50~59세,"10,621",159,576,210,343,311,495,239,739,"1,144","1,363","1,162",983,940,914,"1,043"
2020년08월_남_60~69세,"8,626",134,626,228,287,239,458,275,499,899,"1,229",916,637,705,735,759
2020년08월_남_70~79세,"4,789",52,300,119,173,168,282,115,313,559,712,450,354,351,419,422
2020년08월_남_80~89세,"1,766",17,135,36,64,70,77,39,101,184,286,221,115,144,114,163
2020년08월_남_90~99세,265,3,35,7,14,10,18,8,15,16,40,25,14,18,18,24
2020년08월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년08월_여_총인구수,"64,339","1,066","2,428","1,695","1,947","2,320","2,393",728,"3,817","7,403","9,144","7,424","5,471","5,584","6,619","6,300"
2020년08월_여_연령구간인구수,"64,339","1,066","2,428","1,695","1,947","2,320","2,393",728,"3,817","7,403","9,144","7,424","5,471","5,584","6,619","6,300"
2020년08월_여_0~9세,"3,466",81,91,39,93,86,68,25,157,287,606,389,314,354,357,519
2020년08월_여_10~19세,"3,512",80,118,87,85,166,97,22,146,396,486,453,282,439,274,381
2020년08월_여_20~29세,"9,683",128,279,183,345,578,415,117,705,"1,245","1,022","1,032",909,742,"1,237",746
2020년08월_여_30~39세,"10,159",221,290,198,282,315,337,122,625,"1,094","1,306","1,109",874,727,"1,452","1,207"
2020년08월_여_40~49세,"8,965",209,303,250,211,270,282,70,485,"1,048","1,262","1,043",781,852,925,974
2020년08월_여_50~59세,"10,259",157,398,290,271,293,372,97,653,"1,219","1,519","1,225",899,"1,015",881,970
2020년08월_여_60~69세,"8,711",99,430,305,322,263,407,124,508,"1,039","1,400","1,009",676,696,759,674
2020년08월_여_70~79세,"5,861",52,289,211,185,213,256,92,346,687,928,714,480,430,470,508
2020년08월_여_80~89세,"2,982",27,155,106,112,111,131,40,146,315,496,380,212,277,220,254
2020년08월_여_90~99세,606,8,51,20,34,22,19,13,41,62,114,65,31,43,36,47
2020년08월_여_100세 이상,135,4,24,6,7,3,9,6,5,11,5,5,13,9,8,20
2020년09월_계_총인구수,"125,800","2,086","5,182","2,956","4,028","4,692","5,072","1,835","7,631","14,386","17,250","14,117","10,618","10,720","12,649","12,578"
