카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년03월_계_80~89세,"24,092","7,242",701,879,693,851,676,650,517,925,628,722,"7,259",282,663,527,924,895,663,871,645,454,624,386,325,"4,693",206,330,333,638,568,482,610,333,744,449,"4,898",325,362,531,453,498,514,269,449,333,248,475,441
2020년03월_계_90~99세,"3,760","1,177",123,126,123,128,98,94,79,156,102,148,"1,118",47,106,87,162,124,81,128,76,72,112,75,48,701,24,51,47,93,85,73,81,56,106,85,764,54,46,75,70,96,74,38,76,57,37,80,61
2020년03월_계_100세 이상,301,85,9,11,7,7,1,21,5,5,2,17,92,11,9,11,15,12,6,2,6,5,8,5,2,88,6,6,14,13,4,9,6,1,17,12,36,6,6,5,3,2,6,1,2,3,1,0,1
2020년03월_남_총인구수,"600,550","139,438","12,026","22,843","15,005","14,952","21,660","10,462","9,926","14,671","9,389","8,504","187,153","5,276","12,305","9,981","20,646","19,709","12,704","22,695","22,942","12,680","24,717","14,877","8,621","88,411","3,183","5,640","4,708","11,422","13,344","5,972","10,441","8,692","19,225","5,784","185,548","9,436","7,656","19,022","11,076","19,897","17,990","14,071","16,789","16,051","14,170","25,724","13,666"
2020년03월_남_연령구간인구수,"600,550","139,438","12,026","22,843","15,005","14,952","21,660","10,462","9,926","14,671","9,389","8,504","187,153","5,276","12,305","9,981","20,646","19,709","12,704","22,695","22,942","12,680","24,717","14,877","8,621","88,411","3,183","5,640","4,708","11,422","13,344","5,972","10,441","8,692","19,225","5,784","185,548","9,436","7,656","19,022","11,076","19,897","17,990","14,071","16,789","16,051","14,170","25,724","13,666"
2020년03월_남_0~9세,"52,796","10,130",769,"1,664","1,386","1,053","2,087",483,634,859,800,395,"17,465",482,622,482,"1,634","1,306",771,"2,662","3,786",745,"3,114",932,929,"5,114",124,241,205,786,"1,116",236,516,626,"1,132",132,"20,087",656,514,"1,612",817,"2,438","2,028","1,366","1,441","1,929","2,319","3,146","1,821"
2020년03월_남_10~19세,"63,142","15,588","1,036","2,315","1,970","1,715","3,677",669,963,"1,562","1,102",579,"17,871",357,889,865,"1,947","1,767","1,103","2,655","2,210",959,"2,926","1,225",968,"7,448",180,261,308,"1,116","1,579",419,810,"1,051","1,456",268,"22,235","1,060",856,"2,347","1,280","1,847","2,621","1,168","2,326","2,131","1,673","3,441","1,485"
2020년03월_남_20~29세,"98,408","24,107","1,867","6,118","2,258","2,296","3,212","1,413","1,577","2,332","1,569","1,465","28,713",774,"1,893","1,498","3,401","3,194","2,131","3,230","2,530","2,476","3,585","2,893","1,108","14,853",498,"1,025",618,"1,628","2,126",770,"1,720","1,964","3,736",768,"30,735","1,746","1,270","3,725","2,000","3,438","2,525","3,326","3,373","2,440","1,692","3,701","1,499"
2020년03월_남_30~39세,"94,934","17,564","1,609","3,144","1,786","1,926","2,234","1,459","1,459","1,811","1,022","1,114","31,364",940,"2,090","1,493","3,014","3,036","1,828","3,408","4,821","2,440","3,990","3,135","1,169","13,495",476,944,627,"1,419","1,797",719,"1,708","1,181","3,850",774,"32,511","1,351","1,086","3,097","1,722","4,021","2,733","3,637","2,357","2,535","2,953","4,428","2,591"
2020년03월_남_40~49세,"103,570","23,297","1,988","3,381","2,707","2,551","4,424","1,657","1,584","2,378","1,365","1,262","31,873",772,"2,016","1,690","3,128","3,247","1,970","4,020","4,190","1,941","4,377","2,816","1,706","14,423",513,828,758,"1,942","2,210",951,"1,671","1,345","3,320",885,"33,977","1,536","1,257","3,464","1,829","3,731","3,525","2,175","2,976","2,904","2,689","5,206","2,685"
2020년03월_남_50~59세,"98,086","24,699","2,212","3,402","2,625","2,689","3,823","2,058","1,806","2,744","1,818","1,522","30,871",911,"2,188","1,736","3,820","3,463","2,461","3,703","2,861","2,142","3,779","2,394","1,413","15,641",635,"1,039",920,"2,072","2,549","1,190","1,862","1,304","2,818","1,252","26,875","1,635","1,344","2,799","1,825","2,348","2,789","1,534","2,744","2,586","1,794","3,655","1,822"
2020년03월_남_60~69세,"55,819","14,334","1,568","1,750","1,377","1,534","1,388","1,607","1,174","1,740","1,006","1,190","18,537",626,"1,567","1,339","2,346","2,318","1,538","1,901","1,666","1,338","2,050","1,011",837,"10,389",437,793,683,"1,440","1,219",974,"1,269",778,"1,826",970,"12,559",928,837,"1,311","1,042","1,345","1,141",542,"1,073","1,068",729,"1,445","1,098"
2020년03월_남_70~79세,"24,545","6,835",719,722,632,843,561,821,523,901,441,672,"7,723",300,741,658,"1,008","1,057",664,797,660,479,665,325,369,"5,174",234,360,430,750,544,526,676,319,816,519,"4,813",407,368,498,403,549,421,217,334,342,239,528,507
2020년03월_남_80~89세,"8,307","2,578",233,302,231,315,236,271,186,302,236,266,"2,458",103,260,196,315,291,218,290,202,140,207,132,104,"1,683",74,129,141,242,184,171,192,111,252,187,"1,588",107,116,154,142,160,187,94,149,104,76,156,143
2020년03월_남_90~99세,864,285,23,41,30,29,18,18,18,42,29,37,252,9,35,24,29,26,18,29,13,18,21,12,18,168,9,17,10,25,19,15,15,13,17,28,159,8,7,15,15,19,17,12,15,12,6,18,15
2020년03월_남_100세 이상,79,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,23,3,3,8,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020년03월_여_총인구수,"592,212","137,404","11,855","20,516","15,410","15,477","21,700","10,028","9,942","14,473","10,028","7,975","183,769","5,281","11,655","9,865","20,089","19,051","12,443","23,184","23,213","12,229","25,413","12,908","8,438","87,122","2,770","5,033","4,505","12,100","13,784","5,714","10,513","8,754","18,829","5,120","183,917","9,354","7,719","17,569","11,316","19,247","18,435","12,509","16,213","15,920","14,232","26,877","14,526"
2020년03월_여_연령구간인구수,"592,212","137,404","11,855","20,516","15,410","15,477","21,700","10,028","9,942","14,473","10,028","7,975","183,769","5,281","11,655","9,865","20,089","19,051","12,443","23,184","23,213","12,229","25,413","12,908","8,438","87,122","2,770","5,033","4,505","12,100","13,784","5,714","10,513","8,754","18,829","5,120","183,917","9,354","7,719","17,569","11,316","19,247","18,435","12,509","16,213","15,920","14,232","26,877","14,526"
2020년03월_여_0~9세,"49,574","9,415",723,"1,610","1,315","1,053","1,841",430,579,781,737,346,"16,532",425,574,566,"1,534","1,280",758,"2,563","3,489",682,"2,878",869,914,"5,011",128,216,182,795,"1,032",227,484,646,"1,161",140,"18,616",637,485,"1,475",695,"2,298","1,856","1,304","1,390","1,755","2,135","2,851","1,735"
2020년03월_여_10~19세,"58,943","14,310",936,"2,094","1,687","1,597","3,528",615,851,"1,402","1,050",550,"16,458",305,802,776,"1,783","1,600","1,055","2,368","2,196",867,"2,606","1,173",927,"7,111",138,270,314,"1,179","1,572",362,764,877,"1,401",234,"21,064","1,001",757,"2,234","1,184","1,714","2,434","1,070","2,113","2,071","1,563","3,483","1,440"
2020년03월_여_20~29세,"88,197","20,029","1,561","3,902","2,015","2,088","2,994","1,328","1,487","2,078","1,482","1,094","26,373",764,"1,715","1,328","2,875","2,805","1,909","3,041","2,642","2,471","3,354","2,520",949,"13,550",401,850,524,"1,582","2,019",606,"1,519","1,640","3,688",721,"28,245","1,422","1,255","2,865","1,763","3,136","2,441","2,522","2,918","2,189","1,762","4,399","1,573"
2020년03월_여_30~39세,"88,301","16,272","1,404","2,787","1,894","1,851","2,425","1,133","1,323","1,535","1,140",780,"28,694",817,"1,523","1,234","2,730","2,527","1,525","3,486","4,899","2,045","4,359","2,380","1,169","11,552",397,757,472,"1,376","1,805",580,"1,321","1,105","3,191",548,"31,783","1,207",916,"2,552","1,552","3,909","2,948","2,928","2,214","2,590","3,114","5,023","2,830"
2020년03월_여_40~49세,"101,976","23,625","1,857","3,345","2,911","2,660","4,941","1,425","1,562","2,322","1,625",977,"29,946",708,"1,803","1,539","3,080","2,912","1,877","4,069","3,752","1,800","4,588","2,214","1,604","13,567",376,613,642,"1,995","2,462",789,"1,546","1,468","3,067",609,"34,838","1,658","1,283","3,449","2,065","3,329","3,808","2,080","3,303","3,083","2,674","5,501","2,605"
2020년03월_여_50~59세,"98,243","24,716","2,273","3,367","2,701","2,776","3,465","2,015","1,866","2,774","2,040","1,439","31,712",990,"2,183","1,762","3,844","3,473","2,512","3,911","3,085","2,156","4,259","2,146","1,391","15,172",492,927,858,"2,137","2,562","1,026","1,933","1,430","2,853",954,"26,643","1,678","1,455","2,680","1,971","2,275","2,863","1,476","2,555","2,551","1,785","3,270","2,084"
2020년03월_여_60~69세,"57,475","14,827","1,595","1,782","1,506","1,722","1,223","1,701","1,244","1,779",927,"1,348","19,034",689,"1,712","1,437","2,339","2,458","1,546","1,988","1,783","1,274","2,077",884,847,"11,068",419,742,784,"1,593","1,206","1,062","1,514",863,"1,922",963,"12,546","1,010",830,"1,238","1,149","1,478","1,082",563,904,936,696,"1,353","1,307"
2020년03월_여_70~79세,"30,600","8,590",931,960,822,"1,089",762,911,635,"1,060",561,859,"9,287",357,864,818,"1,151","1,286",749,"1,076",858,563,779,402,384,"6,483",269,420,494,968,673,685,944,459,950,621,"6,240",473,448,634,569,692,616,364,454,468,299,616,607
2020년03월_여_80~89세,"15,785","4,664",468,577,462,536,440,379,331,623,392,456,"4,801",179,403,331,609,604,445,581,443,314,417,254,221,"3,010",132,201,192,396,384,311,418,222,492,262,"3,310",218,246,377,311,338,327,175,300,229,172,319,298
2020년03월_여_90~99세,"2,896",892,100,85,93,99,80,76,61,114,73,111,866,38,71,63,133,98,63,99,63,54,91,63,30,533,15,34,37,68,66,58,66,43,89,57,605,46,39,60,55,77,57,26,61,45,31,62,46
2020년03월_여_100세 이상,222,64,7,7,4,6,1,15,3,5,1,15,66,9,5,11,11,8,4,2,3,3,5,3,2,65,3,3,6,11,3,8,4,1,15,11,27,4,5,5,2,1,3,1,1,3,1,0,1
2020년04월_계_총인구수,"1,192,622","276,611","23,825","43,338","30,322","30,445","43,339","20,447","19,904","29,130","19,412","16,449","370,955","10,583","23,960","19,778","40,767","38,673","25,137","45,900","46,243","24,871","50,190","27,802","17,051","175,446","5,945","10,695","9,183","23,495","27,090","11,620","20,947","17,439","38,080","10,952","369,610","18,781","15,379","36,557","22,335","39,239","36,390","26,598","33,051","31,907","28,396","52,777","28,200"
2020년04월_계_연령구간인구수,"1,192,622","276,611","23,825","43,338","30,322","30,445","43,339","20,447","19,904","29,130","19,412","16,449","370,955","10,583","23,960","19,778","40,767","38,673","25,137","45,900","46,243","24,871","50,190","27,802","17,051","175,446","5,945","10,695","9,183","23,495","27,090","11,620","20,947","17,439","38,080","10,952","369,610","18,781","15,379","36,557","22,335","39,239","36,390","26,598","33,051","31,907","28,396","52,777","28,200"
2020년04월_계_0~9세,"101,861","19,420","1,471","3,224","2,684","2,117","3,916",904,"1,216","1,609","1,539",740,"33,924",910,"1,185","1,049","3,174","2,581","1,514","5,208","7,284","1,413","5,975","1,811","1,820","10,039",246,455,382,"1,575","2,124",467,985,"1,272","2,264",269,"38,478","1,275",992,"3,077","1,499","4,720","3,829","2,665","2,820","3,650","4,437","5,960","3,554"
2020년04월_계_10~19세,"121,597","29,702","1,953","4,363","3,646","3,293","7,161","1,264","1,816","2,946","2,141","1,119","34,225",655,"1,689","1,623","3,712","3,341","2,147","5,025","4,412","1,814","5,531","2,386","1,890","14,487",324,515,614,"2,293","3,130",767,"1,558","1,924","2,860",502,"43,183","2,062","1,605","4,555","2,436","3,561","5,027","2,239","4,443","4,194","3,243","6,908","2,910"
2020년04월_계_20~29세,"186,996","44,253","3,431","10,089","4,269","4,400","6,230","2,721","3,075","4,437","3,037","2,564","55,079","1,546","3,601","2,809","6,277","5,981","4,060","6,264","5,181","4,928","6,966","5,401","2,065","28,501",899,"1,887","1,133","3,216","4,158","1,367","3,265","3,604","7,467","1,505","59,163","3,164","2,542","6,598","3,764","6,601","4,993","5,811","6,317","4,626","3,453","8,207","3,087"
2020년04월_계_30~39세,"182,876","33,731","3,004","5,903","3,642","3,803","4,639","2,579","2,788","3,330","2,164","1,879","59,934","1,767","3,602","2,710","5,767","5,521","3,341","6,895","9,668","4,476","8,335","5,521","2,331","24,975",868,"1,700","1,104","2,771","3,576","1,286","3,029","2,299","7,006","1,336","64,236","2,540","1,995","5,616","3,255","7,917","5,679","6,605","4,577","5,102","6,063","9,487","5,400"
2020년04월_계_40~49세,"205,273","46,751","3,833","6,699","5,588","5,190","9,335","3,065","3,136","4,682","2,982","2,241","61,825","1,481","3,815","3,214","6,204","6,154","3,844","8,104","8,001","3,740","8,960","5,016","3,292","27,943",887,"1,441","1,390","3,934","4,684","1,729","3,188","2,808","6,385","1,497","68,754","3,186","2,520","6,906","3,862","7,108","7,300","4,235","6,291","5,972","5,374","10,724","5,276"
2020년04월_계_50~59세,"196,352","49,400","4,467","6,803","5,311","5,458","7,310","4,052","3,689","5,513","3,858","2,939","62,559","1,901","4,361","3,503","7,641","6,900","4,953","7,613","5,970","4,285","8,064","4,548","2,820","30,771","1,123","1,986","1,768","4,191","5,099","2,192","3,795","2,725","5,679","2,213","53,622","3,320","2,808","5,470","3,810","4,643","5,658","3,030","5,292","5,143","3,580","6,938","3,930"
2020년04월_계_60~69세,"114,007","29,336","3,175","3,550","2,896","3,259","2,643","3,356","2,424","3,551","1,946","2,536","37,810","1,322","3,304","2,778","4,725","4,810","3,114","3,897","3,467","2,628","4,160","1,912","1,693","21,534",858,"1,534","1,465","3,045","2,447","2,030","2,807","1,632","3,781","1,935","25,327","1,964","1,682","2,575","2,203","2,843","2,256","1,123","1,990","2,015","1,427","2,829","2,420"
2020년04월_계_70~79세,"55,388","15,479","1,653","1,695","1,458","1,943","1,329","1,726","1,160","1,969","1,005","1,541","17,091",662,"1,620","1,468","2,156","2,354","1,422","1,883","1,529","1,052","1,449",735,761,"11,701",504,792,932,"1,724","1,213","1,220","1,620",784,"1,768","1,144","11,117",888,823,"1,140",979,"1,247","1,045",581,796,812,532,"1,158","1,116"
2020년04월_계_80~89세,"24,169","7,263",708,875,698,847,675,663,511,930,630,726,"7,288",279,667,529,932,896,652,878,651,457,630,391,326,"4,699",207,328,335,639,569,479,615,334,742,451,"4,919",323,356,540,452,498,525,269,449,329,247,487,444
2020년04월_계_90~99세,"3,800","1,189",121,126,123,128,100,96,84,156,108,147,"1,126",49,107,83,163,123,84,131,74,73,112,76,51,709,23,51,47,94,86,74,79,56,111,88,776,53,50,76,72,99,72,39,74,61,39,79,62
2020년04월_계_100세 이상,303,87,9,11,7,7,1,21,5,7,2,17,94,11,9,12,16,12,6,2,6,5,8,5,2,87,6,6,13,13,4,9,6,1,17,12,35,6,6,4,3,2,6,1,2,3,1,0,1
2020년04월_남_총인구수,"600,616","139,377","12,015","22,876","14,951","14,957","21,635","10,446","9,951","14,675","9,382","8,489","187,190","5,283","12,303","9,952","20,666","19,683","12,688","22,711","22,971","12,668","24,739","14,899","8,627","88,408","3,168","5,677","4,689","11,425","13,327","5,940","10,439","8,702","19,220","5,821","185,641","9,442","7,654","18,994","11,031","19,937","17,991","14,067","16,841","16,030","14,173","25,816","13,665"
2020년04월_남_연령구간인구수,"600,616","139,377","12,015","22,876","14,951","14,957","21,635","10,446","9,951","14,675","9,382","8,489","187,190","5,283","12,303","9,952","20,666","19,683","12,688","22,711","22,971","12,668","24,739","14,899","8,627","88,408","3,168","5,677","4,689","11,425","13,327","5,940","10,439","8,702","19,220","5,821","185,641","9,442","7,654","18,994","11,031","19,937","17,991","14,067","16,841","16,030","14,173","25,816","13,665"
2020년04월_남_0~9세,"52,544","10,069",761,"1,642","1,377","1,056","2,080",485,638,840,796,394,"17,444",483,624,485,"1,638","1,303",759,"2,656","3,792",740,"3,114",933,917,"5,084",125,242,202,784,"1,095",241,508,629,"1,127",131,"19,947",646,510,"1,610",810,"2,424","2,005","1,358","1,427","1,915","2,307","3,120","1,815"
2020년04월_남_10~19세,"62,877","15,473","1,026","2,286","1,954","1,704","3,661",657,963,"1,554","1,097",571,"17,801",354,885,847,"1,931","1,764","1,097","2,654","2,212",957,"2,917","1,215",968,"7,412",179,253,303,"1,118","1,570",412,804,"1,055","1,453",265,"22,191","1,060",847,"2,339","1,262","1,840","2,613","1,166","2,333","2,132","1,682","3,434","1,483"
2020년04월_남_20~29세,"98,687","24,224","1,873","6,192","2,257","2,294","3,216","1,409","1,582","2,344","1,571","1,486","28,729",773,"1,899","1,496","3,414","3,180","2,140","3,219","2,528","2,469","3,603","2,893","1,115","14,883",497,"1,041",603,"1,644","2,140",765,"1,726","1,957","3,739",771,"30,851","1,746","1,280","3,726","2,003","3,459","2,539","3,301","3,399","2,443","1,693","3,754","1,508"
2020년04월_남_30~39세,"94,779","17,512","1,607","3,130","1,770","1,948","2,217","1,443","1,465","1,813","1,024","1,095","31,294",945,"2,078","1,476","3,023","3,027","1,813","3,413","4,786","2,438","3,978","3,145","1,172","13,478",470,947,632,"1,412","1,780",713,"1,711","1,194","3,831",788,"32,495","1,348","1,084","3,059","1,704","4,015","2,743","3,668","2,366","2,520","2,950","4,464","2,574"
2020년04월_남_40~49세,"103,471","23,220","1,985","3,376","2,686","2,537","4,414","1,659","1,580","2,364","1,358","1,261","31,901",772,"2,008","1,692","3,134","3,247","1,980","4,040","4,224","1,928","4,372","2,801","1,703","14,392",513,827,755,"1,934","2,223",946,"1,653","1,341","3,314",886,"33,958","1,531","1,246","3,466","1,815","3,759","3,502","2,163","2,992","2,898","2,700","5,209","2,677"
2020년04월_남_50~59세,"98,104","24,708","2,204","3,417","2,629","2,692","3,825","2,049","1,821","2,747","1,811","1,513","30,856",915,"2,185","1,733","3,802","3,434","2,448","3,697","2,873","2,142","3,798","2,413","1,416","15,635",627,"1,055",917,"2,067","2,536","1,174","1,872","1,304","2,823","1,260","26,905","1,641","1,348","2,791","1,825","2,351","2,799","1,538","2,739","2,584","1,794","3,655","1,840"
2020년04월_남_60~69세,"56,179","14,411","1,572","1,761","1,378","1,535","1,410","1,627","1,172","1,759","1,013","1,184","18,641",626,"1,571","1,346","2,365","2,340","1,546","1,909","1,674","1,346","2,055","1,023",840,"10,456",438,798,683,"1,445","1,233",972,"1,282",778,"1,844",983,"12,671",941,849,"1,321","1,048","1,356","1,154",552,"1,082","1,080",727,"1,461","1,100"
2020년04월_남_70~79세,"24,655","6,858",724,726,636,847,557,815,526,905,443,679,"7,764",300,751,659,"1,005","1,066",669,797,664,484,669,328,372,"5,188",232,367,434,750,545,530,674,319,819,518,"4,845",414,366,508,405,551,427,215,336,340,238,537,508
2020년04월_남_80~89세,"8,377","2,594",238,303,231,313,237,278,183,307,237,267,"2,484",104,263,195,321,293,216,295,202,144,211,135,105,"1,691",75,127,142,244,186,171,193,112,251,190,"1,608",106,115,159,142,161,189,95,151,106,76,164,144
2020년04월_남_90~99세,865,287,23,39,30,30,18,18,19,42,31,37,250,9,35,23,29,25,18,31,13,18,19,11,19,167,9,17,11,25,18,15,14,13,17,28,161,7,8,15,16,20,17,11,15,12,6,18,16
2020년04월_남_100세 이상,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020년04월_여_총인구수,"592,006","137,234","11,810","20,462","15,371","15,488","21,704","10,001","9,953","14,455","10,030","7,960","183,765","5,300","11,657","9,826","20,101","18,990","12,449","23,189","23,272","12,203","25,451","12,903","8,424","87,038","2,777","5,018","4,494","12,070","13,763","5,680","10,508","8,737","18,860","5,131","183,969","9,339","7,725","17,563","11,304","19,302","18,399","12,531","16,210","15,877","14,223","26,961","14,535"
2020년04월_여_연령구간인구수,"592,006","137,234","11,810","20,462","15,371","15,488","21,704","10,001","9,953","14,455","10,030","7,960","183,765","5,300","11,657","9,826","20,101","18,990","12,449","23,189","23,272","12,203","25,451","12,903","8,424","87,038","2,777","5,018","4,494","12,070","13,763","5,680","10,508","8,737","18,860","5,131","183,969","9,339","7,725","17,563","11,304","19,302","18,399","12,531","16,210","15,877","14,223","26,961","14,535"
2020년04월_여_0~9세,"49,317","9,351",710,"1,582","1,307","1,061","1,836",419,578,769,743,346,"16,480",427,561,564,"1,536","1,278",755,"2,552","3,492",673,"2,861",878,903,"4,955",121,213,180,791,"1,029",226,477,643,"1,137",138,"18,531",629,482,"1,467",689,"2,296","1,824","1,307","1,393","1,735","2,130","2,840","1,739"
