카테고리,경기도 포천시,경기도 포천시 소흘읍,경기도 포천시 군내면,경기도 포천시 내촌면,경기도 포천시 가산면,경기도 포천시 신북면,경기도 포천시 창수면,경기도 포천시 영중면,경기도 포천시 일동면,경기도 포천시 이동면,경기도 포천시 영북면,경기도 포천시 관인면,경기도 포천시 화현면,경기도 포천시 포천동,경기도 포천시 선단동
2020년01월_여_20~29세,"7,599","2,698",449,173,342,600,63,173,395,266,301,89,121,"1,099",830
2020년01월_여_30~39세,"6,730","2,229",479,134,236,546,45,127,377,350,443,50,146,926,642
2020년01월_여_40~49세,"9,873","3,839",508,219,337,785,89,216,557,249,378,115,113,"1,400","1,068"
2020년01월_여_50~59세,"13,374","4,247",750,462,757,"1,082",174,425,777,441,629,264,221,"1,719","1,426"
2020년01월_여_60~69세,"10,362","2,502",594,398,578,926,236,462,848,463,686,300,228,"1,204",937
2020년01월_여_70~79세,"6,733","1,373",387,274,345,545,201,374,606,364,613,263,151,744,493
2020년01월_여_80~89세,"3,932",776,236,161,259,339,95,194,381,215,341,144,112,381,298
2020년01월_여_90~99세,706,155,41,22,57,60,11,28,79,23,77,26,14,76,37
2020년01월_여_100세 이상,46,10,1,1,0,6,0,1,2,4,10,0,1,6,4
2020년02월_계_총인구수,"147,770","44,509","8,653","4,656","7,749","12,553","2,191","4,907","9,460","6,109","8,576","2,822","2,729","18,478","14,378"
2020년02월_계_연령구간인구수,"147,770","44,509","8,653","4,656","7,749","12,553","2,191","4,907","9,460","6,109","8,576","2,822","2,729","18,478","14,378"
2020년02월_계_0~9세,"9,153","3,112",606,131,239,741,52,208,551,538,663,74,200,"1,275",763
2020년02월_계_10~19세,"12,916","5,229",599,226,421,"1,015",95,285,707,379,471,143,159,"1,934","1,253"
2020년02월_계_20~29세,"17,685","5,822","1,001",462,815,"1,459",189,426,950,780,936,234,269,"2,468","1,874"
2020년02월_계_30~39세,"14,913","4,515","1,110",351,622,"1,266",128,318,874,825,"1,052",134,342,"1,941","1,435"
2020년02월_계_40~49세,"21,308","7,613","1,156",569,965,"1,734",228,552,"1,229",634,889,277,276,"2,838","2,348"
2020년02월_계_50~59세,"29,558","9,027","1,666","1,113","1,976","2,551",401,"1,039","1,617",936,"1,407",561,471,"3,533","3,260"
2020년02월_계_60~69세,"22,647","5,250","1,354",989,"1,518","2,124",533,"1,043","1,745",974,"1,430",646,526,"2,482","2,033"
2020년02월_계_70~79세,"12,412","2,545",730,511,710,"1,044",372,676,"1,083",677,"1,055",487,295,"1,310",917
2020년02월_계_80~89세,"6,177","1,187",378,274,416,527,172,311,594,330,550,232,172,593,441
2020년02월_계_90~99세,928,196,51,29,67,86,21,46,103,32,107,31,18,93,48
2020년02월_계_100세 이상,73,13,2,1,0,6,0,3,7,4,16,3,1,11,6
2020년02월_남_총인구수,"77,972","22,697","4,647","2,657","4,528","6,876","1,217","2,657","4,892","3,285","4,552","1,459","1,451","9,368","7,686"
2020년02월_남_연령구간인구수,"77,972","22,697","4,647","2,657","4,528","6,876","1,217","2,657","4,892","3,285","4,552","1,459","1,451","9,368","7,686"
2020년02월_남_0~9세,"4,763","1,590",313,72,120,404,29,97,283,292,345,30,102,657,429
2020년02월_남_10~19세,"6,748","2,712",308,131,220,553,57,142,391,182,241,70,77,"1,023",641
2020년02월_남_20~29세,"10,194","3,160",569,291,490,860,126,259,567,515,635,149,149,"1,376","1,048"
2020년02월_남_30~39세,"8,206","2,289",632,217,380,729,82,187,506,479,614,84,200,"1,014",793
2020년02월_남_40~49세,"11,448","3,780",648,355,632,950,139,339,676,381,511,161,160,"1,436","1,280"
2020년02월_남_50~59세,"16,251","4,805",921,649,"1,221","1,471",231,620,857,497,784,301,254,"1,806","1,834"
2020년02월_남_60~69세,"12,207","2,729",758,587,935,"1,193",295,572,896,508,741,344,299,"1,261","1,089"
2020년02월_남_70~79세,"5,695","1,179",349,236,368,502,173,304,480,309,437,227,146,566,419
2020년02월_남_80~89세,"2,216",411,139,114,152,189,76,118,207,112,209,84,59,205,141
2020년02월_남_90~99세,218,40,9,5,10,24,9,17,24,10,30,6,5,19,10
2020년02월_남_100세 이상,26,2,1,0,0,1,0,2,5,0,5,3,0,5,2
2020년02월_여_총인구수,"69,798","21,812","4,006","1,999","3,221","5,677",974,"2,250","4,568","2,824","4,024","1,363","1,278","9,110","6,692"
2020년02월_여_연령구간인구수,"69,798","21,812","4,006","1,999","3,221","5,677",974,"2,250","4,568","2,824","4,024","1,363","1,278","9,110","6,692"
2020년02월_여_0~9세,"4,390","1,522",293,59,119,337,23,111,268,246,318,44,98,618,334
2020년02월_여_10~19세,"6,168","2,517",291,95,201,462,38,143,316,197,230,73,82,911,612
2020년02월_여_20~29세,"7,491","2,662",432,171,325,599,63,167,383,265,301,85,120,"1,092",826
2020년02월_여_30~39세,"6,707","2,226",478,134,242,537,46,131,368,346,438,50,142,927,642
2020년02월_여_40~49세,"9,860","3,833",508,214,333,784,89,213,553,253,378,116,116,"1,402","1,068"
2020년02월_여_50~59세,"13,307","4,222",745,464,755,"1,080",170,419,760,439,623,260,217,"1,727","1,426"
2020년02월_여_60~69세,"10,440","2,521",596,402,583,931,238,471,849,466,689,302,227,"1,221",944
2020년02월_여_70~79세,"6,717","1,366",381,275,342,542,199,372,603,368,618,260,149,744,498
2020년02월_여_80~89세,"3,961",776,239,160,264,338,96,193,387,218,341,148,113,388,300
2020년02월_여_90~99세,710,156,42,24,57,62,12,29,79,22,77,25,13,74,38
2020년02월_여_100세 이상,47,11,1,1,0,5,0,1,2,4,11,0,1,6,4
2020년03월_계_총인구수,"147,853","44,361","8,636","4,669","7,769","12,643","2,182","4,888","9,458","6,088","8,594","2,809","2,724","18,626","14,406"
2020년03월_계_연령구간인구수,"147,853","44,361","8,636","4,669","7,769","12,643","2,182","4,888","9,458","6,088","8,594","2,809","2,724","18,626","14,406"
2020년03월_계_0~9세,"9,084","3,069",600,133,242,735,48,202,544,520,669,68,198,"1,298",758
2020년03월_계_10~19세,"12,832","5,169",606,223,420,"1,007",94,286,708,368,469,142,158,"1,938","1,244"
2020년03월_계_20~29세,"17,833","5,844",987,463,826,"1,519",191,425,954,787,950,237,274,"2,497","1,879"
2020년03월_계_30~39세,"14,892","4,459","1,108",354,615,"1,274",127,313,866,829,"1,054",122,335,"1,984","1,452"
2020년03월_계_40~49세,"21,198","7,528","1,156",570,962,"1,733",223,544,"1,229",629,892,277,274,"2,837","2,344"
2020년03월_계_50~59세,"29,509","9,010","1,657","1,100","1,966","2,560",395,"1,038","1,610",931,"1,397",561,472,"3,555","3,257"
2020년03월_계_60~69세,"22,887","5,340","1,363","1,009","1,538","2,143",537,"1,043","1,769",979,"1,440",643,525,"2,508","2,050"
2020년03월_계_70~79세,"12,398","2,540",716,505,713,"1,050",374,674,"1,076",680,"1,051",490,297,"1,315",917
2020년03월_계_80~89세,"6,217","1,198",389,282,418,529,172,313,593,329,548,237,172,589,448
2020년03월_계_90~99세,929,192,51,29,69,87,21,47,102,32,107,29,18,94,51
2020년03월_계_100세 이상,74,12,3,1,0,6,0,3,7,4,17,3,1,11,6
2020년03월_남_총인구수,"78,050","22,605","4,642","2,671","4,534","6,949","1,213","2,651","4,890","3,282","4,562","1,454","1,446","9,435","7,716"
2020년03월_남_연령구간인구수,"78,050","22,605","4,642","2,671","4,534","6,949","1,213","2,651","4,890","3,282","4,562","1,454","1,446","9,435","7,716"
2020년03월_남_0~9세,"4,724","1,565",314,74,120,400,27,96,278,281,348,29,104,665,423
2020년03월_남_10~19세,"6,707","2,679",310,129,218,549,57,144,394,177,239,71,76,"1,025",639
2020년03월_남_20~29세,"10,306","3,165",566,295,495,916,128,255,564,522,647,152,150,"1,390","1,061"
2020년03월_남_30~39세,"8,198","2,259",631,217,376,732,82,186,504,485,616,78,197,"1,032",803
2020년03월_남_40~49세,"11,399","3,740",649,361,626,949,134,336,678,379,509,161,160,"1,437","1,280"
2020년03월_남_50~59세,"16,207","4,788",914,641,"1,222","1,467",227,618,851,494,779,302,250,"1,823","1,831"
2020년03월_남_60~69세,"12,333","2,777",760,596,941,"1,214",299,576,904,510,745,337,300,"1,272","1,102"
2020년03월_남_70~79세,"5,697","1,178",342,235,372,504,174,303,483,312,437,228,146,563,420
2020년03월_남_80~89세,"2,237",414,146,119,154,193,77,118,205,112,208,87,58,203,143
2020년03월_남_90~99세,214,38,8,4,10,24,8,17,24,10,28,6,5,20,12
2020년03월_남_100세 이상,28,2,2,0,0,1,0,2,5,0,6,3,0,5,2
2020년03월_여_총인구수,"69,803","21,756","3,994","1,998","3,235","5,694",969,"2,237","4,568","2,806","4,032","1,355","1,278","9,191","6,690"
2020년03월_여_연령구간인구수,"69,803","21,756","3,994","1,998","3,235","5,694",969,"2,237","4,568","2,806","4,032","1,355","1,278","9,191","6,690"
2020년03월_여_0~9세,"4,360","1,504",286,59,122,335,21,106,266,239,321,39,94,633,335
2020년03월_여_10~19세,"6,125","2,490",296,94,202,458,37,142,314,191,230,71,82,913,605
2020년03월_여_20~29세,"7,527","2,679",421,168,331,603,63,170,390,265,303,85,124,"1,107",818
2020년03월_여_30~39세,"6,694","2,200",477,137,239,542,45,127,362,344,438,44,138,952,649
2020년03월_여_40~49세,"9,799","3,788",507,209,336,784,89,208,551,250,383,116,114,"1,400","1,064"
2020년03월_여_50~59세,"13,302","4,222",743,459,744,"1,093",168,420,759,437,618,259,222,"1,732","1,426"
2020년03월_여_60~69세,"10,554","2,563",603,413,597,929,238,467,865,469,695,306,225,"1,236",948
2020년03월_여_70~79세,"6,701","1,362",374,270,341,546,200,371,593,368,614,262,151,752,497
2020년03월_여_80~89세,"3,980",784,243,163,264,336,95,195,388,217,340,150,114,386,305
2020년03월_여_90~99세,715,154,43,25,59,63,13,30,78,22,79,23,13,74,39
2020년03월_여_100세 이상,46,10,1,1,0,5,0,1,2,4,11,0,1,6,4
2020년04월_계_총인구수,"148,144","44,368","8,670","4,669","7,786","12,688","2,192","4,892","9,471","6,140","8,577","2,809","2,735","18,705","14,442"
2020년04월_계_연령구간인구수,"148,144","44,368","8,670","4,669","7,786","12,688","2,192","4,892","9,471","6,140","8,577","2,809","2,735","18,705","14,442"
2020년04월_계_0~9세,"9,062","3,053",606,134,248,732,48,201,536,524,661,68,203,"1,295",753
2020년04월_계_10~19세,"12,789","5,134",608,223,426,"1,001",93,283,707,372,468,141,157,"1,937","1,239"
2020년04월_계_20~29세,"17,932","5,872",998,459,813,"1,526",198,423,961,803,962,235,276,"2,519","1,887"
2020년04월_계_30~39세,"14,942","4,461","1,110",359,623,"1,280",129,310,866,844,"1,053",123,339,"1,995","1,450"
2020년04월_계_40~49세,"21,109","7,487","1,152",571,950,"1,735",220,538,"1,219",624,878,280,272,"2,836","2,347"
2020년04월_계_50~59세,"29,557","9,037","1,662","1,097","1,970","2,571",392,"1,044","1,614",928,"1,392",551,474,"3,569","3,256"
2020년04월_계_60~69세,"23,060","5,373","1,377","1,010","1,551","2,155",542,"1,044","1,783",995,"1,437",647,521,"2,545","2,080"
2020년04월_계_70~79세,"12,428","2,551",712,507,714,"1,058",375,678,"1,075",682,"1,044",496,302,"1,314",920
2020년04월_계_80~89세,"6,250","1,193",389,279,418,535,176,321,600,332,556,236,171,593,451
2020년04월_계_90~99세,940,195,53,29,73,88,19,47,103,32,109,29,19,91,53
2020년04월_계_100세 이상,75,12,3,1,0,7,0,3,7,4,17,3,1,11,6
2020년04월_남_총인구수,"78,234","22,618","4,665","2,676","4,539","6,977","1,220","2,650","4,894","3,313","4,557","1,457","1,447","9,481","7,740"
2020년04월_남_연령구간인구수,"78,234","22,618","4,665","2,676","4,539","6,977","1,220","2,650","4,894","3,313","4,557","1,457","1,447","9,481","7,740"
2020년04월_남_0~9세,"4,702","1,552",319,75,121,397,27,98,275,281,344,29,105,661,418
2020년04월_남_10~19세,"6,689","2,664",312,128,221,546,56,142,390,180,238,69,75,"1,025",643
2020년04월_남_20~29세,"10,384","3,185",568,296,490,922,137,253,570,533,655,152,153,"1,404","1,066"
2020년04월_남_30~39세,"8,207","2,254",628,223,375,737,81,183,502,496,617,77,195,"1,041",798
2020년04월_남_40~49세,"11,376","3,730",646,360,619,952,130,330,679,376,505,165,158,"1,439","1,287"
2020년04월_남_50~59세,"16,242","4,806",921,642,"1,226","1,474",226,624,849,491,773,298,253,"1,826","1,833"
2020년04월_남_60~69세,"12,427","2,787",775,594,948,"1,220",303,577,908,521,743,338,298,"1,298","1,117"
2020년04월_남_70~79세,"5,713","1,187",339,237,373,507,173,304,484,313,436,231,147,561,421
2020년04월_남_80~89세,"2,252",414,145,117,156,196,80,120,209,112,211,89,58,203,142
2020년04월_남_90~99세,214,36,10,4,10,25,7,17,23,10,29,6,5,19,13
2020년04월_남_100세 이상,28,3,2,0,0,1,0,2,5,0,6,3,0,4,2
2020년04월_여_총인구수,"69,910","21,750","4,005","1,993","3,247","5,711",972,"2,242","4,577","2,827","4,020","1,352","1,288","9,224","6,702"
2020년04월_여_연령구간인구수,"69,910","21,750","4,005","1,993","3,247","5,711",972,"2,242","4,577","2,827","4,020","1,352","1,288","9,224","6,702"
2020년04월_여_0~9세,"4,360","1,501",287,59,127,335,21,103,261,243,317,39,98,634,335
2020년04월_여_10~19세,"6,100","2,470",296,95,205,455,37,141,317,192,230,72,82,912,596
2020년04월_여_20~29세,"7,548","2,687",430,163,323,604,61,170,391,270,307,83,123,"1,115",821
2020년04월_여_30~39세,"6,735","2,207",482,136,248,543,48,127,364,348,436,46,144,954,652
2020년04월_여_40~49세,"9,733","3,757",506,211,331,783,90,208,540,248,373,115,114,"1,397","1,060"
2020년04월_여_50~59세,"13,315","4,231",741,455,744,"1,097",166,420,765,437,619,253,221,"1,743","1,423"
2020년04월_여_60~69세,"10,633","2,586",602,416,603,935,239,467,875,474,694,309,223,"1,247",963
2020년04월_여_70~79세,"6,715","1,364",373,270,341,551,202,374,591,369,608,265,155,753,499
2020년04월_여_80~89세,"3,998",779,244,162,262,339,96,201,391,220,345,147,113,390,309
2020년04월_여_90~99세,726,159,43,25,63,63,12,30,80,22,80,23,14,72,40
2020년04월_여_100세 이상,47,9,1,1,0,6,0,1,2,4,11,0,1,7,4
2020년05월_계_총인구수,"148,081","44,276","8,686","4,656","7,770","12,704","2,194","4,880","9,476","6,144","8,564","2,803","2,761","18,745","14,422"
2020년05월_계_연령구간인구수,"148,081","44,276","8,686","4,656","7,770","12,704","2,194","4,880","9,476","6,144","8,564","2,803","2,761","18,745","14,422"
2020년05월_계_0~9세,"9,002","3,039",613,134,241,727,48,199,528,517,647,67,204,"1,292",746
2020년05월_계_10~19세,"12,690","5,084",599,217,420,"1,007",89,279,707,369,472,141,154,"1,920","1,232"
2020년05월_계_20~29세,"17,941","5,857",983,452,804,"1,524",202,417,964,817,979,229,286,"2,546","1,881"
2020년05월_계_30~39세,"14,921","4,460","1,123",356,620,"1,271",124,307,874,840,"1,040",121,346,"1,984","1,455"
2020년05월_계_40~49세,"21,016","7,433","1,145",559,941,"1,733",216,540,"1,220",621,869,279,273,"2,846","2,341"
2020년05월_계_50~59세,"29,561","9,005","1,673","1,105","1,977","2,584",399,"1,039","1,612",932,"1,385",553,483,"3,571","3,243"
2020년05월_계_60~69세,"23,218","5,439","1,386","1,016","1,559","2,165",542,"1,050","1,788",993,"1,447",649,521,"2,570","2,093"
2020년05월_계_70~79세,"12,423","2,550",715,507,712,"1,068",374,673,"1,071",682,"1,045",492,304,"1,315",915
2020년05월_계_80~89세,"6,277","1,198",392,282,422,529,181,325,598,334,554,241,167,596,458
2020년05월_계_90~99세,958,199,54,27,74,89,19,48,107,35,110,28,22,94,52
2020년05월_계_100세 이상,74,12,3,1,0,7,0,3,7,4,16,3,1,11,6
2020년05월_남_총인구수,"78,242","22,573","4,672","2,672","4,537","6,992","1,225","2,644","4,904","3,320","4,546","1,457","1,462","9,502","7,736"
2020년05월_남_연령구간인구수,"78,242","22,573","4,672","2,672","4,537","6,992","1,225","2,644","4,904","3,320","4,546","1,457","1,462","9,502","7,736"
2020년05월_남_0~9세,"4,668","1,544",319,76,115,398,27,98,271,277,337,28,106,656,416
2020년05월_남_10~19세,"6,633","2,634",308,126,218,546,54,142,390,178,239,69,74,"1,014",641
2020년05월_남_20~29세,"10,414","3,179",567,290,485,924,138,250,575,541,663,149,158,"1,422","1,073"
2020년05월_남_30~39세,"8,214","2,259",633,222,378,729,82,180,511,495,611,77,202,"1,036",799
2020년05월_남_40~49세,"11,314","3,697",644,353,610,948,126,333,680,374,499,166,158,"1,447","1,279"
2020년05월_남_50~59세,"16,240","4,781",923,646,"1,238","1,490",235,615,844,494,770,300,257,"1,824","1,823"
2020년05월_남_60~69세,"12,532","2,837",781,599,952,"1,226",300,585,913,518,744,338,297,"1,317","1,125"
2020년05월_남_70~79세,"5,712","1,183",338,237,370,513,174,302,483,320,437,227,148,560,420
2020년05월_남_80~89세,"2,265",416,147,119,160,194,82,120,208,111,211,93,56,203,145
2020년05월_남_90~99세,222,40,10,4,11,23,7,17,24,12,29,7,6,19,13
2020년05월_남_100세 이상,28,3,2,0,0,1,0,2,5,0,6,3,0,4,2
2020년05월_여_총인구수,"69,839","21,703","4,014","1,984","3,233","5,712",969,"2,236","4,572","2,824","4,018","1,346","1,299","9,243","6,686"
2020년05월_여_연령구간인구수,"69,839","21,703","4,014","1,984","3,233","5,712",969,"2,236","4,572","2,824","4,018","1,346","1,299","9,243","6,686"
2020년05월_여_0~9세,"4,334","1,495",294,58,126,329,21,101,257,240,310,39,98,636,330
2020년05월_여_10~19세,"6,057","2,450",291,91,202,461,35,137,317,191,233,72,80,906,591
2020년05월_여_20~29세,"7,527","2,678",416,162,319,600,64,167,389,276,316,80,128,"1,124",808
2020년05월_여_30~39세,"6,707","2,201",490,134,242,542,42,127,363,345,429,44,144,948,656
2020년05월_여_40~49세,"9,702","3,736",501,206,331,785,90,207,540,247,370,113,115,"1,399","1,062"
2020년05월_여_50~59세,"13,321","4,224",750,459,739,"1,094",164,424,768,438,615,253,226,"1,747","1,420"
2020년05월_여_60~69세,"10,686","2,602",605,417,607,939,242,465,875,475,703,311,224,"1,253",968
2020년05월_여_70~79세,"6,711","1,367",377,270,342,555,200,371,588,362,608,265,156,755,495
2020년05월_여_80~89세,"4,012",782,245,163,262,335,99,205,390,223,343,148,111,393,313
2020년05월_여_90~99세,736,159,44,23,63,66,12,31,83,23,81,21,16,75,39
2020년05월_여_100세 이상,46,9,1,1,0,6,0,1,2,4,10,0,1,7,4
2020년06월_계_총인구수,"148,015","44,207","8,670","4,647","7,736","12,675","2,197","4,901","9,491","6,172","8,588","2,798","2,762","18,786","14,385"
2020년06월_계_연령구간인구수,"148,015","44,207","8,670","4,647","7,736","12,675","2,197","4,901","9,491","6,172","8,588","2,798","2,762","18,786","14,385"
2020년06월_계_0~9세,"8,944","3,007",609,132,238,718,48,202,523,516,652,63,205,"1,292",739
2020년06월_계_10~19세,"12,625","5,045",596,217,418,"1,002",85,277,707,370,473,145,155,"1,912","1,223"
2020년06월_계_20~29세,"17,943","5,858",988,447,794,"1,511",204,422,966,832,983,228,284,"2,552","1,874"
2020년06월_계_30~39세,"14,874","4,437","1,119",353,621,"1,273",124,303,874,849,"1,040",118,344,"1,985","1,434"
2020년06월_계_40~49세,"20,917","7,383","1,144",567,925,"1,723",213,535,"1,208",613,881,274,279,"2,843","2,329"
2020년06월_계_50~59세,"29,491","9,004","1,659","1,106","1,964","2,564",394,"1,039","1,619",938,"1,375",553,475,"3,582","3,219"
2020년06월_계_60~69세,"23,458","5,497","1,400","1,021","1,575","2,186",548,"1,072","1,804",994,"1,460",648,525,"2,590","2,138"
2020년06월_계_70~79세,"12,458","2,576",711,495,706,"1,069",379,672,"1,077",686,"1,046",498,305,"1,327",911
2020년06월_계_80~89세,"6,270","1,186",388,281,423,533,185,329,595,335,555,239,166,597,458
2020년06월_계_90~99세,963,202,54,27,72,89,17,47,111,35,108,29,23,95,54
2020년06월_계_100세 이상,72,12,2,1,0,7,0,3,7,4,15,3,1,11,6
2020년06월_남_총인구수,"78,233","22,549","4,669","2,668","4,520","6,971","1,228","2,662","4,904","3,339","4,561","1,454","1,460","9,522","7,726"
2020년06월_남_연령구간인구수,"78,233","22,549","4,669","2,668","4,520","6,971","1,228","2,662","4,904","3,339","4,561","1,454","1,460","9,522","7,726"
2020년06월_남_0~9세,"4,644","1,530",317,76,113,394,27,99,271,280,337,28,105,656,411
2020년06월_남_10~19세,"6,612","2,624",306,125,219,547,52,141,386,177,240,70,75,"1,011",639
2020년06월_남_20~29세,"10,415","3,178",576,286,479,906,139,254,577,552,665,148,159,"1,426","1,070"
2020년06월_남_30~39세,"8,206","2,258",631,221,379,733,82,178,513,498,612,75,200,"1,037",789
2020년06월_남_40~49세,"11,238","3,655",642,358,597,942,123,333,668,368,509,162,161,"1,448","1,272"
2020년06월_남_50~59세,"16,202","4,784",914,646,"1,231","1,482",236,612,849,495,762,301,251,"1,825","1,814"
2020년06월_남_60~69세,"12,673","2,879",789,602,961,"1,237",302,598,916,519,755,338,300,"1,324","1,153"
2020년06월_남_70~79세,"5,735","1,186",337,231,368,513,177,305,487,328,439,229,148,569,418
2020년06월_남_80~89세,"2,262",412,145,119,163,194,84,123,207,111,209,93,55,203,144
2020년06월_남_90~99세,219,40,10,4,10,22,6,17,25,11,28,7,6,19,14
2020년06월_남_100세 이상,27,3,2,0,0,1,0,2,5,0,5,3,0,4,2
2020년06월_여_총인구수,"69,782","21,658","4,001","1,979","3,216","5,704",969,"2,239","4,587","2,833","4,027","1,344","1,302","9,264","6,659"
2020년06월_여_연령구간인구수,"69,782","21,658","4,001","1,979","3,216","5,704",969,"2,239","4,587","2,833","4,027","1,344","1,302","9,264","6,659"
2020년06월_여_0~9세,"4,300","1,477",292,56,125,324,21,103,252,236,315,35,100,636,328
2020년06월_여_10~19세,"6,013","2,421",290,92,199,455,33,136,321,193,233,75,80,901,584
2020년06월_여_20~29세,"7,528","2,680",412,161,315,605,65,168,389,280,318,80,125,"1,126",804
2020년06월_여_30~39세,"6,668","2,179",488,132,242,540,42,125,361,351,428,43,144,948,645
2020년06월_여_40~49세,"9,679","3,728",502,209,328,781,90,202,540,245,372,112,118,"1,395","1,057"
2020년06월_여_50~59세,"13,289","4,220",745,460,733,"1,082",158,427,770,443,613,252,224,"1,757","1,405"
2020년06월_여_60~69세,"10,785","2,618",611,419,614,949,246,474,888,475,705,310,225,"1,266",985
2020년06월_여_70~79세,"6,723","1,390",374,264,338,556,202,367,590,358,607,269,157,758,493
2020년06월_여_80~89세,"4,008",774,243,162,260,339,101,206,388,224,346,146,111,394,314
2020년06월_여_90~99세,744,162,44,23,62,67,11,30,86,24,80,22,17,76,40
2020년06월_여_100세 이상,45,9,0,1,0,6,0,1,2,4,10,0,1,7,4
2020년07월_계_총인구수,"147,809","44,071","8,645","4,639","7,722","12,622","2,200","4,911","9,481","6,207","8,572","2,803","2,776","18,772","14,388"
2020년07월_계_연령구간인구수,"147,809","44,071","8,645","4,639","7,722","12,622","2,200","4,911","9,481","6,207","8,572","2,803","2,776","18,772","14,388"
2020년07월_계_0~9세,"8,879","2,971",612,132,236,713,49,200,517,519,655,63,208,"1,277",727
2020년07월_계_10~19세,"12,554","5,024",590,215,414,979,84,273,700,370,466,148,157,"1,912","1,222"
2020년07월_계_20~29세,"17,925","5,828",984,446,782,"1,512",198,428,965,842,987,229,288,"2,545","1,891"
2020년07월_계_30~39세,"14,782","4,410","1,111",352,618,"1,255",123,296,871,853,"1,030",118,344,"1,987","1,414"
2020년07월_계_40~49세,"20,844","7,330","1,137",564,914,"1,718",212,540,"1,205",626,885,275,281,"2,820","2,337"
2020년07월_계_50~59세,"29,420","8,971","1,644","1,106","1,960","2,562",400,"1,039","1,615",933,"1,360",549,476,"3,591","3,214"
2020년07월_계_60~69세,"23,577","5,556","1,408","1,017","1,587","2,186",551,"1,076","1,811",998,"1,467",653,529,"2,597","2,141"
