카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년01월_여_총인구수,"1,322,162","250,568","114,016","136,552","127,424","70,354","80,722","204,565","52,969","50,245","50,830","36,687","130,645","11,671","26,882","12,724","8,577","19,529","21,865","15,786","21,266","55,862","28,126","15,933","24,601","4,331"
2020년01월_여_연령구간인구수,"1,322,162","250,568","114,016","136,552","127,424","70,354","80,722","204,565","52,969","50,245","50,830","36,687","130,645","11,671","26,882","12,724","8,577","19,529","21,865","15,786","21,266","55,862","28,126","15,933","24,601","4,331"
2020년01월_여_0~9세,"96,453","20,087","9,100","10,987","8,257","5,288","5,289","20,950","3,151","2,882","2,609","1,984","10,582",348,967,508,378,907,769,786,"1,009","4,998","2,301",700,"1,487",216
2020년01월_여_10~19세,"111,022","22,883","10,403","12,480","10,444","5,703","6,754","22,301","4,466","3,179","3,769","2,701","11,160",462,"1,191",603,492,"1,055","1,198","1,001","1,082","5,604","2,023",900,"1,796",255
2020년01월_여_20~29세,"128,417","25,045","11,466","13,579","12,117","6,631","7,637","26,387","4,190","4,331","3,788","2,812","16,164",694,"1,457",764,510,"1,116","1,258","1,213","1,587","5,697","1,830",935,"1,899",355
2020년01월_여_30~39세,"142,701","29,312","13,300","16,012","12,425","7,475","7,790","31,929","4,260","4,404","3,641","2,838","16,087",651,"1,561",741,507,"1,303","1,405","1,152","1,584","7,372","2,828",971,"2,068",397
2020년01월_여_40~49세,"186,956","39,174","17,704","21,470","18,029","9,256","10,915","36,542","6,925","5,899","5,676","4,150","20,491",926,"2,033","1,066",738,"1,805","2,027","1,778","1,988","9,595","3,121","1,408","2,894",520
2020년01월_여_50~59세,"224,956","45,698","20,599","25,099","22,800","11,524","13,278","33,643","9,073","8,676","8,350","6,040","22,123","2,003","4,216","2,312","1,415","3,063","3,644","2,725","4,028","8,721","3,892","2,799","4,088",845
2020년01월_여_60~69세,"195,898","37,596","17,565","20,031","19,905","10,679","12,558","17,693","9,220","8,919","9,093","6,680","16,809","2,469","5,716","2,660","1,663","3,760","4,656","2,878","4,253","6,200","4,580","3,112","3,966",833
2020년01월_여_70~79세,"133,580","19,166","8,782","10,384","13,470","7,648","9,307","8,792","6,580","6,861","7,343","5,240","10,621","2,200","5,124","2,306","1,563","3,647","3,559","2,298","3,097","4,358","3,853","2,702","3,298",547
2020년01월_여_80~89세,"87,640","9,874","4,351","5,523","8,635","5,276","6,089","5,385","4,323","4,514","5,563","3,594","5,798","1,672","3,991","1,519","1,128","2,475","2,884","1,721","2,275","2,835","3,167","2,024","2,592",306
2020년01월_여_90~99세,"13,797","1,663",712,951,"1,272",832,"1,056",902,741,554,953,603,753,233,593,230,162,377,444,231,345,447,500,359,496,51
2020년01월_여_100세 이상,742,70,34,36,70,42,49,41,40,26,45,45,57,13,33,15,21,21,21,3,18,35,31,23,17,6
2020년02월_계_총인구수,"2,658,956","506,162","233,846","272,316","254,853","140,863","159,645","419,296","104,795","101,967","99,438","71,778","263,075","23,800","52,516","25,430","16,946","37,096","42,852","32,220","43,904","116,456","55,401","31,957","49,049","9,457"
2020년02월_계_연령구간인구수,"2,658,956","506,162","233,846","272,316","254,853","140,863","159,645","419,296","104,795","101,967","99,438","71,778","263,075","23,800","52,516","25,430","16,946","37,096","42,852","32,220","43,904","116,456","55,401","31,957","49,049","9,457"
2020년02월_계_0~9세,"198,214","41,568","18,598","22,970","16,775","10,851","11,116","43,126","6,518","5,865","5,417","4,134","21,501",744,"1,997","1,036",784,"1,796","1,600","1,569","2,008","10,230","4,668","1,488","2,989",434
2020년02월_계_10~19세,"233,506","48,046","21,841","26,205","21,799","12,115","14,086","46,504","9,278","6,879","8,010","5,917","23,331","1,028","2,463","1,299","1,006","2,190","2,406","2,168","2,456","11,796","4,368","1,927","3,935",499
2020년02월_계_20~29세,"291,097","57,814","27,053","30,761","27,647","14,962","16,887","58,043","10,010","10,463","8,788","6,237","35,601","1,668","3,366","1,854","1,191","2,609","3,011","2,761","3,750","12,777","4,147","2,157","4,481",873
2020년02월_계_30~39세,"303,472","61,629","28,468","33,161","26,302","15,843","15,989","67,784","9,050","9,663","7,900","6,074","34,327","1,466","3,455","1,806","1,102","2,667","3,010","2,504","3,491","16,197","5,656","2,098","4,507",952
2020년02월_계_40~49세,"390,995","78,577","36,390","42,187","37,746","19,636","22,731","73,740","14,335","13,002","12,034","8,921","41,895","2,303","4,904","2,512","1,822","4,095","4,613","4,055","4,956","20,842","7,034","3,387","6,493","1,362"
2020년02월_계_50~59세,"464,427","91,531","42,504","49,027","47,046","24,072","26,957","69,117","18,354","18,408","17,406","12,284","44,645","4,515","9,099","4,844","3,060","6,385","7,636","6,103","8,809","19,290","8,172","5,952","8,780","1,962"
2020년02월_계_60~69세,"389,498","74,450","35,035","39,415","39,192","21,006","24,470","36,430","17,777","17,895","17,720","12,907","33,023","5,164","11,421","5,326","3,301","7,185","9,320","6,071","8,871","12,885","8,971","6,541","7,794","1,778"
2020년02월_계_70~79세,"238,482","35,758","16,635","19,123","24,002","13,366","16,660","15,599","11,830","12,259","12,720","9,238","18,853","4,047","9,025","4,074","2,757","6,022","6,488","4,072","5,699","7,554","6,925","4,790","5,732","1,012"
2020년02월_계_80~89세,"130,716","14,658","6,419","8,239","12,641","7,879","9,305","7,781","6,632","6,763","8,189","5,247","8,839","2,551","5,981","2,361","1,673","3,640","4,171","2,601","3,389","4,255","4,801","3,120","3,737",502
2020년02월_계_90~99세,"17,589","2,028",851,"1,177","1,612","1,080","1,380","1,125",955,731,"1,201",761,988,300,761,298,224,479,575,309,452,585,623,469,581,72
2020년02월_계_100세 이상,960,103,52,51,91,53,64,47,56,39,53,58,72,14,44,20,26,28,22,7,23,45,36,28,20,11
2020년02월_남_총인구수,"1,338,907","255,773","120,418","135,355","127,687","70,589","79,090","215,001","51,927","51,828","48,785","35,156","132,513","12,151","25,734","12,708","8,385","17,635","21,019","16,474","22,704","60,763","27,207","16,082","24,536","5,160"
2020년02월_남_연령구간인구수,"1,338,907","255,773","120,418","135,355","127,687","70,589","79,090","215,001","51,927","51,828","48,785","35,156","132,513","12,151","25,734","12,708","8,385","17,635","21,019","16,474","22,704","60,763","27,207","16,082","24,536","5,160"
2020년02월_남_0~9세,"102,185","21,509","9,616","11,893","8,578","5,604","5,855","22,267","3,378","2,984","2,801","2,153","10,954",403,"1,042",537,409,899,828,798,"1,013","5,283","2,361",787,"1,515",227
2020년02월_남_10~19세,"123,159","25,312","11,537","13,775","11,413","6,450","7,389","24,329","4,843","3,718","4,284","3,212","12,205",563,"1,279",701,520,"1,144","1,218","1,165","1,387","6,241","2,338","1,044","2,157",247
2020년02월_남_20~29세,"163,777","32,926","15,743","17,183","15,648","8,379","9,251","31,863","5,850","6,210","5,019","3,473","19,544",995,"1,957","1,093",689,"1,509","1,778","1,565","2,186","7,128","2,330","1,236","2,624",524
2020년02월_남_30~39세,"161,599","32,379","15,293","17,086","13,967","8,395","8,273","36,025","4,826","5,281","4,301","3,245","18,367",827,"1,915","1,066",595,"1,381","1,603","1,367","1,909","8,896","2,824","1,132","2,460",565
2020년02월_남_40~49세,"204,213","39,451","18,783","20,668","19,753","10,384","11,843","37,155","7,424","7,125","6,396","4,789","21,388","1,370","2,871","1,445","1,087","2,302","2,585","2,281","2,978","11,274","3,876","1,985","3,601",850
2020년02월_남_50~59세,"239,749","45,883","22,012","23,871","24,275","12,511","13,750","35,420","9,314","9,744","9,117","6,281","22,478","2,525","4,931","2,525","1,653","3,348","4,001","3,393","4,805","10,520","4,274","3,178","4,705","1,118"
2020년02월_남_60~69세,"192,745","36,643","17,371","19,272","19,196","10,300","11,853","18,568","8,527","8,958","8,617","6,213","16,114","2,687","5,682","2,671","1,634","3,404","4,666","3,186","4,609","6,667","4,387","3,411","3,809",943
2020년02월_남_70~79세,"104,923","16,555","7,852","8,703","10,548","5,726","7,353","6,786","5,237","5,398","5,389","3,983","8,223","1,843","3,907","1,764","1,199","2,397","2,931","1,776","2,608","3,212","3,066","2,110","2,446",466
2020년02월_남_80~89세,"42,709","4,724","2,057","2,667","3,963","2,600","3,198","2,374","2,307","2,229","2,615","1,635","3,009",874,"1,971",839,537,"1,147","1,284",866,"1,098","1,400","1,624","1,087","1,132",196
2020년02월_남_90~99세,"3,647",363,138,225,325,230,310,208,209,168,237,158,218,63,171,62,56,97,124,73,106,135,123,107,85,19
2020년02월_남_100세 이상,201,28,16,12,21,10,15,6,12,13,9,14,13,1,8,5,6,7,1,4,5,7,4,5,2,5
2020년02월_여_총인구수,"1,320,049","250,389","113,428","136,961","127,166","70,274","80,555","204,295","52,868","50,139","50,653","36,622","130,562","11,649","26,782","12,722","8,561","19,461","21,833","15,746","21,200","55,693","28,194","15,875","24,513","4,297"
2020년02월_여_연령구간인구수,"1,320,049","250,389","113,428","136,961","127,166","70,274","80,555","204,295","52,868","50,139","50,653","36,622","130,562","11,649","26,782","12,722","8,561","19,461","21,833","15,746","21,200","55,693","28,194","15,875","24,513","4,297"
2020년02월_여_0~9세,"96,029","20,059","8,982","11,077","8,197","5,247","5,261","20,859","3,140","2,881","2,616","1,981","10,547",341,955,499,375,897,772,771,995,"4,947","2,307",701,"1,474",207
2020년02월_여_10~19세,"110,347","22,734","10,304","12,430","10,386","5,665","6,697","22,175","4,435","3,161","3,726","2,705","11,126",465,"1,184",598,486,"1,046","1,188","1,003","1,069","5,555","2,030",883,"1,778",252
2020년02월_여_20~29세,"127,320","24,888","11,310","13,578","11,999","6,583","7,636","26,180","4,160","4,253","3,769","2,764","16,057",673,"1,409",761,502,"1,100","1,233","1,196","1,564","5,649","1,817",921,"1,857",349
2020년02월_여_30~39세,"141,873","29,250","13,175","16,075","12,335","7,448","7,716","31,759","4,224","4,382","3,599","2,829","15,960",639,"1,540",740,507,"1,286","1,407","1,137","1,582","7,301","2,832",966,"2,047",387
2020년02월_여_40~49세,"186,782","39,126","17,607","21,519","17,993","9,252","10,888","36,585","6,911","5,877","5,638","4,132","20,507",933,"2,033","1,067",735,"1,793","2,028","1,774","1,978","9,568","3,158","1,402","2,892",512
2020년02월_여_50~59세,"224,678","45,648","20,492","25,156","22,771","11,561","13,207","33,697","9,040","8,664","8,289","6,003","22,167","1,990","4,168","2,319","1,407","3,037","3,635","2,710","4,004","8,770","3,898","2,774","4,075",844
2020년02월_여_60~69세,"196,753","37,807","17,664","20,143","19,996","10,706","12,617","17,862","9,250","8,937","9,103","6,694","16,909","2,477","5,739","2,655","1,667","3,781","4,654","2,885","4,262","6,218","4,584","3,130","3,985",835
2020년02월_여_70~79세,"133,559","19,203","8,783","10,420","13,454","7,640","9,307","8,813","6,593","6,861","7,331","5,255","10,630","2,204","5,118","2,310","1,558","3,625","3,557","2,296","3,091","4,342","3,859","2,680","3,286",546
2020년02월_여_80~89세,"88,007","9,934","4,362","5,572","8,678","5,279","6,107","5,407","4,325","4,534","5,574","3,612","5,830","1,677","4,010","1,522","1,136","2,493","2,887","1,735","2,291","2,855","3,177","2,033","2,605",306
2020년02월_여_90~99세,"13,942","1,665",713,952,"1,287",850,"1,070",917,746,563,964,603,770,237,590,236,168,382,451,236,346,450,500,362,496,53
2020년02월_여_100세 이상,759,75,36,39,70,43,49,41,44,26,44,44,59,13,36,15,20,21,21,3,18,38,32,23,18,6
2020년03월_계_총인구수,"2,653,418","505,479","233,066","272,413","254,441","140,609","159,338","418,436","104,557","101,630","98,967","71,527","263,285","23,614","52,333","25,340","16,884","36,969","42,727","31,968","43,682","115,924","55,452","31,951","48,957","9,348"
2020년03월_계_연령구간인구수,"2,653,418","505,479","233,066","272,413","254,441","140,609","159,338","418,436","104,557","101,630","98,967","71,527","263,285","23,614","52,333","25,340","16,884","36,969","42,727","31,968","43,682","115,924","55,452","31,951","48,957","9,348"
2020년03월_계_0~9세,"197,251","41,406","18,436","22,970","16,710","10,788","11,050","42,977","6,468","5,826","5,417","4,110","21,400",729,"1,994","1,023",785,"1,787","1,594","1,514","1,989","10,116","4,676","1,491","2,975",426
2020년03월_계_10~19세,"232,058","47,793","21,711","26,082","21,618","12,043","14,020","46,218","9,212","6,834","7,934","5,897","23,236","1,016","2,430","1,284",991,"2,159","2,380","2,159","2,432","11,722","4,385","1,912","3,892",491
2020년03월_계_20~29세,"289,348","57,474","26,882","30,592","27,482","14,906","16,753","57,656","9,975","10,390","8,605","6,155","35,765","1,627","3,329","1,817","1,183","2,611","2,981","2,698","3,703","12,614","4,125","2,136","4,509",854
2020년03월_계_30~39세,"301,627","61,457","28,244","33,213","26,182","15,730","15,861","67,425","8,979","9,572","7,844","6,003","34,196","1,442","3,407","1,775","1,087","2,631","2,988","2,474","3,440","16,015","5,648","2,083","4,455",933
2020년03월_계_40~49세,"389,278","78,221","36,203","42,018","37,579","19,541","22,662","73,583","14,220","12,942","11,929","8,882","41,831","2,263","4,844","2,492","1,817","4,065","4,594","4,014","4,896","20,712","7,044","3,361","6,435","1,351"
2020년03월_계_50~59세,"463,397","91,389","42,287","49,102","46,933","24,044","26,874","69,234","18,348","18,310","17,302","12,204","44,632","4,450","9,039","4,833","3,029","6,347","7,560","6,041","8,738","19,319","8,124","5,963","8,756","1,928"
2020년03월_계_60~69세,"391,301","74,903","35,199","39,704","39,469","21,087","24,573","36,703","17,810","17,911","17,730","12,916","33,321","5,158","11,402","5,354","3,315","7,184","9,347","6,039","8,884","12,992","9,027","6,567","7,846","1,763"
2020년03월_계_70~79세,"238,953","35,907","16,747","19,160","24,064","13,403","16,698","15,662","11,865","12,270","12,728","9,245","18,913","4,034","9,049","4,046","2,739","6,011","6,499","4,098","5,728","7,534","6,921","4,801","5,723","1,015"
2020년03월_계_80~89세,"131,466","14,783","6,449","8,334","12,677","7,909","9,384","7,806","6,667","6,790","8,204","5,285","8,917","2,576","6,024","2,391","1,685","3,676","4,195","2,610","3,400","4,261","4,834","3,134","3,755",503
2020년03월_계_90~99세,"17,787","2,043",856,"1,187","1,637","1,106","1,399","1,126",956,744,"1,219",773,"1,004",305,773,305,228,472,569,314,447,594,633,476,591,73
2020년03월_계_100세 이상,952,103,52,51,90,52,64,46,57,41,55,57,70,14,42,20,25,26,20,7,25,45,35,27,20,11
2020년03월_남_총인구수,"1,336,289","255,465","120,030","135,435","127,506","70,481","78,917","214,573","51,833","51,685","48,585","35,038","132,578","12,069","25,651","12,651","8,346","17,569","20,976","16,355","22,604","60,497","27,261","16,077","24,487","5,085"
2020년03월_남_연령구간인구수,"1,336,289","255,465","120,030","135,435","127,506","70,481","78,917","214,573","51,833","51,685","48,585","35,038","132,578","12,069","25,651","12,651","8,346","17,569","20,976","16,355","22,604","60,497","27,261","16,077","24,487","5,085"
2020년03월_남_0~9세,"101,707","21,455","9,556","11,899","8,547","5,580","5,814","22,198","3,346","2,952","2,804","2,144","10,913",394,"1,041",528,414,893,820,762,"1,007","5,215","2,366",783,"1,508",223
2020년03월_남_10~19세,"122,401","25,187","11,458","13,729","11,323","6,423","7,355","24,183","4,815","3,684","4,223","3,198","12,140",558,"1,274",690,509,"1,122","1,211","1,161","1,375","6,210","2,351","1,038","2,128",243
2020년03월_남_20~29세,"163,001","32,794","15,699","17,095","15,558","8,364","9,167","31,666","5,845","6,192","4,952","3,442","19,620",974,"1,937","1,080",682,"1,514","1,767","1,530","2,169","7,055","2,320","1,224","2,640",509
2020년03월_남_30~39세,"160,653","32,284","15,153","17,131","13,902","8,332","8,218","35,840","4,794","5,244","4,264","3,209","18,298",813,"1,888","1,050",586,"1,365","1,594","1,365","1,884","8,777","2,829","1,133","2,429",555
2020년03월_남_40~49세,"203,326","39,294","18,698","20,596","19,667","10,322","11,802","37,081","7,362","7,092","6,351","4,764","21,340","1,350","2,843","1,428","1,081","2,275","2,577","2,266","2,948","11,220","3,883","1,977","3,561",842
2020년03월_남_50~59세,"239,321","45,797","21,874","23,923","24,236","12,516","13,707","35,456","9,313","9,716","9,093","6,256","22,474","2,501","4,895","2,525","1,641","3,334","3,963","3,372","4,779","10,534","4,242","3,170","4,711","1,090"
2020년03월_남_60~69세,"193,638","36,841","17,457","19,384","19,358","10,331","11,909","18,710","8,546","8,951","8,617","6,223","16,257","2,694","5,682","2,677","1,638","3,406","4,685","3,165","4,611","6,727","4,428","3,417","3,831",934
2020년03월_남_70~79세,"105,389","16,652","7,921","8,731","10,604","5,762","7,408","6,836","5,276","5,425","5,422","3,977","8,250","1,839","3,925","1,753","1,188","2,397","2,934","1,785","2,617","3,219","3,073","2,129","2,450",468
2020년03월_남_80~89세,"42,963","4,761","2,059","2,702","3,960","2,609","3,207","2,383","2,317","2,238","2,612","1,654","3,052",881,"1,984",852,546,"1,164","1,305",871,"1,104","1,396","1,644","1,089","1,137",197
2020년03월_남_90~99세,"3,687",372,139,233,330,232,315,214,205,178,238,157,221,64,174,63,55,92,119,74,105,137,121,112,90,19
2020년03월_남_100세 이상,203,28,16,12,21,10,15,6,14,13,9,14,13,1,8,5,6,7,1,4,5,7,4,5,2,5
2020년03월_여_총인구수,"1,317,129","250,014","113,036","136,978","126,935","70,128","80,421","203,863","52,724","49,945","50,382","36,489","130,707","11,545","26,682","12,689","8,538","19,400","21,751","15,613","21,078","55,427","28,191","15,874","24,470","4,263"
2020년03월_여_연령구간인구수,"1,317,129","250,014","113,036","136,978","126,935","70,128","80,421","203,863","52,724","49,945","50,382","36,489","130,707","11,545","26,682","12,689","8,538","19,400","21,751","15,613","21,078","55,427","28,191","15,874","24,470","4,263"
2020년03월_여_0~9세,"95,544","19,951","8,880","11,071","8,163","5,208","5,236","20,779","3,122","2,874","2,613","1,966","10,487",335,953,495,371,894,774,752,982,"4,901","2,310",708,"1,467",203
2020년03월_여_10~19세,"109,657","22,606","10,253","12,353","10,295","5,620","6,665","22,035","4,397","3,150","3,711","2,699","11,096",458,"1,156",594,482,"1,037","1,169",998,"1,057","5,512","2,034",874,"1,764",248
2020년03월_여_20~29세,"126,347","24,680","11,183","13,497","11,924","6,542","7,586","25,990","4,130","4,198","3,653","2,713","16,145",653,"1,392",737,501,"1,097","1,214","1,168","1,534","5,559","1,805",912,"1,869",345
2020년03월_여_30~39세,"140,974","29,173","13,091","16,082","12,280","7,398","7,643","31,585","4,185","4,328","3,580","2,794","15,898",629,"1,519",725,501,"1,266","1,394","1,109","1,556","7,238","2,819",950,"2,026",378
2020년03월_여_40~49세,"185,952","38,927","17,505","21,422","17,912","9,219","10,860","36,502","6,858","5,850","5,578","4,118","20,491",913,"2,001","1,064",736,"1,790","2,017","1,748","1,948","9,492","3,161","1,384","2,874",509
2020년03월_여_50~59세,"224,076","45,592","20,413","25,179","22,697","11,528","13,167","33,778","9,035","8,594","8,209","5,948","22,158","1,949","4,144","2,308","1,388","3,013","3,597","2,669","3,959","8,785","3,882","2,793","4,045",838
2020년03월_여_60~69세,"197,663","38,062","17,742","20,320","20,111","10,756","12,664","17,993","9,264","8,960","9,113","6,693","17,064","2,464","5,720","2,677","1,677","3,778","4,662","2,874","4,273","6,265","4,599","3,150","4,015",829
2020년03월_여_70~79세,"133,564","19,255","8,826","10,429","13,460","7,641","9,290","8,826","6,589","6,845","7,306","5,268","10,663","2,195","5,124","2,293","1,551","3,614","3,565","2,313","3,111","4,315","3,848","2,672","3,273",547
2020년03월_여_80~89세,"88,503","10,022","4,390","5,632","8,717","5,300","6,177","5,423","4,350","4,552","5,592","3,631","5,865","1,695","4,040","1,539","1,139","2,512","2,890","1,739","2,296","2,865","3,190","2,045","2,618",306
2020년03월_여_90~99세,"14,100","1,671",717,954,"1,307",874,"1,084",912,751,566,981,616,783,241,599,242,173,380,450,240,342,457,512,364,501,54
2020년03월_여_100세 이상,749,75,36,39,69,42,49,40,43,28,46,43,57,13,34,15,19,19,19,3,20,38,31,22,18,6
2020년04월_계_총인구수,"2,651,054","505,209","232,620","272,589","254,225","140,418","159,035","418,205","104,418","101,828","98,644","71,382","263,375","23,534","52,236","25,291","16,844","36,845","42,684","31,910","43,627","115,780","55,572","31,889","48,834","9,269"
2020년04월_계_연령구간인구수,"2,651,054","505,209","232,620","272,589","254,225","140,418","159,035","418,205","104,418","101,828","98,644","71,382","263,375","23,534","52,236","25,291","16,844","36,845","42,684","31,910","43,627","115,780","55,572","31,889","48,834","9,269"
2020년04월_계_0~9세,"196,465","41,207","18,299","22,908","16,697","10,750","10,992","42,862","6,438","5,841","5,371","4,093","21,309",724,"1,996","1,014",773,"1,767","1,583","1,490","1,970","10,055","4,677","1,479","2,949",428
2020년04월_계_10~19세,"231,034","47,596","21,621","25,975","21,499","11,991","13,940","46,026","9,176","6,800","7,851","5,874","23,181","1,006","2,413","1,264",988,"2,150","2,370","2,132","2,414","11,684","4,406","1,916","3,874",483
2020년04월_계_20~29세,"288,414","57,375","26,792","30,583","27,380","14,853","16,704","57,454","9,924","10,416","8,498","6,105","35,920","1,597","3,285","1,810","1,165","2,569","2,942","2,672","3,681","12,498","4,116","2,120","4,489",841
2020년04월_계_30~39세,"300,333","61,240","28,040","33,200","26,099","15,609","15,774","67,217","8,883","9,579","7,782","5,968","34,066","1,419","3,402","1,772","1,078","2,594","2,969","2,450","3,416","15,945","5,670","2,063","4,418",920
