카테고리,경상남도 밀양시,경상남도 밀양시 삼랑진읍,경상남도 밀양시 삼랑진임천출장소,경상남도 밀양시 하남읍,경상남도 밀양시 부북면,경상남도 밀양시 상동면,경상남도 밀양시 산외면,경상남도 밀양시 산내면,경상남도 밀양시 단장면,경상남도 밀양시 상남면,경상남도 밀양시 초동면,경상남도 밀양시 무안면,경상남도 밀양시 청도면,경상남도 밀양시 내일동,경상남도 밀양시 내이동,경상남도 밀양시 삼문동,경상남도 밀양시 가곡동,경상남도 밀양시 교동
2020년01월_남_총인구수,"51,578","2,714",640,"3,626","2,670","1,479","1,480","2,021","2,146","4,370","1,736","2,525",865,"1,436","7,317","10,120","3,458","2,975"
2020년01월_남_연령구간인구수,"51,578","2,714",640,"3,626","2,670","1,479","1,480","2,021","2,146","4,370","1,736","2,525",865,"1,436","7,317","10,120","3,458","2,975"
2020년01월_남_0~9세,"2,999",78,12,153,74,27,47,50,44,243,43,63,17,31,602,"1,132",182,201
2020년01월_남_10~19세,"4,267",135,25,243,148,49,73,119,90,320,76,140,37,98,698,"1,407",296,313
2020년01월_남_20~29세,"5,428",208,66,326,228,119,128,154,167,429,122,214,54,174,"1,013","1,262",380,384
2020년01월_남_30~39세,"4,911",210,43,307,212,97,100,122,147,408,117,158,44,115,"1,007","1,133",340,351
2020년01월_남_40~49세,"7,013",327,74,486,298,128,171,238,197,607,200,240,78,185,"1,158","1,683",478,465
2020년01월_남_50~59세,"9,760",549,128,711,562,279,316,401,477,807,327,532,137,301,"1,315","1,655",694,569
2020년01월_남_60~69세,"9,732",669,152,751,653,438,339,522,595,885,446,606,261,272,983,"1,119",607,434
2020년01월_남_70~79세,"5,262",397,97,447,333,241,231,310,309,468,279,369,155,192,388,524,329,193
2020년01월_남_80~89세,"2,032",130,37,189,150,94,72,98,112,185,118,189,75,61,134,187,138,63
2020년01월_남_90~99세,170,11,6,12,12,7,2,7,8,18,7,14,7,6,19,18,14,2
2020년01월_남_100세 이상,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2020년01월_여_총인구수,"53,881","2,789",683,"3,685","2,622","1,622","1,437","1,934","2,208","4,468","1,737","2,659",926,"1,487","7,503","10,859","4,028","3,234"
2020년01월_여_연령구간인구수,"53,881","2,789",683,"3,685","2,622","1,622","1,437","1,934","2,208","4,468","1,737","2,659",926,"1,487","7,503","10,859","4,028","3,234"
2020년01월_여_0~9세,"2,929",77,13,140,75,38,41,49,38,274,41,57,22,45,602,"1,021",175,221
2020년01월_여_10~19세,"3,860",133,28,214,114,46,62,95,67,263,74,124,29,73,624,"1,287",311,316
2020년01월_여_20~29세,"4,055",157,59,228,151,67,76,76,102,304,80,139,26,103,816,994,348,329
2020년01월_여_30~39세,"4,386",134,28,230,149,67,71,86,117,354,59,116,38,102,911,"1,264",334,326
2020년01월_여_40~49세,"6,251",239,46,316,208,84,118,134,141,472,115,197,50,149,"1,128","1,883",475,496
2020년01월_여_50~59세,"9,586",497,104,675,485,298,277,379,457,796,308,432,159,280,"1,360","1,755",705,619
2020년01월_여_60~69세,"10,338",678,165,810,620,457,342,472,604,826,454,626,225,336,"1,108","1,370",752,493
2020년01월_여_70~79세,"7,061",512,130,586,444,287,242,351,364,681,324,500,192,247,575,788,565,273
2020년01월_여_80~89세,"4,694",308,93,427,321,236,179,256,277,434,254,392,164,135,320,433,325,140
2020년01월_여_90~99세,686,52,17,54,54,42,28,35,39,57,25,74,21,14,57,62,37,18
2020년01월_여_100세 이상,35,2,0,5,1,0,1,1,2,7,3,2,0,3,2,2,1,3
2020년02월_계_총인구수,"105,457","5,481","1,316","7,305","5,307","3,108","2,901","3,963","4,357","8,782","3,468","5,175","1,777","2,902","14,871","20,835","7,769","6,140"
2020년02월_계_연령구간인구수,"105,457","5,481","1,316","7,305","5,307","3,108","2,901","3,963","4,357","8,782","3,468","5,175","1,777","2,902","14,871","20,835","7,769","6,140"
2020년02월_계_0~9세,"5,904",152,24,295,151,66,82,99,85,507,82,119,38,73,"1,202","2,138",379,412
2020년02월_계_10~19세,"8,121",258,53,455,263,96,138,218,160,577,151,293,63,165,"1,329","2,653",644,605
2020년02월_계_20~29세,"9,427",360,119,548,375,184,202,230,259,728,195,345,77,276,"1,846","2,227",762,694
2020년02월_계_30~39세,"9,273",343,72,533,363,163,170,205,270,745,178,271,84,216,"1,922","2,361",701,676
2020년02월_계_40~49세,"13,284",567,117,806,511,217,281,377,338,"1,061",318,430,125,329,"2,286","3,556","1,018",947
2020년02월_계_50~59세,"19,291","1,038",230,"1,378","1,051",572,590,772,925,"1,587",626,950,291,576,"2,686","3,396","1,448","1,175"
2020년02월_계_60~69세,"20,162","1,343",318,"1,561","1,275",898,682,"1,007","1,208","1,725",908,"1,229",484,611,"2,101","2,490","1,392",930
2020년02월_계_70~79세,"12,337",911,227,"1,038",780,531,473,660,672,"1,150",601,868,348,437,960,"1,311",897,473
2020년02월_계_80~89세,"6,744",444,132,617,469,333,250,352,391,619,367,578,238,195,458,623,473,205
2020년02월_계_90~99세,874,63,24,68,68,48,31,42,47,76,38,89,29,20,79,78,54,20
2020년02월_계_100세 이상,40,2,0,6,1,0,2,1,2,7,4,3,0,4,2,2,1,3
2020년02월_남_총인구수,"51,625","2,700",637,"3,625","2,689","1,486","1,474","2,028","2,147","4,342","1,731","2,529",860,"1,429","7,365","10,035","3,598","2,950"
2020년02월_남_연령구간인구수,"51,625","2,700",637,"3,625","2,689","1,486","1,474","2,028","2,147","4,342","1,731","2,529",860,"1,429","7,365","10,035","3,598","2,950"
2020년02월_남_0~9세,"3,001",76,11,156,77,28,45,50,47,239,43,63,17,32,605,"1,112",203,197
2020년02월_남_10~19세,"4,265",132,26,245,145,51,75,120,93,313,80,163,35,93,702,"1,381",308,303
2020년02월_남_20~29세,"5,403",205,63,318,230,116,129,151,161,427,117,207,51,171,"1,031","1,256",398,372
2020년02월_남_30~39세,"4,908",205,43,306,215,96,97,120,152,402,117,159,45,118,"1,009","1,115",355,354
2020년02월_남_40~49세,"7,026",328,73,483,301,132,167,244,197,596,201,237,79,182,"1,159","1,684",501,462
2020년02월_남_50~59세,"9,743",548,128,708,570,279,315,401,468,799,323,523,135,300,"1,319","1,647",715,565
2020년02월_남_60~69세,"9,785",664,151,754,654,440,339,526,601,891,448,607,260,274,993,"1,115",632,436
2020년02월_남_70~79세,"5,287",400,98,451,332,244,231,313,309,473,278,368,158,191,390,524,331,196
2020년02월_남_80~89세,"2,035",131,38,191,152,93,73,98,111,185,116,187,74,61,137,184,141,63
2020년02월_남_90~99세,168,11,6,12,13,7,2,5,8,17,7,15,6,6,20,17,14,2
2020년02월_남_100세 이상,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2020년02월_여_총인구수,"53,832","2,781",679,"3,680","2,618","1,622","1,427","1,935","2,210","4,440","1,737","2,646",917,"1,473","7,506","10,800","4,171","3,190"
2020년02월_여_연령구간인구수,"53,832","2,781",679,"3,680","2,618","1,622","1,427","1,935","2,210","4,440","1,737","2,646",917,"1,473","7,506","10,800","4,171","3,190"
2020년02월_여_0~9세,"2,903",76,13,139,74,38,37,49,38,268,39,56,21,41,597,"1,026",176,215
2020년02월_여_10~19세,"3,856",126,27,210,118,45,63,98,67,264,71,130,28,72,627,"1,272",336,302
2020년02월_여_20~29세,"4,024",155,56,230,145,68,73,79,98,301,78,138,26,105,815,971,364,322
2020년02월_여_30~39세,"4,365",138,29,227,148,67,73,85,118,343,61,112,39,98,913,"1,246",346,322
2020년02월_여_40~49세,"6,258",239,44,323,210,85,114,133,141,465,117,193,46,147,"1,127","1,872",517,485
2020년02월_여_50~59세,"9,548",490,102,670,481,293,275,371,457,788,303,427,156,276,"1,367","1,749",733,610
2020년02월_여_60~69세,"10,377",679,167,807,621,458,343,481,607,834,460,622,224,337,"1,108","1,375",760,494
2020년02월_여_70~79세,"7,050",511,129,587,448,287,242,347,363,677,323,500,190,246,570,787,566,277
2020년02월_여_80~89세,"4,709",313,94,426,317,240,177,254,280,434,251,391,164,134,321,439,332,142
2020년02월_여_90~99세,706,52,18,56,55,41,29,37,39,59,31,74,23,14,59,61,40,18
2020년02월_여_100세 이상,36,2,0,5,1,0,1,1,2,7,3,3,0,3,2,2,1,3
2020년03월_계_총인구수,"105,309","5,450","1,300","7,282","5,303","3,100","2,910","3,957","4,338","8,725","3,458","5,158","1,774","2,900","14,883","20,753","7,912","6,106"
2020년03월_계_연령구간인구수,"105,309","5,450","1,300","7,282","5,303","3,100","2,910","3,957","4,338","8,725","3,458","5,158","1,774","2,900","14,883","20,753","7,912","6,106"
2020년03월_계_0~9세,"5,870",154,24,299,146,67,82,99,87,503,81,118,40,76,"1,219","2,100",381,394
2020년03월_계_10~19세,"8,092",254,52,457,264,97,136,221,161,571,149,290,59,164,"1,320","2,633",667,597
2020년03월_계_20~29세,"9,358",360,113,531,385,178,197,229,255,713,188,334,76,274,"1,831","2,221",789,684
2020년03월_계_30~39세,"9,209",335,71,530,361,160,173,205,261,736,170,266,81,215,"1,919","2,341",710,675
2020년03월_계_40~49세,"13,237",549,114,810,500,215,279,374,333,"1,047",320,426,128,325,"2,274","3,551","1,056",936
2020년03월_계_50~59세,"19,267","1,042",227,"1,369","1,057",574,592,768,918,"1,580",615,940,290,579,"2,698","3,386","1,462","1,170"
2020년03월_계_60~69세,"20,208","1,339",315,"1,555","1,269",898,682,"1,005","1,212","1,721",921,"1,238",489,611,"2,112","2,496","1,402",943
2020년03월_계_70~79세,"12,377",914,229,"1,043",775,533,481,663,670,"1,150",604,869,344,437,970,"1,310",906,479
2020년03월_계_80~89세,"6,774",438,130,617,476,330,253,352,390,621,369,585,239,196,458,634,482,204
2020년03월_계_90~99세,876,63,25,65,69,48,33,40,48,76,37,89,28,19,80,79,56,21
2020년03월_계_100세 이상,41,2,0,6,1,0,2,1,3,7,4,3,0,4,2,2,1,3
2020년03월_남_총인구수,"51,571","2,686",629,"3,617","2,705","1,480","1,484","2,021","2,137","4,315","1,723","2,521",860,"1,424","7,373","9,993","3,668","2,935"
2020년03월_남_연령구간인구수,"51,571","2,686",629,"3,617","2,705","1,480","1,484","2,021","2,137","4,315","1,723","2,521",860,"1,424","7,373","9,993","3,668","2,935"
2020년03월_남_0~9세,"2,987",77,11,157,77,28,45,51,47,238,43,64,19,33,615,"1,090",206,186
2020년03월_남_10~19세,"4,258",131,25,244,147,52,75,119,93,311,78,161,34,93,699,"1,376",318,302
2020년03월_남_20~29세,"5,379",203,60,312,242,112,131,150,158,422,112,199,49,170,"1,020","1,255",415,369
2020년03월_남_30~39세,"4,859",199,44,304,219,94,97,121,145,396,110,156,42,117,"1,005","1,097",363,350
2020년03월_남_40~49세,"7,010",321,71,487,295,131,169,238,194,587,204,233,82,178,"1,158","1,687",517,458
2020년03월_남_50~59세,"9,744",547,127,707,578,278,315,398,468,797,319,519,136,302,"1,328","1,641",723,561
2020년03월_남_60~69세,"9,789",661,147,748,649,442,340,525,603,887,452,610,262,272,997,"1,114",636,444
2020년03월_남_70~79세,"5,320",404,103,454,330,244,233,315,310,474,280,375,155,193,392,526,331,201
2020년03월_남_80~89세,"2,058",132,36,192,155,92,75,99,111,187,117,189,76,61,139,189,145,63
2020년03월_남_90~99세,162,11,5,11,13,7,3,5,7,16,7,15,5,4,20,18,14,1
2020년03월_남_100세 이상,5,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
2020년03월_여_총인구수,"53,738","2,764",671,"3,665","2,598","1,620","1,426","1,936","2,201","4,410","1,735","2,637",914,"1,476","7,510","10,760","4,244","3,171"
2020년03월_여_연령구간인구수,"53,738","2,764",671,"3,665","2,598","1,620","1,426","1,936","2,201","4,410","1,735","2,637",914,"1,476","7,510","10,760","4,244","3,171"
2020년03월_여_0~9세,"2,883",77,13,142,69,39,37,48,40,265,38,54,21,43,604,"1,010",175,208
2020년03월_여_10~19세,"3,834",123,27,213,117,45,61,102,68,260,71,129,25,71,621,"1,257",349,295
2020년03월_여_20~29세,"3,979",157,53,219,143,66,66,79,97,291,76,135,27,104,811,966,374,315
2020년03월_여_30~39세,"4,350",136,27,226,142,66,76,84,116,340,60,110,39,98,914,"1,244",347,325
2020년03월_여_40~49세,"6,227",228,43,323,205,84,110,136,139,460,116,193,46,147,"1,116","1,864",539,478
2020년03월_여_50~59세,"9,523",495,100,662,479,296,277,370,450,783,296,421,154,277,"1,370","1,745",739,609
2020년03월_여_60~69세,"10,419",678,168,807,620,456,342,480,609,834,469,628,227,339,"1,115","1,382",766,499
2020년03월_여_70~79세,"7,057",510,126,589,445,289,248,348,360,676,324,494,189,244,578,784,575,278
2020년03월_여_80~89세,"4,716",306,94,425,321,238,178,253,279,434,252,396,163,135,319,445,337,141
2020년03월_여_90~99세,714,52,20,54,56,41,30,35,41,60,30,74,23,15,60,61,42,20
2020년03월_여_100세 이상,36,2,0,5,1,0,1,1,2,7,3,3,0,3,2,2,1,3
2020년04월_계_총인구수,"105,201","5,445","1,293","7,251","5,301","3,104","2,899","3,958","4,337","8,710","3,449","5,147","1,773","2,884","14,936","20,631","7,992","6,091"
2020년04월_계_연령구간인구수,"105,201","5,445","1,293","7,251","5,301","3,104","2,899","3,958","4,337","8,710","3,449","5,147","1,773","2,884","14,936","20,631","7,992","6,091"
2020년04월_계_0~9세,"5,840",151,23,298,146,64,79,101,85,504,81,118,40,78,"1,243","2,057",389,383
2020년04월_계_10~19세,"8,071",253,51,449,263,98,132,219,161,568,147,290,61,160,"1,317","2,625",677,600
2020년04월_계_20~29세,"9,318",359,109,524,384,172,198,227,248,711,184,329,77,270,"1,832","2,209",805,680
2020년04월_계_30~39세,"9,167",335,72,527,359,160,174,204,259,729,165,258,77,215,"1,934","2,322",716,661
2020년04월_계_40~49세,"13,188",541,111,799,493,216,275,376,333,"1,053",314,423,125,325,"2,273","3,529","1,074",928
2020년04월_계_50~59세,"19,196","1,041",229,"1,359","1,050",578,584,761,924,"1,573",611,932,288,571,"2,690","3,355","1,478","1,172"
2020년04월_계_60~69세,"20,265","1,344",315,"1,556","1,283",894,684,"1,007","1,209","1,719",925,"1,249",491,606,"2,130","2,505","1,398",950
2020년04월_계_70~79세,"12,414",914,224,"1,049",774,541,482,666,677,"1,144",609,864,344,439,978,"1,310",912,487
2020년04월_계_80~89세,"6,806",442,135,617,476,331,255,355,389,625,370,593,240,196,457,635,485,205
2020년04월_계_90~99세,895,63,24,67,72,50,34,41,49,77,39,88,30,20,80,82,57,22
2020년04월_계_100세 이상,41,2,0,6,1,0,2,1,3,7,4,3,0,4,2,2,1,3
2020년04월_남_총인구수,"51,541","2,679",629,"3,602","2,706","1,483","1,477","2,027","2,135","4,309","1,718","2,516",858,"1,418","7,401","9,937","3,719","2,927"
2020년04월_남_연령구간인구수,"51,541","2,679",629,"3,602","2,706","1,483","1,477","2,027","2,135","4,309","1,718","2,516",858,"1,418","7,401","9,937","3,719","2,927"
2020년04월_남_0~9세,"2,975",75,10,157,77,25,43,51,47,242,43,65,18,34,626,"1,073",209,180
2020년04월_남_10~19세,"4,243",129,26,237,144,53,74,119,92,303,77,162,34,90,696,"1,376",329,302
2020년04월_남_20~29세,"5,369",203,59,308,247,109,129,147,152,423,109,193,50,169,"1,029","1,246",427,369
2020년04월_남_30~39세,"4,831",200,45,301,215,94,97,120,144,391,105,151,40,116,"1,014","1,086",371,341
2020년04월_남_40~49세,"6,995",317,69,484,291,133,166,240,196,598,202,233,80,177,"1,159","1,676",519,455
2020년04월_남_50~59세,"9,714",543,127,703,578,282,310,396,472,793,316,515,136,299,"1,324","1,626",738,556
2020년04월_남_60~69세,"9,809",662,149,745,656,436,343,524,598,881,456,618,262,273,"1,001","1,119",633,453
2020년04월_남_70~79세,"5,355",404,99,463,327,250,234,323,316,473,284,373,156,193,393,525,336,206
2020년04월_남_80~89세,"2,084",135,40,193,159,93,77,102,110,190,117,191,77,62,139,192,143,64
2020년04월_남_90~99세,161,11,5,10,12,8,3,5,7,15,8,15,5,4,20,18,14,1
2020년04월_남_100세 이상,5,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
2020년04월_여_총인구수,"53,660","2,766",664,"3,649","2,595","1,621","1,422","1,931","2,202","4,401","1,731","2,631",915,"1,466","7,535","10,694","4,273","3,164"
2020년04월_여_연령구간인구수,"53,660","2,766",664,"3,649","2,595","1,621","1,422","1,931","2,202","4,401","1,731","2,631",915,"1,466","7,535","10,694","4,273","3,164"
2020년04월_여_0~9세,"2,865",76,13,141,69,39,36,50,38,262,38,53,22,44,617,984,180,203
2020년04월_여_10~19세,"3,828",124,25,212,119,45,58,100,69,265,70,128,27,70,621,"1,249",348,298
2020년04월_여_20~29세,"3,949",156,50,216,137,63,69,80,96,288,75,136,27,101,803,963,378,311
2020년04월_여_30~39세,"4,336",135,27,226,144,66,77,84,115,338,60,107,37,99,920,"1,236",345,320
2020년04월_여_40~49세,"6,193",224,42,315,202,83,109,136,137,455,112,190,45,148,"1,114","1,853",555,473
2020년04월_여_50~59세,"9,482",498,102,656,472,296,274,365,452,780,295,417,152,272,"1,366","1,729",740,616
2020년04월_여_60~69세,"10,456",682,166,811,627,458,341,483,611,838,469,631,229,333,"1,129","1,386",765,497
2020년04월_여_70~79세,"7,059",510,125,586,447,291,248,343,361,671,325,491,188,246,585,785,576,281
2020년04월_여_80~89세,"4,722",307,95,424,317,238,178,253,279,435,253,402,163,134,318,443,342,141
2020년04월_여_90~99세,734,52,19,57,60,42,31,36,42,62,31,73,25,16,60,64,43,21
2020년04월_여_100세 이상,36,2,0,5,1,0,1,1,2,7,3,3,0,3,2,2,1,3
2020년05월_계_총인구수,"105,139","5,440","1,290","7,250","5,296","3,106","2,889","3,950","4,346","8,647","3,454","5,141","1,767","2,854","15,001","20,602","8,026","6,080"
2020년05월_계_연령구간인구수,"105,139","5,440","1,290","7,250","5,296","3,106","2,889","3,950","4,346","8,647","3,454","5,141","1,767","2,854","15,001","20,602","8,026","6,080"
2020년05월_계_0~9세,"5,819",149,23,297,143,66,76,100,83,498,81,118,39,77,"1,251","2,041",394,383
2020년05월_계_10~19세,"8,025",254,51,445,256,95,133,210,157,565,143,287,57,158,"1,321","2,634",666,593
2020년05월_계_20~29세,"9,279",355,111,524,381,172,195,223,254,699,188,326,78,264,"1,842","2,182",808,677
2020년05월_계_30~39세,"9,137",336,69,531,357,160,175,198,256,721,166,255,72,213,"1,942","2,316",715,655
2020년05월_계_40~49세,"13,152",530,107,800,486,218,277,374,334,"1,038",311,423,125,319,"2,272","3,539","1,076",923
2020년05월_계_50~59세,"19,159","1,044",229,"1,350","1,055",576,577,765,915,"1,558",608,930,284,560,"2,700","3,357","1,482","1,169"
2020년05월_계_60~69세,"20,336","1,348",320,"1,558","1,288",894,688,"1,011","1,223","1,721",929,"1,253",495,604,"2,141","2,492","1,416",955
2020년05월_계_70~79세,"12,467",908,220,"1,052",781,546,479,672,683,"1,138",610,866,343,440,991,"1,318",924,496
2020년05월_계_80~89세,"6,835",450,138,619,480,331,252,354,389,627,373,591,244,195,460,638,486,208
2020년05월_계_90~99세,888,64,22,68,68,48,34,42,49,75,41,89,30,20,79,83,58,18
2020년05월_계_100세 이상,42,2,0,6,1,0,3,1,3,7,4,3,0,4,2,2,1,3
2020년05월_남_총인구수,"51,488","2,672",627,"3,608","2,713","1,487","1,470","2,020","2,137","4,275","1,717","2,507",851,"1,397","7,430","9,918","3,730","2,929"
2020년05월_남_연령구간인구수,"51,488","2,672",627,"3,608","2,713","1,487","1,470","2,020","2,137","4,275","1,717","2,507",851,"1,397","7,430","9,918","3,730","2,929"
2020년05월_남_0~9세,"2,964",76,10,158,78,27,42,50,46,242,43,65,18,34,627,"1,062",208,178
2020년05월_남_10~19세,"4,224",126,26,236,140,52,74,112,88,302,75,160,31,88,698,"1,384",329,303
2020년05월_남_20~29세,"5,342",203,59,306,247,108,125,146,155,418,110,192,52,168,"1,038","1,229",422,364
2020년05월_남_30~39세,"4,813",198,42,307,216,94,99,118,143,384,105,148,37,113,"1,015","1,085",372,337
2020년05월_남_40~49세,"6,973",312,67,483,283,133,167,241,197,590,202,232,80,172,"1,160","1,678",519,457
2020년05월_남_50~59세,"9,684",542,128,702,585,280,306,397,460,781,314,513,133,292,"1,330","1,627",739,555
2020년05월_남_60~69세,"9,866",665,152,747,661,441,347,524,609,883,458,622,262,271,"1,007","1,114",642,461
2020년05월_남_70~79세,"5,372",398,96,465,331,251,232,325,320,472,285,373,155,192,395,531,342,209
2020년05월_남_80~89세,"2,085",140,42,192,161,94,74,102,111,188,117,188,78,62,140,189,143,64
2020년05월_남_90~99세,160,12,5,11,11,7,3,5,7,15,7,14,5,4,20,19,14,1
2020년05월_남_100세 이상,5,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
2020년05월_여_총인구수,"53,651","2,768",663,"3,642","2,583","1,619","1,419","1,930","2,209","4,372","1,737","2,634",916,"1,457","7,571","10,684","4,296","3,151"
2020년05월_여_연령구간인구수,"53,651","2,768",663,"3,642","2,583","1,619","1,419","1,930","2,209","4,372","1,737","2,634",916,"1,457","7,571","10,684","4,296","3,151"
2020년05월_여_0~9세,"2,855",73,13,139,65,39,34,50,37,256,38,53,21,43,624,979,186,205
2020년05월_여_10~19세,"3,801",128,25,209,116,43,59,98,69,263,68,127,26,70,623,"1,250",337,290
2020년05월_여_20~29세,"3,937",152,52,218,134,64,70,77,99,281,78,134,26,96,804,953,386,313
2020년05월_여_30~39세,"4,324",138,27,224,141,66,76,80,113,337,61,107,35,100,927,"1,231",343,318
2020년05월_여_40~49세,"6,179",218,40,317,203,85,110,133,137,448,109,191,45,147,"1,112","1,861",557,466
2020년05월_여_50~59세,"9,475",502,101,648,470,296,271,368,455,777,294,417,151,268,"1,370","1,730",743,614
2020년05월_여_60~69세,"10,470",683,168,811,627,453,341,487,614,838,471,631,233,333,"1,134","1,378",774,494
2020년05월_여_70~79세,"7,095",510,124,587,450,295,247,347,363,666,325,493,188,248,596,787,582,287
2020년05월_여_80~89세,"4,750",310,96,427,319,237,178,252,278,439,256,403,166,133,320,449,343,144
2020년05월_여_90~99세,728,52,17,57,57,41,31,37,42,60,34,75,25,16,59,64,44,17
2020년05월_여_100세 이상,37,2,0,5,1,0,2,1,2,7,3,3,0,3,2,2,1,3
2020년06월_계_총인구수,"105,133","5,438","1,284","7,243","5,298","3,118","2,873","3,953","4,356","8,621","3,454","5,134","1,772","2,850","14,976","20,639","8,050","6,074"
2020년06월_계_연령구간인구수,"105,133","5,438","1,284","7,243","5,298","3,118","2,873","3,953","4,356","8,621","3,454","5,134","1,772","2,850","14,976","20,639","8,050","6,074"
2020년06월_계_0~9세,"5,809",150,21,298,141,69,70,101,80,493,80,120,39,78,"1,250","2,040",399,380
2020년06월_계_10~19세,"7,996",251,48,440,258,95,134,210,157,561,142,285,56,158,"1,309","2,622",672,598
2020년06월_계_20~29세,"9,225",352,111,516,379,171,197,219,257,686,184,322,76,254,"1,830","2,199",801,671
2020년06월_계_30~39세,"9,117",333,69,524,356,163,169,196,252,725,165,254,72,211,"1,948","2,311",715,654
2020년06월_계_40~49세,"13,133",530,106,798,491,215,273,376,329,"1,031",314,420,125,319,"2,268","3,525","1,091",922
2020년06월_계_50~59세,"19,056","1,031",232,"1,335","1,049",572,572,757,914,"1,542",601,918,284,562,"2,680","3,383","1,465","1,159"
2020년06월_계_60~69세,"20,522","1,367",322,"1,580","1,292",902,692,"1,024","1,237","1,734",935,"1,268",501,604,"2,150","2,509","1,439",966
2020년06월_계_70~79세,"12,510",905,216,"1,057",784,551,480,674,689,"1,138",616,862,346,443,999,"1,335",918,497
2020년06월_계_80~89세,"6,842",451,139,620,479,332,250,354,389,630,371,593,243,197,462,633,492,207
2020년06월_계_90~99세,879,66,20,68,68,48,33,41,49,74,42,89,30,19,78,80,57,17
2020년06월_계_100세 이상,44,2,0,7,1,0,3,1,3,7,4,3,0,5,2,2,1,3
2020년06월_남_총인구수,"51,496","2,670",631,"3,612","2,718","1,491","1,465","2,018","2,149","4,266","1,715","2,511",856,"1,386","7,401","9,928","3,743","2,936"
2020년06월_남_연령구간인구수,"51,496","2,670",631,"3,612","2,718","1,491","1,465","2,018","2,149","4,266","1,715","2,511",856,"1,386","7,401","9,928","3,743","2,936"
2020년06월_남_0~9세,"2,963",76,10,161,78,29,39,51,44,242,41,67,18,34,627,"1,061",208,177
2020년06월_남_10~19세,"4,208",126,25,234,142,51,75,113,89,298,73,160,31,87,684,"1,381",332,307
2020년06월_남_20~29세,"5,314",200,60,301,248,109,126,142,156,411,111,191,50,160,"1,031","1,240",418,360
2020년06월_남_30~39세,"4,803",195,42,300,214,96,97,117,142,383,102,147,38,111,"1,022","1,078",378,341
2020년06월_남_40~49세,"6,962",313,69,481,286,129,162,241,195,586,203,235,80,173,"1,156","1,673",523,457
2020년06월_남_50~59세,"9,641",538,130,704,582,279,306,393,462,779,313,509,132,292,"1,312","1,622",734,554
2020년06월_남_60~69세,"9,956",674,153,759,666,444,350,528,618,887,458,629,267,269,"1,009","1,128",651,466
2020년06월_남_70~79세,"5,394",397,96,466,331,254,231,326,324,475,287,374,157,191,401,538,336,210
2020년06월_남_80~89세,"2,087",139,41,193,160,93,75,102,111,190,119,184,78,64,139,188,149,62
2020년06월_남_90~99세,162,12,5,12,11,7,3,5,7,15,7,15,5,3,20,19,14,2
2020년06월_남_100세 이상,6,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0
