카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년04월_계_총인구수,"213,037","16,330","3,412","1,614","4,090","4,393","3,626","4,508","6,622","15,464","5,110","3,391","26,050","7,919","10,596","13,315","4,889","8,912","16,817","18,376","28,926","8,677"
2020년04월_계_연령구간인구수,"213,037","16,330","3,412","1,614","4,090","4,393","3,626","4,508","6,622","15,464","5,110","3,391","26,050","7,919","10,596","13,315","4,889","8,912","16,817","18,376","28,926","8,677"
2020년04월_계_0~9세,"13,857",623,123,31,201,109,128,194,390,"1,440",187,104,"1,862",400,467,625,301,782,"1,513","1,004","2,620",753
2020년04월_계_10~19세,"19,714","1,021",195,45,279,208,169,231,495,"1,551",316,175,"3,218",656,794,"1,280",435,945,"1,651","1,678","3,593",779
2020년04월_계_20~29세,"25,086","1,469",306,103,345,432,273,432,503,"1,809",613,308,"3,480",921,"1,295","1,703",595,"1,002","2,625","2,021","3,461","1,390"
2020년04월_계_30~39세,"22,006","1,169",208,77,330,305,244,387,601,"2,135",452,291,"2,638",770,950,"1,299",540,"1,135","2,269","1,724","3,445","1,037"
2020년04월_계_40~49세,"32,668","2,037",403,124,477,461,339,581,979,"2,652",637,429,"4,629","1,086","1,469","1,988",759,"1,484","2,662","2,702","5,352","1,418"
2020년04월_계_50~59세,"36,746","3,074",697,345,734,808,726,837,"1,174","2,401",826,614,"4,438","1,445","2,028","2,537",967,"1,456","2,521","3,200","4,591","1,327"
2020년04월_계_60~69세,"32,315","3,345",673,446,848,929,822,940,"1,275","1,850",985,687,"3,044","1,400","1,905","2,226",687,"1,216","2,026","2,827","3,147","1,037"
2020년04월_계_70~79세,"19,393","2,256",445,282,512,669,567,534,758,"1,057",674,539,"1,765",805,"1,152","1,089",360,554,994,"2,074","1,700",607
2020년04월_계_80~89세,"9,569","1,116",307,140,294,392,314,312,388,488,331,217,843,370,465,483,208,283,480,991,882,265
2020년04월_계_90~99세,"1,581",198,51,21,65,73,41,57,55,77,83,27,127,58,66,85,36,54,73,141,129,64
2020년04월_계_100세 이상,102,22,4,0,5,7,3,3,4,4,6,0,6,8,5,0,1,1,3,14,6,0
2020년04월_남_총인구수,"105,639","8,014","1,751",866,"2,088","2,313","1,847","2,324","3,304","7,567","2,417","1,732","12,756","3,953","5,235","6,565","2,399","4,325","8,335","9,180","14,270","4,398"
2020년04월_남_연령구간인구수,"105,639","8,014","1,751",866,"2,088","2,313","1,847","2,324","3,304","7,567","2,417","1,732","12,756","3,953","5,235","6,565","2,399","4,325","8,335","9,180","14,270","4,398"
2020년04월_남_0~9세,"7,143",334,68,23,112,59,66,100,189,749,92,57,965,206,249,316,127,391,772,484,"1,390",394
2020년04월_남_10~19세,"10,353",541,103,21,150,113,100,127,267,788,150,101,"1,659",340,415,697,230,494,840,917,"1,902",398
2020년04월_남_20~29세,"13,709",843,198,61,217,273,161,256,273,929,309,170,"1,888",499,693,908,352,544,"1,399","1,130","1,861",745
2020년04월_남_30~39세,"11,501",638,121,56,169,197,149,208,321,"1,078",250,168,"1,326",435,532,710,285,554,"1,127",942,"1,699",536
2020년04월_남_40~49세,"16,689","1,123",233,77,272,307,201,327,533,"1,278",328,253,"2,147",545,775,"1,009",364,719,"1,363","1,445","2,651",739
2020년04월_남_50~59세,"18,367","1,564",355,187,388,448,403,439,569,"1,195",428,333,"2,227",739,987,"1,208",463,664,"1,207","1,627","2,257",679
2020년04월_남_60~69세,"15,471","1,567",359,235,429,469,418,483,623,884,438,306,"1,422",661,852,"1,040",338,606,999,"1,333","1,515",494
2020년04월_남_70~79세,"8,671",966,213,145,243,289,244,257,372,469,290,245,758,374,520,505,156,242,449,914,707,313
2020년04월_남_80~89세,"3,386",388,93,57,94,132,96,118,140,177,110,96,339,141,197,162,75,98,166,355,264,88
2020년04월_남_90~99세,323,46,7,4,12,23,9,8,14,19,21,3,25,11,15,10,9,13,13,29,20,12
2020년04월_남_100세 이상,26,4,1,0,2,3,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020년04월_여_총인구수,"107,398","8,316","1,661",748,"2,002","2,080","1,779","2,184","3,318","7,897","2,693","1,659","13,294","3,966","5,361","6,750","2,490","4,587","8,482","9,196","14,656","4,279"
2020년04월_여_연령구간인구수,"107,398","8,316","1,661",748,"2,002","2,080","1,779","2,184","3,318","7,897","2,693","1,659","13,294","3,966","5,361","6,750","2,490","4,587","8,482","9,196","14,656","4,279"
2020년04월_여_0~9세,"6,714",289,55,8,89,50,62,94,201,691,95,47,897,194,218,309,174,391,741,520,"1,230",359
2020년04월_여_10~19세,"9,361",480,92,24,129,95,69,104,228,763,166,74,"1,559",316,379,583,205,451,811,761,"1,691",381
2020년04월_여_20~29세,"11,377",626,108,42,128,159,112,176,230,880,304,138,"1,592",422,602,795,243,458,"1,226",891,"1,600",645
2020년04월_여_30~39세,"10,505",531,87,21,161,108,95,179,280,"1,057",202,123,"1,312",335,418,589,255,581,"1,142",782,"1,746",501
2020년04월_여_40~49세,"15,979",914,170,47,205,154,138,254,446,"1,374",309,176,"2,482",541,694,979,395,765,"1,299","1,257","2,701",679
2020년04월_여_50~59세,"18,379","1,510",342,158,346,360,323,398,605,"1,206",398,281,"2,211",706,"1,041","1,329",504,792,"1,314","1,573","2,334",648
2020년04월_여_60~69세,"16,844","1,778",314,211,419,460,404,457,652,966,547,381,"1,622",739,"1,053","1,186",349,610,"1,027","1,494","1,632",543
2020년04월_여_70~79세,"10,722","1,290",232,137,269,380,323,277,386,588,384,294,"1,007",431,632,584,204,312,545,"1,160",993,294
2020년04월_여_80~89세,"6,183",728,214,83,200,260,218,194,248,311,221,121,504,229,268,321,133,185,314,636,618,177
2020년04월_여_90~99세,"1,258",152,44,17,53,50,32,49,41,58,62,24,102,47,51,75,27,41,60,112,109,52
2020년04월_여_100세 이상,76,18,3,0,3,4,3,2,1,3,5,0,6,6,5,0,1,1,3,10,2,0
2020년05월_계_총인구수,"212,929","16,290","3,402","1,605","4,102","4,365","3,604","4,510","6,625","15,436","5,116","3,388","26,116","7,904","10,565","13,297","4,863","8,975","16,840","18,337","28,905","8,684"
2020년05월_계_연령구간인구수,"212,929","16,290","3,402","1,605","4,102","4,365","3,604","4,510","6,625","15,436","5,116","3,388","26,116","7,904","10,565","13,297","4,863","8,975","16,840","18,337","28,905","8,684"
2020년05월_계_0~9세,"13,819",611,127,31,202,105,123,200,396,"1,436",188,103,"1,862",393,460,617,306,787,"1,513","1,000","2,617",742
2020년05월_계_10~19세,"19,592","1,011",190,44,279,208,168,225,498,"1,537",307,175,"3,203",653,790,"1,265",422,942,"1,643","1,664","3,588",780
2020년05월_계_20~29세,"25,082","1,453",304,100,349,423,263,427,504,"1,801",610,308,"3,514",917,"1,311","1,707",585,"1,021","2,635","2,022","3,428","1,400"
2020년05월_계_30~39세,"21,971","1,166",200,74,328,299,241,387,601,"2,130",461,292,"2,654",764,933,"1,292",541,"1,142","2,266","1,711","3,452","1,037"
2020년05월_계_40~49세,"32,537","2,016",400,121,480,453,334,578,977,"2,653",642,426,"4,620","1,079","1,454","1,978",741,"1,486","2,676","2,684","5,329","1,410"
2020년05월_계_50~59세,"36,745","3,058",699,340,736,803,721,844,"1,168","2,388",817,610,"4,454","1,446","2,029","2,537",964,"1,480","2,520","3,212","4,585","1,334"
2020년05월_계_60~69세,"32,465","3,363",676,449,853,935,829,943,"1,284","1,859",991,685,"3,054","1,411","1,908","2,241",698,"1,226","2,030","2,824","3,162","1,044"
2020년05월_계_70~79세,"19,428","2,261",443,285,512,667,567,535,753,"1,059",676,546,"1,771",812,"1,145","1,084",357,554,992,"2,073","1,731",605
2020년05월_계_80~89세,"9,606","1,129",308,140,293,392,315,310,385,495,334,216,852,364,464,490,213,284,489,991,874,268
2020년05월_계_90~99세,"1,580",199,50,21,64,73,40,58,55,74,85,27,125,57,66,86,35,52,74,143,132,64
2020년05월_계_100세 이상,104,23,5,0,6,7,3,3,4,4,5,0,7,8,5,0,1,1,2,13,7,0
2020년05월_남_총인구수,"105,604","7,992","1,741",861,"2,100","2,295","1,838","2,330","3,307","7,558","2,422","1,734","12,793","3,936","5,224","6,545","2,389","4,361","8,350","9,162","14,269","4,397"
2020년05월_남_연령구간인구수,"105,604","7,992","1,741",861,"2,100","2,295","1,838","2,330","3,307","7,558","2,422","1,734","12,793","3,936","5,224","6,545","2,389","4,361","8,350","9,162","14,269","4,397"
2020년05월_남_0~9세,"7,131",324,71,23,112,57,65,105,194,750,91,54,974,196,241,318,128,388,774,481,"1,394",391
2020년05월_남_10~19세,"10,290",539,101,21,153,112,100,124,265,787,144,101,"1,647",342,415,683,225,496,833,903,"1,902",397
2020년05월_남_20~29세,"13,705",828,193,58,218,266,156,256,274,923,310,172,"1,901",494,703,906,349,560,"1,411","1,141","1,841",745
2020년05월_남_30~39세,"11,492",644,113,54,169,194,146,209,319,"1,084",256,167,"1,338",428,520,706,286,556,"1,125",935,"1,708",535
2020년05월_남_40~49세,"16,618","1,120",232,77,275,303,198,324,534,"1,278",329,255,"2,138",539,766,999,351,720,"1,373","1,437","2,638",732
2020년05월_남_50~59세,"18,358","1,545",356,186,391,448,403,443,567,"1,175",425,331,"2,238",739,993,"1,206",468,674,"1,205","1,626","2,255",684
2020년05월_남_60~69세,"15,569","1,580",359,235,431,470,422,486,627,893,444,309,"1,432",665,857,"1,049",344,611,"1,000","1,333","1,523",499
2020년05월_남_70~79세,"8,676",967,213,145,241,287,243,255,370,471,291,246,758,381,518,502,155,242,446,913,721,311
2020년05월_남_80~89세,"3,414",394,95,58,96,132,96,118,139,180,111,96,343,139,194,166,75,101,170,358,262,91
2020년05월_남_90~99세,324,47,7,4,12,22,9,9,15,16,20,3,24,11,17,10,8,13,13,31,21,12
2020년05월_남_100세 이상,27,4,1,0,2,4,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020년05월_여_총인구수,"107,325","8,298","1,661",744,"2,002","2,070","1,766","2,180","3,318","7,878","2,694","1,654","13,323","3,968","5,341","6,752","2,474","4,614","8,490","9,175","14,636","4,287"
2020년05월_여_연령구간인구수,"107,325","8,298","1,661",744,"2,002","2,070","1,766","2,180","3,318","7,878","2,694","1,654","13,323","3,968","5,341","6,752","2,474","4,614","8,490","9,175","14,636","4,287"
2020년05월_여_0~9세,"6,688",287,56,8,90,48,58,95,202,686,97,49,888,197,219,299,178,399,739,519,"1,223",351
2020년05월_여_10~19세,"9,302",472,89,23,126,96,68,101,233,750,163,74,"1,556",311,375,582,197,446,810,761,"1,686",383
2020년05월_여_20~29세,"11,377",625,111,42,131,157,107,171,230,878,300,136,"1,613",423,608,801,236,461,"1,224",881,"1,587",655
2020년05월_여_30~39세,"10,479",522,87,20,159,105,95,178,282,"1,046",205,125,"1,316",336,413,586,255,586,"1,141",776,"1,744",502
2020년05월_여_40~49세,"15,919",896,168,44,205,150,136,254,443,"1,375",313,171,"2,482",540,688,979,390,766,"1,303","1,247","2,691",678
2020년05월_여_50~59세,"18,387","1,513",343,154,345,355,318,401,601,"1,213",392,279,"2,216",707,"1,036","1,331",496,806,"1,315","1,586","2,330",650
2020년05월_여_60~69세,"16,896","1,783",317,214,422,465,407,457,657,966,547,376,"1,622",746,"1,051","1,192",354,615,"1,030","1,491","1,639",545
2020년05월_여_70~79세,"10,752","1,294",230,140,271,380,324,280,383,588,385,300,"1,013",431,627,582,202,312,546,"1,160","1,010",294
2020년05월_여_80~89세,"6,192",735,213,82,197,260,219,192,246,315,223,120,509,225,270,324,138,183,319,633,612,177
2020년05월_여_90~99세,"1,256",152,43,17,52,51,31,49,40,58,65,24,101,46,49,76,27,39,61,112,111,52
2020년05월_여_100세 이상,77,19,4,0,4,3,3,2,1,3,4,0,7,6,5,0,1,1,2,9,3,0
2020년06월_계_총인구수,"212,863","16,234","3,395","1,601","4,102","4,342","3,585","4,521","6,639","15,428","5,089","3,370","26,015","7,883","10,519","13,164","4,820","9,622","16,772","18,281","28,783","8,698"
2020년06월_계_연령구간인구수,"212,863","16,234","3,395","1,601","4,102","4,342","3,585","4,521","6,639","15,428","5,089","3,370","26,015","7,883","10,519","13,164","4,820","9,622","16,772","18,281","28,783","8,698"
2020년06월_계_0~9세,"13,790",604,124,31,200,106,117,196,394,"1,433",186,101,"1,841",388,458,620,301,861,"1,499",993,"2,591",746
2020년06월_계_10~19세,"19,472",997,193,43,277,199,169,223,507,"1,534",304,171,"3,167",651,778,"1,220",416,"1,009","1,622","1,645","3,575",772
2020년06월_계_20~29세,"25,047","1,447",304,102,347,419,262,425,508,"1,787",606,297,"3,500",922,"1,318","1,700",570,"1,102","2,614","2,007","3,412","1,398"
2020년06월_계_30~39세,"21,964","1,162",198,75,325,301,235,387,597,"2,131",460,286,"2,632",754,927,"1,276",537,"1,242","2,256","1,706","3,436","1,041"
2020년06월_계_40~49세,"32,497","2,005",399,122,482,443,329,580,984,"2,648",640,422,"4,605","1,077","1,447","1,931",738,"1,608","2,674","2,658","5,279","1,426"
2020년06월_계_50~59세,"36,634","3,018",691,332,736,804,714,844,"1,161","2,393",803,615,"4,443","1,433","2,009","2,514",948,"1,589","2,501","3,189","4,567","1,330"
2020년06월_계_60~69세,"32,700","3,390",684,450,857,937,840,959,"1,288","1,866",993,685,"3,070","1,417","1,906","2,240",707,"1,288","2,051","2,849","3,175","1,048"
2020년06월_계_70~79세,"19,449","2,254",434,287,513,668,565,535,758,"1,060",679,550,"1,776",813,"1,143","1,088",357,573,990,"2,070","1,727",609
2020년06월_계_80~89세,"9,619","1,129",313,137,294,388,310,311,384,497,329,215,849,361,460,490,211,295,489,"1,010",880,267
2020년06월_계_90~99세,"1,585",205,50,22,65,70,41,59,54,74,84,28,125,59,68,85,35,53,74,140,133,61
2020년06월_계_100세 이상,106,23,5,0,6,7,3,2,4,5,5,0,7,8,5,0,0,2,2,14,8,0
2020년06월_남_총인구수,"105,593","7,974","1,739",860,"2,102","2,285","1,831","2,332","3,308","7,562","2,414","1,722","12,744","3,932","5,198","6,479","2,371","4,671","8,311","9,134","14,213","4,411"
2020년06월_남_연령구간인구수,"105,593","7,974","1,739",860,"2,102","2,285","1,831","2,332","3,308","7,562","2,414","1,722","12,744","3,932","5,198","6,479","2,371","4,671","8,311","9,134","14,213","4,411"
2020년06월_남_0~9세,"7,122",319,68,23,111,58,63,103,195,747,90,54,963,195,242,320,129,414,764,480,"1,390",394
2020년06월_남_10~19세,"10,225",539,104,21,153,106,101,125,265,785,142,100,"1,621",339,404,658,222,535,822,899,"1,890",394
2020년06월_남_20~29세,"13,688",835,193,59,219,267,155,250,276,922,309,165,"1,901",499,706,904,339,601,"1,394","1,123","1,825",746
2020년06월_남_30~39세,"11,510",637,112,55,167,194,144,211,319,"1,094",257,166,"1,328",424,515,696,291,606,"1,124",928,"1,710",532
2020년06월_남_40~49세,"16,595","1,118",232,78,277,299,195,326,533,"1,265",329,253,"2,138",539,766,972,346,779,"1,374","1,425","2,606",745
2020년06월_남_50~59세,"18,309","1,520",354,181,390,447,398,441,563,"1,182",424,329,"2,228",734,982,"1,205",459,724,"1,195","1,617","2,254",682
2020년06월_남_60~69세,"15,675","1,598",362,237,435,471,430,492,628,898,438,306,"1,439",669,855,"1,045",347,641,"1,006","1,344","1,532",502
2020년06월_남_70~79세,"8,687",960,209,145,239,289,242,256,373,472,293,251,759,380,519,502,155,253,447,917,716,310
2020년06월_남_80~89세,"3,431",397,96,57,97,129,94,119,138,181,110,95,343,140,191,167,75,105,172,365,265,95
2020년06월_남_90~99세,323,47,8,4,12,20,9,8,15,15,21,3,24,11,18,10,8,13,13,32,21,11
2020년06월_남_100세 이상,28,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020년06월_여_총인구수,"107,270","8,260","1,656",741,"2,000","2,057","1,754","2,189","3,331","7,866","2,675","1,648","13,271","3,951","5,321","6,685","2,449","4,951","8,461","9,147","14,570","4,287"
2020년06월_여_연령구간인구수,"107,270","8,260","1,656",741,"2,000","2,057","1,754","2,189","3,331","7,866","2,675","1,648","13,271","3,951","5,321","6,685","2,449","4,951","8,461","9,147","14,570","4,287"
2020년06월_여_0~9세,"6,668",285,56,8,89,48,54,93,199,686,96,47,878,193,216,300,172,447,735,513,"1,201",352
2020년06월_여_10~19세,"9,247",458,89,22,124,93,68,98,242,749,162,71,"1,546",312,374,562,194,474,800,746,"1,685",378
2020년06월_여_20~29세,"11,359",612,111,43,128,152,107,175,232,865,297,132,"1,599",423,612,796,231,501,"1,220",884,"1,587",652
2020년06월_여_30~39세,"10,454",525,86,20,158,107,91,176,278,"1,037",203,120,"1,304",330,412,580,246,636,"1,132",778,"1,726",509
2020년06월_여_40~49세,"15,902",887,167,44,205,144,134,254,451,"1,383",311,169,"2,467",538,681,959,392,829,"1,300","1,233","2,673",681
2020년06월_여_50~59세,"18,325","1,498",337,151,346,357,316,403,598,"1,211",379,286,"2,215",699,"1,027","1,309",489,865,"1,306","1,572","2,313",648
2020년06월_여_60~69세,"17,025","1,792",322,213,422,466,410,467,660,968,555,379,"1,631",748,"1,051","1,195",360,647,"1,045","1,505","1,643",546
2020년06월_여_70~79세,"10,762","1,294",225,142,274,379,323,279,385,588,386,299,"1,017",433,624,586,202,320,543,"1,153","1,011",299
2020년06월_여_80~89세,"6,188",732,217,80,197,259,216,192,246,316,219,120,506,221,269,323,136,190,317,645,615,172
2020년06월_여_90~99세,"1,262",158,42,18,53,50,32,51,39,59,63,25,101,48,50,75,27,40,61,108,112,50
2020년06월_여_100세 이상,78,19,4,0,4,2,3,1,1,4,4,0,7,6,5,0,0,2,2,10,4,0
2020년07월_계_총인구수,"212,978","16,235","3,400","1,598","4,096","4,336","3,601","4,510","6,620","15,409","5,090","3,353","25,969","7,872","10,489","13,109","4,825","9,879","16,727","18,274","28,832","8,754"
2020년07월_계_연령구간인구수,"212,978","16,235","3,400","1,598","4,096","4,336","3,601","4,510","6,620","15,409","5,090","3,353","25,969","7,872","10,489","13,109","4,825","9,879","16,727","18,274","28,832","8,754"
2020년07월_계_0~9세,"13,760",603,125,32,199,106,118,194,391,"1,417",184,98,"1,829",387,453,604,299,898,"1,492","1,001","2,582",748
2020년07월_계_10~19세,"19,383",998,194,42,274,198,168,225,507,"1,531",304,167,"3,142",652,767,"1,215",408,"1,031","1,595","1,618","3,573",774
2020년07월_계_20~29세,"25,048","1,436",302,99,346,413,270,413,497,"1,778",604,297,"3,495",907,"1,316","1,693",575,"1,142","2,612","2,020","3,436","1,397"
2020년07월_계_30~39세,"21,877","1,155",197,75,327,297,235,387,593,"2,125",460,281,"2,614",749,920,"1,257",540,"1,282","2,230","1,698","3,408","1,047"
2020년07월_계_40~49세,"32,530","2,006",395,121,482,445,326,575,979,"2,652",640,416,"4,592","1,083","1,449","1,933",736,"1,649","2,680","2,635","5,299","1,437"
2020년07월_계_50~59세,"36,699","3,017",691,332,731,800,720,845,"1,165","2,397",811,614,"4,438","1,429","2,014","2,498",947,"1,626","2,505","3,191","4,583","1,345"
2020년07월_계_60~69세,"32,837","3,396",691,454,860,946,843,961,"1,289","1,867",996,685,"3,080","1,421","1,894","2,249",709,"1,325","2,059","2,861","3,193","1,058"
2020년07월_계_70~79세,"19,481","2,260",436,284,512,671,564,537,751,"1,061",677,552,"1,779",815,"1,144","1,084",364,571,989,"2,082","1,730",618
2020년07월_계_80~89세,"9,663","1,137",312,137,292,384,313,313,391,497,326,217,863,363,462,490,212,297,490,"1,014",885,268
2020년07월_계_90~99세,"1,594",204,52,22,67,69,41,58,53,79,83,26,129,58,65,86,35,56,73,140,136,62
2020년07월_계_100세 이상,106,23,5,0,6,7,3,2,4,5,5,0,8,8,5,0,0,2,2,14,7,0
2020년07월_남_총인구수,"105,699","7,981","1,744",858,"2,100","2,284","1,845","2,336","3,317","7,546","2,413","1,715","12,714","3,933","5,175","6,465","2,375","4,777","8,288","9,140","14,241","4,452"
2020년07월_남_연령구간인구수,"105,699","7,981","1,744",858,"2,100","2,284","1,845","2,336","3,317","7,546","2,413","1,715","12,714","3,933","5,175","6,465","2,375","4,777","8,288","9,140","14,241","4,452"
2020년07월_남_0~9세,"7,096",316,67,24,113,58,63,102,195,732,90,54,958,193,238,312,131,433,759,484,"1,377",397
2020년07월_남_10~19세,"10,198",541,105,20,151,107,100,127,269,787,142,94,"1,607",345,398,657,217,544,806,886,"1,895",400
2020년07월_남_20~29세,"13,701",835,191,57,217,264,164,247,271,909,305,169,"1,897",492,701,902,338,615,"1,399","1,136","1,848",744
2020년07월_남_30~39세,"11,471",634,112,54,166,190,145,212,317,"1,095",257,162,"1,327",417,513,689,294,625,"1,103",923,"1,692",544
2020년07월_남_40~49세,"16,604","1,118",231,78,278,302,189,325,533,"1,268",330,249,"2,121",546,765,977,345,791,"1,383","1,410","2,615",750
