카테고리,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2020년01월_남_80~89세,"1,809",89,183,107,171,121,116,117,187,92,148,109,158,211
2020년01월_남_90~99세,173,8,8,17,18,13,10,10,17,13,14,10,16,19
2020년01월_남_100세 이상,29,0,1,2,2,0,0,2,8,2,4,2,2,4
2020년01월_여_총인구수,"55,486","2,405","4,043","3,557","6,423","4,770","4,192","4,143","3,649","2,421","5,299","2,378","5,019","7,187"
2020년01월_여_연령구간인구수,"55,486","2,405","4,043","3,557","6,423","4,770","4,192","4,143","3,649","2,421","5,299","2,378","5,019","7,187"
2020년01월_여_0~9세,"2,727",116,181,130,443,319,317,222,59,71,265,52,195,357
2020년01월_여_10~19세,"3,670",143,301,235,469,485,371,283,162,104,265,112,260,480
2020년01월_여_20~29세,"6,768",312,364,569,827,541,473,830,373,208,742,184,435,910
2020년01월_여_30~39세,"5,611",248,351,304,834,502,516,523,249,196,645,169,387,687
2020년01월_여_40~49세,"7,092",283,516,457,919,733,665,534,367,266,663,221,608,860
2020년01월_여_50~59세,"9,067",394,685,517,986,808,672,582,621,372,870,411,833,"1,316"
2020년01월_여_60~69세,"9,832",432,755,635,926,671,587,585,772,513,916,584,"1,089","1,367"
2020년01월_여_70~79세,"6,863",286,565,429,649,433,359,354,649,429,636,444,819,811
2020년01월_여_80~89세,"3,208",163,275,233,308,237,195,180,327,222,243,169,329,327
2020년01월_여_90~99세,566,24,47,40,59,39,35,47,54,33,43,27,53,65
2020년01월_여_100세 이상,82,4,3,8,3,2,2,3,16,7,11,5,11,7
2020년02월_계_총인구수,"107,844","4,650","7,907","6,617","12,259","8,910","8,135","8,048","7,407","4,822","10,176","4,826","9,962","14,125"
2020년02월_계_연령구간인구수,"107,844","4,650","7,907","6,617","12,259","8,910","8,135","8,048","7,407","4,822","10,176","4,826","9,962","14,125"
2020년02월_계_0~9세,"5,652",230,380,269,921,660,696,492,113,131,537,106,385,732
2020년02월_계_10~19세,"7,452",292,580,449,953,890,793,598,341,214,547,213,560,"1,022"
2020년02월_계_20~29세,"13,504",636,790,"1,026","1,618","1,071",971,"1,577",803,443,"1,393",404,956,"1,816"
2020년02월_계_30~39세,"11,544",519,730,635,"1,645",949,958,"1,056",581,412,"1,330",424,860,"1,445"
2020년02월_계_40~49세,"14,762",600,"1,100",894,"1,821","1,404","1,286","1,096",891,650,"1,354",560,"1,303","1,803"
2020년02월_계_50~59세,"18,414",783,"1,357","1,044","1,918","1,497","1,332","1,135","1,372",847,"1,767",899,"1,797","2,666"
2020년02월_계_60~69세,"18,467",783,"1,416","1,129","1,686","1,255","1,111","1,113","1,550","1,000","1,677","1,118","2,079","2,550"
2020년02월_계_70~79세,"12,135",515,"1,025",756,"1,128",774,625,627,"1,151",753,"1,106",773,"1,441","1,461"
2020년02월_계_80~89세,"5,063",256,469,350,485,356,314,292,508,318,394,283,499,539
2020년02월_계_90~99세,737,32,56,55,79,52,47,57,70,45,56,39,69,80
2020년02월_계_100세 이상,114,4,4,10,5,2,2,5,27,9,15,7,13,11
2020년02월_남_총인구수,"52,368","2,239","3,843","3,079","5,801","4,135","3,942","3,849","3,779","2,405","4,900","2,449","4,965","6,982"
2020년02월_남_연령구간인구수,"52,368","2,239","3,843","3,079","5,801","4,135","3,942","3,849","3,779","2,405","4,900","2,449","4,965","6,982"
2020년02월_남_0~9세,"2,948",117,198,140,477,338,381,260,57,62,285,56,197,380
2020년02월_남_10~19세,"3,759",141,271,219,476,408,423,297,179,113,283,101,299,549
2020년02월_남_20~29세,"6,716",322,423,470,779,532,490,720,426,233,653,225,523,920
2020년02월_남_30~39세,"5,991",274,384,332,810,453,450,526,337,220,698,257,479,771
2020년02월_남_40~49세,"7,667",317,580,450,901,665,615,561,526,383,690,334,700,945
2020년02월_남_50~59세,"9,394",394,671,523,936,693,661,560,759,476,897,491,969,"1,364"
2020년02월_남_60~69세,"8,606",347,664,486,756,572,532,526,784,484,762,530,993,"1,170"
2020년02월_남_70~79세,"5,265",230,456,328,475,342,263,270,499,327,465,331,628,651
2020년02월_남_80~89세,"1,823",89,186,114,171,120,117,117,187,92,149,112,159,210
2020년02월_남_90~99세,168,8,9,15,18,12,10,10,15,13,14,10,16,18
2020년02월_남_100세 이상,31,0,1,2,2,0,0,2,10,2,4,2,2,4
2020년02월_여_총인구수,"55,476","2,411","4,064","3,538","6,458","4,775","4,193","4,199","3,628","2,417","5,276","2,377","4,997","7,143"
2020년02월_여_연령구간인구수,"55,476","2,411","4,064","3,538","6,458","4,775","4,193","4,199","3,628","2,417","5,276","2,377","4,997","7,143"
2020년02월_여_0~9세,"2,704",113,182,129,444,322,315,232,56,69,252,50,188,352
2020년02월_여_10~19세,"3,693",151,309,230,477,482,370,301,162,101,264,112,261,473
2020년02월_여_20~29세,"6,788",314,367,556,839,539,481,857,377,210,740,179,433,896
2020년02월_여_30~39세,"5,553",245,346,303,835,496,508,530,244,192,632,167,381,674
2020년02월_여_40~49세,"7,095",283,520,444,920,739,671,535,365,267,664,226,603,858
2020년02월_여_50~59세,"9,020",389,686,521,982,804,671,575,613,371,870,408,828,"1,302"
2020년02월_여_60~69세,"9,861",436,752,643,930,683,579,587,766,516,915,588,"1,086","1,380"
2020년02월_여_70~79세,"6,870",285,569,428,653,432,362,357,652,426,641,442,813,810
2020년02월_여_80~89세,"3,240",167,283,236,314,236,197,175,321,226,245,171,340,329
2020년02월_여_90~99세,569,24,47,40,61,40,37,47,55,32,42,29,53,62
2020년02월_여_100세 이상,83,4,3,8,3,2,2,3,17,7,11,5,11,7
2020년03월_계_총인구수,"107,669","4,655","7,869","6,602","12,245","8,918","8,141","8,045","7,355","4,813","10,200","4,799","9,948","14,079"
2020년03월_계_연령구간인구수,"107,669","4,655","7,869","6,602","12,245","8,918","8,141","8,045","7,355","4,813","10,200","4,799","9,948","14,079"
2020년03월_계_0~9세,"5,609",230,377,261,929,650,692,482,108,129,534,104,385,728
2020년03월_계_10~19세,"7,417",291,568,444,952,893,792,598,337,216,545,205,556,"1,020"
2020년03월_계_20~29세,"13,527",636,779,"1,050","1,617","1,065",982,"1,583",788,439,"1,404",404,959,"1,821"
2020년03월_계_30~39세,"11,421",522,723,621,"1,619",955,957,"1,055",576,409,"1,313",414,844,"1,413"
2020년03월_계_40~49세,"14,680",593,"1,086",880,"1,827","1,397","1,282","1,082",895,650,"1,363",550,"1,289","1,786"
2020년03월_계_50~59세,"18,347",783,"1,365","1,047","1,904","1,497","1,326","1,137","1,347",843,"1,763",898,"1,798","2,639"
2020년03월_계_60~69세,"18,525",794,"1,413","1,130","1,683","1,270","1,107","1,126","1,546",997,"1,693","1,107","2,089","2,570"
2020년03월_계_70~79세,"12,163",510,"1,023",751,"1,131",775,635,629,"1,149",749,"1,116",780,"1,446","1,469"
2020년03월_계_80~89세,"5,125",259,475,354,497,361,317,291,513,327,399,290,500,542
2020년03월_계_90~99세,740,33,56,54,81,53,49,56,69,45,55,40,69,80
2020년03월_계_100세 이상,115,4,4,10,5,2,2,6,27,9,15,7,13,11
2020년03월_남_총인구수,"52,230","2,237","3,833","3,059","5,781","4,134","3,950","3,843","3,746","2,400","4,899","2,436","4,958","6,954"
2020년03월_남_연령구간인구수,"52,230","2,237","3,833","3,059","5,781","4,134","3,950","3,843","3,746","2,400","4,899","2,436","4,958","6,954"
2020년03월_남_0~9세,"2,922",114,200,134,480,333,374,255,53,61,287,54,198,379
2020년03월_남_10~19세,"3,748",141,264,220,477,410,422,291,179,114,282,97,301,550
2020년03월_남_20~29세,"6,720",322,423,474,782,528,500,721,415,233,649,223,521,929
2020년03월_남_30~39세,"5,918",278,380,320,787,455,453,528,332,220,692,255,472,746
2020년03월_남_40~49세,"7,600",312,570,442,899,655,613,555,526,378,694,331,691,934
2020년03월_남_50~59세,"9,359",394,681,518,931,694,654,564,749,477,889,492,971,"1,345"
2020년03월_남_60~69세,"8,628",354,660,489,751,581,534,529,777,481,771,523,998,"1,180"
2020년03월_남_70~79세,"5,298",225,458,330,480,344,269,272,502,328,469,336,630,655
2020년03월_남_80~89세,"1,835",88,187,115,174,122,121,116,188,93,148,111,158,214
2020년03월_남_90~99세,170,9,9,15,18,12,10,9,15,13,14,12,16,18
2020년03월_남_100세 이상,32,0,1,2,2,0,0,3,10,2,4,2,2,4
2020년03월_여_총인구수,"55,439","2,418","4,036","3,543","6,464","4,784","4,191","4,202","3,609","2,413","5,301","2,363","4,990","7,125"
2020년03월_여_연령구간인구수,"55,439","2,418","4,036","3,543","6,464","4,784","4,191","4,202","3,609","2,413","5,301","2,363","4,990","7,125"
2020년03월_여_0~9세,"2,687",116,177,127,449,317,318,227,55,68,247,50,187,349
2020년03월_여_10~19세,"3,669",150,304,224,475,483,370,307,158,102,263,108,255,470
2020년03월_여_20~29세,"6,807",314,356,576,835,537,482,862,373,206,755,181,438,892
2020년03월_여_30~39세,"5,503",244,343,301,832,500,504,527,244,189,621,159,372,667
2020년03월_여_40~49세,"7,080",281,516,438,928,742,669,527,369,272,669,219,598,852
2020년03월_여_50~59세,"8,988",389,684,529,973,803,672,573,598,366,874,406,827,"1,294"
2020년03월_여_60~69세,"9,897",440,753,641,932,689,573,597,769,516,922,584,"1,091","1,390"
2020년03월_여_70~79세,"6,865",285,565,421,651,431,366,357,647,421,647,444,816,814
2020년03월_여_80~89세,"3,290",171,288,239,323,239,196,175,325,234,251,179,342,328
2020년03월_여_90~99세,570,24,47,39,63,41,39,47,54,32,41,28,53,62
2020년03월_여_100세 이상,83,4,3,8,3,2,2,3,17,7,11,5,11,7
2020년04월_계_총인구수,"107,722","4,653","7,803","7,026","12,188","8,874","8,087","8,007","7,306","4,809","10,153","4,867","9,952","13,997"
2020년04월_계_연령구간인구수,"107,722","4,653","7,803","7,026","12,188","8,874","8,087","8,007","7,306","4,809","10,153","4,867","9,952","13,997"
2020년04월_계_0~9세,"5,608",228,359,331,927,648,675,472,106,121,524,110,384,723
2020년04월_계_10~19세,"7,381",297,554,475,938,879,783,604,331,209,544,207,557,"1,003"
2020년04월_계_20~29세,"13,540",633,780,"1,102","1,603","1,072",978,"1,571",778,442,"1,402",416,958,"1,805"
2020년04월_계_30~39세,"11,420",525,705,732,"1,613",942,939,"1,038",578,408,"1,282",427,841,"1,390"
2020년04월_계_40~49세,"14,646",594,"1,065",950,"1,814","1,389","1,271","1,073",889,643,"1,344",557,"1,290","1,767"
2020년04월_계_50~59세,"18,311",773,"1,363","1,086","1,889","1,490","1,317","1,136","1,325",845,"1,774",913,"1,788","2,612"
2020년04월_계_60~69세,"18,574",789,"1,412","1,171","1,682","1,267","1,114","1,127","1,547","1,003","1,686","1,113","2,081","2,582"
2020년04월_계_70~79세,"12,203",512,"1,023",759,"1,138",771,641,632,"1,139",748,"1,119",781,"1,465","1,475"
2020년04월_계_80~89세,"5,177",265,480,357,498,361,316,291,513,335,410,295,507,549
2020년04월_계_90~99세,744,33,58,53,81,52,50,57,73,46,53,41,67,80
2020년04월_계_100세 이상,118,4,4,10,5,3,3,6,27,9,15,7,14,11
2020년04월_남_총인구수,"52,251","2,224","3,809","3,264","5,750","4,115","3,930","3,824","3,716","2,394","4,880","2,477","4,964","6,904"
2020년04월_남_연령구간인구수,"52,251","2,224","3,809","3,264","5,750","4,115","3,930","3,824","3,716","2,394","4,880","2,477","4,964","6,904"
2020년04월_남_0~9세,"2,914",113,192,165,474,332,369,252,51,56,281,56,198,375
2020년04월_남_10~19세,"3,727",142,261,227,469,407,415,293,178,107,283,104,299,542
2020년04월_남_20~29세,"6,724",319,427,504,771,530,501,708,409,235,645,228,521,926
2020년04월_남_30~39세,"5,929",274,374,374,787,451,447,523,332,223,678,258,472,736
2020년04월_남_40~49세,"7,574",312,555,476,896,650,608,551,522,374,682,341,689,918
2020년04월_남_50~59세,"9,358",389,682,542,920,686,647,564,739,478,896,499,972,"1,344"
2020년04월_남_60~69세,"8,651",349,661,508,755,583,540,534,777,486,771,523,995,"1,169"
2020년04월_남_70~79세,"5,309",225,457,336,484,341,272,271,493,323,472,339,638,658
2020년04월_남_80~89세,"1,859",92,189,116,174,121,121,116,189,95,154,115,163,214
2020년04월_남_90~99세,173,9,10,14,18,14,10,9,16,15,14,12,14,18
2020년04월_남_100세 이상,33,0,1,2,2,0,0,3,10,2,4,2,3,4
2020년04월_여_총인구수,"55,471","2,429","3,994","3,762","6,438","4,759","4,157","4,183","3,590","2,415","5,273","2,390","4,988","7,093"
2020년04월_여_연령구간인구수,"55,471","2,429","3,994","3,762","6,438","4,759","4,157","4,183","3,590","2,415","5,273","2,390","4,988","7,093"
2020년04월_여_0~9세,"2,694",115,167,166,453,316,306,220,55,65,243,54,186,348
2020년04월_여_10~19세,"3,654",155,293,248,469,472,368,311,153,102,261,103,258,461
2020년04월_여_20~29세,"6,816",314,353,598,832,542,477,863,369,207,757,188,437,879
2020년04월_여_30~39세,"5,491",251,331,358,826,491,492,515,246,185,604,169,369,654
2020년04월_여_40~49세,"7,072",282,510,474,918,739,663,522,367,269,662,216,601,849
2020년04월_여_50~59세,"8,953",384,681,544,969,804,670,572,586,367,878,414,816,"1,268"
2020년04월_여_60~69세,"9,923",440,751,663,927,684,574,593,770,517,915,590,"1,086","1,413"
2020년04월_여_70~79세,"6,894",287,566,423,654,430,369,361,646,425,647,442,827,817
2020년04월_여_80~89세,"3,318",173,291,241,324,240,195,175,324,240,256,180,344,335
2020년04월_여_90~99세,571,24,48,39,63,38,40,48,57,31,39,29,53,62
2020년04월_여_100세 이상,85,4,3,8,3,3,3,3,17,7,11,5,11,7
2020년05월_계_총인구수,"107,868","4,636","7,809","7,325","12,127","8,875","8,062","7,972","7,301","4,790","10,151","4,985","9,889","13,946"
2020년05월_계_연령구간인구수,"107,868","4,636","7,809","7,325","12,127","8,875","8,062","7,972","7,301","4,790","10,151","4,985","9,889","13,946"
2020년05월_계_0~9세,"5,632",227,360,370,909,650,677,471,113,120,516,119,379,721
2020년05월_계_10~19세,"7,357",296,557,503,920,875,776,590,327,207,543,213,555,995
2020년05월_계_20~29세,"13,560",620,774,"1,129","1,597","1,083",972,"1,569",773,445,"1,409",431,948,"1,810"
2020년05월_계_30~39세,"11,420",524,707,795,"1,596",934,932,"1,030",579,397,"1,267",447,823,"1,389"
2020년05월_계_40~49세,"14,658",596,"1,050",998,"1,796","1,386","1,265","1,064",889,644,"1,348",573,"1,289","1,760"
2020년05월_계_50~59세,"18,320",767,"1,364","1,120","1,891","1,499","1,309","1,142","1,321",836,"1,754",954,"1,774","2,589"
2020년05월_계_60~69세,"18,580",786,"1,422","1,206","1,678","1,261","1,118","1,125","1,543",995,"1,705","1,114","2,061","2,566"
2020년05월_계_70~79세,"12,264",515,"1,034",776,"1,148",768,642,622,"1,139",755,"1,123",788,"1,477","1,477"
2020년05월_계_80~89세,"5,217",268,480,363,504,362,318,298,517,337,418,297,505,550
2020년05월_계_90~99세,741,33,57,55,83,54,49,55,72,45,53,42,65,78
2020년05월_계_100세 이상,119,4,4,10,5,3,4,6,28,9,15,7,13,11
2020년05월_남_총인구수,"52,319","2,214","3,807","3,418","5,723","4,114","3,920","3,805","3,709","2,384","4,870","2,534","4,944","6,877"
2020년05월_남_연령구간인구수,"52,319","2,214","3,807","3,418","5,723","4,114","3,920","3,805","3,709","2,384","4,870","2,534","4,944","6,877"
2020년05월_남_0~9세,"2,924",113,190,188,470,331,368,250,57,56,273,59,196,373
2020년05월_남_10~19세,"3,710",143,263,239,459,406,413,285,177,104,283,106,297,535
2020년05월_남_20~29세,"6,735",311,422,521,771,530,500,710,401,239,649,237,519,925
2020년05월_남_30~39세,"5,908",271,372,403,773,450,446,517,328,216,664,271,463,734
2020년05월_남_40~49세,"7,580",313,549,502,887,649,605,544,521,374,686,343,692,915
2020년05월_남_50~59세,"9,367",387,676,563,923,693,644,569,738,470,890,520,966,"1,328"
2020년05월_남_60~69세,"8,665",348,672,523,753,579,540,533,775,483,780,523,984,"1,172"
2020년05월_남_70~79세,"5,343",227,462,342,489,342,273,268,492,329,472,345,643,659
2020년05월_남_80~89세,"1,877",92,189,120,176,120,121,118,194,96,154,116,167,214
2020년05월_남_90~99세,177,9,11,15,20,14,10,8,16,15,15,12,14,18
2020년05월_남_100세 이상,33,0,1,2,2,0,0,3,10,2,4,2,3,4
2020년05월_여_총인구수,"55,549","2,422","4,002","3,907","6,404","4,761","4,142","4,167","3,592","2,406","5,281","2,451","4,945","7,069"
2020년05월_여_연령구간인구수,"55,549","2,422","4,002","3,907","6,404","4,761","4,142","4,167","3,592","2,406","5,281","2,451","4,945","7,069"
2020년05월_여_0~9세,"2,708",114,170,182,439,319,309,221,56,64,243,60,183,348
2020년05월_여_10~19세,"3,647",153,294,264,461,469,363,305,150,103,260,107,258,460
2020년05월_여_20~29세,"6,825",309,352,608,826,553,472,859,372,206,760,194,429,885
2020년05월_여_30~39세,"5,512",253,335,392,823,484,486,513,251,181,603,176,360,655
2020년05월_여_40~49세,"7,078",283,501,496,909,737,660,520,368,270,662,230,597,845
2020년05월_여_50~59세,"8,953",380,688,557,968,806,665,573,583,366,864,434,808,"1,261"
2020년05월_여_60~69세,"9,915",438,750,683,925,682,578,592,768,512,925,591,"1,077","1,394"
2020년05월_여_70~79세,"6,921",288,572,434,659,426,369,354,647,426,651,443,834,818
2020년05월_여_80~89세,"3,340",176,291,243,328,242,197,180,323,241,264,181,338,336
2020년05월_여_90~99세,564,24,46,40,63,40,39,47,56,30,38,30,51,60
2020년05월_여_100세 이상,86,4,3,8,3,3,4,3,18,7,11,5,10,7
2020년06월_계_총인구수,"107,947","4,639","7,764","7,569","12,127","8,847","8,038","7,975","7,249","4,771","10,146","5,092","9,833","13,897"
2020년06월_계_연령구간인구수,"107,947","4,639","7,764","7,569","12,127","8,847","8,038","7,975","7,249","4,771","10,146","5,092","9,833","13,897"
2020년06월_계_0~9세,"5,634",227,347,401,908,644,671,469,108,125,509,132,372,721
2020년06월_계_10~19세,"7,350",292,550,528,918,865,781,592,325,207,544,211,554,983
2020년06월_계_20~29세,"13,593",622,778,"1,156","1,588","1,079",967,"1,576",768,449,"1,416",445,940,"1,809"
2020년06월_계_30~39세,"11,435",528,702,833,"1,593",922,927,"1,030",575,397,"1,264",475,818,"1,371"
2020년06월_계_40~49세,"14,671",597,"1,039","1,039","1,805","1,385","1,263","1,064",876,628,"1,345",594,"1,280","1,756"
2020년06월_계_50~59세,"18,243",762,"1,357","1,147","1,884","1,491","1,299","1,129","1,307",832,"1,738",969,"1,749","2,579"
2020년06월_계_60~69세,"18,661",792,"1,420","1,243","1,686","1,273","1,119","1,134","1,543",989,"1,710","1,131","2,063","2,558"
2020년06월_계_70~79세,"12,270",514,"1,033",788,"1,154",770,640,622,"1,131",756,"1,130",787,"1,469","1,476"
2020년06월_계_80~89세,"5,230",268,479,368,501,361,319,297,516,336,422,298,511,554
2020년06월_계_90~99세,739,33,55,56,85,54,48,55,72,43,53,43,64,78
2020년06월_계_100세 이상,121,4,4,10,5,3,4,7,28,9,15,7,13,12
2020년06월_남_총인구수,"52,341","2,217","3,787","3,530","5,723","4,101","3,910","3,799","3,674","2,377","4,858","2,582","4,917","6,866"
2020년06월_남_연령구간인구수,"52,341","2,217","3,787","3,530","5,723","4,101","3,910","3,799","3,674","2,377","4,858","2,582","4,917","6,866"
2020년06월_남_0~9세,"2,927",112,186,203,468,326,366,249,54,61,267,64,194,377
2020년06월_남_10~19세,"3,714",141,262,251,461,404,416,291,173,103,285,105,295,527
2020년06월_남_20~29세,"6,732",313,420,523,771,525,500,703,399,242,649,242,513,932
2020년06월_남_30~39세,"5,912",275,375,421,772,446,439,513,328,217,655,284,458,729
2020년06월_남_40~49세,"7,600",314,543,523,883,653,607,547,510,368,689,351,693,919
2020년06월_남_50~59세,"9,308",385,668,572,924,686,635,563,729,465,879,530,955,"1,317"
2020년06월_남_60~69세,"8,711",351,669,547,757,587,543,536,775,478,785,530,987,"1,166"
2020년06월_남_70~79세,"5,344",225,462,348,489,342,273,269,489,331,472,346,636,662
2020년06월_남_80~89세,"1,884",92,190,124,175,119,121,117,191,96,158,116,170,215
2020년06월_남_90~99세,175,9,11,16,21,13,10,8,16,14,15,12,13,17
2020년06월_남_100세 이상,34,0,1,2,2,0,0,3,10,2,4,2,3,5
2020년06월_여_총인구수,"55,606","2,422","3,977","4,039","6,404","4,746","4,128","4,176","3,575","2,394","5,288","2,510","4,916","7,031"
2020년06월_여_연령구간인구수,"55,606","2,422","3,977","4,039","6,404","4,746","4,128","4,176","3,575","2,394","5,288","2,510","4,916","7,031"
2020년06월_여_0~9세,"2,707",115,161,198,440,318,305,220,54,64,242,68,178,344
2020년06월_여_10~19세,"3,636",151,288,277,457,461,365,301,152,104,259,106,259,456
2020년06월_여_20~29세,"6,861",309,358,633,817,554,467,873,369,207,767,203,427,877
2020년06월_여_30~39세,"5,523",253,327,412,821,476,488,517,247,180,609,191,360,642
2020년06월_여_40~49세,"7,071",283,496,516,922,732,656,517,366,260,656,243,587,837
2020년06월_여_50~59세,"8,935",377,689,575,960,805,664,566,578,367,859,439,794,"1,262"
2020년06월_여_60~69세,"9,950",441,751,696,929,686,576,598,768,511,925,601,"1,076","1,392"
2020년06월_여_70~79세,"6,926",289,571,440,665,428,367,353,642,425,658,441,833,814
2020년06월_여_80~89세,"3,346",176,289,244,326,242,198,180,325,240,264,182,341,339
2020년06월_여_90~99세,564,24,44,40,64,41,38,47,56,29,38,31,51,61
2020년06월_여_100세 이상,87,4,3,8,3,3,4,4,18,7,11,5,10,7
2020년07월_계_총인구수,"107,934","4,642","7,767","7,689","12,113","8,834","8,021","7,966","7,237","4,735","10,152","5,139","9,789","13,850"
2020년07월_계_연령구간인구수,"107,934","4,642","7,767","7,689","12,113","8,834","8,021","7,966","7,237","4,735","10,152","5,139","9,789","13,850"
2020년07월_계_0~9세,"5,641",225,342,416,910,646,665,468,113,120,519,138,363,716
2020년07월_계_10~19세,"7,341",297,553,528,924,862,778,594,326,194,542,211,554,978
2020년07월_계_20~29세,"13,549",616,784,"1,180","1,569","1,077",965,"1,563",767,448,"1,406",447,922,"1,805"
2020년07월_계_30~39세,"11,427",524,694,857,"1,586",907,916,"1,033",571,392,"1,263",502,824,"1,358"
2020년07월_계_40~49세,"14,685",606,"1,045","1,063","1,810","1,384","1,261","1,064",873,624,"1,346",597,"1,266","1,746"
2020년07월_계_50~59세,"18,168",758,"1,347","1,163","1,887","1,472","1,295","1,132","1,293",830,"1,735",960,"1,736","2,560"
2020년07월_계_60~69세,"18,719",790,"1,433","1,251","1,682","1,286","1,133","1,129","1,541",990,"1,717","1,142","2,059","2,566"
2020년07월_계_70~79세,"12,291",518,"1,029",795,"1,155",770,639,619,"1,132",750,"1,135",793,"1,479","1,477"
2020년07월_계_80~89세,"5,254",271,481,369,504,371,317,302,520,333,420,300,510,556
2020년07월_계_90~99세,738,33,55,57,81,56,48,55,73,45,54,42,63,76
2020년07월_계_100세 이상,121,4,4,10,5,3,4,7,28,9,15,7,13,12
2020년07월_남_총인구수,"52,313","2,218","3,790","3,584","5,708","4,095","3,903","3,794","3,665","2,359","4,864","2,606","4,893","6,834"
2020년07월_남_연령구간인구수,"52,313","2,218","3,790","3,584","5,708","4,095","3,903","3,794","3,665","2,359","4,864","2,606","4,893","6,834"
2020년07월_남_0~9세,"2,928",113,183,209,469,329,363,247,57,60,269,67,188,374
2020년07월_남_10~19세,"3,692",142,261,249,459,402,415,295,175,95,282,106,293,518
2020년07월_남_20~29세,"6,710",312,427,540,757,527,498,692,395,243,640,242,505,932
2020년07월_남_30~39세,"5,909",272,376,434,768,435,436,515,325,216,652,296,460,724
2020년07월_남_40~49세,"7,605",320,541,530,887,651,605,545,513,364,696,355,687,911
2020년07월_남_50~59세,"9,282",382,662,581,929,681,635,566,715,463,883,527,947,"1,311"
2020년07월_남_60~69세,"8,732",349,676,549,750,589,549,537,778,478,791,534,989,"1,163"
2020년07월_남_70~79세,"5,350",228,461,348,490,341,271,267,488,328,473,351,641,663
2020년07월_남_80~89세,"1,897",91,191,126,177,125,122,118,193,96,158,115,169,216
2020년07월_남_90~99세,174,9,11,16,20,15,9,9,16,14,16,11,11,17
2020년07월_남_100세 이상,34,0,1,2,2,0,0,3,10,2,4,2,3,5
2020년07월_여_총인구수,"55,621","2,424","3,977","4,105","6,405","4,739","4,118","4,172","3,572","2,376","5,288","2,533","4,896","7,016"
