카테고리,경기도 구리시,경기도 구리시 갈매동,경기도 구리시 동구동,경기도 구리시 인창동,경기도 구리시 교문1동,경기도 구리시 교문2동,경기도 구리시 수택1동,경기도 구리시 수택2동,경기도 구리시 수택3동
2020년01월_여_총인구수,"100,157","15,745","19,767","11,995","8,077","11,634","9,784","12,090","11,065"
2020년01월_여_연령구간인구수,"100,157","15,745","19,767","11,995","8,077","11,634","9,784","12,090","11,065"
2020년01월_여_0~9세,"7,840","2,295","1,470",893,401,880,436,615,850
2020년01월_여_10~19세,"9,165","1,117","2,031","1,161",590,"1,421",707,980,"1,158"
2020년01월_여_20~29세,"13,419","1,678","2,793","1,687","1,069","1,485","1,508","1,777","1,422"
2020년01월_여_30~39세,"13,545","3,349","2,447","1,518",944,"1,360","1,098","1,338","1,491"
2020년01월_여_40~49세,"16,867","2,512","3,527","2,088","1,188","2,222","1,427","1,737","2,166"
2020년01월_여_50~59세,"18,204","2,206","3,770","2,186","1,620","2,016","2,029","2,486","1,891"
2020년01월_여_60~69세,"11,309","1,555","1,887","1,255","1,188","1,257","1,396","1,708","1,063"
2020년01월_여_70~79세,"6,371",684,"1,182",794,694,648,781,919,669
2020년01월_여_80~89세,"2,922",287,573,364,314,302,341,445,296
2020년01월_여_90~99세,465,59,83,45,54,39,55,77,53
2020년01월_여_100세 이상,50,3,4,4,15,4,6,8,6
2020년02월_계_총인구수,"198,921","31,351","38,811","23,539","16,501","22,543","19,387","24,676","22,113"
2020년02월_계_연령구간인구수,"198,921","31,351","38,811","23,539","16,501","22,543","19,387","24,676","22,113"
2020년02월_계_0~9세,"16,097","4,767","3,062","1,795",804,"1,760",879,"1,319","1,711"
2020년02월_계_10~19세,"18,890","2,192","4,265","2,428","1,171","2,859","1,460","2,117","2,398"
2020년02월_계_20~29세,"27,373","3,332","5,654","3,351","2,234","3,051","3,019","3,745","2,987"
2020년02월_계_30~39세,"27,328","6,518","4,818","2,997","2,095","2,594","2,347","3,019","2,940"
2020년02월_계_40~49세,"33,508","5,392","6,691","4,042","2,558","4,094","2,852","3,660","4,219"
2020년02월_계_50~59세,"35,942","4,195","7,354","4,317","3,325","3,926","4,026","4,930","3,869"
2020년02월_계_60~69세,"22,927","3,098","3,896","2,528","2,409","2,504","2,841","3,421","2,230"
2020년02월_계_70~79세,"11,523","1,371","2,025","1,427","1,290","1,181","1,364","1,665","1,200"
2020년02월_계_80~89세,"4,624",405,925,570,516,516,518,692,482
2020년02월_계_90~99세,636,77,115,77,75,54,73,95,70
2020년02월_계_100세 이상,73,4,6,7,24,4,8,13,7
2020년02월_남_총인구수,"98,807","15,576","19,141","11,583","8,412","10,947","9,670","12,353","11,125"
2020년02월_남_연령구간인구수,"98,807","15,576","19,141","11,583","8,412","10,947","9,670","12,353","11,125"
2020년02월_남_0~9세,"8,306","2,478","1,615",918,415,880,457,661,882
2020년02월_남_10~19세,"9,774","1,072","2,255","1,266",575,"1,459",762,"1,132","1,253"
2020년02월_남_20~29세,"14,001","1,646","2,888","1,679","1,160","1,571","1,526","1,960","1,571"
2020년02월_남_30~39세,"13,846","3,194","2,408","1,493","1,155","1,245","1,265","1,607","1,479"
2020년02월_남_40~49세,"16,655","2,853","3,182","1,964","1,371","1,887","1,432","1,885","2,081"
2020년02월_남_50~59세,"17,730","1,992","3,584","2,128","1,701","1,915","2,006","2,432","1,972"
2020년02월_남_60~69세,"11,494","1,526","1,985","1,264","1,207","1,234","1,445","1,675","1,158"
2020년02월_남_70~79세,"5,137",676,844,635,598,537,582,737,528
2020년02월_남_80~89세,"1,681",122,348,204,197,207,175,243,185
2020년02월_남_90~99세,160,16,30,29,23,12,18,17,15
2020년02월_남_100세 이상,23,1,2,3,10,0,2,4,1
2020년02월_여_총인구수,"100,114","15,775","19,670","11,956","8,089","11,596","9,717","12,323","10,988"
2020년02월_여_연령구간인구수,"100,114","15,775","19,670","11,956","8,089","11,596","9,717","12,323","10,988"
2020년02월_여_0~9세,"7,791","2,289","1,447",877,389,880,422,658,829
2020년02월_여_10~19세,"9,116","1,120","2,010","1,162",596,"1,400",698,985,"1,145"
2020년02월_여_20~29세,"13,372","1,686","2,766","1,672","1,074","1,480","1,493","1,785","1,416"
2020년02월_여_30~39세,"13,482","3,324","2,410","1,504",940,"1,349","1,082","1,412","1,461"
2020년02월_여_40~49세,"16,853","2,539","3,509","2,078","1,187","2,207","1,420","1,775","2,138"
2020년02월_여_50~59세,"18,212","2,203","3,770","2,189","1,624","2,011","2,020","2,498","1,897"
2020년02월_여_60~69세,"11,433","1,572","1,911","1,264","1,202","1,270","1,396","1,746","1,072"
2020년02월_여_70~79세,"6,386",695,"1,181",792,692,644,782,928,672
2020년02월_여_80~89세,"2,943",283,577,366,319,309,343,449,297
2020년02월_여_90~99세,476,61,85,48,52,42,55,78,55
2020년02월_여_100세 이상,50,3,4,4,14,4,6,9,6
2020년03월_계_총인구수,"199,099","31,548","38,755","23,370","16,464","22,501","19,152","25,295","22,014"
2020년03월_계_연령구간인구수,"199,099","31,548","38,755","23,370","16,464","22,501","19,152","25,295","22,014"
2020년03월_계_0~9세,"16,026","4,765","3,015","1,770",810,"1,740",852,"1,389","1,685"
2020년03월_계_10~19세,"18,869","2,219","4,246","2,394","1,172","2,851","1,446","2,151","2,390"
2020년03월_계_20~29세,"27,462","3,386","5,669","3,348","2,213","3,068","2,981","3,815","2,982"
2020년03월_계_30~39세,"27,354","6,513","4,819","2,975","2,079","2,605","2,295","3,173","2,895"
2020년03월_계_40~49세,"33,388","5,427","6,641","3,988","2,549","4,039","2,824","3,745","4,175"
2020년03월_계_50~59세,"35,929","4,228","7,339","4,283","3,294","3,921","3,971","5,023","3,870"
2020년03월_계_60~69세,"23,115","3,129","3,947","2,529","2,428","2,508","2,816","3,503","2,255"
2020년03월_계_70~79세,"11,572","1,392","2,015","1,424","1,290","1,188","1,371","1,694","1,198"
2020년03월_계_80~89세,"4,661",408,938,577,528,517,514,693,486
2020년03월_계_90~99세,648,77,120,75,77,59,73,96,71
2020년03월_계_100세 이상,75,4,6,7,24,5,9,13,7
2020년03월_남_총인구수,"98,873","15,673","19,119","11,517","8,368","10,925","9,539","12,656","11,076"
2020년03월_남_연령구간인구수,"98,873","15,673","19,119","11,517","8,368","10,925","9,539","12,656","11,076"
2020년03월_남_0~9세,"8,288","2,481","1,601",910,420,868,447,695,866
2020년03월_남_10~19세,"9,764","1,099","2,233","1,252",571,"1,456",752,"1,146","1,255"
2020년03월_남_20~29세,"14,035","1,673","2,902","1,683","1,146","1,582","1,496","1,987","1,566"
2020년03월_남_30~39세,"13,863","3,187","2,413","1,481","1,141","1,247","1,241","1,693","1,460"
2020년03월_남_40~49세,"16,585","2,863","3,151","1,938","1,368","1,864","1,414","1,926","2,061"
2020년03월_남_50~59세,"17,702","2,012","3,579","2,110","1,673","1,907","1,982","2,473","1,966"
2020년03월_남_60~69세,"11,573","1,530","2,007","1,262","1,218","1,240","1,427","1,722","1,167"
2020년03월_남_70~79세,"5,176",689,845,641,598,539,587,749,528
2020년03월_남_80~89세,"1,699",122,354,208,199,209,174,243,190
2020년03월_남_90~99세,165,16,32,29,24,13,17,18,16
2020년03월_남_100세 이상,23,1,2,3,10,0,2,4,1
2020년03월_여_총인구수,"100,226","15,875","19,636","11,853","8,096","11,576","9,613","12,639","10,938"
2020년03월_여_연령구간인구수,"100,226","15,875","19,636","11,853","8,096","11,576","9,613","12,639","10,938"
2020년03월_여_0~9세,"7,738","2,284","1,414",860,390,872,405,694,819
2020년03월_여_10~19세,"9,105","1,120","2,013","1,142",601,"1,395",694,"1,005","1,135"
2020년03월_여_20~29세,"13,427","1,713","2,767","1,665","1,067","1,486","1,485","1,828","1,416"
2020년03월_여_30~39세,"13,491","3,326","2,406","1,494",938,"1,358","1,054","1,480","1,435"
2020년03월_여_40~49세,"16,803","2,564","3,490","2,050","1,181","2,175","1,410","1,819","2,114"
2020년03월_여_50~59세,"18,227","2,216","3,760","2,173","1,621","2,014","1,989","2,550","1,904"
2020년03월_여_60~69세,"11,542","1,599","1,940","1,267","1,210","1,268","1,389","1,781","1,088"
2020년03월_여_70~79세,"6,396",703,"1,170",783,692,649,784,945,670
2020년03월_여_80~89세,"2,962",286,584,369,329,308,340,450,296
2020년03월_여_90~99세,483,61,88,46,53,46,56,78,55
2020년03월_여_100세 이상,52,3,4,4,14,5,7,9,6
2020년04월_계_총인구수,"199,018","31,560","38,711","23,215","16,415","22,497","18,975","25,546","22,099"
2020년04월_계_연령구간인구수,"199,018","31,560","38,711","23,215","16,415","22,497","18,975","25,546","22,099"
2020년04월_계_0~9세,"15,900","4,745","2,957","1,763",795,"1,706",838,"1,402","1,694"
2020년04월_계_10~19세,"18,780","2,210","4,238","2,375","1,148","2,843","1,429","2,154","2,383"
2020년04월_계_20~29세,"27,529","3,395","5,677","3,327","2,224","3,092","2,963","3,845","3,006"
2020년04월_계_30~39세,"27,312","6,485","4,820","2,935","2,083","2,597","2,275","3,236","2,881"
2020년04월_계_40~49세,"33,306","5,450","6,609","3,965","2,511","4,004","2,783","3,803","4,181"
2020년04월_계_50~59세,"35,924","4,237","7,318","4,270","3,283","3,947","3,935","5,037","3,897"
2020년04월_계_60~69세,"23,287","3,149","4,001","2,523","2,456","2,522","2,801","3,557","2,278"
2020년04월_계_70~79세,"11,557","1,400","2,017","1,391","1,283","1,197","1,359","1,706","1,204"
2020년04월_계_80~89세,"4,687",408,943,584,529,523,508,696,496
2020년04월_계_90~99세,659,77,125,75,78,61,75,97,71
2020년04월_계_100세 이상,77,4,6,7,25,5,9,13,8
2020년04월_남_총인구수,"98,816","15,684","19,096","11,429","8,341","10,927","9,444","12,772","11,123"
2020년04월_남_연령구간인구수,"98,816","15,684","19,096","11,429","8,341","10,927","9,444","12,772","11,123"
2020년04월_남_0~9세,"8,215","2,480","1,567",904,409,848,441,701,865
2020년04월_남_10~19세,"9,712","1,092","2,235","1,239",554,"1,446",749,"1,146","1,251"
2020년04월_남_20~29세,"14,057","1,682","2,907","1,665","1,147","1,599","1,473","2,001","1,583"
2020년04월_남_30~39세,"13,839","3,170","2,410","1,459","1,151","1,247","1,232","1,719","1,451"
2020년04월_남_40~49세,"16,566","2,878","3,139","1,931","1,351","1,857","1,391","1,961","2,058"
2020년04월_남_50~59세,"17,683","2,008","3,561","2,106","1,668","1,917","1,964","2,467","1,992"
2020년04월_남_60~69세,"11,677","1,540","2,035","1,258","1,236","1,251","1,424","1,753","1,180"
2020년04월_남_70~79세,"5,161",693,849,622,592,540,577,756,532
2020년04월_남_80~89세,"1,713",124,356,214,199,208,174,246,192
2020년04월_남_90~99세,169,16,35,28,23,14,17,18,18
2020년04월_남_100세 이상,24,1,2,3,11,0,2,4,1
2020년04월_여_총인구수,"100,202","15,876","19,615","11,786","8,074","11,570","9,531","12,774","10,976"
2020년04월_여_연령구간인구수,"100,202","15,876","19,615","11,786","8,074","11,570","9,531","12,774","10,976"
2020년04월_여_0~9세,"7,685","2,265","1,390",859,386,858,397,701,829
2020년04월_여_10~19세,"9,068","1,118","2,003","1,136",594,"1,397",680,"1,008","1,132"
2020년04월_여_20~29세,"13,472","1,713","2,770","1,662","1,077","1,493","1,490","1,844","1,423"
2020년04월_여_30~39세,"13,473","3,315","2,410","1,476",932,"1,350","1,043","1,517","1,430"
2020년04월_여_40~49세,"16,740","2,572","3,470","2,034","1,160","2,147","1,392","1,842","2,123"
2020년04월_여_50~59세,"18,241","2,229","3,757","2,164","1,615","2,030","1,971","2,570","1,905"
2020년04월_여_60~69세,"11,610","1,609","1,966","1,265","1,220","1,271","1,377","1,804","1,098"
2020년04월_여_70~79세,"6,396",707,"1,168",769,691,657,782,950,672
2020년04월_여_80~89세,"2,974",284,587,370,330,315,334,450,304
2020년04월_여_90~99세,490,61,90,47,55,47,58,79,53
2020년04월_여_100세 이상,53,3,4,4,14,5,7,9,7
2020년05월_계_총인구수,"198,883","31,606","38,734","23,014","16,403","22,513","18,837","25,660","22,116"
2020년05월_계_연령구간인구수,"198,883","31,606","38,734","23,014","16,403","22,513","18,837","25,660","22,116"
2020년05월_계_0~9세,"15,824","4,736","2,945","1,748",792,"1,689",822,"1,407","1,685"
2020년05월_계_10~19세,"18,658","2,221","4,203","2,346","1,133","2,841","1,404","2,164","2,346"
2020년05월_계_20~29세,"27,570","3,407","5,685","3,312","2,217","3,086","2,944","3,875","3,044"
2020년05월_계_30~39세,"27,198","6,431","4,802","2,911","2,097","2,605","2,241","3,236","2,875"
2020년05월_계_40~49세,"33,182","5,479","6,598","3,924","2,498","3,995","2,746","3,800","4,142"
2020년05월_계_50~59세,"36,004","4,266","7,336","4,229","3,283","3,950","3,929","5,065","3,946"
2020년05월_계_60~69세,"23,389","3,157","4,041","2,507","2,461","2,549","2,802","3,583","2,289"
2020년05월_계_70~79세,"11,594","1,417","2,034","1,372","1,286","1,206","1,358","1,720","1,201"
2020년05월_계_80~89세,"4,718",412,958,583,531,523,506,698,507
2020년05월_계_90~99세,669,76,126,75,80,64,76,99,73
2020년05월_계_100세 이상,77,4,6,7,25,5,9,13,8
2020년05월_남_총인구수,"98,734","15,707","19,130","11,318","8,331","10,921","9,370","12,825","11,132"
2020년05월_남_연령구간인구수,"98,734","15,707","19,130","11,318","8,331","10,921","9,370","12,825","11,132"
2020년05월_남_0~9세,"8,165","2,475","1,561",890,410,837,432,702,858
2020년05월_남_10~19세,"9,665","1,102","2,231","1,227",546,"1,446",734,"1,151","1,228"
2020년05월_남_20~29세,"14,067","1,692","2,915","1,653","1,146","1,588","1,459","2,015","1,599"
2020년05월_남_30~39세,"13,783","3,138","2,406","1,449","1,150","1,250","1,213","1,721","1,456"
2020년05월_남_40~49세,"16,505","2,896","3,125","1,916","1,343","1,854","1,374","1,962","2,035"
2020년05월_남_50~59세,"17,721","2,025","3,576","2,080","1,670","1,921","1,963","2,470","2,016"
2020년05월_남_60~69세,"11,722","1,538","2,054","1,241","1,240","1,259","1,424","1,772","1,194"
2020년05월_남_70~79세,"5,186",701,861,617,590,546,576,763,532
2020년05월_남_80~89세,"1,724",124,364,214,202,204,174,248,194
2020년05월_남_90~99세,172,15,35,28,23,16,19,17,19
2020년05월_남_100세 이상,24,1,2,3,11,0,2,4,1
2020년05월_여_총인구수,"100,149","15,899","19,604","11,696","8,072","11,592","9,467","12,835","10,984"
2020년05월_여_연령구간인구수,"100,149","15,899","19,604","11,696","8,072","11,592","9,467","12,835","10,984"
2020년05월_여_0~9세,"7,659","2,261","1,384",858,382,852,390,705,827
2020년05월_여_10~19세,"8,993","1,119","1,972","1,119",587,"1,395",670,"1,013","1,118"
2020년05월_여_20~29세,"13,503","1,715","2,770","1,659","1,071","1,498","1,485","1,860","1,445"
2020년05월_여_30~39세,"13,415","3,293","2,396","1,462",947,"1,355","1,028","1,515","1,419"
2020년05월_여_40~49세,"16,677","2,583","3,473","2,008","1,155","2,141","1,372","1,838","2,107"
2020년05월_여_50~59세,"18,283","2,241","3,760","2,149","1,613","2,029","1,966","2,595","1,930"
2020년05월_여_60~69세,"11,667","1,619","1,987","1,266","1,221","1,290","1,378","1,811","1,095"
2020년05월_여_70~79세,"6,408",716,"1,173",755,696,660,782,957,669
2020년05월_여_80~89세,"2,994",288,594,369,329,319,332,450,313
2020년05월_여_90~99세,497,61,91,47,57,48,57,82,54
2020년05월_여_100세 이상,53,3,4,4,14,5,7,9,7
2020년06월_계_총인구수,"198,461","31,612","38,674","22,725","16,389","22,507","18,732","25,700","22,122"
2020년06월_계_연령구간인구수,"198,461","31,612","38,674","22,725","16,389","22,507","18,732","25,700","22,122"
2020년06월_계_0~9세,"15,746","4,726","2,924","1,721",782,"1,685",811,"1,409","1,688"
2020년06월_계_10~19세,"18,570","2,223","4,193","2,308","1,122","2,838","1,375","2,169","2,342"
2020년06월_계_20~29세,"27,508","3,407","5,668","3,297","2,241","3,083","2,932","3,842","3,038"
2020년06월_계_30~39세,"26,980","6,370","4,769","2,860","2,058","2,600","2,218","3,242","2,863"
2020년06월_계_40~49세,"33,119","5,536","6,553","3,869","2,486","4,000","2,737","3,799","4,139"
2020년06월_계_50~59세,"35,892","4,254","7,320","4,192","3,278","3,936","3,900","5,056","3,956"
2020년06월_계_60~69세,"23,580","3,186","4,109","2,486","2,486","2,574","2,802","3,633","2,304"
2020년06월_계_70~79세,"11,590","1,425","2,044","1,342","1,297","1,196","1,359","1,723","1,204"
2020년06월_계_80~89세,"4,723",408,955,568,536,525,511,712,508
2020년06월_계_90~99세,675,73,133,75,78,65,78,101,72
2020년06월_계_100세 이상,78,4,6,7,25,5,9,14,8
2020년06월_남_총인구수,"98,503","15,704","19,104","11,179","8,306","10,920","9,311","12,837","11,142"
2020년06월_남_연령구간인구수,"98,503","15,704","19,104","11,179","8,306","10,920","9,311","12,837","11,142"
2020년06월_남_0~9세,"8,150","2,469","1,556",878,408,843,430,706,860
2020년06월_남_10~19세,"9,598","1,095","2,222","1,201",539,"1,447",714,"1,153","1,227"
2020년06월_남_20~29세,"14,076","1,693","2,913","1,659","1,158","1,578","1,457","2,011","1,607"
2020년06월_남_30~39세,"13,635","3,104","2,389","1,418","1,128","1,249","1,198","1,710","1,439"
2020년06월_남_40~49세,"16,462","2,933","3,101","1,885","1,335","1,850","1,368","1,956","2,034"
2020년06월_남_50~59세,"17,649","2,021","3,562","2,058","1,655","1,913","1,950","2,467","2,023"
2020년06월_남_60~69세,"11,824","1,544","2,094","1,229","1,255","1,275","1,419","1,807","1,201"
2020년06월_남_70~79세,"5,174",705,863,608,594,544,573,755,532
2020년06월_남_80~89세,"1,738",124,366,212,200,205,181,251,199
2020년06월_남_90~99세,173,15,36,28,23,16,19,17,19
2020년06월_남_100세 이상,24,1,2,3,11,0,2,4,1
2020년06월_여_총인구수,"99,958","15,908","19,570","11,546","8,083","11,587","9,421","12,863","10,980"
2020년06월_여_연령구간인구수,"99,958","15,908","19,570","11,546","8,083","11,587","9,421","12,863","10,980"
2020년06월_여_0~9세,"7,596","2,257","1,368",843,374,842,381,703,828
2020년06월_여_10~19세,"8,972","1,128","1,971","1,107",583,"1,391",661,"1,016","1,115"
2020년06월_여_20~29세,"13,432","1,714","2,755","1,638","1,083","1,505","1,475","1,831","1,431"
2020년06월_여_30~39세,"13,345","3,266","2,380","1,442",930,"1,351","1,020","1,532","1,424"
2020년06월_여_40~49세,"16,657","2,603","3,452","1,984","1,151","2,150","1,369","1,843","2,105"
2020년06월_여_50~59세,"18,243","2,233","3,758","2,134","1,623","2,023","1,950","2,589","1,933"
2020년06월_여_60~69세,"11,756","1,642","2,015","1,257","1,231","1,299","1,383","1,826","1,103"
2020년06월_여_70~79세,"6,416",720,"1,181",734,703,652,786,968,672
2020년06월_여_80~89세,"2,985",284,589,356,336,320,330,461,309
2020년06월_여_90~99세,502,58,97,47,55,49,59,84,53
2020년06월_여_100세 이상,54,3,4,4,14,5,7,10,7
2020년07월_계_총인구수,"198,212","31,605","38,678","22,539","16,430","22,514","18,629","25,701","22,116"
2020년07월_계_연령구간인구수,"198,212","31,605","38,678","22,539","16,430","22,514","18,629","25,701","22,116"
2020년07월_계_0~9세,"15,686","4,718","2,902","1,702",784,"1,669",804,"1,411","1,696"
2020년07월_계_10~19세,"18,499","2,235","4,176","2,304","1,130","2,825","1,341","2,165","2,323"
2020년07월_계_20~29세,"27,416","3,410","5,670","3,240","2,235","3,105","2,907","3,815","3,034"
2020년07월_계_30~39세,"26,874","6,328","4,763","2,839","2,071","2,577","2,223","3,213","2,860"
2020년07월_계_40~49세,"33,062","5,555","6,552","3,851","2,484","3,994","2,695","3,805","4,126"
2020년07월_계_50~59세,"35,882","4,263","7,330","4,149","3,284","3,921","3,905","5,067","3,963"
2020년07월_계_60~69세,"23,674","3,190","4,127","2,482","2,497","2,611","2,799","3,652","2,316"
2020년07월_계_70~79세,"11,619","1,428","2,055","1,334","1,300","1,205","1,358","1,735","1,204"
2020년07월_계_80~89세,"4,746",403,966,558,536,534,513,723,513
2020년07월_계_90~99세,676,71,131,73,84,68,75,101,73
2020년07월_계_100세 이상,78,4,6,7,25,5,9,14,8
2020년07월_남_총인구수,"98,386","15,703","19,112","11,078","8,332","10,939","9,250","12,846","11,126"
2020년07월_남_연령구간인구수,"98,386","15,703","19,112","11,078","8,332","10,939","9,250","12,846","11,126"
2020년07월_남_0~9세,"8,137","2,467","1,549",871,411,837,427,707,868
2020년07월_남_10~19세,"9,526","1,090","2,204","1,199",542,"1,440",693,"1,149","1,209"
2020년07월_남_20~29세,"14,061","1,705","2,917","1,628","1,160","1,600","1,445","2,008","1,598"
2020년07월_남_30~39세,"13,572","3,083","2,387","1,405","1,132","1,246","1,201","1,680","1,438"
2020년07월_남_40~49세,"16,439","2,939","3,110","1,874","1,330","1,846","1,348","1,973","2,019"
2020년07월_남_50~59세,"17,650","2,031","3,567","2,034","1,670","1,899","1,941","2,471","2,037"
2020년07월_남_60~69세,"11,858","1,542","2,100","1,224","1,258","1,293","1,419","1,818","1,204"
2020년07월_남_70~79세,"5,195",709,871,600,595,552,576,758,534
2020년07월_남_80~89세,"1,749",120,369,211,199,209,180,261,200
2020년07월_남_90~99세,175,16,36,29,24,17,18,17,18
2020년07월_남_100세 이상,24,1,2,3,11,0,2,4,1
2020년07월_여_총인구수,"99,826","15,902","19,566","11,461","8,098","11,575","9,379","12,855","10,990"
2020년07월_여_연령구간인구수,"99,826","15,902","19,566","11,461","8,098","11,575","9,379","12,855","10,990"
2020년07월_여_0~9세,"7,549","2,251","1,353",831,373,832,377,704,828
2020년07월_여_10~19세,"8,973","1,145","1,972","1,105",588,"1,385",648,"1,016","1,114"
2020년07월_여_20~29세,"13,355","1,705","2,753","1,612","1,075","1,505","1,462","1,807","1,436"
2020년07월_여_30~39세,"13,302","3,245","2,376","1,434",939,"1,331","1,022","1,533","1,422"
2020년07월_여_40~49세,"16,623","2,616","3,442","1,977","1,154","2,148","1,347","1,832","2,107"
2020년07월_여_50~59세,"18,232","2,232","3,763","2,115","1,614","2,022","1,964","2,596","1,926"
2020년07월_여_60~69세,"11,816","1,648","2,027","1,258","1,239","1,318","1,380","1,834","1,112"
2020년07월_여_70~79세,"6,424",719,"1,184",734,705,653,782,977,670
2020년07월_여_80~89세,"2,997",283,597,347,337,325,333,462,313
2020년07월_여_90~99세,501,55,95,44,60,51,57,84,55
2020년07월_여_100세 이상,54,3,4,4,14,5,7,10,7
2020년08월_계_총인구수,"197,889","31,601","38,557","22,525","16,429","22,457","18,530","25,690","22,100"
2020년08월_계_연령구간인구수,"197,889","31,601","38,557","22,525","16,429","22,457","18,530","25,690","22,100"
2020년08월_계_0~9세,"15,600","4,699","2,880","1,699",781,"1,651",792,"1,404","1,694"
2020년08월_계_10~19세,"18,372","2,244","4,134","2,287","1,114","2,816","1,321","2,148","2,308"
2020년08월_계_20~29세,"27,331","3,399","5,655","3,240","2,226","3,082","2,876","3,825","3,028"
2020년08월_계_30~39세,"26,757","6,294","4,729","2,843","2,061","2,565","2,213","3,213","2,839"
2020년08월_계_40~49세,"33,028","5,591","6,517","3,838","2,499","3,976","2,686","3,788","4,133"
2020년08월_계_50~59세,"35,840","4,262","7,320","4,148","3,274","3,930","3,872","5,072","3,962"
2020년08월_계_60~69세,"23,798","3,195","4,155","2,500","2,519","2,625","2,814","3,668","2,322"
2020년08월_계_70~79세,"11,627","1,428","2,061","1,327","1,302","1,208","1,355","1,730","1,216"
2020년08월_계_80~89세,"4,784",413,969,561,543,532,519,729,518
2020년08월_계_90~99세,673,72,131,75,85,67,73,98,72
2020년08월_계_100세 이상,79,4,6,7,25,5,9,15,8
2020년08월_남_총인구수,"98,262","15,708","19,053","11,064","8,344","10,912","9,205","12,845","11,131"
2020년08월_남_연령구간인구수,"98,262","15,708","19,053","11,064","8,344","10,912","9,205","12,845","11,131"
2020년08월_남_0~9세,"8,078","2,451","1,542",864,406,826,421,703,865
2020년08월_남_10~19세,"9,475","1,103","2,183","1,193",536,"1,438",690,"1,138","1,194"
2020년08월_남_20~29세,"14,028","1,688","2,913","1,633","1,156","1,588","1,429","2,019","1,602"
2020년08월_남_30~39세,"13,501","3,063","2,363","1,410","1,123","1,239","1,188","1,676","1,439"
2020년08월_남_40~49세,"16,444","2,978","3,092","1,857","1,348","1,840","1,353","1,958","2,018"
2020년08월_남_50~59세,"17,652","2,031","3,564","2,038","1,669","1,904","1,922","2,480","2,044"
2020년08월_남_60~69세,"11,921","1,542","2,116","1,234","1,269","1,296","1,427","1,831","1,206"
2020년08월_남_70~79세,"5,198",708,871,593,598,556,572,757,543
2020년08월_남_80~89세,"1,766",126,371,210,203,209,183,262,202
2020년08월_남_90~99세,174,16,36,29,25,16,18,17,17
2020년08월_남_100세 이상,25,2,2,3,11,0,2,4,1
2020년08월_여_총인구수,"99,627","15,893","19,504","11,461","8,085","11,545","9,325","12,845","10,969"
2020년08월_여_연령구간인구수,"99,627","15,893","19,504","11,461","8,085","11,545","9,325","12,845","10,969"
2020년08월_여_0~9세,"7,522","2,248","1,338",835,375,825,371,701,829
2020년08월_여_10~19세,"8,897","1,141","1,951","1,094",578,"1,378",631,"1,010","1,114"
