카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년03월_여_0~9세,"25,497",340,948,347,539,533,499,555,583,643,"1,473",686,817,859,864,824,"1,476","1,302",688,878,"1,265","2,364",664,"2,171","1,661","1,458",756,304
2020년03월_여_10~19세,"29,664",466,"1,090",514,669,827,710,850,642,"1,292","1,668",736,973,"1,004","1,003",958,"1,162","1,748",792,780,"1,470","1,790",967,"2,980","1,964","1,119",837,653
2020년03월_여_20~29세,"49,831",882,"2,162",845,915,"1,200","1,154","1,238","2,775","1,074","2,834","2,511","1,574","3,141","2,931","2,227","1,929","2,377","1,716","3,269","2,133","1,373","2,860","1,757","2,150","1,051","1,067",686
2020년03월_여_30~39세,"59,136","1,014","2,269",787,"1,103","1,047","1,082","1,210","2,961","1,086","3,041","2,925","1,620","3,743","3,457","2,432","2,905","2,566","1,768","4,231","2,499","2,809","3,203","2,735","2,697","1,956","1,377",613
2020년03월_여_40~49세,"57,054","1,019","2,123","1,042","1,384","1,471","1,376","1,508","1,864","1,923","3,242","1,883","1,641","2,557","2,757","2,018","2,204","3,001","1,520","2,231","2,590","2,731","2,363","4,658","3,393","2,242","1,488",825
2020년03월_여_50~59세,"53,752","1,345","1,954","1,164","1,483","1,717","1,888","1,437","2,010","1,589","3,814","2,006","1,802","2,578","2,523","2,489","2,149","2,802","1,879","1,827","2,772","1,656","2,235","2,159","2,725","1,472","1,423",854
2020년03월_여_60~69세,"42,859","1,265","1,665",934,"1,240","1,614","1,609",985,"1,661","1,237","2,908","1,628","1,440","2,047","1,921","1,739","1,638","2,031","1,452","1,619","2,063","1,122","1,792","1,515","2,463","1,291","1,222",758
2020년03월_여_70~79세,"19,976",684,814,528,782,978,969,397,746,436,"1,213",733,525,"1,050",887,754,599,813,564,758,927,440,828,800,"1,163",570,568,450
2020년03월_여_80~89세,"8,382",260,336,200,343,446,385,233,286,219,643,252,257,355,343,334,219,377,247,363,455,196,306,271,375,203,259,219
2020년03월_여_90~99세,"1,873",45,72,31,71,78,99,42,64,61,149,60,64,55,91,56,48,80,51,76,131,70,50,67,102,51,58,51
2020년03월_여_100세 이상,212,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,14,6,2
2020년04월_계_총인구수,"672,862","14,399","25,688","13,049","16,730","20,305","19,860","16,346","25,914","18,819","40,810","25,257","20,651","33,308","31,899","27,451","27,962","33,519","21,044","29,848","31,180","28,241","28,884","36,648","35,661","22,029","17,261","10,099"
2020년04월_계_연령구간인구수,"672,862","14,399","25,688","13,049","16,730","20,305","19,860","16,346","25,914","18,819","40,810","25,257","20,651","33,308","31,899","27,451","27,962","33,519","21,044","29,848","31,180","28,241","28,884","36,648","35,661","22,029","17,261","10,099"
2020년04월_계_0~9세,"52,554",737,"2,043",703,"1,091","1,102",973,"1,139","1,255","1,412","3,066","1,355","1,680","1,778","1,733","1,713","3,208","2,692","1,429","1,780","2,561","4,752","1,348","4,409","3,450","3,012","1,505",628
2020년04월_계_10~19세,"60,428",975,"2,146","1,092","1,443","1,702","1,483","1,740","1,357","2,868","3,433","1,447","1,971","2,013","2,124","1,980","2,298","3,681","1,629","1,555","2,981","3,510","1,898","5,972","3,985","2,316","1,723","1,106"
2020년04월_계_20~29세,"95,448","1,825","3,845","1,821","1,891","2,512","2,501","2,495","4,980","2,271","5,830","4,654","2,998","5,788","5,396","4,390","3,715","4,758","3,376","5,374","4,261","2,715","5,205","3,307","4,077","2,079","2,087","1,297"
2020년04월_계_30~39세,"113,443","2,106","4,341","1,709","2,278","2,306","2,370","2,340","5,781","1,857","6,022","5,607","3,091","7,274","6,828","4,898","5,610","4,979","3,645","7,829","4,958","5,139","6,217","4,478","4,799","3,387","2,486","1,108"
2020년04월_계_40~49세,"110,072","2,078","4,099","2,063","2,709","3,073","2,870","2,732","3,654","3,515","6,051","3,563","3,152","5,036","5,276","3,995","4,329","5,721","2,952","4,315","4,957","5,620","4,524","8,904","6,306","4,370","2,739","1,469"
2020년04월_계_50~59세,"103,770","2,538","3,771","2,361","2,873","3,673","3,860","2,742","3,738","3,124","7,180","3,660","3,415","4,942","4,679","4,839","4,071","5,397","3,520","3,572","5,145","3,245","4,198","4,705","5,254","2,899","2,689","1,680"
2020년04월_계_60~69세,"81,654","2,386","3,211","1,861","2,375","3,236","3,214","1,891","3,114","2,364","5,621","3,008","2,726","3,840","3,534","3,487","3,134","3,928","2,879","3,111","3,753","2,062","3,316","2,785","4,619","2,385","2,378","1,436"
2020년04월_계_70~79세,"39,089","1,256","1,581","1,065","1,449","1,868","1,773",831,"1,483",977,"2,410","1,431","1,118","1,946","1,681","1,504","1,210","1,634","1,139","1,541","1,745",846,"1,572","1,510","2,360","1,141","1,114",904
2020년04월_계_80~89세,"13,685",432,548,329,516,710,662,369,473,345,995,448,411,605,529,554,324,616,391,653,664,271,525,463,663,348,445,396
2020년04월_계_90~99세,"2,436",58,95,42,90,106,121,59,77,86,193,74,78,80,107,82,59,104,72,109,150,78,68,84,136,72,83,73
2020년04월_계_100세 이상,283,8,8,3,15,17,33,8,2,0,9,10,11,6,12,9,4,9,12,9,5,3,13,31,12,20,12,2
2020년04월_남_총인구수,"325,127","7,128","12,200","6,660","8,212","10,386","10,077","7,866","12,287","9,262","19,827","11,859","9,940","15,921","15,137","13,625","13,621","16,433","10,382","13,808","15,089","13,717","13,640","17,534","17,002","10,617","8,198","4,699"
2020년04월_남_연령구간인구수,"325,127","7,128","12,200","6,660","8,212","10,386","10,077","7,866","12,287","9,262","19,827","11,859","9,940","15,921","15,137","13,625","13,621","16,433","10,382","13,808","15,089","13,717","13,640","17,534","17,002","10,617","8,198","4,699"
2020년04월_남_0~9세,"27,194",409,"1,079",359,558,575,483,576,683,771,"1,601",672,868,924,877,894,"1,729","1,400",747,898,"1,311","2,398",695,"2,253","1,795","1,567",747,325
2020년04월_남_10~19세,"30,862",510,"1,067",580,772,871,775,896,717,"1,571","1,775",714,"1,000","1,027","1,114","1,024","1,138","1,942",839,785,"1,525","1,716",936,"2,995","2,034","1,192",890,457
2020년04월_남_20~29세,"45,641",962,"1,670",984,974,"1,316","1,345","1,256","2,167","1,207","3,027","2,108","1,425","2,612","2,474","2,170","1,795","2,379","1,666","2,097","2,166","1,354","2,344","1,538","1,945","1,028","1,020",612
2020년04월_남_30~39세,"54,457","1,102","2,046",919,"1,186","1,260","1,301","1,117","2,815",770,"2,955","2,718","1,469","3,556","3,375","2,478","2,690","2,408","1,891","3,604","2,499","2,350","3,004","1,782","2,105","1,445","1,111",501
2020년04월_남_40~49세,"53,128","1,058","1,981","1,022","1,321","1,608","1,502","1,245","1,796","1,588","2,814","1,674","1,512","2,483","2,532","1,973","2,120","2,734","1,436","2,087","2,399","2,878","2,180","4,235","2,918","2,124","1,251",657
2020년04월_남_50~59세,"50,146","1,205","1,817","1,197","1,394","1,953","1,980","1,293","1,741","1,540","3,369","1,670","1,615","2,361","2,158","2,358","1,922","2,599","1,646","1,740","2,421","1,593","1,977","2,535","2,546","1,431","1,266",819
2020년04월_남_60~69세,"38,705","1,116","1,543",924,"1,140","1,617","1,598",898,"1,436","1,125","2,700","1,386","1,286","1,780","1,605","1,737","1,500","1,889","1,408","1,489","1,723",940,"1,521","1,274","2,145","1,094","1,153",678
2020년04월_남_70~79세,"19,099",577,760,537,667,891,800,435,730,540,"1,202",705,591,901,793,744,611,821,577,781,821,411,748,703,"1,190",567,546,450
2020년04월_남_80~89세,"5,258",173,211,125,174,263,272,132,187,125,337,194,156,249,190,219,104,235,148,290,207,68,213,191,291,144,182,178
2020년04월_남_90~99세,568,13,25,11,19,28,15,17,14,25,45,17,16,28,16,24,11,25,22,34,17,9,20,17,31,20,27,22
2020년04월_남_100세 이상,69,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,2,5,5,0
2020년04월_여_총인구수,"347,735","7,271","13,488","6,389","8,518","9,919","9,783","8,480","13,627","9,557","20,983","13,398","10,711","17,387","16,762","13,826","14,341","17,086","10,662","16,040","16,091","14,524","15,244","19,114","18,659","11,412","9,063","5,400"
2020년04월_여_연령구간인구수,"347,735","7,271","13,488","6,389","8,518","9,919","9,783","8,480","13,627","9,557","20,983","13,398","10,711","17,387","16,762","13,826","14,341","17,086","10,662","16,040","16,091","14,524","15,244","19,114","18,659","11,412","9,063","5,400"
2020년04월_여_0~9세,"25,360",328,964,344,533,527,490,563,572,641,"1,465",683,812,854,856,819,"1,479","1,292",682,882,"1,250","2,354",653,"2,156","1,655","1,445",758,303
2020년04월_여_10~19세,"29,566",465,"1,079",512,671,831,708,844,640,"1,297","1,658",733,971,986,"1,010",956,"1,160","1,739",790,770,"1,456","1,794",962,"2,977","1,951","1,124",833,649
2020년04월_여_20~29세,"49,807",863,"2,175",837,917,"1,196","1,156","1,239","2,813","1,064","2,803","2,546","1,573","3,176","2,922","2,220","1,920","2,379","1,710","3,277","2,095","1,361","2,861","1,769","2,132","1,051","1,067",685
2020년04월_여_30~39세,"58,986","1,004","2,295",790,"1,092","1,046","1,069","1,223","2,966","1,087","3,067","2,889","1,622","3,718","3,453","2,420","2,920","2,571","1,754","4,225","2,459","2,789","3,213","2,696","2,694","1,942","1,375",607
2020년04월_여_40~49세,"56,944","1,020","2,118","1,041","1,388","1,465","1,368","1,487","1,858","1,927","3,237","1,889","1,640","2,553","2,744","2,022","2,209","2,987","1,516","2,228","2,558","2,742","2,344","4,669","3,388","2,246","1,488",812
2020년04월_여_50~59세,"53,624","1,333","1,954","1,164","1,479","1,720","1,880","1,449","1,997","1,584","3,811","1,990","1,800","2,581","2,521","2,481","2,149","2,798","1,874","1,832","2,724","1,652","2,221","2,170","2,708","1,468","1,423",861
2020년04월_여_60~69세,"42,949","1,270","1,668",937,"1,235","1,619","1,616",993,"1,678","1,239","2,921","1,622","1,440","2,060","1,929","1,750","1,634","2,039","1,471","1,622","2,030","1,122","1,795","1,511","2,474","1,291","1,225",758
2020년04월_여_70~79세,"19,990",679,821,528,782,977,973,396,753,437,"1,208",726,527,"1,045",888,760,599,813,562,760,924,435,824,807,"1,170",574,568,454
2020년04월_여_80~89세,"8,427",259,337,204,342,447,390,237,286,220,658,254,255,356,339,335,220,381,243,363,457,203,312,272,372,204,263,218
2020년04월_여_90~99세,"1,868",45,70,31,71,78,106,42,63,61,148,57,62,52,91,58,48,79,50,75,133,69,48,67,105,52,56,51
2020년04월_여_100세 이상,214,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,15,7,2
2020년05월_계_총인구수,"672,089","14,307","25,779","13,053","16,662","20,292","19,897","16,322","26,039","18,758","40,714","25,195","20,653","33,243","31,846","27,389","27,980","33,390","21,041","29,813","30,963","28,258","28,874","36,636","35,647","21,980","17,261","10,097"
2020년05월_계_연령구간인구수,"672,089","14,307","25,779","13,053","16,662","20,292","19,897","16,322","26,039","18,758","40,714","25,195","20,653","33,243","31,846","27,389","27,980","33,390","21,041","29,813","30,963","28,258","28,874","36,636","35,647","21,980","17,261","10,097"
2020년05월_계_0~9세,"52,265",719,"2,042",701,"1,087","1,096",972,"1,143","1,261","1,391","3,042","1,342","1,678","1,746","1,723","1,705","3,222","2,671","1,413","1,790","2,551","4,718","1,326","4,393","3,438","2,984","1,493",618
2020년05월_계_10~19세,"60,137",968,"2,137","1,084","1,440","1,693","1,480","1,726","1,341","2,858","3,412","1,439","1,952","1,994","2,126","1,963","2,287","3,656","1,628","1,526","2,930","3,543","1,880","5,961","3,969","2,319","1,731","1,094"
2020년05월_계_20~29세,"95,325","1,794","3,881","1,823","1,875","2,497","2,505","2,489","5,041","2,261","5,812","4,635","2,979","5,794","5,383","4,363","3,703","4,735","3,370","5,372","4,226","2,725","5,194","3,335","4,074","2,077","2,076","1,306"
2020년05월_계_30~39세,"113,227","2,091","4,385","1,705","2,268","2,304","2,367","2,357","5,842","1,840","5,978","5,572","3,113","7,217","6,805","4,897","5,613","4,953","3,642","7,801","4,964","5,117","6,240","4,446","4,782","3,347","2,471","1,110"
2020년05월_계_40~49세,"109,852","2,069","4,100","2,063","2,687","3,053","2,869","2,701","3,682","3,491","6,055","3,569","3,144","5,058","5,241","3,969","4,338","5,705","2,961","4,323","4,902","5,643","4,493","8,885","6,304","4,341","2,745","1,461"
2020년05월_계_50~59세,"103,761","2,526","3,781","2,354","2,875","3,681","3,859","2,746","3,711","3,132","7,171","3,650","3,424","4,931","4,691","4,846","4,056","5,390","3,510","3,550","5,103","3,254","4,200","4,734","5,270","2,934","2,700","1,682"
2020년05월_계_60~69세,"81,799","2,387","3,205","1,876","2,361","3,244","3,237","1,897","3,122","2,365","5,626","3,003","2,734","3,855","3,546","3,493","3,164","3,916","2,890","3,119","3,728","2,059","3,355","2,790","4,618","2,390","2,376","1,443"
2020년05월_계_70~79세,"39,257","1,253","1,588","1,067","1,443","1,886","1,785",828,"1,487",983,"2,427","1,447","1,131","1,949","1,682","1,501","1,208","1,642","1,149","1,549","1,744",848,"1,591","1,517","2,372","1,145","1,125",910
2020년05월_계_80~89세,"13,742",437,556,334,519,716,670,369,472,349,992,453,408,615,534,560,325,609,395,664,656,270,515,459,670,351,446,398
2020년05월_계_90~99세,"2,440",55,96,43,92,105,120,58,78,88,190,75,79,77,103,83,60,104,71,110,154,78,67,86,137,72,86,73
2020년05월_계_100세 이상,284,8,8,3,15,17,33,8,2,0,9,10,11,7,12,9,4,9,12,9,5,3,13,30,13,20,12,2
2020년05월_남_총인구수,"324,643","7,069","12,249","6,660","8,174","10,367","10,098","7,857","12,318","9,228","19,761","11,830","9,944","15,866","15,107","13,594","13,624","16,387","10,372","13,800","14,976","13,729","13,635","17,511","16,994","10,600","8,194","4,699"
2020년05월_남_연령구간인구수,"324,643","7,069","12,249","6,660","8,174","10,367","10,098","7,857","12,318","9,228","19,761","11,830","9,944","15,866","15,107","13,594","13,624","16,387","10,372","13,800","14,976","13,729","13,635","17,511","16,994","10,600","8,194","4,699"
2020년05월_남_0~9세,"27,018",403,"1,084",360,556,570,479,580,684,763,"1,576",664,866,899,872,895,"1,738","1,387",735,900,"1,307","2,383",677,"2,236","1,787","1,557",743,317
2020년05월_남_10~19세,"30,738",503,"1,067",577,776,866,777,888,711,"1,563","1,769",706,987,"1,022","1,113","1,013","1,127","1,929",846,772,"1,504","1,739",931,"2,992","2,021","1,192",892,455
2020년05월_남_20~29세,"45,523",947,"1,685",978,961,"1,300","1,350","1,270","2,179","1,201","3,014","2,097","1,412","2,596","2,468","2,159","1,801","2,371","1,654","2,106","2,141","1,356","2,323","1,550","1,954","1,026","1,009",615
2020년05월_남_30~39세,"54,369","1,091","2,073",912,"1,182","1,259","1,299","1,122","2,849",760,"2,939","2,718","1,484","3,523","3,367","2,481","2,679","2,400","1,894","3,589","2,492","2,334","3,035","1,772","2,083","1,427","1,101",504
2020년05월_남_40~49세,"52,983","1,053","1,983","1,027","1,300","1,596","1,502","1,226","1,802","1,577","2,814","1,679","1,500","2,500","2,508","1,957","2,124","2,729","1,435","2,087","2,369","2,888","2,165","4,214","2,921","2,108","1,264",655
2020년05월_남_50~59세,"50,179","1,193","1,819","1,196","1,402","1,962","1,977","1,287","1,723","1,540","3,368","1,658","1,630","2,355","2,171","2,360","1,921","2,599","1,640","1,741","2,408","1,603","1,977","2,548","2,564","1,451","1,266",820
2020년05월_남_60~69세,"38,714","1,113","1,532",929,"1,135","1,616","1,609",901,"1,438","1,126","2,688","1,382","1,287","1,788","1,607","1,730","1,507","1,891","1,414","1,486","1,714",937,"1,537","1,277","2,142","1,100","1,152",676
2020년05월_남_70~79세,"19,184",576,769,540,658,903,808,432,725,546,"1,211",714,603,898,791,749,611,823,580,787,817,411,760,704,"1,194",569,549,456
2020년05월_남_80~89세,"5,294",174,211,127,178,264,275,133,192,126,338,193,157,258,190,221,104,232,150,294,207,69,210,190,292,145,185,179
2020년05월_남_90~99세,570,13,25,12,19,27,16,17,14,26,42,18,16,27,17,25,11,25,22,35,17,9,18,17,33,20,27,22
2020년05월_남_100세 이상,71,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,3,5,6,0
2020년05월_여_총인구수,"347,446","7,238","13,530","6,393","8,488","9,925","9,799","8,465","13,721","9,530","20,953","13,365","10,709","17,377","16,739","13,795","14,356","17,003","10,669","16,013","15,987","14,529","15,239","19,125","18,653","11,380","9,067","5,398"
2020년05월_여_연령구간인구수,"347,446","7,238","13,530","6,393","8,488","9,925","9,799","8,465","13,721","9,530","20,953","13,365","10,709","17,377","16,739","13,795","14,356","17,003","10,669","16,013","15,987","14,529","15,239","19,125","18,653","11,380","9,067","5,398"
2020년05월_여_0~9세,"25,247",316,958,341,531,526,493,563,577,628,"1,466",678,812,847,851,810,"1,484","1,284",678,890,"1,244","2,335",649,"2,157","1,651","1,427",750,301
2020년05월_여_10~19세,"29,399",465,"1,070",507,664,827,703,838,630,"1,295","1,643",733,965,972,"1,013",950,"1,160","1,727",782,754,"1,426","1,804",949,"2,969","1,948","1,127",839,639
2020년05월_여_20~29세,"49,802",847,"2,196",845,914,"1,197","1,155","1,219","2,862","1,060","2,798","2,538","1,567","3,198","2,915","2,204","1,902","2,364","1,716","3,266","2,085","1,369","2,871","1,785","2,120","1,051","1,067",691
2020년05월_여_30~39세,"58,858","1,000","2,312",793,"1,086","1,045","1,068","1,235","2,993","1,080","3,039","2,854","1,629","3,694","3,438","2,416","2,934","2,553","1,748","4,212","2,472","2,783","3,205","2,674","2,699","1,920","1,370",606
2020년05월_여_40~49세,"56,869","1,016","2,117","1,036","1,387","1,457","1,367","1,475","1,880","1,914","3,241","1,890","1,644","2,558","2,733","2,012","2,214","2,976","1,526","2,236","2,533","2,755","2,328","4,671","3,383","2,233","1,481",806
2020년05월_여_50~59세,"53,582","1,333","1,962","1,158","1,473","1,719","1,882","1,459","1,988","1,592","3,803","1,992","1,794","2,576","2,520","2,486","2,135","2,791","1,870","1,809","2,695","1,651","2,223","2,186","2,706","1,483","1,434",862
2020년05월_여_60~69세,"43,085","1,274","1,673",947,"1,226","1,628","1,628",996,"1,684","1,239","2,938","1,621","1,447","2,067","1,939","1,763","1,657","2,025","1,476","1,633","2,014","1,122","1,818","1,513","2,476","1,290","1,224",767
2020년05월_여_70~79세,"20,073",677,819,527,785,983,977,396,762,437,"1,216",733,528,"1,051",891,752,597,819,569,762,927,437,831,813,"1,178",576,576,454
2020년05월_여_80~89세,"8,448",263,345,207,341,452,395,236,280,223,654,260,251,357,344,339,221,377,245,370,449,201,305,269,378,206,261,219
2020년05월_여_90~99세,"1,870",42,71,31,73,78,104,41,64,62,148,57,63,50,86,58,49,79,49,75,137,69,49,69,104,52,59,51
2020년05월_여_100세 이상,213,5,7,1,8,13,27,7,1,0,7,9,9,7,9,5,3,8,10,6,5,3,11,19,10,15,6,2
2020년06월_계_총인구수,"671,512","14,242","25,761","13,074","16,703","20,251","19,886","16,335","26,142","18,698","40,658","25,244","20,640","33,124","31,824","27,352","27,982","33,293","21,036","29,816","30,830","28,284","28,832","36,603","35,587","21,987","17,256","10,072"
2020년06월_계_연령구간인구수,"671,512","14,242","25,761","13,074","16,703","20,251","19,886","16,335","26,142","18,698","40,658","25,244","20,640","33,124","31,824","27,352","27,982","33,293","21,036","29,816","30,830","28,284","28,832","36,603","35,587","21,987","17,256","10,072"
2020년06월_계_0~9세,"52,088",718,"2,036",692,"1,096","1,079",970,"1,149","1,262","1,380","3,033","1,347","1,672","1,729","1,717","1,705","3,226","2,652","1,418","1,789","2,542","4,711","1,320","4,346","3,410","2,974","1,498",617
2020년06월_계_10~19세,"60,029",963,"2,133","1,077","1,437","1,692","1,461","1,720","1,335","2,839","3,405","1,444","1,941","1,991","2,117","1,958","2,273","3,635","1,635","1,523","2,904","3,561","1,875","5,968","3,995","2,323","1,730","1,094"
