카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년03월_남_10~19세,"18,985",900,288,88,984,43,31,343,394,71,61,210,751,393,918,"2,791",393,161,"1,284",713,615,"1,441",419,442,"2,358","2,893"
2020년03월_남_20~29세,"23,998","1,205",607,203,"1,259",81,78,861,540,132,109,399,889,705,"1,152","3,381",800,349,"2,206","1,097",551,"1,630",541,496,"2,215","2,512"
2020년03월_남_30~39세,"23,011","1,058",408,151,"3,003",52,94,474,512,119,114,280,644,413,732,"2,761",522,240,"2,020",906,547,"1,498",426,333,"2,218","3,486"
2020년03월_남_40~49세,"28,506","1,572",578,202,"2,072",123,97,658,607,188,195,343,860,558,"1,215","3,786",548,369,"1,860","1,132",895,"2,173",586,576,"3,079","4,234"
2020년03월_남_50~59세,"30,186","1,754",939,439,"1,254",225,261,852,782,406,375,513,"1,218",866,"1,554","3,605",710,491,"2,400","1,255",858,"2,312",816,720,"2,458","3,123"
2020년03월_남_60~69세,"21,106","1,219",907,460,847,318,288,758,508,512,352,385,869,667,"1,065","1,966",612,452,"1,667",916,615,"1,504",706,524,"1,531","1,458"
2020년03월_남_70~79세,"9,462",614,428,235,303,199,161,319,226,273,161,201,490,337,452,807,353,222,584,415,278,661,361,246,566,570
2020년03월_남_80~89세,"3,992",252,195,137,120,86,79,152,77,129,84,94,192,141,200,314,156,121,248,177,120,285,159,102,166,206
2020년03월_남_90~99세,394,28,15,10,16,12,6,14,5,16,18,11,13,15,20,34,23,10,22,14,8,22,17,13,14,18
2020년03월_남_100세 이상,21,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,1,0,1,1,0,1,3,1,1,1
2020년03월_여_총인구수,"176,775","8,828","4,175","1,799","12,092","1,119","1,078","4,176","3,489","1,769","1,340","2,763","6,801","4,592","8,261","21,913","4,469","2,539","14,142","6,594","4,863","12,586","4,307","3,821","16,959","22,300"
2020년03월_여_연령구간인구수,"176,775","8,828","4,175","1,799","12,092","1,119","1,078","4,176","3,489","1,769","1,340","2,763","6,801","4,592","8,261","21,913","4,469","2,539","14,142","6,594","4,863","12,586","4,307","3,821","16,959","22,300"
2020년03월_여_0~9세,"14,118",629,197,47,"1,999",28,27,218,204,27,26,120,390,214,436,"1,658",190,82,972,542,384,929,162,236,"1,699","2,702"
2020년03월_여_10~19세,"17,507",845,271,70,991,51,38,297,331,58,53,171,624,422,904,"2,565",301,154,"1,172",585,553,"1,330",346,440,"2,044","2,891"
2020년03월_여_20~29세,"21,183",897,411,149,"1,349",52,71,656,436,101,93,382,825,571,"1,033","2,890",849,271,"2,082",860,486,"1,386",448,413,"1,906","2,566"
2020년03월_여_30~39세,"22,392",946,312,102,"2,944",42,44,385,366,69,111,275,646,386,728,"2,719",412,195,"1,828",826,574,"1,405",285,337,"2,435","4,020"
2020년03월_여_40~49세,"29,100","1,426",475,144,"1,889",58,81,519,600,126,111,326,971,648,"1,327","4,217",531,302,"2,204","1,017",848,"2,129",562,644,"3,423","4,522"
2020년03월_여_50~59세,"29,895","1,553",811,327,"1,384",186,220,744,636,385,239,533,"1,281",945,"1,589","3,707",778,487,"2,800","1,098",770,"2,275",845,732,"2,685","2,885"
2020년03월_여_60~69세,"21,534","1,171",822,405,851,287,257,671,474,462,275,457,"1,010",699,"1,112","2,144",693,491,"1,791",839,617,"1,584",744,508,"1,630","1,540"
2020년03월_여_70~79세,"12,090",792,470,257,370,215,187,375,238,312,212,291,624,430,615,"1,252",420,338,727,516,394,898,514,268,679,696
2020년03월_여_80~89세,"7,542",487,347,263,265,171,124,269,167,198,178,187,365,231,442,651,241,174,466,262,209,558,338,190,363,396
2020년03월_여_90~99세,"1,333",77,57,35,46,28,27,42,37,31,37,19,60,44,74,104,48,42,91,46,25,90,57,48,91,77
2020년03월_여_100세 이상,81,5,2,0,4,1,2,0,0,0,5,2,5,2,1,6,6,3,9,3,3,2,6,5,4,5
2020년04월_계_총인구수,"351,421","18,053","8,743","3,792","24,608","2,281","2,194","8,809","7,332","3,644","2,851","5,305","13,076","8,884","15,895","43,028","8,818","5,051","27,617","13,789","9,801","25,106","8,470","7,516","33,245","43,513"
2020년04월_계_연령구간인구수,"351,421","18,053","8,743","3,792","24,608","2,281","2,194","8,809","7,332","3,644","2,851","5,305","13,076","8,884","15,895","43,028","8,818","5,051","27,617","13,789","9,801","25,106","8,470","7,516","33,245","43,513"
2020년04월_계_0~9세,"28,816","1,263",407,118,"4,111",46,53,436,425,63,64,245,747,416,818,"3,446",408,185,"2,029","1,115",835,"1,910",310,501,"3,448","5,417"
2020년04월_계_10~19세,"36,391","1,737",555,162,"2,038",94,72,638,711,129,112,381,"1,365",815,"1,793","5,315",692,310,"2,457","1,294","1,164","2,770",752,883,"4,384","5,768"
2020년04월_계_20~29세,"45,180","2,118","1,015",342,"2,689",134,144,"1,503",970,224,198,777,"1,700","1,265","2,179","6,237","1,675",614,"4,299","1,950","1,043","3,013",989,901,"4,110","5,091"
2020년04월_계_30~39세,"45,408","1,989",725,253,"6,099",96,134,854,862,186,224,550,"1,285",799,"1,455","5,444",933,440,"3,877","1,727","1,115","2,899",703,671,"4,620","7,468"
2020년04월_계_40~49세,"57,475","2,994","1,048",343,"4,077",184,175,"1,180","1,200",314,305,662,"1,817","1,207","2,509","7,936","1,076",657,"4,050","2,150","1,735","4,276","1,132","1,212","6,479","8,757"
2020년04월_계_50~59세,"60,140","3,283","1,740",765,"2,699",406,477,"1,589","1,417",783,620,"1,037","2,508","1,810","3,144","7,333","1,475",983,"5,229","2,348","1,632","4,596","1,656","1,441","5,137","6,032"
2020년04월_계_60~69세,"43,027","2,406","1,742",873,"1,763",606,549,"1,433",991,982,630,852,"1,895","1,367","2,197","4,156","1,309",952,"3,495","1,771","1,239","3,120","1,465","1,042","3,174","3,018"
2020년04월_계_70~79세,"21,552","1,404",898,491,673,411,350,698,470,582,375,490,"1,120",765,"1,061","2,049",774,553,"1,334",927,664,"1,561",881,507,"1,251","1,263"
2020년04월_계_80~89세,"11,588",746,533,401,392,264,203,422,246,334,263,276,559,378,644,968,395,301,722,442,337,850,497,290,528,597
2020년04월_계_90~99세,"1,740",108,76,44,63,39,34,54,40,47,55,31,75,58,94,136,73,53,115,61,34,108,76,62,109,95
2020년04월_계_100세 이상,104,5,4,0,4,1,3,2,0,0,5,4,5,4,1,8,8,3,10,4,3,3,9,6,5,7
2020년04월_남_총인구수,"174,467","9,222","4,578","1,989","12,162","1,165","1,116","4,646","3,864","1,873","1,510","2,558","6,291","4,293","7,672","21,193","4,332","2,513","13,418","7,208","4,929","12,505","4,167","3,703","16,332","21,228"
2020년04월_남_연령구간인구수,"174,467","9,222","4,578","1,989","12,162","1,165","1,116","4,646","3,864","1,873","1,510","2,558","6,291","4,293","7,672","21,193","4,332","2,513","13,418","7,208","4,929","12,505","4,167","3,703","16,332","21,228"
2020년04월_남_0~9세,"14,703",640,208,70,"2,046",19,27,221,222,33,38,126,363,205,382,"1,788",217,102,"1,063",572,456,995,147,262,"1,762","2,739"
2020년04월_남_10~19세,"18,915",893,288,90,"1,013",43,32,341,388,71,60,207,750,397,902,"2,772",392,159,"1,278",712,610,"1,438",413,444,"2,342","2,880"
2020년04월_남_20~29세,"24,016","1,212",607,199,"1,298",82,74,852,540,127,106,400,882,699,"1,146","3,383",813,344,"2,223","1,094",551,"1,619",540,494,"2,213","2,518"
2020년04월_남_30~39세,"23,002","1,052",410,147,"3,072",54,92,469,501,116,117,279,647,408,735,"2,743",515,240,"2,028",909,542,"1,497",423,334,"2,194","3,478"
2020년04월_남_40~49세,"28,399","1,563",575,202,"2,129",125,96,660,607,189,193,339,841,559,"1,202","3,753",541,368,"1,854","1,130",890,"2,151",576,567,"3,073","4,216"
2020년04월_남_50~59세,"30,226","1,732",936,435,"1,281",223,256,848,779,404,379,508,"1,226",866,"1,562","3,610",704,494,"2,416","1,258",856,"2,327",816,717,"2,458","3,135"
2020년04월_남_60~69세,"21,314","1,236",917,465,881,320,292,768,514,513,355,394,880,666,"1,071","1,988",616,453,"1,681",927,618,"1,510",708,528,"1,540","1,473"
2020년04월_남_70~79세,"9,464",614,428,233,304,197,161,320,231,272,160,199,495,336,452,805,352,218,598,413,276,661,365,241,567,566
2020년04월_남_80~89세,"4,008",252,190,138,123,90,79,152,77,132,84,93,192,141,201,314,156,124,253,178,122,285,159,102,169,202
2020년04월_남_90~99세,398,28,17,10,15,12,6,14,5,16,18,11,15,14,19,34,24,11,23,14,8,21,17,13,13,20
2020년04월_남_100세 이상,22,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,2,0,1,1,0,1,3,1,1,1
2020년04월_여_총인구수,"176,954","8,831","4,165","1,803","12,446","1,116","1,078","4,163","3,468","1,771","1,341","2,747","6,785","4,591","8,223","21,835","4,486","2,538","14,199","6,581","4,872","12,601","4,303","3,813","16,913","22,285"
2020년04월_여_연령구간인구수,"176,954","8,831","4,165","1,803","12,446","1,116","1,078","4,163","3,468","1,771","1,341","2,747","6,785","4,591","8,223","21,835","4,486","2,538","14,199","6,581","4,872","12,601","4,303","3,813","16,913","22,285"
2020년04월_여_0~9세,"14,113",623,199,48,"2,065",27,26,215,203,30,26,119,384,211,436,"1,658",191,83,966,543,379,915,163,239,"1,686","2,678"
2020년04월_여_10~19세,"17,476",844,267,72,"1,025",51,40,297,323,58,52,174,615,418,891,"2,543",300,151,"1,179",582,554,"1,332",339,439,"2,042","2,888"
2020년04월_여_20~29세,"21,164",906,408,143,"1,391",52,70,651,430,97,92,377,818,566,"1,033","2,854",862,270,"2,076",856,492,"1,394",449,407,"1,897","2,573"
2020년04월_여_30~39세,"22,406",937,315,106,"3,027",42,42,385,361,70,107,271,638,391,720,"2,701",418,200,"1,849",818,573,"1,402",280,337,"2,426","3,990"
2020년04월_여_40~49세,"29,076","1,431",473,141,"1,948",59,79,520,593,125,112,323,976,648,"1,307","4,183",535,289,"2,196","1,020",845,"2,125",556,645,"3,406","4,541"
2020년04월_여_50~59세,"29,914","1,551",804,330,"1,418",183,221,741,638,379,241,529,"1,282",944,"1,582","3,723",771,489,"2,813","1,090",776,"2,269",840,724,"2,679","2,897"
2020년04월_여_60~69세,"21,713","1,170",825,408,882,286,257,665,477,469,275,458,"1,015",701,"1,126","2,168",693,499,"1,814",844,621,"1,610",757,514,"1,634","1,545"
2020년04월_여_70~79세,"12,088",790,470,258,369,214,189,378,239,310,215,291,625,429,609,"1,244",422,335,736,514,388,900,516,266,684,697
2020년04월_여_80~89세,"7,580",494,343,263,269,174,124,270,169,202,179,183,367,237,443,654,239,177,469,264,215,565,338,188,359,395
2020년04월_여_90~99세,"1,342",80,59,34,48,27,28,40,35,31,37,20,60,44,75,102,49,42,92,47,26,87,59,49,96,75
2020년04월_여_100세 이상,82,5,2,0,4,1,2,1,0,0,5,2,5,2,1,5,6,3,9,3,3,2,6,5,4,6
2020년05월_계_총인구수,"351,979","18,051","8,731","3,785","25,156","2,277","2,198","8,784","7,292","3,643","2,833","5,287","13,006","8,849","15,913","43,047","8,823","5,054","27,656","13,775","9,790","25,217","8,439","7,521","33,268","43,584"
2020년05월_계_연령구간인구수,"351,979","18,051","8,731","3,785","25,156","2,277","2,198","8,784","7,292","3,643","2,833","5,287","13,006","8,849","15,913","43,047","8,823","5,054","27,656","13,775","9,790","25,217","8,439","7,521","33,268","43,584"
2020년05월_계_0~9세,"28,794","1,253",403,120,"4,225",45,54,432,425,62,59,237,744,412,811,"3,429",406,182,"2,006","1,111",834,"1,899",307,496,"3,446","5,396"
2020년05월_계_10~19세,"36,301","1,727",551,162,"2,078",95,72,635,692,128,111,378,"1,351",808,"1,789","5,284",686,317,"2,440","1,286","1,163","2,784",738,873,"4,378","5,775"
2020년05월_계_20~29세,"45,216","2,113","1,004",338,"2,714",130,143,"1,491",970,225,195,771,"1,690","1,262","2,182","6,274","1,690",608,"4,321","1,956","1,031","3,014",983,913,"4,109","5,089"
2020년05월_계_30~39세,"45,503","1,979",733,253,"6,273",96,133,850,845,180,217,541,"1,268",795,"1,452","5,421",920,444,"3,881","1,706","1,107","2,917",705,670,"4,625","7,492"
2020년05월_계_40~49세,"57,450","2,982","1,038",341,"4,163",183,174,"1,182","1,190",311,300,659,"1,797","1,194","2,498","7,909","1,076",658,"4,037","2,160","1,728","4,288","1,116","1,215","6,485","8,766"
2020년05월_계_50~59세,"60,341","3,289","1,756",764,"2,755",402,476,"1,568","1,412",786,620,"1,037","2,488","1,803","3,151","7,401","1,475",977,"5,262","2,345","1,641","4,618","1,655","1,449","5,142","6,069"
2020년05월_계_60~69세,"43,296","2,431","1,737",869,"1,793",613,558,"1,447",990,988,640,863,"1,912","1,369","2,223","4,165","1,318",957,"3,516","1,779","1,244","3,152","1,472","1,045","3,183","3,032"
2020년05월_계_70~79세,"21,562","1,412",896,493,691,406,344,703,475,578,370,486,"1,109",765,"1,056","2,048",768,553,"1,344",921,665,"1,583",880,503,"1,250","1,263"
2020년05월_계_80~89세,"11,663",750,532,401,397,265,205,422,252,338,261,282,565,380,654,971,405,302,723,441,342,850,499,290,535,601
2020년05월_계_90~99세,"1,749",110,77,44,64,40,36,52,41,47,55,29,77,57,95,137,72,53,116,66,32,109,75,61,110,94
2020년05월_계_100세 이상,104,5,4,0,3,2,3,2,0,0,5,4,5,4,2,8,7,3,10,4,3,3,9,6,5,7
2020년05월_남_총인구수,"174,701","9,201","4,571","1,985","12,427","1,167","1,117","4,640","3,831","1,874","1,505","2,548","6,250","4,273","7,694","21,184","4,332","2,516","13,442","7,202","4,923","12,554","4,154","3,706","16,342","21,263"
2020년05월_남_연령구간인구수,"174,701","9,201","4,571","1,985","12,427","1,167","1,117","4,640","3,831","1,874","1,505","2,548","6,250","4,273","7,694","21,184","4,332","2,516","13,442","7,202","4,923","12,554","4,154","3,706","16,342","21,263"
2020년05월_남_0~9세,"14,652",626,208,69,"2,091",18,28,217,218,33,35,120,360,199,380,"1,767",217,99,"1,053",571,450,988,146,262,"1,764","2,733"
2020년05월_남_10~19세,"18,865",885,287,91,"1,030",45,33,338,374,72,61,203,745,399,902,"2,759",388,165,"1,265",711,608,"1,450",408,439,"2,342","2,865"
2020년05월_남_20~29세,"24,036","1,207",605,198,"1,319",80,72,847,533,129,105,402,870,696,"1,154","3,400",826,341,"2,237","1,094",550,"1,610",538,499,"2,202","2,522"
2020년05월_남_30~39세,"23,058","1,048",412,144,"3,158",55,92,471,490,111,113,270,635,406,736,"2,727",508,243,"2,037",898,539,"1,506",424,334,"2,193","3,508"
2020년05월_남_40~49세,"28,384","1,555",566,200,"2,171",124,96,662,602,189,191,340,838,553,"1,200","3,733",539,365,"1,848","1,137",887,"2,161",570,567,"3,081","4,209"
2020년05월_남_50~59세,"30,340","1,736",944,433,"1,305",221,255,837,780,406,381,505,"1,217",864,"1,567","3,648",707,495,"2,431","1,259",860,"2,333",817,717,"2,470","3,152"
2020년05월_남_60~69세,"21,427","1,239",914,466,902,324,297,778,519,515,359,401,881,666,"1,082","1,990",613,452,"1,687",930,622,"1,528",709,533,"1,539","1,481"
2020년05월_남_70~79세,"9,482",624,427,234,312,198,157,324,231,271,158,198,495,335,451,807,347,223,604,407,274,672,363,238,565,567
2020년05월_남_80~89세,"4,035",253,189,140,125,90,80,152,79,132,85,96,194,139,202,315,161,123,256,179,125,283,159,102,171,205
2020년05월_남_90~99세,399,28,17,10,14,12,6,13,5,16,17,11,15,14,19,35,24,10,23,15,8,22,17,14,14,20
2020년05월_남_100세 이상,23,0,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020년05월_여_총인구수,"177,278","8,850","4,160","1,800","12,729","1,110","1,081","4,144","3,461","1,769","1,328","2,739","6,756","4,576","8,219","21,863","4,491","2,538","14,214","6,573","4,867","12,663","4,285","3,815","16,926","22,321"
2020년05월_여_연령구간인구수,"177,278","8,850","4,160","1,800","12,729","1,110","1,081","4,144","3,461","1,769","1,328","2,739","6,756","4,576","8,219","21,863","4,491","2,538","14,214","6,573","4,867","12,663","4,285","3,815","16,926","22,321"
2020년05월_여_0~9세,"14,142",627,195,51,"2,134",27,26,215,207,29,24,117,384,213,431,"1,662",189,83,953,540,384,911,161,234,"1,682","2,663"
2020년05월_여_10~19세,"17,436",842,264,71,"1,048",50,39,297,318,56,50,175,606,409,887,"2,525",298,152,"1,175",575,555,"1,334",330,434,"2,036","2,910"
2020년05월_여_20~29세,"21,180",906,399,140,"1,395",50,71,644,437,96,90,369,820,566,"1,028","2,874",864,267,"2,084",862,481,"1,404",445,414,"1,907","2,567"
2020년05월_여_30~39세,"22,445",931,321,109,"3,115",41,41,379,355,69,104,271,633,389,716,"2,694",412,201,"1,844",808,568,"1,411",281,336,"2,432","3,984"
2020년05월_여_40~49세,"29,066","1,427",472,141,"1,992",59,78,520,588,122,109,319,959,641,"1,298","4,176",537,293,"2,189","1,023",841,"2,127",546,648,"3,404","4,557"
2020년05월_여_50~59세,"30,001","1,553",812,331,"1,450",181,221,731,632,380,239,532,"1,271",939,"1,584","3,753",768,482,"2,831","1,086",781,"2,285",838,732,"2,672","2,917"
2020년05월_여_60~69세,"21,869","1,192",823,403,891,289,261,669,471,473,281,462,"1,031",703,"1,141","2,175",705,505,"1,829",849,622,"1,624",763,512,"1,644","1,551"
2020년05월_여_70~79세,"12,080",788,469,259,379,208,187,379,244,307,212,288,614,430,605,"1,241",421,330,740,514,391,911,517,265,685,696
2020년05월_여_80~89세,"7,628",497,343,261,272,175,125,270,173,206,176,186,371,241,452,656,244,179,467,262,217,567,340,188,364,396
2020년05월_여_90~99세,"1,350",82,60,34,50,28,30,39,36,31,38,18,62,43,76,102,48,43,93,51,24,87,58,47,96,74
2020년05월_여_100세 이상,81,5,2,0,3,2,2,1,0,0,5,2,5,2,1,5,5,3,9,3,3,2,6,5,4,6
2020년06월_계_총인구수,"352,201","18,032","8,730","3,776","25,603","2,279","2,194","8,768","7,269","3,620","2,816","5,225","12,973","8,852","15,840","42,975","8,795","5,001","27,769","13,713","10,109","25,202","8,412","7,558","33,139","43,551"
2020년06월_계_연령구간인구수,"352,201","18,032","8,730","3,776","25,603","2,279","2,194","8,768","7,269","3,620","2,816","5,225","12,973","8,852","15,840","42,975","8,795","5,001","27,769","13,713","10,109","25,202","8,412","7,558","33,139","43,551"
2020년06월_계_0~9세,"28,703","1,241",396,115,"4,293",44,52,436,426,59,59,229,740,412,795,"3,404",403,180,"2,000","1,098",843,"1,885",302,496,"3,423","5,372"
2020년06월_계_10~19세,"36,252","1,718",549,164,"2,127",94,73,633,682,126,111,374,"1,333",811,"1,770","5,253",676,310,"2,451","1,272","1,168","2,774",735,878,"4,380","5,790"
2020년06월_계_20~29세,"45,222","2,115","1,024",334,"2,755",134,141,"1,486",965,226,190,760,"1,687","1,257","2,175","6,278","1,679",605,"4,337","1,962","1,064","3,021",976,926,"4,070","5,055"
2020년06월_계_30~39세,"45,415","1,964",726,251,"6,372",93,131,837,847,172,214,530,"1,263",797,"1,432","5,384",919,441,"3,896","1,693","1,139","2,907",692,671,"4,571","7,473"
2020년06월_계_40~49세,"57,451","2,976","1,026",345,"4,237",181,172,"1,193","1,180",307,294,652,"1,789","1,192","2,480","7,901","1,071",630,"4,072","2,139","1,768","4,279","1,112","1,209","6,467","8,779"
2020년06월_계_50~59세,"60,360","3,295","1,752",756,"2,807",407,477,"1,552","1,410",782,619,"1,016","2,476","1,801","3,146","7,396","1,468",977,"5,260","2,341","1,693","4,604","1,646","1,463","5,129","6,087"
2020년06월_계_60~69세,"43,651","2,434","1,765",878,"1,840",612,560,"1,448",989,993,639,868,"1,920","1,372","2,238","4,193","1,328",954,"3,552","1,783","1,320","3,191","1,485","1,052","3,202","3,035"
2020년06월_계_70~79세,"21,586","1,418",882,489,697,409,341,703,476,569,372,481,"1,110",771,"1,054","2,048",766,545,"1,350",916,720,"1,579",873,505,"1,248","1,264"
2020년06월_계_80~89세,"11,702",754,528,401,403,264,206,425,253,337,260,280,570,382,653,976,405,304,725,438,357,852,505,292,536,596
2020년06월_계_90~99세,"1,754",112,78,43,69,39,38,53,41,49,53,31,80,53,94,134,73,52,116,67,34,107,77,60,107,94
2020년06월_계_100세 이상,105,5,4,0,3,2,3,2,0,0,5,4,5,4,3,8,7,3,10,4,3,3,9,6,6,6
2020년06월_남_총인구수,"174,812","9,201","4,568","1,981","12,646","1,166","1,117","4,631","3,810","1,861","1,501","2,516","6,220","4,277","7,663","21,154","4,313","2,489","13,489","7,177","5,091","12,550","4,144","3,721","16,297","21,229"
2020년06월_남_연령구간인구수,"174,812","9,201","4,568","1,981","12,646","1,166","1,117","4,631","3,810","1,861","1,501","2,516","6,220","4,277","7,663","21,154","4,313","2,489","13,489","7,177","5,091","12,550","4,144","3,721","16,297","21,229"
2020년06월_남_0~9세,"14,633",626,208,68,"2,135",18,27,221,220,31,34,116,358,198,372,"1,755",215,99,"1,055",564,455,985,140,262,"1,766","2,705"
2020년06월_남_10~19세,"18,816",869,283,92,"1,060",43,34,339,364,73,63,199,732,400,894,"2,736",382,167,"1,268",704,614,"1,439",404,439,"2,338","2,880"
2020년06월_남_20~29세,"24,030","1,208",612,196,"1,339",81,74,836,532,129,103,397,868,695,"1,162","3,409",812,338,"2,230","1,100",570,"1,613",533,509,"2,190","2,494"
2020년06월_남_30~39세,"23,029","1,047",408,142,"3,202",53,90,467,489,106,110,264,630,409,730,"2,714",511,238,"2,045",893,561,"1,503",417,333,"2,173","3,494"
2020년06월_남_40~49세,"28,366","1,553",557,206,"2,209",121,95,666,599,185,189,335,832,553,"1,187","3,730",539,351,"1,872","1,130",903,"2,150",566,563,"3,057","4,218"
2020년06월_남_50~59세,"30,365","1,743",942,424,"1,326",225,258,827,771,404,376,492,"1,207",868,"1,566","3,656",706,496,"2,425","1,252",891,"2,329",814,722,"2,475","3,170"
2020년06월_남_60~69세,"21,593","1,244",931,470,920,322,298,782,520,519,363,405,883,660,"1,085","1,995",616,451,"1,706",935,659,"1,545",725,535,"1,547","1,477"
2020년06월_남_70~79세,"9,503",627,422,234,314,200,151,325,233,268,160,199,493,336,449,808,345,216,610,407,299,676,360,239,565,567
2020년06월_남_80~89세,"4,056",254,187,140,127,92,83,154,77,129,87,96,200,143,200,315,162,123,253,176,130,286,165,105,170,202
2020년06월_남_90~99세,398,30,16,9,14,11,6,13,5,17,16,11,17,13,17,33,23,10,24,15,9,23,17,13,15,21
2020년06월_남_100세 이상,23,0,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020년06월_여_총인구수,"177,389","8,831","4,162","1,795","12,957","1,113","1,077","4,137","3,459","1,759","1,315","2,709","6,753","4,575","8,177","21,821","4,482","2,512","14,280","6,536","5,018","12,652","4,268","3,837","16,842","22,322"
2020년06월_여_연령구간인구수,"177,389","8,831","4,162","1,795","12,957","1,113","1,077","4,137","3,459","1,759","1,315","2,709","6,753","4,575","8,177","21,821","4,482","2,512","14,280","6,536","5,018","12,652","4,268","3,837","16,842","22,322"
2020년06월_여_0~9세,"14,070",615,188,47,"2,158",26,25,215,206,28,25,113,382,214,423,"1,649",188,81,945,534,388,900,162,234,"1,657","2,667"
2020년06월_여_10~19세,"17,436",849,266,72,"1,067",51,39,294,318,53,48,175,601,411,876,"2,517",294,143,"1,183",568,554,"1,335",331,439,"2,042","2,910"
