카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020년06월_남_70~79세,"13,043","1,038",915,"1,240","1,250",829,787,788,984,917,920,976,956,"1,443"
2020년06월_남_80~89세,"4,407",328,313,400,422,261,246,241,268,324,366,329,393,516
2020년06월_남_90~99세,409,37,27,32,41,22,24,14,23,34,31,34,44,46
2020년06월_남_100세 이상,60,10,1,12,5,7,1,3,1,4,1,2,8,5
2020년06월_여_총인구수,"159,745","12,538","11,552","15,928","13,972","16,836","9,636","8,604","9,429","10,801","11,270","11,897","10,800","16,482"
2020년06월_여_연령구간인구수,"159,745","12,538","11,552","15,928","13,972","16,836","9,636","8,604","9,429","10,801","11,270","11,897","10,800","16,482"
2020년06월_여_0~9세,"8,055",665,400,781,575,"1,504",362,352,493,547,549,456,531,840
2020년06월_여_10~19세,"11,049",980,668,"1,097",872,"1,998",534,535,692,680,692,528,672,"1,101"
2020년06월_여_20~29세,"22,099","1,543","2,116","2,219","1,813","1,753","1,741","1,037",998,"1,542","1,615","2,212","1,408","2,102"
2020년06월_여_30~39세,"18,855","1,457","1,384","2,080","1,563","2,113","1,351",848,875,"1,285","1,189","1,576","1,229","1,905"
2020년06월_여_40~49세,"23,480","1,890","1,532","2,326","1,913","3,468","1,398","1,246","1,357","1,412","1,581","1,578","1,525","2,254"
2020년06월_여_50~59세,"27,253","2,188","2,009","2,776","2,552","2,488","1,531","1,466","1,484","1,928","2,026","2,016","1,881","2,908"
2020년06월_여_60~69세,"24,114","1,996","1,719","2,419","2,320","1,748","1,343","1,452","1,489","1,733","1,727","1,793","1,722","2,653"
2020년06월_여_70~79세,"16,896","1,216","1,158","1,557","1,612","1,163",962,"1,181","1,526","1,087","1,241","1,195","1,213","1,785"
2020년06월_여_80~89세,"6,706",486,484,568,637,509,352,426,440,479,558,471,509,787
2020년06월_여_90~99세,"1,054",97,74,88,96,74,55,58,67,75,88,60,87,135
2020년06월_여_100세 이상,184,20,8,17,19,18,7,3,8,33,4,12,23,12
2020년07월_계_총인구수,"311,198","24,928","22,280","30,676","27,807","32,361","19,210","16,671","17,787","21,386","21,580","23,647","21,025","31,840"
2020년07월_계_연령구간인구수,"311,198","24,928","22,280","30,676","27,807","32,361","19,210","16,671","17,787","21,386","21,580","23,647","21,025","31,840"
2020년07월_계_0~9세,"16,552","1,376",854,"1,619","1,169","3,119",748,735,"1,015","1,080","1,109",883,"1,139","1,706"
2020년07월_계_10~19세,"22,661","2,045","1,385","2,117","1,709","4,068","1,128","1,147","1,396","1,391","1,465","1,161","1,438","2,211"
2020년07월_계_20~29세,"43,225","3,201","3,791","4,298","3,747","3,441","3,336","2,161","2,000","3,102","3,065","4,267","2,676","4,140"
2020년07월_계_30~39세,"39,594","3,059","2,948","4,242","3,357","3,931","2,878","1,873","1,814","2,812","2,549","3,490","2,629","4,012"
2020년07월_계_40~49세,"47,905","3,822","3,153","4,747","4,069","6,690","2,965","2,520","2,731","3,067","3,133","3,344","3,065","4,599"
2020년07월_계_50~59세,"53,133","4,450","3,875","5,216","5,107","4,939","3,151","2,852","2,826","3,707","3,810","4,073","3,609","5,518"
2020년07월_계_60~69세,"45,202","3,740","3,283","4,505","4,549","3,274","2,561","2,652","2,672","3,254","3,230","3,334","3,231","4,917"
2020년07월_계_70~79세,"30,018","2,253","2,081","2,816","2,877","2,000","1,758","1,981","2,514","2,010","2,158","2,182","2,167","3,221"
2020년07월_계_80~89세,"11,190",819,799,970,"1,062",774,598,673,718,814,937,803,906,"1,317"
2020년07월_계_90~99세,"1,474",133,102,117,137,100,79,71,92,112,119,96,134,182
2020년07월_계_100세 이상,244,30,9,29,24,25,8,6,9,37,5,14,31,17
2020년07월_남_총인구수,"151,707","12,439","10,731","14,738","13,854","15,553","9,598","8,102","8,399","10,562","10,342","11,762","10,234","15,393"
2020년07월_남_연령구간인구수,"151,707","12,439","10,731","14,738","13,854","15,553","9,598","8,102","8,399","10,562","10,342","11,762","10,234","15,393"
2020년07월_남_0~9세,"8,559",720,453,835,600,"1,621",388,395,532,541,566,431,615,862
2020년07월_남_10~19세,"11,667","1,070",725,"1,026",852,"2,079",598,612,704,705,782,637,766,"1,111"
2020년07월_남_20~29세,"21,198","1,663","1,672","2,087","1,931","1,689","1,604","1,122","1,022","1,562","1,460","2,072","1,260","2,054"
2020년07월_남_30~39세,"20,818","1,614","1,561","2,155","1,800","1,843","1,539","1,049",940,"1,520","1,361","1,909","1,408","2,119"
2020년07월_남_40~49세,"24,509","1,941","1,630","2,424","2,149","3,233","1,574","1,271","1,390","1,657","1,566","1,773","1,556","2,345"
2020년07월_남_50~59세,"25,949","2,266","1,867","2,448","2,581","2,450","1,625","1,397","1,354","1,777","1,787","2,052","1,724","2,621"
2020년07월_남_60~69세,"21,024","1,747","1,564","2,068","2,216","1,514","1,209","1,201","1,175","1,515","1,500","1,543","1,506","2,266"
2020년07월_남_70~79세,"13,071","1,040",914,"1,250","1,256",835,789,795,985,920,916,977,952,"1,442"
2020년07월_남_80~89세,"4,441",330,317,402,423,261,246,244,272,328,372,330,394,522
2020년07월_남_90~99세,410,38,27,31,41,21,25,13,24,33,31,36,45,45
2020년07월_남_100세 이상,61,10,1,12,5,7,1,3,1,4,1,2,8,6
2020년07월_여_총인구수,"159,491","12,489","11,549","15,938","13,953","16,808","9,612","8,569","9,388","10,824","11,238","11,885","10,791","16,447"
2020년07월_여_연령구간인구수,"159,491","12,489","11,549","15,938","13,953","16,808","9,612","8,569","9,388","10,824","11,238","11,885","10,791","16,447"
2020년07월_여_0~9세,"7,993",656,401,784,569,"1,498",360,340,483,539,543,452,524,844
2020년07월_여_10~19세,"10,994",975,660,"1,091",857,"1,989",530,535,692,686,683,524,672,"1,100"
2020년07월_여_20~29세,"22,027","1,538","2,119","2,211","1,816","1,752","1,732","1,039",978,"1,540","1,605","2,195","1,416","2,086"
2020년07월_여_30~39세,"18,776","1,445","1,387","2,087","1,557","2,088","1,339",824,874,"1,292","1,188","1,581","1,221","1,893"
2020년07월_여_40~49세,"23,396","1,881","1,523","2,323","1,920","3,457","1,391","1,249","1,341","1,410","1,567","1,571","1,509","2,254"
2020년07월_여_50~59세,"27,184","2,184","2,008","2,768","2,526","2,489","1,526","1,455","1,472","1,930","2,023","2,021","1,885","2,897"
2020년07월_여_60~69세,"24,178","1,993","1,719","2,437","2,333","1,760","1,352","1,451","1,497","1,739","1,730","1,791","1,725","2,651"
2020년07월_여_70~79세,"16,947","1,213","1,167","1,566","1,621","1,165",969,"1,186","1,529","1,090","1,242","1,205","1,215","1,779"
2020년07월_여_80~89세,"6,749",489,482,568,639,513,352,429,446,486,565,473,512,795
2020년07월_여_90~99세,"1,064",95,75,86,96,79,54,58,68,79,88,60,89,137
2020년07월_여_100세 이상,183,20,8,17,19,18,7,3,8,33,4,12,23,11
2020년08월_계_총인구수,"310,555","24,831","22,247","30,628","27,749","32,290","19,177","16,652","17,715","21,393","21,517","23,581","21,033","31,742"
2020년08월_계_연령구간인구수,"310,555","24,831","22,247","30,628","27,749","32,290","19,177","16,652","17,715","21,393","21,517","23,581","21,033","31,742"
2020년08월_계_0~9세,"16,395","1,359",838,"1,606","1,150","3,085",743,729,"1,003","1,085","1,098",886,"1,139","1,674"
2020년08월_계_10~19세,"22,538","2,022","1,371","2,122","1,696","4,065","1,116","1,149","1,391","1,390","1,450","1,149","1,431","2,186"
2020년08월_계_20~29세,"43,103","3,194","3,805","4,272","3,731","3,421","3,333","2,162","1,975","3,097","3,056","4,246","2,664","4,147"
2020년08월_계_30~39세,"39,437","3,050","2,937","4,228","3,354","3,923","2,868","1,851","1,799","2,825","2,553","3,464","2,629","3,956"
2020년08월_계_40~49세,"47,640","3,786","3,134","4,723","4,038","6,628","2,945","2,507","2,735","3,054","3,098","3,341","3,067","4,584"
2020년08월_계_50~59세,"53,052","4,443","3,873","5,216","5,111","4,958","3,143","2,859","2,805","3,679","3,805","4,051","3,602","5,507"
2020년08월_계_60~69세,"45,342","3,738","3,293","4,519","4,565","3,298","2,579","2,649","2,663","3,280","3,233","3,344","3,247","4,934"
2020년08월_계_70~79세,"30,061","2,250","2,084","2,820","2,873","2,013","1,754","1,995","2,513","2,014","2,153","2,186","2,174","3,232"
2020년08월_계_80~89세,"11,244",830,800,976,"1,068",772,602,672,727,820,945,801,910,"1,321"
2020년08월_계_90~99세,"1,496",129,102,117,139,102,86,73,95,112,121,99,138,183
2020년08월_계_100세 이상,247,30,10,29,24,25,8,6,9,37,5,14,32,18
2020년08월_남_총인구수,"151,376","12,393","10,724","14,714","13,818","15,502","9,573","8,087","8,361","10,575","10,308","11,726","10,246","15,349"
2020년08월_남_연령구간인구수,"151,376","12,393","10,724","14,714","13,818","15,502","9,573","8,087","8,361","10,575","10,308","11,726","10,246","15,349"
2020년08월_남_0~9세,"8,480",713,441,827,594,"1,597",386,391,524,547,561,434,616,849
2020년08월_남_10~19세,"11,617","1,059",723,"1,033",846,"2,078",589,611,707,709,777,629,759,"1,097"
2020년08월_남_20~29세,"21,119","1,663","1,663","2,078","1,918","1,678","1,601","1,122","1,010","1,561","1,448","2,059","1,260","2,058"
2020년08월_남_30~39세,"20,735","1,616","1,558","2,140","1,804","1,835","1,530","1,038",923,"1,524","1,374","1,897","1,406","2,090"
2020년08월_남_40~49세,"24,372","1,926","1,622","2,408","2,126","3,204","1,557","1,265","1,400","1,648","1,541","1,779","1,556","2,340"
2020년08월_남_50~59세,"25,922","2,252","1,880","2,450","2,579","2,456","1,626","1,395","1,344","1,768","1,791","2,032","1,725","2,624"
2020년08월_남_60~69세,"21,125","1,753","1,575","2,079","2,228","1,519","1,222","1,201","1,173","1,530","1,499","1,547","1,520","2,279"
2020년08월_남_70~79세,"13,068","1,029",914,"1,251","1,253",846,785,803,979,922,909,983,953,"1,441"
2020년08월_남_80~89세,"4,462",334,320,405,423,261,251,244,275,330,373,327,398,521
2020년08월_남_90~99세,415,38,27,31,42,21,25,14,25,32,34,37,45,44
2020년08월_남_100세 이상,61,10,1,12,5,7,1,3,1,4,1,2,8,6
2020년08월_여_총인구수,"159,179","12,438","11,523","15,914","13,931","16,788","9,604","8,565","9,354","10,818","11,209","11,855","10,787","16,393"
2020년08월_여_연령구간인구수,"159,179","12,438","11,523","15,914","13,931","16,788","9,604","8,565","9,354","10,818","11,209","11,855","10,787","16,393"
2020년08월_여_0~9세,"7,915",646,397,779,556,"1,488",357,338,479,538,537,452,523,825
2020년08월_여_10~19세,"10,921",963,648,"1,089",850,"1,987",527,538,684,681,673,520,672,"1,089"
2020년08월_여_20~29세,"21,984","1,531","2,142","2,194","1,813","1,743","1,732","1,040",965,"1,536","1,608","2,187","1,404","2,089"
2020년08월_여_30~39세,"18,702","1,434","1,379","2,088","1,550","2,088","1,338",813,876,"1,301","1,179","1,567","1,223","1,866"
2020년08월_여_40~49세,"23,268","1,860","1,512","2,315","1,912","3,424","1,388","1,242","1,335","1,406","1,557","1,562","1,511","2,244"
2020년08월_여_50~59세,"27,130","2,191","1,993","2,766","2,532","2,502","1,517","1,464","1,461","1,911","2,014","2,019","1,877","2,883"
2020년08월_여_60~69세,"24,217","1,985","1,718","2,440","2,337","1,779","1,357","1,448","1,490","1,750","1,734","1,797","1,727","2,655"
2020년08월_여_70~79세,"16,993","1,221","1,170","1,569","1,620","1,167",969,"1,192","1,534","1,092","1,244","1,203","1,221","1,791"
2020년08월_여_80~89세,"6,782",496,480,571,645,511,351,428,452,490,572,474,512,800
2020년08월_여_90~99세,"1,081",91,75,86,97,81,61,59,70,80,87,62,93,139
2020년08월_여_100세 이상,186,20,9,17,19,18,7,3,8,33,4,12,24,12
2020년09월_계_총인구수,"309,996","24,750","22,275","30,502","27,721","32,205","19,164","16,593","17,695","21,335","21,504","23,591","21,042","31,619"
2020년09월_계_연령구간인구수,"309,996","24,750","22,275","30,502","27,721","32,205","19,164","16,593","17,695","21,335","21,504","23,591","21,042","31,619"
2020년09월_계_0~9세,"16,272","1,349",829,"1,581","1,133","3,078",742,723,993,"1,083","1,088",878,"1,139","1,656"
2020년09월_계_10~19세,"22,444","2,013","1,362","2,111","1,694","4,041","1,114","1,136","1,388","1,381","1,453","1,150","1,438","2,163"
2020년09월_계_20~29세,"43,070","3,191","3,844","4,265","3,726","3,403","3,333","2,176","1,959","3,078","3,033","4,267","2,666","4,129"
2020년09월_계_30~39세,"39,248","3,045","2,949","4,175","3,327","3,905","2,848","1,852","1,790","2,806","2,563","3,454","2,618","3,916"
2020년09월_계_40~49세,"47,373","3,741","3,105","4,697","4,020","6,582","2,935","2,492","2,721","3,054","3,074","3,335","3,065","4,552"
2020년09월_계_50~59세,"52,910","4,420","3,860","5,209","5,095","4,955","3,139","2,834","2,808","3,673","3,804","4,037","3,595","5,481"
2020년09월_계_60~69세,"45,556","3,763","3,310","4,521","4,604","3,328","2,587","2,633","2,678","3,284","3,266","3,363","3,249","4,970"
2020년09월_계_70~79세,"30,035","2,231","2,093","2,816","2,873","2,006","1,761","1,996","2,517","2,007","2,153","2,180","2,179","3,223"
2020년09월_계_80~89세,"11,337",835,811,980,"1,086",780,610,670,741,821,943,816,921,"1,323"
2020년09월_계_90~99세,"1,506",132,102,117,139,102,87,76,91,112,123,97,140,188
2020년09월_계_100세 이상,245,30,10,30,24,25,8,5,9,36,4,14,32,18
2020년09월_남_총인구수,"151,117","12,338","10,735","14,670","13,800","15,477","9,592","8,059","8,339","10,549","10,296","11,709","10,242","15,311"
2020년09월_남_연령구간인구수,"151,117","12,338","10,735","14,670","13,800","15,477","9,592","8,059","8,339","10,549","10,296","11,709","10,242","15,311"
2020년09월_남_0~9세,"8,416",706,436,813,580,"1,607",388,388,510,551,556,430,611,840
2020년09월_남_10~19세,"11,564","1,045",723,"1,027",841,"2,065",592,604,709,704,779,628,763,"1,084"
2020년09월_남_20~29세,"21,104","1,665","1,676","2,074","1,915","1,671","1,605","1,131",990,"1,544","1,442","2,070","1,258","2,063"
2020년09월_남_30~39세,"20,653","1,612","1,561","2,115","1,801","1,828","1,532","1,041",920,"1,512","1,368","1,888","1,399","2,076"
2020년09월_남_40~49세,"24,235","1,903","1,617","2,400","2,110","3,184","1,545","1,252","1,396","1,648","1,529","1,766","1,557","2,328"
2020년09월_남_50~59세,"25,872","2,238","1,863","2,454","2,573","2,453","1,632","1,385","1,343","1,771","1,790","2,028","1,729","2,613"
2020년09월_남_60~69세,"21,243","1,765","1,597","2,084","2,247","1,535","1,223","1,193","1,188","1,534","1,517","1,550","1,515","2,295"
2020년09월_남_70~79세,"13,038","1,019",908,"1,251","1,252",842,794,806,976,911,907,978,953,"1,441"
2020년09월_남_80~89세,"4,512",337,324,407,434,264,254,242,281,338,372,334,404,521
2020년09월_남_90~99세,419,38,29,33,42,21,26,14,25,32,35,35,45,44
2020년09월_남_100세 이상,61,10,1,12,5,7,1,3,1,4,1,2,8,6
2020년09월_여_총인구수,"158,879","12,412","11,540","15,832","13,921","16,728","9,572","8,534","9,356","10,786","11,208","11,882","10,800","16,308"
2020년09월_여_연령구간인구수,"158,879","12,412","11,540","15,832","13,921","16,728","9,572","8,534","9,356","10,786","11,208","11,882","10,800","16,308"
2020년09월_여_0~9세,"7,856",643,393,768,553,"1,471",354,335,483,532,532,448,528,816
2020년09월_여_10~19세,"10,880",968,639,"1,084",853,"1,976",522,532,679,677,674,522,675,"1,079"
2020년09월_여_20~29세,"21,966","1,526","2,168","2,191","1,811","1,732","1,728","1,045",969,"1,534","1,591","2,197","1,408","2,066"
2020년09월_여_30~39세,"18,595","1,433","1,388","2,060","1,526","2,077","1,316",811,870,"1,294","1,195","1,566","1,219","1,840"
2020년09월_여_40~49세,"23,138","1,838","1,488","2,297","1,910","3,398","1,390","1,240","1,325","1,406","1,545","1,569","1,508","2,224"
2020년09월_여_50~59세,"27,038","2,182","1,997","2,755","2,522","2,502","1,507","1,449","1,465","1,902","2,014","2,009","1,866","2,868"
2020년09월_여_60~69세,"24,313","1,998","1,713","2,437","2,357","1,793","1,364","1,440","1,490","1,750","1,749","1,813","1,734","2,675"
2020년09월_여_70~79세,"16,997","1,212","1,185","1,565","1,621","1,164",967,"1,190","1,541","1,096","1,246","1,202","1,226","1,782"
2020년09월_여_80~89세,"6,825",498,487,573,652,516,356,428,460,483,571,482,517,802
2020년09월_여_90~99세,"1,087",94,73,84,97,81,61,62,66,80,88,62,95,144
2020년09월_여_100세 이상,184,20,9,18,19,18,7,2,8,32,3,12,24,12
2020년10월_계_총인구수,"309,245","24,670","22,273","30,453","27,613","32,148","19,083","16,522","17,620","21,237","21,505","23,564","20,997","31,560"
2020년10월_계_연령구간인구수,"309,245","24,670","22,273","30,453","27,613","32,148","19,083","16,522","17,620","21,237","21,505","23,564","20,997","31,560"
2020년10월_계_0~9세,"16,064","1,325",814,"1,584","1,114","3,048",719,711,987,"1,057","1,081",868,"1,123","1,633"
2020년10월_계_10~19세,"22,315","2,008","1,362","2,102","1,673","4,031","1,108","1,116","1,374","1,365","1,439","1,152","1,432","2,153"
2020년10월_계_20~29세,"42,936","3,175","3,839","4,240","3,707","3,391","3,303","2,190","1,951","3,065","3,033","4,257","2,668","4,117"
2020년10월_계_30~39세,"39,056","3,028","2,939","4,161","3,318","3,906","2,819","1,823","1,766","2,785","2,569","3,432","2,603","3,907"
2020년10월_계_40~49세,"47,163","3,718","3,111","4,678","3,972","6,547","2,925","2,476","2,702","3,039","3,061","3,333","3,040","4,561"
2020년10월_계_50~59세,"52,804","4,405","3,861","5,217","5,086","4,957","3,127","2,806","2,813","3,649","3,796","4,029","3,588","5,470"
2020년10월_계_60~69세,"45,695","3,778","3,322","4,523","4,611","3,347","2,607","2,649","2,666","3,300","3,287","3,381","3,266","4,958"
2020년10월_계_70~79세,"30,059","2,240","2,100","2,819","2,877","2,004","1,779","1,992","2,518","1,999","2,152","2,178","2,173","3,228"
2020년10월_계_80~89세,"11,408",835,815,980,"1,090",793,606,679,744,828,956,823,933,"1,326"
2020년10월_계_90~99세,"1,501",128,100,119,141,99,82,75,90,115,127,97,140,188
2020년10월_계_100세 이상,244,30,10,30,24,25,8,5,9,35,4,14,31,19
2020년10월_남_총인구수,"150,744","12,297","10,733","14,657","13,746","15,465","9,559","8,013","8,295","10,511","10,300","11,687","10,216","15,265"
2020년10월_남_연령구간인구수,"150,744","12,297","10,733","14,657","13,746","15,465","9,559","8,013","8,295","10,511","10,300","11,687","10,216","15,265"
2020년10월_남_0~9세,"8,318",690,426,817,569,"1,597",379,380,505,539,549,427,607,833
2020년10월_남_10~19세,"11,481","1,045",726,"1,019",830,"2,058",587,588,699,697,774,622,759,"1,077"
2020년10월_남_20~29세,"21,040","1,651","1,668","2,070","1,902","1,671","1,592","1,136",991,"1,548","1,442","2,063","1,251","2,055"
2020년10월_남_30~39세,"20,550","1,603","1,556","2,104","1,796","1,834","1,517","1,024",903,"1,501","1,371","1,884","1,390","2,067"
2020년10월_남_40~49세,"24,146","1,900","1,621","2,394","2,086","3,160","1,539","1,248","1,389","1,644","1,521","1,761","1,553","2,330"
2020년10월_남_50~59세,"25,837","2,223","1,865","2,464","2,572","2,459","1,627","1,367","1,348","1,756","1,795","2,028","1,729","2,604"
2020년10월_남_60~69세,"21,323","1,779","1,606","2,083","2,251","1,542","1,239","1,205","1,180","1,544","1,527","1,556","1,517","2,294"
2020년10월_남_70~79세,"13,020","1,024",910,"1,248","1,255",845,801,798,970,908,912,972,948,"1,429"
2020년10월_남_80~89세,"4,550",334,326,413,437,271,251,249,286,339,370,337,409,528
2020년10월_남_90~99세,418,38,28,33,43,21,26,15,23,31,38,35,45,42
2020년10월_남_100세 이상,61,10,1,12,5,7,1,3,1,4,1,2,8,6
2020년10월_여_총인구수,"158,501","12,373","11,540","15,796","13,867","16,683","9,524","8,509","9,325","10,726","11,205","11,877","10,781","16,295"
2020년10월_여_연령구간인구수,"158,501","12,373","11,540","15,796","13,867","16,683","9,524","8,509","9,325","10,726","11,205","11,877","10,781","16,295"
2020년10월_여_0~9세,"7,746",635,388,767,545,"1,451",340,331,482,518,532,441,516,800
2020년10월_여_10~19세,"10,834",963,636,"1,083",843,"1,973",521,528,675,668,665,530,673,"1,076"
2020년10월_여_20~29세,"21,896","1,524","2,171","2,170","1,805","1,720","1,711","1,054",960,"1,517","1,591","2,194","1,417","2,062"
2020년10월_여_30~39세,"18,506","1,425","1,383","2,057","1,522","2,072","1,302",799,863,"1,284","1,198","1,548","1,213","1,840"
2020년10월_여_40~49세,"23,017","1,818","1,490","2,284","1,886","3,387","1,386","1,228","1,313","1,395","1,540","1,572","1,487","2,231"
2020년10월_여_50~59세,"26,967","2,182","1,996","2,753","2,514","2,498","1,500","1,439","1,465","1,893","2,001","2,001","1,859","2,866"
2020년10월_여_60~69세,"24,372","1,999","1,716","2,440","2,360","1,805","1,368","1,444","1,486","1,756","1,760","1,825","1,749","2,664"
2020년10월_여_70~79세,"17,039","1,216","1,190","1,571","1,622","1,159",978,"1,194","1,548","1,091","1,240","1,206","1,225","1,799"
2020년10월_여_80~89세,"6,858",501,489,567,653,522,355,430,458,489,586,486,524,798
2020년10월_여_90~99세,"1,083",90,72,86,98,78,56,60,67,84,89,62,95,146
2020년10월_여_100세 이상,183,20,9,18,19,18,7,2,8,31,3,12,23,13
2020년11월_계_총인구수,"308,569","24,593","22,260","30,389","27,508","32,093","19,078","16,473","17,587","21,228","21,456","23,516","20,959","31,429"
2020년11월_계_연령구간인구수,"308,569","24,593","22,260","30,389","27,508","32,093","19,078","16,473","17,587","21,228","21,456","23,516","20,959","31,429"
2020년11월_계_0~9세,"15,862","1,317",795,"1,577","1,088","3,017",714,700,966,"1,061","1,076",854,"1,097","1,600"
2020년11월_계_10~19세,"22,203","1,998","1,355","2,081","1,660","4,027","1,103","1,107","1,365","1,373","1,435","1,129","1,416","2,154"
2020년11월_계_20~29세,"42,855","3,150","3,858","4,232","3,694","3,394","3,290","2,194","1,956","3,056","3,014","4,254","2,670","4,093"
2020년11월_계_30~39세,"38,851","3,026","2,913","4,130","3,285","3,885","2,817","1,813","1,754","2,785","2,564","3,403","2,592","3,884"
2020년11월_계_40~49세,"46,964","3,695","3,097","4,654","3,953","6,534","2,942","2,443","2,691","3,022","3,052","3,330","3,025","4,526"
2020년11월_계_50~59세,"52,711","4,384","3,868","5,211","5,077","4,958","3,121","2,793","2,827","3,635","3,772","4,044","3,586","5,435"
2020년11월_계_60~69세,"45,810","3,799","3,322","4,553","4,596","3,350","2,619","2,659","2,662","3,309","3,305","3,382","3,283","4,971"
2020년11월_계_70~79세,"30,097","2,230","2,119","2,812","2,892","2,008","1,776","2,009","2,516","2,009","2,141","2,178","2,181","3,226"
2020년11월_계_80~89세,"11,462",837,822,987,"1,098",795,608,673,751,826,965,829,937,"1,334"
2020년11월_계_90~99세,"1,507",127,101,122,140,99,80,78,89,116,128,99,141,187
2020년11월_계_100세 이상,247,30,10,30,25,26,8,4,10,36,4,14,31,19
2020년11월_남_총인구수,"150,423","12,266","10,724","14,620","13,678","15,437","9,555","7,989","8,286","10,510","10,275","11,668","10,205","15,210"
2020년11월_남_연령구간인구수,"150,423","12,266","10,724","14,620","13,678","15,437","9,555","7,989","8,286","10,510","10,275","11,668","10,205","15,210"
2020년11월_남_0~9세,"8,234",689,424,814,551,"1,581",375,376,491,536,550,425,599,823
2020년11월_남_10~19세,"11,413","1,038",723,"1,010",833,"2,051",581,580,695,701,774,609,748,"1,070"
2020년11월_남_20~29세,"21,013","1,629","1,674","2,076","1,894","1,679","1,581","1,141",998,"1,550","1,432","2,061","1,250","2,048"
2020년11월_남_30~39세,"20,438","1,609","1,538","2,085","1,766","1,821","1,523","1,014",904,"1,500","1,369","1,865","1,389","2,055"
2020년11월_남_40~49세,"24,039","1,885","1,615","2,370","2,075","3,150","1,548","1,239","1,381","1,628","1,521","1,756","1,550","2,321"
2020년11월_남_50~59세,"25,825","2,219","1,869","2,462","2,563","2,465","1,620","1,362","1,359","1,755","1,789","2,037","1,729","2,596"
2020년11월_남_60~69세,"21,383","1,792","1,609","2,104","2,253","1,541","1,242","1,206","1,181","1,556","1,519","1,563","1,522","2,295"
2020년11월_남_70~79세,"13,024","1,022",913,"1,235","1,253",847,807,805,964,911,909,977,955,"1,426"
2020년11월_남_80~89세,"4,572",336,330,416,441,273,252,248,289,337,373,338,409,530
2020년11월_남_90~99세,421,36,28,36,44,22,25,16,23,32,38,35,46,40
2020년11월_남_100세 이상,61,11,1,12,5,7,1,2,1,4,1,2,8,6
2020년11월_여_총인구수,"158,146","12,327","11,536","15,769","13,830","16,656","9,523","8,484","9,301","10,718","11,181","11,848","10,754","16,219"
2020년11월_여_연령구간인구수,"158,146","12,327","11,536","15,769","13,830","16,656","9,523","8,484","9,301","10,718","11,181","11,848","10,754","16,219"
2020년11월_여_0~9세,"7,628",628,371,763,537,"1,436",339,324,475,525,526,429,498,777
2020년11월_여_10~19세,"10,790",960,632,"1,071",827,"1,976",522,527,670,672,661,520,668,"1,084"
2020년11월_여_20~29세,"21,842","1,521","2,184","2,156","1,800","1,715","1,709","1,053",958,"1,506","1,582","2,193","1,420","2,045"
2020년11월_여_30~39세,"18,413","1,417","1,375","2,045","1,519","2,064","1,294",799,850,"1,285","1,195","1,538","1,203","1,829"
2020년11월_여_40~49세,"22,925","1,810","1,482","2,284","1,878","3,384","1,394","1,204","1,310","1,394","1,531","1,574","1,475","2,205"
2020년11월_여_50~59세,"26,886","2,165","1,999","2,749","2,514","2,493","1,501","1,431","1,468","1,880","1,983","2,007","1,857","2,839"
2020년11월_여_60~69세,"24,427","2,007","1,713","2,449","2,343","1,809","1,377","1,453","1,481","1,753","1,786","1,819","1,761","2,676"
2020년11월_여_70~79세,"17,073","1,208","1,206","1,577","1,639","1,161",969,"1,204","1,552","1,098","1,232","1,201","1,226","1,800"
2020년11월_여_80~89세,"6,890",501,492,571,657,522,356,425,462,489,592,491,528,804
2020년11월_여_90~99세,"1,086",91,73,86,96,77,55,62,66,84,90,64,95,147
2020년11월_여_100세 이상,186,19,9,18,20,19,7,2,9,32,3,12,23,13
2020년12월_계_총인구수,"308,055","24,555","22,213","30,353","27,439","31,993","19,059","16,435","17,540","21,219","21,460","23,531","20,939","31,319"
2020년12월_계_연령구간인구수,"308,055","24,555","22,213","30,353","27,439","31,993","19,059","16,435","17,540","21,219","21,460","23,531","20,939","31,319"
2020년12월_계_0~9세,"15,714","1,307",797,"1,559","1,079","3,004",693,689,962,"1,057","1,064",848,"1,090","1,565"
2020년12월_계_10~19세,"22,027","1,981","1,333","2,061","1,640","4,013","1,097","1,091","1,359","1,357","1,434","1,115","1,403","2,143"
2020년12월_계_20~29세,"42,944","3,153","3,865","4,269","3,695","3,380","3,290","2,210","1,940","3,067","2,988","4,308","2,675","4,104"
2020년12월_계_30~39세,"38,757","3,029","2,899","4,122","3,287","3,851","2,811","1,809","1,748","2,783","2,587","3,390","2,594","3,847"
2020년12월_계_40~49세,"46,718","3,673","3,091","4,602","3,926","6,492","2,944","2,430","2,670","3,018","3,056","3,312","2,997","4,507"
2020년12월_계_50~59세,"52,642","4,368","3,847","5,200","5,053","4,973","3,133","2,773","2,831","3,625","3,778","4,046","3,588","5,427"
2020년12월_계_60~69세,"45,892","3,797","3,329","4,569","4,584","3,346","2,620","2,660","2,664","3,332","3,320","3,401","3,303","4,967"
