카테고리,경기도 양주시,경기도 양주시 백석읍,경기도 양주시 은현면,경기도 양주시 남면,경기도 양주시 광적면,경기도 양주시 장흥면,경기도 양주시 양주1동,경기도 양주시 양주2동,경기도 양주시 회천1동,경기도 양주시 회천2동,경기도 양주시 회천3동,경기도 양주시 회천4동
2020년04월_남_총인구수,"113,980","13,426","3,482","4,010","6,588","5,307","2,841","24,726","5,244","13,832","13,832","20,692"
2020년04월_남_연령구간인구수,"113,980","13,426","3,482","4,010","6,588","5,307","2,841","24,726","5,244","13,832","13,832","20,692"
2020년04월_남_0~9세,"10,088",739,98,206,350,279,116,"2,721",331,"1,043","1,240","2,965"
2020년04월_남_10~19세,"12,220","1,372",186,225,500,309,162,"3,643",402,"1,441","1,945","2,035"
2020년04월_남_20~29세,"14,341","1,824",417,544,775,631,312,"2,591",966,"1,894","1,982","2,405"
2020년04월_남_30~39세,"14,184","1,305",328,505,695,623,262,"2,709",653,"1,526","1,502","4,076"
2020년04월_남_40~49세,"19,983","2,024",447,491,"1,029",639,382,"5,254",750,"2,337","2,658","3,972"
2020년04월_남_50~59세,"19,493","2,692",794,791,"1,421",889,581,"3,736",995,"2,777","2,356","2,461"
2020년04월_남_60~69세,"13,593","2,054",742,751,"1,092","1,062",574,"2,135",666,"1,723","1,127","1,667"
2020년04월_남_70~79세,"7,320","1,007",335,342,510,620,321,"1,465",343,810,672,895
2020년04월_남_80~89세,"2,527",380,120,138,199,224,124,435,123,263,317,204
2020년04월_남_90~99세,221,29,15,15,17,28,6,37,13,18,31,12
2020년04월_남_100세 이상,10,0,0,2,0,3,1,0,2,0,2,0
2020년04월_여_총인구수,"110,544","13,196","2,678","3,149","5,614","5,048","2,622","25,789","4,695","13,419","14,070","20,264"
2020년04월_여_연령구간인구수,"110,544","13,196","2,678","3,149","5,614","5,048","2,622","25,789","4,695","13,419","14,070","20,264"
2020년04월_여_0~9세,"9,683",781,72,196,329,235,102,"2,589",328,967,"1,236","2,848"
2020년04월_여_10~19세,"11,655","1,272",162,193,438,260,132,"3,571",386,"1,338","1,817","2,086"
2020년04월_여_20~29세,"12,355","1,537",293,310,558,447,283,"2,520",671,"1,695","1,790","2,251"
2020년04월_여_30~39세,"13,312","1,124",190,326,521,505,212,"3,013",532,"1,381","1,559","3,949"
2020년04월_여_40~49세,"18,884","1,985",274,324,781,544,276,"5,376",680,"2,174","2,718","3,752"
2020년04월_여_50~59세,"17,621","2,529",530,545,"1,119",894,537,"3,426",846,"2,661","2,226","2,308"
2020년04월_여_60~69세,"13,541","1,998",583,591,927,"1,074",483,"2,701",633,"1,670","1,172","1,709"
2020년04월_여_70~79세,"8,523","1,218",327,362,574,622,366,"1,775",381,"1,014",982,902
2020년04월_여_80~89세,"4,198",640,205,237,316,362,193,701,203,449,508,384
2020년04월_여_90~99세,715,107,39,60,47,100,34,110,25,64,61,68
2020년04월_여_100세 이상,57,5,3,5,4,5,4,7,10,6,1,7
2020년05월_계_총인구수,"225,069","26,598","6,153","7,133","12,184","10,392","5,461","50,363","9,928","27,266","27,907","41,684"
2020년05월_계_연령구간인구수,"225,069","26,598","6,153","7,133","12,184","10,392","5,461","50,363","9,928","27,266","27,907","41,684"
2020년05월_계_0~9세,"19,742","1,516",170,399,687,516,218,"5,254",655,"1,996","2,453","5,878"
2020년05월_계_10~19세,"23,861","2,633",339,416,925,562,282,"7,180",782,"2,773","3,753","4,216"
2020년05월_계_20~29세,"26,807","3,332",713,855,"1,329","1,098",600,"5,120","1,627","3,596","3,785","4,752"
2020년05월_계_30~39세,"27,492","2,432",513,829,"1,222","1,113",483,"5,634","1,202","2,896","3,033","8,135"
2020년05월_계_40~49세,"38,864","4,005",717,805,"1,793","1,182",647,"10,576","1,420","4,496","5,348","7,875"
2020년05월_계_50~59세,"37,282","5,205","1,326","1,321","2,530","1,787","1,116","7,183","1,840","5,464","4,616","4,894"
2020년05월_계_60~69세,"27,302","4,078","1,328","1,343","2,038","2,138","1,056","4,854","1,295","3,417","2,314","3,441"
2020년05월_계_70~79세,"15,947","2,229",664,715,"1,078","1,271",689,"3,253",731,"1,822","1,679","1,816"
2020년05월_계_80~89세,"6,761","1,025",326,369,516,588,325,"1,151",326,718,830,587
2020년05월_계_90~99세,945,138,54,74,62,130,40,151,38,82,93,83
2020년05월_계_100세 이상,66,5,3,7,4,7,5,7,12,6,3,7
2020년05월_남_총인구수,"114,236","13,414","3,479","4,000","6,566","5,330","2,841","24,652","5,251","13,826","13,833","21,044"
2020년05월_남_연령구간인구수,"114,236","13,414","3,479","4,000","6,566","5,330","2,841","24,652","5,251","13,826","13,833","21,044"
2020년05월_남_0~9세,"10,080",737,98,203,352,280,115,"2,696",332,"1,030","1,239","2,998"
2020년05월_남_10~19세,"12,200","1,359",184,221,489,303,155,"3,629",395,"1,444","1,943","2,078"
2020년05월_남_20~29세,"14,396","1,808",418,547,770,648,321,"2,591",961,"1,891","1,982","2,459"
2020년05월_남_30~39세,"14,179","1,308",323,504,695,611,266,"2,671",666,"1,520","1,488","4,127"
2020년05월_남_40~49세,"20,007","2,023",447,489,"1,025",641,377,"5,232",747,"2,328","2,642","4,056"
2020년05월_남_50~59세,"19,558","2,692",792,782,"1,404",900,581,"3,736","1,001","2,789","2,374","2,507"
2020년05월_남_60~69세,"13,670","2,066",746,751,"1,104","1,053",571,"2,145",663,"1,738","1,133","1,700"
2020년05월_남_70~79세,"7,366","1,010",338,351,509,634,320,"1,473",348,805,679,899
2020년05월_남_80~89세,"2,545",382,118,135,201,227,128,441,123,264,320,206
2020년05월_남_90~99세,225,29,15,15,17,30,6,38,13,17,31,14
2020년05월_남_100세 이상,10,0,0,2,0,3,1,0,2,0,2,0
2020년05월_여_총인구수,"110,833","13,184","2,674","3,133","5,618","5,062","2,620","25,711","4,677","13,440","14,074","20,640"
2020년05월_여_연령구간인구수,"110,833","13,184","2,674","3,133","5,618","5,062","2,620","25,711","4,677","13,440","14,074","20,640"
2020년05월_여_0~9세,"9,662",779,72,196,335,236,103,"2,558",323,966,"1,214","2,880"
2020년05월_여_10~19세,"11,661","1,274",155,195,436,259,127,"3,551",387,"1,329","1,810","2,138"
2020년05월_여_20~29세,"12,411","1,524",295,308,559,450,279,"2,529",666,"1,705","1,803","2,293"
2020년05월_여_30~39세,"13,313","1,124",190,325,527,502,217,"2,963",536,"1,376","1,545","4,008"
2020년05월_여_40~49세,"18,857","1,982",270,316,768,541,270,"5,344",673,"2,168","2,706","3,819"
2020년05월_여_50~59세,"17,724","2,513",534,539,"1,126",887,535,"3,447",839,"2,675","2,242","2,387"
2020년05월_여_60~69세,"13,632","2,012",582,592,934,"1,085",485,"2,709",632,"1,679","1,181","1,741"
2020년05월_여_70~79세,"8,581","1,219",326,364,569,637,369,"1,780",383,"1,017","1,000",917
2020년05월_여_80~89세,"4,216",643,208,234,315,361,197,710,203,454,510,381
2020년05월_여_90~99세,720,109,39,59,45,100,34,113,25,65,62,69
2020년05월_여_100세 이상,56,5,3,5,4,4,4,7,10,6,1,7
2020년06월_계_총인구수,"226,015","26,572","6,117","7,117","12,143","10,386","5,458","50,307","9,897","27,197","27,760","43,061"
2020년06월_계_연령구간인구수,"226,015","26,572","6,117","7,117","12,143","10,386","5,458","50,307","9,897","27,197","27,760","43,061"
2020년06월_계_0~9세,"19,797","1,495",167,397,679,516,214,"5,210",655,"1,983","2,420","6,061"
2020년06월_계_10~19세,"23,911","2,617",336,413,911,553,282,"7,151",768,"2,765","3,722","4,393"
2020년06월_계_20~29세,"26,920","3,309",706,854,"1,329","1,091",603,"5,170","1,626","3,557","3,773","4,902"
2020년06월_계_30~39세,"27,614","2,407",506,812,"1,209","1,113",478,"5,614","1,190","2,909","2,994","8,382"
2020년06월_계_40~49세,"39,007","3,991",704,805,"1,774","1,187",644,"10,530","1,414","4,474","5,308","8,176"
2020년06월_계_50~59세,"37,335","5,201","1,325","1,309","2,528","1,775","1,109","7,167","1,823","5,441","4,587","5,070"
2020년06월_계_60~69세,"27,564","4,127","1,325","1,361","2,042","2,146","1,072","4,874","1,306","3,431","2,340","3,540"
2020년06월_계_70~79세,"16,047","2,249",665,714,"1,085","1,281",683,"3,277",739,"1,828","1,686","1,840"
2020년06월_계_80~89세,"6,793","1,026",326,373,517,587,328,"1,153",325,717,836,605
2020년06월_계_90~99세,961,145,54,72,64,131,40,154,39,85,91,86
2020년06월_계_100세 이상,66,5,3,7,5,6,5,7,12,7,3,6
2020년06월_남_총인구수,"114,757","13,394","3,459","3,996","6,560","5,334","2,838","24,638","5,237","13,801","13,754","21,746"
2020년06월_남_연령구간인구수,"114,757","13,394","3,459","3,996","6,560","5,334","2,838","24,638","5,237","13,801","13,754","21,746"
2020년06월_남_0~9세,"10,117",726,95,199,349,280,112,"2,676",332,"1,026","1,224","3,098"
2020년06월_남_10~19세,"12,230","1,354",181,224,488,300,156,"3,608",388,"1,437","1,920","2,174"
2020년06월_남_20~29세,"14,441","1,786",417,551,770,642,322,"2,616",958,"1,871","1,978","2,530"
2020년06월_남_30~39세,"14,273","1,296",320,493,690,617,264,"2,666",661,"1,537","1,466","4,263"
2020년06월_남_40~49세,"20,092","2,023",440,489,"1,019",647,374,"5,212",744,"2,318","2,627","4,199"
2020년06월_남_50~59세,"19,576","2,685",789,777,"1,397",888,579,"3,726",996,"2,777","2,359","2,603"
2020년06월_남_60~69세,"13,823","2,099",745,755,"1,113","1,059",579,"2,163",669,"1,751","1,145","1,745"
2020년06월_남_70~79세,"7,413","1,016",339,354,516,637,316,"1,490",350,801,684,910
2020년06월_남_80~89세,"2,551",379,118,138,201,231,128,440,124,265,317,210
2020년06월_남_90~99세,231,30,15,14,17,30,7,41,13,18,32,14
2020년06월_남_100세 이상,10,0,0,2,0,3,1,0,2,0,2,0
2020년06월_여_총인구수,"111,258","13,178","2,658","3,121","5,583","5,052","2,620","25,669","4,660","13,396","14,006","21,315"
2020년06월_여_연령구간인구수,"111,258","13,178","2,658","3,121","5,583","5,052","2,620","25,669","4,660","13,396","14,006","21,315"
2020년06월_여_0~9세,"9,680",769,72,198,330,236,102,"2,534",323,957,"1,196","2,963"
2020년06월_여_10~19세,"11,681","1,263",155,189,423,253,126,"3,543",380,"1,328","1,802","2,219"
2020년06월_여_20~29세,"12,479","1,523",289,303,559,449,281,"2,554",668,"1,686","1,795","2,372"
2020년06월_여_30~39세,"13,341","1,111",186,319,519,496,214,"2,948",529,"1,372","1,528","4,119"
2020년06월_여_40~49세,"18,915","1,968",264,316,755,540,270,"5,318",670,"2,156","2,681","3,977"
2020년06월_여_50~59세,"17,759","2,516",536,532,"1,131",887,530,"3,441",827,"2,664","2,228","2,467"
2020년06월_여_60~69세,"13,741","2,028",580,606,929,"1,087",493,"2,711",637,"1,680","1,195","1,795"
2020년06월_여_70~79세,"8,634","1,233",326,360,569,644,367,"1,787",389,"1,027","1,002",930
2020년06월_여_80~89세,"4,242",647,208,235,316,356,200,713,201,452,519,395
2020년06월_여_90~99세,730,115,39,58,47,101,33,113,26,67,59,72
2020년06월_여_100세 이상,56,5,3,5,5,3,4,7,10,7,1,6
2020년07월_계_총인구수,"227,972","26,467","6,078","7,114","12,069","10,363","5,439","50,200","9,837","27,092","27,568","45,745"
2020년07월_계_연령구간인구수,"227,972","26,467","6,078","7,114","12,069","10,363","5,439","50,200","9,837","27,092","27,568","45,745"
2020년07월_계_0~9세,"20,066","1,475",156,392,661,512,211,"5,145",645,"1,961","2,377","6,531"
2020년07월_계_10~19세,"24,081","2,599",337,417,909,550,283,"7,119",758,"2,747","3,677","4,685"
2020년07월_계_20~29세,"27,045","3,286",707,836,"1,313","1,073",593,"5,201","1,608","3,533","3,719","5,176"
2020년07월_계_30~39세,"28,027","2,380",493,811,"1,192","1,105",471,"5,618","1,181","2,883","2,982","8,911"
2020년07월_계_40~49세,"39,252","3,961",697,811,"1,756","1,184",639,"10,459","1,396","4,436","5,237","8,676"
2020년07월_계_50~59세,"37,638","5,196","1,322","1,314","2,520","1,777","1,104","7,144","1,824","5,431","4,582","5,424"
2020년07월_계_60~69세,"27,859","4,124","1,327","1,363","2,052","2,149","1,077","4,917","1,305","3,452","2,373","3,720"
2020년07월_계_70~79세,"16,132","2,253",661,717,"1,078","1,287",686,"3,278",745,"1,837","1,687","1,903"
2020년07월_계_80~89세,"6,830","1,040",323,371,517,590,330,"1,154",322,721,839,623
2020년07월_계_90~99세,972,146,52,75,66,129,40,158,40,84,92,90
2020년07월_계_100세 이상,70,7,3,7,5,7,5,7,13,7,3,6
2020년07월_남_총인구수,"115,695","13,355","3,440","3,976","6,519","5,309","2,834","24,597","5,195","13,739","13,652","23,079"
2020년07월_남_연령구간인구수,"115,695","13,355","3,440","3,976","6,519","5,309","2,834","24,597","5,195","13,739","13,652","23,079"
2020년07월_남_0~9세,"10,225",718,87,189,340,276,110,"2,634",327,"1,006","1,206","3,332"
2020년07월_남_10~19세,"12,329","1,348",183,220,486,300,156,"3,591",386,"1,427","1,896","2,336"
2020년07월_남_20~29세,"14,484","1,774",418,536,758,632,319,"2,636",940,"1,859","1,952","2,660"
2020년07월_남_30~39세,"14,477","1,282",313,495,681,611,259,"2,679",654,"1,529","1,458","4,516"
2020년07월_남_40~49세,"20,218","2,016",429,492,"1,005",643,372,"5,177",734,"2,292","2,601","4,457"
2020년07월_남_50~59세,"19,727","2,690",797,779,"1,399",888,578,"3,719",999,"2,776","2,334","2,768"
2020년07월_남_60~69세,"13,950","2,089",743,753,"1,116","1,060",585,"2,181",666,"1,754","1,168","1,835"
2020년07월_남_70~79세,"7,457","1,024",336,357,516,633,319,"1,494",349,807,681,941
2020년07월_남_80~89세,"2,581",381,119,138,201,232,128,444,125,271,322,220
2020년07월_남_90~99세,236,33,15,15,17,30,7,42,13,18,32,14
2020년07월_남_100세 이상,11,0,0,2,0,4,1,0,2,0,2,0
2020년07월_여_총인구수,"112,277","13,112","2,638","3,138","5,550","5,054","2,605","25,603","4,642","13,353","13,916","22,666"
2020년07월_여_연령구간인구수,"112,277","13,112","2,638","3,138","5,550","5,054","2,605","25,603","4,642","13,353","13,916","22,666"
2020년07월_여_0~9세,"9,841",757,69,203,321,236,101,"2,511",318,955,"1,171","3,199"
2020년07월_여_10~19세,"11,752","1,251",154,197,423,250,127,"3,528",372,"1,320","1,781","2,349"
2020년07월_여_20~29세,"12,561","1,512",289,300,555,441,274,"2,565",668,"1,674","1,767","2,516"
2020년07월_여_30~39세,"13,550","1,098",180,316,511,494,212,"2,939",527,"1,354","1,524","4,395"
2020년07월_여_40~49세,"19,034","1,945",268,319,751,541,267,"5,282",662,"2,144","2,636","4,219"
2020년07월_여_50~59세,"17,911","2,506",525,535,"1,121",889,526,"3,425",825,"2,655","2,248","2,656"
2020년07월_여_60~69세,"13,909","2,035",584,610,936,"1,089",492,"2,736",639,"1,698","1,205","1,885"
2020년07월_여_70~79세,"8,675","1,229",325,360,562,654,367,"1,784",396,"1,030","1,006",962
2020년07월_여_80~89세,"4,249",659,204,233,316,358,202,710,197,450,517,403
2020년07월_여_90~99세,736,113,37,60,49,99,33,116,27,66,60,76
2020년07월_여_100세 이상,59,7,3,5,5,3,4,7,11,7,1,6
2020년08월_계_총인구수,"229,052","26,443","6,096","7,090","12,035","10,360","5,426","50,196","9,829","27,101","27,533","46,943"
2020년08월_계_연령구간인구수,"229,052","26,443","6,096","7,090","12,035","10,360","5,426","50,196","9,829","27,101","27,533","46,943"
2020년08월_계_0~9세,"20,127","1,456",159,394,650,505,211,"5,064",651,"1,955","2,351","6,731"
2020년08월_계_10~19세,"24,167","2,581",345,408,908,550,283,"7,117",756,"2,729","3,649","4,841"
2020년08월_계_20~29세,"27,138","3,284",704,831,"1,303","1,070",592,"5,252","1,586","3,533","3,729","5,254"
2020년08월_계_30~39세,"28,147","2,344",492,811,"1,180","1,089",462,"5,570","1,180","2,870","2,985","9,164"
2020년08월_계_40~49세,"39,411","3,957",696,803,"1,746","1,180",638,"10,428","1,395","4,429","5,204","8,935"
2020년08월_계_50~59세,"37,802","5,199","1,319","1,303","2,507","1,780","1,107","7,188","1,822","5,445","4,596","5,536"
2020년08월_계_60~69세,"28,113","4,159","1,336","1,370","2,071","2,153","1,080","4,940","1,319","3,484","2,386","3,815"
2020년08월_계_70~79세,"16,192","2,257",666,719,"1,082","1,285",676,"3,303",743,"1,839","1,686","1,936"
2020년08월_계_80~89세,"6,884","1,050",319,371,514,607,330,"1,165",327,722,848,631
2020년08월_계_90~99세,999,149,57,74,69,134,42,160,37,88,95,94
2020년08월_계_100세 이상,72,7,3,6,5,7,5,9,13,7,4,6
2020년08월_남_총인구수,"116,194","13,347","3,445","3,957","6,503","5,308","2,826","24,574","5,185","13,744","13,636","23,669"
2020년08월_남_연령구간인구수,"116,194","13,347","3,445","3,957","6,503","5,308","2,826","24,574","5,185","13,744","13,636","23,669"
2020년08월_남_0~9세,"10,246",712,87,188,335,273,107,"2,583",336,"1,005","1,195","3,425"
2020년08월_남_10~19세,"12,341","1,327",187,211,492,299,157,"3,590",381,"1,414","1,879","2,404"
2020년08월_남_20~29세,"14,534","1,780",416,536,748,631,320,"2,658",929,"1,866","1,962","2,688"
2020년08월_남_30~39세,"14,535","1,259",310,493,671,607,253,"2,669",648,"1,523","1,465","4,637"
2020년08월_남_40~49세,"20,305","2,019",431,489,"1,004",633,369,"5,154",732,"2,284","2,584","4,606"
2020년08월_남_50~59세,"19,803","2,695",797,768,"1,393",890,581,"3,742",995,"2,778","2,341","2,823"
2020년08월_남_60~69세,"14,089","2,108",746,760,"1,123","1,061",588,"2,194",675,"1,774","1,172","1,888"
2020년08월_남_70~79세,"7,484","1,031",339,359,519,636,315,"1,495",348,810,672,960
2020년08월_남_80~89세,"2,603",384,116,136,199,243,127,447,127,270,332,222
2020년08월_남_90~99세,243,32,16,15,19,31,8,42,12,20,32,16
2020년08월_남_100세 이상,11,0,0,2,0,4,1,0,2,0,2,0
2020년08월_여_총인구수,"112,858","13,096","2,651","3,133","5,532","5,052","2,600","25,622","4,644","13,357","13,897","23,274"
2020년08월_여_연령구간인구수,"112,858","13,096","2,651","3,133","5,532","5,052","2,600","25,622","4,644","13,357","13,897","23,274"
2020년08월_여_0~9세,"9,881",744,72,206,315,232,104,"2,481",315,950,"1,156","3,306"
2020년08월_여_10~19세,"11,826","1,254",158,197,416,251,126,"3,527",375,"1,315","1,770","2,437"
2020년08월_여_20~29세,"12,604","1,504",288,295,555,439,272,"2,594",657,"1,667","1,767","2,566"
2020년08월_여_30~39세,"13,612","1,085",182,318,509,482,209,"2,901",532,"1,347","1,520","4,527"
2020년08월_여_40~49세,"19,106","1,938",265,314,742,547,269,"5,274",663,"2,145","2,620","4,329"
2020년08월_여_50~59세,"17,999","2,504",522,535,"1,114",890,526,"3,446",827,"2,667","2,255","2,713"
2020년08월_여_60~69세,"14,024","2,051",590,610,948,"1,092",492,"2,746",644,"1,710","1,214","1,927"
2020년08월_여_70~79세,"8,708","1,226",327,360,563,649,361,"1,808",395,"1,029","1,014",976
2020년08월_여_80~89세,"4,281",666,203,235,315,364,203,718,200,452,516,409
2020년08월_여_90~99세,756,117,41,59,50,103,34,118,25,68,63,78
2020년08월_여_100세 이상,61,7,3,4,5,3,4,9,11,7,2,6
2020년09월_계_총인구수,"229,427","26,428","6,056","7,057","12,007","10,352","5,400","50,195","9,840","27,155","27,525","47,412"
2020년09월_계_연령구간인구수,"229,427","26,428","6,056","7,057","12,007","10,352","5,400","50,195","9,840","27,155","27,525","47,412"
2020년09월_계_0~9세,"20,097","1,452",155,391,642,499,212,"5,001",654,"1,963","2,339","6,789"
2020년09월_계_10~19세,"24,142","2,578",337,406,902,544,278,"7,104",759,"2,728","3,607","4,899"
2020년09월_계_20~29세,"27,219","3,279",696,831,"1,298","1,074",584,"5,307","1,582","3,540","3,760","5,268"
2020년09월_계_30~39세,"28,152","2,339",477,791,"1,177","1,083",467,"5,521","1,187","2,871","2,982","9,257"
2020년09월_계_40~49세,"39,389","3,932",688,792,"1,727","1,167",634,"10,411","1,394","4,436","5,166","9,042"
2020년09월_계_50~59세,"37,872","5,202","1,309","1,294","2,493","1,768","1,090","7,233","1,818","5,439","4,635","5,591"
2020년09월_계_60~69세,"28,366","4,177","1,340","1,388","2,104","2,176","1,082","4,965","1,325","3,526","2,415","3,868"
2020년09월_계_70~79세,"16,190","2,247",672,715,"1,081","1,284",671,"3,308",742,"1,837","1,673","1,960"
2020년09월_계_80~89세,"6,919","1,067",323,370,504,612,331,"1,181",327,719,853,632
2020년09월_계_90~99세,"1,009",147,56,73,74,138,47,155,39,89,92,99
2020년09월_계_100세 이상,72,8,3,6,5,7,4,9,13,7,3,7
2020년09월_남_총인구수,"116,428","13,341","3,427","3,944","6,491","5,306","2,813","24,579","5,178","13,778","13,652","23,919"
2020년09월_남_연령구간인구수,"116,428","13,341","3,427","3,944","6,491","5,306","2,813","24,579","5,178","13,778","13,652","23,919"
2020년09월_남_0~9세,"10,249",712,83,189,330,270,108,"2,552",334,"1,012","1,198","3,461"
2020년09월_남_10~19세,"12,304","1,322",181,205,485,298,154,"3,579",382,"1,412","1,864","2,422"
2020년09월_남_20~29세,"14,602","1,790",413,539,748,635,313,"2,692",923,"1,872","1,971","2,706"
2020년09월_남_30~39세,"14,535","1,258",302,480,669,597,258,"2,650",652,"1,521","1,463","4,685"
2020년09월_남_40~49세,"20,287","2,005",427,481,992,625,370,"5,140",734,"2,289","2,562","4,662"
2020년09월_남_50~59세,"19,836","2,698",790,765,"1,381",881,570,"3,775",987,"2,774","2,362","2,853"
2020년09월_남_60~69세,"14,224","2,109",753,773,"1,146","1,075",592,"2,198",679,"1,795","1,191","1,913"
2020년09월_남_70~79세,"7,507","1,027",343,356,523,641,312,"1,495",348,811,674,977
2020년09월_남_80~89세,"2,628",388,120,138,196,248,127,457,125,272,333,224
2020년09월_남_90~99세,245,32,15,16,21,32,8,41,12,20,32,16
2020년09월_남_100세 이상,11,0,0,2,0,4,1,0,2,0,2,0
