카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년01월_남_30~39세,"3,620,786","753,695","221,449","157,557","216,207","97,503","103,379","83,874","29,982","986,198","88,879","105,134","149,019","101,416","102,155","162,265","219,187","42,887"
2020년01월_남_40~49세,"4,263,630","774,242","260,408","193,857","250,389","121,400","121,041","96,761","33,502","1,165,205","117,686","126,507","175,334","141,872","142,184","204,347","280,337","58,558"
2020년01월_남_50~59세,"4,367,950","754,650","281,696","209,886","258,261","115,774","121,251","107,834","22,062","1,116,749","138,299","140,777","179,360","156,378","169,291","239,799","298,103","57,780"
2020년01월_남_60~69세,"3,102,402","565,091","241,982","147,776","169,693","73,505","82,394","68,504","13,626","700,122","111,518","104,145","130,566","120,213","129,551","191,877","214,869","36,970"
2020년01월_남_70~79세,"1,613,721","313,217","128,051","74,170","77,745","40,150","39,775","26,868","6,151","334,417","60,610","53,219","74,953","72,087","82,864","104,680","104,657","20,107"
2020년01월_남_80~89세,"570,616","100,290","38,366","25,644","25,007","13,070","13,834","6,884","2,264","117,354","23,692","21,406","34,011","29,557","32,712","42,408","36,646","7,471"
2020년01월_남_90~99세,"53,338","10,504","3,139","1,928","2,542","1,172","1,250",480,242,"11,577","2,386","1,922","3,108","2,851","2,976","3,620","3,095",546
2020년01월_남_100세 이상,"4,898","1,624",392,158,240,50,81,30,10,"1,050",252,151,200,165,117,198,146,34
2020년01월_여_총인구수,"25,984,646","4,988,421","1,737,617","1,232,101","1,474,370","735,757","737,893","557,804","171,599","6,585,058","765,674","789,262","1,040,903","913,917","928,750","1,322,162","1,669,840","333,518"
2020년01월_여_연령구간인구수,"25,984,646","4,988,421","1,737,617","1,232,101","1,474,370","735,757","737,893","557,804","171,599","6,585,058","765,674","789,262","1,040,903","913,917","928,750","1,322,162","1,669,840","333,518"
2020년01월_여_0~9세,"2,020,114","321,260","117,935","91,330","117,353","61,223","58,906","50,404","23,128","575,537","53,232","62,984","88,161","66,291","67,787","96,453","137,989","30,141"
2020년01월_여_10~19세,"2,381,294","396,729","135,915","112,302","137,024","78,556","73,440","54,984","20,103","655,664","68,351","73,583","99,758","87,554","83,669","111,022","158,372","34,268"
2020년01월_여_20~29세,"3,228,589","744,368","207,471","149,549","194,527","99,387","100,720","65,432","18,034","840,261","79,532","88,974","110,461","98,597","91,072","128,417","173,023","38,764"
2020년01월_여_30~39세,"3,424,334","753,432","212,087","147,201","202,859","94,622","96,330","75,006","31,465","933,887","81,304","94,188","128,904","95,524","91,910","142,701","201,395","41,519"
2020년01월_여_40~49세,"4,125,651","788,263","257,418","198,984","239,989","123,141","121,424","93,993","31,607","1,128,903","110,468","117,344","153,532","132,477","123,194","186,956","263,465","54,493"
2020년01월_여_50~59세,"4,299,021","785,090","300,270","218,682","258,017","118,059","122,501","103,489","20,603","1,084,911","131,882","133,248","161,792","147,109","148,165","224,956","287,059","53,188"
2020년01월_여_60~69세,"3,241,882","629,763","267,134","162,030","172,122","80,703","86,736","66,972","13,841","710,062","112,984","104,300","131,855","123,487","128,759","195,898","217,415","37,821"
2020년01월_여_70~79세,"1,993,383","373,868","156,936","96,595","94,102","50,785","48,227","30,380","7,407","405,992","75,218","65,919","92,163","93,150","109,370","133,580","135,221","24,470"
2020년01월_여_80~89세,"1,073,832","161,432","69,951","48,100","48,772","24,665","25,142","14,529","4,540","210,268","44,146","41,699","63,374","59,300","72,351","87,640","82,557","15,366"
2020년01월_여_90~99세,"181,063","29,515","11,096","6,798","8,945","4,266","4,214","2,487",826,"36,658","8,014","6,635","10,220","9,786","11,784","13,797","12,769","3,253"
2020년01월_여_100세 이상,"15,483","4,701","1,404",530,660,350,253,128,45,"2,915",543,388,683,642,689,742,575,235
2020년02월_계_총인구수,"51,844,627","9,736,962","3,410,925","2,432,883","2,954,955","1,456,121","1,473,125","1,145,710","343,788","13,265,377","1,539,521","1,598,599","2,120,995","1,815,112","1,861,894","2,658,956","3,358,828","670,876"
2020년02월_계_연령구간인구수,"51,844,627","9,736,962","3,410,925","2,432,883","2,954,955","1,456,121","1,473,125","1,145,710","343,788","13,265,377","1,539,521","1,598,599","2,120,995","1,815,112","1,861,894","2,658,956","3,358,828","670,876"
2020년02월_계_0~9세,"4,134,824","658,355","241,624","186,623","239,941","125,396","120,476","103,399","47,454","1,178,548","108,694","128,290","179,808","135,297","137,868","198,214","282,751","62,086"
2020년02월_계_10~19세,"4,920,794","813,563","281,120","234,528","281,097","162,728","151,861","115,623","40,574","1,347,854","141,975","153,119","206,578","180,675","172,888","233,506","331,566","71,539"
2020년02월_계_20~29세,"6,786,097","1,455,903","434,692","321,487","405,835","207,554","212,143","147,745","36,273","1,769,080","179,813","198,910","243,748","212,339","202,760","291,097","384,750","81,968"
2020년02월_계_30~39세,"7,026,850","1,505,729","431,911","303,397","417,708","191,432","199,106","158,271","61,442","1,917,785","169,694","198,768","276,553","195,971","193,083","303,472","418,383","84,145"
2020년02월_계_40~49세,"8,397,417","1,563,968","518,321","391,997","490,716","244,903","242,381","190,698","65,714","2,299,179","227,950","243,982","329,789","274,471","265,366","390,995","543,911","113,076"
2020년02월_계_50~59세,"8,666,798","1,539,385","580,966","428,622","515,758","234,048","243,526","211,255","42,907","2,205,106","269,666","273,857","340,568","303,074","317,226","464,427","585,186","111,221"
2020년02월_계_60~69세,"6,385,073","1,200,518","511,174","311,274","344,843","155,056","170,291","136,520","27,813","1,422,638","226,444","209,926","264,305","244,901","259,385","389,498","435,315","75,172"
2020년02월_계_70~79세,"3,612,980","688,818","285,602","171,217","172,269","91,020","88,289","57,438","13,609","742,296","135,668","119,037","167,339","165,445","191,719","238,482","240,111","44,621"
2020년02월_계_80~89세,"1,656,304","263,939","109,312","74,227","74,306","38,050","39,190","21,610","6,863","330,231","68,321","63,513","97,941","89,352","105,793","130,716","119,977","22,963"
2020년02월_계_90~99세,"236,899","40,404","14,396","8,817","11,574","5,529","5,523","2,991","1,084","48,650","10,493","8,656","13,481","12,770","14,984","17,589","16,139","3,819"
2020년02월_계_100세 이상,"20,591","6,380","1,807",694,908,405,339,160,55,"4,010",803,541,885,817,822,960,739,266
2020년02월_남_총인구수,"25,860,491","4,745,133","1,673,266","1,202,364","1,481,133","720,686","735,791","588,626","171,403","6,672,706","774,358","809,805","1,081,153","902,365","934,900","1,338,907","1,690,600","337,295"
2020년02월_남_연령구간인구수,"25,860,491","4,745,133","1,673,266","1,202,364","1,481,133","720,686","735,791","588,626","171,403","6,672,706","774,358","809,805","1,081,153","902,365","934,900","1,338,907","1,690,600","337,295"
2020년02월_남_0~9세,"2,121,276","338,085","123,987","95,689","123,156","64,441","61,932","53,190","24,284","603,777","55,664","65,526","92,163","69,401","70,370","102,185","145,523","31,903"
2020년02월_남_10~19세,"2,548,669","417,723","145,587","122,869","144,682","84,584","78,689","61,034","20,355","694,030","74,087","79,845","107,267","93,659","89,867","123,159","173,808","37,424"
2020년02월_남_20~29세,"3,566,210","711,372","227,372","172,608","211,891","108,342","111,597","82,723","18,347","930,000","100,658","110,377","134,033","114,347","112,492","163,777","212,885","43,389"
2020년02월_남_30~39세,"3,613,439","753,110","220,696","156,980","215,666","97,291","103,296","83,639","29,923","985,563","88,713","104,946","148,441","100,972","101,654","161,599","218,253","42,697"
2020년02월_남_40~49세,"4,267,738","775,014","260,736","193,446","250,529","121,575","120,944","96,746","33,778","1,167,869","117,543","126,554","175,745","141,899","142,204","204,213","280,402","58,541"
2020년02월_남_50~59세,"4,368,908","754,816","281,287","209,933","258,011","115,911","121,171","107,786","22,191","1,118,496","138,104","140,698","179,212","156,239","169,281","239,749","298,134","57,889"
2020년02월_남_60~69세,"3,121,885","567,502","242,854","148,428","171,118","73,842","82,946","69,028","13,798","706,269","112,474","104,938","131,499","120,763","130,096","192,745","216,382","37,203"
2020년02월_남_70~79세,"1,617,877","314,041","128,371","74,464","78,036","40,255","39,928","26,988","6,184","335,460","60,545","53,233","75,193","72,364","82,793","104,923","104,964","20,135"
2020년02월_남_80~89세,"575,717","101,239","38,821","25,843","25,252","13,188","13,951","6,977","2,287","118,498","23,927","21,590","34,252","29,695","33,003","42,709","36,955","7,530"
2020년02월_남_90~99세,"53,803","10,586","3,158","1,944","2,548","1,206","1,257",484,246,"11,672","2,388","1,945","3,147","2,861","3,021","3,647","3,143",550
2020년02월_남_100세 이상,"4,969","1,645",397,160,244,51,80,31,10,"1,072",255,153,201,165,119,201,151,34
2020년02월_여_총인구수,"25,984,136","4,991,829","1,737,659","1,230,519","1,473,822","735,435","737,334","557,084","172,385","6,592,671","765,163","788,794","1,039,842","912,747","926,994","1,320,049","1,668,228","333,581"
2020년02월_여_연령구간인구수,"25,984,136","4,991,829","1,737,659","1,230,519","1,473,822","735,435","737,334","557,084","172,385","6,592,671","765,163","788,794","1,039,842","912,747","926,994","1,320,049","1,668,228","333,581"
2020년02월_여_0~9세,"2,013,548","320,270","117,637","90,934","116,785","60,955","58,544","50,209","23,170","574,771","53,030","62,764","87,645","65,896","67,498","96,029","137,228","30,183"
2020년02월_여_10~19세,"2,372,125","395,840","135,533","111,659","136,415","78,144","73,172","54,589","20,219","653,824","67,888","73,274","99,311","87,016","83,021","110,347","157,758","34,115"
2020년02월_여_20~29세,"3,219,887","744,531","207,320","148,879","193,944","99,212","100,546","65,022","17,926","839,080","79,155","88,533","109,715","97,992","90,268","127,320","171,865","38,579"
2020년02월_여_30~39세,"3,413,411","752,619","211,215","146,417","202,042","94,141","95,810","74,632","31,519","932,222","80,981","93,822","128,112","94,999","91,429","141,873","200,130","41,448"
2020년02월_여_40~49세,"4,129,679","788,954","257,585","198,551","240,187","123,328","121,437","93,952","31,936","1,131,310","110,407","117,428","154,044","132,572","123,162","186,782","263,509","54,535"
2020년02월_여_50~59세,"4,297,890","784,569","299,679","218,689","257,747","118,137","122,355","103,469","20,716","1,086,610","131,562","133,159","161,356","146,835","147,945","224,678","287,052","53,332"
2020년02월_여_60~69세,"3,263,188","633,016","268,320","162,846","173,725","81,214","87,345","67,492","14,015","716,369","113,970","104,988","132,806","124,138","129,289","196,753","218,933","37,969"
2020년02월_여_70~79세,"1,995,103","374,777","157,231","96,753","94,233","50,765","48,361","30,450","7,425","406,836","75,123","65,804","92,146","93,081","108,926","133,559","135,147","24,486"
2020년02월_여_80~89세,"1,080,587","162,700","70,491","48,384","49,054","24,862","25,239","14,633","4,576","211,733","44,394","41,923","63,689","59,657","72,790","88,007","83,022","15,433"
2020년02월_여_90~99세,"183,096","29,818","11,238","6,873","9,026","4,323","4,266","2,507",838,"36,978","8,105","6,711","10,334","9,909","11,963","13,942","12,996","3,269"
2020년02월_여_100세 이상,"15,622","4,735","1,410",534,664,354,259,129,45,"2,938",548,388,684,652,703,759,588,232
2020년03월_계_총인구수,"51,843,195","9,733,655","3,409,932","2,433,568","2,952,689","1,455,705","1,471,858","1,144,563","344,792","13,288,975","1,538,577","1,597,639","2,119,749","1,812,936","1,859,290","2,653,418","3,355,341","670,508"
2020년03월_계_연령구간인구수,"51,843,195","9,733,655","3,409,932","2,433,568","2,952,689","1,455,705","1,471,858","1,144,563","344,792","13,288,975","1,538,577","1,597,639","2,119,749","1,812,936","1,859,290","2,653,418","3,355,341","670,508"
2020년03월_계_0~9세,"4,119,475","655,134","240,857","185,945","238,763","124,957","119,952","102,979","47,449","1,175,669","108,429","127,815","179,194","134,584","137,229","197,251","281,435","61,833"
2020년03월_계_10~19세,"4,902,009","810,349","279,909","233,311","279,780","162,130","151,192","115,019","40,751","1,344,847","141,217","152,506","205,897","179,656","171,854","232,058","330,223","71,310"
2020년03월_계_20~29세,"6,799,238","1,461,212","435,280","322,594","405,826","207,787","212,258","147,434","36,373","1,779,533","179,347","198,733","243,505","212,222","202,245","289,348","383,661","81,880"
2020년03월_계_30~39세,"7,006,749","1,501,662","430,494","302,617","416,119","190,641","198,404","157,548","61,396","1,916,550","169,113","198,047","275,275","194,883","192,216","301,627","416,280","83,877"
2020년03월_계_40~49세,"8,375,429","1,558,128","516,889","390,628","489,213","244,621","241,550","190,195","65,983","2,296,447","227,123","243,255","329,148","273,525","264,233","389,278","542,296","112,917"
2020년03월_계_50~59세,"8,662,400","1,537,114","579,584","428,955","515,257","234,045","242,974","211,169","43,132","2,208,632","269,104","273,598","340,052","302,523","316,811","463,397","584,730","111,323"
2020년03월_계_60~69세,"6,426,006","1,205,699","513,485","313,213","347,493","156,074","171,435","137,496","28,002","1,435,865","228,447","211,370","265,905","246,072","260,605","391,301","438,001","75,543"
2020년03월_계_70~79세,"3,623,899","691,028","286,808","171,945","172,868","91,156","88,762","57,704","13,660","745,509","135,644","119,143","167,821","165,942","191,356","238,953","240,945","44,655"
2020년03월_계_80~89세,"1,667,665","266,097","110,254","74,745","74,768","38,293","39,389","21,847","6,894","332,678","68,707","63,866","98,464","89,805","106,614","131,466","120,699","23,079"
2020년03월_계_90~99세,"239,567","40,809","14,551","8,915","11,685","5,591","5,603","3,013","1,095","49,185","10,637","8,762","13,598","12,902","15,298","17,787","16,317","3,819"
2020년03월_계_100세 이상,"20,758","6,423","1,821",700,917,410,339,159,57,"4,060",809,544,890,822,829,952,754,272
2020년03월_남_총인구수,"25,858,743","4,742,217","1,672,252","1,202,273","1,479,839","720,460","735,179","588,127","171,951","6,684,759","773,983","809,369","1,080,705","901,252","933,896","1,336,289","1,689,137","337,055"
2020년03월_남_연령구간인구수,"25,858,743","4,742,217","1,672,252","1,202,273","1,479,839","720,460","735,179","588,127","171,951","6,684,759","773,983","809,369","1,080,705","901,252","933,896","1,336,289","1,689,137","337,055"
2020년03월_남_0~9세,"2,113,237","336,469","123,551","95,296","122,481","64,161","61,669","52,987","24,286","602,356","55,523","65,263","91,813","68,995","70,031","101,707","144,866","31,783"
2020년03월_남_10~19세,"2,538,510","415,728","144,939","122,210","143,995","84,260","78,321","60,699","20,459","692,468","73,634","79,495","106,905","93,186","89,391","122,401","173,123","37,296"
2020년03월_남_20~29세,"3,573,013","713,226","227,531","173,167","211,904","108,487","111,676","82,604","18,401","935,532","100,504","110,343","134,042","114,357","112,355","163,001","212,541","43,342"
2020년03월_남_30~39세,"3,604,008","751,137","219,981","156,595","214,926","96,986","103,050","83,321","29,894","985,199","88,434","104,568","147,824","100,439","101,265","160,653","217,165","42,571"
2020년03월_남_40~49세,"4,256,517","772,140","259,940","192,730","249,847","121,414","120,473","96,603","33,901","1,166,402","117,128","126,152","175,424","141,379","141,576","203,326","279,663","58,419"
2020년03월_남_50~59세,"4,367,750","754,079","280,755","210,058","257,735","115,943","120,926","107,694","22,328","1,120,166","137,929","140,625","178,984","156,052","169,211","239,321","298,005","57,939"
2020년03월_남_60~69세,"3,141,575","569,745","243,739","149,247","172,319","74,336","83,465","69,465","13,894","713,028","113,466","105,743","132,385","121,274","130,720","193,638","217,712","37,399"
2020년03월_남_70~79세,"1,624,362","315,112","129,019","74,791","78,381","40,300","40,192","27,172","6,216","337,194","60,595","53,330","75,519","72,676","82,837","105,389","105,500","20,139"
2020년03월_남_80~89세,"580,471","102,246","39,216","26,053","25,441","13,315","14,046","7,063","2,312","119,555","24,097","21,724","34,420","29,843","33,335","42,963","37,254","7,588"
2020년03월_남_90~99세,"54,276","10,672","3,179","1,962","2,565","1,206","1,281",488,250,"11,770","2,419","1,974","3,184","2,884","3,057","3,687","3,155",543
2020년03월_남_100세 이상,"5,024","1,663",402,164,245,52,80,31,10,"1,089",254,152,205,167,118,203,153,36
2020년03월_여_총인구수,"25,984,452","4,991,438","1,737,680","1,231,295","1,472,850","735,245","736,679","556,436","172,841","6,604,216","764,594","788,270","1,039,044","911,684","925,394","1,317,129","1,666,204","333,453"
2020년03월_여_연령구간인구수,"25,984,452","4,991,438","1,737,680","1,231,295","1,472,850","735,245","736,679","556,436","172,841","6,604,216","764,594","788,270","1,039,044","911,684","925,394","1,317,129","1,666,204","333,453"
2020년03월_여_0~9세,"2,006,238","318,665","117,306","90,649","116,282","60,796","58,283","49,992","23,163","573,313","52,906","62,552","87,381","65,589","67,198","95,544","136,569","30,050"
2020년03월_여_10~19세,"2,363,499","394,621","134,970","111,101","135,785","77,870","72,871","54,320","20,292","652,379","67,583","73,011","98,992","86,470","82,463","109,657","157,100","34,014"
2020년03월_여_20~29세,"3,226,225","747,986","207,749","149,427","193,922","99,300","100,582","64,830","17,972","844,001","78,843","88,390","109,463","97,865","89,890","126,347","171,120","38,538"
2020년03월_여_30~39세,"3,402,741","750,525","210,513","146,022","201,193","93,655","95,354","74,227","31,502","931,351","80,679","93,479","127,451","94,444","90,951","140,974","199,115","41,306"
2020년03월_여_40~49세,"4,118,912","785,988","256,949","197,898","239,366","123,207","121,077","93,592","32,082","1,130,045","109,995","117,103","153,724","132,146","122,657","185,952","262,633","54,498"
2020년03월_여_50~59세,"4,294,650","783,035","298,829","218,897","257,522","118,102","122,048","103,475","20,804","1,088,466","131,175","132,973","161,068","146,471","147,600","224,076","286,725","53,384"
2020년03월_여_60~69세,"3,284,431","635,954","269,746","163,966","175,174","81,738","87,970","68,031","14,108","722,837","114,981","105,627","133,520","124,798","129,885","197,663","220,289","38,144"
2020년03월_여_70~79세,"1,999,537","375,916","157,789","97,154","94,487","50,856","48,570","30,532","7,444","408,315","75,049","65,813","92,302","93,266","108,519","133,564","135,445","24,516"
2020년03월_여_80~89세,"1,087,194","163,851","71,038","48,692","49,327","24,978","25,343","14,784","4,582","213,123","44,610","42,142","64,044","59,962","73,279","88,503","83,445","15,491"
2020년03월_여_90~99세,"185,291","30,137","11,372","6,953","9,120","4,385","4,322","2,525",845,"37,415","8,218","6,788","10,414","10,018","12,241","14,100","13,162","3,276"
2020년03월_여_100세 이상,"15,734","4,760","1,419",536,672,358,259,128,47,"2,971",555,392,685,655,711,749,601,236
2020년04월_계_총인구수,"51,842,524","9,726,787","3,408,347","2,431,523","2,950,972","1,456,096","1,471,650","1,144,098","345,216","13,311,254","1,537,780","1,596,613","2,118,457","1,811,619","1,857,083","2,651,054","3,353,380","670,595"
2020년04월_계_연령구간인구수,"51,842,524","9,726,787","3,408,347","2,431,523","2,950,972","1,456,096","1,471,650","1,144,098","345,216","13,311,254","1,537,780","1,596,613","2,118,457","1,811,619","1,857,083","2,651,054","3,353,380","670,595"
2020년04월_계_0~9세,"4,103,848","651,713","239,942","185,155","237,571","124,409","119,414","102,596","47,399","1,172,865","108,087","127,232","178,550","133,951","136,631","196,465","280,160","61,708"
2020년04월_계_10~19세,"4,887,408","806,853","278,986","232,363","279,083","161,641","150,689","114,667","40,875","1,342,695","140,644","151,945","205,330","178,989","171,145","231,034","329,243","71,226"
2020년04월_계_20~29세,"6,802,925","1,461,968","434,904","322,534","405,343","208,412","212,490","147,252","36,323","1,786,677","178,850","198,362","242,858","212,153","201,748","288,414","382,928","81,709"
2020년04월_계_30~39세,"6,995,799","1,499,396","429,569","301,805","415,072","190,220","198,204","157,147","61,266","1,917,619","168,852","197,615","274,391","194,215","191,361","300,333","414,972","83,762"
2020년04월_계_40~49세,"8,362,127","1,553,951","515,998","389,655","488,260","244,392","241,035","189,852","66,124","2,296,203","226,430","242,620","328,812","272,813","263,533","388,395","541,189","112,865"
2020년04월_계_50~59세,"8,661,935","1,535,950","578,463","428,427","515,034","234,352","242,915","211,109","43,283","2,212,849","268,793","273,650","339,782","302,242","316,359","463,014","584,228","111,485"
2020년04월_계_60~69세,"6,456,674","1,209,291","515,095","314,502","349,309","156,796","172,219","138,280","28,173","1,445,636","229,900","212,481","267,106","246,819","261,746","393,035","440,377","75,909"
2020년04월_계_70~79세,"3,632,966","692,568","287,942","172,311","173,536","91,258","89,106","58,029","13,673","748,404","135,561","119,208","168,298","166,423","191,003","239,231","241,728","44,687"
2020년04월_계_80~89세,"1,676,737","267,588","111,008","75,116","75,066","38,573","39,602","21,970","6,922","334,613","69,127","64,143","98,758","90,207","107,298","132,258","121,360","23,128"
2020년04월_계_90~99세,"241,192","41,039","14,604","8,956","11,777","5,631","5,635","3,035","1,121","49,584","10,721","8,804","13,676","12,982","15,428","17,921","16,435","3,843"
2020년04월_계_100세 이상,"20,913","6,470","1,836",699,921,412,341,161,57,"4,109",815,553,896,825,831,954,760,273
2020년04월_남_총인구수,"25,857,509","4,737,843","1,671,199","1,200,899","1,478,916","720,536","734,902","587,902","172,176","6,696,531","773,468","809,005","1,080,256","900,628","932,970","1,334,981","1,688,178","337,119"
2020년04월_남_연령구간인구수,"25,857,509","4,737,843","1,671,199","1,200,899","1,478,916","720,536","734,902","587,902","172,176","6,696,531","773,468","809,005","1,080,256","900,628","932,970","1,334,981","1,688,178","337,119"
2020년04월_남_0~9세,"2,104,945","334,693","123,072","94,844","121,907","63,870","61,364","52,778","24,291","600,759","55,320","65,034","91,460","68,693","69,691","101,297","144,164","31,708"
2020년04월_남_10~19세,"2,530,515","413,804","144,381","121,704","143,618","84,007","78,043","60,493","20,538","691,364","73,290","79,157","106,574","92,828","89,026","121,827","172,578","37,283"
2020년04월_남_20~29세,"3,574,813","712,883","227,296","172,940","211,612","108,720","111,701","82,510","18,359","939,653","100,309","110,190","133,830","114,373","112,233","162,635","212,272","43,297"
2020년04월_남_30~39세,"3,599,425","750,315","219,550","156,276","214,442","96,789","102,958","83,171","29,831","986,120","88,312","104,389","147,388","100,093","100,833","159,943","216,549","42,466"
2020년04월_남_40~49세,"4,249,435","769,983","259,516","192,197","249,401","121,319","120,240","96,509","33,941","1,166,235","116,680","125,793","175,268","140,939","141,216","202,841","279,024","58,333"
2020년04월_남_50~59세,"4,368,381","753,529","280,356","209,826","257,622","116,096","120,866","107,601","22,421","1,122,484","137,776","140,703","178,970","156,080","169,080","239,068","297,854","58,049"
2020년04월_남_60~69세,"3,156,334","571,487","244,338","149,778","173,159","74,659","83,844","69,833","13,984","717,779","114,230","106,334","133,052","121,621","131,307","194,473","218,853","37,603"
2020년04월_남_70~79세,"1,629,738","315,825","129,583","75,012","78,726","40,386","40,393","27,354","6,226","338,743","60,601","53,434","75,798","72,933","82,819","105,727","106,000","20,178"
2020년04월_남_80~89세,"584,276","102,912","39,523","26,189","25,606","13,425","14,118","7,124","2,316","120,460","24,252","21,835","34,507","29,991","33,568","43,262","37,566","7,622"
2020년04월_남_90~99세,"54,585","10,734","3,178","1,970","2,577","1,211","1,296",498,259,"11,835","2,444","1,981","3,204","2,908","3,079","3,703","3,164",544
2020년04월_남_100세 이상,"5,062","1,678",406,163,246,54,79,31,10,"1,099",254,155,205,169,118,205,154,36
2020년04월_여_총인구수,"25,985,015","4,988,944","1,737,148","1,230,624","1,472,056","735,560","736,748","556,196","173,040","6,614,723","764,312","787,608","1,038,201","910,991","924,113","1,316,073","1,665,202","333,476"
2020년04월_여_연령구간인구수,"25,985,015","4,988,944","1,737,148","1,230,624","1,472,056","735,560","736,748","556,196","173,040","6,614,723","764,312","787,608","1,038,201","910,991","924,113","1,316,073","1,665,202","333,476"
2020년04월_여_0~9세,"1,998,903","317,020","116,870","90,311","115,664","60,539","58,050","49,818","23,108","572,106","52,767","62,198","87,090","65,258","66,940","95,168","135,996","30,000"
2020년04월_여_10~19세,"2,356,893","393,049","134,605","110,659","135,465","77,634","72,646","54,174","20,337","651,331","67,354","72,788","98,756","86,161","82,119","109,207","156,665","33,943"
2020년04월_여_20~29세,"3,228,112","749,085","207,608","149,594","193,731","99,692","100,789","64,742","17,964","847,024","78,541","88,172","109,028","97,780","89,515","125,779","170,656","38,412"
2020년04월_여_30~39세,"3,396,374","749,081","210,019","145,529","200,630","93,431","95,246","73,976","31,435","931,499","80,540","93,226","127,003","94,122","90,528","140,390","198,423","41,296"
2020년04월_여_40~49세,"4,112,692","783,968","256,482","197,458","238,859","123,073","120,795","93,343","32,183","1,129,968","109,750","116,827","153,544","131,874","122,317","185,554","262,165","54,532"
2020년04월_여_50~59세,"4,293,554","782,421","298,107","218,601","257,412","118,256","122,049","103,508","20,862","1,090,365","131,017","132,947","160,812","146,162","147,279","223,946","286,374","53,436"
