카테고리,전라북도 완주군,전라북도 완주군 삼례읍,전라북도 완주군 봉동읍,전라북도 완주군 용진읍,전라북도 완주군 상관면,전라북도 완주군 이서면,전라북도 완주군 소양면,전라북도 완주군 구이면,전라북도 완주군 고산면,전라북도 완주군 비봉면,전라북도 완주군 운주면,전라북도 완주군 화산면,전라북도 완주군 동상면,전라북도 완주군 경천면
2020년03월_남_0~9세,"3,763",358,"1,643",204,174,908,127,93,119,38,25,41,23,10
2020년03월_남_10~19세,"4,431",643,"1,772",300,204,674,198,204,177,59,42,115,21,22
2020년03월_남_20~29세,"4,989",923,"1,488",423,233,726,319,294,243,74,60,129,45,32
2020년03월_남_30~39세,"5,120",687,"1,812",327,203,"1,173",265,197,202,57,58,82,27,30
2020년03월_남_40~49세,"7,610","1,150","2,591",559,353,"1,366",370,341,329,121,124,194,59,53
2020년03월_남_50~59세,"8,603","1,403","2,044",758,443,"1,147",689,678,490,194,211,303,140,103
2020년03월_남_60~69세,"6,823","1,121","1,232",599,353,764,694,641,433,199,231,297,143,116
2020년03월_남_70~79세,"4,094",651,731,374,248,413,398,346,289,153,158,190,65,78
2020년03월_남_80~89세,"1,731",309,276,153,76,148,170,140,139,69,69,107,29,46
2020년03월_남_90~99세,157,27,29,21,6,14,9,14,10,9,5,9,2,2
2020년03월_남_100세 이상,7,1,1,1,0,0,2,0,0,2,0,0,0,0
2020년03월_여_총인구수,"44,807","6,842","12,620","3,438","2,200","7,243","3,014","2,897","2,307",944,993,"1,300",518,491
2020년03월_여_연령구간인구수,"44,807","6,842","12,620","3,438","2,200","7,243","3,014","2,897","2,307",944,993,"1,300",518,491
2020년03월_여_0~9세,"3,678",377,"1,549",209,157,883,134,121,116,30,29,39,19,15
2020년03월_여_10~19세,"3,998",607,"1,596",242,195,683,144,190,117,59,26,99,21,19
2020년03월_여_20~29세,"3,999",696,"1,135",297,171,730,262,277,170,55,53,95,40,18
2020년03월_여_30~39세,"4,847",532,"1,859",290,196,"1,228",206,190,160,55,27,56,23,25
2020년03월_여_40~49세,"6,048",933,"2,095",425,318,"1,138",266,272,236,91,81,126,38,29
2020년03월_여_50~59세,"6,869","1,049","1,592",561,358,"1,050",587,573,386,139,189,180,124,81
2020년03월_여_60~69세,"6,416","1,108","1,221",606,356,710,615,535,415,177,212,247,101,113
2020년03월_여_70~79세,"4,878",828,876,459,256,486,425,391,371,162,210,230,80,104
2020년03월_여_80~89세,"3,455",610,587,301,150,298,324,291,286,137,144,185,63,79
2020년03월_여_90~99세,588,96,106,42,39,35,49,52,50,39,22,42,9,7
2020년03월_여_100세 이상,31,6,4,6,4,2,2,5,0,0,0,1,0,1
2020년04월_계_총인구수,"91,976","14,108","26,142","7,156","4,486","14,572","6,234","5,817","4,744","1,924","1,967","2,767","1,076",983
2020년04월_계_연령구간인구수,"91,976","14,108","26,142","7,156","4,486","14,572","6,234","5,817","4,744","1,924","1,967","2,767","1,076",983
2020년04월_계_0~9세,"7,389",734,"3,165",410,327,"1,779",258,208,238,69,54,81,41,25
2020년04월_계_10~19세,"8,372","1,238","3,343",542,399,"1,357",339,381,292,119,67,214,41,40
2020년04월_계_20~29세,"8,966","1,618","2,627",718,408,"1,451",577,566,410,127,113,221,80,50
2020년04월_계_30~39세,"9,901","1,217","3,631",610,394,"2,393",459,379,371,113,84,139,56,55
2020년04월_계_40~49세,"13,627","2,086","4,668",976,670,"2,516",638,611,555,209,200,319,99,80
2020년04월_계_50~59세,"15,426","2,453","3,626","1,319",797,"2,190","1,267","1,243",875,335,397,479,262,183
2020년04월_계_60~69세,"13,304","2,230","2,464","1,217",710,"1,484","1,311","1,186",857,378,444,548,245,230
2020년04월_계_70~79세,"8,998","1,479","1,613",841,504,898,828,742,662,319,364,416,149,183
2020년04월_계_80~89세,"5,211",923,863,454,227,451,496,433,422,207,217,299,92,127
2020년04월_계_90~99세,744,123,136,63,46,51,57,63,62,46,27,50,11,9
2020년04월_계_100세 이상,38,7,6,6,4,2,4,5,0,2,0,1,0,1
2020년04월_남_총인구수,"47,244","7,253","13,576","3,712","2,289","7,340","3,235","2,936","2,430",975,981,"1,466",556,495
2020년04월_남_연령구간인구수,"47,244","7,253","13,576","3,712","2,289","7,340","3,235","2,936","2,430",975,981,"1,466",556,495
2020년04월_남_0~9세,"3,746",354,"1,642",199,174,905,125,89,120,38,25,43,22,10
2020년04월_남_10~19세,"4,393",634,"1,750",301,202,677,196,199,176,58,42,115,20,23
2020년04월_남_20~29세,"4,971",911,"1,489",420,235,724,320,294,240,73,59,129,45,32
2020년04월_남_30~39세,"5,073",688,"1,788",324,199,"1,166",261,191,206,57,57,79,27,30
2020년04월_남_40~49세,"7,598","1,153","2,586",556,353,"1,374",368,337,323,117,123,193,62,53
2020년04월_남_50~59세,"8,587","1,400","2,039",756,443,"1,150",691,673,486,196,209,302,138,104
2020년04월_남_60~69세,"6,858","1,120","1,243",601,351,769,694,648,437,203,235,298,143,116
2020년04월_남_70~79세,"4,114",656,736,381,248,409,399,349,291,154,157,189,68,77
2020년04월_남_80~89세,"1,739",309,272,152,78,151,171,143,140,68,69,109,29,48
2020년04월_남_90~99세,157,27,29,21,6,15,8,13,11,9,5,9,2,2
2020년04월_남_100세 이상,8,1,2,1,0,0,2,0,0,2,0,0,0,0
2020년04월_여_총인구수,"44,732","6,855","12,566","3,444","2,197","7,232","2,999","2,881","2,314",949,986,"1,301",520,488
2020년04월_여_연령구간인구수,"44,732","6,855","12,566","3,444","2,197","7,232","2,999","2,881","2,314",949,986,"1,301",520,488
2020년04월_여_0~9세,"3,643",380,"1,523",211,153,874,133,119,118,31,29,38,19,15
2020년04월_여_10~19세,"3,979",604,"1,593",241,197,680,143,182,116,61,25,99,21,17
2020년04월_여_20~29세,"3,995",707,"1,138",298,173,727,257,272,170,54,54,92,35,18
2020년04월_여_30~39세,"4,828",529,"1,843",286,195,"1,227",198,188,165,56,27,60,29,25
2020년04월_여_40~49세,"6,029",933,"2,082",420,317,"1,142",270,274,232,92,77,126,37,27
2020년04월_여_50~59세,"6,839","1,053","1,587",563,354,"1,040",576,570,389,139,188,177,124,79
2020년04월_여_60~69세,"6,446","1,110","1,221",616,359,715,617,538,420,175,209,250,102,114
2020년04월_여_70~79세,"4,884",823,877,460,256,489,429,393,371,165,207,227,81,106
2020년04월_여_80~89세,"3,472",614,591,302,149,300,325,290,282,139,148,190,63,79
2020년04월_여_90~99세,587,96,107,42,40,36,49,50,51,37,22,41,9,7
2020년04월_여_100세 이상,30,6,4,5,4,2,2,5,0,0,0,1,0,1
2020년05월_계_총인구수,"91,835","14,100","26,117","7,147","4,467","14,553","6,208","5,816","4,742","1,926","1,957","2,747","1,078",977
2020년05월_계_연령구간인구수,"91,835","14,100","26,117","7,147","4,467","14,553","6,208","5,816","4,742","1,926","1,957","2,747","1,078",977
2020년05월_계_0~9세,"7,326",734,"3,135",411,323,"1,768",251,202,237,67,54,80,39,25
2020년05월_계_10~19세,"8,360","1,231","3,354",544,396,"1,351",334,384,289,119,66,211,41,40
2020년05월_계_20~29세,"8,942","1,620","2,641",710,401,"1,441",575,561,406,128,110,219,80,50
2020년05월_계_30~39세,"9,819","1,209","3,579",611,394,"2,392",455,377,364,111,83,133,58,53
2020년05월_계_40~49세,"13,587","2,085","4,674",965,658,"2,520",622,608,558,208,196,315,97,81
2020년05월_계_50~59세,"15,398","2,452","3,626","1,317",796,"2,180","1,271","1,237",876,333,396,477,260,177
2020년05월_계_60~69세,"13,347","2,235","2,475","1,222",716,"1,494","1,307","1,193",854,380,444,545,250,232
2020년05월_계_70~79세,"9,037","1,481","1,624",838,501,898,834,751,672,322,364,420,148,184
2020년05월_계_80~89세,"5,222",923,862,456,232,455,495,435,425,209,215,296,94,125
2020년05월_계_90~99세,756,123,141,66,45,52,59,64,61,46,29,50,11,9
2020년05월_계_100세 이상,41,7,6,7,5,2,5,4,0,3,0,1,0,1
2020년05월_남_총인구수,"47,142","7,250","13,565","3,711","2,276","7,321","3,212","2,925","2,431",972,974,"1,456",557,492
2020년05월_남_연령구간인구수,"47,142","7,250","13,565","3,711","2,276","7,321","3,212","2,925","2,431",972,974,"1,456",557,492
2020년05월_남_0~9세,"3,715",354,"1,629",200,169,901,121,87,119,37,25,42,21,10
2020년05월_남_10~19세,"4,383",631,"1,758",299,200,675,191,198,175,59,41,114,20,22
2020년05월_남_20~29세,"4,960",917,"1,497",419,232,712,317,289,239,72,58,129,46,33
2020년05월_남_30~39세,"5,023",675,"1,760",328,198,"1,166",259,189,203,55,56,76,28,30
2020년05월_남_40~49세,"7,570","1,156","2,584",549,346,"1,376",363,332,324,117,118,192,60,53
2020년05월_남_50~59세,"8,568","1,400","2,043",754,444,"1,146",692,669,484,192,210,300,136,98
2020년05월_남_60~69세,"6,880","1,123","1,247",607,352,767,690,652,443,205,234,295,146,119
2020년05월_남_70~79세,"4,132",661,741,377,249,410,399,353,292,156,157,190,69,78
2020년05월_남_80~89세,"1,743",304,276,155,80,153,169,143,141,68,69,109,29,47
2020년05월_남_90~99세,159,27,28,22,6,15,9,13,11,9,6,9,2,2
2020년05월_남_100세 이상,9,2,2,1,0,0,2,0,0,2,0,0,0,0
2020년05월_여_총인구수,"44,693","6,850","12,552","3,436","2,191","7,232","2,996","2,891","2,311",954,983,"1,291",521,485
2020년05월_여_연령구간인구수,"44,693","6,850","12,552","3,436","2,191","7,232","2,996","2,891","2,311",954,983,"1,291",521,485
2020년05월_여_0~9세,"3,611",380,"1,506",211,154,867,130,115,118,30,29,38,18,15
2020년05월_여_10~19세,"3,977",600,"1,596",245,196,676,143,186,114,60,25,97,21,18
2020년05월_여_20~29세,"3,982",703,"1,144",291,169,729,258,272,167,56,52,90,34,17
2020년05월_여_30~39세,"4,796",534,"1,819",283,196,"1,226",196,188,161,56,27,57,30,23
2020년05월_여_40~49세,"6,017",929,"2,090",416,312,"1,144",259,276,234,91,78,123,37,28
2020년05월_여_50~59세,"6,830","1,052","1,583",563,352,"1,034",579,568,392,141,186,177,124,79
2020년05월_여_60~69세,"6,467","1,112","1,228",615,364,727,617,541,411,175,210,250,104,113
2020년05월_여_70~79세,"4,905",820,883,461,252,488,435,398,380,166,207,230,79,106
2020년05월_여_80~89세,"3,479",619,586,301,152,302,326,292,284,141,146,187,65,78
2020년05월_여_90~99세,597,96,113,44,39,37,50,51,50,37,23,41,9,7
2020년05월_여_100세 이상,32,5,4,6,5,2,3,4,0,1,0,1,0,1
2020년06월_계_총인구수,"91,841","14,104","26,081","7,189","4,486","14,505","6,204","5,845","4,753","1,924","1,950","2,747","1,081",972
2020년06월_계_연령구간인구수,"91,841","14,104","26,081","7,189","4,486","14,505","6,204","5,845","4,753","1,924","1,950","2,747","1,081",972
2020년06월_계_0~9세,"7,246",725,"3,103",414,319,"1,742",246,203,236,65,55,76,39,23
2020년06월_계_10~19세,"8,355","1,220","3,343",535,402,"1,354",336,395,285,124,64,214,41,42
2020년06월_계_20~29세,"8,960","1,628","2,637",721,399,"1,453",579,559,405,126,106,223,78,46
2020년06월_계_30~39세,"9,742","1,200","3,568",614,390,"2,354",443,374,362,111,84,132,57,53
2020년06월_계_40~49세,"13,617","2,081","4,701",962,660,"2,521",625,614,560,206,198,312,97,80
2020년06월_계_50~59세,"15,372","2,453","3,605","1,320",801,"2,171","1,263","1,234",888,333,394,475,262,173
2020년06월_계_60~69세,"13,464","2,255","2,503","1,244",721,"1,500","1,311","1,207",861,383,442,546,254,237
2020년06월_계_70~79세,"9,057","1,489","1,617",845,509,899,841,752,674,322,362,417,148,182
2020년06월_계_80~89세,"5,223",924,856,460,234,452,493,440,421,206,216,301,94,126
2020년06월_계_90~99세,760,123,142,67,45,55,61,63,60,45,29,50,11,9
2020년06월_계_100세 이상,45,6,6,7,6,4,6,4,1,3,0,1,0,1
2020년06월_남_총인구수,"47,126","7,250","13,565","3,722","2,290","7,275","3,201","2,932","2,448",971,970,"1,454",557,491
2020년06월_남_연령구간인구수,"47,126","7,250","13,565","3,722","2,290","7,275","3,201","2,932","2,448",971,970,"1,454",557,491
2020년06월_남_0~9세,"3,662",350,"1,609",198,166,886,118,87,119,36,25,39,21,8
2020년06월_남_10~19세,"4,381",623,"1,758",295,205,672,189,204,174,61,41,115,20,24
2020년06월_남_20~29세,"4,974",920,"1,508",423,230,715,319,287,241,71,55,129,44,32
2020년06월_남_30~39세,"4,981",671,"1,754",330,195,"1,147",248,189,201,56,56,78,27,29
2020년06월_남_40~49세,"7,574","1,150","2,594",544,348,"1,373",367,331,327,116,120,192,60,52
2020년06월_남_50~59세,"8,552","1,404","2,029",756,450,"1,135",690,667,494,191,209,296,136,95
2020년06월_남_60~69세,"6,953","1,139","1,267",619,354,769,689,660,450,206,232,295,149,124
2020년06월_남_70~79세,"4,139",663,738,380,254,411,402,351,291,156,156,191,69,77
2020년06월_남_80~89세,"1,740",301,276,154,82,152,168,143,139,67,71,110,29,48
2020년06월_남_90~99세,160,27,30,22,6,15,9,13,11,9,5,9,2,2
2020년06월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년06월_여_총인구수,"44,715","6,854","12,516","3,467","2,196","7,230","3,003","2,913","2,305",953,980,"1,293",524,481
2020년06월_여_연령구간인구수,"44,715","6,854","12,516","3,467","2,196","7,230","3,003","2,913","2,305",953,980,"1,293",524,481
2020년06월_여_0~9세,"3,584",375,"1,494",216,153,856,128,116,117,29,30,37,18,15
2020년06월_여_10~19세,"3,974",597,"1,585",240,197,682,147,191,111,63,23,99,21,18
2020년06월_여_20~29세,"3,986",708,"1,129",298,169,738,260,272,164,55,51,94,34,14
2020년06월_여_30~39세,"4,761",529,"1,814",284,195,"1,207",195,185,161,55,28,54,30,24
2020년06월_여_40~49세,"6,043",931,"2,107",418,312,"1,148",258,283,233,90,78,120,37,28
2020년06월_여_50~59세,"6,820","1,049","1,576",564,351,"1,036",573,567,394,142,185,179,126,78
2020년06월_여_60~69세,"6,511","1,116","1,236",625,367,731,622,547,411,177,210,251,105,113
2020년06월_여_70~79세,"4,918",826,879,465,255,488,439,401,383,166,206,226,79,105
2020년06월_여_80~89세,"3,483",623,580,306,152,300,325,297,282,139,145,191,65,78
2020년06월_여_90~99세,600,96,112,45,39,40,52,50,49,36,24,41,9,7
2020년06월_여_100세 이상,35,4,4,6,6,4,4,4,0,1,0,1,0,1
2020년07월_계_총인구수,"91,828","14,103","26,078","7,188","4,479","14,496","6,222","5,840","4,752","1,926","1,945","2,739","1,085",975
2020년07월_계_연령구간인구수,"91,828","14,103","26,078","7,188","4,479","14,496","6,222","5,840","4,752","1,926","1,945","2,739","1,085",975
2020년07월_계_0~9세,"7,213",717,"3,090",406,314,"1,738",247,199,242,66,55,77,39,23
2020년07월_계_10~19세,"8,352","1,209","3,346",534,401,"1,356",343,393,286,122,65,214,42,41
2020년07월_계_20~29세,"8,977","1,643","2,644",720,400,"1,460",573,564,401,129,104,215,79,45
2020년07월_계_30~39세,"9,675","1,209","3,540",612,377,"2,320",453,372,360,110,81,132,56,53
2020년07월_계_40~49세,"13,623","2,070","4,710",961,662,"2,535",619,614,562,200,194,316,99,81
2020년07월_계_50~59세,"15,331","2,434","3,610","1,315",802,"2,163","1,259","1,226",888,339,392,470,259,174
2020년07월_계_60~69세,"13,520","2,269","2,509","1,255",728,"1,514","1,318","1,206",851,382,447,547,259,235
2020년07월_계_70~79세,"9,094","1,496","1,624",853,505,902,842,755,678,326,361,417,149,186
2020년07월_계_80~89세,"5,231",927,856,459,239,446,501,441,421,203,218,301,92,127
2020년07월_계_90~99세,768,124,143,66,45,58,61,66,62,46,28,49,11,9
2020년07월_계_100세 이상,44,5,6,7,6,4,6,4,1,3,0,1,0,1
2020년07월_남_총인구수,"47,139","7,244","13,571","3,722","2,288","7,284","3,210","2,929","2,442",974,968,"1,448",561,498
2020년07월_남_연령구간인구수,"47,139","7,244","13,571","3,722","2,288","7,284","3,210","2,929","2,442",974,968,"1,448",561,498
2020년07월_남_0~9세,"3,630",345,"1,601",194,160,876,118,85,121,37,24,40,21,8
2020년07월_남_10~19세,"4,371",616,"1,761",295,204,674,190,200,173,60,42,114,19,23
2020년07월_남_20~29세,"4,986",921,"1,512",420,234,726,312,294,239,71,54,123,46,34
2020년07월_남_30~39세,"4,970",681,"1,747",330,188,"1,138",257,188,198,54,54,78,27,30
2020년07월_남_40~49세,"7,563","1,145","2,591",544,349,"1,371",366,329,329,113,116,196,61,53
2020년07월_남_50~59세,"8,541","1,392","2,034",752,453,"1,140",682,667,491,195,209,294,136,96
2020년07월_남_60~69세,"6,994","1,148","1,270",628,357,779,697,657,446,206,237,294,151,124
2020년07월_남_70~79세,"4,160",664,746,382,252,414,402,353,293,159,154,192,70,79
2020년07월_남_80~89세,"1,753",302,278,155,85,149,175,143,139,68,73,109,28,49
2020년07월_남_90~99세,161,28,29,21,6,17,9,13,12,9,5,8,2,2
2020년07월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년07월_여_총인구수,"44,689","6,859","12,507","3,466","2,191","7,212","3,012","2,911","2,310",952,977,"1,291",524,477
2020년07월_여_연령구간인구수,"44,689","6,859","12,507","3,466","2,191","7,212","3,012","2,911","2,310",952,977,"1,291",524,477
2020년07월_여_0~9세,"3,583",372,"1,489",212,154,862,129,114,121,29,31,37,18,15
2020년07월_여_10~19세,"3,981",593,"1,585",239,197,682,153,193,113,62,23,100,23,18
2020년07월_여_20~29세,"3,991",722,"1,132",300,166,734,261,270,162,58,50,92,33,11
2020년07월_여_30~39세,"4,705",528,"1,793",282,189,"1,182",196,184,162,56,27,54,29,23
2020년07월_여_40~49세,"6,060",925,"2,119",417,313,"1,164",253,285,233,87,78,120,38,28
2020년07월_여_50~59세,"6,790","1,042","1,576",563,349,"1,023",577,559,397,144,183,176,123,78
2020년07월_여_60~69세,"6,526","1,121","1,239",627,371,735,621,549,405,176,210,253,108,111
2020년07월_여_70~79세,"4,934",832,878,471,253,488,440,402,385,167,207,225,79,107
