카테고리,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2020년05월_남_30~39세,"2,612",316,260,699,858,145,195,137,2,0,0,0,0
2020년05월_남_40~49세,"3,128",381,220,889,"1,099",113,303,116,7,0,0,0,0
2020년05월_남_50~59세,"3,919",491,279,"1,125","1,355",133,339,188,9,0,0,0,0
2020년05월_남_60~69세,"3,131",342,235,886,"1,065",130,268,198,7,0,0,0,0
2020년05월_남_70~79세,"2,146",270,150,573,733,100,170,133,17,0,0,0,0
2020년05월_남_80~89세,774,93,75,205,247,35,75,37,7,0,0,0,0
2020년05월_남_90~99세,73,8,5,16,31,5,3,5,0,0,0,0,0
2020년05월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년05월_여_총인구수,"21,609","2,675","1,709","5,630","7,712",874,"1,911","1,038",60,0,0,0,0
2020년05월_여_연령구간인구수,"21,609","2,675","1,709","5,630","7,712",874,"1,911","1,038",60,0,0,0,0
2020년05월_여_0~9세,"1,655",224,160,413,596,75,112,75,0,0,0,0,0
2020년05월_여_10~19세,"1,881",229,126,471,760,43,178,73,1,0,0,0,0
2020년05월_여_20~29세,"2,082",273,203,513,738,109,164,80,2,0,0,0,0
2020년05월_여_30~39세,"2,163",262,216,544,765,88,186,100,2,0,0,0,0
2020년05월_여_40~49세,"2,675",322,163,770,"1,001",84,247,85,3,0,0,0,0
2020년05월_여_50~59세,"3,460",419,224,969,"1,236",112,321,173,6,0,0,0,0
2020년05월_여_60~69세,"3,339",393,243,892,"1,161",137,311,187,15,0,0,0,0
2020년05월_여_70~79세,"2,667",346,224,658,892,128,229,165,25,0,0,0,0
2020년05월_여_80~89세,"1,381",178,119,318,463,80,128,89,6,0,0,0,0
2020년05월_여_90~99세,273,27,29,76,83,16,32,10,0,0,0,0,0
2020년05월_여_100세 이상,33,2,2,6,17,2,3,1,0,0,0,0,0
2020년06월_계_총인구수,"44,987","5,483","3,647","12,110","15,533","1,993","3,873","2,236",112,0,0,0,0
2020년06월_계_연령구간인구수,"44,987","5,483","3,647","12,110","15,533","1,993","3,873","2,236",112,0,0,0,0
2020년06월_계_0~9세,"3,371",419,374,815,"1,187",156,244,176,0,0,0,0,0
2020년06월_계_10~19세,"3,889",510,256,"1,030","1,484",101,365,139,4,0,0,0,0
2020년06월_계_20~29세,"5,937",700,582,"1,663","1,834",425,446,285,2,0,0,0,0
2020년06월_계_30~39세,"4,774",583,471,"1,230","1,624",234,383,245,4,0,0,0,0
2020년06월_계_40~49세,"5,795",698,383,"1,650","2,105",197,556,196,10,0,0,0,0
2020년06월_계_50~59세,"7,348",910,500,"2,080","2,581",243,655,364,15,0,0,0,0
2020년06월_계_60~69세,"6,497",737,477,"1,778","2,246",269,579,389,22,0,0,0,0
2020년06월_계_70~79세,"4,819",615,376,"1,237","1,621",228,400,300,42,0,0,0,0
2020년06월_계_80~89세,"2,159",271,193,523,714,115,205,125,13,0,0,0,0
2020년06월_계_90~99세,352,38,33,94,115,20,36,16,0,0,0,0,0
2020년06월_계_100세 이상,46,2,2,10,22,5,4,1,0,0,0,0,0
2020년06월_남_총인구수,"23,401","2,803","1,951","6,498","7,834","1,113","1,955","1,195",52,0,0,0,0
2020년06월_남_연령구간인구수,"23,401","2,803","1,951","6,498","7,834","1,113","1,955","1,195",52,0,0,0,0
2020년06월_남_0~9세,"1,714",191,215,408,591,77,131,101,0,0,0,0,0
2020년06월_남_10~19세,"2,022",285,130,560,730,60,187,67,3,0,0,0,0
2020년06월_남_20~29세,"3,868",426,387,"1,150","1,107",312,280,206,0,0,0,0,0
2020년06월_남_30~39세,"2,612",322,257,690,854,147,200,140,2,0,0,0,0
2020년06월_남_40~49세,"3,122",377,220,887,"1,102",113,304,112,7,0,0,0,0
2020년06월_남_50~59세,"3,904",491,275,"1,115","1,355",131,337,191,9,0,0,0,0
2020년06월_남_60~69세,"3,144",339,237,885,"1,077",131,266,202,7,0,0,0,0
2020년06월_남_70~79세,"2,150",268,149,577,732,100,173,134,17,0,0,0,0
2020년06월_남_80~89세,778,95,76,205,250,35,73,37,7,0,0,0,0
2020년06월_남_90~99세,75,9,5,17,31,5,3,5,0,0,0,0,0
2020년06월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년06월_여_총인구수,"21,586","2,680","1,696","5,612","7,699",880,"1,918","1,041",60,0,0,0,0
2020년06월_여_연령구간인구수,"21,586","2,680","1,696","5,612","7,699",880,"1,918","1,041",60,0,0,0,0
2020년06월_여_0~9세,"1,657",228,159,407,596,79,113,75,0,0,0,0,0
2020년06월_여_10~19세,"1,867",225,126,470,754,41,178,72,1,0,0,0,0
2020년06월_여_20~29세,"2,069",274,195,513,727,113,166,79,2,0,0,0,0
2020년06월_여_30~39세,"2,162",261,214,540,770,87,183,105,2,0,0,0,0
2020년06월_여_40~49세,"2,673",321,163,763,"1,003",84,252,84,3,0,0,0,0
2020년06월_여_50~59세,"3,444",419,225,965,"1,226",112,318,173,6,0,0,0,0
2020년06월_여_60~69세,"3,353",398,240,893,"1,169",138,313,187,15,0,0,0,0
2020년06월_여_70~79세,"2,669",347,227,660,889,128,227,166,25,0,0,0,0
2020년06월_여_80~89세,"1,381",176,117,318,464,80,132,88,6,0,0,0,0
2020년06월_여_90~99세,277,29,28,77,84,15,33,11,0,0,0,0,0
2020년06월_여_100세 이상,34,2,2,6,17,3,3,1,0,0,0,0,0
2020년07월_계_총인구수,"44,924","5,470","3,634","12,091","15,511","1,991","3,859","2,258",110,0,0,0,0
2020년07월_계_연령구간인구수,"44,924","5,470","3,634","12,091","15,511","1,991","3,859","2,258",110,0,0,0,0
2020년07월_계_0~9세,"3,374",421,371,815,"1,186",159,240,182,0,0,0,0,0
2020년07월_계_10~19세,"3,866",509,258,"1,021","1,470",101,364,139,4,0,0,0,0
2020년07월_계_20~29세,"5,890",692,574,"1,643","1,833",415,445,286,2,0,0,0,0
2020년07월_계_30~39세,"4,759",579,464,"1,232","1,614",236,379,251,4,0,0,0,0
2020년07월_계_40~49세,"5,772",697,381,"1,641","2,100",198,546,200,9,0,0,0,0
2020년07월_계_50~59세,"7,350",906,497,"2,082","2,579",244,664,363,15,0,0,0,0
2020년07월_계_60~69세,"6,526",743,484,"1,789","2,251",269,575,393,22,0,0,0,0
2020년07월_계_70~79세,"4,811",613,376,"1,231","1,623",228,400,299,41,0,0,0,0
2020년07월_계_80~89세,"2,180",272,194,531,720,116,206,128,13,0,0,0,0
2020년07월_계_90~99세,350,36,33,96,113,20,36,16,0,0,0,0,0
2020년07월_계_100세 이상,46,2,2,10,22,5,4,1,0,0,0,0,0
2020년07월_남_총인구수,"23,346","2,796","1,939","6,480","7,821","1,108","1,946","1,206",50,0,0,0,0
2020년07월_남_연령구간인구수,"23,346","2,796","1,939","6,480","7,821","1,108","1,946","1,206",50,0,0,0,0
2020년07월_남_0~9세,"1,713",192,214,407,590,79,128,103,0,0,0,0,0
2020년07월_남_10~19세,"2,009",284,131,558,722,59,185,67,3,0,0,0,0
2020년07월_남_20~29세,"3,825",425,382,"1,126","1,106",303,276,207,0,0,0,0,0
2020년07월_남_30~39세,"2,611",316,253,696,853,147,199,145,2,0,0,0,0
2020년07월_남_40~49세,"3,103",378,216,878,"1,095",116,301,113,6,0,0,0,0
2020년07월_남_50~59세,"3,911",488,274,"1,119","1,359",130,342,190,9,0,0,0,0
2020년07월_남_60~69세,"3,155",343,239,889,"1,076",132,265,204,7,0,0,0,0
2020년07월_남_70~79세,"2,143",267,150,576,731,99,172,132,16,0,0,0,0
2020년07월_남_80~89세,789,95,75,208,254,36,74,40,7,0,0,0,0
2020년07월_남_90~99세,75,8,5,19,30,5,3,5,0,0,0,0,0
2020년07월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년07월_여_총인구수,"21,578","2,674","1,695","5,611","7,690",883,"1,913","1,052",60,0,0,0,0
2020년07월_여_연령구간인구수,"21,578","2,674","1,695","5,611","7,690",883,"1,913","1,052",60,0,0,0,0
2020년07월_여_0~9세,"1,661",229,157,408,596,80,112,79,0,0,0,0,0
2020년07월_여_10~19세,"1,857",225,127,463,748,42,179,72,1,0,0,0,0
2020년07월_여_20~29세,"2,065",267,192,517,727,112,169,79,2,0,0,0,0
2020년07월_여_30~39세,"2,148",263,211,536,761,89,180,106,2,0,0,0,0
2020년07월_여_40~49세,"2,669",319,165,763,"1,005",82,245,87,3,0,0,0,0
2020년07월_여_50~59세,"3,439",418,223,963,"1,220",114,322,173,6,0,0,0,0
2020년07월_여_60~69세,"3,371",400,245,900,"1,175",137,310,189,15,0,0,0,0
2020년07월_여_70~79세,"2,668",346,226,655,892,129,228,167,25,0,0,0,0
2020년07월_여_80~89세,"1,391",177,119,323,466,80,132,88,6,0,0,0,0
2020년07월_여_90~99세,275,28,28,77,83,15,33,11,0,0,0,0,0
2020년07월_여_100세 이상,34,2,2,6,17,3,3,1,0,0,0,0,0
2020년08월_계_총인구수,"44,833","5,469","3,616","12,063","15,470","1,994","3,853","2,259",109,0,0,0,0
2020년08월_계_연령구간인구수,"44,833","5,469","3,616","12,063","15,470","1,994","3,853","2,259",109,0,0,0,0
2020년08월_계_0~9세,"3,373",428,369,813,"1,183",161,239,180,0,0,0,0,0
2020년08월_계_10~19세,"3,847",504,258,"1,021","1,462",103,357,139,3,0,0,0,0
2020년08월_계_20~29세,"5,861",693,558,"1,634","1,829",408,454,282,3,0,0,0,0
2020년08월_계_30~39세,"4,732",571,458,"1,224","1,606",234,379,256,4,0,0,0,0
2020년08월_계_40~49세,"5,755",697,385,"1,637","2,078",202,544,203,9,0,0,0,0
2020년08월_계_50~59세,"7,310",907,494,"2,072","2,570",241,656,355,15,0,0,0,0
2020년08월_계_60~69세,"6,570",744,488,"1,794","2,269",274,578,401,22,0,0,0,0
2020년08월_계_70~79세,"4,792",613,372,"1,225","1,614",230,397,300,41,0,0,0,0
2020년08월_계_80~89세,"2,191",273,199,536,720,116,209,126,12,0,0,0,0
2020년08월_계_90~99세,356,37,33,97,117,20,36,16,0,0,0,0,0
2020년08월_계_100세 이상,46,2,2,10,22,5,4,1,0,0,0,0,0
2020년08월_남_총인구수,"23,280","2,792","1,926","6,466","7,791","1,109","1,940","1,206",50,0,0,0,0
2020년08월_남_연령구간인구수,"23,280","2,792","1,926","6,466","7,791","1,109","1,940","1,206",50,0,0,0,0
2020년08월_남_0~9세,"1,711",198,212,407,587,79,127,101,0,0,0,0,0
2020년08월_남_10~19세,"1,993",281,131,558,717,59,178,67,2,0,0,0,0
2020년08월_남_20~29세,"3,804",421,369,"1,117","1,103",302,285,206,1,0,0,0,0
2020년08월_남_30~39세,"2,592",311,250,691,850,145,198,145,2,0,0,0,0
2020년08월_남_40~49세,"3,096",377,220,880,"1,079",120,297,117,6,0,0,0,0
2020년08월_남_50~59세,"3,885",490,272,"1,109","1,355",128,337,185,9,0,0,0,0
2020년08월_남_60~69세,"3,187",347,243,895,"1,086",133,267,209,7,0,0,0,0
2020년08월_남_70~79세,"2,133",264,147,575,728,100,172,131,16,0,0,0,0
2020년08월_남_80~89세,791,95,77,210,251,36,75,40,7,0,0,0,0
2020년08월_남_90~99세,76,8,5,20,30,5,3,5,0,0,0,0,0
2020년08월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년08월_여_총인구수,"21,553","2,677","1,690","5,597","7,679",885,"1,913","1,053",59,0,0,0,0
2020년08월_여_연령구간인구수,"21,553","2,677","1,690","5,597","7,679",885,"1,913","1,053",59,0,0,0,0
2020년08월_여_0~9세,"1,662",230,157,406,596,82,112,79,0,0,0,0,0
2020년08월_여_10~19세,"1,854",223,127,463,745,44,179,72,1,0,0,0,0
2020년08월_여_20~29세,"2,057",272,189,517,726,106,169,76,2,0,0,0,0
2020년08월_여_30~39세,"2,140",260,208,533,756,89,181,111,2,0,0,0,0
2020년08월_여_40~49세,"2,659",320,165,757,999,82,247,86,3,0,0,0,0
2020년08월_여_50~59세,"3,425",417,222,963,"1,215",113,319,170,6,0,0,0,0
2020년08월_여_60~69세,"3,383",397,245,899,"1,183",141,311,192,15,0,0,0,0
2020년08월_여_70~79세,"2,659",349,225,650,886,130,225,169,25,0,0,0,0
2020년08월_여_80~89세,"1,400",178,122,326,469,80,134,86,5,0,0,0,0
2020년08월_여_90~99세,280,29,28,77,87,15,33,11,0,0,0,0,0
2020년08월_여_100세 이상,34,2,2,6,17,3,3,1,0,0,0,0,0
2020년09월_계_총인구수,"44,799","5,459","3,625","12,060","15,459","2,001","3,825","2,261",109,0,0,0,0
2020년09월_계_연령구간인구수,"44,799","5,459","3,625","12,060","15,459","2,001","3,825","2,261",109,0,0,0,0
2020년09월_계_0~9세,"3,367",427,367,813,"1,179",164,236,181,0,0,0,0,0
2020년09월_계_10~19세,"3,843",503,257,"1,022","1,462",103,353,140,3,0,0,0,0
2020년09월_계_20~29세,"5,828",681,558,"1,623","1,821",411,454,277,3,0,0,0,0
2020년09월_계_30~39세,"4,739",581,462,"1,228","1,599",234,370,261,4,0,0,0,0
2020년09월_계_40~49세,"5,742",687,388,"1,629","2,079",204,543,204,8,0,0,0,0
2020년09월_계_50~59세,"7,280",902,497,"2,070","2,559",241,646,349,16,0,0,0,0
2020년09월_계_60~69세,"6,622",751,489,"1,808","2,292",275,580,406,21,0,0,0,0
2020년09월_계_70~79세,"4,768",611,373,"1,221","1,605",226,393,298,41,0,0,0,0
2020년09월_계_80~89세,"2,206",276,199,539,725,118,209,127,13,0,0,0,0
2020년09월_계_90~99세,359,38,33,97,117,20,37,17,0,0,0,0,0
2020년09월_계_100세 이상,45,2,2,10,21,5,4,1,0,0,0,0,0
2020년09월_남_총인구수,"23,267","2,788","1,930","6,468","7,784","1,115","1,925","1,207",50,0,0,0,0
2020년09월_남_연령구간인구수,"23,267","2,788","1,930","6,468","7,784","1,115","1,925","1,207",50,0,0,0,0
2020년09월_남_0~9세,"1,712",196,212,411,586,81,125,101,0,0,0,0,0
2020년09월_남_10~19세,"1,992",282,129,559,716,59,177,68,2,0,0,0,0
2020년09월_남_20~29세,"3,780",412,372,"1,108","1,099",302,286,200,1,0,0,0,0
2020년09월_남_30~39세,"2,604",317,252,696,848,146,194,149,2,0,0,0,0
2020년09월_남_40~49세,"3,082",369,221,875,"1,077",123,295,117,5,0,0,0,0
2020년09월_남_50~59세,"3,873",490,271,"1,108","1,350",128,333,183,10,0,0,0,0
2020년09월_남_60~69세,"3,220",352,244,905,"1,099",134,267,212,7,0,0,0,0
2020년09월_남_70~79세,"2,121",266,148,570,725,98,168,131,15,0,0,0,0
2020년09월_남_80~89세,794,96,75,212,249,37,76,41,8,0,0,0,0
2020년09월_남_90~99세,77,8,6,20,30,5,3,5,0,0,0,0,0
2020년09월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년09월_여_총인구수,"21,532","2,671","1,695","5,592","7,675",886,"1,900","1,054",59,0,0,0,0
2020년09월_여_연령구간인구수,"21,532","2,671","1,695","5,592","7,675",886,"1,900","1,054",59,0,0,0,0
2020년09월_여_0~9세,"1,655",231,155,402,593,83,111,80,0,0,0,0,0
2020년09월_여_10~19세,"1,851",221,128,463,746,44,176,72,1,0,0,0,0
2020년09월_여_20~29세,"2,048",269,186,515,722,109,168,77,2,0,0,0,0
2020년09월_여_30~39세,"2,135",264,210,532,751,88,176,112,2,0,0,0,0
2020년09월_여_40~49세,"2,660",318,167,754,"1,002",81,248,87,3,0,0,0,0
2020년09월_여_50~59세,"3,407",412,226,962,"1,209",113,313,166,6,0,0,0,0
2020년09월_여_60~69세,"3,402",399,245,903,"1,193",141,313,194,14,0,0,0,0
2020년09월_여_70~79세,"2,647",345,225,651,880,128,225,167,26,0,0,0,0
2020년09월_여_80~89세,"1,412",180,124,327,476,81,133,86,5,0,0,0,0
2020년09월_여_90~99세,282,30,27,77,87,15,34,12,0,0,0,0,0
2020년09월_여_100세 이상,33,2,2,6,16,3,3,1,0,0,0,0,0
2020년10월_계_총인구수,"44,749","5,436","3,634","11,996","15,477","2,006","3,816","2,274",110,0,0,0,0
2020년10월_계_연령구간인구수,"44,749","5,436","3,634","11,996","15,477","2,006","3,816","2,274",110,0,0,0,0
2020년10월_계_0~9세,"3,357",425,371,807,"1,172",165,239,178,0,0,0,0,0
2020년10월_계_10~19세,"3,826",500,260,"1,009","1,466",100,345,143,3,0,0,0,0
2020년10월_계_20~29세,"5,851",676,560,"1,610","1,831",422,453,296,3,0,0,0,0
2020년10월_계_30~39세,"4,703",565,467,"1,218","1,592",234,369,254,4,0,0,0,0
2020년10월_계_40~49세,"5,722",690,384,"1,616","2,076",202,540,205,9,0,0,0,0
2020년10월_계_50~59세,"7,263",904,496,"2,058","2,556",242,647,344,16,0,0,0,0
2020년10월_계_60~69세,"6,654",761,488,"1,806","2,311",274,584,409,21,0,0,0,0
2020년10월_계_70~79세,"4,745",598,373,"1,221","1,599",224,390,299,41,0,0,0,0
2020년10월_계_80~89세,"2,221",276,200,544,732,117,210,129,13,0,0,0,0
2020년10월_계_90~99세,362,39,33,97,121,21,35,16,0,0,0,0,0
2020년10월_계_100세 이상,45,2,2,10,21,5,4,1,0,0,0,0,0
2020년10월_남_총인구수,"23,261","2,777","1,934","6,432","7,799","1,121","1,922","1,225",51,0,0,0,0
2020년10월_남_연령구간인구수,"23,261","2,777","1,934","6,432","7,799","1,121","1,922","1,225",51,0,0,0,0
2020년10월_남_0~9세,"1,695",192,213,403,580,80,127,100,0,0,0,0,0
2020년10월_남_10~19세,"1,990",280,131,554,721,59,172,71,2,0,0,0,0
2020년10월_남_20~29세,"3,804",412,374,"1,093","1,109",311,286,218,1,0,0,0,0
2020년10월_남_30~39세,"2,591",310,256,693,844,145,197,144,2,0,0,0,0
2020년10월_남_40~49세,"3,069",370,215,872,"1,074",122,292,118,6,0,0,0,0
2020년10월_남_50~59세,"3,863",491,271,"1,098","1,353",128,332,180,10,0,0,0,0
2020년10월_남_60~69세,"3,251",356,246,914,"1,110",133,270,215,7,0,0,0,0
2020년10월_남_70~79세,"2,102",262,145,565,720,98,165,132,15,0,0,0,0
2020년10월_남_80~89세,803,96,77,215,251,37,77,42,8,0,0,0,0
2020년10월_남_90~99세,81,8,6,21,32,6,3,5,0,0,0,0,0
2020년10월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년10월_여_총인구수,"21,488","2,659","1,700","5,564","7,678",885,"1,894","1,049",59,0,0,0,0
