카테고리,경상남도 하동군,경상남도 하동군 하동읍,경상남도 하동군 화개면,경상남도 하동군 악양면,경상남도 하동군 적량면,경상남도 하동군 횡천면,경상남도 하동군 고전면,경상남도 하동군 금남면,경상남도 하동군 진교면,경상남도 하동군 양보면,경상남도 하동군 북천면,경상남도 하동군 청암면,경상남도 하동군 옥종면,경상남도 하동군 금성면
2020년03월_여_연령구간인구수,"23,059","5,192","1,553","1,809","1,037",991,"1,194","1,771","3,124",930,944,766,"2,210","1,538"
2020년03월_여_0~9세,967,315,48,42,27,26,36,51,197,13,45,28,78,61
2020년03월_여_10~19세,"1,424",455,104,83,42,34,64,70,233,47,36,61,112,83
2020년03월_여_20~29세,"1,518",463,115,80,54,60,61,108,199,38,46,39,129,126
2020년03월_여_30~39세,"1,345",416,57,79,51,47,46,69,231,32,58,41,120,98
2020년03월_여_40~49세,"2,385",697,183,170,90,77,99,149,384,65,73,65,171,162
2020년03월_여_50~59세,"3,988",916,315,334,172,180,183,303,509,141,131,133,392,279
2020년03월_여_60~69세,"4,145",790,275,350,197,188,236,384,515,175,169,184,425,257
2020년03월_여_70~79세,"3,719",666,279,345,190,162,211,333,433,182,187,103,373,255
2020년03월_여_80~89세,"3,000",412,144,259,190,186,208,249,347,205,172,93,344,191
2020년03월_여_90~99세,549,60,32,65,24,31,48,53,73,30,26,18,63,26
2020년03월_여_100세 이상,19,2,1,2,0,0,2,2,3,2,1,1,3,0
2020년04월_계_총인구수,"45,753","10,202","3,160","3,557","1,998","1,910","2,339","3,553","6,205","1,822","1,807","1,588","4,412","3,200"
2020년04월_계_연령구간인구수,"45,753","10,202","3,160","3,557","1,998","1,910","2,339","3,553","6,205","1,822","1,807","1,588","4,412","3,200"
2020년04월_계_0~9세,"2,013",623,98,108,61,51,84,102,384,30,78,81,174,139
2020년04월_계_10~19세,"3,022",913,228,193,97,77,123,136,494,80,89,167,238,187
2020년04월_계_20~29세,"3,716","1,073",252,215,130,123,162,301,517,109,104,96,299,335
2020년04월_계_30~39세,"2,968",883,134,161,99,111,123,197,472,80,121,88,251,248
2020년04월_계_40~49세,"5,336","1,453",386,374,206,171,235,353,855,160,172,145,421,405
2020년04월_계_50~59세,"8,647","1,861",729,721,371,368,420,691,"1,085",320,309,276,869,627
2020년04월_계_60~69세,"8,563","1,590",586,737,407,403,487,738,"1,056",363,357,377,924,538
2020년04월_계_70~79세,"6,431","1,129",475,587,318,297,354,585,744,348,306,207,657,424
2020년04월_계_80~89세,"4,342",599,229,384,272,265,293,387,507,283,236,127,496,264
2020년04월_계_90~99세,691,76,41,74,37,43,56,61,88,46,33,23,80,33
2020년04월_계_100세 이상,24,2,2,3,0,1,2,2,3,3,2,1,3,0
2020년04월_남_총인구수,"22,788","5,023","1,609","1,753",971,929,"1,157","1,802","3,070",891,873,828,"2,207","1,675"
2020년04월_남_연령구간인구수,"22,788","5,023","1,609","1,753",971,929,"1,157","1,802","3,070",891,873,828,"2,207","1,675"
2020년04월_남_0~9세,"1,063",317,51,67,39,23,49,54,186,18,32,52,96,79
2020년04월_남_10~19세,"1,605",458,126,110,54,43,58,67,260,32,52,108,131,106
2020년04월_남_20~29세,"2,213",611,137,135,76,72,106,198,311,72,58,56,169,212
2020년04월_남_30~39세,"1,645",468,75,86,51,65,79,130,242,48,65,48,135,153
2020년04월_남_40~49세,"2,986",761,207,206,119,98,135,209,473,97,102,84,253,242
2020년04월_남_50~59세,"4,694",955,417,392,199,189,239,392,578,178,177,144,481,353
2020년04월_남_60~69세,"4,390",794,307,381,211,215,255,357,533,185,191,192,488,281
2020년04월_남_70~79세,"2,725",463,196,244,127,134,142,252,314,168,121,106,290,168
2020년04월_남_80~89세,"1,320",181,83,124,82,77,85,134,159,77,65,34,146,73
2020년04월_남_90~99세,143,15,9,8,13,12,9,9,14,15,9,4,18,8
2020년04월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년04월_여_총인구수,"22,965","5,179","1,551","1,804","1,027",981,"1,182","1,751","3,135",931,934,760,"2,205","1,525"
2020년04월_여_연령구간인구수,"22,965","5,179","1,551","1,804","1,027",981,"1,182","1,751","3,135",931,934,760,"2,205","1,525"
2020년04월_여_0~9세,950,306,47,41,22,28,35,48,198,12,46,29,78,60
2020년04월_여_10~19세,"1,417",455,102,83,43,34,65,69,234,48,37,59,107,81
2020년04월_여_20~29세,"1,503",462,115,80,54,51,56,103,206,37,46,40,130,123
2020년04월_여_30~39세,"1,323",415,59,75,48,46,44,67,230,32,56,40,116,95
2020년04월_여_40~49세,"2,350",692,179,168,87,73,100,144,382,63,70,61,168,163
2020년04월_여_50~59세,"3,953",906,312,329,172,179,181,299,507,142,132,132,388,274
2020년04월_여_60~69세,"4,173",796,279,356,196,188,232,381,523,178,166,185,436,257
2020년04월_여_70~79세,"3,706",666,279,343,191,163,212,333,430,180,185,101,367,256
2020년04월_여_80~89세,"3,022",418,146,260,190,188,208,253,348,206,171,93,350,191
2020년04월_여_90~99세,548,61,32,66,24,31,47,52,74,31,24,19,62,25
2020년04월_여_100세 이상,20,2,1,3,0,0,2,2,3,2,1,1,3,0
2020년05월_계_총인구수,"45,628","10,162","3,155","3,550","1,987","1,915","2,332","3,525","6,182","1,825","1,807","1,589","4,412","3,187"
2020년05월_계_연령구간인구수,"45,628","10,162","3,155","3,550","1,987","1,915","2,332","3,525","6,182","1,825","1,807","1,589","4,412","3,187"
2020년05월_계_0~9세,"2,003",617,101,105,60,53,84,101,378,33,79,79,177,136
2020년05월_계_10~19세,"3,004",915,228,192,94,75,118,135,487,78,89,171,239,183
2020년05월_계_20~29세,"3,671","1,057",242,215,131,126,163,293,512,110,105,95,290,332
2020년05월_계_30~39세,"2,934",870,136,156,99,107,124,191,470,81,118,86,252,244
2020년05월_계_40~49세,"5,273","1,438",382,369,202,165,233,354,844,155,167,145,416,403
2020년05월_계_50~59세,"8,631","1,853",728,728,369,371,416,681,"1,091",322,308,275,867,622
2020년05월_계_60~69세,"8,597","1,595",587,738,409,408,488,737,"1,056",367,360,379,929,544
2020년05월_계_70~79세,"6,441","1,138",475,586,313,301,358,584,745,343,309,207,657,425
2020년05월_계_80~89세,"4,357",597,233,385,275,266,289,387,509,287,237,128,499,265
2020년05월_계_90~99세,693,80,41,73,35,42,57,60,87,46,33,23,83,33
2020년05월_계_100세 이상,24,2,2,3,0,1,2,2,3,3,2,1,3,0
2020년05월_남_총인구수,"22,723","5,001","1,606","1,749",971,932,"1,156","1,785","3,058",892,870,829,"2,200","1,674"
2020년05월_남_연령구간인구수,"22,723","5,001","1,606","1,749",971,932,"1,156","1,785","3,058",892,870,829,"2,200","1,674"
2020년05월_남_0~9세,"1,057",314,51,64,38,25,49,54,183,20,33,50,98,78
2020년05월_남_10~19세,"1,597",458,126,112,55,41,56,66,256,30,52,112,131,102
2020년05월_남_20~29세,"2,181",602,134,133,77,73,105,194,305,73,56,55,160,214
2020년05월_남_30~39세,"1,629",462,76,84,50,61,80,127,243,48,65,46,134,153
2020년05월_남_40~49세,"2,945",757,204,201,117,96,135,207,467,91,98,85,248,239
2020년05월_남_50~59세,"4,691",949,417,393,199,195,235,387,582,182,174,142,483,353
2020년05월_남_60~69세,"4,417",792,307,386,215,215,255,358,534,188,197,195,489,286
2020년05월_남_70~79세,"2,738",470,198,242,124,136,147,252,316,164,122,106,292,169
2020년05월_남_80~89세,"1,322",182,84,126,84,77,85,131,158,80,63,34,146,72
2020년05월_남_90~99세,142,15,8,8,12,12,9,9,14,15,9,4,19,8
2020년05월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년05월_여_총인구수,"22,905","5,161","1,549","1,801","1,016",983,"1,176","1,740","3,124",933,937,760,"2,212","1,513"
2020년05월_여_연령구간인구수,"22,905","5,161","1,549","1,801","1,016",983,"1,176","1,740","3,124",933,937,760,"2,212","1,513"
2020년05월_여_0~9세,946,303,50,41,22,28,35,47,195,13,46,29,79,58
2020년05월_여_10~19세,"1,407",457,102,80,39,34,62,69,231,48,37,59,108,81
2020년05월_여_20~29세,"1,490",455,108,82,54,53,58,99,207,37,49,40,130,118
2020년05월_여_30~39세,"1,305",408,60,72,49,46,44,64,227,33,53,40,118,91
2020년05월_여_40~49세,"2,328",681,178,168,85,69,98,147,377,64,69,60,168,164
2020년05월_여_50~59세,"3,940",904,311,335,170,176,181,294,509,140,134,133,384,269
2020년05월_여_60~69세,"4,180",803,280,352,194,193,233,379,522,179,163,184,440,258
2020년05월_여_70~79세,"3,703",668,277,344,189,165,211,332,429,179,187,101,365,256
2020년05월_여_80~89세,"3,035",415,149,259,191,189,204,256,351,207,174,94,353,193
2020년05월_여_90~99세,551,65,33,65,23,30,48,51,73,31,24,19,64,25
2020년05월_여_100세 이상,20,2,1,3,0,0,2,2,3,2,1,1,3,0
2020년06월_계_총인구수,"45,454","10,138","3,146","3,540","1,979","1,905","2,321","3,519","6,160","1,804","1,794","1,577","4,403","3,168"
2020년06월_계_연령구간인구수,"45,454","10,138","3,146","3,540","1,979","1,905","2,321","3,519","6,160","1,804","1,794","1,577","4,403","3,168"
2020년06월_계_0~9세,"1,982",613,97,104,58,56,81,99,379,30,76,76,180,133
2020년06월_계_10~19세,"2,966",906,229,190,91,75,118,132,480,76,92,165,238,174
2020년06월_계_20~29세,"3,639","1,051",241,214,131,125,166,295,500,106,100,92,290,328
2020년06월_계_30~39세,"2,912",862,133,157,99,107,124,188,470,77,114,86,251,244
2020년06월_계_40~49세,"5,230","1,428",382,367,198,163,233,351,838,149,165,144,413,399
2020년06월_계_50~59세,"8,579","1,853",718,723,361,366,413,681,"1,090",317,305,275,855,622
2020년06월_계_60~69세,"8,643","1,605",594,743,416,406,483,741,"1,060",371,364,377,937,546
2020년06월_계_70~79세,"6,435","1,135",473,585,316,299,361,586,742,343,305,209,655,426
2020년06월_계_80~89세,"4,347",601,234,383,272,265,284,384,511,286,238,128,498,263
2020년06월_계_90~99세,697,82,43,71,37,42,56,60,87,46,33,24,83,33
2020년06월_계_100세 이상,24,2,2,3,0,1,2,2,3,3,2,1,3,0
2020년06월_남_총인구수,"22,637","4,980","1,598","1,751",964,930,"1,149","1,786","3,042",879,867,824,"2,198","1,669"
2020년06월_남_연령구간인구수,"22,637","4,980","1,598","1,751",964,930,"1,149","1,786","3,042",879,867,824,"2,198","1,669"
2020년06월_남_0~9세,"1,043",310,49,64,37,28,48,54,181,17,32,47,99,77
2020년06월_남_10~19세,"1,577",450,125,109,54,41,56,65,252,30,53,111,131,100
2020년06월_남_20~29세,"2,160",597,134,137,77,73,107,194,295,70,53,53,161,209
2020년06월_남_30~39세,"1,617",457,74,84,49,62,79,125,244,46,63,46,134,154
2020년06월_남_40~49세,"2,921",753,203,201,114,96,133,207,464,85,96,85,246,238
2020년06월_남_50~59세,"4,653",944,412,391,194,191,233,389,578,180,175,141,473,352
2020년06월_남_60~69세,"4,461",803,310,389,218,214,253,361,539,192,199,196,498,289
2020년06월_남_70~79세,"2,743",469,196,245,126,136,148,254,316,163,123,106,291,170
2020년06월_남_80~89세,"1,313",183,86,123,81,76,82,128,159,80,63,34,147,71
2020년06월_남_90~99세,145,14,8,8,14,12,10,9,14,15,9,5,18,9
2020년06월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년06월_여_총인구수,"22,817","5,158","1,548","1,789","1,015",975,"1,172","1,733","3,118",925,927,753,"2,205","1,499"
2020년06월_여_연령구간인구수,"22,817","5,158","1,548","1,789","1,015",975,"1,172","1,733","3,118",925,927,753,"2,205","1,499"
2020년06월_여_0~9세,939,303,48,40,21,28,33,45,198,13,44,29,81,56
2020년06월_여_10~19세,"1,389",456,104,81,37,34,62,67,228,46,39,54,107,74
2020년06월_여_20~29세,"1,479",454,107,77,54,52,59,101,205,36,47,39,129,119
2020년06월_여_30~39세,"1,295",405,59,73,50,45,45,63,226,31,51,40,117,90
2020년06월_여_40~49세,"2,309",675,179,166,84,67,100,144,374,64,69,59,167,161
2020년06월_여_50~59세,"3,926",909,306,332,167,175,180,292,512,137,130,134,382,270
2020년06월_여_60~69세,"4,182",802,284,354,198,192,230,380,521,179,165,181,439,257
2020년06월_여_70~79세,"3,692",666,277,340,190,163,213,332,426,180,182,103,364,256
2020년06월_여_80~89세,"3,034",418,148,260,191,189,202,256,352,206,175,94,351,192
2020년06월_여_90~99세,552,68,35,63,23,30,46,51,73,31,24,19,65,24
2020년06월_여_100세 이상,20,2,1,3,0,0,2,2,3,2,1,1,3,0
2020년07월_계_총인구수,"45,412","10,138","3,135","3,542","1,970","1,902","2,315","3,524","6,155","1,803","1,777","1,580","4,399","3,172"
2020년07월_계_연령구간인구수,"45,412","10,138","3,135","3,542","1,970","1,902","2,315","3,524","6,155","1,803","1,777","1,580","4,399","3,172"
2020년07월_계_0~9세,"1,985",616,97,107,55,55,81,103,383,26,72,78,179,133
2020년07월_계_10~19세,"2,943",900,223,187,92,73,116,131,479,77,92,165,235,173
2020년07월_계_20~29세,"3,621","1,044",239,219,135,126,168,291,495,105,94,89,289,327
2020년07월_계_30~39세,"2,896",872,134,152,97,104,123,190,462,74,110,87,247,244
2020년07월_계_40~49세,"5,197","1,418",379,363,196,167,230,347,834,156,161,140,410,396
2020년07월_계_50~59세,"8,575","1,851",720,731,358,364,402,684,"1,091",314,303,276,856,625
2020년07월_계_60~69세,"8,665","1,613",589,733,417,405,490,744,"1,066",370,367,381,943,547
2020년07월_계_70~79세,"6,447","1,137",471,593,312,301,363,583,740,348,306,210,655,428
2020년07월_계_80~89세,"4,361",602,239,384,271,265,284,390,515,283,237,129,500,262
2020년07월_계_90~99세,698,83,42,70,37,41,56,59,87,47,33,24,82,37
2020년07월_계_100세 이상,24,2,2,3,0,1,2,2,3,3,2,1,3,0
2020년07월_남_총인구수,"22,621","4,984","1,596","1,750",963,928,"1,142","1,792","3,036",873,860,827,"2,201","1,669"
2020년07월_남_연령구간인구수,"22,621","4,984","1,596","1,750",963,928,"1,142","1,792","3,036",873,860,827,"2,201","1,669"
2020년07월_남_0~9세,"1,039",311,49,65,34,27,47,56,182,13,29,51,99,76
2020년07월_남_10~19세,"1,571",449,121,108,57,40,56,64,252,31,53,110,130,100
2020년07월_남_20~29세,"2,146",592,134,138,79,73,108,191,292,69,50,50,161,209
2020년07월_남_30~39세,"1,606",462,73,82,49,58,77,127,241,45,61,46,132,153
2020년07월_남_40~49세,"2,903",745,203,200,112,102,131,205,460,88,94,82,244,237
2020년07월_남_50~59세,"4,661",952,413,393,195,188,227,394,579,175,174,143,473,355
2020년07월_남_60~69세,"4,468",805,310,384,218,212,254,360,540,192,202,199,505,287
2020년07월_남_70~79세,"2,755",471,195,247,124,138,152,255,317,164,123,106,291,172
2020년07월_남_80~89세,"1,325",183,89,126,81,77,81,131,160,79,64,35,149,70
2020년07월_남_90~99세,143,14,8,7,14,12,9,9,13,16,9,5,17,10
2020년07월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년07월_여_총인구수,"22,791","5,154","1,539","1,792","1,007",974,"1,173","1,732","3,119",930,917,753,"2,198","1,503"
2020년07월_여_연령구간인구수,"22,791","5,154","1,539","1,792","1,007",974,"1,173","1,732","3,119",930,917,753,"2,198","1,503"
2020년07월_여_0~9세,946,305,48,42,21,28,34,47,201,13,43,27,80,57
2020년07월_여_10~19세,"1,372",451,102,79,35,33,60,67,227,46,39,55,105,73
2020년07월_여_20~29세,"1,475",452,105,81,56,53,60,100,203,36,44,39,128,118
2020년07월_여_30~39세,"1,290",410,61,70,48,46,46,63,221,29,49,41,115,91
2020년07월_여_40~49세,"2,294",673,176,163,84,65,99,142,374,68,67,58,166,159
2020년07월_여_50~59세,"3,914",899,307,338,163,176,175,290,512,139,129,133,383,270
2020년07월_여_60~69세,"4,197",808,279,349,199,193,236,384,526,178,165,182,438,260
2020년07월_여_70~79세,"3,692",666,276,346,188,163,211,328,423,184,183,104,364,256
2020년07월_여_80~89세,"3,036",419,150,258,190,188,203,259,355,204,173,94,351,192
2020년07월_여_90~99세,555,69,34,63,23,29,47,50,74,31,24,19,65,27
2020년07월_여_100세 이상,20,2,1,3,0,0,2,2,3,2,1,1,3,0
2020년08월_계_총인구수,"45,257","10,102","3,121","3,546","1,963","1,894","2,310","3,526","6,128","1,774","1,772","1,568","4,380","3,173"
2020년08월_계_연령구간인구수,"45,257","10,102","3,121","3,546","1,963","1,894","2,310","3,526","6,128","1,774","1,772","1,568","4,380","3,173"
2020년08월_계_0~9세,"1,969",610,98,106,55,55,83,100,378,25,70,83,175,131
2020년08월_계_10~19세,"2,914",899,221,185,88,70,116,135,470,71,92,164,233,170
2020년08월_계_20~29세,"3,583","1,039",235,215,134,125,164,298,488,99,90,86,281,329
2020년08월_계_30~39세,"2,866",861,132,155,95,101,123,187,462,71,109,84,244,242
2020년08월_계_40~49세,"5,150","1,405",380,361,193,167,232,346,821,144,161,135,410,395
2020년08월_계_50~59세,"8,563","1,843",713,734,356,368,397,687,"1,090",313,301,273,856,632
2020년08월_계_60~69세,"8,713","1,619",591,740,423,404,494,744,"1,075",374,372,382,944,551
2020년08월_계_70~79세,"6,417","1,139",467,592,311,299,361,580,735,345,302,213,648,425
2020년08월_계_80~89세,"4,351",601,240,384,272,263,283,384,519,282,239,124,499,261
2020년08월_계_90~99세,707,84,42,71,36,41,55,63,87,47,34,23,87,37
2020년08월_계_100세 이상,24,2,2,3,0,1,2,2,3,3,2,1,3,0
2020년08월_남_총인구수,"22,558","4,979","1,584","1,752",956,920,"1,141","1,800","3,036",858,855,821,"2,189","1,667"
2020년08월_남_연령구간인구수,"22,558","4,979","1,584","1,752",956,920,"1,141","1,800","3,036",858,855,821,"2,189","1,667"
2020년08월_남_0~9세,"1,039",315,50,64,34,25,49,53,180,12,28,55,97,77
2020년08월_남_10~19세,"1,546",447,119,107,55,37,55,67,246,28,53,109,127,96
2020년08월_남_20~29세,"2,138",590,130,137,78,74,106,198,294,67,47,49,159,209
2020년08월_남_30~39세,"1,590",456,71,83,49,55,77,126,243,43,61,45,129,152
2020년08월_남_40~49세,"2,875",741,201,201,109,102,131,205,454,80,93,78,244,236
2020년08월_남_50~59세,"4,659",953,409,393,193,192,225,397,579,173,172,143,472,358
2020년08월_남_60~69세,"4,496",807,312,387,220,209,256,361,547,197,205,200,506,289
2020년08월_남_70~79세,"2,740",472,193,247,124,137,151,254,319,162,120,106,285,170
2020년08월_남_80~89세,"1,326",182,90,126,81,76,82,129,161,81,66,32,151,69
2020년08월_남_90~99세,145,16,8,7,13,12,9,10,13,14,9,4,19,11
2020년08월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년08월_여_총인구수,"22,699","5,123","1,537","1,794","1,007",974,"1,169","1,726","3,092",916,917,747,"2,191","1,506"
2020년08월_여_연령구간인구수,"22,699","5,123","1,537","1,794","1,007",974,"1,169","1,726","3,092",916,917,747,"2,191","1,506"
2020년08월_여_0~9세,930,295,48,42,21,30,34,47,198,13,42,28,78,54
2020년08월_여_10~19세,"1,368",452,102,78,33,33,61,68,224,43,39,55,106,74
2020년08월_여_20~29세,"1,445",449,105,78,56,51,58,100,194,32,43,37,122,120
2020년08월_여_30~39세,"1,276",405,61,72,46,46,46,61,219,28,48,39,115,90
2020년08월_여_40~49세,"2,275",664,179,160,84,65,101,141,367,64,68,57,166,159
2020년08월_여_50~59세,"3,904",890,304,341,163,176,172,290,511,140,129,130,384,274
2020년08월_여_60~69세,"4,217",812,279,353,203,195,238,383,528,177,167,182,438,262
2020년08월_여_70~79세,"3,677",667,274,345,187,162,210,326,416,183,182,107,363,255
2020년08월_여_80~89세,"3,025",419,150,258,191,187,201,255,358,201,173,92,348,192
2020년08월_여_90~99세,562,68,34,64,23,29,46,53,74,33,25,19,68,26
2020년08월_여_100세 이상,20,2,1,3,0,0,2,2,3,2,1,1,3,0
2020년09월_계_총인구수,"45,132","10,084","3,116","3,534","1,961","1,889","2,307","3,501","6,103","1,776","1,773","1,561","4,365","3,162"
2020년09월_계_연령구간인구수,"45,132","10,084","3,116","3,534","1,961","1,889","2,307","3,501","6,103","1,776","1,773","1,561","4,365","3,162"
2020년09월_계_0~9세,"1,943",594,95,105,55,55,82,102,376,26,70,78,175,130
2020년09월_계_10~19세,"2,912",905,220,186,87,68,119,130,471,71,92,163,230,170
2020년09월_계_20~29세,"3,526","1,035",231,210,136,119,158,292,481,97,91,83,276,317
2020년09월_계_30~39세,"2,839",855,128,154,94,100,124,188,453,71,108,83,240,241
2020년09월_계_40~49세,"5,089","1,391",375,353,187,162,228,341,819,143,157,138,403,392
2020년09월_계_50~59세,"8,553","1,850",714,732,358,366,398,678,"1,090",308,300,266,854,639
2020년09월_계_60~69세,"8,767","1,627",597,748,425,413,493,745,"1,069",384,378,387,951,550
2020년09월_계_70~79세,"6,399","1,137",464,590,308,298,360,575,740,343,301,217,643,423
2020년09월_계_80~89세,"4,361",603,248,383,274,264,287,385,512,283,237,122,500,263
2020년09월_계_90~99세,720,85,42,70,37,43,57,63,89,47,37,23,90,37
2020년09월_계_100세 이상,23,2,2,3,0,1,1,2,3,3,2,1,3,0
2020년09월_남_총인구수,"22,512","4,974","1,582","1,746",955,920,"1,139","1,786","3,024",865,861,823,"2,178","1,659"
2020년09월_남_연령구간인구수,"22,512","4,974","1,582","1,746",955,920,"1,139","1,786","3,024",865,861,823,"2,178","1,659"
2020년09월_남_0~9세,"1,020",308,48,64,33,25,48,54,177,13,28,51,96,75
2020년09월_남_10~19세,"1,547",451,117,107,55,37,56,65,249,28,54,110,124,94
2020년09월_남_20~29세,"2,108",588,130,134,80,70,103,194,288,65,49,48,157,202
2020년09월_남_30~39세,"1,572",447,71,82,49,55,77,126,237,44,61,44,129,150
2020년09월_남_40~49세,"2,849",737,197,197,105,100,130,202,454,79,92,79,240,237
2020년09월_남_50~59세,"4,664",963,407,396,194,189,226,392,583,174,171,140,467,362
2020년09월_남_60~69세,"4,533",806,319,389,222,217,255,363,543,202,209,208,511,289
2020년09월_남_70~79세,"2,744",477,193,245,123,137,152,251,323,161,120,107,284,171
2020년09월_남_80~89세,"1,323",181,91,125,80,76,83,129,157,84,66,32,151,68
2020년09월_남_90~99세,148,16,8,7,14,13,9,10,13,14,10,4,19,11
2020년09월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년09월_여_총인구수,"22,620","5,110","1,534","1,788","1,006",969,"1,168","1,715","3,079",911,912,738,"2,187","1,503"
2020년09월_여_연령구간인구수,"22,620","5,110","1,534","1,788","1,006",969,"1,168","1,715","3,079",911,912,738,"2,187","1,503"
2020년09월_여_0~9세,923,286,47,41,22,30,34,48,199,13,42,27,79,55
2020년09월_여_10~19세,"1,365",454,103,79,32,31,63,65,222,43,38,53,106,76
2020년09월_여_20~29세,"1,418",447,101,76,56,49,55,98,193,32,42,35,119,115
2020년09월_여_30~39세,"1,267",408,57,72,45,45,47,62,216,27,47,39,111,91
2020년09월_여_40~49세,"2,240",654,178,156,82,62,98,139,365,64,65,59,163,155
2020년09월_여_50~59세,"3,889",887,307,336,164,177,172,286,507,134,129,126,387,277
2020년09월_여_60~69세,"4,234",821,278,359,203,196,238,382,526,182,169,179,440,261
2020년09월_여_70~79세,"3,655",660,271,345,185,161,208,324,417,182,181,110,359,252
2020년09월_여_80~89세,"3,038",422,157,258,194,188,204,256,355,199,171,90,349,195
2020년09월_여_90~99세,572,69,34,63,23,30,48,53,76,33,27,19,71,26
2020년09월_여_100세 이상,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2020년10월_계_총인구수,"45,033","10,065","3,112","3,530","1,957","1,889","2,300","3,498","6,084","1,772","1,768","1,548","4,365","3,145"
2020년10월_계_연령구간인구수,"45,033","10,065","3,112","3,530","1,957","1,889","2,300","3,498","6,084","1,772","1,768","1,548","4,365","3,145"
2020년10월_계_0~9세,"1,905",588,96,104,52,52,78,98,371,25,69,76,168,128
2020년10월_계_10~19세,"2,913",903,220,186,90,71,119,134,470,72,89,159,235,165
2020년10월_계_20~29세,"3,510","1,031",225,212,134,117,159,293,478,96,94,85,276,310
2020년10월_계_30~39세,"2,821",850,131,154,96,97,121,185,452,70,107,79,241,238
2020년10월_계_40~49세,"5,039","1,390",372,343,185,161,226,340,802,142,156,137,396,389
2020년10월_계_50~59세,"8,505","1,832",716,733,352,365,404,668,"1,084",306,296,261,853,635
2020년10월_계_60~69세,"8,833","1,639",596,753,429,418,491,750,"1,083",387,377,388,967,555
2020년10월_계_70~79세,"6,396","1,138",462,586,310,300,357,577,742,342,301,219,638,424
2020년10월_계_80~89세,"4,368",602,250,388,275,264,286,387,512,279,240,120,500,265
2020년10월_계_90~99세,720,90,42,68,34,43,58,64,87,50,37,23,88,36
