카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년06월_여_100세 이상,99,6,8,1,9,8,3,9,9,2,11,5,3,1,5,1,2,2,3,8,3
2020년07월_계_총인구수,"529,413","32,245","36,349","28,900","15,494","23,107","22,444","28,707","29,262","15,889","25,097","18,227","21,846","15,931","25,233","20,757","40,109","21,622","32,648","33,151","42,395"
2020년07월_계_연령구간인구수,"529,413","32,245","36,349","28,900","15,494","23,107","22,444","28,707","29,262","15,889","25,097","18,227","21,846","15,931","25,233","20,757","40,109","21,622","32,648","33,151","42,395"
2020년07월_계_0~9세,"43,662","3,351","3,728","1,623",732,"1,350","1,719","1,702","1,880",772,"1,887","1,389","1,587",712,"1,598","1,783","6,171","1,383","2,986","2,636","4,673"
2020년07월_계_10~19세,"50,622","3,051","4,488","1,741","1,127","1,686","2,165","2,210","2,393","1,078","2,495","1,697","2,012","1,038","2,432","2,262","3,623","2,002","3,683","3,455","5,984"
2020년07월_계_20~29세,"71,671","4,243","4,406","6,383","2,179","3,288","2,941","4,151","4,320","1,977","3,311","2,548","2,982","2,231","3,507","2,442","4,056","2,948","4,241","4,596","4,921"
2020년07월_계_30~39세,"74,563","4,973","4,687","5,494","1,794","3,316","2,856","3,834","4,225","1,926","3,188","2,337","2,928","1,936","3,024","2,566","7,990","2,359","4,708","4,743","5,679"
2020년07월_계_40~49세,"89,748","5,626","6,782","4,532","2,358","3,530","3,927","4,466","4,557","2,278","4,235","2,936","3,391","2,208","3,917","3,550","7,299","3,519","5,916","5,760","8,961"
2020년07월_계_50~59세,"90,800","5,169","5,855","4,400","3,152","4,127","3,830","5,456","5,319","3,093","4,421","3,307","3,869","3,163","4,921","3,546","4,970","4,381","5,540","5,588","6,693"
2020년07월_계_60~69세,"63,620","3,576","3,911","2,826","2,259","3,143","2,858","3,969","3,880","2,480","3,378","2,408","3,001","2,639","3,331","2,820","3,847","2,943","3,352","3,563","3,436"
2020년07월_계_70~79세,"30,446","1,518","1,784","1,333","1,279","1,812","1,498","2,010","1,814","1,444","1,557","1,148","1,355","1,433","1,592","1,227","1,562","1,425","1,485","1,812","1,358"
2020년07월_계_80~89세,"12,186",612,585,497,533,741,540,781,738,741,521,384,612,495,763,487,506,573,612,861,604
2020년07월_계_90~99세,"1,965",120,111,69,71,105,106,113,124,98,89,64,106,75,143,73,82,85,122,126,83
2020년07월_계_100세 이상,130,6,12,2,10,9,4,15,12,2,15,9,3,1,5,1,3,4,3,11,3
2020년07월_남_총인구수,"263,176","15,720","17,892","14,400","7,839","11,382","11,281","14,376","14,618","7,680","12,316","9,182","10,688","8,036","12,334","10,326","19,900","11,112","16,418","16,726","20,950"
2020년07월_남_연령구간인구수,"263,176","15,720","17,892","14,400","7,839","11,382","11,281","14,376","14,618","7,680","12,316","9,182","10,688","8,036","12,334","10,326","19,900","11,112","16,418","16,726","20,950"
2020년07월_남_0~9세,"22,456","1,706","1,929",866,388,722,889,847,965,395,953,722,792,382,832,895,"3,171",712,"1,516","1,368","2,406"
2020년07월_남_10~19세,"25,877","1,471","2,325",889,608,854,"1,137","1,106","1,206",561,"1,246",865,"1,047",519,"1,230","1,179","1,893","1,084","1,872","1,806","2,979"
2020년07월_남_20~29세,"37,042","2,110","2,296","2,871","1,145","1,686","1,565","2,141","2,208","1,008","1,730","1,321","1,594","1,211","1,857","1,325","2,025","1,637","2,277","2,473","2,562"
2020년07월_남_30~39세,"38,351","2,409","2,207","3,006","1,021","1,779","1,424","2,035","2,246","1,006","1,651","1,269","1,531","1,090","1,574","1,300","3,878","1,237","2,475","2,591","2,622"
2020년07월_남_40~49세,"45,669","2,912","3,261","2,443","1,266","1,844","2,037","2,354","2,300","1,209","2,106","1,503","1,643","1,201","1,868","1,774","3,824","1,845","3,005","2,938","4,336"
2020년07월_남_50~59세,"44,750","2,491","2,927","2,170","1,590","1,989","1,925","2,730","2,613","1,522","2,105","1,641","1,835","1,561","2,347","1,705","2,328","2,232","2,783","2,769","3,487"
2020년07월_남_60~69세,"30,721","1,702","1,856","1,352","1,079","1,455","1,388","1,935","1,945","1,174","1,575","1,194","1,403","1,239","1,666","1,376","1,865","1,491","1,604","1,686","1,736"
2020년07월_남_70~79세,"13,771",700,843,598,550,790,697,914,856,574,743,527,627,635,702,568,754,659,655,771,608
2020년07월_남_80~89세,"4,106",199,216,182,179,251,182,281,251,214,185,125,191,188,233,186,151,197,207,291,197
2020년07월_남_90~99세,403,20,28,22,12,11,36,27,26,17,18,11,25,10,25,18,10,16,23,31,17
2020년07월_남_100세 이상,30,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년07월_여_총인구수,"266,237","16,525","18,457","14,500","7,655","11,725","11,163","14,331","14,644","8,209","12,781","9,045","11,158","7,895","12,899","10,431","20,209","10,510","16,230","16,425","21,445"
2020년07월_여_연령구간인구수,"266,237","16,525","18,457","14,500","7,655","11,725","11,163","14,331","14,644","8,209","12,781","9,045","11,158","7,895","12,899","10,431","20,209","10,510","16,230","16,425","21,445"
2020년07월_여_0~9세,"21,206","1,645","1,799",757,344,628,830,855,915,377,934,667,795,330,766,888,"3,000",671,"1,470","1,268","2,267"
2020년07월_여_10~19세,"24,745","1,580","2,163",852,519,832,"1,028","1,104","1,187",517,"1,249",832,965,519,"1,202","1,083","1,730",918,"1,811","1,649","3,005"
2020년07월_여_20~29세,"34,629","2,133","2,110","3,512","1,034","1,602","1,376","2,010","2,112",969,"1,581","1,227","1,388","1,020","1,650","1,117","2,031","1,311","1,964","2,123","2,359"
2020년07월_여_30~39세,"36,212","2,564","2,480","2,488",773,"1,537","1,432","1,799","1,979",920,"1,537","1,068","1,397",846,"1,450","1,266","4,112","1,122","2,233","2,152","3,057"
2020년07월_여_40~49세,"44,079","2,714","3,521","2,089","1,092","1,686","1,890","2,112","2,257","1,069","2,129","1,433","1,748","1,007","2,049","1,776","3,475","1,674","2,911","2,822","4,625"
2020년07월_여_50~59세,"46,050","2,678","2,928","2,230","1,562","2,138","1,905","2,726","2,706","1,571","2,316","1,666","2,034","1,602","2,574","1,841","2,642","2,149","2,757","2,819","3,206"
2020년07월_여_60~69세,"32,899","1,874","2,055","1,474","1,180","1,688","1,470","2,034","1,935","1,306","1,803","1,214","1,598","1,400","1,665","1,444","1,982","1,452","1,748","1,877","1,700"
2020년07월_여_70~79세,"16,675",818,941,735,729,"1,022",801,"1,096",958,870,814,621,728,798,890,659,808,766,830,"1,041",750
2020년07월_여_80~89세,"8,080",413,369,315,354,490,358,500,487,527,336,259,421,307,530,301,355,376,405,570,407
2020년07월_여_90~99세,"1,562",100,83,47,59,94,70,86,98,81,71,53,81,65,118,55,72,69,99,95,66
2020년07월_여_100세 이상,100,6,8,1,9,8,3,9,10,2,11,5,3,1,5,1,2,2,2,9,3
2020년08월_계_총인구수,"528,255","32,130","36,220","28,797","15,365","22,995","22,394","28,588","29,304","16,678","25,007","18,118","21,674","15,860","25,108","20,659","40,040","21,526","32,528","32,947","42,317"
2020년08월_계_연령구간인구수,"528,255","32,130","36,220","28,797","15,365","22,995","22,394","28,588","29,304","16,678","25,007","18,118","21,674","15,860","25,108","20,659","40,040","21,526","32,528","32,947","42,317"
2020년08월_계_0~9세,"43,222","3,308","3,708","1,599",715,"1,328","1,707","1,669","1,869",817,"1,869","1,364","1,560",700,"1,564","1,754","6,135","1,365","2,962","2,584","4,645"
2020년08월_계_10~19세,"50,459","3,053","4,491","1,729","1,110","1,679","2,159","2,206","2,397","1,151","2,483","1,683","1,987","1,034","2,407","2,256","3,609","1,981","3,636","3,426","5,982"
2020년08월_계_20~29세,"71,493","4,234","4,370","6,368","2,172","3,242","2,936","4,146","4,313","2,103","3,311","2,512","2,940","2,219","3,523","2,423","4,054","2,940","4,229","4,547","4,911"
2020년08월_계_30~39세,"73,985","4,902","4,644","5,441","1,755","3,305","2,850","3,791","4,205","2,037","3,155","2,317","2,903","1,915","2,979","2,524","7,920","2,334","4,697","4,682","5,629"
2020년08월_계_40~49세,"89,489","5,607","6,773","4,521","2,323","3,520","3,899","4,433","4,573","2,414","4,215","2,933","3,361","2,194","3,872","3,540","7,308","3,473","5,871","5,727","8,932"
2020년08월_계_50~59세,"90,624","5,150","5,808","4,389","3,121","4,099","3,821","5,423","5,328","3,238","4,401","3,280","3,830","3,143","4,909","3,523","4,965","4,377","5,544","5,578","6,697"
2020년08월_계_60~69세,"64,107","3,605","3,935","2,839","2,262","3,168","2,877","3,985","3,914","2,590","3,386","2,423","3,004","2,652","3,345","2,848","3,893","2,960","3,367","3,584","3,470"
2020년08월_계_70~79세,"30,531","1,527","1,786","1,346","1,278","1,806","1,493","2,015","1,822","1,483","1,559","1,147","1,364","1,428","1,595","1,226","1,561","1,433","1,492","1,813","1,357"
2020년08월_계_80~89세,"12,249",614,585,496,547,736,543,791,745,744,526,384,617,498,767,489,509,574,610,868,606
2020년08월_계_90~99세,"1,962",124,108,67,72,103,105,113,126,99,85,66,105,76,142,75,83,85,117,126,85
2020년08월_계_100세 이상,134,6,12,2,10,9,4,16,12,2,17,9,3,1,5,1,3,4,3,12,3
2020년08월_남_총인구수,"262,483","15,660","17,822","14,358","7,760","11,317","11,242","14,298","14,609","8,083","12,264","9,131","10,602","7,995","12,256","10,283","19,855","11,050","16,363","16,637","20,898"
2020년08월_남_연령구간인구수,"262,483","15,660","17,822","14,358","7,760","11,317","11,242","14,298","14,609","8,083","12,264","9,131","10,602","7,995","12,256","10,283","19,855","11,050","16,363","16,637","20,898"
2020년08월_남_0~9세,"22,209","1,678","1,931",853,376,708,885,830,953,411,947,707,773,368,815,877,"3,156",705,"1,506","1,349","2,381"
2020년08월_남_10~19세,"25,809","1,482","2,330",888,599,858,"1,132","1,100","1,210",596,"1,241",860,"1,049",516,"1,219","1,175","1,883","1,066","1,842","1,791","2,972"
2020년08월_남_20~29세,"36,943","2,101","2,267","2,879","1,143","1,666","1,564","2,142","2,203","1,084","1,730","1,304","1,564","1,198","1,860","1,318","2,012","1,631","2,270","2,451","2,556"
2020년08월_남_30~39세,"38,002","2,371","2,175","2,972",999,"1,768","1,428","2,010","2,222","1,072","1,620","1,252","1,516","1,086","1,547","1,275","3,844","1,223","2,464","2,557","2,601"
2020년08월_남_40~49세,"45,501","2,910","3,261","2,434","1,244","1,833","2,014","2,325","2,304","1,275","2,094","1,504","1,633","1,195","1,837","1,774","3,821","1,818","2,980","2,924","4,321"
2020년08월_남_50~59세,"44,672","2,476","2,897","2,164","1,577","1,968","1,912","2,718","2,621","1,591","2,098","1,629","1,815","1,547","2,346","1,697","2,338","2,230","2,798","2,761","3,489"
2020년08월_남_60~69세,"30,972","1,717","1,872","1,366","1,080","1,472","1,392","1,937","1,956","1,230","1,580","1,201","1,399","1,253","1,670","1,395","1,885","1,498","1,611","1,706","1,752"
2020년08월_남_70~79세,"13,817",701,845,601,545,784,694,919,858,594,744,530,637,634,703,567,754,663,661,772,611
2020년08월_남_80~89세,"4,131",205,215,180,184,248,185,283,253,213,187,128,193,188,236,185,151,198,208,293,198
2020년08월_남_90~99세,396,19,25,20,12,11,35,28,27,17,19,12,23,10,23,20,10,16,22,30,17
2020년08월_남_100세 이상,31,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년08월_여_총인구수,"265,772","16,470","18,398","14,439","7,605","11,678","11,152","14,290","14,695","8,595","12,743","8,987","11,072","7,865","12,852","10,376","20,185","10,476","16,165","16,310","21,419"
2020년08월_여_연령구간인구수,"265,772","16,470","18,398","14,439","7,605","11,678","11,152","14,290","14,695","8,595","12,743","8,987","11,072","7,865","12,852","10,376","20,185","10,476","16,165","16,310","21,419"
2020년08월_여_0~9세,"21,013","1,630","1,777",746,339,620,822,839,916,406,922,657,787,332,749,877,"2,979",660,"1,456","1,235","2,264"
2020년08월_여_10~19세,"24,650","1,571","2,161",841,511,821,"1,027","1,106","1,187",555,"1,242",823,938,518,"1,188","1,081","1,726",915,"1,794","1,635","3,010"
2020년08월_여_20~29세,"34,550","2,133","2,103","3,489","1,029","1,576","1,372","2,004","2,110","1,019","1,581","1,208","1,376","1,021","1,663","1,105","2,042","1,309","1,959","2,096","2,355"
2020년08월_여_30~39세,"35,983","2,531","2,469","2,469",756,"1,537","1,422","1,781","1,983",965,"1,535","1,065","1,387",829,"1,432","1,249","4,076","1,111","2,233","2,125","3,028"
2020년08월_여_40~49세,"43,988","2,697","3,512","2,087","1,079","1,687","1,885","2,108","2,269","1,139","2,121","1,429","1,728",999,"2,035","1,766","3,487","1,655","2,891","2,803","4,611"
2020년08월_여_50~59세,"45,952","2,674","2,911","2,225","1,544","2,131","1,909","2,705","2,707","1,647","2,303","1,651","2,015","1,596","2,563","1,826","2,627","2,147","2,746","2,817","3,208"
2020년08월_여_60~69세,"33,135","1,888","2,063","1,473","1,182","1,696","1,485","2,048","1,958","1,360","1,806","1,222","1,605","1,399","1,675","1,453","2,008","1,462","1,756","1,878","1,718"
2020년08월_여_70~79세,"16,714",826,941,745,733,"1,022",799,"1,096",964,889,815,617,727,794,892,659,807,770,831,"1,041",746
2020년08월_여_80~89세,"8,118",409,370,316,363,488,358,508,492,531,339,256,424,310,531,304,358,376,402,575,408
2020년08월_여_90~99세,"1,566",105,83,47,60,92,70,85,99,82,66,54,82,66,119,55,73,69,95,96,68
2020년08월_여_100세 이상,103,6,8,1,9,8,3,10,10,2,13,5,3,1,5,1,2,2,2,9,3
2020년09월_계_총인구수,"527,515","32,071","36,089","28,728","15,280","22,891","22,363","28,489","29,325","17,336","24,895","18,012","21,576","15,811","25,080","20,573","39,962","21,471","32,403","32,926","42,234"
2020년09월_계_연령구간인구수,"527,515","32,071","36,089","28,728","15,280","22,891","22,363","28,489","29,325","17,336","24,895","18,012","21,576","15,811","25,080","20,573","39,962","21,471","32,403","32,926","42,234"
2020년09월_계_0~9세,"42,895","3,282","3,695","1,585",710,"1,313","1,690","1,661","1,864",877,"1,832","1,331","1,555",689,"1,542","1,733","6,093","1,350","2,934","2,565","4,594"
2020년09월_계_10~19세,"50,323","3,057","4,466","1,725","1,094","1,664","2,159","2,189","2,402","1,165","2,489","1,688","1,966","1,014","2,401","2,246","3,606","1,972","3,614","3,423","5,983"
2020년09월_계_20~29세,"71,242","4,232","4,320","6,323","2,162","3,226","2,930","4,112","4,290","2,233","3,286","2,492","2,916","2,202","3,525","2,414","4,014","2,932","4,182","4,547","4,904"
2020년09월_계_30~39세,"73,501","4,864","4,615","5,447","1,725","3,264","2,832","3,753","4,192","2,150","3,104","2,280","2,881","1,913","2,936","2,495","7,851","2,330","4,654","4,634","5,581"
2020년09월_계_40~49세,"89,369","5,591","6,754","4,505","2,312","3,516","3,883","4,428","4,586","2,490","4,186","2,911","3,357","2,184","3,859","3,497","7,344","3,440","5,862","5,726","8,938"
2020년09월_계_50~59세,"90,608","5,139","5,801","4,396","3,097","4,071","3,821","5,403","5,319","3,372","4,405","3,267","3,791","3,128","4,896","3,521","4,974","4,384","5,527","5,596","6,700"
2020년09월_계_60~69세,"64,534","3,617","3,941","2,848","2,271","3,180","2,891","3,996","3,962","2,686","3,402","2,433","3,016","2,662","3,400","2,863","3,918","2,968","3,397","3,601","3,482"
2020년09월_계_70~79세,"30,618","1,543","1,783","1,338","1,286","1,808","1,502","2,023","1,821","1,496","1,556","1,152","1,375","1,430","1,603","1,231","1,568","1,424","1,499","1,826","1,354"
2020년09월_계_80~89세,"12,310",615,591,496,541,733,546,790,748,764,535,382,613,510,765,496,508,582,615,869,611
2020년09월_계_90~99세,"1,983",125,111,64,72,107,106,118,129,100,84,67,103,78,148,76,83,85,116,127,84
2020년09월_계_100세 이상,132,6,12,1,10,9,3,16,12,3,16,9,3,1,5,1,3,4,3,12,3
2020년09월_남_총인구수,"262,068","15,630","17,752","14,318","7,724","11,264","11,228","14,245","14,628","8,432","12,208","9,071","10,561","7,944","12,230","10,249","19,813","11,015","16,299","16,609","20,848"
2020년09월_남_연령구간인구수,"262,068","15,630","17,752","14,318","7,724","11,264","11,228","14,245","14,628","8,432","12,208","9,071","10,561","7,944","12,230","10,249","19,813","11,015","16,299","16,609","20,848"
2020년09월_남_0~9세,"22,040","1,673","1,921",840,376,699,874,817,952,448,936,686,774,359,798,863,"3,137",694,"1,490","1,337","2,366"
2020년09월_남_10~19세,"25,737","1,483","2,314",893,590,846,"1,140","1,091","1,209",606,"1,242",871,"1,036",510,"1,219","1,171","1,884","1,056","1,832","1,788","2,956"
2020년09월_남_20~29세,"36,795","2,100","2,245","2,846","1,140","1,661","1,553","2,135","2,202","1,156","1,718","1,289","1,549","1,173","1,858","1,318","1,994","1,625","2,242","2,443","2,548"
2020년09월_남_30~39세,"37,798","2,352","2,164","2,975",981,"1,747","1,419","1,981","2,215","1,135","1,590","1,238","1,507","1,088","1,526","1,268","3,814","1,229","2,446","2,533","2,590"
2020년09월_남_40~49세,"45,419","2,908","3,252","2,431","1,245","1,832","1,996","2,326","2,304","1,313","2,085","1,489","1,629","1,184","1,827","1,758","3,831","1,798","2,971","2,919","4,321"
2020년09월_남_50~59세,"44,670","2,457","2,889","2,175","1,566","1,954","1,928","2,711","2,627","1,661","2,099","1,609","1,798","1,545","2,346","1,690","2,344","2,233","2,785","2,764","3,489"
2020년09월_남_60~69세,"31,180","1,723","1,876","1,367","1,079","1,482","1,399","1,938","1,977","1,274","1,585","1,211","1,414","1,251","1,694","1,405","1,895","1,502","1,632","1,720","1,756"
2020년09월_남_70~79세,"13,838",711,841,594,549,785,692,927,860,601,741,532,640,629,707,567,749,660,666,779,608
2020년09월_남_80~89세,"4,163",204,220,178,185,246,192,284,254,219,190,130,191,194,229,189,154,200,212,294,198
2020년09월_남_90~99세,398,19,26,19,12,11,34,29,26,19,18,12,23,11,26,20,10,16,22,29,16
2020년09월_남_100세 이상,30,0,4,0,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년09월_여_총인구수,"265,447","16,441","18,337","14,410","7,556","11,627","11,135","14,244","14,697","8,904","12,687","8,941","11,015","7,867","12,850","10,324","20,149","10,456","16,104","16,317","21,386"
2020년09월_여_연령구간인구수,"265,447","16,441","18,337","14,410","7,556","11,627","11,135","14,244","14,697","8,904","12,687","8,941","11,015","7,867","12,850","10,324","20,149","10,456","16,104","16,317","21,386"
2020년09월_여_0~9세,"20,855","1,609","1,774",745,334,614,816,844,912,429,896,645,781,330,744,870,"2,956",656,"1,444","1,228","2,228"
2020년09월_여_10~19세,"24,586","1,574","2,152",832,504,818,"1,019","1,098","1,193",559,"1,247",817,930,504,"1,182","1,075","1,722",916,"1,782","1,635","3,027"
2020년09월_여_20~29세,"34,447","2,132","2,075","3,477","1,022","1,565","1,377","1,977","2,088","1,077","1,568","1,203","1,367","1,029","1,667","1,096","2,020","1,307","1,940","2,104","2,356"
2020년09월_여_30~39세,"35,703","2,512","2,451","2,472",744,"1,517","1,413","1,772","1,977","1,015","1,514","1,042","1,374",825,"1,410","1,227","4,037","1,101","2,208","2,101","2,991"
2020년09월_여_40~49세,"43,950","2,683","3,502","2,074","1,067","1,684","1,887","2,102","2,282","1,177","2,101","1,422","1,728","1,000","2,032","1,739","3,513","1,642","2,891","2,807","4,617"
2020년09월_여_50~59세,"45,938","2,682","2,912","2,221","1,531","2,117","1,893","2,692","2,692","1,711","2,306","1,658","1,993","1,583","2,550","1,831","2,630","2,151","2,742","2,832","3,211"
2020년09월_여_60~69세,"33,354","1,894","2,065","1,481","1,192","1,698","1,492","2,058","1,985","1,412","1,817","1,222","1,602","1,411","1,706","1,458","2,023","1,466","1,765","1,881","1,726"
2020년09월_여_70~79세,"16,780",832,942,744,737,"1,023",810,"1,096",961,895,815,620,735,801,896,664,819,764,833,"1,047",746
2020년09월_여_80~89세,"8,147",411,371,318,356,487,354,506,494,545,345,252,422,316,536,307,354,382,403,575,413
2020년09월_여_90~99세,"1,585",106,85,45,60,96,72,89,103,81,66,55,80,67,122,56,73,69,94,98,68
2020년09월_여_100세 이상,102,6,8,1,9,8,2,10,10,3,12,5,3,1,5,1,2,2,2,9,3
2020년10월_계_총인구수,"527,080","32,086","36,060","28,715","15,206","22,800","22,391","28,388","29,314","17,499","24,819","18,041","21,540","15,761","25,064","20,584","39,905","21,433","32,348","32,890","42,236"
2020년10월_계_연령구간인구수,"527,080","32,086","36,060","28,715","15,206","22,800","22,391","28,388","29,314","17,499","24,819","18,041","21,540","15,761","25,064","20,584","39,905","21,433","32,348","32,890","42,236"
2020년10월_계_0~9세,"42,535","3,262","3,683","1,551",690,"1,280","1,660","1,649","1,846",890,"1,808","1,349","1,529",677,"1,521","1,717","6,054","1,338","2,904","2,550","4,577"
2020년10월_계_10~19세,"50,252","3,054","4,450","1,734","1,090","1,663","2,159","2,184","2,412","1,164","2,491","1,678","1,961","1,013","2,385","2,247","3,610","1,960","3,588","3,435","5,974"
2020년10월_계_20~29세,"71,155","4,236","4,321","6,298","2,143","3,202","2,956","4,104","4,264","2,266","3,283","2,492","2,924","2,190","3,538","2,412","3,994","2,917","4,191","4,527","4,897"
2020년10월_계_30~39세,"73,119","4,852","4,598","5,438","1,694","3,243","2,836","3,730","4,174","2,178","3,061","2,278","2,874","1,892","2,917","2,485","7,775","2,326","4,614","4,596","5,558"
2020년10월_계_40~49세,"89,204","5,588","6,771","4,531","2,307","3,478","3,875","4,401","4,561","2,500","4,166","2,914","3,331","2,179","3,840","3,502","7,374","3,410","5,833","5,717","8,926"
2020년10월_계_50~59세,"90,632","5,136","5,782","4,398","3,082","4,074","3,834","5,369","5,346","3,405","4,407","3,271","3,785","3,123","4,885","3,522","4,976","4,365","5,558","5,602","6,712"
2020년10월_계_60~69세,"64,956","3,649","3,957","2,861","2,291","3,195","2,905","4,002","3,999","2,718","3,407","2,444","3,029","2,660","3,445","2,890","3,947","2,998","3,411","3,624","3,524"
2020년10월_계_70~79세,"30,718","1,553","1,775","1,339","1,287","1,814","1,509","2,025","1,818","1,497","1,561","1,151","1,387","1,441","1,606","1,237","1,582","1,430","1,509","1,842","1,355"
2020년10월_계_80~89세,"12,373",622,605,498,539,734,544,787,756,779,537,387,614,507,773,492,508,592,619,855,625
2020년10월_계_90~99세,"2,002",128,106,66,73,107,110,120,126,99,82,68,103,78,149,79,82,93,118,130,85
2020년10월_계_100세 이상,134,6,12,1,10,10,3,17,12,3,16,9,3,1,5,1,3,4,3,12,3
2020년10월_남_총인구수,"261,785","15,638","17,737","14,300","7,713","11,225","11,244","14,167","14,619","8,517","12,166","9,081","10,532","7,917","12,221","10,252","19,786","10,977","16,263","16,586","20,844"
2020년10월_남_연령구간인구수,"261,785","15,638","17,737","14,300","7,713","11,225","11,244","14,167","14,619","8,517","12,166","9,081","10,532","7,917","12,221","10,252","19,786","10,977","16,263","16,586","20,844"
2020년10월_남_0~9세,"21,869","1,663","1,916",820,362,687,861,806,942,465,924,692,760,355,793,860,"3,117",689,"1,469","1,330","2,358"
2020년10월_남_10~19세,"25,677","1,488","2,309",900,592,839,"1,139","1,087","1,209",598,"1,236",863,"1,033",515,"1,213","1,170","1,882","1,052","1,816","1,794","2,942"
2020년10월_남_20~29세,"36,736","2,096","2,241","2,836","1,132","1,655","1,560","2,127","2,189","1,174","1,713","1,294","1,553","1,164","1,861","1,319","1,982","1,606","2,248","2,431","2,555"
2020년10월_남_30~39세,"37,605","2,351","2,160","2,951",972,"1,740","1,425","1,969","2,210","1,157","1,569","1,228","1,501","1,076","1,516","1,264","3,765","1,224","2,430","2,510","2,587"
2020년10월_남_40~49세,"45,334","2,911","3,258","2,449","1,249","1,805","1,991","2,305","2,302","1,314","2,078","1,496","1,618","1,178","1,815","1,761","3,856","1,785","2,957","2,903","4,303"
2020년10월_남_50~59세,"44,676","2,447","2,881","2,183","1,562","1,959","1,933","2,691","2,644","1,678","2,100","1,608","1,790","1,539","2,340","1,689","2,348","2,211","2,799","2,779","3,495"
2020년10월_남_60~69세,"31,368","1,737","1,877","1,372","1,093","1,492","1,410","1,929","1,981","1,291","1,587","1,222","1,421","1,254","1,716","1,410","1,912","1,525","1,639","1,723","1,777"
2020년10월_남_70~79세,"13,893",718,839,591,551,792,695,932,856,601,745,534,644,634,706,571,758,659,665,793,609
2020년10월_남_80~89세,"4,191",206,228,179,187,245,193,285,260,220,192,127,189,190,235,189,155,206,214,289,202
2020년10월_남_90~99세,405,21,24,19,12,9,36,30,24,19,18,13,23,12,26,19,10,18,25,31,16
2020년10월_남_100세 이상,31,0,4,0,1,2,1,6,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년10월_여_총인구수,"265,295","16,448","18,323","14,415","7,493","11,575","11,147","14,221","14,695","8,982","12,653","8,960","11,008","7,844","12,843","10,332","20,119","10,456","16,085","16,304","21,392"
2020년10월_여_연령구간인구수,"265,295","16,448","18,323","14,415","7,493","11,575","11,147","14,221","14,695","8,982","12,653","8,960","11,008","7,844","12,843","10,332","20,119","10,456","16,085","16,304","21,392"
2020년10월_여_0~9세,"20,666","1,599","1,767",731,328,593,799,843,904,425,884,657,769,322,728,857,"2,937",649,"1,435","1,220","2,219"
2020년10월_여_10~19세,"24,575","1,566","2,141",834,498,824,"1,020","1,097","1,203",566,"1,255",815,928,498,"1,172","1,077","1,728",908,"1,772","1,641","3,032"
2020년10월_여_20~29세,"34,419","2,140","2,080","3,462","1,011","1,547","1,396","1,977","2,075","1,092","1,570","1,198","1,371","1,026","1,677","1,093","2,012","1,311","1,943","2,096","2,342"
2020년10월_여_30~39세,"35,514","2,501","2,438","2,487",722,"1,503","1,411","1,761","1,964","1,021","1,492","1,050","1,373",816,"1,401","1,221","4,010","1,102","2,184","2,086","2,971"
2020년10월_여_40~49세,"43,870","2,677","3,513","2,082","1,058","1,673","1,884","2,096","2,259","1,186","2,088","1,418","1,713","1,001","2,025","1,741","3,518","1,625","2,876","2,814","4,623"
2020년10월_여_50~59세,"45,956","2,689","2,901","2,215","1,520","2,115","1,901","2,678","2,702","1,727","2,307","1,663","1,995","1,584","2,545","1,833","2,628","2,154","2,759","2,823","3,217"
2020년10월_여_60~69세,"33,588","1,912","2,080","1,489","1,198","1,703","1,495","2,073","2,018","1,427","1,820","1,222","1,608","1,406","1,729","1,480","2,035","1,473","1,772","1,901","1,747"
2020년10월_여_70~79세,"16,825",835,936,748,736,"1,022",814,"1,093",962,896,816,617,743,807,900,666,824,771,844,"1,049",746
2020년10월_여_80~89세,"8,182",416,377,319,352,489,351,502,496,559,345,260,425,317,538,303,353,386,405,566,423
2020년10월_여_90~99세,"1,597",107,82,47,61,98,74,90,102,80,64,55,80,66,123,60,72,75,93,99,69
2020년10월_여_100세 이상,103,6,8,1,9,8,2,11,10,3,12,5,3,1,5,1,2,2,2,9,3
2020년11월_계_총인구수,"526,337","32,055","35,934","28,714","15,152","22,728","22,366","28,332","29,327","17,501","24,800","18,012","21,575","15,722","24,998","20,527","39,880","21,358","32,309","32,888","42,159"
2020년11월_계_연령구간인구수,"526,337","32,055","35,934","28,714","15,152","22,728","22,366","28,332","29,327","17,501","24,800","18,012","21,575","15,722","24,998","20,527","39,880","21,358","32,309","32,888","42,159"
