카테고리,전라남도 곡성군,전라남도 곡성군 곡성읍,전라남도 곡성군 오곡면,전라남도 곡성군 삼기면,전라남도 곡성군 석곡면,전라남도 곡성군 목사동면,전라남도 곡성군 죽곡면,전라남도 곡성군 고달면,전라남도 곡성군 옥과면,전라남도 곡성군 입면,전라남도 곡성군 겸면,전라남도 곡성군 오산면
2020년04월_여_40~49세,"1,400",517,77,60,92,44,71,37,268,139,46,49
2020년04월_여_50~59세,"2,235",605,146,126,191,116,165,89,349,185,145,118
2020년04월_여_60~69세,"2,342",617,182,154,216,121,181,109,306,175,143,138
2020년04월_여_70~79세,"2,515",582,207,184,232,161,199,138,275,227,187,123
2020년04월_여_80~89세,"2,170",421,160,168,251,149,164,129,221,206,170,131
2020년04월_여_90~99세,399,80,19,38,49,23,41,21,34,38,36,20
2020년04월_여_100세 이상,9,3,2,0,1,1,0,0,0,0,1,1
2020년05월_계_총인구수,"28,386","7,899","1,923","1,660","2,359","1,366","1,937","1,211","4,342","2,503","1,736","1,450"
2020년05월_계_연령구간인구수,"28,386","7,899","1,923","1,660","2,359","1,366","1,937","1,211","4,342","2,503","1,736","1,450"
2020년05월_계_0~9세,"1,152",486,68,33,61,24,46,35,225,75,60,39
2020년05월_계_10~19세,"2,048",697,131,82,129,46,99,59,442,219,84,60
2020년05월_계_20~29세,"2,423",763,116,103,157,86,144,78,541,205,115,115
2020년05월_계_30~39세,"1,765",649,104,69,120,60,87,51,344,116,97,68
2020년05월_계_40~49세,"3,175","1,070",185,157,211,111,169,93,556,344,155,124
2020년05월_계_50~59세,"4,983","1,308",331,275,437,260,354,218,742,459,319,280
2020년05월_계_60~69세,"4,854","1,207",380,339,414,257,390,221,632,383,302,329
2020년05월_계_70~79세,"4,301","1,001",329,309,405,270,358,245,486,361,318,219
2020년05월_계_80~89세,"3,177",619,252,245,362,220,242,187,325,291,245,189
2020년05월_계_90~99세,497,96,25,48,61,31,48,24,49,50,39,26
2020년05월_계_100세 이상,11,3,2,0,2,1,0,0,0,0,2,1
2020년05월_남_총인구수,"13,864","3,814",947,819,"1,111",660,944,587,"2,136","1,253",852,741
2020년05월_남_연령구간인구수,"13,864","3,814",947,819,"1,111",660,944,587,"2,136","1,253",852,741
2020년05월_남_0~9세,585,252,33,15,37,12,30,20,102,38,27,19
2020년05월_남_10~19세,"1,072",365,72,49,62,22,56,20,227,120,46,33
2020년05월_남_20~29세,"1,317",396,66,65,84,57,78,49,283,113,64,62
2020년05월_남_30~39세,956,322,65,49,66,36,44,30,182,67,58,37
2020년05월_남_40~49세,"1,777",550,109,97,118,65,98,57,294,203,109,77
2020년05월_남_50~59세,"2,755",700,185,149,250,144,188,133,393,275,175,163
2020년05월_남_60~69세,"2,515",596,199,184,196,137,207,113,324,207,163,189
2020년05월_남_70~79세,"1,797",418,127,127,178,110,158,105,213,136,129,96
2020년05월_남_80~89세,988,198,85,74,106,69,78,57,104,82,75,60
2020년05월_남_90~99세,100,17,6,10,13,8,7,3,14,12,5,5
2020년05월_남_100세 이상,2,0,0,0,1,0,0,0,0,0,1,0
2020년05월_여_총인구수,"14,522","4,085",976,841,"1,248",706,993,624,"2,206","1,250",884,709
2020년05월_여_연령구간인구수,"14,522","4,085",976,841,"1,248",706,993,624,"2,206","1,250",884,709
2020년05월_여_0~9세,567,234,35,18,24,12,16,15,123,37,33,20
2020년05월_여_10~19세,976,332,59,33,67,24,43,39,215,99,38,27
2020년05월_여_20~29세,"1,106",367,50,38,73,29,66,29,258,92,51,53
2020년05월_여_30~39세,809,327,39,20,54,24,43,21,162,49,39,31
2020년05월_여_40~49세,"1,398",520,76,60,93,46,71,36,262,141,46,47
2020년05월_여_50~59세,"2,228",608,146,126,187,116,166,85,349,184,144,117
2020년05월_여_60~69세,"2,339",611,181,155,218,120,183,108,308,176,139,140
2020년05월_여_70~79세,"2,504",583,202,182,227,160,200,140,273,225,189,123
2020년05월_여_80~89세,"2,189",421,167,171,256,151,164,130,221,209,170,129
2020년05월_여_90~99세,397,79,19,38,48,23,41,21,35,38,34,21
2020년05월_여_100세 이상,9,3,2,0,1,1,0,0,0,0,1,1
2020년06월_계_총인구수,"28,340","7,883","1,916","1,663","2,353","1,367","1,947","1,202","4,318","2,509","1,747","1,435"
2020년06월_계_연령구간인구수,"28,340","7,883","1,916","1,663","2,353","1,367","1,947","1,202","4,318","2,509","1,747","1,435"
2020년06월_계_0~9세,"1,133",480,70,31,60,22,48,32,217,75,59,39
2020년06월_계_10~19세,"2,050",705,131,83,128,47,99,57,431,222,88,59
2020년06월_계_20~29세,"2,402",762,109,101,156,86,144,77,537,201,118,111
2020년06월_계_30~39세,"1,762",639,104,70,120,61,87,50,351,118,97,65
2020년06월_계_40~49세,"3,153","1,066",185,157,209,109,171,92,542,341,159,122
2020년06월_계_50~59세,"4,955","1,310",324,272,431,259,355,217,741,455,315,276
2020년06월_계_60~69세,"4,889","1,205",384,344,421,258,394,218,639,388,307,331
2020년06월_계_70~79세,"4,311","1,002",329,311,407,271,357,246,489,361,317,221
2020년06월_계_80~89세,"3,171",613,253,244,360,222,244,189,321,296,244,185
2020년06월_계_90~99세,503,98,25,50,59,31,48,24,50,52,41,25
2020년06월_계_100세 이상,11,3,2,0,2,1,0,0,0,0,2,1
2020년06월_남_총인구수,"13,836","3,808",941,817,"1,108",658,952,585,"2,119","1,259",857,732
2020년06월_남_연령구간인구수,"13,836","3,808",941,817,"1,108",658,952,585,"2,119","1,259",857,732
2020년06월_남_0~9세,573,247,34,14,37,10,30,18,100,38,26,19
2020년06월_남_10~19세,"1,073",368,72,49,62,22,56,20,222,121,49,32
2020년06월_남_20~29세,"1,301",397,62,64,82,57,78,48,278,111,64,60
2020년06월_남_30~39세,951,316,63,50,67,36,44,31,185,66,58,35
2020년06월_남_40~49세,"1,768",550,109,97,116,63,99,57,287,204,110,76
2020년06월_남_50~59세,"2,735",706,180,145,248,145,188,131,389,273,171,159
2020년06월_남_60~69세,"2,538",591,203,185,199,136,211,112,329,214,167,191
2020년06월_남_70~79세,"1,804",419,126,127,179,112,160,106,213,136,129,97
2020년06월_남_80~89세,990,197,86,76,105,69,79,59,103,84,74,58
2020년06월_남_90~99세,101,17,6,10,12,8,7,3,13,12,8,5
2020년06월_남_100세 이상,2,0,0,0,1,0,0,0,0,0,1,0
2020년06월_여_총인구수,"14,504","4,075",975,846,"1,245",709,995,617,"2,199","1,250",890,703
2020년06월_여_연령구간인구수,"14,504","4,075",975,846,"1,245",709,995,617,"2,199","1,250",890,703
2020년06월_여_0~9세,560,233,36,17,23,12,18,14,117,37,33,20
2020년06월_여_10~19세,977,337,59,34,66,25,43,37,209,101,39,27
2020년06월_여_20~29세,"1,101",365,47,37,74,29,66,29,259,90,54,51
2020년06월_여_30~39세,811,323,41,20,53,25,43,19,166,52,39,30
2020년06월_여_40~49세,"1,385",516,76,60,93,46,72,35,255,137,49,46
2020년06월_여_50~59세,"2,220",604,144,127,183,114,167,86,352,182,144,117
2020년06월_여_60~69세,"2,351",614,181,159,222,122,183,106,310,174,140,140
2020년06월_여_70~79세,"2,507",583,203,184,228,159,197,140,276,225,188,124
2020년06월_여_80~89세,"2,181",416,167,168,255,153,165,130,218,212,170,127
2020년06월_여_90~99세,402,81,19,40,47,23,41,21,37,40,33,20
2020년06월_여_100세 이상,9,3,2,0,1,1,0,0,0,0,1,1
2020년07월_계_총인구수,"28,254","7,877","1,909","1,664","2,352","1,352","1,932","1,194","4,301","2,516","1,731","1,426"
2020년07월_계_연령구간인구수,"28,254","7,877","1,909","1,664","2,352","1,352","1,932","1,194","4,301","2,516","1,731","1,426"
2020년07월_계_0~9세,"1,124",481,66,32,58,21,44,30,214,78,58,42
2020년07월_계_10~19세,"2,027",702,133,83,127,46,97,55,425,219,83,57
2020년07월_계_20~29세,"2,382",759,106,99,159,83,141,76,535,205,112,107
2020년07월_계_30~39세,"1,771",648,102,70,119,60,84,49,353,122,96,68
2020년07월_계_40~49세,"3,131","1,060",181,157,208,106,172,94,534,341,157,121
2020년07월_계_50~59세,"4,923","1,304",325,273,432,255,344,213,739,454,312,272
2020년07월_계_60~69세,"4,889","1,199",386,344,421,254,398,221,642,386,312,326
2020년07월_계_70~79세,"4,324","1,001",332,315,408,274,358,244,490,363,318,221
2020년07월_계_80~89세,"3,169",618,251,242,361,222,244,188,318,297,243,185
2020년07월_계_90~99세,502,102,25,49,57,30,50,24,50,51,38,26
2020년07월_계_100세 이상,12,3,2,0,2,1,0,0,1,0,2,1
2020년07월_남_총인구수,"13,808","3,806",937,821,"1,108",652,945,585,"2,114","1,264",852,724
2020년07월_남_연령구간인구수,"13,808","3,806",937,821,"1,108",652,945,585,"2,114","1,264",852,724
2020년07월_남_0~9세,574,250,31,14,35,10,28,18,99,41,26,22
2020년07월_남_10~19세,"1,063",364,73,49,61,22,56,19,221,122,46,30
2020년07월_남_20~29세,"1,292",397,59,64,84,54,77,48,278,112,62,57
2020년07월_남_30~39세,959,320,63,49,66,37,46,31,185,69,57,36
2020년07월_남_40~49세,"1,756",553,106,98,116,62,98,59,279,201,110,74
2020년07월_남_50~59세,"2,718",701,180,146,248,143,181,128,393,273,170,155
2020년07월_남_60~69세,"2,546",586,207,186,203,134,212,114,331,214,169,190
2020년07월_남_70~79세,"1,813",421,128,129,178,113,161,104,214,137,130,98
2020년07월_남_80~89세,985,196,84,75,105,69,79,61,101,85,73,57
2020년07월_남_90~99세,99,18,6,11,11,8,7,3,12,10,8,5
2020년07월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년07월_여_총인구수,"14,446","4,071",972,843,"1,244",700,987,609,"2,187","1,252",879,702
2020년07월_여_연령구간인구수,"14,446","4,071",972,843,"1,244",700,987,609,"2,187","1,252",879,702
2020년07월_여_0~9세,550,231,35,18,23,11,16,12,115,37,32,20
2020년07월_여_10~19세,964,338,60,34,66,24,41,36,204,97,37,27
2020년07월_여_20~29세,"1,090",362,47,35,75,29,64,28,257,93,50,50
2020년07월_여_30~39세,812,328,39,21,53,23,38,18,168,53,39,32
2020년07월_여_40~49세,"1,375",507,75,59,92,44,74,35,255,140,47,47
2020년07월_여_50~59세,"2,205",603,145,127,184,112,163,85,346,181,142,117
2020년07월_여_60~69세,"2,343",613,179,158,218,120,186,107,311,172,143,136
2020년07월_여_70~79세,"2,511",580,204,186,230,161,197,140,276,226,188,123
2020년07월_여_80~89세,"2,184",422,167,167,256,153,165,127,217,212,170,128
2020년07월_여_90~99세,403,84,19,38,46,22,43,21,38,41,30,21
2020년07월_여_100세 이상,9,3,2,0,1,1,0,0,0,0,1,1
2020년08월_계_총인구수,"28,226","7,885","1,904","1,661","2,361","1,354","1,941","1,187","4,284","2,503","1,723","1,423"
2020년08월_계_연령구간인구수,"28,226","7,885","1,904","1,661","2,361","1,354","1,941","1,187","4,284","2,503","1,723","1,423"
2020년08월_계_0~9세,"1,117",480,65,33,60,21,43,30,210,76,58,41
2020년08월_계_10~19세,"2,003",699,134,83,129,46,93,52,415,216,81,55
2020년08월_계_20~29세,"2,389",761,104,100,158,85,150,78,540,202,107,104
2020년08월_계_30~39세,"1,758",637,101,69,119,60,85,48,353,120,97,69
2020년08월_계_40~49세,"3,124","1,068",181,156,212,103,174,91,526,336,157,120
2020년08월_계_50~59세,"4,913","1,305",322,271,434,260,346,210,742,449,309,265
2020년08월_계_60~69세,"4,916","1,206",386,347,423,252,397,222,639,394,313,337
2020년08월_계_70~79세,"4,320","1,003",331,312,406,273,360,247,493,362,316,217
2020년08월_계_80~89세,"3,160",617,252,241,363,221,241,185,313,296,243,188
2020년08월_계_90~99세,511,105,26,48,55,31,52,24,52,52,40,26
2020년08월_계_100세 이상,15,4,2,1,2,2,0,0,1,0,2,1
2020년08월_남_총인구수,"13,779","3,803",933,818,"1,116",652,946,579,"2,109","1,253",850,720
2020년08월_남_연령구간인구수,"13,779","3,803",933,818,"1,116",652,946,579,"2,109","1,253",850,720
2020년08월_남_0~9세,569,251,30,14,34,10,28,18,96,40,26,22
2020년08월_남_10~19세,"1,047",358,74,49,65,22,51,19,216,120,45,28
2020년08월_남_20~29세,"1,300",401,59,63,85,54,83,49,282,110,60,54
2020년08월_남_30~39세,941,309,61,48,64,37,47,29,185,68,56,37
2020년08월_남_40~49세,"1,746",556,107,98,119,59,97,57,277,194,110,72
2020년08월_남_50~59세,"2,710",699,179,142,247,147,180,126,395,273,171,151
2020년08월_남_60~69세,"2,566",594,206,190,206,132,212,115,328,217,170,196
2020년08월_남_70~79세,"1,814",420,128,128,177,115,163,105,216,137,128,97
2020년08월_남_80~89세,982,196,83,75,108,68,78,58,100,84,74,58
2020년08월_남_90~99세,101,19,6,11,10,8,7,3,13,10,9,5
2020년08월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년08월_여_총인구수,"14,447","4,082",971,843,"1,245",702,995,608,"2,175","1,250",873,703
2020년08월_여_연령구간인구수,"14,447","4,082",971,843,"1,245",702,995,608,"2,175","1,250",873,703
2020년08월_여_0~9세,548,229,35,19,26,11,15,12,114,36,32,19
2020년08월_여_10~19세,956,341,60,34,64,24,42,33,199,96,36,27
2020년08월_여_20~29세,"1,089",360,45,37,73,31,67,29,258,92,47,50
2020년08월_여_30~39세,817,328,40,21,55,23,38,19,168,52,41,32
2020년08월_여_40~49세,"1,378",512,74,58,93,44,77,34,249,142,47,48
2020년08월_여_50~59세,"2,203",606,143,129,187,113,166,84,347,176,138,114
2020년08월_여_60~69세,"2,350",612,180,157,217,120,185,107,311,177,143,141
2020년08월_여_70~79세,"2,506",583,203,184,229,158,197,142,277,225,188,120
2020년08월_여_80~89세,"2,178",421,169,166,255,153,163,127,213,212,169,130
2020년08월_여_90~99세,410,86,20,37,45,23,45,21,39,42,31,21
2020년08월_여_100세 이상,12,4,2,1,1,2,0,0,0,0,1,1
2020년09월_계_총인구수,"28,173","7,863","1,901","1,657","2,366","1,343","1,948","1,185","4,265","2,502","1,724","1,419"
2020년09월_계_연령구간인구수,"28,173","7,863","1,901","1,657","2,366","1,343","1,948","1,185","4,265","2,502","1,724","1,419"
2020년09월_계_0~9세,"1,115",481,66,31,63,21,43,31,210,74,55,40
2020년09월_계_10~19세,"1,983",691,132,85,133,44,93,53,401,215,82,54
2020년09월_계_20~29세,"2,374",747,105,99,154,86,150,78,535,205,111,104
2020년09월_계_30~39세,"1,745",638,100,67,119,59,87,47,346,118,95,69
2020년09월_계_40~49세,"3,110","1,070",180,154,213,97,175,90,525,329,160,117
2020년09월_계_50~59세,"4,899","1,303",319,271,427,257,351,207,740,453,303,268
2020년09월_계_60~69세,"4,941","1,209",386,342,425,256,400,223,651,397,317,335
2020년09월_계_70~79세,"4,306","1,006",327,314,408,271,359,242,488,360,316,215
2020년09월_계_80~89세,"3,169",609,257,247,366,218,238,189,316,297,242,190
2020년09월_계_90~99세,517,105,27,47,56,32,52,25,52,54,41,26
2020년09월_계_100세 이상,14,4,2,0,2,2,0,0,1,0,2,1
2020년09월_남_총인구수,"13,752","3,794",934,813,"1,122",646,951,574,"2,104","1,251",849,714
2020년09월_남_연령구간인구수,"13,752","3,794",934,813,"1,122",646,951,574,"2,104","1,251",849,714
2020년09월_남_0~9세,569,253,30,12,37,10,28,17,96,39,25,22
2020년09월_남_10~19세,"1,038",353,73,51,69,20,51,20,209,120,45,27
2020년09월_남_20~29세,"1,293",393,61,62,85,55,82,49,280,112,60,54
2020년09월_남_30~39세,934,313,61,46,63,36,47,28,182,66,54,38
2020년09월_남_40~49세,"1,741",557,106,97,119,57,99,55,278,190,114,69
2020년09월_남_50~59세,"2,703",696,178,143,244,144,186,124,395,275,168,150
2020년09월_남_60~69세,"2,572",594,206,186,207,134,210,116,335,218,172,194
2020년09월_남_70~79세,"1,807",420,128,128,179,115,162,102,213,136,128,96
2020년09월_남_80~89세,990,196,85,77,109,67,79,60,101,85,73,58
2020년09월_남_90~99세,102,19,6,11,9,8,7,3,14,10,9,6
2020년09월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년09월_여_총인구수,"14,421","4,069",967,844,"1,244",697,997,611,"2,161","1,251",875,705
2020년09월_여_연령구간인구수,"14,421","4,069",967,844,"1,244",697,997,611,"2,161","1,251",875,705
2020년09월_여_0~9세,546,228,36,19,26,11,15,14,114,35,30,18
2020년09월_여_10~19세,945,338,59,34,64,24,42,33,192,95,37,27
2020년09월_여_20~29세,"1,081",354,44,37,69,31,68,29,255,93,51,50
2020년09월_여_30~39세,811,325,39,21,56,23,40,19,164,52,41,31
2020년09월_여_40~49세,"1,369",513,74,57,94,40,76,35,247,139,46,48
2020년09월_여_50~59세,"2,196",607,141,128,183,113,165,83,345,178,135,118
2020년09월_여_60~69세,"2,369",615,180,156,218,122,190,107,316,179,145,141
2020년09월_여_70~79세,"2,499",586,199,186,229,156,197,140,275,224,188,119
2020년09월_여_80~89세,"2,179",413,172,170,257,151,159,129,215,212,169,132
2020년09월_여_90~99세,415,86,21,36,47,24,45,22,38,44,32,20
2020년09월_여_100세 이상,11,4,2,0,1,2,0,0,0,0,1,1
2020년10월_계_총인구수,"28,106","7,833","1,895","1,657","2,373","1,340","1,940","1,182","4,258","2,494","1,709","1,425"
2020년10월_계_연령구간인구수,"28,106","7,833","1,895","1,657","2,373","1,340","1,940","1,182","4,258","2,494","1,709","1,425"
2020년10월_계_0~9세,"1,101",475,66,27,66,21,41,31,207,74,52,41
2020년10월_계_10~19세,"1,963",681,131,87,131,44,95,52,389,217,82,54
2020년10월_계_20~29세,"2,372",748,104,100,154,82,147,76,539,206,109,107
2020년10월_계_30~39세,"1,742",630,101,67,121,62,86,48,349,113,95,70
2020년10월_계_40~49세,"3,072","1,062",174,153,208,95,174,90,513,327,160,116
2020년10월_계_50~59세,"4,883","1,296",318,269,424,254,350,209,746,451,298,268
2020년10월_계_60~69세,"4,970","1,223",385,344,433,260,400,222,650,395,319,339
2020년10월_계_70~79세,"4,297","1,003",331,312,411,268,355,244,493,356,311,213
2020년10월_계_80~89세,"3,182",608,255,251,367,221,241,186,320,303,241,189
2020년10월_계_90~99세,508,102,28,47,56,30,51,24,51,52,40,27
2020년10월_계_100세 이상,16,5,2,0,2,3,0,0,1,0,2,1
2020년10월_남_총인구수,"13,724","3,777",931,815,"1,125",647,945,576,"2,105","1,244",842,717
2020년10월_남_연령구간인구수,"13,724","3,777",931,815,"1,125",647,945,576,"2,105","1,244",842,717
2020년10월_남_0~9세,563,250,30,11,39,10,27,17,96,39,22,22
2020년10월_남_10~19세,"1,027",350,72,51,68,20,52,20,202,120,45,27
2020년10월_남_20~29세,"1,288",394,61,63,83,51,80,48,282,112,58,56
2020년10월_남_30~39세,934,307,63,46,66,40,45,29,181,62,56,39
2020년10월_남_40~49세,"1,715",551,100,97,115,56,98,55,273,189,113,68
2020년10월_남_50~59세,"2,699",690,178,143,241,142,186,126,402,274,167,150
2020년10월_남_60~69세,"2,591",603,205,187,214,137,211,117,334,215,173,195
2020년10월_남_70~79세,"1,816",420,132,127,180,116,161,102,219,137,125,97
2020년10월_남_80~89세,988,195,83,79,109,67,79,59,101,86,73,57
2020년10월_남_90~99세,100,17,7,11,9,8,6,3,14,10,9,6
2020년10월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년10월_여_총인구수,"14,382","4,056",964,842,"1,248",693,995,606,"2,153","1,250",867,708
2020년10월_여_연령구간인구수,"14,382","4,056",964,842,"1,248",693,995,606,"2,153","1,250",867,708
2020년10월_여_0~9세,538,225,36,16,27,11,14,14,111,35,30,19
2020년10월_여_10~19세,936,331,59,36,63,24,43,32,187,97,37,27
2020년10월_여_20~29세,"1,084",354,43,37,71,31,67,28,257,94,51,51
2020년10월_여_30~39세,808,323,38,21,55,22,41,19,168,51,39,31
2020년10월_여_40~49세,"1,357",511,74,56,93,39,76,35,240,138,47,48
2020년10월_여_50~59세,"2,184",606,140,126,183,112,164,83,344,177,131,118
2020년10월_여_60~69세,"2,379",620,180,157,219,123,189,105,316,180,146,144
2020년10월_여_70~79세,"2,481",583,199,185,231,152,194,142,274,219,186,116
2020년10월_여_80~89세,"2,194",413,172,172,258,154,162,127,219,217,168,132
2020년10월_여_90~99세,408,85,21,36,47,22,45,21,37,42,31,21
2020년10월_여_100세 이상,13,5,2,0,1,3,0,0,0,0,1,1
2020년11월_계_총인구수,"28,036","7,819","1,893","1,651","2,365","1,342","1,927","1,173","4,247","2,485","1,710","1,424"
2020년11월_계_연령구간인구수,"28,036","7,819","1,893","1,651","2,365","1,342","1,927","1,173","4,247","2,485","1,710","1,424"
2020년11월_계_0~9세,"1,091",470,68,25,64,22,42,31,205,71,52,41
2020년11월_계_10~19세,"1,945",675,131,86,129,44,95,51,385,215,81,53
2020년11월_계_20~29세,"2,375",756,105,98,157,82,142,75,532,207,111,110
2020년11월_계_30~39세,"1,736",624,101,67,119,62,85,47,353,111,96,71
2020년11월_계_40~49세,"3,029","1,053",175,144,203,95,170,89,508,323,156,113
2020년11월_계_50~59세,"4,877","1,293",315,272,427,252,351,203,745,452,300,267
2020년11월_계_60~69세,"4,994","1,231",384,348,430,264,397,228,648,399,321,344
2020년11월_계_70~79세,"4,289","1,004",332,314,408,264,355,240,493,355,313,211
2020년11월_계_80~89세,"3,175",605,252,249,370,224,240,184,323,302,240,186
2020년11월_계_90~99세,511,103,29,48,57,30,50,25,53,50,39,27
2020년11월_계_100세 이상,14,5,1,0,1,3,0,0,2,0,1,1
