카테고리,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2020년01월_남_0~9세,"3,783",498,207,369,480,305,219,214,250,174,292,431,182,162
2020년01월_남_10~19세,"5,238",596,301,470,729,446,327,360,386,250,339,502,291,241
2020년01월_남_20~29세,"10,253",664,566,615,"1,033",878,"1,000",795,857,692,697,"1,193",703,560
2020년01월_남_30~39세,"9,296",732,618,592,994,758,748,703,692,500,679,"1,143",592,545
2020년01월_남_40~49세,"10,595","1,023",714,719,"1,237",863,809,848,780,560,722,"1,178",599,543
2020년01월_남_50~59세,"12,316",996,835,890,"1,446",970,920,"1,077",988,652,749,"1,302",777,714
2020년01월_남_60~69세,"10,742",792,668,854,"1,196",838,793,881,907,565,654,"1,113",726,755
2020년01월_남_70~79세,"6,374",550,386,515,700,497,488,531,515,351,359,639,429,414
2020년01월_남_80~89세,"2,510",277,188,235,315,153,178,185,158,144,134,240,155,148
2020년01월_남_90~99세,215,27,11,29,27,16,17,13,8,13,10,23,11,10
2020년01월_남_100세 이상,20,0,2,2,2,0,3,2,3,1,0,2,1,2
2020년01월_여_총인구수,"76,715","6,759","4,796","5,697","9,063","5,988","6,007","5,620","5,848","4,280","5,076","8,173","4,946","4,462"
2020년01월_여_연령구간인구수,"76,715","6,759","4,796","5,697","9,063","5,988","6,007","5,620","5,848","4,280","5,076","8,173","4,946","4,462"
2020년01월_여_0~9세,"3,455",404,196,319,397,286,216,200,251,136,309,405,173,163
2020년01월_여_10~19세,"4,717",498,242,451,714,375,356,301,305,223,322,447,265,218
2020년01월_여_20~29세,"9,871",635,578,545,"1,014",838,"1,021",686,780,825,670,"1,147",672,460
2020년01월_여_30~39세,"8,526",726,553,560,972,712,664,546,577,471,713,"1,065",545,422
2020년01월_여_40~49세,"10,439","1,075",675,809,"1,403",821,728,693,701,479,727,"1,156",632,540
2020년01월_여_50~59세,"13,179","1,020",843,972,"1,499","1,056",966,"1,004","1,093",703,816,"1,452",875,880
2020년01월_여_60~69세,"12,676",995,778,967,"1,482",977,928,"1,063","1,091",653,736,"1,214",887,905
2020년01월_여_70~79세,"8,651",851,542,632,972,594,715,738,675,504,468,832,560,568
2020년01월_여_80~89세,"4,481",466,340,382,531,265,369,334,330,243,268,382,301,270
2020년01월_여_90~99세,657,82,44,57,70,61,40,46,41,39,44,64,35,34
2020년01월_여_100세 이상,63,7,5,3,9,3,4,9,4,4,3,9,1,2
2020년02월_계_총인구수,"147,938","12,772","9,299","10,966","17,259","11,727","11,499","11,197","11,363","8,189","9,735","15,968","9,430","8,534"
2020년02월_계_연령구간인구수,"147,938","12,772","9,299","10,966","17,259","11,727","11,499","11,197","11,363","8,189","9,735","15,968","9,430","8,534"
2020년02월_계_0~9세,"7,195",875,395,693,892,585,428,401,499,299,606,834,364,324
2020년02월_계_10~19세,"9,907","1,080",546,909,"1,436",822,703,660,682,469,647,948,547,458
2020년02월_계_20~29세,"20,119","1,290","1,145","1,142","2,063","1,711","2,000","1,476","1,633","1,558","1,384","2,342","1,381",994
2020년02월_계_30~39세,"17,754","1,434","1,171","1,160","1,941","1,475","1,408","1,222","1,264",958,"1,388","2,223","1,143",967
2020년02월_계_40~49세,"21,009","2,061","1,393","1,520","2,635","1,695","1,532","1,550","1,472","1,036","1,454","2,351","1,231","1,079"
2020년02월_계_50~59세,"25,453","1,998","1,681","1,861","2,970","2,024","1,894","2,066","2,062","1,352","1,560","2,746","1,644","1,595"
2020년02월_계_60~69세,"23,484","1,783","1,452","1,821","2,693","1,819","1,712","1,951","2,024","1,214","1,408","2,323","1,622","1,662"
2020년02월_계_70~79세,"15,018","1,388",927,"1,145","1,671","1,092","1,207","1,273","1,186",853,827,"1,481",983,985
2020년02월_계_80~89세,"7,027",744,524,618,850,424,552,524,485,394,404,623,464,421
2020년02월_계_90~99세,887,112,58,91,96,76,56,63,49,51,54,86,49,46
2020년02월_계_100세 이상,85,7,7,6,12,4,7,11,7,5,3,11,2,3
2020년02월_남_총인구수,"71,220","6,085","4,498","5,274","8,177","5,718","5,484","5,580","5,541","3,898","4,648","7,773","4,471","4,073"
2020년02월_남_연령구간인구수,"71,220","6,085","4,498","5,274","8,177","5,718","5,484","5,580","5,541","3,898","4,648","7,773","4,471","4,073"
2020년02월_남_0~9세,"3,741",480,200,367,483,299,218,209,247,169,294,430,188,157
2020년02월_남_10~19세,"5,219",586,302,464,730,447,333,356,385,250,333,499,291,243
2020년02월_남_20~29세,"10,189",665,561,598,"1,043",867,978,788,852,702,701,"1,198",690,546
2020년02월_남_30~39세,"9,294",722,626,602,979,765,744,687,703,497,678,"1,146",599,546
2020년02월_남_40~49세,"10,560","1,007",715,709,"1,230",869,805,850,771,555,721,"1,187",605,536
2020년02월_남_50~59세,"12,298",986,835,895,"1,465",967,918,"1,069",985,649,749,"1,292",773,715
2020년02월_남_60~69세,"10,774",788,675,858,"1,198",834,794,888,920,564,666,"1,108",728,753
2020년02월_남_70~79세,"6,381",545,385,512,703,498,492,534,511,351,360,646,429,415
2020년02월_남_80~89세,"2,524",277,186,236,318,155,183,185,156,147,135,242,156,148
2020년02월_남_90~99세,220,29,11,31,26,17,16,12,8,13,11,23,11,12
2020년02월_남_100세 이상,20,0,2,2,2,0,3,2,3,1,0,2,1,2
2020년02월_여_총인구수,"76,718","6,687","4,801","5,692","9,082","6,009","6,015","5,617","5,822","4,291","5,087","8,195","4,959","4,461"
2020년02월_여_연령구간인구수,"76,718","6,687","4,801","5,692","9,082","6,009","6,015","5,617","5,822","4,291","5,087","8,195","4,959","4,461"
2020년02월_여_0~9세,"3,454",395,195,326,409,286,210,192,252,130,312,404,176,167
2020년02월_여_10~19세,"4,688",494,244,445,706,375,370,304,297,219,314,449,256,215
2020년02월_여_20~29세,"9,930",625,584,544,"1,020",844,"1,022",688,781,856,683,"1,144",691,448
2020년02월_여_30~39세,"8,460",712,545,558,962,710,664,535,561,461,710,"1,077",544,421
2020년02월_여_40~49세,"10,449","1,054",678,811,"1,405",826,727,700,701,481,733,"1,164",626,543
2020년02월_여_50~59세,"13,155","1,012",846,966,"1,505","1,057",976,997,"1,077",703,811,"1,454",871,880
2020년02월_여_60~69세,"12,710",995,777,963,"1,495",985,918,"1,063","1,104",650,742,"1,215",894,909
2020년02월_여_70~79세,"8,637",843,542,633,968,594,715,739,675,502,467,835,554,570
2020년02월_여_80~89세,"4,503",467,338,382,532,269,369,339,329,247,269,381,308,273
2020년02월_여_90~99세,667,83,47,60,70,59,40,51,41,38,43,63,38,34
2020년02월_여_100세 이상,65,7,5,4,10,4,4,9,4,4,3,9,1,1
2020년03월_계_총인구수,"148,083","12,727","9,335","10,970","17,305","11,727","11,531","11,202","11,354","8,253","9,723","15,998","9,428","8,530"
2020년03월_계_연령구간인구수,"148,083","12,727","9,335","10,970","17,305","11,727","11,531","11,202","11,354","8,253","9,723","15,998","9,428","8,530"
2020년03월_계_0~9세,"7,188",869,406,696,897,582,422,403,497,303,593,837,359,324
2020년03월_계_10~19세,"9,829","1,075",542,896,"1,424",821,710,657,671,469,648,934,530,452
2020년03월_계_20~29세,"20,284","1,282","1,147","1,142","2,072","1,733","2,036","1,493","1,645","1,571","1,388","2,387","1,395",993
2020년03월_계_30~39세,"17,656","1,406","1,179","1,159","1,940","1,455","1,392","1,202","1,253",970,"1,384","2,210","1,147",959
2020년03월_계_40~49세,"20,919","2,052","1,389","1,503","2,634","1,682","1,538","1,550","1,463","1,040","1,432","2,339","1,225","1,072"
2020년03월_계_50~59세,"25,500","2,016","1,677","1,863","2,979","2,040","1,877","2,066","2,061","1,355","1,565","2,743","1,648","1,610"
2020년03월_계_60~69세,"23,587","1,766","1,476","1,842","2,725","1,818","1,726","1,955","2,032","1,233","1,413","2,329","1,620","1,652"
2020년03월_계_70~79세,"15,086","1,393",928,"1,148","1,664","1,093","1,219","1,273","1,192",859,838,"1,494",989,996
2020년03월_계_80~89세,"7,063",748,529,622,864,425,548,528,485,399,404,627,462,422
2020년03월_계_90~99세,883,113,55,92,94,74,56,64,48,49,54,86,51,47
2020년03월_계_100세 이상,88,7,7,7,12,4,7,11,7,5,4,12,2,3
2020년03월_남_총인구수,"71,248","6,052","4,498","5,272","8,182","5,721","5,491","5,581","5,543","3,923","4,642","7,800","4,464","4,079"
2020년03월_남_연령구간인구수,"71,248","6,052","4,498","5,272","8,182","5,721","5,491","5,581","5,543","3,923","4,642","7,800","4,464","4,079"
2020년03월_남_0~9세,"3,736",477,205,362,485,297,212,215,249,172,288,434,182,158
2020년03월_남_10~19세,"5,182",582,295,462,723,452,338,354,380,247,336,490,282,241
2020년03월_남_20~29세,"10,261",666,557,604,"1,046",874,982,794,857,705,698,"1,235",697,546
2020년03월_남_30~39세,"9,226",702,624,600,968,755,740,675,700,503,680,"1,144",596,539
2020년03월_남_40~49세,"10,530","1,000",717,699,"1,234",866,809,853,763,559,709,"1,181",605,535
2020년03월_남_50~59세,"12,313",994,830,895,"1,459",971,903,"1,068",994,651,754,"1,290",776,728
2020년03월_남_60~69세,"10,789",776,686,865,"1,213",837,803,887,920,566,664,"1,097",725,750
2020년03월_남_70~79세,"6,426",547,382,514,699,496,501,535,516,357,367,658,435,419
2020년03월_남_80~89세,"2,542",278,189,237,327,156,184,185,153,149,135,246,153,150
2020년03월_남_90~99세,223,30,11,32,26,17,16,13,8,13,11,23,12,11
2020년03월_남_100세 이상,20,0,2,2,2,0,3,2,3,1,0,2,1,2
2020년03월_여_총인구수,"76,835","6,675","4,837","5,698","9,123","6,006","6,040","5,621","5,811","4,330","5,081","8,198","4,964","4,451"
2020년03월_여_연령구간인구수,"76,835","6,675","4,837","5,698","9,123","6,006","6,040","5,621","5,811","4,330","5,081","8,198","4,964","4,451"
2020년03월_여_0~9세,"3,452",392,201,334,412,285,210,188,248,131,305,403,177,166
2020년03월_여_10~19세,"4,647",493,247,434,701,369,372,303,291,222,312,444,248,211
2020년03월_여_20~29세,"10,023",616,590,538,"1,026",859,"1,054",699,788,866,690,"1,152",698,447
2020년03월_여_30~39세,"8,430",704,555,559,972,700,652,527,553,467,704,"1,066",551,420
2020년03월_여_40~49세,"10,389","1,052",672,804,"1,400",816,729,697,700,481,723,"1,158",620,537
2020년03월_여_50~59세,"13,187","1,022",847,968,"1,520","1,069",974,998,"1,067",704,811,"1,453",872,882
2020년03월_여_60~69세,"12,798",990,790,977,"1,512",981,923,"1,068","1,112",667,749,"1,232",895,902
2020년03월_여_70~79세,"8,660",846,546,634,965,597,718,738,676,502,471,836,554,577
2020년03월_여_80~89세,"4,521",470,340,385,537,269,364,343,332,250,269,381,309,272
2020년03월_여_90~99세,660,83,44,60,68,57,40,51,40,36,43,63,39,36
2020년03월_여_100세 이상,68,7,5,5,10,4,4,9,4,4,4,10,1,1
2020년04월_계_총인구수,"147,905","12,678","9,304","10,945","17,299","11,707","11,549","11,213","11,333","8,251","9,725","16,000","9,413","8,488"
2020년04월_계_연령구간인구수,"147,905","12,678","9,304","10,945","17,299","11,707","11,549","11,213","11,333","8,251","9,725","16,000","9,413","8,488"
2020년04월_계_0~9세,"7,164",856,406,693,897,584,420,404,498,298,586,842,355,325
2020년04월_계_10~19세,"9,793","1,072",544,896,"1,415",807,702,660,670,468,650,933,527,449
2020년04월_계_20~29세,"20,305","1,285","1,133","1,130","2,072","1,740","2,059","1,497","1,650","1,588","1,388","2,390","1,382",991
2020년04월_계_30~39세,"17,616","1,391","1,170","1,164","1,946","1,459","1,405","1,203","1,243",963,"1,373","2,206","1,151",942
2020년04월_계_40~49세,"20,868","2,056","1,399","1,493","2,631","1,659","1,531","1,559","1,444","1,037","1,435","2,327","1,219","1,078"
2020년04월_계_50~59세,"25,400","1,999","1,651","1,857","2,965","2,040","1,883","2,064","2,062","1,353","1,568","2,743","1,646","1,569"
2020년04월_계_60~69세,"23,623","1,759","1,481","1,849","2,736","1,817","1,716","1,949","2,028","1,237","1,422","2,344","1,622","1,663"
2020년04월_계_70~79세,"15,065","1,389",917,"1,143","1,662","1,098","1,221","1,276","1,194",855,841,"1,486",991,992
2020년04월_계_80~89세,"7,099",744,541,620,867,428,546,528,490,399,405,634,467,430
2020년04월_계_90~99세,887,120,55,93,97,72,60,63,46,47,53,84,51,46
2020년04월_계_100세 이상,85,7,7,7,11,3,6,10,8,6,4,11,2,3
2020년04월_남_총인구수,"71,130","6,014","4,474","5,250","8,190","5,699","5,498","5,601","5,519","3,930","4,657","7,796","4,454","4,048"
2020년04월_남_연령구간인구수,"71,130","6,014","4,474","5,250","8,190","5,699","5,498","5,601","5,519","3,930","4,657","7,796","4,454","4,048"
2020년04월_남_0~9세,"3,724",469,203,360,490,296,212,219,245,168,288,438,180,156
2020년04월_남_10~19세,"5,163",581,297,460,715,445,333,355,379,246,340,490,281,241
2020년04월_남_20~29세,"10,253",666,547,598,"1,040",873,988,799,865,713,702,"1,230",688,544
2020년04월_남_30~39세,"9,217",693,624,602,983,756,747,676,685,506,676,"1,141",597,531
2020년04월_남_40~49세,"10,498","1,000",717,700,"1,230",855,801,857,750,563,710,"1,171",607,537
2020년04월_남_50~59세,"12,273",982,813,880,"1,460",963,916,"1,071",997,656,757,"1,300",767,711
2020년04월_남_60~69세,"10,803",777,688,869,"1,220",839,797,886,916,563,670,"1,099",730,749
2020년04월_남_70~79세,"6,408",542,375,512,695,499,503,540,517,354,368,656,434,413
2020년04월_남_80~89세,"2,546",273,196,236,329,156,180,184,153,147,136,246,156,154
2020년04월_남_90~99세,226,31,12,31,26,17,18,13,9,13,10,23,13,10
2020년04월_남_100세 이상,19,0,2,2,2,0,3,1,3,1,0,2,1,2
2020년04월_여_총인구수,"76,775","6,664","4,830","5,695","9,109","6,008","6,051","5,612","5,814","4,321","5,068","8,204","4,959","4,440"
2020년04월_여_연령구간인구수,"76,775","6,664","4,830","5,695","9,109","6,008","6,051","5,612","5,814","4,321","5,068","8,204","4,959","4,440"
2020년04월_여_0~9세,"3,440",387,203,333,407,288,208,185,253,130,298,404,175,169
2020년04월_여_10~19세,"4,630",491,247,436,700,362,369,305,291,222,310,443,246,208
2020년04월_여_20~29세,"10,052",619,586,532,"1,032",867,"1,071",698,785,875,686,"1,160",694,447
2020년04월_여_30~39세,"8,399",698,546,562,963,703,658,527,558,457,697,"1,065",554,411
2020년04월_여_40~49세,"10,370","1,056",682,793,"1,401",804,730,702,694,474,725,"1,156",612,541
2020년04월_여_50~59세,"13,127","1,017",838,977,"1,505","1,077",967,993,"1,065",697,811,"1,443",879,858
2020년04월_여_60~69세,"12,820",982,793,980,"1,516",978,919,"1,063","1,112",674,752,"1,245",892,914
2020년04월_여_70~79세,"8,657",847,542,631,967,599,718,736,677,501,473,830,557,579
2020년04월_여_80~89세,"4,553",471,345,384,538,272,366,344,337,252,269,388,311,276
2020년04월_여_90~99세,661,89,43,62,71,55,42,50,37,34,43,61,38,36
2020년04월_여_100세 이상,66,7,5,5,9,3,3,9,5,5,4,9,1,1
2020년05월_계_총인구수,"147,746","12,618","9,291","10,909","17,284","11,676","11,558","11,210","11,325","8,253","9,714","16,025","9,393","8,490"
2020년05월_계_연령구간인구수,"147,746","12,618","9,291","10,909","17,284","11,676","11,558","11,210","11,325","8,253","9,714","16,025","9,393","8,490"
2020년05월_계_0~9세,"7,110",850,409,688,888,573,417,398,498,301,575,836,351,326
2020년05월_계_10~19세,"9,727","1,065",535,890,"1,407",798,699,662,655,468,648,939,518,443
2020년05월_계_20~29세,"20,370","1,269","1,136","1,122","2,069","1,754","2,075","1,507","1,660","1,595","1,394","2,409","1,385",995
2020년05월_계_30~39세,"17,557","1,376","1,165","1,157","1,944","1,446","1,413","1,189","1,239",975,"1,373","2,197","1,151",932
2020년05월_계_40~49세,"20,749","2,055","1,394","1,496","2,617","1,634","1,512","1,544","1,435","1,031","1,430","2,325","1,202","1,074"
2020년05월_계_50~59세,"25,414","1,988","1,654","1,836","2,969","2,053","1,889","2,061","2,078","1,349","1,566","2,752","1,649","1,570"
2020년05월_계_60~69세,"23,602","1,754","1,475","1,842","2,738","1,809","1,713","1,956","2,020","1,231","1,422","2,346","1,620","1,676"
2020년05월_계_70~79세,"15,098","1,390",918,"1,152","1,669","1,097","1,221","1,281","1,198",853,845,"1,492",992,990
2020년05월_계_80~89세,"7,140",745,542,624,872,435,549,540,487,401,406,633,471,435
2020년05월_계_90~99세,895,118,56,95,100,74,64,62,47,44,51,85,52,47
2020년05월_계_100세 이상,84,8,7,7,11,3,6,10,8,5,4,11,2,2
2020년05월_남_총인구수,"71,070","5,986","4,470","5,239","8,185","5,677","5,498","5,593","5,520","3,936","4,659","7,812","4,447","4,048"
2020년05월_남_연령구간인구수,"71,070","5,986","4,470","5,239","8,185","5,677","5,498","5,593","5,520","3,936","4,659","7,812","4,447","4,048"
2020년05월_남_0~9세,"3,694",470,202,357,484,291,209,215,247,172,283,428,179,157
2020년05월_남_10~19세,"5,115",576,295,457,710,438,330,356,365,244,334,497,275,238
2020년05월_남_20~29세,"10,283",656,548,595,"1,041",876,998,800,868,721,707,"1,240",690,543
2020년05월_남_30~39세,"9,194",689,619,602,988,745,750,666,683,515,683,"1,136",594,524
2020년05월_남_40~49세,"10,445","1,000",710,708,"1,222",847,790,849,745,553,701,"1,179",603,538
2020년05월_남_50~59세,"12,300",976,822,866,"1,456",964,924,"1,071","1,010",658,766,"1,308",767,712
2020년05월_남_60~69세,"10,803",773,682,864,"1,221",842,792,892,917,563,669,"1,100",733,755
2020년05월_남_70~79세,"6,424",543,377,516,701,498,502,544,519,352,368,650,437,417
2020년05월_남_80~89세,"2,568",272,200,241,333,158,182,187,154,146,138,248,154,155
2020년05월_남_90~99세,226,31,13,31,27,18,18,12,9,11,10,24,14,8
2020년05월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년05월_여_총인구수,"76,676","6,632","4,821","5,670","9,099","5,999","6,060","5,617","5,805","4,317","5,055","8,213","4,946","4,442"
2020년05월_여_연령구간인구수,"76,676","6,632","4,821","5,670","9,099","5,999","6,060","5,617","5,805","4,317","5,055","8,213","4,946","4,442"
2020년05월_여_0~9세,"3,416",380,207,331,404,282,208,183,251,129,292,408,172,169
2020년05월_여_10~19세,"4,612",489,240,433,697,360,369,306,290,224,314,442,243,205
2020년05월_여_20~29세,"10,087",613,588,527,"1,028",878,"1,077",707,792,874,687,"1,169",695,452
2020년05월_여_30~39세,"8,363",687,546,555,956,701,663,523,556,460,690,"1,061",557,408
2020년05월_여_40~49세,"10,304","1,055",684,788,"1,395",787,722,695,690,478,729,"1,146",599,536
2020년05월_여_50~59세,"13,114","1,012",832,970,"1,513","1,089",965,990,"1,068",691,800,"1,444",882,858
2020년05월_여_60~69세,"12,799",981,793,978,"1,517",967,921,"1,064","1,103",668,753,"1,246",887,921
2020년05월_여_70~79세,"8,674",847,541,636,968,599,719,737,679,501,477,842,555,573
2020년05월_여_80~89세,"4,572",473,342,383,539,277,367,353,333,255,268,385,317,280
2020년05월_여_90~99세,669,87,43,64,73,56,46,50,38,33,41,61,38,39
2020년05월_여_100세 이상,66,8,5,5,9,3,3,9,5,4,4,9,1,1
2020년06월_계_총인구수,"147,482","12,547","9,258","10,921","17,304","11,629","11,541","11,167","11,286","8,218","9,712","15,990","9,410","8,499"
2020년06월_계_연령구간인구수,"147,482","12,547","9,258","10,921","17,304","11,629","11,541","11,167","11,286","8,218","9,712","15,990","9,410","8,499"
2020년06월_계_0~9세,"7,052",846,403,692,886,559,417,388,487,299,573,824,353,325
2020년06월_계_10~19세,"9,705","1,060",533,897,"1,410",790,699,656,645,468,641,941,518,447
2020년06월_계_20~29세,"20,370","1,260","1,125","1,120","2,068","1,750","2,086","1,511","1,669","1,579","1,402","2,408","1,394",998
2020년06월_계_30~39세,"17,462","1,350","1,159","1,141","1,943","1,446","1,415","1,172","1,220",973,"1,372","2,176","1,159",936
2020년06월_계_40~49세,"20,672","2,052","1,369","1,512","2,615","1,613","1,496","1,538","1,417","1,028","1,425","2,331","1,205","1,071"
2020년06월_계_50~59세,"25,328","1,971","1,664","1,830","2,964","2,053","1,874","2,053","2,078","1,336","1,574","2,730","1,639","1,562"
2020년06월_계_60~69세,"23,649","1,755","1,472","1,853","2,758","1,808","1,718","1,955","2,015","1,231","1,416","2,358","1,623","1,687"
2020년06월_계_70~79세,"15,112","1,390",925,"1,151","1,671","1,100","1,214","1,277","1,211",853,851,"1,492",991,986
2020년06월_계_80~89세,"7,151",735,548,621,881,434,553,540,490,403,403,634,473,436
2020년06월_계_90~99세,897,120,53,98,97,73,63,67,46,43,51,85,53,48
2020년06월_계_100세 이상,84,8,7,6,11,3,6,10,8,5,4,11,2,3
2020년06월_남_총인구수,"70,945","5,941","4,449","5,250","8,200","5,657","5,488","5,565","5,514","3,909","4,657","7,791","4,464","4,060"
2020년06월_남_연령구간인구수,"70,945","5,941","4,449","5,250","8,200","5,657","5,488","5,565","5,514","3,909","4,657","7,791","4,464","4,060"
2020년06월_남_0~9세,"3,657",466,201,360,474,284,206,210,243,170,282,423,182,156
2020년06월_남_10~19세,"5,115",570,292,463,716,436,335,350,360,244,332,501,275,241
2020년06월_남_20~29세,"10,267",648,540,600,"1,046",876,998,799,868,710,708,"1,239",695,540
2020년06월_남_30~39세,"9,162",674,618,589,990,748,752,660,680,511,682,"1,120",605,533
2020년06월_남_40~49세,"10,391",997,703,713,"1,219",831,778,847,740,550,695,"1,182",605,531
2020년06월_남_50~59세,"12,298",968,827,867,"1,465",970,915,"1,063","1,014",653,775,"1,296",766,719
2020년06월_남_60~69세,"10,806",771,677,864,"1,227",837,800,890,914,561,668,"1,103",732,762
2020년06월_남_70~79세,"6,430",543,377,517,696,500,500,545,530,353,369,653,433,414
2020년06월_남_80~89세,"2,578",273,201,243,340,157,183,188,153,146,137,248,156,153
2020년06월_남_90~99세,223,31,11,32,25,18,18,12,9,10,9,24,14,10
2020년06월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년06월_여_총인구수,"76,537","6,606","4,809","5,671","9,104","5,972","6,053","5,602","5,772","4,309","5,055","8,199","4,946","4,439"
2020년06월_여_연령구간인구수,"76,537","6,606","4,809","5,671","9,104","5,972","6,053","5,602","5,772","4,309","5,055","8,199","4,946","4,439"
2020년06월_여_0~9세,"3,395",380,202,332,412,275,211,178,244,129,291,401,171,169
2020년06월_여_10~19세,"4,590",490,241,434,694,354,364,306,285,224,309,440,243,206
2020년06월_여_20~29세,"10,103",612,585,520,"1,022",874,"1,088",712,801,869,694,"1,169",699,458
2020년06월_여_30~39세,"8,300",676,541,552,953,698,663,512,540,462,690,"1,056",554,403
2020년06월_여_40~49세,"10,281","1,055",666,799,"1,396",782,718,691,677,478,730,"1,149",600,540
2020년06월_여_50~59세,"13,030","1,003",837,963,"1,499","1,083",959,990,"1,064",683,799,"1,434",873,843
2020년06월_여_60~69세,"12,843",984,795,989,"1,531",971,918,"1,065","1,101",670,748,"1,255",891,925
2020년06월_여_70~79세,"8,682",847,548,634,975,600,714,732,681,500,482,839,558,572
2020년06월_여_80~89세,"4,573",462,347,378,541,277,370,352,337,257,266,386,317,283
2020년06월_여_90~99세,674,89,42,66,72,55,45,55,37,33,42,61,39,38
2020년06월_여_100세 이상,66,8,5,4,9,3,3,9,5,4,4,9,1,2
2020년07월_계_총인구수,"147,355","12,509","9,288","10,868","17,343","11,630","11,443","11,168","11,285","8,147","9,728","16,012","9,405","8,529"
2020년07월_계_연령구간인구수,"147,355","12,509","9,288","10,868","17,343","11,630","11,443","11,168","11,285","8,147","9,728","16,012","9,405","8,529"
2020년07월_계_0~9세,"7,021",843,406,685,884,553,404,386,485,305,571,820,347,332
2020년07월_계_10~19세,"9,637","1,058",529,893,"1,394",779,701,649,646,455,641,931,512,449
2020년07월_계_20~29세,"20,386","1,249","1,124","1,101","2,084","1,748","2,087","1,535","1,654","1,558","1,415","2,417","1,399","1,015"
2020년07월_계_30~39세,"17,478","1,341","1,178","1,126","1,951","1,442","1,410","1,161","1,236",978,"1,368","2,198","1,155",934
2020년07월_계_40~49세,"20,625","2,046","1,367","1,496","2,622","1,623","1,488","1,531","1,412","1,004","1,433","2,324","1,199","1,080"
2020년07월_계_50~59세,"25,268","1,977","1,661","1,835","2,961","2,059","1,837","2,059","2,058","1,330","1,567","2,729","1,644","1,551"
2020년07월_계_60~69세,"23,655","1,748","1,476","1,847","2,782","1,812","1,706","1,951","2,028","1,216","1,422","2,357","1,627","1,683"
2020년07월_계_70~79세,"15,148","1,386",943,"1,154","1,670","1,098","1,195","1,285","1,217",852,854,"1,508",995,991
2020년07월_계_80~89세,"7,147",733,540,625,885,441,547,538,490,399,403,630,472,444
2020년07월_계_90~99세,907,120,57,100,99,72,62,63,51,45,50,88,53,47
2020년07월_계_100세 이상,83,8,7,6,11,3,6,10,8,5,4,10,2,3
2020년07월_남_총인구수,"70,816","5,922","4,458","5,218","8,221","5,664","5,416","5,568","5,516","3,876","4,655","7,789","4,450","4,063"
2020년07월_남_연령구간인구수,"70,816","5,922","4,458","5,218","8,221","5,664","5,416","5,568","5,516","3,876","4,655","7,789","4,450","4,063"
2020년07월_남_0~9세,"3,634",464,199,358,470,285,200,208,242,175,280,414,178,161
