카테고리,광주광역시 동구,광주광역시 동구 충장동,광주광역시 동구 동명동,광주광역시 동구 계림1동,광주광역시 동구 계림2동,광주광역시 동구 산수1동,광주광역시 동구 산수2동,광주광역시 동구 지산1동,광주광역시 동구 지산2동,광주광역시 동구 서남동,광주광역시 동구 학동,광주광역시 동구 학운동,광주광역시 동구 지원1동,광주광역시 동구 지원2동
2020년01월_여_20~29세,"6,725",527,311,343,441,567,711,374,375,382,600,696,489,909
2020년01월_여_30~39세,"5,969",243,171,287,501,542,560,218,212,165,648,574,512,"1,336"
2020년01월_여_40~49세,"6,515",210,251,324,634,583,685,311,317,149,564,850,549,"1,088"
2020년01월_여_50~59세,"7,831",304,250,472,589,723,980,321,390,211,676,"1,016",744,"1,155"
2020년01월_여_60~69세,"7,389",360,314,537,563,606,845,327,339,239,584,"1,105",664,906
2020년01월_여_70~79세,"5,620",224,294,383,505,521,644,264,285,199,454,857,432,558
2020년01월_여_80~89세,"2,572",101,119,183,200,238,287,117,143,89,191,416,199,289
2020년01월_여_90~99세,445,24,29,30,27,40,33,25,20,16,26,73,33,69
2020년01월_여_100세 이상,47,4,3,4,2,4,2,3,3,0,9,3,2,8
2020년02월_계_총인구수,"98,641","4,470","3,779","6,042","8,230","8,824","10,692","4,435","4,833","3,159","8,527","12,246","8,205","15,199"
2020년02월_계_연령구간인구수,"98,641","4,470","3,779","6,042","8,230","8,824","10,692","4,435","4,833","3,159","8,527","12,246","8,205","15,199"
2020년02월_계_0~9세,"6,627",78,126,188,767,556,636,235,239,90,794,678,556,"1,684"
2020년02월_계_10~19세,"7,363",157,219,285,766,681,895,349,422,141,608,"1,025",691,"1,124"
2020년02월_계_20~29세,"13,876",924,631,762,990,"1,171","1,456",782,876,737,"1,188","1,481",997,"1,881"
2020년02월_계_30~39세,"12,476",589,384,674,991,"1,153","1,140",477,433,384,"1,260","1,183","1,081","2,727"
2020년02월_계_40~49세,"13,655",530,520,823,"1,246","1,303","1,408",640,677,358,"1,169","1,612","1,122","2,247"
2020년02월_계_50~59세,"15,401",705,521,"1,129","1,175","1,456","1,828",643,762,453,"1,311","1,884","1,365","2,169"
2020년02월_계_60~69세,"14,050",785,589,"1,107","1,022","1,158","1,608",605,626,468,"1,049","2,011","1,234","1,788"
2020년02월_계_70~79세,"10,087",488,504,709,867,904,"1,156",457,515,349,793,"1,514",801,"1,030"
2020년02월_계_80~89세,"4,428",179,242,321,359,385,511,211,247,155,310,745,308,455
2020년02월_계_90~99세,618,31,40,40,44,52,51,29,33,22,34,109,48,85
2020년02월_계_100세 이상,60,4,3,4,3,5,3,7,3,2,11,4,2,9
2020년02월_남_총인구수,"48,775","2,326","1,886","3,252","4,051","4,399","5,211","2,233","2,466","1,597","4,088","5,817","3,983","7,466"
2020년02월_남_연령구간인구수,"48,775","2,326","1,886","3,252","4,051","4,399","5,211","2,233","2,466","1,597","4,088","5,817","3,983","7,466"
2020년02월_남_0~9세,"3,430",37,65,93,412,287,319,144,133,45,419,334,296,846
2020년02월_남_10~19세,"3,831",70,114,156,412,363,456,180,236,66,288,539,350,601
2020년02월_남_20~29세,"7,144",378,327,419,542,610,747,418,500,364,576,787,518,958
2020년02월_남_30~39세,"6,503",345,218,394,489,606,590,258,224,216,623,606,558,"1,376"
2020년02월_남_40~49세,"7,154",323,272,496,618,713,723,328,365,213,608,767,580,"1,148"
2020년02월_남_50~59세,"7,587",402,266,657,582,734,863,332,375,240,637,866,627,"1,006"
2020년02월_남_60~69세,"6,631",420,283,565,459,548,754,275,287,226,473,900,567,874
2020년02월_남_70~79세,"4,474",261,209,328,365,375,519,199,228,149,339,658,370,474
2020년02월_남_80~89세,"1,839",81,122,133,155,150,222,91,106,71,116,322,106,164
2020년02월_남_90~99세,172,9,10,11,16,12,18,5,12,6,7,37,11,18
2020년02월_남_100세 이상,10,0,0,0,1,1,0,3,0,1,2,1,0,1
2020년02월_여_총인구수,"49,866","2,144","1,893","2,790","4,179","4,425","5,481","2,202","2,367","1,562","4,439","6,429","4,222","7,733"
2020년02월_여_연령구간인구수,"49,866","2,144","1,893","2,790","4,179","4,425","5,481","2,202","2,367","1,562","4,439","6,429","4,222","7,733"
2020년02월_여_0~9세,"3,197",41,61,95,355,269,317,91,106,45,375,344,260,838
2020년02월_여_10~19세,"3,532",87,105,129,354,318,439,169,186,75,320,486,341,523
2020년02월_여_20~29세,"6,732",546,304,343,448,561,709,364,376,373,612,694,479,923
2020년02월_여_30~39세,"5,973",244,166,280,502,547,550,219,209,168,637,577,523,"1,351"
2020년02월_여_40~49세,"6,501",207,248,327,628,590,685,312,312,145,561,845,542,"1,099"
2020년02월_여_50~59세,"7,814",303,255,472,593,722,965,311,387,213,674,"1,018",738,"1,163"
2020년02월_여_60~69세,"7,419",365,306,542,563,610,854,330,339,242,576,"1,111",667,914
2020년02월_여_70~79세,"5,613",227,295,381,502,529,637,258,287,200,454,856,431,556
2020년02월_여_80~89세,"2,589",98,120,188,204,235,289,120,141,84,194,423,202,291
2020년02월_여_90~99세,446,22,30,29,28,40,33,24,21,16,27,72,37,67
2020년02월_여_100세 이상,50,4,3,4,2,4,3,4,3,1,9,3,2,8
2020년03월_계_총인구수,"98,628","4,489","3,783","6,026","8,199","8,891","10,649","4,400","4,824","3,168","8,475","12,221","8,211","15,292"
2020년03월_계_연령구간인구수,"98,628","4,489","3,783","6,026","8,199","8,891","10,649","4,400","4,824","3,168","8,475","12,221","8,211","15,292"
2020년03월_계_0~9세,"6,640",73,126,185,759,566,634,229,239,93,795,679,561,"1,701"
2020년03월_계_10~19세,"7,323",156,222,281,764,679,886,343,418,141,601,"1,016",685,"1,131"
2020년03월_계_20~29세,"13,914",951,639,774,988,"1,189","1,418",781,880,747,"1,176","1,472",994,"1,905"
2020년03월_계_30~39세,"12,406",602,375,648,980,"1,160","1,147",474,432,374,"1,240","1,176","1,079","2,719"
2020년03월_계_40~49세,"13,630",537,520,828,"1,234","1,309","1,407",633,664,352,"1,168","1,601","1,119","2,258"
2020년03월_계_50~59세,"15,400",692,517,"1,129","1,180","1,462","1,819",634,764,465,"1,297","1,892","1,365","2,184"
2020년03월_계_60~69세,"14,086",772,589,"1,112","1,018","1,172","1,613",602,633,465,"1,057","2,005","1,242","1,806"
2020년03월_계_70~79세,"10,074",494,506,704,868,904,"1,166",452,502,348,784,"1,508",808,"1,030"
2020년03월_계_80~89세,"4,474",178,246,320,362,392,504,215,255,160,313,758,307,464
2020년03월_계_90~99세,620,30,40,41,43,53,52,30,34,21,33,109,49,85
2020년03월_계_100세 이상,61,4,3,4,3,5,3,7,3,2,11,5,2,9
2020년03월_남_총인구수,"48,750","2,319","1,879","3,253","4,030","4,433","5,197","2,218","2,467","1,606","4,063","5,799","3,979","7,507"
2020년03월_남_연령구간인구수,"48,750","2,319","1,879","3,253","4,030","4,433","5,197","2,218","2,467","1,606","4,063","5,799","3,979","7,507"
2020년03월_남_0~9세,"3,436",36,64,92,407,290,318,141,131,47,422,335,296,857
2020년03월_남_10~19세,"3,812",70,116,154,410,361,454,177,235,66,283,540,349,597
2020년03월_남_20~29세,"7,155",376,325,428,548,620,727,412,506,371,575,774,517,976
2020년03월_남_30~39세,"6,462",355,214,376,487,618,594,257,222,211,612,599,551,"1,366"
2020년03월_남_40~49세,"7,125",326,269,504,605,708,724,329,360,211,603,759,579,"1,148"
2020년03월_남_50~59세,"7,607",393,267,662,582,741,858,330,377,243,633,877,627,"1,017"
2020년03월_남_60~69세,"6,638",409,282,568,455,555,758,270,292,226,474,894,573,882
2020년03월_남_70~79세,"4,467",266,208,323,364,374,524,200,222,151,334,654,371,476
2020년03월_남_80~89세,"1,868",79,124,135,157,153,222,93,110,73,118,330,105,169
2020년03월_남_90~99세,169,9,10,11,14,12,18,6,12,6,7,35,11,18
2020년03월_남_100세 이상,11,0,0,0,1,1,0,3,0,1,2,2,0,1
2020년03월_여_총인구수,"49,878","2,170","1,904","2,773","4,169","4,458","5,452","2,182","2,357","1,562","4,412","6,422","4,232","7,785"
2020년03월_여_연령구간인구수,"49,878","2,170","1,904","2,773","4,169","4,458","5,452","2,182","2,357","1,562","4,412","6,422","4,232","7,785"
2020년03월_여_0~9세,"3,204",37,62,93,352,276,316,88,108,46,373,344,265,844
2020년03월_여_10~19세,"3,511",86,106,127,354,318,432,166,183,75,318,476,336,534
2020년03월_여_20~29세,"6,759",575,314,346,440,569,691,369,374,376,601,698,477,929
2020년03월_여_30~39세,"5,944",247,161,272,493,542,553,217,210,163,628,577,528,"1,353"
2020년03월_여_40~49세,"6,505",211,251,324,629,601,683,304,304,141,565,842,540,"1,110"
2020년03월_여_50~59세,"7,793",299,250,467,598,721,961,304,387,222,664,"1,015",738,"1,167"
2020년03월_여_60~69세,"7,448",363,307,544,563,617,855,332,341,239,583,"1,111",669,924
2020년03월_여_70~79세,"5,607",228,298,381,504,530,642,252,280,197,450,854,437,554
2020년03월_여_80~89세,"2,606",99,122,185,205,239,282,122,145,87,195,428,202,295
2020년03월_여_90~99세,451,21,30,30,29,41,34,24,22,15,26,74,38,67
2020년03월_여_100세 이상,50,4,3,4,2,4,3,4,3,1,9,3,2,8
2020년04월_계_총인구수,"98,622","4,489","3,775","6,008","8,145","8,942","10,615","4,404","4,818","3,178","8,409","12,193","8,199","15,447"
2020년04월_계_연령구간인구수,"98,622","4,489","3,775","6,008","8,145","8,942","10,615","4,404","4,818","3,178","8,409","12,193","8,199","15,447"
2020년04월_계_0~9세,"6,627",72,124,183,752,576,631,229,234,91,797,677,556,"1,705"
2020년04월_계_10~19세,"7,291",156,219,270,761,687,869,342,416,141,586,"1,009",676,"1,159"
2020년04월_계_20~29세,"13,925",957,640,780,978,"1,189","1,397",787,886,754,"1,163","1,468","1,003","1,923"
2020년04월_계_30~39세,"12,404",595,366,656,971,"1,168","1,156",474,433,385,"1,227","1,160","1,077","2,736"
2020년04월_계_40~49세,"13,629",541,519,824,"1,231","1,318","1,397",633,657,352,"1,165","1,593","1,115","2,284"
2020년04월_계_50~59세,"15,389",693,530,"1,121","1,170","1,452","1,808",629,768,462,"1,281","1,896","1,363","2,216"
2020년04월_계_60~69세,"14,117",767,586,"1,107","1,013","1,191","1,626",609,633,466,"1,055","2,010","1,243","1,811"
2020년04월_계_70~79세,"10,043",493,501,706,856,900,"1,166",453,495,342,776,"1,502",807,"1,046"
2020년04월_계_80~89세,"4,514",181,250,319,365,401,508,210,258,162,315,767,306,472
2020년04월_계_90~99세,620,30,37,38,45,55,54,31,35,21,33,105,51,85
2020년04월_계_100세 이상,63,4,3,4,3,5,3,7,3,2,11,6,2,10
2020년04월_남_총인구수,"48,743","2,313","1,877","3,252","4,011","4,452","5,182","2,223","2,458","1,615","4,024","5,798","3,974","7,564"
2020년04월_남_연령구간인구수,"48,743","2,313","1,877","3,252","4,011","4,452","5,182","2,223","2,458","1,615","4,024","5,798","3,974","7,564"
2020년04월_남_0~9세,"3,433",36,62,91,405,294,315,140,131,46,422,338,297,856
2020년04월_남_10~19세,"3,786",70,115,145,407,358,450,178,233,64,277,535,344,610
2020년04월_남_20~29세,"7,139",374,325,441,544,620,711,413,503,374,561,777,519,977
2020년04월_남_30~39세,"6,473",349,210,377,484,624,602,262,222,220,608,590,549,"1,376"
2020년04월_남_40~49세,"7,130",334,265,505,604,711,723,328,353,212,605,758,573,"1,159"
2020년04월_남_50~59세,"7,603",394,274,653,577,739,852,330,379,245,623,885,629,"1,023"
2020년04월_남_60~69세,"6,653",398,283,570,458,561,763,274,294,227,469,891,576,889
2020년04월_남_70~79세,"4,457",270,206,324,356,376,523,198,220,147,332,655,368,482
2020년04월_남_80~89세,"1,887",79,127,135,161,155,224,91,111,73,118,333,107,173
2020년04월_남_90~99세,169,9,10,11,14,13,19,6,12,6,7,33,12,17
2020년04월_남_100세 이상,13,0,0,0,1,1,0,3,0,1,2,3,0,2
2020년04월_여_총인구수,"49,879","2,176","1,898","2,756","4,134","4,490","5,433","2,181","2,360","1,563","4,385","6,395","4,225","7,883"
2020년04월_여_연령구간인구수,"49,879","2,176","1,898","2,756","4,134","4,490","5,433","2,181","2,360","1,563","4,385","6,395","4,225","7,883"
2020년04월_여_0~9세,"3,194",36,62,92,347,282,316,89,103,45,375,339,259,849
2020년04월_여_10~19세,"3,505",86,104,125,354,329,419,164,183,77,309,474,332,549
2020년04월_여_20~29세,"6,786",583,315,339,434,569,686,374,383,380,602,691,484,946
2020년04월_여_30~39세,"5,931",246,156,279,487,544,554,212,211,165,619,570,528,"1,360"
2020년04월_여_40~49세,"6,499",207,254,319,627,607,674,305,304,140,560,835,542,"1,125"
2020년04월_여_50~59세,"7,786",299,256,468,593,713,956,299,389,217,658,"1,011",734,"1,193"
2020년04월_여_60~69세,"7,464",369,303,537,555,630,863,335,339,239,586,"1,119",667,922
2020년04월_여_70~79세,"5,586",223,295,382,500,524,643,255,275,195,444,847,439,564
2020년04월_여_80~89세,"2,627",102,123,184,204,246,284,119,147,89,197,434,199,299
2020년04월_여_90~99세,451,21,27,27,31,42,35,25,23,15,26,72,39,68
2020년04월_여_100세 이상,50,4,3,4,2,4,3,4,3,1,9,3,2,8
2020년05월_계_총인구수,"99,158","4,547","3,754","5,995","8,099","8,975","10,570","4,388","4,828","3,189","8,375","12,136","8,166","16,136"
2020년05월_계_연령구간인구수,"99,158","4,547","3,754","5,995","8,099","8,975","10,570","4,388","4,828","3,189","8,375","12,136","8,166","16,136"
2020년05월_계_0~9세,"6,661",73,121,181,751,575,622,219,228,88,797,679,549,"1,778"
2020년05월_계_10~19세,"7,292",155,221,264,756,688,862,332,415,138,582,997,680,"1,202"
2020년05월_계_20~29세,"14,096","1,006",636,781,973,"1,201","1,384",802,900,783,"1,161","1,462",983,"2,024"
2020년05월_계_30~39세,"12,510",605,364,654,952,"1,177","1,153",481,434,385,"1,217","1,144","1,080","2,864"
2020년05월_계_40~49세,"13,656",536,514,815,"1,226","1,318","1,384",616,651,350,"1,157","1,576","1,107","2,406"
2020년05월_계_50~59세,"15,454",690,520,"1,111","1,166","1,459","1,807",629,777,452,"1,268","1,883","1,353","2,339"
2020년05월_계_60~69세,"14,164",771,588,"1,110","1,009","1,185","1,620",606,631,465,"1,051","2,006","1,239","1,883"
2020년05월_계_70~79세,"10,095",490,503,716,855,909,"1,167",453,494,342,782,"1,509",817,"1,058"
2020년05월_계_80~89세,"4,538",185,248,319,364,403,512,212,259,164,314,766,307,485
2020년05월_계_90~99세,626,31,36,40,44,55,56,31,36,20,35,108,48,86
2020년05월_계_100세 이상,66,5,3,4,3,5,3,7,3,2,11,6,3,11
2020년05월_남_총인구수,"49,015","2,340","1,879","3,246","3,980","4,457","5,167","2,224","2,460","1,621","4,016","5,763","3,954","7,908"
2020년05월_남_연령구간인구수,"49,015","2,340","1,879","3,246","3,980","4,457","5,167","2,224","2,460","1,621","4,016","5,763","3,954","7,908"
2020년05월_남_0~9세,"3,459",37,61,90,408,295,313,135,127,45,422,340,293,893
2020년05월_남_10~19세,"3,792",68,117,143,404,358,444,179,233,63,275,525,346,637
2020년05월_남_20~29세,"7,237",401,328,442,538,622,709,422,511,389,559,777,502,"1,037"
2020년05월_남_30~39세,"6,511",353,206,374,473,627,597,268,225,220,601,581,549,"1,437"
2020년05월_남_40~49세,"7,154",330,267,500,595,709,721,321,348,211,606,749,577,"1,220"
2020년05월_남_50~59세,"7,625",391,272,645,578,741,851,328,382,238,620,872,624,"1,083"
2020년05월_남_60~69세,"6,682",401,285,576,457,557,761,273,293,225,471,891,577,915
2020년05월_남_70~79세,"4,474",268,207,329,355,380,523,198,217,147,334,656,368,492
2020년05월_남_80~89세,"1,896",82,126,135,157,154,228,91,112,76,119,335,106,175
2020년05월_남_90~99세,172,9,10,12,14,13,20,6,12,6,7,34,12,17
2020년05월_남_100세 이상,13,0,0,0,1,1,0,3,0,1,2,3,0,2
2020년05월_여_총인구수,"50,143","2,207","1,875","2,749","4,119","4,518","5,403","2,164","2,368","1,568","4,359","6,373","4,212","8,228"
2020년05월_여_연령구간인구수,"50,143","2,207","1,875","2,749","4,119","4,518","5,403","2,164","2,368","1,568","4,359","6,373","4,212","8,228"
2020년05월_여_0~9세,"3,202",36,60,91,343,280,309,84,101,43,375,339,256,885
2020년05월_여_10~19세,"3,500",87,104,121,352,330,418,153,182,75,307,472,334,565
2020년05월_여_20~29세,"6,859",605,308,339,435,579,675,380,389,394,602,685,481,987
2020년05월_여_30~39세,"5,999",252,158,280,479,550,556,213,209,165,616,563,531,"1,427"
2020년05월_여_40~49세,"6,502",206,247,315,631,609,663,295,303,139,551,827,530,"1,186"
2020년05월_여_50~59세,"7,829",299,248,466,588,718,956,301,395,214,648,"1,011",729,"1,256"
2020년05월_여_60~69세,"7,482",370,303,534,552,628,859,333,338,240,580,"1,115",662,968
2020년05월_여_70~79세,"5,621",222,296,387,500,529,644,255,277,195,448,853,449,566
2020년05월_여_80~89세,"2,642",103,122,184,207,249,284,121,147,88,195,431,201,310
2020년05월_여_90~99세,454,22,26,28,30,42,36,25,24,14,28,74,36,69
2020년05월_여_100세 이상,53,5,3,4,2,4,3,4,3,1,9,3,3,9
2020년06월_계_총인구수,"99,273","4,581","3,757","5,992","8,058","8,961","10,508","4,399","4,806","3,186","8,364","12,071","8,156","16,434"
2020년06월_계_연령구간인구수,"99,273","4,581","3,757","5,992","8,058","8,961","10,508","4,399","4,806","3,186","8,364","12,071","8,156","16,434"
2020년06월_계_0~9세,"6,660",72,119,179,752,568,611,223,226,86,796,671,554,"1,803"
2020년06월_계_10~19세,"7,267",156,218,262,756,683,861,340,406,139,572,984,676,"1,214"
2020년06월_계_20~29세,"14,165","1,039",644,789,953,"1,205","1,366",803,906,786,"1,168","1,439",981,"2,086"
2020년06월_계_30~39세,"12,517",611,367,651,944,"1,173","1,139",480,432,382,"1,220","1,140","1,071","2,907"
2020년06월_계_40~49세,"13,639",530,509,808,"1,226","1,305","1,373",611,652,346,"1,145","1,565","1,108","2,461"
2020년06월_계_50~59세,"15,436",700,522,"1,099","1,148","1,453","1,812",630,762,452,"1,257","1,878","1,342","2,381"
2020년06월_계_60~69세,"14,241",765,590,"1,118","1,013","1,202","1,611",610,628,466,"1,058","2,002","1,251","1,927"
2020년06월_계_70~79세,"10,129",489,504,721,856,912,"1,170",455,498,340,788,"1,511",813,"1,072"
2020년06월_계_80~89세,"4,524",183,244,321,364,402,509,208,256,167,314,765,307,484
2020년06월_계_90~99세,627,31,37,40,43,53,53,32,37,20,35,109,49,88
2020년06월_계_100세 이상,68,5,3,4,3,5,3,7,3,2,11,7,4,11
2020년06월_남_총인구수,"49,091","2,350","1,881","3,244","3,955","4,462","5,138","2,227","2,448","1,618","4,009","5,740","3,969","8,050"
2020년06월_남_연령구간인구수,"49,091","2,350","1,881","3,244","3,955","4,462","5,138","2,227","2,448","1,618","4,009","5,740","3,969","8,050"
2020년06월_남_0~9세,"3,468",37,60,89,410,293,308,140,125,43,423,338,298,904
2020년06월_남_10~19세,"3,779",70,116,143,407,359,440,180,227,63,272,520,343,639
2020년06월_남_20~29세,"7,284",409,331,445,527,624,706,422,517,391,559,766,507,"1,080"
2020년06월_남_30~39세,"6,534",357,211,376,469,626,592,267,225,216,602,579,551,"1,463"
2020년06월_남_40~49세,"7,141",330,268,493,592,702,719,319,347,209,603,744,575,"1,240"
2020년06월_남_50~59세,"7,619",395,271,639,569,738,851,324,378,240,612,872,627,"1,103"
2020년06월_남_60~69세,"6,704",393,286,579,458,569,750,280,288,227,474,896,583,921
2020년06월_남_70~79세,"4,488",267,205,333,355,382,525,196,219,145,336,655,365,505
2020년06월_남_80~89세,"1,888",83,123,136,153,155,228,90,110,77,119,331,107,176
2020년06월_남_90~99세,172,9,10,11,14,13,19,6,12,6,7,35,13,17
2020년06월_남_100세 이상,14,0,0,0,1,1,0,3,0,1,2,4,0,2
2020년06월_여_총인구수,"50,182","2,231","1,876","2,748","4,103","4,499","5,370","2,172","2,358","1,568","4,355","6,331","4,187","8,384"
2020년06월_여_연령구간인구수,"50,182","2,231","1,876","2,748","4,103","4,499","5,370","2,172","2,358","1,568","4,355","6,331","4,187","8,384"
2020년06월_여_0~9세,"3,192",35,59,90,342,275,303,83,101,43,373,333,256,899
2020년06월_여_10~19세,"3,488",86,102,119,349,324,421,160,179,76,300,464,333,575
2020년06월_여_20~29세,"6,881",630,313,344,426,581,660,381,389,395,609,673,474,"1,006"
2020년06월_여_30~39세,"5,983",254,156,275,475,547,547,213,207,166,618,561,520,"1,444"
2020년06월_여_40~49세,"6,498",200,241,315,634,603,654,292,305,137,542,821,533,"1,221"
2020년06월_여_50~59세,"7,817",305,251,460,579,715,961,306,384,212,645,"1,006",715,"1,278"
2020년06월_여_60~69세,"7,537",372,304,539,555,633,861,330,340,239,584,"1,106",668,"1,006"
2020년06월_여_70~79세,"5,641",222,299,388,501,530,645,259,279,195,452,856,448,567
2020년06월_여_80~89세,"2,636",100,121,185,211,247,281,118,146,90,195,434,200,308
2020년06월_여_90~99세,455,22,27,29,29,40,34,26,25,14,28,74,36,71
2020년06월_여_100세 이상,54,5,3,4,2,4,3,4,3,1,9,3,4,9
2020년07월_계_총인구수,"99,228","4,579","3,726","5,981","8,029","8,955","10,489","4,409","4,810","3,190","8,350","12,036","8,183","16,491"
2020년07월_계_연령구간인구수,"99,228","4,579","3,726","5,981","8,029","8,955","10,489","4,409","4,810","3,190","8,350","12,036","8,183","16,491"
2020년07월_계_0~9세,"6,633",72,109,179,747,562,612,223,226,88,789,660,564,"1,802"
2020년07월_계_10~19세,"7,209",147,214,255,756,681,853,333,401,139,574,976,670,"1,210"
2020년07월_계_20~29세,"14,209","1,063",643,785,944,"1,208","1,369",812,909,785,"1,165","1,442",989,"2,095"
2020년07월_계_30~39세,"12,494",610,359,648,939,"1,174","1,133",490,434,381,"1,204","1,134","1,068","2,920"
2020년07월_계_40~49세,"13,607",519,507,803,"1,224","1,304","1,369",608,652,347,"1,154","1,548","1,112","2,460"
2020년07월_계_50~59세,"15,390",692,517,"1,093","1,144","1,452","1,800",625,755,453,"1,248","1,872","1,340","2,399"
2020년07월_계_60~69세,"14,290",765,590,"1,115","1,004","1,203","1,615",617,637,469,"1,068","2,002","1,258","1,947"
2020년07월_계_70~79세,"10,148",491,506,735,854,908,"1,167",454,495,340,790,"1,510",815,"1,083"
2020년07월_계_80~89세,"4,545",183,242,321,371,406,514,208,261,165,312,774,312,476
2020년07월_계_90~99세,634,32,36,43,43,52,54,32,37,21,35,111,50,88
2020년07월_계_100세 이상,69,5,3,4,3,5,3,7,3,2,11,7,5,11
2020년07월_남_총인구수,"49,043","2,344","1,868","3,229","3,927","4,455","5,127","2,233","2,455","1,632","3,998","5,718","3,979","8,078"
2020년07월_남_연령구간인구수,"49,043","2,344","1,868","3,229","3,927","4,455","5,127","2,233","2,455","1,632","3,998","5,718","3,979","8,078"
2020년07월_남_0~9세,"3,448",37,53,89,403,290,308,140,125,44,419,332,302,906
2020년07월_남_10~19세,"3,753",66,115,139,403,360,435,177,226,62,273,519,343,635
2020년07월_남_20~29세,"7,289",418,333,439,521,628,708,424,518,397,554,762,504,"1,083"
2020년07월_남_30~39세,"6,515",356,209,373,466,619,588,275,228,215,597,575,545,"1,469"
2020년07월_남_40~49세,"7,117",325,267,489,587,701,713,320,348,212,603,736,579,"1,237"
2020년07월_남_50~59세,"7,607",386,268,639,570,734,851,320,375,243,607,872,629,"1,113"
2020년07월_남_60~69세,"6,749",396,287,578,456,575,756,283,293,230,483,894,587,931
2020년07월_남_70~79세,"4,477",265,204,337,349,377,522,195,217,146,333,656,367,509
2020년07월_남_80~89세,"1,902",86,122,135,157,157,227,90,114,76,120,333,110,175
2020년07월_남_90~99세,172,9,10,11,14,13,19,6,11,6,7,35,13,18
2020년07월_남_100세 이상,14,0,0,0,1,1,0,3,0,1,2,4,0,2
2020년07월_여_총인구수,"50,185","2,235","1,858","2,752","4,102","4,500","5,362","2,176","2,355","1,558","4,352","6,318","4,204","8,413"
2020년07월_여_연령구간인구수,"50,185","2,235","1,858","2,752","4,102","4,500","5,362","2,176","2,355","1,558","4,352","6,318","4,204","8,413"
2020년07월_여_0~9세,"3,185",35,56,90,344,272,304,83,101,44,370,328,262,896
