카테고리,충청남도 태안군,충청남도 태안군 태안읍,충청남도 태안군 안면읍,충청남도 태안군 고남면,충청남도 태안군 남면,충청남도 태안군 근흥면,충청남도 태안군 소원면,충청남도 태안군 원북면,충청남도 태안군 이원면
2020년04월_계_10~19세,"4,526","2,943",565,132,186,203,210,186,101
2020년04월_계_20~29세,"5,156","2,978",574,115,475,312,257,324,121
2020년04월_계_30~39세,"5,335","3,321",610,126,269,330,278,275,126
2020년04월_계_40~49세,"7,830","4,495","1,057",242,400,502,538,411,185
2020년04월_계_50~59세,"10,880","4,969","1,543",468,770,"1,004",966,779,381
2020년04월_계_60~69세,"11,684","4,127","1,892",524,980,"1,358","1,299",958,546
2020년04월_계_70~79세,"8,617","2,780","1,397",444,723,980,"1,050",798,445
2020년04월_계_80~89세,"4,439","1,312",595,245,413,518,575,476,305
2020년04월_계_90~99세,593,170,92,26,55,67,69,74,40
2020년04월_계_100세 이상,24,4,11,0,1,3,1,2,2
2020년04월_남_총인구수,"31,414","14,826","4,319","1,146","2,274","2,790","2,658","2,241","1,160"
2020년04월_남_연령구간인구수,"31,414","14,826","4,319","1,146","2,274","2,790","2,658","2,241","1,160"
2020년04월_남_0~9세,"1,585","1,135",162,24,57,59,62,60,26
2020년04월_남_10~19세,"2,355","1,513",309,58,102,116,105,97,55
2020년04월_남_20~29세,"3,020","1,700",332,65,329,200,142,189,63
2020년04월_남_30~39세,"2,987","1,787",340,69,155,213,169,176,78
2020년04월_남_40~49세,"4,456","2,393",604,150,251,327,346,256,129
2020년04월_남_50~59세,"5,689","2,535",815,252,392,544,509,423,219
2020년04월_남_60~69세,"5,618","1,984",888,251,492,649,627,462,265
2020년04월_남_70~79세,"4,020","1,297",640,192,335,465,487,394,210
2020년04월_남_80~89세,"1,554",443,208,80,145,200,198,169,111
2020년04월_남_90~99세,126,39,19,5,15,17,13,14,4
2020년04월_남_100세 이상,4,0,2,0,1,0,0,1,0
2020년04월_여_총인구수,"30,869","14,533","4,347","1,239","2,128","2,615","2,700","2,168","1,139"
2020년04월_여_연령구간인구수,"30,869","14,533","4,347","1,239","2,128","2,615","2,700","2,168","1,139"
2020년04월_여_0~9세,"1,614","1,125",168,39,73,69,53,66,21
2020년04월_여_10~19세,"2,171","1,430",256,74,84,87,105,89,46
2020년04월_여_20~29세,"2,136","1,278",242,50,146,112,115,135,58
2020년04월_여_30~39세,"2,348","1,534",270,57,114,117,109,99,48
2020년04월_여_40~49세,"3,374","2,102",453,92,149,175,192,155,56
2020년04월_여_50~59세,"5,191","2,434",728,216,378,460,457,356,162
2020년04월_여_60~69세,"6,066","2,143","1,004",273,488,709,672,496,281
2020년04월_여_70~79세,"4,597","1,483",757,252,388,515,563,404,235
2020년04월_여_80~89세,"2,885",869,387,165,268,318,377,307,194
2020년04월_여_90~99세,467,131,73,21,40,50,56,60,36
2020년04월_여_100세 이상,20,4,9,0,0,3,1,1,2
2020년05월_계_총인구수,"62,193","29,364","8,638","2,384","4,380","5,385","5,352","4,393","2,297"
2020년05월_계_연령구간인구수,"62,193","29,364","8,638","2,384","4,380","5,385","5,352","4,393","2,297"
2020년05월_계_0~9세,"3,183","2,265",332,65,126,117,113,118,47
2020년05월_계_10~19세,"4,491","2,932",557,131,180,203,203,184,101
2020년05월_계_20~29세,"5,134","2,959",575,114,470,310,259,325,122
2020년05월_계_30~39세,"5,311","3,318",602,128,263,328,269,279,124
2020년05월_계_40~49세,"7,781","4,500","1,040",239,396,493,527,399,187
2020년05월_계_50~59세,"10,869","4,964","1,545",460,761,"1,005",981,770,383
2020년05월_계_60~69세,"11,697","4,130","1,891",530,989,"1,349","1,303",963,542
2020년05월_계_70~79세,"8,662","2,803","1,400",444,727,988,"1,050",806,444
2020년05월_계_80~89세,"4,452","1,318",592,248,413,521,579,476,305
2020년05월_계_90~99세,589,171,93,25,54,68,67,71,40
2020년05월_계_100세 이상,24,4,11,0,1,3,1,2,2
2020년05월_남_총인구수,"31,354","14,817","4,297","1,144","2,263","2,778","2,656","2,243","1,156"
2020년05월_남_연령구간인구수,"31,354","14,817","4,297","1,144","2,263","2,778","2,656","2,243","1,156"
2020년05월_남_0~9세,"1,571","1,132",162,25,55,54,60,58,25
2020년05월_남_10~19세,"2,332","1,504",304,57,97,117,103,95,55
2020년05월_남_20~29세,"3,016","1,692",331,65,328,198,145,193,64
2020년05월_남_30~39세,"2,970","1,781",334,71,151,216,161,179,77
2020년05월_남_40~49세,"4,415","2,388",595,149,249,316,338,251,129
2020년05월_남_50~59세,"5,695","2,541",813,248,391,544,518,420,220
2020년05월_남_60~69세,"5,616","1,977",886,253,492,648,634,463,263
2020년05월_남_70~79세,"4,050","1,316",645,191,339,467,486,399,207
2020년05월_남_80~89세,"1,559",447,206,81,145,201,198,169,112
2020년05월_남_90~99세,126,39,19,4,15,17,13,15,4
2020년05월_남_100세 이상,4,0,2,0,1,0,0,1,0
2020년05월_여_총인구수,"30,839","14,547","4,341","1,240","2,117","2,607","2,696","2,150","1,141"
2020년05월_여_연령구간인구수,"30,839","14,547","4,341","1,240","2,117","2,607","2,696","2,150","1,141"
2020년05월_여_0~9세,"1,612","1,133",170,40,71,63,53,60,22
2020년05월_여_10~19세,"2,159","1,428",253,74,83,86,100,89,46
2020년05월_여_20~29세,"2,118","1,267",244,49,142,112,114,132,58
2020년05월_여_30~39세,"2,341","1,537",268,57,112,112,108,100,47
2020년05월_여_40~49세,"3,366","2,112",445,90,147,177,189,148,58
2020년05월_여_50~59세,"5,174","2,423",732,212,370,461,463,350,163
2020년05월_여_60~69세,"6,081","2,153","1,005",277,497,701,669,500,279
2020년05월_여_70~79세,"4,612","1,487",755,253,388,521,564,407,237
2020년05월_여_80~89세,"2,893",871,386,167,268,320,381,307,193
2020년05월_여_90~99세,463,132,74,21,39,51,54,56,36
2020년05월_여_100세 이상,20,4,9,0,0,3,1,1,2
2020년06월_계_총인구수,"62,272","29,365","8,670","2,392","4,385","5,377","5,371","4,421","2,291"
2020년06월_계_연령구간인구수,"62,272","29,365","8,670","2,392","4,385","5,377","5,371","4,421","2,291"
2020년06월_계_0~9세,"3,182","2,260",334,67,125,118,114,119,45
2020년06월_계_10~19세,"4,522","2,936",582,131,183,203,201,185,101
2020년06월_계_20~29세,"5,138","2,968",582,108,467,306,262,322,123
2020년06월_계_30~39세,"5,266","3,303",586,133,258,322,260,281,123
2020년06월_계_40~49세,"7,799","4,501","1,054",239,396,492,534,396,187
2020년06월_계_50~59세,"10,846","4,934","1,537",463,769,998,986,779,380
2020년06월_계_60~69세,"11,754","4,155","1,894",528,984,"1,351","1,314",984,544
2020년06월_계_70~79세,"8,690","2,811","1,397",448,738,994,"1,051",807,444
2020년06월_계_80~89세,"4,459","1,324",599,250,411,522,581,471,301
2020년06월_계_90~99세,592,169,94,25,53,68,67,75,41
2020년06월_계_100세 이상,24,4,11,0,1,3,1,2,2
2020년06월_남_총인구수,"31,389","14,824","4,306","1,152","2,260","2,773","2,661","2,260","1,153"
2020년06월_남_연령구간인구수,"31,389","14,824","4,306","1,152","2,260","2,773","2,661","2,260","1,153"
2020년06월_남_0~9세,"1,568","1,129",164,25,54,53,60,59,24
2020년06월_남_10~19세,"2,356","1,514",314,57,101,117,102,96,55
2020년06월_남_20~29세,"3,024","1,705",337,62,325,196,146,189,64
2020년06월_남_30~39세,"2,938","1,770",322,74,148,213,155,180,76
2020년06월_남_40~49세,"4,421","2,387",601,148,246,318,342,249,130
2020년06월_남_50~59세,"5,687","2,529",808,252,395,540,523,422,218
2020년06월_남_60~69세,"5,635","1,984",882,253,486,650,634,481,265
2020년06월_남_70~79세,"4,069","1,318",649,194,348,470,486,397,207
2020년06월_남_80~89세,"1,563",449,208,83,142,200,200,171,110
2020년06월_남_90~99세,124,39,19,4,14,16,13,15,4
2020년06월_남_100세 이상,4,0,2,0,1,0,0,1,0
2020년06월_여_총인구수,"30,883","14,541","4,364","1,240","2,125","2,604","2,710","2,161","1,138"
2020년06월_여_연령구간인구수,"30,883","14,541","4,364","1,240","2,125","2,604","2,710","2,161","1,138"
2020년06월_여_0~9세,"1,614","1,131",170,42,71,65,54,60,21
2020년06월_여_10~19세,"2,166","1,422",268,74,82,86,99,89,46
2020년06월_여_20~29세,"2,114","1,263",245,46,142,110,116,133,59
2020년06월_여_30~39세,"2,328","1,533",264,59,110,109,105,101,47
2020년06월_여_40~49세,"3,378","2,114",453,91,150,174,192,147,57
2020년06월_여_50~59세,"5,159","2,405",729,211,374,458,463,357,162
2020년06월_여_60~69세,"6,119","2,171","1,012",275,498,701,680,503,279
2020년06월_여_70~79세,"4,621","1,493",748,254,390,524,565,410,237
2020년06월_여_80~89세,"2,896",875,391,167,269,322,381,300,191
2020년06월_여_90~99세,468,130,75,21,39,52,54,60,37
2020년06월_여_100세 이상,20,4,9,0,0,3,1,1,2
2020년07월_계_총인구수,"62,281","29,374","8,659","2,398","4,363","5,386","5,372","4,433","2,296"
2020년07월_계_연령구간인구수,"62,281","29,374","8,659","2,398","4,363","5,386","5,372","4,433","2,296"
2020년07월_계_0~9세,"3,157","2,230",331,67,125,120,111,123,50
2020년07월_계_10~19세,"4,536","2,947",584,134,181,201,202,184,103
2020년07월_계_20~29세,"5,081","2,949",574,105,453,299,262,319,120
2020년07월_계_30~39세,"5,249","3,291",580,134,249,321,261,287,126
2020년07월_계_40~49세,"7,791","4,497","1,046",240,398,490,538,395,187
2020년07월_계_50~59세,"10,888","4,959","1,545",465,774,999,990,775,381
2020년07월_계_60~69세,"11,773","4,154","1,892",535,988,"1,359","1,311",996,538
2020년07월_계_70~79세,"8,727","2,839","1,410",445,731,999,"1,048",806,449
2020년07월_계_80~89세,"4,456","1,331",593,248,408,524,581,473,298
2020년07월_계_90~99세,599,173,93,25,55,71,67,73,42
2020년07월_계_100세 이상,24,4,11,0,1,3,1,2,2
2020년07월_남_총인구수,"31,388","14,827","4,304","1,155","2,247","2,770","2,661","2,265","1,159"
2020년07월_남_연령구간인구수,"31,388","14,827","4,304","1,155","2,247","2,770","2,661","2,265","1,159"
2020년07월_남_0~9세,"1,560","1,118",165,25,53,53,59,61,26
2020년07월_남_10~19세,"2,362","1,518",316,59,101,113,103,96,56
2020년07월_남_20~29세,"2,990","1,697",333,60,315,190,145,187,63
2020년07월_남_30~39세,"2,926","1,769",316,74,140,211,155,184,77
2020년07월_남_40~49세,"4,402","2,380",591,147,248,320,342,244,130
2020년07월_남_50~59세,"5,714","2,543",819,250,397,539,527,420,219
2020년07월_남_60~69세,"5,649","1,981",880,259,490,653,631,489,266
2020년07월_남_70~79세,"4,086","1,326",656,194,346,473,485,396,210
2020년07월_남_80~89세,"1,573",457,208,83,142,202,201,172,108
2020년07월_남_90~99세,122,38,18,4,14,16,13,15,4
2020년07월_남_100세 이상,4,0,2,0,1,0,0,1,0
2020년07월_여_총인구수,"30,893","14,547","4,355","1,243","2,116","2,616","2,711","2,168","1,137"
2020년07월_여_연령구간인구수,"30,893","14,547","4,355","1,243","2,116","2,616","2,711","2,168","1,137"
2020년07월_여_0~9세,"1,597","1,112",166,42,72,67,52,62,24
2020년07월_여_10~19세,"2,174","1,429",268,75,80,88,99,88,47
2020년07월_여_20~29세,"2,091","1,252",241,45,138,109,117,132,57
2020년07월_여_30~39세,"2,323","1,522",264,60,109,110,106,103,49
2020년07월_여_40~49세,"3,389","2,117",455,93,150,170,196,151,57
2020년07월_여_50~59세,"5,174","2,416",726,215,377,460,463,355,162
2020년07월_여_60~69세,"6,124","2,173","1,012",276,498,706,680,507,272
2020년07월_여_70~79세,"4,641","1,513",754,251,385,526,563,410,239
2020년07월_여_80~89세,"2,883",874,385,165,266,322,380,301,190
2020년07월_여_90~99세,477,135,75,21,41,55,54,58,38
2020년07월_여_100세 이상,20,4,9,0,0,3,1,1,2
2020년08월_계_총인구수,"62,296","29,412","8,695","2,384","4,344","5,389","5,365","4,418","2,289"
2020년08월_계_연령구간인구수,"62,296","29,412","8,695","2,384","4,344","5,389","5,365","4,418","2,289"
2020년08월_계_0~9세,"3,152","2,231",331,66,122,121,108,125,48
2020년08월_계_10~19세,"4,526","2,942",594,132,180,199,198,176,105
2020년08월_계_20~29세,"5,057","2,952",586,101,432,295,262,313,116
2020년08월_계_30~39세,"5,222","3,277",575,132,253,321,257,283,124
2020년08월_계_40~49세,"7,772","4,497","1,036",240,399,491,530,395,184
2020년08월_계_50~59세,"10,899","4,964","1,560",455,775,"1,005",989,768,383
2020년08월_계_60~69세,"11,816","4,178","1,894",538,986,"1,367","1,314","1,002",537
2020년08월_계_70~79세,"8,759","2,857","1,419",446,734,995,"1,051",807,450
2020년08월_계_80~89세,"4,460","1,336",595,249,405,522,581,474,298
2020년08월_계_90~99세,608,173,94,25,57,70,74,73,42
2020년08월_계_100세 이상,25,5,11,0,1,3,1,2,2
2020년08월_남_총인구수,"31,388","14,830","4,331","1,148","2,236","2,770","2,658","2,258","1,157"
2020년08월_남_연령구간인구수,"31,388","14,830","4,331","1,148","2,236","2,770","2,658","2,258","1,157"
2020년08월_남_0~9세,"1,550","1,110",164,24,52,54,57,63,26
2020년08월_남_10~19세,"2,361","1,516",325,57,100,113,102,92,56
2020년08월_남_20~29세,"2,976","1,699",344,57,301,185,147,183,60
2020년08월_남_30~39세,"2,909","1,756",313,75,142,210,153,184,76
2020년08월_남_40~49세,"4,391","2,389",582,147,249,319,338,241,126
2020년08월_남_50~59세,"5,722","2,542",827,247,400,543,524,416,223
2020년08월_남_60~69세,"5,671","1,988",886,258,489,657,634,494,265
2020년08월_남_70~79세,"4,102","1,333",659,195,346,472,486,398,213
2020년08월_남_80~89세,"1,578",458,211,84,142,202,202,171,108
2020년08월_남_90~99세,124,39,18,4,14,15,15,15,4
2020년08월_남_100세 이상,4,0,2,0,1,0,0,1,0
2020년08월_여_총인구수,"30,908","14,582","4,364","1,236","2,108","2,619","2,707","2,160","1,132"
2020년08월_여_연령구간인구수,"30,908","14,582","4,364","1,236","2,108","2,619","2,707","2,160","1,132"
2020년08월_여_0~9세,"1,602","1,121",167,42,70,67,51,62,22
2020년08월_여_10~19세,"2,165","1,426",269,75,80,86,96,84,49
2020년08월_여_20~29세,"2,081","1,253",242,44,131,110,115,130,56
2020년08월_여_30~39세,"2,313","1,521",262,57,111,111,104,99,48
2020년08월_여_40~49세,"3,381","2,108",454,93,150,172,192,154,58
2020년08월_여_50~59세,"5,177","2,422",733,208,375,462,465,352,160
2020년08월_여_60~69세,"6,145","2,190","1,008",280,497,710,680,508,272
2020년08월_여_70~79세,"4,657","1,524",760,251,388,523,565,409,237
2020년08월_여_80~89세,"2,882",878,384,165,263,320,379,303,190
2020년08월_여_90~99세,484,134,76,21,43,55,59,58,38
2020년08월_여_100세 이상,21,5,9,0,0,3,1,1,2
2020년09월_계_총인구수,"62,364","29,469","8,713","2,390","4,328","5,387","5,373","4,413","2,291"
2020년09월_계_연령구간인구수,"62,364","29,469","8,713","2,390","4,328","5,387","5,373","4,413","2,291"
2020년09월_계_0~9세,"3,133","2,219",329,66,121,120,107,123,48
2020년09월_계_10~19세,"4,541","2,948",607,129,175,201,201,176,104
2020년09월_계_20~29세,"5,045","2,962",588,100,425,288,254,312,116
2020년09월_계_30~39세,"5,189","3,263",571,131,248,320,257,276,123
2020년09월_계_40~49세,"7,757","4,506","1,028",243,398,476,528,393,185
2020년09월_계_50~59세,"10,897","4,966","1,551",457,766,"1,008",993,774,382
2020년09월_계_60~69세,"11,904","4,222","1,922",544,986,"1,372","1,321","1,000",537
2020년09월_계_70~79세,"8,777","2,856","1,412",444,744,"1,005","1,051",808,457
2020년09월_계_80~89세,"4,476","1,349",598,250,402,520,587,476,294
2020년09월_계_90~99세,619,173,96,26,61,74,73,73,43
2020년09월_계_100세 이상,26,5,11,0,2,3,1,2,2
2020년09월_남_총인구수,"31,426","14,872","4,333","1,149","2,231","2,766","2,662","2,252","1,161"
2020년09월_남_연령구간인구수,"31,426","14,872","4,333","1,149","2,231","2,766","2,662","2,252","1,161"
2020년09월_남_0~9세,"1,537","1,100",163,24,52,53,56,63,26
2020년09월_남_10~19세,"2,371","1,525",329,55,98,115,104,90,55
2020년09월_남_20~29세,"2,961","1,702",342,58,291,179,141,187,61
2020년09월_남_30~39세,"2,898","1,760",313,71,140,209,151,179,75
2020년09월_남_40~49세,"4,379","2,389",577,148,253,309,339,238,126
2020년09월_남_50~59세,"5,727","2,544",824,248,397,549,526,416,223
2020년09월_남_60~69세,"5,718","2,016",894,262,489,659,640,493,265
2020년09월_남_70~79세,"4,121","1,335",660,196,352,475,486,398,219
2020년09월_남_80~89세,"1,581",460,210,83,143,203,205,171,106
2020년09월_남_90~99세,128,41,19,4,14,15,14,16,5
2020년09월_남_100세 이상,5,0,2,0,2,0,0,1,0
2020년09월_여_총인구수,"30,938","14,597","4,380","1,241","2,097","2,621","2,711","2,161","1,130"
2020년09월_여_연령구간인구수,"30,938","14,597","4,380","1,241","2,097","2,621","2,711","2,161","1,130"
2020년09월_여_0~9세,"1,596","1,119",166,42,69,67,51,60,22
2020년09월_여_10~19세,"2,170","1,423",278,74,77,86,97,86,49
2020년09월_여_20~29세,"2,084","1,260",246,42,134,109,113,125,55
2020년09월_여_30~39세,"2,291","1,503",258,60,108,111,106,97,48
2020년09월_여_40~49세,"3,378","2,117",451,95,145,167,189,155,59
2020년09월_여_50~59세,"5,170","2,422",727,209,369,459,467,358,159
2020년09월_여_60~69세,"6,186","2,206","1,028",282,497,713,681,507,272
2020년09월_여_70~79세,"4,656","1,521",752,248,392,530,565,410,238
2020년09월_여_80~89세,"2,895",889,388,167,259,317,382,305,188
2020년09월_여_90~99세,491,132,77,22,47,59,59,57,38
2020년09월_여_100세 이상,21,5,9,0,0,3,1,1,2
2020년10월_계_총인구수,"62,390","29,546","8,695","2,395","4,322","5,379","5,360","4,409","2,284"
2020년10월_계_연령구간인구수,"62,390","29,546","8,695","2,395","4,322","5,379","5,360","4,409","2,284"
2020년10월_계_0~9세,"3,135","2,226",325,69,121,119,105,122,48
2020년10월_계_10~19세,"4,510","2,937",597,131,172,200,194,178,101
2020년10월_계_20~29세,"5,061","2,989",596,97,414,286,259,301,119
2020년10월_계_30~39세,"5,167","3,264",561,130,248,315,253,273,123
2020년10월_계_40~49세,"7,740","4,507","1,021",245,395,475,521,393,183
