카테고리,충청북도 진천군,충청북도 진천군 진천읍,충청북도 진천군 덕산읍,충청북도 진천군 덕산읍혁신도시출장소,충청북도 진천군 초평면,충청북도 진천군 문백면,충청북도 진천군 백곡면,충청북도 진천군 이월면,충청북도 진천군 광혜원면
2020년02월_여_연령구간인구수,"38,766","14,684","11,895",0,"1,596","1,704","1,037","2,964","4,886"
2020년02월_여_0~9세,"3,740","1,173","1,927",0,44,70,34,120,372
2020년02월_여_10~19세,"3,743","1,576","1,260",0,95,75,27,199,511
2020년02월_여_20~29세,"3,785","1,631","1,169",0,92,125,47,208,513
2020년02월_여_30~39세,"5,153","1,630","2,519",0,76,110,51,209,558
2020년02월_여_40~49세,"5,934","2,423","1,977",0,133,137,78,315,871
2020년02월_여_50~59세,"6,130","2,471","1,376",0,263,350,176,578,916
2020년02월_여_60~69세,"4,697","1,806",850,0,346,343,247,561,544
2020년02월_여_70~79세,"2,974","1,107",454,0,257,244,190,381,341
2020년02월_여_80~89세,"2,245",747,316,0,260,219,156,329,218
2020년02월_여_90~99세,352,117,43,0,30,31,29,60,42
2020년02월_여_100세 이상,13,3,4,0,0,0,2,4,0
2020년03월_계_총인구수,"81,404","30,155","25,360",0,"3,241","3,589","2,093","6,279","10,687"
2020년03월_계_연령구간인구수,"81,404","30,155","25,360",0,"3,241","3,589","2,093","6,279","10,687"
2020년03월_계_0~9세,"7,701","2,436","3,949",0,83,134,58,247,794
2020년03월_계_10~19세,"7,884","3,316","2,589",0,193,146,73,418,"1,149"
2020년03월_계_20~29세,"8,945","3,800","2,721",0,210,297,112,557,"1,248"
2020년03월_계_30~39세,"11,292","3,388","5,454",0,193,273,121,517,"1,346"
2020년03월_계_40~49세,"13,156","5,107","4,508",0,328,372,186,756,"1,899"
2020년03월_계_50~59세,"13,438","5,278","3,042",0,635,776,402,"1,270","2,035"
2020년03월_계_60~69세,"9,680","3,518","1,711",0,717,759,512,"1,245","1,218"
2020년03월_계_70~79세,"5,464","2,026",829,0,471,471,346,712,609
2020년03월_계_80~89세,"3,387","1,130",492,0,374,317,249,484,341
2020년03월_계_90~99세,439,151,61,0,37,44,32,66,48
2020년03월_계_100세 이상,18,5,4,0,0,0,2,7,0
2020년03월_남_총인구수,"42,599","15,480","13,381",0,"1,648","1,896","1,058","3,320","5,816"
2020년03월_남_연령구간인구수,"42,599","15,480","13,381",0,"1,648","1,896","1,058","3,320","5,816"
2020년03월_남_0~9세,"3,970","1,266","2,020",0,40,68,26,129,421
2020년03월_남_10~19세,"4,135","1,750","1,313",0,98,72,44,220,638
2020년03월_남_20~29세,"5,161","2,173","1,537",0,120,173,67,353,738
2020년03월_남_30~39세,"6,153","1,778","2,929",0,119,163,70,307,787
2020년03월_남_40~49세,"7,209","2,677","2,509",0,196,239,107,439,"1,042"
2020년03월_남_50~59세,"7,328","2,818","1,650",0,372,431,231,703,"1,123"
2020년03월_남_60~69세,"4,938","1,698",854,0,372,412,259,677,666
2020년03월_남_70~79세,"2,476",906,373,0,213,229,156,327,272
2020년03월_남_80~89세,"1,140",382,179,0,111,98,93,156,121
2020년03월_남_90~99세,84,30,17,0,7,11,5,6,8
2020년03월_남_100세 이상,5,2,0,0,0,0,0,3,0
2020년03월_여_총인구수,"38,805","14,675","11,979",0,"1,593","1,693","1,035","2,959","4,871"
2020년03월_여_연령구간인구수,"38,805","14,675","11,979",0,"1,593","1,693","1,035","2,959","4,871"
2020년03월_여_0~9세,"3,731","1,170","1,929",0,43,66,32,118,373
2020년03월_여_10~19세,"3,749","1,566","1,276",0,95,74,29,198,511
2020년03월_여_20~29세,"3,784","1,627","1,184",0,90,124,45,204,510
2020년03월_여_30~39세,"5,139","1,610","2,525",0,74,110,51,210,559
2020년03월_여_40~49세,"5,947","2,430","1,999",0,132,133,79,317,857
2020년03월_여_50~59세,"6,110","2,460","1,392",0,263,345,171,567,912
2020년03월_여_60~69세,"4,742","1,820",857,0,345,347,253,568,552
2020년03월_여_70~79세,"2,988","1,120",456,0,258,242,190,385,337
2020년03월_여_80~89세,"2,247",748,313,0,263,219,156,328,220
2020년03월_여_90~99세,355,121,44,0,30,33,27,60,40
2020년03월_여_100세 이상,13,3,4,0,0,0,2,4,0
2020년04월_계_총인구수,"81,483","30,113","25,540",0,"3,236","3,590","2,094","6,263","10,647"
2020년04월_계_연령구간인구수,"81,483","30,113","25,540",0,"3,236","3,590","2,094","6,263","10,647"
2020년04월_계_0~9세,"7,670","2,415","3,955",0,80,132,57,245,786
2020년04월_계_10~19세,"7,897","3,320","2,617",0,188,146,75,419,"1,132"
2020년04월_계_20~29세,"8,935","3,801","2,727",0,208,301,111,550,"1,237"
2020년04월_계_30~39세,"11,282","3,363","5,489",0,188,275,120,507,"1,340"
2020년04월_계_40~49세,"13,163","5,073","4,562",0,324,375,185,759,"1,885"
2020년04월_계_50~59세,"13,484","5,291","3,070",0,639,773,399,"1,264","2,048"
2020년04월_계_60~69세,"9,735","3,531","1,732",0,723,759,519,"1,250","1,221"
2020년04월_계_70~79세,"5,456","2,032",825,0,475,464,344,710,606
2020년04월_계_80~89세,"3,401","1,130",496,0,374,323,249,484,345
2020년04월_계_90~99세,442,152,63,0,37,42,33,68,47
2020년04월_계_100세 이상,18,5,4,0,0,0,2,7,0
2020년04월_남_총인구수,"42,652","15,453","13,477",0,"1,654","1,896","1,059","3,312","5,801"
2020년04월_남_연령구간인구수,"42,652","15,453","13,477",0,"1,654","1,896","1,059","3,312","5,801"
2020년04월_남_0~9세,"3,951","1,250","2,022",0,40,67,26,131,415
2020년04월_남_10~19세,"4,138","1,749","1,325",0,98,72,45,219,630
2020년04월_남_20~29세,"5,173","2,182","1,543",0,120,179,69,345,735
2020년04월_남_30~39세,"6,152","1,762","2,957",0,118,162,69,303,781
2020년04월_남_40~49세,"7,206","2,658","2,527",0,196,240,108,438,"1,039"
2020년04월_남_50~59세,"7,364","2,832","1,667",0,373,431,230,698,"1,133"
2020년04월_남_60~69세,"4,964","1,699",870,0,376,410,259,682,668
2020년04월_남_70~79세,"2,475",907,371,0,215,225,156,330,271
2020년04월_남_80~89세,"1,138",381,177,0,111,100,92,156,121
2020년04월_남_90~99세,86,31,18,0,7,10,5,7,8
2020년04월_남_100세 이상,5,2,0,0,0,0,0,3,0
2020년04월_여_총인구수,"38,831","14,660","12,063",0,"1,582","1,694","1,035","2,951","4,846"
2020년04월_여_연령구간인구수,"38,831","14,660","12,063",0,"1,582","1,694","1,035","2,951","4,846"
2020년04월_여_0~9세,"3,719","1,165","1,933",0,40,65,31,114,371
2020년04월_여_10~19세,"3,759","1,571","1,292",0,90,74,30,200,502
2020년04월_여_20~29세,"3,762","1,619","1,184",0,88,122,42,205,502
2020년04월_여_30~39세,"5,130","1,601","2,532",0,70,113,51,204,559
2020년04월_여_40~49세,"5,957","2,415","2,035",0,128,135,77,321,846
2020년04월_여_50~59세,"6,120","2,459","1,403",0,266,342,169,566,915
2020년04월_여_60~69세,"4,771","1,832",862,0,347,349,260,568,553
2020년04월_여_70~79세,"2,981","1,125",454,0,260,239,188,380,335
2020년04월_여_80~89세,"2,263",749,319,0,263,223,157,328,224
2020년04월_여_90~99세,356,121,45,0,30,32,28,61,39
2020년04월_여_100세 이상,13,3,4,0,0,0,2,4,0
2020년05월_계_총인구수,"81,584","30,126","25,642",0,"3,239","3,595","2,085","6,259","10,638"
2020년05월_계_연령구간인구수,"81,584","30,126","25,642",0,"3,239","3,595","2,085","6,259","10,638"
2020년05월_계_0~9세,"7,665","2,407","3,960",0,82,132,59,241,784
2020년05월_계_10~19세,"7,895","3,327","2,628",0,188,139,75,422,"1,116"
2020년05월_계_20~29세,"8,964","3,830","2,743",0,209,305,107,543,"1,227"
2020년05월_계_30~39세,"11,250","3,333","5,481",0,187,274,119,509,"1,347"
2020년05월_계_40~49세,"13,147","5,050","4,590",0,320,374,182,754,"1,877"
2020년05월_계_50~59세,"13,530","5,302","3,102",0,645,769,395,"1,260","2,057"
2020년05월_계_60~69세,"9,781","3,545","1,749",0,721,768,523,"1,245","1,230"
2020년05월_계_70~79세,"5,480","2,041",822,0,475,464,342,727,609
2020년05월_계_80~89세,"3,404","1,135",499,0,374,325,246,481,344
2020년05월_계_90~99세,450,151,64,0,38,45,35,70,47
2020년05월_계_100세 이상,18,5,4,0,0,0,2,7,0
2020년05월_남_총인구수,"42,709","15,460","13,531",0,"1,659","1,898","1,055","3,304","5,802"
2020년05월_남_연령구간인구수,"42,709","15,460","13,531",0,"1,659","1,898","1,055","3,304","5,802"
2020년05월_남_0~9세,"3,942","1,249","2,019",0,41,67,28,128,410
2020년05월_남_10~19세,"4,138","1,750","1,331",0,98,70,45,219,625
2020년05월_남_20~29세,"5,177","2,193","1,549",0,121,180,67,341,726
2020년05월_남_30~39세,"6,134","1,746","2,958",0,118,161,67,301,783
2020년05월_남_40~49세,"7,208","2,649","2,546",0,192,240,107,435,"1,039"
2020년05월_남_50~59세,"7,394","2,838","1,682",0,378,429,228,698,"1,141"
2020년05월_남_60~69세,"4,984","1,706",875,0,376,415,260,678,674
2020년05월_남_70~79세,"2,495",915,373,0,216,225,154,338,274
2020년05월_남_80~89세,"1,144",379,180,0,112,101,94,156,122
2020년05월_남_90~99세,88,33,18,0,7,10,5,7,8
2020년05월_남_100세 이상,5,2,0,0,0,0,0,3,0
2020년05월_여_총인구수,"38,875","14,666","12,111",0,"1,580","1,697","1,030","2,955","4,836"
2020년05월_여_연령구간인구수,"38,875","14,666","12,111",0,"1,580","1,697","1,030","2,955","4,836"
2020년05월_여_0~9세,"3,723","1,158","1,941",0,41,65,31,113,374
2020년05월_여_10~19세,"3,757","1,577","1,297",0,90,69,30,203,491
2020년05월_여_20~29세,"3,787","1,637","1,194",0,88,125,40,202,501
2020년05월_여_30~39세,"5,116","1,587","2,523",0,69,113,52,208,564
2020년05월_여_40~49세,"5,939","2,401","2,044",0,128,134,75,319,838
2020년05월_여_50~59세,"6,136","2,464","1,420",0,267,340,167,562,916
2020년05월_여_60~69세,"4,797","1,839",874,0,345,353,263,567,556
2020년05월_여_70~79세,"2,985","1,126",449,0,259,239,188,389,335
2020년05월_여_80~89세,"2,260",756,319,0,262,224,152,325,222
2020년05월_여_90~99세,362,118,46,0,31,35,30,63,39
2020년05월_여_100세 이상,13,3,4,0,0,0,2,4,0
2020년06월_계_총인구수,"81,742","30,067","25,780",0,"3,238","3,589","2,087","6,239","10,742"
2020년06월_계_연령구간인구수,"81,742","30,067","25,780",0,"3,238","3,589","2,087","6,239","10,742"
2020년06월_계_0~9세,"7,630","2,385","3,965",0,81,131,54,237,777
2020년06월_계_10~19세,"8,004","3,311","2,650",0,192,137,76,419,"1,219"
2020년06월_계_20~29세,"8,969","3,821","2,753",0,210,305,108,535,"1,237"
2020년06월_계_30~39세,"11,221","3,309","5,496",0,184,269,116,508,"1,339"
2020년06월_계_40~49세,"13,173","5,045","4,634",0,319,376,180,744,"1,875"
2020년06월_계_50~59세,"13,521","5,290","3,119",0,642,763,394,"1,257","2,056"
2020년06월_계_60~69세,"9,842","3,553","1,772",0,726,775,533,"1,246","1,237"
2020년06월_계_70~79세,"5,509","2,063",819,0,472,464,344,736,611
2020년06월_계_80~89세,"3,403","1,136",503,0,372,323,245,482,342
2020년06월_계_90~99세,452,150,64,0,40,45,35,69,49
2020년06월_계_100세 이상,18,4,5,0,0,1,2,6,0
2020년06월_남_총인구수,"42,813","15,438","13,610",0,"1,660","1,892","1,062","3,290","5,861"
2020년06월_남_연령구간인구수,"42,813","15,438","13,610",0,"1,660","1,892","1,062","3,290","5,861"
2020년06월_남_0~9세,"3,938","1,243","2,027",0,41,67,27,126,407
2020년06월_남_10~19세,"4,195","1,739","1,343",0,100,69,44,217,683
2020년06월_남_20~29세,"5,178","2,181","1,553",0,123,184,69,334,734
2020년06월_남_30~39세,"6,125","1,741","2,960",0,118,156,67,303,780
2020년06월_남_40~49세,"7,228","2,649","2,579",0,191,241,106,430,"1,032"
2020년06월_남_50~59세,"7,384","2,831","1,687",0,376,424,229,693,"1,144"
2020년06월_남_60~69세,"5,022","1,714",891,0,379,417,267,680,674
2020년06월_남_70~79세,"2,505",923,370,0,213,223,154,345,277
2020년06월_남_80~89세,"1,148",383,183,0,112,101,94,153,122
2020년06월_남_90~99세,86,32,17,0,7,10,5,7,8
2020년06월_남_100세 이상,4,2,0,0,0,0,0,2,0
2020년06월_여_총인구수,"38,929","14,629","12,170",0,"1,578","1,697","1,025","2,949","4,881"
2020년06월_여_연령구간인구수,"38,929","14,629","12,170",0,"1,578","1,697","1,025","2,949","4,881"
2020년06월_여_0~9세,"3,692","1,142","1,938",0,40,64,27,111,370
2020년06월_여_10~19세,"3,809","1,572","1,307",0,92,68,32,202,536
2020년06월_여_20~29세,"3,791","1,640","1,200",0,87,121,39,201,503
2020년06월_여_30~39세,"5,096","1,568","2,536",0,66,113,49,205,559
2020년06월_여_40~49세,"5,945","2,396","2,055",0,128,135,74,314,843
2020년06월_여_50~59세,"6,137","2,459","1,432",0,266,339,165,564,912
2020년06월_여_60~69세,"4,820","1,839",881,0,347,358,266,566,563
2020년06월_여_70~79세,"3,004","1,140",449,0,259,241,190,391,334
2020년06월_여_80~89세,"2,255",753,320,0,260,222,151,329,220
2020년06월_여_90~99세,366,118,47,0,33,35,30,62,41
2020년06월_여_100세 이상,14,2,5,0,0,1,2,4,0
2020년07월_계_총인구수,"81,865","30,080","25,892",0,"3,241","3,593","2,083","6,227","10,749"
2020년07월_계_연령구간인구수,"81,865","30,080","25,892",0,"3,241","3,593","2,083","6,227","10,749"
2020년07월_계_0~9세,"7,613","2,370","3,976",0,82,129,52,230,774
2020년07월_계_10~19세,"8,024","3,286","2,676",0,191,139,77,415,"1,240"
2020년07월_계_20~29세,"8,976","3,838","2,748",0,213,306,107,534,"1,230"
2020년07월_계_30~39세,"11,200","3,297","5,512",0,183,266,115,496,"1,331"
2020년07월_계_40~49세,"13,184","5,047","4,648",0,319,379,177,752,"1,862"
2020년07월_계_50~59세,"13,552","5,304","3,147",0,639,762,393,"1,246","2,061"
2020년07월_계_60~69세,"9,915","3,573","1,790",0,730,778,534,"1,261","1,249"
2020년07월_계_70~79세,"5,511","2,071",816,0,471,460,348,732,613
2020년07월_계_80~89세,"3,419","1,139",511,0,371,328,244,485,341
2020년07월_계_90~99세,452,151,63,0,41,45,34,70,48
2020년07월_계_100세 이상,19,4,5,0,1,1,2,6,0
2020년07월_남_총인구수,"42,880","15,452","13,673",0,"1,660","1,895","1,058","3,279","5,863"
2020년07월_남_연령구간인구수,"42,880","15,452","13,673",0,"1,660","1,895","1,058","3,279","5,863"
2020년07월_남_0~9세,"3,930","1,236","2,037",0,42,65,27,121,402
2020년07월_남_10~19세,"4,197","1,725","1,354",0,98,70,43,213,694
2020년07월_남_20~29세,"5,182","2,190","1,552",0,124,185,67,332,732
2020년07월_남_30~39세,"6,120","1,741","2,970",0,118,155,66,296,774
2020년07월_남_40~49세,"7,230","2,648","2,583",0,189,242,104,435,"1,029"
2020년07월_남_50~59세,"7,421","2,841","1,708",0,375,426,229,694,"1,148"
2020년07월_남_60~69세,"5,051","1,725",898,0,381,418,268,684,677
2020년07월_남_70~79세,"2,499",926,368,0,213,220,155,341,276
2020년07월_남_80~89세,"1,161",388,186,0,113,104,93,154,123
2020년07월_남_90~99세,85,30,17,0,7,10,6,7,8
2020년07월_남_100세 이상,4,2,0,0,0,0,0,2,0
2020년07월_여_총인구수,"38,985","14,628","12,219",0,"1,581","1,698","1,025","2,948","4,886"
2020년07월_여_연령구간인구수,"38,985","14,628","12,219",0,"1,581","1,698","1,025","2,948","4,886"
2020년07월_여_0~9세,"3,683","1,134","1,939",0,40,64,25,109,372
2020년07월_여_10~19세,"3,827","1,561","1,322",0,93,69,34,202,546
2020년07월_여_20~29세,"3,794","1,648","1,196",0,89,121,40,202,498
2020년07월_여_30~39세,"5,080","1,556","2,542",0,65,111,49,200,557
2020년07월_여_40~49세,"5,954","2,399","2,065",0,130,137,73,317,833
2020년07월_여_50~59세,"6,131","2,463","1,439",0,264,336,164,552,913
2020년07월_여_60~69세,"4,864","1,848",892,0,349,360,266,577,572
2020년07월_여_70~79세,"3,012","1,145",448,0,258,240,193,391,337
2020년07월_여_80~89세,"2,258",751,325,0,258,224,151,331,218
2020년07월_여_90~99세,367,121,46,0,34,35,28,63,40
2020년07월_여_100세 이상,15,2,5,0,1,1,2,4,0
2020년08월_계_총인구수,"81,949","30,111","26,025",0,"3,239","3,580","2,092","6,206","10,696"
2020년08월_계_연령구간인구수,"81,949","30,111","26,025",0,"3,239","3,580","2,092","6,206","10,696"
2020년08월_계_0~9세,"7,592","2,350","3,996",0,84,125,50,223,764
2020년08월_계_10~19세,"8,037","3,293","2,689",0,187,141,80,417,"1,230"
2020년08월_계_20~29세,"8,945","3,844","2,735",0,214,303,107,528,"1,214"
2020년08월_계_30~39세,"11,189","3,281","5,541",0,184,258,118,488,"1,319"
2020년08월_계_40~49세,"13,215","5,046","4,702",0,314,379,175,742,"1,857"
2020년08월_계_50~59세,"13,608","5,325","3,155",0,649,767,392,"1,254","2,066"
2020년08월_계_60~69세,"9,955","3,596","1,812",0,722,775,541,"1,262","1,247"
2020년08월_계_70~79세,"5,501","2,081",811,0,469,457,346,727,610
2020년08월_계_80~89세,"3,427","1,139",514,0,375,327,244,487,341
2020년08월_계_90~99세,461,152,65,0,40,47,37,72,48
2020년08월_계_100세 이상,19,4,5,0,1,1,2,6,0
2020년08월_남_총인구수,"42,920","15,463","13,752",0,"1,665","1,883","1,061","3,265","5,831"
2020년08월_남_연령구간인구수,"42,920","15,463","13,752",0,"1,665","1,883","1,061","3,265","5,831"
2020년08월_남_0~9세,"3,914","1,227","2,044",0,43,60,26,119,395
2020년08월_남_10~19세,"4,209","1,726","1,372",0,94,72,44,213,688
2020년08월_남_20~29세,"5,154","2,191","1,539",0,128,180,66,327,723
2020년08월_남_30~39세,"6,133","1,741","2,993",0,118,153,68,288,772
2020년08월_남_40~49세,"7,242","2,641","2,616",0,187,242,103,431,"1,022"
2020년08월_남_50~59세,"7,439","2,850","1,711",0,381,426,229,697,"1,145"
2020년08월_남_60~69세,"5,077","1,736",905,0,380,419,271,687,679
2020년08월_남_70~79세,"2,496",934,364,0,214,218,155,336,275
2020년08월_남_80~89세,"1,163",385,191,0,113,102,92,156,124
2020년08월_남_90~99세,89,30,17,0,7,11,7,9,8
2020년08월_남_100세 이상,4,2,0,0,0,0,0,2,0
2020년08월_여_총인구수,"39,029","14,648","12,273",0,"1,574","1,697","1,031","2,941","4,865"
2020년08월_여_연령구간인구수,"39,029","14,648","12,273",0,"1,574","1,697","1,031","2,941","4,865"
2020년08월_여_0~9세,"3,678","1,123","1,952",0,41,65,24,104,369
2020년08월_여_10~19세,"3,828","1,567","1,317",0,93,69,36,204,542
2020년08월_여_20~29세,"3,791","1,653","1,196",0,86,123,41,201,491
2020년08월_여_30~39세,"5,056","1,540","2,548",0,66,105,50,200,547
2020년08월_여_40~49세,"5,973","2,405","2,086",0,127,137,72,311,835
2020년08월_여_50~59세,"6,169","2,475","1,444",0,268,341,163,557,921
2020년08월_여_60~69세,"4,878","1,860",907,0,342,356,270,575,568
2020년08월_여_70~79세,"3,005","1,147",447,0,255,239,191,391,335
2020년08월_여_80~89세,"2,264",754,323,0,262,225,152,331,217
2020년08월_여_90~99세,372,122,48,0,33,36,30,63,40
2020년08월_여_100세 이상,15,2,5,0,1,1,2,4,0
2020년09월_계_총인구수,"82,362","30,027","26,624",0,"3,232","3,567","2,076","6,174","10,662"
2020년09월_계_연령구간인구수,"82,362","30,027","26,624",0,"3,232","3,567","2,076","6,174","10,662"
2020년09월_계_0~9세,"7,625","2,328","4,064",0,84,124,51,216,758
2020년09월_계_10~19세,"8,066","3,279","2,761",0,187,136,77,415,"1,211"
2020년09월_계_20~29세,"8,995","3,823","2,814",0,212,297,103,525,"1,221"
2020년09월_계_30~39세,"11,263","3,245","5,675",0,178,265,120,476,"1,304"
2020년09월_계_40~49세,"13,293","5,022","4,837",0,313,375,171,737,"1,838"
2020년09월_계_50~59세,"13,651","5,335","3,196",0,645,757,391,"1,251","2,076"
2020년09월_계_60~69세,"10,044","3,618","1,867",0,727,784,538,"1,259","1,251"
2020년09월_계_70~79세,"5,494","2,076",817,0,467,455,341,728,610
2020년09월_계_80~89세,"3,450","1,146",524,0,377,326,245,487,345
2020년09월_계_90~99세,462,150,65,0,41,47,37,74,48
2020년09월_계_100세 이상,19,5,4,0,1,1,2,6,0
2020년09월_남_총인구수,"43,149","15,418","14,090",0,"1,658","1,866","1,054","3,250","5,813"
2020년09월_남_연령구간인구수,"43,149","15,418","14,090",0,"1,658","1,866","1,054","3,250","5,813"
2020년09월_남_0~9세,"3,935","1,212","2,091",0,42,59,26,114,391
2020년09월_남_10~19세,"4,229","1,721","1,412",0,94,69,42,213,678
2020년09월_남_20~29세,"5,191","2,188","1,582",0,124,175,66,329,727
2020년09월_남_30~39세,"6,170","1,713","3,074",0,114,156,70,280,763
2020년09월_남_40~49세,"7,279","2,630","2,687",0,187,236,102,428,"1,009"
2020년09월_남_50~59세,"7,456","2,852","1,736",0,378,418,226,697,"1,149"
2020년09월_남_60~69세,"5,130","1,756",930,0,383,423,272,684,682
2020년09월_남_70~79세,"2,501",930,367,0,216,217,153,339,279
2020년09월_남_80~89세,"1,166",384,195,0,113,102,90,155,127
2020년09월_남_90~99세,87,30,16,0,7,10,7,9,8
2020년09월_남_100세 이상,5,2,0,0,0,1,0,2,0
2020년09월_여_총인구수,"39,213","14,609","12,534",0,"1,574","1,701","1,022","2,924","4,849"
2020년09월_여_연령구간인구수,"39,213","14,609","12,534",0,"1,574","1,701","1,022","2,924","4,849"
2020년09월_여_0~9세,"3,690","1,116","1,973",0,42,65,25,102,367
2020년09월_여_10~19세,"3,837","1,558","1,349",0,93,67,35,202,533
2020년09월_여_20~29세,"3,804","1,635","1,232",0,88,122,37,196,494
2020년09월_여_30~39세,"5,093","1,532","2,601",0,64,109,50,196,541
2020년09월_여_40~49세,"6,014","2,392","2,150",0,126,139,69,309,829
2020년09월_여_50~59세,"6,195","2,483","1,460",0,267,339,165,554,927
2020년09월_여_60~69세,"4,914","1,862",937,0,344,361,266,575,569
