카테고리,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2020년03월_남_30~39세,"214,926","11,355","3,927","30,569","27,218","39,047","36,657","20,258","41,786","2,872","1,237"
2020년03월_남_40~49세,"249,847","13,335","5,602","33,917","32,370","45,918","40,215","23,610","49,041","4,272","1,567"
2020년03월_남_50~59세,"257,735","10,859","5,455","34,090","30,990","44,858","45,456","30,337","47,331","6,250","2,109"
2020년03월_남_60~69세,"172,319","7,542","4,732","25,782","17,983","30,215","30,820","18,687","27,763","6,764","2,031"
2020년03월_남_70~79세,"78,381","4,189","2,875","13,879","6,788","13,475","13,840","6,754","10,736","4,726","1,119"
2020년03월_남_80~89세,"25,441","1,262",948,"4,462","2,222","4,024","4,516","2,244","3,210","2,162",391
2020년03월_남_90~99세,"2,565",150,102,426,280,399,428,230,311,191,48
2020년03월_남_100세 이상,245,27,23,47,16,29,44,15,29,11,4
2020년03월_여_총인구수,"1,472,850","66,382","31,725","201,865","186,346","267,452","255,659","150,903","269,338","34,401","8,779"
2020년03월_여_연령구간인구수,"1,472,850","66,382","31,725","201,865","186,346","267,452","255,659","150,903","269,338","34,401","8,779"
2020년03월_여_0~9세,"116,282","5,906","1,979","13,986","18,049","21,738","17,372","9,813","25,368","1,588",483
2020년03월_여_10~19세,"135,785","6,022","2,585","15,791","20,225","25,020","21,836","13,555","27,942","2,292",517
2020년03월_여_20~29세,"193,922","9,479","3,115","26,828","24,465","34,883","35,132","21,740","35,215","2,329",736
2020년03월_여_30~39세,"201,193","9,710","3,506","26,513","27,878","37,029","34,230","18,906","40,120","2,570",731
2020년03월_여_40~49세,"239,366","10,954","4,756","30,392","33,533","44,326","39,796","23,904","47,234","3,587",884
2020년03월_여_50~59세,"257,522","8,992","4,899","34,003","31,445","46,192","47,130","31,498","45,855","5,942","1,566"
2020년03월_여_60~69세,"175,174","7,696","5,072","27,976","16,891","32,244","32,349","17,489","26,814","6,863","1,780"
2020년03월_여_70~79세,"94,487","4,867","3,654","16,813","8,131","16,434","17,019","8,356","12,767","5,276","1,170"
2020년03월_여_80~89세,"49,327","2,262","1,800","7,972","4,761","7,955","9,038","4,781","6,695","3,339",724
2020년03월_여_90~99세,"9,120",446,308,"1,462",929,"1,537","1,605",814,"1,252",585,182
2020년03월_여_100세 이상,672,48,51,129,39,94,152,47,76,30,6
2020년04월_계_총인구수,"2,950,972","137,994","63,866","406,690","371,396","531,526","505,236","300,885","543,994","69,030","20,355"
2020년04월_계_연령구간인구수,"2,950,972","137,994","63,866","406,690","371,396","531,526","505,236","300,885","543,994","69,030","20,355"
2020년04월_계_0~9세,"237,571","12,193","4,162","28,485","36,874","44,488","35,178","19,826","52,115","3,274",976
2020년04월_계_10~19세,"279,083","12,504","5,285","32,592","41,596","51,121","45,106","27,848","57,170","4,721","1,140"
2020년04월_계_20~29세,"405,343","19,250","6,789","57,157","50,851","72,072","72,250","45,347","73,430","5,519","2,678"
2020년04월_계_30~39세,"415,072","21,157","7,395","56,978","55,106","75,783","70,542","39,003","81,731","5,424","1,953"
2020년04월_계_40~49세,"488,260","24,306","10,326","64,217","65,886","90,104","79,698","47,296","96,118","7,874","2,435"
2020년04월_계_50~59세,"515,034","19,917","10,325","68,017","62,570","91,096","92,293","61,777","93,229","12,148","3,662"
2020년04월_계_60~69세,"349,309","15,321","9,795","53,907","35,232","62,715","63,391","36,468","54,936","13,700","3,844"
2020년04월_계_70~79세,"173,536","9,112","6,537","30,790","14,998","30,036","30,928","15,160","23,630","10,034","2,311"
2020년04월_계_80~89세,"75,066","3,562","2,766","12,460","7,008","12,037","13,601","7,046","9,950","5,521","1,115"
2020년04월_계_90~99세,"11,777",594,411,"1,908","1,220","1,950","2,052","1,052","1,582",777,231
2020년04월_계_100세 이상,921,78,75,179,55,124,197,62,103,38,10
2020년04월_남_총인구수,"1,478,916","71,389","32,239","204,942","184,733","264,348","250,187","150,250","274,644","34,609","11,575"
2020년04월_남_연령구간인구수,"1,478,916","71,389","32,239","204,942","184,733","264,348","250,187","150,250","274,644","34,609","11,575"
2020년04월_남_0~9세,"121,907","6,281","2,193","14,570","18,837","22,903","17,983","10,088","26,846","1,707",499
2020년04월_남_10~19세,"143,618","6,480","2,735","16,832","21,349","26,147","23,367","14,373","29,277","2,430",628
2020년04월_남_20~29세,"211,612","9,727","3,676","30,300","26,386","37,277","37,213","23,690","38,208","3,195","1,940"
2020년04월_남_30~39세,"214,442","11,402","3,913","30,535","27,203","38,901","36,509","20,202","41,694","2,855","1,228"
2020년04월_남_40~49세,"249,401","13,334","5,578","33,886","32,377","45,856","40,040","23,512","48,986","4,282","1,550"
2020년04월_남_50~59세,"257,622","10,908","5,454","34,078","31,070","44,895","45,277","30,280","47,324","6,228","2,108"
2020년04월_남_60~69세,"173,159","7,585","4,721","25,865","18,142","30,342","30,895","18,840","27,919","6,802","2,048"
2020년04월_남_70~79세,"78,726","4,217","2,885","13,924","6,839","13,547","13,868","6,775","10,808","4,734","1,129"
2020년04월_남_80~89세,"25,606","1,279",954,"4,475","2,231","4,052","4,562","2,246","3,239","2,175",393
2020년04월_남_90~99세,"2,577",149,107,429,283,399,428,229,314,191,48
2020년04월_남_100세 이상,246,27,23,48,16,29,45,15,29,10,4
2020년04월_여_총인구수,"1,472,056","66,605","31,627","201,748","186,663","267,178","255,049","150,635","269,350","34,421","8,780"
2020년04월_여_연령구간인구수,"1,472,056","66,605","31,627","201,748","186,663","267,178","255,049","150,635","269,350","34,421","8,780"
2020년04월_여_0~9세,"115,664","5,912","1,969","13,915","18,037","21,585","17,195","9,738","25,269","1,567",477
2020년04월_여_10~19세,"135,465","6,024","2,550","15,760","20,247","24,974","21,739","13,475","27,893","2,291",512
2020년04월_여_20~29세,"193,731","9,523","3,113","26,857","24,465","34,795","35,037","21,657","35,222","2,324",738
2020년04월_여_30~39세,"200,630","9,755","3,482","26,443","27,903","36,882","34,033","18,801","40,037","2,569",725
2020년04월_여_40~49세,"238,859","10,972","4,748","30,331","33,509","44,248","39,658","23,784","47,132","3,592",885
2020년04월_여_50~59세,"257,412","9,009","4,871","33,939","31,500","46,201","47,016","31,497","45,905","5,920","1,554"
2020년04월_여_60~69세,"176,150","7,736","5,074","28,042","17,090","32,373","32,496","17,628","27,017","6,898","1,796"
2020년04월_여_70~79세,"94,810","4,895","3,652","16,866","8,159","16,489","17,060","8,385","12,822","5,300","1,182"
2020년04월_여_80~89세,"49,460","2,283","1,812","7,985","4,777","7,985","9,039","4,800","6,711","3,346",722
2020년04월_여_90~99세,"9,200",445,304,"1,479",937,"1,551","1,624",823,"1,268",586,183
2020년04월_여_100세 이상,675,51,52,131,39,95,152,47,74,28,6
2020년05월_계_총인구수,"2,950,063","138,535","63,795","406,602","372,206","531,031","503,946","300,446","544,010","69,102","20,390"
2020년05월_계_연령구간인구수,"2,950,063","138,535","63,795","406,602","372,206","531,031","503,946","300,446","544,010","69,102","20,390"
2020년05월_계_0~9세,"236,555","12,184","4,139","28,340","36,907","44,226","34,926","19,682","51,879","3,293",979
2020년05월_계_10~19세,"278,178","12,543","5,254","32,447","41,539","50,991","44,813","27,653","57,103","4,696","1,139"
2020년05월_계_20~29세,"405,158","19,306","6,768","57,294","50,869","71,988","72,042","45,240","73,449","5,517","2,685"
2020년05월_계_30~39세,"414,252","21,283","7,361","56,862","55,242","75,505","70,263","38,916","81,457","5,415","1,948"
2020년05월_계_40~49세,"487,282","24,393","10,292","64,019","65,987","89,898","79,272","47,071","96,058","7,867","2,425"
2020년05월_계_50~59세,"515,113","20,029","10,306","68,019","62,748","91,103","92,141","61,678","93,305","12,135","3,649"
2020년05월_계_60~69세,"351,033","15,393","9,828","54,060","35,528","62,978","63,539","36,768","55,306","13,759","3,874"
2020년05월_계_70~79세,"174,370","9,156","6,584","30,976","15,074","30,148","31,083","15,208","23,742","10,070","2,329"
2020년05월_계_80~89세,"75,383","3,571","2,778","12,492","7,034","12,123","13,617","7,096","10,017","5,537","1,118"
2020년05월_계_90~99세,"11,815",598,410,"1,912","1,226","1,945","2,054","1,068","1,593",776,233
2020년05월_계_100세 이상,924,79,75,181,52,126,196,66,101,37,11
2020년05월_남_총인구수,"1,478,307","71,667","32,230","204,875","185,068","264,071","249,482","149,977","274,679","34,656","11,602"
2020년05월_남_연령구간인구수,"1,478,307","71,667","32,230","204,875","185,068","264,071","249,482","149,977","274,679","34,656","11,602"
2020년05월_남_0~9세,"121,360","6,265","2,185","14,498","18,841","22,760","17,850","10,015","26,731","1,713",502
2020년05월_남_10~19세,"143,138","6,511","2,718","16,743","21,322","26,059","23,235","14,271","29,229","2,419",631
2020년05월_남_20~29세,"211,467","9,747","3,671","30,332","26,370","37,279","37,094","23,617","38,207","3,198","1,952"
2020년05월_남_30~39세,"214,096","11,489","3,912","30,469","27,275","38,789","36,343","20,181","41,575","2,849","1,214"
2020년05월_남_40~49세,"248,912","13,372","5,551","33,831","32,433","45,734","39,819","23,386","48,957","4,282","1,547"
2020년05월_남_50~59세,"257,668","10,956","5,449","34,084","31,106","44,897","45,211","30,243","47,390","6,233","2,099"
2020년05월_남_60~69세,"173,935","7,631","4,740","25,935","18,307","30,417","30,928","18,957","28,121","6,835","2,064"
2020년05월_남_70~79세,"79,206","4,238","2,909","14,020","6,885","13,611","13,962","6,805","10,878","4,753","1,145"
2020년05월_남_80~89세,"25,702","1,282",964,"4,485","2,232","4,098","4,569","2,255","3,248","2,173",396
2020년05월_남_90~99세,"2,580",150,108,430,283,397,427,232,313,192,48
2020년05월_남_100세 이상,243,26,23,48,14,30,44,15,30,9,4
2020년05월_여_총인구수,"1,471,756","66,868","31,565","201,727","187,138","266,960","254,464","150,469","269,331","34,446","8,788"
2020년05월_여_연령구간인구수,"1,471,756","66,868","31,565","201,727","187,138","266,960","254,464","150,469","269,331","34,446","8,788"
2020년05월_여_0~9세,"115,195","5,919","1,954","13,842","18,066","21,466","17,076","9,667","25,148","1,580",477
2020년05월_여_10~19세,"135,040","6,032","2,536","15,704","20,217","24,932","21,578","13,382","27,874","2,277",508
2020년05월_여_20~29세,"193,691","9,559","3,097","26,962","24,499","34,709","34,948","21,623","35,242","2,319",733
2020년05월_여_30~39세,"200,156","9,794","3,449","26,393","27,967","36,716","33,920","18,735","39,882","2,566",734
2020년05월_여_40~49세,"238,370","11,021","4,741","30,188","33,554","44,164","39,453","23,685","47,101","3,585",878
2020년05월_여_50~59세,"257,445","9,073","4,857","33,935","31,642","46,206","46,930","31,435","45,915","5,902","1,550"
2020년05월_여_60~69세,"177,098","7,762","5,088","28,125","17,221","32,561","32,611","17,811","27,185","6,924","1,810"
2020년05월_여_70~79세,"95,164","4,918","3,675","16,956","8,189","16,537","17,121","8,403","12,864","5,317","1,184"
2020년05월_여_80~89세,"49,681","2,289","1,814","8,007","4,802","8,025","9,048","4,841","6,769","3,364",722
2020년05월_여_90~99세,"9,235",448,302,"1,482",943,"1,548","1,627",836,"1,280",584,185
2020년05월_여_100세 이상,681,53,52,133,38,96,152,51,71,28,7
2020년06월_계_총인구수,"2,947,217","138,783","63,546","406,125","372,566","530,416","502,365","299,853","544,136","69,060","20,367"
2020년06월_계_연령구간인구수,"2,947,217","138,783","63,546","406,125","372,566","530,416","502,365","299,853","544,136","69,060","20,367"
2020년06월_계_0~9세,"235,526","12,184","4,069","28,139","36,886","44,007","34,678","19,533","51,772","3,293",965
2020년06월_계_10~19세,"277,423","12,552","5,209","32,325","41,501","50,825","44,606","27,531","57,065","4,669","1,140"
2020년06월_계_20~29세,"404,099","19,308","6,750","57,263","50,829","71,841","71,637","45,044","73,278","5,496","2,653"
2020년06월_계_30~39세,"412,813","21,320","7,278","56,608","55,309","75,110","69,790","38,762","81,308","5,400","1,928"
2020년06월_계_40~49세,"486,833","24,410","10,274","63,898","66,023","89,886","78,993","46,915","96,152","7,858","2,424"
2020년06월_계_50~59세,"513,748","20,077","10,248","67,843","62,700","90,849","91,623","61,479","93,185","12,094","3,650"
2020년06월_계_60~69세,"353,459","15,482","9,848","54,356","35,862","63,389","63,993","37,054","55,776","13,815","3,884"
2020년06월_계_70~79세,"175,105","9,191","6,598","31,099","15,133","30,295","31,192","15,293","23,871","10,082","2,351"
2020년06월_계_80~89세,"75,394","3,572","2,776","12,487","7,044","12,120","13,599","7,111","10,023","5,538","1,124"
2020년06월_계_90~99세,"11,889",607,421,"1,927","1,227","1,965","2,059","1,065","1,604",777,237
2020년06월_계_100세 이상,928,80,75,180,52,129,195,66,102,38,11
2020년06월_남_총인구수,"1,476,813","71,833","32,101","204,638","185,258","263,707","248,663","149,655","274,761","34,617","11,580"
2020년06월_남_연령구간인구수,"1,476,813","71,833","32,101","204,638","185,258","263,707","248,663","149,655","274,761","34,617","11,580"
2020년06월_남_0~9세,"120,847","6,259","2,146","14,399","18,806","22,673","17,719","9,949","26,689","1,713",494
2020년06월_남_10~19세,"142,763","6,519","2,689","16,668","21,324","25,974","23,116","14,217","29,225","2,401",630
2020년06월_남_20~29세,"210,883","9,756","3,670","30,334","26,342","37,170","36,890","23,499","38,117","3,178","1,927"
2020년06월_남_30~39세,"213,371","11,522","3,870","30,340","27,332","38,569","36,111","20,115","41,475","2,841","1,196"
2020년06월_남_40~49세,"248,676","13,389","5,538","33,755","32,464","45,731","39,667","23,305","49,010","4,274","1,543"
2020년06월_남_50~59세,"256,964","10,991","5,433","34,021","31,053","44,774","44,953","30,120","47,298","6,220","2,101"
2020년06월_남_60~69세,"175,164","7,678","4,754","26,078","18,463","30,614","31,163","19,082","28,397","6,857","2,078"
2020년06월_남_70~79세,"79,590","4,259","2,908","14,077","6,933","13,681","14,011","6,863","10,946","4,754","1,158"
2020년06월_남_80~89세,"25,715","1,286",962,"4,482","2,244","4,088","4,561","2,260","3,256","2,175",401
2020년06월_남_90~99세,"2,594",147,108,435,284,403,429,230,315,195,48
2020년06월_남_100세 이상,246,27,23,49,13,30,43,15,33,9,4
2020년06월_여_총인구수,"1,470,404","66,950","31,445","201,487","187,308","266,709","253,702","150,198","269,375","34,443","8,787"
2020년06월_여_연령구간인구수,"1,470,404","66,950","31,445","201,487","187,308","266,709","253,702","150,198","269,375","34,443","8,787"
2020년06월_여_0~9세,"114,679","5,925","1,923","13,740","18,080","21,334","16,959","9,584","25,083","1,580",471
2020년06월_여_10~19세,"134,660","6,033","2,520","15,657","20,177","24,851","21,490","13,314","27,840","2,268",510
2020년06월_여_20~29세,"193,216","9,552","3,080","26,929","24,487","34,671","34,747","21,545","35,161","2,318",726
2020년06월_여_30~39세,"199,442","9,798","3,408","26,268","27,977","36,541","33,679","18,647","39,833","2,559",732
2020년06월_여_40~49세,"238,157","11,021","4,736","30,143","33,559","44,155","39,326","23,610","47,142","3,584",881
2020년06월_여_50~59세,"256,784","9,086","4,815","33,822","31,647","46,075","46,670","31,359","45,887","5,874","1,549"
2020년06월_여_60~69세,"178,295","7,804","5,094","28,278","17,399","32,775","32,830","17,972","27,379","6,958","1,806"
2020년06월_여_70~79세,"95,515","4,932","3,690","17,022","8,200","16,614","17,181","8,430","12,925","5,328","1,193"
2020년06월_여_80~89세,"49,679","2,286","1,814","8,005","4,800","8,032","9,038","4,851","6,767","3,363",723
2020년06월_여_90~99세,"9,295",460,313,"1,492",943,"1,562","1,630",835,"1,289",582,189
2020년06월_여_100세 이상,682,53,52,131,39,99,152,51,69,29,7
2020년07월_계_총인구수,"2,945,565","139,042","63,309","405,498","374,353","529,413","501,128","299,210","544,147","69,032","20,433"
2020년07월_계_연령구간인구수,"2,945,565","139,042","63,309","405,498","374,353","529,413","501,128","299,210","544,147","69,032","20,433"
2020년07월_계_0~9세,"234,618","12,190","4,013","27,908","37,144","43,662","34,451","19,374","51,598","3,311",967
2020년07월_계_10~19세,"276,709","12,546","5,169","32,206","41,625","50,622","44,363","27,381","57,019","4,644","1,134"
2020년07월_계_20~29세,"403,335","19,315","6,713","57,264","50,851","71,671","71,391","44,851","73,145","5,464","2,670"
2020년07월_계_30~39세,"411,328","21,331","7,201","56,307","55,668","74,563","69,330","38,590","81,035","5,388","1,915"
2020년07월_계_40~49세,"486,394","24,419","10,224","63,788","66,320","89,748","78,798","46,697","96,126","7,823","2,451"
2020년07월_계_50~59세,"513,643","20,192","10,239","67,725","62,945","90,800","91,388","61,374","93,241","12,081","3,658"
2020년07월_계_60~69세,"355,205","15,544","9,852","54,493","36,222","63,620","64,231","37,298","56,204","13,842","3,899"
2020년07월_계_70~79세,"175,811","9,205","6,631","31,164","15,229","30,446","31,287","15,366","24,006","10,113","2,364"
2020년07월_계_80~89세,"75,651","3,609","2,768","12,520","7,071","12,186","13,624","7,144","10,050","5,553","1,126"
2020년07월_계_90~99세,"11,943",611,426,"1,944","1,226","1,965","2,069","1,067","1,622",775,238
2020년07월_계_100세 이상,928,80,73,179,52,130,196,68,101,38,11
2020년07월_남_총인구수,"1,475,837","71,985","31,979","204,272","186,133","263,176","248,030","149,306","274,755","34,582","11,619"
2020년07월_남_연령구간인구수,"1,475,837","71,985","31,979","204,272","186,133","263,176","248,030","149,306","274,755","34,582","11,619"
2020년07월_남_0~9세,"120,420","6,271","2,116","14,267","18,960","22,456","17,618","9,867","26,637","1,732",496
2020년07월_남_10~19세,"142,314","6,509","2,666","16,602","21,367","25,877","22,962","14,133","29,188","2,387",623
2020년07월_남_20~29세,"210,352","9,753","3,651","30,299","26,337","37,042","36,766","23,430","37,987","3,146","1,941"
2020년07월_남_30~39세,"212,697","11,520","3,835","30,219","27,491","38,351","35,868","20,020","41,377","2,826","1,190"
2020년07월_남_40~49세,"248,480","13,399","5,522","33,662","32,636","45,669","39,565","23,218","48,992","4,263","1,554"
2020년07월_남_50~59세,"256,879","11,057","5,425","33,994","31,154","44,750","44,868","30,017","47,295","6,210","2,109"
2020년07월_남_60~69세,"176,044","7,733","4,744","26,133","18,649","30,721","31,259","19,201","28,644","6,868","2,092"
2020년07월_남_70~79세,"79,969","4,267","2,926","14,105","6,977","13,771","14,070","6,901","11,021","4,765","1,166"
2020년07월_남_80~89세,"25,840","1,301",962,"4,500","2,266","4,106","4,576","2,276","3,268","2,188",397
2020년07월_남_90~99세,"2,596",149,109,443,283,403,434,227,313,188,47
2020년07월_남_100세 이상,246,26,23,48,13,30,44,16,33,9,4
2020년07월_여_총인구수,"1,469,728","67,057","31,330","201,226","188,220","266,237","253,098","149,904","269,392","34,450","8,814"
2020년07월_여_연령구간인구수,"1,469,728","67,057","31,330","201,226","188,220","266,237","253,098","149,904","269,392","34,450","8,814"
2020년07월_여_0~9세,"114,198","5,919","1,897","13,641","18,184","21,206","16,833","9,507","24,961","1,579",471
2020년07월_여_10~19세,"134,395","6,037","2,503","15,604","20,258","24,745","21,401","13,248","27,831","2,257",511
2020년07월_여_20~29세,"192,983","9,562","3,062","26,965","24,514","34,629","34,625","21,421","35,158","2,318",729
2020년07월_여_30~39세,"198,631","9,811","3,366","26,088","28,177","36,212","33,462","18,570","39,658","2,562",725
2020년07월_여_40~49세,"237,914","11,020","4,702","30,126","33,684","44,079","39,233","23,479","47,134","3,560",897
2020년07월_여_50~59세,"256,764","9,135","4,814","33,731","31,791","46,050","46,520","31,357","45,946","5,871","1,549"
2020년07월_여_60~69세,"179,161","7,811","5,108","28,360","17,573","32,899","32,972","18,097","27,560","6,974","1,807"
2020년07월_여_70~79세,"95,842","4,938","3,705","17,059","8,252","16,675","17,217","8,465","12,985","5,348","1,198"
2020년07월_여_80~89세,"49,811","2,308","1,806","8,020","4,805","8,080","9,048","4,868","6,782","3,365",729
2020년07월_여_90~99세,"9,347",462,317,"1,501",943,"1,562","1,635",840,"1,309",587,191
2020년07월_여_100세 이상,682,54,50,131,39,100,152,52,68,29,7
2020년08월_계_총인구수,"2,943,491","139,154","63,093","404,360","378,093","528,255","499,290","298,184","543,627","69,003","20,432"
2020년08월_계_연령구간인구수,"2,943,491","139,154","63,093","404,360","378,093","528,255","499,290","298,184","543,627","69,003","20,432"
2020년08월_계_0~9세,"233,407","12,114","3,941","27,631","37,650","43,222","34,104","19,107","51,351","3,316",971
2020년08월_계_10~19세,"275,994","12,535","5,135","31,999","41,947","50,459","44,011","27,222","56,932","4,625","1,129"
2020년08월_계_20~29세,"402,504","19,291","6,699","57,195","51,093","71,493","71,035","44,652","72,976","5,422","2,648"
2020년08월_계_30~39세,"409,809","21,331","7,112","55,859","56,452","73,985","68,809","38,258","80,705","5,384","1,914"
2020년08월_계_40~49세,"485,648","24,430","10,194","63,581","66,955","89,489","78,384","46,495","95,900","7,771","2,449"
2020년08월_계_50~59세,"513,155","20,242","10,194","67,547","63,432","90,624","91,048","61,139","93,215","12,066","3,648"
2020년08월_계_60~69세,"357,885","15,640","9,894","54,673","36,836","64,107","64,652","37,614","56,627","13,915","3,927"
2020년08월_계_70~79세,"176,064","9,232","6,643","31,149","15,310","30,531","31,303","15,371","24,056","10,103","2,366"
2020년08월_계_80~89세,"76,036","3,649","2,777","12,575","7,127","12,249","13,654","7,178","10,117","5,581","1,129"
2020년08월_계_90~99세,"12,061",612,431,"1,973","1,238","1,962","2,096","1,080","1,648",783,238
2020년08월_계_100세 이상,928,78,73,178,53,134,194,68,100,37,13
2020년08월_남_총인구수,"1,474,620","72,058","31,856","203,663","188,008","262,483","247,094","148,767","274,487","34,585","11,619"
2020년08월_남_연령구간인구수,"1,474,620","72,058","31,856","203,663","188,008","262,483","247,094","148,767","274,487","34,585","11,619"
2020년08월_남_0~9세,"119,788","6,223","2,080","14,115","19,201","22,209","17,468","9,715","26,540","1,734",503
2020년08월_남_10~19세,"141,922","6,502","2,653","16,473","21,549","25,809","22,781","14,040","29,124","2,381",610
2020년08월_남_20~29세,"209,904","9,761","3,628","30,270","26,479","36,943","36,571","23,322","37,870","3,125","1,935"
2020년08월_남_30~39세,"211,851","11,530","3,789","29,971","27,840","38,002","35,595","19,869","41,235","2,830","1,190"
2020년08월_남_40~49세,"248,154","13,379","5,501","33,594","32,992","45,501","39,398","23,132","48,872","4,235","1,550"
2020년08월_남_50~59세,"256,654","11,096","5,407","33,902","31,382","44,672","44,665","29,927","47,301","6,207","2,095"
2020년08월_남_60~69세,"177,354","7,793","4,768","26,208","18,962","30,972","31,470","19,316","28,847","6,905","2,113"
2020년08월_남_70~79세,"80,115","4,292","2,934","14,107","7,015","13,817","14,079","6,899","11,044","4,762","1,166"
2020년08월_남_80~89세,"26,034","1,306",965,"4,528","2,292","4,131","4,593","2,299","3,308","2,206",406
2020년08월_남_90~99세,"2,600",151,108,449,283,396,431,232,313,190,47
2020년08월_남_100세 이상,244,25,23,46,13,31,43,16,33,10,4
2020년08월_여_총인구수,"1,468,871","67,096","31,237","200,697","190,085","265,772","252,196","149,417","269,140","34,418","8,813"
2020년08월_여_연령구간인구수,"1,468,871","67,096","31,237","200,697","190,085","265,772","252,196","149,417","269,140","34,418","8,813"
2020년08월_여_0~9세,"113,619","5,891","1,861","13,516","18,449","21,013","16,636","9,392","24,811","1,582",468
2020년08월_여_10~19세,"134,072","6,033","2,482","15,526","20,398","24,650","21,230","13,182","27,808","2,244",519
2020년08월_여_20~29세,"192,600","9,530","3,071","26,925","24,614","34,550","34,464","21,330","35,106","2,297",713
2020년08월_여_30~39세,"197,958","9,801","3,323","25,888","28,612","35,983","33,214","18,389","39,470","2,554",724
2020년08월_여_40~49세,"237,494","11,051","4,693","29,987","33,963","43,988","38,986","23,363","47,028","3,536",899
2020년08월_여_50~59세,"256,501","9,146","4,787","33,645","32,050","45,952","46,383","31,212","45,914","5,859","1,553"
2020년08월_여_60~69세,"180,531","7,847","5,126","28,465","17,874","33,135","33,182","18,298","27,780","7,010","1,814"
2020년08월_여_70~79세,"95,949","4,940","3,709","17,042","8,295","16,714","17,224","8,472","13,012","5,341","1,200"
2020년08월_여_80~89세,"50,002","2,343","1,812","8,047","4,835","8,118","9,061","4,879","6,809","3,375",723
2020년08월_여_90~99세,"9,461",461,323,"1,524",955,"1,566","1,665",848,"1,335",593,191
2020년08월_여_100세 이상,684,53,50,132,40,103,151,52,67,27,9
2020년09월_계_총인구수,"2,942,553","139,299","62,957","403,500","380,980","527,515","497,902","297,540","543,365","69,070","20,425"
2020년09월_계_연령구간인구수,"2,942,553","139,299","62,957","403,500","380,980","527,515","497,902","297,540","543,365","69,070","20,425"
2020년09월_계_0~9세,"232,208","12,062","3,907","27,444","37,905","42,895","33,772","18,944","50,967","3,348",964
2020년09월_계_10~19세,"275,316","12,566","5,104","31,802","42,122","50,323","43,741","27,063","56,865","4,609","1,121"
2020년09월_계_20~29세,"401,966","19,240","6,667","57,118","51,533","71,242","70,724","44,484","72,893","5,399","2,666"
2020년09월_계_30~39세,"408,436","21,313","7,056","55,567","56,861","73,501","68,440","38,058","80,373","5,353","1,914"
2020년09월_계_40~49세,"485,291","24,483","10,146","63,384","67,475","89,369","78,108","46,319","95,796","7,767","2,444"
2020년09월_계_50~59세,"512,938","20,291","10,174","67,363","63,796","90,608","90,789","60,919","93,342","12,032","3,624"
2020년09월_계_60~69세,"360,499","15,703","9,930","54,888","37,421","64,534","64,970","37,996","57,086","14,033","3,938"
2020년09월_계_70~79세,"176,377","9,274","6,655","31,126","15,393","30,618","31,329","15,394","24,113","10,106","2,369"
2020년09월_계_80~89세,"76,383","3,673","2,806","12,647","7,150","12,310","13,728","7,197","10,158","5,587","1,127"
