카테고리,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020년02월_여_50~59세,"31,542","2,722","3,201","2,184","1,797","2,513","2,635","3,053","2,198","3,212","2,240","3,709","2,078"
2020년02월_여_60~69세,"17,281","1,736","1,894","1,399","1,194","1,133",828,"1,680","1,459","1,316","1,278","1,987","1,377"
2020년02월_여_70~79세,"8,367",831,845,681,539,432,359,751,705,712,698,"1,223",591
2020년02월_여_80~89세,"4,760",465,428,391,280,299,343,407,335,438,388,695,291
2020년02월_여_90~99세,789,77,49,39,61,52,79,67,60,82,64,113,46
2020년02월_여_100세 이상,47,10,4,4,4,2,2,3,4,5,1,7,1
2020년03월_계_총인구수,"301,395","25,890","30,576","20,486","15,982","20,423","23,993","29,269","19,772","31,313","21,768","35,242","26,681"
2020년03월_계_연령구간인구수,"301,395","25,890","30,576","20,486","15,982","20,423","23,993","29,269","19,772","31,313","21,768","35,242","26,681"
2020년03월_계_0~9세,"19,955","1,460","2,116",915,652,"1,071","1,619","2,033",976,"2,283","1,625","2,012","3,193"
2020년03월_계_10~19세,"28,042","2,443","2,908","1,398","1,083","1,760","2,734","2,972","1,475","3,540","1,888","3,016","2,825"
2020년03월_계_20~29세,"45,468","3,781","4,453","3,200","2,553","3,550","4,133","4,439","2,973","4,801","3,136","5,458","2,991"
2020년03월_계_30~39세,"39,164","2,972","3,814","2,658","2,005","2,906","2,731","3,793","2,681","3,963","2,818","4,621","4,202"
2020년03월_계_40~49세,"47,514","3,849","4,687","2,925","2,179","2,898","4,120","4,632","2,696","5,438","3,361","5,528","5,201"
2020년03월_계_50~59세,"61,835","5,454","6,272","4,506","3,535","4,565","5,374","5,903","4,176","6,445","4,328","7,274","4,003"
2020년03월_계_60~69세,"36,176","3,576","3,969","2,993","2,470","2,443","2,100","3,476","2,913","2,852","2,665","4,104","2,615"
2020년03월_계_70~79세,"15,110","1,546","1,628","1,267","1,003",756,616,"1,330","1,278","1,231","1,265","2,060","1,130"
2020년03월_계_80~89세,"7,025",691,663,564,417,400,474,593,515,649,597,"1,010",452
2020년03월_계_90~99세,"1,044",106,62,54,81,70,90,94,82,104,83,150,68
2020년03월_계_100세 이상,62,12,4,6,4,4,2,4,7,7,2,9,1
2020년03월_남_총인구수,"150,492","13,078","15,461","10,691","7,971","9,878","12,060","14,453","9,889","15,613","10,762","17,476","13,160"
2020년03월_남_연령구간인구수,"150,492","13,078","15,461","10,691","7,971","9,878","12,060","14,453","9,889","15,613","10,762","17,476","13,160"
2020년03월_남_0~9세,"10,142",726,"1,072",501,327,567,806,"1,020",500,"1,130",833,"1,004","1,656"
2020년03월_남_10~19세,"14,487","1,312","1,504",725,552,931,"1,417","1,513",765,"1,798",986,"1,549","1,435"
2020년03월_남_20~29세,"23,728","1,995","2,377","1,711","1,326","1,818","2,111","2,356","1,535","2,564","1,570","2,871","1,494"
2020년03월_남_30~39세,"20,258","1,584","2,011","1,474","1,106","1,474","1,344","1,909","1,467","2,026","1,421","2,451","1,991"
2020년03월_남_40~49세,"23,610","1,931","2,360","1,582","1,091","1,293","1,974","2,225","1,390","2,617","1,692","2,745","2,710"
2020년03월_남_50~59세,"30,337","2,729","3,076","2,352","1,713","2,064","2,734","2,864","1,991","3,214","2,092","3,568","1,940"
2020년03월_남_60~69세,"18,687","1,828","2,036","1,575","1,248","1,291","1,261","1,777","1,461","1,519","1,373","2,102","1,216"
2020년03월_남_70~79세,"6,754",713,776,586,457,320,269,583,576,520,572,844,538
2020년03월_남_80~89세,"2,244",230,236,171,135,103,131,179,184,203,205,306,161
2020년03월_남_90~99세,230,28,13,12,16,15,13,26,17,20,17,34,19
2020년03월_남_100세 이상,15,2,0,2,0,2,0,1,3,2,1,2,0
2020년03월_여_총인구수,"150,903","12,812","15,115","9,795","8,011","10,545","11,933","14,816","9,883","15,700","11,006","17,766","13,521"
2020년03월_여_연령구간인구수,"150,903","12,812","15,115","9,795","8,011","10,545","11,933","14,816","9,883","15,700","11,006","17,766","13,521"
2020년03월_여_0~9세,"9,813",734,"1,044",414,325,504,813,"1,013",476,"1,153",792,"1,008","1,537"
2020년03월_여_10~19세,"13,555","1,131","1,404",673,531,829,"1,317","1,459",710,"1,742",902,"1,467","1,390"
2020년03월_여_20~29세,"21,740","1,786","2,076","1,489","1,227","1,732","2,022","2,083","1,438","2,237","1,566","2,587","1,497"
2020년03월_여_30~39세,"18,906","1,388","1,803","1,184",899,"1,432","1,387","1,884","1,214","1,937","1,397","2,170","2,211"
2020년03월_여_40~49세,"23,904","1,918","2,327","1,343","1,088","1,605","2,146","2,407","1,306","2,821","1,669","2,783","2,491"
2020년03월_여_50~59세,"31,498","2,725","3,196","2,154","1,822","2,501","2,640","3,039","2,185","3,231","2,236","3,706","2,063"
2020년03월_여_60~69세,"17,489","1,748","1,933","1,418","1,222","1,152",839,"1,699","1,452","1,333","1,292","2,002","1,399"
2020년03월_여_70~79세,"8,356",833,852,681,546,436,347,747,702,711,693,"1,216",592
2020년03월_여_80~89세,"4,781",461,427,393,282,297,343,414,331,446,392,704,291
2020년03월_여_90~99세,814,78,49,42,65,55,77,68,65,84,66,116,49
2020년03월_여_100세 이상,47,10,4,4,4,2,2,3,4,5,1,7,1
2020년04월_계_총인구수,"300,885","25,797","30,562","20,406","16,248","20,398","23,974","29,179","19,477","31,310","21,745","35,189","26,600"
2020년04월_계_연령구간인구수,"300,885","25,797","30,562","20,406","16,248","20,398","23,974","29,179","19,477","31,310","21,745","35,189","26,600"
2020년04월_계_0~9세,"19,826","1,444","2,115",910,676,"1,063","1,605","2,005",952,"2,272","1,621","2,003","3,160"
2020년04월_계_10~19세,"27,848","2,428","2,892","1,372","1,089","1,738","2,713","2,950","1,449","3,521","1,886","2,988","2,822"
2020년04월_계_20~29세,"45,347","3,749","4,419","3,170","2,599","3,559","4,150","4,408","2,929","4,811","3,133","5,430","2,990"
2020년04월_계_30~39세,"39,003","2,958","3,810","2,642","2,054","2,890","2,701","3,789","2,636","3,971","2,793","4,610","4,149"
2020년04월_계_40~49세,"47,296","3,816","4,660","2,904","2,200","2,883","4,104","4,598","2,662","5,429","3,354","5,486","5,200"
2020년04월_계_50~59세,"61,777","5,436","6,281","4,494","3,593","4,553","5,399","5,893","4,106","6,422","4,313","7,265","4,022"
2020년04월_계_60~69세,"36,468","3,600","4,011","3,004","2,518","2,481","2,121","3,501","2,881","2,882","2,696","4,155","2,618"
2020년04월_계_70~79세,"15,160","1,552","1,638","1,280","1,017",756,619,"1,337","1,262","1,246","1,266","2,074","1,113"
2020년04월_계_80~89세,"7,046",694,669,569,416,401,469,600,511,646,594,"1,020",457
2020년04월_계_90~99세,"1,052",108,63,55,82,70,91,94,82,103,87,149,68
2020년04월_계_100세 이상,62,12,4,6,4,4,2,4,7,7,2,9,1
2020년04월_남_총인구수,"150,250","13,034","15,449","10,649","8,089","9,866","12,058","14,417","9,748","15,611","10,750","17,464","13,115"
2020년04월_남_연령구간인구수,"150,250","13,034","15,449","10,649","8,089","9,866","12,058","14,417","9,748","15,611","10,750","17,464","13,115"
2020년04월_남_0~9세,"10,088",715,"1,076",490,343,561,794,"1,008",490,"1,132",835,"1,010","1,634"
2020년04월_남_10~19세,"14,373","1,306","1,494",713,554,917,"1,409","1,498",748,"1,787",978,"1,530","1,439"
2020년04월_남_20~29세,"23,690","1,984","2,364","1,696","1,351","1,829","2,125","2,350","1,506","2,569","1,568","2,858","1,490"
2020년04월_남_30~39세,"20,202","1,583","2,015","1,459","1,132","1,461","1,341","1,908","1,458","2,030","1,409","2,439","1,967"
2020년04월_남_40~49세,"23,512","1,913","2,344","1,579","1,103","1,296","1,956","2,206","1,365","2,610","1,698","2,732","2,710"
2020년04월_남_50~59세,"30,280","2,711","3,074","2,348","1,725","2,058","2,749","2,865","1,960","3,202","2,077","3,569","1,942"
2020년04월_남_60~69세,"18,840","1,843","2,056","1,583","1,270","1,304","1,270","1,791","1,446","1,535","1,389","2,129","1,224"
2020년04월_남_70~79세,"6,775",717,777,594,465,319,273,588,569,520,572,851,530
2020년04월_남_80~89세,"2,246",232,236,173,131,104,129,175,186,204,205,310,161
2020년04월_남_90~99세,229,28,13,12,15,15,12,27,17,20,18,34,18
2020년04월_남_100세 이상,15,2,0,2,0,2,0,1,3,2,1,2,0
2020년04월_여_총인구수,"150,635","12,763","15,113","9,757","8,159","10,532","11,916","14,762","9,729","15,699","10,995","17,725","13,485"
2020년04월_여_연령구간인구수,"150,635","12,763","15,113","9,757","8,159","10,532","11,916","14,762","9,729","15,699","10,995","17,725","13,485"
2020년04월_여_0~9세,"9,738",729,"1,039",420,333,502,811,997,462,"1,140",786,993,"1,526"
2020년04월_여_10~19세,"13,475","1,122","1,398",659,535,821,"1,304","1,452",701,"1,734",908,"1,458","1,383"
2020년04월_여_20~29세,"21,657","1,765","2,055","1,474","1,248","1,730","2,025","2,058","1,423","2,242","1,565","2,572","1,500"
2020년04월_여_30~39세,"18,801","1,375","1,795","1,183",922,"1,429","1,360","1,881","1,178","1,941","1,384","2,171","2,182"
2020년04월_여_40~49세,"23,784","1,903","2,316","1,325","1,097","1,587","2,148","2,392","1,297","2,819","1,656","2,754","2,490"
2020년04월_여_50~59세,"31,497","2,725","3,207","2,146","1,868","2,495","2,650","3,028","2,146","3,220","2,236","3,696","2,080"
2020년04월_여_60~69세,"17,628","1,757","1,955","1,421","1,248","1,177",851,"1,710","1,435","1,347","1,307","2,026","1,394"
2020년04월_여_70~79세,"8,385",835,861,686,552,437,346,749,693,726,694,"1,223",583
2020년04월_여_80~89세,"4,800",462,433,396,285,297,340,425,325,442,389,710,296
2020년04월_여_90~99세,823,80,50,43,67,55,79,67,65,83,69,115,50
2020년04월_여_100세 이상,47,10,4,4,4,2,2,3,4,5,1,7,1
2020년05월_계_총인구수,"300,446","25,731","30,507","20,384","16,339","20,315","23,938","29,139","19,374","31,357","21,700","35,081","26,581"
2020년05월_계_연령구간인구수,"300,446","25,731","30,507","20,384","16,339","20,315","23,938","29,139","19,374","31,357","21,700","35,081","26,581"
2020년05월_계_0~9세,"19,682","1,425","2,107",898,681,"1,055","1,595","1,999",942,"2,261","1,618","1,988","3,113"
2020년05월_계_10~19세,"27,653","2,405","2,876","1,367","1,075","1,710","2,689","2,933","1,427","3,498","1,880","2,952","2,841"
2020년05월_계_20~29세,"45,240","3,729","4,393","3,157","2,611","3,550","4,144","4,392","2,920","4,825","3,124","5,400","2,995"
2020년05월_계_30~39세,"38,916","2,943","3,810","2,619","2,085","2,897","2,695","3,779","2,629","3,985","2,778","4,584","4,112"
2020년05월_계_40~49세,"47,071","3,789","4,626","2,908","2,197","2,844","4,085","4,586","2,633","5,411","3,332","5,450","5,210"
2020년05월_계_50~59세,"61,678","5,414","6,265","4,497","3,601","4,525","5,392","5,894","4,055","6,430","4,310","7,261","4,034"
2020년05월_계_60~69세,"36,768","3,643","4,038","3,015","2,559","2,496","2,153","3,509","2,913","2,924","2,712","4,172","2,634"
2020년05월_계_70~79세,"15,208","1,558","1,650","1,288","1,025",765,614,"1,341","1,251","1,254","1,258","2,084","1,120"
2020년05월_계_80~89세,"7,096",702,674,574,420,397,473,604,516,657,599,"1,025",455
2020년05월_계_90~99세,"1,068",109,64,55,81,72,96,98,80,104,87,156,66
2020년05월_계_100세 이상,66,14,4,6,4,4,2,4,8,8,2,9,1
2020년05월_남_총인구수,"149,977","12,981","15,439","10,644","8,125","9,804","12,046","14,397","9,689","15,619","10,733","17,397","13,103"
2020년05월_남_연령구간인구수,"149,977","12,981","15,439","10,644","8,125","9,804","12,046","14,397","9,689","15,619","10,733","17,397","13,103"
2020년05월_남_0~9세,"10,015",703,"1,075",485,346,550,785,"1,009",483,"1,132",837,998,"1,612"
2020년05월_남_10~19세,"14,271","1,291","1,487",717,546,898,"1,402","1,483",737,"1,769",972,"1,516","1,453"
2020년05월_남_20~29세,"23,617","1,967","2,359","1,678","1,354","1,831","2,118","2,348","1,499","2,569","1,570","2,842","1,482"
2020년05월_남_30~39세,"20,181","1,572","2,020","1,458","1,142","1,460","1,344","1,908","1,454","2,032","1,404","2,429","1,958"
2020년05월_남_40~49세,"23,386","1,898","2,324","1,573","1,107","1,278","1,957","2,206","1,347","2,602","1,683","2,706","2,705"
2020년05월_남_50~59세,"30,243","2,702","3,066","2,359","1,728","2,043","2,737","2,860","1,935","3,208","2,083","3,568","1,954"
2020년05월_남_60~69세,"18,957","1,868","2,074","1,585","1,285","1,305","1,287","1,786","1,463","1,553","1,389","2,129","1,233"
2020년05월_남_70~79세,"6,805",716,786,602,472,321,272,592,562,526,570,857,529
2020년05월_남_80~89세,"2,255",233,236,173,131,102,131,174,188,205,207,315,160
2020년05월_남_90~99세,232,29,12,12,14,14,13,30,18,21,17,35,17
2020년05월_남_100세 이상,15,2,0,2,0,2,0,1,3,2,1,2,0
2020년05월_여_총인구수,"150,469","12,750","15,068","9,740","8,214","10,511","11,892","14,742","9,685","15,738","10,967","17,684","13,478"
2020년05월_여_연령구간인구수,"150,469","12,750","15,068","9,740","8,214","10,511","11,892","14,742","9,685","15,738","10,967","17,684","13,478"
2020년05월_여_0~9세,"9,667",722,"1,032",413,335,505,810,990,459,"1,129",781,990,"1,501"
2020년05월_여_10~19세,"13,382","1,114","1,389",650,529,812,"1,287","1,450",690,"1,729",908,"1,436","1,388"
2020년05월_여_20~29세,"21,623","1,762","2,034","1,479","1,257","1,719","2,026","2,044","1,421","2,256","1,554","2,558","1,513"
2020년05월_여_30~39세,"18,735","1,371","1,790","1,161",943,"1,437","1,351","1,871","1,175","1,953","1,374","2,155","2,154"
2020년05월_여_40~49세,"23,685","1,891","2,302","1,335","1,090","1,566","2,128","2,380","1,286","2,809","1,649","2,744","2,505"
2020년05월_여_50~59세,"31,435","2,712","3,199","2,138","1,873","2,482","2,655","3,034","2,120","3,222","2,227","3,693","2,080"
2020년05월_여_60~69세,"17,811","1,775","1,964","1,430","1,274","1,191",866,"1,723","1,450","1,371","1,323","2,043","1,401"
2020년05월_여_70~79세,"8,403",842,864,686,553,444,342,749,689,728,688,"1,227",591
2020년05월_여_80~89세,"4,841",469,438,401,289,295,342,430,328,452,392,710,295
2020년05월_여_90~99세,836,80,52,43,67,58,83,68,62,83,70,121,49
2020년05월_여_100세 이상,51,12,4,4,4,2,2,3,5,6,1,7,1
2020년06월_계_총인구수,"299,853","25,638","30,430","20,296","16,356","20,286","23,924","29,028","19,290","31,438","21,641","34,958","26,568"
2020년06월_계_연령구간인구수,"299,853","25,638","30,430","20,296","16,356","20,286","23,924","29,028","19,290","31,438","21,641","34,958","26,568"
2020년06월_계_0~9세,"19,533","1,409","2,071",878,673,"1,050","1,607","1,985",938,"2,256","1,609","1,964","3,093"
2020년06월_계_10~19세,"27,531","2,392","2,865","1,373","1,074","1,694","2,677","2,911","1,420","3,484","1,876","2,920","2,845"
2020년06월_계_20~29세,"45,044","3,714","4,394","3,118","2,609","3,536","4,124","4,364","2,897","4,843","3,094","5,360","2,991"
2020년06월_계_30~39세,"38,762","2,923","3,780","2,632","2,082","2,891","2,688","3,767","2,600","4,026","2,773","4,559","4,041"
2020년06월_계_40~49세,"46,915","3,761","4,600","2,892","2,183","2,838","4,087","4,553","2,616","5,382","3,310","5,448","5,245"
2020년06월_계_50~59세,"61,479","5,395","6,258","4,445","3,618","4,493","5,357","5,886","4,019","6,442","4,301","7,230","4,035"
2020년06월_계_60~69세,"37,054","3,657","4,055","3,031","2,582","2,534","2,187","3,511","2,939","2,969","2,730","4,187","2,672"
2020년06월_계_70~79세,"15,293","1,561","1,670","1,292","1,033",778,621,"1,349","1,254","1,261","1,266","2,089","1,119"
2020년06월_계_80~89세,"7,111",703,672,570,419,396,478,606,518,662,593,"1,035",459
2020년06월_계_90~99세,"1,065",109,61,59,79,72,96,92,81,105,87,157,67
2020년06월_계_100세 이상,66,14,4,6,4,4,2,4,8,8,2,9,1
2020년06월_남_총인구수,"149,655","12,929","15,386","10,608","8,132","9,790","12,032","14,339","9,644","15,664","10,696","17,345","13,090"
2020년06월_남_연령구간인구수,"149,655","12,929","15,386","10,608","8,132","9,790","12,032","14,339","9,644","15,664","10,696","17,345","13,090"
2020년06월_남_0~9세,"9,949",697,"1,060",472,336,545,792,"1,001",482,"1,136",834,991,"1,603"
2020년06월_남_10~19세,"14,217","1,287","1,477",718,553,883,"1,398","1,473",733,"1,760",974,"1,500","1,461"
2020년06월_남_20~29세,"23,499","1,963","2,349","1,661","1,348","1,823","2,106","2,332","1,479","2,577","1,550","2,827","1,484"
2020년06월_남_30~39세,"20,115","1,564","2,011","1,474","1,142","1,458","1,345","1,903","1,440","2,053","1,400","2,414","1,911"
2020년06월_남_40~49세,"23,305","1,874","2,309","1,562","1,101","1,284","1,962","2,197","1,328","2,594","1,662","2,712","2,720"
2020년06월_남_50~59세,"30,120","2,697","3,061","2,334","1,732","2,019","2,703","2,851","1,925","3,205","2,088","3,551","1,954"
2020년06월_남_60~69세,"19,082","1,863","2,083","1,594","1,297","1,331","1,302","1,783","1,474","1,577","1,392","2,138","1,248"
2020년06월_남_70~79세,"6,863",721,793,606,478,327,280,595,570,533,574,854,532
2020년06월_남_80~89세,"2,260",231,233,173,131,103,131,175,191,208,204,320,160
2020년06월_남_90~99세,230,30,10,12,14,15,13,28,19,19,17,36,17
2020년06월_남_100세 이상,15,2,0,2,0,2,0,1,3,2,1,2,0
2020년06월_여_총인구수,"150,198","12,709","15,044","9,688","8,224","10,496","11,892","14,689","9,646","15,774","10,945","17,613","13,478"
2020년06월_여_연령구간인구수,"150,198","12,709","15,044","9,688","8,224","10,496","11,892","14,689","9,646","15,774","10,945","17,613","13,478"
2020년06월_여_0~9세,"9,584",712,"1,011",406,337,505,815,984,456,"1,120",775,973,"1,490"
2020년06월_여_10~19세,"13,314","1,105","1,388",655,521,811,"1,279","1,438",687,"1,724",902,"1,420","1,384"
2020년06월_여_20~29세,"21,545","1,751","2,045","1,457","1,261","1,713","2,018","2,032","1,418","2,266","1,544","2,533","1,507"
2020년06월_여_30~39세,"18,647","1,359","1,769","1,158",940,"1,433","1,343","1,864","1,160","1,973","1,373","2,145","2,130"
2020년06월_여_40~49세,"23,610","1,887","2,291","1,330","1,082","1,554","2,125","2,356","1,288","2,788","1,648","2,736","2,525"
2020년06월_여_50~59세,"31,359","2,698","3,197","2,111","1,886","2,474","2,654","3,035","2,094","3,237","2,213","3,679","2,081"
2020년06월_여_60~69세,"17,972","1,794","1,972","1,437","1,285","1,203",885,"1,728","1,465","1,392","1,338","2,049","1,424"
