카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년03월_여_100세 이상,49,6,4,1,0,2,2,1,0,3,1,4,2,0,0,0,0,3,5,5,2,0,2,3,3
2020년04월_계_총인구수,"159,035","6,487","4,154","3,070","3,606","5,296","2,848","1,857","2,123","2,921","2,736","1,782","1,903","1,656","1,770","5,176","5,142","22,445","9,312","13,552","6,549","6,428","22,189","15,694","10,339"
2020년04월_계_연령구간인구수,"159,035","6,487","4,154","3,070","3,606","5,296","2,848","1,857","2,123","2,921","2,736","1,782","1,903","1,656","1,770","5,176","5,142","22,445","9,312","13,552","6,549","6,428","22,189","15,694","10,339"
2020년04월_계_0~9세,"10,992",214,97,75,84,217,55,36,57,66,55,32,43,28,28,269,329,"1,976",685,953,429,397,"2,167","1,541","1,159"
2020년04월_계_10~19세,"13,940",296,221,100,142,264,136,73,91,112,78,56,55,50,72,364,429,"2,385",905,"1,004",570,616,"2,672","1,685","1,564"
2020년04월_계_20~29세,"16,704",485,322,153,352,630,146,85,171,206,138,91,93,65,69,540,546,"3,015",857,"1,482",670,704,"2,779","1,874","1,231"
2020년04월_계_30~39세,"15,774",394,198,167,221,603,132,87,137,165,124,67,95,75,75,546,469,"2,609",871,"1,610",649,607,"2,634","2,076","1,163"
2020년04월_계_40~49세,"22,554",607,353,338,362,587,270,173,181,281,187,154,128,128,151,649,735,"3,649","1,417","1,915",942,895,"3,838","2,557","2,057"
2020년04월_계_50~59세,"26,750","1,124",707,578,626,832,468,300,447,538,523,321,391,302,301,854,969,"3,534","1,513","2,299","1,084","1,232","3,637","2,682","1,488"
2020년04월_계_60~69세,"24,686","1,364",871,610,824,885,614,398,449,678,661,447,461,426,439,905,813,"2,714","1,455","2,162","1,132","1,106","2,522","1,855",895
2020년04월_계_70~79세,"16,716","1,116",768,565,549,753,572,374,334,492,573,352,371,341,367,692,563,"1,610","1,025","1,409",705,607,"1,208",877,493
2020년04월_계_80~89세,"9,447",769,539,419,367,455,386,282,220,320,353,236,238,208,240,305,258,832,510,633,307,230,625,473,242
2020년04월_계_90~99세,"1,408",110,74,64,79,67,67,48,36,60,43,21,26,33,27,50,31,115,69,78,59,34,104,69,44
2020년04월_계_100세 이상,64,8,4,1,0,3,2,1,0,3,1,5,2,0,1,2,0,6,5,7,2,0,3,5,3
2020년04월_남_총인구수,"78,720","3,275","2,148","1,604","1,896","2,746","1,382",909,"1,084","1,535","1,380",916,974,874,920,"2,541","2,487","11,093","4,487","6,745","3,182","3,205","10,574","7,609","5,154"
2020년04월_남_연령구간인구수,"78,720","3,275","2,148","1,604","1,896","2,746","1,382",909,"1,084","1,535","1,380",916,974,874,920,"2,541","2,487","11,093","4,487","6,745","3,182","3,205","10,574","7,609","5,154"
2020년04월_남_0~9세,"5,794",117,54,37,45,116,30,18,35,27,25,21,24,14,21,148,180,"1,038",373,485,210,217,"1,130",812,617
2020년04월_남_10~19세,"7,314",159,133,62,86,141,86,43,45,58,41,25,37,27,35,185,206,"1,226",460,561,308,320,"1,377",861,832
2020년04월_남_20~29세,"9,133",283,189,104,193,353,85,48,105,132,75,56,56,43,39,311,298,"1,661",454,825,375,371,"1,426","1,007",644
2020년04월_남_30~39세,"8,145",223,113,106,137,339,73,52,82,101,77,44,57,50,50,269,228,"1,323",441,848,339,341,"1,256","1,049",547
2020년04월_남_40~49세,"11,747",378,223,226,220,356,172,113,107,180,138,101,82,91,99,354,390,"1,809",722,"1,007",492,450,"1,845","1,214",978
2020년04월_남_50~59세,"13,631",623,398,339,364,477,257,174,245,323,302,186,210,176,166,446,489,"1,761",736,"1,115",503,596,"1,708","1,253",784
2020년04월_남_60~69세,"11,955",683,451,302,431,438,290,204,232,360,352,241,243,215,244,397,376,"1,275",652,"1,010",501,509,"1,172",925,452
2020년04월_남_70~79세,"7,436",516,360,262,269,346,249,160,153,237,224,150,168,163,178,317,240,698,450,639,325,299,468,346,219
2020년04월_남_80~89세,"3,228",259,207,152,129,160,125,92,72,96,133,84,89,87,79,106,72,275,181,238,120,91,178,129,74
2020년04월_남_90~99세,322,32,20,14,22,19,15,5,8,20,13,8,8,8,8,6,8,24,18,15,9,11,13,11,7
2020년04월_남_100세 이상,15,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년04월_여_총인구수,"80,315","3,212","2,006","1,466","1,710","2,550","1,466",948,"1,039","1,386","1,356",866,929,782,850,"2,635","2,655","11,352","4,825","6,807","3,367","3,223","11,615","8,085","5,185"
2020년04월_여_연령구간인구수,"80,315","3,212","2,006","1,466","1,710","2,550","1,466",948,"1,039","1,386","1,356",866,929,782,850,"2,635","2,655","11,352","4,825","6,807","3,367","3,223","11,615","8,085","5,185"
2020년04월_여_0~9세,"5,198",97,43,38,39,101,25,18,22,39,30,11,19,14,7,121,149,938,312,468,219,180,"1,037",729,542
2020년04월_여_10~19세,"6,626",137,88,38,56,123,50,30,46,54,37,31,18,23,37,179,223,"1,159",445,443,262,296,"1,295",824,732
2020년04월_여_20~29세,"7,571",202,133,49,159,277,61,37,66,74,63,35,37,22,30,229,248,"1,354",403,657,295,333,"1,353",867,587
2020년04월_여_30~39세,"7,629",171,85,61,84,264,59,35,55,64,47,23,38,25,25,277,241,"1,286",430,762,310,266,"1,378","1,027",616
2020년04월_여_40~49세,"10,807",229,130,112,142,231,98,60,74,101,49,53,46,37,52,295,345,"1,840",695,908,450,445,"1,993","1,343","1,079"
2020년04월_여_50~59세,"13,119",501,309,239,262,355,211,126,202,215,221,135,181,126,135,408,480,"1,773",777,"1,184",581,636,"1,929","1,429",704
2020년04월_여_60~69세,"12,731",681,420,308,393,447,324,194,217,318,309,206,218,211,195,508,437,"1,439",803,"1,152",631,597,"1,350",930,443
2020년04월_여_70~79세,"9,280",600,408,303,280,407,323,214,181,255,349,202,203,178,189,375,323,912,575,770,380,308,740,531,274
2020년04월_여_80~89세,"6,219",510,332,267,238,295,261,190,148,224,220,152,149,121,161,199,186,557,329,395,187,139,447,344,168
2020년04월_여_90~99세,"1,086",78,54,50,57,48,52,43,28,40,30,13,18,25,19,44,23,91,51,63,50,23,91,58,37
2020년04월_여_100세 이상,49,6,4,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,2,3,3
2020년05월_계_총인구수,"158,820","6,472","4,157","3,074","3,619","5,288","2,832","1,835","2,126","2,915","2,742","1,771","1,900","1,654","1,776","5,166","5,111","22,407","9,319","13,544","6,538","6,415","22,154","15,655","10,350"
2020년05월_계_연령구간인구수,"158,820","6,472","4,157","3,074","3,619","5,288","2,832","1,835","2,126","2,915","2,742","1,771","1,900","1,654","1,776","5,166","5,111","22,407","9,319","13,544","6,538","6,415","22,154","15,655","10,350"
2020년05월_계_0~9세,"10,948",212,97,74,91,214,52,36,58,66,56,32,42,28,30,266,330,"1,969",687,955,423,392,"2,151","1,530","1,157"
2020년05월_계_10~19세,"13,865",297,225,102,140,259,131,71,90,115,79,52,55,49,72,358,423,"2,379",910,996,568,613,"2,646","1,689","1,546"
2020년05월_계_20~29세,"16,620",476,318,150,345,633,142,85,168,198,140,92,91,65,67,536,532,"2,997",862,"1,470",668,699,"2,782","1,868","1,236"
2020년05월_계_30~39세,"15,721",392,199,169,221,602,127,82,140,167,123,64,92,74,77,540,461,"2,596",871,"1,614",664,604,"2,619","2,061","1,162"
2020년05월_계_40~49세,"22,486",601,357,341,366,588,260,170,178,280,190,152,126,125,149,651,729,"3,630","1,413","1,910",934,887,"3,825","2,553","2,071"
2020년05월_계_50~59세,"26,718","1,127",707,572,630,823,470,298,446,536,528,311,393,299,306,842,968,"3,548","1,500","2,295","1,079","1,236","3,644","2,668","1,492"
2020년05월_계_60~69세,"24,743","1,354",867,617,822,892,622,396,455,679,659,451,461,428,440,900,818,"2,716","1,459","2,171","1,132","1,107","2,534","1,857",906
2020년05월_계_70~79세,"16,715","1,118",764,560,552,751,568,370,330,489,569,350,371,342,362,709,559,"1,616","1,023","1,410",704,610,"1,214",881,493
2020년05월_계_80~89세,"9,521",775,543,424,370,456,390,280,224,321,354,240,241,209,246,311,258,837,519,638,307,232,633,474,239
2020년05월_계_90~99세,"1,418",112,76,64,82,66,68,46,37,61,43,22,26,35,26,51,33,113,69,78,57,35,104,69,45
2020년05월_계_100세 이상,65,8,4,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
2020년05월_남_총인구수,"78,605","3,264","2,151","1,605","1,897","2,737","1,371",899,"1,087","1,528","1,383",909,975,873,922,"2,534","2,469","11,088","4,479","6,752","3,177","3,194","10,565","7,599","5,147"
2020년05월_남_연령구간인구수,"78,605","3,264","2,151","1,605","1,897","2,737","1,371",899,"1,087","1,528","1,383",909,975,873,922,"2,534","2,469","11,088","4,479","6,752","3,177","3,194","10,565","7,599","5,147"
2020년05월_남_0~9세,"5,769",115,54,37,45,115,28,18,35,27,26,21,24,14,21,148,178,"1,032",372,486,207,217,"1,123",810,616
2020년05월_남_10~19세,"7,261",158,137,62,84,137,82,42,45,59,41,24,36,26,34,183,204,"1,221",465,556,307,318,"1,361",861,818
2020년05월_남_20~29세,"9,103",279,185,102,191,354,82,49,101,125,78,56,56,43,37,305,288,"1,657",455,829,372,368,"1,434","1,012",645
2020년05월_남_30~39세,"8,112",221,115,107,134,341,70,49,84,101,75,43,56,49,52,262,223,"1,324",438,850,349,336,"1,247","1,042",544
2020년05월_남_40~49세,"11,714",373,223,228,222,353,164,110,106,179,140,100,80,91,98,361,387,"1,804",714,"1,001",488,448,"1,841","1,216",987
2020년05월_남_50~59세,"13,624",624,401,333,366,474,262,170,247,324,305,179,214,176,168,442,487,"1,767",731,"1,123",501,597,"1,709","1,241",783
2020년05월_남_60~69세,"11,979",680,449,307,433,440,292,204,232,362,350,244,242,214,248,395,380,"1,276",651,"1,012",500,506,"1,181",928,453
2020년05월_남_70~79세,"7,448",517,357,260,271,345,250,159,154,233,222,149,170,165,177,321,243,701,450,639,324,300,470,349,222
2020년05월_남_80~89세,"3,257",264,209,155,129,158,126,93,74,98,134,85,89,85,79,109,71,280,183,239,120,93,185,127,72
2020년05월_남_90~99세,322,31,21,14,22,18,15,5,9,19,12,8,8,10,7,6,8,23,20,15,9,11,13,11,7
2020년05월_남_100세 이상,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년05월_여_총인구수,"80,215","3,208","2,006","1,469","1,722","2,551","1,461",936,"1,039","1,387","1,359",862,925,781,854,"2,632","2,642","11,319","4,840","6,792","3,361","3,221","11,589","8,056","5,203"
2020년05월_여_연령구간인구수,"80,215","3,208","2,006","1,469","1,722","2,551","1,461",936,"1,039","1,387","1,359",862,925,781,854,"2,632","2,642","11,319","4,840","6,792","3,361","3,221","11,589","8,056","5,203"
2020년05월_여_0~9세,"5,179",97,43,37,46,99,24,18,23,39,30,11,18,14,9,118,152,937,315,469,216,175,"1,028",720,541
2020년05월_여_10~19세,"6,604",139,88,40,56,122,49,29,45,56,38,28,19,23,38,175,219,"1,158",445,440,261,295,"1,285",828,728
2020년05월_여_20~29세,"7,517",197,133,48,154,279,60,36,67,73,62,36,35,22,30,231,244,"1,340",407,641,296,331,"1,348",856,591
2020년05월_여_30~39세,"7,609",171,84,62,87,261,57,33,56,66,48,21,36,25,25,278,238,"1,272",433,764,315,268,"1,372","1,019",618
2020년05월_여_40~49세,"10,772",228,134,113,144,235,96,60,72,101,50,52,46,34,51,290,342,"1,826",699,909,446,439,"1,984","1,337","1,084"
2020년05월_여_50~59세,"13,094",503,306,239,264,349,208,128,199,212,223,132,179,123,138,400,481,"1,781",769,"1,172",578,639,"1,935","1,427",709
2020년05월_여_60~69세,"12,764",674,418,310,389,452,330,192,223,317,309,207,219,214,192,505,438,"1,440",808,"1,159",632,601,"1,353",929,453
2020년05월_여_70~79세,"9,267",601,407,300,281,406,318,211,176,256,347,201,201,177,185,388,316,915,573,771,380,310,744,532,271
2020년05월_여_80~89세,"6,264",511,334,269,241,298,264,187,150,223,220,155,152,124,167,202,187,557,336,399,187,139,448,347,167
2020년05월_여_90~99세,"1,096",81,55,50,60,48,53,41,28,42,31,14,18,25,19,45,25,90,49,63,48,24,91,58,38
2020년05월_여_100세 이상,49,6,4,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,6,5,2,0,1,3,3
2020년06월_계_총인구수,"158,526","6,469","4,149","3,076","3,601","5,273","2,829","1,824","2,123","2,913","2,735","1,765","1,896","1,652","1,781","5,145","5,104","22,408","9,300","13,507","6,497","6,374","22,077","15,643","10,385"
2020년06월_계_연령구간인구수,"158,526","6,469","4,149","3,076","3,601","5,273","2,829","1,824","2,123","2,913","2,735","1,765","1,896","1,652","1,781","5,145","5,104","22,408","9,300","13,507","6,497","6,374","22,077","15,643","10,385"
2020년06월_계_0~9세,"10,880",207,98,75,88,210,50,31,52,65,53,32,42,29,30,264,326,"1,974",681,947,411,381,"2,148","1,534","1,152"
2020년06월_계_10~19세,"13,826",294,219,100,132,256,130,71,89,113,80,50,55,49,72,358,419,"2,382",906,997,570,610,"2,639","1,679","1,556"
2020년06월_계_20~29세,"16,509",472,308,150,343,624,149,81,169,195,137,88,86,66,68,527,535,"2,989",859,"1,462",668,684,"2,752","1,864","1,233"
2020년06월_계_30~39세,"15,651",388,205,173,220,606,125,81,140,165,126,64,92,73,79,529,464,"2,593",873,"1,611",644,596,"2,596","2,038","1,170"
2020년06월_계_40~49세,"22,464",608,351,334,366,591,261,169,178,281,188,151,124,121,149,649,730,"3,639","1,408","1,907",933,887,"3,820","2,551","2,068"
2020년06월_계_50~59세,"26,646","1,120",706,577,626,820,462,299,443,542,523,307,394,301,306,838,961,"3,531","1,492","2,289","1,069","1,227","3,627","2,671","1,515"
2020년06월_계_60~69세,"24,852","1,368",875,620,819,894,626,395,459,682,663,459,462,426,446,904,818,"2,730","1,465","2,169","1,135","1,113","2,541","1,874",909
2020년06월_계_70~79세,"16,700","1,115",760,562,556,745,573,369,330,487,566,348,367,344,359,707,558,"1,617","1,023","1,409",699,609,"1,217",888,492
2020년06월_계_80~89세,"9,518",776,546,419,370,457,386,281,226,319,355,239,246,207,243,317,258,836,518,635,310,233,630,468,243
2020년06월_계_90~99세,"1,417",114,78,65,81,66,65,46,37,61,43,22,26,36,28,50,35,111,69,74,56,34,105,71,44
2020년06월_계_100세 이상,63,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
2020년06월_남_총인구수,"78,470","3,263","2,148","1,607","1,890","2,729","1,374",897,"1,085","1,532","1,375",905,973,868,930,"2,511","2,473","11,096","4,471","6,721","3,164","3,172","10,516","7,612","5,158"
2020년06월_남_연령구간인구수,"78,470","3,263","2,148","1,607","1,890","2,729","1,374",897,"1,085","1,532","1,375",905,973,868,930,"2,511","2,473","11,096","4,471","6,721","3,164","3,172","10,516","7,612","5,158"
2020년06월_남_0~9세,"5,719",112,54,39,44,112,27,15,30,26,23,21,24,15,21,146,180,"1,034",368,482,202,207,"1,115",816,606
2020년06월_남_10~19세,"7,248",159,134,61,79,136,83,42,45,58,41,23,36,26,35,183,204,"1,226",460,554,305,318,"1,359",857,824
2020년06월_남_20~29세,"9,043",275,180,101,192,347,86,47,101,123,77,53,54,43,38,297,289,"1,662",456,817,377,363,"1,414","1,007",644
2020년06월_남_30~39세,"8,094",218,117,110,134,344,69,50,85,101,77,43,57,47,54,256,226,"1,318",442,852,342,332,"1,236","1,039",545
2020년06월_남_40~49세,"11,700",374,219,223,223,351,164,110,107,179,137,99,80,90,99,357,391,"1,813",712,997,483,450,"1,838","1,222",982
2020년06월_남_50~59세,"13,587",619,399,338,363,476,260,170,246,329,302,176,211,175,170,437,481,"1,761",728,"1,112",502,593,"1,699","1,243",797
2020년06월_남_60~69세,"12,032",687,457,306,431,442,292,205,233,365,352,249,243,212,250,394,379,"1,278",653,"1,012",503,509,"1,186",939,455
2020년06월_남_70~79세,"7,447",520,355,262,274,341,255,160,154,233,221,149,168,165,177,319,244,697,451,639,320,297,473,351,222
2020년06월_남_80~89세,"3,264",266,211,153,130,160,124,93,75,98,133,84,92,84,78,114,71,282,181,239,121,93,182,125,75
2020년06월_남_90~99세,320,31,22,14,20,18,14,5,9,19,12,8,8,11,7,6,8,22,20,15,9,10,13,11,8
2020년06월_남_100세 이상,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년06월_여_총인구수,"80,056","3,206","2,001","1,469","1,711","2,544","1,455",927,"1,038","1,381","1,360",860,923,784,851,"2,634","2,631","11,312","4,829","6,786","3,333","3,202","11,561","8,031","5,227"
2020년06월_여_연령구간인구수,"80,056","3,206","2,001","1,469","1,711","2,544","1,455",927,"1,038","1,381","1,360",860,923,784,851,"2,634","2,631","11,312","4,829","6,786","3,333","3,202","11,561","8,031","5,227"
2020년06월_여_0~9세,"5,161",95,44,36,44,98,23,16,22,39,30,11,18,14,9,118,146,940,313,465,209,174,"1,033",718,546
2020년06월_여_10~19세,"6,578",135,85,39,53,120,47,29,44,55,39,27,19,23,37,175,215,"1,156",446,443,265,292,"1,280",822,732
2020년06월_여_20~29세,"7,466",197,128,49,151,277,63,34,68,72,60,35,32,23,30,230,246,"1,327",403,645,291,321,"1,338",857,589
2020년06월_여_30~39세,"7,557",170,88,63,86,262,56,31,55,64,49,21,35,26,25,273,238,"1,275",431,759,302,264,"1,360",999,625
2020년06월_여_40~49세,"10,764",234,132,111,143,240,97,59,71,102,51,52,44,31,50,292,339,"1,826",696,910,450,437,"1,982","1,329","1,086"
2020년06월_여_50~59세,"13,059",501,307,239,263,344,202,129,197,213,221,131,183,126,136,401,480,"1,770",764,"1,177",567,634,"1,928","1,428",718
2020년06월_여_60~69세,"12,820",681,418,314,388,452,334,190,226,317,311,210,219,214,196,510,439,"1,452",812,"1,157",632,604,"1,355",935,454
2020년06월_여_70~79세,"9,253",595,405,300,282,404,318,209,176,254,345,199,199,179,182,388,314,920,572,770,379,312,744,537,270
2020년06월_여_80~89세,"6,254",510,335,266,240,297,262,188,151,221,222,155,154,123,165,203,187,554,337,396,189,140,448,343,168
2020년06월_여_90~99세,"1,097",83,56,51,61,48,51,41,28,42,31,14,18,25,21,44,27,89,49,59,47,24,92,60,36
2020년06월_여_100세 이상,47,5,3,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,6,5,2,0,1,3,3
2020년07월_계_총인구수,"158,765","6,453","4,144","3,067","3,580","5,895","2,818","1,822","2,115","2,904","2,736","1,760","1,896","1,648","1,773","5,139","5,117","22,355","9,280","13,461","6,487","6,341","21,999","15,608","10,367"
2020년07월_계_연령구간인구수,"158,765","6,453","4,144","3,067","3,580","5,895","2,818","1,822","2,115","2,904","2,736","1,760","1,896","1,648","1,773","5,139","5,117","22,355","9,280","13,461","6,487","6,341","21,999","15,608","10,367"
2020년07월_계_0~9세,"10,898",207,95,74,90,310,49,31,52,63,52,32,44,29,30,261,324,"1,968",679,937,411,378,"2,137","1,503","1,142"
2020년07월_계_10~19세,"13,803",295,215,97,126,308,127,69,85,111,78,47,55,46,72,354,422,"2,367",898,993,566,608,"2,640","1,682","1,542"
2020년07월_계_20~29세,"16,580",471,310,151,325,763,148,79,167,199,137,87,89,68,65,523,535,"2,977",852,"1,462",667,669,"2,741","1,865","1,230"
2020년07월_계_30~39세,"15,657",383,205,176,216,752,125,82,139,160,123,63,88,70,76,527,463,"2,587",870,"1,599",634,595,"2,554","2,014","1,156"
2020년07월_계_40~49세,"22,530",604,350,332,371,687,257,168,179,280,188,153,123,121,149,653,731,"3,623","1,407","1,894",937,891,"3,819","2,544","2,069"
2020년07월_계_50~59세,"26,643","1,119",705,573,620,874,463,299,443,540,518,307,394,303,304,836,965,"3,518","1,488","2,276","1,072","1,216","3,612","2,668","1,530"
2020년07월_계_60~69세,"24,931","1,371",882,620,826,916,622,394,460,681,671,462,462,426,449,906,820,"2,739","1,470","2,177","1,141","1,103","2,536","1,887",910
2020년07월_계_70~79세,"16,715","1,113",755,561,552,756,570,371,325,487,565,344,367,343,356,712,560,"1,620","1,025","1,409",688,616,"1,222",898,500
2020년07월_계_80~89세,"9,531",769,547,418,373,460,390,280,229,318,360,238,246,206,244,316,262,838,518,631,313,232,633,468,242
2020년07월_계_90~99세,"1,414",114,77,64,81,65,65,48,36,62,43,22,26,36,27,49,35,112,67,76,56,33,103,74,43
2020년07월_계_100세 이상,63,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
