카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년03월_남_연령구간인구수,"1,672,252","20,454","52,230","43,844","57,150","172,634","132,743","133,353","143,363","195,405","159,079","116,174","67,778","101,595","83,806","109,636","83,008"
2020년03월_남_0~9세,"123,551",767,"2,922","2,242","2,834","11,082","10,421","9,698","10,326","15,378","11,019","7,120","9,979","7,808","5,445","6,818","9,692"
2020년03월_남_10~19세,"144,939","1,123","3,748","2,778","4,048","13,168","13,298","12,397","12,864","20,276","13,867","9,650","5,457","8,756","6,319","8,328","8,862"
2020년03월_남_20~29세,"227,531","2,753","6,720","5,388","6,748","25,481","17,608","18,836","20,945","26,118","22,215","18,461","6,329","13,484","11,934","15,952","8,559"
2020년03월_남_30~39세,"219,981","2,455","5,918","5,644","6,100","24,139","17,082","16,344","18,174","23,421","20,822","13,697","13,590","14,120","12,073","14,201","12,201"
2020년03월_남_40~49세,"259,940","3,026","7,600","6,570","8,349","26,189","21,140","21,447","20,636","31,889","24,227","16,531","12,173","15,755","12,635","15,856","15,917"
2020년03월_남_50~59세,"280,755","3,631","9,359","7,579","10,311","28,559","21,401","21,364","26,787","33,845","27,696","19,906","8,464","16,368","12,716","21,281","11,488"
2020년03월_남_60~69세,"243,739","3,672","8,628","7,454","10,337","25,488","18,567","18,572","21,434","26,423","24,009","17,710","7,598","14,578","12,444","17,601","9,224"
2020년03월_남_70~79세,"129,019","2,157","5,298","4,473","6,262","13,699","10,032","11,004","9,420","13,287","11,756","9,758","3,249","8,047","7,593","7,670","5,314"
2020년03월_남_80~89세,"39,216",755,"1,835","1,533","1,989","4,428","2,937","3,427","2,558","4,354","3,179","3,033",852,"2,470","2,425","1,818","1,623"
2020년03월_남_90~99세,"3,179",97,170,154,139,355,234,241,197,372,256,267,76,189,208,103,121
2020년03월_남_100세 이상,402,18,32,29,33,46,23,23,22,42,33,41,11,20,14,8,7
2020년03월_여_총인구수,"1,737,680","21,310","55,439","45,445","58,736","184,027","139,576","139,028","146,212","209,750","159,787","121,334","63,362","108,731","93,161","107,204","84,578"
2020년03월_여_연령구간인구수,"1,737,680","21,310","55,439","45,445","58,736","184,027","139,576","139,028","146,212","209,750","159,787","121,334","63,362","108,731","93,161","107,204","84,578"
2020년03월_여_0~9세,"117,306",691,"2,687","2,004","2,796","10,744","9,774","9,357","9,772","14,144","10,479","6,732","9,483","7,515","5,148","6,591","9,389"
2020년03월_여_10~19세,"134,970","1,085","3,669","2,581","3,750","12,569","12,049","11,622","11,824","19,035","12,728","9,108","5,216","8,167","5,951","7,579","8,037"
2020년03월_여_20~29세,"207,749","2,754","6,807","5,206","5,619","26,023","15,927","16,664","18,088","23,819","19,047","15,592","5,548","12,983","12,354","13,792","7,526"
2020년03월_여_30~39세,"210,513","2,080","5,503","4,855","5,224","23,255","16,942","15,672","16,986","24,670","18,539","12,817","12,975","14,011","12,054","12,361","12,569"
2020년03월_여_40~49세,"256,949","2,570","7,080","5,628","7,493","25,639","22,312","21,392","21,145","35,239","23,288","16,737","9,499","16,388","13,122","14,533","14,884"
2020년03월_여_50~59세,"298,829","3,598","8,988","7,452","10,035","30,594","23,746","22,555","29,152","37,270","28,978","22,126","8,037","18,354","15,231","21,453","11,260"
2020년03월_여_60~69세,"269,746","4,109","9,897","8,229","11,313","28,472","21,298","21,642","21,958","29,267","25,601","20,133","7,209","16,922","15,389","17,663","10,644"
2020년03월_여_70~79세,"157,789","2,820","6,865","6,133","8,188","17,480","11,682","13,536","11,218","16,917","13,840","11,668","3,329","9,637","9,198","8,864","6,414"
2020년03월_여_80~89세,"71,038","1,280","3,290","2,884","3,624","7,936","4,922","5,610","5,181","8,003","6,140","5,395","1,677","4,063","4,021","3,770","3,242"
2020년03월_여_90~99세,"11,372",259,570,404,599,"1,138",811,868,810,"1,272","1,018",873,359,632,642,539,578
2020년03월_여_100세 이상,"1,419",64,83,69,95,177,113,110,78,114,129,153,30,59,51,59,35
2020년04월_계_총인구수,"3,408,347","41,714","107,722","89,673","115,645","356,978","272,570","271,674","289,059","405,268","318,196","236,904","131,235","210,086","176,984","216,507","168,132"
2020년04월_계_연령구간인구수,"3,408,347","41,714","107,722","89,673","115,645","356,978","272,570","271,674","289,059","405,268","318,196","236,904","131,235","210,086","176,984","216,507","168,132"
2020년04월_계_0~9세,"239,942","1,450","5,608","4,268","5,587","21,774","20,194","18,929","20,011","29,397","21,330","13,763","19,405","15,253","10,578","13,331","19,064"
2020년04월_계_10~19세,"278,986","2,186","7,381","5,357","7,763","25,682","25,298","23,875","24,518","39,189","26,505","18,639","10,757","16,837","12,228","15,817","16,954"
2020년04월_계_20~29세,"434,904","5,540","13,540","10,658","12,312","51,625","33,528","35,486","38,895","49,987","41,169","33,891","11,861","26,415","24,247","29,629","16,121"
2020년04월_계_30~39세,"429,569","4,506","11,420","10,586","11,255","47,484","34,058","31,746","34,992","48,069","39,097","26,397","26,487","28,037","24,153","26,443","24,839"
2020년04월_계_40~49세,"515,998","5,583","14,646","12,257","15,763","51,725","43,485","42,757","41,696","66,978","47,303","33,097","21,789","32,059","25,700","30,266","30,894"
2020년04월_계_50~59세,"578,463","7,191","18,311","15,056","20,269","59,086","45,131","43,713","55,712","71,124","56,553","41,908","16,452","34,619","27,893","42,571","22,874"
2020년04월_계_60~69세,"515,095","7,773","18,574","15,757","21,687","54,113","39,981","40,233","43,584","55,922","49,707","37,923","14,860","31,622","27,927","35,467","19,965"
2020년04월_계_70~79세,"287,942","5,005","12,203","10,622","14,503","31,351","21,793","24,596","20,741","30,333","25,718","21,474","6,589","17,750","16,847","16,624","11,793"
2020년04월_계_80~89세,"111,008","2,039","5,177","4,445","5,639","12,431","7,916","9,088","7,797","12,451","9,373","8,489","2,563","6,586","6,484","5,647","4,883"
2020년04월_계_90~99세,"14,604",359,744,568,738,"1,481","1,053","1,117","1,013","1,661","1,279","1,125",428,828,863,645,702
2020년04월_계_100세 이상,"1,836",82,118,99,129,226,133,134,100,157,162,198,44,80,64,67,43
2020년04월_남_총인구수,"1,671,199","20,451","52,251","44,003","57,014","172,703","132,883","133,034","143,102","195,412","158,716","115,861","67,825","101,425","83,743","109,497","83,279"
2020년04월_남_연령구간인구수,"1,671,199","20,451","52,251","44,003","57,014","172,703","132,883","133,034","143,102","195,412","158,716","115,861","67,825","101,425","83,743","109,497","83,279"
2020년04월_남_0~9세,"123,072",764,"2,914","2,263","2,811","11,072","10,420","9,640","10,274","15,292","10,947","7,062","9,965","7,761","5,424","6,775","9,688"
2020년04월_남_10~19세,"144,381","1,114","3,727","2,777","4,019","13,120","13,265","12,315","12,786","20,212","13,821","9,586","5,497","8,698","6,293","8,273","8,878"
2020년04월_남_20~29세,"227,296","2,775","6,724","5,405","6,711","25,506","17,598","18,856","20,875","26,138","22,137","18,377","6,340","13,460","11,898","15,918","8,578"
2020년04월_남_30~39세,"219,550","2,439","5,929","5,677","6,067","24,186","17,126","16,239","18,082","23,430","20,690","13,635","13,528","14,066","12,050","14,169","12,237"
2020년04월_남_40~49세,"259,516","3,031","7,574","6,573","8,304","26,107","21,168","21,386","20,640","31,798","24,125","16,472","12,233","15,725","12,624","15,786","15,970"
2020년04월_남_50~59세,"280,356","3,614","9,358","7,620","10,288","28,567","21,389","21,269","26,661","33,854","27,636","19,849","8,448","16,304","12,701","21,232","11,566"
2020년04월_남_60~69세,"244,338","3,667","8,651","7,468","10,351","25,521","18,642","18,581","21,514","26,515","24,062","17,737","7,598","14,628","12,470","17,669","9,264"
2020년04월_남_70~79세,"129,583","2,176","5,309","4,492","6,291","13,768","10,056","11,039","9,481","13,358","11,802","9,777","3,269","8,083","7,614","7,724","5,344"
2020년04월_남_80~89세,"39,523",756,"1,859","1,543","2,003","4,459","2,961","3,442","2,569","4,401","3,208","3,061",859,"2,489","2,445","1,842","1,626"
2020년04월_남_90~99세,"3,178",97,173,155,136,351,235,243,199,372,254,264,76,191,210,101,121
2020년04월_남_100세 이상,406,18,33,30,33,46,23,24,21,42,34,41,12,20,14,8,7
2020년04월_여_총인구수,"1,737,148","21,263","55,471","45,670","58,631","184,275","139,687","138,640","145,957","209,856","159,480","121,043","63,410","108,661","93,241","107,010","84,853"
2020년04월_여_연령구간인구수,"1,737,148","21,263","55,471","45,670","58,631","184,275","139,687","138,640","145,957","209,856","159,480","121,043","63,410","108,661","93,241","107,010","84,853"
2020년04월_여_0~9세,"116,870",686,"2,694","2,005","2,776","10,702","9,774","9,289","9,737","14,105","10,383","6,701","9,440","7,492","5,154","6,556","9,376"
2020년04월_여_10~19세,"134,605","1,072","3,654","2,580","3,744","12,562","12,033","11,560","11,732","18,977","12,684","9,053","5,260","8,139","5,935","7,544","8,076"
2020년04월_여_20~29세,"207,608","2,765","6,816","5,253","5,601","26,119","15,930","16,630","18,020","23,849","19,032","15,514","5,521","12,955","12,349","13,711","7,543"
2020년04월_여_30~39세,"210,019","2,067","5,491","4,909","5,188","23,298","16,932","15,507","16,910","24,639","18,407","12,762","12,959","13,971","12,103","12,274","12,602"
2020년04월_여_40~49세,"256,482","2,552","7,072","5,684","7,459","25,618","22,317","21,371","21,056","35,180","23,178","16,625","9,556","16,334","13,076","14,480","14,924"
2020년04월_여_50~59세,"298,107","3,577","8,953","7,436","9,981","30,519","23,742","22,444","29,051","37,270","28,917","22,059","8,004","18,315","15,192","21,339","11,308"
2020년04월_여_60~69세,"270,757","4,106","9,923","8,289","11,336","28,592","21,339","21,652","22,070","29,407","25,645","20,186","7,262","16,994","15,457","17,798","10,701"
2020년04월_여_70~79세,"158,359","2,829","6,894","6,130","8,212","17,583","11,737","13,557","11,260","16,975","13,916","11,697","3,320","9,667","9,233","8,900","6,449"
2020년04월_여_80~89세,"71,485","1,283","3,318","2,902","3,636","7,972","4,955","5,646","5,228","8,050","6,165","5,428","1,704","4,097","4,039","3,805","3,257"
2020년04월_여_90~99세,"11,426",262,571,413,602,"1,130",818,874,814,"1,289","1,025",861,352,637,653,544,581
2020년04월_여_100세 이상,"1,430",64,85,69,96,180,110,110,79,115,128,157,32,60,50,59,36
2020년05월_계_총인구수,"3,406,942","41,742","107,868","89,710","115,388","357,190","272,532","271,183","288,986","404,459","317,747","236,596","131,557","209,873","176,886","216,083","169,142"
2020년05월_계_연령구간인구수,"3,406,942","41,742","107,868","89,710","115,388","357,190","272,532","271,183","288,986","404,459","317,747","236,596","131,557","209,873","176,886","216,083","169,142"
2020년05월_계_0~9세,"239,265","1,426","5,632","4,248","5,552","21,741","20,152","18,831","19,941","29,280","21,223","13,700","19,397","15,178","10,538","13,258","19,168"
2020년05월_계_10~19세,"277,678","2,170","7,357","5,322","7,712","25,535","25,233","23,760","24,389","38,919","26,391","18,497","10,799","16,737","12,130","15,735","16,992"
2020년05월_계_20~29세,"434,981","5,551","13,560","10,678","12,287","51,763","33,527","35,486","38,880","49,907","41,069","33,957","11,890","26,396","24,226","29,555","16,249"
2020년05월_계_30~39세,"428,546","4,517","11,420","10,588","11,199","47,513","33,999","31,536","34,950","47,846","38,949","26,322","26,427","27,921","24,144","26,270","24,945"
2020년05월_계_40~49세,"515,035","5,589","14,658","12,254","15,663","51,579","43,425","42,639","41,557","66,732","47,219","32,941","21,895","32,001","25,650","30,192","31,041"
2020년05월_계_50~59세,"578,102","7,194","18,320","15,062","20,208","59,096","45,156","43,620","55,652","71,010","56,417","41,820","16,510","34,610","27,883","42,442","23,102"
2020년05월_계_60~69세,"516,063","7,770","18,580","15,786","21,703","54,219","40,010","40,243","43,774","56,004","49,794","37,991","14,947","31,672","27,915","35,558","20,097"
2020년05월_계_70~79세,"289,080","5,026","12,264","10,636","14,531","31,498","21,884","24,667","20,857","30,431","25,832","21,525","6,626","17,818","16,938","16,672","11,875"
2020년05월_계_80~89세,"111,671","2,057","5,217","4,465","5,667","12,520","7,949","9,136","7,872","12,508","9,402","8,524","2,590","6,627","6,528","5,687","4,922"
2020년05월_계_90~99세,"14,679",361,741,572,736,"1,499","1,064","1,131","1,014","1,664","1,286","1,122",432,832,871,647,707
2020년05월_계_100세 이상,"1,842",81,119,99,130,227,133,134,100,158,165,197,44,81,63,67,44
2020년05월_남_총인구수,"1,670,175","20,457","52,319","44,007","56,867","172,803","132,867","132,724","143,042","194,943","158,447","115,716","68,009","101,258","83,672","109,279","83,765"
2020년05월_남_연령구간인구수,"1,670,175","20,457","52,319","44,007","56,867","172,803","132,867","132,724","143,042","194,943","158,447","115,716","68,009","101,258","83,672","109,279","83,765"
2020년05월_남_0~9세,"122,725",752,"2,924","2,245","2,796","11,046","10,401","9,600","10,249","15,227","10,869","7,045","9,975","7,723","5,407","6,729","9,737"
2020년05월_남_10~19세,"143,643","1,107","3,710","2,764","3,987","13,020","13,235","12,252","12,710","20,070","13,759","9,499","5,510","8,636","6,245","8,237","8,902"
2020년05월_남_20~29세,"227,181","2,785","6,735","5,389","6,710","25,582","17,595","18,806","20,855","26,084","22,076","18,396","6,369","13,442","11,842","15,886","8,629"
2020년05월_남_30~39세,"218,979","2,435","5,908","5,696","6,021","24,187","17,096","16,128","18,077","23,311","20,593","13,600","13,518","13,971","12,050","14,084","12,304"
2020년05월_남_40~49세,"259,122","3,040","7,580","6,570","8,232","26,057","21,149","21,332","20,547","31,684","24,125","16,405","12,276","15,705","12,612","15,756","16,052"
2020년05월_남_50~59세,"280,256","3,607","9,367","7,626","10,261","28,603","21,406","21,236","26,633","33,807","27,560","19,828","8,480","16,326","12,706","21,167","11,643"
2020년05월_남_60~69세,"244,676","3,662","8,665","7,490","10,371","25,556","18,648","18,566","21,598","26,512","24,082","17,758","7,630","14,613","12,479","17,714","9,332"
2020년05월_남_70~79세,"130,137","2,193","5,343","4,494","6,305","13,840","10,091","11,064","9,546","13,418","11,865","9,803","3,291","8,121","7,641","7,738","5,384"
2020년05월_남_80~89세,"39,851",761,"1,877","1,547","2,013","4,513","2,985","3,470","2,607","4,418","3,232","3,069",872,"2,510","2,470","1,857","1,650"
2020년05월_남_90~99세,"3,198",97,177,156,138,352,238,246,199,370,251,272,76,191,207,103,125
2020년05월_남_100세 이상,407,18,33,30,33,47,23,24,21,42,35,41,12,20,13,8,7
2020년05월_여_총인구수,"1,736,767","21,285","55,549","45,703","58,521","184,387","139,665","138,459","145,944","209,516","159,300","120,880","63,548","108,615","93,214","106,804","85,377"
2020년05월_여_연령구간인구수,"1,736,767","21,285","55,549","45,703","58,521","184,387","139,665","138,459","145,944","209,516","159,300","120,880","63,548","108,615","93,214","106,804","85,377"
2020년05월_여_0~9세,"116,540",674,"2,708","2,003","2,756","10,695","9,751","9,231","9,692","14,053","10,354","6,655","9,422","7,455","5,131","6,529","9,431"
2020년05월_여_10~19세,"134,035","1,063","3,647","2,558","3,725","12,515","11,998","11,508","11,679","18,849","12,632","8,998","5,289","8,101","5,885","7,498","8,090"
2020년05월_여_20~29세,"207,800","2,766","6,825","5,289","5,577","26,181","15,932","16,680","18,025","23,823","18,993","15,561","5,521","12,954","12,384","13,669","7,620"
2020년05월_여_30~39세,"209,567","2,082","5,512","4,892","5,178","23,326","16,903","15,408","16,873","24,535","18,356","12,722","12,909","13,950","12,094","12,186","12,641"
2020년05월_여_40~49세,"255,913","2,549","7,078","5,684","7,431","25,522","22,276","21,307","21,010","35,048","23,094","16,536","9,619","16,296","13,038","14,436","14,989"
2020년05월_여_50~59세,"297,846","3,587","8,953","7,436","9,947","30,493","23,750","22,384","29,019","37,203","28,857","21,992","8,030","18,284","15,177","21,275","11,459"
2020년05월_여_60~69세,"271,387","4,108","9,915","8,296","11,332","28,663","21,362","21,677","22,176","29,492","25,712","20,233","7,317","17,059","15,436","17,844","10,765"
2020년05월_여_70~79세,"158,943","2,833","6,921","6,142","8,226","17,658","11,793","13,603","11,311","17,013","13,967","11,722","3,335","9,697","9,297","8,934","6,491"
2020년05월_여_80~89세,"71,820","1,296","3,340","2,918","3,654","8,007","4,964","5,666","5,265","8,090","6,170","5,455","1,718","4,117","4,058","3,830","3,272"
2020년05월_여_90~99세,"11,481",264,564,416,598,"1,147",826,885,815,"1,294","1,035",850,356,641,664,544,582
2020년05월_여_100세 이상,"1,435",63,86,69,97,180,110,110,79,116,130,156,32,61,50,59,37
2020년06월_계_총인구수,"3,404,423","41,652","107,947","89,698","115,120","357,242","272,476","270,606","288,376","403,923","317,258","236,009","131,779","209,514","176,975","215,709","170,139"
2020년06월_계_연령구간인구수,"3,404,423","41,652","107,947","89,698","115,120","357,242","272,476","270,606","288,376","403,923","317,258","236,009","131,779","209,514","176,975","215,709","170,139"
2020년06월_계_0~9세,"238,364","1,405","5,634","4,230","5,505","21,696","20,099","18,722","19,817","29,073","21,150","13,614","19,417","15,082","10,518","13,170","19,232"
2020년06월_계_10~19세,"276,766","2,142","7,350","5,283","7,706","25,444","25,215","23,649","24,224","38,809","26,253","18,381","10,883","16,658","12,070","15,660","17,039"
2020년06월_계_20~29세,"434,376","5,569","13,593","10,686","12,247","51,770","33,396","35,425","38,776","49,708","40,911","33,896","11,877","26,367","24,274","29,474","16,407"
2020년06월_계_30~39세,"427,542","4,509","11,435","10,576","11,132","47,574","33,948","31,319","34,829","47,696","38,803","26,151","26,378","27,779","24,162","26,182","25,069"
2020년06월_계_40~49세,"514,737","5,560","14,671","12,218","15,581","51,551","43,454","42,625","41,423","66,613","47,142","32,897","22,022","31,963","25,638","30,142","31,237"
2020년06월_계_50~59세,"575,757","7,156","18,243","15,027","20,083","58,878","45,012","43,416","55,327","70,836","56,118","41,554","16,479","34,434","27,832","42,174","23,188"
2020년06월_계_60~69세,"518,401","7,768","18,661","15,879","21,778","54,471","40,150","40,343","44,003","56,307","50,064","38,112","15,042","31,775","28,009","35,759","20,280"
2020년06월_계_70~79세,"290,106","5,047","12,270","10,671","14,551","31,597","22,033","24,708","20,970","30,527","25,921","21,559","6,625","17,909","16,991","16,758","11,969"
2020년06월_계_80~89세,"111,821","2,055","5,230","4,451","5,679","12,526","7,958","9,138","7,903","12,532","9,430","8,523","2,582","6,634","6,541","5,677","4,962"
2020년06월_계_90~99세,"14,705",360,739,577,727,"1,506","1,077","1,127","1,005","1,663","1,301","1,125",431,832,877,645,713
2020년06월_계_100세 이상,"1,848",81,121,100,131,229,134,134,99,159,165,197,43,81,63,68,43
2020년06월_남_총인구수,"1,668,618","20,411","52,341","44,003","56,700","172,757","132,759","132,436","142,725","194,638","158,222","115,428","68,116","101,066","83,688","109,108","84,220"
2020년06월_남_연령구간인구수,"1,668,618","20,411","52,341","44,003","56,700","172,757","132,759","132,436","142,725","194,638","158,222","115,428","68,116","101,066","83,688","109,108","84,220"
2020년06월_남_0~9세,"122,295",739,"2,927","2,240","2,774","11,019","10,367","9,544","10,192","15,119","10,841","7,008","9,982","7,680","5,398","6,693","9,772"
2020년06월_남_10~19세,"143,169","1,086","3,714","2,741","3,983","12,997","13,201","12,217","12,602","20,015","13,695","9,434","5,561","8,588","6,222","8,203","8,910"
2020년06월_남_20~29세,"226,699","2,797","6,732","5,401","6,677","25,519","17,514","18,777","20,814","26,013","22,007","18,347","6,360","13,411","11,840","15,813","8,677"
2020년06월_남_30~39세,"218,387","2,427","5,912","5,694","5,975","24,226","17,037","16,011","18,031","23,177","20,522","13,525","13,461","13,927","12,032","14,057","12,373"
2020년06월_남_40~49세,"259,081","3,031","7,600","6,540","8,186","26,017","21,164","21,346","20,485","31,652","24,106","16,393","12,365","15,663","12,611","15,760","16,162"
2020년06월_남_50~59세,"279,155","3,594","9,308","7,616","10,197","28,513","21,349","21,137","26,474","33,737","27,412","19,699","8,451","16,248","12,707","21,039","11,674"
2020년06월_남_60~69세,"245,721","3,663","8,711","7,544","10,396","25,664","18,710","18,592","21,701","26,620","24,218","17,820","7,676","14,669","12,514","17,799","9,424"
2020년06월_남_70~79세,"130,561","2,195","5,344","4,504","6,328","13,879","10,160","11,070","9,586","13,467","11,885","9,817","3,302","8,165","7,659","7,775","5,425"
2020년06월_남_80~89세,"39,938",761,"1,884","1,539","2,015","4,523","2,991","3,476","2,621","4,429","3,246","3,071",869,"2,503","2,479","1,861","1,670"
2020년06월_남_90~99세,"3,202",100,175,154,136,352,243,242,199,365,254,274,77,193,213,99,126
2020년06월_남_100세 이상,410,18,34,30,33,48,23,24,20,44,36,40,12,19,13,9,7
2020년06월_여_총인구수,"1,735,805","21,241","55,606","45,695","58,420","184,485","139,717","138,170","145,651","209,285","159,036","120,581","63,663","108,448","93,287","106,601","85,919"
2020년06월_여_연령구간인구수,"1,735,805","21,241","55,606","45,695","58,420","184,485","139,717","138,170","145,651","209,285","159,036","120,581","63,663","108,448","93,287","106,601","85,919"
2020년06월_여_0~9세,"116,069",666,"2,707","1,990","2,731","10,677","9,732","9,178","9,625","13,954","10,309","6,606","9,435","7,402","5,120","6,477","9,460"
2020년06월_여_10~19세,"133,597","1,056","3,636","2,542","3,723","12,447","12,014","11,432","11,622","18,794","12,558","8,947","5,322","8,070","5,848","7,457","8,129"
2020년06월_여_20~29세,"207,677","2,772","6,861","5,285","5,570","26,251","15,882","16,648","17,962","23,695","18,904","15,549","5,517","12,956","12,434","13,661","7,730"
2020년06월_여_30~39세,"209,155","2,082","5,523","4,882","5,157","23,348","16,911","15,308","16,798","24,519","18,281","12,626","12,917","13,852","12,130","12,125","12,696"
2020년06월_여_40~49세,"255,656","2,529","7,071","5,678","7,395","25,534","22,290","21,279","20,938","34,961","23,036","16,504","9,657","16,300","13,027","14,382","15,075"
2020년06월_여_50~59세,"296,602","3,562","8,935","7,411","9,886","30,365","23,663","22,279","28,853","37,099","28,706","21,855","8,028","18,186","15,125","21,135","11,514"
2020년06월_여_60~69세,"272,680","4,105","9,950","8,335","11,382","28,807","21,440","21,751","22,302","29,687","25,846","20,292","7,366","17,106","15,495","17,960","10,856"
2020년06월_여_70~79세,"159,545","2,852","6,926","6,167","8,223","17,718","11,873","13,638","11,384","17,060","14,036","11,742","3,323","9,744","9,332","8,983","6,544"
2020년06월_여_80~89세,"71,883","1,294","3,346","2,912","3,664","8,003","4,967","5,662","5,282","8,103","6,184","5,452","1,713","4,131","4,062","3,816","3,292"
2020년06월_여_90~99세,"11,503",260,564,423,591,"1,154",834,885,806,"1,298","1,047",851,354,639,664,546,587
2020년06월_여_100세 이상,"1,438",63,87,70,98,181,111,110,79,115,129,157,31,62,50,59,36
2020년07월_계_총인구수,"3,402,776","41,633","107,934","89,721","114,873","357,695","272,554","270,125","287,736","403,878","316,705","235,155","131,979","209,345","176,742","215,332","171,369"
2020년07월_계_연령구간인구수,"3,402,776","41,633","107,934","89,721","114,873","357,695","272,554","270,125","287,736","403,878","316,705","235,155","131,979","209,345","176,742","215,332","171,369"
2020년07월_계_0~9세,"237,611","1,398","5,641","4,219","5,455","21,668","20,038","18,620","19,735","29,023","21,035","13,502","19,392","15,050","10,458","13,080","19,297"
2020년07월_계_10~19세,"275,948","2,114","7,341","5,255","7,658","25,370","25,197","23,550","24,083","38,726","26,165","18,230","10,949","16,599","11,997","15,588","17,126"
2020년07월_계_20~29세,"433,694","5,596","13,549","10,702","12,172","51,999","33,343","35,369","38,535","49,558","40,741","33,716","11,868","26,292","24,273","29,372","16,609"
2020년07월_계_30~39세,"426,595","4,516","11,427","10,604","11,102","47,642","33,917","31,117","34,742","47,608","38,596","26,001","26,310","27,687","24,108","26,059","25,159"
2020년07월_계_40~49세,"514,314","5,546","14,685","12,168","15,534","51,569","43,453","42,521","41,301","66,552","47,027","32,727","22,183","31,963","25,589","30,046","31,450"
2020년07월_계_50~59세,"574,793","7,123","18,168","15,031","19,968","58,857","44,955","43,293","55,079","70,818","55,982","41,408","16,473","34,342","27,764","42,050","23,482"
2020년07월_계_60~69세,"519,969","7,784","18,719","15,882","21,854","54,617","40,305","40,405","44,163","56,586","50,195","38,109","15,094","31,861","28,035","35,896","20,464"
2020년07월_계_70~79세,"290,977","5,045","12,291","10,701","14,552","31,671","22,120","24,812","21,064","30,602","26,034","21,589","6,631","17,962","17,022","16,825","12,056"
2020년07월_계_80~89세,"112,311","2,068","5,254","4,486","5,716","12,577","8,011","9,166","7,929","12,576","9,460","8,544","2,600","6,685","6,560","5,701","4,978"
2020년07월_계_90~99세,"14,715",362,738,574,731,"1,499","1,079","1,136","1,005","1,670","1,305","1,133",435,823,873,647,705
2020년07월_계_100세 이상,"1,849",81,121,99,131,226,136,136,100,159,165,196,44,81,63,68,43
2020년07월_남_총인구수,"1,667,613","20,380","52,313","44,016","56,583","172,953","132,823","132,209","142,426","194,573","157,896","114,941","68,208","100,984","83,573","108,906","84,829"
2020년07월_남_연령구간인구수,"1,667,613","20,380","52,313","44,016","56,583","172,953","132,823","132,209","142,426","194,573","157,896","114,941","68,208","100,984","83,573","108,906","84,829"
2020년07월_남_0~9세,"121,904",735,"2,928","2,242","2,754","11,005","10,363","9,482","10,157","15,062","10,770","6,959","9,961","7,674","5,375","6,647","9,790"
