카테고리,전라북도 순창군,전라북도 순창군 순창읍,전라북도 순창군 인계면,전라북도 순창군 동계면,전라북도 순창군 풍산면,전라북도 순창군 금과면,전라북도 순창군 팔덕면,전라북도 순창군 쌍치면,전라북도 순창군 복흥면,전라북도 순창군 적성면,전라북도 순창군 유등면,전라북도 순창군 구림면
2020년09월_계_70~79세,"4,200",961,256,407,332,285,259,337,390,263,216,494
2020년09월_계_80~89세,"2,729",518,195,257,242,236,199,213,209,183,181,296
2020년09월_계_90~99세,369,82,24,38,27,28,20,29,34,25,13,49
2020년09월_계_100세 이상,31,6,5,3,2,2,2,0,3,4,1,3
2020년09월_남_총인구수,"13,538","4,973",755,"1,007",864,856,702,978,"1,066",634,543,"1,160"
2020년09월_남_연령구간인구수,"13,538","4,973",755,"1,007",864,856,702,978,"1,066",634,543,"1,160"
2020년09월_남_0~9세,804,461,33,38,32,25,34,32,70,12,33,34
2020년09월_남_10~19세,"1,145",669,49,52,53,39,38,66,69,21,27,62
2020년09월_남_20~29세,"1,144",538,64,58,55,59,44,74,81,59,34,78
2020년09월_남_30~39세,999,462,43,62,69,63,46,57,56,43,36,62
2020년09월_남_40~49세,"1,913",855,81,147,120,95,77,114,120,80,80,144
2020년09월_남_50~59세,"2,438",804,165,184,149,167,145,181,217,116,85,225
2020년09월_남_60~69세,"2,409",613,152,224,167,223,138,229,218,122,103,220
2020년09월_남_70~79세,"1,703",387,110,149,139,107,106,143,160,107,92,203
2020년09월_남_80~89세,886,164,53,87,74,70,70,72,62,64,53,117
2020년09월_남_90~99세,96,19,5,6,6,8,4,10,13,10,0,15
2020년09월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년09월_여_총인구수,"14,333","5,307",806,"1,049",890,879,733,"1,006","1,155",679,621,"1,208"
2020년09월_여_연령구간인구수,"14,333","5,307",806,"1,049",890,879,733,"1,006","1,155",679,621,"1,208"
2020년09월_여_0~9세,757,416,31,36,34,24,30,41,58,33,20,34
2020년09월_여_10~19세,"1,075",646,45,52,44,30,32,49,70,18,28,61
2020년09월_여_20~29세,951,487,39,53,38,42,33,62,53,38,48,58
2020년09월_여_30~39세,"1,045",568,56,48,40,39,55,51,77,34,32,45
2020년09월_여_40~49세,"1,446",782,67,70,74,48,42,73,102,49,47,92
2020년09월_여_50~59세,"2,065",724,113,166,114,151,99,178,189,84,71,176
2020년09월_여_60~69세,"2,351",688,143,161,162,179,142,198,205,129,109,235
2020년09월_여_70~79세,"2,497",574,146,258,193,178,153,194,230,156,124,291
2020년09월_여_80~89세,"1,843",354,142,170,168,166,129,141,147,119,128,179
2020년09월_여_90~99세,273,63,19,32,21,20,16,19,21,15,13,34
2020년09월_여_100세 이상,30,5,5,3,2,2,2,0,3,4,1,3
2020년10월_계_총인구수,"27,857","10,313","1,561","2,037","1,741","1,740","1,432","1,988","2,216","1,311","1,160","2,358"
2020년10월_계_연령구간인구수,"27,857","10,313","1,561","2,037","1,741","1,740","1,432","1,988","2,216","1,311","1,160","2,358"
2020년10월_계_0~9세,"1,555",876,67,73,66,47,61,74,126,44,53,68
2020년10월_계_10~19세,"2,221","1,336",93,95,95,69,70,114,141,39,51,118
2020년10월_계_20~29세,"2,090","1,025",103,108,91,105,78,133,131,98,83,135
2020년10월_계_30~39세,"2,031","1,022",99,110,110,105,100,107,126,77,69,106
2020년10월_계_40~49세,"3,350","1,641",149,211,191,144,123,186,220,128,124,233
2020년10월_계_50~59세,"4,489","1,532",276,340,260,315,245,362,409,201,156,393
2020년10월_계_60~69세,"4,789","1,310",294,394,330,409,278,428,424,250,215,457
2020년10월_계_70~79세,"4,195",964,258,401,328,286,257,340,392,260,214,495
2020년10월_계_80~89세,"2,736",518,194,264,241,230,201,212,211,185,180,300
2020년10월_계_90~99세,373,84,23,38,27,28,18,32,33,25,14,51
2020년10월_계_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2020년10월_남_총인구수,"13,530","4,980",755,997,860,856,703,976,"1,064",636,544,"1,159"
2020년10월_남_연령구간인구수,"13,530","4,980",755,997,860,856,703,976,"1,064",636,544,"1,159"
2020년10월_남_0~9세,801,461,35,37,33,24,32,32,69,11,33,34
2020년10월_남_10~19세,"1,146",682,46,47,52,39,38,65,70,22,26,59
2020년10월_남_20~29세,"1,142",539,63,56,54,59,44,72,80,61,35,79
2020년10월_남_30~39세,988,452,43,63,69,65,47,57,52,43,36,61
2020년10월_남_40~49세,"1,910",856,82,146,118,95,79,112,118,79,79,146
2020년10월_남_50~59세,"2,430",803,163,180,149,165,145,181,220,119,87,218
2020년10월_남_60~69세,"2,431",618,153,227,166,229,139,231,219,121,104,224
2020년10월_남_70~79세,"1,700",383,111,149,138,107,106,143,161,106,91,205
2020년10월_남_80~89세,885,167,54,86,74,65,69,73,63,64,53,117
2020년10월_남_90~99세,97,19,5,6,7,8,4,10,12,10,0,16
2020년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2020년10월_여_총인구수,"14,327","5,333",806,"1,040",881,884,729,"1,012","1,152",675,616,"1,199"
2020년10월_여_연령구간인구수,"14,327","5,333",806,"1,040",881,884,729,"1,012","1,152",675,616,"1,199"
2020년10월_여_0~9세,754,415,32,36,33,23,29,42,57,33,20,34
2020년10월_여_10~19세,"1,075",654,47,48,43,30,32,49,71,17,25,59
2020년10월_여_20~29세,948,486,40,52,37,46,34,61,51,37,48,56
2020년10월_여_30~39세,"1,043",570,56,47,41,40,53,50,74,34,33,45
2020년10월_여_40~49세,"1,440",785,67,65,73,49,44,74,102,49,45,87
2020년10월_여_50~59세,"2,059",729,113,160,111,150,100,181,189,82,69,175
2020년10월_여_60~69세,"2,358",692,141,167,164,180,139,197,205,129,111,233
2020년10월_여_70~79세,"2,495",581,147,252,190,179,151,197,231,154,123,290
2020년10월_여_80~89세,"1,851",351,140,178,167,165,132,139,148,121,127,183
2020년10월_여_90~99세,276,65,18,32,20,20,14,22,21,15,14,35
2020년10월_여_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2020년11월_계_총인구수,"27,805","10,314","1,562","2,022","1,744","1,739","1,429","1,982","2,197","1,303","1,145","2,368"
2020년11월_계_연령구간인구수,"27,805","10,314","1,562","2,022","1,744","1,739","1,429","1,982","2,197","1,303","1,145","2,368"
2020년11월_계_0~9세,"1,520",872,64,71,64,45,59,69,120,39,50,67
2020년11월_계_10~19세,"2,221","1,332",95,92,96,71,71,117,141,38,49,119
2020년11월_계_20~29세,"2,085","1,026",102,108,90,103,79,128,132,101,80,136
2020년11월_계_30~39세,"2,000","1,019",98,103,109,105,100,99,121,75,68,103
2020년11월_계_40~49세,"3,346","1,652",150,210,190,143,118,186,214,126,122,235
2020년11월_계_50~59세,"4,497","1,528",272,337,266,316,249,364,407,202,155,401
2020년11월_계_60~69세,"4,794","1,310",297,395,332,407,277,430,423,251,211,461
2020년11월_계_70~79세,"4,191",965,259,401,328,288,252,343,392,260,214,489
2020년11월_계_80~89세,"2,749",520,197,265,239,232,205,213,209,183,181,305
2020년11월_계_90~99세,374,85,23,37,28,27,18,33,35,24,14,50
2020년11월_계_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2020년11월_남_총인구수,"13,520","4,989",753,988,862,856,703,979,"1,050",639,538,"1,163"
2020년11월_남_연령구간인구수,"13,520","4,989",753,988,862,856,703,979,"1,050",639,538,"1,163"
2020년11월_남_0~9세,778,456,33,35,31,23,32,31,62,11,30,34
2020년11월_남_10~19세,"1,149",681,48,45,52,40,38,68,72,22,25,58
2020년11월_남_20~29세,"1,143",545,61,57,54,56,44,71,78,63,34,80
2020년11월_남_30~39세,977,452,42,60,69,65,49,53,49,43,35,60
2020년11월_남_40~49세,"1,903",862,82,145,116,94,76,111,115,77,80,145
2020년11월_남_50~59세,"2,444",808,163,178,154,165,147,182,219,121,87,220
2020년11월_남_60~69세,"2,434",616,152,226,167,231,137,233,219,123,103,227
2020년11월_남_70~79세,"1,707",383,112,151,139,109,106,146,161,105,90,205
2020년11월_남_80~89세,888,167,55,85,72,65,71,73,63,64,54,119
2020년11월_남_90~99세,97,19,5,6,8,8,3,11,12,10,0,15
2020년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"14,285","5,325",809,"1,034",882,883,726,"1,003","1,147",664,607,"1,205"
2020년11월_여_연령구간인구수,"14,285","5,325",809,"1,034",882,883,726,"1,003","1,147",664,607,"1,205"
2020년11월_여_0~9세,742,416,31,36,33,22,27,38,58,28,20,33
2020년11월_여_10~19세,"1,072",651,47,47,44,31,33,49,69,16,24,61
2020년11월_여_20~29세,942,481,41,51,36,47,35,57,54,38,46,56
2020년11월_여_30~39세,"1,023",567,56,43,40,40,51,46,72,32,33,43
2020년11월_여_40~49세,"1,443",790,68,65,74,49,42,75,99,49,42,90
2020년11월_여_50~59세,"2,053",720,109,159,112,151,102,182,188,81,68,181
2020년11월_여_60~69세,"2,360",694,145,169,165,176,140,197,204,128,108,234
2020년11월_여_70~79세,"2,484",582,147,250,189,179,146,197,231,155,124,284
2020년11월_여_80~89세,"1,861",353,142,180,167,167,134,140,146,119,127,186
2020년11월_여_90~99세,277,66,18,31,20,19,15,22,23,14,14,35
2020년11월_여_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2020년12월_계_총인구수,"27,810","10,308","1,565","2,023","1,730","1,760","1,426","1,978","2,210","1,311","1,143","2,356"
2020년12월_계_연령구간인구수,"27,810","10,308","1,565","2,023","1,730","1,760","1,426","1,978","2,210","1,311","1,143","2,356"
2020년12월_계_0~9세,"1,521",865,65,72,62,47,59,72,119,41,52,67
2020년12월_계_10~19세,"2,219","1,338",96,91,90,70,69,119,141,37,50,118
2020년12월_계_20~29세,"2,076","1,030",104,106,90,103,80,123,131,100,78,131
2020년12월_계_30~39세,"2,001","1,009",98,105,110,112,101,98,123,77,66,102
2020년12월_계_40~49세,"3,324","1,650",144,208,191,141,114,183,211,127,120,235
2020년12월_계_50~59세,"4,505","1,534",275,336,260,317,252,361,412,204,157,397
2020년12월_계_60~69세,"4,832","1,316",299,400,329,418,280,434,426,254,213,463
2020년12월_계_70~79세,"4,184",963,254,399,327,291,247,344,400,262,212,485
2020년12월_계_80~89세,"2,747",514,202,266,242,231,205,211,208,183,180,305
2020년12월_계_90~99세,373,84,23,37,27,28,18,33,36,22,14,51
2020년12월_계_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2020년12월_남_총인구수,"13,520","4,993",755,987,858,865,702,981,"1,053",639,538,"1,149"
2020년12월_남_연령구간인구수,"13,520","4,993",755,987,858,865,702,981,"1,053",639,538,"1,149"
2020년12월_남_0~9세,777,456,34,37,29,22,31,32,61,11,30,34
2020년12월_남_10~19세,"1,150",684,48,45,49,40,39,69,71,21,26,58
2020년12월_남_20~29세,"1,142",551,62,57,55,55,45,69,80,61,34,73
2020년12월_남_30~39세,966,445,42,59,71,67,49,52,48,42,34,57
2020년12월_남_40~49세,"1,882",857,78,142,117,93,72,108,113,80,77,145
2020년12월_남_50~59세,"2,454",815,165,176,151,165,148,184,222,121,91,216
2020년12월_남_60~69세,"2,454",617,154,228,165,239,140,235,217,125,104,230
2020년12월_남_70~79세,"1,708",382,110,150,143,112,103,147,166,105,88,202
2020년12월_남_80~89세,892,167,57,87,71,64,72,74,63,64,54,119
2020년12월_남_90~99세,95,19,5,6,7,8,3,11,12,9,0,15
2020년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"14,290","5,315",810,"1,036",872,895,724,997,"1,157",672,605,"1,207"
2020년12월_여_연령구간인구수,"14,290","5,315",810,"1,036",872,895,724,997,"1,157",672,605,"1,207"
2020년12월_여_0~9세,744,409,31,35,33,25,28,40,58,30,22,33
2020년12월_여_10~19세,"1,069",654,48,46,41,30,30,50,70,16,24,60
2020년12월_여_20~29세,934,479,42,49,35,48,35,54,51,39,44,58
2020년12월_여_30~39세,"1,035",564,56,46,39,45,52,46,75,35,32,45
2020년12월_여_40~49세,"1,442",793,66,66,74,48,42,75,98,47,43,90
2020년12월_여_50~59세,"2,051",719,110,160,109,152,104,177,190,83,66,181
2020년12월_여_60~69세,"2,378",699,145,172,164,179,140,199,209,129,109,233
2020년12월_여_70~79세,"2,476",581,144,249,184,179,144,197,234,157,124,283
2020년12월_여_80~89세,"1,855",347,145,179,171,167,133,137,145,119,126,186
2020년12월_여_90~99세,278,65,18,31,20,20,15,22,24,13,14,36
2020년12월_여_100세 이상,28,5,5,3,2,2,1,0,3,4,1,2
2021년01월_계_총인구수,"27,665","10,257","1,552","2,015","1,725","1,747","1,428","1,953","2,202","1,303","1,128","2,355"
2021년01월_계_연령구간인구수,"27,665","10,257","1,552","2,015","1,725","1,747","1,428","1,953","2,202","1,303","1,128","2,355"
2021년01월_계_0~9세,"1,496",852,61,69,63,47,60,68,116,39,52,69
2021년01월_계_10~19세,"2,202","1,325",94,95,86,69,70,117,142,35,49,120
2021년01월_계_20~29세,"2,059","1,035",100,105,91,100,83,117,128,99,75,126
2021년01월_계_30~39세,"1,970",996,102,101,110,110,101,93,121,72,63,101
2021년01월_계_40~49세,"3,289","1,625",136,205,187,138,117,187,209,129,120,236
2021년01월_계_50~59세,"4,483","1,532",276,338,262,318,247,349,411,201,153,396
2021년01월_계_60~69세,"4,843","1,325",298,400,329,413,275,437,433,256,212,465
2021년01월_계_70~79세,"4,172",957,254,397,328,291,251,343,394,264,212,481
2021년01월_계_80~89세,"2,744",520,203,265,240,231,205,206,208,180,177,309
2021년01월_계_90~99세,380,85,23,37,27,28,18,36,38,24,14,50
2021년01월_계_100세 이상,27,5,5,3,2,2,1,0,2,4,1,2
2021년01월_남_총인구수,"13,457","4,980",744,984,858,862,705,967,"1,050",637,529,"1,141"
2021년01월_남_연령구간인구수,"13,457","4,980",744,984,858,862,705,967,"1,050",637,529,"1,141"
2021년01월_남_0~9세,763,453,29,35,29,23,32,28,60,10,30,34
2021년01월_남_10~19세,"1,142",676,47,49,46,39,39,70,72,21,25,58
2021년01월_남_20~29세,"1,143",557,61,54,60,56,46,64,79,62,34,70
2021년01월_남_30~39세,957,447,43,57,69,67,49,49,51,38,31,56
2021년01월_남_40~49세,"1,864",846,75,142,114,91,73,111,108,82,77,145
2021년01월_남_50~59세,"2,435",813,162,176,152,164,146,176,223,119,88,216
2021년01월_남_60~69세,"2,462",622,155,228,167,235,141,237,220,126,104,227
2021년01월_남_70~79세,"1,709",378,111,152,143,115,104,146,162,105,89,204
2021년01월_남_80~89세,883,169,56,85,71,64,71,74,62,64,50,117
2021년01월_남_90~99세,99,19,5,6,7,8,4,12,13,10,1,14
2021년01월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"14,208","5,277",808,"1,031",867,885,723,986,"1,152",666,599,"1,214"
2021년01월_여_연령구간인구수,"14,208","5,277",808,"1,031",867,885,723,986,"1,152",666,599,"1,214"
2021년01월_여_0~9세,733,399,32,34,34,24,28,40,56,29,22,35
2021년01월_여_10~19세,"1,060",649,47,46,40,30,31,47,70,14,24,62
2021년01월_여_20~29세,916,478,39,51,31,44,37,53,49,37,41,56
2021년01월_여_30~39세,"1,013",549,59,44,41,43,52,44,70,34,32,45
2021년01월_여_40~49세,"1,425",779,61,63,73,47,44,76,101,47,43,91
2021년01월_여_50~59세,"2,048",719,114,162,110,154,101,173,188,82,65,180
2021년01월_여_60~69세,"2,381",703,143,172,162,178,134,200,213,130,108,238
2021년01월_여_70~79세,"2,463",579,143,245,185,176,147,197,232,159,123,277
2021년01월_여_80~89세,"1,861",351,147,180,169,167,134,132,146,116,127,192
2021년01월_여_90~99세,281,66,18,31,20,20,14,24,25,14,13,36
2021년01월_여_100세 이상,27,5,5,3,2,2,1,0,2,4,1,2
2021년02월_계_총인구수,"27,624","10,228","1,552","2,018","1,722","1,736","1,423","1,973","2,195","1,295","1,128","2,354"
2021년02월_계_연령구간인구수,"27,624","10,228","1,552","2,018","1,722","1,736","1,423","1,973","2,195","1,295","1,128","2,354"
2021년02월_계_0~9세,"1,479",842,61,67,62,47,56,74,115,36,53,66
2021년02월_계_10~19세,"2,212","1,324",96,100,87,68,73,119,141,35,48,121
2021년02월_계_20~29세,"2,043","1,039",97,105,89,95,79,116,127,98,74,124
2021년02월_계_30~39세,"1,946",973,102,100,109,109,104,94,121,69,63,102
2021년02월_계_40~49세,"3,277","1,617",137,205,185,136,119,189,208,125,122,234
2021년02월_계_50~59세,"4,480","1,527",273,338,263,315,245,356,412,199,153,399
2021년02월_계_60~69세,"4,864","1,338",304,402,331,411,274,439,432,259,209,465
2021년02월_계_70~79세,"4,164",954,255,394,329,290,252,339,386,262,216,487
2021년02월_계_80~89세,"2,753",525,198,268,238,234,203,210,214,183,176,304
2021년02월_계_90~99세,378,84,24,36,27,29,17,37,37,25,12,50
2021년02월_계_100세 이상,28,5,5,3,2,2,1,0,2,4,2,2
2021년02월_남_총인구수,"13,437","4,964",744,988,850,858,706,970,"1,051",632,530,"1,144"
2021년02월_남_연령구간인구수,"13,437","4,964",744,988,850,858,706,970,"1,051",632,530,"1,144"
2021년02월_남_0~9세,755,446,28,34,29,23,29,31,60,11,30,34
2021년02월_남_10~19세,"1,145",673,48,53,46,38,41,69,72,21,24,60
2021년02월_남_20~29세,"1,139",562,60,53,58,55,44,64,80,60,34,69
2021년02월_남_30~39세,943,436,43,56,66,66,53,48,50,38,30,57
2021년02월_남_40~49세,"1,854",842,76,144,112,89,75,110,108,77,78,143
2021년02월_남_50~59세,"2,427",801,157,178,150,165,145,179,225,119,89,219
2021년02월_남_60~69세,"2,478",637,161,228,168,230,139,237,219,128,102,229
2021년02월_남_70~79세,"1,711",378,112,149,143,119,106,145,159,103,91,206
2021년02월_남_80~89세,885,170,54,87,72,65,70,74,65,65,51,112
2021년02월_남_90~99세,100,19,5,6,6,8,4,13,13,10,1,15
2021년02월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"14,187","5,264",808,"1,030",872,878,717,"1,003","1,144",663,598,"1,210"
2021년02월_여_연령구간인구수,"14,187","5,264",808,"1,030",872,878,717,"1,003","1,144",663,598,"1,210"
2021년02월_여_0~9세,724,396,33,33,33,24,27,43,55,25,23,32
2021년02월_여_10~19세,"1,067",651,48,47,41,30,32,50,69,14,24,61
2021년02월_여_20~29세,904,477,37,52,31,40,35,52,47,38,40,55
2021년02월_여_30~39세,"1,003",537,59,44,43,43,51,46,71,31,33,45
2021년02월_여_40~49세,"1,423",775,61,61,73,47,44,79,100,48,44,91
2021년02월_여_50~59세,"2,053",726,116,160,113,150,100,177,187,80,64,180
2021년02월_여_60~69세,"2,386",701,143,174,163,181,135,202,213,131,107,236
2021년02월_여_70~79세,"2,453",576,143,245,186,171,146,194,227,159,125,281
2021년02월_여_80~89세,"1,868",355,144,181,166,169,133,136,149,118,125,192
2021년02월_여_90~99세,278,65,19,30,21,21,13,24,24,15,11,35
2021년02월_여_100세 이상,28,5,5,3,2,2,1,0,2,4,2,2
2021년03월_계_총인구수,"27,474","10,200","1,528","2,004","1,720","1,715","1,415","1,965","2,176","1,295","1,113","2,343"
2021년03월_계_연령구간인구수,"27,474","10,200","1,528","2,004","1,720","1,715","1,415","1,965","2,176","1,295","1,113","2,343"
2021년03월_계_0~9세,"1,450",836,60,61,66,42,55,67,112,36,51,64
2021년03월_계_10~19세,"2,191","1,307",92,104,85,68,72,118,139,34,49,123
2021년03월_계_20~29세,"2,021","1,039",96,102,86,93,73,116,128,97,71,120
2021년03월_계_30~39세,"1,918",974,94,97,111,102,100,92,118,68,62,100
2021년03월_계_40~49세,"3,248","1,606",135,209,181,137,119,186,205,124,120,226
2021년03월_계_50~59세,"4,465","1,536",270,327,267,311,243,356,396,205,154,400
2021년03월_계_60~69세,"4,893","1,344",301,409,330,412,274,444,442,259,206,472
2021년03월_계_70~79세,"4,132",944,255,391,326,288,255,335,380,259,215,484
2021년03월_계_80~89세,"2,761",527,198,267,240,232,205,215,218,184,170,305
2021년03월_계_90~99세,374,84,22,34,26,29,18,36,38,24,14,49
2021년03월_계_100세 이상,21,3,5,3,2,1,1,0,0,5,1,0
2021년03월_남_총인구수,"13,401","4,962",733,985,854,855,701,968,"1,049",631,523,"1,140"
2021년03월_남_연령구간인구수,"13,401","4,962",733,985,854,855,701,968,"1,049",631,523,"1,140"
2021년03월_남_0~9세,748,447,27,32,31,21,29,29,59,11,28,34
2021년03월_남_10~19세,"1,127",664,48,52,44,38,41,65,70,20,25,60
2021년03월_남_20~29세,"1,136",566,58,53,57,56,41,66,79,62,32,66
2021년03월_남_30~39세,937,437,40,57,67,63,50,48,51,37,31,56
2021년03월_남_40~49세,"1,843",836,73,143,112,90,78,109,110,76,76,140
2021년03월_남_50~59세,"2,417",806,155,175,152,165,141,177,217,120,90,219
2021년03월_남_60~69세,"2,504",645,162,233,167,230,139,241,225,129,99,234
2021년03월_남_70~79세,"1,698",372,112,148,144,118,107,145,157,101,90,204
2021년03월_남_80~89세,893,171,54,87,74,66,71,74,68,65,51,112
2021년03월_남_90~99세,97,18,4,5,6,8,4,14,13,9,1,15
2021년03월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0
2021년03월_여_총인구수,"14,073","5,238",795,"1,019",866,860,714,997,"1,127",664,590,"1,203"
2021년03월_여_연령구간인구수,"14,073","5,238",795,"1,019",866,860,714,997,"1,127",664,590,"1,203"
2021년03월_여_0~9세,702,389,33,29,35,21,26,38,53,25,23,30
2021년03월_여_10~19세,"1,064",643,44,52,41,30,31,53,69,14,24,63
2021년03월_여_20~29세,885,473,38,49,29,37,32,50,49,35,39,54
2021년03월_여_30~39세,981,537,54,40,44,39,50,44,67,31,31,44
2021년03월_여_40~49세,"1,405",770,62,66,69,47,41,77,95,48,44,86
2021년03월_여_50~59세,"2,048",730,115,152,115,146,102,179,179,85,64,181
2021년03월_여_60~69세,"2,389",699,139,176,163,182,135,203,217,130,107,238
2021년03월_여_70~79세,"2,434",572,143,243,182,170,148,190,223,158,125,280
2021년03월_여_80~89세,"1,868",356,144,180,166,166,134,141,150,119,119,193
2021년03월_여_90~99세,277,66,18,29,20,21,14,22,25,15,13,34
2021년03월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년04월_계_총인구수,"27,378","10,159","1,528","2,000","1,710","1,707","1,406","1,964","2,166","1,299","1,100","2,339"
2021년04월_계_연령구간인구수,"27,378","10,159","1,528","2,000","1,710","1,707","1,406","1,964","2,166","1,299","1,100","2,339"
2021년04월_계_0~9세,"1,413",817,57,59,62,42,54,62,108,36,50,66
2021년04월_계_10~19세,"2,177","1,294",92,104,82,68,72,120,139,36,49,121
2021년04월_계_20~29세,"2,018","1,045",100,102,89,89,69,111,129,96,68,120
2021년04월_계_30~39세,"1,889",958,93,99,104,104,102,90,115,65,59,100
2021년04월_계_40~49세,"3,230","1,596",137,208,182,136,119,184,200,126,116,226
2021년04월_계_50~59세,"4,442","1,543",266,325,267,304,240,358,392,203,152,392
2021년04월_계_60~69세,"4,924","1,346",306,406,328,415,275,455,445,265,208,475
2021년04월_계_70~79세,"4,123",945,253,389,328,289,249,334,378,259,212,487
2021년04월_계_80~89세,"2,768",529,198,272,240,230,206,214,220,183,172,304
2021년04월_계_90~99세,372,83,21,33,26,29,19,36,40,24,13,48
2021년04월_계_100세 이상,22,3,5,3,2,1,1,0,0,6,1,0
2021년04월_남_총인구수,"13,366","4,947",736,983,850,848,701,970,"1,038",635,519,"1,139"
2021년04월_남_연령구간인구수,"13,366","4,947",736,983,850,848,701,970,"1,038",635,519,"1,139"
2021년04월_남_0~9세,732,441,26,31,28,21,29,26,55,11,28,36
2021년04월_남_10~19세,"1,123",658,48,52,42,38,42,67,71,21,25,59
2021년04월_남_20~29세,"1,134",568,60,52,59,53,39,66,78,61,31,67
2021년04월_남_30~39세,921,433,40,57,63,63,50,46,48,36,30,55
2021년04월_남_40~49세,"1,829",829,73,141,113,89,78,108,106,77,75,140
2021년04월_남_50~59세,"2,408",809,154,176,152,160,141,177,215,120,89,215
2021년04월_남_60~69세,"2,526",645,164,232,168,232,141,248,228,133,99,236
2021년04월_남_70~79세,"1,699",375,112,147,144,119,106,144,157,101,88,206
2021년04월_남_80~89세,897,171,55,90,74,66,71,74,67,65,53,111
2021년04월_남_90~99세,96,18,4,5,7,7,4,14,13,9,1,14
2021년04월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0
2021년04월_여_총인구수,"14,012","5,212",792,"1,017",860,859,705,994,"1,128",664,581,"1,200"
2021년04월_여_연령구간인구수,"14,012","5,212",792,"1,017",860,859,705,994,"1,128",664,581,"1,200"
2021년04월_여_0~9세,681,376,31,28,34,21,25,36,53,25,22,30
2021년04월_여_10~19세,"1,054",636,44,52,40,30,30,53,68,15,24,62
2021년04월_여_20~29세,884,477,40,50,30,36,30,45,51,35,37,53
2021년04월_여_30~39세,968,525,53,42,41,41,52,44,67,29,29,45
2021년04월_여_40~49세,"1,401",767,64,67,69,47,41,76,94,49,41,86
2021년04월_여_50~59세,"2,034",734,112,149,115,144,99,181,177,83,63,177
2021년04월_여_60~69세,"2,398",701,142,174,160,183,134,207,217,132,109,239
2021년04월_여_70~79세,"2,424",570,141,242,184,170,143,190,221,158,124,281
2021년04월_여_80~89세,"1,871",358,143,182,166,164,135,140,153,118,119,193
2021년04월_여_90~99세,276,65,17,28,19,22,15,22,27,15,12,34
2021년04월_여_100세 이상,21,3,5,3,2,1,1,0,0,5,1,0
2021년05월_계_총인구수,"27,321","10,135","1,521","2,002","1,703","1,720","1,406","1,960","2,159","1,285","1,095","2,335"
2021년05월_계_연령구간인구수,"27,321","10,135","1,521","2,002","1,703","1,720","1,406","1,960","2,159","1,285","1,095","2,335"
2021년05월_계_0~9세,"1,395",812,54,59,59,44,52,62,103,36,49,65
2021년05월_계_10~19세,"2,161","1,286",89,102,85,71,72,117,142,36,47,114
2021년05월_계_20~29세,"2,027","1,051",101,102,86,89,69,113,130,91,69,126
2021년05월_계_30~39세,"1,873",948,93,99,104,106,99,89,113,65,60,97
2021년05월_계_40~49세,"3,208","1,590",134,209,182,140,117,178,197,123,114,224
2021년05월_계_50~59세,"4,415","1,539",261,323,264,300,236,358,389,199,151,395
2021년05월_계_60~69세,"4,940","1,344",305,404,325,423,284,458,450,266,207,474
2021년05월_계_70~79세,"4,117",940,259,392,329,289,250,332,375,254,212,485
2021년05월_계_80~89세,"2,783",539,199,276,239,227,206,216,220,184,171,306
2021년05월_계_90~99세,381,83,21,33,28,30,20,37,40,26,14,49
2021년05월_계_100세 이상,21,3,5,3,2,1,1,0,0,5,1,0
2021년05월_남_총인구수,"13,356","4,942",733,983,850,853,703,969,"1,040",628,517,"1,138"
2021년05월_남_연령구간인구수,"13,356","4,942",733,983,850,853,703,969,"1,040",628,517,"1,138"
2021년05월_남_0~9세,727,440,25,31,27,23,28,26,53,11,28,35
2021년05월_남_10~19세,"1,114",654,46,51,44,39,42,66,72,21,23,56
2021년05월_남_20~29세,"1,141",576,60,53,57,54,39,65,79,57,31,70
2021년05월_남_30~39세,912,428,40,56,62,62,49,46,49,35,32,53
2021년05월_남_40~49세,"1,815",821,73,141,115,91,76,105,105,75,72,141
2021년05월_남_50~59세,"2,399",810,150,176,151,156,141,179,214,118,89,215
2021년05월_남_60~69세,"2,541",646,163,232,169,238,145,249,230,134,100,235
2021년05월_남_70~79세,"1,702",373,117,149,144,119,108,144,154,102,87,205
2021년05월_남_80~89세,906,176,55,89,74,64,71,75,71,64,54,113
2021년05월_남_90~99세,98,18,4,5,7,7,4,14,13,10,1,15
2021년05월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0
