카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년06월_여_연령구간인구수,"922,720","114,402","137,823","140,751","56,806","72,827","22,614","14,504","13,303","33,122","21,084","31,657","19,589","18,062","35,196","26,374","40,680","16,179","26,810","21,953","24,946","15,489","18,549"
2020년06월_여_0~9세,"66,502","9,506","10,628","11,573","4,944","6,828","1,169",560,602,"1,325",880,"1,762",999,927,"2,092","1,909","3,470",692,"1,865","1,462","1,589",911,809
2020년06월_여_10~19세,"81,599","12,292","12,886","14,673","4,548","7,795","1,454",977,902,"1,873","1,309","2,805","1,375","1,252","2,584","2,134","4,282",982,"2,049","1,565","1,786","1,088",988
2020년06월_여_20~29세,"88,877","12,685","14,711","17,019","5,722","8,514","1,945","1,101",946,"1,795","1,340","3,100","1,373","1,267","2,462","2,160","3,832","1,072","2,232","1,800","1,562","1,032","1,207"
2020년06월_여_30~39세,"89,998","13,291","14,656","16,248","7,013","8,876","1,736",811,809,"1,749","1,231","2,385","1,375","1,266","2,552","2,281","4,522","1,008","2,385","1,804","1,894","1,034","1,072"
2020년06월_여_40~49세,"121,814","18,487","20,049","22,164","7,102","11,894","2,216","1,385","1,367","2,679","1,857","4,062","1,900","1,697","3,558","3,104","5,955","1,459","2,868","2,418","2,601","1,509","1,483"
2020년06월_여_50~59세,"146,527","18,297","23,307","24,290","7,839","13,013","3,639","2,220","2,103","4,712","3,017","5,115","2,940","2,678","5,330","4,024","5,604","2,351","3,962","3,262","3,714","2,284","2,826"
2020년06월_여_60~69세,"131,708","14,788","20,018","16,343","7,707","7,649","3,869","2,351","2,322","6,324","3,765","4,360","3,239","3,057","6,117","3,885","5,258","2,821","4,185","3,405","4,232","2,559","3,454"
2020년06월_여_70~79세,"108,382","9,689","13,202","10,392","6,526","4,483","3,532","2,507","2,300","6,530","3,865","4,397","3,202","3,031","5,700","3,707","4,351","3,038","4,088","3,352","4,162","2,762","3,566"
2020년06월_여_80~89세,"74,164","4,567","6,998","6,754","4,588","3,159","2,564","2,181","1,661","5,144","3,240","3,149","2,680","2,469","4,118","2,740","2,894","2,368","2,707","2,481","2,940","2,005","2,757"
2020년06월_여_90~99세,"12,431",739,"1,279","1,241",769,599,462,402,273,950,546,489,487,392,639,405,480,365,438,367,446,287,376
2020년06월_여_100세 이상,718,61,89,54,48,17,28,9,18,41,34,33,19,26,44,25,32,23,31,37,20,18,11
2020년07월_계_총인구수,"1,853,339","228,198","280,925","281,366","114,369","151,662","46,040","28,254","25,766","64,273","40,826","62,662","37,998","34,858","69,399","54,223","81,522","32,307","53,440","45,126","50,210","30,425","39,490"
2020년07월_계_연령구간인구수,"1,853,339","228,198","280,925","281,366","114,369","151,662","46,040","28,254","25,766","64,273","40,826","62,662","37,998","34,858","69,399","54,223","81,522","32,307","53,440","45,126","50,210","30,425","39,490"
2020년07월_계_0~9세,"135,149","19,490","21,518","23,809","10,113","13,781","2,325","1,124","1,180","2,648","1,830","3,581","2,055","1,854","4,202","3,800","7,004","1,438","3,815","2,920","3,258","1,744","1,660"
2020년07월_계_10~19세,"169,577","25,200","26,816","30,728","9,355","16,185","3,047","2,027","1,914","3,965","2,652","5,833","2,892","2,572","5,374","4,579","8,790","2,088","4,271","3,313","3,682","2,246","2,048"
2020년07월_계_20~29세,"200,245","27,507","33,759","37,242","12,146","20,239","4,818","2,382","2,000","4,262","3,036","6,761","3,095","2,882","5,591","5,036","8,290","2,544","5,045","4,508","3,789","2,401","2,912"
2020년07월_계_30~39세,"189,273","27,265","31,580","33,246","14,545","18,895","3,687","1,771","1,715","3,797","2,624","4,848","2,888","2,551","5,288","5,062","9,256","2,182","4,945","3,823","4,159","2,275","2,871"
2020년07월_계_40~49세,"262,157","38,187","42,411","43,778","16,251","24,104","5,251","3,131","2,994","6,450","4,271","8,494","4,234","3,832","8,192","7,618","12,688","3,562","6,669","5,708","6,328","3,575","4,429"
2020년07월_계_50~59세,"314,722","36,735","48,586","49,147","17,231","28,812","8,138","4,923","4,648","10,466","6,770","11,312","6,379","5,750","11,778","9,385","12,447","5,592","8,678","7,575","8,184","5,032","7,154"
2020년07월_계_60~69세,"265,419","28,394","39,911","33,008","15,676","16,259","8,035","4,889","4,553","12,521","7,531","9,122","6,457","6,084","12,112","7,883","10,482","5,817","8,369","7,101","8,465","5,165","7,585"
2020년07월_계_70~79세,"192,186","17,481","24,163","18,804","11,527","8,027","6,331","4,324","3,913","11,440","6,686","7,488","5,500","5,281","10,091","6,336","7,815","5,216","7,137","5,982","7,427","4,778","6,439"
2020년07월_계_80~89세,"108,178","6,916","10,496","9,994","6,491","4,606","3,782","3,169","2,471","7,468","4,696","4,561","3,865","3,533","5,940","3,979","4,139","3,368","3,931","3,670","4,348","2,838","3,917"
2020년07월_계_90~99세,"15,591",944,"1,580","1,545",975,732,595,502,358,"1,208",691,629,609,489,786,511,575,474,546,484,545,354,459
2020년07월_계_100세 이상,842,79,105,65,59,22,31,12,20,48,39,33,24,30,45,34,36,26,34,42,25,17,16
2020년07월_남_총인구수,"931,280","113,775","143,194","140,466","57,573","79,014","23,422","13,808","12,518","31,213","19,828","30,996","18,471","16,828","34,243","27,869","40,886","16,154","26,646","23,172","25,263","14,946","20,995"
2020년07월_남_연령구간인구수,"931,280","113,775","143,194","140,466","57,573","79,014","23,422","13,808","12,518","31,213","19,828","30,996","18,471","16,828","34,243","27,869","40,886","16,154","26,646","23,172","25,263","14,946","20,995"
2020년07월_남_0~9세,"68,920","10,018","10,923","12,255","5,175","6,993","1,163",574,589,"1,326",959,"1,816","1,059",924,"2,121","1,911","3,581",749,"1,942","1,466","1,684",835,857
2020년07월_남_10~19세,"88,092","12,922","13,985","16,067","4,811","8,377","1,586","1,063","1,013","2,097","1,351","3,046","1,519","1,329","2,789","2,444","4,495","1,106","2,226","1,754","1,890","1,164","1,058"
2020년07월_남_20~29세,"111,599","14,822","19,061","20,234","6,417","11,762","2,884","1,292","1,065","2,491","1,705","3,656","1,739","1,607","3,146","2,873","4,469","1,494","2,825","2,719","2,229","1,380","1,729"
2020년07월_남_30~39세,"99,666","14,047","16,994","16,975","7,570","10,115","1,949",959,915,"2,074","1,405","2,473","1,529","1,301","2,742","2,790","4,742","1,173","2,550","2,028","2,282","1,240","1,813"
2020년07월_남_40~49세,"140,422","19,674","22,368","21,602","9,124","12,264","3,047","1,756","1,643","3,767","2,423","4,431","2,345","2,139","4,644","4,512","6,755","2,117","3,800","3,288","3,715","2,061","2,947"
2020년07월_남_50~59세,"168,457","18,449","25,341","24,855","9,410","15,816","4,504","2,718","2,568","5,773","3,782","6,189","3,449","3,094","6,464","5,360","6,813","3,241","4,746","4,294","4,503","2,756","4,332"
2020년07월_남_60~69세,"133,396","13,545","19,802","16,558","7,958","8,569","4,150","2,546","2,223","6,204","3,759","4,757","3,231","3,022","6,001","3,991","5,242","2,994","4,195","3,702","4,197","2,603","4,147"
2020년07월_남_70~79세,"83,590","7,758","10,923","8,371","4,987","3,535","2,799","1,813","1,620","4,900","2,822","3,075","2,297","2,248","4,358","2,642","3,449","2,169","3,046","2,618","3,270","2,021","2,869"
2020년07월_남_80~89세,"33,921","2,329","3,493","3,231","1,906","1,446","1,208",985,804,"2,318","1,473","1,407","1,184","1,069","1,825","1,235","1,240","1,001","1,214","1,182","1,394",821,"1,156"
2020년07월_남_90~99세,"3,100",195,289,310,205,132,129,99,76,256,143,144,115,91,152,104,96,107,98,116,96,65,82
2020년07월_남_100세 이상,117,16,15,8,10,5,3,3,2,7,6,2,4,4,1,7,4,3,4,5,3,0,5
2020년07월_여_총인구수,"922,059","114,423","137,731","140,900","56,796","72,648","22,618","14,446","13,248","33,060","20,998","31,666","19,527","18,030","35,156","26,354","40,636","16,153","26,794","21,954","24,947","15,479","18,495"
2020년07월_여_연령구간인구수,"922,059","114,423","137,731","140,900","56,796","72,648","22,618","14,446","13,248","33,060","20,998","31,666","19,527","18,030","35,156","26,354","40,636","16,153","26,794","21,954","24,947","15,479","18,495"
2020년07월_여_0~9세,"66,229","9,472","10,595","11,554","4,938","6,788","1,162",550,591,"1,322",871,"1,765",996,930,"2,081","1,889","3,423",689,"1,873","1,454","1,574",909,803
2020년07월_여_10~19세,"81,485","12,278","12,831","14,661","4,544","7,808","1,461",964,901,"1,868","1,301","2,787","1,373","1,243","2,585","2,135","4,295",982,"2,045","1,559","1,792","1,082",990
2020년07월_여_20~29세,"88,646","12,685","14,698","17,008","5,729","8,477","1,934","1,090",935,"1,771","1,331","3,105","1,356","1,275","2,445","2,163","3,821","1,050","2,220","1,789","1,560","1,021","1,183"
2020년07월_여_30~39세,"89,607","13,218","14,586","16,271","6,975","8,780","1,738",812,800,"1,723","1,219","2,375","1,359","1,250","2,546","2,272","4,514","1,009","2,395","1,795","1,877","1,035","1,058"
2020년07월_여_40~49세,"121,735","18,513","20,043","22,176","7,127","11,840","2,204","1,375","1,351","2,683","1,848","4,063","1,889","1,693","3,548","3,106","5,933","1,445","2,869","2,420","2,613","1,514","1,482"
2020년07월_여_50~59세,"146,265","18,286","23,245","24,292","7,821","12,996","3,634","2,205","2,080","4,693","2,988","5,123","2,930","2,656","5,314","4,025","5,634","2,351","3,932","3,281","3,681","2,276","2,822"
2020년07월_여_60~69세,"132,023","14,849","20,109","16,450","7,718","7,690","3,885","2,343","2,330","6,317","3,772","4,365","3,226","3,062","6,111","3,892","5,240","2,823","4,174","3,399","4,268","2,562","3,438"
2020년07월_여_70~79세,"108,596","9,723","13,240","10,433","6,540","4,492","3,532","2,511","2,293","6,540","3,864","4,413","3,203","3,033","5,733","3,694","4,366","3,047","4,091","3,364","4,157","2,757","3,570"
2020년07월_여_80~89세,"74,257","4,587","7,003","6,763","4,585","3,160","2,574","2,184","1,667","5,150","3,223","3,154","2,681","2,464","4,115","2,744","2,899","2,367","2,717","2,488","2,954","2,017","2,761"
2020년07월_여_90~99세,"12,491",749,"1,291","1,235",770,600,466,403,282,952,548,485,494,398,634,407,479,367,448,368,449,289,377
2020년07월_여_100세 이상,725,63,90,57,49,17,28,9,18,41,33,31,20,26,44,27,32,23,30,37,22,17,11
2020년08월_계_총인구수,"1,851,985","226,875","280,603","281,999","114,392","151,122","45,980","28,226","25,696","64,198","40,754","62,649","37,909","34,809","69,274","54,045","83,006","32,238","53,365","44,921","50,153","30,385","39,386"
2020년08월_계_연령구간인구수,"1,851,985","226,875","280,603","281,999","114,392","151,122","45,980","28,226","25,696","64,198","40,754","62,649","37,909","34,809","69,274","54,045","83,006","32,238","53,365","44,921","50,153","30,385","39,386"
2020년08월_계_0~9세,"134,604","19,151","21,426","23,778","10,084","13,681","2,322","1,117","1,173","2,640","1,821","3,564","2,042","1,826","4,174","3,724","7,329","1,439","3,820","2,878","3,240","1,735","1,640"
2020년08월_계_10~19세,"168,964","24,985","26,732","30,641","9,351","16,091","3,030","2,003","1,887","3,953","2,638","5,805","2,869","2,548","5,348","4,540","8,968","2,069","4,249","3,306","3,679","2,229","2,043"
2020년08월_계_20~29세,"199,787","27,384","33,651","37,350","12,141","20,072","4,768","2,389","1,988","4,238","3,005","6,760","3,076","2,907","5,579","5,017","8,407","2,534","5,023","4,418","3,794","2,395","2,891"
2020년08월_계_30~39세,"188,450","26,823","31,399","33,405","14,495","18,733","3,671","1,758","1,693","3,767","2,599","4,815","2,847","2,533","5,244","5,007","9,567","2,182","4,920","3,802","4,112","2,255","2,823"
2020년08월_계_40~49세,"261,788","38,013","42,348","43,846","16,263","23,941","5,230","3,124","2,977","6,436","4,249","8,462","4,230","3,816","8,166","7,566","13,002","3,525","6,660","5,654","6,305","3,575","4,400"
2020년08월_계_50~59세,"314,234","36,581","48,457","49,179","17,201","28,815","8,123","4,913","4,627","10,403","6,756","11,300","6,338","5,732","11,735","9,405","12,574","5,576","8,649","7,548","8,177","5,005","7,140"
2020년08월_계_60~69세,"266,839","28,491","40,130","33,311","15,782","16,385","8,075","4,916","4,586","12,556","7,549","9,185","6,506","6,110","12,157","7,909","10,562","5,840","8,385","7,137","8,467","5,191","7,609"
2020년08월_계_70~79세,"192,281","17,485","24,250","18,849","11,518","8,035","6,328","4,320","3,904","11,464","6,677","7,508","5,495","5,261","10,070","6,347","7,838","5,191","7,142","5,965","7,442","4,768","6,424"
2020년08월_계_80~89세,"108,471","6,928","10,526","10,022","6,514","4,617","3,806","3,160","2,474","7,477","4,715","4,587","3,872","3,551","5,962","3,978","4,142","3,374","3,936","3,680","4,362","2,855","3,933"
2020년08월_계_90~99세,"15,726",955,"1,580","1,554",985,730,595,511,367,"1,216",707,631,610,496,794,518,581,481,547,491,551,360,466
2020년08월_계_100세 이상,841,79,104,64,58,22,32,15,20,48,38,32,24,29,45,34,36,27,34,42,24,17,17
2020년08월_남_총인구수,"930,466","113,053","143,046","140,794","57,546","78,726","23,373","13,779","12,476","31,179","19,796","30,993","18,426","16,794","34,182","27,777","41,659","16,130","26,601","23,049","25,208","14,912","20,967"
2020년08월_남_연령구간인구수,"930,466","113,053","143,046","140,794","57,546","78,726","23,373","13,779","12,476","31,179","19,796","30,993","18,426","16,794","34,182","27,777","41,659","16,130","26,601","23,049","25,208","14,912","20,967"
2020년08월_남_0~9세,"68,615","9,833","10,877","12,222","5,153","6,949","1,160",569,586,"1,316",958,"1,815","1,051",905,"2,100","1,867","3,756",754,"1,949","1,448","1,672",827,848
2020년08월_남_10~19세,"87,798","12,822","13,941","16,017","4,822","8,337","1,579","1,047",994,"2,098","1,342","3,029","1,514","1,318","2,780","2,421","4,586","1,094","2,214","1,744","1,889","1,157","1,053"
2020년08월_남_20~29세,"111,275","14,752","19,008","20,277","6,400","11,637","2,850","1,300","1,066","2,486","1,698","3,658","1,727","1,617","3,138","2,875","4,531","1,490","2,801","2,649","2,220","1,370","1,725"
2020년08월_남_30~39세,"99,247","13,828","16,914","17,137","7,542","10,014","1,936",941,897,"2,058","1,388","2,443","1,502","1,289","2,717","2,742","4,895","1,173","2,533","2,029","2,252","1,227","1,790"
2020년08월_남_40~49세,"140,129","19,575","22,341","21,615","9,109","12,196","3,033","1,746","1,632","3,756","2,414","4,417","2,347","2,129","4,620","4,486","6,910","2,084","3,790","3,245","3,691","2,061","2,932"
2020년08월_남_50~59세,"168,204","18,364","25,266","24,844","9,384","15,835","4,495","2,710","2,552","5,746","3,763","6,174","3,426","3,081","6,449","5,375","6,888","3,241","4,737","4,291","4,504","2,746","4,333"
2020년08월_남_60~69세,"134,178","13,586","19,919","16,713","8,008","8,626","4,165","2,566","2,247","6,221","3,781","4,790","3,253","3,034","6,035","4,016","5,275","3,013","4,213","3,725","4,209","2,615","4,168"
2020년08월_남_70~79세,"83,776","7,756","10,979","8,408","4,986","3,551","2,803","1,814","1,622","4,905","2,821","3,105","2,301","2,247","4,355","2,650","3,475","2,170","3,047","2,616","3,278","2,017","2,870"
2020년08월_남_80~89세,"34,001","2,321","3,500","3,245","1,926","1,446","1,221",982,802,"2,326","1,476","1,417","1,183","1,076","1,833","1,233","1,243",999,"1,213","1,180","1,392",827,"1,160"
2020년08월_남_90~99세,"3,128",200,286,308,207,130,128,101,76,260,149,143,118,94,154,105,96,109,101,117,98,65,83
2020년08월_남_100세 이상,115,16,15,8,9,5,3,3,2,7,6,2,4,4,1,7,4,3,3,5,3,0,5
2020년08월_여_총인구수,"921,519","113,822","137,557","141,205","56,846","72,396","22,607","14,447","13,220","33,019","20,958","31,656","19,483","18,015","35,092","26,268","41,347","16,108","26,764","21,872","24,945","15,473","18,419"
2020년08월_여_연령구간인구수,"921,519","113,822","137,557","141,205","56,846","72,396","22,607","14,447","13,220","33,019","20,958","31,656","19,483","18,015","35,092","26,268","41,347","16,108","26,764","21,872","24,945","15,473","18,419"
2020년08월_여_0~9세,"65,989","9,318","10,549","11,556","4,931","6,732","1,162",548,587,"1,324",863,"1,749",991,921,"2,074","1,857","3,573",685,"1,871","1,430","1,568",908,792
2020년08월_여_10~19세,"81,166","12,163","12,791","14,624","4,529","7,754","1,451",956,893,"1,855","1,296","2,776","1,355","1,230","2,568","2,119","4,382",975,"2,035","1,562","1,790","1,072",990
2020년08월_여_20~29세,"88,512","12,632","14,643","17,073","5,741","8,435","1,918","1,089",922,"1,752","1,307","3,102","1,349","1,290","2,441","2,142","3,876","1,044","2,222","1,769","1,574","1,025","1,166"
2020년08월_여_30~39세,"89,203","12,995","14,485","16,268","6,953","8,719","1,735",817,796,"1,709","1,211","2,372","1,345","1,244","2,527","2,265","4,672","1,009","2,387","1,773","1,860","1,028","1,033"
2020년08월_여_40~49세,"121,659","18,438","20,007","22,231","7,154","11,745","2,197","1,378","1,345","2,680","1,835","4,045","1,883","1,687","3,546","3,080","6,092","1,441","2,870","2,409","2,614","1,514","1,468"
2020년08월_여_50~59세,"146,030","18,217","23,191","24,335","7,817","12,980","3,628","2,203","2,075","4,657","2,993","5,126","2,912","2,651","5,286","4,030","5,686","2,335","3,912","3,257","3,673","2,259","2,807"
2020년08월_여_60~69세,"132,661","14,905","20,211","16,598","7,774","7,759","3,910","2,350","2,339","6,335","3,768","4,395","3,253","3,076","6,122","3,893","5,287","2,827","4,172","3,412","4,258","2,576","3,441"
2020년08월_여_70~79세,"108,505","9,729","13,271","10,441","6,532","4,484","3,525","2,506","2,282","6,559","3,856","4,403","3,194","3,014","5,715","3,697","4,363","3,021","4,095","3,349","4,164","2,751","3,554"
2020년08월_여_80~89세,"74,470","4,607","7,026","6,777","4,588","3,171","2,585","2,178","1,672","5,151","3,239","3,170","2,689","2,475","4,129","2,745","2,899","2,375","2,723","2,500","2,970","2,028","2,773"
2020년08월_여_90~99세,"12,598",755,"1,294","1,246",778,600,467,410,291,956,558,488,492,402,640,413,485,372,446,374,453,295,383
2020년08월_여_100세 이상,726,63,89,56,49,17,29,12,18,41,32,30,20,25,44,27,32,24,31,37,21,17,12
2020년09월_계_총인구수,"1,851,124","225,684","280,545","282,200","114,522","150,848","45,938","28,173","25,650","64,085","40,689","62,655","37,839","34,749","69,153","53,998","84,433","32,209","53,308","44,810","50,065","30,300","39,271"
2020년09월_계_연령구간인구수,"1,851,124","225,684","280,545","282,200","114,522","150,848","45,938","28,173","25,650","64,085","40,689","62,655","37,839","34,749","69,153","53,998","84,433","32,209","53,308","44,810","50,065","30,300","39,271"
2020년09월_계_0~9세,"134,046","18,822","21,322","23,719","10,074","13,607","2,331","1,115","1,168","2,624","1,802","3,561","2,034","1,809","4,146","3,680","7,583","1,428","3,814","2,853","3,213","1,715","1,626"
2020년09월_계_10~19세,"168,465","24,837","26,635","30,532","9,338","16,048","3,004","1,983","1,871","3,936","2,631","5,751","2,850","2,539","5,326","4,532","9,101","2,069","4,232","3,308","3,669","2,224","2,049"
2020년09월_계_20~29세,"199,529","27,261","33,632","37,491","12,152","19,914","4,746","2,374","1,971","4,198","2,992","6,777","3,079","2,895","5,558","5,026","8,575","2,512","5,007","4,367","3,770","2,393","2,839"
2020년09월_계_30~39세,"187,746","26,401","31,269","33,375","14,516","18,636","3,644","1,745","1,685","3,746","2,576","4,813","2,830","2,510","5,221","4,946","9,904","2,173","4,904","3,747","4,086","2,229","2,790"
2020년09월_계_40~49세,"261,304","37,784","42,315","43,749","16,272","23,900","5,211","3,110","2,948","6,397","4,234","8,427","4,199","3,809","8,122","7,553","13,258","3,517","6,635","5,644","6,290","3,542","4,388"
2020년09월_계_50~59세,"313,776","36,435","48,466","49,187","17,196","28,811","8,095","4,899","4,624","10,330","6,717","11,288","6,314","5,703","11,694","9,399","12,688","5,557","8,613","7,541","8,129","4,991","7,099"
2020년09월_계_60~69세,"268,263","28,602","40,336","33,581","15,852","16,485","8,129","4,941","4,614","12,613","7,594","9,253","6,527","6,136","12,211","7,958","10,651","5,857","8,401","7,176","8,527","5,197","7,622"
2020년09월_계_70~79세,"192,361","17,508","24,303","18,891","11,511","8,066","6,329","4,306","3,897","11,482","6,668","7,497","5,482","5,250","10,062","6,338","7,885","5,182","7,156","5,942","7,428","4,763","6,415"
2020년09월_계_80~89세,"108,835","6,993","10,571","10,033","6,557","4,622","3,815","3,169","2,478","7,477","4,720","4,612","3,889","3,555","5,955","4,006","4,159","3,396","3,961","3,693","4,366","2,864","3,944"
2020년09월_계_90~99세,"15,946",961,"1,590","1,579",995,736,601,517,372,"1,232",716,643,611,514,812,526,593,490,550,498,562,365,483
2020년09월_계_100세 이상,853,80,106,63,59,23,33,14,22,50,39,33,24,29,46,34,36,28,35,41,25,17,16
2020년09월_남_총인구수,"930,076","112,457","143,064","140,876","57,632","78,570","23,350","13,752","12,454","31,117","19,791","30,975","18,372","16,773","34,137","27,750","42,377","16,116","26,573","22,969","25,165","14,889","20,917"
2020년09월_남_연령구간인구수,"930,076","112,457","143,064","140,876","57,632","78,570","23,350","13,752","12,454","31,117","19,791","30,975","18,372","16,773","34,137","27,750","42,377","16,116","26,573","22,969","25,165","14,889","20,917"
2020년09월_남_0~9세,"68,306","9,653","10,817","12,177","5,150","6,912","1,170",569,576,"1,302",951,"1,804","1,046",901,"2,091","1,843","3,897",748,"1,947","1,432","1,665",813,842
2020년09월_남_10~19세,"87,514","12,736","13,886","15,980","4,823","8,303","1,567","1,038",994,"2,091","1,343","2,990","1,497","1,304","2,765","2,414","4,646","1,093","2,201","1,746","1,888","1,156","1,053"
2020년09월_남_20~29세,"111,213","14,730","19,035","20,326","6,410","11,560","2,834","1,293","1,054","2,469","1,691","3,669","1,730","1,619","3,126","2,892","4,601","1,483","2,800","2,611","2,199","1,373","1,708"
2020년09월_남_30~39세,"98,842","13,612","16,816","17,135","7,569","9,973","1,914",934,896,"2,043","1,378","2,436","1,486","1,284","2,716","2,700","5,061","1,163","2,523","1,998","2,233","1,214","1,758"
2020년09월_남_40~49세,"139,855","19,462","22,348","21,555","9,098","12,183","3,025","1,741","1,608","3,731","2,413","4,404","2,328","2,124","4,589","4,480","7,026","2,079","3,761","3,237","3,687","2,046","2,930"
2020년09월_남_50~59세,"168,110","18,291","25,311","24,856","9,391","15,817","4,491","2,703","2,549","5,714","3,759","6,172","3,417","3,066","6,428","5,375","6,957","3,241","4,738","4,284","4,488","2,745","4,317"
2020년09월_남_60~69세,"134,880","13,639","20,019","16,833","8,030","8,676","4,183","2,572","2,267","6,252","3,796","4,825","3,262","3,052","6,071","4,043","5,328","3,021","4,215","3,753","4,240","2,623","4,180"
2020년09월_남_70~79세,"83,919","7,759","11,013","8,437","4,988","3,568","2,810","1,807","1,627","4,926","2,823","3,104","2,300","2,242","4,355","2,655","3,510","2,172","3,064","2,606","3,268","2,015","2,870"
2020년09월_남_80~89세,"34,151","2,360","3,519","3,252","1,951","1,445","1,222",990,802,"2,316","1,480","1,423","1,187","1,078","1,837","1,239","1,251","1,003","1,218","1,180","1,393",837,"1,168"
2020년09월_남_90~99세,"3,170",199,284,317,213,128,131,102,79,266,151,146,115,99,158,102,96,110,103,117,101,67,86
2020년09월_남_100세 이상,116,16,16,8,9,5,3,3,2,7,6,2,4,4,1,7,4,3,3,5,3,0,5
2020년09월_여_총인구수,"921,048","113,227","137,481","141,324","56,890","72,278","22,588","14,421","13,196","32,968","20,898","31,680","19,467","17,976","35,016","26,248","42,056","16,093","26,735","21,841","24,900","15,411","18,354"
2020년09월_여_연령구간인구수,"921,048","113,227","137,481","141,324","56,890","72,278","22,588","14,421","13,196","32,968","20,898","31,680","19,467","17,976","35,016","26,248","42,056","16,093","26,735","21,841","24,900","15,411","18,354"
2020년09월_여_0~9세,"65,740","9,169","10,505","11,542","4,924","6,695","1,161",546,592,"1,322",851,"1,757",988,908,"2,055","1,837","3,686",680,"1,867","1,421","1,548",902,784
2020년09월_여_10~19세,"80,951","12,101","12,749","14,552","4,515","7,745","1,437",945,877,"1,845","1,288","2,761","1,353","1,235","2,561","2,118","4,455",976,"2,031","1,562","1,781","1,068",996
2020년09월_여_20~29세,"88,316","12,531","14,597","17,165","5,742","8,354","1,912","1,081",917,"1,729","1,301","3,108","1,349","1,276","2,432","2,134","3,974","1,029","2,207","1,756","1,571","1,020","1,131"
2020년09월_여_30~39세,"88,904","12,789","14,453","16,240","6,947","8,663","1,730",811,789,"1,703","1,198","2,377","1,344","1,226","2,505","2,246","4,843","1,010","2,381","1,749","1,853","1,015","1,032"
2020년09월_여_40~49세,"121,449","18,322","19,967","22,194","7,174","11,717","2,186","1,369","1,340","2,666","1,821","4,023","1,871","1,685","3,533","3,073","6,232","1,438","2,874","2,407","2,603","1,496","1,458"
2020년09월_여_50~59세,"145,666","18,144","23,155","24,331","7,805","12,994","3,604","2,196","2,075","4,616","2,958","5,116","2,897","2,637","5,266","4,024","5,731","2,316","3,875","3,257","3,641","2,246","2,782"
2020년09월_여_60~69세,"133,383","14,963","20,317","16,748","7,822","7,809","3,946","2,369","2,347","6,361","3,798","4,428","3,265","3,084","6,140","3,915","5,323","2,836","4,186","3,423","4,287","2,574","3,442"
2020년09월_여_70~79세,"108,442","9,749","13,290","10,454","6,523","4,498","3,519","2,499","2,270","6,556","3,845","4,393","3,182","3,008","5,707","3,683","4,375","3,010","4,092","3,336","4,160","2,748","3,545"
2020년09월_여_80~89세,"74,684","4,633","7,052","6,781","4,606","3,177","2,593","2,179","1,676","5,161","3,240","3,189","2,702","2,477","4,118","2,767","2,908","2,393","2,743","2,513","2,973","2,027","2,776"
2020년09월_여_90~99세,"12,776",762,"1,306","1,262",782,608,470,415,293,966,565,497,496,415,654,424,497,380,447,381,461,298,397
2020년09월_여_100세 이상,737,64,90,55,50,18,30,11,20,43,33,31,20,25,45,27,32,25,32,36,22,17,11
2020년10월_계_총인구수,"1,850,680","225,278","280,584","282,676","114,931","150,461","45,903","28,106","25,578","64,038","40,611","62,562","37,823","34,724","69,118","53,869","84,944","32,192","53,226","44,620","50,042","30,233","39,161"
2020년10월_계_연령구간인구수,"1,850,680","225,278","280,584","282,676","114,931","150,461","45,903","28,106","25,578","64,038","40,611","62,562","37,823","34,724","69,118","53,869","84,944","32,192","53,226","44,620","50,042","30,233","39,161"
2020년10월_계_0~9세,"133,324","18,668","21,183","23,663","10,074","13,500","2,335","1,101","1,156","2,622","1,785","3,527","2,031","1,801","4,118","3,635","7,626","1,408","3,793","2,817","3,195","1,695","1,591"
2020년10월_계_10~19세,"168,025","24,721","26,557","30,460","9,392","15,995","2,988","1,963","1,845","3,916","2,614","5,721","2,834","2,541","5,319","4,496","9,160","2,074","4,195","3,313","3,667","2,208","2,046"
2020년10월_계_20~29세,"199,789","27,238","33,758","37,656","12,212","19,819","4,747","2,372","1,958","4,176","2,985","6,788","3,096","2,895","5,556","5,060","8,678","2,518","5,009","4,300","3,766","2,385","2,817"
2020년10월_계_30~39세,"186,951","26,191","31,183","33,317","14,524","18,501","3,627","1,742","1,667","3,730","2,570","4,771","2,816","2,490","5,209","4,875","9,968","2,165","4,890","3,683","4,064","2,223","2,745"
2020년10월_계_40~49세,"260,657","37,697","42,185","43,767","16,375","23,781","5,178","3,072","2,931","6,333","4,207","8,368","4,165","3,796","8,106","7,500","13,323","3,507","6,603","5,602","6,262","3,541","4,358"
2020년10월_계_50~59세,"313,610","36,382","48,506","49,249","17,229","28,778","8,058","4,883","4,600","10,311","6,702","11,268","6,311","5,694","11,660","9,421","12,739","5,539","8,592","7,517","8,123","4,965","7,083"
2020년10월_계_60~69세,"269,739","28,752","40,521","33,915","15,947","16,601","8,181","4,970","4,640","12,664","7,605","9,331","6,566","6,156","12,263","7,959","10,745","5,887","8,426","7,200","8,559","5,204","7,647"
