카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2020년01월_여_총인구수,"126,280","24,677","2,065","6,747","25,830","19,005","14,843","11,993","11,035","4,053","1,726","4,306"
2020년01월_여_연령구간인구수,"126,280","24,677","2,065","6,747","25,830","19,005","14,843","11,993","11,035","4,053","1,726","4,306"
2020년01월_여_0~9세,"14,837","1,748",112,482,"3,174","3,193","2,736","1,259","1,256",230,57,590
2020년01월_여_10~19세,"11,212","2,318",92,765,"2,757","1,590","1,564",783,793,241,65,244
2020년01월_여_20~29세,"13,216","2,987",200,807,"2,783","1,944","1,166","1,186","1,332",300,126,385
2020년01월_여_30~39세,"20,644","2,689",219,696,"3,980","4,464","3,477","1,914","1,990",334,114,767
2020년01월_여_40~49세,"20,265","3,921",212,"1,306","4,735","3,100","2,657","1,588","1,602",468,127,549
2020년01월_여_50~59세,"20,341","5,116",408,"1,368","4,149","2,517","1,467","2,173","1,589",660,370,524
2020년01월_여_60~69세,"13,808","3,264",358,660,"2,494","1,370","1,055","1,698","1,232",813,341,523
2020년01월_여_70~79세,"7,331","1,707",268,402,"1,174",557,439,862,765,520,268,369
2020년01월_여_80~89세,"4,041",801,167,231,500,230,249,478,422,410,237,316
2020년01월_여_90~99세,565,121,28,27,84,38,31,52,52,74,20,38
2020년01월_여_100세 이상,20,5,1,3,0,2,2,0,2,3,1,1
2020년02월_계_총인구수,"256,573","49,153","4,542","14,160","51,271","38,739","29,857","24,332","23,355","8,065","3,766","9,333"
2020년02월_계_연령구간인구수,"256,573","49,153","4,542","14,160","51,271","38,739","29,857","24,332","23,355","8,065","3,766","9,333"
2020년02월_계_0~9세,"30,095","3,581",247,944,"6,345","6,478","5,570","2,592","2,591",438,124,"1,185"
2020년02월_계_10~19세,"23,517","4,818",186,"1,596","5,796","3,383","3,215","1,678","1,692",518,126,509
2020년02월_계_20~29세,"29,215","6,635",481,"1,961","5,912","4,022","2,464","2,636","3,151",713,320,920
2020년02월_계_30~39세,"42,750","5,495",560,"1,487","7,817","9,092","6,782","3,979","4,629",697,290,"1,922"
2020년02월_계_40~49세,"42,496","7,547",565,"2,749","9,499","6,722","5,665","3,393","3,611",997,346,"1,402"
2020년02월_계_50~59세,"40,621","9,935",933,"3,027","7,935","4,901","2,883","4,295","3,251","1,390",871,"1,200"
2020년02월_계_60~69세,"27,759","6,591",814,"1,388","4,843","2,745","2,072","3,413","2,440","1,599",818,"1,036"
2020년02월_계_70~79세,"13,369","3,130",471,645,"2,209","1,032",799,"1,597","1,317",996,505,668
2020년02월_계_80~89세,"5,999","1,250",250,329,813,319,359,681,602,613,340,443
2020년02월_계_90~99세,724,161,34,31,102,43,45,68,68,100,25,47
2020년02월_계_100세 이상,28,10,1,3,0,2,3,0,3,4,1,1
2020년02월_남_총인구수,"130,385","24,537","2,479","7,462","25,442","19,789","15,045","12,335","12,229","4,016","2,042","5,009"
2020년02월_남_연령구간인구수,"130,385","24,537","2,479","7,462","25,442","19,789","15,045","12,335","12,229","4,016","2,042","5,009"
2020년02월_남_0~9세,"15,309","1,850",132,474,"3,169","3,300","2,846","1,347","1,322",212,65,592
2020년02월_남_10~19세,"12,321","2,494",94,840,"3,055","1,794","1,648",894,893,280,65,264
2020년02월_남_20~29세,"16,099","3,670",287,"1,166","3,152","2,120","1,306","1,450","1,805",414,196,533
2020년02월_남_30~39세,"22,226","2,845",344,795,"3,846","4,659","3,348","2,084","2,625",358,174,"1,148"
2020년02월_남_40~49세,"22,212","3,652",351,"1,463","4,764","3,602","2,988","1,788","1,995",530,225,854
2020년02월_남_50~59세,"20,285","4,817",526,"1,654","3,787","2,386","1,415","2,134","1,654",735,504,673
2020년02월_남_60~69세,"13,815","3,303",453,725,"2,309","1,365","1,006","1,688","1,190",789,474,513
2020년02월_남_70~79세,"6,011","1,404",203,244,"1,039",468,368,732,551,470,235,297
2020년02월_남_80~89세,"1,948",453,83,97,302,89,106,205,180,203,101,129
2020년02월_남_90~99세,151,44,6,4,19,6,13,13,13,24,3,6
2020년02월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년02월_여_총인구수,"126,188","24,616","2,063","6,698","25,829","18,950","14,812","11,997","11,126","4,049","1,724","4,324"
2020년02월_여_연령구간인구수,"126,188","24,616","2,063","6,698","25,829","18,950","14,812","11,997","11,126","4,049","1,724","4,324"
2020년02월_여_0~9세,"14,786","1,731",115,470,"3,176","3,178","2,724","1,245","1,269",226,59,593
2020년02월_여_10~19세,"11,196","2,324",92,756,"2,741","1,589","1,567",784,799,238,61,245
2020년02월_여_20~29세,"13,116","2,965",194,795,"2,760","1,902","1,158","1,186","1,346",299,124,387
2020년02월_여_30~39세,"20,524","2,650",216,692,"3,971","4,433","3,434","1,895","2,004",339,116,774
2020년02월_여_40~49세,"20,284","3,895",214,"1,286","4,735","3,120","2,677","1,605","1,616",467,121,548
2020년02월_여_50~59세,"20,336","5,118",407,"1,373","4,148","2,515","1,468","2,161","1,597",655,367,527
2020년02월_여_60~69세,"13,944","3,288",361,663,"2,534","1,380","1,066","1,725","1,250",810,344,523
2020년02월_여_70~79세,"7,358","1,726",268,401,"1,170",564,431,865,766,526,270,371
2020년02월_여_80~89세,"4,051",797,167,232,511,230,253,476,422,410,239,314
2020년02월_여_90~99세,573,117,28,27,83,37,32,55,55,76,22,41
2020년02월_여_100세 이상,20,5,1,3,0,2,2,0,2,3,1,1
2020년03월_계_총인구수,"256,772","49,090","4,544","14,140","51,299","38,747","29,906","24,323","23,486","8,048","3,752","9,437"
2020년03월_계_연령구간인구수,"256,772","49,090","4,544","14,140","51,299","38,747","29,906","24,323","23,486","8,048","3,752","9,437"
2020년03월_계_0~9세,"30,013","3,546",250,933,"6,319","6,471","5,555","2,581","2,592",433,125,"1,208"
2020년03월_계_10~19세,"23,545","4,800",182,"1,577","5,804","3,396","3,245","1,685","1,698",515,125,518
2020년03월_계_20~29세,"29,204","6,612",476,"1,957","5,918","4,012","2,491","2,611","3,191",702,314,920
2020년03월_계_30~39세,"42,541","5,479",560,"1,476","7,778","9,020","6,730","3,947","4,616",692,283,"1,960"
2020년03월_계_40~49세,"42,589","7,480",560,"2,742","9,500","6,760","5,706","3,412","3,670",995,344,"1,420"
2020년03월_계_50~59세,"40,645","9,939",925,"3,024","7,934","4,922","2,883","4,292","3,256","1,392",864,"1,214"
2020년03월_계_60~69세,"28,009","6,651",835,"1,423","4,893","2,756","2,089","3,433","2,460","1,611",820,"1,038"
2020년03월_계_70~79세,"13,435","3,157",473,639,"2,224","1,036",801,"1,612","1,325",990,509,669
2020년03월_계_80~89세,"6,028","1,253",249,332,826,327,358,680,607,610,341,445
2020년03월_계_90~99세,735,163,33,34,103,45,45,70,68,104,26,44
2020년03월_계_100세 이상,28,10,1,3,0,2,3,0,3,4,1,1
2020년03월_남_총인구수,"130,445","24,500","2,482","7,456","25,441","19,805","15,071","12,315","12,276","4,002","2,031","5,066"
2020년03월_남_연령구간인구수,"130,445","24,500","2,482","7,456","25,441","19,805","15,071","12,315","12,276","4,002","2,031","5,066"
2020년03월_남_0~9세,"15,262","1,829",131,469,"3,149","3,299","2,850","1,344","1,320",210,62,599
2020년03월_남_10~19세,"12,315","2,476",93,827,"3,056","1,796","1,664",894,895,277,65,272
2020년03월_남_20~29세,"16,097","3,658",288,"1,164","3,154","2,121","1,316","1,433","1,822",407,194,540
2020년03월_남_30~39세,"22,134","2,853",343,786,"3,833","4,626","3,325","2,068","2,620",353,169,"1,158"
2020년03월_남_40~49세,"22,248","3,618",347,"1,472","4,750","3,617","3,003","1,794","2,025",535,222,865
2020년03월_남_50~59세,"20,276","4,807",526,"1,646","3,791","2,405","1,410","2,125","1,646",732,504,684
2020년03월_남_60~69세,"13,937","3,336",462,746,"2,329","1,364","1,015","1,701","1,202",792,474,516
2020년03월_남_70~79세,"6,058","1,415",203,246,"1,052",481,370,736,553,470,236,296
2020년03월_남_80~89세,"1,959",459,83,96,307,90,103,207,180,202,102,130
2020년03월_남_90~99세,151,44,6,4,20,6,14,13,12,23,3,6
2020년03월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년03월_여_총인구수,"126,327","24,590","2,062","6,684","25,858","18,942","14,835","12,008","11,210","4,046","1,721","4,371"
2020년03월_여_연령구간인구수,"126,327","24,590","2,062","6,684","25,858","18,942","14,835","12,008","11,210","4,046","1,721","4,371"
2020년03월_여_0~9세,"14,751","1,717",119,464,"3,170","3,172","2,705","1,237","1,272",223,63,609
2020년03월_여_10~19세,"11,230","2,324",89,750,"2,748","1,600","1,581",791,803,238,60,246
2020년03월_여_20~29세,"13,107","2,954",188,793,"2,764","1,891","1,175","1,178","1,369",295,120,380
2020년03월_여_30~39세,"20,407","2,626",217,690,"3,945","4,394","3,405","1,879","1,996",339,114,802
2020년03월_여_40~49세,"20,341","3,862",213,"1,270","4,750","3,143","2,703","1,618","1,645",460,122,555
2020년03월_여_50~59세,"20,369","5,132",399,"1,378","4,143","2,517","1,473","2,167","1,610",660,360,530
2020년03월_여_60~69세,"14,072","3,315",373,677,"2,564","1,392","1,074","1,732","1,258",819,346,522
2020년03월_여_70~79세,"7,377","1,742",270,393,"1,172",555,431,876,772,520,273,373
2020년03월_여_80~89세,"4,069",794,166,236,519,237,255,473,427,408,239,315
2020년03월_여_90~99세,584,119,27,30,83,39,31,57,56,81,23,38
2020년03월_여_100세 이상,20,5,1,3,0,2,2,0,2,3,1,1
2020년04월_계_총인구수,"256,925","48,921","4,536","14,140","51,257","38,718","29,931","24,662","23,529","8,044","3,726","9,461"
2020년04월_계_연령구간인구수,"256,925","48,921","4,536","14,140","51,257","38,718","29,931","24,662","23,529","8,044","3,726","9,461"
2020년04월_계_0~9세,"29,963","3,516",247,923,"6,279","6,459","5,548","2,635","2,594",432,115,"1,215"
2020년04월_계_10~19세,"23,545","4,756",181,"1,583","5,818","3,387","3,261","1,689","1,708",512,124,526
2020년04월_계_20~29세,"29,179","6,545",470,"1,953","5,906","3,997","2,500","2,690","3,197",701,311,909
2020년04월_계_30~39세,"42,462","5,440",554,"1,467","7,742","8,980","6,702","4,023","4,627",698,271,"1,958"
2020년04월_계_40~49세,"42,677","7,438",560,"2,731","9,513","6,790","5,733","3,471","3,670",988,344,"1,439"
2020년04월_계_50~59세,"40,600","9,926",917,"3,025","7,927","4,922","2,886","4,300","3,248","1,383",857,"1,209"
2020년04월_계_60~69세,"28,181","6,683",842,"1,440","4,913","2,775","2,082","3,478","2,476","1,621",827,"1,044"
2020년04월_계_70~79세,"13,488","3,189",477,644,"2,222","1,038",804,"1,620","1,323",992,509,670
2020년04월_계_80~89세,"6,069","1,255",254,336,835,325,364,688,613,613,340,446
2020년04월_계_90~99세,733,163,33,35,102,43,48,68,70,100,27,44
2020년04월_계_100세 이상,28,10,1,3,0,2,3,0,3,4,1,1
2020년04월_남_총인구수,"130,523","24,425","2,475","7,456","25,425","19,785","15,093","12,491","12,279","4,005","2,009","5,080"
2020년04월_남_연령구간인구수,"130,523","24,425","2,475","7,456","25,425","19,785","15,093","12,491","12,279","4,005","2,009","5,080"
2020년04월_남_0~9세,"15,224","1,817",129,464,"3,136","3,291","2,840","1,365","1,311",211,55,605
2020년04월_남_10~19세,"12,331","2,457",92,833,"3,056","1,793","1,684",902,901,275,63,275
2020년04월_남_20~29세,"16,058","3,617",284,"1,162","3,151","2,104","1,313","1,471","1,825",407,193,531
2020년04월_남_30~39세,"22,130","2,846",339,784,"3,815","4,613","3,320","2,116","2,626",353,162,"1,156"
2020년04월_남_40~49세,"22,277","3,591",352,"1,460","4,758","3,627","3,014","1,825","2,018",532,221,879
2020년04월_남_50~59세,"20,265","4,808",514,"1,649","3,788","2,407","1,421","2,122","1,643",732,497,684
2020년04월_남_60~69세,"14,002","3,346",469,751,"2,335","1,367","1,011","1,721","1,209",796,479,518
2020년04월_남_70~79세,"6,101","1,433",207,249,"1,054",487,371,746,551,475,235,293
2020년04월_남_80~89세,"1,978",462,83,100,311,90,104,210,182,201,101,134
2020년04월_남_90~99세,149,43,6,4,21,6,14,13,12,22,3,5
2020년04월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년04월_여_총인구수,"126,402","24,496","2,061","6,684","25,832","18,933","14,838","12,171","11,250","4,039","1,717","4,381"
2020년04월_여_연령구간인구수,"126,402","24,496","2,061","6,684","25,832","18,933","14,838","12,171","11,250","4,039","1,717","4,381"
2020년04월_여_0~9세,"14,739","1,699",118,459,"3,143","3,168","2,708","1,270","1,283",221,60,610
2020년04월_여_10~19세,"11,214","2,299",89,750,"2,762","1,594","1,577",787,807,237,61,251
2020년04월_여_20~29세,"13,121","2,928",186,791,"2,755","1,893","1,187","1,219","1,372",294,118,378
2020년04월_여_30~39세,"20,332","2,594",215,683,"3,927","4,367","3,382","1,907","2,001",345,109,802
2020년04월_여_40~49세,"20,400","3,847",208,"1,271","4,755","3,163","2,719","1,646","1,652",456,123,560
2020년04월_여_50~59세,"20,335","5,118",403,"1,376","4,139","2,515","1,465","2,178","1,605",651,360,525
2020년04월_여_60~69세,"14,179","3,337",373,689,"2,578","1,408","1,071","1,757","1,267",825,348,526
2020년04월_여_70~79세,"7,387","1,756",270,395,"1,168",551,433,874,772,517,274,377
2020년04월_여_80~89세,"4,091",793,171,236,524,235,260,478,431,412,239,312
2020년04월_여_90~99세,584,120,27,31,81,37,34,55,58,78,24,39
2020년04월_여_100세 이상,20,5,1,3,0,2,2,0,2,3,1,1
2020년05월_계_총인구수,"257,043","48,779","4,537","14,108","51,196","38,702","29,892","25,061","23,522","8,045","3,723","9,478"
2020년05월_계_연령구간인구수,"257,043","48,779","4,537","14,108","51,196","38,702","29,892","25,061","23,522","8,045","3,723","9,478"
2020년05월_계_0~9세,"29,900","3,501",250,910,"6,236","6,449","5,526","2,680","2,591",427,113,"1,217"
2020년05월_계_10~19세,"23,548","4,738",174,"1,568","5,822","3,373","3,291","1,714","1,696",514,126,532
2020년05월_계_20~29세,"29,179","6,487",473,"1,961","5,882","4,007","2,503","2,741","3,214",705,301,905
2020년05월_계_30~39세,"42,341","5,434",554,"1,459","7,703","8,907","6,636","4,101","4,626",692,274,"1,955"
2020년05월_계_40~49세,"42,697","7,393",550,"2,712","9,499","6,820","5,745","3,548","3,665",982,347,"1,436"
2020년05월_계_50~59세,"40,631","9,878",919,"3,021","7,943","4,933","2,902","4,344","3,239","1,387",853,"1,212"
2020년05월_계_60~69세,"28,295","6,712",854,"1,452","4,924","2,787","2,068","3,516","2,481","1,621",830,"1,050"
2020년05월_계_70~79세,"13,592","3,201",476,649,"2,243","1,057",802,"1,653","1,330",999,507,675
2020년05월_계_80~89세,"6,094","1,263",251,335,842,327,368,694,607,614,342,451
2020년05월_계_90~99세,738,162,35,38,102,40,48,70,70,100,29,44
2020년05월_계_100세 이상,28,10,1,3,0,2,3,0,3,4,1,1
2020년05월_남_총인구수,"130,560","24,346","2,474","7,438","25,371","19,795","15,063","12,693","12,277","4,009","2,006","5,088"
2020년05월_남_연령구간인구수,"130,560","24,346","2,474","7,438","25,371","19,795","15,063","12,693","12,277","4,009","2,006","5,088"
2020년05월_남_0~9세,"15,219","1,814",131,455,"3,120","3,292","2,831","1,391","1,311",211,54,609
2020년05월_남_10~19세,"12,321","2,445",87,822,"3,055","1,785","1,701",917,890,275,64,280
2020년05월_남_20~29세,"16,043","3,573",283,"1,173","3,138","2,111","1,310","1,489","1,838",409,188,531
2020년05월_남_30~39세,"22,089","2,856",339,779,"3,795","4,576","3,288","2,165","2,625",350,162,"1,154"
2020년05월_남_40~49세,"22,265","3,564",347,"1,453","4,743","3,650","3,007","1,863","2,014",523,224,877
2020년05월_남_50~59세,"20,262","4,786",513,"1,640","3,790","2,411","1,429","2,138","1,635",742,492,686
2020년05월_남_60~69세,"14,052","3,360",477,761,"2,331","1,380","1,004","1,735","1,216",791,481,516
2020년05월_남_70~79세,"6,167","1,436",208,252,"1,069",493,371,768,554,482,238,296
2020년05월_남_80~89세,"1,984",464,83,99,309,92,106,213,181,204,99,134
2020년05월_남_90~99세,150,43,6,4,21,5,15,14,12,21,4,5
2020년05월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년05월_여_총인구수,"126,483","24,433","2,063","6,670","25,825","18,907","14,829","12,368","11,245","4,036","1,717","4,390"
2020년05월_여_연령구간인구수,"126,483","24,433","2,063","6,670","25,825","18,907","14,829","12,368","11,245","4,036","1,717","4,390"
2020년05월_여_0~9세,"14,681","1,687",119,455,"3,116","3,157","2,695","1,289","1,280",216,59,608
2020년05월_여_10~19세,"11,227","2,293",87,746,"2,767","1,588","1,590",797,806,239,62,252
2020년05월_여_20~29세,"13,136","2,914",190,788,"2,744","1,896","1,193","1,252","1,376",296,113,374
2020년05월_여_30~39세,"20,252","2,578",215,680,"3,908","4,331","3,348","1,936","2,001",342,112,801
2020년05월_여_40~49세,"20,432","3,829",203,"1,259","4,756","3,170","2,738","1,685","1,651",459,123,559
2020년05월_여_50~59세,"20,369","5,092",406,"1,381","4,153","2,522","1,473","2,206","1,604",645,361,526
2020년05월_여_60~69세,"14,243","3,352",377,691,"2,593","1,407","1,064","1,781","1,265",830,349,534
2020년05월_여_70~79세,"7,425","1,765",268,397,"1,174",564,431,885,776,517,269,379
2020년05월_여_80~89세,"4,110",799,168,236,533,235,262,481,426,410,243,317
2020년05월_여_90~99세,588,119,29,34,81,35,33,56,58,79,25,39
2020년05월_여_100세 이상,20,5,1,3,0,2,2,0,2,3,1,1
2020년06월_계_총인구수,"257,154","48,726","4,553","14,066","51,163","38,675","29,946","25,236","23,509","8,041","3,725","9,514"
2020년06월_계_연령구간인구수,"257,154","48,726","4,553","14,066","51,163","38,675","29,946","25,236","23,509","8,041","3,725","9,514"
2020년06월_계_0~9세,"29,872","3,489",253,908,"6,223","6,450","5,508","2,701","2,579",424,115,"1,222"
2020년06월_계_10~19세,"23,585","4,721",173,"1,560","5,845","3,370","3,310","1,722","1,706",514,126,538
2020년06월_계_20~29세,"29,062","6,445",467,"1,939","5,840","3,995","2,513","2,750","3,198",702,300,913
2020년06월_계_30~39세,"42,243","5,418",555,"1,460","7,668","8,855","6,605","4,134","4,640",684,277,"1,947"
2020년06월_계_40~49세,"42,728","7,369",556,"2,691","9,492","6,832","5,804","3,574","3,642",989,347,"1,432"
2020년06월_계_50~59세,"40,621","9,866",922,"3,015","7,934","4,933","2,903","4,364","3,236","1,383",846,"1,219"
2020년06월_계_60~69세,"28,509","6,762",862,"1,470","4,958","2,814","2,079","3,540","2,499","1,619",836,"1,070"
2020년06월_계_70~79세,"13,665","3,216",482,650,"2,258","1,055",799,"1,686","1,329","1,004",507,679
2020년06월_계_80~89세,"6,099","1,271",248,333,840,327,375,695,605,618,340,447
2020년06월_계_90~99세,743,159,34,37,105,42,48,70,72,100,30,46
2020년06월_계_100세 이상,27,10,1,3,0,2,2,0,3,4,1,1
2020년06월_남_총인구수,"130,641","24,332","2,488","7,413","25,356","19,794","15,099","12,774","12,263","4,004","2,014","5,104"
2020년06월_남_연령구간인구수,"130,641","24,332","2,488","7,413","25,356","19,794","15,099","12,774","12,263","4,004","2,014","5,104"
2020년06월_남_0~9세,"15,208","1,804",132,450,"3,119","3,293","2,825","1,400","1,302",212,54,617
2020년06월_남_10~19세,"12,352","2,445",87,820,"3,071","1,791","1,709",912,896,276,65,280
2020년06월_남_20~29세,"15,974","3,555",280,"1,160","3,109","2,103","1,323","1,492","1,825",406,187,534
2020년06월_남_30~39세,"22,023","2,842",336,777,"3,779","4,544","3,273","2,188","2,630",344,165,"1,145"
2020년06월_남_40~49세,"22,282","3,563",351,"1,442","4,723","3,664","3,031","1,880","1,999",529,224,876
2020년06월_남_50~59세,"20,264","4,776",515,"1,641","3,791","2,409","1,431","2,145","1,642",737,489,688
2020년06월_남_60~69세,"14,181","3,390",487,766,"2,360","1,399","1,008","1,744","1,219",791,489,528
2020년06월_남_70~79세,"6,210","1,443",210,255,"1,076",494,375,783,554,485,237,298
2020년06월_남_80~89세,"1,986",466,84,98,306,91,108,216,183,201,100,133
2020년06월_남_90~99세,153,43,6,4,22,6,15,14,12,22,4,5
2020년06월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년06월_여_총인구수,"126,513","24,394","2,065","6,653","25,807","18,881","14,847","12,462","11,246","4,037","1,711","4,410"
2020년06월_여_연령구간인구수,"126,513","24,394","2,065","6,653","25,807","18,881","14,847","12,462","11,246","4,037","1,711","4,410"
2020년06월_여_0~9세,"14,664","1,685",121,458,"3,104","3,157","2,683","1,301","1,277",212,61,605
2020년06월_여_10~19세,"11,233","2,276",86,740,"2,774","1,579","1,601",810,810,238,61,258
2020년06월_여_20~29세,"13,088","2,890",187,779,"2,731","1,892","1,190","1,258","1,373",296,113,379
2020년06월_여_30~39세,"20,220","2,576",219,683,"3,889","4,311","3,332","1,946","2,010",340,112,802
2020년06월_여_40~49세,"20,446","3,806",205,"1,249","4,769","3,168","2,773","1,694","1,643",460,123,556
2020년06월_여_50~59세,"20,357","5,090",407,"1,374","4,143","2,524","1,472","2,219","1,594",646,357,531
2020년06월_여_60~69세,"14,328","3,372",375,704,"2,598","1,415","1,071","1,796","1,280",828,347,542
2020년06월_여_70~79세,"7,455","1,773",272,395,"1,182",561,424,903,775,519,270,381
2020년06월_여_80~89세,"4,113",805,164,235,534,236,267,479,422,417,240,314
2020년06월_여_90~99세,590,116,28,33,83,36,33,56,60,78,26,41
2020년06월_여_100세 이상,19,5,1,3,0,2,1,0,2,3,1,1
2020년07월_계_총인구수,"257,609","48,726","4,610","14,013","51,152","38,658","29,849","25,354","23,483","8,031","3,717","10,016"
2020년07월_계_연령구간인구수,"257,609","48,726","4,610","14,013","51,152","38,658","29,849","25,354","23,483","8,031","3,717","10,016"
2020년07월_계_0~9세,"29,852","3,469",266,901,"6,172","6,431","5,473","2,718","2,562",420,119,"1,321"
2020년07월_계_10~19세,"23,628","4,699",177,"1,532","5,881","3,377","3,315","1,725","1,713",511,125,573
2020년07월_계_20~29세,"29,094","6,464",467,"1,934","5,816","4,012","2,495","2,753","3,180",704,295,974
2020년07월_계_30~39세,"42,210","5,401",564,"1,438","7,635","8,761","6,547","4,164","4,630",680,281,"2,109"
2020년07월_계_40~49세,"42,833","7,346",565,"2,686","9,488","6,883","5,816","3,589","3,627",988,342,"1,503"
2020년07월_계_50~59세,"40,664","9,865",933,"3,009","7,950","4,936","2,907","4,373","3,231","1,370",837,"1,253"
2020년07월_계_60~69세,"28,700","6,807",868,"1,485","4,990","2,823","2,078","3,568","2,518","1,631",836,"1,096"
2020년07월_계_70~79세,"13,734","3,221",484,654,"2,281","1,058",806,"1,689","1,333","1,010",508,690
2020년07월_계_80~89세,"6,119","1,280",253,332,834,336,361,703,614,614,342,450
2020년07월_계_90~99세,748,164,32,39,105,39,49,72,72,99,31,46
2020년07월_계_100세 이상,27,10,1,3,0,2,2,0,3,4,1,1
2020년07월_남_총인구수,"130,821","24,310","2,514","7,381","25,347","19,777","15,079","12,818","12,239","4,002","2,009","5,345"
2020년07월_남_연령구간인구수,"130,821","24,310","2,514","7,381","25,347","19,777","15,079","12,818","12,239","4,002","2,009","5,345"
2020년07월_남_0~9세,"15,196","1,796",138,446,"3,091","3,277","2,813","1,408","1,291",210,58,668
2020년07월_남_10~19세,"12,388","2,438",89,802,"3,092","1,790","1,720",919,902,276,64,296
2020년07월_남_20~29세,"15,975","3,554",277,"1,160","3,092","2,114","1,319","1,496","1,805",407,183,568
2020년07월_남_30~39세,"21,983","2,836",341,766,"3,767","4,493","3,234","2,186","2,633",341,166,"1,220"
2020년07월_남_40~49세,"22,337","3,539",354,"1,434","4,720","3,693","3,050","1,895","1,991",525,222,914
2020년07월_남_50~59세,"20,276","4,774",518,"1,638","3,800","2,418","1,439","2,139","1,634",732,484,700
2020년07월_남_60~69세,"14,253","3,405",491,776,"2,368","1,401","1,005","1,755","1,231",794,489,538
2020년07월_남_70~79세,"6,248","1,444",215,257,"1,090",493,380,784,553,490,239,303
2020년07월_남_80~89세,"2,004",476,85,98,305,94,103,222,185,204,100,132
2020년07월_남_90~99세,153,43,6,4,22,4,15,14,13,22,4,6
2020년07월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
