카테고리,부산광역시 기장군,부산광역시 기장군 기장읍,부산광역시 기장군 장안읍,부산광역시 기장군 정관읍,부산광역시 기장군 일광면,부산광역시 기장군 철마면
2020년04월_남_90~99세,121,49,17,25,15,15
2020년04월_남_100세 이상,7,2,5,0,0,0
2020년04월_여_총인구수,"84,853","27,767","4,088","41,723","7,195","4,080"
2020년04월_여_연령구간인구수,"84,853","27,767","4,088","41,723","7,195","4,080"
2020년04월_여_0~9세,"9,376","1,711",205,"6,361",860,239
2020년04월_여_10~19세,"8,076","2,308",210,"4,935",430,193
2020년04월_여_20~29세,"7,543","2,953",405,"3,300",554,331
2020년04월_여_30~39세,"12,602","2,838",434,"7,728","1,232",370
2020년04월_여_40~49세,"14,924","4,402",414,"8,697",949,462
2020년04월_여_50~59세,"11,308","4,830",729,"4,016",993,740
2020년04월_여_60~69세,"10,701","4,197",767,"3,788","1,066",883
2020년04월_여_70~79세,"6,449","2,820",491,"1,923",683,532
2020년04월_여_80~89세,"3,257","1,431",361,825,353,287
2020년04월_여_90~99세,581,258,67,143,72,41
2020년04월_여_100세 이상,36,19,5,7,3,2
2020년05월_계_총인구수,"169,142","53,945","8,746","82,207","16,106","8,138"
2020년05월_계_연령구간인구수,"169,142","53,945","8,746","82,207","16,106","8,138"
2020년05월_계_0~9세,"19,168","3,493",430,"12,858","1,943",444
2020년05월_계_10~19세,"16,992","4,710",471,"10,333","1,045",433
2020년05월_계_20~29세,"16,249","6,373","1,013","6,626","1,470",767
2020년05월_계_30~39세,"24,945","5,858","1,070","14,401","2,880",736
2020년05월_계_40~49세,"31,041","8,657",987,"18,033","2,333","1,031"
2020년05월_계_50~59세,"23,102","9,553","1,616","8,194","2,283","1,456"
2020년05월_계_60~69세,"20,097","7,917","1,602","6,680","2,198","1,700"
2020년05월_계_70~79세,"11,875","4,894",953,"3,658","1,311","1,059"
2020년05월_계_80~89세,"4,922","2,160",510,"1,248",551,453
2020년05월_계_90~99세,707,308,84,170,88,57
2020년05월_계_100세 이상,44,22,10,6,4,2
2020년05월_남_총인구수,"83,765","26,301","4,678","40,575","8,118","4,093"
2020년05월_남_연령구간인구수,"83,765","26,301","4,678","40,575","8,118","4,093"
2020년05월_남_0~9세,"9,737","1,798",223,"6,530",981,205
2020년05월_남_10~19세,"8,902","2,447",272,"5,396",545,242
2020년05월_남_20~29세,"8,629","3,412",605,"3,334",834,444
2020년05월_남_30~39세,"12,304","3,051",642,"6,757","1,477",377
2020년05월_남_40~49세,"16,052","4,319",581,"9,316","1,262",574
2020년05월_남_50~59세,"11,643","4,724",881,"4,164","1,151",723
2020년05월_남_60~69세,"9,332","3,703",838,"2,901","1,071",819
2020년05월_남_70~79세,"5,384","2,058",463,"1,722",606,535
2020년05월_남_80~89세,"1,650",736,151,428,176,159
2020년05월_남_90~99세,125,51,17,27,15,15
2020년05월_남_100세 이상,7,2,5,0,0,0
2020년05월_여_총인구수,"85,377","27,644","4,068","41,632","7,988","4,045"
2020년05월_여_연령구간인구수,"85,377","27,644","4,068","41,632","7,988","4,045"
2020년05월_여_0~9세,"9,431","1,695",207,"6,328",962,239
2020년05월_여_10~19세,"8,090","2,263",199,"4,937",500,191
2020년05월_여_20~29세,"7,620","2,961",408,"3,292",636,323
2020년05월_여_30~39세,"12,641","2,807",428,"7,644","1,403",359
2020년05월_여_40~49세,"14,989","4,338",406,"8,717","1,071",457
2020년05월_여_50~59세,"11,459","4,829",735,"4,030","1,132",733
2020년05월_여_60~69세,"10,765","4,214",764,"3,779","1,127",881
2020년05월_여_70~79세,"6,491","2,836",490,"1,936",705,524
2020년05월_여_80~89세,"3,272","1,424",359,820,375,294
2020년05월_여_90~99세,582,257,67,143,73,42
2020년05월_여_100세 이상,37,20,5,6,4,2
2020년06월_계_총인구수,"170,139","53,798","8,749","82,192","17,245","8,155"
2020년06월_계_연령구간인구수,"170,139","53,798","8,749","82,192","17,245","8,155"
2020년06월_계_0~9세,"19,232","3,440",432,"12,799","2,119",442
2020년06월_계_10~19세,"17,039","4,665",460,"10,366","1,121",427
2020년06월_계_20~29세,"16,407","6,371","1,007","6,647","1,607",775
2020년06월_계_30~39세,"25,069","5,835","1,079","14,284","3,140",731
2020년06월_계_40~49세,"31,237","8,594",987,"18,079","2,552","1,025"
2020년06월_계_50~59세,"23,188","9,519","1,605","8,192","2,412","1,460"
2020년06월_계_60~69세,"20,280","7,958","1,613","6,696","2,305","1,708"
2020년06월_계_70~79세,"11,969","4,904",958,"3,703","1,335","1,069"
2020년06월_계_80~89세,"4,962","2,177",514,"1,251",561,459
2020년06월_계_90~99세,713,314,84,169,89,57
2020년06월_계_100세 이상,43,21,10,6,4,2
2020년06월_남_총인구수,"84,220","26,223","4,669","40,561","8,665","4,102"
2020년06월_남_연령구간인구수,"84,220","26,223","4,669","40,561","8,665","4,102"
2020년06월_남_0~9세,"9,772","1,782",222,"6,503","1,061",204
2020년06월_남_10~19세,"8,910","2,418",266,"5,412",579,235
2020년06월_남_20~29세,"8,677","3,404",598,"3,333",888,454
2020년06월_남_30~39세,"12,373","3,038",645,"6,704","1,613",373
2020년06월_남_40~49세,"16,162","4,296",576,"9,348","1,370",572
2020년06월_남_50~59세,"11,674","4,702",879,"4,152","1,213",728
2020년06월_남_60~69세,"9,424","3,728",844,"2,906","1,125",821
2020년06월_남_70~79세,"5,425","2,054",463,"1,748",622,538
2020년06월_남_80~89세,"1,670",748,153,428,179,162
2020년06월_남_90~99세,126,51,18,27,15,15
2020년06월_남_100세 이상,7,2,5,0,0,0
2020년06월_여_총인구수,"85,919","27,575","4,080","41,631","8,580","4,053"
2020년06월_여_연령구간인구수,"85,919","27,575","4,080","41,631","8,580","4,053"
2020년06월_여_0~9세,"9,460","1,658",210,"6,296","1,058",238
2020년06월_여_10~19세,"8,129","2,247",194,"4,954",542,192
2020년06월_여_20~29세,"7,730","2,967",409,"3,314",719,321
2020년06월_여_30~39세,"12,696","2,797",434,"7,580","1,527",358
2020년06월_여_40~49세,"15,075","4,298",411,"8,731","1,182",453
2020년06월_여_50~59세,"11,514","4,817",726,"4,040","1,199",732
2020년06월_여_60~69세,"10,856","4,230",769,"3,790","1,180",887
2020년06월_여_70~79세,"6,544","2,850",495,"1,955",713,531
2020년06월_여_80~89세,"3,292","1,429",361,823,382,297
2020년06월_여_90~99세,587,263,66,142,74,42
2020년06월_여_100세 이상,36,19,5,6,4,2
2020년07월_계_총인구수,"171,369","53,379","8,747","82,019","19,107","8,117"
2020년07월_계_연령구간인구수,"171,369","53,379","8,747","82,019","19,107","8,117"
2020년07월_계_0~9세,"19,297","3,357",428,"12,712","2,368",432
2020년07월_계_10~19세,"17,126","4,599",452,"10,383","1,261",431
2020년07월_계_20~29세,"16,609","6,326","1,015","6,636","1,874",758
2020년07월_계_30~39세,"25,159","5,756","1,084","14,107","3,494",718
2020년07월_계_40~49세,"31,450","8,501",976,"18,115","2,836","1,022"
2020년07월_계_50~59세,"23,482","9,432","1,607","8,219","2,770","1,454"
2020년07월_계_60~69세,"20,464","7,980","1,614","6,697","2,463","1,710"
2020년07월_계_70~79세,"12,056","4,922",963,"3,724","1,373","1,074"
2020년07월_계_80~89세,"4,978","2,176",513,"1,254",577,458
2020년07월_계_90~99세,705,309,85,166,87,58
2020년07월_계_100세 이상,43,21,10,6,4,2
2020년07월_남_총인구수,"84,829","26,018","4,665","40,485","9,575","4,086"
2020년07월_남_연령구간인구수,"84,829","26,018","4,665","40,485","9,575","4,086"
2020년07월_남_0~9세,"9,790","1,736",217,"6,455","1,183",199
2020년07월_남_10~19세,"8,955","2,385",264,"5,423",645,238
2020년07월_남_20~29세,"8,784","3,379",601,"3,329","1,030",445
2020년07월_남_30~39세,"12,442","3,007",645,"6,634","1,789",367
2020년07월_남_40~49세,"16,219","4,243",568,"9,343","1,497",568
2020년07월_남_50~59세,"11,838","4,658",883,"4,181","1,385",731
2020년07월_남_60~69세,"9,515","3,740",841,"2,910","1,206",818
2020년07월_남_70~79세,"5,472","2,063",471,"1,753",641,544
2020년07월_남_80~89세,"1,682",754,152,432,183,161
2020년07월_남_90~99세,125,51,18,25,16,15
2020년07월_남_100세 이상,7,2,5,0,0,0
2020년07월_여_총인구수,"86,540","27,361","4,082","41,534","9,532","4,031"
2020년07월_여_연령구간인구수,"86,540","27,361","4,082","41,534","9,532","4,031"
2020년07월_여_0~9세,"9,507","1,621",211,"6,257","1,185",233
2020년07월_여_10~19세,"8,171","2,214",188,"4,960",616,193
2020년07월_여_20~29세,"7,825","2,947",414,"3,307",844,313
2020년07월_여_30~39세,"12,717","2,749",439,"7,473","1,705",351
2020년07월_여_40~49세,"15,231","4,258",408,"8,772","1,339",454
2020년07월_여_50~59세,"11,644","4,774",724,"4,038","1,385",723
2020년07월_여_60~69세,"10,949","4,240",773,"3,787","1,257",892
2020년07월_여_70~79세,"6,584","2,859",492,"1,971",732,530
2020년07월_여_80~89세,"3,296","1,422",361,822,394,297
2020년07월_여_90~99세,580,258,67,141,71,43
2020년07월_여_100세 이상,36,19,5,6,4,2
2020년08월_계_총인구수,"172,288","53,147","8,735","81,948","20,348","8,110"
2020년08월_계_연령구간인구수,"172,288","53,147","8,735","81,948","20,348","8,110"
2020년08월_계_0~9세,"19,356","3,320",433,"12,635","2,540",428
2020년08월_계_10~19세,"17,198","4,555",445,"10,399","1,368",431
2020년08월_계_20~29세,"16,716","6,290","1,021","6,638","2,016",751
2020년08월_계_30~39세,"25,221","5,696","1,077","13,962","3,774",712
2020년08월_계_40~49세,"31,596","8,446",966,"18,118","3,038","1,028"
2020년08월_계_50~59세,"23,673","9,377","1,598","8,300","2,953","1,445"
2020년08월_계_60~69세,"20,673","8,023","1,632","6,726","2,571","1,721"
2020년08월_계_70~79세,"12,094","4,920",955,"3,737","1,407","1,075"
2020년08월_계_80~89세,"4,998","2,184",515,"1,254",589,456
2020년08월_계_90~99세,720,315,83,173,88,61
2020년08월_계_100세 이상,43,21,10,6,4,2
2020년08월_남_총인구수,"85,309","25,910","4,665","40,453","10,197","4,084"
2020년08월_남_연령구간인구수,"85,309","25,910","4,665","40,453","10,197","4,084"
2020년08월_남_0~9세,"9,822","1,711",220,"6,417","1,278",196
2020년08월_남_10~19세,"8,988","2,373",256,"5,424",698,237
2020년08월_남_20~29세,"8,842","3,362",607,"3,322","1,110",441
2020년08월_남_30~39세,"12,502","2,977",643,"6,584","1,931",367
2020년08월_남_40~49세,"16,275","4,218",561,"9,331","1,592",573
2020년08월_남_50~59세,"11,934","4,640",882,"4,221","1,464",727
2020년08월_남_60~69세,"9,632","3,763",847,"2,940","1,260",822
2020년08월_남_70~79세,"5,483","2,053",471,"1,754",661,544
2020년08월_남_80~89세,"1,695",759,153,434,187,162
2020년08월_남_90~99세,129,52,20,26,16,15
2020년08월_남_100세 이상,7,2,5,0,0,0
2020년08월_여_총인구수,"86,979","27,237","4,070","41,495","10,151","4,026"
2020년08월_여_연령구간인구수,"86,979","27,237","4,070","41,495","10,151","4,026"
2020년08월_여_0~9세,"9,534","1,609",213,"6,218","1,262",232
2020년08월_여_10~19세,"8,210","2,182",189,"4,975",670,194
2020년08월_여_20~29세,"7,874","2,928",414,"3,316",906,310
2020년08월_여_30~39세,"12,719","2,719",434,"7,378","1,843",345
2020년08월_여_40~49세,"15,321","4,228",405,"8,787","1,446",455
2020년08월_여_50~59세,"11,739","4,737",716,"4,079","1,489",718
2020년08월_여_60~69세,"11,041","4,260",785,"3,786","1,311",899
2020년08월_여_70~79세,"6,611","2,867",484,"1,983",746,531
2020년08월_여_80~89세,"3,303","1,425",362,820,402,294
2020년08월_여_90~99세,591,263,63,147,72,46
2020년08월_여_100세 이상,36,19,5,6,4,2
2020년09월_계_총인구수,"172,774","53,141","8,723","81,913","20,911","8,086"
2020년09월_계_연령구간인구수,"172,774","53,141","8,723","81,913","20,911","8,086"
2020년09월_계_0~9세,"19,276","3,280",433,"12,524","2,616",423
2020년09월_계_10~19세,"17,267","4,520",441,"10,461","1,414",431
2020년09월_계_20~29세,"16,815","6,340","1,020","6,643","2,064",748
2020년09월_계_30~39세,"25,096","5,644","1,069","13,778","3,903",702
2020년09월_계_40~49세,"31,781","8,441",961,"18,232","3,132","1,015"
2020년09월_계_50~59세,"23,735","9,375","1,591","8,301","3,025","1,443"
2020년09월_계_60~69세,"20,895","8,086","1,643","6,778","2,654","1,734"
2020년09월_계_70~79세,"12,102","4,912",958,"3,746","1,414","1,072"
2020년09월_계_80~89세,"5,037","2,199",512,"1,271",597,458
2020년09월_계_90~99세,726,324,85,173,86,58
2020년09월_계_100세 이상,44,20,10,6,6,2
2020년09월_남_총인구수,"85,581","25,926","4,653","40,457","10,473","4,072"
2020년09월_남_연령구간인구수,"85,581","25,926","4,653","40,457","10,473","4,072"
2020년09월_남_0~9세,"9,790","1,687",220,"6,373","1,317",193
2020년09월_남_10~19세,"9,026","2,361",251,"5,459",718,237
2020년09월_남_20~29세,"8,899","3,399",607,"3,319","1,134",440
2020년09월_남_30~39세,"12,459","2,960",633,"6,509","1,996",361
2020년09월_남_40~49세,"16,375","4,221",562,"9,380","1,640",572
2020년09월_남_50~59세,"11,952","4,628",878,"4,237","1,486",723
2020년09월_남_60~69세,"9,733","3,802",846,"2,955","1,307",823
2020년09월_남_70~79세,"5,500","2,051",476,"1,758",668,547
2020년09월_남_80~89세,"1,713",763,155,442,190,163
2020년09월_남_90~99세,127,52,20,25,17,13
2020년09월_남_100세 이상,7,2,5,0,0,0
2020년09월_여_총인구수,"87,193","27,215","4,070","41,456","10,438","4,014"
2020년09월_여_연령구간인구수,"87,193","27,215","4,070","41,456","10,438","4,014"
2020년09월_여_0~9세,"9,486","1,593",213,"6,151","1,299",230
2020년09월_여_10~19세,"8,241","2,159",190,"5,002",696,194
2020년09월_여_20~29세,"7,916","2,941",413,"3,324",930,308
2020년09월_여_30~39세,"12,637","2,684",436,"7,269","1,907",341
2020년09월_여_40~49세,"15,406","4,220",399,"8,852","1,492",443
2020년09월_여_50~59세,"11,783","4,747",713,"4,064","1,539",720
2020년09월_여_60~69세,"11,162","4,284",797,"3,823","1,347",911
2020년09월_여_70~79세,"6,602","2,861",482,"1,988",746,525
2020년09월_여_80~89세,"3,324","1,436",357,829,407,295
2020년09월_여_90~99세,599,272,65,148,69,45
2020년09월_여_100세 이상,37,18,5,6,6,2
2020년10월_계_총인구수,"173,167","53,196","8,677","81,888","21,350","8,056"
2020년10월_계_연령구간인구수,"173,167","53,196","8,677","81,888","21,350","8,056"
2020년10월_계_0~9세,"19,194","3,269",416,"12,415","2,682",412
2020년10월_계_10~19세,"17,320","4,496",438,"10,510","1,443",433
2020년10월_계_20~29세,"16,875","6,356","1,018","6,641","2,116",744
2020년10월_계_30~39세,"24,952","5,609","1,060","13,604","3,987",692
2020년10월_계_40~49세,"31,936","8,437",953,"18,324","3,216","1,006"
2020년10월_계_50~59세,"23,805","9,392","1,578","8,321","3,077","1,437"
2020년10월_계_60~69세,"21,060","8,142","1,648","6,839","2,691","1,740"
2020년10월_계_70~79세,"12,176","4,936",958,"3,775","1,437","1,070"
2020년10월_계_80~89세,"5,073","2,218",512,"1,277",604,462
2020년10월_계_90~99세,732,321,86,176,91,58
2020년10월_계_100세 이상,44,20,10,6,6,2
2020년10월_남_총인구수,"85,761","25,959","4,631","40,427","10,691","4,053"
2020년10월_남_연령구간인구수,"85,761","25,959","4,631","40,427","10,691","4,053"
2020년10월_남_0~9세,"9,764","1,687",211,"6,319","1,356",191
2020년10월_남_10~19세,"9,060","2,349",253,"5,488",731,239
2020년10월_남_20~29세,"8,924","3,407",607,"3,310","1,162",438
2020년10월_남_30~39세,"12,391","2,947",622,"6,430","2,036",356
2020년10월_남_40~49세,"16,427","4,216",560,"9,408","1,681",562
2020년10월_남_50~59세,"12,008","4,643",875,"4,254","1,510",726
2020년10월_남_60~69세,"9,798","3,814",849,"2,989","1,323",823
2020년10월_남_70~79세,"5,538","2,071",476,"1,765",681,545
2020년10월_남_80~89세,"1,716",772,152,439,192,161
2020년10월_남_90~99세,128,51,21,25,19,12
2020년10월_남_100세 이상,7,2,5,0,0,0
2020년10월_여_총인구수,"87,406","27,237","4,046","41,461","10,659","4,003"
2020년10월_여_연령구간인구수,"87,406","27,237","4,046","41,461","10,659","4,003"
2020년10월_여_0~9세,"9,430","1,582",205,"6,096","1,326",221
2020년10월_여_10~19세,"8,260","2,147",185,"5,022",712,194
2020년10월_여_20~29세,"7,951","2,949",411,"3,331",954,306
2020년10월_여_30~39세,"12,561","2,662",438,"7,174","1,951",336
2020년10월_여_40~49세,"15,509","4,221",393,"8,916","1,535",444
2020년10월_여_50~59세,"11,797","4,749",703,"4,067","1,567",711
2020년10월_여_60~69세,"11,262","4,328",799,"3,850","1,368",917
2020년10월_여_70~79세,"6,638","2,865",482,"2,010",756,525
2020년10월_여_80~89세,"3,357","1,446",360,838,412,301
2020년10월_여_90~99세,604,270,65,151,72,46
2020년10월_여_100세 이상,37,18,5,6,6,2
2020년11월_계_총인구수,"173,918","53,252","8,659","82,050","21,891","8,066"
2020년11월_계_연령구간인구수,"173,918","53,252","8,659","82,050","21,891","8,066"
2020년11월_계_0~9세,"19,181","3,211",412,"12,368","2,784",406
2020년11월_계_10~19세,"17,403","4,492",434,"10,562","1,481",434
2020년11월_계_20~29세,"17,015","6,397","1,020","6,702","2,153",743
2020년11월_계_30~39세,"24,915","5,606","1,046","13,482","4,101",680
2020년11월_계_40~49세,"32,090","8,400",958,"18,414","3,311","1,007"
2020년11월_계_50~59세,"23,908","9,423","1,563","8,364","3,120","1,438"
2020년11월_계_60~69세,"21,234","8,181","1,648","6,874","2,773","1,758"
2020년11월_계_70~79세,"12,284","4,972",962,"3,809","1,467","1,074"
2020년11월_계_80~89세,"5,104","2,234",516,"1,292",597,465
2020년11월_계_90~99세,739,316,89,177,98,59
2020년11월_계_100세 이상,45,20,11,6,6,2
2020년11월_남_총인구수,"86,156","25,994","4,621","40,526","10,950","4,065"
2020년11월_남_연령구간인구수,"86,156","25,994","4,621","40,526","10,950","4,065"
2020년11월_남_0~9세,"9,754","1,666",210,"6,290","1,398",190
2020년11월_남_10~19세,"9,092","2,340",249,"5,512",755,236
2020년11월_남_20~29세,"9,007","3,434",607,"3,345","1,182",439
2020년11월_남_30~39세,"12,394","2,957",618,"6,381","2,082",356
2020년11월_남_40~49세,"16,501","4,192",562,"9,447","1,740",560
2020년11월_남_50~59세,"12,064","4,655",863,"4,290","1,526",730
2020년11월_남_60~69세,"9,881","3,831",850,"3,006","1,363",831
2020년11월_남_70~79세,"5,599","2,096",483,"1,781",692,547
2020년11월_남_80~89세,"1,726",771,153,447,191,164
2020년11월_남_90~99세,130,50,20,27,21,12
2020년11월_남_100세 이상,8,2,6,0,0,0
2020년11월_여_총인구수,"87,762","27,258","4,038","41,524","10,941","4,001"
2020년11월_여_연령구간인구수,"87,762","27,258","4,038","41,524","10,941","4,001"
2020년11월_여_0~9세,"9,427","1,545",202,"6,078","1,386",216
2020년11월_여_10~19세,"8,311","2,152",185,"5,050",726,198
2020년11월_여_20~29세,"8,008","2,963",413,"3,357",971,304
2020년11월_여_30~39세,"12,521","2,649",428,"7,101","2,019",324
2020년11월_여_40~49세,"15,589","4,208",396,"8,967","1,571",447
2020년11월_여_50~59세,"11,844","4,768",700,"4,074","1,594",708
2020년11월_여_60~69세,"11,353","4,350",798,"3,868","1,410",927
2020년11월_여_70~79세,"6,685","2,876",479,"2,028",775,527
2020년11월_여_80~89세,"3,378","1,463",363,845,406,301
2020년11월_여_90~99세,609,266,69,150,77,47
2020년11월_여_100세 이상,37,18,5,6,6,2
2020년12월_계_총인구수,"174,545","53,230","8,657","82,029","22,549","8,080"
2020년12월_계_연령구간인구수,"174,545","53,230","8,657","82,029","22,549","8,080"
2020년12월_계_0~9세,"19,153","3,178",408,"12,288","2,878",401
2020년12월_계_10~19세,"17,475","4,470",430,"10,602","1,539",434
2020년12월_계_20~29세,"17,066","6,390","1,029","6,695","2,213",739
2020년12월_계_30~39세,"24,960","5,599","1,049","13,389","4,232",691
2020년12월_계_40~49세,"32,215","8,351",952,"18,454","3,451","1,007"
2020년12월_계_50~59세,"24,006","9,430","1,556","8,398","3,188","1,434"
2020년12월_계_60~69세,"21,398","8,225","1,650","6,897","2,862","1,764"
2020년12월_계_70~79세,"12,335","4,994",971,"3,810","1,479","1,081"
2020년12월_계_80~89세,"5,150","2,256",512,"1,313",603,466
2020년12월_계_90~99세,744,317,90,178,98,61
2020년12월_계_100세 이상,43,20,10,5,6,2
2020년12월_남_총인구수,"86,439","25,975","4,619","40,524","11,245","4,076"
2020년12월_남_연령구간인구수,"86,439","25,975","4,619","40,524","11,245","4,076"
2020년12월_남_0~9세,"9,742","1,649",207,"6,257","1,440",189
2020년12월_남_10~19세,"9,091","2,323",243,"5,513",777,235
2020년12월_남_20~29세,"9,053","3,427",616,"3,356","1,216",438
2020년12월_남_30~39세,"12,419","2,956",618,"6,342","2,143",360
2020년12월_남_40~49세,"16,531","4,150",559,"9,459","1,803",560
2020년12월_남_50~59세,"12,131","4,675",858,"4,314","1,558",726
2020년12월_남_60~69세,"9,959","3,851",854,"3,016","1,400",838
2020년12월_남_70~79세,"5,618","2,105",490,"1,776",696,551
2020년12월_남_80~89세,"1,754",788,148,463,191,164
2020년12월_남_90~99세,133,49,20,28,21,15
2020년12월_남_100세 이상,8,2,6,0,0,0
2020년12월_여_총인구수,"88,106","27,255","4,038","41,505","11,304","4,004"
2020년12월_여_연령구간인구수,"88,106","27,255","4,038","41,505","11,304","4,004"
2020년12월_여_0~9세,"9,411","1,529",201,"6,031","1,438",212
2020년12월_여_10~19세,"8,384","2,147",187,"5,089",762,199
2020년12월_여_20~29세,"8,013","2,963",413,"3,339",997,301
2020년12월_여_30~39세,"12,541","2,643",431,"7,047","2,089",331
2020년12월_여_40~49세,"15,684","4,201",393,"8,995","1,648",447
2020년12월_여_50~59세,"11,875","4,755",698,"4,084","1,630",708
2020년12월_여_60~69세,"11,439","4,374",796,"3,881","1,462",926
2020년12월_여_70~79세,"6,717","2,889",481,"2,034",783,530
2020년12월_여_80~89세,"3,396","1,468",364,850,412,302
2020년12월_여_90~99세,611,268,70,150,77,46
2020년12월_여_100세 이상,35,18,4,5,6,2
2021년01월_계_총인구수,"175,428","53,060","8,663","81,877","23,776","8,052"
2021년01월_계_연령구간인구수,"175,428","53,060","8,663","81,877","23,776","8,052"
2021년01월_계_0~9세,"19,121","3,168",402,"12,160","3,003",388
2021년01월_계_10~19세,"17,561","4,434",421,"10,627","1,645",434
2021년01월_계_20~29세,"17,093","6,330","1,036","6,643","2,354",730
2021년01월_계_30~39세,"24,958","5,587","1,040","13,244","4,405",682
2021년01월_계_40~49세,"32,391","8,256",951,"18,516","3,668","1,000"
2021년01월_계_50~59세,"24,239","9,399","1,564","8,407","3,446","1,423"
2021년01월_계_60~69세,"21,648","8,272","1,667","6,928","3,004","1,777"
2021년01월_계_70~79세,"12,424","5,014",968,"3,839","1,520","1,083"
2021년01월_계_80~89세,"5,200","2,266",513,"1,324",627,470
2021년01월_계_90~99세,749,314,90,184,98,63
2021년01월_계_100세 이상,44,20,11,5,6,2
2021년01월_남_총인구수,"86,848","25,888","4,622","40,451","11,826","4,061"
