카테고리,충청남도 당진시,충청남도 당진시 합덕읍,충청남도 당진시 송악읍,충청남도 당진시 고대면,충청남도 당진시 석문면,충청남도 당진시 대호지면,충청남도 당진시 정미면,충청남도 당진시 면천면,충청남도 당진시 순성면,충청남도 당진시 우강면,충청남도 당진시 신평면,충청남도 당진시 송산면,충청남도 당진시 당진1동,충청남도 당진시 당진2동,충청남도 당진시 당진3동
2020년04월_여_30~39세,"10,197",304,"2,542",149,362,47,104,96,126,138,878,765,"1,828","1,519","1,339"
2020년04월_여_40~49세,"11,601",445,"2,044",240,433,87,143,143,237,251,"1,211",739,"1,934","1,800","1,894"
2020년04월_여_50~59세,"11,364",702,"1,773",414,773,184,289,314,439,412,"1,150",714,"1,541","1,431","1,228"
2020년04월_여_60~69세,"9,975",948,"1,438",593,758,298,399,384,529,513,"1,001",594,991,941,588
2020년04월_여_70~79세,"6,924",698,824,439,534,241,311,269,392,457,707,470,642,573,367
2020년04월_여_80~89세,"5,061",484,629,401,386,202,248,242,346,317,490,351,321,390,254
2020년04월_여_90~99세,818,84,84,70,56,23,54,44,60,49,80,54,53,59,48
2020년04월_여_100세 이상,54,13,7,3,3,2,2,0,4,1,6,3,1,9,0
2020년05월_계_총인구수,"166,098","9,272","30,418","5,521","9,647","2,441","3,727","3,600","5,163","5,183","15,982","12,118","23,747","20,598","18,681"
2020년05월_계_연령구간인구수,"166,098","9,272","30,418","5,521","9,647","2,441","3,727","3,600","5,163","5,183","15,982","12,118","23,747","20,598","18,681"
2020년05월_계_0~9세,"16,113",361,"4,149",202,471,59,112,111,189,208,"1,596","1,293","2,559","2,506","2,297"
2020년05월_계_10~19세,"15,667",572,"2,528",285,495,100,192,185,333,355,"1,807","1,019","2,466","2,513","2,817"
2020년05월_계_20~29세,"16,266",748,"2,447",392,952,144,316,283,387,399,"1,479","1,080","3,331","2,164","2,144"
2020년05월_계_30~39세,"23,443",764,"5,809",337,"1,145",133,229,239,300,332,"1,827","2,111","4,382","3,107","2,728"
2020년05월_계_40~49세,"26,491","1,141","5,282",575,"1,338",223,337,381,571,584,"2,596","2,019","4,056","3,697","3,691"
2020년05월_계_50~59세,"25,754","1,615","4,390",984,"1,932",367,637,672,974,909,"2,535","1,797","3,245","3,010","2,687"
2020년05월_계_60~69세,"20,260","1,847","3,095","1,166","1,606",602,830,760,"1,016","1,014","1,973","1,307","1,988","1,871","1,185"
2020년05월_계_70~79세,"13,038","1,299","1,624",854,"1,016",477,599,546,770,794,"1,298",877,"1,144","1,052",688
2020년05월_계_80~89세,"7,902",798,962,630,606,303,409,359,531,516,763,541,503,598,383
2020년05월_계_90~99세,"1,096",112,125,93,81,30,64,62,87,70,100,71,72,69,60
2020년05월_계_100세 이상,68,15,7,3,5,3,2,2,5,2,8,3,1,11,1
2020년05월_남_총인구수,"87,974","4,887","16,839","2,802","5,570","1,225","1,909","1,852","2,616","2,616","8,157","6,876","12,537","10,476","9,612"
2020년05월_남_연령구간인구수,"87,974","4,887","16,839","2,802","5,570","1,225","1,909","1,852","2,616","2,616","8,157","6,876","12,537","10,476","9,612"
2020년05월_남_0~9세,"8,238",202,"2,156",103,245,34,51,55,95,101,786,649,"1,289","1,292","1,180"
2020년05월_남_10~19세,"8,205",316,"1,344",146,262,57,99,96,175,198,936,512,"1,264","1,298","1,502"
2020년05월_남_20~29세,"9,508",453,"1,401",227,632,87,194,174,229,229,859,700,"1,909","1,204","1,210"
2020년05월_남_30~39세,"13,276",458,"3,282",190,786,84,127,140,170,194,952,"1,344","2,550","1,589","1,410"
2020년05월_남_40~49세,"14,894",699,"3,226",335,905,137,198,238,336,336,"1,386","1,274","2,133","1,898","1,793"
2020년05월_남_50~59세,"14,414",922,"2,624",568,"1,168",183,350,362,539,494,"1,392","1,079","1,701","1,573","1,459"
2020년05월_남_60~69세,"10,247",896,"1,640",573,849,303,430,371,492,505,960,707,"1,000",928,593
2020년05월_남_70~79세,"6,096",600,802,408,478,232,290,277,374,344,594,401,492,483,321
2020년05월_남_80~89세,"2,811",310,325,231,219,100,160,119,180,193,269,193,182,199,131
2020년05월_남_90~99세,271,29,39,21,24,7,10,18,25,21,21,17,17,10,12
2020년05월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년05월_여_총인구수,"78,124","4,385","13,579","2,719","4,077","1,216","1,818","1,748","2,547","2,567","7,825","5,242","11,210","10,122","9,069"
2020년05월_여_연령구간인구수,"78,124","4,385","13,579","2,719","4,077","1,216","1,818","1,748","2,547","2,567","7,825","5,242","11,210","10,122","9,069"
2020년05월_여_0~9세,"7,875",159,"1,993",99,226,25,61,56,94,107,810,644,"1,270","1,214","1,117"
2020년05월_여_10~19세,"7,462",256,"1,184",139,233,43,93,89,158,157,871,507,"1,202","1,215","1,315"
2020년05월_여_20~29세,"6,758",295,"1,046",165,320,57,122,109,158,170,620,380,"1,422",960,934
2020년05월_여_30~39세,"10,167",306,"2,527",147,359,49,102,99,130,138,875,767,"1,832","1,518","1,318"
2020년05월_여_40~49세,"11,597",442,"2,056",240,433,86,139,143,235,248,"1,210",745,"1,923","1,799","1,898"
2020년05월_여_50~59세,"11,340",693,"1,766",416,764,184,287,310,435,415,"1,143",718,"1,544","1,437","1,228"
2020년05월_여_60~69세,"10,013",951,"1,455",593,757,299,400,389,524,509,"1,013",600,988,943,592
2020년05월_여_70~79세,"6,942",699,822,446,538,245,309,269,396,450,704,476,652,569,367
2020년05월_여_80~89세,"5,091",488,637,399,387,203,249,240,351,323,494,348,321,399,252
2020년05월_여_90~99세,825,83,86,72,57,23,54,44,62,49,79,54,55,59,48
2020년05월_여_100세 이상,54,13,7,3,3,2,2,0,4,1,6,3,1,9,0
2020년06월_계_총인구수,"166,084","9,248","30,400","5,516","9,634","2,452","3,743","3,606","5,147","5,178","15,994","12,127","23,696","20,641","18,702"
2020년06월_계_연령구간인구수,"166,084","9,248","30,400","5,516","9,634","2,452","3,743","3,606","5,147","5,178","15,994","12,127","23,696","20,641","18,702"
2020년06월_계_0~9세,"16,030",361,"4,135",198,467,60,109,107,189,206,"1,581","1,280","2,537","2,514","2,286"
2020년06월_계_10~19세,"15,673",561,"2,535",289,494,100,200,192,334,357,"1,817","1,025","2,451","2,505","2,813"
2020년06월_계_20~29세,"16,219",747,"2,429",385,932,144,314,282,380,400,"1,487","1,088","3,325","2,167","2,139"
2020년06월_계_30~39세,"23,344",756,"5,790",339,"1,141",133,226,238,297,328,"1,816","2,092","4,361","3,100","2,727"
2020년06월_계_40~49세,"26,571","1,148","5,271",564,"1,346",226,338,382,568,583,"2,601","2,033","4,072","3,731","3,708"
2020년06월_계_50~59세,"25,756","1,593","4,405",979,"1,924",368,643,680,962,901,"2,541","1,808","3,253","3,007","2,692"
2020년06월_계_60~69세,"20,369","1,849","3,103","1,183","1,618",606,828,758,"1,027","1,022","1,983","1,313","1,986","1,891","1,202"
2020년06월_계_70~79세,"13,051","1,302","1,633",851,"1,018",479,611,542,770,796,"1,296",877,"1,135","1,052",689
2020년06월_계_80~89세,"7,900",802,967,627,608,300,408,360,529,513,763,536,504,597,386
2020년06월_계_90~99세,"1,102",114,125,98,81,33,64,63,86,70,101,71,71,66,59
2020년06월_계_100세 이상,69,15,7,3,5,3,2,2,5,2,8,4,1,11,1
2020년06월_남_총인구수,"88,015","4,877","16,838","2,798","5,586","1,227","1,919","1,853","2,599","2,614","8,155","6,895","12,540","10,488","9,626"
2020년06월_남_연령구간인구수,"88,015","4,877","16,838","2,798","5,586","1,227","1,919","1,853","2,599","2,614","8,155","6,895","12,540","10,488","9,626"
2020년06월_남_0~9세,"8,190",203,"2,144",101,240,35,48,53,94,99,777,647,"1,279","1,295","1,175"
2020년06월_남_10~19세,"8,211",310,"1,350",149,263,57,106,100,175,199,938,513,"1,262","1,291","1,498"
2020년06월_남_20~29세,"9,494",459,"1,401",223,626,87,192,172,222,230,858,715,"1,905","1,200","1,204"
2020년06월_남_30~39세,"13,231",451,"3,267",190,783,83,126,141,167,195,948,"1,333","2,551","1,588","1,408"
2020년06월_남_40~49세,"14,945",703,"3,225",327,914,139,198,238,332,332,"1,387","1,284","2,147","1,911","1,808"
2020년06월_남_50~59세,"14,433",907,"2,634",566,"1,176",184,353,368,530,489,"1,393","1,083","1,713","1,573","1,464"
2020년06월_남_60~69세,"10,317",898,"1,647",586,855,299,433,366,502,511,972,711,999,938,600
2020년06월_남_70~79세,"6,102",602,806,406,482,235,294,275,375,348,589,399,483,484,324
2020년06월_남_80~89세,"2,803",313,325,227,220,99,159,121,177,188,270,191,185,196,132
2020년06월_남_90~99세,275,29,39,23,25,8,10,17,24,22,21,19,16,10,12
2020년06월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년06월_여_총인구수,"78,069","4,371","13,562","2,718","4,048","1,225","1,824","1,753","2,548","2,564","7,839","5,232","11,156","10,153","9,076"
2020년06월_여_연령구간인구수,"78,069","4,371","13,562","2,718","4,048","1,225","1,824","1,753","2,548","2,564","7,839","5,232","11,156","10,153","9,076"
2020년06월_여_0~9세,"7,840",158,"1,991",97,227,25,61,54,95,107,804,633,"1,258","1,219","1,111"
2020년06월_여_10~19세,"7,462",251,"1,185",140,231,43,94,92,159,158,879,512,"1,189","1,214","1,315"
2020년06월_여_20~29세,"6,725",288,"1,028",162,306,57,122,110,158,170,629,373,"1,420",967,935
2020년06월_여_30~39세,"10,113",305,"2,523",149,358,50,100,97,130,133,868,759,"1,810","1,512","1,319"
2020년06월_여_40~49세,"11,626",445,"2,046",237,432,87,140,144,236,251,"1,214",749,"1,925","1,820","1,900"
2020년06월_여_50~59세,"11,323",686,"1,771",413,748,184,290,312,432,412,"1,148",725,"1,540","1,434","1,228"
2020년06월_여_60~69세,"10,052",951,"1,456",597,763,307,395,392,525,511,"1,011",602,987,953,602
2020년06월_여_70~79세,"6,949",700,827,445,536,244,317,267,395,448,707,478,652,568,365
2020년06월_여_80~89세,"5,097",489,642,400,388,201,249,239,352,325,493,345,319,401,254
2020년06월_여_90~99세,827,85,86,75,56,25,54,46,62,48,80,52,55,56,47
2020년06월_여_100세 이상,55,13,7,3,3,2,2,0,4,1,6,4,1,9,0
2020년07월_계_총인구수,"166,057","9,228","30,394","5,528","9,606","2,451","3,736","3,596","5,124","5,179","15,974","12,142","23,637","20,792","18,670"
2020년07월_계_연령구간인구수,"166,057","9,228","30,394","5,528","9,606","2,451","3,736","3,596","5,124","5,179","15,974","12,142","23,637","20,792","18,670"
2020년07월_계_0~9세,"15,979",354,"4,134",200,460,62,111,102,186,206,"1,576","1,276","2,506","2,531","2,275"
2020년07월_계_10~19세,"15,664",565,"2,530",293,487,99,199,193,327,355,"1,814","1,033","2,444","2,524","2,801"
2020년07월_계_20~29세,"16,153",734,"2,439",384,910,142,310,277,372,393,"1,489","1,080","3,305","2,181","2,137"
2020년07월_계_30~39세,"23,227",741,"5,748",344,"1,149",133,222,229,295,327,"1,789","2,082","4,350","3,116","2,702"
2020년07월_계_40~49세,"26,605","1,146","5,280",565,"1,341",226,339,380,564,582,"2,606","2,046","4,062","3,762","3,706"
2020년07월_계_50~59세,"25,743","1,586","4,388",977,"1,928",364,639,681,949,907,"2,534","1,818","3,258","3,019","2,695"
2020년07월_계_60~69세,"20,478","1,851","3,124","1,188","1,619",609,828,760,"1,031","1,026","1,994","1,319","1,996","1,920","1,213"
2020년07월_계_70~79세,"13,140","1,319","1,649",856,"1,023",481,612,547,777,798,"1,305",877,"1,140","1,063",693
2020년07월_계_80~89세,"7,899",802,966,619,607,299,411,362,533,510,761,538,505,599,387
2020년07월_계_90~99세,"1,101",115,129,99,77,33,63,63,84,73,99,69,71,66,60
2020년07월_계_100세 이상,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020년07월_남_총인구수,"88,007","4,867","16,815","2,808","5,575","1,227","1,911","1,846","2,583","2,620","8,156","6,900","12,509","10,571","9,619"
2020년07월_남_연령구간인구수,"88,007","4,867","16,815","2,808","5,575","1,227","1,911","1,846","2,583","2,620","8,156","6,900","12,509","10,571","9,619"
2020년07월_남_0~9세,"8,163",197,"2,140",103,234,36,49,50,90,101,776,642,"1,260","1,314","1,171"
2020년07월_남_10~19세,"8,214",313,"1,342",147,260,56,107,102,173,199,941,516,"1,265","1,304","1,489"
2020년07월_남_20~29세,"9,462",457,"1,410",222,607,85,191,169,215,228,867,699,"1,899","1,206","1,207"
2020년07월_남_30~39세,"13,160",442,"3,234",194,793,83,122,136,166,194,928,"1,329","2,537","1,602","1,400"
2020년07월_남_40~49세,"14,976",700,"3,232",330,911,139,197,238,332,332,"1,388","1,296","2,147","1,919","1,815"
2020년07월_남_50~59세,"14,410",904,"2,626",563,"1,186",180,347,366,519,495,"1,389","1,090","1,708","1,578","1,459"
2020년07월_남_60~69세,"10,384",897,"1,654",593,854,304,432,366,506,511,983,717,"1,007",951,609
2020년07월_남_70~79세,"6,152",612,813,407,488,237,295,279,378,350,594,401,488,486,324
2020년07월_남_80~89세,"2,794",312,324,226,217,98,161,121,179,185,267,192,183,198,131
2020년07월_남_90~99세,278,31,40,23,23,8,10,17,24,24,21,18,15,11,13
2020년07월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년07월_여_총인구수,"78,050","4,361","13,579","2,720","4,031","1,224","1,825","1,750","2,541","2,559","7,818","5,242","11,128","10,221","9,051"
2020년07월_여_연령구간인구수,"78,050","4,361","13,579","2,720","4,031","1,224","1,825","1,750","2,541","2,559","7,818","5,242","11,128","10,221","9,051"
2020년07월_여_0~9세,"7,816",157,"1,994",97,226,26,62,52,96,105,800,634,"1,246","1,217","1,104"
2020년07월_여_10~19세,"7,450",252,"1,188",146,227,43,92,91,154,156,873,517,"1,179","1,220","1,312"
2020년07월_여_20~29세,"6,691",277,"1,029",162,303,57,119,108,157,165,622,381,"1,406",975,930
2020년07월_여_30~39세,"10,067",299,"2,514",150,356,50,100,93,129,133,861,753,"1,813","1,514","1,302"
2020년07월_여_40~49세,"11,629",446,"2,048",235,430,87,142,142,232,250,"1,218",750,"1,915","1,843","1,891"
2020년07월_여_50~59세,"11,333",682,"1,762",414,742,184,292,315,430,412,"1,145",728,"1,550","1,441","1,236"
2020년07월_여_60~69세,"10,094",954,"1,470",595,765,305,396,394,525,515,"1,011",602,989,969,604
2020년07월_여_70~79세,"6,988",707,836,449,535,244,317,268,399,448,711,476,652,577,369
2020년07월_여_80~89세,"5,105",490,642,393,390,201,250,241,354,325,494,346,322,401,256
2020년07월_여_90~99세,823,84,89,76,54,25,53,46,60,49,78,51,56,55,47
2020년07월_여_100세 이상,54,13,7,3,3,2,2,0,5,1,5,4,0,9,0
2020년08월_계_총인구수,"166,067","9,191","30,376","5,515","9,620","2,452","3,727","3,603","5,118","5,175","15,946","12,106","23,635","20,965","18,638"
2020년08월_계_연령구간인구수,"166,067","9,191","30,376","5,515","9,620","2,452","3,727","3,603","5,118","5,175","15,946","12,106","23,635","20,965","18,638"
2020년08월_계_0~9세,"15,947",349,"4,128",200,459,62,109,101,187,206,"1,560","1,257","2,503","2,562","2,264"
2020년08월_계_10~19세,"15,637",565,"2,519",291,490,100,199,193,323,353,"1,816","1,029","2,423","2,539","2,797"
2020년08월_계_20~29세,"16,109",723,"2,421",382,907,141,301,279,369,394,"1,479","1,068","3,300","2,218","2,127"
2020년08월_계_30~39세,"23,105",732,"5,697",342,"1,150",132,225,227,295,325,"1,774","2,055","4,319","3,141","2,691"
2020년08월_계_40~49세,"26,628","1,137","5,320",565,"1,339",221,335,380,557,587,"2,602","2,040","4,058","3,778","3,709"
2020년08월_계_50~59세,"25,774","1,576","4,383",967,"1,927",361,636,683,957,890,"2,530","1,832","3,285","3,054","2,693"
2020년08월_계_60~69세,"20,586","1,850","3,133","1,184","1,630",614,836,766,"1,034","1,030","2,010","1,330","2,027","1,926","1,216"
2020년08월_계_70~79세,"13,197","1,321","1,665",860,"1,027",487,615,551,776,805,"1,309",884,"1,141","1,064",692
2020년08월_계_80~89세,"7,907",811,972,623,609,295,407,359,528,510,757,536,507,604,389
2020년08월_계_90~99세,"1,109",112,131,98,77,36,62,62,86,73,102,71,72,68,59
2020년08월_계_100세 이상,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020년08월_남_총인구수,"88,049","4,849","16,818","2,804","5,590","1,221","1,907","1,851","2,580","2,615","8,146","6,889","12,501","10,662","9,616"
2020년08월_남_연령구간인구수,"88,049","4,849","16,818","2,804","5,590","1,221","1,907","1,851","2,580","2,615","8,146","6,889","12,501","10,662","9,616"
2020년08월_남_0~9세,"8,157",196,"2,142",102,233,36,48,50,88,100,772,636,"1,252","1,332","1,170"
2020년08월_남_10~19세,"8,196",312,"1,329",145,261,56,107,101,174,197,939,514,"1,261","1,310","1,490"
2020년08월_남_20~29세,"9,433",450,"1,397",222,601,85,185,171,209,229,866,697,"1,891","1,225","1,205"
2020년08월_남_30~39세,"13,102",439,"3,210",193,799,81,124,134,167,191,918,"1,313","2,521","1,613","1,399"
2020년08월_남_40~49세,"14,999",693,"3,262",330,909,136,194,240,327,338,"1,390","1,289","2,149","1,928","1,814"
2020년08월_남_50~59세,"14,427",904,"2,626",559,"1,192",177,349,369,525,483,"1,379","1,097","1,711","1,601","1,455"
2020년08월_남_60~69세,"10,475",896,"1,665",595,862,307,434,368,510,515,"1,000",726,"1,031",953,613
2020년08월_남_70~79세,"6,163",609,816,408,492,236,296,280,376,352,596,405,487,488,322
2020년08월_남_80~89세,"2,803",318,329,229,218,97,160,120,179,185,262,193,181,199,133
2020년08월_남_90~99세,280,30,42,21,21,9,10,16,24,24,22,19,17,11,14
2020년08월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년08월_여_총인구수,"78,018","4,342","13,558","2,711","4,030","1,231","1,820","1,752","2,538","2,560","7,800","5,217","11,134","10,303","9,022"
2020년08월_여_연령구간인구수,"78,018","4,342","13,558","2,711","4,030","1,231","1,820","1,752","2,538","2,560","7,800","5,217","11,134","10,303","9,022"
2020년08월_여_0~9세,"7,790",153,"1,986",98,226,26,61,51,99,106,788,621,"1,251","1,230","1,094"
2020년08월_여_10~19세,"7,441",253,"1,190",146,229,44,92,92,149,156,877,515,"1,162","1,229","1,307"
2020년08월_여_20~29세,"6,676",273,"1,024",160,306,56,116,108,160,165,613,371,"1,409",993,922
2020년08월_여_30~39세,"10,003",293,"2,487",149,351,51,101,93,128,134,856,742,"1,798","1,528","1,292"
2020년08월_여_40~49세,"11,629",444,"2,058",235,430,85,141,140,230,249,"1,212",751,"1,909","1,850","1,895"
2020년08월_여_50~59세,"11,347",672,"1,757",408,735,184,287,314,432,407,"1,151",735,"1,574","1,453","1,238"
2020년08월_여_60~69세,"10,111",954,"1,468",589,768,307,402,398,524,515,"1,010",604,996,973,603
2020년08월_여_70~79세,"7,034",712,849,452,535,251,319,271,400,453,713,479,654,576,370
2020년08월_여_80~89세,"5,104",493,643,394,391,198,247,239,349,325,495,343,326,405,256
2020년08월_여_90~99세,829,82,89,77,56,27,52,46,62,49,80,52,55,57,45
2020년08월_여_100세 이상,54,13,7,3,3,2,2,0,5,1,5,4,0,9,0
