카테고리,경상남도 사천시,경상남도 사천시 사천읍,경상남도 사천시 정동면,경상남도 사천시 사남면,경상남도 사천시 용현면,경상남도 사천시 축동면,경상남도 사천시 곤양면,경상남도 사천시 곤명면,경상남도 사천시 서포면,경상남도 사천시 동서동,경상남도 사천시 선구동,경상남도 사천시 동서금동,경상남도 사천시 벌용동,경상남도 사천시 향촌동,경상남도 사천시 남양동,경상남도 사천시 신수출장소
2020년01월_여_80~89세,"3,806",430,275,338,284,127,249,239,282,308,209,179,403,219,246,18
2020년01월_여_90~99세,634,75,49,57,49,16,35,28,59,53,33,28,53,45,53,1
2020년01월_여_100세 이상,18,6,0,1,1,0,1,1,0,2,0,3,1,0,2,0
2020년02월_계_총인구수,"111,666","18,856","10,762","16,002","7,883","1,688","3,558","2,940","3,575","6,452","5,320","6,154","15,715","6,971","5,510",280
2020년02월_계_연령구간인구수,"111,666","18,856","10,762","16,002","7,883","1,688","3,558","2,940","3,575","6,452","5,320","6,154","15,715","6,971","5,510",280
2020년02월_계_0~9세,"8,616","1,603","1,101","2,162",729,49,115,78,70,201,240,408,"1,154",368,331,7
2020년02월_계_10~19세,"10,467","1,987","1,317","2,009",641,60,175,102,159,340,337,469,"1,744",682,436,9
2020년02월_계_20~29세,"10,991","2,449","1,137","1,626",555,134,297,184,268,440,513,540,"1,655",689,495,9
2020년02월_계_30~39세,"12,525","2,610","1,360","2,655",991,104,206,163,164,495,499,651,"1,488",625,494,20
2020년02월_계_40~49세,"17,965","3,408","1,969","3,058","1,258",188,377,295,358,779,740,961,"2,604","1,172",763,35
2020년02월_계_50~59세,"18,585","3,082","1,656","1,870","1,282",318,640,561,707,"1,179","1,011","1,080","2,916","1,310",926,47
2020년02월_계_60~69세,"15,662","1,879","1,065","1,265","1,180",381,711,652,754,"1,430",993,"1,043","2,186","1,072",986,65
2020년02월_계_70~79세,"10,541","1,114",692,832,764,245,611,521,651,"1,057",648,691,"1,314",669,669,63
2020년02월_계_80~89세,"5,520",627,403,460,420,187,377,345,376,463,300,272,590,332,344,24
2020년02월_계_90~99세,770,91,62,64,62,22,47,37,67,66,39,34,63,51,64,1
2020년02월_계_100세 이상,24,6,0,1,1,0,2,2,1,2,0,5,1,1,2,0
2020년02월_남_총인구수,"56,318","9,812","5,360","8,369","3,927",886,"1,813","1,448","1,778","3,142","2,641","3,026","7,674","3,584","2,715",143
2020년02월_남_연령구간인구수,"56,318","9,812","5,360","8,369","3,927",886,"1,813","1,448","1,778","3,142","2,641","3,026","7,674","3,584","2,715",143
2020년02월_남_0~9세,"4,465",824,565,"1,164",352,28,70,44,38,106,122,207,602,174,165,4
2020년02월_남_10~19세,"5,409",982,679,"1,035",341,34,95,54,83,178,184,243,906,361,230,4
2020년02월_남_20~29세,"6,578","1,448",640,"1,029",322,84,185,110,167,260,324,333,956,424,288,8
2020년02월_남_30~39세,"6,678","1,459",676,"1,398",503,60,120,93,98,297,276,340,744,336,267,11
2020년02월_남_40~49세,"9,613","1,829",995,"1,637",710,117,220,190,236,454,410,521,"1,238",616,413,27
2020년02월_남_50~59세,"9,715","1,636",874,"1,030",639,195,363,312,395,601,498,520,"1,451",709,464,28
2020년02월_남_60~69세,"7,582",952,523,591,585,194,357,320,365,650,470,462,"1,043",554,486,30
2020년02월_남_70~79세,"4,445",469,272,352,329,109,268,218,290,438,258,298,536,293,289,26
2020년02월_남_80~89세,"1,705",197,125,123,134,60,123,99,100,149,93,95,189,108,105,5
2020년02월_남_90~99세,122,16,11,10,12,5,11,7,5,9,6,5,9,8,8,0
2020년02월_남_100세 이상,6,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년02월_여_총인구수,"55,348","9,044","5,402","7,633","3,956",802,"1,745","1,492","1,797","3,310","2,679","3,128","8,041","3,387","2,795",137
2020년02월_여_연령구간인구수,"55,348","9,044","5,402","7,633","3,956",802,"1,745","1,492","1,797","3,310","2,679","3,128","8,041","3,387","2,795",137
2020년02월_여_0~9세,"4,151",779,536,998,377,21,45,34,32,95,118,201,552,194,166,3
2020년02월_여_10~19세,"5,058","1,005",638,974,300,26,80,48,76,162,153,226,838,321,206,5
2020년02월_여_20~29세,"4,413","1,001",497,597,233,50,112,74,101,180,189,207,699,265,207,1
2020년02월_여_30~39세,"5,847","1,151",684,"1,257",488,44,86,70,66,198,223,311,744,289,227,9
2020년02월_여_40~49세,"8,352","1,579",974,"1,421",548,71,157,105,122,325,330,440,"1,366",556,350,8
2020년02월_여_50~59세,"8,870","1,446",782,840,643,123,277,249,312,578,513,560,"1,465",601,462,19
2020년02월_여_60~69세,"8,080",927,542,674,595,187,354,332,389,780,523,581,"1,143",518,500,35
2020년02월_여_70~79세,"6,096",645,420,480,435,136,343,303,361,619,390,393,778,376,380,37
2020년02월_여_80~89세,"3,815",430,278,337,286,127,254,246,276,314,207,177,401,224,239,19
2020년02월_여_90~99세,648,75,51,54,50,17,36,30,62,57,33,29,54,43,56,1
2020년02월_여_100세 이상,18,6,0,1,1,0,1,1,0,2,0,3,1,0,2,0
2020년03월_계_총인구수,"111,517","18,805","10,727","16,001","7,875","1,681","3,543","2,929","3,580","6,422","5,319","6,223","15,697","6,958","5,475",282
2020년03월_계_연령구간인구수,"111,517","18,805","10,727","16,001","7,875","1,681","3,543","2,929","3,580","6,422","5,319","6,223","15,697","6,958","5,475",282
2020년03월_계_0~9세,"8,537","1,577","1,085","2,133",718,49,114,80,72,200,241,415,"1,149",371,326,7
2020년03월_계_10~19세,"10,454","1,992","1,308","2,034",646,61,170,97,155,328,346,473,"1,730",665,440,9
2020년03월_계_20~29세,"10,960","2,437","1,145","1,623",559,133,300,187,271,433,497,556,"1,639",692,479,9
2020년03월_계_30~39세,"12,459","2,564","1,338","2,643",981,104,206,163,163,496,498,670,"1,502",624,487,20
2020년03월_계_40~49세,"17,900","3,394","1,969","3,056","1,261",186,368,287,356,774,735,965,"2,579","1,169",766,35
2020년03월_계_50~59세,"18,558","3,105","1,650","1,882","1,268",313,635,559,711,"1,154","1,007","1,088","2,917","1,305",917,47
2020년03월_계_60~69세,"15,741","1,893","1,072","1,267","1,190",383,719,652,758,"1,439","1,001","1,046","2,197","1,077",983,64
2020년03월_계_70~79세,"10,550","1,118",693,836,765,243,604,508,648,"1,065",654,696,"1,323",667,665,65
2020년03월_계_80~89세,"5,555",624,404,466,423,186,379,356,379,463,299,276,597,333,345,25
2020년03월_계_90~99세,779,95,63,60,63,23,46,38,66,68,41,33,63,54,65,1
2020년03월_계_100세 이상,24,6,0,1,1,0,2,2,1,2,0,5,1,1,2,0
2020년03월_남_총인구수,"56,237","9,784","5,337","8,362","3,917",884,"1,804","1,450","1,785","3,132","2,631","3,062","7,669","3,580","2,696",144
2020년03월_남_연령구간인구수,"56,237","9,784","5,337","8,362","3,917",884,"1,804","1,450","1,785","3,132","2,631","3,062","7,669","3,580","2,696",144
2020년03월_남_0~9세,"4,434",816,559,"1,152",344,28,69,46,40,107,120,213,592,178,166,4
2020년03월_남_10~19세,"5,398",985,671,"1,037",347,34,92,55,83,168,191,246,901,355,229,4
2020년03월_남_20~29세,"6,555","1,438",647,"1,022",323,82,189,113,170,259,310,337,949,425,283,8
2020년03월_남_30~39세,"6,633","1,429",661,"1,397",492,60,118,93,98,299,274,354,750,334,263,11
2020년03월_남_40~49세,"9,579","1,821",993,"1,633",711,116,213,185,233,449,410,522,"1,236",617,413,27
2020년03월_남_50~59세,"9,729","1,652",871,"1,040",633,192,361,318,400,591,493,525,"1,459",709,457,28
2020년03월_남_60~69세,"7,606",959,526,593,587,198,361,317,366,656,471,463,"1,043",554,483,29
2020년03월_남_70~79세,"4,453",472,270,351,335,108,264,209,288,445,262,300,543,292,287,27
2020년03월_남_80~89세,"1,721",195,128,127,133,61,124,106,102,149,94,95,187,107,107,6
2020년03월_남_90~99세,123,17,11,10,12,5,12,7,4,9,6,5,9,8,8,0
2020년03월_남_100세 이상,6,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년03월_여_총인구수,"55,280","9,021","5,390","7,639","3,958",797,"1,739","1,479","1,795","3,290","2,688","3,161","8,028","3,378","2,779",138
2020년03월_여_연령구간인구수,"55,280","9,021","5,390","7,639","3,958",797,"1,739","1,479","1,795","3,290","2,688","3,161","8,028","3,378","2,779",138
2020년03월_여_0~9세,"4,103",761,526,981,374,21,45,34,32,93,121,202,557,193,160,3
2020년03월_여_10~19세,"5,056","1,007",637,997,299,27,78,42,72,160,155,227,829,310,211,5
2020년03월_여_20~29세,"4,405",999,498,601,236,51,111,74,101,174,187,219,690,267,196,1
2020년03월_여_30~39세,"5,826","1,135",677,"1,246",489,44,88,70,65,197,224,316,752,290,224,9
2020년03월_여_40~49세,"8,321","1,573",976,"1,423",550,70,155,102,123,325,325,443,"1,343",552,353,8
2020년03월_여_50~59세,"8,829","1,453",779,842,635,121,274,241,311,563,514,563,"1,458",596,460,19
2020년03월_여_60~69세,"8,135",934,546,674,603,185,358,335,392,783,530,583,"1,154",523,500,35
2020년03월_여_70~79세,"6,097",646,423,485,430,135,340,299,360,620,392,396,780,375,378,38
2020년03월_여_80~89세,"3,834",429,276,339,290,125,255,250,277,314,205,181,410,226,238,19
2020년03월_여_90~99세,656,78,52,50,51,18,34,31,62,59,35,28,54,46,57,1
2020년03월_여_100세 이상,18,6,0,1,1,0,1,1,0,2,0,3,1,0,2,0
2020년04월_계_총인구수,"111,365","18,744","10,708","16,044","7,839","1,667","3,529","2,926","3,564","6,394","5,320","6,304","15,639","6,938","5,469",280
2020년04월_계_연령구간인구수,"111,365","18,744","10,708","16,044","7,839","1,667","3,529","2,926","3,564","6,394","5,320","6,304","15,639","6,938","5,469",280
2020년04월_계_0~9세,"8,514","1,556","1,080","2,141",718,48,111,81,72,197,246,430,"1,135",366,326,7
2020년04월_계_10~19세,"10,434","1,992","1,298","2,043",644,57,173,98,150,322,347,474,"1,722",668,437,9
2020년04월_계_20~29세,"10,884","2,409","1,142","1,625",548,129,293,183,266,430,499,569,"1,624",683,475,9
2020년04월_계_30~39세,"12,418","2,557","1,329","2,643",975,106,209,162,160,488,485,687,"1,493",614,491,19
2020년04월_계_40~49세,"17,829","3,371","1,953","3,062","1,257",188,361,285,354,770,741,971,"2,558","1,162",761,35
2020년04월_계_50~59세,"18,551","3,116","1,662","1,891","1,253",309,636,551,706,"1,146","1,001","1,099","2,910","1,306",918,47
2020년04월_계_60~69세,"15,752","1,899","1,077","1,269","1,192",382,713,657,759,"1,428",996,"1,053","2,197","1,083",984,63
2020년04월_계_70~79세,"10,610","1,119",702,846,770,239,606,513,649,"1,074",660,704,"1,335",669,658,66
2020년04월_계_80~89세,"5,565",624,401,460,418,188,380,356,380,468,305,277,602,330,351,25
2020년04월_계_90~99세,782,95,64,63,63,21,44,38,67,69,40,34,62,56,66,0
2020년04월_계_100세 이상,26,6,0,1,1,0,3,2,1,2,0,6,1,1,2,0
2020년04월_남_총인구수,"56,119","9,747","5,318","8,394","3,893",882,"1,798","1,445","1,771","3,119","2,635","3,099","7,621","3,561","2,693",143
2020년04월_남_연령구간인구수,"56,119","9,747","5,318","8,394","3,893",882,"1,798","1,445","1,771","3,119","2,635","3,099","7,621","3,561","2,693",143
2020년04월_남_0~9세,"4,422",802,557,"1,157",344,27,66,46,40,106,122,219,588,175,169,4
2020년04월_남_10~19세,"5,382",990,667,"1,043",343,33,96,56,78,166,192,249,891,351,223,4
2020년04월_남_20~29세,"6,497","1,417",649,"1,023",317,77,184,109,165,257,311,343,937,417,283,8
2020년04월_남_30~39세,"6,605","1,432",655,"1,394",482,62,120,91,96,299,269,362,743,328,262,10
2020년04월_남_40~49세,"9,542","1,801",980,"1,639",712,119,211,186,230,449,411,526,"1,226",616,409,27
2020년04월_남_50~59세,"9,732","1,659",875,"1,046",626,192,361,314,397,585,494,533,"1,449",710,462,29
2020년04월_남_60~69세,"7,606",962,527,596,591,197,358,317,369,652,467,464,"1,042",555,481,28
2020년04월_남_70~79세,"4,488",475,271,360,336,108,266,212,289,447,268,303,545,294,287,27
2020년04월_남_80~89세,"1,715",192,126,126,130,62,124,105,102,149,95,93,192,105,108,6
2020년04월_남_90~99세,124,17,11,10,12,5,11,8,4,9,6,5,8,9,9,0
2020년04월_남_100세 이상,6,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년04월_여_총인구수,"55,246","8,997","5,390","7,650","3,946",785,"1,731","1,481","1,793","3,275","2,685","3,205","8,018","3,377","2,776",137
2020년04월_여_연령구간인구수,"55,246","8,997","5,390","7,650","3,946",785,"1,731","1,481","1,793","3,275","2,685","3,205","8,018","3,377","2,776",137
2020년04월_여_0~9세,"4,092",754,523,984,374,21,45,35,32,91,124,211,547,191,157,3
2020년04월_여_10~19세,"5,052","1,002",631,"1,000",301,24,77,42,72,156,155,225,831,317,214,5
2020년04월_여_20~29세,"4,387",992,493,602,231,52,109,74,101,173,188,226,687,266,192,1
2020년04월_여_30~39세,"5,813","1,125",674,"1,249",493,44,89,71,64,189,216,325,750,286,229,9
2020년04월_여_40~49세,"8,287","1,570",973,"1,423",545,69,150,99,124,321,330,445,"1,332",546,352,8
2020년04월_여_50~59세,"8,819","1,457",787,845,627,117,275,237,309,561,507,566,"1,461",596,456,18
2020년04월_여_60~69세,"8,146",937,550,673,601,185,355,340,390,776,529,589,"1,155",528,503,35
2020년04월_여_70~79세,"6,122",644,431,486,434,131,340,301,360,627,392,401,790,375,371,39
2020년04월_여_80~89세,"3,850",432,275,334,288,126,256,251,278,319,210,184,410,225,243,19
2020년04월_여_90~99세,658,78,53,53,51,16,33,30,63,60,34,29,54,47,57,0
2020년04월_여_100세 이상,20,6,0,1,1,0,2,1,0,2,0,4,1,0,2,0
2020년05월_계_총인구수,"111,268","18,710","10,682","16,057","7,822","1,671","3,529","2,930","3,559","6,382","5,324","6,303","15,622","6,915","5,482",280
2020년05월_계_연령구간인구수,"111,268","18,710","10,682","16,057","7,822","1,671","3,529","2,930","3,559","6,382","5,324","6,303","15,622","6,915","5,482",280
2020년05월_계_0~9세,"8,478","1,535","1,078","2,137",723,50,111,83,70,192,241,431,"1,127",359,334,7
2020년05월_계_10~19세,"10,403","1,989","1,290","2,049",639,57,172,100,151,324,340,475,"1,708",659,441,9
2020년05월_계_20~29세,"10,844","2,407","1,128","1,619",549,130,290,177,264,431,506,566,"1,618",680,470,9
2020년05월_계_30~39세,"12,367","2,545","1,318","2,637",974,105,211,161,160,485,484,682,"1,489",603,494,19
2020년05월_계_40~49세,"17,807","3,360","1,957","3,081","1,245",190,356,278,351,766,736,981,"2,545","1,159",768,34
2020년05월_계_50~59세,"18,520","3,112","1,666","1,890","1,254",304,630,555,703,"1,134","1,006","1,091","2,917","1,305",905,48
2020년05월_계_60~69세,"15,788","1,915","1,075","1,265","1,185",382,723,661,759,"1,428",996,"1,051","2,204","1,089",992,63
2020년05월_계_70~79세,"10,670","1,116",706,854,771,244,609,517,653,"1,081",663,712,"1,345",675,658,66
2020년05월_계_80~89세,"5,581",628,400,461,417,188,381,356,381,469,314,274,607,326,354,25
2020년05월_계_90~99세,784,97,64,63,64,21,43,40,66,70,38,34,61,59,64,0
2020년05월_계_100세 이상,26,6,0,1,1,0,3,2,1,2,0,6,1,1,2,0
2020년05월_남_총인구수,"56,099","9,732","5,319","8,397","3,890",884,"1,796","1,448","1,764","3,115","2,632","3,109","7,617","3,561","2,692",143
2020년05월_남_연령구간인구수,"56,099","9,732","5,319","8,397","3,890",884,"1,796","1,448","1,764","3,115","2,632","3,109","7,617","3,561","2,692",143
2020년05월_남_0~9세,"4,420",796,557,"1,153",350,28,65,47,38,103,121,221,583,177,177,4
2020년05월_남_10~19세,"5,364",989,664,"1,045",340,33,97,57,79,166,189,253,881,345,222,4
2020년05월_남_20~29세,"6,479","1,411",644,"1,016",322,77,183,106,165,260,315,340,933,421,278,8
2020년05월_남_30~39세,"6,579","1,427",650,"1,394",480,62,120,89,96,298,265,360,743,323,262,10
2020년05월_남_40~49세,"9,532","1,797",982,"1,647",706,119,210,184,228,447,410,533,"1,220",615,408,26
2020년05월_남_50~59세,"9,734","1,656",881,"1,048",629,189,357,318,395,583,493,532,"1,458",709,456,30
2020년05월_남_60~69세,"7,610",968,531,594,584,201,362,319,366,646,464,464,"1,046",554,483,28
2020년05월_남_70~79세,"4,530",475,273,364,338,108,269,215,288,454,271,307,551,301,289,27
2020년05월_남_80~89세,"1,722",196,126,127,128,62,121,105,104,149,98,92,194,106,108,6
2020년05월_남_90~99세,123,17,11,9,13,5,11,7,4,9,6,5,8,9,9,0
2020년05월_남_100세 이상,6,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년05월_여_총인구수,"55,169","8,978","5,363","7,660","3,932",787,"1,733","1,482","1,795","3,267","2,692","3,194","8,005","3,354","2,790",137
2020년05월_여_연령구간인구수,"55,169","8,978","5,363","7,660","3,932",787,"1,733","1,482","1,795","3,267","2,692","3,194","8,005","3,354","2,790",137
2020년05월_여_0~9세,"4,058",739,521,984,373,22,46,36,32,89,120,210,544,182,157,3
2020년05월_여_10~19세,"5,039","1,000",626,"1,004",299,24,75,43,72,158,151,222,827,314,219,5
2020년05월_여_20~29세,"4,365",996,484,603,227,53,107,71,99,171,191,226,685,259,192,1
2020년05월_여_30~39세,"5,788","1,118",668,"1,243",494,43,91,72,64,187,219,322,746,280,232,9
2020년05월_여_40~49세,"8,275","1,563",975,"1,434",539,71,146,94,123,319,326,448,"1,325",544,360,8
2020년05월_여_50~59세,"8,786","1,456",785,842,625,115,273,237,308,551,513,559,"1,459",596,449,18
2020년05월_여_60~69세,"8,178",947,544,671,601,181,361,342,393,782,532,587,"1,158",535,509,35
2020년05월_여_70~79세,"6,140",641,433,490,433,136,340,302,365,627,392,405,794,374,369,39
2020년05월_여_80~89세,"3,859",432,274,334,289,126,260,251,277,320,216,182,413,220,246,19
2020년05월_여_90~99세,661,80,53,54,51,16,32,33,62,61,32,29,53,50,55,0
2020년05월_여_100세 이상,20,6,0,1,1,0,2,1,0,2,0,4,1,0,2,0
2020년06월_계_총인구수,"111,184","18,682","10,680","16,096","7,840","1,654","3,530","2,914","3,562","6,336","5,313","6,343","15,614","6,882","5,461",277
2020년06월_계_연령구간인구수,"111,184","18,682","10,680","16,096","7,840","1,654","3,530","2,914","3,562","6,336","5,313","6,343","15,614","6,882","5,461",277
2020년06월_계_0~9세,"8,434","1,533","1,075","2,127",723,49,106,84,70,185,243,438,"1,117",348,329,7
2020년06월_계_10~19세,"10,368","1,978","1,293","2,051",643,56,169,97,147,323,339,480,"1,690",659,435,8
2020년06월_계_20~29세,"10,852","2,393","1,128","1,631",549,127,289,174,269,427,501,572,"1,642",668,472,10
2020년06월_계_30~39세,"12,260","2,545","1,304","2,624",972,99,206,155,162,470,480,679,"1,475",585,486,18
2020년06월_계_40~49세,"17,789","3,354","1,965","3,097","1,239",186,358,279,343,760,729,989,"2,542","1,163",753,32
2020년06월_계_50~59세,"18,511","3,102","1,667","1,903","1,260",300,633,547,709,"1,129","1,004","1,082","2,916","1,302",910,47
2020년06월_계_60~69세,"15,862","1,924","1,077","1,284","1,192",384,728,665,763,"1,422",998,"1,059","2,216","1,095",992,63
2020년06월_계_70~79세,"10,721","1,125",710,856,774,244,610,516,651,"1,082",669,732,"1,343",678,664,67
2020년06월_계_80~89세,"5,580",624,396,460,422,188,385,355,381,468,313,273,610,325,355,25
2020년06월_계_90~99세,780,97,65,62,65,21,43,40,66,68,37,33,62,58,63,0
2020년06월_계_100세 이상,27,7,0,1,1,0,3,2,1,2,0,6,1,1,2,0
2020년06월_남_총인구수,"56,072","9,717","5,322","8,416","3,902",875,"1,799","1,440","1,767","3,093","2,626","3,125","7,618","3,552","2,678",142
2020년06월_남_연령구간인구수,"56,072","9,717","5,322","8,416","3,902",875,"1,799","1,440","1,767","3,093","2,626","3,125","7,618","3,552","2,678",142
2020년06월_남_0~9세,"4,396",792,556,"1,145",350,29,61,47,38,101,120,220,582,172,179,4
2020년06월_남_10~19세,"5,351",985,666,"1,045",341,32,97,57,76,165,189,259,872,346,217,4
2020년06월_남_20~29세,"6,488","1,402",644,"1,024",322,75,183,104,168,260,315,340,945,418,280,8
2020년06월_남_30~39세,"6,527","1,429",642,"1,386",486,58,117,84,98,291,260,355,738,318,255,10
2020년06월_남_40~49세,"9,508","1,795",988,"1,656",697,116,212,183,222,440,402,542,"1,214",617,399,25
2020년06월_남_50~59세,"9,747","1,654",883,"1,048",641,189,358,314,399,581,497,528,"1,461",709,456,29
2020년06월_남_60~69세,"7,652",970,533,609,584,202,365,320,368,647,464,465,"1,053",559,484,29
2020년06월_남_70~79세,"4,560",479,277,366,338,107,273,217,290,451,274,317,551,301,292,27
2020년06월_남_80~89세,"1,717",194,122,128,130,62,121,106,103,149,99,93,194,103,107,6
2020년06월_남_90~99세,120,17,11,9,13,5,11,7,4,8,6,4,8,8,9,0
2020년06월_남_100세 이상,6,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년06월_여_총인구수,"55,112","8,965","5,358","7,680","3,938",779,"1,731","1,474","1,795","3,243","2,687","3,218","7,996","3,330","2,783",135
2020년06월_여_연령구간인구수,"55,112","8,965","5,358","7,680","3,938",779,"1,731","1,474","1,795","3,243","2,687","3,218","7,996","3,330","2,783",135
2020년06월_여_0~9세,"4,038",741,519,982,373,20,45,37,32,84,123,218,535,176,150,3
2020년06월_여_10~19세,"5,017",993,627,"1,006",302,24,72,40,71,158,150,221,818,313,218,4
2020년06월_여_20~29세,"4,364",991,484,607,227,52,106,70,101,167,186,232,697,250,192,2
2020년06월_여_30~39세,"5,733","1,116",662,"1,238",486,41,89,71,64,179,220,324,737,267,231,8
2020년06월_여_40~49세,"8,281","1,559",977,"1,441",542,70,146,96,121,320,327,447,"1,328",546,354,7
2020년06월_여_50~59세,"8,764","1,448",784,855,619,111,275,233,310,548,507,554,"1,455",593,454,18
2020년06월_여_60~69세,"8,210",954,544,675,608,182,363,345,395,775,534,594,"1,163",536,508,34
2020년06월_여_70~79세,"6,161",646,433,490,436,137,337,299,361,631,395,415,792,377,372,40
2020년06월_여_80~89세,"3,863",430,274,332,292,126,264,249,278,319,214,180,416,222,248,19
2020년06월_여_90~99세,660,80,54,53,52,16,32,33,62,60,31,29,54,50,54,0
2020년06월_여_100세 이상,21,7,0,1,1,0,2,1,0,2,0,4,1,0,2,0
2020년07월_계_총인구수,"111,401","18,450","11,500","15,909","7,753","1,647","3,527","2,904","3,560","6,322","5,291","6,368","15,580","6,897","5,415",278
2020년07월_계_연령구간인구수,"111,401","18,450","11,500","15,909","7,753","1,647","3,527","2,904","3,560","6,322","5,291","6,368","15,580","6,897","5,415",278
2020년07월_계_0~9세,"8,441","1,498","1,184","2,089",706,46,105,86,68,182,236,455,"1,106",352,322,6
2020년07월_계_10~19세,"10,359","1,938","1,407","2,021",633,54,162,92,145,328,338,475,"1,669",662,426,9
2020년07월_계_20~29세,"10,872","2,377","1,229","1,597",537,125,289,170,272,424,493,573,"1,642",674,461,9
2020년07월_계_30~39세,"12,243","2,465","1,496","2,562",951,98,202,150,162,474,474,683,"1,462",572,473,19
2020년07월_계_40~49세,"17,854","3,306","2,139","3,079","1,220",179,360,276,336,755,726,982,"2,540","1,177",746,33
