카테고리,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2020년08월_여_50~59세,"14,672","4,087",482,647,306,510,998,461,539,657,626,298,180,"1,115","1,819","1,947"
2020년08월_여_60~69세,"12,141","2,713",527,649,363,537,845,536,429,805,644,357,221,985,"1,286","1,244"
2020년08월_여_70~79세,"7,349","1,555",400,401,253,354,455,339,252,492,441,252,126,598,689,742
2020년08월_여_80~89세,"4,807",866,284,292,193,289,276,286,173,369,322,173,106,352,409,417
2020년08월_여_90~99세,802,124,48,57,28,43,50,78,27,66,37,20,24,67,59,74
2020년08월_여_100세 이상,44,5,5,2,1,4,3,4,2,3,4,1,1,5,1,3
2020년09월_계_총인구수,"186,460","58,641","5,444","7,485","3,389","5,768","15,392","5,268","6,316","7,687","6,903","3,863","1,955","12,549","23,378","22,422"
2020년09월_계_연령구간인구수,"186,460","58,641","5,444","7,485","3,389","5,768","15,392","5,268","6,316","7,687","6,903","3,863","1,955","12,549","23,378","22,422"
2020년09월_계_0~9세,"14,278","6,038",185,431,83,237,"1,444",148,393,295,240,93,47,723,"2,129","1,792"
2020년09월_계_10~19세,"18,503","7,520",307,661,153,278,"1,142",278,409,545,384,501,87,"1,082","2,553","2,603"
2020년09월_계_20~29세,"22,322","6,719",521,726,293,524,"2,042",469,789,672,702,450,185,"1,599","3,369","3,262"
2020년09월_계_30~39세,"23,203","8,476",429,676,259,523,"2,630",400,894,629,562,287,149,"1,369","3,180","2,740"
2020년09월_계_40~49세,"30,072","11,920",558,"1,074",346,724,"2,528",570,887,846,796,340,189,"1,775","3,966","3,553"
2020년09월_계_50~59세,"31,331","8,558","1,067","1,341",698,"1,098","2,383","1,057","1,197","1,427","1,453",664,384,"2,284","3,770","3,950"
2020년09월_계_60~69세,"24,675","5,148","1,142","1,344",745,"1,188","1,807","1,155",956,"1,643","1,383",745,451,"1,937","2,534","2,497"
2020년09월_계_70~79세,"13,535","2,800",723,705,463,681,898,658,487,963,825,481,258,"1,103","1,206","1,284"
2020년09월_계_80~89세,"7,474","1,297",447,454,310,456,455,438,261,580,507,276,176,583,591,643
2020년09월_계_90~99세,"1,010",159,60,70,37,54,59,91,40,82,45,25,28,87,78,95
2020년09월_계_100세 이상,57,6,5,3,2,5,4,4,3,5,6,1,1,7,2,3
2020년09월_남_총인구수,"96,122","29,563","2,883","3,767","1,781","3,126","8,586","2,775","3,565","4,020","3,653","2,026","1,015","6,295","11,815","11,252"
2020년09월_남_연령구간인구수,"96,122","29,563","2,883","3,767","1,781","3,126","8,586","2,775","3,565","4,020","3,653","2,026","1,015","6,295","11,815","11,252"
2020년09월_남_0~9세,"7,337","3,043",102,237,49,131,774,80,224,145,117,50,25,347,"1,087",926
2020년09월_남_10~19세,"9,634","3,901",179,327,87,146,588,128,239,309,194,238,50,552,"1,339","1,357"
2020년09월_남_20~29세,"12,346","3,567",307,398,181,334,"1,170",285,496,376,396,250,102,863,"1,818","1,803"
2020년09월_남_30~39세,"12,661","4,401",266,356,149,329,"1,540",237,555,390,344,192,91,742,"1,643","1,426"
2020년09월_남_40~49세,"16,075","6,107",330,583,204,449,"1,537",344,539,494,463,204,113,940,"2,049","1,719"
2020년09월_남_50~59세,"16,591","4,438",588,697,392,589,"1,388",595,651,773,825,367,201,"1,155","1,934","1,998"
2020년09월_남_60~69세,"12,427","2,410",615,690,381,644,958,622,524,834,734,389,231,943,"1,222","1,230"
2020년09월_남_70~79세,"6,196","1,239",323,303,213,331,443,320,235,471,387,231,129,500,525,546
2020년09월_남_80~89세,"2,635",421,162,164,115,161,176,150,87,211,184,101,68,231,176,228
2020년09월_남_90~99세,208,35,11,11,9,11,11,14,14,15,8,4,5,20,21,19
2020년09월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년09월_여_총인구수,"90,338","29,078","2,561","3,718","1,608","2,642","6,806","2,493","2,751","3,667","3,250","1,837",940,"6,254","11,563","11,170"
2020년09월_여_연령구간인구수,"90,338","29,078","2,561","3,718","1,608","2,642","6,806","2,493","2,751","3,667","3,250","1,837",940,"6,254","11,563","11,170"
2020년09월_여_0~9세,"6,941","2,995",83,194,34,106,670,68,169,150,123,43,22,376,"1,042",866
2020년09월_여_10~19세,"8,869","3,619",128,334,66,132,554,150,170,236,190,263,37,530,"1,214","1,246"
2020년09월_여_20~29세,"9,976","3,152",214,328,112,190,872,184,293,296,306,200,83,736,"1,551","1,459"
2020년09월_여_30~39세,"10,542","4,075",163,320,110,194,"1,090",163,339,239,218,95,58,627,"1,537","1,314"
2020년09월_여_40~49세,"13,997","5,813",228,491,142,275,991,226,348,352,333,136,76,835,"1,917","1,834"
2020년09월_여_50~59세,"14,740","4,120",479,644,306,509,995,462,546,654,628,297,183,"1,129","1,836","1,952"
2020년09월_여_60~69세,"12,248","2,738",527,654,364,544,849,533,432,809,649,356,220,994,"1,312","1,267"
2020년09월_여_70~79세,"7,339","1,561",400,402,250,350,455,338,252,492,438,250,129,603,681,738
2020년09월_여_80~89세,"4,839",876,285,290,195,295,279,288,174,369,323,175,108,352,415,415
2020년09월_여_90~99세,802,124,49,59,28,43,48,77,26,67,37,21,23,67,57,76
2020년09월_여_100세 이상,45,5,5,2,1,4,3,4,2,3,5,1,1,5,1,3
2020년10월_계_총인구수,"186,695","58,877","5,405","7,481","3,390","5,773","15,365","5,277","6,356","7,678","6,871","3,731","1,946","12,481","23,564","22,500"
2020년10월_계_연령구간인구수,"186,695","58,877","5,405","7,481","3,390","5,773","15,365","5,277","6,356","7,678","6,871","3,731","1,946","12,481","23,564","22,500"
2020년10월_계_0~9세,"14,193","5,992",180,424,88,238,"1,436",149,390,297,236,90,44,721,"2,113","1,795"
2020년10월_계_10~19세,"18,341","7,515",302,658,149,277,"1,131",277,414,538,372,389,85,"1,067","2,558","2,609"
2020년10월_계_20~29세,"22,387","6,781",517,730,293,520,"2,021",473,788,674,697,439,184,"1,580","3,423","3,267"
2020년10월_계_30~39세,"23,175","8,472",417,672,259,526,"2,619",401,895,628,555,281,146,"1,347","3,204","2,753"
2020년10월_계_40~49세,"30,127","11,972",547,"1,064",343,711,"2,526",570,900,840,782,336,187,"1,773","3,998","3,578"
2020년10월_계_50~59세,"31,395","8,627","1,056","1,342",686,"1,103","2,387","1,049","1,200","1,425","1,459",669,382,"2,276","3,785","3,949"
2020년10월_계_60~69세,"24,886","5,198","1,153","1,353",754,"1,203","1,819","1,165",972,"1,647","1,394",744,457,"1,928","2,588","2,511"
2020년10월_계_70~79세,"13,609","2,851",721,699,466,678,907,659,487,968,817,475,256,"1,111","1,219","1,295"
2020년10월_계_80~89세,"7,501","1,299",444,464,313,458,457,439,267,574,506,281,175,580,597,647
2020년10월_계_90~99세,"1,023",164,63,72,37,54,58,91,40,82,47,26,29,90,77,93
2020년10월_계_100세 이상,58,6,5,3,2,5,4,4,3,5,6,1,1,8,2,3
2020년10월_남_총인구수,"96,241","29,703","2,863","3,770","1,783","3,128","8,566","2,782","3,592","4,016","3,642","1,935","1,010","6,239","11,917","11,295"
2020년10월_남_연령구간인구수,"96,241","29,703","2,863","3,770","1,783","3,128","8,566","2,782","3,592","4,016","3,642","1,935","1,010","6,239","11,917","11,295"
2020년10월_남_0~9세,"7,297","3,022",100,233,49,130,773,81,225,148,117,48,22,346,"1,073",930
2020년10월_남_10~19세,"9,543","3,896",177,327,81,144,583,126,245,306,191,163,50,541,"1,347","1,366"
2020년10월_남_20~29세,"12,348","3,602",301,401,183,332,"1,150",287,491,373,392,241,102,851,"1,836","1,806"
2020년10월_남_30~39세,"12,667","4,419",260,358,149,330,"1,535",238,560,390,340,187,89,724,"1,666","1,422"
2020년10월_남_40~49세,"16,086","6,125",324,579,205,439,"1,538",344,546,486,452,198,113,934,"2,062","1,741"
2020년10월_남_50~59세,"16,650","4,483",580,697,386,599,"1,389",591,651,774,838,372,200,"1,152","1,942","1,996"
2020년10월_남_60~69세,"12,550","2,435",625,695,386,651,962,631,534,839,734,390,233,941,"1,256","1,238"
2020년10월_남_70~79세,"6,229","1,261",322,301,218,328,452,317,236,473,385,227,127,502,529,551
2020년10월_남_80~89세,"2,650",422,162,167,116,163,174,153,89,210,184,105,69,227,183,226
2020년10월_남_90~99세,209,37,12,11,9,11,9,14,14,15,8,4,5,19,22,19
2020년10월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년10월_여_총인구수,"90,454","29,174","2,542","3,711","1,607","2,645","6,799","2,495","2,764","3,662","3,229","1,796",936,"6,242","11,647","11,205"
2020년10월_여_연령구간인구수,"90,454","29,174","2,542","3,711","1,607","2,645","6,799","2,495","2,764","3,662","3,229","1,796",936,"6,242","11,647","11,205"
2020년10월_여_0~9세,"6,896","2,970",80,191,39,108,663,68,165,149,119,42,22,375,"1,040",865
2020년10월_여_10~19세,"8,798","3,619",125,331,68,133,548,151,169,232,181,226,35,526,"1,211","1,243"
2020년10월_여_20~29세,"10,039","3,179",216,329,110,188,871,186,297,301,305,198,82,729,"1,587","1,461"
2020년10월_여_30~39세,"10,508","4,053",157,314,110,196,"1,084",163,335,238,215,94,57,623,"1,538","1,331"
2020년10월_여_40~49세,"14,041","5,847",223,485,138,272,988,226,354,354,330,138,74,839,"1,936","1,837"
2020년10월_여_50~59세,"14,745","4,144",476,645,300,504,998,458,549,651,621,297,182,"1,124","1,843","1,953"
2020년10월_여_60~69세,"12,336","2,763",528,658,368,552,857,534,438,808,660,354,224,987,"1,332","1,273"
2020년10월_여_70~79세,"7,380","1,590",399,398,248,350,455,342,251,495,432,248,129,609,690,744
2020년10월_여_80~89세,"4,851",877,282,297,197,295,283,286,178,364,322,176,106,353,414,421
2020년10월_여_90~99세,814,127,51,61,28,43,49,77,26,67,39,22,24,71,55,74
2020년10월_여_100세 이상,46,5,5,2,1,4,3,4,2,3,5,1,1,6,1,3
2020년11월_계_총인구수,"186,853","59,056","5,370","7,466","3,390","5,800","15,351","5,275","6,308","7,644","6,850","3,674","1,946","12,474","23,671","22,578"
2020년11월_계_연령구간인구수,"186,853","59,056","5,370","7,466","3,390","5,800","15,351","5,275","6,308","7,644","6,850","3,674","1,946","12,474","23,671","22,578"
2020년11월_계_0~9세,"14,095","5,960",177,418,88,237,"1,426",149,388,295,231,87,42,704,"2,102","1,791"
2020년11월_계_10~19세,"18,235","7,517",300,653,144,275,"1,126",279,407,516,367,340,86,"1,056","2,566","2,603"
2020년11월_계_20~29세,"22,471","6,810",506,725,297,521,"2,026",468,784,665,700,440,186,"1,600","3,455","3,288"
2020년11월_계_30~39세,"23,151","8,458",413,667,254,539,"2,626",405,880,617,554,278,144,"1,347","3,193","2,776"
2020년11월_계_40~49세,"30,118","12,006",538,"1,060",337,714,"2,498",567,886,836,769,343,185,"1,757","4,030","3,592"
2020년11월_계_50~59세,"31,461","8,690","1,044","1,331",687,"1,096","2,397","1,042","1,199","1,421","1,452",666,388,"2,289","3,815","3,944"
2020년11월_계_60~69세,"25,077","5,264","1,157","1,370",758,"1,226","1,825","1,175",973,"1,654","1,405",738,459,"1,924","2,613","2,536"
2020년11월_계_70~79세,"13,627","2,871",719,704,472,673,907,655,481,972,810,470,254,"1,119","1,218","1,302"
2020년11월_계_80~89세,"7,535","1,312",445,462,312,459,457,443,267,580,508,285,174,582,597,652
2020년11월_계_90~99세,"1,025",162,66,73,39,55,59,88,40,83,48,26,27,88,80,91
2020년11월_계_100세 이상,58,6,5,3,2,5,4,4,3,5,6,1,1,8,2,3
2020년11월_남_총인구수,"96,313","29,805","2,845","3,753","1,781","3,145","8,554","2,779","3,565","3,991","3,637","1,893","1,013","6,237","11,983","11,332"
2020년11월_남_연령구간인구수,"96,313","29,805","2,845","3,753","1,781","3,145","8,554","2,779","3,565","3,991","3,637","1,893","1,013","6,237","11,983","11,332"
2020년11월_남_0~9세,"7,251","3,011",100,227,49,128,767,81,224,146,115,45,20,336,"1,078",924
2020년11월_남_10~19세,"9,474","3,900",177,327,80,143,582,127,244,288,187,129,50,529,"1,350","1,361"
2020년11월_남_20~29세,"12,384","3,626",290,396,186,331,"1,156",283,487,366,394,242,103,864,"1,845","1,815"
2020년11월_남_30~39세,"12,667","4,413",257,355,146,341,"1,536",239,551,382,343,186,89,729,"1,664","1,436"
2020년11월_남_40~49세,"16,080","6,148",322,577,201,441,"1,517",340,534,487,447,201,112,927,"2,077","1,749"
2020년11월_남_50~59세,"16,693","4,506",576,690,387,597,"1,391",587,654,780,838,370,204,"1,162","1,956","1,995"
2020년11월_남_60~69세,"12,642","2,473",630,698,387,666,968,634,534,837,737,382,236,932,"1,279","1,249"
2020년11월_남_70~79세,"6,227","1,264",320,303,220,323,451,314,231,476,381,227,126,510,526,555
2020년11월_남_80~89세,"2,673",427,161,168,114,163,176,160,91,212,185,107,68,228,184,229
2020년11월_남_90~99세,210,36,12,11,10,11,9,14,14,15,9,4,5,18,23,19
2020년11월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년11월_여_총인구수,"90,540","29,251","2,525","3,713","1,609","2,655","6,797","2,496","2,743","3,653","3,213","1,781",933,"6,237","11,688","11,246"
2020년11월_여_연령구간인구수,"90,540","29,251","2,525","3,713","1,609","2,655","6,797","2,496","2,743","3,653","3,213","1,781",933,"6,237","11,688","11,246"
2020년11월_여_0~9세,"6,844","2,949",77,191,39,109,659,68,164,149,116,42,22,368,"1,024",867
2020년11월_여_10~19세,"8,761","3,617",123,326,64,132,544,152,163,228,180,211,36,527,"1,216","1,242"
2020년11월_여_20~29세,"10,087","3,184",216,329,111,190,870,185,297,299,306,198,83,736,"1,610","1,473"
2020년11월_여_30~39세,"10,484","4,045",156,312,108,198,"1,090",166,329,235,211,92,55,618,"1,529","1,340"
2020년11월_여_40~49세,"14,038","5,858",216,483,136,273,981,227,352,349,322,142,73,830,"1,953","1,843"
2020년11월_여_50~59세,"14,768","4,184",468,641,300,499,"1,006",455,545,641,614,296,184,"1,127","1,859","1,949"
2020년11월_여_60~69세,"12,435","2,791",527,672,371,560,857,541,439,817,668,356,223,992,"1,334","1,287"
2020년11월_여_70~79세,"7,400","1,607",399,401,252,350,456,341,250,496,429,243,128,609,692,747
2020년11월_여_80~89세,"4,862",885,284,294,198,296,281,283,176,368,323,178,106,354,413,423
2020년11월_여_90~99세,815,126,54,62,29,44,50,74,26,68,39,22,22,70,57,72
2020년11월_여_100세 이상,46,5,5,2,1,4,3,4,2,3,5,1,1,6,1,3
2020년12월_계_총인구수,"187,012","59,273","5,368","7,450","3,383","5,834","15,332","5,281","6,300","7,589","6,850","3,545","1,967","12,473","23,763","22,604"
2020년12월_계_연령구간인구수,"187,012","59,273","5,368","7,450","3,383","5,834","15,332","5,281","6,300","7,589","6,850","3,545","1,967","12,473","23,763","22,604"
2020년12월_계_0~9세,"14,048","5,935",174,412,88,234,"1,419",148,385,304,217,90,42,704,"2,104","1,792"
2020년12월_계_10~19세,"17,999","7,538",299,640,146,273,"1,113",281,367,433,373,250,88,"1,054","2,555","2,589"
2020년12월_계_20~29세,"22,544","6,851",503,734,292,530,"2,028",466,778,669,699,407,191,"1,598","3,505","3,293"
2020년12월_계_30~39세,"23,127","8,457",410,666,255,544,"2,607",407,882,617,538,274,145,"1,342","3,196","2,787"
2020년12월_계_40~49세,"30,171","12,032",543,"1,050",338,719,"2,509",566,900,841,777,345,184,"1,758","4,030","3,579"
2020년12월_계_50~59세,"31,465","8,736","1,043","1,340",686,"1,107","2,378","1,031","1,207","1,408","1,445",658,391,"2,261","3,825","3,949"
2020년12월_계_60~69세,"25,328","5,341","1,163","1,374",754,"1,231","1,853","1,184",986,"1,675","1,424",736,468,"1,951","2,640","2,548"
2020년12월_계_70~79세,"13,644","2,884",712,692,469,677,899,653,485,971,812,468,253,"1,123","1,228","1,318"
2020년12월_계_80~89세,"7,596","1,328",448,465,316,461,463,452,267,584,508,290,176,584,597,657
2020년12월_계_90~99세,"1,034",164,69,74,37,54,59,89,40,82,52,26,28,90,81,89
2020년12월_계_100세 이상,56,7,4,3,2,4,4,4,3,5,5,1,1,8,2,3
2020년12월_남_총인구수,"96,355","29,891","2,848","3,752","1,780","3,171","8,562","2,771","3,530","3,946","3,634","1,841","1,022","6,247","12,017","11,343"
2020년12월_남_연령구간인구수,"96,355","29,891","2,848","3,752","1,780","3,171","8,562","2,771","3,530","3,946","3,634","1,841","1,022","6,247","12,017","11,343"
2020년12월_남_0~9세,"7,219","2,997",97,223,50,124,766,77,226,147,106,47,20,339,"1,077",923
2020년12월_남_10~19세,"9,340","3,907",177,320,80,146,573,129,197,238,191,104,50,529,"1,342","1,357"
2020년12월_남_20~29세,"12,406","3,636",290,401,184,333,"1,157",281,479,369,396,220,105,865,"1,875","1,815"
2020년12월_남_30~39세,"12,660","4,416",258,361,148,344,"1,540",239,550,378,332,182,89,725,"1,658","1,440"
2020년12월_남_40~49세,"16,095","6,151",323,569,200,445,"1,527",338,541,488,453,202,109,926,"2,077","1,746"
2020년12월_남_50~59세,"16,697","4,534",575,699,387,608,"1,381",580,658,772,834,363,208,"1,143","1,954","2,001"
2020년12월_남_60~69세,"12,765","2,512",634,699,383,671,981,637,542,847,744,383,242,954,"1,290","1,246"
2020년12월_남_70~79세,"6,249","1,274",320,298,220,325,450,311,233,476,378,226,125,515,534,564
2020년12월_남_80~89세,"2,704",429,161,169,118,164,176,166,89,215,189,110,69,231,186,232
2020년12월_남_90~99세,208,34,13,12,9,10,10,13,14,14,10,4,5,18,23,19
2020년12월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년12월_여_총인구수,"90,657","29,382","2,520","3,698","1,603","2,663","6,770","2,510","2,770","3,643","3,216","1,704",945,"6,226","11,746","11,261"
2020년12월_여_연령구간인구수,"90,657","29,382","2,520","3,698","1,603","2,663","6,770","2,510","2,770","3,643","3,216","1,704",945,"6,226","11,746","11,261"
2020년12월_여_0~9세,"6,829","2,938",77,189,38,110,653,71,159,157,111,43,22,365,"1,027",869
2020년12월_여_10~19세,"8,659","3,631",122,320,66,127,540,152,170,195,182,146,38,525,"1,213","1,232"
2020년12월_여_20~29세,"10,138","3,215",213,333,108,197,871,185,299,300,303,187,86,733,"1,630","1,478"
2020년12월_여_30~39세,"10,467","4,041",152,305,107,200,"1,067",168,332,239,206,92,56,617,"1,538","1,347"
2020년12월_여_40~49세,"14,076","5,881",220,481,138,274,982,228,359,353,324,143,75,832,"1,953","1,833"
2020년12월_여_50~59세,"14,768","4,202",468,641,299,499,997,451,549,636,611,295,183,"1,118","1,871","1,948"
2020년12월_여_60~69세,"12,563","2,829",529,675,371,560,872,547,444,828,680,353,226,997,"1,350","1,302"
2020년12월_여_70~79세,"7,395","1,610",392,394,249,352,449,342,252,495,434,242,128,608,694,754
2020년12월_여_80~89세,"4,892",899,287,296,198,297,287,286,178,369,319,180,107,353,411,425
2020년12월_여_90~99세,826,130,56,62,28,44,49,76,26,68,42,22,23,72,58,70
2020년12월_여_100세 이상,44,6,4,2,1,3,3,4,2,3,4,1,1,6,1,3
2021년01월_계_총인구수,"187,232","59,468","5,369","7,460","3,370","5,862","15,296","5,279","6,274","7,583","6,864","3,485","1,966","12,465","23,882","22,609"
2021년01월_계_연령구간인구수,"187,232","59,468","5,369","7,460","3,370","5,862","15,296","5,279","6,274","7,583","6,864","3,485","1,966","12,465","23,882","22,609"
2021년01월_계_0~9세,"13,973","5,914",170,410,86,232,"1,394",144,386,295,215,84,44,704,"2,091","1,804"
2021년01월_계_10~19세,"17,908","7,534",305,636,146,272,"1,107",285,356,439,367,205,88,"1,043","2,562","2,563"
2021년01월_계_20~29세,"22,585","6,950",497,734,289,534,"2,009",466,770,662,696,392,191,"1,596","3,525","3,274"
2021년01월_계_30~39세,"23,084","8,419",410,670,252,552,"2,591",407,882,613,541,271,146,"1,331","3,213","2,786"
2021년01월_계_40~49세,"30,208","12,042",543,"1,046",334,718,"2,519",565,896,843,770,343,179,"1,764","4,048","3,598"
2021년01월_계_50~59세,"31,458","8,784","1,037","1,338",689,"1,113","2,368","1,034","1,192","1,392","1,437",649,387,"2,250","3,845","3,943"
2021년01월_계_60~69세,"25,574","5,415","1,167","1,385",753,"1,240","1,869","1,183","1,001","1,687","1,451",756,472,"1,961","2,667","2,567"
2021년01월_계_70~79세,"13,719","2,907",711,694,466,678,913,648,486,981,819,468,255,"1,128","1,242","1,323"
2021년01월_계_80~89세,"7,624","1,332",454,468,317,463,463,453,262,581,510,290,175,589,610,657
2021년01월_계_90~99세,"1,044",164,71,76,37,56,60,90,40,85,53,26,28,90,77,91
2021년01월_계_100세 이상,55,7,4,3,1,4,3,4,3,5,5,1,1,9,2,3
2021년01월_남_총인구수,"96,474","29,986","2,848","3,748","1,775","3,188","8,568","2,772","3,505","3,944","3,633","1,825","1,019","6,247","12,081","11,335"
2021년01월_남_연령구간인구수,"96,474","29,986","2,848","3,748","1,775","3,188","8,568","2,772","3,505","3,944","3,633","1,825","1,019","6,247","12,081","11,335"
2021년01월_남_0~9세,"7,182","2,981",96,221,48,121,753,76,226,143,103,45,21,342,"1,079",927
2021년01월_남_10~19세,"9,306","3,894",179,320,79,147,582,131,187,241,188,96,52,532,"1,340","1,338"
2021년01월_남_20~29세,"12,431","3,705",288,400,184,331,"1,148",280,473,370,391,213,102,863,"1,879","1,804"
2021년01월_남_30~39세,"12,626","4,392",258,358,146,348,"1,538",240,544,372,331,183,89,718,"1,667","1,442"
2021년01월_남_40~49세,"16,118","6,148",322,570,199,446,"1,537",339,540,492,450,198,105,931,"2,090","1,751"
2021년01월_남_50~59세,"16,695","4,577",571,694,388,616,"1,377",582,648,760,826,356,206,"1,133","1,963","1,998"
2021년01월_남_60~69세,"12,898","2,537",638,703,387,676,992,636,552,850,762,396,245,958,"1,311","1,255"
2021년01월_남_70~79세,"6,280","1,285",321,297,217,329,455,308,232,484,381,225,124,516,537,569
2021년01월_남_80~89세,"2,716",432,162,172,117,163,176,166,88,216,190,109,70,233,192,230
2021년01월_남_90~99세,211,34,13,12,9,10,10,14,14,14,10,4,5,19,22,21
2021년01월_남_100세 이상,11,1,0,1,1,1,0,0,1,2,1,0,0,2,1,0
2021년01월_여_총인구수,"90,758","29,482","2,521","3,712","1,595","2,674","6,728","2,507","2,769","3,639","3,231","1,660",947,"6,218","11,801","11,274"
2021년01월_여_연령구간인구수,"90,758","29,482","2,521","3,712","1,595","2,674","6,728","2,507","2,769","3,639","3,231","1,660",947,"6,218","11,801","11,274"
2021년01월_여_0~9세,"6,791","2,933",74,189,38,111,641,68,160,152,112,39,23,362,"1,012",877
2021년01월_여_10~19세,"8,602","3,640",126,316,67,125,525,154,169,198,179,109,36,511,"1,222","1,225"
2021년01월_여_20~29세,"10,154","3,245",209,334,105,203,861,186,297,292,305,179,89,733,"1,646","1,470"
2021년01월_여_30~39세,"10,458","4,027",152,312,106,204,"1,053",167,338,241,210,88,57,613,"1,546","1,344"
2021년01월_여_40~49세,"14,090","5,894",221,476,135,272,982,226,356,351,320,145,74,833,"1,958","1,847"
2021년01월_여_50~59세,"14,763","4,207",466,644,301,497,991,452,544,632,611,293,181,"1,117","1,882","1,945"
2021년01월_여_60~69세,"12,676","2,878",529,682,366,564,877,547,449,837,689,360,227,"1,003","1,356","1,312"
2021년01월_여_70~79세,"7,439","1,622",390,397,249,349,458,340,254,497,438,243,131,612,705,754
2021년01월_여_80~89세,"4,908",900,292,296,200,300,287,287,174,365,320,181,105,356,418,427
2021년01월_여_90~99세,833,130,58,64,28,46,50,76,26,71,43,22,23,71,55,70
2021년01월_여_100세 이상,44,6,4,2,0,3,3,4,2,3,4,1,1,7,1,3
2021년02월_계_총인구수,"187,488","59,658","5,361","7,424","3,357","5,892","15,315","5,285","6,292","7,582","6,820","3,500","1,953","12,483","24,028","22,538"
2021년02월_계_연령구간인구수,"187,488","59,658","5,361","7,424","3,357","5,892","15,315","5,285","6,292","7,582","6,820","3,500","1,953","12,483","24,028","22,538"
2021년02월_계_0~9세,"13,872","5,884",165,400,85,232,"1,371",146,388,289,213,82,43,697,"2,103","1,774"
2021년02월_계_10~19세,"17,885","7,553",295,629,142,273,"1,121",283,350,439,354,199,88,"1,043","2,582","2,534"
2021년02월_계_20~29세,"22,661","6,983",499,729,278,540,"2,010",469,775,661,693,398,191,"1,608","3,560","3,267"
2021년02월_계_30~39세,"22,946","8,365",401,661,249,557,"2,579",408,879,603,535,275,143,"1,326","3,211","2,754"
2021년02월_계_40~49세,"30,275","12,095",550,"1,024",341,724,"2,546",554,911,844,748,353,178,"1,764","4,063","3,580"
2021년02월_계_50~59세,"31,530","8,873","1,036","1,339",680,"1,105","2,360","1,034","1,186","1,384","1,423",646,383,"2,248","3,876","3,957"
2021년02월_계_60~69세,"25,815","5,466","1,175","1,399",758,"1,252","1,888","1,195","1,008","1,700","1,463",758,472,"1,988","2,693","2,600"
2021년02월_계_70~79세,"13,743","2,923",709,698,465,686,911,648,488,988,817,467,251,"1,121","1,250","1,321"
2021년02월_계_80~89세,"7,661","1,345",453,468,322,461,465,453,266,583,514,296,176,591,609,659
2021년02월_계_90~99세,"1,044",165,74,74,35,58,61,91,38,86,55,25,26,88,79,89
2021년02월_계_100세 이상,56,6,4,3,2,4,3,4,3,5,5,1,2,9,2,3
2021년02월_남_총인구수,"96,622","30,082","2,834","3,730","1,767","3,206","8,576","2,771","3,520","3,949","3,619","1,823","1,012","6,261","12,153","11,319"
2021년02월_남_연령구간인구수,"96,622","30,082","2,834","3,730","1,767","3,206","8,576","2,771","3,520","3,949","3,619","1,823","1,012","6,261","12,153","11,319"
2021년02월_남_0~9세,"7,122","2,965",90,214,47,119,738,75,226,141,102,45,20,335,"1,090",915
2021년02월_남_10~19세,"9,300","3,910",173,319,78,147,582,133,182,241,182,91,53,536,"1,353","1,320"
2021년02월_남_20~29세,"12,479","3,720",287,401,177,338,"1,146",281,477,369,391,211,100,869,"1,892","1,820"
2021년02월_남_30~39세,"12,560","4,367",252,354,146,350,"1,536",239,541,368,331,182,86,715,"1,678","1,415"
2021년02월_남_40~49세,"16,162","6,176",327,555,202,451,"1,558",332,553,493,434,205,105,930,"2,085","1,756"
2021년02월_남_50~59세,"16,709","4,610",567,696,383,608,"1,374",584,646,755,822,352,205,"1,140","1,973","1,994"
2021년02월_남_60~69세,"13,039","2,565",643,708,390,687,999,639,556,862,773,397,245,969,"1,332","1,274"
2021년02월_남_70~79세,"6,290","1,290",320,298,216,333,455,309,233,489,379,226,122,514,536,570
2021년02월_남_80~89세,"2,738",443,160,173,118,160,179,164,91,214,194,112,71,235,190,234
2021년02월_남_90~99세,212,35,15,11,9,12,9,15,14,15,10,2,5,16,23,21
2021년02월_남_100세 이상,11,1,0,1,1,1,0,0,1,2,1,0,0,2,1,0
2021년02월_여_총인구수,"90,866","29,576","2,527","3,694","1,590","2,686","6,739","2,514","2,772","3,633","3,201","1,677",941,"6,222","11,875","11,219"
2021년02월_여_연령구간인구수,"90,866","29,576","2,527","3,694","1,590","2,686","6,739","2,514","2,772","3,633","3,201","1,677",941,"6,222","11,875","11,219"
2021년02월_여_0~9세,"6,750","2,919",75,186,38,113,633,71,162,148,111,37,23,362,"1,013",859
2021년02월_여_10~19세,"8,585","3,643",122,310,64,126,539,150,168,198,172,108,35,507,"1,229","1,214"
2021년02월_여_20~29세,"10,182","3,263",212,328,101,202,864,188,298,292,302,187,91,739,"1,668","1,447"
