카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2020년08월_여_연령구간인구수,"139,631","16,800","5,353","12,712","10,212","7,895","20,003","5,650","14,686","8,988","7,653","14,380","7,490","7,809"
2020년08월_여_0~9세,"9,652","1,292",184,"1,280",545,462,"1,281",407,"1,282",674,384,968,474,419
2020년08월_여_10~19세,"11,981","1,289",311,"1,424",561,662,"1,405",557,"2,092",788,472,"1,373",560,487
2020년08월_여_20~29세,"15,756","1,857",531,"1,251","1,587",801,"2,760",628,"1,489",884,838,"1,494",780,856
2020년08월_여_30~39세,"16,835","2,195",402,"1,693","1,596",714,"2,702",704,"1,531","1,075",821,"1,597",908,897
2020년08월_여_40~49세,"22,294","2,536",644,"2,547","1,553","1,136","2,909",915,"3,121","1,590","1,009","2,353",979,"1,002"
2020년08월_여_50~59세,"23,553","2,881",952,"1,861","1,548","1,373","3,498",877,"2,357","1,340","1,387","2,593","1,350","1,536"
2020년08월_여_60~69세,"21,635","2,593","1,086","1,421","1,400","1,362","3,104",796,"1,645","1,397","1,514","2,336","1,385","1,596"
2020년08월_여_70~79세,"11,962","1,461",785,806,918,874,"1,620",511,791,854,834,"1,110",705,693
2020년08월_여_80~89세,"5,004",598,374,349,407,421,618,214,313,327,333,479,301,270
2020년08월_여_90~99세,844,89,62,73,72,86,92,40,61,54,56,66,43,50
2020년08월_여_100세 이상,115,9,22,7,25,4,14,1,4,5,5,11,5,3
2020년09월_계_총인구수,"271,980","32,905","10,394","24,764","19,390","15,271","39,255","10,867","28,422","17,820","15,047","28,002","14,643","15,200"
2020년09월_계_연령구간인구수,"271,980","32,905","10,394","24,764","19,390","15,271","39,255","10,867","28,422","17,820","15,047","28,002","14,643","15,200"
2020년09월_계_0~9세,"19,882","2,643",377,"2,619","1,068",886,"2,643",830,"2,570","1,583",836,"1,956","1,009",862
2020년09월_계_10~19세,"25,090","2,791",673,"3,171","1,129","1,450","2,947","1,025","4,162","1,750","1,021","2,853","1,075","1,043"
2020년09월_계_20~29세,"33,040","4,007","1,150","2,515","2,871","1,790","5,659","1,338","3,250","1,877","1,750","3,269","1,669","1,895"
2020년09월_계_30~39세,"33,633","4,377",914,"3,150","3,187","1,474","5,498","1,418","2,839","2,090","1,719","3,224","1,839","1,904"
2020년09월_계_40~49세,"43,334","5,026","1,323","4,903","3,065","2,154","5,686","1,794","5,732","3,178","2,105","4,425","2,001","1,942"
2020년09월_계_50~59세,"44,812","5,396","1,852","3,618","3,017","2,546","6,681","1,688","4,649","2,627","2,607","4,881","2,501","2,749"
2020년09월_계_60~69세,"40,655","4,879","2,052","2,631","2,637","2,557","5,880","1,433","3,230","2,564","2,815","4,402","2,649","2,926"
2020년09월_계_70~79세,"22,200","2,681","1,357","1,492","1,629","1,600","3,044",925,"1,468","1,559","1,567","2,139","1,353","1,386"
2020년09월_계_80~89세,"8,102",961,592,564,666,695,"1,074",366,446,526,550,752,482,428
2020년09월_계_90~99세,"1,096",127,82,94,93,112,128,48,71,61,71,90,58,61
2020년09월_계_100세 이상,136,17,22,7,28,7,15,2,5,5,6,11,7,4
2020년09월_남_총인구수,"132,456","16,073","5,070","12,064","9,170","7,390","19,246","5,199","13,765","8,838","7,424","13,642","7,155","7,420"
2020년09월_남_연령구간인구수,"132,456","16,073","5,070","12,064","9,170","7,390","19,246","5,199","13,765","8,838","7,424","13,642","7,155","7,420"
2020년09월_남_0~9세,"10,290","1,351",194,"1,348",526,434,"1,359",429,"1,301",911,455,"1,006",532,444
2020년09월_남_10~19세,"13,115","1,513",363,"1,739",564,782,"1,551",466,"2,066",967,547,"1,479",514,564
2020년09월_남_20~29세,"17,335","2,142",628,"1,276","1,294",993,"2,910",703,"1,757",992,922,"1,783",895,"1,040"
2020년09월_남_30~39세,"16,868","2,188",524,"1,460","1,586",762,"2,810",704,"1,337","1,017",909,"1,632",933,"1,006"
2020년09월_남_40~49세,"21,116","2,496",691,"2,370","1,504","1,028","2,777",881,"2,612","1,599","1,101","2,081","1,027",949
2020년09월_남_50~59세,"21,262","2,504",893,"1,750","1,468","1,182","3,172",816,"2,298","1,289","1,227","2,292","1,149","1,222"
2020년09월_남_60~69세,"18,918","2,260",968,"1,211","1,233","1,178","2,768",633,"1,570","1,152","1,298","2,058","1,261","1,328"
2020년09월_남_70~79세,"10,218","1,214",575,674,713,734,"1,414",412,685,702,732,"1,017",650,696
2020년09월_남_80~89세,"3,061",362,215,217,256,269,450,146,127,200,214,270,176,159
2020년09월_남_90~99세,251,35,19,19,23,25,34,8,11,9,17,24,16,11
2020년09월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년09월_여_총인구수,"139,524","16,832","5,324","12,700","10,220","7,881","20,009","5,668","14,657","8,982","7,623","14,360","7,488","7,780"
2020년09월_여_연령구간인구수,"139,524","16,832","5,324","12,700","10,220","7,881","20,009","5,668","14,657","8,982","7,623","14,360","7,488","7,780"
2020년09월_여_0~9세,"9,592","1,292",183,"1,271",542,452,"1,284",401,"1,269",672,381,950,477,418
2020년09월_여_10~19세,"11,975","1,278",310,"1,432",565,668,"1,396",559,"2,096",783,474,"1,374",561,479
2020년09월_여_20~29세,"15,705","1,865",522,"1,239","1,577",797,"2,749",635,"1,493",885,828,"1,486",774,855
2020년09월_여_30~39세,"16,765","2,189",390,"1,690","1,601",712,"2,688",714,"1,502","1,073",810,"1,592",906,898
2020년09월_여_40~49세,"22,218","2,530",632,"2,533","1,561","1,126","2,909",913,"3,120","1,579","1,004","2,344",974,993
2020년09월_여_50~59세,"23,550","2,892",959,"1,868","1,549","1,364","3,509",872,"2,351","1,338","1,380","2,589","1,352","1,527"
2020년09월_여_60~69세,"21,737","2,619","1,084","1,420","1,404","1,379","3,112",800,"1,660","1,412","1,517","2,344","1,388","1,598"
2020년09월_여_70~79세,"11,982","1,467",782,818,916,866,"1,630",513,783,857,835,"1,122",703,690
2020년09월_여_80~89세,"5,041",599,377,347,410,426,624,220,319,326,336,482,306,269
2020년09월_여_90~99세,845,92,63,75,70,87,94,40,60,52,54,66,42,50
2020년09월_여_100세 이상,114,9,22,7,25,4,14,1,4,5,4,11,5,3
2020년10월_계_총인구수,"271,633","32,978","10,309","24,675","19,412","15,248","39,247","10,866","28,377","17,799","15,027","27,937","14,581","15,177"
2020년10월_계_연령구간인구수,"271,633","32,978","10,309","24,675","19,412","15,248","39,247","10,866","28,377","17,799","15,027","27,937","14,581","15,177"
2020년10월_계_0~9세,"19,782","2,660",378,"2,614","1,068",881,"2,634",822,"2,553","1,565",817,"1,922","1,000",868
2020년10월_계_10~19세,"25,060","2,792",666,"3,167","1,123","1,452","2,916","1,029","4,178","1,773","1,010","2,852","1,066","1,036"
2020년10월_계_20~29세,"32,981","4,011","1,135","2,492","2,899","1,783","5,660","1,331","3,238","1,870","1,751","3,264","1,661","1,886"
2020년10월_계_30~39세,"33,422","4,386",902,"3,120","3,175","1,461","5,492","1,411","2,819","2,054","1,695","3,192","1,819","1,896"
2020년10월_계_40~49세,"43,296","5,043","1,305","4,907","3,046","2,140","5,708","1,787","5,740","3,196","2,092","4,408","1,991","1,933"
2020년10월_계_50~59세,"44,691","5,369","1,831","3,613","3,021","2,552","6,667","1,696","4,632","2,609","2,621","4,864","2,484","2,732"
2020년10월_계_60~69세,"40,799","4,917","2,049","2,598","2,658","2,555","5,908","1,442","3,243","2,581","2,827","4,421","2,655","2,945"
2020년10월_계_70~79세,"22,225","2,683","1,348","1,499","1,628","1,602","3,041",922,"1,453","1,561","1,585","2,159","1,359","1,385"
2020년10월_계_80~89세,"8,151",971,592,565,674,704,"1,081",377,446,524,553,753,480,431
2020년10월_계_90~99세,"1,090",129,81,93,92,111,125,47,70,61,70,91,59,61
2020년10월_계_100세 이상,136,17,22,7,28,7,15,2,5,5,6,11,7,4
2020년10월_남_총인구수,"132,262","16,113","5,020","12,032","9,171","7,384","19,230","5,208","13,733","8,822","7,425","13,605","7,109","7,410"
2020년10월_남_연령구간인구수,"132,262","16,113","5,020","12,032","9,171","7,384","19,230","5,208","13,733","8,822","7,425","13,605","7,109","7,410"
2020년10월_남_0~9세,"10,241","1,355",193,"1,354",522,437,"1,356",425,"1,299",896,446,988,522,448
2020년10월_남_10~19세,"13,107","1,516",361,"1,737",564,781,"1,530",468,"2,071",987,545,"1,479",509,559
2020년10월_남_20~29세,"17,308","2,146",615,"1,263","1,313",991,"2,900",709,"1,746",983,921,"1,789",891,"1,041"
2020년10월_남_30~39세,"16,732","2,191",513,"1,444","1,573",752,"2,809",698,"1,323",997,899,"1,612",920,"1,001"
2020년10월_남_40~49세,"21,084","2,512",684,"2,372","1,483","1,024","2,788",874,"2,620","1,609","1,093","2,066","1,018",941
2020년10월_남_50~59세,"21,237","2,485",883,"1,750","1,475","1,193","3,171",829,"2,284","1,284","1,241","2,283","1,143","1,216"
2020년10월_남_60~69세,"18,964","2,274",964,"1,194","1,247","1,175","2,777",634,"1,573","1,156","1,305","2,065","1,259","1,341"
2020년10월_남_70~79세,"10,240","1,225",573,677,711,735,"1,414",411,678,702,742,"1,029",651,692
2020년10월_남_80~89세,"3,076",364,216,222,258,268,450,152,127,200,214,271,177,157
2020년10월_남_90~99세,251,37,18,19,22,25,34,7,11,8,17,23,17,13
2020년10월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년10월_여_총인구수,"139,371","16,865","5,289","12,643","10,241","7,864","20,017","5,658","14,644","8,977","7,602","14,332","7,472","7,767"
2020년10월_여_연령구간인구수,"139,371","16,865","5,289","12,643","10,241","7,864","20,017","5,658","14,644","8,977","7,602","14,332","7,472","7,767"
2020년10월_여_0~9세,"9,541","1,305",185,"1,260",546,444,"1,278",397,"1,254",669,371,934,478,420
2020년10월_여_10~19세,"11,953","1,276",305,"1,430",559,671,"1,386",561,"2,107",786,465,"1,373",557,477
2020년10월_여_20~29세,"15,673","1,865",520,"1,229","1,586",792,"2,760",622,"1,492",887,830,"1,475",770,845
2020년10월_여_30~39세,"16,690","2,195",389,"1,676","1,602",709,"2,683",713,"1,496","1,057",796,"1,580",899,895
2020년10월_여_40~49세,"22,212","2,531",621,"2,535","1,563","1,116","2,920",913,"3,120","1,587",999,"2,342",973,992
2020년10월_여_50~59세,"23,454","2,884",948,"1,863","1,546","1,359","3,496",867,"2,348","1,325","1,380","2,581","1,341","1,516"
2020년10월_여_60~69세,"21,835","2,643","1,085","1,404","1,411","1,380","3,131",808,"1,670","1,425","1,522","2,356","1,396","1,604"
2020년10월_여_70~79세,"11,985","1,458",775,822,917,867,"1,627",511,775,859,843,"1,130",708,693
2020년10월_여_80~89세,"5,075",607,376,343,416,436,631,225,319,324,339,482,303,274
2020년10월_여_90~99세,839,92,63,74,70,86,91,40,59,53,53,68,42,48
2020년10월_여_100세 이상,114,9,22,7,25,4,14,1,4,5,4,11,5,3
2020년11월_계_총인구수,"271,187","32,978","10,256","24,679","19,394","15,217","39,223","10,819","28,304","17,776","14,945","27,901","14,543","15,152"
2020년11월_계_연령구간인구수,"271,187","32,978","10,256","24,679","19,394","15,217","39,223","10,819","28,304","17,776","14,945","27,901","14,543","15,152"
2020년11월_계_0~9세,"19,733","2,658",366,"2,618","1,047",882,"2,632",821,"2,563","1,546",809,"1,917","1,014",860
2020년11월_계_10~19세,"24,987","2,784",660,"3,162","1,128","1,449","2,904","1,032","4,162","1,792",993,"2,844","1,050","1,027"
2020년11월_계_20~29세,"32,891","3,991","1,139","2,493","2,910","1,775","5,656","1,308","3,228","1,866","1,729","3,258","1,652","1,886"
2020년11월_계_30~39세,"33,203","4,377",901,"3,106","3,143","1,462","5,447","1,407","2,790","2,022","1,677","3,164","1,829","1,878"
2020년11월_계_40~49세,"43,232","5,035","1,279","4,930","3,029","2,146","5,705","1,768","5,731","3,218","2,086","4,400","1,975","1,930"
2020년11월_계_50~59세,"44,534","5,376","1,817","3,606","3,011","2,532","6,655","1,688","4,620","2,585","2,595","4,854","2,463","2,732"
2020년11월_계_60~69세,"40,917","4,935","2,057","2,592","2,693","2,546","5,936","1,444","3,236","2,595","2,842","4,435","2,650","2,956"
2020년11월_계_70~79세,"22,279","2,690","1,347","1,503","1,635","1,594","3,057",925,"1,450","1,564","1,587","2,172","1,365","1,390"
2020년11월_계_80~89세,"8,191",981,589,570,678,712,"1,092",378,451,520,552,756,483,429
2020년11월_계_90~99세,"1,083",133,79,92,92,112,124,46,68,63,69,90,55,60
2020년11월_계_100세 이상,137,18,22,7,28,7,15,2,5,5,6,11,7,4
2020년11월_남_총인구수,"132,022","16,088","5,000","12,046","9,159","7,379","19,210","5,182","13,696","8,806","7,379","13,595","7,088","7,394"
2020년11월_남_연령구간인구수,"132,022","16,088","5,000","12,046","9,159","7,379","19,210","5,182","13,696","8,806","7,379","13,595","7,088","7,394"
2020년11월_남_0~9세,"10,227","1,357",188,"1,358",511,437,"1,357",428,"1,314",878,442,986,527,444
2020년11월_남_10~19세,"13,045","1,504",357,"1,735",563,778,"1,519",466,"2,059",999,536,"1,479",499,551
2020년11월_남_20~29세,"17,220","2,129",615,"1,264","1,319",985,"2,887",697,"1,732",977,907,"1,785",883,"1,040"
2020년11월_남_30~39세,"16,646","2,187",517,"1,441","1,558",761,"2,791",695,"1,309",982,889,"1,593",929,994
2020년11월_남_40~49세,"21,072","2,500",670,"2,379","1,478","1,026","2,797",864,"2,626","1,617","1,097","2,065","1,013",940
2020년11월_남_50~59세,"21,178","2,491",883,"1,754","1,463","1,183","3,148",824,"2,284","1,278","1,226","2,289","1,134","1,221"
2020년11월_남_60~69세,"18,993","2,285",963,"1,185","1,270","1,174","2,795",636,"1,553","1,161","1,308","2,067","1,252","1,344"
2020년11월_남_70~79세,"10,270","1,222",573,686,715,734,"1,425",412,678,705,740,"1,036",653,691
2020년11월_남_80~89세,"3,100",367,218,225,258,272,456,152,130,201,215,271,180,155
2020년11월_남_90~99세,249,38,16,19,21,26,34,7,10,8,17,24,16,13
2020년11월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년11월_여_총인구수,"139,165","16,890","5,256","12,633","10,235","7,838","20,013","5,637","14,608","8,970","7,566","14,306","7,455","7,758"
2020년11월_여_연령구간인구수,"139,165","16,890","5,256","12,633","10,235","7,838","20,013","5,637","14,608","8,970","7,566","14,306","7,455","7,758"
2020년11월_여_0~9세,"9,506","1,301",178,"1,260",536,445,"1,275",393,"1,249",668,367,931,487,416
2020년11월_여_10~19세,"11,942","1,280",303,"1,427",565,671,"1,385",566,"2,103",793,457,"1,365",551,476
2020년11월_여_20~29세,"15,671","1,862",524,"1,229","1,591",790,"2,769",611,"1,496",889,822,"1,473",769,846
2020년11월_여_30~39세,"16,557","2,190",384,"1,665","1,585",701,"2,656",712,"1,481","1,040",788,"1,571",900,884
2020년11월_여_40~49세,"22,160","2,535",609,"2,551","1,551","1,120","2,908",904,"3,105","1,601",989,"2,335",962,990
2020년11월_여_50~59세,"23,356","2,885",934,"1,852","1,548","1,349","3,507",864,"2,336","1,307","1,369","2,565","1,329","1,511"
2020년11월_여_60~69세,"21,924","2,650","1,094","1,407","1,423","1,372","3,141",808,"1,683","1,434","1,534","2,368","1,398","1,612"
2020년11월_여_70~79세,"12,009","1,468",774,817,920,860,"1,632",513,772,859,847,"1,136",712,699
2020년11월_여_80~89세,"5,091",614,371,345,420,440,636,226,321,319,337,485,303,274
2020년11월_여_90~99세,834,95,63,73,71,86,90,39,58,55,52,66,39,47
2020년11월_여_100세 이상,115,10,22,7,25,4,14,1,4,5,4,11,5,3
2020년12월_계_총인구수,"270,745","33,017","10,175","24,678","19,427","15,191","39,185","10,787","28,203","17,707","14,945","27,825","14,511","15,094"
2020년12월_계_연령구간인구수,"270,745","33,017","10,175","24,678","19,427","15,191","39,185","10,787","28,203","17,707","14,945","27,825","14,511","15,094"
2020년12월_계_0~9세,"19,635","2,643",351,"2,627","1,036",886,"2,617",816,"2,566","1,539",813,"1,902",997,842
2020년12월_계_10~19세,"24,970","2,781",654,"3,167","1,147","1,451","2,911","1,019","4,145","1,790",993,"2,823","1,054","1,035"
2020년12월_계_20~29세,"32,682","3,975","1,125","2,480","2,914","1,757","5,617","1,302","3,193","1,845","1,731","3,244","1,633","1,866"
2020년12월_계_30~39세,"33,078","4,386",906,"3,102","3,110","1,454","5,416","1,413","2,785","2,009","1,690","3,143","1,815","1,849"
2020년12월_계_40~49세,"43,184","5,041","1,263","4,933","3,048","2,159","5,695","1,764","5,714","3,207","2,075","4,381","1,961","1,943"
2020년12월_계_50~59세,"44,392","5,388","1,797","3,587","3,017","2,501","6,654","1,673","4,597","2,571","2,592","4,831","2,470","2,714"
2020년12월_계_60~69세,"41,028","4,956","2,053","2,606","2,701","2,551","5,981","1,452","3,233","2,597","2,829","4,461","2,660","2,948"
2020년12월_계_70~79세,"22,291","2,695","1,330","1,499","1,645","1,598","3,061",919,"1,444","1,558","1,597","2,172","1,372","1,401"
2020년12월_계_80~89세,"8,253",998,592,578,685,719,"1,092",383,450,521,549,764,490,432
2020년12월_계_90~99세,"1,093",135,82,92,96,108,125,44,71,65,70,93,52,60
2020년12월_계_100세 이상,139,19,22,7,28,7,16,2,5,5,6,11,7,4
2020년12월_남_총인구수,"131,735","16,112","4,947","12,045","9,172","7,368","19,179","5,155","13,628","8,782","7,357","13,555","7,058","7,377"
2020년12월_남_연령구간인구수,"131,735","16,112","4,947","12,045","9,172","7,368","19,179","5,155","13,628","8,782","7,357","13,555","7,058","7,377"
2020년12월_남_0~9세,"10,177","1,351",181,"1,362",510,436,"1,351",423,"1,316",878,438,980,512,439
2020년12월_남_10~19세,"13,001","1,505",353,"1,737",566,778,"1,519",459,"2,025","1,001",531,"1,467",499,561
2020년12월_남_20~29세,"17,101","2,120",604,"1,262","1,319",978,"2,849",697,"1,722",968,904,"1,774",873,"1,031"
2020년12월_남_30~39세,"16,579","2,195",515,"1,440","1,551",754,"2,783",691,"1,308",969,894,"1,582",921,976
2020년12월_남_40~49세,"21,064","2,512",664,"2,373","1,485","1,030","2,801",861,"2,615","1,617","1,080","2,067","1,006",953
2020년12월_남_50~59세,"21,109","2,488",871,"1,749","1,470","1,178","3,139",810,"2,275","1,271","1,232","2,272","1,139","1,215"
2020년12월_남_60~69세,"19,047","2,294",959,"1,193","1,271","1,175","2,826",640,"1,547","1,167","1,304","2,081","1,253","1,337"
2020년12월_남_70~79세,"10,262","1,226",564,685,713,735,"1,420",410,679,701,742,"1,036",656,695
2020년12월_남_80~89세,"3,120",375,219,225,261,276,454,156,130,202,212,272,183,155
2020년12월_남_90~99세,253,38,17,19,23,25,36,7,10,8,18,24,14,14
2020년12월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년12월_여_총인구수,"139,010","16,905","5,228","12,633","10,255","7,823","20,006","5,632","14,575","8,925","7,588","14,270","7,453","7,717"
2020년12월_여_연령구간인구수,"139,010","16,905","5,228","12,633","10,255","7,823","20,006","5,632","14,575","8,925","7,588","14,270","7,453","7,717"
2020년12월_여_0~9세,"9,458","1,292",170,"1,265",526,450,"1,266",393,"1,250",661,375,922,485,403
2020년12월_여_10~19세,"11,969","1,276",301,"1,430",581,673,"1,392",560,"2,120",789,462,"1,356",555,474
2020년12월_여_20~29세,"15,581","1,855",521,"1,218","1,595",779,"2,768",605,"1,471",877,827,"1,470",760,835
2020년12월_여_30~39세,"16,499","2,191",391,"1,662","1,559",700,"2,633",722,"1,477","1,040",796,"1,561",894,873
2020년12월_여_40~49세,"22,120","2,529",599,"2,560","1,563","1,129","2,894",903,"3,099","1,590",995,"2,314",955,990
2020년12월_여_50~59세,"23,283","2,900",926,"1,838","1,547","1,323","3,515",863,"2,322","1,300","1,360","2,559","1,331","1,499"
2020년12월_여_60~69세,"21,981","2,662","1,094","1,413","1,430","1,376","3,155",812,"1,686","1,430","1,525","2,380","1,407","1,611"
2020년12월_여_70~79세,"12,029","1,469",766,814,932,863,"1,641",509,765,857,855,"1,136",716,706
2020년12월_여_80~89세,"5,133",623,373,353,424,443,638,227,320,319,337,492,307,277
2020년12월_여_90~99세,840,97,65,73,73,83,89,37,61,57,52,69,38,46
2020년12월_여_100세 이상,117,11,22,7,25,4,15,1,4,5,4,11,5,3
2021년01월_계_총인구수,"270,695","32,977","10,128","24,893","19,493","15,154","39,208","10,769","28,098","17,719","14,945","27,776","14,467","15,068"
2021년01월_계_연령구간인구수,"270,695","32,977","10,128","24,893","19,493","15,154","39,208","10,769","28,098","17,719","14,945","27,776","14,467","15,068"
2021년01월_계_0~9세,"19,553","2,619",350,"2,654","1,015",884,"2,618",804,"2,566","1,533",799,"1,882",989,840
2021년01월_계_10~19세,"24,981","2,785",652,"3,192","1,144","1,441","2,900","1,020","4,138","1,795",996,"2,830","1,049","1,039"
2021년01월_계_20~29세,"32,565","3,958","1,109","2,490","2,946","1,746","5,614","1,286","3,154","1,833","1,727","3,228","1,623","1,851"
2021년01월_계_30~39세,"32,963","4,354",893,"3,119","3,132","1,457","5,417","1,403","2,755","2,002","1,697","3,098","1,786","1,850"
2021년01월_계_40~49세,"43,145","5,032","1,245","4,998","3,028","2,141","5,671","1,770","5,692","3,239","2,069","4,370","1,950","1,940"
2021년01월_계_50~59세,"44,329","5,373","1,789","3,618","3,033","2,497","6,647","1,676","4,583","2,563","2,577","4,833","2,458","2,682"
2021년01월_계_60~69세,"41,242","4,982","2,052","2,641","2,718","2,552","6,019","1,465","3,234","2,594","2,842","4,488","2,675","2,980"
2021년01월_계_70~79세,"22,334","2,704","1,338","1,500","1,657","1,596","3,074",913,"1,445","1,565","1,607","2,174","1,375","1,386"
2021년01월_계_80~89세,"8,336","1,013",595,585,695,722,"1,104",385,457,523,552,767,501,437
2021년01월_계_90~99세,"1,108",138,83,89,97,111,128,45,69,67,73,95,54,59
2021년01월_계_100세 이상,139,19,22,7,28,7,16,2,5,5,6,11,7,4
2021년01월_남_총인구수,"131,698","16,083","4,926","12,186","9,199","7,340","19,172","5,153","13,569","8,783","7,357","13,539","7,030","7,361"
2021년01월_남_연령구간인구수,"131,698","16,083","4,926","12,186","9,199","7,340","19,172","5,153","13,569","8,783","7,357","13,539","7,030","7,361"
2021년01월_남_0~9세,"10,118","1,330",179,"1,390",496,433,"1,344",420,"1,310",875,432,966,506,437
2021년01월_남_10~19세,"13,014","1,503",349,"1,755",565,771,"1,514",464,"2,024","1,004",534,"1,471",498,562
2021년01월_남_20~29세,"17,045","2,109",602,"1,276","1,331",963,"2,838",685,"1,712",958,911,"1,771",866,"1,023"
2021년01월_남_30~39세,"16,516","2,183",508,"1,442","1,570",763,"2,783",687,"1,282",966,892,"1,554",910,976
2021년01월_남_40~49세,"21,058","2,506",655,"2,413","1,465","1,025","2,789",862,"2,614","1,636","1,076","2,073",994,950
2021년01월_남_50~59세,"21,082","2,487",868,"1,760","1,484","1,172","3,131",819,"2,254","1,266","1,229","2,275","1,138","1,199"
2021년01월_남_60~69세,"19,158","2,306",968,"1,220","1,280","1,180","2,845",644,"1,545","1,165","1,304","2,094","1,254","1,353"
2021년01월_남_70~79세,"10,271","1,234",562,682,714,728,"1,430",404,682,703,742,"1,032",665,693
2021년01월_남_80~89세,"3,156",377,216,230,267,277,460,160,135,202,217,278,184,153
2021년01월_남_90~99세,258,40,19,18,24,25,37,7,10,8,18,25,13,14
2021년01월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2021년01월_여_총인구수,"138,997","16,894","5,202","12,707","10,294","7,814","20,036","5,616","14,529","8,936","7,588","14,237","7,437","7,707"
2021년01월_여_연령구간인구수,"138,997","16,894","5,202","12,707","10,294","7,814","20,036","5,616","14,529","8,936","7,588","14,237","7,437","7,707"
2021년01월_여_0~9세,"9,435","1,289",171,"1,264",519,451,"1,274",384,"1,256",658,367,916,483,403
2021년01월_여_10~19세,"11,967","1,282",303,"1,437",579,670,"1,386",556,"2,114",791,462,"1,359",551,477
2021년01월_여_20~29세,"15,520","1,849",507,"1,214","1,615",783,"2,776",601,"1,442",875,816,"1,457",757,828
2021년01월_여_30~39세,"16,447","2,171",385,"1,677","1,562",694,"2,634",716,"1,473","1,036",805,"1,544",876,874
2021년01월_여_40~49세,"22,087","2,526",590,"2,585","1,563","1,116","2,882",908,"3,078","1,603",993,"2,297",956,990
2021년01월_여_50~59세,"23,247","2,886",921,"1,858","1,549","1,325","3,516",857,"2,329","1,297","1,348","2,558","1,320","1,483"
2021년01월_여_60~69세,"22,084","2,676","1,084","1,421","1,438","1,372","3,174",821,"1,689","1,429","1,538","2,394","1,421","1,627"
2021년01월_여_70~79세,"12,063","1,470",776,818,943,868,"1,644",509,763,862,865,"1,142",710,693
2021년01월_여_80~89세,"5,180",636,379,355,428,445,644,225,322,321,335,489,317,284
2021년01월_여_90~99세,850,98,64,71,73,86,91,38,59,59,55,70,41,45
2021년01월_여_100세 이상,117,11,22,7,25,4,15,1,4,5,4,11,5,3
2021년02월_계_총인구수,"270,678","33,043","10,065","25,036","19,556","15,145","39,135","10,793","28,061","17,669","14,915","27,761","14,465","15,034"
2021년02월_계_연령구간인구수,"270,678","33,043","10,065","25,036","19,556","15,145","39,135","10,793","28,061","17,669","14,915","27,761","14,465","15,034"
2021년02월_계_0~9세,"19,536","2,600",343,"2,662","1,016",873,"2,601",820,"2,599","1,529",800,"1,873",986,834
2021년02월_계_10~19세,"24,898","2,795",637,"3,216","1,138","1,441","2,884","1,010","4,097","1,790",968,"2,828","1,056","1,038"
2021년02월_계_20~29세,"32,420","3,941","1,109","2,518","2,973","1,747","5,548","1,289","3,124","1,800","1,739","3,191","1,617","1,824"
2021년02월_계_30~39세,"32,818","4,358",878,"3,092","3,134","1,440","5,399","1,396","2,745","1,983","1,690","3,090","1,770","1,843"
2021년02월_계_40~49세,"43,288","5,065","1,237","5,073","3,062","2,141","5,680","1,779","5,694","3,256","2,056","4,361","1,955","1,929"
2021년02월_계_50~59세,"44,251","5,381","1,779","3,632","3,034","2,485","6,632","1,672","4,560","2,552","2,562","4,833","2,447","2,682"
2021년02월_계_60~69세,"41,372","4,993","2,059","2,646","2,716","2,564","6,032","1,478","3,254","2,588","2,857","4,519","2,688","2,978"
2021년02월_계_70~79세,"22,415","2,731","1,320","1,513","1,661","1,603","3,098",912,"1,446","1,563","1,606","2,182","1,381","1,399"
2021년02월_계_80~89세,"8,430","1,023",594,590,697,734,"1,116",390,468,536,558,773,506,445
2021년02월_계_90~99세,"1,109",137,87,87,97,110,129,45,69,67,73,99,52,57
2021년02월_계_100세 이상,141,19,22,7,28,7,16,2,5,5,6,12,7,5
2021년02월_남_총인구수,"131,712","16,108","4,891","12,256","9,225","7,326","19,169","5,162","13,558","8,763","7,346","13,532","7,032","7,344"
2021년02월_남_연령구간인구수,"131,712","16,108","4,891","12,256","9,225","7,326","19,169","5,162","13,558","8,763","7,346","13,532","7,032","7,344"
2021년02월_남_0~9세,"10,101","1,322",174,"1,394",499,428,"1,337",425,"1,319",878,435,955,502,433
2021년02월_남_10~19세,"12,991","1,507",344,"1,769",565,763,"1,506",466,"2,006","1,005",518,"1,475",503,564
2021년02월_남_20~29세,"16,938","2,096",603,"1,287","1,326",959,"2,809",678,"1,701",940,915,"1,749",866,"1,009"
2021년02월_남_30~39세,"16,479","2,200",496,"1,428","1,584",751,"2,791",689,"1,270",953,896,"1,551",898,972
