카테고리,충청남도 논산시,충청남도 논산시 강경읍,충청남도 논산시 연무읍,충청남도 논산시 성동면,충청남도 논산시 광석면,충청남도 논산시 노성면,충청남도 논산시 상월면,충청남도 논산시 부적면,충청남도 논산시 연산면,충청남도 논산시 벌곡면,충청남도 논산시 양촌면,충청남도 논산시 가야곡면,충청남도 논산시 은진면,충청남도 논산시 채운면,충청남도 논산시 취암동,충청남도 논산시 부창동
2020년03월_여_0~9세,"3,666",186,460,50,66,59,39,41,93,34,200,25,52,33,"1,668",660
2020년03월_여_10~19세,"4,885",357,554,89,119,76,79,95,147,51,176,68,111,80,"1,936",947
2020년03월_여_20~29세,"5,185",323,586,138,143,93,106,119,175,55,195,96,177,60,"2,068",851
2020년03월_여_30~39세,"5,352",293,616,95,107,97,104,91,163,51,287,83,91,62,"2,325",887
2020년03월_여_40~49세,"7,380",493,757,145,176,144,199,140,249,89,306,134,155,100,"2,955","1,338"
2020년03월_여_50~59세,"9,656",775,"1,107",332,373,211,304,316,555,203,521,297,329,177,"2,695","1,461"
2020년03월_여_60~69세,"9,594",835,"1,157",446,445,321,399,376,651,286,545,395,381,250,"1,952","1,155"
2020년03월_여_70~79세,"7,217",654,908,429,379,259,306,303,495,238,501,329,295,225,"1,147",749
2020년03월_여_80~89세,"5,243",404,715,323,321,236,254,243,370,185,385,268,246,174,667,452
2020년03월_여_90~99세,852,83,115,39,34,34,34,44,70,40,66,43,52,29,99,70
2020년03월_여_100세 이상,61,9,8,1,1,2,5,4,5,5,4,3,4,3,5,2
2020년04월_계_총인구수,"118,032","8,561","13,942","4,217","4,351","3,073","3,673","3,625","6,182","2,489","6,454","3,517","4,013","2,297","34,917","16,721"
2020년04월_계_연령구간인구수,"118,032","8,561","13,942","4,217","4,351","3,073","3,673","3,625","6,182","2,489","6,454","3,517","4,013","2,297","34,917","16,721"
2020년04월_계_0~9세,"7,546",378,931,113,126,128,86,86,204,62,421,67,105,55,"3,424","1,360"
2020년04월_계_10~19세,"10,084",724,"1,129",184,251,157,176,180,327,105,423,139,219,147,"3,978","1,945"
2020년04월_계_20~29세,"11,736",737,"1,367",317,309,210,234,279,419,121,474,235,462,147,"4,544","1,881"
2020년04월_계_30~39세,"11,194",603,"1,337",257,262,232,225,219,366,129,577,183,252,134,"4,713","1,705"
2020년04월_계_40~49세,"15,836","1,025","1,726",385,442,323,437,372,602,250,690,324,456,229,"5,877","2,698"
2020년04월_계_50~59세,"20,147","1,558","2,302",725,803,491,695,717,"1,224",442,"1,108",616,751,380,"5,410","2,925"
2020년04월_계_60~69세,"19,365","1,625","2,330",918,948,644,830,786,"1,416",606,"1,140",859,787,523,"3,780","2,173"
2020년04월_계_70~79세,"12,832","1,138","1,597",724,686,486,546,562,936,444,900,617,534,376,"2,020","1,266"
2020년04월_계_80~89세,"8,052",643,"1,061",534,477,349,389,366,590,274,623,411,381,256,"1,021",677
2020년04월_계_90~99세,"1,152",114,152,59,45,49,50,54,92,50,93,62,61,47,139,85
2020년04월_계_100세 이상,88,16,10,1,2,4,5,4,6,6,5,4,5,3,11,6
2020년04월_남_총인구수,"59,039","4,162","6,954","2,134","2,202","1,552","1,843","1,864","3,226","1,267","3,272","1,784","2,118","1,110","17,389","8,162"
2020년04월_남_연령구간인구수,"59,039","4,162","6,954","2,134","2,202","1,552","1,843","1,864","3,226","1,267","3,272","1,784","2,118","1,110","17,389","8,162"
2020년04월_남_0~9세,"3,878",195,465,61,60,70,47,45,113,28,225,41,49,25,"1,752",702
2020년04월_남_10~19세,"5,218",371,577,96,131,81,96,87,180,59,242,73,108,68,"2,045","1,004"
2020년04월_남_20~29세,"6,600",421,787,180,173,120,126,163,253,68,278,140,285,87,"2,470","1,049"
2020년04월_남_30~39세,"5,881",312,725,164,157,135,118,134,205,79,293,103,162,76,"2,398",820
2020년04월_남_40~49세,"8,460",538,970,243,267,183,239,231,350,160,385,192,298,128,"2,926","1,350"
2020년04월_남_50~59세,"10,532",780,"1,196",395,438,282,393,406,674,244,592,319,425,205,"2,720","1,463"
2020년04월_남_60~69세,"9,742",788,"1,166",472,499,321,433,408,759,318,592,466,410,272,"1,820","1,018"
2020년04월_남_70~79세,"5,620",483,690,293,307,230,246,255,447,207,403,288,239,150,869,513
2020년04월_남_80~89세,"2,787",237,342,209,158,115,128,125,222,89,234,141,132,82,346,227
2020년04월_남_90~99세,297,30,35,21,11,14,17,10,22,14,27,20,9,17,37,13
2020년04월_남_100세 이상,24,7,1,0,1,1,0,0,1,1,1,1,1,0,6,3
2020년04월_여_총인구수,"58,993","4,399","6,988","2,083","2,149","1,521","1,830","1,761","2,956","1,222","3,182","1,733","1,895","1,187","17,528","8,559"
2020년04월_여_연령구간인구수,"58,993","4,399","6,988","2,083","2,149","1,521","1,830","1,761","2,956","1,222","3,182","1,733","1,895","1,187","17,528","8,559"
2020년04월_여_0~9세,"3,668",183,466,52,66,58,39,41,91,34,196,26,56,30,"1,672",658
2020년04월_여_10~19세,"4,866",353,552,88,120,76,80,93,147,46,181,66,111,79,"1,933",941
2020년04월_여_20~29세,"5,136",316,580,137,136,90,108,116,166,53,196,95,177,60,"2,074",832
2020년04월_여_30~39세,"5,313",291,612,93,105,97,107,85,161,50,284,80,90,58,"2,315",885
2020년04월_여_40~49세,"7,376",487,756,142,175,140,198,141,252,90,305,132,158,101,"2,951","1,348"
2020년04월_여_50~59세,"9,615",778,"1,106",330,365,209,302,311,550,198,516,297,326,175,"2,690","1,462"
2020년04월_여_60~69세,"9,623",837,"1,164",446,449,323,397,378,657,288,548,393,377,251,"1,960","1,155"
2020년04월_여_70~79세,"7,212",655,907,431,379,256,300,307,489,237,497,329,295,226,"1,151",753
2020년04월_여_80~89세,"5,265",406,719,325,319,234,261,241,368,185,389,270,249,174,675,450
2020년04월_여_90~99세,855,84,117,38,34,35,33,44,70,36,66,42,52,30,102,72
2020년04월_여_100세 이상,64,9,9,1,1,3,5,4,5,5,4,3,4,3,5,3
2020년05월_계_총인구수,"117,812","8,532","13,913","4,207","4,348","3,052","3,650","3,609","6,168","2,470","6,453","3,510","4,018","2,290","34,905","16,687"
2020년05월_계_연령구간인구수,"117,812","8,532","13,913","4,207","4,348","3,052","3,650","3,609","6,168","2,470","6,453","3,510","4,018","2,290","34,905","16,687"
2020년05월_계_0~9세,"7,510",382,931,112,123,123,83,84,202,62,418,65,107,55,"3,409","1,354"
2020년05월_계_10~19세,"10,030",714,"1,125",183,251,151,174,173,327,103,427,139,220,149,"3,970","1,924"
2020년05월_계_20~29세,"11,666",738,"1,356",312,308,210,230,277,403,119,472,231,448,146,"4,540","1,876"
2020년05월_계_30~39세,"11,099",595,"1,327",248,260,227,226,210,361,123,565,182,253,133,"4,701","1,688"
2020년05월_계_40~49세,"15,792","1,015","1,728",384,437,314,424,372,595,247,692,320,460,224,"5,878","2,702"
2020년05월_계_50~59세,"20,093","1,551","2,290",714,804,493,695,716,"1,227",440,"1,100",612,755,379,"5,389","2,928"
2020년05월_계_60~69세,"19,434","1,626","2,339",927,950,638,830,790,"1,422",608,"1,156",865,791,524,"3,804","2,164"
2020년05월_계_70~79세,"12,885","1,140","1,599",728,690,496,546,562,942,438,899,621,538,375,"2,033","1,278"
2020년05월_계_80~89세,"8,057",644,"1,057",540,479,348,388,367,590,274,624,408,378,255,"1,022",683
2020년05월_계_90~99세,"1,158",111,152,58,44,48,49,54,93,50,95,63,63,47,146,85
2020년05월_계_100세 이상,88,16,9,1,2,4,5,4,6,6,5,4,5,3,13,5
2020년05월_남_총인구수,"58,911","4,149","6,934","2,127","2,206","1,543","1,825","1,856","3,217","1,258","3,274","1,782","2,132","1,103","17,381","8,124"
2020년05월_남_연령구간인구수,"58,911","4,149","6,934","2,127","2,206","1,543","1,825","1,856","3,217","1,258","3,274","1,782","2,132","1,103","17,381","8,124"
2020년05월_남_0~9세,"3,860",195,465,61,59,68,46,45,112,27,226,40,52,25,"1,743",696
2020년05월_남_10~19세,"5,181",365,578,95,130,78,94,80,180,57,244,73,108,69,"2,045",985
2020년05월_남_20~29세,"6,572",423,778,176,173,122,121,163,245,68,275,138,279,85,"2,480","1,046"
2020년05월_남_30~39세,"5,816",307,721,161,157,130,116,129,202,75,290,103,163,75,"2,377",810
2020년05월_남_40~49세,"8,426",536,968,242,263,179,233,232,343,158,383,187,300,125,"2,926","1,351"
2020년05월_남_50~59세,"10,511",775,"1,192",386,438,285,392,405,680,241,586,325,432,203,"2,709","1,462"
2020년05월_남_60~69세,"9,779",789,"1,165",477,504,318,432,413,760,321,603,466,413,273,"1,832","1,013"
2020년05월_남_70~79세,"5,664",487,692,297,311,236,247,255,449,208,406,289,242,149,881,515
2020년05월_남_80~89세,"2,781",235,339,211,159,113,128,125,223,87,233,140,132,82,344,230
2020년05월_남_90~99세,297,30,35,21,11,13,16,9,22,15,27,20,10,17,38,13
2020년05월_남_100세 이상,24,7,1,0,1,1,0,0,1,1,1,1,1,0,6,3
2020년05월_여_총인구수,"58,901","4,383","6,979","2,080","2,142","1,509","1,825","1,753","2,951","1,212","3,179","1,728","1,886","1,187","17,524","8,563"
2020년05월_여_연령구간인구수,"58,901","4,383","6,979","2,080","2,142","1,509","1,825","1,753","2,951","1,212","3,179","1,728","1,886","1,187","17,524","8,563"
2020년05월_여_0~9세,"3,650",187,466,51,64,55,37,39,90,35,192,25,55,30,"1,666",658
2020년05월_여_10~19세,"4,849",349,547,88,121,73,80,93,147,46,183,66,112,80,"1,925",939
2020년05월_여_20~29세,"5,094",315,578,136,135,88,109,114,158,51,197,93,169,61,"2,060",830
2020년05월_여_30~39세,"5,283",288,606,87,103,97,110,81,159,48,275,79,90,58,"2,324",878
2020년05월_여_40~49세,"7,366",479,760,142,174,135,191,140,252,89,309,133,160,99,"2,952","1,351"
2020년05월_여_50~59세,"9,582",776,"1,098",328,366,208,303,311,547,199,514,287,323,176,"2,680","1,466"
2020년05월_여_60~69세,"9,655",837,"1,174",450,446,320,398,377,662,287,553,399,378,251,"1,972","1,151"
2020년05월_여_70~79세,"7,221",653,907,431,379,260,299,307,493,230,493,332,296,226,"1,152",763
2020년05월_여_80~89세,"5,276",409,718,329,320,235,260,242,367,187,391,268,246,173,678,453
2020년05월_여_90~99세,861,81,117,37,33,35,33,45,71,35,68,43,53,30,108,72
2020년05월_여_100세 이상,64,9,8,1,1,3,5,4,5,5,4,3,4,3,7,2
2020년06월_계_총인구수,"117,696","8,512","13,890","4,190","4,345","3,048","3,639","3,613","6,154","2,480","6,433","3,503","4,015","2,296","34,915","16,663"
2020년06월_계_연령구간인구수,"117,696","8,512","13,890","4,190","4,345","3,048","3,639","3,613","6,154","2,480","6,433","3,503","4,015","2,296","34,915","16,663"
2020년06월_계_0~9세,"7,470",379,924,111,121,123,80,86,198,61,415,64,107,57,"3,403","1,341"
2020년06월_계_10~19세,"9,998",699,"1,125",184,246,149,172,172,326,106,427,138,217,148,"3,965","1,924"
2020년06월_계_20~29세,"11,594",741,"1,341",306,309,205,234,275,398,115,463,239,439,146,"4,514","1,869"
2020년06월_계_30~39세,"11,097",594,"1,328",244,262,233,221,215,353,125,565,177,255,135,"4,704","1,686"
2020년06월_계_40~49세,"15,741","1,013","1,724",380,435,314,418,371,589,247,683,317,453,220,"5,879","2,698"
2020년06월_계_50~59세,"20,035","1,538","2,277",708,800,484,696,712,"1,227",445,"1,096",603,760,381,"5,392","2,916"
2020년06월_계_60~69세,"19,553","1,635","2,343",931,952,645,826,799,"1,431",610,"1,160",873,799,525,"3,838","2,186"
2020년06월_계_70~79세,"12,904","1,144","1,603",726,693,496,552,558,942,441,900,619,535,379,"2,038","1,278"
2020년06월_계_80~89세,"8,051",640,"1,059",540,480,348,386,368,590,274,626,405,382,255,"1,022",676
2020년06월_계_90~99세,"1,166",113,157,59,45,47,49,53,94,50,93,64,63,47,147,85
2020년06월_계_100세 이상,87,16,9,1,2,4,5,4,6,6,5,4,5,3,13,4
2020년06월_남_총인구수,"58,862","4,133","6,932","2,111","2,212","1,547","1,817","1,856","3,214","1,262","3,268","1,779","2,126","1,102","17,395","8,108"
2020년06월_남_연령구간인구수,"58,862","4,133","6,932","2,111","2,212","1,547","1,817","1,856","3,214","1,262","3,268","1,779","2,126","1,102","17,395","8,108"
2020년06월_남_0~9세,"3,839",191,465,59,60,68,44,45,110,27,228,40,51,27,"1,737",687
2020년06월_남_10~19세,"5,163",357,579,95,125,77,92,80,181,59,246,74,106,67,"2,044",981
2020년06월_남_20~29세,"6,526",420,772,175,174,119,123,162,243,65,267,143,271,84,"2,460","1,048"
2020년06월_남_30~39세,"5,844",307,725,156,162,137,116,132,197,78,291,101,164,75,"2,391",812
2020년06월_남_40~49세,"8,379",537,968,240,263,178,229,232,340,156,378,184,292,122,"2,922","1,338"
2020년06월_남_50~59세,"10,493",771,"1,185",377,442,282,388,400,682,244,582,321,437,206,"2,711","1,465"
2020년06월_남_60~69세,"9,833",791,"1,165",480,501,326,432,419,764,318,607,468,418,273,"1,851","1,020"
2020년06월_남_70~79세,"5,680",488,694,297,314,233,250,253,451,211,406,287,242,150,890,514
2020년06월_남_80~89세,"2,783",235,341,211,159,113,127,124,222,87,236,139,134,82,345,228
2020년06월_남_90~99세,300,29,37,21,11,13,16,9,23,16,26,21,10,16,39,13
2020년06월_남_100세 이상,22,7,1,0,1,1,0,0,1,1,1,1,1,0,5,2
2020년06월_여_총인구수,"58,834","4,379","6,958","2,079","2,133","1,501","1,822","1,757","2,940","1,218","3,165","1,724","1,889","1,194","17,520","8,555"
2020년06월_여_연령구간인구수,"58,834","4,379","6,958","2,079","2,133","1,501","1,822","1,757","2,940","1,218","3,165","1,724","1,889","1,194","17,520","8,555"
2020년06월_여_0~9세,"3,631",188,459,52,61,55,36,41,88,34,187,24,56,30,"1,666",654
2020년06월_여_10~19세,"4,835",342,546,89,121,72,80,92,145,47,181,64,111,81,"1,921",943
2020년06월_여_20~29세,"5,068",321,569,131,135,86,111,113,155,50,196,96,168,62,"2,054",821
2020년06월_여_30~39세,"5,253",287,603,88,100,96,105,83,156,47,274,76,91,60,"2,313",874
2020년06월_여_40~49세,"7,362",476,756,140,172,136,189,139,249,91,305,133,161,98,"2,957","1,360"
2020년06월_여_50~59세,"9,542",767,"1,092",331,358,202,308,312,545,201,514,282,323,175,"2,681","1,451"
2020년06월_여_60~69세,"9,720",844,"1,178",451,451,319,394,380,667,292,553,405,381,252,"1,987","1,166"
2020년06월_여_70~79세,"7,224",656,909,429,379,263,302,305,491,230,494,332,293,229,"1,148",764
2020년06월_여_80~89세,"5,268",405,718,329,321,235,259,244,368,187,390,266,248,173,677,448
2020년06월_여_90~99세,866,84,120,38,34,34,33,44,71,34,67,43,53,31,108,72
2020년06월_여_100세 이상,65,9,8,1,1,3,5,4,5,5,4,3,4,3,8,2
2020년07월_계_총인구수,"117,520","8,492","13,846","4,177","4,327","3,057","3,644","3,630","6,149","2,485","6,393","3,498","4,001","2,291","34,905","16,625"
2020년07월_계_연령구간인구수,"117,520","8,492","13,846","4,177","4,327","3,057","3,644","3,630","6,149","2,485","6,393","3,498","4,001","2,291","34,905","16,625"
2020년07월_계_0~9세,"7,430",366,923,111,119,124,78,91,194,61,413,62,107,56,"3,394","1,331"
2020년07월_계_10~19세,"9,974",698,"1,114",184,246,151,177,167,330,108,416,136,216,147,"3,954","1,930"
2020년07월_계_20~29세,"11,550",739,"1,334",299,301,207,229,278,391,115,461,243,435,141,"4,525","1,852"
2020년07월_계_30~39세,"11,043",586,"1,329",244,262,235,222,217,350,122,558,171,254,136,"4,675","1,682"
2020년07월_계_40~49세,"15,692","1,012","1,714",375,426,311,407,371,588,248,677,323,448,222,"5,877","2,693"
2020년07월_계_50~59세,"19,978","1,525","2,250",701,799,484,712,710,"1,228",449,"1,092",594,757,381,"5,404","2,892"
2020년07월_계_60~69세,"19,591","1,643","2,353",938,949,641,818,808,"1,435",610,"1,150",875,799,525,"3,862","2,185"
2020년07월_계_70~79세,"12,978","1,157","1,609",730,700,502,561,564,944,440,906,618,532,381,"2,040","1,294"
2020년07월_계_80~89세,"8,035",638,"1,054",535,480,350,384,366,592,275,625,407,384,252,"1,017",676
2020년07월_계_90~99세,"1,162",112,157,59,43,48,51,54,90,51,90,65,64,47,145,86
2020년07월_계_100세 이상,87,16,9,1,2,4,5,4,7,6,5,4,5,3,12,4
2020년07월_남_총인구수,"58,763","4,123","6,909","2,103","2,206","1,549","1,820","1,860","3,206","1,261","3,256","1,776","2,113","1,099","17,401","8,081"
2020년07월_남_연령구간인구수,"58,763","4,123","6,909","2,103","2,206","1,549","1,820","1,860","3,206","1,261","3,256","1,776","2,113","1,099","17,401","8,081"
2020년07월_남_0~9세,"3,808",184,463,58,58,67,43,47,109,27,226,38,50,27,"1,730",681
2020년07월_남_10~19세,"5,162",359,571,96,125,78,94,79,182,59,239,73,105,67,"2,053",982
2020년07월_남_20~29세,"6,485",418,768,172,171,116,119,162,238,65,266,145,266,82,"2,458","1,039"
2020년07월_남_30~39세,"5,825",303,726,156,163,139,117,133,195,77,291,100,162,75,"2,375",813
2020년07월_남_40~49세,"8,354",534,963,238,259,176,222,231,340,154,378,186,290,122,"2,929","1,332"
2020년07월_남_50~59세,"10,462",766,"1,173",375,442,281,398,398,676,247,576,319,437,206,"2,713","1,455"
2020년07월_남_60~69세,"9,846",797,"1,173",480,499,326,428,420,768,317,603,466,414,272,"1,870","1,013"
2020년07월_남_70~79세,"5,724",492,696,299,319,238,255,259,453,210,411,287,242,151,889,523
2020년07월_남_80~89세,"2,771",234,337,209,158,113,127,122,222,88,239,139,134,81,340,228
2020년07월_남_90~99세,305,29,38,20,11,14,17,9,22,16,26,22,12,16,40,13
2020년07월_남_100세 이상,21,7,1,0,1,1,0,0,1,1,1,1,1,0,4,2
2020년07월_여_총인구수,"58,757","4,369","6,937","2,074","2,121","1,508","1,824","1,770","2,943","1,224","3,137","1,722","1,888","1,192","17,504","8,544"
2020년07월_여_연령구간인구수,"58,757","4,369","6,937","2,074","2,121","1,508","1,824","1,770","2,943","1,224","3,137","1,722","1,888","1,192","17,504","8,544"
2020년07월_여_0~9세,"3,622",182,460,53,61,57,35,44,85,34,187,24,57,29,"1,664",650
2020년07월_여_10~19세,"4,812",339,543,88,121,73,83,88,148,49,177,63,111,80,"1,901",948
2020년07월_여_20~29세,"5,065",321,566,127,130,91,110,116,153,50,195,98,169,59,"2,067",813
2020년07월_여_30~39세,"5,218",283,603,88,99,96,105,84,155,45,267,71,92,61,"2,300",869
2020년07월_여_40~49세,"7,338",478,751,137,167,135,185,140,248,94,299,137,158,100,"2,948","1,361"
2020년07월_여_50~59세,"9,516",759,"1,077",326,357,203,314,312,552,202,516,275,320,175,"2,691","1,437"
2020년07월_여_60~69세,"9,745",846,"1,180",458,450,315,390,388,667,293,547,409,385,253,"1,992","1,172"
2020년07월_여_70~79세,"7,254",665,913,431,381,264,306,305,491,230,495,331,290,230,"1,151",771
2020년07월_여_80~89세,"5,264",404,717,326,322,237,257,244,370,187,386,268,250,171,677,448
2020년07월_여_90~99세,857,83,119,39,32,34,34,45,68,35,64,43,52,31,105,73
2020년07월_여_100세 이상,66,9,8,1,1,3,5,4,6,5,4,3,4,3,8,2
2020년08월_계_총인구수,"117,340","8,472","13,833","4,171","4,304","3,067","3,634","3,603","6,144","2,482","6,355","3,495","3,979","2,283","34,923","16,595"
2020년08월_계_연령구간인구수,"117,340","8,472","13,833","4,171","4,304","3,067","3,634","3,603","6,144","2,482","6,355","3,495","3,979","2,283","34,923","16,595"
2020년08월_계_0~9세,"7,395",360,911,115,114,126,83,89,191,64,407,61,104,56,"3,390","1,324"
2020년08월_계_10~19세,"9,931",692,"1,115",185,242,149,168,157,330,107,412,137,213,145,"3,968","1,911"
2020년08월_계_20~29세,"11,512",740,"1,329",296,304,209,226,281,390,116,453,246,432,143,"4,512","1,835"
2020년08월_계_30~39세,"10,966",569,"1,321",246,257,234,227,216,343,121,566,170,247,130,"4,637","1,682"
2020년08월_계_40~49세,"15,668","1,017","1,712",367,421,305,405,363,579,252,668,321,449,219,"5,903","2,687"
2020년08월_계_50~59세,"19,909","1,527","2,241",696,797,493,709,692,"1,226",441,"1,076",596,754,381,"5,409","2,871"
2020년08월_계_60~69세,"19,649","1,640","2,362",935,945,643,813,815,"1,446",610,"1,156",875,799,526,"3,870","2,214"
2020년08월_계_70~79세,"13,032","1,167","1,623",738,705,505,562,567,951,440,901,612,535,376,"2,050","1,300"
2020년08월_계_80~89세,"8,026",632,"1,053",532,476,351,384,365,587,274,622,409,379,258,"1,024",680
2020년08월_계_90~99세,"1,163",112,157,60,41,48,51,54,94,51,89,64,62,46,148,86
2020년08월_계_100세 이상,89,16,9,1,2,4,6,4,7,6,5,4,5,3,12,5
2020년08월_남_총인구수,"58,656","4,115","6,906","2,098","2,190","1,552","1,809","1,848","3,201","1,259","3,238","1,777","2,105","1,095","17,404","8,059"
2020년08월_남_연령구간인구수,"58,656","4,115","6,906","2,098","2,190","1,552","1,809","1,848","3,201","1,259","3,238","1,777","2,105","1,095","17,404","8,059"
2020년08월_남_0~9세,"3,792",183,459,58,55,69,43,47,106,28,222,38,48,28,"1,727",681
2020년08월_남_10~19세,"5,131",352,572,98,122,76,89,74,183,58,235,74,101,67,"2,059",971
2020년08월_남_20~29세,"6,448",420,763,170,174,117,116,163,237,65,263,146,265,82,"2,446","1,021"
2020년08월_남_30~39세,"5,795",295,725,156,157,136,119,132,191,77,297,100,162,73,"2,357",818
2020년08월_남_40~49세,"8,341",538,957,233,259,175,224,226,335,157,375,182,286,120,"2,945","1,329"
2020년08월_남_50~59세,"10,434",772,"1,169",372,437,284,394,389,678,242,568,322,438,204,"2,717","1,448"
2020년08월_남_60~69세,"9,864",788,"1,180",478,499,328,423,426,770,318,604,468,415,273,"1,871","1,023"
2020년08월_남_70~79세,"5,754",497,704,305,321,238,257,260,456,209,407,285,244,149,896,526
2020년08월_남_80~89세,"2,774",233,337,208,156,114,127,122,220,88,241,139,133,84,343,229
2020년08월_남_90~99세,302,30,39,20,9,14,17,9,24,16,25,22,12,15,39,11
2020년08월_남_100세 이상,21,7,1,0,1,1,0,0,1,1,1,1,1,0,4,2
2020년08월_여_총인구수,"58,684","4,357","6,927","2,073","2,114","1,515","1,825","1,755","2,943","1,223","3,117","1,718","1,874","1,188","17,519","8,536"
2020년08월_여_연령구간인구수,"58,684","4,357","6,927","2,073","2,114","1,515","1,825","1,755","2,943","1,223","3,117","1,718","1,874","1,188","17,519","8,536"
2020년08월_여_0~9세,"3,603",177,452,57,59,57,40,42,85,36,185,23,56,28,"1,663",643
2020년08월_여_10~19세,"4,800",340,543,87,120,73,79,83,147,49,177,63,112,78,"1,909",940
2020년08월_여_20~29세,"5,064",320,566,126,130,92,110,118,153,51,190,100,167,61,"2,066",814
2020년08월_여_30~39세,"5,171",274,596,90,100,98,108,84,152,44,269,70,85,57,"2,280",864
2020년08월_여_40~49세,"7,327",479,755,134,162,130,181,137,244,95,293,139,163,99,"2,958","1,358"
2020년08월_여_50~59세,"9,475",755,"1,072",324,360,209,315,303,548,199,508,274,316,177,"2,692","1,423"
2020년08월_여_60~69세,"9,785",852,"1,182",457,446,315,390,389,676,292,552,407,384,253,"1,999","1,191"
2020년08월_여_70~79세,"7,278",670,919,433,384,267,305,307,495,231,494,327,291,227,"1,154",774
2020년08월_여_80~89세,"5,252",399,716,324,320,237,257,243,367,186,381,270,246,174,681,451
2020년08월_여_90~99세,861,82,118,40,32,34,34,45,70,35,64,42,50,31,109,75
2020년08월_여_100세 이상,68,9,8,1,1,3,6,4,6,5,4,3,4,3,8,3
2020년09월_계_총인구수,"117,226","8,441","13,809","4,179","4,291","3,058","3,627","3,593","6,147","2,510","6,342","3,481","3,970","2,272","34,962","16,544"
2020년09월_계_연령구간인구수,"117,226","8,441","13,809","4,179","4,291","3,058","3,627","3,593","6,147","2,510","6,342","3,481","3,970","2,272","34,962","16,544"
2020년09월_계_0~9세,"7,340",352,906,117,117,126,77,92,193,62,400,61,104,55,"3,371","1,307"
