카테고리,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2020년04월_계_70~79세,"6,808","2,172",329,373,397,313,318,211,234,187,201,491,360,576,646
2020년04월_계_80~89세,"4,133","1,086",176,240,215,231,237,133,194,176,145,279,230,347,444
2020년04월_계_90~99세,607,148,27,35,40,33,37,23,29,33,24,41,32,55,50
2020년04월_계_100세 이상,14,9,0,0,0,0,0,0,1,1,1,0,0,1,1
2020년04월_남_총인구수,"26,053","12,408",921,919,"1,475",790,844,387,702,560,511,"1,776",903,"1,606","2,251"
2020년04월_남_연령구간인구수,"26,053","12,408",921,919,"1,475",790,844,387,702,560,511,"1,776",903,"1,606","2,251"
2020년04월_남_0~9세,"1,421","1,038",30,18,60,16,13,10,10,18,11,69,10,32,86
2020년04월_남_10~19세,"2,235","1,447",52,46,96,37,30,17,35,39,22,138,29,82,165
2020년04월_남_20~29세,"2,365","1,321",50,60,167,59,55,24,64,44,35,158,51,104,173
2020년04월_남_30~39세,"2,298","1,339",65,61,106,37,51,18,53,29,28,134,57,123,197
2020년04월_남_40~49세,"3,706","2,018",114,101,205,81,81,32,85,49,45,231,108,201,355
2020년04월_남_50~59세,"4,989","2,220",169,171,282,151,182,66,156,104,117,340,219,337,475
2020년04월_남_60~69세,"4,684","1,739",236,208,295,188,197,89,148,134,121,403,198,358,370
2020년04월_남_70~79세,"2,976",917,149,164,184,135,159,90,93,78,83,221,158,264,281
2020년04월_남_80~89세,"1,262",342,52,84,69,78,63,38,55,57,44,76,70,93,141
2020년04월_남_90~99세,113,24,4,6,11,8,13,3,3,8,4,6,3,12,8
2020년04월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년04월_여_총인구수,"25,865","12,375",862,945,"1,328",827,820,495,741,585,500,"1,847",889,"1,531","2,120"
2020년04월_여_연령구간인구수,"25,865","12,375",862,945,"1,328",827,820,495,741,585,500,"1,847",889,"1,531","2,120"
2020년04월_여_0~9세,"1,385","1,015",21,11,53,10,14,10,21,15,17,83,12,34,69
2020년04월_여_10~19세,"1,878","1,188",35,45,89,35,31,18,37,32,14,130,24,65,135
2020년04월_여_20~29세,"1,641",964,33,37,90,32,36,23,33,29,17,128,39,77,103
2020년04월_여_30~39세,"1,912","1,273",33,36,84,37,30,17,33,18,12,125,28,57,129
2020년04월_여_40~49세,"2,907","1,837",64,52,136,59,50,24,50,30,29,193,71,101,211
2020년04월_여_50~59세,"4,266","2,106",143,130,217,148,122,63,121,87,73,305,148,250,353
2020년04월_여_60~69세,"4,669","1,863",206,240,271,150,180,104,139,120,99,375,176,337,409
2020년04월_여_70~79세,"3,832","1,255",180,209,213,178,159,121,141,109,118,270,202,312,365
2020년04월_여_80~89세,"2,871",744,124,156,146,153,174,95,139,119,101,203,160,254,303
2020년04월_여_90~99세,494,124,23,29,29,25,24,20,26,25,20,35,29,43,42
2020년04월_여_100세 이상,10,6,0,0,0,0,0,0,1,1,0,0,0,1,1
2020년05월_계_총인구수,"51,876","24,719","1,784","1,864","2,810","1,615","1,666",882,"1,444","1,141","1,009","3,634","1,793","3,142","4,373"
2020년05월_계_연령구간인구수,"51,876","24,719","1,784","1,864","2,810","1,615","1,666",882,"1,444","1,141","1,009","3,634","1,793","3,142","4,373"
2020년05월_계_0~9세,"2,780","2,030",47,29,111,27,27,20,31,32,28,153,21,65,159
2020년05월_계_10~19세,"4,111","2,642",88,89,186,70,60,35,67,72,36,271,52,147,296
2020년05월_계_20~29세,"4,005","2,281",86,98,258,90,90,47,98,72,52,287,90,178,278
2020년05월_계_30~39세,"4,174","2,580",96,96,192,72,81,37,84,46,39,262,82,183,324
2020년05월_계_40~49세,"6,578","3,827",180,154,336,140,131,56,136,78,74,425,178,305,558
2020년05월_계_50~59세,"9,244","4,322",309,301,504,296,307,129,274,190,187,642,369,582,832
2020년05월_계_60~69세,"9,385","3,616",442,446,563,341,379,191,291,253,221,775,378,702,787
2020년05월_계_70~79세,"6,824","2,180",329,377,399,310,318,210,234,187,201,495,359,577,648
2020년05월_계_80~89세,"4,146","1,080",180,239,219,236,236,134,198,176,145,282,231,350,440
2020년05월_계_90~99세,613,152,27,35,42,33,37,23,30,34,24,42,32,52,50
2020년05월_계_100세 이상,16,9,0,0,0,0,0,0,1,1,2,0,1,1,1
2020년05월_남_총인구수,"26,048","12,389",923,913,"1,485",790,848,389,702,558,509,"1,782",906,"1,607","2,247"
2020년05월_남_연령구간인구수,"26,048","12,389",923,913,"1,485",790,848,389,702,558,509,"1,782",906,"1,607","2,247"
2020년05월_남_0~9세,"1,407","1,028",28,18,58,16,13,10,10,17,11,70,10,31,87
2020년05월_남_10~19세,"2,240","1,460",52,45,96,37,30,17,32,40,22,139,28,82,160
2020년05월_남_20~29세,"2,369","1,316",53,61,170,57,55,24,65,44,35,161,52,102,174
2020년05월_남_30~39세,"2,287","1,326",66,60,110,36,51,19,51,29,27,135,56,125,196
2020년05월_남_40~49세,"3,688","2,013",113,100,202,82,80,32,87,48,45,228,107,203,348
2020년05월_남_50~59세,"4,997","2,214",171,170,290,151,186,66,155,103,115,341,221,334,480
2020년05월_남_60~69세,"4,695","1,744",233,206,290,189,200,90,150,133,123,401,201,361,374
2020년05월_남_70~79세,"2,983",922,151,165,184,134,157,90,93,79,82,224,157,265,280
2020년05월_남_80~89세,"1,265",339,52,82,74,80,63,38,56,57,43,77,71,94,139
2020년05월_남_90~99세,113,24,4,6,11,8,13,3,3,8,5,6,3,10,9
2020년05월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년05월_여_총인구수,"25,828","12,330",861,951,"1,325",825,818,493,742,583,500,"1,852",887,"1,535","2,126"
2020년05월_여_연령구간인구수,"25,828","12,330",861,951,"1,325",825,818,493,742,583,500,"1,852",887,"1,535","2,126"
2020년05월_여_0~9세,"1,373","1,002",19,11,53,11,14,10,21,15,17,83,11,34,72
2020년05월_여_10~19세,"1,871","1,182",36,44,90,33,30,18,35,32,14,132,24,65,136
2020년05월_여_20~29세,"1,636",965,33,37,88,33,35,23,33,28,17,126,38,76,104
2020년05월_여_30~39세,"1,887","1,254",30,36,82,36,30,18,33,17,12,127,26,58,128
2020년05월_여_40~49세,"2,890","1,814",67,54,134,58,51,24,49,30,29,197,71,102,210
2020년05월_여_50~59세,"4,247","2,108",138,131,214,145,121,63,119,87,72,301,148,248,352
2020년05월_여_60~69세,"4,690","1,872",209,240,273,152,179,101,141,120,98,374,177,341,413
2020년05월_여_70~79세,"3,841","1,258",178,212,215,176,161,120,141,108,119,271,202,312,368
2020년05월_여_80~89세,"2,881",741,128,157,145,156,173,96,142,119,102,205,160,256,301
2020년05월_여_90~99세,500,128,23,29,31,25,24,20,27,26,19,36,29,42,41
2020년05월_여_100세 이상,12,6,0,0,0,0,0,0,1,1,1,0,1,1,1
2020년06월_계_총인구수,"51,811","24,682","1,795","1,865","2,795","1,620","1,669",884,"1,439","1,137","1,010","3,635","1,788","3,124","4,368"
2020년06월_계_연령구간인구수,"51,811","24,682","1,795","1,865","2,795","1,620","1,669",884,"1,439","1,137","1,010","3,635","1,788","3,124","4,368"
2020년06월_계_0~9세,"2,755","2,005",49,30,108,28,27,20,33,31,28,156,22,65,153
2020년06월_계_10~19세,"4,128","2,667",89,90,186,70,64,34,64,70,32,270,51,146,295
2020년06월_계_20~29세,"3,991","2,268",84,99,255,91,87,48,101,71,54,287,92,174,280
2020년06월_계_30~39세,"4,123","2,548",98,94,188,74,83,37,84,46,39,258,79,175,320
2020년06월_계_40~49세,"6,572","3,829",183,154,333,140,129,55,132,80,74,424,175,305,559
2020년06월_계_50~59세,"9,217","4,311",310,300,504,292,308,131,270,191,183,643,365,576,833
2020년06월_계_60~69세,"9,435","3,630",446,447,566,345,379,195,294,251,227,778,380,709,788
2020년06월_계_70~79세,"6,812","2,181",326,377,395,311,320,207,233,186,204,497,354,574,647
2020년06월_계_80~89세,"4,149","1,083",183,237,219,237,234,136,198,176,143,281,236,346,440
2020년06월_계_90~99세,613,151,27,37,41,32,38,21,29,34,24,41,33,53,52
2020년06월_계_100세 이상,16,9,0,0,0,0,0,0,1,1,2,0,1,1,1
2020년06월_남_총인구수,"26,011","12,375",922,918,"1,470",791,848,391,697,554,509,"1,787",898,"1,605","2,246"
2020년06월_남_연령구간인구수,"26,011","12,375",922,918,"1,470",791,848,391,697,554,509,"1,787",898,"1,605","2,246"
2020년06월_남_0~9세,"1,391","1,016",27,19,54,15,14,10,10,16,11,73,11,31,84
2020년06월_남_10~19세,"2,254","1,479",52,47,95,38,31,16,30,38,18,141,28,82,159
2020년06월_남_20~29세,"2,353","1,303",52,61,168,58,52,25,66,43,37,160,51,103,174
2020년06월_남_30~39세,"2,263","1,309",67,59,107,37,52,20,52,29,28,133,54,120,196
2020년06월_남_40~49세,"3,680","2,014",112,100,199,83,78,32,84,50,44,229,105,203,347
2020년06월_남_50~59세,"4,989","2,216",173,173,289,148,186,67,152,103,111,339,217,333,482
2020년06월_남_60~69세,"4,713","1,749",231,205,290,191,199,92,151,131,130,402,201,365,376
2020년06월_남_70~79세,"2,985",924,150,166,184,134,159,88,93,79,83,226,155,264,280
2020년06월_남_80~89세,"1,266",338,54,80,73,80,64,39,56,57,41,78,73,94,139
2020년06월_남_90~99세,113,24,4,8,11,7,13,2,3,8,5,6,3,10,9
2020년06월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년06월_여_총인구수,"25,800","12,307",873,947,"1,325",829,821,493,742,583,501,"1,848",890,"1,519","2,122"
2020년06월_여_연령구간인구수,"25,800","12,307",873,947,"1,325",829,821,493,742,583,501,"1,848",890,"1,519","2,122"
2020년06월_여_0~9세,"1,364",989,22,11,54,13,13,10,23,15,17,83,11,34,69
2020년06월_여_10~19세,"1,874","1,188",37,43,91,32,33,18,34,32,14,129,23,64,136
2020년06월_여_20~29세,"1,638",965,32,38,87,33,35,23,35,28,17,127,41,71,106
2020년06월_여_30~39세,"1,860","1,239",31,35,81,37,31,17,32,17,11,125,25,55,124
2020년06월_여_40~49세,"2,892","1,815",71,54,134,57,51,23,48,30,30,195,70,102,212
2020년06월_여_50~59세,"4,228","2,095",137,127,215,144,122,64,118,88,72,304,148,243,351
2020년06월_여_60~69세,"4,722","1,881",215,242,276,154,180,103,143,120,97,376,179,344,412
2020년06월_여_70~79세,"3,827","1,257",176,211,211,177,161,119,140,107,121,271,199,310,367
2020년06월_여_80~89세,"2,883",745,129,157,146,157,170,97,142,119,102,203,163,252,301
2020년06월_여_90~99세,500,127,23,29,30,25,25,19,26,26,19,35,30,43,43
2020년06월_여_100세 이상,12,6,0,0,0,0,0,0,1,1,1,0,1,1,1
2020년07월_계_총인구수,"51,737","24,633","1,792","1,862","2,789","1,612","1,664",881,"1,444","1,137","1,012","3,644","1,779","3,129","4,359"
2020년07월_계_연령구간인구수,"51,737","24,633","1,792","1,862","2,789","1,612","1,664",881,"1,444","1,137","1,012","3,644","1,779","3,129","4,359"
2020년07월_계_0~9세,"2,713","1,974",49,29,107,27,25,19,34,30,28,155,21,64,151
2020년07월_계_10~19세,"4,123","2,669",92,88,184,70,58,33,64,70,33,272,51,147,292
2020년07월_계_20~29세,"3,974","2,259",83,98,253,91,88,47,100,69,54,284,92,177,279
2020년07월_계_30~39세,"4,083","2,528",93,92,190,74,82,37,85,47,40,254,76,175,310
2020년07월_계_40~49세,"6,556","3,826",183,154,328,139,130,53,131,80,71,431,169,297,564
2020년07월_계_50~59세,"9,222","4,318",306,306,505,286,308,130,270,188,183,643,366,584,829
2020년07월_계_60~69세,"9,456","3,624",448,441,571,346,383,197,298,255,230,779,382,709,793
2020년07월_계_70~79세,"6,823","2,196",328,382,392,311,312,207,232,187,205,504,351,573,643
2020년07월_계_80~89세,"4,162","1,082",183,235,218,237,240,137,199,176,142,280,238,350,445
2020년07월_계_90~99세,608,148,27,37,41,30,38,21,30,34,24,42,32,52,52
2020년07월_계_100세 이상,17,9,0,0,0,1,0,0,1,1,2,0,1,1,1
2020년07월_남_총인구수,"25,971","12,348",920,911,"1,467",789,846,389,703,555,508,"1,794",893,"1,607","2,241"
2020년07월_남_연령구간인구수,"25,971","12,348",920,911,"1,467",789,846,389,703,555,508,"1,794",893,"1,607","2,241"
2020년07월_남_0~9세,"1,370","1,004",26,17,53,14,12,10,11,16,11,73,10,30,83
2020년07월_남_10~19세,"2,251","1,479",54,48,93,39,28,16,30,38,17,140,28,82,159
2020년07월_남_20~29세,"2,347","1,304",51,60,167,56,53,24,65,41,37,159,52,104,174
2020년07월_남_30~39세,"2,244","1,297",63,57,111,38,52,20,54,30,28,132,51,121,190
2020년07월_남_40~49세,"3,669","2,013",112,98,194,83,78,30,85,51,42,233,101,200,349
2020년07월_남_50~59세,"4,997","2,217",175,177,290,146,187,68,151,102,112,341,218,332,481
2020년07월_남_60~69세,"4,723","1,742",231,200,293,191,201,92,155,131,132,403,204,368,380
2020년07월_남_70~79세,"2,984",931,149,168,181,136,155,88,92,81,83,229,153,264,274
2020년07월_남_80~89세,"1,269",335,55,78,74,79,67,39,57,57,40,77,73,96,142
2020년07월_남_90~99세,113,23,4,8,11,7,13,2,3,8,5,7,3,10,9
2020년07월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년07월_여_총인구수,"25,766","12,285",872,951,"1,322",823,818,492,741,582,504,"1,850",886,"1,522","2,118"
2020년07월_여_연령구간인구수,"25,766","12,285",872,951,"1,322",823,818,492,741,582,504,"1,850",886,"1,522","2,118"
2020년07월_여_0~9세,"1,343",970,23,12,54,13,13,9,23,14,17,82,11,34,68
2020년07월_여_10~19세,"1,872","1,190",38,40,91,31,30,17,34,32,16,132,23,65,133
2020년07월_여_20~29세,"1,627",955,32,38,86,35,35,23,35,28,17,125,40,73,105
2020년07월_여_30~39세,"1,839","1,231",30,35,79,36,30,17,31,17,12,122,25,54,120
2020년07월_여_40~49세,"2,887","1,813",71,56,134,56,52,23,46,29,29,198,68,97,215
2020년07월_여_50~59세,"4,225","2,101",131,129,215,140,121,62,119,86,71,302,148,252,348
2020년07월_여_60~69세,"4,733","1,882",217,241,278,155,182,105,143,124,98,376,178,341,413
2020년07월_여_70~79세,"3,839","1,265",179,214,211,175,157,119,140,106,122,275,198,309,369
2020년07월_여_80~89세,"2,893",747,128,157,144,158,173,98,142,119,102,203,165,254,303
2020년07월_여_90~99세,495,125,23,29,30,23,25,19,27,26,19,35,29,42,43
2020년07월_여_100세 이상,13,6,0,0,0,1,0,0,1,1,1,0,1,1,1
2020년08월_계_총인구수,"51,630","24,602","1,783","1,849","2,776","1,600","1,669",879,"1,441","1,138","1,018","3,631","1,776","3,114","4,354"
2020년08월_계_연령구간인구수,"51,630","24,602","1,783","1,849","2,776","1,600","1,669",879,"1,441","1,138","1,018","3,631","1,776","3,114","4,354"
2020년08월_계_0~9세,"2,693","1,967",46,29,103,26,28,18,34,30,27,149,21,65,150
2020년08월_계_10~19세,"4,083","2,642",90,86,183,68,58,34,64,69,34,273,50,143,289
2020년08월_계_20~29세,"3,966","2,263",82,95,250,91,90,46,99,70,54,278,92,175,281
2020년08월_계_30~39세,"4,039","2,500",93,88,186,72,80,38,83,47,40,252,79,174,307
2020년08월_계_40~49세,"6,523","3,827",185,154,325,134,131,51,130,80,69,426,166,290,555
2020년08월_계_50~59세,"9,214","4,321",307,302,497,288,312,129,269,184,186,644,368,583,824
2020년08월_계_60~69세,"9,505","3,650",446,445,576,344,381,198,299,258,233,782,378,713,802
2020년08월_계_70~79세,"6,802","2,192",323,379,390,309,311,203,231,188,203,509,353,567,644
2020년08월_계_80~89세,"4,173","1,081",183,235,224,235,239,141,200,176,145,277,236,352,449
2020년08월_계_90~99세,615,150,28,36,42,32,39,21,31,35,25,41,32,51,52
2020년08월_계_100세 이상,17,9,0,0,0,1,0,0,1,1,2,0,1,1,1
2020년08월_남_총인구수,"25,895","12,318",916,904,"1,453",786,848,387,703,556,508,"1,791",893,"1,597","2,235"
2020년08월_남_연령구간인구수,"25,895","12,318",916,904,"1,453",786,848,387,703,556,508,"1,791",893,"1,597","2,235"
2020년08월_남_0~9세,"1,366","1,005",24,17,49,14,13,9,13,16,11,73,10,30,82
2020년08월_남_10~19세,"2,217","1,457",52,47,92,39,28,16,30,37,16,140,27,79,157
2020년08월_남_20~29세,"2,342","1,306",52,60,163,55,54,23,64,42,37,157,52,103,174
2020년08월_남_30~39세,"2,215","1,278",63,54,108,37,52,21,52,30,28,131,52,122,187
2020년08월_남_40~49세,"3,649","2,013",112,97,197,79,77,28,85,51,41,230,100,194,345
2020년08월_남_50~59세,"4,989","2,218",174,174,279,150,190,69,150,100,112,340,219,334,480
2020년08월_남_60~69세,"4,748","1,751",231,203,297,190,200,92,157,133,134,404,204,368,384
2020년08월_남_70~79세,"2,979",930,147,166,181,137,155,85,92,83,82,232,153,261,275
2020년08월_남_80~89세,"1,272",332,57,78,76,77,66,42,57,56,41,78,73,97,142
2020년08월_남_90~99세,114,25,4,8,11,8,13,2,3,8,5,6,3,9,9
2020년08월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년08월_여_총인구수,"25,735","12,284",867,945,"1,323",814,821,492,738,582,510,"1,840",883,"1,517","2,119"
2020년08월_여_연령구간인구수,"25,735","12,284",867,945,"1,323",814,821,492,738,582,510,"1,840",883,"1,517","2,119"
2020년08월_여_0~9세,"1,327",962,22,12,54,12,15,9,21,14,16,76,11,35,68
2020년08월_여_10~19세,"1,866","1,185",38,39,91,29,30,18,34,32,18,133,23,64,132
2020년08월_여_20~29세,"1,624",957,30,35,87,36,36,23,35,28,17,121,40,72,107
2020년08월_여_30~39세,"1,824","1,222",30,34,78,35,28,17,31,17,12,121,27,52,120
2020년08월_여_40~49세,"2,874","1,814",73,57,128,55,54,23,45,29,28,196,66,96,210
2020년08월_여_50~59세,"4,225","2,103",133,128,218,138,122,60,119,84,74,304,149,249,344
2020년08월_여_60~69세,"4,757","1,899",215,242,279,154,181,106,142,125,99,378,174,345,418
2020년08월_여_70~79세,"3,823","1,262",176,213,209,172,156,118,139,105,121,277,200,306,369
2020년08월_여_80~89세,"2,901",749,126,157,148,158,173,99,143,120,104,199,163,255,307
2020년08월_여_90~99세,501,125,24,28,31,24,26,19,28,27,20,35,29,42,43
2020년08월_여_100세 이상,13,6,0,0,0,1,0,0,1,1,1,0,1,1,1
2020년09월_계_총인구수,"51,539","24,562","1,777","1,850","2,767","1,604","1,667",874,"1,448","1,134","1,010","3,618","1,777","3,103","4,348"
2020년09월_계_연령구간인구수,"51,539","24,562","1,777","1,850","2,767","1,604","1,667",874,"1,448","1,134","1,010","3,618","1,777","3,103","4,348"
2020년09월_계_0~9세,"2,676","1,949",46,30,101,26,28,18,37,30,27,148,23,65,148
2020년09월_계_10~19세,"4,073","2,634",89,85,184,68,61,33,63,69,33,274,50,144,286
2020년09월_계_20~29세,"3,950","2,259",80,92,253,91,90,45,101,69,53,264,93,174,286
2020년09월_계_30~39세,"3,972","2,447",94,89,185,71,76,37,83,46,42,251,80,171,300
2020년09월_계_40~49세,"6,495","3,818",178,156,314,136,133,49,132,78,68,424,166,289,554
2020년09월_계_50~59세,"9,184","4,330",301,300,494,286,304,125,266,182,180,649,362,581,824
2020년09월_계_60~69세,"9,571","3,689",455,447,577,347,386,202,305,258,232,783,379,710,801
2020년09월_계_70~79세,"6,789","2,190",321,380,390,312,309,201,230,188,200,504,351,566,647
2020년09월_계_80~89세,"4,188","1,086",184,234,226,231,238,143,199,177,148,279,241,350,452
2020년09월_계_90~99세,623,151,29,37,42,35,42,21,31,36,25,42,31,52,49
2020년09월_계_100세 이상,18,9,0,0,1,1,0,0,1,1,2,0,1,1,1
2020년09월_남_총인구수,"25,847","12,306",913,904,"1,445",786,848,383,706,554,505,"1,782",894,"1,592","2,229"
2020년09월_남_연령구간인구수,"25,847","12,306",913,904,"1,445",786,848,383,706,554,505,"1,782",894,"1,592","2,229"
2020년09월_남_0~9세,"1,358",999,24,17,48,14,13,9,14,16,11,72,11,30,80
2020년09월_남_10~19세,"2,213","1,450",51,47,94,39,31,16,30,37,16,141,27,80,154
2020년09월_남_20~29세,"2,325","1,305",51,57,164,55,55,23,64,41,37,145,52,101,175
2020년09월_남_30~39세,"2,181","1,250",64,55,109,36,47,19,54,29,29,131,53,120,185
2020년09월_남_40~49세,"3,621","2,007",106,98,187,79,80,26,84,49,40,228,101,195,341
2020년09월_남_50~59세,"4,999","2,235",174,172,278,150,186,68,149,102,109,344,216,332,484
2020년09월_남_60~69세,"4,776","1,766",233,206,297,190,203,94,159,133,134,405,204,368,384
2020년09월_남_70~79세,"2,975",932,148,166,180,139,153,84,91,83,79,230,154,260,276
2020년09월_남_80~89세,"1,277",333,57,77,77,76,65,42,58,56,44,80,73,98,141
2020년09월_남_90~99세,118,26,5,9,11,8,15,2,3,8,5,6,3,8,9
2020년09월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년09월_여_총인구수,"25,692","12,256",864,946,"1,322",818,819,491,742,580,505,"1,836",883,"1,511","2,119"
2020년09월_여_연령구간인구수,"25,692","12,256",864,946,"1,322",818,819,491,742,580,505,"1,836",883,"1,511","2,119"
2020년09월_여_0~9세,"1,318",950,22,13,53,12,15,9,23,14,16,76,12,35,68
2020년09월_여_10~19세,"1,860","1,184",38,38,90,29,30,17,33,32,17,133,23,64,132
2020년09월_여_20~29세,"1,625",954,29,35,89,36,35,22,37,28,16,119,41,73,111
2020년09월_여_30~39세,"1,791","1,197",30,34,76,35,29,18,29,17,13,120,27,51,115
2020년09월_여_40~49세,"2,874","1,811",72,58,127,57,53,23,48,29,28,196,65,94,213
2020년09월_여_50~59세,"4,185","2,095",127,128,216,136,118,57,117,80,71,305,146,249,340
2020년09월_여_60~69세,"4,795","1,923",222,241,280,157,183,108,146,125,98,378,175,342,417
2020년09월_여_70~79세,"3,814","1,258",173,214,210,173,156,117,139,105,121,274,197,306,371
2020년09월_여_80~89세,"2,911",753,127,157,149,155,173,101,141,121,104,199,168,252,311
2020년09월_여_90~99세,505,125,24,28,31,27,27,19,28,28,20,36,28,44,40
