카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020년02월_계_연령구간인구수,"151,309","12,759","9,544","2,761","10,120","18,630","8,717","10,656","4,382","7,217","5,377","7,828","16,845","5,224","8,526","7,079","6,183","9,461"
2020년02월_계_0~9세,"8,130",895,617,110,607,"1,196",751,917,215,212,126,279,747,158,262,407,320,311
2020년02월_계_10~19세,"11,652","1,253",720,213,960,"1,694","1,043",876,352,228,256,468,"1,429",261,570,558,405,366
2020년02월_계_20~29세,"23,436","1,616","1,247",354,"1,372","2,585",943,"1,316",496,860,"1,111","1,684","4,364",609,"1,219","1,004",814,"1,842"
2020년02월_계_30~39세,"20,325","1,772","1,401",392,"1,247","2,267",995,"1,803",590,888,703,"1,311","2,143",533,916,998,860,"1,506"
2020년02월_계_40~49세,"23,051","2,249","1,514",380,"1,668","2,799","1,606","1,910",786,952,647,"1,058","2,323",694,"1,227",998,976,"1,264"
2020년02월_계_50~59세,"25,703","1,992","1,546",429,"1,712","3,350","1,373","1,596",698,"1,392",991,"1,152","2,294","1,154","1,863","1,305","1,148","1,708"
2020년02월_계_60~69세,"19,383","1,356","1,164",398,"1,273","2,380","1,004","1,140",584,"1,375",749,902,"1,577",988,"1,304",981,867,"1,341"
2020년02월_계_70~79세,"12,597","1,027",784,298,802,"1,431",643,734,442,825,541,607,"1,254",568,804,547,530,760
2020년02월_계_80~89세,"5,747",501,443,148,391,750,294,304,172,360,203,310,611,208,304,229,222,297
2020년02월_계_90~99세,"1,026",80,90,30,78,154,49,45,37,88,41,44,82,43,44,40,33,48
2020년02월_계_100세 이상,259,18,18,9,10,24,16,15,10,37,9,13,21,8,13,12,8,18
2020년02월_남_총인구수,"73,729","5,943","4,299","1,329","4,828","8,742","4,057","4,955","2,024","4,312","2,910","3,686","8,116","2,810","4,365","3,495","3,021","4,837"
2020년02월_남_연령구간인구수,"73,729","5,943","4,299","1,329","4,828","8,742","4,057","4,955","2,024","4,312","2,910","3,686","8,116","2,810","4,365","3,495","3,021","4,837"
2020년02월_남_0~9세,"4,092",462,308,50,314,604,337,466,104,117,64,138,356,83,140,226,163,160
2020년02월_남_10~19세,"5,887",665,331,126,510,883,494,432,186,117,131,228,721,131,293,271,191,177
2020년02월_남_20~29세,"11,577",799,571,188,723,"1,336",426,608,235,449,570,798,"2,177",333,642,535,408,779
2020년02월_남_30~39세,"10,081",818,623,191,573,"1,050",455,836,285,499,417,614,"1,115",304,547,486,462,806
2020년02월_남_40~49세,"11,226",990,677,186,780,"1,246",762,904,371,582,369,526,"1,112",359,649,497,508,708
2020년02월_남_50~59세,"12,919",954,695,206,784,"1,511",717,770,313,968,572,568,"1,097",655,974,640,552,943
2020년02월_남_60~69세,"9,605",589,533,182,604,"1,146",458,502,268,876,418,431,758,571,641,488,413,727
2020년02월_남_70~79세,"5,601",428,336,138,358,634,258,291,179,487,268,251,511,274,337,245,220,386
2020년02월_남_80~89세,"2,298",203,184,48,158,283,122,127,71,171,83,114,238,82,124,80,87,123
2020년02월_남_90~99세,358,32,37,13,21,41,17,14,8,35,14,15,23,17,16,18,15,22
2020년02월_남_100세 이상,85,3,4,1,3,8,11,5,4,11,4,3,8,1,2,9,2,6
2020년02월_여_총인구수,"77,580","6,816","5,245","1,432","5,292","9,888","4,660","5,701","2,358","2,905","2,467","4,142","8,729","2,414","4,161","3,584","3,162","4,624"
2020년02월_여_연령구간인구수,"77,580","6,816","5,245","1,432","5,292","9,888","4,660","5,701","2,358","2,905","2,467","4,142","8,729","2,414","4,161","3,584","3,162","4,624"
2020년02월_여_0~9세,"4,038",433,309,60,293,592,414,451,111,95,62,141,391,75,122,181,157,151
2020년02월_여_10~19세,"5,765",588,389,87,450,811,549,444,166,111,125,240,708,130,277,287,214,189
2020년02월_여_20~29세,"11,859",817,676,166,649,"1,249",517,708,261,411,541,886,"2,187",276,577,469,406,"1,063"
2020년02월_여_30~39세,"10,244",954,778,201,674,"1,217",540,967,305,389,286,697,"1,028",229,369,512,398,700
2020년02월_여_40~49세,"11,825","1,259",837,194,888,"1,553",844,"1,006",415,370,278,532,"1,211",335,578,501,468,556
2020년02월_여_50~59세,"12,784","1,038",851,223,928,"1,839",656,826,385,424,419,584,"1,197",499,889,665,596,765
2020년02월_여_60~69세,"9,778",767,631,216,669,"1,234",546,638,316,499,331,471,819,417,663,493,454,614
2020년02월_여_70~79세,"6,996",599,448,160,444,797,385,443,263,338,273,356,743,294,467,302,310,374
2020년02월_여_80~89세,"3,449",298,259,100,233,467,172,177,101,189,120,196,373,126,180,149,135,174
2020년02월_여_90~99세,668,48,53,17,57,113,32,31,29,53,27,29,59,26,28,22,18,26
2020년02월_여_100세 이상,174,15,14,8,7,16,5,10,6,26,5,10,13,7,11,3,6,12
2020년03월_계_총인구수,"151,217","12,723","9,553","2,749","10,164","18,609","8,720","10,603","4,361","7,230","5,368","7,828","16,879","5,188","8,503","7,057","6,174","9,508"
2020년03월_계_연령구간인구수,"151,217","12,723","9,553","2,749","10,164","18,609","8,720","10,603","4,361","7,230","5,368","7,828","16,879","5,188","8,503","7,057","6,174","9,508"
2020년03월_계_0~9세,"8,059",894,618,112,610,"1,197",743,904,214,203,125,274,733,154,256,407,316,299
2020년03월_계_10~19세,"11,570","1,223",710,212,949,"1,681","1,037",862,348,231,250,466,"1,441",257,555,562,405,381
2020년03월_계_20~29세,"23,472","1,627","1,262",350,"1,387","2,551",950,"1,319",492,855,"1,109","1,694","4,410",593,"1,225",993,811,"1,844"
2020년03월_계_30~39세,"20,290","1,758","1,405",384,"1,259","2,281",998,"1,795",594,871,691,"1,298","2,127",531,912,"1,003",862,"1,521"
2020년03월_계_40~49세,"22,935","2,225","1,500",386,"1,661","2,801","1,590","1,888",769,966,646,"1,053","2,310",687,"1,218",989,968,"1,278"
2020년03월_계_50~59세,"25,736","1,999","1,550",422,"1,729","3,346","1,389","1,593",698,"1,391",996,"1,153","2,302","1,151","1,864","1,298","1,150","1,705"
2020년03월_계_60~69세,"19,489","1,369","1,168",403,"1,287","2,404","1,001","1,138",586,"1,397",756,908,"1,585",987,"1,307",977,863,"1,353"
2020년03월_계_70~79세,"12,580","1,027",785,289,804,"1,421",647,732,443,826,539,612,"1,248",568,806,544,532,757
2020년03월_계_80~89세,"5,792",505,446,152,391,747,299,310,172,365,205,310,617,208,303,233,226,303
2020년03월_계_90~99세,"1,033",78,91,30,77,156,50,47,35,87,42,47,84,43,44,40,33,49
2020년03월_계_100세 이상,261,18,18,9,10,24,16,15,10,38,9,13,22,9,13,11,8,18
2020년03월_남_총인구수,"73,704","5,934","4,309","1,320","4,835","8,733","4,054","4,930","2,013","4,331","2,915","3,683","8,151","2,797","4,362","3,468","3,007","4,862"
2020년03월_남_연령구간인구수,"73,704","5,934","4,309","1,320","4,835","8,733","4,054","4,930","2,013","4,331","2,915","3,683","8,151","2,797","4,362","3,468","3,007","4,862"
2020년03월_남_0~9세,"4,070",465,309,51,312,617,330,463,104,111,62,137,352,84,138,220,160,155
2020년03월_남_10~19세,"5,827",649,320,123,500,873,489,424,180,119,130,223,731,129,286,275,190,186
2020년03월_남_20~29세,"11,595",806,581,187,726,"1,315",429,612,234,447,569,800,"2,202",326,654,527,406,774
2020년03월_남_30~39세,"10,056",809,628,183,582,"1,065",454,832,284,487,409,611,"1,110",303,539,486,457,817
2020년03월_남_40~49세,"11,179",986,666,189,776,"1,240",753,893,362,594,379,524,"1,107",355,644,490,505,716
2020년03월_남_50~59세,"12,935",952,702,204,787,"1,502",726,767,317,971,570,569,"1,105",653,977,632,556,945
2020년03월_남_60~69세,"9,683",600,538,187,610,"1,160",458,500,267,893,426,432,764,574,643,486,409,736
2020년03월_남_70~79세,"5,599",427,339,133,361,629,262,292,182,488,266,252,510,274,341,243,220,380
2020년03월_남_80~89세,"2,312",206,186,49,157,281,124,127,72,174,86,116,237,80,122,82,87,126
2020년03월_남_90~99세,362,31,36,13,21,43,18,15,7,35,14,16,25,18,16,18,15,21
2020년03월_남_100세 이상,86,3,4,1,3,8,11,5,4,12,4,3,8,1,2,9,2,6
2020년03월_여_총인구수,"77,513","6,789","5,244","1,429","5,329","9,876","4,666","5,673","2,348","2,899","2,453","4,145","8,728","2,391","4,141","3,589","3,167","4,646"
2020년03월_여_연령구간인구수,"77,513","6,789","5,244","1,429","5,329","9,876","4,666","5,673","2,348","2,899","2,453","4,145","8,728","2,391","4,141","3,589","3,167","4,646"
2020년03월_여_0~9세,"3,989",429,309,61,298,580,413,441,110,92,63,137,381,70,118,187,156,144
2020년03월_여_10~19세,"5,743",574,390,89,449,808,548,438,168,112,120,243,710,128,269,287,215,195
2020년03월_여_20~29세,"11,877",821,681,163,661,"1,236",521,707,258,408,540,894,"2,208",267,571,466,405,"1,070"
2020년03월_여_30~39세,"10,234",949,777,201,677,"1,216",544,963,310,384,282,687,"1,017",228,373,517,405,704
2020년03월_여_40~49세,"11,756","1,239",834,197,885,"1,561",837,995,407,372,267,529,"1,203",332,574,499,463,562
2020년03월_여_50~59세,"12,801","1,047",848,218,942,"1,844",663,826,381,420,426,584,"1,197",498,887,666,594,760
2020년03월_여_60~69세,"9,806",769,630,216,677,"1,244",543,638,319,504,330,476,821,413,664,491,454,617
2020년03월_여_70~79세,"6,981",600,446,156,443,792,385,440,261,338,273,360,738,294,465,301,312,377
2020년03월_여_80~89세,"3,480",299,260,103,234,466,175,183,100,191,119,194,380,128,181,151,139,177
2020년03월_여_90~99세,671,47,55,17,56,113,32,32,28,52,28,31,59,25,28,22,18,28
2020년03월_여_100세 이상,175,15,14,8,7,16,5,10,6,26,5,10,14,8,11,2,6,12
2020년04월_계_총인구수,"150,936","12,711","9,509","2,734","10,144","18,573","8,690","10,563","4,351","7,242","5,368","7,786","16,916","5,185","8,452","7,049","6,148","9,515"
2020년04월_계_연령구간인구수,"150,936","12,711","9,509","2,734","10,144","18,573","8,690","10,563","4,351","7,242","5,368","7,786","16,916","5,185","8,452","7,049","6,148","9,515"
2020년04월_계_0~9세,"8,008",889,612,104,611,"1,198",739,904,214,196,121,271,723,155,252,402,319,298
2020년04월_계_10~19세,"11,479","1,223",695,217,941,"1,674","1,031",853,344,233,248,451,"1,427",251,540,568,396,387
2020년04월_계_20~29세,"23,445","1,623","1,251",346,"1,393","2,539",949,"1,302",497,847,"1,099","1,693","4,439",597,"1,212",986,818,"1,854"
2020년04월_계_30~39세,"20,235","1,754","1,403",383,"1,244","2,268",991,"1,785",580,898,695,"1,293","2,132",530,914,993,855,"1,517"
2020년04월_계_40~49세,"22,848","2,222","1,501",375,"1,656","2,806","1,585","1,876",764,966,642,"1,038","2,307",679,"1,194",990,966,"1,281"
2020년04월_계_50~59세,"25,727","2,004","1,538",424,"1,736","3,327","1,386","1,596",698,"1,393",998,"1,155","2,316","1,162","1,858","1,301","1,136","1,699"
2020년04월_계_60~69세,"19,493","1,371","1,168",406,"1,282","2,417",994,"1,136",592,"1,389",763,902,"1,596",982,"1,306",974,865,"1,350"
2020년04월_계_70~79세,"12,579","1,018",777,287,806,"1,417",648,737,442,826,543,609,"1,249",570,814,550,527,759
2020년04월_계_80~89세,"5,814",511,453,154,388,746,300,312,176,367,208,313,617,207,305,230,223,304
2020년04월_계_90~99세,"1,045",77,93,29,77,157,51,47,34,89,42,48,88,43,44,44,34,48
2020년04월_계_100세 이상,263,19,18,9,10,24,16,15,10,38,9,13,22,9,13,11,9,18
2020년04월_남_총인구수,"73,563","5,937","4,277","1,308","4,810","8,714","4,039","4,917","2,005","4,342","2,911","3,677","8,184","2,809","4,336","3,456","2,987","4,854"
2020년04월_남_연령구간인구수,"73,563","5,937","4,277","1,308","4,810","8,714","4,039","4,917","2,005","4,342","2,911","3,677","8,184","2,809","4,336","3,456","2,987","4,854"
2020년04월_남_0~9세,"4,042",461,303,47,313,618,327,466,104,107,62,137,346,83,139,218,160,151
2020년04월_남_10~19세,"5,790",653,313,126,494,873,485,417,180,120,126,218,723,127,281,277,186,191
2020년04월_남_20~29세,"11,565",802,574,185,725,"1,304",428,607,233,447,560,797,"2,221",329,646,524,410,773
2020년04월_남_30~39세,"10,080",818,625,184,576,"1,056",453,835,279,503,412,617,"1,128",305,544,476,452,817
2020년04월_남_40~49세,"11,116",987,665,181,769,"1,246",749,886,359,590,373,525,"1,105",351,626,484,505,715
2020년04월_남_50~59세,"12,933",956,691,203,787,"1,493",727,767,316,974,575,568,"1,111",662,974,635,551,943
2020년04월_남_60~69세,"9,660",597,539,188,606,"1,162",456,499,270,888,428,432,766,572,641,484,403,729
2020년04월_남_70~79세,"5,597",419,334,131,363,628,260,294,181,488,268,249,511,280,344,249,218,380
2020년04월_남_80~89세,"2,330",210,193,50,153,284,125,126,73,177,89,115,238,80,123,81,85,128
2020년04월_남_90~99세,363,31,36,12,21,42,18,15,6,36,14,16,27,19,16,19,14,21
2020년04월_남_100세 이상,87,3,4,1,3,8,11,5,4,12,4,3,8,1,2,9,3,6
2020년04월_여_총인구수,"77,373","6,774","5,232","1,426","5,334","9,859","4,651","5,646","2,346","2,900","2,457","4,109","8,732","2,376","4,116","3,593","3,161","4,661"
2020년04월_여_연령구간인구수,"77,373","6,774","5,232","1,426","5,334","9,859","4,651","5,646","2,346","2,900","2,457","4,109","8,732","2,376","4,116","3,593","3,161","4,661"
2020년04월_여_0~9세,"3,966",428,309,57,298,580,412,438,110,89,59,134,377,72,113,184,159,147
2020년04월_여_10~19세,"5,689",570,382,91,447,801,546,436,164,113,122,233,704,124,259,291,210,196
2020년04월_여_20~29세,"11,880",821,677,161,668,"1,235",521,695,264,400,539,896,"2,218",268,566,462,408,"1,081"
2020년04월_여_30~39세,"10,155",936,778,199,668,"1,212",538,950,301,395,283,676,"1,004",225,370,517,403,700
2020년04월_여_40~49세,"11,732","1,235",836,194,887,"1,560",836,990,405,376,269,513,"1,202",328,568,506,461,566
2020년04월_여_50~59세,"12,794","1,048",847,221,949,"1,834",659,829,382,419,423,587,"1,205",500,884,666,585,756
2020년04월_여_60~69세,"9,833",774,629,218,676,"1,255",538,637,322,501,335,470,830,410,665,490,462,621
2020년04월_여_70~79세,"6,982",599,443,156,443,789,388,443,261,338,275,360,738,290,470,301,309,379
2020년04월_여_80~89세,"3,484",301,260,104,235,462,175,186,103,190,119,198,379,127,182,149,138,176
2020년04월_여_90~99세,682,46,57,17,56,115,33,32,28,53,28,32,61,24,28,25,20,27
2020년04월_여_100세 이상,176,16,14,8,7,16,5,10,6,26,5,10,14,8,11,2,6,12
2020년05월_계_총인구수,"150,623","12,667","9,481","2,718","10,093","18,523","8,684","10,561","4,346","7,259","5,340","7,790","16,903","5,164","8,439","7,027","6,138","9,490"
2020년05월_계_연령구간인구수,"150,623","12,667","9,481","2,718","10,093","18,523","8,684","10,561","4,346","7,259","5,340","7,790","16,903","5,164","8,439","7,027","6,138","9,490"
2020년05월_계_0~9세,"7,948",886,597,105,601,"1,192",735,901,214,196,121,269,715,153,255,400,317,291
2020년05월_계_10~19세,"11,368","1,222",690,208,940,"1,660","1,027",860,340,224,242,450,"1,392",250,531,556,393,383
2020년05월_계_20~29세,"23,432","1,622","1,233",348,"1,375","2,517",949,"1,306",492,857,"1,102","1,701","4,488",595,"1,201",973,816,"1,857"
2020년05월_계_30~39세,"20,175","1,744","1,405",380,"1,243","2,257",981,"1,787",583,905,696,"1,288","2,129",522,918,990,845,"1,502"
2020년05월_계_40~49세,"22,720","2,190","1,498",368,"1,641","2,806","1,577","1,864",763,958,637,"1,042","2,294",670,"1,172",987,968,"1,285"
2020년05월_계_50~59세,"25,763","2,015","1,546",422,"1,734","3,321","1,396","1,612",699,"1,395",988,"1,148","2,311","1,166","1,867","1,305","1,140","1,698"
2020년05월_계_60~69세,"19,510","1,371","1,170",408,"1,276","2,424",996,"1,121",587,"1,399",762,912,"1,595",983,"1,311",979,865,"1,351"
2020년05월_계_70~79세,"12,571","1,017",778,288,805,"1,413",652,734,447,832,540,608,"1,247",564,819,546,528,753
2020년05월_계_80~89세,"5,825",503,454,154,391,750,304,314,176,366,203,311,620,209,306,236,223,305
2020년05월_계_90~99세,"1,044",78,91,29,76,158,50,47,35,88,40,48,90,43,46,44,34,47
2020년05월_계_100세 이상,267,19,19,8,11,25,17,15,10,39,9,13,22,9,13,11,9,18
2020년05월_남_총인구수,"73,407","5,907","4,267","1,301","4,789","8,678","4,028","4,916","2,007","4,348","2,893","3,673","8,181","2,802","4,339","3,443","2,989","4,846"
2020년05월_남_연령구간인구수,"73,407","5,907","4,267","1,301","4,789","8,678","4,028","4,916","2,007","4,348","2,893","3,673","8,181","2,802","4,339","3,443","2,989","4,846"
2020년05월_남_0~9세,"4,021",465,295,48,311,615,325,463,105,107,63,135,341,82,143,219,159,145
2020년05월_남_10~19세,"5,734",654,312,120,494,860,481,418,179,117,123,215,713,126,273,271,187,191
2020년05월_남_20~29세,"11,568",795,571,186,711,"1,293",428,610,234,450,563,806,"2,239",334,646,516,412,774
2020년05월_남_30~39세,"10,033",809,618,181,578,"1,055",444,842,280,507,411,612,"1,122",299,549,474,439,813
2020년05월_남_40~49세,"11,050",975,660,179,763,"1,239",749,877,357,583,370,521,"1,104",346,618,481,508,720
2020년05월_남_50~59세,"12,947",952,701,204,784,"1,492",730,773,320,980,561,565,"1,105",667,979,636,559,939
2020년05월_남_60~69세,"9,677",602,543,186,607,"1,159",454,492,266,892,434,440,772,570,642,486,403,729
2020년05월_남_70~79세,"5,600",416,336,133,361,630,260,296,182,490,265,249,508,278,347,250,220,379
2020년05월_남_80~89세,"2,325",205,192,51,156,284,128,126,73,173,86,111,241,80,123,82,85,129
2020년05월_남_90~99세,364,31,35,12,21,43,17,14,7,37,13,16,28,19,17,19,14,21
2020년05월_남_100세 이상,88,3,4,1,3,8,12,5,4,12,4,3,8,1,2,9,3,6
2020년05월_여_총인구수,"77,216","6,760","5,214","1,417","5,304","9,845","4,656","5,645","2,339","2,911","2,447","4,117","8,722","2,362","4,100","3,584","3,149","4,644"
2020년05월_여_연령구간인구수,"77,216","6,760","5,214","1,417","5,304","9,845","4,656","5,645","2,339","2,911","2,447","4,117","8,722","2,362","4,100","3,584","3,149","4,644"
2020년05월_여_0~9세,"3,927",421,302,57,290,577,410,438,109,89,58,134,374,71,112,181,158,146
2020년05월_여_10~19세,"5,634",568,378,88,446,800,546,442,161,107,119,235,679,124,258,285,206,192
2020년05월_여_20~29세,"11,864",827,662,162,664,"1,224",521,696,258,407,539,895,"2,249",261,555,457,404,"1,083"
2020년05월_여_30~39세,"10,142",935,787,199,665,"1,202",537,945,303,398,285,676,"1,007",223,369,516,406,689
2020년05월_여_40~49세,"11,670","1,215",838,189,878,"1,567",828,987,406,375,267,521,"1,190",324,554,506,460,565
2020년05월_여_50~59세,"12,816","1,063",845,218,950,"1,829",666,839,379,415,427,583,"1,206",499,888,669,581,759
2020년05월_여_60~69세,"9,833",769,627,222,669,"1,265",542,629,321,507,328,472,823,413,669,493,462,622
2020년05월_여_70~79세,"6,971",601,442,155,444,783,392,438,265,342,275,359,739,286,472,296,308,374
2020년05월_여_80~89세,"3,500",298,262,103,235,466,176,188,103,193,117,200,379,129,183,154,138,176
2020년05월_여_90~99세,680,47,56,17,55,115,33,33,28,51,27,32,62,24,29,25,20,26
2020년05월_여_100세 이상,179,16,15,7,8,17,5,10,6,27,5,10,14,8,11,2,6,12
2020년06월_계_총인구수,"150,383","12,609","9,506","2,707","10,050","18,519","8,645","10,534","4,354","7,248","5,323","7,774","16,868","5,162","8,394","7,001","6,149","9,540"
2020년06월_계_연령구간인구수,"150,383","12,609","9,506","2,707","10,050","18,519","8,645","10,534","4,354","7,248","5,323","7,774","16,868","5,162","8,394","7,001","6,149","9,540"
2020년06월_계_0~9세,"7,896",870,592,105,587,"1,199",725,899,217,196,117,267,714,149,256,402,311,290
2020년06월_계_10~19세,"11,309","1,213",690,205,935,"1,658","1,023",860,345,219,238,455,"1,378",244,525,551,390,380
2020년06월_계_20~29세,"23,446","1,613","1,251",343,"1,377","2,509",944,"1,292",491,842,"1,117","1,708","4,487",616,"1,189",966,816,"1,885"
2020년06월_계_30~39세,"20,146","1,729","1,411",371,"1,215","2,246",974,"1,794",580,922,692,"1,278","2,134",516,920,986,854,"1,524"
2020년06월_계_40~49세,"22,641","2,190","1,490",369,"1,657","2,801","1,568","1,849",767,953,623,"1,044","2,281",664,"1,160",983,962,"1,280"
2020년06월_계_50~59세,"25,662","2,005","1,549",427,"1,716","3,325","1,402","1,602",702,"1,388",975,"1,129","2,309","1,158","1,844","1,288","1,142","1,701"
2020년06월_계_60~69세,"19,556","1,368","1,181",406,"1,281","2,437",989,"1,126",588,"1,395",773,915,"1,584",994,"1,313",987,872,"1,347"
2020년06월_계_70~79세,"12,595","1,022",775,290,805,"1,409",652,733,447,841,540,612,"1,247",559,821,548,535,759
2020년06월_계_80~89세,"5,812",505,457,153,390,754,302,316,170,362,200,305,622,208,305,234,223,306
2020년06월_계_90~99세,"1,053",75,91,30,76,156,49,48,37,91,39,48,90,45,48,45,35,50
2020년06월_계_100세 이상,267,19,19,8,11,25,17,15,10,39,9,13,22,9,13,11,9,18
2020년06월_남_총인구수,"73,288","5,885","4,281","1,301","4,769","8,671","4,023","4,890","2,015","4,349","2,887","3,661","8,164","2,803","4,315","3,422","2,992","4,860"
2020년06월_남_연령구간인구수,"73,288","5,885","4,281","1,301","4,769","8,671","4,023","4,890","2,015","4,349","2,887","3,661","8,164","2,803","4,315","3,422","2,992","4,860"
2020년06월_남_0~9세,"3,996",459,291,48,302,615,322,462,109,104,60,137,342,80,146,217,158,144
2020년06월_남_10~19세,"5,705",649,316,119,494,855,481,414,183,117,121,217,704,126,270,268,185,186
