카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년07월_남_50~59세,"59,034","5,646","8,013","8,664","1,172","2,814","4,925","2,799","1,891","1,010",437,"3,717","2,915","2,013",530,"4,877","2,498","5,113"
2020년07월_남_60~69세,"39,026","3,578","5,200","5,308",893,"2,047","2,690","2,239","1,304",976,445,"1,997","1,525","1,703",631,"3,203","1,491","3,796"
2020년07월_남_70~79세,"20,167","2,246","2,661","2,943",387,880,"1,541","1,015",760,536,244,"1,205",814,759,244,"1,636",633,"1,663"
2020년07월_남_80~89세,"6,644",745,911,899,139,346,542,342,302,181,93,405,291,288,87,454,188,431
2020년07월_남_90~99세,588,80,83,75,10,30,43,25,32,26,5,34,29,29,5,30,16,36
2020년07월_남_100세 이상,61,8,4,10,1,1,1,2,5,6,3,4,0,5,0,1,6,4
2020년07월_여_총인구수,"356,030","31,984","46,072","50,349","7,092","11,838","26,673","15,003","9,910","4,421","2,027","26,061","18,115","9,396","2,029","39,053","18,484","37,523"
2020년07월_여_연령구간인구수,"356,030","31,984","46,072","50,349","7,092","11,838","26,673","15,003","9,910","4,421","2,027","26,061","18,115","9,396","2,029","39,053","18,484","37,523"
2020년07월_여_0~9세,"32,239","2,106","4,171","4,265",771,509,"2,036",928,638,156,98,"2,718","1,613",394,87,"5,072","2,398","4,279"
2020년07월_여_10~19세,"37,727","3,659","5,560","5,411",679,984,"3,311","1,292",924,347,128,"3,283","2,461",572,101,"3,872","1,799","3,344"
2020년07월_여_20~29세,"40,384","3,767","4,897","5,667",740,"1,512","3,050","1,982","1,241",362,183,"2,638","2,109","1,138",215,"4,467","1,889","4,527"
2020년07월_여_30~39세,"46,092","3,178","5,407","6,130","1,071","1,120","2,799","1,629",902,348,206,"3,426","2,127",952,194,"7,012","3,345","6,246"
2020년07월_여_40~49세,"64,590","5,959","8,672","9,528","1,175","1,607","5,179","2,157","1,676",478,242,"5,604","3,801","1,100",196,"7,127","3,529","6,560"
2020년07월_여_50~59세,"56,516","5,469","7,133","8,031","1,090","2,482","4,371","3,029","1,699",823,356,"3,573","2,704","1,995",399,"5,170","2,587","5,605"
2020년07월_여_60~69세,"41,117","3,919","5,298","5,792",895,"1,828","2,881","2,135","1,367",924,420,"2,433","1,670","1,706",431,"3,566","1,759","4,093"
2020년07월_여_70~79세,"23,996","2,550","3,210","3,685",417,"1,091","1,979","1,191",961,572,231,"1,615","1,021",880,247,"1,764",763,"1,819"
2020년07월_여_80~89세,"11,263","1,148","1,501","1,562",207,592,912,581,412,309,131,642,523,557,134,839,345,868
2020년07월_여_90~99세,"1,955",209,212,256,47,101,150,74,75,99,32,124,81,91,17,154,60,173
2020년07월_여_100세 이상,151,20,11,22,0,12,5,5,15,3,0,5,5,11,8,10,10,9
2020년08월_계_총인구수,"709,881","62,954","93,099","100,901","14,476","24,614","53,558","29,881","19,758","9,373","4,220","50,831","35,952","19,043","4,663","76,797","36,135","73,626"
2020년08월_계_연령구간인구수,"709,881","62,954","93,099","100,901","14,476","24,614","53,558","29,881","19,758","9,373","4,220","50,831","35,952","19,043","4,663","76,797","36,135","73,626"
2020년08월_계_0~9세,"66,081","4,365","8,627","8,766","1,610","1,121","4,192","1,822","1,270",361,204,"5,573","3,266",776,167,"10,336","4,899","8,726"
2020년08월_계_10~19세,"77,676","7,500","11,494","11,377","1,344","2,009","6,730","2,681","2,006",824,253,"6,723","5,069","1,224",203,"7,859","3,682","6,698"
2020년08월_계_20~29세,"84,304","7,860","10,462","11,808","1,557","3,366","6,573","4,155","2,477",883,413,"5,510","4,322","2,534",532,"8,920","3,845","9,087"
2020년08월_계_30~39세,"90,335","6,186","10,632","12,211","2,195","2,399","5,526","3,398","1,849",764,422,"6,339","4,137","2,165",499,"13,348","6,129","12,136"
2020년08월_계_40~49세,"129,872","11,324","17,532","19,326","2,443","3,474","10,411","4,336","3,314","1,066",532,"10,864","7,468","2,306",515,"14,615","7,163","13,183"
2020년08월_계_50~59세,"115,751","11,158","15,135","16,764","2,277","5,283","9,327","5,817","3,601","1,829",791,"7,310","5,657","3,991",928,"9,999","5,103","10,781"
2020년08월_계_60~69세,"80,814","7,538","10,592","11,173","1,831","3,912","5,601","4,434","2,676","1,920",867,"4,443","3,243","3,428","1,072","6,829","3,281","7,974"
2020년08월_계_70~79세,"44,216","4,797","5,875","6,623",811,"1,968","3,532","2,207","1,712","1,106",475,"2,841","1,853","1,632",489,"3,391","1,401","3,503"
2020년08월_계_80~89세,"18,054","1,907","2,432","2,486",351,939,"1,469",921,726,484,223,"1,060",818,848,227,"1,306",538,"1,319"
2020년08월_계_90~99세,"2,566",291,303,335,56,130,191,102,107,127,37,160,114,123,23,183,78,206
2020년08월_계_100세 이상,212,28,15,32,1,13,6,8,20,9,3,8,5,16,8,11,16,13
2020년08월_남_총인구수,"353,465","31,007","47,045","50,573","7,295","12,788","26,894","14,893","9,879","4,940","2,192","24,752","17,690","9,693","2,629","37,720","17,623","35,852"
2020년08월_남_연령구간인구수,"353,465","31,007","47,045","50,573","7,295","12,788","26,894","14,893","9,879","4,940","2,192","24,752","17,690","9,693","2,629","37,720","17,623","35,852"
2020년08월_남_0~9세,"33,973","2,283","4,488","4,536",827,615,"2,181",903,641,207,103,"2,851","1,665",392,81,"5,275","2,497","4,428"
2020년08월_남_10~19세,"39,931","3,852","5,944","5,959",662,"1,026","3,432","1,398","1,091",472,128,"3,452","2,595",655,104,"3,950","1,885","3,326"
2020년08월_남_20~29세,"43,856","4,104","5,551","6,170",805,"1,863","3,507","2,196","1,235",513,229,"2,861","2,186","1,400",314,"4,451","1,956","4,515"
2020년08월_남_30~39세,"44,403","3,024","5,252","6,123","1,111","1,289","2,748","1,768",953,417,213,"2,932","1,994","1,227",306,"6,349","2,813","5,884"
2020년08월_남_40~49세,"65,238","5,392","8,867","9,807","1,255","1,868","5,249","2,188","1,654",596,289,"5,257","3,625","1,220",323,"7,475","3,609","6,564"
2020년08월_남_50~59세,"59,154","5,675","8,017","8,694","1,180","2,809","4,933","2,797","1,896","1,002",438,"3,735","2,934","1,996",521,"4,868","2,504","5,155"
2020년08월_남_60~69세,"39,373","3,595","5,256","5,351",915,"2,063","2,707","2,264","1,305",988,449,"1,998","1,552","1,725",642,"3,226","1,510","3,827"
2020년08월_남_70~79세,"20,192","2,244","2,664","2,944",389,878,"1,543","1,011",760,534,243,"1,217",816,755,243,"1,636",639,"1,676"
2020년08월_남_80~89세,"6,692",749,920,906,140,346,549,340,307,179,91,408,293,290,90,460,187,437
2020년08월_남_90~99세,591,81,82,73,10,30,44,25,32,26,6,37,30,28,5,29,17,36
2020년08월_남_100세 이상,62,8,4,10,1,1,1,3,5,6,3,4,0,5,0,1,6,4
2020년08월_여_총인구수,"356,416","31,947","46,054","50,328","7,181","11,826","26,664","14,988","9,879","4,433","2,028","26,079","18,262","9,350","2,034","39,077","18,512","37,774"
2020년08월_여_연령구간인구수,"356,416","31,947","46,054","50,328","7,181","11,826","26,664","14,988","9,879","4,433","2,028","26,079","18,262","9,350","2,034","39,077","18,512","37,774"
2020년08월_여_0~9세,"32,108","2,082","4,139","4,230",783,506,"2,011",919,629,154,101,"2,722","1,601",384,86,"5,061","2,402","4,298"
2020년08월_여_10~19세,"37,745","3,648","5,550","5,418",682,983,"3,298","1,283",915,352,125,"3,271","2,474",569,99,"3,909","1,797","3,372"
2020년08월_여_20~29세,"40,448","3,756","4,911","5,638",752,"1,503","3,066","1,959","1,242",370,184,"2,649","2,136","1,134",218,"4,469","1,889","4,572"
2020년08월_여_30~39세,"45,932","3,162","5,380","6,088","1,084","1,110","2,778","1,630",896,347,209,"3,407","2,143",938,193,"6,999","3,316","6,252"
2020년08월_여_40~49세,"64,634","5,932","8,665","9,519","1,188","1,606","5,162","2,148","1,660",470,243,"5,607","3,843","1,086",192,"7,140","3,554","6,619"
2020년08월_여_50~59세,"56,597","5,483","7,118","8,070","1,097","2,474","4,394","3,020","1,705",827,353,"3,575","2,723","1,995",407,"5,131","2,599","5,626"
2020년08월_여_60~69세,"41,441","3,943","5,336","5,822",916,"1,849","2,894","2,170","1,371",932,418,"2,445","1,691","1,703",430,"3,603","1,771","4,147"
2020년08월_여_70~79세,"24,024","2,553","3,211","3,679",422,"1,090","1,989","1,196",952,572,232,"1,624","1,037",877,246,"1,755",762,"1,827"
2020년08월_여_80~89세,"11,362","1,158","1,512","1,580",211,593,920,581,419,305,132,652,525,558,137,846,351,882
2020년08월_여_90~99세,"1,975",210,221,262,46,100,147,77,75,101,31,123,84,95,18,154,61,170
2020년08월_여_100세 이상,150,20,11,22,0,12,5,5,15,3,0,4,5,11,8,10,10,9
2020년09월_계_총인구수,"710,433","62,866","93,151","100,924","14,629","24,577","53,610","29,869","19,758","9,350","4,217","50,844","36,248","19,029","4,628","76,897","36,130","73,706"
2020년09월_계_연령구간인구수,"710,433","62,866","93,151","100,924","14,629","24,577","53,610","29,869","19,758","9,350","4,217","50,844","36,248","19,029","4,628","76,897","36,130","73,706"
2020년09월_계_0~9세,"65,811","4,316","8,588","8,729","1,615","1,116","4,172","1,802","1,262",359,200,"5,538","3,297",770,167,"10,316","4,885","8,679"
2020년09월_계_10~19세,"77,572","7,480","11,483","11,374","1,366","1,990","6,702","2,667","2,004",803,251,"6,735","5,048","1,214",201,"7,854","3,687","6,713"
2020년09월_계_20~29세,"84,368","7,835","10,466","11,811","1,573","3,352","6,590","4,159","2,478",891,413,"5,530","4,402","2,529",529,"8,925","3,831","9,054"
2020년09월_계_30~39세,"90,088","6,166","10,599","12,141","2,221","2,399","5,518","3,392","1,836",750,420,"6,244","4,210","2,146",497,"13,315","6,103","12,131"
2020년09월_계_40~49세,"129,820","11,283","17,519","19,280","2,474","3,451","10,390","4,331","3,293","1,069",530,"10,867","7,475","2,305",499,"14,682","7,183","13,189"
2020년09월_계_50~59세,"116,081","11,188","15,174","16,821","2,295","5,261","9,389","5,802","3,616","1,816",793,"7,374","5,708","3,969",913,"10,023","5,111","10,828"
2020년09월_계_60~69세,"81,341","7,540","10,657","11,260","1,855","3,954","5,652","4,461","2,677","1,928",871,"4,460","3,292","3,461","1,079","6,869","3,293","8,032"
2020년09월_계_70~79세,"44,349","4,814","5,888","6,618",816,"1,968","3,523","2,215","1,729","1,115",473,"2,865","1,864","1,641",486,"3,402","1,401","3,531"
2020년09월_계_80~89세,"18,188","1,919","2,454","2,518",356,942,"1,479",929,736,485,225,"1,061",829,851,225,"1,315",540,"1,324"
2020년09월_계_90~99세,"2,602",297,308,340,57,131,190,102,107,125,38,162,118,127,24,185,80,211
2020년09월_계_100세 이상,213,28,15,32,1,13,5,9,20,9,3,8,5,16,8,11,16,14
2020년09월_남_총인구수,"353,701","30,977","47,032","50,565","7,377","12,757","26,928","14,889","9,878","4,933","2,192","24,761","17,830","9,694","2,605","37,793","17,617","35,873"
2020년09월_남_연령구간인구수,"353,701","30,977","47,032","50,565","7,377","12,757","26,928","14,889","9,878","4,933","2,192","24,761","17,830","9,694","2,605","37,793","17,617","35,873"
2020년09월_남_0~9세,"33,841","2,260","4,464","4,514",833,612,"2,170",894,639,207,103,"2,840","1,677",384,81,"5,262","2,490","4,411"
2020년09월_남_10~19세,"39,874","3,826","5,949","5,943",677,"1,016","3,423","1,388","1,085",458,124,"3,465","2,582",650,102,"3,954","1,897","3,335"
2020년09월_남_20~29세,"43,892","4,115","5,525","6,187",811,"1,850","3,503","2,210","1,238",522,232,"2,865","2,232","1,403",310,"4,467","1,937","4,485"
2020년09월_남_30~39세,"44,319","3,011","5,249","6,084","1,120","1,290","2,754","1,769",952,409,216,"2,886","2,035","1,211",306,"6,335","2,802","5,890"
2020년09월_남_40~49세,"65,174","5,380","8,839","9,794","1,275","1,856","5,245","2,174","1,644",596,285,"5,239","3,630","1,229",314,"7,509","3,611","6,554"
2020년09월_남_50~59세,"59,342","5,697","8,043","8,718","1,196","2,792","4,962","2,793","1,906",998,436,"3,775","2,964","1,980",514,"4,890","2,506","5,172"
2020년09월_남_60~69세,"39,604","3,589","5,292","5,385",918,"2,087","2,733","2,271","1,301",996,450,"2,008","1,560","1,746",645,"3,243","1,524","3,856"
2020년09월_남_70~79세,"20,234","2,253","2,658","2,936",395,873,"1,537","1,022",766,536,246,"1,230",819,766,240,"1,635",640,"1,682"
2020년09월_남_80~89세,"6,765",755,928,918,141,350,556,340,312,180,91,411,302,291,88,468,187,447
2020년09월_남_90~99세,593,83,81,76,10,30,44,24,30,25,6,38,29,29,5,29,17,37
2020년09월_남_100세 이상,63,8,4,10,1,1,1,4,5,6,3,4,0,5,0,1,6,4
2020년09월_여_총인구수,"356,732","31,889","46,119","50,359","7,252","11,820","26,682","14,980","9,880","4,417","2,025","26,083","18,418","9,335","2,023","39,104","18,513","37,833"
2020년09월_여_연령구간인구수,"356,732","31,889","46,119","50,359","7,252","11,820","26,682","14,980","9,880","4,417","2,025","26,083","18,418","9,335","2,023","39,104","18,513","37,833"
2020년09월_여_0~9세,"31,970","2,056","4,124","4,215",782,504,"2,002",908,623,152,97,"2,698","1,620",386,86,"5,054","2,395","4,268"
2020년09월_여_10~19세,"37,698","3,654","5,534","5,431",689,974,"3,279","1,279",919,345,127,"3,270","2,466",564,99,"3,900","1,790","3,378"
2020년09월_여_20~29세,"40,476","3,720","4,941","5,624",762,"1,502","3,087","1,949","1,240",369,181,"2,665","2,170","1,126",219,"4,458","1,894","4,569"
2020년09월_여_30~39세,"45,769","3,155","5,350","6,057","1,101","1,109","2,764","1,623",884,341,204,"3,358","2,175",935,191,"6,980","3,301","6,241"
2020년09월_여_40~49세,"64,646","5,903","8,680","9,486","1,199","1,595","5,145","2,157","1,649",473,245,"5,628","3,845","1,076",185,"7,173","3,572","6,635"
2020년09월_여_50~59세,"56,739","5,491","7,131","8,103","1,099","2,469","4,427","3,009","1,710",818,357,"3,599","2,744","1,989",399,"5,133","2,605","5,656"
2020년09월_여_60~69세,"41,737","3,951","5,365","5,875",937,"1,867","2,919","2,190","1,376",932,421,"2,452","1,732","1,715",434,"3,626","1,769","4,176"
2020년09월_여_70~79세,"24,115","2,561","3,230","3,682",421,"1,095","1,986","1,193",963,579,227,"1,635","1,045",875,246,"1,767",761,"1,849"
2020년09월_여_80~89세,"11,423","1,164","1,526","1,600",215,592,923,589,424,305,134,650,527,560,137,847,353,877
2020년09월_여_90~99세,"2,009",214,227,264,47,101,146,78,77,100,32,124,89,98,19,156,63,174
2020년09월_여_100세 이상,150,20,11,22,0,12,4,5,15,3,0,4,5,11,8,10,10,10
2020년10월_계_총인구수,"711,815","62,694","93,124","102,404","14,650","24,493","53,564","29,879","19,728","9,296","4,214","50,801","36,462","18,955","4,637","76,942","36,216","73,756"
2020년10월_계_연령구간인구수,"711,815","62,694","93,124","102,404","14,650","24,493","53,564","29,879","19,728","9,296","4,214","50,801","36,462","18,955","4,637","76,942","36,216","73,756"
2020년10월_계_0~9세,"65,489","4,241","8,512","8,791","1,618","1,098","4,137","1,794","1,243",357,200,"5,475","3,301",757,168,"10,263","4,880","8,654"
2020년10월_계_10~19세,"77,566","7,476","11,491","11,463","1,352","1,973","6,658","2,651","1,995",773,253,"6,732","5,057","1,201",201,"7,865","3,705","6,720"
2020년10월_계_20~29세,"84,625","7,826","10,486","12,012","1,591","3,334","6,624","4,154","2,478",883,400,"5,538","4,420","2,514",529,"8,949","3,833","9,054"
2020년10월_계_30~39세,"89,861","6,118","10,517","12,368","2,219","2,362","5,498","3,391","1,814",755,419,"6,190","4,265","2,118",490,"13,244","6,066","12,027"
2020년10월_계_40~49세,"129,926","11,205","17,518","19,469","2,466","3,432","10,306","4,315","3,280","1,061",535,"10,834","7,495","2,290",504,"14,749","7,230","13,237"
2020년10월_계_50~59세,"116,538","11,207","15,137","17,150","2,295","5,249","9,485","5,799","3,623","1,790",790,"7,399","5,750","3,930",927,"10,039","5,126","10,842"
2020년10월_계_60~69세,"82,123","7,559","10,762","11,523","1,870","3,990","5,670","4,489","2,696","1,934",870,"4,506","3,351","3,494","1,075","6,906","3,328","8,100"
2020년10월_계_70~79세,"44,475","4,801","5,910","6,699",816,"1,963","3,511","2,223","1,720","1,120",480,"2,867","1,869","1,642",485,"3,406","1,402","3,561"
2020년10월_계_80~89세,"18,371","1,932","2,462","2,552",364,945,"1,484",952,751,486,225,"1,089",831,864,226,"1,320",550,"1,338"
2020년10월_계_90~99세,"2,622",300,313,344,58,134,187,103,108,127,39,162,117,129,24,188,81,208
2020년10월_계_100세 이상,219,29,16,33,1,13,4,8,20,10,3,9,6,16,8,13,15,15
2020년10월_남_총인구수,"354,477","30,890","47,031","51,325","7,389","12,704","26,925","14,900","9,863","4,914","2,190","24,722","17,941","9,659","2,615","37,838","17,669","35,902"
2020년10월_남_연령구간인구수,"354,477","30,890","47,031","51,325","7,389","12,704","26,925","14,900","9,863","4,914","2,190","24,722","17,941","9,659","2,615","37,838","17,669","35,902"
2020년10월_남_0~9세,"33,683","2,212","4,423","4,557",835,605,"2,156",890,633,204,105,"2,816","1,672",378,81,"5,229","2,487","4,400"
2020년10월_남_10~19세,"39,893","3,832","5,963","5,979",667,"1,005","3,400","1,379","1,078",450,126,"3,469","2,599",640,101,"3,962","1,908","3,335"
2020년10월_남_20~29세,"44,111","4,121","5,542","6,306",830,"1,838","3,539","2,200","1,241",520,225,"2,861","2,237","1,401",312,"4,488","1,946","4,504"
2020년10월_남_30~39세,"44,221","2,983","5,204","6,212","1,124","1,274","2,744","1,774",948,407,216,"2,856","2,069","1,195",303,"6,314","2,768","5,830"
2020년10월_남_40~49세,"65,241","5,337","8,839","9,892","1,264","1,835","5,213","2,169","1,630",591,282,"5,215","3,658","1,222",319,"7,536","3,648","6,591"
2020년10월_남_50~59세,"59,529","5,706","8,033","8,849","1,195","2,791","4,991","2,797","1,910",986,436,"3,786","2,965","1,964",524,"4,902","2,517","5,177"
2020년10월_남_60~69세,"39,984","3,600","5,344","5,530",927,"2,103","2,747","2,289","1,306","1,004",451,"2,024","1,585","1,760",644,"3,258","1,537","3,875"
2020년10월_남_70~79세,"20,293","2,245","2,661","2,974",392,874,"1,530","1,027",764,542,247,"1,228",823,765,237,"1,643",644,"1,697"
2020년10월_남_80~89세,"6,865",761,935,938,144,348,561,348,318,180,93,425,304,300,89,476,192,453
2020년10월_남_90~99세,596,85,83,78,10,30,43,24,30,24,6,38,29,29,5,29,17,36
2020년10월_남_100세 이상,61,8,4,10,1,1,1,3,5,6,3,4,0,5,0,1,5,4
2020년10월_여_총인구수,"357,338","31,804","46,093","51,079","7,261","11,789","26,639","14,979","9,865","4,382","2,024","26,079","18,521","9,296","2,022","39,104","18,547","37,854"
2020년10월_여_연령구간인구수,"357,338","31,804","46,093","51,079","7,261","11,789","26,639","14,979","9,865","4,382","2,024","26,079","18,521","9,296","2,022","39,104","18,547","37,854"
2020년10월_여_0~9세,"31,806","2,029","4,089","4,234",783,493,"1,981",904,610,153,95,"2,659","1,629",379,87,"5,034","2,393","4,254"
2020년10월_여_10~19세,"37,673","3,644","5,528","5,484",685,968,"3,258","1,272",917,323,127,"3,263","2,458",561,100,"3,903","1,797","3,385"
2020년10월_여_20~29세,"40,514","3,705","4,944","5,706",761,"1,496","3,085","1,954","1,237",363,175,"2,677","2,183","1,113",217,"4,461","1,887","4,550"
2020년10월_여_30~39세,"45,640","3,135","5,313","6,156","1,095","1,088","2,754","1,617",866,348,203,"3,334","2,196",923,187,"6,930","3,298","6,197"
2020년10월_여_40~49세,"64,685","5,868","8,679","9,577","1,202","1,597","5,093","2,146","1,650",470,253,"5,619","3,837","1,068",185,"7,213","3,582","6,646"
2020년10월_여_50~59세,"57,009","5,501","7,104","8,301","1,100","2,458","4,494","3,002","1,713",804,354,"3,613","2,785","1,966",403,"5,137","2,609","5,665"
2020년10월_여_60~69세,"42,139","3,959","5,418","5,993",943,"1,887","2,923","2,200","1,390",930,419,"2,482","1,766","1,734",431,"3,648","1,791","4,225"
2020년10월_여_70~79세,"24,182","2,556","3,249","3,725",424,"1,089","1,981","1,196",956,578,233,"1,639","1,046",877,248,"1,763",758,"1,864"
2020년10월_여_80~89세,"11,506","1,171","1,527","1,614",220,597,923,604,433,306,132,664,527,564,137,844,358,885
2020년10월_여_90~99세,"2,026",215,230,266,48,104,144,79,78,103,33,124,88,100,19,159,64,172
2020년10월_여_100세 이상,158,21,12,23,0,12,3,5,15,4,0,5,6,11,8,12,10,11
2020년11월_계_총인구수,"712,900","62,609","93,095","103,422","14,626","24,391","53,590","29,833","19,753","9,209","4,220","50,821","36,560","18,988","4,628","77,005","36,265","73,885"
2020년11월_계_연령구간인구수,"712,900","62,609","93,095","103,422","14,626","24,391","53,590","29,833","19,753","9,209","4,220","50,821","36,560","18,988","4,628","77,005","36,265","73,885"
2020년11월_계_0~9세,"65,228","4,205","8,425","8,864","1,618","1,071","4,088","1,782","1,242",352,201,"5,453","3,290",744,166,"10,234","4,878","8,615"
2020년11월_계_10~19세,"77,466","7,456","11,492","11,491","1,328","1,957","6,635","2,625","1,990",676,255,"6,728","5,065","1,210",202,"7,889","3,709","6,758"
2020년11월_계_20~29세,"84,873","7,828","10,521","12,154","1,601","3,326","6,660","4,154","2,486",876,399,"5,554","4,454","2,509",534,"8,932","3,852","9,033"
2020년11월_계_30~39세,"89,703","6,088","10,463","12,506","2,210","2,349","5,473","3,370","1,821",755,420,"6,168","4,288","2,121",487,"13,162","6,044","11,978"
2020년11월_계_40~49세,"130,127","11,178","17,477","19,659","2,479","3,400","10,283","4,306","3,281","1,054",536,"10,824","7,461","2,290",500,"14,846","7,259","13,294"
2020년11월_계_50~59세,"116,881","11,204","15,138","17,328","2,289","5,225","9,535","5,774","3,633","1,803",787,"7,434","5,805","3,927",927,"10,070","5,127","10,875"
2020년11월_계_60~69세,"82,661","7,597","10,852","11,708","1,861","4,007","5,691","4,530","2,696","1,940",878,"4,521","3,366","3,516","1,071","6,929","3,344","8,154"
2020년11월_계_70~79세,"44,658","4,797","5,929","6,760",817,"1,964","3,535","2,214","1,724","1,129",477,"2,873","1,874","1,656",486,"3,410","1,408","3,605"
2020년11월_계_80~89세,"18,448","1,928","2,471","2,575",365,944,"1,497",968,753,487,225,"1,094",836,867,224,"1,324",544,"1,346"
2020년11월_계_90~99세,"2,636",298,311,345,57,135,189,102,106,127,39,164,116,132,23,196,85,211
2020년11월_계_100세 이상,219,30,16,32,1,13,4,8,21,10,3,8,5,16,8,13,15,16
2020년11월_남_총인구수,"355,027","30,873","46,992","51,854","7,392","12,660","26,936","14,877","9,878","4,855","2,187","24,759","17,985","9,678","2,612","37,883","17,675","35,931"
2020년11월_남_연령구간인구수,"355,027","30,873","46,992","51,854","7,392","12,660","26,936","14,877","9,878","4,855","2,187","24,759","17,985","9,678","2,612","37,883","17,675","35,931"
2020년11월_남_0~9세,"33,549","2,203","4,361","4,605",838,598,"2,119",883,633,197,104,"2,807","1,671",376,80,"5,219","2,479","4,376"
2020년11월_남_10~19세,"39,803","3,822","5,965","5,990",658,989,"3,381","1,368","1,076",386,127,"3,472","2,600",645,103,"3,976","1,904","3,341"
2020년11월_남_20~29세,"44,261","4,133","5,573","6,368",835,"1,837","3,568","2,206","1,242",516,225,"2,873","2,249","1,392",316,"4,483","1,955","4,490"
2020년11월_남_30~39세,"44,220","2,988","5,177","6,285","1,120","1,275","2,740","1,770",953,409,217,"2,843","2,084","1,200",301,"6,276","2,762","5,820"
2020년11월_남_40~49세,"65,291","5,308","8,806","9,989","1,277","1,820","5,188","2,163","1,629",587,281,"5,220","3,642","1,217",318,"7,583","3,663","6,600"
2020년11월_남_50~59세,"59,706","5,705","8,041","8,938","1,194","2,780","5,017","2,781","1,915",995,432,"3,801","2,992","1,959",526,"4,922","2,509","5,199"
2020년11월_남_60~69세,"40,260","3,618","5,373","5,638",923,"2,109","2,774","2,305","1,308","1,010",454,"2,042","1,589","1,778",637,"3,260","1,546","3,896"
2020년11월_남_70~79세,"20,383","2,243","2,675","3,007",390,874,"1,537","1,023",768,547,246,"1,232",827,774,238,"1,650",643,"1,709"
2020년11월_남_80~89세,"6,901",761,938,949,146,348,568,351,318,180,92,425,302,303,88,481,191,460
2020년11월_남_90~99세,594,84,79,76,10,29,43,24,31,22,6,41,29,29,5,32,18,36
2020년11월_남_100세 이상,59,8,4,9,1,1,1,3,5,6,3,3,0,5,0,1,5,4
2020년11월_여_총인구수,"357,873","31,736","46,103","51,568","7,234","11,731","26,654","14,956","9,875","4,354","2,033","26,062","18,575","9,310","2,016","39,122","18,590","37,954"
2020년11월_여_연령구간인구수,"357,873","31,736","46,103","51,568","7,234","11,731","26,654","14,956","9,875","4,354","2,033","26,062","18,575","9,310","2,016","39,122","18,590","37,954"
2020년11월_여_0~9세,"31,679","2,002","4,064","4,259",780,473,"1,969",899,609,155,97,"2,646","1,619",368,86,"5,015","2,399","4,239"
2020년11월_여_10~19세,"37,663","3,634","5,527","5,501",670,968,"3,254","1,257",914,290,128,"3,256","2,465",565,99,"3,913","1,805","3,417"
2020년11월_여_20~29세,"40,612","3,695","4,948","5,786",766,"1,489","3,092","1,948","1,244",360,174,"2,681","2,205","1,117",218,"4,449","1,897","4,543"
2020년11월_여_30~39세,"45,483","3,100","5,286","6,221","1,090","1,074","2,733","1,600",868,346,203,"3,325","2,204",921,186,"6,886","3,282","6,158"
2020년11월_여_40~49세,"64,836","5,870","8,671","9,670","1,202","1,580","5,095","2,143","1,652",467,255,"5,604","3,819","1,073",182,"7,263","3,596","6,694"
2020년11월_여_50~59세,"57,175","5,499","7,097","8,390","1,095","2,445","4,518","2,993","1,718",808,355,"3,633","2,813","1,968",401,"5,148","2,618","5,676"
2020년11월_여_60~69세,"42,401","3,979","5,479","6,070",938,"1,898","2,917","2,225","1,388",930,424,"2,479","1,777","1,738",434,"3,669","1,798","4,258"
2020년11월_여_70~79세,"24,275","2,554","3,254","3,753",427,"1,090","1,998","1,191",956,582,231,"1,641","1,047",882,248,"1,760",765,"1,896"
2020년11월_여_80~89세,"11,547","1,167","1,533","1,626",219,596,929,617,435,307,133,669,534,564,136,843,353,886
2020년11월_여_90~99세,"2,042",214,232,269,47,106,146,78,75,105,33,123,87,103,18,164,67,175
2020년11월_여_100세 이상,160,22,12,23,0,12,3,5,16,4,0,5,5,11,8,12,10,12
2020년12월_계_총인구수,"713,321","62,502","93,126","103,885","14,636","24,330","53,618","29,764","19,766","9,076","4,195","50,880","36,643","18,992","4,620","77,068","36,282","73,938"
2020년12월_계_연령구간인구수,"713,321","62,502","93,126","103,885","14,636","24,330","53,618","29,764","19,766","9,076","4,195","50,880","36,643","18,992","4,620","77,068","36,282","73,938"
2020년12월_계_0~9세,"64,926","4,158","8,365","8,872","1,626","1,067","4,033","1,767","1,227",359,198,"5,431","3,279",740,167,"10,223","4,843","8,571"
2020년12월_계_10~19세,"77,268","7,436","11,478","11,497","1,273","1,932","6,625","2,607","1,979",571,244,"6,721","5,050","1,200",200,"7,947","3,738","6,770"
2020년12월_계_20~29세,"85,023","7,848","10,556","12,211","1,582","3,335","6,697","4,146","2,494",820,404,"5,586","4,473","2,514",531,"8,928","3,841","9,057"
2020년12월_계_30~39세,"89,472","6,052","10,414","12,558","2,221","2,331","5,451","3,348","1,810",762,425,"6,151","4,316","2,125",498,"13,071","5,984","11,955"
