카테고리,전라남도 무안군,전라남도 무안군 무안읍,전라남도 무안군 일로읍,전라남도 무안군 삼향읍,전라남도 무안군 삼향읍남악출장소,전라남도 무안군 몽탄면,전라남도 무안군 청계면,전라남도 무안군 현경면,전라남도 무안군 망운면,전라남도 무안군 해제면,전라남도 무안군 운남면
2020년01월_여_60~69세,"5,135",777,649,495,790,292,576,500,234,516,306
2020년01월_여_70~79세,"4,410",618,592,427,373,351,492,529,196,546,286
2020년01월_여_80~89세,"2,771",333,417,290,194,288,348,306,88,336,171
2020년01월_여_90~99세,453,42,60,57,30,38,64,52,26,63,21
2020년01월_여_100세 이상,30,2,0,4,1,2,16,1,2,1,1
2020년02월_계_총인구수,"81,322","10,868","6,624","5,690","33,509","3,161","6,446","4,778","2,077","5,120","3,049"
2020년02월_계_연령구간인구수,"81,322","10,868","6,624","5,690","33,509","3,161","6,446","4,778","2,077","5,120","3,049"
2020년02월_계_0~9세,"7,156",756,279,210,"5,205",47,235,129,68,134,93
2020년02월_계_10~19세,"8,821","1,172",405,324,"5,495",165,450,220,101,297,192
2020년02월_계_20~29세,"8,214","1,355",567,526,"3,642",247,702,355,171,392,257
2020년02월_계_30~39세,"9,325","1,032",434,380,"5,997",156,470,276,138,259,183
2020년02월_계_40~49세,"12,671","1,587",762,637,"7,158",282,734,455,210,541,305
2020년02월_계_50~59세,"12,481","1,879","1,200","1,206","3,594",603,"1,178",924,378,908,611
2020년02월_계_60~69세,"10,261","1,508","1,247","1,107","1,498",592,"1,190",986,475,"1,033",625
2020년02월_계_70~79세,"7,772","1,048","1,059",805,628,596,893,910,358,972,503
2020년02월_계_80~89세,"4,034",478,593,420,258,420,506,456,141,513,249
2020년02월_계_90~99세,553,51,78,70,32,51,72,66,35,70,28
2020년02월_계_100세 이상,34,2,0,5,2,2,16,1,2,1,3
2020년02월_남_총인구수,"40,776","5,409","3,350","2,991","16,503","1,557","3,317","2,407","1,072","2,597","1,573"
2020년02월_남_연령구간인구수,"40,776","5,409","3,350","2,991","16,503","1,557","3,317","2,407","1,072","2,597","1,573"
2020년02월_남_0~9세,"3,648",385,156,103,"2,635",19,125,70,39,73,43
2020년02월_남_10~19세,"4,520",618,211,156,"2,814",94,227,98,52,153,97
2020년02월_남_20~29세,"4,418",758,317,298,"1,796",134,424,203,95,255,138
2020년02월_남_30~39세,"4,781",556,261,228,"2,819",110,261,179,90,154,123
2020년02월_남_40~49세,"6,761",804,475,380,"3,503",173,448,311,137,340,190
2020년02월_남_50~59세,"6,837",975,676,705,"1,906",346,649,523,197,498,362
2020년02월_남_60~69세,"5,092",728,601,601,695,296,615,482,239,517,318
2020년02월_남_70~79세,"3,400",433,468,381,263,252,404,382,164,432,221
2020년02월_남_80~89세,"1,221",144,169,127,67,121,156,146,52,167,72
2020년02월_남_90~99세,94,8,16,11,4,12,8,13,7,8,7
2020년02월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년02월_여_총인구수,"40,546","5,459","3,274","2,699","17,006","1,604","3,129","2,371","1,005","2,523","1,476"
2020년02월_여_연령구간인구수,"40,546","5,459","3,274","2,699","17,006","1,604","3,129","2,371","1,005","2,523","1,476"
2020년02월_여_0~9세,"3,508",371,123,107,"2,570",28,110,59,29,61,50
2020년02월_여_10~19세,"4,301",554,194,168,"2,681",71,223,122,49,144,95
2020년02월_여_20~29세,"3,796",597,250,228,"1,846",113,278,152,76,137,119
2020년02월_여_30~39세,"4,544",476,173,152,"3,178",46,209,97,48,105,60
2020년02월_여_40~49세,"5,910",783,287,257,"3,655",109,286,144,73,201,115
2020년02월_여_50~59세,"5,644",904,524,501,"1,688",257,529,401,181,410,249
2020년02월_여_60~69세,"5,169",780,646,506,803,296,575,504,236,516,307
2020년02월_여_70~79세,"4,372",615,591,424,365,344,489,528,194,540,282
2020년02월_여_80~89세,"2,813",334,424,293,191,299,350,310,89,346,177
2020년02월_여_90~99세,459,43,62,59,28,39,64,53,28,62,21
2020년02월_여_100세 이상,30,2,0,4,1,2,16,1,2,1,1
2020년03월_계_총인구수,"81,409","10,824","6,632","5,664","33,714","3,142","6,445","4,770","2,073","5,104","3,041"
2020년03월_계_연령구간인구수,"81,409","10,824","6,632","5,664","33,714","3,142","6,445","4,770","2,073","5,104","3,041"
2020년03월_계_0~9세,"7,160",763,282,209,"5,199",47,238,128,67,132,95
2020년03월_계_10~19세,"8,814","1,153",403,324,"5,521",158,454,220,99,294,188
2020년03월_계_20~29세,"8,234","1,326",567,527,"3,702",243,706,344,172,389,258
2020년03월_계_30~39세,"9,319","1,021",430,372,"6,032",155,464,269,138,257,181
2020년03월_계_40~49세,"12,707","1,581",770,625,"7,215",276,736,464,208,530,302
2020년03월_계_50~59세,"12,450","1,881","1,196","1,196","3,617",599,"1,161",917,373,906,604
2020년03월_계_60~69세,"10,308","1,518","1,243","1,112","1,514",591,"1,204",991,478,"1,033",624
2020년03월_계_70~79세,"7,758","1,048","1,058",808,626,589,886,905,359,973,506
2020년03월_계_80~89세,"4,063",478,601,417,254,431,506,464,142,518,252
2020년03월_계_90~99세,563,54,82,69,32,51,74,67,35,71,28
2020년03월_계_100세 이상,33,1,0,5,2,2,16,1,2,1,3
2020년03월_남_총인구수,"40,836","5,388","3,347","2,979","16,615","1,554","3,324","2,401","1,075","2,585","1,568"
2020년03월_남_연령구간인구수,"40,836","5,388","3,347","2,979","16,615","1,554","3,324","2,401","1,075","2,585","1,568"
2020년03월_남_0~9세,"3,652",391,157,103,"2,630",21,126,69,38,72,45
2020년03월_남_10~19세,"4,519",611,208,157,"2,832",89,226,97,52,151,96
2020년03월_남_20~29세,"4,433",746,318,301,"1,821",136,428,198,96,253,136
2020년03월_남_30~39세,"4,774",544,257,222,"2,842",108,262,175,90,152,122
2020년03월_남_40~49세,"6,786",802,482,372,"3,537",170,447,318,137,332,189
2020년03월_남_50~59세,"6,817",974,670,697,"1,921",348,641,517,195,497,357
2020년03월_남_60~69세,"5,119",731,600,603,701,295,626,486,244,515,318
2020년03월_남_70~79세,"3,404",437,463,384,259,254,401,383,164,438,221
2020년03월_남_80~89세,"1,230",144,176,127,67,121,158,145,52,166,74
2020년03월_남_90~99세,98,8,16,12,4,12,9,13,7,9,8
2020년03월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년03월_여_총인구수,"40,573","5,436","3,285","2,685","17,099","1,588","3,121","2,369",998,"2,519","1,473"
2020년03월_여_연령구간인구수,"40,573","5,436","3,285","2,685","17,099","1,588","3,121","2,369",998,"2,519","1,473"
2020년03월_여_0~9세,"3,508",372,125,106,"2,569",26,112,59,29,60,50
2020년03월_여_10~19세,"4,295",542,195,167,"2,689",69,228,123,47,143,92
2020년03월_여_20~29세,"3,801",580,249,226,"1,881",107,278,146,76,136,122
2020년03월_여_30~39세,"4,545",477,173,150,"3,190",47,202,94,48,105,59
2020년03월_여_40~49세,"5,921",779,288,253,"3,678",106,289,146,71,198,113
2020년03월_여_50~59세,"5,633",907,526,499,"1,696",251,520,400,178,409,247
2020년03월_여_60~69세,"5,189",787,643,509,813,296,578,505,234,518,306
2020년03월_여_70~79세,"4,354",611,595,424,367,335,485,522,195,535,285
2020년03월_여_80~89세,"2,833",334,425,290,187,310,348,319,90,352,178
2020년03월_여_90~99세,465,46,66,57,28,39,65,54,28,62,20
2020년03월_여_100세 이상,29,1,0,4,1,2,16,1,2,1,1
2020년04월_계_총인구수,"81,412","10,794","6,601","5,652","33,878","3,130","6,427","4,746","2,061","5,100","3,023"
2020년04월_계_연령구간인구수,"81,412","10,794","6,601","5,652","33,878","3,130","6,427","4,746","2,061","5,100","3,023"
2020년04월_계_0~9세,"7,138",762,276,202,"5,194",48,238,123,68,134,93
2020년04월_계_10~19세,"8,796","1,151",404,320,"5,520",155,459,219,97,290,181
2020년04월_계_20~29세,"8,236","1,315",556,530,"3,762",240,690,336,167,383,257
2020년04월_계_30~39세,"9,305","1,014",421,365,"6,056",155,458,266,137,253,180
2020년04월_계_40~49세,"12,724","1,566",771,624,"7,264",273,732,458,208,532,296
2020년04월_계_50~59세,"12,428","1,876","1,192","1,185","3,644",595,"1,152",914,371,902,597
2020년04월_계_60~69세,"10,344","1,528","1,240","1,126","1,526",591,"1,209",991,473,"1,032",628
2020년04월_계_70~79세,"7,745","1,045","1,060",801,625,586,891,900,360,970,507
2020년04월_계_80~89세,"4,091",483,600,421,252,432,507,468,144,531,253
2020년04월_계_90~99세,572,53,81,73,33,53,75,70,34,72,28
2020년04월_계_100세 이상,33,1,0,5,2,2,16,1,2,1,3
2020년04월_남_총인구수,"40,860","5,382","3,322","2,967","16,724","1,550","3,316","2,390","1,067","2,580","1,562"
2020년04월_남_연령구간인구수,"40,860","5,382","3,322","2,967","16,724","1,550","3,316","2,390","1,067","2,580","1,562"
2020년04월_남_0~9세,"3,646",394,153,100,"2,633",21,125,66,37,73,44
2020년04월_남_10~19세,"4,510",603,211,157,"2,835",88,230,97,50,147,92
2020년04월_남_20~29세,"4,438",749,309,300,"1,850",136,419,194,95,251,135
2020년04월_남_30~39세,"4,776",542,253,217,"2,862",109,259,173,90,148,123
2020년04월_남_40~49세,"6,787",792,476,371,"3,571",168,444,312,136,332,185
2020년04월_남_50~59세,"6,809",978,668,688,"1,930",347,635,517,196,497,353
2020년04월_남_60~69세,"5,156",735,597,613,709,296,636,490,240,517,323
2020년04월_남_70~79세,"3,400",435,466,381,261,253,400,381,164,435,224
2020년04월_남_80~89세,"1,239",146,174,127,68,122,159,146,53,171,73
2020년04월_남_90~99세,95,8,15,12,4,10,9,14,6,9,8
2020년04월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년04월_여_총인구수,"40,552","5,412","3,279","2,685","17,154","1,580","3,111","2,356",994,"2,520","1,461"
2020년04월_여_연령구간인구수,"40,552","5,412","3,279","2,685","17,154","1,580","3,111","2,356",994,"2,520","1,461"
2020년04월_여_0~9세,"3,492",368,123,102,"2,561",27,113,57,31,61,49
2020년04월_여_10~19세,"4,286",548,193,163,"2,685",67,229,122,47,143,89
2020년04월_여_20~29세,"3,798",566,247,230,"1,912",104,271,142,72,132,122
2020년04월_여_30~39세,"4,529",472,168,148,"3,194",46,199,93,47,105,57
2020년04월_여_40~49세,"5,937",774,295,253,"3,693",105,288,146,72,200,111
2020년04월_여_50~59세,"5,619",898,524,497,"1,714",248,517,397,175,405,244
2020년04월_여_60~69세,"5,188",793,643,513,817,295,573,501,233,515,305
2020년04월_여_70~79세,"4,345",610,594,420,364,333,491,519,196,535,283
2020년04월_여_80~89세,"2,852",337,426,294,184,310,348,322,91,360,180
2020년04월_여_90~99세,477,45,66,61,29,43,66,56,28,63,20
2020년04월_여_100세 이상,29,1,0,4,1,2,16,1,2,1,1
2020년05월_계_총인구수,"81,565","10,793","6,606","5,645","34,061","3,133","6,425","4,742","2,056","5,093","3,011"
2020년05월_계_연령구간인구수,"81,565","10,793","6,606","5,645","34,061","3,133","6,425","4,742","2,056","5,093","3,011"
2020년05월_계_0~9세,"7,120",757,276,200,"5,193",49,230,123,67,134,91
2020년05월_계_10~19세,"8,806","1,149",408,315,"5,543",154,457,219,97,282,182
2020년05월_계_20~29세,"8,261","1,316",548,526,"3,794",244,692,332,166,385,258
2020년05월_계_30~39세,"9,306","1,022",419,365,"6,069",153,460,258,132,251,177
2020년05월_계_40~49세,"12,726","1,545",761,625,"7,319",274,727,456,207,523,289
2020년05월_계_50~59세,"12,446","1,875","1,198","1,182","3,682",592,"1,150",913,369,892,593
2020년05월_계_60~69세,"10,409","1,538","1,249","1,130","1,538",590,"1,222",995,478,"1,037",632
2020년05월_계_70~79세,"7,766","1,053","1,066",802,628,587,892,898,360,976,504
2020년05월_계_80~89세,"4,120",486,602,423,255,435,506,475,145,539,254
2020년05월_계_90~99세,569,52,77,71,38,53,73,72,33,72,28
2020년05월_계_100세 이상,36,0,2,6,2,2,16,1,2,2,3
2020년05월_남_총인구수,"40,920","5,382","3,327","2,963","16,805","1,551","3,315","2,385","1,065","2,573","1,554"
2020년05월_남_연령구간인구수,"40,920","5,382","3,327","2,963","16,805","1,551","3,315","2,385","1,065","2,573","1,554"
2020년05월_남_0~9세,"3,628",392,152,99,"2,625",21,121,67,36,73,42
2020년05월_남_10~19세,"4,519",604,212,153,"2,849",88,229,97,50,145,92
2020년05월_남_20~29세,"4,449",748,307,300,"1,870",137,419,190,94,248,136
2020년05월_남_30~39세,"4,776",545,253,217,"2,872",108,258,169,86,146,122
2020년05월_남_40~49세,"6,773",780,468,371,"3,593",169,440,311,134,327,180
2020년05월_남_50~59세,"6,836",977,674,687,"1,948",346,640,517,198,495,354
2020년05월_남_60~69세,"5,178",741,599,612,713,296,642,493,244,517,321
2020년05월_남_70~79세,"3,424",441,471,387,262,253,401,380,164,441,224
2020년05월_남_80~89세,"1,242",147,176,125,68,123,157,148,53,172,73
2020년05월_남_90~99세,91,7,15,11,4,10,8,13,6,9,8
2020년05월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년05월_여_총인구수,"40,645","5,411","3,279","2,682","17,256","1,582","3,110","2,357",991,"2,520","1,457"
2020년05월_여_연령구간인구수,"40,645","5,411","3,279","2,682","17,256","1,582","3,110","2,357",991,"2,520","1,457"
2020년05월_여_0~9세,"3,492",365,124,101,"2,568",28,109,56,31,61,49
2020년05월_여_10~19세,"4,287",545,196,162,"2,694",66,228,122,47,137,90
2020년05월_여_20~29세,"3,812",568,241,226,"1,924",107,273,142,72,137,122
2020년05월_여_30~39세,"4,530",477,166,148,"3,197",45,202,89,46,105,55
2020년05월_여_40~49세,"5,953",765,293,254,"3,726",105,287,145,73,196,109
2020년05월_여_50~59세,"5,610",898,524,495,"1,734",246,510,396,171,397,239
2020년05월_여_60~69세,"5,231",797,650,518,825,294,580,502,234,520,311
2020년05월_여_70~79세,"4,342",612,595,415,366,334,491,518,196,535,280
2020년05월_여_80~89세,"2,878",339,426,298,187,312,349,327,92,367,181
2020년05월_여_90~99세,478,45,62,60,34,43,65,59,27,63,20
2020년05월_여_100세 이상,32,0,2,5,1,2,16,1,2,2,1
2020년06월_계_총인구수,"81,620","10,768","6,582","5,627","34,210","3,135","6,420","4,744","2,042","5,076","3,016"
2020년06월_계_연령구간인구수,"81,620","10,768","6,582","5,627","34,210","3,135","6,420","4,744","2,042","5,076","3,016"
2020년06월_계_0~9세,"7,080",757,278,188,"5,178",48,223,119,62,136,91
2020년06월_계_10~19세,"8,796","1,132",400,320,"5,561",154,455,221,93,278,182
2020년06월_계_20~29세,"8,299","1,318",546,515,"3,846",239,702,331,165,377,260
2020년06월_계_30~39세,"9,311","1,023",417,365,"6,084",151,455,259,130,252,175
2020년06월_계_40~49세,"12,695","1,538",747,619,"7,334",272,720,454,202,521,288
2020년06월_계_50~59세,"12,425","1,863","1,194","1,172","3,708",594,"1,144",907,363,881,599
2020년06월_계_60~69세,"10,478","1,556","1,246","1,138","1,556",597,"1,231",997,486,"1,038",633
2020년06월_계_70~79세,"7,791","1,050","1,073",804,642,590,888,905,359,978,502
2020년06월_계_80~89세,"4,138",480,601,429,261,436,513,477,145,541,255
2020년06월_계_90~99세,571,51,78,71,38,53,73,73,34,72,28
2020년06월_계_100세 이상,36,0,2,6,2,1,16,1,3,2,3
2020년06월_남_총인구수,"40,940","5,372","3,318","2,954","16,869","1,558","3,306","2,387","1,058","2,562","1,556"
2020년06월_남_연령구간인구수,"40,940","5,372","3,318","2,954","16,869","1,558","3,306","2,387","1,058","2,562","1,556"
2020년06월_남_0~9세,"3,610",394,155,97,"2,612",20,116,66,34,75,41
2020년06월_남_10~19세,"4,514",598,207,154,"2,855",87,228,100,49,145,91
2020년06월_남_20~29세,"4,467",751,307,295,"1,900",136,419,187,93,243,136
2020년06월_남_30~39세,"4,789",542,252,217,"2,883",109,259,172,85,148,122
2020년06월_남_40~49세,"6,740",779,459,369,"3,593",168,430,309,131,325,177
2020년06월_남_50~59세,"6,821",971,672,682,"1,958",347,640,513,196,483,359
2020년06월_남_60~69세,"5,220",748,599,614,724,303,650,494,247,518,323
2020년06월_남_70~79세,"3,440",438,477,387,270,255,397,384,164,444,224
2020년06월_남_80~89세,"1,244",144,175,127,69,122,160,149,53,172,73
2020년06월_남_90~99세,91,7,15,11,4,11,7,13,6,9,8
2020년06월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년06월_여_총인구수,"40,680","5,396","3,264","2,673","17,341","1,577","3,114","2,357",984,"2,514","1,460"
2020년06월_여_연령구간인구수,"40,680","5,396","3,264","2,673","17,341","1,577","3,114","2,357",984,"2,514","1,460"
2020년06월_여_0~9세,"3,470",363,123,91,"2,566",28,107,53,28,61,50
2020년06월_여_10~19세,"4,282",534,193,166,"2,706",67,227,121,44,133,91
2020년06월_여_20~29세,"3,832",567,239,220,"1,946",103,283,144,72,134,124
2020년06월_여_30~39세,"4,522",481,165,148,"3,201",42,196,87,45,104,53
2020년06월_여_40~49세,"5,955",759,288,250,"3,741",104,290,145,71,196,111
2020년06월_여_50~59세,"5,604",892,522,490,"1,750",247,504,394,167,398,240
2020년06월_여_60~69세,"5,258",808,647,524,832,294,581,503,239,520,310
2020년06월_여_70~79세,"4,351",612,596,417,372,335,491,521,195,534,278
2020년06월_여_80~89세,"2,894",336,426,302,192,314,353,328,92,369,182
2020년06월_여_90~99세,480,44,63,60,34,42,66,60,28,63,20
2020년06월_여_100세 이상,32,0,2,5,1,1,16,1,3,2,1
2020년07월_계_총인구수,"81,522","10,727","6,567","5,621","34,199","3,127","6,413","4,737","2,036","5,080","3,015"
2020년07월_계_연령구간인구수,"81,522","10,727","6,567","5,621","34,199","3,127","6,413","4,737","2,036","5,080","3,015"
2020년07월_계_0~9세,"7,004",754,274,183,"5,125",47,214,120,60,135,92
2020년07월_계_10~19세,"8,790","1,128",399,324,"5,560",151,458,217,92,280,181
2020년07월_계_20~29세,"8,290","1,300",543,515,"3,860",240,708,331,160,375,258
2020년07월_계_30~39세,"9,256","1,007",407,364,"6,069",148,458,257,131,249,166
2020년07월_계_40~49세,"12,688","1,538",753,616,"7,343",271,709,446,203,519,290
2020년07월_계_50~59세,"12,447","1,859","1,177","1,169","3,743",599,"1,149",912,361,881,597
2020년07월_계_60~69세,"10,482","1,549","1,249","1,138","1,559",590,"1,230",998,485,"1,046",638
2020년07월_계_70~79세,"7,815","1,057","1,077",808,644,592,886,905,361,980,505
2020년07월_계_80~89세,"4,139",483,603,427,260,435,512,476,146,540,257
2020년07월_계_90~99세,575,52,83,71,34,53,73,74,34,73,28
2020년07월_계_100세 이상,36,0,2,6,2,1,16,1,3,2,3
2020년07월_남_총인구수,"40,886","5,349","3,310","2,947","16,874","1,551","3,299","2,383","1,052","2,567","1,554"
2020년07월_남_연령구간인구수,"40,886","5,349","3,310","2,947","16,874","1,551","3,299","2,383","1,052","2,567","1,554"
2020년07월_남_0~9세,"3,581",393,152,91,"2,595",20,113,66,34,75,42
2020년07월_남_10~19세,"4,495",589,206,154,"2,854",84,228,97,47,147,89
2020년07월_남_20~29세,"4,469",743,308,297,"1,908",136,418,190,89,244,136
2020년07월_남_30~39세,"4,742",533,243,218,"2,864",108,262,170,86,145,113
2020년07월_남_40~49세,"6,755",780,466,367,"3,612",167,427,302,131,322,181
2020년07월_남_50~59세,"6,813",974,660,679,"1,970",349,635,514,193,484,355
2020년07월_남_60~69세,"5,242",744,607,615,730,297,651,496,249,523,330
2020년07월_남_70~79세,"3,449",439,478,391,267,258,396,387,163,445,225
2020년07월_남_80~89세,"1,240",145,174,123,69,121,160,147,54,173,74
2020년07월_남_90~99세,96,9,16,11,4,11,9,14,6,9,7
2020년07월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년07월_여_총인구수,"40,636","5,378","3,257","2,674","17,325","1,576","3,114","2,354",984,"2,513","1,461"
2020년07월_여_연령구간인구수,"40,636","5,378","3,257","2,674","17,325","1,576","3,114","2,354",984,"2,513","1,461"
2020년07월_여_0~9세,"3,423",361,122,92,"2,530",27,101,54,26,60,50
2020년07월_여_10~19세,"4,295",539,193,170,"2,706",67,230,120,45,133,92
2020년07월_여_20~29세,"3,821",557,235,218,"1,952",104,290,141,71,131,122
2020년07월_여_30~39세,"4,514",474,164,146,"3,205",40,196,87,45,104,53
2020년07월_여_40~49세,"5,933",758,287,249,"3,731",104,282,144,72,197,109
2020년07월_여_50~59세,"5,634",885,517,490,"1,773",250,514,398,168,397,242
2020년07월_여_60~69세,"5,240",805,642,523,829,293,579,502,236,523,308
2020년07월_여_70~79세,"4,366",618,599,417,377,334,490,518,198,535,280
2020년07월_여_80~89세,"2,899",338,429,304,191,314,352,329,92,367,183
2020년07월_여_90~99세,479,43,67,60,30,42,64,60,28,64,21
2020년07월_여_100세 이상,32,0,2,5,1,1,16,1,3,2,1
2020년08월_계_총인구수,"83,006","10,663","8,816","5,616","33,545","3,128","6,409","4,744","2,037","5,047","3,001"
2020년08월_계_연령구간인구수,"83,006","10,663","8,816","5,616","33,545","3,128","6,409","4,744","2,037","5,047","3,001"
2020년08월_계_0~9세,"7,329",739,816,183,"4,931",45,212,122,60,128,93
2020년08월_계_10~19세,"8,968","1,117",704,318,"5,456",151,452,221,92,278,179
2020년08월_계_20~29세,"8,407","1,295",681,510,"3,867",238,707,329,159,372,249
2020년08월_계_30~39세,"9,567",987,980,364,"5,841",144,455,260,132,240,164
2020년08월_계_40~49세,"13,002","1,535","1,186",608,"7,236",273,712,445,204,511,292
2020년08월_계_50~59세,"12,574","1,844","1,335","1,171","3,724",601,"1,154",914,359,879,593
2020년08월_계_60~69세,"10,562","1,551","1,323","1,139","1,551",598,"1,231",998,482,"1,047",642
2020년08월_계_70~79세,"7,838","1,061","1,106",816,636,591,879,902,364,979,504
2020년08월_계_80~89세,"4,142",483,598,429,265,432,516,477,146,541,255
2020년08월_계_90~99세,581,51,85,72,36,54,75,75,36,70,27
2020년08월_계_100세 이상,36,0,2,6,2,1,16,1,3,2,3
2020년08월_남_총인구수,"41,659","5,314","4,441","2,941","16,565","1,551","3,299","2,389","1,052","2,554","1,553"
2020년08월_남_연령구간인구수,"41,659","5,314","4,441","2,941","16,565","1,551","3,299","2,389","1,052","2,554","1,553"
2020년08월_남_0~9세,"3,756",381,430,93,"2,506",18,112,68,35,71,42
2020년08월_남_10~19세,"4,586",586,354,152,"2,805",85,226,98,47,145,88
2020년08월_남_20~29세,"4,531",740,373,289,"1,910",136,422,190,90,245,136
2020년08월_남_30~39세,"4,895",520,521,218,"2,764",104,262,170,85,141,110
2020년08월_남_40~49세,"6,910",780,697,364,"3,544",167,424,301,130,319,184
2020년08월_남_50~59세,"6,888",967,743,682,"1,963",349,639,516,193,483,353
2020년08월_남_60~69세,"5,275",744,641,612,730,302,648,497,248,519,334
2020년08월_남_70~79세,"3,475",441,495,395,266,258,396,387,163,450,224
2020년08월_남_80~89세,"1,243",146,171,124,72,121,160,148,55,172,74
2020년08월_남_90~99세,96,9,16,11,4,11,10,14,6,9,6
2020년08월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년08월_여_총인구수,"41,347","5,349","4,375","2,675","16,980","1,577","3,110","2,355",985,"2,493","1,448"
2020년08월_여_연령구간인구수,"41,347","5,349","4,375","2,675","16,980","1,577","3,110","2,355",985,"2,493","1,448"
2020년08월_여_0~9세,"3,573",358,386,90,"2,425",27,100,54,25,57,51
2020년08월_여_10~19세,"4,382",531,350,166,"2,651",66,226,123,45,133,91
2020년08월_여_20~29세,"3,876",555,308,221,"1,957",102,285,139,69,127,113
2020년08월_여_30~39세,"4,672",467,459,146,"3,077",40,193,90,47,99,54
2020년08월_여_40~49세,"6,092",755,489,244,"3,692",106,288,144,74,192,108
2020년08월_여_50~59세,"5,686",877,592,489,"1,761",252,515,398,166,396,240
2020년08월_여_60~69세,"5,287",807,682,527,821,296,583,501,234,528,308
2020년08월_여_70~79세,"4,363",620,611,421,370,333,483,515,201,529,280
2020년08월_여_80~89세,"2,899",337,427,305,193,311,356,329,91,369,181
2020년08월_여_90~99세,485,42,69,61,32,43,65,61,30,61,21
2020년08월_여_100세 이상,32,0,2,5,1,1,16,1,3,2,1
2020년09월_계_총인구수,"84,433","10,659","10,662","5,603","33,194","3,114","6,416","4,737","2,033","5,031","2,984"
2020년09월_계_연령구간인구수,"84,433","10,659","10,662","5,603","33,194","3,114","6,416","4,737","2,033","5,031","2,984"
2020년09월_계_0~9세,"7,583",726,"1,269",184,"4,755",46,206,120,60,128,89
