카테고리,전라남도 구례군,전라남도 구례군 구례읍,전라남도 구례군 문척면,전라남도 구례군 간전면,전라남도 구례군 토지면,전라남도 구례군 마산면,전라남도 구례군 광의면,전라남도 구례군 용방면,전라남도 구례군 산동면
2020년04월_계_0~9세,"1,197",697,43,54,53,127,70,58,95
2020년04월_계_10~19세,"1,926","1,106",76,73,160,180,116,64,151
2020년04월_계_20~29세,"2,051","1,090",82,85,160,200,120,108,206
2020년04월_계_30~39세,"1,777",936,60,76,123,188,146,101,147
2020년04월_계_40~49세,"3,066","1,512",155,160,245,346,186,167,295
2020년04월_계_50~59세,"4,695","1,946",245,280,588,455,384,227,570
2020년04월_계_60~69세,"4,484","1,634",261,284,514,493,439,274,585
2020년04월_계_70~79세,"3,883","1,249",205,310,389,418,471,291,550
2020년04월_계_80~89세,"2,450",697,150,182,287,287,325,182,340
2020년04월_계_90~99세,346,107,21,20,49,42,46,29,32
2020년04월_계_100세 이상,20,6,0,2,3,4,2,0,3
2020년04월_남_총인구수,"12,587","5,329",648,750,"1,253","1,365","1,081",723,"1,438"
2020년04월_남_연령구간인구수,"12,587","5,329",648,750,"1,253","1,365","1,081",723,"1,438"
2020년04월_남_0~9세,596,333,23,28,30,65,36,30,51
2020년04월_남_10~19세,"1,025",596,41,33,79,102,64,39,71
2020년04월_남_20~29세,"1,081",571,45,40,94,105,56,55,115
2020년04월_남_30~39세,958,466,30,41,74,114,85,62,86
2020년04월_남_40~49세,"1,690",770,90,106,141,198,110,97,178
2020년04월_남_50~59세,"2,583","1,007",147,171,321,268,226,126,317
2020년04월_남_60~69세,"2,181",792,133,139,252,239,206,133,287
2020년04월_남_70~79세,"1,585",528,83,122,150,172,193,114,223
2020년04월_남_80~89세,808,239,53,65,98,92,96,61,104
2020년04월_남_90~99세,77,26,3,5,14,9,9,6,5
2020년04월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년04월_여_총인구수,"13,308","5,651",650,776,"1,318","1,375","1,224",778,"1,536"
2020년04월_여_연령구간인구수,"13,308","5,651",650,776,"1,318","1,375","1,224",778,"1,536"
2020년04월_여_0~9세,601,364,20,26,23,62,34,28,44
2020년04월_여_10~19세,901,510,35,40,81,78,52,25,80
2020년04월_여_20~29세,970,519,37,45,66,95,64,53,91
2020년04월_여_30~39세,819,470,30,35,49,74,61,39,61
2020년04월_여_40~49세,"1,376",742,65,54,104,148,76,70,117
2020년04월_여_50~59세,"2,112",939,98,109,267,187,158,101,253
2020년04월_여_60~69세,"2,303",842,128,145,262,254,233,141,298
2020년04월_여_70~79세,"2,298",721,122,188,239,246,278,177,327
2020년04월_여_80~89세,"1,642",458,97,117,189,195,229,121,236
2020년04월_여_90~99세,269,81,18,15,35,33,37,23,27
2020년04월_여_100세 이상,17,5,0,2,3,3,2,0,2
2020년05월_계_총인구수,"25,851","10,963","1,284","1,522","2,576","2,729","2,310","1,494","2,973"
2020년05월_계_연령구간인구수,"25,851","10,963","1,284","1,522","2,576","2,729","2,310","1,494","2,973"
2020년05월_계_0~9세,"1,183",689,40,54,57,124,73,54,92
2020년05월_계_10~19세,"1,928","1,115",70,72,156,181,114,64,156
2020년05월_계_20~29세,"2,030","1,078",80,84,159,196,120,107,206
2020년05월_계_30~39세,"1,749",924,60,74,120,182,145,97,147
2020년05월_계_40~49세,"3,041","1,503",147,157,254,346,177,168,289
2020년05월_계_50~59세,"4,705","1,954",248,278,586,456,387,228,568
2020년05월_계_60~69세,"4,500","1,638",262,286,519,491,445,274,585
2020년05월_계_70~79세,"3,884","1,247",207,306,388,420,474,290,552
2020년05월_계_80~89세,"2,463",703,150,189,282,287,325,183,344
2020년05월_계_90~99세,348,107,20,20,52,42,48,28,31
2020년05월_계_100세 이상,20,5,0,2,3,4,2,1,3
2020년05월_남_총인구수,"12,551","5,318",640,746,"1,253","1,358","1,081",716,"1,439"
2020년05월_남_연령구간인구수,"12,551","5,318",640,746,"1,253","1,358","1,081",716,"1,439"
2020년05월_남_0~9세,585,331,21,28,32,62,36,27,48
2020년05월_남_10~19세,"1,029",605,38,32,76,102,62,40,74
2020년05월_남_20~29세,"1,068",560,43,40,94,103,58,55,115
2020년05월_남_30~39세,938,458,29,39,72,109,84,59,88
2020년05월_남_40~49세,"1,669",763,87,101,144,199,105,97,173
2020년05월_남_50~59세,"2,589","1,010",148,170,322,269,230,123,317
2020년05월_남_60~69세,"2,194",799,134,141,252,241,206,133,288
2020년05월_남_70~79세,"1,591",526,84,124,150,172,196,114,225
2020년05월_남_80~89세,806,239,54,66,95,91,95,61,105
2020년05월_남_90~99세,79,26,2,5,16,9,9,7,5
2020년05월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년05월_여_총인구수,"13,300","5,645",644,776,"1,323","1,371","1,229",778,"1,534"
2020년05월_여_연령구간인구수,"13,300","5,645",644,776,"1,323","1,371","1,229",778,"1,534"
2020년05월_여_0~9세,598,358,19,26,25,62,37,27,44
2020년05월_여_10~19세,899,510,32,40,80,79,52,24,82
2020년05월_여_20~29세,962,518,37,44,65,93,62,52,91
2020년05월_여_30~39세,811,466,31,35,48,73,61,38,59
2020년05월_여_40~49세,"1,372",740,60,56,110,147,72,71,116
2020년05월_여_50~59세,"2,116",944,100,108,264,187,157,105,251
2020년05월_여_60~69세,"2,306",839,128,145,267,250,239,141,297
2020년05월_여_70~79세,"2,293",721,123,182,238,248,278,176,327
2020년05월_여_80~89세,"1,657",464,96,123,187,196,230,122,239
2020년05월_여_90~99세,269,81,18,15,36,33,39,21,26
2020년05월_여_100세 이상,17,4,0,2,3,3,2,1,2
2020년06월_계_총인구수,"25,826","10,931","1,284","1,535","2,585","2,729","2,298","1,491","2,973"
2020년06월_계_연령구간인구수,"25,826","10,931","1,284","1,535","2,585","2,729","2,298","1,491","2,973"
2020년06월_계_0~9세,"1,191",700,40,53,58,123,72,51,94
2020년06월_계_10~19세,"1,928","1,108",70,74,158,182,111,63,162
2020년06월_계_20~29세,"2,007","1,070",78,85,156,194,118,104,202
2020년06월_계_30~39세,"1,724",914,61,74,118,177,142,94,144
2020년06월_계_40~49세,"3,020","1,486",147,152,259,349,173,168,286
2020년06월_계_50~59세,"4,679","1,940",248,282,578,453,384,230,564
2020년06월_계_60~69세,"4,539","1,651",264,292,529,493,451,271,588
2020년06월_계_70~79세,"3,905","1,247",207,309,389,428,473,296,556
2020년06월_계_80~89세,"2,462",703,149,191,284,284,324,185,342
2020년06월_계_90~99세,350,107,20,20,53,42,48,28,32
2020년06월_계_100세 이상,21,5,0,3,3,4,2,1,3
2020년06월_남_총인구수,"12,523","5,301",642,752,"1,246","1,355","1,079",710,"1,438"
2020년06월_남_연령구간인구수,"12,523","5,301",642,752,"1,246","1,355","1,079",710,"1,438"
2020년06월_남_0~9세,589,339,21,28,32,61,36,25,47
2020년06월_남_10~19세,"1,026",603,38,32,75,102,60,39,77
2020년06월_남_20~29세,"1,061",556,43,41,91,103,58,53,116
2020년06월_남_30~39세,915,447,30,38,70,106,82,56,86
2020년06월_남_40~49세,"1,653",755,86,98,146,197,105,98,168
2020년06월_남_50~59세,"2,576","1,004",148,173,316,267,228,124,316
2020년06월_남_60~69세,"2,217",806,137,144,256,242,209,133,290
2020년06월_남_70~79세,"1,605",526,84,127,152,177,196,115,228
2020년06월_남_80~89세,801,238,54,66,93,90,96,60,104
2020년06월_남_90~99세,77,26,1,5,15,9,9,7,5
2020년06월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년06월_여_총인구수,"13,303","5,630",642,783,"1,339","1,374","1,219",781,"1,535"
2020년06월_여_연령구간인구수,"13,303","5,630",642,783,"1,339","1,374","1,219",781,"1,535"
2020년06월_여_0~9세,602,361,19,25,26,62,36,26,47
2020년06월_여_10~19세,902,505,32,42,83,80,51,24,85
2020년06월_여_20~29세,946,514,35,44,65,91,60,51,86
2020년06월_여_30~39세,809,467,31,36,48,71,60,38,58
2020년06월_여_40~49세,"1,367",731,61,54,113,152,68,70,118
2020년06월_여_50~59세,"2,103",936,100,109,262,186,156,106,248
2020년06월_여_60~69세,"2,322",845,127,148,273,251,242,138,298
2020년06월_여_70~79세,"2,300",721,123,182,237,251,277,181,328
2020년06월_여_80~89세,"1,661",465,95,125,191,194,228,125,238
2020년06월_여_90~99세,273,81,19,15,38,33,39,21,27
2020년06월_여_100세 이상,18,4,0,3,3,3,2,1,2
2020년07월_계_총인구수,"25,766","10,877","1,282","1,531","2,585","2,724","2,296","1,495","2,976"
2020년07월_계_연령구간인구수,"25,766","10,877","1,282","1,531","2,585","2,724","2,296","1,495","2,976"
2020년07월_계_0~9세,"1,180",695,41,50,58,125,70,51,90
2020년07월_계_10~19세,"1,914","1,093",70,74,162,182,109,62,162
2020년07월_계_20~29세,"2,000","1,068",76,86,154,191,118,104,203
2020년07월_계_30~39세,"1,715",910,56,74,118,177,140,94,146
2020년07월_계_40~49세,"2,994","1,470",151,152,252,345,170,169,285
2020년07월_계_50~59세,"4,648","1,929",244,280,566,449,384,232,564
2020년07월_계_60~69세,"4,553","1,652",265,293,542,495,449,267,590
2020년07월_계_70~79세,"3,913","1,243",209,308,390,433,478,298,554
2020년07월_계_80~89세,"2,471",705,149,191,286,281,326,189,344
2020년07월_계_90~99세,358,108,21,20,54,42,50,28,35
2020년07월_계_100세 이상,20,4,0,3,3,4,2,1,3
2020년07월_남_총인구수,"12,518","5,292",637,748,"1,253","1,359","1,077",713,"1,439"
2020년07월_남_연령구간인구수,"12,518","5,292",637,748,"1,253","1,359","1,077",713,"1,439"
2020년07월_남_0~9세,589,342,21,27,32,63,34,25,45
2020년07월_남_10~19세,"1,013",592,38,32,77,103,58,39,74
2020년07월_남_20~29세,"1,065",557,41,41,92,104,59,53,118
2020년07월_남_30~39세,915,450,26,38,69,106,82,56,88
2020년07월_남_40~49세,"1,643",751,89,97,141,195,104,98,168
2020년07월_남_50~59세,"2,568","1,000",145,169,317,266,230,125,316
2020년07월_남_60~69세,"2,223",809,136,146,263,244,205,130,290
2020년07월_남_70~79세,"1,620",526,86,128,154,180,198,119,229
2020년07월_남_80~89세,804,240,54,65,93,88,98,61,105
2020년07월_남_90~99세,76,25,1,5,15,9,9,7,5
2020년07월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년07월_여_총인구수,"13,248","5,585",645,783,"1,332","1,365","1,219",782,"1,537"
2020년07월_여_연령구간인구수,"13,248","5,585",645,783,"1,332","1,365","1,219",782,"1,537"
2020년07월_여_0~9세,591,353,20,23,26,62,36,26,45
2020년07월_여_10~19세,901,501,32,42,85,79,51,23,88
2020년07월_여_20~29세,935,511,35,45,62,87,59,51,85
2020년07월_여_30~39세,800,460,30,36,49,71,58,38,58
2020년07월_여_40~49세,"1,351",719,62,55,111,150,66,71,117
2020년07월_여_50~59세,"2,080",929,99,111,249,183,154,107,248
2020년07월_여_60~69세,"2,330",843,129,147,279,251,244,137,300
2020년07월_여_70~79세,"2,293",717,123,180,236,253,280,179,325
2020년07월_여_80~89세,"1,667",465,95,126,193,193,228,128,239
2020년07월_여_90~99세,282,83,20,15,39,33,41,21,30
2020년07월_여_100세 이상,18,4,0,3,3,3,2,1,2
2020년08월_계_총인구수,"25,696","10,829","1,282","1,544","2,571","2,713","2,293","1,487","2,977"
2020년08월_계_연령구간인구수,"25,696","10,829","1,282","1,544","2,571","2,713","2,293","1,487","2,977"
2020년08월_계_0~9세,"1,173",696,44,50,56,119,68,51,89
2020년08월_계_10~19세,"1,887","1,076",70,75,154,180,109,61,162
2020년08월_계_20~29세,"1,988","1,056",74,86,158,188,118,104,204
2020년08월_계_30~39세,"1,693",893,55,76,118,178,136,90,147
2020년08월_계_40~49세,"2,977","1,459",148,152,251,343,172,170,282
2020년08월_계_50~59세,"4,627","1,927",242,285,553,446,386,231,557
2020년08월_계_60~69세,"4,586","1,657",268,296,552,501,448,267,597
2020년08월_계_70~79세,"3,904","1,245",211,309,391,425,472,294,557
2020년08월_계_80~89세,"2,474",707,149,192,282,286,329,189,340
2020년08월_계_90~99세,367,109,21,20,53,43,53,29,39
2020년08월_계_100세 이상,20,4,0,3,3,4,2,1,3
2020년08월_남_총인구수,"12,476","5,261",636,757,"1,251","1,350","1,073",709,"1,439"
2020년08월_남_연령구간인구수,"12,476","5,261",636,757,"1,251","1,350","1,073",709,"1,439"
2020년08월_남_0~9세,586,341,22,27,32,61,32,25,46
2020년08월_남_10~19세,994,575,38,33,75,102,58,38,75
2020년08월_남_20~29세,"1,066",557,41,42,94,101,59,53,119
2020년08월_남_30~39세,897,441,25,39,71,104,78,52,87
2020년08월_남_40~49세,"1,632",745,87,97,139,195,105,100,164
2020년08월_남_50~59세,"2,552",996,143,172,310,266,230,125,310
2020년08월_남_60~69세,"2,247",812,140,149,270,244,205,130,297
2020년08월_남_70~79세,"1,622",528,86,129,155,176,198,119,231
2020년08월_남_80~89세,802,241,53,64,91,91,98,60,104
2020년08월_남_90~99세,76,25,1,5,14,9,10,7,5
2020년08월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년08월_여_총인구수,"13,220","5,568",646,787,"1,320","1,363","1,220",778,"1,538"
2020년08월_여_연령구간인구수,"13,220","5,568",646,787,"1,320","1,363","1,220",778,"1,538"
2020년08월_여_0~9세,587,355,22,23,24,58,36,26,43
2020년08월_여_10~19세,893,501,32,42,79,78,51,23,87
2020년08월_여_20~29세,922,499,33,44,64,87,59,51,85
2020년08월_여_30~39세,796,452,30,37,47,74,58,38,60
2020년08월_여_40~49세,"1,345",714,61,55,112,148,67,70,118
2020년08월_여_50~59세,"2,075",931,99,113,243,180,156,106,247
2020년08월_여_60~69세,"2,339",845,128,147,282,257,243,137,300
2020년08월_여_70~79세,"2,282",717,125,180,236,249,274,175,326
2020년08월_여_80~89세,"1,672",466,96,128,191,195,231,129,236
2020년08월_여_90~99세,291,84,20,15,39,34,43,22,34
2020년08월_여_100세 이상,18,4,0,3,3,3,2,1,2
2020년09월_계_총인구수,"25,650","10,831","1,273","1,537","2,569","2,706","2,279","1,478","2,977"
2020년09월_계_연령구간인구수,"25,650","10,831","1,273","1,537","2,569","2,706","2,279","1,478","2,977"
2020년09월_계_0~9세,"1,168",703,45,49,55,113,65,50,88
2020년09월_계_10~19세,"1,871","1,069",68,73,153,181,108,61,158
2020년09월_계_20~29세,"1,971","1,050",69,85,159,188,115,103,202
2020년09월_계_30~39세,"1,685",893,55,77,115,177,132,89,147
2020년09월_계_40~49세,"2,948","1,449",147,151,246,338,171,169,277
2020년09월_계_50~59세,"4,624","1,942",238,281,550,451,380,225,557
2020년09월_계_60~69세,"4,614","1,658",270,294,560,503,453,269,607
2020년09월_계_70~79세,"3,897","1,244",211,309,393,422,467,294,557
2020년09월_계_80~89세,"2,478",709,148,194,282,286,331,186,342
2020년09월_계_90~99세,372,109,21,21,53,43,55,31,39
2020년09월_계_100세 이상,22,5,1,3,3,4,2,1,3
2020년09월_남_총인구수,"12,454","5,269",631,757,"1,248","1,344","1,062",702,"1,441"
2020년09월_남_연령구간인구수,"12,454","5,269",631,757,"1,248","1,344","1,062",702,"1,441"
2020년09월_남_0~9세,576,343,22,26,31,56,30,24,44
2020년09월_남_10~19세,994,577,37,33,76,103,58,37,73
2020년09월_남_20~29세,"1,054",556,38,43,93,99,54,51,120
2020년09월_남_30~39세,896,442,25,39,69,105,78,51,87
2020년09월_남_40~49세,"1,608",735,87,97,134,189,104,100,162
2020년09월_남_50~59세,"2,549","1,005",138,171,308,270,225,122,310
2020년09월_남_60~69세,"2,267",817,144,147,274,244,207,131,303
2020년09월_남_70~79세,"1,627",528,86,130,158,177,198,119,231
2020년09월_남_80~89세,802,241,53,65,91,91,97,59,105
2020년09월_남_90~99세,79,25,1,6,14,9,11,8,5
2020년09월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년09월_여_총인구수,"13,196","5,562",642,780,"1,321","1,362","1,217",776,"1,536"
2020년09월_여_연령구간인구수,"13,196","5,562",642,780,"1,321","1,362","1,217",776,"1,536"
2020년09월_여_0~9세,592,360,23,23,24,57,35,26,44
2020년09월_여_10~19세,877,492,31,40,77,78,50,24,85
2020년09월_여_20~29세,917,494,31,42,66,89,61,52,82
2020년09월_여_30~39세,789,451,30,38,46,72,54,38,60
2020년09월_여_40~49세,"1,340",714,60,54,112,149,67,69,115
2020년09월_여_50~59세,"2,075",937,100,110,242,181,155,103,247
2020년09월_여_60~69세,"2,347",841,126,147,286,259,246,138,304
2020년09월_여_70~79세,"2,270",716,125,179,235,245,269,175,326
2020년09월_여_80~89세,"1,676",468,95,129,191,195,234,127,237
2020년09월_여_90~99세,293,84,20,15,39,34,44,23,34
2020년09월_여_100세 이상,20,5,1,3,3,3,2,1,2
2020년10월_계_총인구수,"25,578","10,800","1,265","1,530","2,585","2,695","2,268","1,472","2,963"
2020년10월_계_연령구간인구수,"25,578","10,800","1,265","1,530","2,585","2,695","2,268","1,472","2,963"
2020년10월_계_0~9세,"1,156",703,40,48,56,114,62,49,84
2020년10월_계_10~19세,"1,845","1,048",70,72,154,175,109,62,155
2020년10월_계_20~29세,"1,958","1,051",69,84,158,187,110,101,198
2020년10월_계_30~39세,"1,667",868,54,77,120,176,134,88,150
2020년10월_계_40~49세,"2,931","1,443",146,150,254,332,170,165,271
2020년10월_계_50~59세,"4,600","1,945",235,275,544,449,375,226,551
2020년10월_계_60~69세,"4,640","1,669",270,298,570,504,450,270,609
2020년10월_계_70~79세,"3,898","1,247",210,308,392,423,468,289,561
2020년10월_계_80~89세,"2,484",714,148,193,281,286,333,188,341
2020년10월_계_90~99세,377,107,22,22,53,45,55,33,40
2020년10월_계_100세 이상,22,5,1,3,3,4,2,1,3
2020년10월_남_총인구수,"12,434","5,254",632,753,"1,252","1,342","1,060",702,"1,439"
2020년10월_남_연령구간인구수,"12,434","5,254",632,753,"1,252","1,342","1,060",702,"1,439"
2020년10월_남_0~9세,571,343,21,26,31,56,28,25,41
2020년10월_남_10~19세,978,564,38,32,76,100,59,37,72
2020년10월_남_20~29세,"1,047",553,39,42,93,99,53,50,118
2020년10월_남_30~39세,889,435,24,39,71,104,76,51,89
2020년10월_남_40~49세,"1,598",729,87,96,137,187,107,97,158
2020년10월_남_50~59세,"2,543","1,006",138,168,304,271,221,126,309
2020년10월_남_60~69세,"2,286",824,145,149,279,245,208,130,306
2020년10월_남_70~79세,"1,632",531,85,129,159,178,198,119,233
2020년10월_남_80~89세,809,245,54,66,89,91,99,58,107
2020년10월_남_90~99세,79,24,1,6,13,10,11,9,5
2020년10월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년10월_여_총인구수,"13,144","5,546",633,777,"1,333","1,353","1,208",770,"1,524"
2020년10월_여_연령구간인구수,"13,144","5,546",633,777,"1,333","1,353","1,208",770,"1,524"
2020년10월_여_0~9세,585,360,19,22,25,58,34,24,43
2020년10월_여_10~19세,867,484,32,40,78,75,50,25,83
2020년10월_여_20~29세,911,498,30,42,65,88,57,51,80
2020년10월_여_30~39세,778,433,30,38,49,72,58,37,61
2020년10월_여_40~49세,"1,333",714,59,54,117,145,63,68,113
2020년10월_여_50~59세,"2,057",939,97,107,240,178,154,100,242
2020년10월_여_60~69세,"2,354",845,125,149,291,259,242,140,303
2020년10월_여_70~79세,"2,266",716,125,179,233,245,270,170,328
2020년10월_여_80~89세,"1,675",469,94,127,192,195,234,130,234
2020년10월_여_90~99세,298,83,21,16,40,35,44,24,35
2020년10월_여_100세 이상,20,5,1,3,3,3,2,1,2
2020년11월_계_총인구수,"25,577","10,788","1,280","1,533","2,568","2,691","2,278","1,480","2,959"
2020년11월_계_연령구간인구수,"25,577","10,788","1,280","1,533","2,568","2,691","2,278","1,480","2,959"
2020년11월_계_0~9세,"1,159",702,43,49,55,111,63,50,86
2020년11월_계_10~19세,"1,843","1,044",73,72,154,177,110,63,150
2020년11월_계_20~29세,"1,953","1,047",70,83,155,186,112,103,197
2020년11월_계_30~39세,"1,675",879,54,77,119,167,141,88,150
2020년11월_계_40~49세,"2,895","1,423",140,145,246,338,174,165,264
2020년11월_계_50~59세,"4,602","1,930",244,278,544,450,369,230,557
2020년11월_계_60~69세,"4,662","1,680",276,297,568,505,458,269,609
2020년11월_계_70~79세,"3,904","1,257",209,312,391,420,462,291,562
2020년11월_계_80~89세,"2,485",711,147,194,282,289,332,189,341
2020년11월_계_90~99세,377,110,23,23,51,44,55,31,40
2020년11월_계_100세 이상,22,5,1,3,3,4,2,1,3
2020년11월_남_총인구수,"12,445","5,241",642,753,"1,250","1,340","1,072",708,"1,439"
2020년11월_남_연령구간인구수,"12,445","5,241",642,753,"1,250","1,340","1,072",708,"1,439"
2020년11월_남_0~9세,574,345,24,25,30,54,29,25,42
2020년11월_남_10~19세,978,564,38,31,76,101,59,38,71
2020년11월_남_20~29세,"1,049",546,40,44,94,98,57,53,117
2020년11월_남_30~39세,894,437,25,38,73,100,82,51,88
2020년11월_남_40~49세,"1,580",718,84,93,132,189,110,97,157
2020년11월_남_50~59세,"2,549",999,142,172,305,272,218,128,313
2020년11월_남_60~69세,"2,300",831,149,148,280,246,213,128,305
2020년11월_남_70~79세,"1,633",534,85,130,158,177,196,120,233
2020년11월_남_80~89세,804,243,54,65,89,92,97,59,105
2020년11월_남_90~99세,82,24,1,7,13,10,11,9,7
2020년11월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년11월_여_총인구수,"13,132","5,547",638,780,"1,318","1,351","1,206",772,"1,520"
2020년11월_여_연령구간인구수,"13,132","5,547",638,780,"1,318","1,351","1,206",772,"1,520"
2020년11월_여_0~9세,585,357,19,24,25,57,34,25,44
2020년11월_여_10~19세,865,480,35,41,78,76,51,25,79
2020년11월_여_20~29세,904,501,30,39,61,88,55,50,80
2020년11월_여_30~39세,781,442,29,39,46,67,59,37,62
2020년11월_여_40~49세,"1,315",705,56,52,114,149,64,68,107
2020년11월_여_50~59세,"2,053",931,102,106,239,178,151,102,244
2020년11월_여_60~69세,"2,362",849,127,149,288,259,245,141,304
2020년11월_여_70~79세,"2,271",723,124,182,233,243,266,171,329
2020년11월_여_80~89세,"1,681",468,93,129,193,197,235,130,236
2020년11월_여_90~99세,295,86,22,16,38,34,44,22,33
2020년11월_여_100세 이상,20,5,1,3,3,3,2,1,2
2020년12월_계_총인구수,"25,719","10,845","1,305","1,546","2,561","2,702","2,286","1,487","2,987"
2020년12월_계_연령구간인구수,"25,719","10,845","1,305","1,546","2,561","2,702","2,286","1,487","2,987"
2020년12월_계_0~9세,"1,141",696,44,47,50,111,60,48,85
2020년12월_계_10~19세,"1,858","1,047",78,72,154,180,109,64,154
2020년12월_계_20~29세,"1,985","1,056",77,85,156,187,113,108,203
2020년12월_계_30~39세,"1,686",880,58,76,119,168,143,90,152
2020년12월_계_40~49세,"2,926","1,447",143,155,238,336,176,162,269
2020년12월_계_50~59세,"4,624","1,933",249,279,541,449,377,230,566
2020년12월_계_60~69세,"4,704","1,689",275,300,575,516,462,275,612
2020년12월_계_70~79세,"3,900","1,270",207,310,389,422,457,288,557
2020년12월_계_80~89세,"2,496",714,151,195,284,286,332,189,345
2020년12월_계_90~99세,377,108,22,24,52,43,55,32,41
2020년12월_계_100세 이상,22,5,1,3,3,4,2,1,3
2020년12월_남_총인구수,"12,519","5,265",656,760,"1,248","1,345","1,085",713,"1,447"
2020년12월_남_연령구간인구수,"12,519","5,265",656,760,"1,248","1,345","1,085",713,"1,447"
2020년12월_남_0~9세,563,342,25,24,26,53,26,25,42
2020년12월_남_10~19세,984,561,38,32,76,104,61,40,72
2020년12월_남_20~29세,"1,069",555,45,44,95,97,59,56,118
2020년12월_남_30~39세,902,436,27,37,74,101,84,53,90
2020년12월_남_40~49세,"1,591",723,86,100,130,189,113,93,157
2020년12월_남_50~59세,"2,565","1,007",145,173,301,270,222,128,319
2020년12월_남_60~69세,"2,316",831,148,149,285,251,218,131,303
2020년12월_남_70~79세,"1,631",540,84,129,159,179,192,120,228
2020년12월_남_80~89세,813,247,57,64,90,90,99,57,109
2020년12월_남_90~99세,83,23,1,8,12,10,11,10,8
2020년12월_남_100세 이상,2,0,0,0,0,1,0,0,1
2020년12월_여_총인구수,"13,200","5,580",649,786,"1,313","1,357","1,201",774,"1,540"
2020년12월_여_연령구간인구수,"13,200","5,580",649,786,"1,313","1,357","1,201",774,"1,540"
2020년12월_여_0~9세,578,354,19,23,24,58,34,23,43
2020년12월_여_10~19세,874,486,40,40,78,76,48,24,82
2020년12월_여_20~29세,916,501,32,41,61,90,54,52,85
2020년12월_여_30~39세,784,444,31,39,45,67,59,37,62
